[00:00:02.674 --> 00:00:04.155]  You have the power.
[00:24:47.912 --> 00:24:50.713]  More Central Americans headed to the U.S.!
[00:24:50.713 --> 00:24:52.673]  That's what Obama admitted last week.
[00:24:52.673 --> 00:24:58.455]  The State Department has videos that we played here admitting that they get their orders from the U.N.
[00:24:58.455 --> 00:25:02.897]  Remember when Obama said, I'm allowed to go into Syria, I'm allowed to go into Libya because I have U.N.
[00:25:02.897 --> 00:25:11.660]  authorization, and I have NATO authorization, and generals and others went before Congress, and Congress senators said, you get your authority from Congress, from us.
[00:25:11.660 --> 00:25:13.941]  They go, no, we get it from NATO and the U.N.
[00:25:16.107 --> 00:25:18.329]  Just like Merkel says she gets it from the UN.
[00:25:18.329 --> 00:25:20.951]  They're like, it's illegal for you to bring these people in here unvetted.
[00:25:20.951 --> 00:25:22.232]  She goes, well, I have the UN.
[00:25:22.232 --> 00:25:24.053]  I have the EU.
[00:25:24.053 --> 00:25:25.475]  I have NATO.
[00:25:25.475 --> 00:25:26.956]  We're already in this global government.
[00:25:26.956 --> 00:25:36.884]  So they have KRGV-TV in McAllen, Texas, and they report like it's, oh, just helping the locals, helping the citizens, helping everyone.
[00:25:38.240 --> 00:25:38.900]  You'd never know.
[00:25:38.900 --> 00:25:44.381]  They say, oh, they're immigrants, yeah, they came here illegally, but we're just helping them, and we're loving, and we get them on the buses.
[00:25:44.381 --> 00:25:47.242]  No discussion of where they go, what they do.
[00:25:47.242 --> 00:25:49.043]  It's just, oh, the UN gives the order.
[00:25:49.043 --> 00:25:50.963]  See, they don't announce it like Red Dawn.
[00:25:50.963 --> 00:25:53.904]  The UN is invading, we're under UN control, martial law.
[00:25:53.904 --> 00:26:05.587]  It's just, Germany and these other countries are under a civil emergency, and Greece gets its presidents appointed now, and so does Italy, and yeah, we're gonna bring in five million people from Jihad nations, and if you criticize it, we're gonna arrest you.
[00:26:05.587 --> 00:26:06.907]  Yeah, there's no more free speech.
[00:26:06.907 --> 00:26:07.027]  Yeah.
[00:26:07.967 --> 00:26:19.583]  See, that's just, oh, the UN says, get ready for record numbers, because they're running the program at the refugee centers, making a deal with Mexico to allow them in, but they don't get to stay in Mexico, they come here.
[00:26:19.583 --> 00:26:21.004]  And Mexico came out last week and said,
[00:26:22.125 --> 00:26:23.105]  We're about to go bankrupt.
[00:26:23.105 --> 00:26:24.246]  We gotta stop this.
[00:26:24.246 --> 00:26:26.347]  We got too many Latin Americans pouring in.
[00:26:26.347 --> 00:26:28.047]  Our border's collapsing.
[00:26:28.047 --> 00:26:29.808]  Oh, I'm so sorry.
[00:26:29.808 --> 00:26:33.810]  You're getting paid billions by the globalists to allow this to happen through U.S.
[00:26:33.810 --> 00:26:34.770]  taxpayer money.
[00:26:34.770 --> 00:26:38.452]  Mexico is paid $5 billion a year to allow this to happen.
[00:26:38.452 --> 00:26:38.912]  Look that up.
[00:26:40.899 --> 00:26:47.868]  Now, now, now, how do I communicate with the average dumbed-down American who just sees a newscast that's like, oh, we're helping people the U.N.
[00:26:47.868 --> 00:26:48.569]  said to.
[00:26:48.569 --> 00:26:50.392]  Oh, the U.N.
[00:26:50.392 --> 00:26:53.576]  suing Sheriff Arpaio because he arrests illegals.
[00:26:53.576 --> 00:26:56.660]  How evil he arrests illegals that commit crimes.
[00:26:56.660 --> 00:26:57.742]  How horrible!
[00:26:58.803 --> 00:26:59.984]  So, we're going to go to break it home.
[00:26:59.984 --> 00:27:02.885]  First, I want to play part of Jakari Jackson's report.
[00:27:02.885 --> 00:27:06.886]  Two years ago, here's the article up on InfoWars.com.
[00:27:06.886 --> 00:27:07.887]  We've reposted it.
[00:27:07.887 --> 00:27:08.587]  Flashback.
[00:27:08.587 --> 00:27:11.828]  Obama admin busing illegals deep in the U.S.
[00:27:11.828 --> 00:27:16.170]  In 2014, InfoWars broke how Obama admin was bringing in illegals via bus.
[00:27:17.267 --> 00:27:21.329]  And to see how controlled it is, no one picked it up.
[00:27:21.329 --> 00:27:28.452]  Six months later, the New York Times in one little blurb admitted, they come in and then Obama has them shipped to other areas and released.
[00:27:29.585 --> 00:27:30.345]  Here's another one.
[00:27:30.345 --> 00:27:31.226]  Here's the original article.
[00:27:31.226 --> 00:27:33.106]  June 18, 2014.
[00:27:33.106 --> 00:27:34.147]  Caught red-handed.
[00:27:34.147 --> 00:27:41.430]  Border Patrol paying to ship illegals deep into the United States.
[00:27:41.430 --> 00:27:41.990]  Exclusive.
[00:27:41.990 --> 00:27:44.131]  Federal government works to keep illegals inside the U.S.
[00:27:44.131 --> 00:27:46.592]  while passing the cost on the American taxpayers.
[00:27:46.592 --> 00:27:48.553]  And now the TB is pouring in.
[00:27:48.553 --> 00:27:49.453]  The diseases.
[00:27:49.453 --> 00:27:50.313]  We've got to pay for that.
[00:27:50.313 --> 00:27:56.736]  But let's go out to break with a clip of Jakari talking to the emergency manager head who's admitting it all.
[00:27:57.537 --> 00:28:07.062]  Well what happened today in particular is that the Border Patrol dropped off some, they call them detainees, but obviously they're not detained after they drop them off.
[00:28:07.062 --> 00:28:12.325]  And normally they have tickets or arranged transportation to go somewhere in the interior.
[00:28:12.325 --> 00:28:20.310]  Well today, apparently for some logistical reasons, some of them hadn't had transportation arranged or their transportation is tomorrow.
[00:28:20.310 --> 00:28:20.930]  Right.
[00:28:20.930 --> 00:28:24.032]  And so we're having to find places to shelter them.
[00:28:24.372 --> 00:28:26.515]  So why is the Border Patrol bringing them here?
[00:28:32.222 --> 00:28:39.107]  They're not bringing them here, they're bringing them to our bus terminal, because that's where the Border Patrol understands that they have transportation.
[00:28:39.107 --> 00:28:40.568]  Alright, let's stop right there.
[00:28:40.568 --> 00:28:45.172]  They give them vouchers, watch the whole report, and then the city gets to pay for it all, the taxpayers.
[00:28:45.172 --> 00:28:46.993]  Because after all, that's our job, right?
[00:28:46.993 --> 00:28:48.494]  We pay for everything, for everybody.
[00:28:48.494 --> 00:28:50.296]  We're evil and racist if we don't.
[00:28:50.296 --> 00:28:51.256]  We'll be back on the other side.
[00:28:51.256 --> 00:28:51.857]  I'm Alex Jones.
[00:28:51.857 --> 00:28:53.738]  See the full video at InfoWars.com.
[00:28:57.859 --> 00:29:00.140]  Joe Biggs here with InfoWars.com.
[00:29:00.140 --> 00:29:03.302]  Today, Donald Trump made an announcement on his website.
[00:29:03.302 --> 00:29:07.824]  Donald J. Trump's statement regarding British referendum on EU membership.
[00:29:07.824 --> 00:29:12.506]  The people of the United Kingdom have exercised the sacred right of all free peoples.
[00:29:12.506 --> 00:29:20.430]  They have declared their independence from the European Union and have voted to reassert control over their own politics, borders, and economy.
[00:29:20.430 --> 00:29:27.474]  A Trump administration pledges to strengthen our ties with a free and independent Britain, deepening our bonds in commerce.
[00:29:27.714 --> 00:29:29.355]  Culture and mutual defense.
[00:29:29.355 --> 00:29:38.001]  The whole world is more peaceful and stable when our two countries and our two peoples are united together, as they will be under a Trump administration.
[00:29:38.001 --> 00:29:43.545]  Come November, the American people will have the chance to re-declare their independence.
[00:29:43.545 --> 00:29:47.787]  They will have the chance to reject today's rule by the global elite.
[00:29:47.787 --> 00:29:49.469]  I hope America is watching.
[00:29:49.469 --> 00:29:53.111]  It will soon be time to believe in America again.
[00:29:53.111 --> 00:29:54.612]  I couldn't have said it better.
[00:29:54.612 --> 00:29:57.174]  You can find more reports like this at InfoWars.com.
[00:29:58.863 --> 00:30:07.049]  If you ever wanted a great deal on a powerful solar generator, but were waiting for an outrageously low price, you are not going to want to miss this important message.
[00:30:07.049 --> 00:30:07.850]  Here's why.
[00:30:07.850 --> 00:30:12.013]  My friends, we already see major power grid problems, and it's getting worse.
[00:30:12.013 --> 00:30:12.933]  So please listen.
[00:30:12.933 --> 00:30:16.636]  Solar generators really do provide life-saving electrical power.
[00:30:16.636 --> 00:30:23.021]  And unlike gas generators, solar generators run silently, emit no fumes or gases, and produce electricity from the sun.
[00:30:23.021 --> 00:30:27.104]  Whether it's dangerous summer storms, blackouts, intensifying civil unrest,
[00:30:27.344 --> 00:30:30.305]  You're not going to have to suffer through it like the rest of the sheep.
[00:30:30.305 --> 00:30:32.646]  And here's the best news if you want to get one this week.
[00:30:32.646 --> 00:30:37.488]  Solutions from Science has a big sale on their fast charge solar generators.
[00:30:37.488 --> 00:30:44.231]  And they're giving away a couple thousand dollars worth of off-the-grid gear in addition to the low price for InfoWars listeners.
[00:30:44.231 --> 00:30:45.972]  So it's a good time to check it out.
[00:30:45.972 --> 00:30:47.652]  Go to gridwars.com.
[00:30:47.652 --> 00:30:49.393]  That's gridwars.com.
[00:30:49.393 --> 00:30:53.275]  It's a great opportunity to generate maximum electricity with minimum money.
[00:30:53.275 --> 00:30:54.835]  Go to gridwars.com.
[00:30:54.835 --> 00:30:56.176]  That's gridwars.com.
[00:30:58.496 --> 00:30:59.317]  Hey, everyone!
[00:30:59.317 --> 00:31:01.598]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:31:01.598 --> 00:31:05.441]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:31:05.441 --> 00:31:07.523]  You've all heard the shocking statistics.
[00:31:07.523 --> 00:31:17.810]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:31:17.810 --> 00:31:23.795]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:31:24.255 --> 00:31:39.172]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino
[00:31:39.212 --> 00:31:39.632]  Thank you.
[00:31:58.428 --> 00:31:59.329]  Shower filters.
[00:31:59.329 --> 00:32:01.050]  We're introducing the best yet.
[00:32:01.050 --> 00:32:05.132]  The brand new ProPure ProMax high-performance shower filter.
[00:32:05.132 --> 00:32:09.935]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:32:09.935 --> 00:32:17.019]  This new four-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:32:17.019 --> 00:32:24.004]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax shower filter from ProPure today.
[00:32:28.146 --> 00:32:31.649]  When cells become toxic, they die early and aging sets in.
[00:32:31.649 --> 00:32:39.895]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:32:39.895 --> 00:32:45.320]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:32:45.320 --> 00:32:47.842]  You want the best that's out there at the lowest price anywhere?
[00:32:47.842 --> 00:32:49.964]  We now have the synergistic solution.
[00:32:49.964 --> 00:32:54.147]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:33:02.327 --> 00:33:15.033]  You're listening to the Alex Jones Show.
[00:33:15.033 --> 00:33:21.836]  And it's time for humanity to stand up in the Info War and say, I don't know what's going to happen at the end of this, but you want to fight?
[00:33:21.836 --> 00:33:26.258]  You better believe you've got one!
[00:33:26.258 --> 00:33:31.341]  From the front lines of the Information War, it's Alex Jones.
[00:33:35.208 --> 00:33:50.492]  Now, coming up, I'm going to play the leader of the UK Independence Party, Nigel Farage, in their victory speech on Friday, after the UK voted to leave the European Union.
[00:33:50.492 --> 00:34:03.875]  And understand, this is on record, the UK never voted to enter it, A. B, even ten years ago, if you talked about the EU having governmental powers, they called you a conspiracy theorist.
[00:34:05.745 --> 00:34:15.128]  I remember being on air 20 years ago talking about the EU on air, and they would have articles saying it didn't exist, and conspiracy theorists were talking about it.
[00:34:15.128 --> 00:34:19.150]  This is the magnitude of the hoaxing!
[00:34:19.150 --> 00:34:23.311]  Just like the Federal Reserve is federal, and don't believe the conspiracy theorists.
[00:34:23.311 --> 00:34:30.354]  When its charter is public, it is a private consortium of private banks, it has private shareholders, now everyone knows that!
[00:34:32.113 --> 00:34:33.934]  That's admitted, even by the Federal Reserve.
[00:34:33.934 --> 00:34:36.035]  Once they couldn't cover it up, they went, of course we're independent.
[00:34:36.035 --> 00:34:36.856]  That means we're private.
[00:34:36.856 --> 00:34:41.958]  You can't... I mean, I can play Alan Greenspan for you saying it on Laird NewsHour if you want.
[00:34:41.958 --> 00:34:42.979]  Ten years ago.
[00:34:42.979 --> 00:34:45.040]  Want me to?
[00:34:45.040 --> 00:34:51.283]  Think of all the thousands of articles and headlines that go, the Federal Reserve is federal.
[00:34:51.283 --> 00:34:57.907]  Yeah, and so is, you know, Federal Credit Union, and so is Federal Ammunition, and so is Federal Air Conditioning.
[00:34:57.907 --> 00:34:59.948]  Bull, bull, bull.
[00:35:03.319 --> 00:35:04.339]  There's the headline, yeah.
[00:35:04.339 --> 00:35:08.020]  The Federal Reserve mentions 12 banks are private, not government entities.
[00:35:08.020 --> 00:35:10.781]  That's in response to lawsuits.
[00:35:10.781 --> 00:35:12.061]  All right, let's just stop right there.
[00:35:12.061 --> 00:35:14.562]  That's from 2011.
[00:35:14.562 --> 00:35:25.165]  But imagine, we go down and show buses lined up, just like 12 of them at a time or more, loaded four times a day with illegals from all over the world.
[00:35:25.165 --> 00:35:27.025]  And the media's like, they're just children.
[00:35:27.025 --> 00:35:28.086]  We're just helping children.
[00:35:28.086 --> 00:35:30.826]  Then it came out 17% were children.
[00:35:30.826 --> 00:35:31.547]  Had nothing to do with it.
[00:35:31.547 --> 00:35:32.367]  It was their whole families.
[00:35:33.305 --> 00:35:34.286]  That's okay.
[00:35:34.286 --> 00:35:35.166]  Why do you hate children?
[00:35:35.166 --> 00:35:36.127]  Everything's a lie.
[00:35:36.127 --> 00:35:37.068]  Everything's a gimmick.
[00:35:37.068 --> 00:35:39.930]  Everything's a... Well, he's just helping children.
[00:35:39.930 --> 00:35:53.681]  No, outside of law, Obama just started saying, come here, it's free, it's open, just like Von Ruppe, the head of the EU, did six years ago, and Merkel, and Hollande, all the leaders of these countries.
[00:35:54.659 --> 00:35:59.642]  Transferring their power to the EU, said to a bunch of Muslim radical nations, come in!
[00:35:59.642 --> 00:36:00.962]  Come in, everything's free!
[00:36:00.962 --> 00:36:03.164]  And they showed up, 5 million of them.
[00:36:03.164 --> 00:36:05.425]  They just called them Syrian refugees.
[00:36:05.425 --> 00:36:06.966]  The vast majority aren't from Syria.
[00:36:06.966 --> 00:36:08.426]  They're invaders of Syria.
[00:36:08.426 --> 00:36:11.348]  And that's all come out too!
[00:36:11.348 --> 00:36:18.952]  So... Here is how they propagandize this, when they announce the UN's running this, and the UN controls this.
[00:36:18.952 --> 00:36:20.413]  Oh, it's just charity.
[00:36:20.413 --> 00:36:21.934]  Oh, they're just here.
[00:36:21.934 --> 00:36:22.194]  And then...
[00:36:25.148 --> 00:36:28.810]  We just put them on the buses and they just go somewhere.
[00:36:28.810 --> 00:36:38.917]  And we don't test them for TB or the bubonic plague or all these hundreds of different ailments and parasites, which they admit in the news.
[00:36:38.917 --> 00:36:39.837]  I've got the stacks here.
[00:36:39.837 --> 00:36:43.740]  22% of refugees have TB, drug resistant.
[00:36:43.740 --> 00:36:45.441]  Here it is.
[00:36:45.441 --> 00:36:47.843]  TB cases exploding across the country.
[00:36:47.843 --> 00:36:49.644]  Six new diseases that weren't even in the U.S.
[00:36:49.644 --> 00:36:50.684]  are now here.
[00:36:50.684 --> 00:36:52.846]  They just take the kids, put them in school next to your kids.
[00:36:54.887 --> 00:37:01.572]  Anderson High, where I went to school, has 200 plus Syrian refugees and no testing was done.
[00:37:01.572 --> 00:37:05.635]  That's one school in Austin.
[00:37:05.635 --> 00:37:06.535]  We called a bunch of schools.
[00:37:06.535 --> 00:37:08.577]  It's thousands in the high schools alone.
[00:37:08.577 --> 00:37:10.598]  My God, who knows the numbers of the adults?
[00:37:10.598 --> 00:37:13.460]  And they tell us not even a thousand have come into Texas in the last year.
[00:37:13.460 --> 00:37:16.202]  I can call three or four high schools, it's over a thousand.
[00:37:17.403 --> 00:37:23.407]  We have no idea how many are being brought in from Mexico, China, Syria, Iraq, Saudi Arabia.
[00:37:23.407 --> 00:37:25.588]  Saudi Arabia won't take one of these people.
[00:37:29.226 --> 00:37:31.167]  This is a joke to bankrupt the country.
[00:37:31.167 --> 00:37:33.048]  This is war against the nation.
[00:37:33.048 --> 00:37:39.312]  But by the time it hits KRGV television, it's, he's a firefighter and a patriot.
[00:37:39.312 --> 00:37:40.472]  He's here helping good people.
[00:37:40.472 --> 00:37:42.714]  It's like, well, I just feel good helping people.
[00:37:42.714 --> 00:37:44.695]  Because they tell him, hey, they're refugees.
[00:37:44.695 --> 00:37:45.675]  Hey, we're helping them.
[00:37:45.675 --> 00:37:49.377]  Hey, they get here, we just ship them somewhere.
[00:37:49.377 --> 00:37:53.980]  But when you come across the border, on come the gloves.
[00:37:53.980 --> 00:37:55.321]  That's ABC News.
[00:37:56.400 --> 00:37:57.421]  Reporting it.
[00:37:57.421 --> 00:37:59.983]  Let's play a short clip of this and then I want to get to Nigel Farage.
[00:37:59.983 --> 00:38:02.225]  Here it is.
[00:38:02.225 --> 00:38:11.513]  Happening right now, the United Nations says there are more Central Americans headed to the valley where they crossed the border illegally.
[00:38:11.513 --> 00:38:23.003]  Now let's back up because we did a report this week where we played the State Department UN Refugee Liaison at the UN saying we get the authority to bring people in because the UN, they run the program just like in Europe.
[00:38:24.667 --> 00:38:25.647]  So see, the U.N.'
[00:38:25.627 --> 00:38:27.348]  's running this.
[00:38:27.348 --> 00:38:28.468]  Oh, the U.N.'
[00:38:28.448 --> 00:38:32.290]  's suing over a sheriff arresting an illegal for drunk driving.
[00:38:32.290 --> 00:38:32.930]  Oh, the U.N.'
[00:38:32.910 --> 00:38:36.071]  's setting up strong cities to tell our police departments how to operate.
[00:38:36.071 --> 00:38:40.353]  I mean, this is all really going on.
[00:38:40.353 --> 00:38:43.094]  Loretta Lynch, remember three months ago, met with the U.N.
[00:38:43.094 --> 00:38:46.135]  and announced billions in federal funding to set up U.N.
[00:38:46.135 --> 00:38:49.196]  offices in every major city to watch our police.
[00:38:49.196 --> 00:38:51.397]  Because we've got strong cities.
[00:38:52.608 --> 00:38:56.989]  You think having some communist community organizer, Obama, running around stirring stuff up is bad?
[00:38:56.989 --> 00:39:13.934]  Wait till the UN's involved, and now it is, with their refugee program, that the founder of the EU, the founder, the founder, has now moved down from the top position to be the head of the refugee program.
[00:39:13.934 --> 00:39:16.455]  Oh, Peter Sutherland.
[00:39:16.455 --> 00:39:17.615]  Let's finish the report, here it is.
[00:39:18.732 --> 00:39:25.674]  What's happening right now, the United Nations says there are more Central Americans headed to the valley where they crossed the border illegally.
[00:39:25.674 --> 00:39:34.637]  The Channel 5's Christian Van Pricing joins us with more on conditions forcing them to flee and what humanitarian workers... Back it up 10 seconds please.
[00:39:34.637 --> 00:39:45.740]  The UN that forced them to, the communism, the socialism, the UN corrupt programs that run most these countries, the IMF World Bank collapsing them, creating the Arab Spring, on record the West funded that.
[00:39:46.533 --> 00:39:49.576]  Putting jihadis in control of countries that are our allies and stable.
[00:39:49.576 --> 00:39:52.239]  Where Christians and Jews and Muslims lived in peace together.
[00:39:52.239 --> 00:39:53.981]  From Egypt to Libya to Syria.
[00:39:53.981 --> 00:39:57.845]  Bringing them all here and then, oh, they're going to save us from the problem.
[00:39:57.845 --> 00:39:59.607]  The exact same program they're running in Europe.
[00:40:00.393 --> 00:40:02.995]  My gut tells me it's probably a million Muslim refugees.
[00:40:02.995 --> 00:40:04.856]  I really look at the numbers of all the cities.
[00:40:04.856 --> 00:40:10.159]  If my high school got 230 plus, and I called other high schools, they were getting 150, 270.
[00:40:10.159 --> 00:40:14.261]  Every high school, and then I called elementaries, they're getting them, but wouldn't say the numbers.
[00:40:14.261 --> 00:40:17.103]  It's on their websites at Anderson High, because they're begging for help!
[00:40:18.775 --> 00:40:20.597]  Who knows the true numbers?
[00:40:20.597 --> 00:40:21.677]  They're here illegally.
[00:40:21.677 --> 00:40:22.758]  They're from the U.N.
[00:40:22.758 --> 00:40:23.519]  But the U.N.
[00:40:23.519 --> 00:40:24.780]  says it's okay.
[00:40:24.780 --> 00:40:26.662]  Because they're fleeing something.
[00:40:26.662 --> 00:40:27.642]  They're fleeing the U.N.
[00:40:27.642 --> 00:40:27.923]  Here it is.
[00:40:42.602 --> 00:40:44.784]  The McAllen bus station.
[00:40:44.784 --> 00:40:47.787]  Luis Guerrero started volunteering here two years ago.
[00:40:47.787 --> 00:40:50.909]  I'm an ex-firefighter, you know, I always like to help people.
[00:40:50.909 --> 00:40:52.130]  The people he helps.
[00:40:52.130 --> 00:40:54.913]  They have advertised, come here and everything's free.
[00:40:54.913 --> 00:40:57.235]  Guatemala, Honduras, El Salvador.
[00:40:58.669 --> 00:41:00.371]  Families and kids.
[00:41:00.371 --> 00:41:02.393]  Young people Guerrero tries to inspire.
[00:41:02.393 --> 00:41:04.735]  Oh, it's inspiring!
[00:41:04.735 --> 00:41:06.057]  Oh my gosh!
[00:41:06.057 --> 00:41:08.600]  Oh, just come on in!
[00:41:08.600 --> 00:41:09.440]  Everything's free!
[00:41:09.440 --> 00:41:10.922]  These people can't believe it!
[00:41:10.922 --> 00:41:12.043]  They're like, what?!
[00:41:12.043 --> 00:41:15.567]  Central American families are caught and released by Border Patrol.
[00:41:15.567 --> 00:41:17.048]  They end up here.
[00:41:17.048 --> 00:41:18.550]  Lately, Guerrero has seen a change.
[00:41:20.612 --> 00:41:22.994]  Notice how they just said that bombshell news.
[00:41:22.994 --> 00:41:25.255]  They're caught and released by the Border Patrol.
[00:41:25.255 --> 00:41:26.756]  They end up here.
[00:41:26.756 --> 00:41:28.277]  The Border Patrol is ordered.
[00:41:28.277 --> 00:41:29.258]  They come in on trains.
[00:41:29.258 --> 00:41:30.639]  They're not coming across the water.
[00:41:30.639 --> 00:41:33.581]  Local Mexicans bringing drugs and are going back and forth in rafts.
[00:41:33.581 --> 00:41:34.322]  We videotaped it.
[00:41:34.322 --> 00:41:35.603]  That's what the rafts are.
[00:41:35.603 --> 00:41:36.423]  And then the packages.
[00:41:36.423 --> 00:41:38.245]  That's cocaine, marijuana, and heroin.
[00:41:38.245 --> 00:41:39.145]  Okay?
[00:41:39.145 --> 00:41:41.127]  They show that to deceive you in the report.
[00:41:41.127 --> 00:41:43.148]  Okay?
[00:41:43.148 --> 00:41:43.808]  It's on the news.
[00:41:43.808 --> 00:41:45.089]  They got big trains coming.
[00:41:45.089 --> 00:41:48.051]  You're not allowed to get off the trains or the Mexicans arrest you and torture you.
[00:41:48.051 --> 00:41:49.472]  That's the London Guardian.
[00:41:49.472 --> 00:41:49.993]  Or kill you.
[00:41:51.001 --> 00:41:51.901]  They don't take illegals.
[00:41:51.901 --> 00:41:53.022]  They don't pay for stuff for free.
[00:41:53.022 --> 00:41:55.303]  They say, you come in, you go up, the U.S.
[00:41:55.303 --> 00:42:00.305]  pays us to do this, the globalists, and you get off, you are going to a forced labor camp.
[00:42:00.305 --> 00:42:01.845]  They bring them in.
[00:42:01.845 --> 00:42:03.386]  They load them in.
[00:42:03.386 --> 00:42:05.427]  They know what they're doing.
[00:42:05.427 --> 00:42:09.048]  And then they go, oh, they wind up here.
[00:42:09.048 --> 00:42:19.953]  Yeah, where we first broke it for the Border Patrol, the Border Patrol is ordered to take them, not test them, not check them, and give them up to $1,000 apiece in vouchers to travel anywhere they want in the United States.
[00:42:21.215 --> 00:42:31.884]  And money for food, everything, and then their bust to Democratic Party operations, who then house them under your city funding, your county funding, your school funding, as we just show the emergency manager admitting.
[00:42:31.884 --> 00:42:33.426]  Now that's it for that report.
[00:42:33.426 --> 00:42:35.528]  I'm gonna come back and talk about the EU.
[00:42:35.528 --> 00:42:38.190]  Unelected, but ruling Europe.
[00:42:38.190 --> 00:42:39.251]  The EU bureaucrats
[00:42:41.872 --> 00:42:42.773]  Are tax exempt.
[00:42:42.773 --> 00:42:43.654]  Did I add that part?
[00:42:43.654 --> 00:42:51.002]  I mean, you couldn't make it up, but they hope you're so dumb and so uninformed they can rummage on you and just call us conspiracy theorists.
[00:42:51.002 --> 00:42:53.544]  Doesn't work anymore, suckers!
[00:42:53.544 --> 00:42:55.687]  Conspiracy theorists is a badge of honor.
[00:42:57.882 --> 00:43:01.845]  Secret 12, InfoWars Life's Vitamin B12 formulation.
[00:43:01.845 --> 00:43:08.150]  Most forms of Vitamin B12 are highly processed and synthetic, and cannot be properly absorbed by the body.
[00:43:08.150 --> 00:43:15.156]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[00:43:15.436 --> 00:43:24.558]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[00:43:24.558 --> 00:43:30.720]  Secret 12 is a binary of nutrimedical-grade, bioavailable, coenzyme forms of B12.
[00:43:30.720 --> 00:43:35.561]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:43:35.561 --> 00:43:38.882]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:43:39.142 --> 00:43:41.043]  No needles, no injections.
[00:43:41.043 --> 00:43:42.663]  Don't take my word for it.
[00:43:42.663 --> 00:43:43.883]  Try it for yourself.
[00:43:43.883 --> 00:43:46.184]  Discover the secret, Secret 12.
[00:43:46.184 --> 00:43:50.785]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[00:43:50.785 --> 00:43:51.766]  Infowarslife Secret 12.
[00:43:57.597 --> 00:44:02.679]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:44:02.679 --> 00:44:11.523]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:44:11.523 --> 00:44:15.464]  Youngevity also offers you an ingenious way to augment your income.
[00:44:15.464 --> 00:44:16.265]  And the best part?
[00:44:16.265 --> 00:44:19.146]  You'll be helping your friends and family along the way.
[00:44:19.146 --> 00:44:21.747]  Visit InfoWarsTeam.com today.
[00:44:21.747 --> 00:44:22.527]  Become a member.
[00:44:22.527 --> 00:44:26.549]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:44:26.809 --> 00:44:33.552]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:44:33.552 --> 00:44:34.493]  Another win-win.
[00:44:34.493 --> 00:44:38.234]  That's why I'm a member of the Longevity team at Infowarsteam.com.
[00:44:38.234 --> 00:44:39.475]  And you can be too.
[00:44:39.475 --> 00:44:40.035]  It's simple.
[00:44:40.035 --> 00:44:42.977]  Just go to Infowarsteam.com today.
[00:44:42.977 --> 00:44:45.078]  Complete a short sign-up and you're part of the team.
[00:44:45.078 --> 00:44:48.319]  That's Infowarsteam.com or Infowarshealth.com.
[00:44:48.319 --> 00:44:54.622]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:44:54.622 --> 00:44:55.923]  Check it out for yourself today.
[00:44:58.593 --> 00:45:00.234]  Clean, pure drinking water.
[00:45:00.234 --> 00:45:01.715]  You can't survive without it.
[00:45:01.715 --> 00:45:02.916]  But where do you get it?
[00:45:02.916 --> 00:45:08.919]  Alexa Pure Pro is a brand-new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:45:08.919 --> 00:45:14.822]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:45:14.822 --> 00:45:22.587]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities.
[00:45:25.348 --> 00:45:32.094]  Including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:45:32.094 --> 00:45:34.576]  Filter capacity up to 5,000 gallons.
