[00:00:00.009 --> 00:00:01.532]  The Alex Jones Show.
[01:06:39.799 --> 01:06:45.622]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated.
[01:06:45.882 --> 01:06:47.463]  Or maximum potency.
[01:06:47.663 --> 01:06:53.805]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while but then burn you out in my experience.
[01:06:54.125 --> 01:06:57.806]  Whereas stuff that gets your glands naturally going goes right to the source.
[01:06:57.866 --> 01:06:59.607]  So it's pretty exciting and I love it.
[01:06:59.667 --> 01:07:06.589]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:07:09.111 --> 01:07:12.533]  Thousands of years ago, there was a basic form of chivalry.
[01:07:12.874 --> 01:07:20.018]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[01:07:20.619 --> 01:07:28.984]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:07:29.225 --> 01:07:38.811]  But in the 21st century, there are silent weapons for quiet war, pathogens added to the food and water, to the lining of plastics that destroy our vitality,
[01:07:39.231 --> 01:07:43.073]  Turn off our hormones and accelerate our journey towards death.
[01:07:43.473 --> 01:07:46.595]  I personally counter this onslaught with AnthroPlex.
[01:07:46.895 --> 01:07:57.981]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:07:58.041 --> 01:08:00.743]  Discover why AnthroPlex is turning so many heads today.
[01:08:00.943 --> 01:08:06.906]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[01:08:22.423 --> 01:08:23.184]  Big Brother.
[01:08:23.565 --> 01:08:24.786]  Mainstream media.
[01:08:25.347 --> 01:08:26.428]  Government cover-ups.
[01:08:27.269 --> 01:08:28.691]  You want to stop tyranny?
[01:08:28.971 --> 01:08:30.113]  Well, so does he.
[01:08:30.614 --> 01:08:35.139]  Live from the InfoWars.com studios, it's Alex Jones.
[01:08:37.145 --> 01:08:38.486]  Welcome back to the Alex Jones Show.
[01:08:38.547 --> 01:08:39.728]  I'm David Knight, your host.
[01:08:40.068 --> 01:08:42.030]  Alex is going to be joining us in this hour.
[01:08:42.050 --> 01:08:46.775]  I'm going to continue talking about the situation with LaVoy Finicum.
[01:08:46.835 --> 01:08:48.778]  As I point out, it's murder and attempted murder.
[01:08:48.798 --> 01:08:51.480]  And I want to tie it to these stories that are on the Drudge Report today.
[01:08:51.520 --> 01:08:55.345]  The Pentagon admitting that it has deployed military spy drones over the U.S.
[01:08:56.375 --> 01:08:58.960]  We reported that at the time of the Bunkerville standoff.
[01:08:58.980 --> 01:09:03.429]  A lot of people said that we were exaggerating, that we were conspiracy theorists.
[01:09:04.110 --> 01:09:05.933]  Okay, we're going to talk about that background.
[01:09:06.314 --> 01:09:08.718]  We're also going to talk about the crime you've not yet committed.
[01:09:09.810 --> 01:09:12.951]  This is all about mastering the human domain.
[01:09:13.011 --> 01:09:15.552]  It is all part of what Jade Helm was about.
[01:09:15.612 --> 01:09:27.597]  You have to understand that human domain analytics, as well as activity-based intelligence, is something that has been the main thrust of the surveillance state.
[01:09:27.757 --> 01:09:30.238]  And talking about the surveillance state, there's a third article up on
[01:09:31.658 --> 01:09:32.339]  The Drudge Report.
[01:09:32.599 --> 01:09:38.004]  Snowden says the FBI's claim that it can't unlock the San Bernardino iPhone is BS.
[01:09:38.184 --> 01:09:39.406]  It's a total lie, folks.
[01:09:39.926 --> 01:09:43.349]  And they're lying about what happened in Oregon as well.
[01:09:43.429 --> 01:09:44.871]  That is now coming out.
[01:09:45.732 --> 01:09:50.256]  And this has been exposed by some officers, some good people inside who have exposed this.
[01:09:50.356 --> 01:09:52.298]  I'm amazed that they released this video.
[01:09:53.159 --> 01:09:54.000]  When I first saw it,
[01:09:55.601 --> 01:09:59.324]  They're just doing this and putting this right in our face and bragging about it.
[01:09:59.404 --> 01:10:00.826]  And that may be one aspect of it.
[01:10:00.866 --> 01:10:05.831]  But I think there may be some people who really want to see this stopped on the inside.
[01:10:05.851 --> 01:10:06.992]  I know there are good officers.
[01:10:07.452 --> 01:10:12.897]  I know they're on their way to a good sheriff that the system in Oregon is now trying to take down.
[01:10:13.298 --> 01:10:16.761]  Sheriff Palmer in Grant County and people who are there need to stand with him.
[01:10:17.782 --> 01:10:22.506]  Let's go back to this shooting and what the mainstream press tells us about this.
[01:10:22.546 --> 01:10:24.647]  I want to compare that to the reality.
[01:10:24.887 --> 01:10:27.809]  Now, this is Oregon Live reporting on this.
[01:10:27.909 --> 01:10:28.810]  We've shown you the video.
[01:10:28.850 --> 01:10:30.051]  You need to see this video.
[01:10:30.071 --> 01:10:31.652]  You need to pass this video around.
[01:10:31.692 --> 01:10:32.833]  People need to look at this.
[01:10:33.313 --> 01:10:40.238]  And as you're doing this, as you're talking to your friends about this, you need to show them, hey, you know, see this aerial video?
[01:10:40.318 --> 01:10:42.160]  That was all the FBI put out initially.
[01:10:42.850 --> 01:10:49.035]  Low-res, you can't see anything and there's no sound, and then they gave you a narrative to tell you what you were seeing.
[01:10:49.895 --> 01:10:53.738]  That is a PSYOP propaganda technique, folks.
[01:10:53.778 --> 01:10:54.999]  That's what the FBI did.
[01:10:55.560 --> 01:11:00.544]  Now we have this other video which was taken inside with a cell phone by one of the occupants, Shawna Cox.
[01:11:01.124 --> 01:11:02.205]  You can see what's going on.
[01:11:02.726 --> 01:11:03.707]  You can hear the shots.
[01:11:03.967 --> 01:11:11.355]  You can see that they're shooting at him as they approach the illegal barricade there that violates Oregon State Police policy.
[01:11:11.395 --> 01:11:14.438]  You can see that they're shooting at him as he gets out of the vehicle.
[01:11:15.840 --> 01:11:19.243]  And what they did was they shot him in the back three times.
[01:11:20.211 --> 01:11:24.495]  The bullet in his lower back migrated up and hit several organs, including his heart.
[01:11:24.535 --> 01:11:25.896]  He died at the scene.
[01:11:26.616 --> 01:11:38.525]  Now, in terms of what they're talking about with this, they say that they started counting all the shots in the bullet holes and said, wait a minute, that doesn't account with all the testimony that we've got.
[01:11:38.566 --> 01:11:39.746]  There's something up with this.
[01:11:39.806 --> 01:11:41.588]  And so they started doing an investigation.
[01:11:41.608 --> 01:11:42.609]  The investigation showed
[01:11:43.269 --> 01:11:50.672]  That the FBI and State Police jointly planned the operation when they learned through media reports that many of the occupation leaders would be on the road to John Day two days later.
[01:11:50.933 --> 01:11:52.113]  That's exactly what we said.
[01:11:52.133 --> 01:11:53.654]  That's what Stuart Rhoades pointed out.
[01:11:54.074 --> 01:11:56.155]  This was a political emergency.
[01:11:56.455 --> 01:11:58.196]  This was a political threat.
[01:11:58.596 --> 01:12:00.477]  It was not a violent threat to anybody.
[01:12:01.377 --> 01:12:02.858]  These were not dangerous felons.
[01:12:02.938 --> 01:12:05.659]  They were only dangerous to the establishment.
[01:12:07.420 --> 01:12:11.782]  And as I said before, when people start to exercise the First and Second Amendment together, they can't handle that.
[01:12:13.356 --> 01:12:17.098]  You know, we had that open carry rally that was down at the Alamo.
[01:12:17.539 --> 01:12:28.726]  That was organized because the San Antonio police were harassing people who were exercising their constitutional right to open carry, to sling a rifle over their shoulder.
[01:12:29.326 --> 01:12:30.647]  They did that to make a point.
[01:12:31.247 --> 01:12:36.111]  They did that because so many people in our society now have become terrified of guns.
[01:12:37.051 --> 01:12:42.655]  I'm old enough to remember when people drove around with guns in the back of their pickup trucks that everybody could see.
[01:12:43.416 --> 01:12:48.703]  Now everyone would call 9-11 and they would set up a roadblock and shoot the person to death like they did LaVoy Finicum.
[01:12:49.564 --> 01:12:50.525]  That's really what would happen.
[01:12:51.987 --> 01:13:00.417]  And so to stop that from happening, to make the point, to get people to not be afraid of seeing guns unless they're attached to a uniform,
[01:13:02.216 --> 01:13:03.516]  Let me digress again.
[01:13:03.877 --> 01:13:08.738]  I remember when my sons were young, in the early 90s, and I wanted to get them some toy guns.
[01:13:08.818 --> 01:13:18.762]  And we went to Toys R Us, naively thinking that there would be something there other than some marketing things that were tied to some kind of a show or a movie.
[01:13:19.182 --> 01:13:20.702]  We couldn't find any cowboy guns.
[01:13:20.782 --> 01:13:27.825]  All we could do was, if we wanted to, and I did not do it, I was not going to buy my kids a SWAT team assault
[01:13:28.565 --> 01:13:35.790]  Uh, saying an anti-riot thing where they, uh, wear bulletproof vests and get billy clubs so they can pretend that they're beating each other for protesting.
[01:13:35.810 --> 01:13:38.032]  I wasn't going to do that to them.
[01:13:38.092 --> 01:13:40.073]  I mean, we found some guns for them to play with.
[01:13:40.414 --> 01:13:46.518]  Uh, but, you know, I, I grew up with the Red Ri- I'm the Red Rider generation, you know, out of, uh, Christmas, uh, story.
[01:13:47.619 --> 01:13:49.060]  Anyway, uh, people are afraid of guns.
[01:13:49.080 --> 01:13:52.922]  So what we had was this, uh, this demonstration there.
[01:13:52.942 --> 01:13:57.085]  A thousand people showed up carrying guns, police all over the place watching everybody.
[01:13:57.145 --> 01:13:57.806]  Nothing happened.
[01:13:58.573 --> 01:14:01.538]  Until, until most of the protesters left.
[01:14:02.559 --> 01:14:06.526]  When there's only a few protesters left, the San Antonio Police started harassing people again.
[01:14:07.665 --> 01:14:13.907]  I didn't see him arrest anybody, but they come over and start harassing them, talking to them, getting in their face about it, trying to provoke something.
[01:14:14.587 --> 01:14:24.351]  And as my sons pointed out, every time we go to an Infowars protest or rally, the only time we get attacked is when there aren't people there carrying guns and the crowd of protesters.
[01:14:24.791 --> 01:14:27.152]  That's the only time you don't get the pepper spray in your face.
[01:14:27.532 --> 01:14:29.253]  That's the only time you don't get the billy club.
[01:14:29.593 --> 01:14:31.693]  That's the only time that you don't get shot and jailed.
[01:14:32.114 --> 01:14:35.095]  It's when you show up lawfully carrying guns.
[01:14:36.115 --> 01:14:37.655]  That's what happened in Bunkerville.
[01:14:38.116 --> 01:14:39.856]  People were fed up with the BLM.
[01:14:40.296 --> 01:14:45.057]  Fed up with their unconstitutional bullying of people in the neighborhood.
[01:14:45.137 --> 01:14:48.458]  Putting a free speech area sign out in the middle of the desert.
[01:14:49.959 --> 01:14:51.139]  Free speech isn't an area.
[01:14:51.159 --> 01:14:54.140]  And so people were fed up with that.
[01:14:54.180 --> 01:14:55.320]  They stood with their neighbors.
[01:14:56.000 --> 01:14:58.261]  Some of them were carrying guns, holstered.
[01:14:59.061 --> 01:14:59.481]  And for that.
[01:15:00.816 --> 01:15:04.039]  The government wants to send people to jail for decades.
[01:15:04.299 --> 01:15:04.819]  Decades.
[01:15:04.899 --> 01:15:05.420]  The Bundys.
[01:15:05.500 --> 01:15:06.120]  For decades.
[01:15:07.161 --> 01:15:08.122]  Said it was a threat to them.
[01:15:08.162 --> 01:15:09.303]  Well, let's talk about what's going on.
[01:15:09.323 --> 01:15:11.404]  Now, look at the way the New York Times puts this out.
[01:15:11.645 --> 01:15:12.305]  There's their headline.
[01:15:12.345 --> 01:15:16.689]  Police shooting of Oregon occupier declared justified, but FBI faces an inquiry.
[01:15:17.489 --> 01:15:23.514]  They say federal officials had opened an inquiry into the action of FBI agents for not disclosing that they also fired shots during the confrontation.
[01:15:23.554 --> 01:15:24.194]  And they say that
[01:15:24.980 --> 01:15:27.561]  Pittacombe got out and he was taunting officers.
[01:15:27.602 --> 01:15:30.523]  Well, I guess that justifies killing him then, right?
[01:15:30.563 --> 01:15:32.224]  You can't taunt an officer.
[01:15:32.484 --> 01:15:38.027]  As a matter of fact, when they tell you to do something, bow down and worship at their feet.
[01:15:38.047 --> 01:15:40.949]  When they tell you to jump, just ask them how high, okay?
[01:15:40.969 --> 01:15:45.752]  Because otherwise, they're justified in shooting you, because that could get them scared.
[01:15:45.772 --> 01:15:47.593]  They might think that you're somebody with a backbone.
[01:15:49.175 --> 01:15:51.397]  Then they talk about, of course, these are armed protesters.
[01:15:51.457 --> 01:15:52.218]  I just mentioned that.
[01:15:52.298 --> 01:15:53.319]  First and Second Amendment.
[01:15:53.419 --> 01:16:02.907]  They say, neither of the shots by the FBI struck Mr. Finnegan, investigators said, but he was shot and killed by three rounds fired by the Oregon State Police, all of which struck him in the back.
[01:16:04.329 --> 01:16:08.412]  Now, the FBI agents that were shooting and lying about this are, guess what?
[01:16:09.473 --> 01:16:11.575]  The venerable hostage rescue team.
[01:16:11.595 --> 01:16:13.116]  The same people, Lon Horiuchi.
[01:16:13.156 --> 01:16:14.318]  Remember Randy Weaver?
[01:16:15.060 --> 01:16:21.381]  Remember when they spent more money to surveil that situation than they spent before they invaded Grenada?
[01:16:21.401 --> 01:16:22.862]  Well, they really did.
[01:16:22.882 --> 01:16:26.963]  Spent more time and money looking at that than they did invading Grenada.
[01:16:27.023 --> 01:16:40.286]  And then, after they initiate that use of force against Randy Weaver and his wife, we've got Lon Horiuchi, a member of the FBI hostage rescue team, really just a sniper and a murderer,
[01:16:41.505 --> 01:16:42.645]  Shot his wife, Vicky.
[01:16:43.246 --> 01:16:45.907]  Shot her square in the center of the head.
[01:16:47.047 --> 01:16:49.128]  He shot her at point-blank range for a sniper.
[01:16:49.768 --> 01:16:50.828]  She was armed with a baby.
[01:16:50.848 --> 01:16:52.809]  She had a baby in her hand.
[01:16:53.549 --> 01:16:55.190]  Slumped to the floor with a baby in her hand.
[01:16:57.070 --> 01:17:06.374]  Now, Gary Spence, a great lawyer, got some money for Randy Weaver, but you can never bring that back.
[01:17:07.634 --> 01:17:08.434]  That's something that should
[01:17:10.993 --> 01:17:12.494]  Bother all of us, it still bothers me.
[01:17:13.896 --> 01:17:25.126]  But we got Greg Breitzing, the special agent in charge of the Oregon office, or the one who lied, who put out this lying video, who gave the lying narrative as he put out a silent, low-res video, said, here's what you're seeing.
[01:17:25.146 --> 01:17:27.127]  Here, let me tell you what you're seeing, okay?
[01:17:27.967 --> 01:17:32.891]  He declined to say Tuesday whether any of the FBI agents involved in the episode had been suspended, but listen to this.
[01:17:33.392 --> 01:17:35.053]  And this is even from the New York Times.
[01:17:35.553 --> 01:17:44.140]  But other law enforcement officials, convinced that the two shots had come from the FBI, said they were at a loss to explain why agents would deny responsibility.
[01:17:44.581 --> 01:17:47.303]  Why would they risk serious consequences?
[01:17:47.343 --> 01:17:47.844]  Because you see,
[01:17:48.883 --> 01:17:50.984]  Shooting at people would not be a problem.
[01:17:51.064 --> 01:17:56.946]  Shooting at unarmed civilians would be a problem, but lying to the government, now that's a problem.
[01:17:57.327 --> 01:17:57.607]  You see?
[01:17:58.187 --> 01:17:58.927]  See how this works?
[01:17:59.728 --> 01:18:00.948]  You understand the system we live under?
[01:18:01.828 --> 01:18:04.290]  Lying to your government officers is a problem.
[01:18:04.830 --> 01:18:06.731]  You can shoot people, just tell us the truth about it.
[01:18:07.031 --> 01:18:08.031]  Not a problem, okay?
[01:18:08.451 --> 01:18:14.314]  And so one of the law enforcement officials who spoke on the condition of anonymity said, why would they deny firing the shots?
[01:18:15.154 --> 01:18:17.615]  That's the $64,000 question.
[01:18:17.655 --> 01:18:19.115]  Yeah, it really is a question.
[01:18:19.636 --> 01:18:21.116]  Why does our government lie to us?
[01:18:21.456 --> 01:18:22.857]  Why does our government kill us?
[01:18:24.077 --> 01:18:31.120]  And LaVoy Finnegan's widow says, I can hardly believe that a team of qualified law enforcement officers could look at the facts in this case and say that no criminal laws were violated.
[01:18:31.480 --> 01:18:38.062]  How could they have reached this decision in face of the evidence that clearly shows intent, intent to kill my husband?
[01:18:39.454 --> 01:18:41.556]  I don't believe my husband felt he was going to be killed.
[01:18:41.616 --> 01:18:45.860]  I think he had more faith in the government than that, but clearly he was mistaken.
[01:18:45.900 --> 01:18:48.162]  Yeah.
[01:18:48.182 --> 01:18:48.402]  Yeah.
[01:18:48.763 --> 01:18:51.766]  Yeah, LaVoy Finnecom as little as he thought of the government.
[01:18:53.828 --> 01:18:56.050]  He didn't think that they would shoot him down.
[01:18:56.130 --> 01:19:02.536]  I can tell you that there were those of us at the Bundy standoff that thought they would shoot.
[01:19:04.417 --> 01:19:06.999]  There was a Fox News photographer who didn't want to be with us.
[01:19:07.039 --> 01:19:08.620]  He wasn't afraid of us, okay?
[01:19:08.640 --> 01:19:12.863]  He wasn't afraid of the reporters, he wasn't afraid of the observers, the protesters, okay?
[01:19:13.264 --> 01:19:15.545]  He was afraid of the BLM.
[01:19:15.845 --> 01:19:18.267]  And so, I've got video of him on my phone.
[01:19:18.928 --> 01:19:21.450]  He's walking toward the BLM.
[01:19:22.690 --> 01:19:24.352]  Look, I've got a camera lifting his shirt.
[01:19:24.412 --> 01:19:25.192]  Look, I'm not armed.
[01:19:25.212 --> 01:19:26.313]  Don't shoot me, don't shoot me!
[01:19:26.833 --> 01:19:28.695]  As they were threatening us, okay?
[01:19:28.735 --> 01:19:29.656]  Threatening to shoot us.
[01:19:30.646 --> 01:19:35.389]  Yeah, those are the people he was afraid of, and he wanted to get over on their side so he wouldn't get shot.
[01:19:35.449 --> 01:19:43.513]  He wasn't afraid of all these dangerous people that our government is going around the country rounding up so they can throw into jail.
[01:19:44.793 --> 01:19:45.574]  Now, when we come back,
[01:19:46.516 --> 01:20:00.730]  We're going to talk about pre-crime, we're going to talk about the FBI's lies about the iPhone, and we're going to talk about how the drones entered into the Bundy standoff, as well as what we're now being admitted to by USA Today years later.
[01:20:00.750 --> 01:20:02.172]  Stay with us, we'll be right back.
[01:20:09.156 --> 01:20:10.177]  Attention, citizens!
[01:20:10.397 --> 01:20:16.240]  This man has received national attention for accurately predicting every major financial trend, including the market crash of 2008.
[01:20:16.540 --> 01:20:26.546]  His name is Harry Dent, and in his newly released book, he is making even bigger and bolder predictions that have the potential to devastate the world economy and your personal wealth.
[01:20:26.706 --> 01:20:35.391]  You can get a free copy of Harry Dent's bestseller, The Demographic Cliff, containing never-before-published information by simply visiting www.harrydentresearch.com.
[01:20:35.551 --> 01:20:38.653]  Again, that's www.harrydentresearch.com.
[01:20:39.093 --> 01:20:40.594]  Are you looking to sell body armor?
[01:20:40.794 --> 01:20:43.616]  Want to make extra money selling body armor at your local gun shows?
[01:20:43.716 --> 01:20:47.299]  With low minimum buys and great returns, KD Armor is the answer.
[01:20:47.399 --> 01:20:49.060]  Make money in your spare time.
[01:20:49.080 --> 01:20:56.185]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[01:20:56.365 --> 01:20:58.026]  And they'll ship it to you for free.
[01:20:58.247 --> 01:21:00.808]  If you own a business, give them a call today at 855-488-KD.
[01:21:00.848 --> 01:21:01.349]  That's 855-488-2284.
[01:21:01.369 --> 01:21:02.490]  Or go to kdarmor.com.
[01:21:02.550 --> 01:21:03.570]  Come and take it.
[01:21:09.102 --> 01:21:15.605]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:21:15.865 --> 01:21:19.987]  Since 2005, thousands have depended on Berkey Purified Water.
[01:21:20.127 --> 01:21:24.569]  The Berkey guy provides the lowest price filtration systems in every size.
[01:21:24.769 --> 01:21:30.291]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:21:30.311 --> 01:21:30.431]  877-886-3653.
[01:21:30.451 --> 01:21:30.792]  GoBerkey.com
[01:21:38.835 --> 01:21:41.577]  My dad was 59 when he collapsed from a heart attack late last year.
[01:21:41.897 --> 01:21:44.499]  Just this past August was when we spread his ashes on the St.
[01:21:44.519 --> 01:21:44.960]  Croix River.
[01:21:45.260 --> 01:21:45.920]  I loved my dad.
[01:21:46.321 --> 01:21:47.281]  The boy was too stubborn.
[01:21:47.501 --> 01:21:50.223]  He hadn't been to the doctor in over 25 years.
[01:21:50.464 --> 01:21:50.984]  His excuse?
[01:21:51.344 --> 01:21:52.405]  He simply couldn't afford it.
[01:21:52.685 --> 01:21:53.966]  He wasn't a rich man by any means.
[01:21:54.286 --> 01:21:59.790]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[01:22:00.051 --> 01:22:00.771]  Don't wait.
[01:22:01.091 --> 01:22:03.453]  Go to LibertyOnCall.org right now.
[01:22:03.753 --> 01:22:05.975]  For not just your sake, but for the sake of your loved ones.
[01:22:06.235 --> 01:22:07.836]  Again, that's LibertyOnCall.org.
[01:22:09.036 --> 01:22:13.137]  Biochemistry determines your mood, memory, energy, and endurance.
[01:22:13.397 --> 01:22:16.118]  Your body's primary metabolic function is to make protein.
[01:22:16.398 --> 01:22:19.158]  One World Way is a unique, non-denatured protein.
[01:22:19.358 --> 01:22:27.480]  This enables your body to have virtually 100% utilization, whereas typical whey protein powders offer no more than 18% utilization of protein.
[01:22:27.740 --> 01:22:30.721]  One World Way also delivers life-giving frequencies to your cells.
[01:22:30.861 --> 01:22:36.202]  The net result for so many people is improved energy, mood, and elimination of pain from inflammation.
[01:22:36.442 --> 01:22:40.685]  This technologically enhanced One World Way has been really amazing for me.
[01:22:40.865 --> 01:22:47.209]  I'm 36 years old, and for the past several years I've been struggling with lack of energy, drive, and stamina.
[01:22:47.469 --> 01:22:51.231]  And after just two weeks on this product, I'm feeling so much more energy.
[01:22:51.291 --> 01:22:57.255]  My yoga practice has deepened, and as a massage therapist, I'm able to see more clients than I've been able to in years.
[01:22:57.575 --> 01:23:00.537]  I've never felt results that quick with anything I've ever taken.
[01:23:03.139 --> 01:23:05.361]  988-3325 or visit OneWorldWay.com.
[01:23:05.381 --> 01:23:08.004]  That's OneWorld, W-H-E-Y.com.
[01:23:08.484 --> 01:23:13.148]  Wildfires, hurricanes, tornadoes, earthquakes, a crashing economy.
[01:23:13.329 --> 01:23:14.209]  Are you ready?
[01:23:14.450 --> 01:23:17.092]  At best, your local stores have a three-day supply of food.
[01:23:17.212 --> 01:23:19.314]  Will your family have to fight over what's left?
[01:23:19.554 --> 01:23:23.035]  Are you willing to gamble your family's safety that it'll never happen to you?
[01:23:23.335 --> 01:23:28.096]  Be wise and be ready with 25-Year Shelf Life Wise Food Storage.
[01:23:28.416 --> 01:23:34.257]  Wise Food Storage provides affordable, ready-made gourmet meals with a super long 25-year shelf life.
[01:23:34.457 --> 01:23:38.338]  Meals like pasta alfredo, cheesy lasagna, breakfast, dessert, drinks, and snacks.
[01:23:38.498 --> 01:23:43.719]  Just add water and your family is eating delicious food instead of fighting for scraps in a food riot.
[01:23:43.879 --> 01:23:44.539]  Try it free.
[01:23:44.759 --> 01:23:48.720]  Order a no-obligation, free, simple meal delivered right to your front door.
[01:23:49.420 --> 01:23:52.704]  For a limited time, get a 10% discount and free shipping on all orders.
[01:23:52.984 --> 01:23:55.528]  Once done, you're set for 25 years.
[01:23:55.748 --> 01:23:58.812]  Be wise and be ready with Wyze Food Storage.
[01:23:58.972 --> 01:24:00.273]  Call for your free sample now.
[01:24:00.293 --> 01:24:00.454]  800-803-5505 800-803-5505 800-803-5505
[01:24:15.461 --> 01:24:16.642]  Welcome back to the Alex Jones Show.
[01:24:16.682 --> 01:24:17.163]  I'm David Knight.
[01:24:17.203 --> 01:24:19.866]  Your host, Alex, is going to be joining us in this hour.
[01:24:20.647 --> 01:24:31.419]  Before he does, I want to tie what I've been talking about with the protests in Oregon, with the murder of one of the protesters, the arrest of the others, and the attempted murder of many others by the government.
[01:24:31.459 --> 01:24:32.521]  We now learn that the
[01:24:33.442 --> 01:24:37.988]  FBI agents involved lied about shooting at these protesters.
[01:24:38.048 --> 01:24:39.730]  And the question is, why would they lie?
[01:24:39.970 --> 01:24:45.357]  That's what one law enforcement officer who requested to remain anonymous told the New York Times.
[01:24:45.838 --> 01:24:46.599]  He said, that's the $64,000 question.
[01:24:46.619 --> 01:24:46.959]  Yeah, it is.
[01:24:48.681 --> 01:25:02.993]  And it also is a question as to why that would be a bigger crime than the use of deadly force against people who are not violent, who are not felons, who are not fleeing a situation like that, who are going to a meeting, and it was an ambush that was set up there.
[01:25:03.594 --> 01:25:09.719]  I want to get to that, but before I do, real quickly, I just want to remind you that Supermail Vitality is now back in stock at Infowarslife.com.
[01:25:10.800 --> 01:25:12.521]  Get yours before it sells out.
[01:25:12.581 --> 01:25:15.443]  Again, you can see the reviews at Infowarslife.com.
[01:25:15.663 --> 01:25:17.625]  It has hundreds of five-star reviews.
[01:25:17.665 --> 01:25:20.306]  You can see what people say who have used it.
[01:25:21.027 --> 01:25:36.057]  And remember that as we see products like Supermail Vitality that go out of stock and then come back in, you can always make sure that you never run out, that you never get out of stock on the products that you use by signing up for AutoShip.
[01:25:36.597 --> 01:25:39.539]  It helps you and it gives you a 10% discount.
[01:25:41.220 --> 01:25:44.482]  If you're not signing up for AutoShip, you're going to see that running out occasionally.
[01:25:44.662 --> 01:25:52.787]  You're going to try to go there and you'll find that, well, you know, what happens in our house is like, honey, I'm out of such and such.
[01:25:53.407 --> 01:25:57.590]  I don't sign up for AutoShip because I don't want them to ship it, to take the time to ship it.
[01:25:57.610 --> 01:26:00.631]  So I usually buy it here and I'm the one who runs out of stock on it.
[01:26:00.671 --> 01:26:01.672]  So I know how that works out.
[01:26:01.952 --> 01:26:02.472]  You can save 10%.
[01:26:03.333 --> 01:26:04.814]  You can make sure that you never run out.
[01:26:05.755 --> 01:26:10.102]  Go to Infowarslife.com, sign up for the products that you use there on AutoShip.
[01:26:10.122 --> 01:26:13.587]  But again, Supermail Vitality is now back in stock.
[01:26:13.607 --> 01:26:14.949]  It's been out of stock for a while.
[01:26:15.925 --> 01:26:23.247]  As we look at this situation, and of course there's a story on the Drudge Report today, the Pentagon admits it deployed military spy drones over the U.S.
[01:26:23.287 --> 01:26:24.608]  This is a USA Today report.
[01:26:24.628 --> 01:26:27.188]  They say the Pentagon has deployed drones to spy over U.S.
[01:26:27.228 --> 01:26:34.931]  territory for non-military missions over the past decade, but the flights have been rare and lawful, according to a report.
[01:26:35.051 --> 01:26:35.411]  Oh, really?
[01:26:35.671 --> 01:26:35.891]  Really?
[01:26:36.753 --> 01:26:37.033]  Okay.
[01:26:37.613 --> 01:26:44.536]  A senior policy analyst for the ACLU, Jay Stanley, said that they hadn't found any legal violations yet.
[01:26:44.556 --> 01:26:45.036]  Well, you know what?
[01:26:45.096 --> 01:26:53.539]  I think the dragnet spying, I think creating an Orwellian police state, I think we need, if there's not any laws for that, there ought to be laws for that, folks.
[01:26:53.579 --> 01:26:55.560]  But they are violating laws left and right.
[01:26:56.100 --> 01:27:03.003]  And we're talking about the FBI saying, you know, this Guardian article, they say they can't unlock the San Bernardino iPhone.
[01:27:03.183 --> 01:27:04.703]  Snowden says it's BS.
[01:27:04.963 --> 01:27:06.004]  We've been told by
[01:27:07.074 --> 01:27:07.394]  I don't
[01:27:28.949 --> 01:27:33.230]  Do find this to be a very, very sensitive topic, said the ACLU lawyer.
[01:27:33.290 --> 01:27:35.831]  Yeah, that's kind of light words for it.
[01:27:35.971 --> 01:27:43.374]  FBI Director Robert Mueller had testified before Congress that the Bureau employed spy drones to aid investigations back in 2013.
[01:27:43.614 --> 01:27:46.515]  He said that in a very, very minimal way.
[01:27:46.535 --> 01:27:47.395]  Well, listen.
[01:27:48.593 --> 01:27:53.034]  After this happened at the Bundy Ranch standoff, we had this article from Curt Nemo.
[01:27:53.354 --> 01:28:00.916]  Obama considered using military against Bundy and the supporters, and part of that was drones.
[01:28:01.356 --> 01:28:03.096]  They actually considered using them.
[01:28:03.636 --> 01:28:05.977]  We had multiple reports, and I'm sure that it is true.
[01:28:06.457 --> 01:28:14.239]  It was reported at the time from Doug Hagman that they were using drones as military intelligence, as surveillance, as they are now admitting that they did.
[01:28:14.879 --> 01:28:29.603]  He said a military assessment of satellite and drone surveillance imagery of the Patriot resistance drones under the control of the US military were in use, taking real-time photographic images of not just the activity at the ranch, but identifying protesters, any arms, any supplies they might have or be carrying.
[01:28:29.923 --> 01:28:30.963]  Mission accomplished.
[01:28:31.223 --> 01:28:37.425]  They monitored in real-time video from the scene and as it was reported at the time at Infowars.com,
