[00:00:00.069 --> 00:00:00.870]  This is our land.
[00:20:42.892 --> 00:20:46.893]  I'm Anthony Gucciardi here with Rob Doo for the remainder of the program.
[00:20:46.953 --> 00:20:53.835]  And Alex is supposed to call in and give us his opinion on the debate last night and what he sees going on with the elections.
[00:20:54.595 --> 00:21:09.140]  But first and foremost, we want to cover some news, including a very particular headline that caught my attention when I came in today, and that is Madeleine Albright saying there's a special place in hell for women who don't support Hillary.
[00:21:09.620 --> 00:21:10.440]  And this is no joke.
[00:21:10.860 --> 00:21:13.481]  This is from the American Mirror.
[00:21:13.781 --> 00:21:19.422]  Democratic women are issuing every threat imaginable in their effort to save Hillary Clinton's candidacy in New Hampshire.
[00:21:19.802 --> 00:21:29.624]  During an appearance with a candidate Saturday afternoon, former Secretary of State Madeleine Albright warned women of dire consequences if they don't support her preferred candidate.
[00:21:29.844 --> 00:21:31.484]  We've actually got the video here for you.
[00:21:31.504 --> 00:21:35.345]  She said there's a special place in hell if you don't support Hillary Clinton.
[00:21:35.365 --> 00:21:36.045]  Let's go to this video.
[00:21:36.510 --> 00:21:41.894]  We can tell our story about how we climbed the ladder, and a lot of you younger women don't think you have to.
[00:21:42.615 --> 00:21:43.335]  It's been done.
[00:21:43.495 --> 00:21:44.917]  It's not done.
[00:21:44.937 --> 00:21:46.478]  And you have to help.
[00:21:46.878 --> 00:21:49.560]  Hillary Clinton will always be there for you.
[00:21:50.201 --> 00:21:55.445]  And just remember, there's a special place in hell for women who don't help each other.
[00:21:58.100 --> 00:21:59.041]  Wow, that's really funny.
[00:21:59.141 --> 00:22:02.825]  If you don't vote for Hillary Clinton just because she's a female, then you're gonna go to hell.
[00:22:03.406 --> 00:22:11.815]  Well, by that logic, I think if you're a male and you don't vote for one of the male Republican candidates, you're going to hell.
[00:22:11.856 --> 00:22:13.337]  Could you imagine if someone said that?
[00:22:13.818 --> 00:22:15.099]  That would be pretty offensive, wouldn't it?
[00:22:15.119 --> 00:22:15.680]  Back in 2012, Anthony.
[00:22:17.802 --> 00:22:21.505]  Madeline Albrecht said it was worth the 500,000 dead Iraqi children.
[00:22:22.085 --> 00:22:24.027]  It was worth that we went in there and into Iraq.
[00:22:24.067 --> 00:22:24.807]  She said it was worth it.
[00:22:24.967 --> 00:22:33.133]  So she believes that killing 500,000 kids in the name of securing an oil empire and taking out a sovereign nation is worth it.
[00:22:33.433 --> 00:22:34.334]  So that's you.
[00:22:34.454 --> 00:22:38.297]  If you're getting your advice from Madeline Albrecht, that's you're getting your advice from someone who thinks killing 500,000
[00:22:39.958 --> 00:22:41.039]  Children is worth it.
[00:22:41.059 --> 00:22:42.160]  Yeah, look at that headline.
[00:22:42.221 --> 00:22:45.864]  Madeline Albright says 500,000 dead Iraqi children were worth it.
[00:22:46.185 --> 00:22:47.866]  And she won the Medal of Freedom.
[00:22:47.927 --> 00:22:49.048]  It's like a Nobel Peace Prize.
[00:22:49.108 --> 00:22:50.689]  Won the Medal of Freedom.
[00:22:50.830 --> 00:22:59.178]  Yeah, well, 500,000 dead children of any kind are not worth it to me, or 1,000, one dead child, especially considering that, obviously, we all know about the Iraq War.
[00:22:59.459 --> 00:23:01.441]  And, you know, talking about that, we're talking the break.
[00:23:01.741 --> 00:23:03.783]  I want to cover that before we get to this headline story.
[00:23:03.843 --> 00:23:06.865]  Trump's lead in New Hampshire grows while Sanders' edge shrinks.
[00:23:06.885 --> 00:23:08.666]  Let's talk about Bernie Sanders for a second, right?
[00:23:09.006 --> 00:23:09.787]  The war on Iraq.
[00:23:10.427 --> 00:23:11.168]  I understand.
[00:23:11.188 --> 00:23:13.770]  I'm going to say something that's going to get me lynched right now, okay?
[00:23:13.970 --> 00:23:15.511]  Grob, you're actually going to hate me too.
[00:23:16.012 --> 00:23:18.734]  I understand why people like Bernie Sanders.
[00:23:19.514 --> 00:23:27.539]  I really do, because if you look at his policy, besides the welfare distribution part that most people don't understand, there's that angle, right?
[00:23:27.579 --> 00:23:28.960]  There's the angle, oh, he'll give us everything free.
[00:23:29.421 --> 00:23:35.945]  But there is an angle where he is against the wars, he is against the NSA spying, he is against the Patriot Act, he is against
[00:23:36.465 --> 00:23:46.774]  Many things that he pushes out there, because I've spoken to Bernie supporters and they say, well, it sounds like Anthony, he's actually in line with what you believe because he's against the spying and some of the big government big brother things.
[00:23:47.134 --> 00:23:49.997]  But then they just don't understand the rest of it is the key part.
[00:23:50.657 --> 00:23:51.258]  You see what I'm saying?
[00:23:51.418 --> 00:23:51.838]  Exactly.
[00:23:51.878 --> 00:23:53.479]  Your free health care is not free.
[00:23:53.920 --> 00:23:54.120]  Right.
[00:23:54.240 --> 00:23:55.761]  Your free college is not free.
[00:23:56.242 --> 00:23:57.303]  Somebody's got to pay for it.
[00:23:57.643 --> 00:24:00.405]  Now, if they were to lower our taxes to like 3 percent,
[00:24:01.406 --> 00:24:03.326]  And cut the military spending.
[00:24:03.346 --> 00:24:05.367]  You know, bring home some of the people.
[00:24:06.187 --> 00:24:07.728]  Let's cut half the bases in the world.
[00:24:08.108 --> 00:24:08.728]  Just say half.
[00:24:09.628 --> 00:24:10.348]  All right, we'll start there.
[00:24:10.408 --> 00:24:11.028]  We'll start with half.
[00:24:11.808 --> 00:24:13.389]  And then take that money that's being saved.
[00:24:13.589 --> 00:24:14.809]  Let's spend it on infrastructure.
[00:24:15.069 --> 00:24:17.870]  Let's spend it on lowering college tuition for people who need it.
[00:24:17.990 --> 00:24:20.530]  Let's spend it on health care for those who need it.
[00:24:21.051 --> 00:24:25.872]  Because I've been able to get along with my own health care system without going to Obamacare.
[00:24:26.312 --> 00:24:27.272]  I've been able to get along without it.
[00:24:27.312 --> 00:24:29.675]  Well, not to mention abolish... I mean, we know, like, we know.
[00:24:29.775 --> 00:24:35.382]  You could abolish the IRS, you could abolish the bloated government system, you could lower it to a flat tax, it would pretty much be solved, right?
[00:24:35.402 --> 00:24:36.163]  We know all that.
[00:24:36.663 --> 00:24:40.708]  But it's just, I understand why people think, oh, well, Bernie actually stands for some good things.
[00:24:40.948 --> 00:24:42.690]  They're just buying... They think he's a populist.
[00:24:42.710 --> 00:24:44.112]  They think he's a populist, exactly.
[00:24:44.452 --> 00:24:44.893]  Meanwhile...
[00:24:45.954 --> 00:24:48.776]  Trump's lead in New Hampshire grows while Sanders' edge shrinks.
[00:24:48.816 --> 00:24:49.936]  This is from CNN.
[00:24:50.457 --> 00:24:56.900]  Overall, 33% of likely Republican primary voters say they back Donald Trump, giving him a 17-point edge.
[00:24:57.601 --> 00:25:03.904]  On the Democratic side, Bernie Sanders holds 58% among likely Democratic primary voters, well ahead of Hillary Clinton's 35%.
[00:25:05.265 --> 00:25:09.890]  Says Donald Trump holds a growing lead in New Hampshire, according to the latest CNN tracking poll.
[00:25:10.130 --> 00:25:13.154]  While on the Democratic side, Bernie Sanders' still-wide lead is a bit smaller.
[00:25:13.854 --> 00:25:15.596]  So, Donald Trump is still leading.
[00:25:16.556 --> 00:25:29.479]  Even with all the attacks on him, even with the media, and last night I actually was driving in an Uber, and there was no mention of Donald Trump in the so-called Fox News debate coverage or whatever.
[00:25:29.519 --> 00:25:37.621]  They had this little thing on the radio that came on, it was like, the debate news, and they mentioned every single candidate besides Trump, obviously because they don't have the best of relationships.
[00:25:37.681 --> 00:25:41.081]  But even with all the attacks and everything, Trump is still surging in the polls.
[00:25:41.101 --> 00:25:43.942]  He's still winning by 7 to 8 point margin.
[00:25:44.702 --> 00:25:53.686]  It just goes to show that if you're actually a real human being and speak and are a populist, a real populist and want to get rid of the IRS, you're getting the points ahead.
[00:25:54.046 --> 00:25:58.088]  And speaking of that, we've actually got Richard Reeves in New Hampshire right now on the ground.
[00:25:58.108 --> 00:25:59.589]  He's going to join us in the next segment.
[00:25:59.849 --> 00:26:08.012]  And he's got a special report that we're going to play for you as well about what he says the GOP has rigged the debate crowd to spite Donald Trump.
[00:26:08.072 --> 00:26:09.553]  Let's go to that video before he joins us.
[00:26:10.313 --> 00:26:12.074]  Richard Reeves with Infowars.com.
[00:26:12.154 --> 00:26:12.714]  We are at St.
[00:26:12.854 --> 00:26:13.895]  Anselm College.
[00:26:14.875 --> 00:26:21.805]  Here in New Hampshire where we've just concluded watching the GOP debate controlled and monitored by ABC.
[00:26:22.266 --> 00:26:30.398]  It was a very select audience as you could tell by viewing the debate and listening to what Donald Trump had to say about that they couldn't even get tickets.
[00:26:30.818 --> 00:26:31.458]  We're good to go.
[00:26:51.468 --> 00:27:08.437]  Basically work together to win the event and so we will find out more as time goes on but it was an event designed to bolster up the governors and the audience was controlled and managed to that effect.
[00:27:10.444 --> 00:27:12.545]  Okay, so about how many people were in the audience?
[00:27:12.565 --> 00:27:13.806]  Because we weren't really able to see.
[00:27:14.566 --> 00:27:15.747]  Oh my goodness, there must have been 300, 400.
[00:27:17.628 --> 00:27:21.270]  It was different, I guess, than the other ones.
[00:27:21.290 --> 00:27:25.113]  I haven't been, didn't go to the other ones, but it was in a gym, so it was kind of flat.
[00:27:25.273 --> 00:27:27.534]  So it was a little bit harder to see for the people in the back.
[00:27:28.314 --> 00:27:34.918]  But it was, as you heard, I don't know if you did hear, but it was a fiery crowd and it was a lot different than the first debates.
[00:27:35.358 --> 00:27:39.361]  So do you know anything about how the folks that got tickets for the event, do you know anything about that?
[00:27:40.242 --> 00:27:40.763]  Yes I do.
[00:27:41.683 --> 00:27:45.947]  Many went to the NHGOP and many went to the campaigns.
[00:27:46.728 --> 00:27:48.610]  The different campaigns were able to distribute them.
[00:27:49.371 --> 00:27:53.114]  So they had a certain amount that went to the different campaigns and they were able to distribute them.
[00:27:53.975 --> 00:27:54.916]  So what do you think is going to happen?
[00:27:54.936 --> 00:27:56.417]  What do you think the results might look like?
[00:27:58.219 --> 00:27:59.380]  Well I can't say that either.
[00:28:00.441 --> 00:28:01.002]  Can't say that.
[00:28:01.082 --> 00:28:01.322]  Alright.
[00:28:02.219 --> 00:28:02.861]  Okay.
[00:28:03.362 --> 00:28:04.345]  Okay, county chair.
[00:28:04.405 --> 00:28:07.933]  Do you have any insight as to how the audience was selected that attended?
[00:28:07.953 --> 00:28:10.079]  Were they mainly folks from New Hampshire or can you tell?
[00:28:12.051 --> 00:28:14.692]  I know, I saw some foreign diplomats there, so I went all from there.
[00:28:15.492 --> 00:28:19.454]  There's a few people from out of state and dignitaries, but there was a lot of people I saw that I knew from inside the state.
[00:28:20.174 --> 00:28:26.856]  Also, quite a bit of the audience was volunteers that were, like myself, who were helping with the debate set up.
[00:28:27.137 --> 00:28:32.038]  And there was some extra spots at the end, probably from people who didn't make it in because of the snowstorm last night.
[00:28:33.779 --> 00:28:38.641]  We support the Political Institute, so we got tickets, but I don't know how they gave the rest.
[00:28:39.361 --> 00:28:43.803]  All right, so... I think there were a lot of political activists here.
[00:28:44.003 --> 00:28:46.724]  There were definitely some political activists there.
[00:28:46.784 --> 00:28:50.945]  It sounded a lot like some establishment GOP people ruling Trump as well.
[00:28:51.226 --> 00:28:55.467]  Anyway, we'll be right back with Richard Reeves, who is on the ground right now in New Hampshire.
[00:28:55.507 --> 00:28:56.047]  He's live.
[00:28:56.067 --> 00:28:57.968]  We'll be with him next segment, beginning of the segment.
[00:28:58.008 --> 00:28:59.689]  This is Anthony Gucciardi, the Alex Jones Show.
[00:28:59.709 --> 00:29:00.229]  We'll be right back.
[00:29:08.456 --> 00:29:09.838]  Clean, pure drinking water.
[00:29:10.098 --> 00:29:11.400]  You can't survive without it.
[00:29:11.600 --> 00:29:12.501]  But where do you get it?
[00:29:12.801 --> 00:29:18.569]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:29:18.789 --> 00:29:24.516]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:29:24.696 --> 00:29:41.549]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:29:41.949 --> 00:29:44.070]  Filter capacity up to 5,000 gallons.
[00:29:44.430 --> 00:29:45.630]  Stainless steel construction.
[00:29:45.910 --> 00:29:46.670]  Easy assembly.
[00:29:46.951 --> 00:29:47.571]  Low maintenance.
[00:29:47.851 --> 00:29:49.671]  Replacement filters are simple to install.
[00:29:49.951 --> 00:29:57.054]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:29:57.234 --> 00:30:02.235]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:30:02.415 --> 00:30:04.996]  Go to InfowarsStore.com or call 888-253-3139.
[00:30:09.377 --> 00:30:09.957]  I want more candy!
[00:30:09.977 --> 00:30:11.058]  I want more video games!
[00:30:11.118 --> 00:30:11.238]  Mine!
[00:30:11.318 --> 00:30:11.478]  Mine!
[00:30:11.819 --> 00:30:12.699]  Mine!
[00:30:39.377 --> 00:30:40.158]  I think so.
[00:31:09.276 --> 00:31:13.478]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:31:13.658 --> 00:31:17.619]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[00:31:17.800 --> 00:31:22.581]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:31:22.742 --> 00:31:27.263]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:31:27.423 --> 00:31:30.745]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:31:30.885 --> 00:31:34.226]  Now available in our limited first run at Infowarslife.com.
[00:31:34.346 --> 00:31:36.187]  That's Infowarslife.com or call 888-253-3139.
[00:31:38.948 --> 00:31:39.868]  BrainForce is here.
[00:31:40.049 --> 00:31:42.149]  Ladies and gentlemen, I've been on this the last few months.
[00:31:42.249 --> 00:31:47.012]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:31:47.252 --> 00:31:50.413]  There's always hidden additives in your food, even organic food has hidden additives.
[00:31:50.533 --> 00:31:53.755]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:31:54.035 --> 00:31:55.835]  Ultimately, we've all been dumbed down to some degree.
[00:31:55.996 --> 00:31:57.876]  It doesn't have stimulants, it doesn't have garbage in it.
[00:31:58.116 --> 00:31:59.997]  It has natural things that do it clean.
[00:32:00.117 --> 00:32:05.720]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:08.701 --> 00:32:13.504]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:32:13.764 --> 00:32:22.429]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:32:22.449 --> 00:32:26.391]  Longevity also offers you an ingenious way to augment your income.
[00:32:26.571 --> 00:32:27.252]  And the best part?
[00:32:27.352 --> 00:32:29.953]  You'll be helping your friends and family along the way.
[00:32:30.234 --> 00:32:32.675]  Visit InfoWarsTeam.com today.
[00:32:32.855 --> 00:32:33.535]  Become a member.
[00:32:33.616 --> 00:32:37.678]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:32:37.898 --> 00:32:44.380]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:32:44.641 --> 00:32:45.361]  Another win-win.
[00:32:45.581 --> 00:32:49.162]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:32:49.322 --> 00:32:50.323]  And you can be too.
[00:32:50.563 --> 00:32:51.023]  It's simple.
[00:32:51.123 --> 00:32:53.924]  Just go to Infowarsteam.com today.
[00:32:54.064 --> 00:32:55.965]  Complete a short sign-up and you're part of the team.
[00:32:56.165 --> 00:32:59.226]  That's Infowarsteam.com or Infowarshealth.com.
[00:32:59.406 --> 00:33:05.568]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:33:05.708 --> 00:33:07.029]  Check it out for yourself today.
[00:33:12.446 --> 00:33:18.670]  You're listening to the Alex Jones Show.
[00:33:20.412 --> 00:33:23.093]  They took my saddle in Houston.
[00:33:23.554 --> 00:33:26.476]  Broke my leg in Santa Fe.
[00:33:28.597 --> 00:33:34.581]  Lost my wife and a girlfriend somewhere along the way.
[00:33:34.601 --> 00:33:37.944]  In defense of human liberty, Alex Jones.
[00:33:42.037 --> 00:33:59.164]  If you're hearing this transmission, you're one of the very select few of the very, very mass multitude of millions that have chosen to not watch the Super Bowl and the pregame show and to actually be a part of the battle for this country and the battle for this planet.
[00:33:59.764 --> 00:34:10.108]  You know, 120 plus million people tonight will watch the Super Bowl and will focus all of their energy on the stats of the players and the overall worship of the whole game.
[00:34:10.968 --> 00:34:13.371]  And I'm not attacking people that watch the Super Bowl, I get it.
[00:34:13.871 --> 00:34:25.164]  But imagine if we could just take 10% of that energy and put it towards something that matters, like actually taking back this country and actually knowing what we're talking about and actually doing something, right?
[00:34:25.885 --> 00:34:45.679]  And instead of focusing on the new stats and the latest players and who's going to win and all that kind of stuff and betting all our money on it, we're actually going to go to Richard Reeves, who's on the ground in New Hampshire right now, with the latest news on how he says the GOP is actually rigging it up against Trump, even though Trump is soaring right now and in a major lead.
[00:34:45.719 --> 00:34:47.200]  So Richard, tell us what's going on.
[00:34:48.351 --> 00:34:49.192]  Well thanks, Anthony.
[00:34:49.272 --> 00:34:56.539]  Richard Reeves here with Infowars.com and we are standing in front of the New Hampshire State House here in Concord, New Hampshire.
[00:34:56.939 --> 00:34:59.702]  They've got Daniel Webster's statue out front.
[00:34:59.802 --> 00:35:11.393]  He was a famous congressman here from New Hampshire, which by the way, I was reading a quick bio, for 40 years he was a big advocate of states' rights, but after 40 years then he converted to a big
[00:35:12.170 --> 00:35:15.872]  Federal government guy, so he must have sold out there towards the end of his life.
[00:35:16.253 --> 00:35:21.196]  But anyway, folks, Super Bowl Sunday, but this is an emergency broadcast, Anthony.
[00:35:21.776 --> 00:35:23.397]  Absolutely emergency broadcast.
[00:35:23.777 --> 00:35:24.798]  Mark the date, buddy.
[00:35:25.258 --> 00:35:30.422]  Last night, the GOP, the New World Order controlled GOP, showed what they could do.
[00:35:30.882 --> 00:35:32.123]  What last night was...
[00:35:32.803 --> 00:35:40.785]  The key story, the big story, the inside story, Toto pulling the curtain out from in front of the Wizard of Oz in the background.
[00:35:41.265 --> 00:35:43.425]  The key story is the audience.
[00:35:43.785 --> 00:35:44.865]  The turnout of the audience.
[00:35:45.145 --> 00:35:50.626]  The GOP, controlled by the NWO, controlled who the audience was that turned up to that event.
[00:35:50.986 --> 00:35:58.448]  What we had last night was a microcosm of what they plan to do in Cleveland, Ohio in July at the RNC.
[00:35:59.486 --> 00:36:09.969]  And you heard that by the reaction to Donald Trump, the way they booed Donald Trump in that event, and Donald Trump actually called out the audience because they were hardcore GOP-ers.
[00:36:10.630 --> 00:36:18.392]  The reason the governors don't talk much about the delegate race is because they don't want to reveal the delegate strategy that the GOP has.
[00:36:18.712 --> 00:36:23.634]  They don't want to talk about it, and the reason they don't talk about the delegate race and they don't talk about
[00:36:24.218 --> 00:36:33.122]  Precinct conventions and they don't talk about precinct caucuses is because for so many decades now they've had those functions of how the RNC works.
[00:36:33.162 --> 00:36:34.443]  They've had that in the bag.
[00:36:34.863 --> 00:36:40.986]  They know that in 2000 they showed up, in 2004 they showed up, in 2008 they showed up, in 2012 they showed up.
[00:36:41.386 --> 00:36:49.510]  So what they're counting on is filling up the RNC in Cleveland, Ohio with that type of crowd that was at that event last night.
[00:36:49.710 --> 00:36:53.872]  And you could tell the way that they would cheer, gleefully cheer for Bush.
[00:36:54.032 --> 00:36:56.434]  Jeb Bush, who has almost no support.
[00:36:56.534 --> 00:36:58.435]  I mean, he had to beg for applause.
[00:36:58.815 --> 00:37:00.296]  Actually, think about this juxtaposition.
[00:37:00.556 --> 00:37:03.157]  He had to beg for applause when he was at, what was it, Rob?
[00:37:03.177 --> 00:37:04.238]  A school or something?
[00:37:04.338 --> 00:37:04.518]  Yeah.
[00:37:04.558 --> 00:37:04.998]  He was at a school.
[00:37:05.038 --> 00:37:05.678]  He said, you can clap now.
[00:37:05.718 --> 00:37:06.439]  You can clap now.
[00:37:06.499 --> 00:37:07.319]  Please clap for me.
[00:37:07.579 --> 00:37:09.080]  Please, just give me some type of applause.
[00:37:09.100 --> 00:37:10.281]  He was begging for applause.
[00:37:10.601 --> 00:37:12.142]  Then, at the debates,
[00:37:12.802 --> 00:37:17.584]  He's like, yeah, well, we got to do and they're like, yeah, and then Trump says anything and they start booing him.
[00:37:17.944 --> 00:37:27.949]  I mean, it's obvious that the tickets were only given to the establishment protocol backed delegates or whatever and supporters that are going to go in there and just worship Jeb Bush.
[00:37:27.969 --> 00:37:29.330]  I mean, is that not exactly what happening?
[00:37:30.265 --> 00:37:37.908]  Anthony, it's key to know that what they did last night at this small venue in New Hampshire, they can replicate in Cleveland.
[00:37:37.968 --> 00:37:39.788]  I'm telling you, I've been involved in this process.
[00:37:40.148 --> 00:37:41.969]  They can get their minions to show up.
[00:37:42.249 --> 00:37:45.330]  They know they'll show up as long as Trump's not asking for it.
[00:37:45.670 --> 00:37:48.031]  If he's telling his people, hey, just go out and vote.
[00:37:48.671 --> 00:37:50.052]  No, that is just the beginning.
[00:37:50.112 --> 00:37:51.072]  That is not enough.
[00:37:51.212 --> 00:37:53.873]  Just going out and vote is not going to get Trump
[00:37:54.645 --> 00:37:57.167]  The nomination to the Republican Party, I promise you won't.
[00:37:57.187 --> 00:38:03.251]  And Richard, even if they could go out and vote and it was counted regularly, I mean, you look at the, there's a group called AccuVote.
[00:38:03.271 --> 00:38:04.412]  I have it up on the screen, guys.
[00:38:04.572 --> 00:38:12.457]  AccuVote is what controls most of the ballots here in, let's see, 184 towns and wards in New Hampshire.
[00:38:13.018 --> 00:38:14.218]  And who's owned by that?
[00:38:14.258 --> 00:38:15.499]  That's Diebold Voting.
[00:38:15.619 --> 00:38:16.620]  They own AccuVote.
[00:38:17.140 --> 00:38:19.562]  So, I mean, you could steal it that way.
[00:38:19.882 --> 00:38:22.864]  You don't even have to get to the big convention.
[00:38:22.884 --> 00:38:23.865]  You could steal it before then.
[00:38:24.065 --> 00:38:24.805]  How friendly.
[00:38:24.966 --> 00:38:29.648]  But see, that's not the whole story though, because yes, black box voting, we know about that.
[00:38:29.768 --> 00:38:31.249]  Alex has had shows over the years.
[00:38:31.570 --> 00:38:32.670]  That's just like these polls.
[00:38:33.111 --> 00:38:38.634]  In 2008, Alex proved that most of these polls were actually rigged when he hired Zogby.
[00:38:38.734 --> 00:38:41.556]  Remember the famous pollster Zogby that you never hear about anymore?
[00:38:41.856 --> 00:38:45.118]  Since Alex exposed that they did phony polls back in 2008?
[00:38:45.758 --> 00:38:47.419]  Well, they're still doing that.
[00:38:47.739 --> 00:38:48.580]  Now here's the thing.
[00:38:49.597 --> 00:38:55.963]  Those who really decide the Republican nominee is going to be in Cleveland.
[00:38:56.043 --> 00:38:57.144]  It's going to be those delegates.
[00:38:57.485 --> 00:38:57.805]  Okay?
[00:38:58.085 --> 00:38:59.667]  These primaries are beauty contests.
[00:38:59.707 --> 00:39:00.808]  Yes, they can be stolen.
[00:39:01.168 --> 00:39:02.870]  It's important that Trump still wins.
[00:39:03.230 --> 00:39:07.834]  If he wins by big enough landslides, the black box voting will probably be overridden.
[00:39:08.355 --> 00:39:12.399]  And I'm convinced we actually have good people that work in elections.
[00:39:12.879 --> 00:39:13.259]  I think so.
[00:39:32.015 --> 00:39:50.845]  If they don't participate at the next step, which is going to the precinct conventions or their precinct caucuses, whatever their state has, if they don't follow up and make their way through the convention system up to Cleveland, Ohio, what we're going to end up with is that type of crowd that you saw and heard last night in that debate.
[00:39:51.265 --> 00:39:52.066]  That's what's going to happen.
[00:39:52.086 --> 00:39:53.927]  They're going to show up in Cleveland because here's the thing.
[00:39:54.799 --> 00:39:57.221]  You heard about the superdelegates on the Democrat side?
[00:39:57.241 --> 00:39:59.222]  Well, there's superdelegates on the Republican side.
[00:39:59.743 --> 00:40:08.088]  Donald Trump, in reality, needs to pile up not 50.1% of the delegates and waltz into Cleveland with 50.1.
[00:40:09.149 --> 00:40:16.214]  He actually needs to get closer to about 60% of the total delegates into Cleveland.
[00:40:17.051 --> 00:40:29.280]  to have a real chance of getting this nomination because as we learned a while back in Charleston when we were there when they were having that impeachment hearing the possible passing the proposition of the impeachment against Obama
[00:40:30.225 --> 00:40:35.030]  The RNC couldn't even muster up the will to even vote on it.
[00:40:35.070 --> 00:40:38.333]  They only had like three supporters of Obama impeachment.
[00:40:38.673 --> 00:40:45.940]  So they're that in the bag for the establishment that they won't even pass a resolution, a toothless resolution, to impeach Obama.
[00:40:48.462 --> 00:40:50.844]  It's as Jeb Bush said, oh, I'm in it for the long haul.
[00:40:51.104 --> 00:40:53.425]  There's all this minutiae that no one even talks about.
[00:40:53.465 --> 00:40:55.887]  The average person doesn't even understand what's going on.
[00:40:55.947 --> 00:40:59.649]  The average person thinks, well, Trump has the support nationally, he's going to win.
[00:40:59.769 --> 00:41:01.510]  There's so much more going on to that.
[00:41:01.770 --> 00:41:04.512]  And they have that in their bag, as you're saying, because they know how it works.
[00:41:05.072 --> 00:41:09.535]  Now, I wanted to make a comment and ask you a question on Rubio, because we only have a few minutes here to wrap up.
[00:41:09.815 --> 00:41:10.856]  But first, I would also say...
[00:41:11.776 --> 00:41:19.325]  Deeper, the media deception of someone booing at Trump or cheering Jeb on the debates tells the average person at home, man, that's how people really feel.
[00:41:19.345 --> 00:41:22.529]  Because they're not thinking about, well, gee, how are the people selected?
[00:41:22.589 --> 00:41:23.491]  Is it caucus-based?
[00:41:23.531 --> 00:41:24.171]  Is it delegate-based?
[00:41:24.191 --> 00:41:24.992]  They don't know any of that.
[00:41:25.193 --> 00:41:27.135]  They're thinking, man, people really turned on Trump.
[00:41:27.515 --> 00:41:29.137]  They really do like Jeb Bush.
[00:41:29.658 --> 00:41:30.039]  Now, Richard...
[00:41:31.380 --> 00:41:35.905]  They're using the audience reaction to try to shift the viewership in their homes.
[00:41:36.005 --> 00:41:37.466]  It's like laugh tracks on a sitcom.
[00:41:37.907 --> 00:41:39.088]  Now, question for you.
[00:41:39.388 --> 00:41:40.950]  What's your take on Rubio?
[00:41:40.990 --> 00:41:43.833]  Last night he was extremely fake and people called him out for it.
[00:41:43.893 --> 00:41:47.276]  Chris Christie did a great job calling him out and it was obvious he was using canned lines.
[00:41:47.696 --> 00:41:48.737]  What is going on with Rubio?
[00:41:48.757 --> 00:41:50.359]  He's surging apparently in the polls.
[00:41:50.379 --> 00:41:51.140]  What's the deal here?
[00:41:51.941 --> 00:41:53.102]  I think I can tell you exactly.
[00:41:53.982 --> 00:41:56.705]  Marco Rubio, you know, the hype was surging, surging, surging.
[00:41:56.745 --> 00:42:11.903]  Chris Christie busted him on his, you know, he's the next Mattel Ken doll and they'll have a Chris Christie doll where, you know, they pull the string of the Marco Rubio doll and it's Chris Christie pulling the string and it's Marco Rubio robotically saying, Obama knows exactly what he's doing, right?
[00:42:12.364 --> 00:42:13.065]  Well, you know.
[00:42:13.925 --> 00:42:15.446]  They're going to have those dolls probably come out.
[00:42:15.507 --> 00:42:25.716]  But anyway, I think the New World Order's plan is, it's becoming more clear to me, is that they actually want a horse race of three, four, or five candidates.
[00:42:26.096 --> 00:42:29.700]  They want three, four, or five candidates to divvy up
[00:42:30.180 --> 00:42:30.741]  That's right.
[00:42:48.164 --> 00:42:54.633]  We got the governors, then they can help lift the delegate pie up to where they can go in the convention and then they can bring that audience.
[00:42:55.114 --> 00:43:01.722]  We gotta go to break, but what you're saying is they're gonna muddy the waters and have multiple options on the Republican side so they can shower them out and kind of destroy the whole thing.
[00:43:01.763 --> 00:43:03.124]  We'll be right back with more information.
[00:43:03.164 --> 00:43:05.528]  This is the Alex Jones Show, Sunday edition.
