[00:00:03.110 --> 00:00:04.051]  We're live.
[01:06:24.245 --> 01:06:25.606]  Right now with all the refugees,
[01:06:26.386 --> 01:06:28.029]  Uh, spreading disease around.
[01:06:28.029 --> 01:06:30.612]  We have biological warfare going on everywhere.
[01:06:30.612 --> 01:06:31.914]  These are all parasites.
[01:06:31.914 --> 01:06:33.015]  Tell us about all the stuff that's in it.
[01:06:33.015 --> 01:06:34.357]  There's so many things that are in it.
[01:06:34.357 --> 01:06:38.864]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[01:06:38.864 --> 01:06:42.028]  I recommend doing a parasite cleanse at least twice a year.
[01:06:42.128 --> 01:06:45.170]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[01:06:45.170 --> 01:06:46.231]  It just came back in yesterday.
[01:06:46.231 --> 01:06:48.173]  Living Defense, Infowarslife.com.
[01:06:48.173 --> 01:06:49.194]  And folks, you can't lose.
[01:06:49.194 --> 01:06:51.896]  It's full of stuff that's great for your body, period.
[01:06:51.896 --> 01:06:55.158]  And you support the broadcast, Infowarslife.com.
[01:06:55.158 --> 01:06:57.400]  Thank you, Dr. Group from the Global Healing Center.
[01:06:57.400 --> 01:06:59.362]  Thank you so much for all your work, sir, on this great product.
[01:07:00.839 --> 01:07:02.900]  Brainforce, it's completely different.
[01:07:02.900 --> 01:07:04.141]  Try a bottle of it.
[01:07:04.141 --> 01:07:05.722]  Rob Dew joins us.
[01:07:05.722 --> 01:07:08.824]  You worked, I guess, like 20 plus hours.
[01:07:08.824 --> 01:07:09.885]  Tell us what Brainforce did.
[01:07:09.885 --> 01:07:10.865]  I'd been working all day.
[01:07:10.865 --> 01:07:13.367]  I took a couple hours off coaching basketball.
[01:07:13.367 --> 01:07:14.788]  I get in here at 8 30.
[01:07:14.788 --> 01:07:16.689]  I was kind of run down.
[01:07:16.689 --> 01:07:18.630]  You know, I just didn't feel like I was going to make it.
[01:07:18.630 --> 01:07:20.511]  And I really wanted to do a good job on the interview.
[01:07:20.511 --> 01:07:22.332]  I got my bottle of Brainforce right there.
[01:07:22.332 --> 01:07:23.393]  I popped two of them.
[01:07:23.393 --> 01:07:25.014]  And about 20 minutes later, it's like,
[01:07:25.674 --> 01:07:27.355]  Everything just kind of clears up.
[01:07:27.355 --> 01:07:29.115]  It's got four and a half stars.
[01:07:29.115 --> 01:07:30.456]  People really love it.
[01:07:30.456 --> 01:07:31.056]  Read about it.
[01:07:31.056 --> 01:07:40.139]  Find out why third-party nutraceutical sites give it such high praise because it really does have the best organic based systems that will blow your socks off.
[01:07:40.359 --> 01:07:44.381]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[01:07:44.381 --> 01:07:50.544]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[01:07:50.544 --> 01:07:56.447]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:08:03.467 --> 01:08:06.189]  Crashing through the lies and disinformation.
[01:08:06.189 --> 01:08:14.515]  It's Alex Jones, only on the GCN Radio Network.
[01:08:14.515 --> 01:08:19.939]  Trump came out yesterday, and we played the clip, we're gonna play it again in a moment, and said that Hillary Clinton is a bigot.
[01:08:19.939 --> 01:08:23.902]  Then he tweeted more, and has made other statements pointing out that she's a race baiter.
[01:08:23.902 --> 01:08:31.427]  That's the true form of bigotry, is to be so psychopathic, you hate everybody, but you're just playing groups off against each other using that.
[01:08:33.098 --> 01:08:47.787]  And that's one of the most frustrating things of having to cover all this racial and cultural and class warfare stuff is, you emotionally and genetically start actually finding yourself halfway getting into it, because you're designed that way, even though you know it's a manipulation.
[01:08:47.787 --> 01:08:57.833]  And then it really makes you mad that they're doing that, because even though you're not racist, there are people being racist to you, whether you be black, white, whatever, and so you then have that response.
[01:08:57.833 --> 01:09:01.475]  And then we'll get into a bunch of other clips from Trump, but he's absolutely right.
[01:09:03.854 --> 01:09:15.802]  They are invoking hardcore division and teaching in public schools, mainly white teachers are, they're the biggest pushers, that whites are inherently bad and how to fix the problem of whiteness.
[01:09:15.802 --> 01:09:22.247]  I mean, I was taught just in my few years in community college before I decided to get out of there and not, you know, follow any more education.
[01:09:22.247 --> 01:09:26.350]  Almost every class they called us in and they were all white professors and were saying that
[01:09:28.399 --> 01:09:33.943]  Whiteness was inherently bad, and thank God, whiteness, a recessive gene, would be bred out soon.
[01:09:33.943 --> 01:09:39.346]  I mean, that's a recurring theme for decades, except for one black professor I had.
[01:09:39.346 --> 01:09:45.630]  She was a lady who said, I used to be a big liberal, and she was just telling the class this after I'd been there about six months.
[01:09:45.630 --> 01:09:52.355]  She goes, until I went to Africa, until I saw how bad it was, and I realized the problems are a lot deeper than what's actually being said.
[01:09:52.355 --> 01:09:54.716]  And then she got a little bit more into it.
[01:09:55.891 --> 01:10:06.219]  It's just funny that most of the people you see really pushing this, you're an effing white male thing, you don't have a right to speak are white, like AIDS Freelics, the famous internet meme.
[01:10:06.219 --> 01:10:09.301]  So let's go ahead and go to that clip because it's important and then I'm going to get the other clips.
[01:10:09.301 --> 01:10:13.284]  Here is Trump on Hillary the bigot.
[01:10:13.284 --> 01:10:17.568]  And then we will get to the other clips straight ahead after that.
[01:10:17.568 --> 01:10:24.913]  And then we're going to also today be having Mark Moreno on from Climate Depot.
[01:10:24.913 --> 01:10:25.434]  Here's that clip.
[01:10:27.835 --> 01:10:47.282]  Hillary Clinton is a bigot who sees people of color only as votes, not as human beings worthy of a better future.
[01:10:47.282 --> 01:10:48.963]  She's going to do nothing
[01:10:50.003 --> 01:10:51.864]  For African Americans.
[01:10:51.864 --> 01:10:56.108]  She's going to do nothing for the Hispanics.
[01:10:56.108 --> 01:11:02.812]  She's only going to take care of herself, her husband, her consultants, her donors.
[01:11:02.812 --> 01:11:03.413]  Absolutely.
[01:11:03.413 --> 01:11:05.214]  And then he can go further.
[01:11:05.214 --> 01:11:07.276]  Black unemployment has doubled.
[01:11:08.117 --> 01:11:11.338]  They had like some newspaper last week go, Alex Jones fact-checked.
[01:11:11.338 --> 01:11:13.078]  He says unemployment has doubled.
[01:11:13.078 --> 01:11:15.079]  No, I said black unemployment's doubled.
[01:11:15.079 --> 01:11:16.039]  And that's with Cook numbers.
[01:11:16.039 --> 01:11:17.079]  It's probably more than doubled.
[01:11:17.079 --> 01:11:20.020]  If you look at all the other unemployment, it's up too.
[01:11:20.020 --> 01:11:30.502]  And that's with them taking 35 million people and growing out of the full business roles of full-time employment and moving them down to less than 25 hours so they're exempt from Obamacare.
[01:11:31.809 --> 01:11:33.570]  So then those people have two jobs.
[01:11:33.570 --> 01:11:39.413]  That's counted as more jobs in the economy and new jobs because you're working two, three jobs.
[01:11:39.413 --> 01:11:40.914]  Now let's go ahead and go to the next clip.
[01:11:40.914 --> 01:11:44.695]  This is Donald Trump compares Clinton emails to Watergate.
[01:11:44.695 --> 01:11:50.178]  Well, it's far worse than Watergate because she said she didn't alter those and none were classified.
[01:11:50.178 --> 01:11:52.339]  She's been caught lying.
[01:11:52.339 --> 01:11:57.222]  But we've reached that moment where she's now above the law, but not above the laws of nature.
[01:11:58.078 --> 01:12:14.589]  As the Associated Press documented, more than half of the meetings Hillary Clinton took as Secretary of State with people outside government were Clinton Foundation donors.
[01:12:14.589 --> 01:12:24.655]  Hillary's Chief of Staff received more messages from the Clinton Foundation's Chief Operating Officer than just about anybody else.
[01:12:24.655 --> 01:12:26.216]  85 donors alone.
[01:12:28.061 --> 01:12:36.184]  That she met with, as secretary, gave the foundation $156 million.
[01:12:36.184 --> 01:12:40.266]  And I know many of these people.
[01:12:40.266 --> 01:12:42.006]  I know many of these people.
[01:12:42.006 --> 01:12:48.449]  These are not people that are going up to pay their respects and say, Madam Secretary, how are you feeling?
[01:12:48.449 --> 01:12:49.669]  Isn't it a beautiful day?
[01:12:49.669 --> 01:12:51.790]  The weather is so beautiful.
[01:12:52.891 --> 01:12:56.852]  These are people that want things for their donation.
[01:12:56.852 --> 01:13:01.053]  These are people that expect things for their donation.
[01:13:01.053 --> 01:13:10.056]  And when you follow it out, and you see the people that left their office, you take a look at what those people, those companies, and those countries got.
[01:13:10.056 --> 01:13:12.416]  Believe me, you will find out.
[01:13:12.416 --> 01:13:14.317]  It is plenty.
[01:13:14.317 --> 01:13:15.597]  And it's come out, it's come out.
[01:13:15.597 --> 01:13:17.478]  They have the email so far, and Assange says...
[01:13:17.858 --> 01:13:36.533]  Thousands of work-related emails she failed to turn over, including the new discovery this week of 15,000 more work-related emails she did not disclose.
[01:13:36.533 --> 01:13:38.115]  What is being uncovered now?
[01:13:39.131 --> 01:13:45.238]  Is one of the most shocking scandals in American political history.
[01:13:45.238 --> 01:13:48.061]  It's Watergate all over again.
[01:13:48.061 --> 01:13:49.142]  It's Watergate.
[01:13:49.142 --> 01:13:53.366]  It is Watergate Square.
[01:13:53.366 --> 01:13:56.650]  Now, let's expand on that a little bit.
[01:13:56.650 --> 01:13:59.313]  Chelsea got six million dollars a year.
[01:14:01.107 --> 01:14:02.248]  Six million.
[01:14:02.248 --> 01:14:04.210]  She lives in a $10.5 million penthouse.
[01:14:04.210 --> 01:14:06.653]  Free jets, cars, everything's paid for by the foundation.
[01:14:06.653 --> 01:14:08.535]  Their whole life is paid for by the foundation.
[01:14:08.535 --> 01:14:11.217]  They use the foundation's billions as a weapon system.
[01:14:11.217 --> 01:14:14.481]  Their global initiative has raised $69 billion in the last decade.
[01:14:16.305 --> 01:14:18.626]  But she says she doesn't get anything out of it.
[01:14:18.626 --> 01:14:21.447]  When she went into the governorship, she had nothing.
[01:14:21.447 --> 01:14:26.730]  She was worth millions when she left that, and then when she left the White House the first time, she was worth more than $30 million.
[01:14:26.730 --> 01:14:33.553]  Now she personally is worth hundreds of millions that they admit, and she admits she has secret bank accounts all over the world!
[01:14:33.553 --> 01:14:35.693]  But that's okay.
[01:14:35.693 --> 01:14:40.536]  If I set up a secret bank account and put $100,000 in Switzerland, I'd be investigated.
[01:14:40.536 --> 01:14:41.696]  But not her!
[01:14:41.696 --> 01:14:43.497]  Because, again, she's above the law.
[01:14:43.497 --> 01:14:45.718]  Now, let's go ahead and go to the next clip here.
[01:14:47.622 --> 01:14:58.390]  Trump's campaign manager, not the overall chairman, but the manager, she has come out and said, well, we're not completely clear yet on our immigration stance.
[01:14:58.390 --> 01:15:02.813]  And then Trump comes out and says, no, I am.
[01:15:02.813 --> 01:15:07.676]  There could be 5 million, there could be 8 million, there could be 10 million, there could be 20 million, there could be 30 million.
[01:15:07.676 --> 01:15:09.538]  It's more like 35 million illegals in this country.
[01:15:09.538 --> 01:15:12.760]  The truth is they just go back and forth.
[01:15:12.760 --> 01:15:15.442]  Now people are coming in from China all over to have their babies for free.
[01:15:15.442 --> 01:15:16.143]  This is crazy.
[01:15:17.040 --> 01:15:21.883]  And they spin it like, oh, you flip-flopped, you're going to get easy on the immigrants now.
[01:15:21.883 --> 01:15:31.229]  He said, the felons, the people that are here that have a long list of felonies that have been deported before, you're going to be sent back to your country of origin first.
[01:15:31.229 --> 01:15:41.375]  Then, there's going to be a national program, because this is what he's talked about previously, a year ago, where you basically go sign up, and then if you're not a criminal, you just go
[01:15:42.782 --> 01:15:45.983]  And in a week, whatever, then you get processed right back in.
[01:15:45.983 --> 01:15:49.845]  Because he talks about how it's impossible right now, it's super hard to be a legal citizen.
[01:15:49.845 --> 01:15:51.326]  You have to jump through a lot of hoops.
[01:15:51.326 --> 01:15:54.928]  Because they want you illegal to be an underclass they control.
[01:15:54.928 --> 01:15:56.588]  Who they can then skim off of and control.
[01:15:56.588 --> 01:15:57.709]  That's the Democratic Party.
[01:15:57.709 --> 01:16:00.430]  The Republicans want cheap labor, so they're in on it as well.
[01:16:00.430 --> 01:16:07.794]  And they don't care if, you know, the Democrats set up some race-based political system a decade down the road, because they just want money and don't care.
[01:16:07.794 --> 01:16:10.355]  They're going to have bodyguards anyways, no matter what happens to the Second Amendment.
[01:16:11.451 --> 01:16:14.914]  So they spin this like Trump is flip-flopping.
[01:16:14.914 --> 01:16:21.400]  No, Trump always said there are a lot of great people here from around the world and we're going to give you a path to come here legally.
[01:16:21.400 --> 01:16:29.268]  But if you are here illegally, just like if I fly into Mexico and I'm given a visa to be there for a week.
[01:16:30.799 --> 01:16:33.161]  And they stamp on your card.
[01:16:33.161 --> 01:16:34.922]  Okay, you came on this day, you're leaving that day.
[01:16:34.922 --> 01:16:39.245]  If you try to leave two days late after that, many times they'll arrest you or fine you.
[01:16:39.245 --> 01:16:41.807]  They have some of the most stringent rules in the world.
[01:16:41.807 --> 01:16:54.617]  Mexico makes Southwest Airlines, when it lands in Cancun, take off the minute the tower says, no other country does this, and land within a certain time, or they will send the plane back to the United States.
[01:16:59.181 --> 01:17:03.785]  China has tens of thousands of women a month landing to have their babies for free.
[01:17:03.785 --> 01:17:06.688]  Chinese women now outnumber the Mexicans coming in.
[01:17:06.688 --> 01:17:09.670]  We are a joke, people, of having to pay for all this.
[01:17:09.670 --> 01:17:11.392]  And he simply says, you're not going to do it.
[01:17:11.392 --> 01:17:12.633]  And we're going to build a wall.
[01:17:12.633 --> 01:17:13.714]  And he's the biggest demon.
[01:17:13.714 --> 01:17:15.035]  And everybody's hurt.
[01:17:15.035 --> 01:17:15.996]  Like, we're two years old.
[01:17:15.996 --> 01:17:17.857]  Oh, he took our sucker away.
[01:17:17.857 --> 01:17:18.898]  He's so mean.
[01:17:18.898 --> 01:17:19.859]  He hates us.
[01:17:19.859 --> 01:17:21.841]  We're not a country if we don't have a border.
[01:17:21.841 --> 01:17:23.322]  Everybody else does this.
[01:17:23.322 --> 01:17:25.124]  And it's OK when everybody else does it.
[01:17:27.247 --> 01:17:30.052]  From Russia to Mexico, but not us!
[01:17:30.052 --> 01:17:37.344]  Because we've been captured by globalists, they used our open society to do it, and they're using a bunch of desperate immigrants as their cannon fodder.
[01:17:37.344 --> 01:17:38.566]  So I don't dislike the immigrants.
[01:17:39.659 --> 01:17:41.420]  Many of them victims of globalism.
[01:17:41.420 --> 01:17:43.541]  I dislike the larger program.
[01:17:43.541 --> 01:17:49.104]  Here is Trump on no path to legalization unless they leave the country and come back.
[01:17:49.104 --> 01:17:50.265]  We'll see what happens.
[01:17:50.265 --> 01:17:55.007]  And Anderson Cooper won't shut up the CIA operative, admittedly CIA, in disinformation.
[01:17:55.007 --> 01:17:56.848]  This is a PSYOPS officer.
[01:17:56.848 --> 01:17:58.869]  Won't let Trump talk, but Trump still runs over him.
[01:17:58.869 --> 01:17:59.610]  Here it is.
[01:17:59.610 --> 01:18:02.231]  First, I want to see what's going to happen.
[01:18:02.231 --> 01:18:04.873]  We're going to deport many people, many, many people.
[01:18:04.873 --> 01:18:06.774]  The vast majority of those 11 million are not permanent.
[01:18:06.774 --> 01:18:07.374]  Well, we don't know that.
[01:18:07.374 --> 01:18:08.915]  We're going to find out who they are.
[01:18:09.355 --> 01:18:11.218]  We have crime all over this country.
[01:18:11.218 --> 01:18:14.663]  So if they haven't committed a crime, is there going to be a path to legalization?
[01:18:14.663 --> 01:18:15.664]  I'm talking about citizenship.
[01:18:15.664 --> 01:18:17.326]  No, there's not a path.
[01:18:17.326 --> 01:18:19.429]  There is no path to legalization.
[01:18:19.429 --> 01:18:21.793]  Unless people leave the country...
[01:18:22.735 --> 01:18:26.959]  Well, when they come back in, if they come back in, then they can start paying taxes.
[01:18:26.959 --> 01:18:28.000]  So they still have to leave the country?
[01:18:28.000 --> 01:18:32.223]  But there is no path to legalization unless they leave the country and come back.
[01:18:32.223 --> 01:18:37.388]  So, that means of the 11 million who are here, even if they haven't committed a crime... Well, you don't know.
[01:18:37.388 --> 01:18:38.809]  Again, you keep saying 11 million.
[01:18:38.809 --> 01:18:40.370]  You don't know what the number is.
[01:18:40.370 --> 01:18:42.312]  You know, millions of people... Well, how's everybody... That's the estimate.
[01:18:42.312 --> 01:18:47.857]  And using the existing laws of our country, using the existing laws, millions of people are
[01:18:48.658 --> 01:18:50.299]  Deported every year.
[01:18:50.299 --> 01:18:51.179]  You know that, right?
[01:18:51.179 --> 01:18:52.460]  You know, people don't talk about that.
[01:18:52.460 --> 01:18:53.040]  It's Obama.
[01:18:53.040 --> 01:18:54.020]  They don't talk about that.
[01:18:54.020 --> 01:18:57.262]  But you have a lot of people being deported.
[01:18:57.262 --> 01:18:59.443]  We're going to do that vigorously.
[01:18:59.443 --> 01:19:01.984]  We're going to go with the laws that are existing.
[01:19:01.984 --> 01:19:05.225]  But we're going to have a very strong border, and we're not going to have people pouring back in.
[01:19:05.225 --> 01:19:10.308]  And when these people, the drug lords and all of these guys that are thrown out, they're not coming back into the country.
[01:19:10.308 --> 01:19:15.630]  So if you haven't committed a crime, and you've been here for 15 years, and you have a family here, you have a job here,
[01:19:16.562 --> 01:19:17.703]  Will you be deported?
[01:19:17.703 --> 01:19:20.704]  We're going to see what happens once we strengthen up our border.
[01:19:20.704 --> 01:19:24.706]  We're going to have a strong border, as strong as any border there is anywhere in the world.
[01:19:24.706 --> 01:19:32.410]  We're going to have a real wall, we're going to have tremendous protection, both technological protection and everything else, and then we're going to see what happens.
[01:19:32.410 --> 01:19:35.412]  But there's a very good chance the answer could be yes, we're going to see what happens.
[01:19:35.412 --> 01:19:39.414]  Before I do anything, I want to get rid of the bad ones, and there are a lot of them.
[01:19:39.414 --> 01:19:42.155]  I want to get rid of all of the bad ones, and we're going to do that.
[01:19:42.155 --> 01:19:44.796]  That'll be the single first order I sign.
[01:19:44.796 --> 01:19:45.477]  We're going to stop.
[01:19:45.477 --> 01:19:46.357]  Right now I'm in New Hampshire.
[01:19:46.417 --> 01:19:47.417]  That is beautiful.
[01:19:47.417 --> 01:19:48.738]  Okay, so he's not flip-flopped.
[01:19:48.738 --> 01:19:49.518]  It's not true.
[01:19:49.518 --> 01:19:50.298]  Another hoax.
[01:19:50.298 --> 01:19:51.499]  He never dropped out.
[01:19:51.499 --> 01:19:52.619]  They're faking the polls.
[01:19:52.619 --> 01:19:53.780]  It's all lies.
[01:19:53.780 --> 01:19:55.120]  We know that.
[01:19:55.120 --> 01:19:56.201]  Just keep getting the word out.
[01:19:56.201 --> 01:19:58.882]  We're gonna come back now with Hillary attacking yours truly.
[01:19:58.882 --> 01:19:59.302]  Stay with us.
[01:20:01.388 --> 01:20:03.029]  Is the recession really over?
[01:20:03.029 --> 01:20:04.829]  Is a bigger one on the way?
[01:20:04.829 --> 01:20:07.730]  Will our next president lead us to prosperity and peace?
[01:20:07.730 --> 01:20:10.091]  Or will it all fall apart?
[01:20:10.091 --> 01:20:12.632]  Our modern world is unpredictable and unstable.
[01:20:12.632 --> 01:20:14.012]  Are you ready for what comes next?
[01:20:14.012 --> 01:20:15.793]  What if the worst happens?
[01:20:15.793 --> 01:20:17.674]  Will your family have enough food?
[01:20:17.674 --> 01:20:20.815]  Willing to gamble that nothing bad will ever happen to you?
[01:20:21.315 --> 01:20:26.038]  Be wise and be ready with 25-year shelf life Wise Food Storage.
[01:20:26.038 --> 01:20:31.862]  Wise Food Storage provides affordable ready-made gourmet meals with a super long 25-year shelf life.
[01:20:31.862 --> 01:20:36.905]  Just add water and your family is eating delicious food instead of fighting for scraps in a food riot.
[01:20:37.445 --> 01:20:38.206]  Try it free!
[01:20:38.206 --> 01:20:40.667]  September is National Emergency Preparedness Month.
[01:20:40.667 --> 01:20:47.512]  So order your no-obligation free sample and for a limited time get an unprecedented 25% discount and free shipping on all orders.
[01:20:47.512 --> 01:20:50.274]  Once done, you're set for up to 25 years.
[01:20:50.274 --> 01:20:53.256]  Be wise and be ready with Wyze Food Storage.
[01:20:53.256 --> 01:20:55.558]  Call now to take advantage of this limited time offer.
[01:20:55.558 --> 01:20:55.658]  800-803-5505 800-803-5505
[01:21:00.481 --> 01:21:02.883]  There's nothing convenient about shaving.
[01:21:02.883 --> 01:21:08.507]  Overpaying for razors, running out of shaving gel, using old blades because you forgot to pick up new ones.
[01:21:08.507 --> 01:21:09.748]  That's gonna hurt.
[01:21:09.748 --> 01:21:11.469]  The nicks, the burns.
[01:21:11.469 --> 01:21:13.150]  But now, all that's changed.
[01:21:13.150 --> 01:21:14.851]  Because now, there's Harry's.
[01:21:14.851 --> 01:21:16.593]  Harry's makes shaving better.
[01:21:16.593 --> 01:21:18.294]  We take the stress out of it.
[01:21:18.294 --> 01:21:23.618]  No more shaving with old blades, running out of lotions and gels, or paying an arm and a leg for blades.
[01:21:23.618 --> 01:21:29.162]  With Harry's, we deliver everything you need for a quality shave, right to your door, at a fraction of the cost.
[01:21:29.622 --> 01:21:32.845]  At Harrys.com, you can order what you need, when you need it.
[01:21:32.845 --> 01:21:35.607]  Or, sign up for one of Harry's flexible subscription plans.
[01:21:35.607 --> 01:21:40.010]  Harry's is so sure you'll love their shave, they'll send you their popular free trial set.
[01:21:40.010 --> 01:21:43.653]  It comes with a great razor, their world-famous blade, and shaving gel.
[01:21:43.653 --> 01:21:45.974]  Plus, they'll throw in their soothing post-shave balm.
[01:21:45.974 --> 01:21:46.495]  Also free!
[01:21:46.815 --> 01:21:48.296]  Just pay a minimal shipping charge.
[01:21:48.296 --> 01:21:51.919]  So take shaving into the new era and start enjoying it for a change.
[01:21:51.919 --> 01:21:56.043]  Just go to Harrys.com right now and enter code Radio 67 at checkout.
[01:21:56.043 --> 01:21:58.625]  That's Harrys.com, code Radio 67.
[01:21:58.625 --> 01:22:00.106]  That's Radio 6-7.
[01:22:00.106 --> 01:22:01.807]  All orders go into effect immediately.
[01:22:01.807 --> 01:22:04.910]  Curfews begin at 6pm and will be strongly enforced.
[01:22:04.910 --> 01:22:07.592]  Lawbreakers will be dealt with swiftly and justly.
[01:22:07.592 --> 01:22:09.194]  Ready for martial law?
[01:22:09.194 --> 01:22:10.875]  You trust Infidel for armor.
[01:22:11.215 --> 01:22:12.577]  Now trust us for training.
[01:22:12.577 --> 01:22:18.423]  To get you ready for the coming collapse, Infidel just released a new video and book called Driven.
[01:22:18.423 --> 01:22:19.484]  Real Warriors.
[01:22:19.484 --> 01:22:20.465]  Real Training.
[01:22:20.465 --> 01:22:23.088]  Buy now at DrivenDVD.com.
[01:22:23.088 --> 01:22:25.450]  That's DrivenDVD.com.
[01:22:25.450 --> 01:22:27.873]  Brought to you by Infidel Body Armor.
[01:22:27.873 --> 01:22:29.174]  Just won't quit.
[01:22:29.975 --> 01:22:37.440]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:22:37.440 --> 01:22:41.002]  Since 2005, thousands have depended on Berkey Purified Water.
[01:22:41.002 --> 01:22:45.645]  The Berkey guy provides the lowest price filtration systems in every size.
[01:22:45.645 --> 01:22:51.228]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:22:51.228 --> 01:22:51.328]  877-886-3653.
[01:22:51.328 --> 01:22:51.668]  GoBerkey.com
[01:22:59.693 --> 01:23:01.653]  Do you ever feel like you're being watched?
[01:23:01.653 --> 01:23:04.914]  Like someone or some company is tracking your every move online?
[01:23:04.914 --> 01:23:05.754]  I know I do.
[01:23:05.754 --> 01:23:10.436]  That's why I trust Private Internet Access VPN to keep me safe when I'm online.
[01:23:10.436 --> 01:23:13.956]  I use it to encrypt my traffic and use an anonymous IP address.
[01:23:13.956 --> 01:23:20.178]  Private Internet Access keeps your internet traffic safe from unwanted eyes so you can finally feel safe.
[01:23:20.178 --> 01:23:23.139]  $40 a year for peace of mind is a no-brainer.
[01:23:23.139 --> 01:23:26.119]  Sign up today at privateinternetaccess.com.
[01:23:26.119 --> 01:23:28.600]  Once again, that's privateinternetaccess.com.
[01:23:29.600 --> 01:23:32.221]  Hunters, anglers, campers, and survivalists.
[01:23:32.221 --> 01:23:33.301]  Get back to nature.
[01:23:33.301 --> 01:23:40.483]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:23:40.483 --> 01:23:43.844]  Slingbow products are compact and models start from just $17.98.
[01:23:43.844 --> 01:23:47.345]  They're perfect for your bug out bag or storing in your vehicle.
[01:23:47.345 --> 01:23:51.466]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:23:51.466 --> 01:23:55.987]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:23:55.987 --> 01:23:58.608]  Feel the thrill only at slingbow.com.
[01:24:06.107 --> 01:24:10.551]  There's a woman in the night, she's got a baby in her hand.
[01:24:10.551 --> 01:24:17.256]  Yeah, it's one more kid that'll never get to go to school, never get to be cool.
[01:24:17.256 --> 01:24:19.137]  I think that song says it all, I just butchered it.
[01:24:19.137 --> 01:24:28.505]  Keep us rolling for a minute.
[01:24:32.815 --> 01:24:37.178]  He's gone rockin'.
[01:24:37.178 --> 01:24:42.402]  The free world!
[01:24:42.402 --> 01:25:01.156]  They openly are saying that the alternative rights, fat drugs, Alex Jones, doesn't have a right to exist.
[01:25:06.224 --> 01:25:09.165]  Simply amazing.
[01:25:09.165 --> 01:25:23.489]  You know, Hillary, you failed back in the early 90s to strangle the Western Journalism Center that I think really is the vanguard of patriotic, libertarian, conservative media that became WorldNetDaily and even was before Drudge.
[01:25:23.489 --> 01:25:25.710]  And it's not about singling people out for credit.
[01:25:25.710 --> 01:25:31.392]  People need to know that they, you know, their own foundation, their own library, I keep going back to this all the time,
[01:25:33.326 --> 01:25:36.549]  The documents have been released via lawsuit said we've got to shut this down.
[01:25:36.549 --> 01:25:37.289]  This is dangerous.
[01:25:37.289 --> 01:25:40.732]  Well, looks like you failed.
[01:25:40.732 --> 01:25:53.202]  So the good news is you've tried and tried and tried and tried and tried and you keep failing and failing and failing and the audits and the harassment and the death threats and the PIs and all of it hasn't helped you.
[01:25:53.202 --> 01:26:00.087]  And look, more leaks are coming out even though the whistleblowers are getting shot four times in the back.
[01:26:00.087 --> 01:26:01.008]  You've taken our
[01:26:03.453 --> 01:26:05.755]  Restraint.
[01:26:05.755 --> 01:26:09.318]  And the fact that a lot of folks have been in a trance for weakness.
[01:26:09.318 --> 01:26:13.681]  But tyrants always find out when they start killing people openly.
[01:26:13.681 --> 01:26:15.783]  It's the beginning of the end.
[01:26:15.783 --> 01:26:19.126]  If you would have gone with soft power, you'd still be in control.
[01:26:19.126 --> 01:26:22.909]  But you're losing control very, very fast.
[01:26:22.909 --> 01:26:27.672]  Speaking of DrugsReport.com, for TV viewers, radio listeners should just go there, you can see it.
[01:26:27.672 --> 01:26:29.954]  How is the empire going to strike back?
[01:26:29.954 --> 01:26:30.875]  Well, right there.
[01:26:30.875 --> 01:26:31.776]  Headless Uber.
[01:26:33.285 --> 01:26:39.129]  I love how Drudge does that, because I would just come out and say, look, Uber admits their plan is to have driverless cars.
[01:26:39.129 --> 01:26:40.870]  They admit they want to have a monopoly.
[01:26:40.870 --> 01:26:44.452]  It's hooked into Rahm Emanuel's brother with billions of investment.
[01:26:44.452 --> 01:26:49.116]  That's why they're allowed to operate in all these liberal cities, even though they undercut the unions and screw everybody.
[01:26:49.116 --> 01:26:57.801]  I mean, I'm all for having competition and being picked up, but Uber wants a monopoly themselves and wants to work with the state to create one.
[01:26:57.801 --> 01:26:58.942]  I mean, it's even worse.
[01:26:58.942 --> 01:27:03.005]  It's taking innovation, but controlled innovation, so it takes over the market.
[01:27:04.224 --> 01:27:10.770]  Just like Google's doing so they can control information now and, you know, delist stories about Hillary's health.
[01:27:10.770 --> 01:27:12.131]  Headless Uber.
[01:27:12.131 --> 01:27:18.596]  Their goal, they said this three years ago but now they admit it openly, as Gizmodo, spotted a self-driving Uber in Pittsburgh.
[01:27:18.596 --> 01:27:19.717]  That's right.
[01:27:19.717 --> 01:27:22.660]  They're actually putting self-drivers on the road.
[01:27:22.660 --> 01:27:24.802]  They've got the insurance, they're willing to pay.
