[00:00:05.091 --> 00:00:05.852]  You've got it.
[00:56:29.917 --> 00:56:30.877]  We're all about to be killed.
[00:56:31.038 --> 00:56:31.858]  We're bad for the Earth.
[00:56:32.319 --> 00:56:34.200]  I'm like, okay, professor, kill yourself.
[00:56:34.801 --> 00:56:41.386]  Or okay, then stop bitching all day about, you know, how we're being mean to the dreamers when Mexico doesn't let people come there and be illegal like that.
[00:56:42.266 --> 00:56:44.869]  Oh, then you're all hurt selectively because it's all about
[00:56:45.720 --> 00:56:49.442]  Virtue signaling, not actually caring about humanity in the main.
[00:56:50.123 --> 00:56:51.143]  It's all about lies.
[00:56:51.183 --> 00:56:52.524]  It's all about dividing humanity.
[00:56:57.407 --> 00:56:57.587]  So...
[00:56:59.312 --> 00:57:04.014]  The way this is being deployed, even if there's accidents with it, it's going to get out of hand.
[00:57:04.134 --> 00:57:06.776]  And Congress is voting to legalize driverless cars everywhere.
[00:57:07.016 --> 00:57:08.556]  They're going to then pass laws and regulations.
[00:57:08.576 --> 00:57:09.357]  They're already saying it.
[00:57:09.477 --> 00:57:10.637]  I knew they'd do it years ago.
[00:57:10.918 --> 00:57:17.000]  And I said, watch, they'll claim humans are too dangerous and start taxing us and putting giant insurance costs on top of it.
[00:57:17.381 --> 00:57:20.682]  And then we'll be made obsolete by the cost, by the cars.
[00:57:20.922 --> 00:57:22.143]  You say, well, that's just the future.
[00:57:22.443 --> 00:57:31.814]  No it isn't because they're designing a future where we'll be removed from decision making and be removed from importance so we can be exited out of the door.
[00:57:32.094 --> 00:57:33.937]  The decision has been made!
[00:57:43.831 --> 00:57:46.893]  Because I saw it and I called his cell phone.
[00:57:47.433 --> 00:57:48.694]  So he's coming on to talk about it.
[00:57:49.234 --> 00:57:50.395]  We're already in an AI.
[00:57:50.455 --> 00:57:55.398]  We're already in an artificial system that censors things and controls things behind their computer wall.
[00:57:55.698 --> 00:57:56.858]  We're already being abused.
[00:57:57.739 --> 00:58:03.362]  Amazon already knows before you order a product what you're going to order days before and already has it packaged.
[00:58:03.402 --> 00:58:03.882]  Remember that?
[00:58:05.423 --> 00:58:06.764]  It already knows your subconscious.
[00:58:06.844 --> 00:58:07.464]  It's tracking it.
[00:58:07.825 --> 00:58:08.745]  It sees the patterns.
[00:58:08.805 --> 00:58:09.966]  You don't consciously see it.
[00:58:10.326 --> 00:58:11.607]  It's tracking the patterns.
[00:58:12.432 --> 00:58:20.965]  That's why you need to support independent economies outside of the globalist arc, like InfoWarsTore.com, where Super Mel Vitality is about to sell out.
[00:58:21.586 --> 00:58:23.369]  So we're going to have to cut the 57% off.
[00:58:23.389 --> 00:58:25.192]  We've never gone that low, but I want people to try it.
[00:58:25.833 --> 00:58:26.914]  Super Mel Vitality.
[00:58:28.180 --> 00:58:30.121]  We also have 50% off on Emrys Essentials.
[00:58:30.161 --> 00:58:35.243]  We also have 50% off right now on Caveman in chocolate and in strawberry.
[00:58:35.663 --> 00:58:36.803]  Please support the broadcast.
[00:58:36.823 --> 00:58:38.144]  Find out why these products are so great.
[00:58:38.604 --> 00:58:40.344]  X2 is also 57% off.
[00:58:40.865 --> 00:58:42.645]  Infowarsstore.com.
[00:58:43.406 --> 00:58:44.226]  Second hour coming up.
[00:58:44.286 --> 00:58:47.727]  You are listening to GCN.
[00:58:47.747 --> 00:58:48.788]  Visit GCNlive.com today.
[00:58:57.185 --> 00:58:59.127]  You're a f***ing anti-American!
[00:58:59.587 --> 00:59:01.328]  I'm an anti-American?
[00:59:01.348 --> 00:59:02.589]  You stupid bastard!
[00:59:02.969 --> 00:59:04.591]  I'm a f***ing patriot!
[00:59:07.393 --> 00:59:13.918]  Now you know you're winning the information war when the other side has no response but to resort to censorship.
[00:59:18.281 --> 00:59:18.961]  Drain the swamp?
[00:59:18.981 --> 00:59:24.766]  We're gonna have to drain the privilege out of Washington first because that's what the swamp feeds on, their privilege.
[00:59:25.677 --> 00:59:29.900]  I can't stand for people to exercise their First and Second Amendments together.
[00:59:30.380 --> 00:59:31.021]  You found it.
[00:59:31.361 --> 00:59:32.702]  It's the real news.
[00:59:33.162 --> 00:59:36.785]  That's what you have to look forward to.
[00:59:37.145 --> 00:59:40.067]  He's not sorry when snowflakes can't handle the truth.
[00:59:40.627 --> 00:59:42.689]  It's your host, David Knight.
[00:59:42.929 --> 00:59:45.851]  Start your mornings every Monday through Friday, 8 a.m.
[00:59:45.911 --> 00:59:47.111]  Central, 9 a.m.
[00:59:47.272 --> 00:59:47.632]  Eastern.
[00:59:48.072 --> 00:59:49.213]  Real News with David Knight.
[00:59:49.333 --> 00:59:51.875]  You can find us on infowars.com forward slash show.
[00:59:55.925 --> 01:00:00.030]  Leading a frontal assault on the lies of the New World Order.
[01:00:00.550 --> 01:00:01.892]  It's Alex Jones.
[01:00:10.801 --> 01:00:11.562]  Big Brother.
[01:00:12.923 --> 01:00:14.165]  Mainstream media.
[01:00:15.686 --> 01:00:16.788]  Government cover-ups.
[01:00:18.274 --> 01:00:19.194]  You want answers?
[01:00:20.195 --> 01:00:21.175]  Well, so does he.
[01:00:22.095 --> 01:00:36.739]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:00:36.759 --> 01:00:42.600]  Well, for the next 30 minutes, Ted Nugent is joining us, and I really appreciate him joining us today.
[01:00:43.981 --> 01:00:44.941]  I was listening to
[01:00:46.892 --> 01:00:57.218]  Channel 38 on XM, and I heard one of the talk show hosts going, you know, he's the best guitarist ever and we love him, but you know, he's kind of wacky.
[01:00:57.278 --> 01:01:02.640]  Uncle Ted claiming Facebook, censoring him, and he's really got 20-something million, but they only showed two million.
[01:01:03.021 --> 01:01:04.661]  Come on, you ought to be glad to have two million.
[01:01:05.302 --> 01:01:08.944]  And then I turned on the news that night and, you know, heard somebody make a snarky comment.
[01:01:08.984 --> 01:01:10.905]  I'm like, oh yeah, there's a hit piece out on Ted Nugent.
[01:01:11.710 --> 01:01:19.737]  I went and printed off, no exaggeration, like 50 mainstream news articles admitting Facebook is censoring conservatives and libertarians and working with the CIA to do it.
[01:01:20.038 --> 01:01:23.040]  That's the CIA that Obama still has people in there working with.
[01:01:23.060 --> 01:01:29.206]  So I wanted to talk about that, the state of the country, the Korea situation, the hurricane.
[01:01:30.187 --> 01:01:31.888]  Later this month he's going out to Okinawa.
[01:01:32.915 --> 01:01:33.835]  Well, I appreciate it, Alex.
[01:01:33.855 --> 01:01:39.617]  First of all, we'll keep the spirit ultra-buoyant and positive by saying happy hunting season across America, September 2017.
[01:01:52.196 --> 01:01:52.817]  Absolutely.
[01:01:53.037 --> 01:01:55.019]  This is a short segment, longer segment coming up.
[01:01:55.660 --> 01:02:04.550]  Just recapsulate what you were told about what's happened to your Facebook, because I personally check it out all the time, and I remember it had like 26 million one day.
[01:02:04.590 --> 01:02:08.394]  I was looking at it a few years ago, and then I went back like a month later, there was 2 million.
[01:02:08.434 --> 01:02:11.197]  I've never seen them jack with somebody's Facebook like yours.
[01:02:12.129 --> 01:02:24.823]  Well, truth, logic, and common sense is what I represent, and the leftists and the Antifa and the electronic goofballs out there in charge of social media, they can't debate me.
[01:02:24.863 --> 01:02:26.244]  You know they can't debate me.
[01:02:26.424 --> 01:02:31.410]  They know they can't debate me because I've got all the evidence, all the history, all the facts, all the data.
[01:02:31.630 --> 01:02:31.990]  I don't
[01:02:49.222 --> 01:02:56.669]  I'm not going to tell you what he does.
[01:02:56.869 --> 01:03:10.322]  All I can tell you is that he knows everything about social media and all this technology, and he knows for a fact that I'm between 25 and 35 million reach on my Facebook, but Facebook only admits 3.5 million.
[01:03:10.562 --> 01:03:14.686]  So once again, the truth will get out there in spite of those that hate the truth.
[01:03:15.763 --> 01:03:16.363]  Absolutely.
[01:03:16.463 --> 01:03:29.911]  Well, I had them approach me a few years ago and say, buy advertising and we'll let you actually reach your fans who are trying to get there, but they're not putting, even though they sign up to want to see your post, my post, they're not letting our posts get to them.
[01:03:30.251 --> 01:03:31.312]  So it's truly sickening.
[01:03:31.352 --> 01:03:42.718]  But as you said, there you are getting 25 million people responding, but then they're saying that you have way less than that, when that was just one story that had that, they're saying you have less than that in a month.
[01:03:43.595 --> 01:03:56.360]  You know, and those controversial moments, which you don't have to look very hard to find, they happen every few minutes with just the fake news outrage that has been attacking me for the last 45 plus years.
[01:03:56.420 --> 01:04:00.622]  I mean, the things they say about me, Alex, are just insane.
[01:04:00.702 --> 01:04:03.743]  They just pull stuff out of their ass and make stuff up every day.
[01:04:03.803 --> 01:04:04.463]  Same with me!
[01:04:04.884 --> 01:04:05.364]  Same with me!
[01:04:06.084 --> 01:04:07.605]  Just the nastiest stuff.
[01:04:07.665 --> 01:04:10.666]  I'm not going to repeat it here because it's just insane.
[01:04:10.706 --> 01:04:13.147]  But those people that know me, you and I know each other.
[01:04:13.247 --> 01:04:13.907]  I know people.
[01:04:13.947 --> 01:04:15.808]  I've been on the road all summer again.
[01:04:15.848 --> 01:04:17.149]  I did my 6,628th concert last week.
[01:04:17.169 --> 01:04:17.809]  That's 6,628 concerts.
[01:04:17.829 --> 01:04:18.890]  And most importantly, Alex,
[01:04:24.432 --> 01:04:27.234]  I don't just do concerts and then order room service.
[01:04:27.454 --> 01:04:33.078]  I have meetings with the community every day, Alex, all my life, all my career.
[01:04:33.398 --> 01:04:42.164]  Hang out with cops and teachers and hardware store operators and pipeline CEOs and ranchers and welders and bow hunters
[01:04:42.764 --> 01:04:44.445]  You've got your finger on the pulse of America.
[01:04:44.505 --> 01:04:45.505]  Ted Nugent, stay there.
[01:04:46.205 --> 01:04:47.705]  Let's talk about the censorship.
[01:04:48.005 --> 01:04:53.007]  I'll go over some mainstream news articles confirming you're right, and then I'm going to ask you, what do we do about this?
[01:04:53.067 --> 01:04:58.608]  Because, you know, these platforms operate as monopolies, and they're trying to violate our civil rights.
[01:04:58.728 --> 01:05:02.769]  What do we do when we have voices to talk about the censorship that's getting so bad?
[01:05:08.820 --> 01:05:15.422]  We've got great air filters, great water filters, great non-GMO heirloom seeds, great books, great films, great Patriot apparel to meet like-minded people.
[01:05:15.642 --> 01:05:18.042]  And we've got a new humongoid sale.
[01:05:18.202 --> 01:05:21.503]  Not the number of things that are on massive sale, but on what's on sale.
[01:05:21.663 --> 01:05:23.804]  Out for months, not been on sale for months and months.
[01:05:23.844 --> 01:05:28.485]  We've never offered Super Mel Vitality non-concentrated herbs, cold-pressed.
[01:05:28.685 --> 01:05:31.445]  Super Mel Vitality, 57% off.
[01:05:31.545 --> 01:05:35.766]  It's never been the price it is right now, with 3,596 reviews, 4.6 reviews total by third-party sites.
[01:05:38.667 --> 01:05:39.488]  Unprecedented.
[01:05:39.588 --> 01:05:40.649]  And it's cold-pressed.
[01:05:40.789 --> 01:05:42.711]  That's why super mayo is so different.
[01:05:42.731 --> 01:05:46.836]  People say, well, I know these compounds work because it's admitted in science and these are other what you sell.
[01:05:47.116 --> 01:05:51.100]  BuzzFeed said it's like there's already best-selling stuff that's been certified as healthy and good forever.
[01:05:51.140 --> 01:05:52.321]  Why these aren't anything new?
[01:05:52.361 --> 01:05:56.385]  Because why do something new when you can have the oldest and best but cold-pressed?
[01:05:56.405 --> 01:05:57.106]  Dude.
[01:05:57.126 --> 01:05:58.027]  Dude.
[01:06:15.166 --> 01:06:16.747]  How do you get in here?
[01:06:16.787 --> 01:06:21.108]  You're supposed to be with a few people outside.
[01:06:21.228 --> 01:06:28.690]  How about... How about all week they're talking about the mass of crowds that are going to be outside.
[01:06:28.730 --> 01:06:30.411]  Well, it's hot out.
[01:06:30.731 --> 01:06:31.431]  It is hot.
[01:06:31.531 --> 01:06:33.452]  I think it's getting warm.
[01:06:33.492 --> 01:06:36.973]  You know, they show up with the helmets and the black masks.
[01:06:37.033 --> 01:06:40.054]  They've got gloves and they've got everything.
[01:06:40.234 --> 01:06:40.974]  Antifa!
[01:07:04.133 --> 01:07:08.196]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:07:08.837 --> 01:07:19.245]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:07:20.146 --> 01:07:24.511]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:07:24.951 --> 01:07:32.919]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:07:33.360 --> 01:07:40.727]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:07:41.088 --> 01:07:43.050]  Wake up refreshed and take on the day.
[01:07:43.510 --> 01:07:51.014]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:07:51.454 --> 01:07:54.836]  Get the sleep you deserve and experience the power of knockout.
[01:07:55.116 --> 01:07:59.198]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:07:59.498 --> 01:08:00.959]  That's InfoWarsLife.com.
[01:08:14.585 --> 01:08:22.811]  Coming to you from the former United States of America, from deep in the heart of Texas, it's Alex Jones!
[01:08:25.333 --> 01:08:28.075]  And the Rock and Roll Anthem Stranglehold!
[01:08:28.095 --> 01:08:39.284]  By one of the greatest guitarists ever, the Motor City Madman who spends his time between Michigan, beautiful country, just up there last year doing some hunting, and good old Texas.
[01:08:40.768 --> 01:08:42.930]  Ted Nugent's with us to the bottom of the hour.
[01:08:43.030 --> 01:08:59.447]  Now again, the reason I called him this weekend, he was gracious to come on on short notice, is I listen to some of the channels on XM and I like Heavy Rock, which now Liberal Homeland Security in Canada has said is a sign that you're a racist hate monger.
[01:08:59.487 --> 01:09:01.409]  That's mainstream news today, but seriously,
[01:09:02.290 --> 01:09:08.912]  I like listening to Ted Nugent, so I was literally tuning in to hear something like Ted Nugent, and I hear the host making fun of Ted.
[01:09:09.152 --> 01:09:14.133]  Ted's the best guitarist ever, always so wonderful, got a bunch of Ted Nugent coming up, but he claims he's being censored.
[01:09:14.393 --> 01:09:15.673]  Everybody knows that's not happening.
[01:09:16.053 --> 01:09:24.415]  Well, I just happened to print more than 50 mainstream news articles, and while he's talking, I'm just going to be showing them for the TV audience, but here's a few for radio.
[01:09:24.896 --> 01:09:30.237]  Facebook trending news excludes Drudge Report, Breitbart, InfoWars, and they admit they are.
[01:09:31.445 --> 01:09:32.066]  Here's the hill.
[01:09:32.607 --> 01:09:35.473]  Report Facebook omit conservative topics from trending list.
[01:09:36.816 --> 01:09:37.377]  Gizmodo.
[01:09:37.697 --> 01:09:40.723]  Former Facebook workers we routinely suppress conservative news.
[01:09:42.287 --> 01:09:49.129]  Social Media Giant Organizing Trust and Safety Council with Islamist and Feminist to Censor Conservative News Sites.
[01:09:49.149 --> 01:09:49.489]  That's right.
[01:09:50.109 --> 01:09:51.989]  Jihad Watch has been banned off PayPal.
[01:09:52.049 --> 01:09:53.450]  They're trying to ban us right now.
[01:09:54.150 --> 01:09:57.831]  But actual Jihad groups with Linda Saussure can be on there.
[01:09:58.531 --> 01:10:01.111]  Facebook Blacklist Trending News Stories Daily.
[01:10:01.411 --> 01:10:02.231]  Contractors Say.
[01:10:02.952 --> 01:10:05.492]  Facebook Bans Conservatives for Complaining About Censorship.
[01:10:06.052 --> 01:10:08.133]  Facebook to Decide What's Real vs. Fake News.
[01:10:09.053 --> 01:10:11.533]  Facebook now last week bans conservative advertising.
[01:10:11.894 --> 01:10:14.994]  Soros finances group helping Facebook flag disputed stories.
[01:10:17.294 --> 01:10:20.015]  This is Associated Press, Reuters, New York Times.
[01:10:20.375 --> 01:10:24.576]  Senator demands answers from Facebook on claims of trending list bans.
[01:10:24.856 --> 01:10:27.256]  So there's now investigations in Congress about this.
[01:10:27.516 --> 01:10:37.618]  I'm going to stop right there because I don't want to waste our time we've got with Ted Nugent here, but I want to defend him because on TV and radio this weekend, and I'm not a big consumer of TV and radio,
[01:10:38.976 --> 01:10:41.960]  I heard him being trashed because there's a talking point out.
[01:10:42.241 --> 01:10:51.554]  They don't want somebody, one of the top rock stars ever, sold out shows everywhere, loved across the board, hundreds of millions of fans on the internet, to have
[01:10:52.748 --> 01:10:54.850]  His word, you know, out there about being censored.
[01:10:54.870 --> 01:10:58.893]  They want to make a joke about it to discredit everybody when they admit they're censoring.
[01:10:58.933 --> 01:11:00.934]  So that's why this is a big deal.
[01:11:01.255 --> 01:11:03.576]  It is happening and we're going to discuss it.
[01:11:03.636 --> 01:11:04.737]  Google, Facebook, Twitter.
[01:11:04.957 --> 01:11:07.059]  They're all censoring libertarians, conservatives.
[01:11:07.239 --> 01:11:08.980]  They've been censoring Trump's Twitter feed.
[01:11:09.321 --> 01:11:09.841]  Drudge!
[01:11:10.101 --> 01:11:11.482]  They've been calling his...
[01:11:12.543 --> 01:11:19.192]  Information inappropriate when it's links to jobs numbers and stuff or to NASA reporting on an asteroid.
[01:11:19.432 --> 01:11:21.655]  They are censoring all of us at an alarming rate.
[01:11:21.735 --> 01:11:22.837]  They admit they are.
[01:11:23.237 --> 01:11:25.320]  So, Ted Nugent, what do we do about it?
[01:11:26.246 --> 01:11:29.227]  Well, you do what I do, and what you do, you raise hell.
[01:11:29.247 --> 01:11:37.269]  You know, I've talked about this so many times before, but the media is so infested with anti-Americanism.
[01:11:37.329 --> 01:11:49.271]  They literally scoff and mock at me and you and the Constitution, the Bill of Rights, and those great American rednecks that saved all those people in Corpus Christi in Houston and in Louisiana.
[01:11:49.311 --> 01:11:50.652]  I just wrote another article.
[01:11:50.992 --> 01:11:55.173]  I write for a dozen or so publications, including deer and deerhunting.com.
[01:11:56.033 --> 01:12:17.313]  Now if everybody would think about that, deer and deerhunting.com, I weave in the politics that is the tip of the culture war spear, which is anti-gun, anti-hunting, anti-independence, anti-rugged individualism, and those are the people that saved all those people in the Harvey aftermath, and in fact it's still going on.
[01:12:17.533 --> 01:12:20.716]  Those are duck hunters, those are deer hunters, those are NRA members.
[01:12:21.256 --> 01:12:43.621]  I just couldn't get over it, Alex, that even on CNN and some of the anti-American fake newsmasters, they would show these guys in these lifted pickup trucks and these mossy oak camouflage boats, saving people of every ethnicity, every color, every walk of life, and they would have t-shirts with crossed AR-15s and say, Melon Rube, come and get them.
[01:12:43.861 --> 01:12:50.623]  So they couldn't censor the live reports that what you and I represent is the heart
[01:12:50.803 --> 01:12:54.305]  They're the heart and soul of this country, so they have to make fun of me.
[01:12:54.485 --> 01:13:13.054]  And if you've noticed, only after I'm done with the interview, they never challenge me when I'm on the air with them, because they know I'll eat them alive, because I've got all the facts, all the data, all the history, all the current and historical information to make my point, because it's not my point.
[01:13:13.094 --> 01:13:15.815]  It's self-evident truth, logic and common sense.
[01:13:16.175 --> 01:13:16.696]  We're good to go.
[01:13:35.832 --> 01:13:36.393]  I think so.
[01:13:54.092 --> 01:13:59.076]  Ultimately, constitutional accountability from our elected employees.
[01:13:59.337 --> 01:14:08.384]  So the real curse in America isn't the enemy that's winning in the media and academia and too often in government, even though now we've got the right administration.
[01:14:08.444 --> 01:14:10.065]  Boy, we could talk about that.
[01:14:10.385 --> 01:14:13.108]  Those are all my guys with Trump.
[01:14:13.288 --> 01:14:17.731]  Those are all real American working hard, playing hard, constitutionalists.
[01:14:17.932 --> 01:14:19.753]  But we the people, each individual
[01:14:19.793 --> 01:14:22.335]  Wow, Ted Nugent is on fire as usual.
[01:14:22.355 --> 01:14:23.375]  When is he not in Fuego?
[01:14:45.629 --> 01:14:56.795]  We have several videos we shot in Austin last week in Houston and in Austin where and some of these videos have like 10, 12, 14 million views apiece because it's so incredible.
[01:14:57.275 --> 01:15:10.742]  We show the loving, caring people of all race, colors, and creeds coming together in Houston and then we show the protesters against Trump coming that the media kind of ignored because they knew this looked bad and they are the most hateful, evil,
[01:15:11.602 --> 01:15:38.525]  Vicious people and then we've had reporters in the situation in Virginia three weeks ago and out in San Francisco when the Antifa shows up throwing feces, urine, beating people, attacking folks and Trump says hey the white supremacists are bad but so is the Antifa and the media says he's evil and wrong but now three weeks later Pelosi and all of them have had to come out and admit
[01:15:39.454 --> 01:15:44.744]  That indeed it's true and Antifa has now been listed as a terrorist organization.
[01:15:45.185 --> 01:15:51.195]  So they've absolutely had to eat crow and admit that Trump was right when he came out and said yeah both sides were wrong.
[01:15:52.149 --> 01:15:57.355]  And Alex, that's the manifestation of what I just said is what we're supposed to do.
[01:15:57.715 --> 01:16:00.238]  Believe me, Pelosi is the enemy.
[01:16:00.578 --> 01:16:03.401]  Maxine Waters, I don't even know what planet she's from.
[01:16:03.441 --> 01:16:11.990]  I mean, the Democrats, the left, the liberals, these are strange, bizarre, anti-logic, anti-American freaks.
[01:16:12.510 --> 01:16:14.131]  Each and every one of them.
[01:16:14.391 --> 01:16:32.178]  If you just watch Maxine Waters try to find a syllable, and you can actually say, I'm on her side, that's a direct result of we the people electing Donald Trump and showing support for Donald Trump, that even those freaks like Pelosi, they have to acquiesce.
[01:16:32.478 --> 01:16:41.041]  That's the perfect example of when we the people put pressure on our elected employees, that even the worst of the worst, like Pelosi, they have
[01:16:41.101 --> 01:16:41.622]  We're good.
[01:16:49.426 --> 01:16:50.667]  We're good to go.
[01:17:14.444 --> 01:17:15.045]  Exactly.
[01:17:15.405 --> 01:17:16.366]  How big of a victory?
[01:17:16.386 --> 01:17:17.828]  Because Trump didn't do a victory lap.
[01:17:17.848 --> 01:17:19.310]  He was too busy with Hurricane Harvey.
[01:17:20.531 --> 01:17:21.672]  And I follow your Facebook.
[01:17:21.932 --> 01:17:23.194]  I saw you did a few posts on it.
[01:17:23.214 --> 01:17:33.465]  But as libertarians, as conservatives, it's just common sense, Americana, like you say, working hard, playing hard, red-blooded, you know, humans who aren't sissies and who aren't trying to be victims.
[01:17:33.965 --> 01:17:35.207]  We have kind of a problem, though.
[01:17:35.247 --> 01:17:40.015]  We always get proven right, we keep moving forward, and we never double back and say, see, we were right.
[01:17:40.075 --> 01:17:41.177]  We just did it there.
[01:17:41.658 --> 01:17:44.903]  But I think more and more, we've got to kind of point out to folks, listen!
[01:17:45.953 --> 01:17:50.016]  Listen, you know, folks promoting Americana know what we're talking about.
[01:17:50.056 --> 01:17:53.319]  You want to live in North Korea, you want to live in Venezuela, get your ass down there.
[01:17:53.679 --> 01:17:55.281]  Stop bitching and complaining.
[01:17:55.561 --> 01:18:00.285]  Why do Pelosi and Michael Moore want to mount America's head on the wall?
[01:18:00.385 --> 01:18:12.614]  Why do they in their own internal documents, more of them come out in emails talking about how much they hate America and hate God and hate prosperity and Hillary calls her supporters dumb basement dwellers and talks about how they want free stuff.
[01:18:12.855 --> 01:18:14.396]  Well, lady, that's what you advertise.
[01:18:14.716 --> 01:18:16.697]  You know, at least we tell folks, don't try to get free stuff.
[01:18:16.817 --> 01:18:17.777]  Nothing's ever free.
[01:18:18.017 --> 01:18:22.159]  She says she's got free stuff, and then hates her own poor constituents!
[01:18:22.919 --> 01:18:28.441]  Well, that's why your spotlight on the cockroaches, Alec, is so important.
[01:18:28.461 --> 01:18:35.643]  That's really what we the people, that's what our job is as experimenters and self-government, to spotlight the cockroaches.
[01:18:35.663 --> 01:18:39.305]  You've perfected that over the years, and in my own little guitar-playing world,
[01:18:40.385 --> 01:18:47.347]  I mean, I just wrapped up the greatest tour of my life with the most amazing music and the band and the crowd and my crew.
[01:18:47.847 --> 01:18:50.108]  Every night was just phenomenal.
[01:18:50.208 --> 01:18:50.728]  All summer.
[01:18:50.748 --> 01:18:56.670]  And now I'm taking it to Okinawa for the ultimate rock and roll concert for the United States Marine Corps.
[01:18:57.090 --> 01:18:58.491]  Just downwind of Yong'un.
[01:18:59.611 --> 01:19:02.873]  I don't know what button to push there, but you're absolutely correct.
[01:19:03.353 --> 01:19:18.520]  The manifestation of a cultural deprivation is the fact that the spotlight has finally hit the right cockroach, because Donald Trump represents a crowbar upside the head of status quo politics.
[01:19:18.560 --> 01:19:21.382]  He represents the lights coming on at midnight.
[01:19:21.402 --> 01:19:22.942]  The lights are coming on, absolutely.
[01:19:22.982 --> 01:19:24.023]  That's what our job is.
[01:19:25.660 --> 01:19:28.482]  Look, I don't want to toot your horn, but this is real strategy.
[01:19:28.622 --> 01:19:33.226]  You on the NRA board were able to get a more hardcore and more like Gunners America.
[01:19:33.646 --> 01:19:34.947]  And you were somebody that pushed for that.
[01:19:35.007 --> 01:19:37.389]  And now the NRA is more amazing than ever.
[01:19:37.809 --> 01:19:39.330]  Best organization on earth, in my view.
[01:19:40.151 --> 01:19:49.738]  But there are a lot of folks in conservative that still get intimidated by kind of the mainline neocon or rhino stuff that, oh, Ted Nugent's a little extreme.
[01:19:49.798 --> 01:19:51.380]  Oh, Alex Jones, he's way extreme.
[01:19:51.700 --> 01:19:52.741]  Then they misquote who we are.
[01:19:52.821 --> 01:19:54.262]  But if they really pay attention,
[01:19:55.538 --> 01:19:58.240]  You, more than anybody, you said you're a little corner of a guitar.
[01:19:58.340 --> 01:20:09.068]  You are, other than Trump and a Nigel Farage or a Ron Paul, you know there's certainly some Libertarians or myself, I mean there's only five or six, seven big guys that are out front.
[01:20:09.368 --> 01:20:16.093]  And you, before Trump came along, were the biggest standard bearer for conservative, Libertarian, Americana.
[01:20:16.593 --> 01:20:17.694]  A god, guns and guts.
[01:20:17.774 --> 01:20:18.335]  It's just a fact.
[01:20:18.935 --> 01:20:20.857]  Well, I don't mince words.
[01:20:20.877 --> 01:20:21.798]  I don't play games.
[01:20:21.878 --> 01:20:24.900]  I know that I don't have to defend my right to hunt.
[01:20:25.041 --> 01:20:25.941]  I celebrate it.
[01:20:25.981 --> 01:20:28.904]  I don't have to defend my right to keep and bear arms.
[01:20:29.004 --> 01:20:31.286]  I promote it and celebrate it.
[01:20:31.306 --> 01:20:36.891]  The NRA will tell you that the reason I get more votes than any member of the Board of Directors, pretty much 90% of them,
[01:20:38.132 --> 01:20:39.473]  And that's where I was going!
[01:20:39.513 --> 01:20:44.797]  That's where I was going, is that it's people like you and Charlton Heston that made us what we are today, that took us over this hump,
[01:21:08.372 --> 01:21:28.792]  Where we have a fighting chance against the collectivist, and then to sit there and watch kind of the establishment Republicans act like you're an outsider, Trump's an outsider, when you and others have brought them Congress, the Awakening, the guys in the duck boats, all of us together, and then to still have the blue blood Republicans, the country club Republicans, looking down their noses at us, when you are the guy that reformed the NRA.
[01:21:29.492 --> 01:21:36.360]  You're the guy that we can really owe for probably turning the whole Second Amendment battle around, that and Charlton Heston before you, who I know you work closely with.
[01:21:36.380 --> 01:21:46.450]  So that said, I'm asking you to really realize that I understand you're self-deprecating and you don't want to toot your own horn, but Ted, other than Trump,
[01:21:47.391 --> 01:22:00.060]  You're one of the main leaders out there, so I'm just asking you to use that great brain you've got to think of what you can do more to general people into being more aggressive so that the weak-kneed Republicans don't basically win the day.
[01:22:00.300 --> 01:22:02.261]  I'm asking you the same thing I did ten years ago.
[01:22:02.541 --> 01:22:04.303]  I said, please get in there and kick some ass at the NRA.
[01:22:04.343 --> 01:22:06.124]  And it's not that I asked you so you did it.
[01:22:06.304 --> 01:22:07.225]  A lot of folks were doing it.
[01:22:07.385 --> 01:22:08.946]  But I'm saying, you cleaned up the NRA.
[01:22:09.346 --> 01:22:10.647]  Can you help us clean up the Republicans?
[01:22:11.849 --> 01:22:12.429]  Absolutely.
[01:22:12.489 --> 01:22:13.789]  I see it happening all the time.
[01:22:13.809 --> 01:22:24.412]  I was with a gal on Fox Television last week, or a couple weeks ago, when I was wrapping up the tour in New York City, and her name is Lena Epstein.
[01:22:25.072 --> 01:22:31.473]  And she's a hellraiser, and she understands that we've got to get back to the brass tacks.
[01:22:31.493 --> 01:22:35.574]  We've got to get back to the right to keep and bear arms, not to be infringed.
[01:22:35.594 --> 01:22:39.115]  We don't need any government paperwork for our First Amendment.
[01:22:39.455 --> 01:22:43.137]  And we sure as hell shouldn't need any government paperwork for our Second Amendment.
