[00:00:09.617 --> 00:00:10.558]  Another time.
[01:07:35.420 --> 01:07:35.921]  Sorry.
[01:07:36.501 --> 01:07:38.043]  The MLB is Hispanic.
[01:07:38.323 --> 01:07:38.764]  Sorry.
[01:07:39.024 --> 01:07:50.175]  I was about to say, I was an okay football player, but by the time I was a sophomore and they put me on varsity in a 5A team in Dallas, and huge black guys and white guys were running me over, I said, I quit.
[01:07:50.815 --> 01:07:51.816]  I have broken ribs.
[01:07:51.936 --> 01:07:53.378]  They're like, well, you did some good tackles.
[01:07:53.418 --> 01:07:54.759]  I'm like, dude, I'm done.
[01:07:55.120 --> 01:07:58.003]  And again, it wasn't like I was mad that most of the guys running over me were black.
[01:07:58.283 --> 01:07:59.504]  It was just that's the way it was.
[01:08:01.786 --> 01:08:06.691]  From the front lines of the information war, it's Alex Jones.
[01:08:07.052 --> 01:08:07.672]  Watch me!
[01:08:08.913 --> 01:08:09.554]  Watch me!
[01:08:10.915 --> 01:08:11.436]  I got it!
[01:08:12.737 --> 01:08:13.278]  Watch me!
[01:08:14.697 --> 01:08:23.085]  I don't care how big you are I don't care how high you think you are If you come for me, I'm coming for you
[01:08:40.965 --> 01:08:51.272]  And so, whether it's the President of the United States of America or any of his cabinet, we will say to them, we will resist you.
[01:08:52.073 --> 01:08:56.616]  We will not allow you to damage this country in the way that you're doing.
[01:08:57.176 --> 01:08:59.818]  We will not allow you to take us backwards.
[01:09:00.339 --> 01:09:04.782]  Not only will we resist you, we will impeach you, Mr. President!
[01:09:08.857 --> 01:09:15.301]  And so, I know that you are as inspired as I am this evening.
[01:09:15.962 --> 01:09:22.726]  I want you to know that I said, and I'll say it over and over again, reclaiming my time!
[01:09:24.347 --> 01:09:26.088]  Now here's Pelosi, even stupider.
[01:09:26.248 --> 01:09:31.431]  How could the Park Service justify denying that organization their free speech rights?
[01:09:32.052 --> 01:09:35.654]  Because the Constitution does not say that a person can shout.
[01:09:39.051 --> 01:09:43.732]  If you are endangering people, then you don't have a constitutional right to do that.
[01:09:44.652 --> 01:09:52.273]  It's yell fire in a theater and you can't have pre-constraint on speech saying you think someone's going to yell fire.
[01:09:52.973 --> 01:10:07.356]  If someone says we're going to go have a rally at the Capitol to gather a group together to blow up the legislature, then you have admitted criminal intent to commit criminal acts and organize criminal acts and engage in terrorism
[01:10:08.700 --> 01:10:14.223]  To influence the political process, and then you get SWAT teamed, and then you get sent to a Supermax prison!
[01:10:16.264 --> 01:10:21.447]  Whereas I didn't like the alt-right group that was out there, and neither did Jack Posobiec or Mike Cernovich or anybody.
[01:10:21.968 --> 01:10:24.589]  You know, we've been invited to speak at all those, and we said, no, it's stupid.
[01:10:24.809 --> 01:10:25.970]  We want to be inclusive!
[01:10:27.231 --> 01:10:30.653]  Not the Democratic Party that's all about division while claiming they're trying to stop it.
[01:10:31.912 --> 01:10:34.234]  White Nationalists, KKK, they've got their rights.
[01:10:34.715 --> 01:10:37.558]  And so now because Charles Bartley came out and said, I don't care about those idiots.
[01:10:38.238 --> 01:10:38.859]  I got my own life.
[01:10:38.899 --> 01:10:39.539]  I'm successful.
[01:10:39.560 --> 01:10:39.960]  Screw them.
[01:10:39.980 --> 01:10:41.301]  I'm not giving attention to a bunch of losers.
[01:10:41.501 --> 01:10:43.724]  They went, oh, you're a white supremacist!
[01:10:44.965 --> 01:10:47.027]  They're calling George Foreman names because he likes Trump.
[01:10:49.758 --> 01:10:50.859]  It's insane!
[01:10:52.060 --> 01:11:00.605]  It's totally out of control, but this is the desperate Democratic Party that is now saying they're going to have a House Commission with Pelosi and with Maxine Waters on it.
[01:11:00.705 --> 01:11:01.346]  I'm not kidding.
[01:11:01.366 --> 01:11:02.466]  It was on CNN this morning.
[01:11:03.367 --> 01:11:06.589]  They're going to be on this commission about Trump's mental health.
[01:11:07.570 --> 01:11:15.675]  These women, if you watch their press conferences, it's the best unintentional comedy until you realize how dangerous they are because they're calling for
[01:11:17.739 --> 01:11:25.601]  You know, to stop Putin and his attack on Korea, as if there's not a North or South, or as if Putin's not involved in Korea, except for a small border.
[01:11:26.161 --> 01:11:35.004]  That's how crazy, as he goes, well Aleppo in Korea, lady, Aleppo is in Syria, that's the Middle East, not the Far East.
[01:11:36.264 --> 01:11:38.305]  Not South Central Asia, Southeast Asia.
[01:11:38.685 --> 01:11:43.426]  These people, how about we have the congressman from Georgia, what's his name?
[01:11:45.114 --> 01:11:51.159]  The one that Hank whatever, the one that thinks, yeah Hank Johnson, the one that thinks Guam is floating.
[01:11:51.840 --> 01:11:53.902]  And the Admiral thought he was joking and he wasn't joking.
[01:11:53.922 --> 01:11:58.046]  He said, well if we put too many troops on the island, will it not capsize?
[01:11:58.946 --> 01:12:00.248]  Fancy word, you learned.
[01:12:02.009 --> 01:12:03.771]  A sailboat, you know, floating?
[01:12:05.882 --> 01:12:09.845]  Talk about Twilight Zone.
[01:12:10.146 --> 01:12:13.649]  Meanwhile, you have conversations with Trump or you see him work 18 hours a day.
[01:12:14.029 --> 01:12:22.616]  It's like, how is this guy hardly ever stumble his words, totally focused, incredible memory, like a machine finishing your sentences for you.
[01:12:22.957 --> 01:12:25.659]  He's a superman compared to these people.
[01:12:28.868 --> 01:12:32.593]  Putin's in Aleppo, North Korea.
[01:12:33.074 --> 01:12:35.337]  He's the Putin attacking Korea.
[01:12:36.399 --> 01:12:39.102]  And George W. Bush is president.
[01:12:39.383 --> 01:12:41.806]  And the islands are floating.
[01:12:43.669 --> 01:12:45.712]  And you ask yourself, who is running things?
[01:12:46.974 --> 01:12:54.859]  Meanwhile, results, economy exploding, all these amazing things happening, and they're just trying to block it with big central banks and Goldman Sachs going, the economy's going under!
[01:12:55.019 --> 01:12:56.120]  The economy's going under!
[01:12:56.260 --> 01:12:57.341]  We're raising interest rates!
[01:12:57.581 --> 01:12:58.762]  Obamacare's gonna stay!
[01:12:58.902 --> 01:12:59.983]  You're not getting tax cuts!
[01:13:00.023 --> 01:13:00.463]  Please!
[01:13:00.803 --> 01:13:01.584]  Economy fall!
[01:13:05.707 --> 01:13:07.047]  And the left cheerleading, yay!
[01:13:07.067 --> 01:13:07.708]  Depression!
[01:13:07.768 --> 01:13:08.308]  Get Trump!
[01:13:08.408 --> 01:13:11.110]  I mean, talk about loving your servitude.
[01:13:11.150 --> 01:13:12.811]  Talk about hating yourself.
[01:13:12.851 --> 01:13:14.052]  Talk about mind control.
[01:13:14.292 --> 01:13:16.514]  Talk about a cult of idiots.
[01:13:18.635 --> 01:13:24.380]  And then meanwhile, our story's up on DrudgeReport.com.
[01:13:24.660 --> 01:13:26.061]  Hurricane Harvey hysteria.
[01:13:26.481 --> 01:13:31.205]  Consumers, customers fight as stores sell out of water.
[01:13:31.245 --> 01:13:32.186]  A Don Salazar article.
[01:13:32.546 --> 01:13:35.448]  Storm is expected to upgrade now to Category 3, which it was.
[01:13:35.929 --> 01:13:39.011]  It's Harvey to make landfall tonight, bringing 40 inches of rain.
[01:13:39.231 --> 01:13:40.332]  They get 3 inches in Houston.
[01:13:40.352 --> 01:13:40.933]  They flood.
[01:13:42.254 --> 01:13:45.016]  Worst case scenario looms for Texas with Hurricane Harvey.
[01:13:46.696 --> 01:13:47.696]  Storm of the decade!
[01:13:47.816 --> 01:13:50.877]  Perfect conditions can make Harvey the strongest hurricane hit the U.S.
[01:13:51.017 --> 01:13:57.679]  in 12 years as Texans are told to get out of Dodge before 130 mile an hour winds and rain cause alligator infested floods.
[01:13:58.519 --> 01:13:59.139]  It's actually true.
[01:13:59.699 --> 01:14:04.041]  Hurricane Harvey could be the flooding disaster as the storm stalls over Texas.
[01:14:05.381 --> 01:14:12.923]  There is a creek on a place we used to live in that when it rained three or four inches it would flood right up the house.
[01:14:15.615 --> 01:14:20.219]  I gotta, you know, get with my ex-wife, tell her on the phone, just say, you need to, she still lives there, you need to get to high ground.
[01:14:20.279 --> 01:14:21.720]  I mean, I'm sure she is.
[01:14:21.760 --> 01:14:24.702]  This is just absolutely out of control.
[01:14:24.722 --> 01:14:28.625]  I mean, there will be deaths from this, you can believe it.
[01:14:30.103 --> 01:14:33.424]  And so everybody should get to higher ground and pray, pray for folks who are in Texas.
[01:14:33.464 --> 01:14:38.827]  And Trump is on it, talking to the governor, got emergency response, National Guard, federal troops already getting ready to go in.
[01:14:39.027 --> 01:14:40.627]  And it's, he failed, he failed, he failed!
[01:14:40.647 --> 01:14:43.468]  Remember during the campaign, he went to Louisiana and Mississippi when it got hit?
[01:14:43.929 --> 01:14:44.809]  And Obama wouldn't?
[01:14:44.829 --> 01:14:45.609]  They just don't even care?
[01:14:46.090 --> 01:14:47.750]  But they made a big deal out of Bush not doing enough?
[01:14:48.050 --> 01:14:49.291]  Brownie, you're doing a good job!
[01:14:49.331 --> 01:14:49.771]  And all that.
[01:14:49.811 --> 01:14:51.172]  And I don't think Bush did a good job.
[01:14:51.352 --> 01:14:53.453]  The point is, Obama did ten times worse!
[01:14:53.653 --> 01:14:54.233]  But it's okay!
[01:14:55.930 --> 01:15:01.678]  Because it's all this upside-down idiot standard, and you watch, Trump's gonna fly down in the aftermath, that won't be enough.
[01:15:02.499 --> 01:15:03.921]  Everything is upside-down world.
[01:15:03.961 --> 01:15:05.403]  Joining us though is Jack Posobiec.
[01:15:06.786 --> 01:15:10.208]  For the rest of the hour, riding shotgun if he wants to with Leanne McAdoo.
[01:15:10.228 --> 01:15:12.109]  Jack Posobiec's incredible naval intelligence.
[01:15:12.349 --> 01:15:13.410]  Didn't make a big deal out of that.
[01:15:13.430 --> 01:15:15.011]  They're trying to get him out of the Navy now.
[01:15:15.151 --> 01:15:16.712]  Headlines across the nation last week.
[01:15:17.212 --> 01:15:28.319]  How dare the president retweet Jack Posobiec, a journalist, who didn't tell us he was in naval intelligence and he needs to be thrown out of the Navy and lose his security clearance because, you know, the crazy president likes you.
[01:15:28.879 --> 01:15:31.781]  That's like working for a foreign spy or something to have the president like you.
[01:15:31.801 --> 01:15:32.442]  That's illegal.
[01:15:32.702 --> 01:15:33.982]  Again, upside down world.
[01:15:34.403 --> 01:15:35.824]  And then he ran the headline.
[01:15:36.764 --> 01:15:38.045]  On August 4th, we had him on.
[01:15:38.385 --> 01:15:42.088]  White House to staffers, if you like Infowars or Milo, you're fired.
[01:15:42.388 --> 01:15:45.210]  Went on to say General Kelly is restricting all the knowledge getting in.
[01:15:45.230 --> 01:15:51.895]  And then they go on today and admitting it in Politico, New York Times, Washington Post.
[01:15:53.277 --> 01:15:55.059]  And admitting everything that Jack Posobiec broke.
[01:15:55.099 --> 01:16:12.654]  But what happens when you write over and over and over again about when somebody's going to be out, like the Chief of Staff or the White House spokesman, and you write to the day, and you write on things after things because you actually have real sources, which they admit in Politico and Reuters, Posobiec and Mike Cernovich and myself and Roger Stone have real sources.
[01:16:13.194 --> 01:16:17.037]  But to the general public, they say, oh, they're fake news, don't listen to them, but now they've got to admit it.
[01:16:17.397 --> 01:16:21.780]  So they don't want people that they admit have the real intel to let the president know.
[01:16:21.860 --> 01:16:26.724]  Oh, by the way, the former deputy director of the CIA went on CNN and said they're preparing to kill you.
[01:16:27.244 --> 01:16:31.347]  Oh, and sir, here's a report where Clapper says they're preparing to forcibly remove you.
[01:16:31.828 --> 01:16:36.871]  And here's another person from Congress saying they're shopping it, saying Republicans better get in line or we'll kill you too.
[01:16:37.191 --> 01:16:37.792]  It goes like this.
[01:16:38.112 --> 01:16:39.313]  This is going to get real hairy.
[01:16:39.673 --> 01:16:40.654]  We don't want a civil war.
[01:16:41.054 --> 01:16:45.957]  He's mentally ill and you need for yourself and your family to decide to make the right decision when this happens.
[01:16:46.277 --> 01:16:47.718]  All you got to do is keep your mouth shut.
[01:16:48.178 --> 01:16:49.078]  I've gotten the phone calls.
[01:16:52.574 --> 01:16:53.354]  That's how this works.
[01:17:10.885 --> 01:17:14.707]  Everybody should just absolutely thank you for the great work you do there in DC.
[01:17:15.347 --> 01:17:17.768]  You were right again on Target because you weren't right.
[01:17:17.848 --> 01:17:18.629]  You were reporting.
[01:17:18.889 --> 01:17:19.949]  It isn't a prediction.
[01:17:20.149 --> 01:17:24.811]  You have sources that were told this by people that formerly worked for Soros.
[01:17:25.172 --> 01:17:26.232]  That's Soros people.
[01:17:26.392 --> 01:17:29.994]  And of course they've got the president so isolated because they're scared he's going to learn all this.
[01:17:30.074 --> 01:17:30.354]  Jack.
[01:17:32.216 --> 01:17:33.577]  Yeah, Alex, that's what they're doing.
[01:17:33.597 --> 01:17:36.698]  They're trying to stifle the President's information flow.
[01:17:37.038 --> 01:17:49.143]  Because they know that when Donald Trump gets the information, they know that when Donald Trump has all access to information at his fingertips, that he will inevitably make the right decision, as he's done time and time again.
[01:17:49.443 --> 01:17:59.928]  Well, I heard about this nearly a month ago, Alex, and I came on, we talked about it, I said, Alex, my sources in the White House are telling me, Janet Toner, these people, Johnny DeStefano, they're going around to the staff.
[01:18:00.228 --> 01:18:02.890]  And they're telling all the staff, stop reading InfoWars.
[01:18:03.190 --> 01:18:10.435]  If you like InfoWars on your Facebook, if you put it up on your social media, they're scouring everyone's accounts to see if anyone's posted any articles.
[01:18:10.696 --> 01:18:12.157]  And if you had that, you were fired.
[01:18:12.197 --> 01:18:13.057]  You're immediately gone.
[01:18:13.357 --> 01:18:16.440]  So they started at the lower levels, and now they're working their way up.
[01:18:16.460 --> 01:18:17.680]  See, they worked their way in.
[01:18:17.741 --> 01:18:21.543]  They started there a few months ago, and that's where we first got the indications of it.
[01:18:21.603 --> 01:18:22.644]  Because I know these people.
[01:18:22.684 --> 01:18:23.425]  I see these people.
[01:18:23.665 --> 01:18:25.386]  I'm friends with some of these people on occasion.
[01:18:25.586 --> 01:18:27.727]  I'm not going to say who though because I don't want to get them fired.
[01:18:28.007 --> 01:18:29.267]  I'm not trying to get anyone in trouble.
[01:18:29.287 --> 01:18:30.487]  I'm just telling you what's going on.
[01:18:30.727 --> 01:18:32.788]  And I think that the American people have a right to know this.
[01:18:33.068 --> 01:18:37.409]  And now it seems that they're actually funneling that information from President Trump.
[01:18:37.709 --> 01:18:42.931]  Meanwhile, we've got people like Gary Cohn, who's now going out and bashing Trump in the mainstream press.
[01:18:43.191 --> 01:18:43.751]  So I might...
[01:18:44.111 --> 01:18:48.773]  What remains to be seen is, does the President even know that this has happened because have they kept that off of his desk?
[01:18:49.093 --> 01:19:00.639]  The great news is, they can keep control of what goes into his office, but they can't keep control of what he sees on TV and what he sees on his cell phone, where he still has Twitter, he still has his
[01:19:00.979 --> 01:19:06.184]  Personal social media and his legions, his millions of fans on social media, on Twitter.
[01:19:06.204 --> 01:19:11.128]  And that's why Twitter admittedly for three months, Twitter admittedly for three months blocks all the positive stuff.
[01:19:11.148 --> 01:19:12.489]  But then we got word to him about that.
[01:19:12.829 --> 01:19:14.651]  He learned to then go into the feeds.
[01:19:15.212 --> 01:19:17.293]  And I don't want to get into inside baseball.
[01:19:17.594 --> 01:19:21.337]  We also obviously got Trump the quotes and where they said they're going to kill him.
[01:19:21.577 --> 01:19:22.378]  He didn't know that.
[01:19:22.698 --> 01:19:24.800]  So now obviously the Pentagon was already aware of this.
[01:19:24.840 --> 01:19:25.881]  Now Trump's ready for that.
[01:19:26.201 --> 01:19:32.795]  I mean, they just can't, we're like, sir, they're preparing to kill you, here's what they're saying, here's the COG plan, and now we're taking action.
[01:19:32.955 --> 01:19:33.837]  That's why they're so pissed.
[01:19:35.447 --> 01:19:46.292]  Yeah, they know that what we're doing is trying to expose them for stopping our movement, for stopping the movement of the new American revolution, as many people are calling it, the new American independence movement.
[01:19:46.652 --> 01:19:49.554]  And they don't want the president to be associated with that.
[01:19:49.634 --> 01:19:51.955]  They want him to go right along with the new conservative line.
[01:19:51.975 --> 01:19:57.318]  And they don't want minorities, who are the majority, to have the new birthright and be part of this, because they are America.
[01:19:57.358 --> 01:19:59.919]  Jack Posobiec, a true hero, will be with us straight ahead.
[01:20:01.064 --> 01:20:09.612]  Of the 30 plus proprietary products that we've developed for Infowarslife.com, which are all amazing, DNA Force is the flagship.
[01:20:09.992 --> 01:20:18.560]  This highly advanced formula has been sold out for close to six months due to a worldwide shortage of the sought after ingredients.
[01:20:18.920 --> 01:20:36.085]  Today I'm very excited to announce that we have received a limited shipment of DNA Force and despite the fact that we have been sold out for close to six months, I'm still discounting it 20% because I want listeners and viewers that haven't tried DNA Force yet to actually get a chance to see how amazing it is.
[01:20:36.365 --> 01:20:50.093]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ10, systemic enzymes, NaR lipoic acid, BioPQQ, and many, many others that synergistically work together.
[01:20:50.373 --> 01:21:01.080]  Visit InfoWarsLife.com for yourself and read the hundreds and hundreds and hundreds of third-party outside reviews that are an average of 4.8 stars for DNA Force.
[01:21:01.260 --> 01:21:06.043]  This is a total 360 win because you're getting the highest quality supplement
[01:21:06.323 --> 01:21:15.045]  Nutraceutical with 175 plus studies to back up all the amazing properties, nerve regrowth factor, detoxifying cells.
[01:21:15.366 --> 01:21:16.486]  It just goes on and on.
[01:21:16.926 --> 01:21:26.109]  And you're supporting the broadcast that is going 110% against the globalist and having massive, massive effects against the New World Order.
[01:21:26.389 --> 01:21:33.851]  We are winning together thanks to your support and you're getting a great product that you and your family really need at a very, very competitive price.
[01:21:34.151 --> 01:21:34.351]  Again,
[01:21:34.631 --> 01:21:35.311]  You can't lose.
[01:21:35.532 --> 01:21:43.516]  You support the InfoWar and get great products at InfoWarsLife.com or by calling toll-free 888-253-3139.
[01:21:43.556 --> 01:21:45.958]  DNA Force is back in stock.
[01:21:46.258 --> 01:21:51.081]  You can get an additional 10% off when you sign up for AutoShip and you can cancel anytime.
[01:21:51.101 --> 01:21:52.902]  InfoWarsLife.com or 888-253-3139.
[01:21:52.942 --> 01:21:53.422]  And again,
[01:21:56.804 --> 01:21:58.806]  Thank you for making the Infowar possible.
[01:21:59.186 --> 01:22:00.628]  You are the Infowar.
[01:22:01.028 --> 01:22:10.256]  Ruthless offshore elites use their corporate liberal media to attack and demonize any Americans or any independent news that dare challenge their lies.
[01:22:10.877 --> 01:22:13.139]  Five companies own over 90% of the media.
[01:22:14.460 --> 01:22:20.903]  And that's why whether it's comedy shows, award shows, Hollywood, TV entertainment, the news, it doesn't matter.
[01:22:21.243 --> 01:22:29.286]  It's all focused in one anti-American, anti-free market, anti-family, anti-Christian, anti-gun voice.
[01:22:30.086 --> 01:22:30.827]  And it gets worse.
[01:22:31.167 --> 01:22:42.299]  These ruthless social engineers have an iron grip on our educational system and are teaching our children to hate America and that our president is worse than Hitler and needs to be assassinated.
[01:22:42.759 --> 01:22:49.806]  But as America reawakens, these powerful, deep state, rogue government forces are beginning to panic.
[01:22:50.487 --> 01:23:02.815]  They've even got the former president on television and in the news, and traveling to foreign countries, bad-mouthing America, bad-mouthing sovereignty, and calling for resistance to our elected president.
[01:23:03.335 --> 01:23:15.243]  In a last-ditch effort, mainstream media is now legitimizing the use of violence against anyone that opposes the globalist takeover, and against anyone who's actually trying to make this nation great again.
[01:23:15.763 --> 01:23:28.076]  They are absolutely intensifying their efforts, screaming homophobe, xenophobe, racist, to make them march, to make them go out on the streets and assault viciously anyone trying to exercise their free speech.
[01:23:28.597 --> 01:23:36.405]  International criminals like George Soros are openly pushing for civil insurrection in America that will lead to civil war.
[01:23:37.026 --> 01:23:43.849]  The beatings, the stabbings, the shootings, the burning cars, the looting of shops, the execution of police officers.
[01:23:44.489 --> 01:23:54.673]  All of this leads to the destabilization, to the martial law that the deep state and the globalists say they need to bring in their final takeover of America.
[01:23:55.373 --> 01:23:59.575]  We are America, and we are the Infowar.
[01:24:03.610 --> 01:24:10.916]  Jack Posobiec, amazing journalist, true investigator, patron of the front line of the InfoWars, our guest, riding shotgun with us throughout the hour.
[01:24:10.976 --> 01:24:12.117]  Leanne Mack is going to pop in with us.
[01:24:13.201 --> 01:24:14.422]  Some analysis as well.
[01:24:14.602 --> 01:24:27.652]  You know, Atlantic Monthly, the same folks that have been organizing a military coup using continuity of government against the president, they have come out and said that the eclipse was racist because it went over areas that were not predominantly minority.
[01:24:28.072 --> 01:24:28.633]  I'm not kidding.
[01:24:28.953 --> 01:24:30.815]  So how long do they say Harvey is racist?
[01:24:31.175 --> 01:24:35.358]  Because it's going to hit an area with a lot of white folks, a lot of Hispanics, but also a lot of black folks.
[01:24:35.398 --> 01:24:37.420]  A lot of black folks on the coast of Texas.
[01:24:38.600 --> 01:24:39.581]  I guess they got good taste.
[01:24:40.081 --> 01:24:41.902]  Texas is a nice place to live and in Houston.
[01:24:42.462 --> 01:24:44.423]  So they said the Eclipse was racist.
[01:24:44.443 --> 01:24:45.103]  They were serious.
[01:24:45.543 --> 01:24:48.945]  They want to just foam in everything where all you see is racism, not opportunity.
[01:24:49.265 --> 01:24:53.167]  Jack Posobiec, how long until they say that Hurricane Harvey is racist?
[01:24:54.690 --> 01:24:56.232]  I'm surprised they haven't yet, Alex.
[01:24:56.612 --> 01:24:58.394]  It's almost like it's right on cue for them.
[01:24:58.434 --> 01:24:59.214]  They're a little behind.
[01:24:59.254 --> 01:25:01.717]  I guess the mainstream media is still catching up to the news cycle.
[01:25:02.217 --> 01:25:04.479]  But clearly they're going to call this racist.
[01:25:04.499 --> 01:25:06.942]  They're going to view everything through the lens of race.
[01:25:07.202 --> 01:25:09.344]  And I've been talking to my contacts in D.C.
[01:25:09.384 --> 01:25:10.125]  and we figured out
[01:25:10.525 --> 01:25:13.347]  ...what essentially the main goal of all of this is.
[01:25:13.387 --> 01:25:16.209]  Their end state, Alex, is to take out the U.S.
[01:25:16.249 --> 01:25:17.270]  Constitution, the U.S.
[01:25:17.290 --> 01:25:18.331]  Declaration of Independence.
[01:25:18.531 --> 01:25:22.714]  We saw a CNN panel just yesterday talking about Washington and Jefferson.
[01:25:22.974 --> 01:25:26.977]  These are people that founded our country, that founded our way of... That's right.
[01:25:27.057 --> 01:25:29.518]  Once you get one statue, they all fall like dominoes.
[01:25:29.558 --> 01:25:32.961]  Then it's the Declaration, it's the Bill of Rights, it's the Constitution.
[01:25:33.101 --> 01:25:36.023]  All those evil rights, let's get rid of them because they're racist.
[01:25:37.501 --> 01:25:46.352]  Exactly, so when we talk about freedom of speech and they're trying to block freedom of speech, Nancy Pelosi calling it wolf in the theater, I'm not sure maybe she was talking about Wolf Blitzer.
[01:25:46.372 --> 01:25:47.273]  We have to ask him.
[01:25:50.385 --> 01:25:52.287]  Yeah, if I see Wolf in a theater, I better not say hi.
[01:25:52.307 --> 01:25:53.368]  Mr. Blitzer, excuse me.
[01:25:54.749 --> 01:26:02.975]  So, the real goal for all of this, take out the Constitution, get away from those things to discredit them the same way they're trying to discredit the President.
[01:26:03.195 --> 01:26:10.822]  But at the same time, they're also using loopholes to get around the way the Constitution has our democratically elected President.
[01:26:11.082 --> 01:26:12.283]  They didn't get enough votes.
[01:26:12.483 --> 01:26:14.505]  They were counting votes for impeachment last week.
[01:26:14.525 --> 01:26:16.626]  They were trying to put together Democrats and Republicans.
[01:26:16.867 --> 01:26:17.607]  They came up short.
[01:26:17.667 --> 01:26:19.789]  That's why they're trying to push this fake
[01:26:20.427 --> 01:26:20.927]  I think so.
[01:26:42.728 --> 01:26:42.968]  I don't
[01:27:01.014 --> 01:27:02.235]  He didn't just pull that out of a hat.
[01:27:02.355 --> 01:27:07.480]  He talked to major reporters that were in editorial meetings at the highest levels of some of the biggest papers.
[01:27:07.781 --> 01:27:10.823]  They were given talking points and told the whole rollout.
[01:27:10.984 --> 01:27:14.287]  That's how criminal this is, how made up it is.
[01:27:15.953 --> 01:27:24.758]  Yeah, Alex, it's like they know exactly what narrative is in the line, so they just move on one, they move on the other, they keep it going until that one completely peters out.
[01:27:25.078 --> 01:27:34.704]  And then you notice that whenever another one of these dies, another one of these false narratives, there's no apologies, there's no retractions, there's no, oh, I'm sorry, we got this wrong, we're issuing a correction.
[01:27:34.744 --> 01:27:36.825]  No, they just move on to the next one.
[01:27:37.066 --> 01:27:44.530]  So one day he's a Russian, the next day he's an agent of the Nazi Party of America, the next day he's mentally unfit for office.
[01:27:44.810 --> 01:27:52.175]  It's literally 1984, but instead of it taking place over a period of weeks, months, and years, it's instantaneous.
[01:27:52.395 --> 01:27:53.716]  It's that instantaneous shift.
[01:27:53.756 --> 01:27:59.280]  And they think that because of social media, American attention spans aren't as fast as they used to be.
[01:27:59.320 --> 01:28:02.242]  They're hoping that people aren't paying attention, but they're not.
[01:28:02.938 --> 01:28:15.363]  And by the way, they're popping in my ear and telling me the leftists are all over Twitter now, I guess Paul Watson's doing a story, because they just see Florida as racist because it went 51% for Trump or whatever, or 52%, and they see Texas that way.
[01:28:15.383 --> 01:28:18.084]  So they don't understand that it's also close to half Democrats.
[01:28:18.344 --> 01:28:25.066]  They're calling for all of our deaths, saying Texas and Florida as entities are like creatures and need to be killed.
[01:28:25.467 --> 01:28:26.407]  Down with them all!
[01:28:26.527 --> 01:28:27.307]  Drown them all!
[01:28:27.607 --> 01:28:28.928]  America has too many rednecks!
[01:28:29.988 --> 01:28:37.634]  As is yes, Jesus cleanse, Texas and Florida show your wrath to all these racist Trump supporters I mean, it's just crazy.
[01:28:37.674 --> 01:28:47.642]  They're insane It isn't even hyper partisanship anymore Alex, you know, you never hear stories about Oh, well, you know, we want these people to be out of office because we disagree with their ideas.
[01:28:47.722 --> 01:28:50.984]  They're calling for destruction They are calling for death.
[01:28:51.304 --> 01:28:53.346]  They are calling for agitation.
[01:28:53.366 --> 01:28:54.627]  They're calling for they're using
[01:28:54.947 --> 01:29:01.330]  And they see the hurricane is some giant destroying monster attacking Texas with a big KKK ad on.
[01:29:01.711 --> 01:29:03.071]  Again, they see race everywhere.
[01:29:03.231 --> 01:29:04.352]  Hurricane, kill them!
[01:29:04.712 --> 01:29:06.613]  Oh, it's a white child on the ACLU website.
[01:29:06.673 --> 01:29:07.073]  Races!
[01:29:07.433 --> 01:29:10.235]  Oh, the Hall's named Lynch, Bannon.
[01:29:10.415 --> 01:29:12.256]  These are completely insane people.
[01:29:12.776 --> 01:29:13.937]  They did this during Katrina.
[01:29:13.957 --> 01:29:19.659]  They said George W. Bush steered it into Katrina, or steered Katrina to New Orleans because it was the majority black.
[01:29:19.679 --> 01:29:22.581]  I mean, this is how people on that side think.
[01:29:24.181 --> 01:29:30.763]  And then they blame me for that, because I've just had weather weapons experts on, talking about World War, you know, Korea and Vietnam and weather weapons.
[01:29:31.104 --> 01:29:32.704]  And then they misappropriate that to me.
[01:29:32.864 --> 01:29:33.685]  It's insane.
[01:29:33.945 --> 01:29:35.025]  Jack Subbix, our guest.
[01:29:35.665 --> 01:29:38.846]  We're going to talk about the ongoing soft coup that's now gotten hot.
[01:29:40.827 --> 01:29:43.328]  Bubbles are farming at the bottom of the bowl, of the pan.
[01:29:43.708 --> 01:29:44.669]  I mean, they are moving.
[01:29:44.709 --> 01:29:45.389]  They mean business.
[01:29:45.429 --> 01:29:46.569]  What do we do to stop them?
[01:29:46.809 --> 01:29:48.490]  We can beat them again, just like in the election.
[01:29:48.710 --> 01:29:50.031]  And Leanne McAdoo's coming up.
[01:29:50.051 --> 01:29:50.551]  Stay with us.
[01:29:51.531 --> 01:29:53.132]  The Empire's on the run.
[01:29:54.053 --> 01:29:56.816]  Alex Jones and the GCN Radio Network.
[01:30:01.079 --> 01:30:02.460]  Clean, pure drinking water.
[01:30:02.721 --> 01:30:04.022]  You can't survive without it.
[01:30:04.202 --> 01:30:05.123]  But where do you get it?
[01:30:05.423 --> 01:30:11.188]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:30:11.408 --> 01:30:17.133]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
