[00:00:15.409 --> 00:00:17.210]  This is our land.
[00:25:14.878 --> 00:25:17.980]  Because it's about privilege and they want the only access to the President.
[00:25:18.300 --> 00:25:19.961]  And I know David Knight's been really worried about it.
[00:25:20.421 --> 00:25:25.123]  I've been calling David for two days saying, I don't know, let me talk to my sources, let's hold off.
[00:25:25.543 --> 00:25:27.524]  He was saying it looks really bad that Bannon's out.
[00:25:28.565 --> 00:25:31.866]  I agree it's bad that Bannon's out, but probably not for the reason folks think.
[00:25:32.247 --> 00:25:33.407]  That's coming up in the next segment.
[00:25:33.427 --> 00:25:34.668]  But David Knight, before we go there,
[00:25:35.288 --> 00:25:36.008]  Are you excited?
[00:25:36.028 --> 00:25:43.070]  You're going to be captaining at the helm as we launch your big syndicated transmission tomorrow that I want to ask all of our affiliates to give a good listen to.
[00:25:43.591 --> 00:25:48.812]  Usually, new shows don't get syndicated right away, but yours will because you've been co-hosting right here.
[00:25:48.832 --> 00:25:53.494]  I know with a lot of our affiliates, you're more popular than I am with the station managers, owners, and listeners.
[00:25:53.794 --> 00:25:59.116]  I mean, I know Matt Drudge tells me that, you know, he doesn't like a lot of other talk show hosts, but he really likes listening to you.
[00:25:59.136 --> 00:26:01.696]  So, this is a big day, I think.
[00:26:02.076 --> 00:26:03.537]  Are you launching this tomorrow?
[00:26:03.877 --> 00:26:05.038]  Well thank you, I appreciate that.
[00:26:05.198 --> 00:26:09.240]  And you know, tomorrow is the big eclipse that everybody's talking about.
[00:26:09.861 --> 00:26:15.484]  And I think it's very important and very significant that that's the day that we're going to be launching Real News.
[00:26:15.904 --> 00:26:18.045]  Because the question is... We didn't do that on purpose!
[00:26:18.145 --> 00:26:19.906]  No, it just happened.
[00:26:19.926 --> 00:26:22.588]  It also happens to be my son's birthday, but we didn't do that on purpose.
[00:26:23.709 --> 00:26:25.130]  Hey, that's gonna be the day they have the eclipse.
[00:26:25.651 --> 00:26:29.134]  What we're seeing right now is a struggle and a fight.
[00:26:29.434 --> 00:26:38.842]  Whether or not we're going to have the establishment, the YouTube censorship, the firewalls from Facebook, and all this corporate censorship, this corporate fascism.
[00:26:39.142 --> 00:26:42.125]  Are they going to be able to roll back the internet?
[00:26:42.185 --> 00:26:44.107]  Because you know, we got out of that
[00:26:44.767 --> 00:26:52.276]  That little ghetto that they had created with a major three networks where they had total control over everything that was being heard by everybody.
[00:26:52.296 --> 00:26:53.857]  They all talked about the same issues.
[00:26:54.118 --> 00:26:56.380]  They all had the same take on all of these issues.
[00:26:56.681 --> 00:26:58.643]  And so everybody said, well, everybody's saying the same thing.
[00:26:58.703 --> 00:26:59.384]  It must be true.
[00:26:59.644 --> 00:27:01.686]  They were reading off a government script.
[00:27:02.307 --> 00:27:04.228]  And then we had the Fairness Doctrine that came along.
[00:27:04.488 --> 00:27:06.448]  Then we had the Internet, and it got even bigger.
[00:27:06.828 --> 00:27:08.769]  Now they're trying to hide that.
[00:27:08.829 --> 00:27:10.169]  They're trying to put an eclipse there.
[00:27:10.209 --> 00:27:12.590]  So the question is, are they going to be able to do that?
[00:27:12.990 --> 00:27:18.352]  Or are we going to be able to stand together and enlarge this broadcast with our listeners' support?
[00:27:18.392 --> 00:27:19.752]  And I hope that that's what's going to happen.
[00:27:19.772 --> 00:27:20.933]  I think that's what's going to happen.
[00:27:21.173 --> 00:27:21.873]  It's going to be a struggle.
[00:27:22.173 --> 00:27:24.735]  Because we're seeing YouTube put firewalls up.
[00:27:25.016 --> 00:27:27.398]  We're seeing them demonetize people left and right.
[00:27:27.438 --> 00:27:29.399]  And of course, we've been talking about this for a very long time.
[00:27:29.439 --> 00:27:33.443]  It looks like they had all of these levers in place, as you said before, Alex.
[00:27:33.963 --> 00:27:36.926]  They had everything in place to shut everything down.
[00:27:37.086 --> 00:27:38.227]  And they're still going with that plan.
[00:27:40.285 --> 00:27:43.047]  And that's why I took my shirt off today, as a stunt, just to protest.
[00:27:43.447 --> 00:27:44.508]  Paul's left YouTube.
[00:27:44.728 --> 00:27:46.329]  Notice, folks, he hasn't been on there in over a week and a half.
[00:27:46.769 --> 00:27:47.690]  He just says, I'm not doing it.
[00:27:47.710 --> 00:27:49.431]  They keep banning my videos and blocking them.
[00:27:49.611 --> 00:27:50.031]  Yeah.
[00:27:50.091 --> 00:27:52.713]  I mean, he did one criticizing modern art being government funded.
[00:27:52.993 --> 00:27:53.834]  They banned that.
[00:27:54.254 --> 00:28:00.799]  And so now we really are down to trying to use old media, talk radio, which still has a big audience, and then InfoWars.com.
[00:28:01.079 --> 00:28:02.340]  And we're being more and more blocked.
[00:28:02.400 --> 00:28:04.101]  And yes, it's up to all of you folks.
[00:28:04.501 --> 00:28:08.804]  Like when I went on Joe Rogan, he had the number one podcast, not in his history, in all history,
[00:28:09.124 --> 00:28:15.569]  So they delisted it from number one, and even though it has more views than any other podcast, they still won't show it in the top hundred.
[00:28:15.589 --> 00:28:24.415]  Because they don't want to give us those awards that not only are they trying to censor us, but culturally, we are the most popular thing out there.
[00:28:24.715 --> 00:28:36.444]  And that's why they can't allow us to even be on talk radio or the internet, is because we put out alternative talking points from our perspective that are more reality-based than telling us Obamacare is free and
[00:28:36.784 --> 00:28:37.344]  Well, thank you.
[00:28:37.364 --> 00:28:37.444]  Yes.
[00:28:53.712 --> 00:28:54.633]  You've come through before.
[00:28:54.953 --> 00:28:55.654]  You come through again.
[00:28:55.694 --> 00:28:56.235]  We love you.
[00:28:56.515 --> 00:29:02.743]  To really promote this new show, the audio feeds, the podcast, the live video links, and ask your questions.
[00:29:03.003 --> 00:29:10.272]  They're saying Trump won because of inherent racism when it was the left that ran the campaign on a race-based system.
[00:29:11.997 --> 00:29:24.202]  Yes, not only is the left tactically fascist, not only are they using the sort of tactics of the Nazis, but they also have the ideology of the Nazis.
[00:29:24.642 --> 00:29:30.605]  Let's remember that Nazism and fascism were both variants of socialism.
[00:29:30.825 --> 00:29:36.027]  The very word Nazi is putting together national and socialista.
[00:29:36.047 --> 00:29:37.888]  That's where we get the sound Nazi.
[00:29:38.568 --> 00:29:40.350]  Mussolini was a Marxist.
[00:29:40.510 --> 00:29:43.553]  He was the leader of the Italian Socialist Party.
[00:29:44.033 --> 00:29:46.035]  He was recognized to be on the left.
[00:29:46.155 --> 00:29:47.797]  He saw himself as on the left.
[00:29:48.217 --> 00:29:53.802]  When Mussolini came to power, Lenin sent him a telegram of congratulations.
[00:29:54.243 --> 00:29:54.563]  Why?
[00:29:55.003 --> 00:29:59.868]  Because Lenin recognized that Mussolini was a fellow revolutionary of the left.
[00:30:00.368 --> 00:30:14.479]  So, what an incredible sleight of hand in which these leftists, whose political platform reads like it's right out of the Democratic Party platform... And by the way, Dinesh, this is something... You're absolutely right.
[00:30:14.499 --> 00:30:22.285]  This is something that leftists on universities say that we're lying about, and a real hot point from them, because it's a fact the Nazis were National Socialists.
[00:30:22.706 --> 00:30:26.369]  It's a fact that he modeled himself after the fascistas in Italy.
[00:30:26.649 --> 00:30:27.970]  It's a fact they wore black.
[00:30:28.070 --> 00:30:29.351]  It's a fact they wore masks.
[00:30:29.631 --> 00:30:31.232]  It's a fact they beat up their opposition.
[00:30:31.632 --> 00:30:34.874]  It's a fact that Hitler then turned against Stalin.
[00:30:35.815 --> 00:30:42.378]  They admired each other back and forth because he was seen as a rival politically and a rival militarily.
[00:30:42.658 --> 00:30:48.302]  But they had an alliance for the first year of the war where they divided Poland amongst each other.
[00:30:48.402 --> 00:30:50.203]  So we had the Warsaw Pact.
[00:30:50.763 --> 00:31:09.561]  They hope that's not known, that they are authoritarian, and that socialism and fascism have different and left-right versions, and that it was the American left that backed Hitler early on because he was a vegetarian and a bunch of other issues, and he wanted planning of society.
[00:31:09.601 --> 00:31:11.563]  This is incontrovertible.
[00:31:11.863 --> 00:31:14.246]  That the KKK was founded by the Democratic Party.
[00:31:14.586 --> 00:31:22.175]  It is incontrovertible that the Republicans passed the Civil Rights Act and took that system away from them and they panicked.
[00:31:22.536 --> 00:31:29.564]  It is incontrovertible that the power structure got scared of American Christians and American Republicans and Eisenhower.
[00:31:30.445 --> 00:31:36.487]  ...and created this whole new strategy to get everybody to go, oh, you're going to be liberal?
[00:31:36.527 --> 00:31:37.648]  You're going to be anti-racist?
[00:31:38.068 --> 00:31:50.172]  We'll take it over and make it extreme, own it, then double-cross you later and make everything race-based again once whites have been taught to bow down as long as you say something's for racial equality.
[00:31:50.412 --> 00:31:56.014]  So they're using our goodness, our bigness, our Christian Western ethos to then bring us down.
[00:32:04.065 --> 00:32:08.109]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:32:08.770 --> 00:32:19.180]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:32:20.081 --> 00:32:24.442]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:32:24.883 --> 00:32:32.845]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:32:33.285 --> 00:32:40.647]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:32:41.007 --> 00:32:42.968]  Wake up refreshed and take on the day.
[00:32:43.448 --> 00:32:50.933]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:32:51.373 --> 00:32:54.755]  Get the sleep you deserve and experience the power of knockout.
[00:32:55.075 --> 00:32:59.098]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:32:59.418 --> 00:33:01.739]  That's InfoWarsLife.com.
[00:33:07.823 --> 00:33:10.465]  You're listening to the Alex Jones Show.
[00:33:16.284 --> 00:33:21.810]  Defending the republic from enemies foreign and domestic.
[00:33:22.671 --> 00:33:24.293]  It's Alex Jones.
[00:33:26.997 --> 00:33:27.797]  That's right, folks.
[00:33:28.477 --> 00:33:29.818]  Thank you so much for joining us.
[00:33:29.938 --> 00:33:35.540]  David Knight, who's riding shotgun with me, is about to get more broadcast than he probably ever wanted.
[00:33:36.160 --> 00:33:38.500]  I know he's always chomping at the bit to do his own transmission.
[00:33:38.520 --> 00:33:46.023]  I had to get the crew hired, build the facilities, get the infrastructure in, and get products out there for sale that folks really wanted that worked really well.
[00:33:46.063 --> 00:33:50.164]  So we built a large customer base of Patriots that would fund us.
[00:33:50.384 --> 00:33:56.166]  And we, despite the storms and the attacks and the censorship and the boycotts and the death threats and
[00:33:57.206 --> 00:33:58.687]  Uh, the congressional investigations.
[00:34:00.148 --> 00:34:00.788]  Uh, we are here.
[00:34:01.508 --> 00:34:03.990]  And so, launching tomorrow, three-hour transmission.
[00:34:04.430 --> 00:34:12.154]  I think David's our strongest prospect to build a whole new system, uh, parallel to what we're doing, so that we're live-time as things happen.
[00:34:13.274 --> 00:34:20.738]  To then get an even bigger crew that takes clips out of the show in live-time with key headlines, little short one-minute clips, to dominate the web.
[00:34:21.239 --> 00:34:22.199]  Uh, because that's what this is.
[00:34:22.219 --> 00:34:23.700]  This is an information war.
[00:34:24.640 --> 00:34:25.681]  If I had a bigger crew,
[00:34:26.840 --> 00:34:31.422]  We would have known what I only discovered yesterday, one week after Charlottesville.
[00:34:31.962 --> 00:34:38.904]  I knew a lot of it, but I did deep research yesterday, supposedly on quasi-workcation, not staycation, workcation.
[00:34:39.364 --> 00:34:41.665]  I did research, and I confirmed it all.
[00:34:42.565 --> 00:34:53.609]  They had known CIA and State Department officials in Charlottesville, first tweeting, first being on MSNBC, CNN, NBC.
[00:34:56.046 --> 00:34:57.306]  And the mayor is involved.
[00:34:58.347 --> 00:34:59.247]  Everybody's a cut out.
[00:35:00.767 --> 00:35:05.388]  Of the major players, some of the useless... I guess they're useful idiots.
[00:35:05.628 --> 00:35:08.209]  Use Lennon's term, but I see them as useless idiots.
[00:35:08.549 --> 00:35:09.709]  The white supremacists coming out.
[00:35:10.089 --> 00:35:10.949]  Some of those are real.
[00:35:11.069 --> 00:35:12.429]  I'm not saying white supremacists don't exist.
[00:35:12.489 --> 00:35:20.331]  I'm not saying... But it turns out the guy that ran the girl over is a hardcore, long-term Obama supporter, obviously drugged up.
[00:35:20.871 --> 00:35:21.632]  I mean, you can't make it up.
[00:35:21.652 --> 00:35:22.892]  He's a hardcore Obama supporter.
[00:35:23.273 --> 00:35:32.938]  The guy leading it was the leader of the Black Lives Matter and the leader of the Occupy Wall Street and the leader of the Obama and Hillary campaigns.
[00:35:33.539 --> 00:35:38.021]  And then you've got the governor, I mean, the mayor tied into all this.
[00:35:38.402 --> 00:35:46.547]  And you've got the other white supremacist leader going to the same special elite school for international political programming.
[00:35:46.647 --> 00:35:48.308]  It's just, oh my God.
[00:35:49.777 --> 00:35:50.698]  Unbelievable.
[00:35:51.559 --> 00:36:00.726]  And then I said, oh, we've got to look at, we've got to look at some of this from the perspective that they've had actors at other events.
[00:36:01.687 --> 00:36:03.248]  And they go, oh, you're saying it's all fake.
[00:36:03.288 --> 00:36:03.788]  It's Sandy Hook.
[00:36:03.808 --> 00:36:04.909]  Oh, you're saying it's all fake.
[00:36:05.390 --> 00:36:08.052]  CNN has had actors who say, baby, he's got to throw it on the incubators.
[00:36:09.073 --> 00:36:16.779]  And CNN admits, and Politico admits, and AP admits that the company that was hired to get actors there to, quote, agitate, that means start a fight,
[00:36:18.171 --> 00:36:20.772]  Did hire people the weeks before and did bring them there.
[00:36:22.292 --> 00:36:23.292]  And that is a fact.
[00:36:23.933 --> 00:36:26.193]  And I wasn't even saying there were actors there!
[00:36:26.513 --> 00:36:36.776]  But see, they were scared of that, so they wanted to head it off and announce it first, and then say that, you know, I said Jews did it, which I didn't say, to confuse it and poison the well.
[00:36:38.493 --> 00:36:40.277]  Yeah, we're putting the website on screen.
[00:36:40.577 --> 00:36:44.324]  Your home for rallies, protests, audiences, PR stunts, and celebrity events.
[00:36:44.365 --> 00:36:48.392]  Let's click on their URL, if I can see that, because the clock's blocking it.
[00:36:48.412 --> 00:36:49.454]  Sorry, I can't read the URL.
[00:36:51.295 --> 00:36:56.837]  And, because again, I'm teleprompter free, but I'm on the road, what's the URL for me, guys?
[00:36:57.397 --> 00:36:59.457]  And I'll give it, there it is, it is Crowds on Demand.
[00:37:00.137 --> 00:37:10.400]  There it is, Crowds on Demand, celebrity events, corporate events and audiences, protests and rallies, talent, press, philanthropy, who we are, contact us, request a quote.
[00:37:10.700 --> 00:37:17.542]  They're the ones when Hillary did those fake town halls, and I saw them and said, that's shot in like HD or 35mm film.
[00:37:18.022 --> 00:37:19.283]  It was so clear, it might have been 80mm.
[00:37:20.762 --> 00:37:22.723]  And then the little girl turned out was an actress and all that?
[00:37:23.063 --> 00:37:24.624]  They were the ones supplying the actors.
[00:37:25.004 --> 00:37:29.027]  And they were in Charlottesville, and they ran ads, and they were there.
[00:37:29.947 --> 00:37:32.789]  I'm not saying that they even did the violence.
[00:37:33.309 --> 00:37:35.430]  I'm not saying that white supremacists don't exist.
[00:37:36.971 --> 00:37:38.111]  I'm saying they were there.
[00:37:39.612 --> 00:37:42.554]  But now... I sent you guys the video.
[00:37:42.574 --> 00:37:46.196]  We may play it next hour after some calls, and I break this big news in the next segment.
[00:37:47.930 --> 00:37:51.253]  They got State Department and high-level CIA.
[00:37:52.154 --> 00:37:57.238]  One guy is paid $320,000 a year on the payroll of Soros.
[00:37:57.618 --> 00:38:01.181]  He doesn't just get money from Soros, he personally is paid $320,000 a year.
[00:38:03.388 --> 00:38:08.013]  And then he's there, CIA State Department, and he's on the news!
[00:38:08.093 --> 00:38:15.180]  And then when people pointed out who he was, they took his name off the State Department website and stuff, but Google has all the shots of it.
[00:38:15.620 --> 00:38:17.502]  I mean, it's like, whoa!
[00:38:17.762 --> 00:38:18.543]  Whoa!
[00:38:19.604 --> 00:38:20.826]  CIA?
[00:38:21.366 --> 00:38:22.727]  And they use senior guys?
[00:38:24.110 --> 00:38:25.271]  Like you're so stupid?
[00:38:25.731 --> 00:38:26.412]  On TV?
[00:38:26.912 --> 00:38:27.993]  Oh, I saw him run over.
[00:38:28.153 --> 00:38:29.935]  Oh, I saw the racist.
[00:38:30.015 --> 00:38:30.935]  I saw the fight start.
[00:38:30.975 --> 00:38:32.096]  The white supremacist attacked.
[00:38:32.176 --> 00:38:34.298]  Oh, I'm the guy being interviewed first.
[00:38:34.658 --> 00:38:35.739]  Putting out the talking points.
[00:38:35.779 --> 00:38:37.060]  This is the downfall of Trump.
[00:38:37.380 --> 00:38:38.201]  This is the beginning.
[00:38:38.261 --> 00:38:42.584]  It shows he... And it's all... He worked for Podesta, too.
[00:38:42.845 --> 00:38:43.665]  John Podesta.
[00:38:45.387 --> 00:38:46.748]  I'll give you his name and stuff coming up.
[00:38:46.768 --> 00:38:48.789]  We're going to play video of him on the news.
[00:38:48.849 --> 00:38:50.671]  And they had him first on every newscast.
[00:38:50.691 --> 00:38:51.371]  Just here he is.
[00:38:51.411 --> 00:38:51.771]  Bring him up.
[00:38:52.728 --> 00:38:56.890]  I'm just a witness, a standard-by-ear, ha ha, yeah, yeah, ha ha, yeah.
[00:38:57.210 --> 00:39:08.336]  And then all the leaders of the white supremacists, formerly worked for Obama, Podesta, Hillary, the CIA, or the Key Virginia school there that's run by the CIA.
[00:39:08.796 --> 00:39:12.478]  And when we have Puccini gone and he says they're CIA, he has all the connections.
[00:39:12.558 --> 00:39:16.260]  He's going to say he thinks they are, and here's the evidence of why he thinks so.
[00:39:16.720 --> 00:39:18.901]  He can't legally tell you.
[00:39:20.011 --> 00:39:24.353]  But there's a civil war going on in the government, so they're going to tell you.
[00:39:25.734 --> 00:39:32.877]  Now, when we come back, ladies and gentlemen, yes, Deep State said they're going to overthrow Trump, and they did.
[00:39:33.498 --> 00:39:37.500]  And at first, I wasn't saying Charlottesville was completely synthetic, because I didn't know.
[00:39:38.080 --> 00:39:41.782]  And now I can tell you, it was about 80% made up from the leadership.
[00:39:42.222 --> 00:39:43.242]  They orchestrated the whole deal.
[00:39:43.483 --> 00:39:46.004]  We'll get David Nye's take on this when we come back from break, but just briefly,
[00:39:46.732 --> 00:39:50.913]  Then we start the next hour, I'm going to give you the big inside the White House scoop that nobody else has got.
[00:39:51.553 --> 00:39:53.454]  I've got it all right here.
[00:39:54.374 --> 00:39:56.695]  All the little notties written that's coming up.
[00:39:56.735 --> 00:40:08.318]  But briefly, you want to anger the globalists where I go out and march in the street by myself just to document how they come over and physically attack me and say we're going to kill you and say we hate you and say you better get out of here.
[00:40:08.558 --> 00:40:10.058]  And I say, I'm not getting out of here.
[00:40:10.098 --> 00:40:10.859]  You don't bully me.
[00:40:10.899 --> 00:40:13.779]  And then they are like the wicked witch getting water thrown on them.
[00:40:15.180 --> 00:40:15.680]  They melt.
[00:40:16.923 --> 00:40:20.066]  But we've got a lot of those videos coming up in the next hour and tomorrow.
[00:40:20.686 --> 00:40:35.778]  But understand, they've had John Oliver, Trevor Noah, all the so-called fake news, comedy people that pose as reporters, and they say, oh, we're just being fake news, so it's okay, we're comedy, it's not going to be fake news.
[00:40:36.118 --> 00:40:37.880]  But then their people take it as seriously.
[00:40:39.161 --> 00:40:47.355]  You've got them all attacking our products, trying to get us shut down, getting our stuff tested by FDA laboratories, and finding their California standard, which they couldn't believe.
[00:40:47.756 --> 00:40:49.098]  I later learned they got really pissed.
[00:40:50.003 --> 00:41:03.832]  In fact, BuzzFeed, I'm told, had to send this to three different labs, and they had to work out some deal with this lab to give them PR promotion, because this lab sells supplements that are the cleanest and, quote, best, you know, they advertise, because they test them themselves.
[00:41:04.092 --> 00:41:08.095]  Then they third-party sell them, or second-party sell them, which is a good business model.
[00:41:08.335 --> 00:41:09.816]  They said, we are California Standard.
[00:41:09.836 --> 00:41:11.157]  They just kind of hid that in the report.
[00:41:11.437 --> 00:41:12.678]  And they said, oh, but it's too much.
[00:41:13.038 --> 00:41:14.539]  Here's methylcobalamin, vitamin B12, 1776.
[00:41:14.599 --> 00:41:14.920]  It should be $10.
[00:41:14.980 --> 00:41:15.520]  Well, it cost us $12.
[00:41:20.743 --> 00:41:24.064]  So, there's nobody out there getting something for $12, selling it for $17.76.
[00:41:24.365 --> 00:41:25.445]  It's on sale right now, still.
[00:41:25.685 --> 00:41:26.905]  At $25, it's a steal.
[00:41:27.206 --> 00:41:32.947]  They sell the same Methylcobalamin for $35, but that's who we private label from.
[00:41:33.168 --> 00:41:39.870]  They were so dumb, they're like, here is the best B12 versus Jones's, and it's the same thing.
[00:41:41.658 --> 00:41:47.924]  So, that's an example of how every weapon they turn against us basically blows up in their ugly faces.
[00:41:48.484 --> 00:41:52.268]  Which we predict now the Globals will go to direct staging of things, which is fine.
[00:41:53.729 --> 00:41:55.411]  You don't think?
[00:41:55.451 --> 00:41:58.574]  We walked into this fight, they keep freaking out like, we're gonna kick your ass Nazi!
[00:41:58.734 --> 00:41:59.335]  I'm like, go ahead!
[00:42:00.155 --> 00:42:00.456]  Attack me!
[00:42:01.837 --> 00:42:02.437]  I'm not a Nazi.
[00:42:02.457 --> 00:42:03.158]  I'm here for free speech.
[00:42:03.178 --> 00:42:03.858]  You are fascist.
[00:42:04.438 --> 00:42:06.079]  They go, oh yeah, we are.
[00:42:06.919 --> 00:42:08.180]  But you've got to go out and do that.
[00:42:08.200 --> 00:42:09.360]  You've got to go out and show them.
[00:42:09.881 --> 00:42:11.161]  You've got to put the products out.
[00:42:11.181 --> 00:42:12.222]  You've got to build the network.
[00:42:12.242 --> 00:42:13.682]  You've got to stand against the enemy.
[00:42:13.722 --> 00:42:15.503]  Because if you don't stand, they take the day.
[00:42:15.543 --> 00:42:18.144]  All the evil men and tyrants need to flourish as good men do nothing.
[00:42:19.245 --> 00:42:21.886]  So we've got these huge specials that are going to have to end in the next few days.
[00:42:21.926 --> 00:42:28.689]  I said, because I combined last month's special that was the John Oliver special with this new 1776 special, because they were protesting all our products.
[00:42:29.653 --> 00:42:30.834]  Then I'm running out of a bunch of them.
[00:42:30.854 --> 00:42:33.315]  We're going to have to end a lot of these specials the next few days.
[00:42:33.616 --> 00:42:35.857]  I'm going to have to get rid of the 1776 BuzzFeed special.
[00:42:36.077 --> 00:42:38.719]  They'll have a new special, but it won't be as extensive.
[00:42:38.739 --> 00:42:39.740]  There'll still be some good deals.
[00:42:39.980 --> 00:42:49.966]  But water filtration, air filtration, nutraceuticals, colloidal silver, caveman's back in stock, Alexa Pure, Knockout, DNA Force, all 20 to 66% off.
[00:42:50.327 --> 00:42:51.707]  Infowarsstore.com.
[00:42:51.968 --> 00:42:53.008]  Thank you all for your support.
[00:42:53.068 --> 00:42:54.109]  Infowarsstore.com.
[00:42:54.129 --> 00:42:57.271]  That act of resistance funds our operation and crushes the enemy.
[00:42:57.531 --> 00:42:58.512]  And you get great products.
[00:42:58.812 --> 00:43:00.861]  Infowarsstore.com, take action today!
[00:43:03.604 --> 00:43:05.164]  You cannot beat these deals.
[00:43:05.204 --> 00:43:07.165]  These are our all-time best deals.
[00:43:07.225 --> 00:43:09.445]  Silver Bullet, Colloidal Silver, 66% off.
[00:43:09.825 --> 00:43:11.546]  Mico ZX, 46% off.
[00:43:11.566 --> 00:43:13.266]  Brain Forge, 55% off.
[00:43:13.286 --> 00:43:14.646]  Survival Shield, 55% off.
[00:43:14.986 --> 00:43:16.327]  Secret 12, 55% off.
[00:43:16.947 --> 00:43:29.049]  The BuzzFeed group promoting this said the best final of the B12 is $35 and that we're bad for selling it for $17.76 when ours is private-labeled by the very group they chose to say, here's the best and here's Alex's.
[00:43:29.169 --> 00:43:31.210]  I mean, that's just providence that that happened.
[00:43:31.870 --> 00:43:33.832]  So BuzzFeed just says we are the best, the cleanest.
[00:43:34.152 --> 00:43:35.093]  We're just absolutely.
[00:43:35.433 --> 00:43:37.315]  And then they're just frothing, don't even know what to do.
[00:43:37.755 --> 00:43:38.716]  So please support us.
[00:43:38.816 --> 00:43:39.396]  As you know, there's a war.
[00:43:39.416 --> 00:43:40.898]  They're trying to shut everybody down.
[00:43:40.938 --> 00:43:41.758]  Please pray for us.
[00:43:42.099 --> 00:43:46.942]  Infowarsstore.com or 888-253-3139.
[00:43:47.243 --> 00:43:50.705]  Got the Super Blue Fluoride Free with the Colloidal Silver and Iodine Toothpaste Pack.
[00:43:51.026 --> 00:43:54.749]  And the Children's Inn as well as the new Super Blue Mouthwash that is amazing.
[00:43:55.169 --> 00:43:57.271]  It's 50% off in the Super Silver Pack.
[00:43:57.691 --> 00:44:00.652]  Infowarsstore.com or 888-253-3139.
[00:44:01.253 --> 00:44:02.253]  Just make the commitment!
[00:44:02.953 --> 00:44:10.296]  Of the 30-plus proprietary products that we've developed for Infowarslife.com, DNA Force is the flagship.
[00:44:10.676 --> 00:44:19.260]  This highly advanced formula has been sold out for close to six months due to a worldwide shortage of the sought-after ingredients.
[00:44:19.600 --> 00:44:36.810]  Today, I'm very excited to announce that we have received a limited shipment of DNA Force, and despite the fact that we have been sold out for close to six months, I'm still discounting it 20% because I want listeners and viewers that haven't tried DNA Force yet to actually get a chance to see how amazing it is.
[00:44:36.850 --> 00:44:37.531]  You can't lose.
[00:44:37.751 --> 00:44:43.254]  You support the InfoWar and get great products at InfoWarsLife.com or by calling toll-free 888-253-3139.
[00:44:46.536 --> 00:44:48.138]  DNA Force is back in stock.
[00:44:48.459 --> 00:44:53.266]  You can get an additional 10% off when you sign up for AutoShip, and you can cancel anytime.
[00:44:53.286 --> 00:44:56.871]  Infowarslife.com or 888-253-3139.
[00:44:57.332 --> 00:45:01.017]  And again, thank you for making the InfoWar possible.
[00:45:01.417 --> 00:45:02.799]  You are the InfoWar.
[00:45:03.300 --> 00:45:07.502]  Men, give your body the support it needs with InfoWars Life Prostagard.
[00:45:08.042 --> 00:45:11.924]  It's time to start assisting the body in regulating proper prostate balance.
[00:45:12.465 --> 00:45:23.090]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[00:45:23.690 --> 00:45:31.456]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[00:45:31.656 --> 00:45:40.662]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[00:45:41.022 --> 00:45:51.290]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[00:45:51.770 --> 00:45:54.912]  Now's the time to start naturally supporting your body.
[00:45:55.212 --> 00:45:59.435]  Get Prostagard on your side today exclusively at InfoWarsLife.com.
[00:45:59.835 --> 00:46:01.797]  That's InfoWarsLife.com.
[00:46:02.797 --> 00:46:06.319]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:46:06.780 --> 00:46:12.844]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:46:13.064 --> 00:46:16.046]  It is the new t-shirt from InfoWarsStore.com.
[00:46:16.406 --> 00:46:19.408]  Conservatism is the new counterculture.
[00:46:19.608 --> 00:46:23.051]  You've seen how much this triggers the safe space snowflakes.
[00:46:23.392 --> 00:46:25.133]  The left controls culture.
[00:46:25.173 --> 00:46:26.154]  They control arts.
[00:46:26.214 --> 00:46:27.436]  They control entertainment.
[00:46:27.736 --> 00:46:34.823]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:46:34.883 --> 00:46:37.285]  We are striking back in the culture war.
[00:46:37.766 --> 00:46:41.629]  This triggers snowflakes like nothing you've ever seen in your life.
[00:46:41.689 --> 00:46:43.751]  You've seen how much they absolutely hate
[00:46:44.372 --> 00:46:49.753]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[00:46:49.994 --> 00:46:56.255]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[00:46:56.315 --> 00:46:58.016]  It will make me incredibly happy.
