[00:00:04.648 --> 00:00:05.749]  You've got it.
[00:54:51.516 --> 00:54:55.038]  It's got to become one of the biggest stories in the country.
[00:54:55.859 --> 00:55:03.944]  As you know, last week it came out that then-FBI Director Comey had lied to Congress.
[00:55:05.728 --> 00:55:09.951]  When he said that there was an open investigation into the Clintons when he went and interviewed them.
[00:55:11.392 --> 00:55:17.337]  It has now been confirmed and Comey has admitted that he'd already told them they were exonerated and the investigation was closed.
[00:55:17.657 --> 00:55:29.566]  Now, on the heels of that massive fraud, The Daily Caller, talking to their sources in the DC police and others, have confirmed
[00:55:30.728 --> 00:55:54.693]  That one of the IT brothers that's now being held on house arrest, Imran Awan, who tried to flee the country, had planted the laptop there in the federal building with a note to the police explaining what was on it as a way to have an anonymous tip because he feared for his life with the other IT staffers that have mysteriously been killed, like Seth Rich.
[00:55:55.573 --> 00:55:58.114]  This is huge, massive news.
[00:55:59.042 --> 00:56:02.724]  The laptop had the username RepDWS.
[00:56:04.724 --> 00:56:11.647]  Even though the Florida Democrat and former Democrat National Committee Chairman previously said it was a Wands computer and that she had never seen it.
[00:56:12.648 --> 00:56:13.708]  That was to Congress.
[00:56:13.948 --> 00:56:15.809]  Later, she told the D.C.
[00:56:15.849 --> 00:56:17.570]  police on video.
[00:56:17.870 --> 00:56:19.751]  That's my personal property.
[00:56:20.751 --> 00:56:24.873]  You have to give it back to me if I'm not under criminal investigation.
[00:56:26.374 --> 00:56:33.456]  And he said, well, I can't give it back to you, obviously pointing out that she was under criminal investigation, which we now know she is.
[00:56:33.496 --> 00:56:35.416]  This is incredible.
[00:56:36.577 --> 00:56:41.658]  And the whole thing is unraveling, and their confidence game is coming to its knees.
[00:56:42.358 --> 00:56:43.019]  Bombshell.
[00:56:43.479 --> 00:56:55.422]  Top Democrat IT staffer planted the laptop and wrote letters to police as a tip to expose corruption, and this has been sat on since April and now.
[00:56:57.142 --> 00:57:11.185]  Awan is in house arrest in Florida, set to be hit by Hurricane Irma, and has asked a judge to remove GPS, citing possible emergency with kids in Pakistan.
[00:57:13.385 --> 00:57:19.226]  I hope that he doesn't end up disappearing during the hurricane.
[00:57:20.086 --> 00:57:23.887]  And by disappear, you know what I mean.
[00:57:25.006 --> 00:57:25.366]  Wow!
[00:57:25.967 --> 00:57:29.210]  So great job to the Daily Caller that is on this beat.
[00:57:30.131 --> 00:57:30.852]  This is central.
[00:57:30.952 --> 00:57:33.835]  I want to get their reporters on to break this down.
[00:57:36.758 --> 00:57:40.121]  And he struck a deal to be let out of jail a few weeks ago, out of federal jail.
[00:57:41.095 --> 00:57:41.796]  Federal prison.
[00:57:41.976 --> 00:57:47.780]  Now he is in Florida on house arrest and reportedly is working with the Department of Justice.
[00:57:47.820 --> 00:57:55.805]  The problem is the Department of Justice is riddled and filled with Obama and Clinton appointees that have been involved in every crime you can imagine.
[00:57:56.365 --> 00:57:57.046]  Now we know why
[00:57:59.104 --> 00:58:13.021]  Former FBI Directors Mueller and Comey are after Trump so hard because they're desperate to change the subject away from the crime family and the Democratic Party they've been protecting so long whose head is now on the chopping block.
[00:58:13.802 --> 00:58:14.302]  Incredible.
[00:58:14.543 --> 00:58:15.804]  Now it's up to you to get the story out.
[00:58:16.305 --> 00:58:16.665]  Briefly!
[00:58:17.466 --> 00:58:22.952]  We're not raising prices like Amazon on high-quality storable foods, water filtration, other emergency preparedness goods.
[00:58:23.533 --> 00:58:24.975]  We can ship within 24 hours.
[00:58:25.335 --> 00:58:31.983]  We're cutting the prices to the unprecedented 50% off on storable food with promo code Irma.
[00:58:32.443 --> 00:58:34.404]  At InfoWarsStore.com.
[00:58:34.764 --> 00:58:38.286]  And we've got to end the special on Super Metal Vitality and X2 and Selenium.
[00:58:38.306 --> 00:58:40.467]  57% off, the biggest special ever.
[00:58:40.587 --> 00:58:42.568]  That has to end today because it's about to sell out.
[00:58:42.808 --> 00:58:44.128]  Thanks for supporting the broadcast.
[00:58:44.389 --> 00:58:51.572]  Hour number two coming up with Mike Cernovich in studio, Johnny Turner, Edwin Black, best-selling author.
[00:58:58.973 --> 00:59:05.597]  We've got great air filters, great water filters, great non-GMO heirloom seeds, great books, great films, great Patriot apparel to meet like-minded people.
[00:59:05.817 --> 00:59:08.199]  And we've got a new humongoid sale.
[00:59:08.359 --> 00:59:11.661]  Not the number of things that are on massive sale, but on what's on sale.
[00:59:11.821 --> 00:59:13.983]  Out for months, not been on sale for months and months.
[00:59:14.023 --> 00:59:18.706]  We've never offered Super Mel Vitality known concentrated herbs, cold-pressed.
[00:59:18.846 --> 00:59:21.608]  Super Mel Vitality, 57% off.
[00:59:21.728 --> 00:59:25.930]  It's never been the price it is right now, with 3,596 reviews, 4.6 reviews total by third-party sites.
[00:59:28.832 --> 00:59:29.673]  Unprecedented.
[00:59:29.733 --> 00:59:30.813]  And it's cold-pressed.
[00:59:30.953 --> 00:59:32.874]  That's why Super Mayo is so different.
[00:59:32.894 --> 00:59:35.796]  People say, well, I know these compounds work because it's admitted in science.
[00:59:35.856 --> 00:59:39.177]  These are other... What you sell, BuzzFeed said, is already best-selling stuff.
[00:59:39.237 --> 00:59:41.238]  It's been certified as healthy and good forever.
[00:59:41.298 --> 00:59:42.479]  Why, these aren't anything new.
[00:59:42.499 --> 00:59:46.561]  Because why do something new when you can have the oldest and best, but cold-pressed?
[00:59:46.781 --> 00:59:46.861]  Boo!
[00:59:46.961 --> 00:59:47.021]  Boo!
[00:59:56.078 --> 01:00:02.040]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:16.704 --> 01:00:21.386]  Live from the InfoWars.com studios, it's Alex Jones.
[01:00:37.628 --> 01:00:40.390]  Star Spangled Banner flutters in the sky.
[01:00:45.175 --> 01:00:46.276]  Trying to make the scene.
[01:01:05.749 --> 01:01:08.752]  Time hustles those who wait to die.
[01:01:11.254 --> 01:01:14.336]  Sweet Soul Sister.
[01:01:30.410 --> 01:01:31.731]  Where to begin, ladies and gentlemen?
[01:01:46.261 --> 01:01:54.027]  You can't deny that we're seeing an acceleration in time-space.
[01:01:55.448 --> 01:02:02.493]  And you can't deny that the forces of corruption are being revealed, and even being revealed by themselves.
[01:02:05.815 --> 01:02:10.399]  And we see earth changes increasing as well.
[01:02:12.680 --> 01:02:14.842]  They've even tried to blame the Pacific Rim
[01:02:16.328 --> 01:02:23.192]  Being the most active in its recorded history, which is only about a hundred years, where it's been scientifically recorded.
[01:02:24.233 --> 01:02:25.033]  But it is the most active.
[01:02:25.053 --> 01:02:26.675]  They're trying to blame that on global warming.
[01:02:27.095 --> 01:02:30.577]  They're trying to blame that on you, on your personal geoengineering.
[01:02:33.899 --> 01:02:40.843]  But they're saying that government geoengineering, which they admit is going on in their own white papers, doesn't exist.
[01:02:42.084 --> 01:02:44.426]  And you're a kook if you say it does exist.
[01:02:45.327 --> 01:02:52.912]  So you are geoengineering, and you're the cause of all the problems, but not all the big shadowy Department of Energy programs.
[01:02:56.114 --> 01:02:57.915]  Who's the big conspiracy theorist now?
[01:02:59.697 --> 01:03:13.546]  And then they put out a new movie, Geostorm, about geoengineering, rolling out all the technologies to everybody, the electromagnetic antennas, space-based systems, aerosols sprayed by aircraft,
[01:03:16.656 --> 01:03:18.496]  So everybody can say, oh I heard that!
[01:03:18.637 --> 01:03:19.817]  That's in a movie!
[01:03:20.957 --> 01:03:22.578]  Alex Jones got it from that!
[01:03:22.878 --> 01:03:24.618]  He doesn't know it's from a movie!
[01:03:30.260 --> 01:03:35.801]  And then we can... have...
[01:03:37.639 --> 01:03:42.000]  Bill Gates come out and say, whoa, there are technologies like that, but it's not like a movie.
[01:03:42.040 --> 01:03:43.321]  It's actually going to help everybody.
[01:03:43.381 --> 01:03:50.183]  We've got a UN treaty and a UN Office of Weather Modification, so we're globally going to control this now.
[01:03:52.244 --> 01:03:53.904]  See, they talk to you like you're an idiot.
[01:03:54.424 --> 01:03:56.005]  I've seen and showed folks.
[01:03:57.384 --> 01:04:09.567]  Mainline fifth-grade social studies and science textbooks that say the government's adding things to jet fuel to create particulate to create a sunscreen to protect the earth.
[01:04:15.049 --> 01:04:18.970]  But then when we point out it's going on they go, oh you're insane it doesn't exist.
[01:04:19.190 --> 01:04:20.490]  But then once it's admitted
[01:04:22.073 --> 01:04:31.497]  They'll say, well, Alex Jones was right, and that there's some stuff going on, just not what he's saying, that every trail you see is geoengineering.
[01:04:31.578 --> 01:04:32.198]  I never said that.
[01:04:32.358 --> 01:04:33.098]  It's ice crystals.
[01:04:33.478 --> 01:04:34.659]  It's condensation.
[01:04:35.299 --> 01:04:37.040]  It's a condensation trail.
[01:04:37.840 --> 01:04:39.261]  So then they go, well, Alex is funny.
[01:04:39.301 --> 01:04:40.022]  It came true.
[01:04:40.302 --> 01:04:42.243]  There's all these reports the frogs are turning gay.
[01:04:42.483 --> 01:04:47.005]  But see, back when he said it 18 years ago, it was kooky and made up.
[01:04:47.325 --> 01:04:51.087]  Now it just came true, which makes him even more of a kook.
[01:04:52.452 --> 01:04:54.796]  When it was always just public in the documents.
[01:04:55.617 --> 01:04:57.701]  We got a lady joining us who's suing CNN.
[01:04:57.781 --> 01:05:01.247]  And we're going to talk more about the hurricane of all hurricanes.
[01:05:11.365 --> 01:05:13.607]  Michael Malice is our guest.
[01:05:14.467 --> 01:05:16.469]  He has traveled to North Korea repeatedly.
[01:05:16.489 --> 01:05:17.690]  He's written a best-selling book.
[01:05:17.870 --> 01:05:22.674]  Fiction couldn't make up a hit-the-clown creature like Kim Jong-un.
[01:05:23.214 --> 01:05:29.119]  He's running around like a hobbled tyrannosaurus feeding on humanity.
[01:05:29.419 --> 01:05:33.582]  I hate Kim Jong-un, but the poor people, it's like, what do we do?
[01:05:34.083 --> 01:05:34.683]  You've been there.
[01:05:34.763 --> 01:05:37.065]  I mean, these people are literally on another planet.
[01:05:37.145 --> 01:05:37.666]  What do we do?
[01:05:38.901 --> 01:05:41.062]  I mean, there is no easy answer.
[01:05:41.422 --> 01:05:46.743]  The only thing we can do is put pressure on China, and China has started to buckle, which is a very good sign.
[01:05:47.023 --> 01:05:50.404]  It's easy for North Korea when it's us versus them, when it's the U.S.
[01:05:50.464 --> 01:05:52.384]  imperialists, as they call us, versus them.
[01:05:52.764 --> 01:05:58.546]  But now when you have the international community uniting, including their big brother China, that's a very different dynamic.
[01:05:58.866 --> 01:06:02.427]  And it's a better dynamic, because why is this our problem entirely?
[01:06:02.447 --> 01:06:03.327]  And you're an expert on this.
[01:06:03.347 --> 01:06:05.567]  Let's talk about the North Korean-China relationship.
[01:06:05.607 --> 01:06:07.708]  Why has China been going along with this for 50 years?
[01:06:08.528 --> 01:06:10.270]  China doesn't want a U.S.
[01:06:10.390 --> 01:06:11.331]  ally on their border.
[01:06:11.872 --> 01:06:17.839]  China doesn't want 25 million North Korean refugees crossing the river and living in China where they have nothing to offer.
[01:06:18.479 --> 01:06:25.187]  And China basically doesn't... No one wants a collapsed state on their border that they have to basically deal with the problem.
[01:06:25.247 --> 01:06:27.028]  I mean, are we closer to midnight than ever?
[01:06:27.048 --> 01:06:30.831]  Because most experts I talk to say if there's nuclear war, it's going to start in North Korea, not the Middle East.
[01:06:31.311 --> 01:06:33.232]  Not in Ukraine, not on the border of Russia.
[01:06:33.552 --> 01:06:36.274]  I mean, what do you think of the experts you talk to?
[01:06:36.714 --> 01:06:38.956]  Because, I mean, you're all over the place talking to top experts.
[01:06:39.396 --> 01:06:40.857]  I mean, how serious is this?
[01:06:40.897 --> 01:06:41.598]  I got four children.
[01:06:41.618 --> 01:06:41.958]  I want to know.
[01:06:43.098 --> 01:06:44.179]  I think it's good.
[01:06:44.199 --> 01:06:44.920]  Your kids are fine.
[01:06:45.260 --> 01:06:46.040]  Your kids are safe.
[01:06:46.841 --> 01:06:52.545]  North Korea, in their literature, constantly talk about the fact, we know we can't win.
[01:06:53.166 --> 01:06:54.967]  They say this explicitly.
[01:06:55.428 --> 01:06:59.791]  So they're not... Listen, everyone talks about how he's crazy and suicidal.
[01:06:59.991 --> 01:07:01.172]  He's satanic, like you said.
[01:07:01.492 --> 01:07:04.114]  If he's suicidal, they've been around for 70 years.
[01:07:04.355 --> 01:07:06.136]  That's taken a long time to kill yourself, huh?
[01:07:06.336 --> 01:07:07.657]  Alex, you touched on it earlier.
[01:07:07.757 --> 01:07:11.020]  They have something called the monolithic ideological system.
[01:07:11.480 --> 01:07:17.764]  By which they mean, everyone in the country thinks the same way and thinks in line with the leader.
[01:07:18.265 --> 01:07:23.068]  So they boast about the fact that there's no independent thought in the entire country.
[01:07:23.809 --> 01:07:31.554]  That it's the leader, which is a human being, that kid like you said, who gives the people their political spiritual life.
[01:07:32.274 --> 01:07:35.477]  And that without the leader, basically, no one would exist.
[01:07:35.657 --> 01:07:40.521]  So, it's a very dark quasi-religion that they push on the people.
[01:07:40.541 --> 01:07:49.148]  And again, when you're this demigod at the head of a country, and you're effectively a billionaire, what would it take for you to, you know, quit your job?
[01:07:49.468 --> 01:07:50.489]  It's going to take a lot.
[01:07:51.050 --> 01:07:54.692]  And it's going to take a combination of threats and rewards.
[01:07:55.353 --> 01:07:58.796]  And Kim Jong-un doesn't want to go the way of Gaddafi or Saddam Hussein.
[01:08:10.513 --> 01:08:19.024]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:08:29.682 --> 01:08:38.826]  Coming up in the next segment, we'll look at all the storm tracks and discuss the type of damage we can witness from this Category 6, a new category of hurricane.
[01:08:38.846 --> 01:08:43.088]  They're not officially called Irma a Category 6, but they say above 165 miles an hour is basically a Category 6.
[01:08:43.149 --> 01:08:46.010]  It's at 185 miles an hour, never seen in the Atlantic Ocean before.
[01:08:51.747 --> 01:08:54.569]  Again, typhoons get up to 180 sometimes.
[01:08:55.029 --> 01:09:02.593]  They turn the other direction as hurricanes enter in the Pacific Ocean and, of course, are more deadlier of storms.
[01:09:03.113 --> 01:09:19.642]  Now, again, they've only been recording hurricanes accurately for 50, 60 years, so there's been storms this damaging before, but since they've been recording them, this is the fastest-turning hurricane and has already destroyed quite a few islands in its wake and is set now
[01:09:20.799 --> 01:09:28.385]  to go over Cuba and of course the island of Hispaniola that's divided by Haiti and of course the Dominican Republic.
[01:09:28.425 --> 01:09:33.749]  Many of the tracks show it going right up the eastern seaboard starting in the Keys and southern Florida.
[01:09:33.829 --> 01:09:45.898]  Though NOAA has picked out of hundreds of different models, they believe it's going to, with their computers, go around, hitting the Keys, but going around Florida into the Gulf of Mexico.
[01:09:46.639 --> 01:09:50.122]  So a lot of different tracks we'll be looking at coming up.
[01:09:50.282 --> 01:09:50.462]  But
[01:09:51.980 --> 01:09:55.461]  First off, I wanted to get a guest on who's taking action.
[01:09:56.421 --> 01:10:07.625]  We have seen the last two weeks the Family Research Council, it's already been attacked and shot up because of Southern Poverty Law Center reports, terrorization, stalking.
[01:10:08.445 --> 01:10:09.846]  We've already seen them file a lawsuit.
[01:10:09.886 --> 01:10:17.168]  We've seen the D. James Kennedy Center, mainline international Christian church that reaches tens of millions of people a week.
[01:10:17.748 --> 01:10:20.709]  D. James Kennedy, super mainline
[01:10:22.349 --> 01:10:22.730]  Christian.
[01:10:23.651 --> 01:10:25.794]  But they have come out and said the same thing.
[01:10:25.814 --> 01:10:33.284]  Camille Paglia came out and said today that we're going to be covering, and she's a lesbian, but also a historian and researcher and a smart lady.
[01:10:33.605 --> 01:10:36.509]  She said this transgender stuff with kids is child abuse.
[01:10:37.915 --> 01:10:41.657]  Because you're telling a three-year-old, you're a boy, but you're really a girl, you're a girl, you're really a boy.
[01:10:42.357 --> 01:10:46.920]  If people grow up and want to identify something else, I'm a tolerant person, I don't hate them, that's their issue.
[01:10:47.260 --> 01:11:00.026]  But to have government and schools sexualizing children, I mean, if it was a man at the park coming over to your five-year-old son and saying, I think your little girl want to get in the ice cream truck with me, you'd think you had a new serial killer, he'd go to jail.
[01:11:00.266 --> 01:11:02.167]  But when they do it in the name of tolerance, it's happening.
[01:11:02.187 --> 01:11:03.528]  But I'm digressing here.
[01:11:04.892 --> 01:11:05.632]  They're filing suit.
[01:11:05.992 --> 01:11:07.633]  Diamonds and Silk are looking at filing suit.
[01:11:07.713 --> 01:11:17.694]  I'm looking at filing suit because the Southern Poverty Law Center, with its 60 plus million dollars, we've now discovered offshore, Weekly Standard's reporting on that, and they're finding more money every day.
[01:11:18.274 --> 01:11:31.097]  They are listing myself and hundreds of other people, well thousands total, in this national database that they create, this shadowy, multinational organization with ties to the CIA,
[01:11:34.304 --> 01:11:47.456]  They are going on and just putting people in the midst of white supremacists and other unsavory groups and terrorist groups, and then Amazon and everybody else is taking the database and saying, oh, D. James Kennedy, you can't sell your books on Amazon.
[01:11:48.237 --> 01:11:55.764]  Oh, D. James Kennedy, you can't be part of our program that we say any charity can be listed here as a searchable function.
[01:11:56.144 --> 01:12:00.248]  So they're being excluded in a discriminatory way never before seen.
[01:12:01.266 --> 01:12:04.968]  I think it's wrong if you own a big bakery not to bake a gay couple's, you know, cake.
[01:12:05.008 --> 01:12:07.310]  But I'm a libertarian.
[01:12:07.350 --> 01:12:16.815]  The point is, if they don't have the right as a small bakery to do that, how then can you tell Christians that they can't say marriage is between a man and a woman?
[01:12:17.115 --> 01:12:26.101]  And even if it's hateful and, you know, you say some church says they hate people, which the D. James Kennedy group and others aren't, it's their free speech right, isn't it?
[01:12:26.641 --> 01:12:28.503]  So this is real censorship.
[01:12:28.543 --> 01:12:34.128]  This is real electronic gulags that Matt Drudge and others have warned about.
[01:12:34.228 --> 01:12:34.649]  It's here.
[01:12:35.249 --> 01:12:38.933]  And we're in these databases and we're being refused service across the board.
[01:12:38.973 --> 01:12:42.797]  We have real bonafide damages here.
[01:12:44.039 --> 01:12:44.780]  I have standing.
[01:12:45.401 --> 01:12:50.387]  I don't particularly want to sue, but we're looking at who to because we have to stand up for ourselves.
[01:12:51.248 --> 01:12:51.968]  Here's the headline.
[01:12:52.429 --> 01:12:56.474]  Attorney announces lawsuit against CNN on behalf of the American people.
[01:12:58.154 --> 01:13:08.659]  Joni points out how CNN continues to blast Americans as white national radicals, and for CNN calling on alt-left rioters to show up at events and cause havoc, who have now been listed as terrorists.
[01:13:09.240 --> 01:13:11.181]  So they called the anti-fighter to go out and be violent.
[01:13:11.281 --> 01:13:15.263]  It's like Don Corleone telling, you know, one of his hitmen to go kill somebody, Luke Obrazi.
[01:13:15.503 --> 01:13:17.124]  He's just as guilty as Luke Obrazi.
[01:13:17.584 --> 01:13:26.569]  Joni says CNN made a slip-up and publicized the Southern Poverty Law Center list on their website as their own, when they realized it four hours later they took it down.
[01:13:27.628 --> 01:13:28.288]  She's taking action.
[01:13:28.308 --> 01:13:28.688]  She has standing.
[01:13:28.708 --> 01:13:29.469]  Because she's an American.
[01:13:29.489 --> 01:13:30.189]  She's a conservative.
[01:13:30.209 --> 01:13:34.390]  She's a patriot being listed as a white supremacist marked for death.
[01:13:34.410 --> 01:13:34.730]  And she's a
[01:13:48.897 --> 01:14:00.741]  Lawyer, currently involved in multi-jurisdictional federal and state litigation with heavy focus on employment, contractual disputes, non-compete trade secrets, and wrongful death issues, both plaintiff and defense.
[01:14:00.781 --> 01:14:02.881]  Maybe she's the lawyer I should get for a suit.
[01:14:02.921 --> 01:14:03.922]  I mean, I'm being damaged.
[01:14:03.942 --> 01:14:06.082]  It's already like 7 million this year already.
[01:14:06.983 --> 01:14:14.085]  Worked closely as a corporate legal advisor, contractual issues with the board of directors, the board of trustee issues related for corporate entities.
[01:14:14.105 --> 01:14:17.286]  She announced a lawsuit against CNN on behalf of the American people.
[01:14:18.126 --> 01:14:21.807]  That are being targeted as radical terrorists, close quote.
[01:14:21.907 --> 01:14:25.128]  I mean, it's like they're saying rad off Hitler.
[01:14:25.168 --> 01:14:26.689]  This is marking us for death.
[01:14:26.949 --> 01:14:30.350]  This is serious psychological and cultural terrorism.
[01:14:30.810 --> 01:14:37.532]  Joni, CNN, MSNBC, the New York Times, the Southern Private Law Center, I've talked to a bunch of the top lawyers.
[01:14:37.892 --> 01:14:42.053]  They all say you've got open and shut cases, but two years of litigation.
[01:14:42.974 --> 01:14:45.074]  Why on earth have they gotten so radical?
[01:14:45.474 --> 01:14:47.595]  And why have you been forced to take action?
[01:14:48.857 --> 01:14:50.738]  Well, you know what?
[01:14:50.798 --> 01:14:51.859]  Are you seeing me okay, Alex?
[01:14:51.879 --> 01:14:52.700]  Because I lost you.
[01:14:53.200 --> 01:14:54.020]  I am seeing you.
[01:14:54.040 --> 01:14:54.841]  So go ahead.
[01:14:54.861 --> 01:14:55.141]  Thanks.
[01:14:55.161 --> 01:14:55.802]  Okay.
[01:14:56.022 --> 01:15:05.268]  I'll tell you what happened is, you know, we've all been, you know, I've been watching this go on for the last couple of years and you made a great point earlier on.
[01:15:05.588 --> 01:15:07.129]  You are a connection expert.
[01:15:07.574 --> 01:15:10.916]  And you know, people can, you know, see, oh, gosh, this doesn't look right over here.
[01:15:10.936 --> 01:15:11.757]  This doesn't look right.
[01:15:12.197 --> 01:15:13.918]  But I'll tell you when it all came together for me.
[01:15:13.938 --> 01:15:15.760]  And listen, I'm a little late coming to the party.
[01:15:16.600 --> 01:15:17.221]  But you know what?
[01:15:17.261 --> 01:15:23.825]  Sometimes that's good because by the time you get to the party, people got all the small talk out of the way and they're ready to get down to action.
[01:15:23.865 --> 01:15:27.968]  I'll tell you what really got me on board and off the couch three weeks ago.
[01:15:28.628 --> 01:15:31.809]  I watched as Michael Moore, he had a bad day that day.
[01:15:31.849 --> 01:15:37.691]  You know, his show bombed and he was on with Don Lennon, who is just a race baiter.
[01:15:37.711 --> 01:15:43.132]  He cannot even be called a journalist because that's an insult to journalists.
[01:15:43.532 --> 01:15:48.874]  But he got on CNN and he was being, you know, probed by Don Lennon.
[01:15:49.274 --> 01:15:51.294]  And he said, he made this statement, Alex.
[01:15:51.734 --> 01:15:57.576]  He said, Trump is a rapist and he is raping the United States.
[01:15:58.374 --> 01:16:07.092]  And if his supporters have a chance to redeem themselves tonight, if they denounce him, but if not, they are complicit to rape.
[01:16:07.847 --> 01:16:08.728]  And I want to tell you something.
[01:16:08.868 --> 01:16:20.534]  That got me off the couch and I called my nephew, he's a great guy, first year at Liberty, Corey Jones, and I said, Matthew, I need to know about this Twitter stuff.
[01:16:20.955 --> 01:16:21.575]  I need to know.
[01:16:22.395 --> 01:16:24.657]  And we talked and I said, I'm going to take action.
[01:16:25.237 --> 01:16:33.722]  And I'll tell you what, in three weeks, Alex, we now have over 25,000 people that have signed up for this class action lawsuit.
[01:16:35.140 --> 01:16:37.781]  Wow, I didn't know that this exploded like this.
[01:16:38.481 --> 01:16:42.383]  Joni Turner, congratulations on standing up for our free speech against these bullies.
[01:16:42.423 --> 01:16:43.943]  They call us Nazis with no evidence.
[01:16:44.523 --> 01:16:52.386]  Putting people in a group, not letting them have commerce, demonizing them, shutting them off from jobs, firing them, bullying them, beating them up.
[01:16:52.506 --> 01:16:54.507]  That's what the brown shirts did in Nazi Germany.
[01:16:55.649 --> 01:16:56.689]  Well, that's exactly right.
[01:16:56.749 --> 01:17:02.351]  I'll tell you Alex, what happened is, and you know, I've had a couple people ask me, well why not MSNBC?
[01:17:02.672 --> 01:17:05.453]  Well, everybody knows that MSNBC, they're idiots.
[01:17:05.573 --> 01:17:06.773]  You know, they're a clown show.
[01:17:07.233 --> 01:17:11.955]  And so, when you go and listen to them, you know, anymore, I mean, people don't take them serious.
[01:17:12.415 --> 01:17:22.483]  But why CNN is so... They have gone from lying to the American people, which is a crime in and of itself, but to lying about them, Alex.
[01:17:22.763 --> 01:17:24.844]  And what they have done is they have... That's right.
[01:17:24.864 --> 01:17:26.426]  They're attacking the American people.
[01:17:26.466 --> 01:17:29.928]  Hillary got in trouble for saying half of Trump supporters are deplorable.
[01:17:30.108 --> 01:17:31.890]  They're saying all of you are rapists.
[01:17:32.873 --> 01:17:53.972]  Oh, rapists, Nazis, and what they're doing, and Alex, this is so good, and I can't even tell you how good this is, but what they are doing is they're creating a false narrative to create a group, and then they are funded, they are funded by the same people that the Southern Poverty Law Center is funded by, then they're going out and they are calling their wolves
[01:17:54.452 --> 01:17:58.435]  And Antifa and all of the Black Lives Matters, like what is that?
[01:17:59.455 --> 01:18:02.577]  And all these radical groups that hijack these names.
[01:18:02.937 --> 01:18:06.279]  And they're coming and they're putting maps out, Alex.
[01:18:06.319 --> 01:18:08.541]  And you touched on that right before I came on.
[01:18:09.001 --> 01:18:10.222]  They are putting maps out.
[01:18:10.302 --> 01:18:12.723]  And CNN accidentally put it up as their own map.
[01:18:12.803 --> 01:18:15.045]  It's the hate map, you know, that Southern Poverty has up.
[01:18:16.152 --> 01:18:24.798]  And what they're doing, Alex, is they're creating this narrative, and then they're calling and paying these guys to come and attack us.
[01:18:25.338 --> 01:18:27.700]  And it's crazy what is going on.
[01:18:28.764 --> 01:18:29.304]  And you know what?
[01:18:30.246 --> 01:18:33.149]  I just said, I looked at the TV and I said, no more.
[01:18:33.450 --> 01:18:35.332]  If you think you're getting away with this, you're wrong.
[01:18:35.692 --> 01:18:36.694]  I'm coming after you.
[01:18:37.114 --> 01:18:37.875]  That's all I said.
[01:18:37.975 --> 01:18:39.437]  I'd never even heard of Periscope.
[01:18:39.938 --> 01:18:43.322]  And I heard of Periscope the day after my nephew again told me about it.
[01:18:43.703 --> 01:18:45.665]  I got on there and now we're 25,000 strong, Alex.
[01:18:48.049 --> 01:18:55.675]  Well, let's go over this lawsuit, because they want to sue gun manufacturers, they want to sue cities and police departments until they collapse, but they don't have cases.
[01:18:55.715 --> 01:18:57.477]  They're losing their cases everywhere.
[01:18:57.957 --> 01:19:00.619]  Again, I've talked to top lawyers in Austin, D.C., New York.
[01:19:01.540 --> 01:19:09.947]  I mean, I've got some of the top firms, and they're ready to file lawsuits, and they say all these cases where we've got the letters back from major credit card companies,
[01:19:10.707 --> 01:19:17.272]  Letters back from major online companies saying, we're not going to do business with you because you're listed as a hate group.
[01:19:17.653 --> 01:19:22.877]  I mean, we have it against the companies and the Southern Poverty Law Center, open and shut, total discrimination.
[01:19:23.237 --> 01:19:24.738]  Why would they be so bold?
[01:19:24.858 --> 01:19:25.699]  What are they thinking?
[01:19:25.939 --> 01:19:34.246]  You can't just say somebody's a rapist and somebody's Hitler and then put them in a database to discriminate against them when you can't do that to any American.
[01:19:34.666 --> 01:19:35.767]  I mean, this is crazy.
[01:19:36.536 --> 01:19:37.517]  And look at this one, Alex.
[01:19:37.537 --> 01:19:38.277]  Have you seen this one?
[01:19:38.297 --> 01:19:41.739]  And I loved how you were talking about the back page news stories.
[01:19:42.160 --> 01:19:47.423]  JP Morgan just gave a million dollars to the Southern Poverty Law Center.
[01:19:48.184 --> 01:19:48.904]  James Murdoch.
[01:19:49.405 --> 01:19:51.506]  I want to tell you something.
[01:19:51.706 --> 01:19:53.447]  You've got a cause of action against them too.
[01:19:53.547 --> 01:19:54.368]  JP Morgan.
[01:19:54.828 --> 01:19:57.589]  A financial system just gave one million dollars.
[01:19:57.909 --> 01:19:59.010]  You can't find this anywhere.
[01:19:59.050 --> 01:20:01.350]  CNN, you know, kind of put it under the radar.
[01:20:01.430 --> 01:20:02.891]  Oh, they go around and pass the plate.
[01:20:03.231 --> 01:20:08.633]  A bunch of Hollywood stars gave a million dollars apiece to it in the last month, namely George Clooney.
[01:20:09.625 --> 01:20:12.908]  Oh, listen, I have a little... George Clooney's here from Cincinnati.
[01:20:12.928 --> 01:20:15.671]  You know, I have a little... He was one of my first little dates.
[01:20:15.731 --> 01:20:17.773]  I used to do a little talk show with his mom, Nina.
[01:20:17.793 --> 01:20:21.877]  And I can tell you that he was as silly back then as he is now.
[01:20:22.377 --> 01:20:24.359]  But, you know, not as well known.
