[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[01:00:44.188 --> 01:00:46.610]  So wait for that in the fourth hour.
[01:00:46.610 --> 01:00:48.392]  Okay.
[01:00:48.392 --> 01:00:51.274]  Great Greece is always knocking it out of the park.
[01:00:51.274 --> 01:00:55.118]  And this special report needs to be seen by many because it really is the big issue.
[01:00:55.118 --> 01:00:56.919]  I should be making a bigger issue out of this.
[01:00:56.919 --> 01:01:00.743]  The invasion of Taiwan is the crisis for the Great Reset.
[01:01:00.743 --> 01:01:08.449]  Here is that report and then in the days and weeks we're going to be covering this more because currently big insiders tell me the war in Taiwan starts in February.
[01:01:08.449 --> 01:01:08.770]  Here it is.
[01:01:16.613 --> 01:01:23.500]  Everyone alive today in the industrial world have been conditioned to expect World War 3.
[01:01:23.500 --> 01:01:29.625]  Conditioned through print media, pop culture, and ultimately a second world war.
[01:01:29.625 --> 01:01:36.292]  Today's serial propaganda keeps the human mind anticipating the inevitability of a third world war.
[01:01:37.355 --> 01:01:39.897]  And it now seems to be upon us.
[01:01:39.897 --> 01:01:51.086]  Former Soviet intelligence agent Yuri Bezmenov warned us nearly 40 years ago that America was under a sophisticated attack of communist subversion.
[01:01:51.086 --> 01:01:54.649]  Stage 1, demoralization, takes up to 20 years.
[01:01:55.817 --> 01:02:03.825]  Because its purpose is to demoralize an entire generation, creating an army of disenfranchised minions.
[01:02:03.825 --> 01:02:07.969]  An army who is then used for stage two, destabilization.
[01:02:08.900 --> 01:02:17.443]  This only lasts three to five years, and is the precursor to stage three, crisis, system failure.
[01:02:17.443 --> 01:02:26.706]  This is where we are now, at the precipice, awaiting the crisis, just as the CCP is poised to invade Taiwan.
[01:02:27.686 --> 01:02:40.191]  Taiwan was part of China for centuries, and when the communists came to power in 1949, destroying Chinese culture, millions fled to Taiwan to preserve it.
[01:02:40.191 --> 01:02:48.975]  In 1971, the UN's General Assembly admitted communist China and expelled Taiwan, taking a clear stance against the people of China.
[01:02:49.944 --> 01:02:56.168]  Xi Jinping plans on uniting all of China under the CCP, by any means necessary.
[01:02:56.168 --> 01:02:58.149]  And his time is running out.
[01:02:58.149 --> 01:03:01.691]  His power is being challenged within the party.
[01:03:01.691 --> 01:03:09.236]  The CCP regularly rehearses invading Taiwan, and recently released a video of it.
[01:03:09.236 --> 01:03:15.480]  If America were to allow the CCP to invade Taiwan, then the message is clear.
[01:03:15.480 --> 01:03:18.602]  The US cannot protect any nation from the CCP.
[01:03:19.486 --> 01:03:24.667]  And communist China becomes the world's prevailing superpower.
[01:03:24.667 --> 01:03:29.749]  And if we defend the people of Taiwan, it will be World War Three.
[01:03:29.749 --> 01:03:32.929]  And who decides how America reacts?
[01:03:32.929 --> 01:03:34.590]  Joe Biden?
[01:03:34.590 --> 01:03:43.312]  Because they are so dependent upon one another, a military conflict between the US and China will be devastating to both economies.
[01:03:43.312 --> 01:03:48.233]  But it will give the international banking community the great reset they are all pushing for.
[01:03:49.352 --> 01:03:53.413]  Which cannot exist in a world of national sovereignty.
[01:03:53.413 --> 01:04:01.496]  World War I and II created massive wealth for the big banking cartel, while millions perished.
[01:04:01.496 --> 01:04:13.860]  War with China gives the international banking community the opportunity to destroy America's culture of freedom and usher in a world of authoritarian dominance.
[01:04:15.273 --> 01:04:23.395]  For those of us who have awakened, it is obvious that this World War is between the people and their own governments.
[01:04:23.395 --> 01:04:28.656]  And the unawakened masses will obediently go along with whatever they are told.
[01:04:28.656 --> 01:04:33.236]  So the only hope that we have is the awakening of the people.
[01:04:33.236 --> 01:04:36.177]  There are far more of us than there are of them.
[01:04:36.177 --> 01:04:41.298]  And the only way to avoid World War 3 is for the people of the world to wake up.
[01:04:42.967 --> 01:04:45.050]  For InfoWars.com, this is Greg Reese.
[01:04:58.576 --> 01:05:00.058]  I am taping this.
[01:05:00.058 --> 01:05:04.122]  I am taping this update on the morning of Friday, October 22nd, 2021.
[01:05:04.122 --> 01:05:18.757]  Listeners who've already tried and really seen the powerful effects of RainForce Ultra should be excited to know that we've got a limited supply of it in stock, but it'll be sold out at current sales rates by Monday morning.
[01:05:19.258 --> 01:05:23.699]  Despite that fact, we're still offering a major discount of 25% off.
[01:05:23.699 --> 01:05:25.820]  It is an amazing nootropic.
[01:05:25.820 --> 01:05:35.863]  I went to one of the top labs in the country and I said I want very powerful, quick-acting, extremely clean nootropic that wears off quick because I want to be able to take it if I've got to work until 10 at night.
[01:05:36.283 --> 01:05:38.724]  Take it at 7 and for it to wear off by 10.
[01:05:38.724 --> 01:05:43.345]  And that's exactly what they did with BrainForce Ultra.
[01:05:43.345 --> 01:05:46.025]  Now we have other great products like TurboForce that last for 10 hours.
[01:05:46.025 --> 01:05:46.965]  It's a different formula.
[01:05:46.965 --> 01:05:48.326]  It's over-the-top powerful.
[01:05:48.326 --> 01:05:49.466]  So strong I can't even take it.
[01:05:49.466 --> 01:05:50.846]  By the way, it's sold out right now.
[01:05:50.846 --> 01:05:53.567]  The BrainForce Ultra is really something special.
[01:05:53.567 --> 01:05:55.627]  It's 25% off, limited supply.
[01:05:55.627 --> 01:05:57.248]  Will sell out early next week.
[01:05:57.248 --> 01:05:58.608]  Infowarstore.com
[01:06:02.003 --> 01:06:04.649]  Waging war on corruption.
[01:06:04.649 --> 01:06:09.761]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:06:38.393 --> 01:06:50.762]  Welcome back, ladies and gentlemen, and thank you so much for joining us on this live October 27th, 2021 broadcast.
[01:06:50.762 --> 01:06:57.807]  And I'm going to try to be as focused on this as I can be and just point you in the right direction to do your own research.
[01:06:57.807 --> 01:07:00.950]  But I think everybody knows now this is out in the open.
[01:07:00.950 --> 01:07:03.932]  And so the job of just exposing what's going on with the globalists.
[01:07:05.000 --> 01:07:12.425]  Is becoming secondary and proving that they exist, like proving the sun came out this morning, versus what are we going to do to stop them?
[01:07:13.979 --> 01:07:35.136]  Though it's still important to get the general public's mind wrapped around what type of elite revolution against humanity this is, and an establishment revolution against God himself and against God's creation, or the act of playing God that these individuals are involved in.
[01:07:35.136 --> 01:07:36.818]  So I make a lot of statements here on air.
[01:07:38.143 --> 01:07:53.450]  And I know a lot of them sound crazy, and a lot of people say Jones is nuts, because I'll tell you what the globalists are saying at the UN level, what they're putting in public books they've written in white papers, and then people will hear me repeat it, and it just sounds crazy.
[01:07:53.450 --> 01:08:00.433]  Like, you'll own nothing, you'll have nothing, we're going to end the nuclear family, we're going to erase people's immune systems, they can be totally controlled by big pharma.
[01:08:00.433 --> 01:08:02.134]  I mean, these are all real statements they've made.
[01:08:03.479 --> 01:08:25.476]  And I also, just like last week, I was talking to some neighbors, and I said, yeah, you know that this whole carbon thing is a way to tax and control all life on earth, and the global carbon tax has already been set up by BlackRock and by the Rothschilds and the Rockefellers and Vanguard, and that they're going to track every movement we make and tax us, but also tell us where we can go and what we can do.
[01:08:25.476 --> 01:08:26.597]  They're like, oh, yeah, right.
[01:08:26.597 --> 01:08:28.338]  I go, yeah.
[01:08:28.338 --> 01:08:30.260]  They don't want to cut down the majority of trees.
[01:08:32.168 --> 01:08:36.771]  Saying that oxygen's bad too, not just carbon dioxide.
[01:08:36.771 --> 01:08:42.756]  And the neighbor didn't believe me, so I pulled out the phone, showed them, and they just giggled.
[01:08:42.756 --> 01:08:48.540]  Because again, you're hit by something so nonsensical, you don't respond to it, but it actually starts happening.
[01:08:50.316 --> 01:08:51.136]  You understand?
[01:08:51.136 --> 01:08:59.619]  So instead of me just telling you about this, let me just show you some of the headlines, and we'll play a clip from 60 Minutes recently with Bill Gates.
[01:08:59.619 --> 01:09:00.579]  There's a couple of them.
[01:09:00.579 --> 01:09:01.519]  Which clips do you guys have?
[01:09:01.519 --> 01:09:06.841]  I forgot to ask during the break.
[01:09:06.841 --> 01:09:07.521]  Okay, okay.
[01:09:07.521 --> 01:09:08.321]  Yeah, I'm just asking.
[01:09:08.321 --> 01:09:10.522]  Put it on screen for me, how long each clip is.
[01:09:10.522 --> 01:09:12.582]  I'd forgotten to ask how long each clip is.
[01:09:12.582 --> 01:09:14.103]  So how long is the 60-minute clip?
[01:09:14.103 --> 01:09:14.983]  We'll just do this live on air.
[01:09:16.147 --> 01:09:17.328]  Okay, minute 12, great.
[01:09:17.328 --> 01:09:18.349]  Make sure I have time for that.
[01:09:18.349 --> 01:09:23.152]  And then we'll play the, we just inject GMO right in the kid's statement.
[01:09:23.152 --> 01:09:27.976]  Because from time to time, he likes to tell you what he's really doing.
[01:09:27.976 --> 01:09:30.138]  Like, well, what about your old buddy?
[01:09:30.138 --> 01:09:31.819]  You said you didn't know, but turned out you live with him.
[01:09:33.294 --> 01:09:33.915]  Jeffrey Epstein.
[01:09:33.915 --> 01:09:35.356]  He goes, well, he's dead.
[01:09:35.356 --> 01:09:36.016]  Yeah, but what about it?
[01:09:36.016 --> 01:09:36.657]  Well, he's dead.
[01:09:36.657 --> 01:09:38.918]  He's dead.
[01:09:38.918 --> 01:09:41.380]  And we're going to get the human population down to zero.
[01:09:41.380 --> 01:09:42.601]  And I love Planned Parenthood.
[01:09:42.601 --> 01:09:44.783]  There's too many people.
[01:09:44.783 --> 01:09:47.505]  And yeah, we're going to ban you eating meat.
[01:09:47.505 --> 01:09:50.027]  And you're going to drink sewage water if you're even allowed to live.
[01:09:50.027 --> 01:09:51.108]  I mean, these are statements.
[01:09:51.108 --> 01:09:51.929]  These are things he's done.
[01:09:52.952 --> 01:09:54.914]  So I want you to understand where they're taking you.
[01:09:54.914 --> 01:09:58.416]  It's not a very happy place when you comply with the vaccine passport.
[01:09:58.416 --> 01:09:59.777]  That's the carbon passport.
[01:09:59.777 --> 01:10:01.098]  That's the global social credit score.
[01:10:01.098 --> 01:10:03.960]  It's a hellish world that's not around the corner.
[01:10:03.960 --> 01:10:05.702]  It's here.
[01:10:05.702 --> 01:10:10.445]  So Bill Gates wants us to eat 100% synthetic beef.
[01:10:10.445 --> 01:10:11.546]  He has a point.
[01:10:11.546 --> 01:10:12.647]  That's Yahoo News.
[01:10:12.647 --> 01:10:15.369]  Oh, he has a point.
[01:10:15.369 --> 01:10:18.952]  And it's just we're evil, we're white, we're racist, the West.
[01:10:18.952 --> 01:10:22.034]  And so it's the new political correctness.
[01:10:22.034 --> 01:10:22.395]  We've got to
[01:10:23.459 --> 01:10:29.564]  Do all this and so they're moving ahead with it and promoting the Impossible Burger.
[01:10:29.564 --> 01:10:33.447]  They were reporting has five times the estrogen of the estrogen.
[01:10:33.447 --> 01:10:40.613]  They would give a sex offender order to be on estrogen therapy so that they don't assault children in a month.
[01:10:40.613 --> 01:10:45.797]  This is all just your estrogen therapy boys.
[01:10:45.797 --> 01:10:47.238]  Continuing.
[01:10:47.238 --> 01:10:50.201]  According to Bill Gates, rich countries shouldn't be eating real meat.
[01:10:52.810 --> 01:10:54.230]  Here's another one.
[01:10:54.230 --> 01:10:59.592]  Bill Gates thinks people should only be eating synthetic beef.
[01:10:59.592 --> 01:11:05.834]  Bill Gates, let them eat fake meat.
[01:11:05.834 --> 01:11:08.194]  And it goes on and on and on.
[01:11:08.194 --> 01:11:11.395]  Sky News, we're rich, we shouldn't be allowed to eat meat.
[01:11:11.395 --> 01:11:15.336]  Oh, my God, then by all means I won't.
[01:11:15.336 --> 01:11:20.718]  Now, when I mentioned all of this, people think I'm joking, but I'm not joking.
[01:11:22.213 --> 01:11:35.323]  Here's some of the news articles right here where even CNN is calling this year for cutting down trees.
[01:11:35.323 --> 01:11:39.586]  Plant trees, sure, but to save the climate we should also cut them down.
[01:11:41.636 --> 01:11:43.718]  Well, that's a double-think, double-think.
[01:11:43.718 --> 01:11:45.439]  It's like a double-double-think.
[01:11:45.439 --> 01:11:50.863]  Plant trees by cutting them down to save the earth from the evil carbon that's part of the life cycle.
[01:11:50.863 --> 01:11:52.844]  Four things make life on this beautiful planet.
[01:11:52.844 --> 01:11:58.288]  And of course, the fifth element is God making us, and originally engineering us, and then planting us here.
[01:11:58.288 --> 01:12:03.612]  But you have to have the sun.
[01:12:03.612 --> 01:12:04.373]  You gotta have water.
[01:12:06.223 --> 01:12:15.407]  You gotta have carbon dioxide and oxygen, both trace gases that are at the lowest level ever recorded in human history from the ice core and mud samples.
[01:12:15.407 --> 01:12:29.714]  And so it's really God's plan, I guess, that we found all this fossil fuel and then brought all this tied up carbon back to the surface, because just like Mars, the Earth has been losing its atmosphere right around the time that humans show up on the scene.
[01:12:32.506 --> 01:12:42.031]  Of course, that's according to the official timelines, but the point is, is that the Sahara is expanding because of low carbon dioxide levels.
[01:12:42.031 --> 01:12:49.835]  Yeah, it went up a little bit in the 20th century, but compared to a thousand years ago, or a hundred thousand years ago, or ten million years ago, it was dozens and dozens of times higher.
[01:12:49.835 --> 01:12:56.258]  Why do you think plants grew so fast or were so big during those periods?
[01:12:56.258 --> 01:12:59.080]  The earth was covered with stuff like redwoods previously.
[01:12:59.080 --> 01:13:01.201]  They find redwoods buried in Antarctica.
[01:13:02.537 --> 01:13:05.058]  The fossilized redwoods.
[01:13:05.058 --> 01:13:09.159]  So, this earth was once way more lush, we know that.
[01:13:09.159 --> 01:13:18.041]  And you know, had gigantic plants so big that it could supply brachiosaurs and huge herbivores enough plants to eat.
[01:13:18.041 --> 01:13:24.863]  But do I need to debate with people that cutting down trees is a good thing for the earth?
[01:13:24.863 --> 01:13:27.403]  I mean, these people are psychotic.
[01:13:27.403 --> 01:13:29.384]  But they want power over all life.
[01:13:31.049 --> 01:13:32.590]  So this is CNN.
[01:13:32.590 --> 01:13:40.413]  Democrats have set their sights on passing major climate legislation, but with a razor-thin majority in Congress, they need to look for common ground.
[01:13:40.413 --> 01:13:42.874]  So they spin it saying Republicans like to cut down trees.
[01:13:42.874 --> 01:13:43.494]  No, they don't.
[01:13:43.494 --> 01:13:48.657]  They like to plant them, and then re-harvest them, and re-plant them, and there's more plants now than there was 100 years ago in this country.
[01:13:48.657 --> 01:13:50.618]  There's more trees.
[01:13:50.618 --> 01:13:54.499]  One of the most promising ideas is to plant vast numbers of trees and also cut them down.
[01:13:54.499 --> 01:13:58.301]  And then it goes on to say that trees are actually bad because they create
[01:14:01.613 --> 01:14:02.934]  Oxygen and carbon dioxide.
[01:14:02.934 --> 01:14:04.174]  Well, that's what Bill Gates says.
[01:14:04.174 --> 01:14:09.056]  He says, I don't want organic farming because that's got organics involved.
[01:14:09.056 --> 01:14:13.818]  Bacteria and lichen and funguses and plants.
[01:14:13.818 --> 01:14:15.359]  And they put off, what do they do?
[01:14:15.359 --> 01:14:21.281]  Just like evil humans, they put off carbon.
[01:14:21.281 --> 01:14:24.743]  And that's what Bill Gates and the founder of the Impossible Burger.
[01:14:24.743 --> 01:14:25.763]  Oh, it's impossible.
[01:14:25.763 --> 01:14:26.764]  It's so amazing.
[01:14:26.764 --> 01:14:29.205]  It's basically a solid slab of estrogen.
[01:14:33.615 --> 01:14:36.277]  And you can go read all the articles, The Future of Farming, according to Bill Gates.
[01:14:36.277 --> 01:14:42.183]  He says, we got to have herbicides and pesticides and grow things in laboratories.
[01:14:42.183 --> 01:14:52.832]  He says, grow meat in laboratories and have people eat bacteria soups made from sewage.
[01:14:52.832 --> 01:14:55.595]  And it just goes on from there.
[01:14:55.595 --> 01:14:57.016]  The biofuel debate.
[01:14:57.016 --> 01:14:59.218]  Will cutting trees cut carbon?
[01:14:59.218 --> 01:14:59.919]  New York Times.
[01:15:03.083 --> 01:15:04.143]  These people are unbelievable.
[01:15:04.143 --> 01:15:11.726]  What they want is power and control over absolutely everything on this planet.
[01:15:11.726 --> 01:15:21.890]  When we come back, I'm going to tie it into the actual investors and those that control your investment money, your 401ks and the rest of it, and how they're going to hold you hostage with those in the future with the global social credit score.
[01:15:21.890 --> 01:15:32.114]  They're already telling all the billionaires to prepare for, and how they're going to announce you still get your retirement, but 40% of it has to be put in a global green fund, and you've got to behave a certain way on your app, on your phone, or you won't get your retirement.
[01:15:33.103 --> 01:15:38.088]  And the average boomer, I guess, will just submit to that, thinking being held hostage is cool and fun.
[01:15:38.088 --> 01:15:40.690]  Because they never take on a real challenge in their lives.
[01:15:40.690 --> 01:15:41.931]  That's leftist boomers.
[01:15:41.931 --> 01:15:43.753]  Not all boomers.
[01:15:43.753 --> 01:15:49.919]  And so they'll just roll over and submit to that too, putting themselves and all of us in chains.
[01:15:49.919 --> 01:15:54.123]  We're going to tell you about BlackRock and their plans to euthanize you and your family straight ahead.
[01:15:58.996 --> 01:16:08.059]  Alex Jones here on the morning of Friday, October 22nd, 2021, with a very important update for supporters of InfoWars.
[01:16:08.059 --> 01:16:15.442]  Several of our best-selling products are back in stock, limited supplies, and are 40 to 50% off.
[01:16:15.442 --> 01:16:22.244]  Like DNA Force Plus, that is 40% off right now, and that sale is going to have to end on Monday.
[01:16:22.244 --> 01:16:23.565]  It helps your telomeres, it helps your
[01:16:24.425 --> 01:16:29.529]  Very sells engines, the mitochondria, it's got the PQQ, the CoQ10, it really is incredible.
[01:16:29.529 --> 01:16:30.930]  It's 40% off.
[01:16:30.930 --> 01:16:34.292]  Some of the best-selling products are 50% off as well.
[01:16:34.292 --> 01:16:44.138]  And we got a very limited supply, very limited run in, because I told the manufacturer, whatever ingredients you can get, whenever you have enough to make some, even if it's a smaller run, do it.
[01:16:44.138 --> 01:16:48.981]  We've got a very small run in of the products that's been sold out, and that is RainForce Ultra.
[01:16:48.981 --> 01:16:50.042]  It's 25% off at FullWorksStore.com.
[01:16:51.363 --> 01:16:54.604]  That's going to end up selling out by Monday as well at current sales rates.
[01:16:54.604 --> 01:16:58.125]  So get great products and support the InfoWar at infowarestore.com.
[01:16:58.125 --> 01:17:12.609]  The COVID-19 face diaper is a symbol of subservience, a symbol of slavery, a symbol of the change that the medical tyranny combine controlled by the global private corporations has put in place.
[01:17:13.469 --> 01:17:18.634]  It is the symbol of the permanent emergency from which we will never emerge.
[01:17:18.634 --> 01:17:26.862]  It is the symbol that we are diseased and evil and bad and must cover our diseased criminal faces from the light of the sun.
[01:17:26.862 --> 01:17:35.090]  It is the symbol of our complete and total absolute surrender to evil.
[01:17:35.090 --> 01:17:35.871]  Ladies and gentlemen,
[01:17:36.843 --> 01:17:38.584]  We are crossing the Rubicon now.
[01:17:38.584 --> 01:17:42.905]  The entire future destiny of humanity is upon us.
[01:17:42.905 --> 01:17:49.207]  Klaus Schwab and the UN admit they're coming out with implantable microchips as part of the World ID and carbon taxes.
[01:17:49.207 --> 01:17:51.528]  Things only get worse from here if we submit.
[01:17:51.528 --> 01:17:54.889]  They only get better if we resist and say no.
[01:17:54.889 --> 01:17:59.871]  Noncompliance, noncompliance, noncompliance.
[01:17:59.871 --> 01:18:03.712]  If you only knew the power of the dark side.
[01:18:04.855 --> 01:18:11.779]  Join Bill Gates and together we will defeat humanity.
[01:18:11.779 --> 01:18:17.782]  Then our God Satan will reward us with eternal life.
[01:18:17.782 --> 01:18:20.644]  That's basically the ethos of the globalists.
[01:18:22.381 --> 01:18:23.704]  They must first play God.
[01:18:23.704 --> 01:18:30.156]  They must first prove that they are the fittest in their social Darwinistic system.
[01:18:30.156 --> 01:18:34.704]  And in a way they're right if we let them lie to us and dumb us down and poison us.
[01:18:35.612 --> 01:18:37.574]  Destroy our children's futures.
[01:18:37.574 --> 01:18:39.275]  The evidence is overwhelming and out in the open.
[01:18:39.275 --> 01:18:42.978]  We really deserve what's happened to us.
[01:18:42.978 --> 01:18:49.483]  So I ask you now, are you going to step up and expose the nuclear war even more?
[01:18:49.483 --> 01:18:53.106]  I know I'm pledging to step up and redouble my efforts.
[01:18:53.106 --> 01:18:55.248]  The front lines of the fight is InfoWars.com.
[01:18:58.413 --> 01:19:05.559]  I have the greatest sense of loss, deep in my heart, deep in my soul, I've ever had in my 47 years on this planet.
[01:19:05.559 --> 01:19:07.260]  I've had a lot of loss.
[01:19:07.260 --> 01:19:09.042]  Everybody else has.
[01:19:09.042 --> 01:19:20.492]  And it's because it's a loss of ancestral freedom that so many people fought and died and bled and sweat for.
[01:19:22.449 --> 01:19:25.790]  Now, we're just throwing it all away.
[01:19:25.790 --> 01:19:33.694]  And I see the general public in a medically-induced, scientifically-induced, behavioral-psychologically-controlled trance.
[01:19:33.694 --> 01:19:38.836]  And I know we're being fed into this globalist meat grinder, and it's so incredibly sad.
[01:19:38.836 --> 01:19:48.560]  But this is the process of birth, and then growth, and then falling apart, and then degenerating and collapsing, and then coming back to life again.
[01:19:49.731 --> 01:20:01.198]  It's just the globalists are actively trying to steer and control this process of decadence and collapse, to actually end the species as we know it.
[01:20:01.198 --> 01:20:04.300]  You're listening to The Alex Jones Show.
[01:20:04.300 --> 01:20:17.389]  When I get to the bottom I go back to the top of the slide, where I start back
[01:20:26.855 --> 01:20:31.597]  Ladies and gentlemen, let's continue looking at the rulers of this system.
[01:20:31.597 --> 01:20:36.860]  So, if you go online, you can look this up yourself, Vanguard is the second largest mutual fund.
[01:20:36.860 --> 01:20:39.861]  They go back and forth with BlackRock as being number one.
[01:20:39.861 --> 01:20:44.583]  And they are the number one owner of Pfizer stock.
[01:20:44.583 --> 01:20:46.885]  Number two is BlackRock.
[01:20:46.885 --> 01:20:49.526]  And these are the guys, when you study them and you look at them,
[01:20:51.345 --> 01:21:03.489]  That are lobbying governments for forced inoculations with these shots that are killing people in mass and causing mass ADE to fill up worldwide hospitals, which is now confirmed even by NPR.
[01:21:03.489 --> 01:21:10.151]  So this isn't some theoretical thing that all these top scientists warned of in the last 20 plus months.
[01:21:10.151 --> 01:21:13.952]  It's happening, it's confirmed, and they're killing us.
[01:21:13.952 --> 01:21:15.592]  BlackRockChief.
[01:21:15.592 --> 01:21:18.313]  How COVID could help save the planet.
[01:21:18.313 --> 01:21:19.654]  BBC.
[01:21:19.654 --> 01:21:20.434]  Larry Fink.
[01:21:22.076 --> 01:21:28.628]  Tells the BBC, gave a speech to Globalist, that, oh, we need to...
[01:21:31.150 --> 01:21:39.816]  Use these lockdowns to train people to accept lockdowns and have new carbon lockdowns and have everybody have an app on their phone to track you and tax you.
[01:21:39.816 --> 01:21:42.317]  Go read the article to make sure you save the earth.
[01:21:42.317 --> 01:21:47.440]  And remember, you'll own nothing, you'll have nothing, you won't get to eat meat, you'll eat soybeans all day if you're allowed to.
[01:21:47.440 --> 01:21:51.723]  Your smartphone will tell you where you can go, what you can do if you're allowed to leave your house.
[01:21:51.723 --> 01:21:55.586]  They're training school children in Europe and the UK on this 10 years ago.
[01:21:55.586 --> 01:21:59.108]  I've shown you the in-school PSAs, they show them.
[01:22:00.191 --> 01:22:09.094]  In the new wonderful future run by the United Nations Food Bureau worldwide, the system will decide when you get meat and when you don't.
[01:22:09.094 --> 01:22:11.915]  Your smartphone will tell you when you can leave your house and where you can go.
[01:22:11.915 --> 01:22:16.536]  You'll be told by the government what job you're going to have in your life.
[01:22:16.536 --> 01:22:20.577]  And oh, by the way, you're not allowed to have pets because pets are carbon creatures too.
[01:22:20.577 --> 01:22:25.319]  We're being taught that living creatures are bad from cats to dogs because
[01:22:26.516 --> 01:22:31.239]  They passed gas and methane is poison gas.
[01:22:31.239 --> 01:22:35.962]  They listed you as a toxic waste, not part of this atmosphere.
[01:22:35.962 --> 01:22:38.484]  Is this like a They Live movie plot?
[01:22:38.484 --> 01:22:42.386]  These are aliens that can't breathe our gases or something?
[01:22:42.386 --> 01:22:48.250]  I mean, I'm not saying that's what it is, but I mean, this is so freaky.
[01:22:50.766 --> 01:22:55.068]  And it's really going on and all the real science shows we need more carbon dioxide and oxygen.
[01:22:55.068 --> 01:23:00.871]  So here's BBC, BlackRock chief, how COVID could help save the planet.
[01:23:00.871 --> 01:23:02.591]  We're going to take you off your farm and ranch.
[01:23:02.591 --> 01:23:04.272]  We're going to make you eat GMO.
[01:23:04.272 --> 01:23:06.193]  We're going to make you take these deadly shots.
[01:23:06.193 --> 01:23:07.774]  We're going to break up the nuclear family.
[01:23:07.774 --> 01:23:09.935]  We're going to fund all this political correctness.
[01:23:09.935 --> 01:23:14.577]  We're going to fund Black Lives Matter like BlackRock does.
[01:23:14.577 --> 01:23:16.518]  All they have a global lockdown and shut down the planet.
[01:23:16.518 --> 01:23:16.718]  Yes.
[01:23:18.154 --> 01:23:32.665]  They stick tubes up cow's butts in Canada and now in Germany and they pump it up full of gas and make the liberal dairies then pay to have the methane pumped into mine shafts and seal it in the earth.
[01:23:32.665 --> 01:23:38.249]  Because any human activity is bad and well, your milk cow's farting.
[01:23:38.249 --> 01:23:42.172]  So we're going to run a big fire hose up its ass.
[01:23:42.172 --> 01:23:43.693]  This is really happening, excuse my French.
[01:23:46.258 --> 01:23:47.460]  This is the animal abuse.
[01:23:47.460 --> 01:23:56.231]  This is the ridiculousness to see what they can get us to do in the Overton window with learned helplessness and Stockholm Syndrome.
[01:23:56.231 --> 01:23:57.493]  And who's financing it all?
[01:23:57.493 --> 01:23:58.053]  Look it up.
[01:23:58.053 --> 01:23:59.836]  It's Larry Fink.
[01:23:59.836 --> 01:24:02.839]  Who's a real rat fink.
[01:24:02.839 --> 01:24:03.720]  The pandemic has
[01:24:05.129 --> 01:24:10.773]  Extracted a terrible toll on human life, which the globalists launched and used the lockdown to kill people.
[01:24:10.773 --> 01:24:11.493]  Let me start over.
[01:24:11.493 --> 01:24:17.658]  The pandemic has exacted a terrible toll on human life and the livelihoods.
[01:24:17.658 --> 01:24:24.322]  It is hard to see how anything that could possibly be described as positive could come out of such a devastating crisis.
[01:24:24.322 --> 01:24:28.945]  But the world's biggest money manager suggests there may be one.
[01:24:28.945 --> 01:24:29.906]  It goes on.
[01:24:29.906 --> 01:24:31.027]  Climate lockdowns.
[01:24:32.065 --> 01:24:35.707]  BlackRock manages $8.7 trillion of savers' money.
[01:24:35.707 --> 01:24:38.668]  Oh, and you can trust him with a new social credit score.
[01:24:38.668 --> 01:24:42.390]  Do like he says or he's going to keep it, which won't be theft.
[01:24:42.390 --> 01:24:43.631]  It'll be liberal.
[01:24:43.631 --> 01:24:47.513]  Like the Federal Reserve says they're devaluing the dollar to zero, and they said to help black people.
[01:24:47.513 --> 01:24:48.373]  That's a quote.
[01:24:48.373 --> 01:24:49.674]  To fight racism.
[01:24:49.674 --> 01:24:51.875]  Oh, okay.
[01:24:51.875 --> 01:24:55.057]  Hitler killed people to help him as well.
[01:24:55.057 --> 01:24:58.299]  It is possibly the most influential financial firm in the world.
[01:25:01.246 --> 01:25:03.988]  And it continues.
[01:25:03.988 --> 01:25:20.180]  Larry Fink, the chief executive of BlackRock, in its annual letter to the bosses of all the companies in which the colossal sum is invested, and he tells them how to invest and what to do, says the pandemic can ultimately help the fight against an even greater crisis.
[01:25:20.180 --> 01:25:24.563]  Climate change, climate lockdowns, climate passes, which Davos announced two weeks ago.
[01:25:25.303 --> 01:25:38.531]  I believe the pandemic has presented such an existential crisis, such as the stark reminder of our fragility, that it's driven us to confront the global threat of climate change more forcefully and to consider how, like the pandemic, it will alter our lives.
[01:25:38.531 --> 01:25:44.815]  And then he announces shutting down everything further and the UN running it all.
[01:25:44.815 --> 01:25:47.237]  And of course, who agrees with him?
[01:25:47.237 --> 01:25:49.478]  Oh, I forget.
[01:25:49.478 --> 01:25:50.599]  Noam Chomsky.
[01:25:52.173 --> 01:26:02.018]  Larry Fink wants $100 billion for decarbonization aid that they give to their own companies for, quote, getting rid of carbon and shutting people down.
[01:26:02.018 --> 01:26:03.059]  That's Forbes.
[01:26:03.059 --> 01:26:04.500]  By the way, they got it.
[01:26:04.500 --> 01:26:09.723]  BlackRock creates biggest climate exchange trade fund.
[01:26:09.723 --> 01:26:11.424]  Oh my gosh, isn't that nice?
[01:26:11.424 --> 01:26:19.168]  Reuters just created that in the last few months to make you now pay trillions of dollars of your money into when you buy or sell or do any activity.
