[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[00:45:36.587 --> 00:45:42.770]  Get your ultimate fish oil for a friend, family member or yourself at InfoWarsStore.com
[00:45:56.698 --> 00:46:12.944]  In late August, InfoWars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[00:46:12.944 --> 00:46:16.605]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[00:46:16.605 --> 00:46:23.308]  It's a checkbox that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[00:46:23.928 --> 00:46:27.992]  But now more than ever, you need to get your storable food orders in now.
[00:46:27.992 --> 00:46:30.755]  We're ready to ship to you within 24 hours of your order.
[00:46:30.755 --> 00:46:31.576]  It's high quality.
[00:46:31.576 --> 00:46:34.779]  It's very, very low cost at infowarestore.com.
[00:46:34.779 --> 00:46:42.147]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[00:46:42.147 --> 00:46:46.091]  So lock in your storable food now at a lower price and fund the info war.
[00:46:46.451 --> 00:46:48.292]  At M4WarStore.com.
[00:46:48.292 --> 00:46:53.055]  That's how you fight the Great Reset, is by being self-sufficient and not under their control.
[00:46:53.055 --> 00:47:02.482]  So get prepared now at M4WarStore.com.
[00:47:02.482 --> 00:47:08.386]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:47:16.204 --> 00:47:25.334]  The worst thing about the first 15 days to flatten the curve is the first two years.
[00:47:25.334 --> 00:47:28.237]  That's right.
[00:47:28.237 --> 00:47:34.924]  The worst thing about 15 days to flatten the curve is the first two years.
[00:47:34.924 --> 00:47:36.025]  That's the worst part about the 15 days.
[00:47:38.049 --> 00:47:39.530]  Welcome back to the Alex Jones Show.
[00:47:39.530 --> 00:47:40.850]  You know what's really incredible?
[00:47:40.850 --> 00:47:47.412]  Whether you're in Canada or the UK or Germany or the US or Australia, it doesn't matter where you are.
[00:47:47.412 --> 00:47:48.673]  I have all the clips here today.
[00:47:48.673 --> 00:47:50.493]  I wasn't even looking for them.
[00:47:50.493 --> 00:47:53.014]  They're all just everywhere.
[00:47:53.014 --> 00:47:54.395]  Oh, the vaccines are permanent.
[00:47:54.395 --> 00:47:56.315]  You're going to take them a couple of times a year forever.
[00:47:56.315 --> 00:47:57.376]  Yeah.
[00:47:57.376 --> 00:47:58.336]  We own your body.
[00:47:58.336 --> 00:48:00.697]  Oh, and you're going to wear your mask forever.
[00:48:00.697 --> 00:48:03.818]  And by the way, we're still going to tell you when you can and can't leave your house.
[00:48:03.818 --> 00:48:06.779]  It's part of the new system to cut carbon.
[00:48:09.073 --> 00:48:13.676]  And people are tuning in going, yeah, I heard you say this early last year, almost two years ago.
[00:48:13.676 --> 00:48:14.657]  How'd you know?
[00:48:14.657 --> 00:48:20.321]  Because it's a damn plan.
[00:48:20.321 --> 00:48:24.164]  And I've gotten Joe Rogan to wake up to that, and I've helped get Tucker Carlson awake.
[00:48:24.164 --> 00:48:26.486]  I'm not bragging, but that's some of my best work.
[00:48:26.486 --> 00:48:30.749]  And I've got a lot of you to wake up, and I know you've woken a lot of folks up.
[00:48:30.749 --> 00:48:32.791]  But this is not that hard.
[00:48:32.791 --> 00:48:36.714]  This is a designed world government criminal takeover.
[00:48:39.721 --> 00:48:57.696]  So here is Jacqueline Arden, the bizarre, skexy, sea hag, gremlin creature, who's a total Hillary Clinton acolyte, loves Communist China, laughing and giggling.
[00:48:57.696 --> 00:49:06.222]  She said last week, remember, hey, we have created two classes.
[00:49:06.222 --> 00:49:09.065]  And those of you that don't take whatever shots we want are going to be locked up forever.
[00:49:10.031 --> 00:49:13.033]  People said, so this is a two-class system where we discriminate against the unvaxxed.
[00:49:13.033 --> 00:49:16.216]  She goes, yep, that's what it is!
[00:49:16.216 --> 00:49:18.998]  The arrogance!
[00:49:18.998 --> 00:49:20.739]  The bravada!
[00:49:20.739 --> 00:49:22.340]  The hubris!
[00:49:22.340 --> 00:49:26.303]  The chutzpah!
[00:49:26.303 --> 00:49:27.164]  The criminology!
[00:49:30.205 --> 00:49:32.006]  And now here she is.
[00:49:32.006 --> 00:49:35.127]  Here she is saying, it's forever.
[00:49:35.127 --> 00:49:36.188]  It's forever.
[00:49:36.188 --> 00:49:38.329]  They're all, see, they all follow a global program.
[00:49:38.329 --> 00:49:43.171]  And now it's the time to rub our noses and say, it's forever.
[00:49:43.171 --> 00:49:44.212]  Like a Disney song.
[00:49:44.212 --> 00:49:46.313]  Forever and ever and ever.
[00:49:46.313 --> 00:49:48.074]  We're going to beat you in the head.
[00:49:48.074 --> 00:49:49.595]  We're going to take you to camps.
[00:49:49.595 --> 00:49:52.356]  We're going to quarantine you.
[00:49:52.356 --> 00:49:54.337]  Forever and ever and ever.
[00:49:54.337 --> 00:49:55.497]  Always the plan.
[00:49:55.497 --> 00:49:56.098]  End of freedom.
[00:49:57.281 --> 00:50:08.608]  And those of us in places like Texas or Florida that have leaders that aren't total globalists are like, well, thank God we don't live in Germany, or thank God we don't live in... It's all coming here.
[00:50:08.608 --> 00:50:11.610]  It's all run by the same people.
[00:50:11.610 --> 00:50:14.812]  The collapse of the blue cities and blue states will bring us down as well.
[00:50:14.812 --> 00:50:17.213]  We have to stop these people.
[00:50:17.213 --> 00:50:22.577]  But we can't even get Senator Paul, who knows all this, to talk about how it's a new world order takeover.
[00:50:22.577 --> 00:50:24.578]  Oh, because the New York Times might criticize him.
[00:50:28.325 --> 00:50:31.648]  Can we get maybe Dr. Paul to do it?
[00:50:31.648 --> 00:50:37.814]  I'm trying to get people to move in a united front against the multinational takeover that's permanent.
[00:50:39.568 --> 00:50:43.171]  And by the way, the people I criticize the most are the most effective best people we've got.
[00:50:43.171 --> 00:50:45.493]  We need them to help save us all.
[00:50:45.493 --> 00:50:53.980]  Yes, I need Donald Trump to come across all the way and be the man he was born to be and reverse this nightmare he helped put in place via fraud.
[00:50:53.980 --> 00:50:54.940]  He didn't know.
[00:50:54.940 --> 00:50:57.142]  But the more he goes along with it, he's to blame.
[00:50:57.142 --> 00:50:58.283]  Same thing with Rand Paul.
[00:50:58.283 --> 00:51:02.667]  He knows that it's not just that learned immunities way better than what you get from this vaccine.
[00:51:02.667 --> 00:51:07.831]  This vaccine turns off your white blood cells and in six months you have less immunity than you had before the shot.
[00:51:13.527 --> 00:51:16.488]  It gives you the damn COVID.
[00:51:16.488 --> 00:51:18.449]  So admit you got conned, Rand Paul.
[00:51:18.449 --> 00:51:21.370]  In fact, I'm even more pissed at him than I am at Trump.
[00:51:21.370 --> 00:51:23.331]  Seriously, think about it.
[00:51:23.331 --> 00:51:25.592]  He knows.
[00:51:25.592 --> 00:51:27.172]  I know they shot at you.
[00:51:27.172 --> 00:51:28.233]  I know they broke your ribs.
[00:51:28.233 --> 00:51:29.673]  I know they've done all that stuff.
[00:51:29.673 --> 00:51:31.074]  And I know they threatened me, but.
[00:51:32.298 --> 00:51:35.280]  What's the point of fighting these people and not going all the way?
[00:51:35.280 --> 00:51:36.601]  You know Fauci's a murderer.
[00:51:36.601 --> 00:51:38.122]  You know he needs to go to prison for five years.
[00:51:38.122 --> 00:51:39.984]  I salute you for that, Senator Paul.
[00:51:39.984 --> 00:51:43.787]  But I need you to go all the way for my children and yours.
[00:51:43.787 --> 00:51:47.910]  In fact, I order you to do it in the name of the American people.
[00:51:47.910 --> 00:51:50.131]  I order you to save yourself and save us.
[00:51:50.131 --> 00:51:51.873]  I order you to be the hero you were born to be.
[00:51:53.595 --> 00:52:00.218]  If my orders mean anything, if the American people's orders mean anything, everybody should call his office and say, we order you to stop this.
[00:52:00.218 --> 00:52:01.899]  We order you to be a warrior.
[00:52:01.899 --> 00:52:04.621]  We order you to get out on the field as our champion.
[00:52:04.621 --> 00:52:08.323]  We order you to do it!
[00:52:08.323 --> 00:52:10.884]  I'll tell you folks, God's ordering me to take action.
[00:52:10.884 --> 00:52:13.705]  I know God's setting it on your heart to not go along with this.
[00:52:13.705 --> 00:52:16.427]  I will not aid to bad, maiming and killing all these children.
[00:52:17.864 --> 00:52:19.945]  And I'm under attack, too, by the very same people.
[00:52:19.945 --> 00:52:24.788]  I know that your instincts go counter to this, Senator Paul, but you gotta do it now.
[00:52:24.788 --> 00:52:25.428]  I'm sorry.
[00:52:25.428 --> 00:52:27.409]  Let's go ahead and see the smiling demon.
[00:52:27.409 --> 00:52:30.951]  If you're a radio listener, you're lucky you don't have to look at this witch.
[00:52:30.951 --> 00:52:32.532]  Same one that said, don't look at the sunset.
[00:52:32.532 --> 00:52:34.553]  Same one that said, don't talk to your neighbors.
[00:52:34.553 --> 00:52:37.215]  It's a frickin' cult leader.
[00:52:37.215 --> 00:52:43.919]  The governor of New York, the appointed governor, said, go out, I'm Jesus, you're my disciples, go out the new religion, ah!
[00:52:43.919 --> 00:52:45.860]  I mean, it's a cult of sickos!
[00:52:47.213 --> 00:52:49.354]  that are run by pedophiles.
[00:52:49.354 --> 00:52:51.715]  I don't know if the New York governor is a pedophile.
[00:52:51.715 --> 00:52:53.636]  I don't know if the New Zealand Prime Minister is a pedophile.
[00:52:53.636 --> 00:53:01.139]  But if I was going to cast women to run a cult in a science fiction movie that like kills kids or does medical experiments on them, it'd be them.
[00:53:01.139 --> 00:53:01.519]  And guess what?
[00:53:01.519 --> 00:53:04.821]  They're doing medical experiments on our children coming after newborns now.
[00:53:04.821 --> 00:53:06.381]  So they are what they look like.
[00:53:06.381 --> 00:53:14.945]  They are just the witch, vampire, zombie trash.
[00:53:14.945 --> 00:53:16.266]  So here is the
[00:53:17.682 --> 00:53:21.242]  New Zealand globalist minion throwing it in our face.
[00:53:22.927 --> 00:53:33.697]  There's been a huge focus on making sure that we are reaching everyone, wherever they are in the country, and ensuring that we're overcoming those barriers.
[00:53:33.697 --> 00:53:38.441]  But in my mind, so long as there's people who are eligible who haven't been vaccinated, we've got work to do.
[00:53:38.441 --> 00:53:44.366]  You know, I don't think I'll ever be satisfied so long as there's someone who is eligible and hasn't been.
[00:53:44.366 --> 00:53:47.870]  And that's why I've said this, there's not going to be an end point to this vaccination programme.
[00:53:48.891 --> 00:53:56.658]  Once we've obviously we're rolling out boosters now so we've got a another you know wave of people that we need to make sure that we're protecting again.
[00:53:56.658 --> 00:54:02.244]  So those who were vaccinated six months ago really need them to come back or we need to go to them.
[00:54:02.244 --> 00:54:09.251]  When you see those countries that are experiencing those those fourth waves you can see that in many cases
[00:54:09.871 --> 00:54:13.592]  They either haven't started a booster campaign or they're only just starting.
[00:54:13.592 --> 00:54:18.613]  And it does seem to be the thing that's making a difference for those countries that are experiencing a lockdown.
[00:54:18.613 --> 00:54:20.854]  Shut her up.
[00:54:20.854 --> 00:54:24.134]  Oh, Israel's now getting ready for its fifth shot.
[00:54:24.134 --> 00:54:25.795]  They have the worst cases in the world.
[00:54:25.795 --> 00:54:29.436]  And then Germany is rolling out its third shot.
[00:54:29.436 --> 00:54:32.656]  You see, what do the unvaccinated and the vaxxed all have in common?
[00:54:32.656 --> 00:54:34.457]  We're never fully vaccinated.
[00:54:35.475 --> 00:54:41.179]  She goes, oh we're going to protect you every six months, because it erases your immune system.
[00:54:41.179 --> 00:54:44.701]  And then each time you take it, it erases it even more.
[00:54:44.701 --> 00:54:52.786]  And they know full damn well what they're doing, where you won't be able to live without these shots now, but they also kill you.
[00:54:52.786 --> 00:54:59.471]  We got Gary Franchi coming in here, and I'm going to play these other clips, but Member of Parliament Christina Anderson sends a message to the world.
[00:55:00.353 --> 00:55:02.575]  So here's the opposite of the evil you just heard.
[00:55:02.575 --> 00:55:07.860]  Here's an angel, a German member of the EU Parliament, issuing an emergency SOS.
[00:55:07.860 --> 00:55:12.624]  So this is what a real human looks like versus that stick figure scarecrow monster.
[00:55:14.002 --> 00:55:18.363]  This message goes out to the people in Australia.
[00:55:18.363 --> 00:55:20.063]  My name is Christine Anderson.
[00:55:20.063 --> 00:55:25.344]  I'm a member of European Parliament and I'm answering your SOS call.
[00:55:25.344 --> 00:55:40.608]  I will do whatever I can to make it known to the world that your once free and liberal democracy has been transformed into a totalitarian regime which tramples on human rights, civil liberties and the rule of law.
[00:55:41.608 --> 00:55:49.915]  I'm imploring all of you around the world who still think your governments are looking out for your best interest.
[00:55:49.915 --> 00:55:57.942]  At no point in history have the people forcing others into compliance been the good guys.
[00:55:57.942 --> 00:56:03.867]  The welfare of humanity has always been the alibi of tyrants.
[00:56:03.867 --> 00:56:08.591]  Do you not realize that this vaccine does not protect you from COVID?
[00:56:09.682 --> 00:56:14.304]  It does, however, protect you from governmental oppression.
[00:56:14.304 --> 00:56:16.425]  For now, that is.
[00:56:16.425 --> 00:56:23.309]  But don't think for even a second that this is not going to change tomorrow.
[00:56:23.309 --> 00:56:33.414]  I'm a German, and we once asked our grandparents how they could have just stood by in silence, allowing a horrific totalitarian regime to come about.
[00:56:34.682 --> 00:56:36.384]  Anyone could have known.
[00:56:36.384 --> 00:56:40.207]  All I had to do was open their eyes and take a look.
[00:56:40.207 --> 00:56:43.530]  The vast majority chose not to.
[00:56:43.530 --> 00:56:48.835]  So, what will you tell your grandchildren?
[00:56:48.835 --> 00:56:51.317]  Will you tell them you didn't know?
[00:56:51.317 --> 00:56:54.700]  Will you tell them you were just following orders?
[00:56:56.027 --> 00:56:58.152]  You need to understand.
[00:56:58.152 --> 00:57:01.862]  It isn't about breaking the fourth wave.
[00:57:01.862 --> 00:57:05.290]  It is all about breaking people.
[00:57:06.900 --> 00:57:10.681]  Australia does not need a no COVID strategy.
[00:57:10.681 --> 00:57:15.463]  What Australia needs is a no oppression strategy.
[00:57:15.463 --> 00:57:20.304]  So I stand in support with your fight for freedom and democracy.
[00:57:20.304 --> 00:57:28.646]  We need to stop our governments from transforming our free and democratic societies into totalitarian regimes.
[00:57:28.646 --> 00:57:30.827]  We need to do it now.
[00:57:30.827 --> 00:57:33.268]  We need to stand up now.
[00:57:34.582 --> 00:57:37.404]  We need to make that woman the President of the EU Commission.
[00:57:37.404 --> 00:57:38.825]  Oh, but the Commission is unelected.
[00:57:38.825 --> 00:57:40.245]  It actually runs it.
[00:57:40.245 --> 00:57:41.986]  And the members of Parliament are ceremonial.
[00:57:41.986 --> 00:57:44.828]  Hour number two with critical intel.
[00:57:44.828 --> 00:57:45.349]  Straight ahead.
[00:57:45.349 --> 00:57:48.590]  Stay with us.
[00:57:48.590 --> 00:57:50.832]  Our 2021s.
[00:57:50.832 --> 00:57:52.533]  I have a question to ask you.
[00:57:53.973 --> 00:58:12.519]  Why would you spend your money this Christmas season to buy gifts for friends and family and loved ones with the establishment, with the big corporations that are dedicated to waging war on all of our freedoms and suppressing us and forcing medical tyranny on us?
[00:58:12.519 --> 00:58:13.760]  I've never backed down to tyranny.
[00:58:14.480 --> 00:58:16.883]  We've had incredible successes fighting them.
[00:58:16.883 --> 00:58:18.865]  Thanks for your support.
[00:58:18.865 --> 00:58:26.773]  But now as 2021 comes to a close, I want to encourage you now more than ever to support the truth.
[00:58:26.773 --> 00:58:28.955]  And you do that at InfoWarsTore.com.
[00:58:30.407 --> 00:58:31.848]  Storewide free shipping.
[00:58:31.848 --> 00:58:33.949]  Double Patriot Plus running right now.
[00:58:33.949 --> 00:58:39.453]  Huge deals on Vitamin Mineral Fusion, DNA Force Plus, Lung Cleanse, and Turbo Force.
[00:58:39.453 --> 00:58:43.855]  And these are really amazing high quality products that also fund the Info War.
[00:58:43.855 --> 00:58:46.637]  The only way you fail is not taking action.
[00:58:50.699 --> 00:59:04.865]  The COVID-19 face diaper is a symbol of subservience, a symbol of slavery, a symbol of the change that the medical tyranny combine controlled by the global private corporations has put in place.
[00:59:05.705 --> 00:59:10.867]  It is the symbol of the permanent emergency from which we will never emerge.
[00:59:10.867 --> 00:59:19.069]  It is the symbol that we are diseased and evil and bad and must cover our diseased criminal faces from the light of the sun.
[00:59:19.069 --> 00:59:27.312]  It is the symbol of our complete and total absolute surrender to evil.
[00:59:27.312 --> 00:59:28.092]  Ladies and gentlemen,
[00:59:29.076 --> 00:59:31.877]  We are crossing the Rubicon now.
[00:59:31.877 --> 00:59:35.159]  The entire future destiny of humanity is upon us.
[00:59:35.159 --> 00:59:41.503]  Klaus Schwab and the UN admit they're coming out with implantable microchips as part of the World ID and carbon taxes.
[00:59:41.503 --> 00:59:43.784]  Things only get worse from here if we submit.
[00:59:43.784 --> 00:59:47.126]  They only get better if we resist and say no.
[00:59:47.126 --> 00:59:51.268]  Noncompliance, noncompliance, noncompliance.
[00:59:51.268 --> 00:59:57.151]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:00.612 --> 01:00:02.373]  Zuckerberg's doing it.
[01:00:02.373 --> 01:00:08.496]  You know what Mark Zuckerberg's doing?
[01:00:08.496 --> 01:00:20.783]  It came out more than five years ago in his own company documents when whistleblowers warned the world that he was trying to isolate people to be only on Facebook and to be depressed and alone so that avatars or
[01:00:21.283 --> 01:00:27.409]  Fake computer identities would be their only friends, thus taking full control of the user's mind.
[01:00:27.409 --> 01:00:46.446]  That's just a beta test for what's now rolling out with Facebook, claiming ownership of the metaverse and buying up hundreds of VR companies, and now trying to force users and employees to solely live in a fantasy controlled and orchestrated by Zuckerberg and the organizations that he works with.
[01:00:47.066 --> 01:00:52.431]  This priest class wants to lock us in our five senses here in the third dimension.
[01:00:52.431 --> 01:01:03.522]  And to do that, they're creating an artificial electronic prison or matrix to seduce us into giving up control of our bodies and our minds.
[01:01:03.522 --> 01:01:05.684]  This is the greatest deception ever.
[01:01:06.464 --> 01:01:16.313]  Evil is digging in because it knows humanity is waking up and that group consciousness is forming and that we are beginning to transcend the third dimension.
[01:01:16.313 --> 01:01:28.465]  Everything that's being launched against us is an attempt to hold us in the third dimension and not just enslave us, but finally completely destroy us and absorb our energy into this system they're building.
[01:01:29.085 --> 01:01:31.567]  This is beyond the satanic ritual.
[01:01:31.567 --> 01:01:34.388]  This is beyond anything you've read about in science fiction.
[01:01:34.388 --> 01:01:38.190]  Because this is actually happening in the real world today.
[01:01:38.190 --> 01:01:40.232]  And we have discovered their secrets.
[01:01:40.232 --> 01:01:41.993]  We've discovered how to stop them.
[01:01:41.993 --> 01:01:50.838]  And we have put it all together in an easy to understand system that gives you the tools to not just defeat the globalists, but to transcend to the next level.
[01:01:51.378 --> 01:01:57.605]  It's so important for all of you that already know this innately and have already witnessed this for yourselves to understand.
[01:01:57.605 --> 01:02:10.258]  You are the leaders of the future that must go to the next level so that you and I and others working together can free the rest of humanity before they get trapped in this artificial matrix system the globalists are building.
[01:02:10.418 --> 01:02:11.759]  All I'm offering is the truth.
[01:02:11.759 --> 01:02:14.420]  The film The Matrix made in 1999 is not original.
[01:02:14.420 --> 01:02:23.626]  Documents came out in 1990, from the late 1970s, where NASA and DARPA were developing a plan very similar to The Matrix.
[01:02:23.626 --> 01:02:25.887]  And all that information is now public.
[01:02:25.887 --> 01:02:38.095]  They're attempting to seduce us to give up our five senses, not just holding us in the third dimension, but actually creating an artificial slave system so that they can turn us into their programmable slaves.
[01:02:38.715 --> 01:02:40.296]  Humanity are not robots.
[01:02:40.296 --> 01:02:44.020]  No matter how many times Ray Kurzweil and the social engineers tell us this.
[01:02:44.020 --> 01:02:47.282]  But they are trying to turn us into robots.
[01:02:47.282 --> 01:02:51.626]  That's why in December of 2021 we are launching Reset Wars.
[01:02:51.626 --> 01:02:54.509]  Find out more information at ResetWars.com
[01:03:03.377 --> 01:03:05.818]  Here's the CEO of the big vaccine company.
[01:03:05.818 --> 01:03:07.558]  Allow me a personal question.
[01:03:07.558 --> 01:03:27.543]  I know that you don't particularly, that you're not particularly fond of answering personal questions, but you and your wife, Dr. Tureci, you play such a central role in the development of the virus, in the development of the virus, in the development of the virus.
[01:03:27.543 --> 01:03:29.004]  I have heard that you yourself
[01:03:29.784 --> 01:03:32.405]  I have not taken the vaccine yet.
[01:03:32.405 --> 01:03:33.466]  Why not?
[01:03:33.466 --> 01:03:37.828]  So I am legally not allowed to take the vaccine at the moment.
[01:03:37.828 --> 01:03:41.130]  We of course consider to make that possible.
[01:03:41.130 --> 01:03:46.793]  It is more important for us that our co-workers and partners get vaccinated.
[01:03:47.253 --> 01:04:07.129]  So we our goal is to produce more than 1.3 billion doses in in 2021 and that can only be done if we can really continue to work 24-7 without any interruption and we need to ensure that that we protect the co-workers and our team members
[01:04:07.569 --> 01:04:30.195]  from from COVID-19 infection because that would mean interruption and delay and waste of vaccine doses and therefore we consider to make an extra batch independent from the from the European contingent available to collaboration partners who are supporting us and to our team members.
[01:04:31.052 --> 01:04:35.677]  But I understand why are you not legally allowed to take the vaccine?
[01:04:35.677 --> 01:04:40.682]  Because you know that there is a priority.
[01:04:40.682 --> 01:04:47.350]  The vaccine is not allowed to be taken outside of this priority list.
[01:04:47.350 --> 01:04:50.953]  And what is also important... So there's the Moderna CEO.
[01:04:50.953 --> 01:04:53.176]  We'll be right back with Gary Franke.
[01:04:59.275 --> 01:05:04.516]  Our 2021 Cyber Week Specials end on Monday, December 6th.
[01:05:04.516 --> 01:05:13.278]  That means if you want store-bought free shipping, double Patreon points, and up to 50% off on our best-selling products like Prostagard, you have to take advantage of it right now.
[01:05:13.278 --> 01:05:16.779]  We also have Vitamin Mineral Fusion, sold out for months, back in stock.
[01:05:16.779 --> 01:05:21.280]  All the vitamins, all the minerals, the amino acids, so good for your immune system, your entire body.
[01:05:21.280 --> 01:05:22.761]  It's 40% off.
[01:05:22.761 --> 01:05:23.681]  DNA Force Plus, 40% off.
[01:05:24.861 --> 01:05:25.882]  The list goes on and on.
[01:05:25.882 --> 01:05:27.663]  Prostagarb and Salt Palm Meadows.
[01:05:27.663 --> 01:05:30.705]  Not just good for your prostate, good for all your glands.
[01:05:30.705 --> 01:05:33.727]  It's 50% off, again, with free shipping.
[01:05:33.727 --> 01:05:36.969]  And some items are even above 50% off.
[01:05:36.969 --> 01:05:41.952]  Go to InfoWarsTore.com, get a book, get a film, get a t-shirt, get water filtration, get air filtration.
[01:05:41.952 --> 01:05:47.956]  Whatever you do, do your shopping there with patriots that are fighting for all of our collective liberties together.
[01:05:47.956 --> 01:05:49.517]  If you shop at the big box stores,
[01:05:49.997 --> 01:05:50.437]  We're good to go.
[01:06:21.291 --> 01:06:30.854]  If you are receiving this transmission, you are the resistance.
[01:06:30.854 --> 01:06:38.756]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:38.756 --> 01:06:40.156]  Well, quite the intro there.
[01:06:40.156 --> 01:06:43.857]  Gary Franchi, my old friend on this guy more than 16 years.
[01:06:43.857 --> 01:06:45.598]  Came into town, we got a steak last night.
[01:06:46.516 --> 01:06:50.378]  In this dystopia, there's still some good things left, though they're trying to get rid of those.
[01:06:50.378 --> 01:06:52.119]  And wow, so much to talk about.
[01:06:52.119 --> 01:06:56.581]  You know, he started the Lone Lantern Society more than 16 years ago, went up and spoke at a big event.
[01:06:56.581 --> 01:06:58.942]  He had thousands of people in Chicago.
[01:06:58.942 --> 01:07:11.889]  And over the years, he's got hundreds and hundreds of millions of views on multiple big, very exciting channels that he's developed, the Next News Network, that is on many, many platforms, at Gary Franchi on Twitter.
[01:07:11.889 --> 01:07:13.150]  Gary, good to have you here with us, man.
[01:07:13.530 --> 01:07:15.531]  Alex, it's great to be here in your studio.
[01:07:15.531 --> 01:07:18.373]  It's been a long time since I've been here.
[01:07:18.373 --> 01:07:30.562]  Last time I was here, we were filming the William Lewis documentary, Camp FEMA 2, and that film has been so prophetic for the times that we're living in right now.
[01:07:30.562 --> 01:07:31.442]  Wow, yeah.
[01:07:31.442 --> 01:07:38.167]  They're now announcing that the lockdowns are permanent, and that the masks are permanent, and that you've got to take multiple shots a year that's permanent.
[01:07:38.167 --> 01:07:42.570]  It's being announced in Europe, being announced in New Zealand, being announced in Canada, and Democrats are now announcing it here.
[01:07:43.476 --> 01:07:45.778]  Well, that's a terrifying prospect to consider.
[01:07:45.778 --> 01:08:03.550]  I know that we are going to have a lot of pushback across the country, and that pushback is absolutely necessary to preserve the freedoms we have in this country, the Constitution, that prevents that type of authoritarian element to force vaccines on the American people.
[01:08:03.550 --> 01:08:06.392]  And the American people need to need to recognize
[01:08:06.812 --> 01:08:11.353]  That we will not be coerced, we will not be forced into accepting these things.
[01:08:11.353 --> 01:08:13.534]  Now, if people want to take them, that's fine.
[01:08:13.534 --> 01:08:14.314]  That's on them.
[01:08:14.314 --> 01:08:15.855]  Let them do what they're going to do.
[01:08:15.855 --> 01:08:20.436]  That's the point of freedom, is that we have the opportunity to choose.
[01:08:20.436 --> 01:08:22.797]  Yeah, you can go buy a gun at the store and blow your head off if you want.
[01:08:22.797 --> 01:08:23.577]  If you want to do that?
[01:08:23.577 --> 01:08:28.839]  What do you know about the children, though, when the parents want to give this experimental crap to their children?
[01:08:28.839 --> 01:08:31.540]  When mommy wants to become Dr. Mingalo's mistress?
[01:08:32.128 --> 01:08:42.760]  Well, I think that when they have implemented this into the schools and they're removing parental consent, we have to be fully on guard.
[01:08:42.760 --> 01:08:51.670]  You know, I have friends... But think about this, the left doesn't want you to be able to spank your children, but they want to be able to inject children, and the state's trying to even, like you said, circumvent parents.
[01:08:52.130 --> 01:08:54.713]  Well that's, I mean, that's what the state wants to do.
[01:08:54.713 --> 01:09:00.661]  That's authoritarian dictatorship happening in this country, and they're doing it through the public school systems.
[01:09:00.661 --> 01:09:03.324]  You're right, I mean, this is, this is authoritarianism 101.
[01:09:03.324 --> 01:09:05.186]  It's everything we always warned of, Gary.
[01:09:05.186 --> 01:09:05.767]  It's here.
[01:09:05.767 --> 01:09:06.868]  You know what, Alex?
[01:09:06.868 --> 01:09:08.090]  Years ago, when we would...
[01:09:08.410 --> 01:09:08.830]  Absolutely.
[01:09:08.830 --> 01:09:14.295]  They put together, just our archivist did, because it was all over the news about the CIA running and protecting pedophile rings.
[01:09:32.677 --> 01:09:40.806]  And the archivist has very quickly put together like a 10-minute clip going back 15 plus years, 20 years in this first clip.
[01:09:40.806 --> 01:09:43.790]  Alex Jones exposes elite pedophile rings long ago.
[01:09:43.790 --> 01:09:48.335]  We probably need to change that headline to something, you know, the actual original date decades ago.
[01:09:50.612 --> 01:09:55.294]  I mean, this is really a seedy system, beyond seedy, that's running things.
[01:09:55.294 --> 01:09:59.716]  Well, the Ghislaine Maxwell trial's happening right now, and no one's talking about it?
[01:09:59.716 --> 01:10:01.597]  No one in the mainstream press is?
[01:10:01.597 --> 01:10:04.638]  I mean, look, we had the Rittenhouse trial, right?
[01:10:04.638 --> 01:10:08.159]  That was on every single media outlet.
[01:10:08.159 --> 01:10:13.561]  He was being demonized on CNN, MSNBC, all the channels were demonizing him.
[01:10:13.561 --> 01:10:16.843]  They couldn't stop talking about it, and then they freak out when he gets off.
[01:10:17.571 --> 01:10:20.876]  But where's the coverage on Ghislaine Maxwell?
[01:10:20.876 --> 01:10:22.598]  All we get is a sketch?
[01:10:22.598 --> 01:10:23.960]  We get a sketch artist?
[01:10:23.960 --> 01:10:26.264]  And a couple transcripts that are difficult to even locate?
[01:10:27.398 --> 01:10:29.820]  They're sweeping up, they're sweeping this all under the rug.
[01:10:29.820 --> 01:10:35.944]  They don't want the American people to hear what's actually happening at the highest levels in government.
[01:10:35.944 --> 01:10:54.337]  And Ghislaine Maxwell and Jeffrey Epstein are only the tip of the iceberg because they have been, they have been, they're just one, they're just one faction in the greater scheme that the elite are using children and sex and blackmail to control the political elite.
[01:10:55.555 --> 01:10:56.215]  Well, that's right.
[01:10:56.215 --> 01:11:00.656]  And we also have this student up in Michigan that shot some people and killed them.
[01:11:00.656 --> 01:11:04.257]  Horrible, terrible, punishing, death penalty, whatever.
[01:11:04.257 --> 01:11:05.457]  But then they arrest the parents.
