[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[00:58:59.014 --> 00:59:01.356]  That was 60% off on our best selling items.
[00:59:01.356 --> 00:59:03.057]  We have Winter Sun at 50% off.
[00:59:03.057 --> 00:59:03.898]  So good for your body.
[00:59:03.898 --> 00:59:04.758]  So good for your immune system.
[00:59:04.758 --> 00:59:05.239]  50% off.
[00:59:05.239 --> 00:59:05.659]  We have Ultra 12.
[00:59:07.080 --> 00:59:08.200]  At 60% off.
[00:59:08.200 --> 00:59:09.821]  That is the lowest we've ever gone.
[00:59:09.821 --> 00:59:14.582]  It is so good for your libido, your stamina, your immune system, your whole body, taking out of the tongue.
[00:59:14.582 --> 00:59:15.102]  60% off.
[00:59:15.102 --> 00:59:19.663]  We've got a bunch of products sold out for a long time like Brain Force Plus back in stock.
[00:59:19.663 --> 00:59:20.043]  50% off.
[00:59:20.043 --> 00:59:24.304]  And we have Ultimate Bone Broth back in stock at InfoWarsTore.com.
[00:59:24.304 --> 00:59:26.124]  It's now Bone Broth Plus.
[00:59:26.124 --> 00:59:28.225]  So it's Ultimate Bone Broth Plus.
[00:59:28.225 --> 00:59:31.986]  20% off and it's even stronger than the last formula we had.
[00:59:31.986 --> 00:59:33.366]  It is amazing for your whole body.
[00:59:33.666 --> 00:59:40.892]  Amazing for your joints, amazing for inflammation, and it funds the InfoWar, which is so important in the fight against the New World Order.
[00:59:40.892 --> 00:59:42.594]  So thank you all for your support.
[00:59:42.594 --> 00:59:50.961]  With supply chain breakdowns, I recommend you get your Christmas shopping done now, and have it done, and support the InfoWar at infowarestore.com.
[00:59:50.961 --> 00:59:56.867]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:20.462 --> 01:00:22.442]  We are back ladies and gentlemen.
[01:00:22.442 --> 01:00:28.183]  We're about to have in studio Dr. Peter McCullough pulling up right now in the studio to come in studio with us.
[01:00:29.107 --> 01:00:36.832]  He's got so much to cover about the spike proteins and major studies out proving what it's actually doing to the body and the persistence of the body and the attack on the DNA.
[01:00:36.832 --> 01:00:38.072]  That big stuff came out a week ago.
[01:00:38.072 --> 01:00:40.714]  It'll be in studio with us.
[01:00:40.714 --> 01:00:43.976]  Coming up, I want to play a few clips here from yesterday's Senate hearings.
[01:00:43.976 --> 01:00:49.840]  I want to play a clip of the CDC head who won't say what percentage of the CDC's been injected with this garbage.
[01:00:49.840 --> 01:00:54.042]  Then I want to play a clip of Senator Paul grilling the demon Fauci.
[01:00:54.042 --> 01:00:55.243]  Here's both clips back to back.
[01:00:56.779 --> 01:01:02.343]  75% of CDC employees are vaccinated.
[01:01:02.343 --> 01:01:08.868]  We're actively encouraging vaccination in all of our employees and doing a lot of education and outreach in order to get our agency fully vaccinated.
[01:01:08.868 --> 01:01:10.950]  And the, but the percent?
[01:01:10.950 --> 01:01:12.491]  I don't have that for you today.
[01:01:12.491 --> 01:01:19.776]  I'm told that 75, some north of 75% of CDC employees at headquarters are still working remotely.
[01:01:19.776 --> 01:01:20.997]  Is that correct?
[01:01:22.137 --> 01:01:26.320]  We are following regulations through HHS and the federal government.
[01:01:26.320 --> 01:01:28.101]  No, that's not my question.
[01:01:28.101 --> 01:01:32.204]  I apologize to be rude, but I'm asking a very straightforward question.
[01:01:32.204 --> 01:01:38.067]  I've been told that north of 75% of employees at CDC headquarters are working remotely.
[01:01:38.067 --> 01:01:39.108]  Is that correct?
[01:01:39.108 --> 01:01:41.369]  Senator, I don't actually know that number off the top of my head.
[01:01:41.369 --> 01:01:44.331]  When you look down the hallway, are there empty desks?
[01:01:44.331 --> 01:01:45.512]  Are over 50% of the desks empty?
[01:01:47.679 --> 01:01:49.500]  Senator, I don't have the numbers off the top of my head.
[01:01:49.500 --> 01:01:54.862]  What I will tell you is that we're working closely within HHS and the administration to follow the governmental rules for return to work.
[01:01:54.862 --> 01:02:03.946]  There was a recent GAO report that shows, released in the last two weeks, that there's been no coordinated response from the federal government to get people back into work.
[01:02:03.946 --> 01:02:12.449]  Now, if there's any agency that, since teachers in Fulton County are back at work, that the caseload of COVID in Fulton County is about 88.
[01:02:12.449 --> 01:02:13.690]  At its peak it was 606.
[01:02:15.686 --> 01:02:23.292]  Uh, if what I've been told, by someone who, frankly, kind of knows, that people in laboratories are not showing up.
[01:02:23.292 --> 01:02:30.877]  I have no clue how people, how laboratory workers, who presumably are vaccinated, wearing PPE, would consider themselves eligible to stay at home.
[01:02:32.029 --> 01:02:34.332]  I say this because I just want to echo.
[01:02:34.332 --> 01:02:36.815]  We've got to lead by example in the federal government.
[01:02:36.815 --> 01:02:49.629]  If our public health agencies don't have enough confidence in the immunization and in the PPE to go back to work fighting infectious diseases, there's going to be a lot of undermining of a willingness to further fund public health.
[01:02:50.683 --> 01:03:05.901]  We absolutely have our essential labs back at work conducting their essential research towards this response and we are following the regulations and providing technical assistance and technical support to the federal government for return to work policies.
[01:03:05.981 --> 01:03:11.666]  According to the framework and guidelines... So what you're doing is defining a way gain of function.
[01:03:11.666 --> 01:03:15.809]  You're simply saying it doesn't exist because you changed the definition on the NIH website.
[01:03:15.809 --> 01:03:25.037]  This is terrible, and you're completely trying to escape the idea that we should do something about trying to prevent a pandemic from leaking from a lab.
[01:03:25.037 --> 01:03:33.904]  The preponderance of evidence now points towards this coming from the lab, and what you've done is change the definition on your website to try to cover your ass, basically.
[01:03:34.264 --> 01:03:34.985]  That's what you've done.
[01:03:34.985 --> 01:03:41.113]  You've changed the website to try to have a new definition that doesn't include the risky research that's going on.
[01:03:41.113 --> 01:03:44.237]  Until you admit that it's risky, we're not going to get anywhere.
[01:03:44.237 --> 01:03:46.800]  You have to admit that this research was risky.
[01:03:46.800 --> 01:03:48.642]  The NIH has now rebuked them.
[01:03:48.642 --> 01:03:50.344]  Your own agency has rebuked them.
[01:03:51.343 --> 01:03:54.604]  But the thing is, you're still unwilling to admit that they gained in function.
[01:03:54.604 --> 01:03:58.026]  When they say they became sicker, they gained in lethality.
[01:03:58.026 --> 01:03:59.266]  It's a new virus.
[01:03:59.266 --> 01:04:01.167]  That's not gain of function?
[01:04:01.167 --> 01:04:09.430]  According to the definition that is currently operable... You know, Senator, let's make it clear for the people who are listening.
[01:04:09.430 --> 01:04:10.711]  The current definition
[01:04:11.491 --> 01:04:25.360]  Was done over a two to three year period by outside bodies, including the NSABB, two conferences by the National Academy of Science, Engineering and Medicine on December 2014, March...
[01:04:34.244 --> 01:04:41.066]  And it's time for humanity to stand up in the info war and say, I don't know what's going to happen at the end of this, but you want to fight?
[01:04:41.066 --> 01:04:43.747]  You better believe you've got one!
[01:04:43.747 --> 01:04:50.829]  From the front lines of the information war, it's Alex Jones.
[01:04:50.829 --> 01:04:59.172]  It comes at the end of October.
[01:05:00.425 --> 01:05:10.390]  October 2021 is coming to a close, and that means it's our yearly Black Friday Comes Early Sale that runs for the first two weeks of November.
[01:05:10.390 --> 01:05:18.994]  And right now you can save up to 60% off on our top selling products, plus get free shipping and double Patriot points at InfoWarstore.com.
[01:05:19.734 --> 01:05:22.375]  Brain Force Plus, the great new drug that gets back in stock.
[01:05:22.375 --> 01:05:23.376]  50% off.
[01:05:23.376 --> 01:05:24.837]  Ultimate Bone Broth.
[01:05:24.837 --> 01:05:26.237]  We haven't had this for several years.
[01:05:26.237 --> 01:05:27.138]  It's back.
[01:05:27.138 --> 01:05:29.079]  New and improved.
[01:05:29.079 --> 01:05:29.339]  20% off.
[01:05:29.339 --> 01:05:31.560]  Plus free shipping and Double Patriot Points.
[01:05:31.560 --> 01:05:32.780]  All these are free shipping.
[01:05:32.780 --> 01:05:33.721]  Double Patriot Points.
[01:05:33.721 --> 01:05:34.101]  Ultra 12.
[01:05:34.101 --> 01:05:34.461]  60% off.
[01:05:34.461 --> 01:05:34.781]  Alpha Power.
[01:05:34.781 --> 01:05:35.222]  40% off.
[01:05:35.222 --> 01:05:35.822]  Knockout.
[01:05:35.822 --> 01:05:36.522]  Sleep Aid.
[01:05:36.522 --> 01:05:36.822]  50% off.
[01:05:36.822 --> 01:05:37.343]  Living Defense.
[01:05:42.245 --> 01:05:44.227]  50% off pure turmeric bodies.
[01:05:44.227 --> 01:05:48.391]  Extract 40% off activated charcoal, toothpaste and mouthwash.
[01:05:48.391 --> 01:05:50.914]  Both together or separate.
[01:05:50.914 --> 01:05:52.295]  50% off and more.
[01:05:52.295 --> 01:05:54.878]  Check it all out today at infowarestore.com.
[01:05:54.878 --> 01:05:58.622]  Get amazing products and fund the Info War and the fight against the globalist.
[01:06:20.691 --> 01:06:30.553]  I've studied the New World Order so long, so deep, I know what their next move is going to be normally before they even make it.
[01:06:50.503 --> 01:06:55.146]  But when you've studied it, anybody can basically get to the point where they can do that.
[01:06:55.146 --> 01:07:02.091]  I said months before Bill Gates did, last year, I said 20 months ago, it's on record, because I made a big deal about it on air.
[01:07:02.990 --> 01:07:06.093]  That this is just a beta test for the COVID-19.
[01:07:06.093 --> 01:07:10.857]  It's a real virus, real people dying, but that they've got stuff much worse they're planning to release later.
[01:07:10.857 --> 01:07:18.804]  This is obviously just to test the lockdown so that when they release something really powerful, things don't get out of hand.
[01:07:18.804 --> 01:07:21.366]  They want to have controlled depopulation.
[01:07:21.366 --> 01:07:23.889]  That just makes sense if you put yourself in their mind.
[01:07:24.369 --> 01:07:32.334]  I mean, a kidnapper, when they grab your kid out of the backyard, wants to get him in a basement that's got padded walls, so, you know, out in the middle of the country, so they can take their time as well.
[01:07:32.334 --> 01:07:38.078]  They want to really get you right where they want you to gloat over you, and take their time.
[01:07:38.078 --> 01:07:39.239]  And so, that's what's happening now.
[01:07:39.239 --> 01:07:42.361]  We know ADE is spreading across the country, across the world.
[01:07:42.361 --> 01:07:47.645]  All the countries that take the Pfizer and Moderna shots are just cursed with all these, quote, mystery illnesses and death.
[01:07:47.645 --> 01:07:51.687]  I covered that last hour, and the docs will be in studio with this next segment.
[01:07:51.687 --> 01:07:53.328]  I'm going to ask them about that more.
[01:07:53.328 --> 01:07:53.949]  Dr. McCullough.
[01:07:55.795 --> 01:08:01.797]  But now to have Bill Gates, then months after I said that last year, go on Stephen Colbert and other TV shows, and they said, well, what's coming next?
[01:08:01.797 --> 01:08:05.338]  He said, well, terrorists are going to release a deadly virus next.
[01:08:05.338 --> 01:08:06.138]  It'll be much worse.
[01:08:06.138 --> 01:08:09.319]  He started giggling and smiling and laughing.
[01:08:09.319 --> 01:08:10.900]  It's very funny to talk about such things, right?
[01:08:10.900 --> 01:08:11.580]  Very inappropriate.
[01:08:12.912 --> 01:08:15.172]  Because he was saying, we're going to shed it.
[01:08:15.172 --> 01:08:23.494]  Pfizer this week admitted, and there's British Medical Journal reports on it, that indeed it does shed, it does create the variants, and it did create the Delta variant.
[01:08:23.494 --> 01:08:24.394]  So we now know that.
[01:08:24.394 --> 01:08:26.154]  I mean, scientists predicted it would happen, it happened.
[01:08:26.154 --> 01:08:28.275]  They predicted ADE, it happened.
[01:08:28.275 --> 01:08:37.676]  And so you've got all these headlines in Australia, and the US, and Canada, and Europe, and the UK, and everywhere where the shot's given of the record numbers of people in the hospitals.
[01:08:37.676 --> 01:08:40.697]  Last year that was fake, this year it's real.
[01:08:40.697 --> 01:08:41.397]  And they don't have COVID.
[01:08:42.352 --> 01:08:43.733]  And they're double-vaxxed.
[01:08:43.733 --> 01:08:45.474]  That's the sickest groups according to even the BBC.
[01:08:45.474 --> 01:08:48.095]  They go, we don't know why the double-vaxxed are so sick.
[01:08:48.095 --> 01:08:52.538]  Geez, wonder what it is they took!
[01:08:52.538 --> 01:08:55.480]  And now, Bill Gates comes along.
[01:08:55.480 --> 01:08:57.661]  Red Alerts, an Infowars.com article.
[01:08:57.661 --> 01:09:01.463]  Bill Gates warns bioterrorists could release smallpox at the airports.
[01:09:01.463 --> 01:09:03.725]  He says we need lots of bioterror drills.
[01:09:04.676 --> 01:09:08.758]  We need to just get used to checkpoints and everything, just in case the terrorists attack.
[01:09:08.758 --> 01:09:13.241]  Oh, isn't it lucky they already put the TSA in for Al-Qaeda?
[01:09:13.241 --> 01:09:18.424]  But now Al-Qaeda's not the enemy, it's those January Sixers and people questioning elections and lockdowns.
[01:09:18.424 --> 01:09:25.668]  And so now we need the paramilitary force at internal checkpoints inside the country, at state lines, and at malls, and just everywhere.
[01:09:25.668 --> 01:09:32.632]  And they're just getting used to, oh, PCR tests to get on a plane, PCR tests to get on a boat, and now PCR tests to go to your work.
[01:09:34.031 --> 01:09:37.033]  It's all a computer test you before you can do this, before you can do that.
[01:09:37.033 --> 01:09:44.177]  And then the mad scientist who funded the Wuhan lab and did all this, people don't put two and two together and say, wow, he stands to gain.
[01:09:44.177 --> 01:09:45.878]  He's making hundreds of billions of dollars.
[01:09:45.878 --> 01:09:47.039]  Well, he's a eugenicist.
[01:09:47.039 --> 01:09:48.900]  He said he wanted to depopulate us.
[01:09:48.900 --> 01:09:55.124]  And then sure enough, he's involved taking over all of the major systems.
[01:09:55.124 --> 01:09:58.226]  He's involved controlling who can say what.
[01:09:58.226 --> 01:10:01.488]  He's in control of the fact checkers and big tech.
[01:10:01.488 --> 01:10:02.569]  And this is a war.
[01:10:04.053 --> 01:10:11.340]  This is an assault, and now they're coming for our children, and now they're saying, oh, we're going to give them to your children when they go to school.
[01:10:11.340 --> 01:10:12.802]  That's implied consent.
[01:10:12.802 --> 01:10:14.023]  The UN says we can.
[01:10:15.757 --> 01:10:17.878]  Simply insane.
[01:10:17.878 --> 01:10:26.703]  So here's a clip of the very happy, very gleeful, he's very excited when he talks about this, because he's on record running the Maneugenics Depopulation Society.
[01:10:26.703 --> 01:10:28.924]  So of course, like an exterminator, loves to kill roaches.
[01:10:28.924 --> 01:10:31.785]  Well, he's an exterminator of men.
[01:10:31.785 --> 01:10:35.707]  My name, Alexander, means protector and defender of human life.
[01:10:35.707 --> 01:10:37.928]  That's what it means in the Greek.
[01:10:37.928 --> 01:10:41.190]  Well, I guess gates means the gates to hell, but here it is.
[01:10:43.752 --> 01:10:56.800]  And so I'm hoping in five years I can write a book called, you know, we are ready for the next pandemic, but it'll take tens of billions in R&D that the US and the UK will be part of that.
[01:10:56.800 --> 01:10:58.882]  It'll take probably about a billion a year
[01:10:59.662 --> 01:11:08.367]  For a pandemic task force at the WHO level, which is doing the surveillance and actually doing what I call germ games, where you practice.
[01:11:08.367 --> 01:11:13.751]  You say, OK, what if a bioterrorist brought smallpox to 10 airports?
[01:11:13.751 --> 01:11:18.754]  You know, how would the world respond to that?
[01:11:18.754 --> 01:11:26.799]  There's naturally caused epidemics and bioterrorism caused epidemics that could even be way worse than what we experience today.
[01:11:27.479 --> 01:11:34.586]  And yet the advances in medical science should give us tools that we could do dramatically better.
[01:11:34.586 --> 01:11:36.828]  So you'd think this would be a priority?
[01:11:36.828 --> 01:11:46.258]  The next year will be where those applications have to get made including this global pandemic task force?
[01:11:47.159 --> 01:12:03.894]  A global UN-run pandemic task force putting the UN and the puppets they put in in charge of global health, global censorship, of things that aren't the official UN directive with the global vaccine passport slash carbon passport slash global social credit score.
[01:12:03.894 --> 01:12:06.076]  That's the holy grail of control.
[01:12:06.076 --> 01:12:07.878]  It's what they're putting in.
[01:12:07.878 --> 01:12:09.379]  And Ron Paul.
[01:12:10.339 --> 01:12:17.063]  Came out and wrote an article saying that this is about a world ID and that it's actually in the new Build Back Better spending bill.
[01:12:17.063 --> 01:12:18.063]  Of course it is.
[01:12:18.063 --> 01:12:19.304]  That's a UN name.
[01:12:19.304 --> 01:12:29.350]  We have BlackRock CEO says the next thousand billion dollar startups will be in climate tech and in bioweapons surveillance.
[01:12:29.350 --> 01:12:37.474]  But then the very group that are taking over using the threat of bioweapons are the ones that got caught cooking it up, lying about it and releasing it.
[01:12:37.474 --> 01:12:38.835]  Think about the magnitude
[01:12:40.074 --> 01:12:44.357]  Of all of this, it is simply unbelievable.
[01:12:44.357 --> 01:12:58.665]  Now, we're going to go to break and come back with the doctor in studio, Dr. Peter McCullough, but I wanted to play a clip of him going out, exposing the hunting of America's doctors, the true massive level of harassment and attempts to take their license.
[01:13:00.196 --> 01:13:00.597]  We're good to go.
[01:13:11.536 --> 01:13:14.919]  Medical Doctors, but it's been the Medical Doctors that are the real scientists.
[01:13:14.919 --> 01:13:16.941]  I've really been proud of them that have come out and exposed us.
[01:13:16.941 --> 01:13:29.152]  We now have another clip of the editor of the British Medical Journal talking about massive real adverse reactions that it's not rare, and talking about ADE and so much more.
[01:13:29.152 --> 01:13:31.514]  But with Dr. Mercola, when we come back,
[01:13:33.528 --> 01:13:35.189]  I also love Dr. Mercola.
[01:13:35.189 --> 01:13:36.889]  He's going to be coming on the show next week.
[01:13:36.889 --> 01:13:44.052]  We're going to be getting into the persistence of spike protein in the human body after COVID-19 respiratory infection and vaccine-causing acute chronic illness.
[01:13:44.052 --> 01:13:52.696]  Here is a clip of the doc talking about the bullying of doctors by Big Pharma and the system, and we'll come back with him in studio.
[01:13:52.696 --> 01:13:53.416]  I'm Alex Jones.
[01:13:53.416 --> 01:13:54.096]  Stay with us.
[01:13:54.096 --> 01:13:55.597]  Tell everybody you know, tune in now.
[01:13:57.344 --> 01:14:00.287]  Look at this type of letter I got from this one.
[01:14:00.287 --> 01:14:02.588]  Suspension of revocation of my license.
[01:14:02.588 --> 01:14:03.349]  Well, you know what?
[01:14:03.349 --> 01:14:05.670]  I am not giving information today.
[01:14:05.670 --> 01:14:07.872]  I'm not giving misinformation today.
[01:14:07.872 --> 01:14:09.413]  I'm giving you the data.
[01:14:09.413 --> 01:14:12.956]  And as a doctor, you're going to decide the data.
[01:14:12.956 --> 01:14:16.418]  This looks like a kangaroo court if I've ever seen one.
[01:14:16.418 --> 01:14:17.499]  Who's going to decide, really?
[01:14:18.851 --> 01:14:19.731]  You know what I think?
[01:14:19.731 --> 01:14:23.032]  I just recertified for the fourth time in medicine.
[01:14:23.032 --> 01:14:25.613]  I'll tell you what, what I tell them is, bring it on.
[01:14:25.613 --> 01:14:27.753]  I want to talk to them about this.
[01:14:27.753 --> 01:14:29.494]  I want to talk to them about it.
[01:14:29.494 --> 01:14:30.554]  Okay?
[01:14:30.554 --> 01:14:35.915]  This hunting of American doctors is going to stop, and we're going to put a stop to it.
[01:14:35.915 --> 01:14:45.338]  But we're only going to put a stop to it, not by ducking, not by bobbing and weaving, not by hiding in the shadows, it's by assuming the authority
[01:14:45.658 --> 01:14:46.499]  That we have.
[01:14:46.499 --> 01:14:47.539]  This is very important.
[01:14:47.539 --> 01:14:55.944]  We have authority as physicians, as the most highly educated, trained, and vetted people in American society, we have authority.
[01:14:55.944 --> 01:15:02.347]  And we have the authority to go public and give our analyses and presentation of the data.
[01:15:02.347 --> 01:15:05.309]  We have the authority to do that and I will not stop.
[01:15:05.309 --> 01:15:11.573]  I tell you, probably I've had close to 500 media presentations, maybe 1,000.
[01:15:13.390 --> 01:15:16.251]  And I don't care, because people are asking my opinion.
[01:15:16.251 --> 01:15:18.151]  I don't ask to go on these shows.
[01:15:18.151 --> 01:15:21.992]  I don't ask, like, can I go be on somebody's TV show.
[01:15:21.992 --> 01:15:25.653]  They're asking my opinion, and I have given it.
[01:15:25.653 --> 01:15:26.053]  Okay?
[01:15:26.053 --> 01:15:27.313]  I have given it.
[01:15:27.313 --> 01:15:32.214]  And I have the right to give it, and you have the right to give it, and we have the right to our opinions.
[01:15:32.214 --> 01:15:34.434]  And it cannot be stopped.
[01:15:34.434 --> 01:15:35.815]  It's really important.
[01:15:35.815 --> 01:15:38.655]  And there's a lot of heroes involved.
[01:15:38.655 --> 01:15:40.616]  The heroes are not just the doctors.
[01:15:40.616 --> 01:15:42.156]  The heroes are the media people.
[01:15:43.556 --> 01:15:46.438]  I've met a lot of media people right now who are taking risks.
[01:15:46.438 --> 01:15:49.180]  They're not doctors, but they know something is wrong.
[01:15:49.180 --> 01:15:50.661]  They know this is a treatable illness.
[01:15:50.661 --> 01:15:52.942]  They know the vaccine program is going bad.
[01:15:52.942 --> 01:15:55.284]  And they know that we should take some action.
[01:15:58.867 --> 01:16:08.849]  October 2021 is coming to a close, and that means it's our yearly Black Friday Comes Early Sale that runs for the first two weeks of November.
[01:16:08.849 --> 01:16:18.232]  And right now you can save up to 60% off on our top selling products, plus get free shipping and double Patriot points at Infowarstore.com.
[01:16:18.232 --> 01:16:21.793]  Brain Force Plus, the great nootropic, is back in stock, 50% off.
[01:16:21.793 --> 01:16:26.654]  Ultimate Bone Broth, we haven't had this for several years, it's back, new and improved, 20% off.
[01:16:27.554 --> 01:16:27.974]  I think so.
[01:16:58.235 --> 01:17:05.661]  Ultimate Bone Broth is back and better than ever and 20% off plus free shipping and double Patriot points for our new sale.
[01:17:05.661 --> 01:17:12.787]  After years of being off the shelves, we're bringing back one of the biggest fan favorite formulas ever and it's now been reformulated and is even stronger.
[01:17:12.787 --> 01:17:14.649]  It's Ultimate Bone Broth Plus.
[01:17:15.309 --> 01:17:24.332]  It's got concentrated high-quality chicken broth protein, turmeric root that's so amazing, chaga mushroom, bee pollen, goji berry, alfalfa herb powder.
[01:17:24.332 --> 01:17:27.973]  Then it's got added magnesium and potassium for electrolytes.
[01:17:27.973 --> 01:17:34.496]  It's got real organic cocoa bean powder with natural chocolate flavor and a touch of sea salt.
[01:17:34.496 --> 01:17:38.977]  It even tastes better than the last formula and what it does for your body is simply amazing.
[01:17:38.977 --> 01:17:43.839]  Again, it has that cutting-edge chicken broth protein isolate powder.
[01:17:44.099 --> 01:17:46.360]  For better flavor and dissolvability.
[01:17:46.360 --> 01:17:50.501]  You're gonna love this and what it does for your joints, what it does for your body, what it does for your bones.
[01:17:50.501 --> 01:17:51.782]  It's simply amazing.
[01:17:51.782 --> 01:17:53.282]  And it helps fund the InfoWar.
[01:17:53.282 --> 01:17:55.483]  This is really the best bone broth out there.
[01:17:55.483 --> 01:17:58.404]  So get yours at InfoWarStore.com today.
[01:17:58.404 --> 01:18:01.185]  Ultimate Bone Broth is back and better than ever.
[01:18:01.185 --> 01:18:05.366]  And 20% off, plus free shipping and double Patreon points for our new sale.
[01:18:05.826 --> 01:18:12.949]  After years of being off the shelves, we're bringing back one of the biggest fan favorite formulas ever, and it's now been reformulated and is even stronger.
[01:18:12.949 --> 01:18:15.511]  It's Ultimate Bone Broth Plus.
[01:18:15.511 --> 01:18:24.515]  It's got concentrated high quality chicken broth protein, turmeric root that's so amazing, chaga mushroom, bee pollen, goji berry, alfalfa herb powder.
[01:18:24.515 --> 01:18:28.156]  Then it's got added magnesium and potassium for electrolytes.
[01:18:28.156 --> 01:18:29.277]  It's got real organic
[01:18:29.657 --> 01:18:34.679]  Cocoa bean powder with natural chocolate flavor and a touch of sea salt.
[01:18:34.679 --> 01:18:36.600]  It even tastes better than the last formula.
[01:18:36.600 --> 01:18:39.021]  And what it does for your body is simply amazing.
[01:18:39.021 --> 01:18:46.545]  And again, it has that cutting edge chicken broth protein isolate powder for better flavor and dissolvability.
[01:18:46.545 --> 01:18:47.525]  You're gonna love this.
[01:18:47.525 --> 01:18:51.987]  And what it does for your joints, what it does for your body, what it does for your bones is simply amazing.
[01:18:51.987 --> 01:18:53.468]  And it helps fund the InfoWar.
[01:18:53.468 --> 01:18:55.669]  This is really the best bone broth out there.
[01:18:55.669 --> 01:18:57.610]  So get yours at InfoWarStore.com today.
[01:18:58.030 --> 01:19:03.091]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[01:19:03.091 --> 01:19:10.232]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patreon points, and up to 60% off on our best-selling items.
[01:19:10.232 --> 01:19:11.952]  We have Winter Sun at 50% off.
[01:19:11.952 --> 01:19:14.093]  So good for your body, so good for your immune system.
[01:19:14.093 --> 01:19:14.573]  50% off.
[01:19:14.573 --> 01:19:17.093]  We have Ultra 12 at 60% off.
[01:19:17.093 --> 01:19:18.714]  That is the lowest we've ever gone.
[01:19:18.714 --> 01:19:23.475]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[01:19:23.475 --> 01:19:23.995]  60% off.
[01:19:23.995 --> 01:19:25.915]  We've got a bunch of products sold out for a long time.
[01:19:26.195 --> 01:19:26.455]  Thank you.
[01:19:45.169 --> 01:19:46.830]  You're listening to the Alex Jones Show!
[01:20:17.375 --> 01:20:21.818]  Everybody knows that the dice are loaded.
[01:20:21.818 --> 01:20:26.420]  Everybody rolls with their fingers crossed.
[01:20:26.420 --> 01:20:31.023]  Everybody knows the war is over.
[01:20:31.023 --> 01:20:34.805]  Everybody knows the good guy's lost.
[01:20:37.706 --> 01:20:49.509]  Dr. Peter McCullough is in studio with us till basically the middle of the next hour and then he's on an airplane to another event where he's been speaking to crowds as big as 5,000 people every few days.
[01:20:49.509 --> 01:20:55.031]  He was telling me during the break when he got here, amazing global awakening, a rediscovery of science.
[01:20:55.031 --> 01:20:55.531]  They say that
[01:20:57.304 --> 01:20:57.444]  Yes.
[01:21:15.109 --> 01:21:32.501]  Large portions of the new book that's number one on Amazon Medical, COVID-19 and the Global Predators, We Are the Prey, with introductions by Peter A. McCullough, M.D., MPH, Elizabeth Lee Villette, M.D., Vladimir Zevzalenko, M.D., and of course, Peter R. Bregan, M.D., Ginger
[01:21:33.263 --> 01:21:34.424]  Well, thanks for having me.
[01:22:01.408 --> 01:22:03.089]  Please take over.
[01:22:03.089 --> 01:22:04.669]  Well, we were stunned.
[01:22:04.669 --> 01:22:08.750]  I think the whole medical community was stunned by a paper in pre-print.
[01:22:08.750 --> 01:22:10.451]  First author is Bruce Patterson.
[01:22:10.451 --> 01:22:13.752]  Dr. Patterson is a brilliant molecular biologist.
[01:22:13.752 --> 01:22:21.054]  He also has his molecular biology investment interest in companies working on in vitro diagnostics.
[01:22:21.054 --> 01:22:23.915]  But very importantly, what he demonstrated in CD16
[01:22:25.836 --> 01:22:54.836]  Human monocytes, that after the respiratory infection, SARS-CoV-2, the virus, COVID-19, the infection, after the respiratory infection, and patients sick enough to be in the hospital, and remember Alex, last time I was on, you had COVID-19 yourself, I've had it, what Dr. Patterson showed is that the S1 segment of the spike protein, remember the virus is a ball, the spines on the ball are the spike protein, that's where all the damage is done by the spike protein to the human body, that the S1 segment, the outer segment,
[01:22:55.356 --> 01:23:00.738]  Persist in human monocytes for 15 months after the respiratory infection.
[01:23:00.738 --> 01:23:04.680]  And in layman's terms, this is a big development.
[01:23:04.680 --> 01:23:06.321]  We get infections.
[01:23:06.321 --> 01:23:09.142]  Everybody listening has had an infection in one time or another.
[01:23:09.142 --> 01:23:11.663]  A cold, a bacterial infection.
[01:23:11.663 --> 01:23:21.008]  I can tell you, I can't think of any remnant of a virus that is so dangerous that stays in the human body for 15 months.
[01:23:21.008 --> 01:23:23.369]  No wonder people have long COVID syndrome.
[01:23:23.829 --> 01:23:30.953]  It's now known in autopsy studies and other analyses that the spike protein goes everywhere in the human body.
[01:23:30.953 --> 01:23:32.314]  It goes into the brain.
[01:23:32.314 --> 01:23:33.535]  It goes into the heart.
[01:23:33.535 --> 01:23:35.156]  It goes into other critical organs.
[01:23:35.156 --> 01:23:36.877]  It's been identified in the kidneys.
[01:23:36.877 --> 01:23:46.082]  The Chinese have found the virus itself and the spike protein in all kinds of body secretions and urogenital and respiratory secretions.
[01:23:46.082 --> 01:23:50.485]  And we now infer because the vaccines all code
[01:23:50.925 --> 01:24:00.450]  For the original spike protein, this is the Wuhan spike protein, the 1200 amino acid protein that's the spike that's on the spine of the virus.
[01:24:00.450 --> 01:24:04.231]  This is the protein, Alex, that we know causes organ damage.
[01:24:04.231 --> 01:24:09.154]  It causes endothelial and blood vessel damage and causes blood clotting.
[01:24:09.554 --> 01:24:18.161]  This spike protein is coded by the adenoviral which is Johnson & Johnson and coded by the messenger RNA which is Pfizer and Moderna.
