[00:00:00.289 --> 00:00:01.812]  I don't think so.
[00:42:31.957 --> 00:42:34.858]  And that's what gives you the better immune system and overall body.
[00:42:34.858 --> 00:42:35.859]  The beauty of sleep.
[00:42:35.859 --> 00:42:37.660]  Down and Out, 50% off.
[00:42:37.660 --> 00:42:38.961]  Infowarsstore.com.
[00:42:38.961 --> 00:42:42.923]  And I add to the trifecta, X2 Deep Earth Crystal Iodine.
[00:42:42.923 --> 00:42:44.704]  So many people are deficient in it.
[00:42:44.704 --> 00:42:48.046]  That's one of the big enemy attacks is to put bad halogens out, not the good halogen.
[00:42:48.046 --> 00:42:50.508]  The good halogen is iodine.
[00:42:50.508 --> 00:42:53.449]  The bad halogen is chlorine, bromide, and all the rest of those guys.
[00:42:53.449 --> 00:42:54.070]  We'll be right back.
[00:42:54.070 --> 00:42:54.430]  Stay with us.
[00:42:57.386 --> 00:43:01.811]  By now you've heard me talk about the BioPros and how they're creating amazing products.
[00:43:01.811 --> 00:43:10.720]  They've done it again and have just released an entire suite of bioremediation products, bringing industrial-level technology to the everyday consumer.
[00:43:10.720 --> 00:43:14.624]  They're literally changing the industry with a revolutionary patented delivery system.
[00:43:14.904 --> 00:43:23.737]  The BioPros are excited to release BioDrain Pro, a product specifically designed to establish healthy drains, pipes, and overall plumbing systems.
[00:43:23.737 --> 00:43:29.726]  BioDrain Pro digests grease, fats, oil, sludge, paper, and organic matter with ease.
[00:43:30.266 --> 00:43:37.368]  It contains no chemicals, no GMOs, and is safe for black, gray holding tanks, sewer hoses, and plumbing.
[00:43:37.368 --> 00:43:39.488]  It is also human and animal safe.
[00:43:39.488 --> 00:43:43.749]  Get up to 20 treatments with the scoop for easy applications.
[00:43:43.749 --> 00:43:47.730]  Say goodbye to drain problems, gas buildup, and odor.
[00:43:47.730 --> 00:43:49.071]  Guaranteed.
[00:43:49.071 --> 00:43:50.471]  Just pour and add water.
[00:43:50.471 --> 00:43:51.331]  It's that simple.
[00:43:51.331 --> 00:43:53.832]  Visit thebiopros.com and see for yourself.
[00:43:56.533 --> 00:44:05.740]  People ask me, Alex, why did you come out with a new natural organic sleep aid when you already have knockout that works so well with eight natural ingredients?
[00:44:05.740 --> 00:44:12.946]  Well, because when you've taken a certain organic blend for a decade, like I've taken this product I came up with, it doesn't work as well anymore.
[00:44:13.246 --> 00:44:14.527]  That's the way herbs work.
[00:44:14.527 --> 00:44:18.009]  You go off on a while, come back on it, it works again.
[00:44:18.009 --> 00:44:18.670]  So what did I do?
[00:44:18.670 --> 00:44:29.918]  I went to the developers and I said, make a totally different formula with a lot of other known natural healthy compounds that makes you sleep deep and restful, because that's what helps your immune system, and I want it to be at least twice as strong as knockout.
[00:44:30.598 --> 00:44:32.419]  Okay, be careful when you take it.
[00:44:32.419 --> 00:44:33.760]  It's incredibly strong.
[00:44:33.760 --> 00:44:34.821]  It's named Down-N-Out.
[00:44:34.821 --> 00:44:38.643]  I don't have time to get into all the ingredients in it, but it is extremely strong.
[00:44:38.643 --> 00:44:40.204]  We are extremely proud of it.
[00:44:40.204 --> 00:44:44.386]  It is exclusively available at m4warstore.com.
[00:44:44.386 --> 00:44:46.067]  50% off right now.
[00:44:46.067 --> 00:44:47.528]  Sold out for more than four months.
[00:44:47.528 --> 00:44:48.509]  Now back in stock.
[00:44:48.509 --> 00:44:52.571]  Get your Down-N-Out and your Knockout at m4warstore.com today.
[00:44:52.571 --> 00:44:54.873]  I thank you for your support because it keeps us on the air.
[00:44:59.226 --> 00:45:03.690]  Cobra Commander here with an important message to humanity.
[00:45:03.690 --> 00:45:11.917]  I have decided that all of you will take a special injection so that you will be safe.
[00:45:11.917 --> 00:45:14.700]  But the injection is not ready yet.
[00:45:15.440 --> 00:45:24.827]  And so, I need all of you to stay indoors for the next 15 days to flatten the curve.
[00:45:24.827 --> 00:45:32.012]  I also need you to wear masks, and I also need you to only shop at megacorporations.
[00:45:32.712 --> 00:45:43.139]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable.
[00:45:43.139 --> 00:45:45.921]  You will then be my slaves.
[00:45:45.921 --> 00:45:50.584]  Oh, and then you'll get that special shot of venom from Cobra.
[00:45:50.584 --> 00:45:56.628]  It will remove your immune system, so you'll be dependent on me for the rest of your miserable lives.
[00:45:58.115 --> 00:46:03.519]  It was almost 15 years ago that I released my seminal film, In Game Blueprint for Global Enslavement.
[00:46:03.519 --> 00:46:16.487]  And in that documentary, I predicted that globalists would establish world government by releasing a virus, demanding that there be worldwide lockdowns, and then triggering a collapse of our industrial society.
[00:46:16.487 --> 00:46:18.188]  And now they've done it.
[00:46:18.188 --> 00:46:19.289]  How did I know they would do it?
[00:46:19.289 --> 00:46:24.873]  Because they wrote books and white papers, and many of their own reports and internal meetings were leaked.
[00:46:25.953 --> 00:46:35.979]  You see, then I was tracking the Bilderberg Group, whose head at the time was Klaus Schwab, and our sources inside were confirming to us that they were indeed planning to launch this Great Reset.
[00:46:35.979 --> 00:46:37.060]  Well, we're now living in it.
[00:46:37.060 --> 00:46:43.484]  The purposeful collapse of the third world and the first world, known as Ash, is a tyrannical corporate world government.
[00:46:43.484 --> 00:46:47.347]  The total censorship, no due process, destruction of the family,
[00:46:47.847 --> 00:46:49.408]  You're listening to the Alex Jones Show!
[00:47:21.408 --> 00:47:23.330]  Welcome back to the Alex Jones Show.
[00:47:23.330 --> 00:47:25.252]  We are joined by a thought criminal.
[00:47:25.252 --> 00:47:30.058]  I don't normally have guests two days in a row on, but this is as bad as it gets.
[00:47:30.058 --> 00:47:39.808]  Arthur Pulaski, no criminal record, escaped from behind the Iron Curtain decades ago from Poland, came to what he thought was a free country, that being of course Canada.
[00:47:41.127 --> 00:47:54.610]  And he's been arrested at his church, he's been arrested in the street, pulled over, he's been arrested flying back into the country, then they searched his laptop, treated him like a criminal, and now he's facing four years in prison for holding a quote, illegal church service.
[00:47:54.610 --> 00:48:01.931]  This is still ongoing, while the topless bars and the grocery stores and everything else have been open for the whole time.
[00:48:01.931 --> 00:48:07.232]  Here's the headline, Canadian pastor arrested on tarmac over COVID rules, says police confiscated luggage,
[00:48:08.334 --> 00:48:08.674]  Snoop Dogg
[00:48:29.736 --> 00:48:33.558]  White Nazi Germany is forming just north of us because it's nice people.
[00:48:33.558 --> 00:48:34.759]  They're putting up with it.
[00:48:34.759 --> 00:48:37.780]  So Arthur, this could be our last interview for a while.
[00:48:37.780 --> 00:48:40.581]  And so you've got the floor here for the rest of this segment and then the next.
[00:48:40.581 --> 00:48:47.745]  And then we've got Thomas Rins, the big lawyer who discovered the Pentagon documents, made the vaccines killing people by design.
[00:48:47.745 --> 00:48:53.808]  Dr. Joseph Mercola, completely censored off YouTube for saying natural immunity is better than the vaccine, which is now admitted fact.
[00:48:53.808 --> 00:48:55.809]  Hell, even the big pharmacist came out today and said it.
[00:48:55.809 --> 00:48:56.429]  And Kate Daly.
[00:48:58.590 --> 00:49:01.712]  We are all Arthur Polosky now, sir.
[00:49:01.712 --> 00:49:02.833]  And they're just acclimating us.
[00:49:02.833 --> 00:49:07.656]  We're just calmly here, seeing this in Australia, in Europe, the UK.
[00:49:07.656 --> 00:49:09.798]  Now they're trying to do it in Canada and the US.
[00:49:09.798 --> 00:49:14.180]  So this is a globally UN-run system, and they're just going for broke.
[00:49:14.180 --> 00:49:17.683]  Now they say in the future, if you're not vaccinated, you can't have Thanksgiving in Canada.
[00:49:17.683 --> 00:49:20.625]  And they're saying here, if you're unvaccinated, they're going to come take you out of your house.
[00:49:20.625 --> 00:49:23.346]  This is where they're going if we don't stand up.
[00:49:23.346 --> 00:49:25.028]  So thank you for joining us and tell us the latest.
[00:49:26.869 --> 00:49:28.190]  Thank you so much for having me.
[00:49:28.190 --> 00:49:38.497]  My trial for sentencing is Wednesday, October 13th, and we are staging a big protest all across North America, Canada, Calgary.
[00:49:38.497 --> 00:49:39.477]  Okay, so I misunderstood.
[00:49:39.477 --> 00:49:39.977]  I'm sorry.
[00:49:39.977 --> 00:49:42.579]  So your sentencing isn't tomorrow?
[00:49:42.579 --> 00:49:44.380]  It's Wednesday the 13th.
[00:49:44.380 --> 00:49:45.641]  Okay, I apologize.
[00:49:45.641 --> 00:49:46.762]  Okay, so it's next Wednesday.
[00:49:48.325 --> 00:49:48.885]  That's right.
[00:49:48.885 --> 00:49:54.586]  So, as you know, I have been traveling all over the United States of America for the past four months.
[00:49:54.586 --> 00:49:56.147]  I was warning Americans.
[00:49:56.147 --> 00:50:02.668]  I did my best to scare as many as I can, not just for the sake of delivering a scary message.
[00:50:02.668 --> 00:50:04.948]  I mean, this is a reality right now.
[00:50:04.948 --> 00:50:10.470]  What used to be conspiracy theory, right now we are living in the middle of that theory.
[00:50:10.470 --> 00:50:12.830]  Theory is no longer theory, it's a fact.
[00:50:13.593 --> 00:50:16.635]  And of course, the truth is popping up left and right.
[00:50:16.635 --> 00:50:30.423]  I have been warning people since 2005 when authorities came and declared that feeding the homeless people on the streets of Calgary, Alberta, Canada is no longer legal without the special papers from the mayor.
[00:50:30.423 --> 00:50:33.145]  Congregating is not allowed anymore.
[00:50:34.181 --> 00:50:40.944]  Giving free goods and services, but plus giving printed material, which is Bibles and gospel tracts.
[00:50:40.944 --> 00:50:42.325]  That's illegal as well.
[00:50:42.325 --> 00:50:44.766]  I mean, those are the laws in the books.
[00:50:44.766 --> 00:50:49.789]  Usually they don't enforce them unless you become too powerful to vocal.
[00:50:49.789 --> 00:50:51.830]  And that's exactly what happened to me.
[00:50:51.830 --> 00:50:52.930]  I had my TV show.
[00:50:52.930 --> 00:50:59.033]  I had my radio show and all of that triggered this ongoing 16 years right now.
[00:51:01.727 --> 00:51:11.031]  And I was telling Canadians, just like I was saying to Americans in the past four months, they came for me, be sure of it, they're going to come for you as well.
[00:51:11.031 --> 00:51:16.393]  I remember when the COVID started last year, I was the first clergyman to get a COVID ticket.
[00:51:17.046 --> 00:51:18.487]  And I was threatened with arrest.
[00:51:18.487 --> 00:51:27.171]  And I remember the rallies and I was sharing with them, I said, listen, police officers, listen, doctors, listen, nurses, listen, government workers.
[00:51:27.171 --> 00:51:28.311]  They came for me.
[00:51:28.311 --> 00:51:29.132]  Be sure of it.
[00:51:29.132 --> 00:51:30.312]  It's just a matter of time.
[00:51:30.312 --> 00:51:31.653]  They're going to come for you.
[00:51:31.653 --> 00:51:34.634]  That's how the totalitarian system works.
[00:51:34.634 --> 00:51:36.595]  Listen to a guy with a funny accent.
[00:51:36.595 --> 00:51:38.216]  I grew up behind the Iron Curtain.
[00:51:38.769 --> 00:51:39.890]  I was.
[00:51:39.890 --> 00:51:41.650]  I grew up under the boots of the Soviets.
[00:51:41.650 --> 00:51:43.151]  That's how they operate.
[00:51:43.151 --> 00:51:44.972]  That's how the system works.
[00:51:44.972 --> 00:51:45.872]  Listen to me.
[00:51:45.872 --> 00:51:52.155]  I know you have not been living in hell on earth on this side of the border.
[00:51:52.155 --> 00:51:59.719]  However, I did and many people like me escaped communism to find our freedom in North America.
[00:51:59.719 --> 00:52:05.182]  Unfortunately, they had so good for so long, they were not willing to listen to me.
[00:52:05.182 --> 00:52:07.903]  Look what is happening just a year and a half later.
[00:52:08.464 --> 00:52:11.311]  The police officers are forced to get a job.
[00:52:11.738 --> 00:52:18.042]  You've got the nurses, the doctors, the government workers, even the bus drivers, the teachers.
[00:52:18.042 --> 00:52:23.405]  Everyone is being forced to take a poison into his own body.
[00:52:23.405 --> 00:52:26.767]  You see, two years ago, it was about me and my children.
[00:52:26.767 --> 00:52:32.170]  And I said to them, listen, tomorrow will be your children if you're not going to fight for my children.
[00:52:32.170 --> 00:52:33.971]  Well, they were not interested.
[00:52:33.971 --> 00:52:35.071]  Here we are today.
[00:52:35.071 --> 00:52:37.252]  They're coming for their children as well.
[00:52:37.252 --> 00:52:39.934]  Right now, if the people will not rise up,
[00:52:41.260 --> 00:52:43.303]  And I'm not trying to be scary.
[00:52:43.303 --> 00:52:47.648]  If you will not rise up now, you may not have that opportunity tomorrow.
[00:52:47.648 --> 00:52:49.390]  Now you gotta come and unite.
[00:52:49.390 --> 00:52:51.713]  Now you have to do civil disobedience.
[00:52:51.713 --> 00:52:53.955]  Now you have to say, I will not comply.
[00:52:53.955 --> 00:52:55.758]  Just like the Solidarity Movement.
[00:52:55.758 --> 00:52:57.420]  Just like what Mahatma Gandhi did.
[00:52:57.420 --> 00:52:59.242]  Just like what Martin Luther King Jr.
[00:52:59.242 --> 00:52:59.362]  did.
[00:52:59.793 --> 00:53:05.654]  Now we got to take it to the streets, surround their houses, and demand their resignation.
[00:53:05.654 --> 00:53:07.075]  Those are traitors.
[00:53:07.075 --> 00:53:11.876]  And that's starting to happen in New South Wales, the worst on the planet, even worse than where you're at.
[00:53:11.876 --> 00:53:18.858]  Southern Australia, they've now had six people from the Premier down resigning as they got caught taking money from Big Pharma.
[00:53:18.858 --> 00:53:21.178]  Pfizer is directing the world.
[00:53:21.178 --> 00:53:22.479]  It's in control.
[00:53:22.479 --> 00:53:23.619]  The head of it needs to go to prison.
[00:53:25.236 --> 00:53:26.017]  That's right.
[00:53:26.017 --> 00:53:35.912]  Every politician, every person that took part, every chief of police that took part of this, every sheriff, every principal should be charged for treason.
[00:53:35.912 --> 00:53:39.498]  And some of them should face capital punishment.
[00:53:40.732 --> 00:53:43.434]  This is insanity at the highest level.
[00:53:43.434 --> 00:53:45.355]  And it's a global insanity.
[00:53:45.355 --> 00:53:53.621]  Right now, we are watching the fence that was, you know, built by the authorities with over 100 police officers around the church.
[00:53:53.621 --> 00:53:55.041]  This is not a strip club.
[00:53:55.041 --> 00:53:55.662]  This is not a
[00:53:57.603 --> 00:54:01.287]  No, those are all allowed and illegal in Canada.
[00:54:01.287 --> 00:54:06.793]  This is a church where adults come together of free will to worship God.
[00:54:06.793 --> 00:54:08.595]  And that's fundamentally guaranteed.
[00:54:08.595 --> 00:54:19.166]  We have to remember that our criminal code says that if anyone interferes with the church gathering, if anyone interferes with the clergyman while he's conducting his duty,
[00:54:19.506 --> 00:54:21.928]  That's two years prison term.
[00:54:21.928 --> 00:54:25.490]  But instead of following the law, they're hammering on us.
[00:54:25.490 --> 00:54:29.853]  Instead of them going to jail, they want pastors in jail.
[00:54:29.853 --> 00:54:30.933]  You know what happened?
[00:54:30.933 --> 00:54:36.037]  Tens of thousands of criminals were released from prisons in the past year and a half.
[00:54:36.037 --> 00:54:42.080]  I mean, tens of thousands of hardcore criminals were let go and back into society.
[00:54:42.080 --> 00:54:44.342]  But they are being replaced with people like me.
[00:54:45.276 --> 00:54:49.399]  Pastors, Christians, Jews, we are reliving history.
[00:54:49.399 --> 00:54:54.602]  This is a repetition of what Adolf Hitler did not succeed.
[00:54:54.602 --> 00:55:00.006]  Those big pharmas, those evil, wicked people are doing right now.
[00:55:00.006 --> 00:55:02.888]  Look at what happens in Australia.
[00:55:02.888 --> 00:55:09.072]  I mean, those people, and I said that so many times, like a broken record, I said, listen, people, they will never stop.
[00:55:09.540 --> 00:55:12.301]  Those types of people never stop.
[00:55:12.301 --> 00:55:13.881]  Bullying never stops.
[00:55:13.881 --> 00:55:15.322]  Thomas Jefferson said it.
[00:55:15.322 --> 00:55:18.743]  Thomas Jefferson said, the level of tyranny you will live under is what you accept.
[00:55:18.743 --> 00:55:19.943]  The tyrant has no limit.
[00:55:19.943 --> 00:55:21.783]  They have a thirst for power and control.
[00:55:21.783 --> 00:55:25.604]  And we showed the footage of other big churches that refused to stop meetings.
[00:55:25.604 --> 00:55:33.687]  They would put fences up with black paper so that you couldn't see it like it was a Hustler magazine or a porno movie.
[00:55:33.687 --> 00:55:35.047]  And then I know people tore it down.
[00:55:35.047 --> 00:55:36.107]  They put it back up.
[00:55:36.107 --> 00:55:37.248]  What happened with that big church?
[00:55:37.248 --> 00:55:38.528]  I mean, this is just incredible.
[00:55:39.676 --> 00:55:43.058]  They were a fence for four months illegally.
[00:55:43.058 --> 00:55:46.780]  Their property, private property, was seized by the government.
[00:55:46.780 --> 00:55:51.463]  They brought over 100 riot police guarding it.
[00:55:51.463 --> 00:55:53.825]  Anyone that dared to touch the fence later on
[00:55:54.232 --> 00:55:54.572]  That's right.
[00:56:23.963 --> 00:56:24.944]  Lawlessness.
[00:56:24.944 --> 00:56:26.165]  Judges are corrupted.
[00:56:26.165 --> 00:56:27.345]  They took money.
[00:56:27.345 --> 00:56:29.207]  Look at what happened to me.
[00:56:29.207 --> 00:56:32.529]  They found a corrupted judge, David Gates.
[00:56:32.529 --> 00:56:44.277]  I don't know if he's related to your Bill Gates, but David Gates of Alberta gave them a card plan share to arrest me any where they want using any force deemed necessary.
[00:56:45.114 --> 00:56:51.883]  Also, he allowed them to come into my church anytime they want, with whomever they want, any time of the week.
[00:56:51.883 --> 00:56:54.346]  So they showed up with terrorists.
[00:56:54.346 --> 00:56:59.734]  The anti-terrorists came to intimidate and harass Christians while they're praying, not terrorists.
[00:57:00.254 --> 00:57:02.736]  And by the way, you were on a few months ago and you predicted that would happen here.
[00:57:02.736 --> 00:57:14.386]  Now the National Education Association is sending the FBI, they're in command of it, quote, calling parents that don't want their children to be injected or wear masks or to be taught that their back is their white.
[00:57:14.386 --> 00:57:15.627]  They're now saying we're terrorists.
[00:57:16.820 --> 00:57:17.581]  That's right.
[00:57:17.581 --> 00:57:18.402]  And I said that.
[00:57:18.402 --> 00:57:20.124]  That's why I came to the United States.
[00:57:20.124 --> 00:57:29.497]  Here is a footage of Prime Minister Justin Trudeau saying he has a huge admiration with the Chinese dictatorship because they can do things fast and efficient.
[00:57:34.764 --> 00:57:36.065]  They're just going to shut churches down.
[00:57:36.065 --> 00:57:37.926]  This is all an illegal power grab.
[00:57:37.926 --> 00:57:41.988]  The inoculations, the forced injections, the vaccine passports, the mandates.
[00:57:41.988 --> 00:57:42.809]  It's all fraud.
[00:57:42.809 --> 00:57:43.829]  None of it's lawful.
[00:57:43.829 --> 00:57:44.970]  Under common law and common sense.
[00:57:44.970 --> 00:57:46.371]  We'll be right back with the pastor.
[00:57:46.371 --> 00:57:47.592]  We've got other big guests.
[00:57:47.592 --> 00:57:56.257]  So the placebo that they have used, that the FDA has allowed them to use, has often been another vaccine.
[00:57:56.257 --> 00:58:02.080]  A vaccine with a known adverse reaction profile that's causing death and damage in its own right.
[00:58:02.080 --> 00:58:02.801]  That it's the
[00:58:03.843 --> 00:58:14.347]  Aluminum, as an adjuvant in the vaccine, a known neurotoxin, a known immunotoxin, a known poison in human beings, that is in the supposedly inert placebo.
[00:58:14.347 --> 00:58:15.808]  Totally inappropriate.
[00:58:15.808 --> 00:58:17.689]  This is not good science.
[00:58:17.689 --> 00:58:20.190]  It is not science at all.
[00:58:20.190 --> 00:58:32.194]  It is an effort to cover up the true adverse reaction rates to the vaccines so that they can get through the low barrier of constraints put there by the FDA and onto the market.
[00:58:32.194 --> 00:58:33.355]  That is the only concern.
[00:58:33.663 --> 00:58:38.308]  Dr. Wakefield is just one of many informed voices in the film, COVIDland.
[00:58:38.308 --> 00:58:41.551]  Secure your copy of COVIDland today at covidland.com.
[00:58:41.551 --> 00:58:47.257]  And if you order by October 6th, you get a free copy of the film, Blueprint for Global Enslavement, absolutely free.
[00:58:48.911 --> 00:59:00.802]  A little more than 20 years ago, Japanese scientists discovered and were able to isolate a compound that is naturally in nature and in foods we eat, but in very, very low amounts.
[00:59:00.802 --> 00:59:04.144]  It's called PQQ or bio PQQ.
[00:59:04.144 --> 00:59:07.207]  When you have the organic form of it, it does amazing things.
[00:59:07.207 --> 00:59:08.608]  It actually makes your telomeres
[00:59:09.429 --> 00:59:09.990]  Lasts Longer!
[00:59:27.483 --> 00:59:29.023]  You're listening to the Alex Jones Show!
[01:00:05.819 --> 01:00:16.023]  If you say to yourself, keeping churches closed around the Western world while topless bars and liquor stores stay open, seems like rubbing it in our face, it is.
[01:00:16.023 --> 01:00:26.626]  They want the power over the church because under English common law, and under Judaic law as well, and under Magna Carta, under our Bill of Rights and Constitution, it's also in the Canadian Constitution,
[01:00:28.527 --> 01:00:31.349]  The government has no right to block people's religious rights.
[01:00:31.349 --> 01:00:33.009]  That's why we founded America.
[01:00:33.009 --> 01:00:40.954]  A lot of folks came to Canada, and then the French couldn't, you know, get their freedom up in Canada, so they came down to Louisiana.
[01:00:40.954 --> 01:00:45.936]  So this has been ongoing, and so what they're doing is the main assault that the state must be God.
[01:00:45.936 --> 01:00:54.181]  And so I admire the pastor for being here, and I admire his strength, because what he is fighting for is the same fight that
[01:00:55.219 --> 01:01:03.868]  Daniel in the lion's den and, you know, others in the fiery furnace, it's that same thing where they're saying, bow to the state, worship the God of the state.
[01:01:03.868 --> 01:01:04.729]  Isn't that right, Pastor?
[01:01:07.284 --> 01:01:11.947]  Right now, Shadrach, Meshach and Abednego were simply told, well, be like everybody else.
[01:01:11.947 --> 01:01:12.628]  Just bow.
[01:01:12.628 --> 01:01:13.949]  I mean, what's the big deal?
[01:01:13.949 --> 01:01:18.272]  Just bow to the state, bow to the wishes of the wicked king.
[01:01:18.272 --> 01:01:20.914]  And if you will not bow, we will go after you.
[01:01:20.914 --> 01:01:23.876]  We will throw you into a fiery furnace and who will
[01:01:27.879 --> 01:01:30.281]  You know, well, this is what happened.
[01:01:30.281 --> 01:01:35.046]  They answered, well, our God is perfectly capable of saving us from your hand.
[01:01:35.046 --> 01:01:37.348]  But if he chooses not to, so be it.
[01:01:37.348 --> 01:01:38.569]  But we will not bow.
[01:01:38.569 --> 01:01:40.631]  And off they went to the fiery furnace.
[01:01:40.631 --> 01:01:43.173]  But in the furnace, you see, Christians would only understand.
[01:01:43.453 --> 01:01:46.314]  That in the fire, God deals with your enemies.
[01:01:46.314 --> 01:01:48.995]  In the fire, God exposes your enemies.
[01:01:48.995 --> 01:01:51.816]  In the fire, Jesus shows up to set you free.
[01:01:51.816 --> 01:01:53.756]  In the fire, you have a testimony.
[01:01:53.756 --> 01:01:56.137]  And in the fire, it's your promotion.
[01:01:56.137 --> 01:02:02.679]  If the church would truly be the church of Jesus Christ, this whole craziness would be a long time ago over.
[01:02:02.679 --> 01:02:04.040]  We got to rise up, stand up.
[01:02:05.260 --> 01:02:07.862]  Where are you, leaders of God's people?
[01:02:07.862 --> 01:02:09.243]  Don't be like Saul.
[01:02:09.243 --> 01:02:16.387]  Don't be like Jonathan Coward, watching the giant of the Lord mocking the living God and mocking the army of the living God.
[01:02:16.387 --> 01:02:18.248]  We gotta be like David.
[01:02:18.248 --> 01:02:22.691]  We gotta be like Mordecai that refused to bow before the Haman.
[01:02:22.691 --> 01:02:26.654]  And yes, the gallow is a scary thing, but we let me remind you that
[01:02:27.384 --> 01:02:30.425]  It was the Haman that hanged on his own devices.
[01:02:30.425 --> 01:02:34.067]  We just gotta keep preaching the truth and we have to refuse to bow.
[01:02:34.067 --> 01:02:35.927]  You see, Jesus is not for sale.
[01:02:35.927 --> 01:02:39.309]  Do not sell him for a bowl of soup for the silver coin.
[01:02:39.309 --> 01:02:41.550]  Do not take the money from the government.
[01:02:41.550 --> 01:02:44.591]  Do not bow before their regimes.
[01:02:44.591 --> 01:02:46.732]  Rise up and solidarity movement.
[01:02:46.732 --> 01:02:49.453]  Mahatma Gandhi and Martin Luther King Jr.
[01:02:49.453 --> 01:02:50.933]  showed us how to fight.
[01:02:50.933 --> 01:02:52.574]  Peaceful resistance, no compliance.
[01:02:53.407 --> 01:02:55.710]  You know, break their system from within.
[01:02:55.710 --> 01:02:58.593]  File lawsuit after lawsuit after lawsuit.
[01:02:58.593 --> 01:03:01.876]  Crumble them, crumble them from within.
[01:03:01.876 --> 01:03:08.023]  And we know that we can do it when God is in the middle of our struggle.
[01:03:08.023 --> 01:03:09.885]  If you invite him back to your nation.
[01:03:09.885 --> 01:03:12.548]  I said to Americans so many times, you want your country back?
[01:03:13.433 --> 01:03:15.774]  Bring God back to your country.
[01:03:15.774 --> 01:03:17.215]  You want your country back?
[01:03:17.215 --> 01:03:22.337]  He has to come and help you in this crazy fight because the enemy is very powerful.
[01:03:22.337 --> 01:03:23.858]  They have unlimited resources.
[01:03:23.858 --> 01:03:31.361]  They have stolen and they were stealing from you for so long that they have trillions upon trillions of dollars at their disposal.
[01:03:31.841 --> 01:03:37.724]  And now they're playing God, and you know, I've seen this metaphysical rule of God's universe before.
[01:03:37.724 --> 01:03:46.027]  Every time I get persecuted and say, it's up to you God, whatever happens, then all of a sudden, I go through some stuff, but then the doors open, things get better than ever.
[01:03:46.027 --> 01:03:51.009]  But then I understand, if God's plan I get destroyed, that's there, and in that is the real power, isn't it?
[01:03:51.009 --> 01:03:52.550]  God wants us to step into the fire.
[01:03:53.854 --> 01:03:54.454]  That's it.
[01:03:54.454 --> 01:03:55.355]  In the fire.
[01:03:55.355 --> 01:03:56.556]  It's your answer.
[01:03:56.556 --> 01:03:59.617]  And I know fire is uncomfortable for those boys.
[01:03:59.617 --> 01:04:04.340]  I'm sure when they look at the fire furnace, that was not a very comfortable situation.
[01:04:04.340 --> 01:04:09.843]  When David looked in the eyes of the giant, I'm sure he said, well, that dude is pretty big.
[01:04:09.843 --> 01:04:11.504]  But my God is bigger than that.
[01:04:11.504 --> 01:04:13.185]  Do the entire army of
[01:04:16.232 --> 01:04:17.213]  Who do you worship?
[01:04:17.213 --> 01:04:22.316]  If you worship Fauci's of today, those wicked, evil psychopaths, well then so be it.
[01:04:22.316 --> 01:04:25.659]  But I have chosen, like Joshua, to serve my God.
[01:04:25.659 --> 01:04:30.362]  And with my God, he says, one time, Art, you and me, we are always the majority.
[01:04:30.362 --> 01:04:32.824]  You see, God and you, you're always the majority.
[01:04:32.944 --> 01:04:33.384]  That's right.
[01:04:33.384 --> 01:04:37.086]  Pastor Arthur Polosky, StreetChurch.ca.
[01:04:37.086 --> 01:04:41.429]  Join us again next Tuesday or Monday before your sentencing.
[01:04:41.429 --> 01:04:42.569]  And we're going to be there.
[01:04:42.569 --> 01:04:43.490]  God bless you, sir.
[01:04:43.490 --> 01:04:44.150]  Thank you so much.
[01:04:44.150 --> 01:04:45.871]  StreetChurch.ca.
[01:04:45.871 --> 01:04:46.772]  Standing up for all of us.
[01:04:46.772 --> 01:04:47.752]  Tip of the spear.
[01:04:47.752 --> 01:04:49.073]  StreetChurch.ca.
[01:04:49.073 --> 01:04:50.153]  People supporting.
[01:04:50.153 --> 01:04:51.834]  God bless you, sir.
[01:04:51.834 --> 01:04:52.395]  God bless you.
[01:04:52.395 --> 01:04:53.495]  Thank you, Alex.
[01:04:53.495 --> 01:04:54.236]  We'll be right back.
[01:04:54.236 --> 01:04:54.976]  Stay with us, folks.
[01:04:54.976 --> 01:04:56.617]  This is very important information coming up as well.
[01:05:00.260 --> 01:05:04.285]  I want to explain something that is absolutely key to understanding our world.
[01:05:04.285 --> 01:05:07.228]  It's very, very simple, but the most people don't know.
[01:05:07.228 --> 01:05:09.751]  The privately owned central banks of the world
[01:05:10.856 --> 01:05:23.447]  Are artificially creating thousands of trillions of dollars in other major currencies and using them to buy up infrastructure, intellectual property, energy.
[01:05:23.447 --> 01:05:26.429]  They're using it to buy people, to buy influence.
[01:05:26.429 --> 01:05:33.135]  And in the past, they created thousands of trillions so that they could leverage that, manipulate markets, but they never allowed that money
[01:05:33.795 --> 01:05:37.518]  ...to get into the general circulation or it would cause massive inflation.
[01:05:37.518 --> 01:05:53.509]  Now they've gone ahead and weaponized it and are flooding every sector of the world economy, buying up everything, not to have the companies operate, but to actually shut them down and force a collapse of civilization, making the companies they do fund be the only things left standing.
[01:05:53.509 --> 01:05:54.690]  This is a great reset.
[01:05:54.690 --> 01:05:56.071]  This is what's happening now.
[01:05:56.071 --> 01:05:56.791]  Warn everyone.
[01:05:56.791 --> 01:05:57.772]  It's the only way to stop it.
