[00:00:00.000 --> 00:00:16.719]  [Thunder]
[00:25:34.599 --> 00:25:37.020]  And I remember he said, Alex, I called in and he hung up.
[00:25:37.040 --> 00:25:40.001]  He goes, you want show business, but show business doesn't want you.
[00:25:40.741 --> 00:25:44.563]  And then there I was 10, 12 years later.
[00:25:46.616 --> 00:25:56.019]  You're obviously having a popular show on that very station, but it was just a few years later, four or five years later that actually had a local radio show on another station that had better ratings than that station.
[00:25:56.479 --> 00:25:58.540]  So I guess I was 22, 23.
[00:25:58.600 --> 00:26:00.461]  So I guess about six years later, I.
[00:26:04.002 --> 00:26:07.144]  Had the number one show on the talk radio station in that market.
[00:26:07.184 --> 00:26:08.905]  Here was a guy making fun of me, telling me I couldn't.
[00:26:09.246 --> 00:26:12.588]  But I didn't take that as negative.
[00:26:13.008 --> 00:26:14.089]  I was like, wow, I sent it in.
[00:26:14.229 --> 00:26:15.690]  They're talking about me all over the radio.
[00:26:16.030 --> 00:26:16.550]  This is great.
[00:26:16.651 --> 00:26:18.532]  I'm going to keep moving forward and try to get a show.
[00:26:18.552 --> 00:26:25.697]  And it was because I wanted a show that I had a show at 21 years old on the weekend that got really popular.
[00:26:25.757 --> 00:26:26.797]  Then, boom, I was on weeknights.
[00:26:26.817 --> 00:26:31.921]  Then, boom, I was... And so it was, again, just the fact that I got out there and I did it.
[00:26:32.947 --> 00:26:43.953]  And when we started off this segment, I said one of my favorite parts was you end every lesson, like think about this like InfoWars University, right?
[00:26:43.993 --> 00:26:48.435]  This is everything that we should be learning that we're not learning, and we're not learning it for a reason.
[00:26:48.875 --> 00:26:53.678]  And I said one of my favorite parts is the exercise, and you talk about suspending your disbelief.
[00:26:54.318 --> 00:27:04.724]  And the reason that all of this, I believe, is so important and why it gives me a lot of hope, you know, I was kind of depressed with everything happening, having a kid, being unsure what's going to happen next.
[00:27:05.545 --> 00:27:17.552]  And I realized that the key is that all of us need to realize that we are just as, you know, we all watch Alex and we all love Alex and we all, you know, look at him as a big inspiration.
[00:27:18.112 --> 00:27:24.635]  But when we all realize that we can tap into that same power, that's when everything shifts when that occurs.
[00:27:25.315 --> 00:27:34.061]   And I just think it's a great example of How you can literally bend reality to your own will.
[00:27:34.141 --> 00:27:41.708]  Here's this kid, literally, he got made fun of on air when he sent in a contest.
[00:27:42.148 --> 00:27:45.771]  And then he became one of the most powerful people in America.
[00:27:46.191 --> 00:27:57.139]   And I know he shakes his head, but it's a perfect testament that when you have a vision, when you have a purpose, And we live from that.
[00:27:57.540 --> 00:27:58.660]  That's when everything shifts.
[00:27:58.720 --> 00:28:00.001]  The globalists can't stop us.
[00:28:00.021 --> 00:28:01.581]  The control system can't stop us.
[00:28:01.862 --> 00:28:03.442]  And here's something people don't get about prayer.
[00:28:04.063 --> 00:28:06.824]  God rarely gives you the way you want something at that time.
[00:28:06.844 --> 00:28:10.085]  It's the Garth Brooks song, some of God's greatest gifts are unanswered prayers.
[00:28:10.926 --> 00:28:20.409]   But when you want something in line with what God wants, then God can open doors and do things For your will to be successful.
[00:28:20.429 --> 00:28:23.833]  And that's basically what happens is, that's what they say, go with God, be with God.
[00:28:24.433 --> 00:28:28.217]  And that just means go with God, be with God, be in that stream.
[00:28:28.918 --> 00:28:30.059]  And that's really what happens.
[00:28:30.079 --> 00:28:32.301]  Because there was way more obstacles and stuff.
[00:28:32.321 --> 00:28:37.947]  And I learned really quick, like, when I don't give up through an obstacle and I learn from an obstacle, I get even stronger.
[00:28:39.068 --> 00:28:41.289]  Nietzsche said, but that which doesn't kill you only makes you stronger.
[00:28:41.309 --> 00:28:50.094]  So what I'm saying to people is, be aware of this, and they want us alone, at home, hooked into their garbage, depressed, because that's how they control us, keeping us in the five senses.
[00:28:50.615 --> 00:28:59.504]   Just be positive, realize your connection to the divine, and then realize that You actually have an interface with the divine and that God wants to help you.
[00:28:59.884 --> 00:29:05.392]  But you got to get to the training wheels process and then, you know, it's like your parents let you go ride on the bike now.
[00:29:05.412 --> 00:29:06.494]  Now you got all that power.
[00:29:06.554 --> 00:29:07.175]  What's going to happen?
[00:29:07.496 --> 00:29:10.700]  But God only gives you the amount of power you can handle at each level.
[00:29:11.793 --> 00:29:28.067]  And so I just recently did a interview with Harrison for your show here on InfoWars, the American Journal, and he had heard about Reset Wars here and there, but you know, just kind of from the hype perspective, didn't even really know what is it.
[00:29:28.087 --> 00:29:37.375]  He didn't realize it was this incredible online course breaking all these things down, and from the mind of Alex Jones to this depth.
[00:29:38.135 --> 00:29:52.163]  And so he and I were just on air and we were talking, Alex, and I said to him, we were discussing why we think one of the secret keys for us to win is breaking what you call in the course your fake identity.
[00:29:52.523 --> 00:29:53.263]  Fake identity.
[00:29:53.764 --> 00:29:58.226]  And he was talking about the de-patterning documents in MKUltra.
[00:29:58.266 --> 00:30:01.388]  They use the term de-patterning when they're erasing people's minds.
[00:30:02.088 --> 00:30:08.791]  And he was bringing it back to, he's like, I realize, just like, nobody thinks they're that powerful.
[00:30:08.871 --> 00:30:21.517]  They think the globalists have all the control, and then a couple people like Alex and Joe Rogan are powerful, and the rest of us should just kind of sit in the stadium, and we're just kind of watching, hoping Alex and Joe can like defeat everyone.
[00:30:22.158 --> 00:30:22.338]  But...
[00:30:23.300 --> 00:30:27.784]  In the course, you have a term that I love, that I was telling Harrison about.
[00:30:28.244 --> 00:30:35.170]  You're talking about victimhood, but not from the traditional sense of like, oh, I'm white, or oh, I'm black, and I'm a victim.
[00:30:35.590 --> 00:30:43.097]  You do an exercise where you go through, are you a victim to the New World Order?
[00:30:43.257 --> 00:30:46.400]  I think you call it the victim of the awake, is what you call it.
[00:30:47.080 --> 00:30:57.443]  And you're like, you know what's happening in the world, you watch Endgame, you watch the show every day, you know all about the news, but what about these secrets to the universe?
[00:30:57.703 --> 00:30:59.663]  Are they influencing your personal reality?
[00:31:00.904 --> 00:31:02.264]  Are you where you want to be financially?
[00:31:02.284 --> 00:31:03.404]  Do you believe you can?
[00:31:03.424 --> 00:31:07.886]  And you start going through their vision for their life and what's stopping them.
[00:31:07.906 --> 00:31:09.486]  Well, that's it.
[00:31:09.766 --> 00:31:12.387]  Almost being aware of it and then doing nothing is joining it.
[00:31:13.007 --> 00:31:16.028]  You want to be aware of it and realize you can overpower it, you can defeat it.
[00:31:17.439 --> 00:31:18.320]  And that's why I love it.
[00:31:19.020 --> 00:31:22.282]  Imagine if 10... They also say, instead of victimology, victoryology.
[00:31:22.362 --> 00:31:23.283]  Oh yeah, that's what you say.
[00:31:23.323 --> 00:31:24.203]  That's a good one too.
[00:31:24.784 --> 00:31:28.026]  And the reason that this is so important is because...
[00:31:28.973 --> 00:31:38.159]  I don't know, I think that you talk about, I said to you, I'm like, Info Wars is tomorrow's news today, and Reset Wars is tomorrow's wisdom today.
[00:31:38.559 --> 00:31:40.300]  And when a bunch of people... And that's your point.
[00:31:40.380 --> 00:31:41.701]  Wisdom is different than knowledge.
[00:31:41.761 --> 00:31:44.623]  Knowledge is understanding the past and how basic things work.
[00:31:45.103 --> 00:31:50.847]  Wisdom is understanding the totality and all the different arts and information, having a spiritual connection and a vision for the future.
[00:31:51.806 --> 00:31:54.767]  Yeah, I mean, you couldn't say it any better than that.
[00:31:55.927 --> 00:32:02.688]  In fact, right here, we'll cut to a clip of one of my favorite bits of Alex discussing that subject here.
[00:32:03.208 --> 00:32:16.771]  We'll be back in a moment, but before we go to break, I'll toss it over to the head honcho to just let you know that you can now purchase this amazing first of many online courses.
[00:32:16.791 --> 00:32:17.131]  Absolutely.
[00:32:17.151 --> 00:32:19.151]  The globalists are so scared of what we're doing.
[00:32:20.327 --> 00:32:27.289]  Everybody came to me over the years and said, you need to put things like in courses, you need to put things kind of like what you saw with PragerU.
[00:32:28.670 --> 00:32:39.673]  And we are intending, with the financing and support from viewers and listeners like you, to do the PragerU things, the animations, the videos on all the major topics and subjects, but from our own perspective.
[00:32:40.393 --> 00:32:47.875]  And to make more courses and to do courses on how to build independent media, courses on finance, courses on survival, combat courses.
[00:32:47.895 --> 00:32:49.836]  Not that I'm some badass, but we're going to have those folks in.
[00:32:51.229 --> 00:32:56.276]  So that from the school of knowledge of we the people, we do that because that's what they don't like.
[00:32:56.317 --> 00:32:57.498]  They want the institutions.
[00:32:57.899 --> 00:32:58.760]  They want the control.
[00:32:58.840 --> 00:33:01.384]  We're trying to build institutions here.
[00:33:02.005 --> 00:33:06.692]  And so you really are the alumni who take this course and you really are the boosters.
[00:33:06.932 --> 00:33:09.531]  that say, "Hey, this guy's had some big success for free.
[00:33:09.531 --> 00:33:10.810]  "Did we bet on the right horse?
[00:33:10.810 --> 00:33:11.892]  "Thank God InfoWars is there.
[00:33:11.892 --> 00:33:14.791]  "And now Jones isn't sitting there on his laurels.
[00:33:14.791 --> 00:33:18.111]   "No, he's going all out in the face of the enemy "and not backing down.
[00:33:18.111 --> 00:33:19.511]  "Let's go get the course."
[00:33:19.511 --> 00:33:23.711]  So it's at ResetWars.com, ResetWars.com.
[00:33:23.711 --> 00:33:25.672]  And it is absolutely well worth it.
[00:33:25.548 --> 00:33:29.232]  And again, it will finance so much more we're going to do.
[00:33:29.252 --> 00:33:31.895]  This is going to end up being as big as everything else we've done.
[00:33:31.915 --> 00:33:33.236]  I mean, all of it combined.
[00:33:33.256 --> 00:33:38.802]  This is going to be the whole new big enchilada is what's going to roll out of this.
[00:33:39.003 --> 00:33:53.528]   And this is basically the master class and the big large And then we're going to zoom in, and there's a lot of zooming in on this course as well, on every little facet and take that to the next level.
[00:33:53.548 --> 00:33:55.449]  But this is the foundation.
[00:33:55.469 --> 00:34:03.012]  But this foundation alone, if you just act on the spiritual connection to God and that God doesn't come until you ask for God to come in, just that is everything.
[00:34:03.492 --> 00:34:04.473]  That's everything.
[00:34:04.513 --> 00:34:05.253]  That's the answer.
[00:34:05.273 --> 00:34:14.677]  That's why out of all these things we want to do and all these things we want to expose and bring to light, the number one thing is you're an eternal being that has free will and can decide where you want to go.
[00:34:15.523 --> 00:34:17.886]  You want to take an express elevator to hell or express elevator to heaven?
[00:34:18.246 --> 00:34:23.292]  You want to dial into the creator of the universe who's waiting for you and loves you, or do you want to submit to this evil?
[00:34:23.613 --> 00:34:28.799]  You want to get past the priest class and have a personal relationship with your creator, or do you want to continue to be a slave?
[00:34:29.080 --> 00:34:30.481]  That's what Reset Wars is all about.
[00:34:30.902 --> 00:34:34.987]  Mind War, Spirit War is available right now at ResetWars.com.
[00:34:35.871 --> 00:34:37.892]  Why should you order Reset Wars today?
[00:34:38.692 --> 00:34:42.574]  It will help you prepare yourself and protect your family from the Great Reset.
[00:34:43.074 --> 00:34:45.675]  The globalists are about to attack like never before.
[00:34:46.476 --> 00:34:49.197]  They're ramping up for total collapse of society.
[00:34:50.117 --> 00:34:55.517]   With this course, you'll finally know how to prepare mentally, spiritually, and financially
[00:34:55.517 --> 00:34:57.356]  for the coming hard times.
[00:34:57.356 --> 00:35:02.257]   This course will give you the mental and spiritual strength to defeat the Great Reset and how
[00:35:02.257 --> 00:35:06.036]  to protect yourself, your friends, and your family.
[00:35:06.036 --> 00:35:10.597]  Head to ResetWars.com right now and join today.
[00:35:10.597 --> 00:35:12.316]  So you see it all over the news.
[00:35:12.316 --> 00:35:13.757]  They don't even hide it.
[00:35:13.757 --> 00:35:18.737]   The music, the flicker rate of the TV, the subliminal messages, everything is to program
[00:35:18.737 --> 00:35:25.796]   your subconscious to remove the innate subconscious that your spiritual interface uses and create
[00:35:25.796 --> 00:35:29.476]  a false subconscious that is their property.
[00:35:29.424 --> 00:35:37.971]  And then to make your soul, your spirit, your essence, your whole genetic memory as well, epigenetically believe that that is who you are.
[00:35:39.364 --> 00:35:41.846]  And again, the best way to clear this out is the Holy Spirit.
[00:35:41.886 --> 00:35:44.728]  We get to that in the course at ResetWars.com.
[00:35:44.768 --> 00:35:51.272]  But Jake, let's start drilling into this because I want people to see some of these CIA documents, the lockdown, PsyOp propaganda.
[00:35:51.512 --> 00:35:57.337]  It's just an example of how they're admitting what we're talking about is they have created this false creature.
[00:35:57.657 --> 00:35:58.938]  They erased who you really were.
[00:35:58.958 --> 00:36:05.042]  We want to erase the false creature, which is quite easy if you're aware of it and get back to who we originally were.
[00:36:05.816 --> 00:36:29.189]   Yeah, and in the course, I mentioned it earlier, it's probably my favorite term that you coined in the whole course, and that's the emotional control grid, and that the entire New World Order system is based off of keeping you in an emotional flux.
[00:36:29.849 --> 00:36:37.191]  I think you say the emotional control grid, you said, is the mental and emotional plane that they trap you on.
[00:36:37.712 --> 00:36:51.054]   And you talked about, I'd never heard of a term called trauma-based mind control, and that they use the emotions of trauma-based mind control to program your subconscious that controls 95% of your life.
[00:36:51.054 --> 00:36:54.293]   And then you did a search on it and found it was a lot of the stuff already in the course.
[00:36:54.293 --> 00:36:55.994]  But from our perspective.
[00:36:55.994 --> 00:36:59.433]   It's not like we're just, oh, Jones has come out with a pseudo-psychology thing.
[00:36:59.433 --> 00:37:01.795]  No, no, this is the real cheat sheet, folks.
[00:37:01.795 --> 00:37:03.554]  They don't want you to know.
[00:37:03.554 --> 00:37:09.715]   And what was amazing, because after we filmed this course, I was like, how many thousands of declassified documents
[00:37:09.715 --> 00:37:17.273]   could I find proving this, everything that Alex broke down in the course?
[00:37:16.226 --> 00:37:20.692]  And some of the most, I would say... I would say...
[00:37:22.614 --> 00:37:26.235]  Horrific Parts is in MKUltra.
[00:37:26.576 --> 00:37:29.357]  I remember I sent it to you right when I got home after you filmed it.
[00:37:29.377 --> 00:37:30.697]  I'm like, check this out.
[00:37:31.177 --> 00:37:33.378]  And they use that term called de-patterning.
[00:37:33.779 --> 00:37:41.302]  And it's Dr. Cameron with the woman with his notes and he has this woman asleep for like 17 days.
[00:37:41.322 --> 00:37:42.142]  You got the note there, right?
[00:37:42.162 --> 00:37:43.222]  Or we can put it on screen for people.
[00:37:43.242 --> 00:37:44.663]  Yeah, we'll put it up on screen.
[00:37:44.683 --> 00:37:46.604]  They have her asleep.
[00:37:47.706 --> 00:37:58.239]  And on drugs, and they're erasing her mind during MKUltra to what Alex, you talk about, I think you call it the fake identity in the course that all of us have come to believe is us.
[00:38:00.478 --> 00:38:04.799]  The note says, she is in her second stage of de-patterning.
[00:38:04.899 --> 00:38:11.921]  And it goes on and it's like, this woman has been de-patterned to such an extent that she forgot how to chew and swallow.
[00:38:12.782 --> 00:38:24.025]  And so we thought it was so powerful because I was saying to you, I'm like, people don't realize that MKUltra isn't just this crazy government overreach.
[00:38:25.117 --> 00:38:25.918]  Why were they doing it?
[00:38:26.018 --> 00:38:35.024]  They were doing it because they realized the secrets of psychology and how the mind is just a computer operating system that you can install new software and new hardware.
[00:38:35.044 --> 00:38:38.967]  And they were erasing the real identity to create the new one that they could then program.
[00:38:38.987 --> 00:38:41.149]  Because in the MKUltra, they de-pattern.
[00:38:41.168 --> 00:38:44.688]   and they get rid of who you really were to then create this new template
[00:38:44.688 --> 00:38:46.387]  that they can program and control.
[00:38:46.387 --> 00:38:51.368]   And that's how they use racism, all of it, the environmental movement, it's all that new identity
[00:38:51.368 --> 00:38:55.208]   that they teach you, you're this identity, and now they can change out what the identity is
[00:38:55.208 --> 00:38:56.668]  all the time.
[00:38:57.639 --> 00:39:00.102]  Or it's like a DVD you put in a player.
[00:39:00.522 --> 00:39:03.865]  You just become this passive robot, which you're not a robot.
[00:39:04.426 --> 00:39:06.308]  Because, again, you think they got programming?
[00:39:06.848 --> 00:39:08.290]  They can just trick you into this.
[00:39:08.610 --> 00:39:11.453]  God, you call God in, we'll blast it all out.
[00:39:11.813 --> 00:39:13.635]  Holy Spirit, baby, the big download.
[00:39:14.596 --> 00:39:18.841]  And what I love about it is not just from the abstract.
[00:39:19.794 --> 00:39:24.553]   "Oh, there's MKUltra," or, "I mean, there's thousands of these."
[00:39:24.553 --> 00:39:30.233]   They call them, in the declassified documents, "non-lethal electromagnetic weapons" that
[00:39:30.233 --> 00:39:32.954]  they started testing in the '60s and '70s.
[00:39:32.954 --> 00:39:37.954]   And Alex breaks down—you break down in the course, you talk about how—you quote Max
[00:39:37.954 --> 00:39:43.114]   Planck a bunch, the guy that won the Nobel Prize for quantum physics, and he talks about
[00:39:43.114 --> 00:39:48.114]   when he won the Nobel Prize, how there's no matter as such, that atoms are just energy,
[00:39:48.114 --> 00:39:49.114]  essentially.
[00:39:49.320 --> 00:39:51.102]  Everything is an electromagnetic field.
[00:39:51.903 --> 00:39:55.327]  And so I text you and I said, look at this document.
[00:39:55.527 --> 00:39:57.769]  And it was head of DARPA.
[00:39:58.510 --> 00:40:16.529]  Talking about how they created non-lethal electromagnetic weapons to disturb human electromagnetic fields and human brainwave states, human electromagnetic frequency patterns, to control people's emotional states on a subconscious level.
[00:40:18.431 --> 00:40:24.916]  I think that that's so powerful because we don't realize there's all this, that's the mind wars, right?
[00:40:24.976 --> 00:40:36.986]  We don't realize there's this entire, they literally have actual weapons they are using to trap people into their fake identity and to trap people into lower dimensions of consciousness, right?
[00:40:37.966 --> 00:40:38.987]  That's it, exactly.
[00:40:39.187 --> 00:40:49.992]   And so, when you read these MKUltra documents, You see the perspective of the enemy, how they're using this to control us, but by being conscious of it, you literally are aware of it now.
[00:40:50.312 --> 00:40:55.134]  It's like, if you're asleep in college, your buddies can come put shaving cream on your face.
[00:40:55.635 --> 00:40:57.015]  But if you're not asleep, they can't do it.
[00:40:57.376 --> 00:41:04.880]  We are literally being put into a near-trance daydream state by the flicker rates of the TVs, by subliminals, by everything.
[00:41:06.326 --> 00:41:09.831]  And then they're able to basically go in and rearrange the furniture in our house.
[00:41:10.652 --> 00:41:13.417]  But once you realize they're doing it, you can now arrange the furniture.
[00:41:14.344 --> 00:41:20.449]  And, you know, I don't know, for whatever reason, Alex Jones was just this guy that was just like able to tote from the beginning.
[00:41:20.469 --> 00:41:24.072]  He was just bound to break out of this entire control system.
[00:41:24.512 --> 00:41:29.717]  But I know for myself, you know, I thought I was awake and I understood the New World Order and everything that's happening.
[00:41:30.077 --> 00:41:37.883]  But going through the course so much times, excuse me, so many times, it made me reflect so much on, I said to you, I said, you know what?
[00:41:38.724 --> 00:41:45.346]  All of society is an MKUltra study, and until we realized we're MKUltra patients, right?
[00:41:45.366 --> 00:41:48.927]  Because they weren't just figuring out how to de-pattern some lady in a room.
[00:41:49.267 --> 00:41:50.387]  No, that was the beta test.
[00:41:50.427 --> 00:41:51.588]  They've now externalized it.
[00:41:51.608 --> 00:41:54.349]  Let's be clear about the Frank Church Committee in the late 70s.
[00:41:54.689 --> 00:42:00.290]  When they say those are 60s and 70s, that's just what they got from the 40s and 50s and 60s.
[00:42:00.750 --> 00:42:02.991]  It's light years worse now.
[00:42:03.151 --> 00:42:05.732]  And yes, 5G, all of it, we cover it in the course.
[00:42:07.085 --> 00:42:09.817]  Is the externalization of all of that.
[00:42:09.898 --> 00:42:12.168]  Now they've gone again from beta to operational.
[00:42:12.964 --> 00:42:23.610]  And when I was moving through the course, since you end, what I like about it is how you end every single section with a challenge or an exercise that's a practical application of it.
[00:42:24.190 --> 00:42:38.798]  And so I thought, well how, I understand, I understand all these documents, MKUltra, all these electromagnetic control systems, how they're using patents about subconscious control, but I was like, how does it control my life?
[00:42:39.378 --> 00:42:43.199]  And how does it control everybody else's life, even the people that are awake?
[00:42:43.699 --> 00:42:54.363]  And I think the real power of this course, in my opinion, I told Alex, I said, this is the thing where people are going to walk up to you and they're literally going to cry and they're going to say, this actually changed my life.
[00:42:54.483 --> 00:42:56.403]  This literally, I quit drinking because of it.
[00:42:56.823 --> 00:42:57.284]  Exactly.
[00:42:57.304 --> 00:43:01.125]  We're not just telling people about the problems now, which is important to know the problems.
[00:43:01.605 --> 00:43:03.025]  Now we're giving people the real solution.
[00:43:03.225 --> 00:43:04.446]  And it's everything Jesus said.
[00:43:04.986 --> 00:43:10.876]  Okay, and this is our feeble attempt at mere mortals to contemporize it, but that's what's going on.
[00:43:11.697 --> 00:43:15.563]  And so it made me think, and this is my question to you as a viewer.
[00:43:16.741 --> 00:43:18.182]  How are you MKUltra'd?
[00:43:18.683 --> 00:43:20.644]  Do you make the same amount of money every single year?
[00:43:20.704 --> 00:43:24.167]  Well, that's just an invisible ceiling trapped in the subconscious mind.
[00:43:24.588 --> 00:43:25.529]  That's one example of it.
[00:43:25.969 --> 00:43:31.894]  Well, does it control your inability to attract ideal romantic relationship?
[00:43:32.193 --> 00:43:38.713]   Does it stop your non-profit or your movement to change your community and change the education system
[00:43:38.713 --> 00:43:42.632]   and you can't ever get the funding you want or your YouTube videos won't blow up?
[00:43:42.632 --> 00:43:48.413]   Literally, he breaks down how all of reality is a holographic mirror of consciousness.
[00:43:48.413 --> 00:43:49.253]  And I started going--
[00:43:49.253 --> 00:43:51.474]   Exactly, it's not magic just 'cause you wanna be successful
[00:43:51.474 --> 00:43:55.153]   and it happens, it's that you already had that potential before and if you don't believe
[00:43:55.153 --> 00:43:57.193]  you can't do it, the door doesn't open.
[00:43:57.193 --> 00:43:59.474]  Believing you can do it opens the door.
[00:43:59.474 --> 00:44:03.474]   Doesn't do everything for you, but when you start opening doors, the confidence goes up
[00:44:03.474 --> 00:44:05.632]   and now you're out of the cave, you're out in the wider universe.
[00:44:05.632 --> 00:44:06.514]  Sorry to interrupt.
[00:44:06.514 --> 00:44:12.233]   No, it's, I mean, look, for whatever reason, Alex was that guy that was born without the governor
[00:44:12.233 --> 00:44:17.273]   on his engine that slows the speed of the car and a lot of the rest of us were learning
[00:44:17.273 --> 00:44:19.393]  how to take that governor off.
[00:44:19.393 --> 00:44:25.893]   And my question to you as a viewer would be, how would it feel to take the governor off?
[00:44:26.755 --> 00:44:40.658]  And I invite you to do the same process that Alex takes you through this whole course and ask yourself, where is one of those governors, or if we liken it to computer software, where is one of those viruses that was installed in your system?
[00:44:41.198 --> 00:44:42.299]  Is it financially?
[00:44:42.419 --> 00:44:43.899]  Do you not believe you could double your income?
[00:44:44.199 --> 00:44:47.020]  Is it that you don't believe that you can create an all-new education system?
[00:44:47.120 --> 00:44:52.021]  We could call this the human antivirus program.
[00:44:52.541 --> 00:44:53.662]  That's basically what it is.
[00:44:54.023 --> 00:44:59.649]  It's teaching you how to identify the viruses, delete the viruses, and install a new system.
[00:44:59.969 --> 00:45:12.080]   So my question to you is, how would it feel to that thing that you always thought was you, how would it feel to realize That it actually isn't.
[00:45:12.501 --> 00:45:13.341]  That you can erase it.
[00:45:13.801 --> 00:45:23.725]  Whether it was a financial ceiling, whether it was achieving something in a non-profit, whether it was becoming a huge freaking amazing show host, taking on the globalists like Alex.
[00:45:23.745 --> 00:45:24.626]  What you're saying is true.
[00:45:24.986 --> 00:45:31.488]  We do create these ceilings, and they tell women, oh there's a ceiling because of men, or black folks, there's a ceiling because of white people.
[00:45:31.508 --> 00:45:32.429]  There is no ceiling.
[00:45:33.311 --> 00:45:37.337]  The only ceilings are there are the ones we self-impose, or that we accept that others told us.
[00:45:37.617 --> 00:45:43.565]  But people telling you there's a ceiling all day, but they're going to take care of you, but you know, if you just join their party, they're full of crap.
[00:45:43.925 --> 00:45:45.548]  Again, that's the priest trying to control you.
[00:45:46.243 --> 00:46:02.959]  And here's what I'd say, and I say this with all sincerity and love for Alex and everything that he's done over the years, is that I believe that there is a lot of us, I know as me, that felt like I couldn't do anything about it.
[00:46:03.640 --> 00:46:07.484]  I knew what was happening, but I didn't know how I could do something.
[00:46:07.544 --> 00:46:22.752]   And so I watched Alex for years and years and years, And what I'm inviting you to consider and why I encourage you to buy this course is because you have a... God has a plan for you.
[00:46:23.112 --> 00:46:29.975]  You have a mission that is so much bigger than you can imagine and the ceiling on your life is so much bigger than you can imagine.
[00:46:29.995 --> 00:46:31.115]  But you've got to sign up.
[00:46:31.175 --> 00:46:32.476]  It's like signing up for the military.
[00:46:32.536 --> 00:46:33.336]  God's free will.
[00:46:33.856 --> 00:46:34.836]  You're not getting drafted.
[00:46:34.896 --> 00:46:35.977]  You've got to sign the paper.
[00:46:36.977 --> 00:46:40.105]  I just want to tell you, the devil wants you to metaphysically sign a piece of paper.
[00:46:40.466 --> 00:46:41.608]  You've got free will.
[00:46:41.889 --> 00:46:43.132]  God wants you to sign a contract.
[00:46:43.871 --> 00:46:51.194]  That's actually one of the, spending so much time with you, putting this course together, is actually one of the things that I probably have learned most from you.
[00:46:51.574 --> 00:47:02.719]  You know, you break it down in the course, but just spending so much time with you, you know, just trying to understand why is Alex Jones so big, so powerful, so successful, and how can I apply that into my life?
[00:47:03.159 --> 00:47:13.103]  And you really, besides shaking your head and schlepping it off when I keep asking you over and over, one of the things that it comes back to is you really understand how to harness free will.
[00:47:13.863 --> 00:47:16.065]  And can you talk a little bit about that?
[00:47:16.586 --> 00:47:20.750]  One of your favorite quotes is about the animating contest of liberty.
[00:47:21.631 --> 00:47:25.695]  And I was wondering if you could go a little bit into that free will and why it's so important.
[00:47:25.735 --> 00:47:29.178]  There's a trillion ways to talk about this, but I've just learned this from my own experience.
[00:47:29.558 --> 00:47:30.379]  I had instincts.
[00:47:30.439 --> 00:47:31.420]  My spirit wanted to do this.
[00:47:31.460 --> 00:47:34.203]  I didn't know why I was, but as you get older, you learn the systems.
[00:47:35.024 --> 00:47:41.489]   By challenging evil and by taking on corruption, Let's just go back to more ancient physics, which are a subset.
[00:47:41.509 --> 00:47:42.710]  They're accurate, but limited.
[00:47:42.730 --> 00:47:46.032]  Newtonian physics, for every action there's an opposite and equal reaction.
[00:47:46.552 --> 00:47:50.555]  If you just sit at home and never fight evil and believe it controls the world, you will be weak.
[00:47:50.935 --> 00:47:55.739]  By going out and challenging it, because it's the right thing to do, your energy level goes up.
[00:47:56.379 --> 00:47:57.100]  It's like anything.
[00:47:57.440 --> 00:48:00.782]  You know, as you go out and start doing jiu-jitsu or go out lifting weights, you're going to get stronger.
[00:48:01.303 --> 00:48:07.189]   The way you're going to get sedentary and die, is not going out and challenging and not going out and
[00:48:07.189 --> 00:48:07.839]  engaging.
[00:48:07.839 --> 00:48:13.339]   So I mean that's really what it comes down to is observing the globalists and what they're doing
[00:48:13.339 --> 00:48:18.839]   and then deciding to resist them and even in little ways begins to snowball.
[00:48:18.839 --> 00:48:21.339]  And so that's why this is so powerful.
[00:48:21.339 --> 00:48:27.839]   I mean when you were here a few weeks ago and they had just sent me this January 6th subpoena.
[00:48:28.048 --> 00:48:29.812]  They're trying to say I'm this mastermind.
[00:48:29.832 --> 00:48:31.055]  I wanted to physically overthrow the government.
[00:48:31.095 --> 00:48:31.676]  All these lies.
[00:48:32.819 --> 00:48:34.943]  And we were sitting there talking about all of that.
[00:48:35.777 --> 00:48:45.168]  And again, they energetically want to go out and confront us to basically try to make us be suppressed and bow down and be scared.
[00:48:45.688 --> 00:48:51.134]  And instead, we're going to take on the challenge and use it as an opportunity to educate and inform others and use that as a platform.
[00:48:51.174 --> 00:48:54.057]  So it really is, is the glass half full or half empty?
[00:48:54.818 --> 00:48:57.041]  And the truth is, is that it's totally full.
[00:48:58.064 --> 00:49:06.369]  And there's that quote from Buckminster Fuller, and you might even start the course with it, but you mention it quite a few times.
[00:49:07.129 --> 00:49:13.033]  And it's not about fighting the existing system, but building a new one that makes the old one obsolete.
[00:49:13.353 --> 00:49:15.194]  And this is every area of life.
[00:49:15.254 --> 00:49:21.898]  And I ask myself, because sometimes I find myself just sitting back and coasting and just watching Alex.
[00:49:21.938 --> 00:49:26.221]  Almost like I'm in the arena and I'm watching this one guy on the field.
[00:49:26.921 --> 00:49:48.161]  And the reason I say to Alex, I'm like, I think this is the thing that tens of thousands of people will literally say this changed my life, because it's a switch when you realize, you know, instead of us going, man, medical tyranny, the hospital system screwed, well, you might be a doctor or a nurse, or you might be someone that just has a vision of a whole new private practice.
[00:49:48.442 --> 00:49:49.362]  You can build it.
