[00:00:15.418 --> 00:00:16.179]  Info Wars.
[00:23:15.105 --> 00:23:17.287]  And they just play these sleight-of-hand games.
[00:23:17.307 --> 00:23:18.528]  All right, let me come back.
[00:23:19.878 --> 00:23:20.858]  Little Nas X?
[00:23:21.659 --> 00:23:24.380]  Who does a lot of children's shows, but did the deal where he has sex with the devil?
[00:23:24.900 --> 00:23:28.341]  Well, he put out a children's video of the little animals having sex for kids!
[00:23:29.081 --> 00:23:31.022]  He promoted it.
[00:23:31.062 --> 00:23:32.802]  He pushed a pedo video.
[00:23:33.403 --> 00:23:33.943]  That's right.
[00:23:34.463 --> 00:23:36.564]  Now the little kids have sex together on video.
[00:23:37.044 --> 00:23:38.264]  But it's okay because it's cartoons.
[00:23:38.304 --> 00:23:39.045]  That makes it legal.
[00:23:39.945 --> 00:23:41.305]  To just show cartoons having sex.
[00:23:41.565 --> 00:23:42.026]  That's right.
[00:23:42.166 --> 00:23:42.926]  Open pedophiles.
[00:24:00.603 --> 00:24:04.186]  Resistance to tyrants is obedience to God.
[00:24:04.346 --> 00:24:06.508]  It's Alex Jones.
[00:24:06.628 --> 00:24:14.034]  So if you went back to the great game, all the textbooks the British Empire wrote about,
[00:24:29.181 --> 00:24:31.082]  Dominating the subcontinent of India.
[00:24:31.262 --> 00:24:43.329]  They used a few thousand troops to dominate tens of millions of people because they would divide, using sociology and anthropology, different culture groups against each other.
[00:24:43.389 --> 00:24:49.813]  Even if they were Hindus, if they were Buddhists, if they were Muslim, they would play those different groups off against each other.
[00:24:49.853 --> 00:24:50.934]  It's called divide and conquer.
[00:24:51.909 --> 00:25:08.032]  And it came out in the WikiLeaks, this is not our opinion, that Hillary's like, we're going to lose this election, the public's waking up to us, and she's got major psychology professor heads telling her, well, just accelerate the culture war, racial and religious and sexual division.
[00:25:09.373 --> 00:25:15.354]  And so when you see all this, this is just the big banks, the mega corporations, big tech that's running slave camps in China.
[00:25:16.571 --> 00:25:20.480]  Uyghur death camps invading Taiwan, Hong Kong, doing horrible stuff all over the world.
[00:25:20.701 --> 00:25:24.449]  They're backing China, telling you, oh look, fight with each other whites and blacks.
[00:25:26.038 --> 00:25:47.365]  And then I remember before they fired Lou Dobbs over at Fox for exposing election fraud, he would cover Reuters articles where George Soros was bragging that he was giving billions of taxpayer dollars he got from the State Department under Obama to the illegal aliens from the Middle East, from Africa, to go into Europe and into the United States with those big caravans.
[00:25:48.766 --> 00:25:56.792]  And the ADL would come out and say, this is anti-Semitic, George Soros is Jewish, and so Lou Dobbs needs to be fired.
[00:25:56.912 --> 00:25:59.654]  It had nothing to do with George Soros being Jewish.
[00:26:00.054 --> 00:26:01.635]  They made it about that.
[00:26:02.195 --> 00:26:03.096]  Yeah, there's Reuters.
[00:26:03.676 --> 00:26:06.498]  George Soros, Mastercard, a partner to aid migrants, refugees.
[00:26:08.840 --> 00:26:15.765]  So again, we're talking about like saying, the Tampa Bay Buccaneers won Super Bowl 2020.
[00:26:20.489 --> 00:26:24.976]  That's a fact, but the ADL will come out and say, no, the sky is red, that's anti-Semitic.
[00:26:27.739 --> 00:26:29.520]  Now, why is this so important?
[00:26:30.241 --> 00:26:42.109]  Well, Abe Foxman used to run the ADL, which is just a leftist, globalist, anti-gun group, that basically, a bunch of self-appointed people claim they speak for all Jews, and then people pay them money and they'll call their enemies anti-Semites.
[00:26:42.690 --> 00:26:47.313]  But they would call all sorts of people that hadn't done anything that, so they lost a bunch of lawsuits, almost went bankrupt.
[00:26:47.593 --> 00:26:54.418]  So they brought in this more smooth operator, he's an Obama minion, because it's really Obama that's in charge still, Jonathan Greenblatt.
[00:26:55.819 --> 00:27:04.061]  And Jonathan Greenblatt then started shaking down Facebook, you name it, having his surrogate, Stosh Barrett Cohen, called for the arrest at their official headquarters of...
[00:27:05.339 --> 00:27:07.181]  Mark Zuckerberg, if he didn't do more.
[00:27:07.281 --> 00:27:15.029]  So Zuckerberg put Rosenblatt over Facebook's Thought Control Board, which is actually a hate crime board, globally.
[00:27:15.570 --> 00:27:17.892]  And he decides what can be said, what can be done.
[00:27:17.912 --> 00:27:21.376]  I guess what country can be invaded, what can't be.
[00:27:21.396 --> 00:27:24.038]  You know, what group can criticize one group, what group can't be.
[00:27:24.299 --> 00:27:26.341]  That's why you see Christian persecution accelerating.
[00:27:26.621 --> 00:27:28.142]  Never a word out of the ADL about that.
[00:27:29.024 --> 00:27:31.867]  Uh, and it's it's it's really dangerous.
[00:27:32.508 --> 00:27:35.472]  And so now he's taking aim at Fox News.
[00:27:36.894 --> 00:27:44.524]  And what split up, you know, Fox sold his entertainment off years ago, but kept News Corp and Fox News and Wall Street Journal.
[00:27:45.125 --> 00:27:46.187]  So that was split into two.
[00:27:47.853 --> 00:27:55.496]  And so now he goes on the no-rating show with the most ridiculous person on earth and tries to act all officious and powerful.
[00:27:55.997 --> 00:27:58.958]  Brian looks like a child molester stelter.
[00:27:58.978 --> 00:28:00.198]  I'm not saying he's a child molester.
[00:28:00.218 --> 00:28:08.822]  I'm saying if I was going to cast somebody for a movie where, you know, if the clown eats children, grabs them out of a sewer pipe, I mean, it looks like him.
[00:28:09.062 --> 00:28:10.063]  But that's not what matters.
[00:28:10.243 --> 00:28:11.664]  He molested our First Amendment.
[00:28:11.904 --> 00:28:13.544]  He goes around trying to purge everyone.
[00:28:14.085 --> 00:28:16.986]  And he's got another raper of the First Amendment on with him.
[00:28:18.257 --> 00:28:30.132]  And that is Lord King, master of us all, head of the board that controls our speech, Kaiser Greenblatt.
[00:28:31.054 --> 00:28:31.735]  King Greenblatt.
[00:28:32.596 --> 00:28:34.879]  And so they're on there attacking Tucker Carlson.
[00:28:36.650 --> 00:28:43.516]  We're talking about replacement migration, which you can go to any university site or turn on the news and it's like, thank God, whites will almost be gone.
[00:28:43.776 --> 00:28:44.917]  Whites are inherently evil.
[00:28:45.177 --> 00:28:46.879]  Get rid of the white people, my God.
[00:28:47.339 --> 00:28:49.080]  We've got to exterminate the whites.
[00:28:49.101 --> 00:28:50.682]  We've got to genocide the whites.
[00:28:51.022 --> 00:28:58.989]  And that's the left and the Black Lives Matter funded by Soros, funded by the Democrats, creating racial division in America.
[00:28:59.649 --> 00:29:04.413]  And so then if you don't like being told you're bad because you're a white person or because you're a Christian,
[00:29:05.194 --> 00:29:07.876]  Well, here comes Rosenblatt to call you a Nazi on top of it.
[00:29:08.216 --> 00:29:11.078]  But what gets even crazier is he says it doesn't exist.
[00:29:11.558 --> 00:29:13.520]  I can show you the Democrats bragging about it.
[00:29:13.920 --> 00:29:16.922]  I can show you Israel saying they don't want replacement migration.
[00:29:17.282 --> 00:29:18.263]  And they even use that term.
[00:29:18.663 --> 00:29:20.245]  I can show you all of this.
[00:29:20.605 --> 00:29:21.305]  But does it matter?
[00:29:21.345 --> 00:29:29.291]  Because you better do what the Democrats say or Lord Rosenblatt will have you taken off or have you fired from your job.
[00:29:30.984 --> 00:29:31.844]  So that's how it works.
[00:29:31.884 --> 00:29:33.986]  So let me show you some of this.
[00:29:34.006 --> 00:29:35.786]  Then I'm going to show you the ADL next segment.
[00:29:37.327 --> 00:29:38.288]  I'm going to get into it right now.
[00:29:38.608 --> 00:29:42.990]  The ADL saying there's no great reset either.
[00:29:43.110 --> 00:29:44.091]  That's anti-Semitic.
[00:29:44.551 --> 00:29:54.336]  If you say that Klaus Schwab wants to shut down the world economy, save the earth, and admits the lockdown is about carbon taxes, which I have all the quotes of him saying, Rosenblatt says you're also a Nazi.
[00:29:54.356 --> 00:29:55.376]  This is just very easy.
[00:29:55.396 --> 00:29:58.898]  It doesn't matter if Klaus Schwab and the whole EU project is actually Nazi.
[00:30:00.421 --> 00:30:02.042]  So the Nazis have learned this round.
[00:30:02.462 --> 00:30:06.085]  What you do is you start an organization, run it, or buy off an organization.
[00:30:06.145 --> 00:30:12.949]  I mean, if Hitler would have just hired a few Jews and put them up front for him and, you know, had them say how great he was, he probably would have won World War II.
[00:30:13.569 --> 00:30:15.691]  So this is truly sick, ladies and gentlemen.
[00:30:17.272 --> 00:30:22.575]  So let's go ahead and play this clip of him on with Brian Stelter yesterday.
[00:30:23.772 --> 00:30:25.173]  So what do we want Fox to do?
[00:30:25.273 --> 00:30:29.474]  I mean, first and foremost, Tucker has got to go.
[00:30:30.275 --> 00:30:45.621]  Again, I think it is a risk, not just to the corporation, it's a risk to our society to be promoting these anti-Semitic and racist myths that literally were used by people on January the 6th to try to not just interfere with the election,
[00:30:46.261 --> 00:30:47.942]  But to murder lawmakers?
[00:30:48.262 --> 00:30:50.982]  I mean, I think we've really crossed a new threshold.
[00:30:51.243 --> 00:30:59.305]  When a major news network, you know, dismisses this, or pretends like it isn't important, this has deadly significance.
[00:30:59.605 --> 00:31:01.806]  So, number one, Tucker has got to go.
[00:31:01.846 --> 00:31:08.908]  And then I think, secondly, Brian, Fox needs to look at their entire primetime lineup and finally ask themselves,
[00:31:09.488 --> 00:31:14.672]  Ken does this work because, at the end of the day, let's acknowledge Fox isn't alone in this.
[00:31:14.952 --> 00:31:16.293]  They have advertisers.
[00:31:17.054 --> 00:31:18.375]  They have affiliates.
[00:31:18.915 --> 00:31:19.075]  Right?
[00:31:19.115 --> 00:31:21.077]  There are cable companies who carry their signal.
[00:31:21.397 --> 00:31:24.779]  If Fox won't act, it may be time for the advertisers to act.
[00:31:25.180 --> 00:31:28.962]  It may be time for, again, the affiliates and the cable companies to act.
[00:31:29.403 --> 00:31:34.146]  To finally, once and for all, say that America is simply put no place for hate.
[00:31:34.547 --> 00:31:36.388]  Why is this even a debate anymore, Brian?
[00:31:36.468 --> 00:31:40.591]  Tucker just says, I'm talking about voting rights, and then the Murdochs will say, we don't cancel people.
[00:31:40.931 --> 00:31:43.213]  They'll say, you're trying to engage in cancel culture.
[00:31:44.133 --> 00:31:45.114]  I can actually hear that.
[00:31:45.134 --> 00:31:46.155]  Okay, so let's stop right there.
[00:31:46.195 --> 00:31:56.142]  He then goes on with the greatest bravado, hubris, I guess chutzpah would be the proper word, and says, oh no, this isn't censorship, this isn't cancel culture.
[00:31:57.503 --> 00:32:01.965]  Well, you want me to play you the Tucker Carlson clip that Mr. Greenblatt tweeted out?
[00:32:02.565 --> 00:32:05.867]  Because it's the most, quite frankly, boring for most of what Tucker Carlson covers.
[00:32:06.187 --> 00:32:09.649]  He's like, yeah, the Democrats are bringing in third world people they control that'll vote for them.
[00:32:09.669 --> 00:32:11.349]  You know, replacement migration.
[00:32:11.730 --> 00:32:13.090]  I mean, this is what they say.
[00:32:13.190 --> 00:32:14.311]  This is the party platform.
[00:32:14.531 --> 00:32:16.292]  They want illegals to be able to vote.
[00:32:17.415 --> 00:32:18.435]  So anybody can find this.
[00:32:18.455 --> 00:32:23.596]  They just go to Mr. Greenblatt's deal if you want to see what Tucker said, but it's extremely, extremely milquetoast.
[00:32:24.396 --> 00:32:26.657]  But oh, that turns into Nazi!
[00:32:26.797 --> 00:32:31.098]  Really, I thought we were the country that beat the Nazis and saved Mr. Greenblatt's family.
[00:32:31.138 --> 00:32:34.538]  I thought both my grandfathers were in the Army Air Corps and both almost died.
[00:32:34.598 --> 00:32:40.260]  I thought I almost, I don't almost exist for helping save the Jews out of Europe, my ancestors.
[00:32:40.520 --> 00:32:42.480]  But that doesn't matter to Mr. Rosenblatt.
[00:32:42.500 --> 00:32:44.640]  He just waves a wand and I am now the bad man.
[00:32:45.101 --> 00:32:46.161]  He is now the good guy.
[00:32:46.181 --> 00:32:46.841]  So when we come back,
[00:32:47.967 --> 00:32:50.228]  We'll actually play for you The Devilish Evil.
[00:32:50.248 --> 00:32:52.589]  It's a short club that they want him banned for.
[00:32:52.809 --> 00:33:02.613]  And then I'm going to show you the ADL saying we cannot have a one-state solution and allow non-Jews to live in Israel because they will then out-breed and out-vote us.
[00:33:03.093 --> 00:33:05.374]  They even say the Arabs have too many children.
[00:33:05.714 --> 00:33:07.354]  Now listen, I don't mind Israel existing.
[00:33:07.414 --> 00:33:08.255]  I'm not against the Jews.
[00:33:08.555 --> 00:33:11.616]  I think as a group, people should be able to have their own homeland if they want it.
[00:33:12.036 --> 00:33:16.038]  It's just you can't then say that whites can't even exist here.
[00:33:17.610 --> 00:33:23.294]  And then the ADL is going to lead a Tower of Babel coalition on a jihad against the evil Christians.
[00:33:23.314 --> 00:33:26.656]  Because, I mean, you've got some beef with Christians from 500 years ago.
[00:33:26.676 --> 00:33:27.756]  We'll be right back.
[00:33:27.776 --> 00:33:28.236]  Stay with us.
[00:33:32.939 --> 00:33:36.881]  I remember when, I remember, I remember when I lost my mind.
[00:33:36.981 --> 00:33:38.282]  I remember.
[00:33:38.302 --> 00:33:40.203]  There was something so pleasant about that day.
[00:33:40.303 --> 00:33:41.484]  I stopped being politically correct.
[00:33:41.544 --> 00:33:43.165]  I stopped caring what the system said.
[00:33:43.305 --> 00:33:45.386]  Because I knew I was a good person.
[00:33:45.406 --> 00:33:46.167]  I was telling the truth.
[00:33:50.738 --> 00:33:58.521]  All right, so you can say, well, who cares about the ADL or the Southern Bribery Law Center or media matters?
[00:33:58.641 --> 00:34:07.985]  Well, these groups have been put on these telecom boards to surveil you, to get in your private accounts, to track your private messengers.
[00:34:08.025 --> 00:34:08.805]  They're in those too.
[00:34:09.505 --> 00:34:15.767]  ADL famously got in big trouble criminally for breaking into police stations and stealing files, intelligence files on the general public.
[00:34:17.788 --> 00:34:19.749]  And so the ADL's got a lot of chutzpah.
[00:34:21.405 --> 00:34:23.766]  And they don't go after real Nazis, folks.
[00:34:24.186 --> 00:34:28.748]  They just sit there and try to parlay political power to the Democratic Party.
[00:34:30.269 --> 00:34:39.333]  And so now they're going after the populist Tucker Carlson, who really does genuinely care about everybody and wants our jobs back and wants to unify us, and who really tries to bring us together.
[00:34:39.433 --> 00:34:41.694]  A good, wholesome, loving person.
[00:34:43.415 --> 00:34:44.996]  I mean, I'm ten times meaner than he is.
[00:34:46.485 --> 00:34:54.873]  And I don't have a bad bone in my body for somebody that's a Muslim or a Jew or a Christian or an agnostic as long as you're not trying to enslave me.
[00:34:55.153 --> 00:34:57.676]  But there are plenty of Muslims that want to conquer me and say I'm bad.
[00:34:57.696 --> 00:34:58.376]  Well, I'm against them.
[00:34:59.958 --> 00:35:02.560]  There's some crazy Christian groups that want to take over and I think they're cults.
[00:35:03.281 --> 00:35:03.921]  But I mean the ADL...
[00:35:08.012 --> 00:35:12.054]  The ADL goes around bullying Americans and trying to control our speech.
[00:35:12.375 --> 00:35:16.657]  And I don't care if it was the Russians or the Nazis or the Easter Bunny doing it.
[00:35:18.438 --> 00:35:19.719]  I wholeheartedly oppose it.
[00:35:20.748 --> 00:35:35.057]  Now let's see the clip that Mr. Rosenblatt tweeted out that he's saying is Nazi and evil and bad and we've got to boycott Tucker Carlson and we've got to boycott Fox and boycott his stations and have them taken off the cable providers because of this.
[00:35:35.077 --> 00:35:36.899]  Because they've already gotten Trump banned everywhere.
[00:35:36.919 --> 00:35:38.940]  They've already gotten Alex Jones banned off everywhere.
[00:35:38.960 --> 00:35:44.544]  They've already gotten thousands and thousands of prominent nationalistic conservatives and mainline individuals.
[00:35:44.564 --> 00:35:47.966]  I mean a lot of just really, Prager University's getting banned all over the place.
[00:35:48.166 --> 00:35:52.011]  Because it's good, decent info, and oh, it's got a Jew running it, who's a great person.
[00:35:53.372 --> 00:35:56.136]  I don't look at what a person is, I look at what they produce.
[00:35:56.416 --> 00:35:57.618]  You know, like Martin Luther King said?
[00:36:00.555 --> 00:36:05.858]  So, if you stand up for conservative, real values, pro-human values, you're attacked.
[00:36:06.358 --> 00:36:07.879]  This is in the way of the corporate takeover.
[00:36:08.339 --> 00:36:16.224]  You know, where is the ADL criticizing the Uyghur death camps and criticizing Apple that runs the biggest factories getting components made by slaves?
[00:36:16.484 --> 00:36:17.284]  They're not there!
[00:36:17.544 --> 00:36:19.706]  He's too busy telling you Tucker Carlson's a Nazi.
[00:36:20.946 --> 00:36:29.091]  He's too busy writing letters to the New York Times saying, I hate Jews and Alex Jones should be taken off the air when any idiot knows the anti-Semites don't like me.
[00:36:30.063 --> 00:36:32.295]  Because they're all part of the same global divide and conquer camp.
[00:36:33.544 --> 00:36:43.090]  But I will not sit there and watch people wrap themselves in Judaism and then say, I'm a bad person and then bully me and engage in something that's as close to Hitler as I've ever seen in my life.
[00:36:43.511 --> 00:36:49.455]  I mean, that's what Hitler did was take speech and take a bank accounts and take people's rights and silence them and persecute them.
[00:36:49.735 --> 00:36:50.555]  And that's what he did.
[00:36:50.595 --> 00:36:53.117]  And now that's what you do, Mr. Rosenblatt.
[00:36:53.437 --> 00:37:00.042]  And you had Sacha Baron Cohen on saying it's time to arrest the big tech heads like Mark Zuckerberg if he doesn't do what you say.
[00:37:00.282 --> 00:37:06.206]  And he got on his knees and he appointed Mr. Rosenblatt on that board under that threat of imprisonment.
[00:37:06.406 --> 00:37:07.887]  That's called terrorism!
[00:37:09.428 --> 00:37:10.729]  And that's what all this is.
[00:37:10.989 --> 00:37:12.350]  It's beyond bullying now.
[00:37:14.111 --> 00:37:19.195]  So here's what they said he needs to be taken off the air for.
[00:37:19.215 --> 00:37:21.897]  This was tweeted by the god Rosenblatt.
[00:37:21.937 --> 00:37:22.217]  Here it is.
[00:37:22.853 --> 00:37:30.238]  I know that the left and all the little gatekeepers on Twitter become literally hysterical if you use the term replacement.
[00:37:30.358 --> 00:37:40.164]  If you suggest that the Democratic Party is trying to replace the current electorate, the voters now casting ballots, with new people, more obedient voters from the third world.
[00:37:40.704 --> 00:37:43.586]  But they become hysterical because that's what's happening actually.
[00:37:43.626 --> 00:37:44.887]  Let's just say it, that's true.
[00:37:45.979 --> 00:38:07.745]  If, look, if this was happening in your house, if you were in sixth grade, for example, and without telling you, your parents adopted a bunch of new siblings and gave them brand new bikes and let them stay up later and help them with their homework and gave them twice the allowance that they gave you, you would say to your siblings, you know, I think we're being replaced by kids that our parents love more.
[00:38:07.765 --> 00:38:11.846]  And it would be kind of hard to argue against you because look at the evidence.
[00:38:12.646 --> 00:38:17.950]  So, this matters on a bunch of different levels, but on the most basic level, it's a voting rights question.
[00:38:19.351 --> 00:38:20.973]  Oh, and by the way, I don't have a teleprompter.
[00:38:20.993 --> 00:38:21.633]  I get stuff wrong.
[00:38:21.753 --> 00:38:22.974]  It's Greenblatt.
[00:38:23.074 --> 00:38:24.235]  Jonathan Greenblatt.
[00:38:25.216 --> 00:38:26.277]  Jonestown Greenblatt.
[00:38:26.317 --> 00:38:27.377]  I know him very well.
[00:38:27.438 --> 00:38:28.638]  I just got the name wrong.
[00:38:29.059 --> 00:38:30.960]  So, there you go.
[00:38:31.160 --> 00:38:31.761]  You just heard that.
[00:38:32.041 --> 00:38:34.383]  By the way, I just showed you where New Yorkers get no money.
[00:38:35.284 --> 00:38:38.246]  They get the federal $1,400 check, but no state money.
[00:38:38.726 --> 00:38:40.448]  But illegal aliens get $15,000 plus.
[00:38:43.902 --> 00:38:45.964]  So that's 20, 30 nice bikes?
[00:38:45.984 --> 00:38:46.705]  20 or 30 decent bikes?
[00:38:54.002 --> 00:38:54.662]  Fifteen bikes?
[00:38:55.443 --> 00:38:55.903]  Ten bikes?
[00:38:56.723 --> 00:38:58.845]  The point is, I guess a fancy bike, only one bike.
[00:38:59.445 --> 00:39:02.467]  But that's what's going on here, is insanity.
[00:39:03.207 --> 00:39:12.192]  To draw everybody here, to then be in control of the Democrats, to be put on welfare, to be milked by the Democrats who control the system, and then this guy wants to take him off the air.
[00:39:12.232 --> 00:39:14.633]  So let me just show you what's going on here.
[00:39:14.673 --> 00:39:15.454]  Overhead shot, please.
[00:39:17.310 --> 00:39:19.732]  Anti-Defamation League calls for Tucker Carlson's firing.
[00:39:20.152 --> 00:39:27.737]  CNN explains over images of the KKK, which half the time even Texas Monthly will tell you is run by the feds.
[00:39:29.678 --> 00:39:31.079]  Now here's from UN.org.
[00:39:31.139 --> 00:39:32.740]  Can we zoom in even closer on this?
[00:39:33.281 --> 00:39:34.061]  UN.org.
[00:39:35.422 --> 00:39:36.503]  Replacement migration.
[00:39:36.863 --> 00:39:39.645]  Is it a solution to declining and aging populations?
[00:39:39.725 --> 00:39:42.567]  It calls for 600 million people to replace
[00:39:45.029 --> 00:39:46.511]  The United States population by 2050.
[00:39:46.971 --> 00:39:51.036]  This is the official plan of the UN.
[00:39:51.476 --> 00:39:53.318]  UN.org.
[00:39:53.658 --> 00:39:55.841]  Same one set up by the Rockefellers.
[00:39:55.901 --> 00:39:57.182]  You know, the ones that set up Hitler.
[00:39:59.605 --> 00:40:02.288]  Revealed UN plan to flood America with 600 million migrants.
[00:40:07.674 --> 00:40:08.854]  There it is, from the U.N.
[00:40:08.894 --> 00:40:09.395]  website.
[00:40:09.455 --> 00:40:10.455]  But let's show you more.
[00:40:10.495 --> 00:40:12.576]  Here's Republicans' demographic gap.
[00:40:13.116 --> 00:40:20.379]  MSN, that all these foreigners coming in are going to vote Democrat, and the Democrats are going to do it, and Republicans should give more welfare, or they're going to be outvoted.
[00:40:20.779 --> 00:40:22.620]  All admitting the replacement demographic.
[00:40:22.940 --> 00:40:24.581]  Response to common inaccuracy.
[00:40:24.701 --> 00:40:27.262]  Binational one-state solution.
[00:40:27.362 --> 00:40:28.342]  ADL.org.
[00:40:28.622 --> 00:40:29.723]  Zoom in on this very closely.
[00:40:31.003 --> 00:40:32.404]  This is from the ADL website.
[00:40:33.325 --> 00:40:36.769]  Response to Common Inaccuracy by National One State Solution.
[00:40:37.530 --> 00:40:38.131]  Translate.
[00:40:40.173 --> 00:40:45.420]  ADL expressly condemns any plans for replacement migration in Israel.
[00:40:46.161 --> 00:40:47.482]  And it goes right through it right here.
[00:40:48.752 --> 00:40:54.077]  Furthermore, bi-nationalism is unworkable, given current realities and historic animosities.
[00:40:54.518 --> 00:40:58.221]  Furthermore, bi-nationalism is unworkable, given current realities and historic
[00:41:09.392 --> 00:41:09.952]  Animosities.
[00:41:10.353 --> 00:41:26.259]  With historically high birth rates among the Palestinians and a possible influx of Palestinian refugees and their descendants now living around the world, Jews would quickly be a minority within the bi-nation state, thus likely ending any semblance of equality, representation, or protections.
[00:41:26.739 --> 00:41:32.522]  It is a situation the Jewish population would be increasingly politically and potentially physically vulnerable.
[00:41:33.855 --> 00:41:39.318]  Oh, you mean the left brings in a bunch of people, teaches them liberation theology, teaches them Jews are bad and then kills you?
[00:41:39.338 --> 00:41:48.602]  Because I can turn on the news and see the Black Lives Matter founders, I can play clips, I will next hour, saying burn down every police department and kill all the whites, even the nice ones.
[00:41:48.922 --> 00:41:57.307]  Target sells a book with a Black Lives Matter headlady, it's on Infowars.com, saying, I pray to God to help me hate whites more, even the nice ones.
[00:41:57.547 --> 00:42:02.009]  They are a scourge and a disease and being white is bad, unless you're
[00:42:05.322 --> 00:42:07.523]  Jonathan Greenblatt.
[00:42:08.044 --> 00:42:10.445]  He's okay, though he's got white skin.
[00:42:13.367 --> 00:42:16.389]  So, man, this is total race politics.
[00:42:16.469 --> 00:42:18.370]  This is the closest thing the Nazis have ever seen.
[00:42:18.850 --> 00:42:21.032]  And I won't be intimidated by the ADL in front of this.
[00:42:21.052 --> 00:42:21.892]  This is dangerous.
[00:42:22.132 --> 00:42:22.853]  This is evil.
[00:42:23.653 --> 00:42:24.554]  And this is divisive.
[00:42:24.574 --> 00:42:29.597]  And this is a plan to use race politics yet again to bring a country down and to do all of this.
[00:42:29.897 --> 00:42:32.438]  There is a prayer of a weary black woman.
[00:42:32.959 --> 00:42:34.720]  Please help me to hate white people.
[00:42:37.711 --> 00:42:47.534]  And this is what Target publishes, and oh my God, can you imagine if I published a book that said, help me hate black people, which I don't hate black people, I'm not falling into their trap.
[00:42:48.054 --> 00:42:51.795]  But no, this is published by Target, nothing from Greenblatt.
[00:42:54.475 --> 00:43:04.138]  And it goes on, response to common inaccuracy by nation, one state solution goes into saying, we must be a race-based system, we can't let foreigners in, we can't be replaced.
[00:43:05.964 --> 00:43:08.548]  George Soros smashed a car to partner to aid migrants, Reuters.
[00:43:09.129 --> 00:43:11.552]  But Rainblood also says that does not exist, you're a Nazi if you say it.
[00:43:12.333 --> 00:43:14.356]  It's official, Democrats want illegal aliens voting in U.S.
[00:43:14.417 --> 00:43:14.697]  elections.
[00:43:14.717 --> 00:43:15.678]  We have the links to it right there.
[00:43:16.720 --> 00:43:19.344]  Census could reveal election extinction of the Republicans.
[00:43:19.384 --> 00:43:19.664]  They ill.
[00:43:20.520 --> 00:43:22.320]  Because the Democrats are making along racial lines.
[00:43:22.800 --> 00:43:34.583]  All of it, right there, putting us in checkmate, and they're just saying, hey, be nice, be good, don't be racist, do what we say, while they push a whole race-based system and a total anti-Christian takeover.
[00:43:34.663 --> 00:43:39.504]  It's disgusting, it's dangerous, and history is repeating yet again, ladies and gentlemen.
[00:43:39.804 --> 00:43:44.885]  And I'm very worried about everybody on this planet, no matter what color you are, what your religion is, this is evil and this is wrong.
[00:43:44.905 --> 00:43:48.826]  I haven't even hit the great reset that Rosenblatt said doesn't exist.
[00:43:50.401 --> 00:43:51.361]  Whatever the hell his name is.
[00:43:51.682 --> 00:43:53.743]  We'll be right back with the second hour.
[00:43:53.923 --> 00:44:00.406]  I'm Alex Jones, Defender of the Republic, Defender of Man, Defender of Humanity, Defender of Justice.
[00:44:00.906 --> 00:44:04.628]  If you're watching this transmission, you are the resistance!
[00:44:04.668 --> 00:44:07.029]  Now tell folks, tune in now!
[00:44:17.581 --> 00:44:21.726]  All right, ladies and gentlemen, if you want to get into the collapsing border, the U.S.
[00:44:21.766 --> 00:44:24.269]  government sending troops into eastern Ukraine to start a war with Russia.
[00:44:24.289 --> 00:44:27.933]  The Federal Reserve calling for world government to global income tax.
[00:44:29.206 --> 00:44:29.886]  It's all official.
[00:44:31.147 --> 00:44:33.188]  YouTube wants a global authority over speech.
[00:44:33.828 --> 00:44:36.810]  I forgot to tell you about that little scribble of news.
[00:44:37.951 --> 00:44:45.875]  And we've got this huge vaccine news and rollout of that and all the different deaths and side effects, the attempts to cover all that up.
[00:44:45.895 --> 00:44:48.997]  They're now saying black people not wanting to take the shot is racist.
[00:44:49.017 --> 00:44:50.417]  It's because of racist white people.
[00:44:50.958 --> 00:44:54.900]  Yeah, the ones they caught giving them syphilis and other diseases via vaccines, exactly.
[00:44:55.160 --> 00:44:57.161]  No, no, they're saying it's because blacks can't get the shot.
[00:44:57.221 --> 00:44:58.222]  No, they don't want the shot.
[00:44:59.056 --> 00:45:03.199]  Just like I saw the numbers, 40% of Marines say no to vaccine.
[00:45:03.679 --> 00:45:08.522]  That's in control groups that they already had authorized to take it, that they wanted to take it.
[00:45:08.542 --> 00:45:11.164]  It's more like 80% of the Marines aren't taking the shots.
[00:45:12.345 --> 00:45:13.185]  That's all coming up.
[00:45:15.307 --> 00:45:24.453]  But you know, Prince Philip, 99 years old, Transylvanian king, not even British, 70 plus years ago married Queen Elizabeth.
[00:45:25.694 --> 00:45:26.054]  I think so.
[00:45:45.239 --> 00:45:50.263]  Black people weren't human beings and that he wanted to come back as a virus to kill 80% of the world's population.
[00:45:50.283 --> 00:45:52.705]  So that's how that whole left-right paradigm operates.
[00:45:52.725 --> 00:45:58.229]  So I haven't talked about him since he died four or five days ago, just because I've had other things to do.
[00:45:58.329 --> 00:46:01.151]  But, you know, why see him in death?
[00:46:02.732 --> 00:46:07.296]  We put on screen, they have released a colorized photo of him at birth just today.
[00:46:07.316 --> 00:46:08.437]  This is an exclusive.
[00:46:09.657 --> 00:46:11.739]  Ladies and gentlemen, look how cute that is.
[00:46:11.779 --> 00:46:12.760]  You can see he's male right there.
[00:46:13.749 --> 00:46:20.413]  That is Prince Philip, 99 years ago, and back then they had x-ray photos.
[00:46:20.433 --> 00:46:23.976]  The royalty wanted to check the babies, and so they colorized it.
