[00:00:12.174 --> 00:00:13.055]  We're live.
[00:59:12.728 --> 00:59:19.770]  Now the speech in Reno was billed as Hillary's moment to demonize Trump by equating him with racist white supremacist conspiracy theorists.
[00:59:19.830 --> 00:59:22.990]  But she ended up weeding a giant fairy tale of her own.
[00:59:23.110 --> 00:59:26.231]  And what she also did was swat a hornet's nest.
[00:59:26.451 --> 00:59:28.892]  Now everybody is looking at InfoWars.
[00:59:28.932 --> 00:59:31.433]  Now everybody is going to be fact-checking.
[00:59:31.533 --> 00:59:36.575]  And what they're going to find out is that every single claim that she made today is complete and total BS.
[00:59:36.775 --> 00:59:39.076]  Alex Jones never said that about Sandy Hook.
[00:59:39.256 --> 00:59:41.257]  Alex Jones didn't say that about 9-11.
[00:59:41.917 --> 00:59:42.277]  Negative.
[00:59:42.317 --> 00:59:47.359]  He said that people on his show had talked about Sandy Hook and saying that they believed that the childs were actors.
[00:59:47.439 --> 00:59:50.400]  He said that 9-11 was funded by Saudi Arabia.
[00:59:50.580 --> 00:59:54.505]  If it wasn't a conspiracy, why can't we see the 28 pages, Hillary?
[00:59:54.866 --> 00:59:57.649]  You can find more reports like this at InfoWars.com.
[01:00:02.656 --> 01:00:05.280]  You're listening to the Alex Jones Show.
[01:00:32.302 --> 01:00:34.403]  Waging war on corruption.
[01:00:34.923 --> 01:00:40.144]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[01:00:44.765 --> 01:00:48.026]  Globalism now stripped bare before the world.
[01:00:48.066 --> 01:00:56.808]  They wanted to bring in their world government of debt slavery and balkanization and dehumanization without having a debate.
[01:00:57.848 --> 01:01:00.709]  They wanted to have a world government without
[01:01:02.307 --> 01:01:05.209]  Ever even having a discussion and it was unelected and nobody asked to enter it.
[01:01:05.249 --> 01:01:06.030]  Kind of like the EU.
[01:01:06.590 --> 01:01:09.753]  Only, what, two countries out of 25 plus ever got to vote to enter it.
[01:01:10.734 --> 01:01:14.437]  Now they're telling the British, well, you voted to leave but you can't.
[01:01:14.737 --> 01:01:16.078]  That'll only make them more angry.
[01:01:17.199 --> 01:01:21.102]  You can always steal one or two more times but then you run out of gas, boys.
[01:01:21.963 --> 01:01:22.823]  And I think you know that.
[01:01:24.485 --> 01:01:25.706]  So you want to have a big world war.
[01:01:26.735 --> 01:01:30.018]  You're so full of arrogance, bravado, chutzpah.
[01:01:30.719 --> 01:01:36.804]  Those of us that aren't megalomaniacs and don't want to destroy the planet are going to stand up and put you in check.
[01:01:37.865 --> 01:01:40.187]  And I watched the whole Hillary speech.
[01:01:40.228 --> 01:01:41.729]  It was like 45 minutes long last night.
[01:01:41.749 --> 01:01:52.299]  I'm going to play some of it coming up in the next segment where she said Putin runs the alt-right and she runs Donald Trump.
[01:01:53.493 --> 01:02:02.785]  That is the most insane, bizarre, over-the-top, true conspiracy theory with no proof I think I've ever heard of in my life.
[01:02:03.226 --> 01:02:04.187]  I've never been to Russia.
[01:02:04.527 --> 01:02:05.749]  I've never been to Eastern Europe.
[01:02:07.411 --> 01:02:09.414]  I don't have any Slavic bloodlines.
[01:02:10.735 --> 01:02:11.536]  My family
[01:02:13.459 --> 01:02:16.644]  I mean, I never get into this because everybody says, oh, my family's background, this or that.
[01:02:16.684 --> 01:02:18.246]  But I mean, it's ridiculous, OK?
[01:02:18.326 --> 01:02:29.942]  I mean, it's hard to find somebody that's got a longer, you know, Mayflower, both sides of the family, right through the colonies in the north and in the south.
[01:02:31.327 --> 01:02:32.408]  Super prominent people.
[01:02:32.428 --> 01:02:34.729]  I'm not even going to get into it because it sounds ridiculous.
[01:02:35.229 --> 01:02:39.131]  And then right through to the founding of Texas and just so much more.
[01:02:40.011 --> 01:02:41.372]  And inventing things.
[01:02:41.552 --> 01:02:50.836]  And everything from basically Dr. Pepper to the Stock Exchange in England.
[01:02:51.976 --> 01:02:52.777]  That was the Greshams.
[01:02:54.978 --> 01:02:56.699]  And that's on the maternal line in my family.
[01:02:56.719 --> 01:02:59.280]  The family crest symbol was a grasshopper.
[01:03:00.440 --> 01:03:02.083]  I mean, that's just a few of the highlights.
[01:03:02.623 --> 01:03:04.586]  There was also some infamous people I never mentioned.
[01:03:07.145 --> 01:03:24.297]  And I'm not talking about just kind of related to, I mean, it's just like, it wasn't like there was a breeding program in my family, but these families kind of kept running into each other throughout time out of England and even out of France and Germany because we've had our lineage done way back.
[01:03:25.017 --> 01:03:25.838]  I mean, here's an example.
[01:03:26.358 --> 01:03:30.220]  My parents, I haven't really told this story, had two different major religious groups.
[01:03:31.141 --> 01:03:38.011]  Come to them at UT, when they were going to the University of Texas, and offer to basically pay for their tuition and everything, and they would join their churches and everything.
[01:03:38.051 --> 01:03:42.518]  And my dad, after like a year of trying to do this, was like, well, we've done your genealogy.
[01:03:44.365 --> 01:03:46.747]  And again, that's what the globalists are all into, ladies and gentlemen.
[01:03:47.327 --> 01:03:50.790]  And there are evil genealogies, there are good genealogies.
[01:03:50.810 --> 01:03:55.493]  There are families that tend to express good things, families that tend to express bad things.
[01:03:56.294 --> 01:04:00.156]  And the globalists know this, and that's why they've got a very, very tight lid on things.
[01:04:00.677 --> 01:04:02.278]  And they're trying to manipulate and control.
[01:04:02.798 --> 01:04:07.762]  And you've got good bloodlines that you find in every race, color, and creed, and you've got bad ones.
[01:04:08.582 --> 01:04:15.307]  And an expression of this is, again, many families are known to have psychopathic tendencies in them and royalty.
[01:04:15.807 --> 01:04:17.169]  And interbreeding actually does that.
[01:04:17.189 --> 01:04:18.850]  I mean, look at dogs.
[01:04:19.390 --> 01:04:23.713]  Overbreeding of dogs makes them act mentally ill, snapping, biting, doing weird stuff.
[01:04:24.314 --> 01:04:31.519]  They might be really, really smart, but they, you know, crap in your shoe or, you know, climb in the baby's crib and bite the baby for no reason.
[01:04:31.539 --> 01:04:33.120]  You know, they just, they're nuts.
[01:04:33.841 --> 01:04:34.962]  And that goes on.
[01:04:36.499 --> 01:04:42.409]  And then there's lines of dogs you say that are true and will kill themselves to help you and would always be faithful.
[01:04:42.950 --> 01:04:44.413]  That's just a paradigm of dogs.
[01:04:44.453 --> 01:04:45.455]  Well, it's the same with men.
[01:04:47.389 --> 01:04:49.331]  We're dealing with true abject evil here.
[01:04:49.351 --> 01:04:57.799]  I don't know how I went down some bloodline discussion, but when we come back, I'm going to get directly into a bunch of Trump clips, then Hillary's clips, and a lot more.
[01:04:58.139 --> 01:05:01.483]  And we're going to open the phones up today as well on this Friday edition.
[01:05:01.903 --> 01:05:06.367]  And then we've got Mark Moreno from Climate Depot joining us as well with big developments on that front.
[01:05:06.928 --> 01:05:07.709]  Infowars.com.
[01:05:08.369 --> 01:05:08.730]  Stay with us.
[01:05:10.896 --> 01:05:12.898]  Joe Biggs here with Infowars.com.
[01:05:12.979 --> 01:05:21.268]  Headline news quietly confirmed Dr. Drew Pinsky's program will end next month, though he will remain a contributor for CNN Worldwide.
[01:05:21.448 --> 01:05:27.496]  Back on August 18th, Dr. Drew dropped a bombshell that he was gravely concerned about Hillary's health.
[01:05:27.716 --> 01:05:31.280]  The famous TV doctor was actually asked to be on KABC's
[01:05:31.420 --> 01:05:36.222]  McIntyre in the Morning Show to debunk questions about the 68-year-old Clinton's health.
[01:05:36.402 --> 01:05:45.806]  But instead, Penske said he's become concerned about Clinton's health and the medical care she has received after reviewing the records that have been made public.
[01:05:46.127 --> 01:05:47.587]  And now, New York Post.
[01:05:47.827 --> 01:05:49.928]  Headline news drops Dr. Drew.
[01:05:50.088 --> 01:05:57.451]  Now here at Infowars.com we've gone into great detail talking about the many issues surrounding this presidential candidate's health.
[01:05:57.692 --> 01:05:58.592]  Why is it bad?
[01:05:58.652 --> 01:06:02.076]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[01:06:19.212 --> 01:06:25.616]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[01:06:26.036 --> 01:06:32.019]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[01:06:32.159 --> 01:06:35.281]  Telomeres are the little cups on the end of our chromosomes.
[01:06:35.441 --> 01:06:36.882]  And when it runs out, you start dying.
[01:06:37.102 --> 01:06:41.245]  We chose the PQQ because it has over 175 different clinical trials.
[01:06:41.425 --> 01:06:44.288]  It's one of the most effective substances in the world.
[01:06:44.368 --> 01:06:45.949]  It works like an antioxidant.
[01:06:46.029 --> 01:06:49.232]  It works to repair nerve growth factor.
[01:06:49.512 --> 01:06:51.834]  So this is a formula to deliver the maximum amount.
[01:06:52.114 --> 01:06:53.075]  It's in powder form.
[01:06:53.175 --> 01:06:55.877]  We have so many five-star reviews.
[01:06:56.037 --> 01:06:56.657]  I take this.
[01:06:56.758 --> 01:06:58.459]  This is the product that I take.
[01:06:58.579 --> 01:07:00.541]  Infowarslife.com and the profit we make.
[01:07:01.361 --> 01:07:02.122]  We fight the Globals.
[01:07:02.142 --> 01:07:03.022]  We fight the New World Order.
[01:07:03.302 --> 01:07:09.605]  Secure your DNA Force today at Infowarslife.com or call toll-free 888-253-3139.
[01:07:10.666 --> 01:07:11.666]  Brain Force is here.
[01:07:12.207 --> 01:07:14.468]  Ladies and gentlemen, I've been on this the last few months.
[01:07:14.748 --> 01:07:22.552]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:07:23.342 --> 01:07:26.525]  One of the worst things with most energy products is it's not sustainable.
[01:07:26.785 --> 01:07:26.925]  Right?
[01:07:26.945 --> 01:07:29.287]  You're gonna crash and gonna feel really bad afterwards.
[01:07:29.647 --> 01:07:33.170]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:07:33.210 --> 01:07:36.352]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:07:36.853 --> 01:07:41.637]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:07:42.197 --> 01:07:44.039]  For example, the L-theanine inside of it.
[01:07:44.379 --> 01:07:48.802]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:07:48.963 --> 01:07:50.964]  This just increases the compounds you already have.
[01:07:51.605 --> 01:07:53.066]  This is what you're actually designed to run on.
[01:07:53.206 --> 01:07:53.446]  Exactly.
[01:07:53.466 --> 01:07:57.288]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:07:57.768 --> 01:08:05.051]  You will find Brain Force, Survival Shield X2, and other game-changing products at Infowarslife.com.
[01:08:05.311 --> 01:08:09.293]  Or call 888-253-3139.
[01:08:12.514 --> 01:08:15.255]  Crashing through the lies and disinformation.
[01:08:15.275 --> 01:08:19.117]  It's Alex Jones, only on the GCN Radio Network.
[01:08:23.559 --> 01:08:27.962]  Trump came out yesterday, and we played the clip, we're going to play it again in a moment, and said that Hillary Clinton is a bigot.
[01:08:29.003 --> 01:08:32.666]  Then he tweeted more, and has made other statements pointing out that she's a race baiter.
[01:08:32.946 --> 01:08:36.368]  That's the true form of bigotry, is to be so psychopathic.
[01:08:36.909 --> 01:08:40.511]  You hate everybody, but you're just playing groups off against each other using that.
[01:08:42.172 --> 01:08:46.796]  And that's one of the most frustrating things of having to cover all this racial and cultural and class warfare stuff is,
[01:08:48.228 --> 01:08:56.691]  You emotionally and genetically start actually finding yourself halfway getting into it, because you're designed that way, even though you know it's a manipulation.
[01:08:56.851 --> 01:09:05.814]  And then it really makes you mad that they're doing that, because even though you're not racist, there are people being racist to you, whether you be black, white, whatever, and so you then have that response.
[01:09:06.715 --> 01:09:10.516]  And then we'll get into a bunch of other clips from Trump, but he's absolutely right.
[01:09:12.915 --> 01:09:24.322]  They are invoking hardcore division and teaching in public schools, mainly white teachers are, they're the biggest pushers, that whites are inherently bad and how to fix the problem of whiteness.
[01:09:24.842 --> 01:09:30.605]  I mean, I was taught just in my few years in community college before I decided to get out of there and not, you know, follow any more education.
[01:09:31.305 --> 01:09:35.408]  Almost every class they called us in and they were all white professors and were saying that
[01:09:37.441 --> 01:09:43.003]  Whiteness was inherently bad, and thank God, whiteness, a recessive gene, would be bred out soon.
[01:09:43.964 --> 01:09:48.346]  I mean, that's a recurring theme for decades, except for one black professor I had.
[01:09:48.406 --> 01:09:53.908]  She was a lady who said, I used to be a big liberal, and she was just telling the class this after I'd been there about six months.
[01:09:54.689 --> 01:10:01.432]  She goes, until I went to Africa, until I saw how bad it was, and I realized the problems are a lot deeper than what's actually being said.
[01:10:02.292 --> 01:10:03.773]  And then she got a little bit more into it.
[01:10:04.952 --> 01:10:14.375]  It's just funny that most of the people you see really pushing this, you're an effing white male thing, you don't have a right to speak are white, like AIDS Relics, the famous internet meme.
[01:10:15.275 --> 01:10:18.316]  So let's go ahead and go to that clip because it's important and then I'm going to get the other clips.
[01:10:18.336 --> 01:10:20.217]  Here is Trump on Hillary the bigot.
[01:10:22.337 --> 01:10:26.258]  And then we will get to the other clips straight ahead after that.
[01:10:26.619 --> 01:10:33.361]  And then we're going to also today be having Mark Moreno on from Climate Depot.
[01:10:33.961 --> 01:10:34.481]  Here's that clip.
[01:10:36.676 --> 01:10:56.313]  Hillary Clinton is a bigot who sees people of color only as votes, not as human beings worthy of a better future.
[01:10:56.353 --> 01:10:58.035]  She's going to do nothing
[01:10:59.062 --> 01:11:00.503]  For African Americans.
[01:11:00.923 --> 01:11:04.285]  She's going to do nothing for the Hispanics.
[01:11:05.165 --> 01:11:10.829]  She's only going to take care of herself, her husband, her consultants, her donors.
[01:11:11.869 --> 01:11:12.450]  Absolutely.
[01:11:12.470 --> 01:11:14.170]  And then he can go further.
[01:11:14.271 --> 01:11:16.332]  Black unemployment has doubled.
[01:11:17.179 --> 01:11:20.100]  They had like some newspaper last week go, Alex Jones fact-checked.
[01:11:20.400 --> 01:11:21.920]  He says unemployment has doubled.
[01:11:22.141 --> 01:11:23.761]  No, I said black unemployment's doubled.
[01:11:24.141 --> 01:11:25.041]  And that's with Cook numbers.
[01:11:25.101 --> 01:11:25.882]  It's probably more than doubled.
[01:11:26.142 --> 01:11:28.182]  If you look at all the other unemployment, it's up too.
[01:11:29.083 --> 01:11:39.566]  And that's with them taking 35 million people and growing out of the full business roles of full-time employment and moving them down to less than 25 hours so they're exempt from Obamacare.
[01:11:40.868 --> 01:11:42.349]  So then those people have two jobs.
[01:11:42.629 --> 01:11:47.033]  That's counted as more jobs in the economy and new jobs because you're working two, three jobs.
[01:11:48.474 --> 01:11:49.775]  Now let's go ahead and go to the next clip.
[01:11:49.975 --> 01:11:53.718]  This is Donald Trump compares Clinton emails to Watergate.
[01:11:53.758 --> 01:11:58.923]  Well, it's far worse than Watergate because she said she didn't alter those and none were classified.
[01:11:59.243 --> 01:12:00.344]  She's been caught lying.
[01:12:01.405 --> 01:12:06.289]  But we've reached that moment where she's now above the law, but not above the laws of nature.
[01:12:07.139 --> 01:12:20.075]  As the Associated Press documented, more than half of the meetings Hillary Clinton took as Secretary of State with people outside government were Clinton Foundation donors.
[01:12:23.639 --> 01:12:25.221]  Hillary's chief of staff
[01:12:26.025 --> 01:12:33.692]  Received more messages from the Clinton Foundation's chief operating officer than just about anybody else.
[01:12:33.712 --> 01:12:42.139]  85 donors alone that she met with as secretary gave the foundation $156 million.
[01:12:47.327 --> 01:12:48.889]  And I know many of these people.
[01:12:49.330 --> 01:12:50.551]  I know many of these people.
[01:12:51.072 --> 01:12:57.381]  These are not people that are going up to pay their respects and say, Madam Secretary, how are you feeling?
[01:12:57.501 --> 01:12:58.702]  Isn't it a beautiful day?
[01:12:58.722 --> 01:13:00.845]  The weather is so beautiful.
[01:13:02.227 --> 01:13:05.448]  These are people that want things for their donation.
[01:13:05.908 --> 01:13:09.669]  These are people that expect things for their donation.
[01:13:10.129 --> 01:13:18.672]  And when you follow it out, and you see the people that left their office, you take a look at what those people, those companies, and those countries got.
[01:13:19.112 --> 01:13:20.912]  Believe me, you will find out.
[01:13:21.472 --> 01:13:22.493]  It is plenty.
[01:13:23.373 --> 01:13:23.933]  And it's come out.
[01:13:23.953 --> 01:13:24.653]  It's come out.
[01:13:24.673 --> 01:13:25.794]  They have the email so far.
[01:13:27.500 --> 01:13:41.033]  Work-related emails she failed to turn over, including the new discovery this week of 15,000 more work-related emails she did not disclose.
[01:13:45.577 --> 01:13:47.178]  What is being uncovered now?
[01:13:48.195 --> 01:13:53.981]  Is one of the most shocking scandals in American political history.
[01:13:54.301 --> 01:13:56.583]  It's Watergate all over again.
[01:13:57.124 --> 01:13:57.724]  It's Watergate.
[01:13:57.925 --> 01:13:59.546]  It is Watergate Square.
[01:14:02.429 --> 01:14:05.412]  Now, let's expand on that a little bit.
[01:14:05.712 --> 01:14:08.355]  Chelsea got six million dollars a year.
[01:14:10.188 --> 01:14:10.608]  Six million.
[01:14:11.309 --> 01:14:12.871]  She lives in a $10.5 million penthouse.
[01:14:13.271 --> 01:14:15.333]  Free jets, cars, everything's paid for by the foundation.
[01:14:15.714 --> 01:14:17.295]  Their whole life is paid for by the foundation.
[01:14:17.596 --> 01:14:20.238]  They use the foundation's billions as a weapon system.
[01:14:20.258 --> 01:14:23.542]  Their global initiative has raised $69 billion in the last decade.
[01:14:25.367 --> 01:14:27.348]  But she says she doesn't get anything out of it.
[01:14:27.688 --> 01:14:30.230]  When she went into the governorship, she had nothing.
[01:14:30.490 --> 01:14:35.554]  She was worth millions when she left that, and then when she left the White House the first time, she was worth more than $30 million.
[01:14:35.794 --> 01:14:42.238]  Now she personally is worth hundreds of millions that they admit, and she admits she has secret bank accounts all over the world!
[01:14:42.618 --> 01:14:43.258]  But that's okay.
[01:14:44.739 --> 01:14:48.962]  If I set up a secret bank account and put $100,000 in Switzerland, I'd be investigated.
[01:14:49.603 --> 01:14:50.363]  But not her!
[01:14:50.763 --> 01:14:52.164]  Because, again, she's above the law.
[01:14:52.564 --> 01:14:54.786]  Now, let's go ahead and go to the next clip here.
[01:14:56.687 --> 01:15:07.291]  Trump's campaign manager, not the overall chairman, but the manager, she has come out and said, well, we're not completely clear yet on our immigration stance.
[01:15:07.431 --> 01:15:09.112]  And then Trump comes out and says, no, I am.
[01:15:11.873 --> 01:15:15.215]  There could be 5 million, there could be 8 million, there could be 10 million, there could be 20 million, there could be 30 million.
[01:15:16.795 --> 01:15:18.576]  It's more like 35 million illegals in this country.
[01:15:18.596 --> 01:15:20.617]  The truth is they just go back and forth.
[01:15:21.797 --> 01:15:24.458]  Now people are coming in from China all over to have their babies for free.
[01:15:24.498 --> 01:15:25.179]  This is crazy.
[01:15:26.104 --> 01:15:30.286]  And they spin it like, oh, you flip-flop, you're going to get easy on the immigrants now.
[01:15:30.926 --> 01:15:39.190]  He said, the felons, the people that are here that have a long list of felonies that have been deported before, you're going to be sent back to your country of origin first.
[01:15:40.291 --> 01:15:50.436]  Then, there's going to be a national program, because this is what he's talked about previously, a year ago, where you basically go sign up, and then if you're not a criminal, you just go
[01:15:51.843 --> 01:15:54.585]  And in a week, whatever, then you get processed right back in.
[01:15:55.046 --> 01:15:58.849]  Because he talks about how it's impossible right now, it's super hard to be a legal citizen.
[01:15:58.869 --> 01:15:59.770]  You have to jump through a lot of hoops.
[01:16:00.390 --> 01:16:03.332]  Because they want you illegal to be an underclass they control.
[01:16:03.993 --> 01:16:05.614]  Who they can then skim off of and control.
[01:16:05.654 --> 01:16:06.575]  That's the Democratic Party.
[01:16:06.775 --> 01:16:09.277]  The Republicans want cheap labor, so they're in on it as well.
[01:16:09.497 --> 01:16:15.602]  And they don't care if, you know, the Democrats set up some race-based political system a decade down the road, because they just want money and don't care.
[01:16:15.622 --> 01:16:19.426]  They're going to have bodyguards anyways, no matter what happens to the Second Amendment.
[01:16:20.492 --> 01:16:23.796]  So they spin this like Trump is flip-flopping.
[01:16:23.976 --> 01:16:30.363]  No, Trump always said there are a lot of great people here from around the world and we're going to give you a path to come here legally.
[01:16:30.463 --> 01:16:38.332]  But if you are here illegally, just like if I fly into Mexico and I'm given a visa to be there for a week.
[01:16:39.861 --> 01:16:41.362]  And they stamp on your card.
[01:16:42.223 --> 01:16:43.644]  Okay, you came on this day, you're leaving that day.
[01:16:43.984 --> 01:16:47.987]  If you try to leave two days late after that, many times they'll arrest you or fine you.
[01:16:48.307 --> 01:16:49.929]  They have some of the most stringent rules in the world.
[01:16:50.869 --> 01:17:03.679]  Mexico makes Southwest Airlines, when it lands in Cancun, take off the minute the tower says, no other country does this, and land within a certain time, or they will send the plane back to the United States.
[01:17:08.240 --> 01:17:12.461]  China has tens of thousands of women a month landing to have their babies for free.
[01:17:12.861 --> 01:17:15.262]  Chinese women now outnumber the Mexicans coming in.
[01:17:15.742 --> 01:17:18.423]  We are a joke, people, of having to pay for all this.
[01:17:18.723 --> 01:17:20.184]  And he simply says, you're not going to do it.
[01:17:20.444 --> 01:17:21.484]  And we're going to build a wall.
[01:17:21.684 --> 01:17:22.744]  And he's the biggest demon.
[01:17:22.764 --> 01:17:23.725]  And everybody's hurt.
[01:17:24.085 --> 01:17:24.845]  Like, we're two years old.
[01:17:25.045 --> 01:17:26.706]  Oh, he took our sucker away.
[01:17:26.886 --> 01:17:27.726]  He's so mean.
[01:17:27.946 --> 01:17:28.606]  He hates us.
[01:17:28.906 --> 01:17:30.547]  We're not a country if we don't have a border.
[01:17:30.887 --> 01:17:32.067]  Everybody else does this.
[01:17:32.367 --> 01:17:34.168]  And it's OK when everybody else does it.
[01:17:36.291 --> 01:17:38.514]  From Russia to Mexico, but not us!
[01:17:39.095 --> 01:17:45.364]  Because we've been captured by globalists, they used our open society to do it, and they're using a bunch of desperate immigrants as their cannon fodder.
[01:17:46.406 --> 01:17:47.627]  So I don't dislike the immigrants.
[01:17:48.740 --> 01:17:49.961]  Many of them victims of globalism.
[01:17:50.461 --> 01:17:52.442]  I dislike the larger program.
[01:17:52.602 --> 01:17:57.945]  Here is Trump on no path to legalization unless they leave the country and come back.
[01:17:58.165 --> 01:17:59.026]  We'll see what happens.
[01:17:59.326 --> 01:18:01.707]  And Anderson Cooper won't shut up the CIA operative.
[01:18:01.867 --> 01:18:03.768]  Admittedly CIA in disinformation.
[01:18:04.068 --> 01:18:05.429]  This is a psyops officer.
[01:18:05.889 --> 01:18:07.890]  Won't let Trump talk, but Trump still runs over him.
[01:18:07.910 --> 01:18:08.231]  Here it is.
[01:18:08.691 --> 01:18:11.252]  First, I want to see what's going to happen.
[01:18:11.292 --> 01:18:12.833]  We're going to deport many people.
[01:18:13.133 --> 01:18:13.914]  Many, many people.
[01:18:13.934 --> 01:18:15.815]  The vast majority of those 11 million are not permanent.
[01:18:15.835 --> 01:18:16.415]  But we don't know that.
[01:18:16.435 --> 01:18:17.956]  We're going to find out who they are.
[01:18:18.416 --> 01:18:20.299]  We have crime all over this country.
[01:18:20.319 --> 01:18:23.985]  If they haven't committed a crime, is there going to be a path to legalization?
[01:18:24.005 --> 01:18:25.007]  I'm talking about citizenship.
[01:18:25.047 --> 01:18:26.069]  No, there's not a path.
[01:18:26.389 --> 01:18:28.452]  There is no path to legalization.
[01:18:28.493 --> 01:18:30.856]  Unless people leave the country...
[01:18:31.796 --> 01:18:35.980]  Well, when they come back in, if they come back in, then they can start paying taxes.
[01:18:36.020 --> 01:18:37.001]  So they still have to leave the country?
[01:18:37.021 --> 01:18:40.804]  But there is no path to legalization unless they leave the country and come back.
[01:18:41.285 --> 01:18:46.409]  So, that means of the 11 million who are here, even if they haven't committed a crime... Well, you don't know.
[01:18:46.449 --> 01:18:47.831]  Again, you keep saying 11 million.
[01:18:47.871 --> 01:18:49.092]  You don't know what the number is.
[01:18:49.432 --> 01:18:51.314]  You know, millions of people... Well, however many, that's the estimate.
[01:18:51.354 --> 01:18:56.919]  And using the existing laws of our country, using the existing laws, millions of people are
[01:18:57.722 --> 01:19:02.085]  So if you haven't committed a crime, and you've been here for 15 years, and you have a family here, you have a job here,
[01:19:25.620 --> 01:19:26.440]  Will you be deported?
[01:19:26.760 --> 01:19:29.422]  We're going to see what happens once we strengthen up our border.
[01:19:29.762 --> 01:19:33.423]  We're going to have a strong border, as strong as any border there is anywhere in the world.
[01:19:33.763 --> 01:19:34.784]  We're going to have a real wall.
[01:19:34.804 --> 01:19:39.165]  We're going to have tremendous protection, both technological protection and everything else.
[01:19:39.586 --> 01:19:41.106]  And then we're going to see what happens.
[01:19:41.466 --> 01:19:44.408]  But there is a very good chance the answer could be, yes, we're going to see what happens.
[01:19:44.468 --> 01:19:46.869]  Before I do anything, I want to get rid of the bad ones.
[01:19:47.229 --> 01:19:48.089]  And there are a lot of them.
[01:19:48.469 --> 01:19:50.290]  I want to get rid of all of the bad ones.
[01:19:50.450 --> 01:19:51.170]  And we're going to do that.
[01:19:51.210 --> 01:19:53.371]  That'll be the single first order I sign.
[01:19:53.851 --> 01:19:54.472]  We're going to stop.
[01:19:54.532 --> 01:19:55.432]  Right now, I'm in New Hampshire.
[01:19:55.472 --> 01:19:56.373]  That is beautiful.
[01:19:56.493 --> 01:19:57.734]  Okay, so he's not flip-flopped.
[01:19:57.794 --> 01:19:58.455]  It's not true.
[01:19:58.575 --> 01:19:59.156]  Another hoax.
[01:19:59.376 --> 01:20:00.257]  He never dropped out.
[01:20:00.557 --> 01:20:01.518]  They're faking the polls.
[01:20:01.699 --> 01:20:02.459]  It's all lies.
[01:20:02.840 --> 01:20:03.481]  We know that.
[01:20:04.181 --> 01:20:05.222]  Just keep getting the word out.
[01:20:05.262 --> 01:20:07.925]  We're gonna come back now with Hillary attacking yours truly.
[01:20:07.945 --> 01:20:08.366]  Stay with us.
[01:20:14.190 --> 01:20:19.796]  As the 21st century began, human evolution was at a turning point.
[01:20:20.576 --> 01:20:35.971]  Natural selection, the process by which the strongest, the smartest, the fastest reproduced in greater numbers than the rest, a process which had once favored the noblest traits of man, now began to favor different traits.
[01:20:37.112 --> 01:20:43.175]  Most science fiction of the day predicted a future that was more civilized and more intelligent.
[01:20:43.695 --> 01:20:48.016]  But as time went on, things seemed to be heading in the opposite direction.
[01:20:48.557 --> 01:20:49.397]  A dumbing down.
[01:20:50.037 --> 01:20:56.420]  Harvard researchers have found children who live in high fluoride areas have significantly lower IQs.
[01:20:56.940 --> 01:21:01.083]  Enjoy your extra big-ass fries!
[01:21:01.103 --> 01:21:05.787]  Researchers found members of Congress, on average, speak at a 10th grade level.
[01:21:06.347 --> 01:21:09.009]  Most Americans read at an 8th or 9th grade level.
[01:21:09.089 --> 01:21:11.731]  Look now, I'll talk slow so you can understand me.
[01:21:11.811 --> 01:21:18.216]  It was just a few thousand years ago that our ancestors were using primitive breaths to communicate.
[01:21:18.436 --> 01:21:21.919]  Hillary's a good leader.
[01:21:22.119 --> 01:21:23.020]  I trust Hillary.
[01:21:26.763 --> 01:21:28.464]  I stand here as a freed slave.
[01:21:28.524 --> 01:21:29.525]  You are so dumb.
[01:21:29.985 --> 01:21:31.126]  You are really dumb.
[01:21:31.507 --> 01:21:32.047]  For real.
[01:21:33.648 --> 01:21:37.311]  Mankind became stupider at a frightening rate.
[01:21:37.672 --> 01:21:40.954]  You're a white man!
[01:21:41.014 --> 01:21:42.876]  You wanna know what I found out?
[01:21:43.356 --> 01:21:46.499]  Most of England speaks American-ish.
[01:21:46.859 --> 01:21:48.961]  I don't feel no ways tired.
[01:21:52.103 --> 01:22:04.706]  I believe that our education, like South Africa and the Iraq, everywhere like such as, and I believe that they should, our education over here in the U.S.
[01:22:04.746 --> 01:22:07.567]  should help the U.S., or should help South Africa.
[01:22:07.607 --> 01:22:08.507]  What does that mean?
[01:22:08.607 --> 01:22:15.249]  Mercury-containing vaccines may help Montmorency, according to two new studies in the Journal of Pediatrics.
[01:22:24.332 --> 01:22:31.895]  We now go live to violence channel correspondent for Micah Davis at the extreme court with highlights on today's trial.
[01:22:32.655 --> 01:22:37.777]  Good to see you in this exercise in transparency and democracy.
[01:22:38.477 --> 01:22:42.638]  Is that what it is?
