[00:00:14.232 --> 00:00:15.373]  You have the power.
[00:25:32.546 --> 00:25:33.787]  She goes, well, I have the UN.
[00:25:33.867 --> 00:25:34.708]  I have the EU.
[00:25:35.708 --> 00:25:36.329]  I have NATO.
[00:25:37.110 --> 00:25:38.391]  We're already in this global government.
[00:25:38.591 --> 00:25:48.519]  So they have KRGV-TV in McAllen, Texas, and they report like it's, oh, just helping the locals, helping the citizens, helping everyone.
[00:25:49.875 --> 00:25:50.495]  You'd never know.
[00:25:50.535 --> 00:25:55.738]  They say, oh, they're immigrants, yeah, they came here illegally, but we're just helping them, and we're loving, and we get them on the buses.
[00:25:56.018 --> 00:25:58.560]  No discussion of where they go, what they do.
[00:25:58.880 --> 00:26:00.461]  It's just, oh, the UN gives the order.
[00:26:00.661 --> 00:26:02.422]  See, they don't announce it like Red Dawn.
[00:26:02.602 --> 00:26:05.303]  The UN is invading, we're under UN control, martial law.
[00:26:05.544 --> 00:26:16.990]  It's just, Germany and these other countries are under a civil emergency, and Greece gets its presidents appointed now, and so does Italy, and yeah, we're gonna bring in five million people from jihad nations, and if you criticize it, we're gonna arrest you.
[00:26:17.230 --> 00:26:18.191]  Yeah, there's no more free speech.
[00:26:18.551 --> 00:26:18.671]  Yeah.
[00:26:19.588 --> 00:26:30.918]  See, that's just, oh, the UN says get ready for record numbers, because they're running the program at the refugee centers, making a deal with Mexico to allow them in, but they don't get to stay in Mexico, they come here.
[00:26:31.198 --> 00:26:32.640]  And Mexico came out last week and said...
[00:26:33.746 --> 00:26:34.707]  We're about to go bankrupt.
[00:26:34.747 --> 00:26:35.607]  We gotta stop this.
[00:26:35.887 --> 00:26:37.528]  We got too many Latin Americans pouring in.
[00:26:37.988 --> 00:26:38.949]  Our border's collapsing.
[00:26:39.669 --> 00:26:41.170]  Oh, I'm so sorry.
[00:26:41.451 --> 00:26:45.433]  You're getting paid billions by the globalists to allow this to happen through U.S.
[00:26:45.453 --> 00:26:46.033]  taxpayer money.
[00:26:46.393 --> 00:26:49.956]  Mexico is paid $5 billion a year to allow this to happen.
[00:26:50.096 --> 00:26:50.536]  Look that up.
[00:26:52.517 --> 00:26:59.439]  Now, now, now, how do I communicate with the average dumbed-down American who just sees a newscast that's like, oh, we're helping people the U.N.
[00:26:59.499 --> 00:27:00.179]  said to.
[00:27:00.199 --> 00:27:01.700]  Oh, the U.N.
[00:27:02.020 --> 00:27:05.021]  suing Sheriff Arpaio because he arrests illegals.
[00:27:05.201 --> 00:27:07.941]  How evil he arrests illegals that commit crimes.
[00:27:08.281 --> 00:27:09.362]  How horrible.
[00:27:10.442 --> 00:27:13.804]  So, we're going to go to breaking the moment, but first I want to play part of Jakari Jackson's report.
[00:27:14.524 --> 00:27:19.186]  Two years ago, here's the article, up on Infowars.com, we've reposted it.
[00:27:19.527 --> 00:27:23.989]  Flashback, Obama admin busing illegals deep in the U.S.
[00:27:24.069 --> 00:27:27.791]  In 2014, Infowars broke how Obama admin was bringing in illegals via bus.
[00:27:28.905 --> 00:27:32.347]  And to see how controlled it is, no one picked it up.
[00:27:32.968 --> 00:27:40.073]  Six months later, the New York Times in one little blurb admitted, they come in and then Obama has them shipped to other areas and released.
[00:27:41.223 --> 00:27:41.763]  Here's another one.
[00:27:41.963 --> 00:27:42.804]  Here's the original article.
[00:27:42.844 --> 00:27:43.444]  June 18, 2014.
[00:27:44.724 --> 00:27:45.484]  Caught red-handed.
[00:27:45.764 --> 00:27:52.247]  Border Patrol paying to ship illegals deep into the United States.
[00:27:53.067 --> 00:27:53.587]  Exclusive.
[00:27:53.627 --> 00:27:55.548]  Federal government works to keep illegals inside the U.S.
[00:27:55.768 --> 00:27:57.968]  while passing the cost on the American taxpayers.
[00:27:58.229 --> 00:27:59.949]  And now the TB is pouring in.
[00:28:00.169 --> 00:28:00.889]  The diseases.
[00:28:01.110 --> 00:28:01.890]  We've got to pay for that.
[00:28:01.930 --> 00:28:08.372]  But let's go out to break with a clip of Jokari talking to the emergency manager head who's admitting it all.
[00:28:09.175 --> 00:28:18.181]  Well what happened today in particular is that the Border Patrol dropped off some, they call them detainees, but obviously they're not detained after they drop them off.
[00:28:18.702 --> 00:28:23.405]  And normally they have tickets or arranged transportation to go somewhere in the interior.
[00:28:23.966 --> 00:28:31.671]  Well today, apparently for some logistical reasons, some of them hadn't had transportation arranged or their transportation is tomorrow.
[00:28:31.931 --> 00:28:32.131]  Right.
[00:28:32.572 --> 00:28:35.354]  And so we're having to find places to shelter them.
[00:28:36.014 --> 00:28:36.594]  For tonight.
[00:28:36.694 --> 00:28:39.336]  So we've accessed some resources that we have.
[00:28:39.356 --> 00:28:40.736]  We're going to shelter them here tonight.
[00:28:41.116 --> 00:28:43.037]  So why is the Border Patrol bringing them here?
[00:28:43.858 --> 00:28:44.798]  They're not bringing them here.
[00:28:44.818 --> 00:28:50.681]  They're bringing them to our bus terminal because that's where the Border Patrol understands that they have transportation.
[00:28:51.201 --> 00:28:52.142]  All right, let's stop right there.
[00:28:52.202 --> 00:28:56.768]  They give them vouchers, watch the whole report, and then the city gets to pay for it all, the taxpayers.
[00:28:56.808 --> 00:28:58.570]  Because after all, that's our job, right?
[00:28:58.630 --> 00:28:59.712]  We pay for everything, for everybody.
[00:29:00.132 --> 00:29:01.514]  We're evil and racist if we don't.
[00:29:01.935 --> 00:29:02.856]  They'll be back on the other side.
[00:29:02.876 --> 00:29:03.457]  I'm Alex Jones.
[00:29:03.477 --> 00:29:05.319]  See the full video at InfoWars.com.
[00:29:09.426 --> 00:29:12.367]  A clean, toxic-free body is the foundation of true health.
[00:29:12.667 --> 00:29:22.249]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:29:22.549 --> 00:29:27.750]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:29:27.850 --> 00:29:36.692]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[00:29:36.972 --> 00:29:45.536]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:29:45.796 --> 00:29:52.699]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[00:29:52.839 --> 00:29:58.182]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[00:29:58.402 --> 00:30:03.927]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[00:30:04.088 --> 00:30:06.049]  That's Infowarslife.com or call 888-253-3139.
[00:30:09.039 --> 00:30:09.559]  I do not agree.
[00:30:09.599 --> 00:30:11.001]  You developed Living Defense for us.
[00:30:11.041 --> 00:30:12.122]  It took you over a year to do it.
[00:30:12.382 --> 00:30:13.303]  Why is this so good?
[00:30:13.583 --> 00:30:18.827]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:30:18.907 --> 00:30:32.458]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:30:32.518 --> 00:30:33.900]  Right now with all the refugees,
[00:30:34.680 --> 00:30:36.241]  Uh, spreading disease around.
[00:30:36.321 --> 00:30:38.803]  We have biological warfare going on everywhere.
[00:30:38.903 --> 00:30:40.164]  These are all parasites.
[00:30:40.224 --> 00:30:41.304]  Tell us about all the stuff that's in it.
[00:30:41.324 --> 00:30:42.365]  There's so many things that are in it.
[00:30:42.677 --> 00:30:49.222]  You have the neem in there, you have the organic clove bud, the organic wormwood, you have enzyme blend in there.
[00:30:49.242 --> 00:30:57.248]  And this is very important because a lot of these microorganisms, and even going up to tapeworms, pinworms, you have to disintegrate the lining.
[00:30:57.268 --> 00:31:02.292]  I mean, viruses protect themselves, and so do bacteria, protozoa, and mycoplasms.
[00:31:02.672 --> 00:31:06.915]  They have a protective shell that a lot of times the immune system can't even get into.
[00:31:07.095 --> 00:31:08.156]  Our own immune system.
[00:31:08.717 --> 00:31:11.419]  Especially since most people's immune system are weak anyway.
[00:31:12.119 --> 00:31:23.047]  So we actually designed the Living Defense and put in a specific blend of enzymes which actually chew and eat through the lining of these different organisms.
[00:31:23.628 --> 00:31:25.249]  So the Living Defense is amazing.
[00:31:25.489 --> 00:31:27.731]  We've seen just tremendous reviews.
[00:31:28.411 --> 00:31:30.573]  How often should you take Living Defense?
[00:31:30.593 --> 00:31:31.974]  I mean, is it a regimen every day?
[00:31:32.014 --> 00:31:33.855]  That's what I was doing until we ran out.
[00:31:34.176 --> 00:31:35.897]  Or do you do it heavier for certain cleanses?
[00:31:35.917 --> 00:31:36.738]  What do you do, Dr. Group?
[00:31:37.418 --> 00:31:49.043]  Well, I do usually six weeks at a time because if you look at the life cycle of most parasites, it's six weeks from the time... So you gotta kill the ones that are in there and then kill their babies when the eggs hatch up.
[00:31:49.303 --> 00:31:59.187]  If you're suffering from abdominal pain, allergies, even like headaches, anemia, weakened immune system, gut problems, depression, hair loss,
[00:32:00.267 --> 00:32:02.768]  Excess gas, muscle pain, nervousness.
[00:32:02.808 --> 00:32:03.868]  I mean, all these things.
[00:32:04.128 --> 00:32:05.248]  Doctors don't know.
[00:32:05.308 --> 00:32:08.949]  They don't teach doctors in medical school about parasites and harmful organisms.
[00:32:08.969 --> 00:32:11.109]  There's a reason why they don't teach them about that.
[00:32:11.189 --> 00:32:17.150]  Just like they don't teach doctors about the root cause of disease and how to eliminate all disease out there.
[00:32:17.210 --> 00:32:18.610]  They don't want you to know about it.
[00:32:18.870 --> 00:32:21.571]  You don't want your own immune system being attacked.
[00:32:21.831 --> 00:32:25.231]  Again, you know, you have animals, especially your cats, dogs.
[00:32:25.271 --> 00:32:27.112]  So many people have pets these days.
[00:32:27.592 --> 00:32:28.912]  People eat raw sushi.
[00:32:29.392 --> 00:32:30.994]  People eat more raw food.
[00:32:31.054 --> 00:32:35.278]  You have all these different organisms showing up in the water supplies now.
[00:32:35.758 --> 00:32:39.102]  You even have it in the air supplies, these tiny microorganisms.
[00:32:39.142 --> 00:32:41.984]  So it's not like we can get away from them.
[00:32:42.044 --> 00:32:43.506]  We just have to do everything.
[00:32:43.586 --> 00:32:45.067]  I recommend doing a parasite
[00:32:45.988 --> 00:32:50.470]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[00:32:50.490 --> 00:32:51.491]  It just came back in yesterday.
[00:32:51.551 --> 00:32:52.071]  Living Defense.
[00:32:52.371 --> 00:32:53.412]  Infowarslife.com.
[00:32:53.472 --> 00:32:54.492]  And folks, you can't lose.
[00:32:54.512 --> 00:32:56.593]  It's full of stuff that's great for your body, period.
[00:32:57.233 --> 00:32:59.094]  And you support the broadcast.
[00:32:59.154 --> 00:33:00.235]  Infowarslife.com.
[00:33:00.515 --> 00:33:02.416]  Thank you, Dr. Group from the Global Healing Center.
[00:33:02.776 --> 00:33:04.737]  Thank you so much for all your work, sir, on this great product.
[00:33:13.951 --> 00:33:26.553]  You're listening to the Alex Jones Show.
[00:33:26.653 --> 00:33:33.374]  And it's time for you men to stand up in the info war and say, I don't know what's gonna happen at the end of this, but you wanna fight?
[00:33:33.474 --> 00:33:35.755]  You better believe you got one!
[00:33:37.875 --> 00:33:42.956]  From the front lines of the information war, it's Alex Jones.
[00:33:46.866 --> 00:34:00.991]  Now, coming up, I'm going to play the leader of the UK Independence Party, Nigel Farage, in their victory speech on Friday, after the UK voted to leave the European Union.
[00:34:02.131 --> 00:34:15.516]  And understand, this is on record, the UK never voted to enter it, A. B, even ten years ago, if you talked about the EU having governmental powers, they called you a conspiracy theorist.
[00:34:17.423 --> 00:34:26.305]  I remember being on air 20 years ago talking about the EU on air, and they would have articles saying it didn't exist, and conspiracy theorists were talking about it.
[00:34:26.765 --> 00:34:29.246]  This is the magnitude of the hoaxing!
[00:34:30.786 --> 00:34:34.887]  Just like the Federal Reserve is federal, and don't believe the conspiracy theorists.
[00:34:34.947 --> 00:34:41.989]  When its charter is public, it is a private consortium of private banks, it has private shareholders, now everyone knows that!
[00:34:43.735 --> 00:34:45.296]  That's admitted, even by the Federal Reserve.
[00:34:45.556 --> 00:34:47.436]  Once they couldn't cover it up, they went, of course we're independent.
[00:34:47.677 --> 00:34:48.437]  That means we're private.
[00:34:48.497 --> 00:34:53.059]  You can't... I mean, I can play Alan Greenspan for you saying it on Laird NewsHour if you want.
[00:34:53.599 --> 00:34:54.199]  Ten years ago.
[00:34:54.619 --> 00:34:55.039]  Want me to?
[00:34:56.660 --> 00:35:02.002]  Think of all the thousands of articles and headlines that, you know, the Federal Reserve is federal.
[00:35:02.903 --> 00:35:09.165]  Yeah, and so is, you know, Federal Credit Union, and so is Federal Ammunition, and so is Federal Air Conditioning.
[00:35:09.525 --> 00:35:11.506]  Bull, bull, bull.
[00:35:14.957 --> 00:35:15.917]  There's the headline, yeah.
[00:35:15.957 --> 00:35:18.818]  The Federal Reserve mentions 12 banks are private, not government entities.
[00:35:19.658 --> 00:35:20.958]  That's in response to lawsuits.
[00:35:22.478 --> 00:35:23.678]  Alright, let's just stop right there.
[00:35:23.698 --> 00:35:24.459]  That's from 2011.
[00:35:26.199 --> 00:35:36.301]  But imagine, we go down and show buses lined up, just like 12 of them at a time or more, loaded four times a day with illegals from all over the world.
[00:35:36.781 --> 00:35:38.301]  And the media's like, they're just children.
[00:35:38.641 --> 00:35:39.561]  We're just helping children.
[00:35:39.721 --> 00:35:41.902]  Then it came out 17% were children.
[00:35:42.462 --> 00:35:43.162]  Had nothing to do with it.
[00:35:43.182 --> 00:35:43.982]  It was their whole families.
[00:35:44.002 --> 00:35:44.262]  They're like,
[00:35:44.943 --> 00:35:45.544]  That's okay.
[00:35:45.924 --> 00:35:46.704]  Why do you hate children?
[00:35:46.805 --> 00:35:47.685]  Everything's a lie!
[00:35:47.765 --> 00:35:48.666]  Everything's a gimmick!
[00:35:48.706 --> 00:35:50.608]  Everything's a... Well, he's just helping children!
[00:35:51.548 --> 00:35:51.849]  No!
[00:35:52.289 --> 00:35:56.873]  Outside of law, Obama just started saying, come here!
[00:35:56.933 --> 00:35:57.473]  It's free!
[00:35:57.533 --> 00:35:57.933]  It's open!
[00:35:58.214 --> 00:36:10.844]  Just like Von Ruppe, the head of the EU, did six years ago, and Merkel, and Hollande, all the leaders of these countries, transferring their power to the EU, said to a bunch of Muslim radical nations, come in!
[00:36:11.284 --> 00:36:11.705]  Come in!
[00:36:11.765 --> 00:36:12.425]  Everything's free!
[00:36:12.625 --> 00:36:13.286]  And they showed up!
[00:36:13.366 --> 00:36:14.026]  Five million of them!
[00:36:14.810 --> 00:36:16.351]  They just called them Syrian refugees.
[00:36:17.051 --> 00:36:18.392]  The vast majority aren't from Syria.
[00:36:18.592 --> 00:36:19.852]  They're invaders of Syria.
[00:36:20.052 --> 00:36:21.153]  And that's all come out too!
[00:36:22.974 --> 00:36:30.277]  So... Here is how they propagandize this when they announce the UN's running this and the UN controls this.
[00:36:30.577 --> 00:36:31.738]  Oh, it's just charity.
[00:36:32.058 --> 00:36:32.958]  Oh, they're just here.
[00:36:33.559 --> 00:36:40.402]  And then... We just put them on the buses and they just go somewhere.
[00:36:41.792 --> 00:36:50.517]  We don't test them for TB or the bubonic plague or all these hundreds of different ailments and parasites, which they admit in the news.
[00:36:50.557 --> 00:36:51.457]  I've got the stacks here.
[00:36:52.398 --> 00:36:55.159]  22% of refugees have TB, drug-resistant.
[00:36:55.379 --> 00:36:55.879]  Here it is.
[00:36:57.060 --> 00:36:59.041]  TB cases exploding across the country.
[00:36:59.481 --> 00:37:01.222]  Six new diseases that weren't even in the U.S.
[00:37:01.262 --> 00:37:01.762]  are now here.
[00:37:02.023 --> 00:37:04.484]  They just take the kids, put them in school next to your kids!
[00:37:06.508 --> 00:37:13.093]  Anderson High, where I went to school, has 200 plus Syrian refugees, and no testing was done.
[00:37:13.193 --> 00:37:15.314]  That's one school in Austin.
[00:37:17.276 --> 00:37:18.116]  We called a bunch of schools.
[00:37:18.176 --> 00:37:19.937]  It's thousands in the high schools alone.
[00:37:20.198 --> 00:37:21.859]  My God, who knows the numbers of the adults?
[00:37:22.239 --> 00:37:24.841]  And they tell us not even a thousand have come into Texas in the last year.
[00:37:25.101 --> 00:37:27.843]  I can call three or four high schools, it's over a thousand.
[00:37:29.042 --> 00:37:34.869]  We have no idea how many are being brought in from Mexico, China, Syria, Iraq, Saudi Arabia.
[00:37:35.029 --> 00:37:37.232]  Saudi Arabia won't take one of these people.
[00:37:40.865 --> 00:37:42.746]  This is a joke to bankrupt the country.
[00:37:42.806 --> 00:37:44.387]  This is war against the nation.
[00:37:44.687 --> 00:37:50.910]  But by the time it hits KRGV television, it's, he's a firefighter and a patriot.
[00:37:50.950 --> 00:37:52.071]  He's here helping good people.
[00:37:52.091 --> 00:37:54.192]  It's like, well, I just feel good helping people.
[00:37:54.352 --> 00:37:56.073]  Because they tell him, hey, they're refugees.
[00:37:56.333 --> 00:37:57.274]  Hey, we're helping them.
[00:37:57.294 --> 00:37:59.815]  Hey, they get here, we just ship them somewhere.
[00:38:00.996 --> 00:38:04.197]  But when you come across the border, on come the gloves.
[00:38:05.598 --> 00:38:06.959]  That's ABC News.
[00:38:08.018 --> 00:38:08.938]  Reporting it.
[00:38:09.058 --> 00:38:11.579]  Let's play a short clip of this, and then I want to get to Nigel Farage.
[00:38:11.599 --> 00:38:11.979]  Here it is.
[00:38:13.859 --> 00:38:21.601]  Happening right now, the United Nations says there are more Central Americans headed to the valley where they crossed the border illegally.
[00:38:22.961 --> 00:38:34.604]  Now let's back up, because we did a report this week where we played the State Department UN Refugee Liaison at the UN saying, we get the authority to bring these people in because the UN, they run the program, just like in Europe.
[00:38:36.308 --> 00:38:37.268]  So see, the U.N.'
[00:38:37.248 --> 00:38:38.488]  's running this.
[00:38:38.968 --> 00:38:40.089]  Oh, the U.N.'
[00:38:40.069 --> 00:38:43.589]  's suing over a sheriff arresting an illegal for drunk driving.
[00:38:43.909 --> 00:38:44.550]  Oh, the U.N.'
[00:38:44.530 --> 00:38:47.490]  's setting up strong cities to tell our police departments how to operate.
[00:38:47.690 --> 00:38:49.290]  I mean, this is all really going on.
[00:38:51.971 --> 00:38:54.671]  Loretta Lynch, remember three months ago, met with the U.N.
[00:38:54.691 --> 00:38:57.712]  and announced billions in federal funding to set up U.N.
[00:38:57.752 --> 00:39:00.793]  offices in every major city to watch our police.
[00:39:01.153 --> 00:39:03.013]  Because we've got strong cities.
[00:39:04.229 --> 00:39:08.251]  You think having some communist community organizer, Obama, running around stirring stuff up is bad?
[00:39:08.591 --> 00:39:24.618]  Wait till the UN's involved, and now it is, with their refugee program that the founder of the EU, the founder, the founder, has now moved down from the top position to be the head of the refugee program.
[00:39:25.518 --> 00:39:27.859]  Oh, Peter Sutherland.
[00:39:28.079 --> 00:39:28.900]  Let's finish the report.
[00:39:28.920 --> 00:39:29.240]  Here it is.
[00:39:30.373 --> 00:39:37.277]  What's happening right now, the United Nations says there are more Central Americans headed to the valley where they crossed the border illegally.
[00:39:37.417 --> 00:39:45.701]  The Channel 5's Kristen Von Pricing joins us with more on conditions forcing them to flee and what humanitarian workers... Back it up 10 seconds, please.
[00:39:46.261 --> 00:39:57.367]  The UN that forced them to, the communism, the socialism, the UN corrupt programs that run most these countries, the IMF World Bank collapsing them, creating the Arab Spring, on record the West funded that.
[00:39:58.154 --> 00:40:00.997]  Putting jihadis in control of countries that are our allies and stable.
[00:40:01.197 --> 00:40:03.360]  Where Christians and Jews and Muslims lived in peace together.
[00:40:03.860 --> 00:40:05.302]  From Egypt to Libya to Syria.
[00:40:05.582 --> 00:40:09.266]  Bringing them all here and then, oh, they're going to save us from the problem.
[00:40:09.466 --> 00:40:11.228]  The exact same program they're running in Europe.
[00:40:12.014 --> 00:40:14.455]  My gut tells me it's probably a million Muslim refugees.
[00:40:14.595 --> 00:40:16.076]  I really look at the numbers of all the cities.
[00:40:16.476 --> 00:40:20.238]  If my high school got 230 plus, and I called other high schools, they were getting 150, 270.
[00:40:20.658 --> 00:40:25.620]  Every high school, and then I called elementaries, they're getting them, but wouldn't say the numbers.
[00:40:25.881 --> 00:40:28.702]  It's on their websites at Anderson High, because they're begging for help!
[00:40:30.399 --> 00:40:31.680]  Who knows the true numbers?
[00:40:32.220 --> 00:40:35.101]  They're here illegally, they're from the U.U., but the U.N.
[00:40:35.141 --> 00:40:37.882]  says it's okay, because they're fleeing something.
[00:40:38.282 --> 00:40:39.203]  They're fleeing the U.N.
[00:40:39.243 --> 00:40:39.583]  Here it is.
[00:40:39.603 --> 00:40:42.904]  Americans headed to the valley where they crossed the border illegally.
[00:40:42.984 --> 00:40:51.628]  The gentlifies Christian von Pricing joins us with more on conditions forcing them to flee and what humanitarian workers are seeing here at home.
[00:40:54.229 --> 00:40:55.370]  The McAllen bus station.
[00:40:56.445 --> 00:40:58.947]  Luis Guerrero started volunteering here two years ago.
[00:40:59.408 --> 00:41:02.130]  I'm an ex-firefighter, you know, I always like to help people.
[00:41:02.510 --> 00:41:03.391]  The people he helps.
[00:41:03.751 --> 00:41:06.214]  They have advertised, come here and everything's free.
[00:41:06.534 --> 00:41:08.856]  Guatemala, Honduras, El Salvador.
[00:41:10.290 --> 00:41:11.430]  Families and kids.
[00:41:11.990 --> 00:41:13.991]  Young people Guerrero tries to inspire.
[00:41:14.011 --> 00:41:16.332]  Oh, it's inspiring.
[00:41:17.672 --> 00:41:18.792]  Oh my gosh.
[00:41:19.032 --> 00:41:20.173]  Oh, just come on in.
[00:41:20.213 --> 00:41:21.013]  Everything's free.
[00:41:21.053 --> 00:41:22.513]  These people can't believe it.
[00:41:22.533 --> 00:41:23.614]  They're like, what?
[00:41:23.654 --> 00:41:26.835]  Central American families are caught and released by border patrol.
[00:41:27.175 --> 00:41:28.055]  They end up here.
[00:41:28.655 --> 00:41:30.155]  Lately, Guerrero has seen a change.
[00:41:32.216 --> 00:41:34.077]  Notice how they just said that bombshell news.
[00:41:34.618 --> 00:41:36.379]  They're caught and released by the Border Patrol.
[00:41:36.879 --> 00:41:37.920]  They end up here.
[00:41:38.380 --> 00:41:39.621]  The Border Patrol is ordered.
[00:41:39.902 --> 00:41:40.842]  They come in on trains.
[00:41:40.862 --> 00:41:41.963]  They're not coming across the water.
[00:41:42.243 --> 00:41:44.745]  Local Mexicans bringing drugs and are going back and forth in rafts.
[00:41:45.205 --> 00:41:45.906]  We videotaped it.
[00:41:45.946 --> 00:41:47.027]  That's what the rafts are.
[00:41:47.227 --> 00:41:48.007]  And then the packages.
[00:41:48.027 --> 00:41:49.828]  That's cocaine, marijuana, and heroin.
[00:41:49.869 --> 00:41:50.169]  Okay?
[00:41:50.749 --> 00:41:52.330]  They show that to deceive you in the report.
[00:41:52.751 --> 00:41:53.011]  Okay?
[00:41:54.772 --> 00:41:55.392]  It's on the news.
[00:41:55.432 --> 00:41:56.673]  They got big trains coming.
[00:41:56.693 --> 00:41:59.655]  You're not allowed to get off the trains or the Mexicans arrest you and torture you.
[00:41:59.675 --> 00:42:00.456]  That's the Leningradian.
[00:42:01.096 --> 00:42:01.597]  Or kill you.
[00:42:02.622 --> 00:42:03.503]  They don't take illegals.
[00:42:03.523 --> 00:42:04.463]  They don't pay for stuff for free.
[00:42:04.643 --> 00:42:06.885]  They say, you come in, you go up, the U.S.
[00:42:06.925 --> 00:42:11.048]  pays us to do this, the globalists, and you get off, you are going to a forced labor camp.
[00:42:11.929 --> 00:42:12.609]  They bring them in.
[00:42:13.470 --> 00:42:14.210]  They load them in.
[00:42:15.011 --> 00:42:15.892]  They know what they're doing.
[00:42:17.052 --> 00:42:20.034]  And then they go, oh, they wind up here.
[00:42:20.675 --> 00:42:31.583]  Yeah, where we first broke it for the Border Patrol, the Border Patrol is ordered to take them, not test them, not check them, and give them up to $1,000 apiece in vouchers to travel anywhere they want in the United States.
[00:42:32.836 --> 00:42:43.143]  And money for food, everything, and then their bust to Democratic Party operations, who then house them under your city funding, your county funding, your school funding, as we just showed the emergency manager admitting.
[00:42:43.504 --> 00:42:44.704]  Now that's it for that report.
[00:42:45.045 --> 00:42:46.966]  I'm gonna come back and talk about the EU.
[00:42:47.146 --> 00:42:48.767]  Unelected, but ruling Europe.
[00:42:49.808 --> 00:42:50.869]  The EU bureaucrats
[00:42:53.433 --> 00:42:54.274]  Are tax exempt.
[00:42:54.394 --> 00:42:55.215]  Did I add that part?
[00:42:55.275 --> 00:43:02.162]  I mean, you couldn't make it up, but they hope you're so dumb and so uninformed they can rummage on you and just call us conspiracy theorists.
[00:43:02.623 --> 00:43:04.445]  Doesn't work anymore, suckers!
[00:43:05.165 --> 00:43:07.308]  Conspiracy theorists is a badge of honor.
[00:43:09.997 --> 00:43:14.024]  Hillary Clinton is posing as an advocate for domestic abuse victims.
[00:43:14.505 --> 00:43:17.470]  But behind closed doors, she's a violent abuser.
[00:43:17.950 --> 00:43:20.134]  Find out what Hillary has done to Bill.
[00:43:20.535 --> 00:43:22.077]  The Clinton's War on Women.
[00:43:22.518 --> 00:43:23.339]  In stores now.
[00:43:24.838 --> 00:43:26.940]  Joe Biggs here with InfoWars.com.
[00:43:27.000 --> 00:43:30.003]  Brexit victory makes Trump presidency more likely.
[00:43:30.103 --> 00:43:37.771]  Article up by Paul Joseph Watson, Brits stunned the world yesterday by choosing to ditch the European Union and reclaim their own sovereignty.
[00:43:37.911 --> 00:43:41.214]  A result that has rocked the entire global order.
[00:43:41.475 --> 00:43:46.640]  It's also an outcome that could help blaze a trail for Trump all the way to the Oval Office.
[00:43:46.880 --> 00:43:49.242]  There's one conclusion to draw from the Brexit result.
[00:43:49.362 --> 00:43:59.668]  It's that nationalist sentiments may not necessarily be visible to political elites, but the right person, with the right cause, can easily bring them out, writes Brett Logiardo.
[00:43:59.788 --> 00:44:01.910]  According to Republican pollster Frank Luntz,
[00:44:02.130 --> 00:44:05.033]  The result represents a massive populist uprising.
[00:44:05.153 --> 00:44:10.339]  Populism is rising everywhere as people decide that government does not listen and does not care.
[00:44:10.659 --> 00:44:16.045]  But this is even more significant because Britain has never been the source of populist uprisings like this.
[00:44:16.245 --> 00:44:20.730]  If Britain can vote itself out of Europe, America can vote itself in for Trump.
[00:44:20.850 --> 00:44:24.013]  You can find more reports like this at InfoWars.com.
[00:44:24.614 --> 00:44:30.421]  Hillary Clinton has an unusually close relationship with top female aide, Huma Abedin.
[00:44:31.041 --> 00:44:33.745]  But does Huma have ties to the Muslim Brotherhood?
[00:44:34.606 --> 00:44:38.950]  Find out in The Clinton's War on Women, in stores now.
[00:44:40.942 --> 00:44:44.344]  Thousands of years ago, there was a basic form of chivalry.
[00:44:44.705 --> 00:44:51.829]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:44:52.450 --> 00:45:00.815]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:45:01.076 --> 00:45:05.218]  But in the 21st century, there are silent weapons for quiet war.
[00:45:05.478 --> 00:45:10.742]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[00:45:11.062 --> 00:45:14.885]  Turn off our hormones and accelerate our journey towards death.
[00:45:15.306 --> 00:45:18.428]  I personally counter this onslaught with AnthroPlex.
[00:45:18.708 --> 00:45:29.797]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[00:45:29.857 --> 00:45:32.539]  Discover why AnthroPlex is turning so many heads today.
[00:45:32.759 --> 00:45:38.724]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
