[00:00:13.976 --> 00:00:20.638]  Well, here we are.
[00:27:06.147 --> 00:27:13.791]  But there's a whole bunch of other videos just shot Friday and Saturday by Joe Biggs and our crew out in Oregon just as bad.
[00:27:14.411 --> 00:27:16.272]  Anti-free speech, anti-liberty.
[00:27:16.792 --> 00:27:26.577]  And you see these people in the lap of liberty, in the lap of all the services and things this country has to offer that rivals almost any nation on earth.
[00:27:26.717 --> 00:27:27.358]  We're not perfect.
[00:27:28.038 --> 00:27:32.441]  And they don't know how North Korea is, or how Russia was, or how Venezuela is.
[00:27:32.842 --> 00:27:34.263]  They don't have any sense.
[00:27:34.703 --> 00:27:36.244]  They don't have any idea.
[00:27:36.624 --> 00:27:41.888]  They don't have any imagination because they are so incredibly dumbed down.
[00:27:42.809 --> 00:27:47.592]  Obama came out and said, my election did not create post-racial society.
[00:27:47.633 --> 00:27:50.595]  No, he energized racial division, divide and conquer.
[00:27:51.778 --> 00:27:57.988]  And the AP had a quote of him saying, US in better place than when he graduated college.
[00:27:58.689 --> 00:28:01.513]  He also says we have the best economy we've ever had.
[00:28:02.884 --> 00:28:08.288]  Meanwhile, we have a video on Infowars.com of a Bernie supporter calls for the end of cash.
[00:28:08.328 --> 00:28:09.188]  That's the headline.
[00:28:09.308 --> 00:28:13.391]  Oregon Hippie says all private ownership and cash must end.
[00:28:14.172 --> 00:28:15.873]  But that's only in the U.S.
[00:28:16.033 --> 00:28:21.357]  When Obama a few months ago was down in Argentina, he said communism and capitalism can work together.
[00:28:22.057 --> 00:28:27.221]  You have communism locally, in your country, but multinationals are free market, that's right.
[00:28:27.561 --> 00:28:33.465]  You're a slave at a Foxcom Apple factory in China, with communist military controlling you as a slave.
[00:28:33.525 --> 00:28:36.868]  We just call it communism so it's trendy and all the liberals back in the U.S.
[00:28:36.908 --> 00:28:37.168]  love it.
[00:28:37.328 --> 00:28:41.211]  It must be great, you know, the communist Chinese execute gays, but that's okay.
[00:28:41.431 --> 00:28:43.232]  Who cares, it's trendy as long as Mao's for it.
[00:28:44.153 --> 00:28:52.256]  But then, internationally, the multinationals aren't communists, they're free market, tax-exempt, and they feed off the slave combine that is communism.
[00:28:52.776 --> 00:28:59.298]  We're gonna go to break, come back, I'm gonna talk about the neocons and the anti-free speechers attacking Trump.
[00:28:59.739 --> 00:29:05.521]  And one of them is Glenn Beck, and we'll talk about the big controversy that's brewing because I've been criticizing him as a Benedict Arnold.
[00:29:05.801 --> 00:29:06.321]  Stay with us.
[00:29:08.240 --> 00:29:08.680]  Hey everyone!
[00:29:25.566 --> 00:29:42.431]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:29:42.831 --> 00:29:44.952]  Filter capacity up to 5,000 gallons.
[00:29:45.312 --> 00:29:46.513]  Stainless steel construction.
[00:29:46.793 --> 00:29:47.574]  Easy assembly.
[00:29:47.814 --> 00:29:48.434]  Low maintenance.
[00:29:48.734 --> 00:29:50.555]  Replacement filters are simple to install.
[00:29:50.835 --> 00:29:57.959]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:29:58.099 --> 00:30:03.122]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:30:03.302 --> 00:30:05.883]  Go to InfowarsStore.com or call 888-253-3139.
[00:30:09.065 --> 00:30:17.932]  The Constitutional Convention of 1787 was held in strict secrecy, and at the end of the proceeding, citizens gathered outside Independence Hall to learn what had been produced behind closed doors.
[00:30:18.252 --> 00:30:22.335]  While Benjamin Franklin was leaving the hall, a lady asked him, Well, Doctor, what have we got?
[00:30:22.456 --> 00:30:23.937]  A republic or a monarchy?
[00:30:24.057 --> 00:30:26.919]  To which he responded, A republic, if you can keep it.
[00:30:27.019 --> 00:30:31.603]  But today, not only have we lost a republic, but most people don't even know what a republic even is.
[00:30:31.783 --> 00:30:34.325]  For one thing, a republic is not a democracy.
[00:30:34.445 --> 00:30:40.327]  The republic operates under the rule of law, which protects individual liberties so that the majority cannot take away the rights of the minority.
[00:30:40.487 --> 00:30:45.829]  Under a republic, the government and its citizens all abide by the same laws regardless of political power or lack thereof.
[00:30:46.029 --> 00:30:50.170]  Democracy, on the other hand, only leads to mob rule fueled by the unrestrained whims of the public.
[00:30:50.390 --> 00:30:56.835]  In a democracy, the individual, or any groups of individuals composing the minority, have no protection against the unlimited power of the majority.
[00:30:57.075 --> 00:30:58.816]  It is a case of majority over man.
[00:30:58.977 --> 00:31:02.459]  In other words, under a democracy, two wolves can vote to eat the sheep for dinner.
[00:31:02.479 --> 00:31:05.942]  But under a republic, the sheep's right to life is protected by the rule of law.
[00:31:06.022 --> 00:31:08.484]  This is Kit Daniels with InfoWars.com.
[00:31:08.924 --> 00:31:14.989]  It was Thomas Jefferson who once said that our country is now taking so steady a course as to show by what road it will pass to destruction to wit.
[00:31:15.109 --> 00:31:19.192]  By consolidation of power first, and then corruption its necessary consequence.
[00:31:19.352 --> 00:31:26.601]  Jefferson was warning us about the global elite, the 1% of the 1%, consolidating the world's wealth and subverting the people's voice in government.
[00:31:26.742 --> 00:31:28.564]  Unfortunately, we didn't heed his advice.
[00:31:28.724 --> 00:31:34.752]  We now live in a neo-feudalistic society in which we're treated as indentured servants who only exist to serve the needs of the establishment.
[00:31:34.952 --> 00:31:42.319]  Political office no longer represents the voice of the people, but rather the initiation process politicians go through to gain acceptance into the aristocracy.
[00:31:42.479 --> 00:31:50.047]  Simply put, we the people are responsible for civilization and culture, yet we're suppressed by a tiny elite who have organized into criminal gangs that operate governments around the world.
[00:31:50.287 --> 00:31:58.413]  We falsely believe that everything is simply black and white, one extreme against the other, conservative versus liberal, but things will change once more of us realize this truth.
[00:31:58.573 --> 00:32:05.858]  As Thomas Jefferson also said, enlighten the people generally and tyranny and oppressions of the body and mind will vanish like evil spirits at the dawn of day.
[00:32:05.978 --> 00:32:08.340]  This is Kit Daniels with InfoWars.com
[00:32:08.800 --> 00:32:17.827]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:32:17.887 --> 00:32:26.133]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:32:26.314 --> 00:32:31.017]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:32:31.197 --> 00:32:34.580]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[00:32:36.121 --> 00:32:36.841]  We're good to go.
[00:33:00.037 --> 00:33:01.740]  You're listening to the Alex Jones Show.
[00:33:26.254 --> 00:33:27.855]  The answer to 1984 is 1776.
[00:33:28.196 --> 00:33:34.502]  You're listening to the Alex Jones Show.
[00:33:40.047 --> 00:33:47.013]  It is so real to turn on your computer on Friday afternoon and check the latest headlines.
[00:33:48.143 --> 00:33:55.527]  And to see the top headline on DrugsReport.com, Alex Jones, Glenn Beck on fire with evil.
[00:33:56.507 --> 00:33:58.848]  Sub-headline, a prancing demon.
[00:34:00.309 --> 00:34:07.612]  And that story was up there as one of the top stories until Saturday evening when the headline changed, Radio War.
[00:34:08.853 --> 00:34:14.956]  Alex Jones slams Glenn Beck as a psychopath who wants to be a cult leader.
[00:34:17.074 --> 00:34:18.295]  Look, I'll be honest with you.
[00:34:18.755 --> 00:34:26.480]  Glenn Beck has been a bully, doing things behind the scenes of myself, Ron Paul, and others for eight or nine years.
[00:34:27.620 --> 00:34:29.962]  And I've talked some about it, but I've tried to turn the other cheek.
[00:34:31.043 --> 00:34:44.491]  But when he started saying that millions of voters that were supporting Donald Trump were supporting a devil worshipper and this serpent, and that you were Christian if you were for Cruz, you were a devil if you were
[00:34:45.531 --> 00:35:00.863]  For Trump that type of cult-like behavior needs to be answered with aggressive truth And so I'm not retracting what I've said, but it's done in the spirit of standing up against a bully I don't want to spend my time bashing other talk show host
[00:35:02.424 --> 00:35:13.690]  Beck has done some good over the years with Agenda 21 and other issues like that, but so many other times, you know, he said, when you do something about Ron Paul, his supporters are terrorists that want to blow things up.
[00:35:14.090 --> 00:35:15.891]  They got something called a money bomb.
[00:35:15.971 --> 00:35:18.552]  This was years into Ron Paul's money bombs.
[00:35:18.833 --> 00:35:20.954]  You know, just so many things he's done like that.
[00:35:21.454 --> 00:35:22.775]  So much disinformation.
[00:35:23.975 --> 00:35:28.757]  That when he got so arrogant and was calling everybody devils, I basically came out and said, look, you're a devil, buddy.
[00:35:29.558 --> 00:35:32.079]  The way you behave, the way you operate, I'm tired of you.
[00:35:32.119 --> 00:35:42.103]  But I'll be honest, some of my anger was at Priebus and at George Will and the Republican establishment itself saying your local votes don't count.
[00:35:42.123 --> 00:35:49.286]  You know, we're the party, we're the sovereigns, your mere plurality doesn't count.
[00:35:49.566 --> 00:35:50.647]  I mean, they actually said that.
[00:35:51.107 --> 00:35:52.928]  And then I would see the clips online
[00:35:53.288 --> 00:36:06.358]  And on Drudge, of Glenn Beck saying, you're anointed Cruz, you've won the popular vote, there's a landslide, Donald Trump's a crybaby losing, Drudge's report, you know, is anti-Christian.
[00:36:06.919 --> 00:36:15.565]  I've never seen a website run so many stories pro-Christian, when Christians are being slaughtered and persecuted around the world, and crosses are being pulled down, and the war on Christmas.
[00:36:15.605 --> 00:36:20.329]  I mean, quite frankly, ten years ago, Drudge was reporting on the war on Christmas, and I wasn't aware of it.
[00:36:20.649 --> 00:36:23.910]  I was more of a libertarian then, and just kind of poo-pooed right-wing stuff.
[00:36:25.050 --> 00:36:27.331]  I learned about the war on Christmas from Drudge Report.
[00:36:27.351 --> 00:36:28.571]  Now I know it's real.
[00:36:28.871 --> 00:36:29.911]  Now it's out in the open.
[00:36:30.111 --> 00:36:32.072]  They're trying to basically ban it, okay?
[00:36:32.332 --> 00:36:33.432]  Everybody knows it's real now.
[00:36:33.452 --> 00:36:37.753]  And they're also trying to ban costume parties and everything else, and the words mother and father.
[00:36:38.173 --> 00:36:45.375]  But just to see that too, it's just, that's just one example of hundreds of inversions of reality that make me so angry.
[00:36:46.435 --> 00:36:46.735]  I don't
[00:37:04.910 --> 00:37:05.210]  We're
[00:37:25.795 --> 00:37:27.076]  Sit there and do all this stuff.
[00:37:27.676 --> 00:37:30.137]  The globalists did, and we're saying we don't like it.
[00:37:30.437 --> 00:37:37.480]  So I don't want to hear, we're the devil, and we're the problem, and we're the end of the world, and we're anti-Christian, and all this bull.
[00:37:37.901 --> 00:37:39.321]  So, that's why I punched back.
[00:37:39.641 --> 00:37:43.583]  You punch me, or you punch people I support, people I admire, I'm coming after you.
[00:37:43.783 --> 00:37:44.384]  That's how I work.
[00:37:45.444 --> 00:37:49.446]  But man, I don't take pleasure watching you just writhe around and implode, okay?
[00:37:51.704 --> 00:37:52.824]  So I'm done talking about it.
[00:37:53.665 --> 00:37:54.525]  It's out of control.
[00:37:55.205 --> 00:37:58.927]  And I'm sure tomorrow on the radio show we'll have to respond more because he's saying all sorts of garbage.
[00:37:58.967 --> 00:38:00.347]  Now, let's get into some positive news.
[00:38:00.367 --> 00:38:02.328]  I'm going to hand the baton to Anthony Gucciardi.
[00:38:03.008 --> 00:38:11.551]  You just type into search engine, vitamin B12, deficiencies, depression, Alzheimer's, mental illness.
[00:38:12.392 --> 00:38:13.212]  It's all over the place.
[00:38:13.232 --> 00:38:16.253]  And I'm going to cover some of those articles in a moment.
[00:38:17.731 --> 00:38:30.078]  You type in to any search engine, there's hundreds of articles and major studies admitting that a walk in the park, a walk in the woods every day, boosts your overall happiness, releases key chemicals in your brain, endorphins that are meant to make you happy.
[00:38:30.419 --> 00:38:30.999]  Absolutely.
[00:38:31.059 --> 00:38:33.220]  It's this artificial environment that's killing us.
[00:38:33.620 --> 00:38:39.024]  And so for all the negative things I cover, I want to let you know that's so we can recognize what's good from the bad.
[00:38:39.804 --> 00:38:48.491]  You've got to expose the bad, which the globals don't want to do, so that you can recognize it and basically curtail it, control it, reduce it.
[00:38:49.292 --> 00:38:53.975]  But you can go to The Atlantic and read, How Walking in Nature Prevents Depression.
[00:38:54.336 --> 00:38:59.159]  A study finds that wild environments boost well-being by reducing obsessive negative thoughts.
[00:38:59.259 --> 00:39:03.503]  So just go out and take a walk after the show, but think about positive ways to wake somebody up.
[00:39:03.723 --> 00:39:05.444]  We've got to be positive about telling the truth.
[00:39:06.665 --> 00:39:07.386]  Then take an action.
[00:39:07.406 --> 00:39:08.868]  And believe me, I'm preaching to myself here.
[00:39:08.888 --> 00:39:10.490]  I'm going to go take a walk after the show today.
[00:39:10.950 --> 00:39:12.312]  Here's another one out of Live Science.
[00:39:12.352 --> 00:39:13.453]  It's also in the Wall Street Journal.
[00:39:13.793 --> 00:39:17.137]  Low B12 seen in aging, autism, and schizophrenia.
[00:39:17.818 --> 00:39:18.038]  See?
[00:39:18.258 --> 00:39:18.498]  Boom.
[00:39:20.208 --> 00:39:20.288]  And
[00:39:40.022 --> 00:39:41.984]  Early onset of neurological disorders in people.
[00:39:42.424 --> 00:39:46.067]  So much of it, if you look at the studies, is because the gut's not absorbing the vitamin B12.
[00:39:46.628 --> 00:39:50.051]  You gotta get it through injections or sublingual under the tongue, okay?
[00:39:50.331 --> 00:39:52.753]  Just vitamin B12, folks, is a game changer.
[00:39:52.993 --> 00:39:56.056]  Just real organic vitamin C or folic acid, game changer.
[00:39:56.596 --> 00:39:58.497]  I don't even sell vitamin C or folic acid.
[00:39:58.737 --> 00:40:00.759]  The point is you just need sunlight.
[00:40:00.939 --> 00:40:12.086]  There's big studies about how sunlight makes you healthier and creates different chemicals in the body, not just vitamin D and things like that, where it actually creates nitrous oxide and weight loss.
[00:40:12.206 --> 00:40:13.867]  I mean, look, plants need it.
[00:40:13.907 --> 00:40:14.667]  We need it as well.
[00:40:14.727 --> 00:40:17.909]  We don't have photosynthesis, but we've got other metabolic things that are happening.
[00:40:18.330 --> 00:40:19.590]  So that's some of the positive news.
[00:40:19.670 --> 00:40:20.251]  And every day,
[00:40:20.811 --> 00:40:30.755]  I have little health alerts where I mention different positive things that are going on, positive things that are total game changers that people should be aware of and understand.
[00:40:30.795 --> 00:40:39.858]  But less screen time, more time outside, more time listening to radio boosts IQ because you have to image what you're hearing.
[00:40:40.218 --> 00:40:42.239]  Reading boosts overall cognitive ability.
[00:40:42.759 --> 00:40:44.160]  It is all this watching.
[00:40:44.760 --> 00:40:46.181]  And this, you know, mindless garbage.
[00:40:46.221 --> 00:40:50.425]  Now, if you're actually watching something, but clicking on it, and doing things, it's not as negative.
[00:40:50.705 --> 00:40:56.350]  But still not as good as just reading, or actually, you know, going out to the lake, taking a swim, doing whatever.
[00:40:56.390 --> 00:40:58.111]  So, just be positive, folks.
[00:40:58.551 --> 00:41:00.653]  I'm not being negative, exposing all this corruption.
[00:41:00.933 --> 00:41:04.656]  It's very negative to ignore what's going on.
[00:41:04.997 --> 00:41:09.080]  I'm going to hand the baton to Anthony Gucciardi, Joe Biggs, and so much more today.
[00:41:09.640 --> 00:41:11.642]  Infowars.com is the tip of the spear.
[00:41:11.942 --> 00:41:12.723]  God bless you all.
[00:41:13.752 --> 00:41:17.554]  There it is, Alex Jones with a message he just recorded before the show.
[00:41:17.874 --> 00:41:19.295]  And look, I'm Anthony Gucciardi.
[00:41:19.355 --> 00:41:22.756]  I'm excited to always be invited on to host the show.
[00:41:22.936 --> 00:41:28.299]  And what Alex is talking about is the reality that we have all of the answers presented to us.
[00:41:28.639 --> 00:41:30.760]  We know the actual core issues.
[00:41:31.060 --> 00:41:32.380]  We know the solutions.
[00:41:32.801 --> 00:41:36.422]  We know what's actually going on, but we get pushed back.
[00:41:37.563 --> 00:41:39.704]  The system is designed.
[00:41:40.540 --> 00:41:58.666]  Call that what you will, whether it's the political establishment system, it's the politicians that are feeding into the establishment, to push back away from the core issues, from the core realities, and shift you into a state of mind where you're focused on the things that don't matter, so we don't talk about the core issues.
[00:41:59.605 --> 00:42:03.408]  But today, if you're receiving this transmission, I've got good news for you.
[00:42:04.209 --> 00:42:06.470]  I'm done with that, and I'm going to talk about the core issues.
[00:42:06.510 --> 00:42:14.296]  I'm going to talk about some of the big news, like the Canadian fire that threatens to double in size, 80,000 devastated residents.
[00:42:14.316 --> 00:42:22.783]  I'm going to talk about John Kerry says to prepare for a borderless world, and what he said about Trump, the opposition leader in Venezuela, assassinated.
[00:42:22.943 --> 00:42:28.067]  Hillary Clinton demonstrated gross negligence, according to a former FBI agent.
[00:42:28.727 --> 00:42:30.929]  And here's an interesting one that you're not going to hear about also.
[00:42:31.329 --> 00:42:39.815]  Court orders man to forfeit nearly $20,000 despite no criminal charges and prosecutors attempt to dismiss case.
[00:42:39.835 --> 00:42:41.215]  So that's just some of the news.
[00:42:41.255 --> 00:42:42.656]  We've got a lot, a lot of news.
[00:42:42.977 --> 00:42:49.241]  You're not going to see it certainly on the mainstream media and you're not even going to see it on some of the other big websites because I really scraped and found a lot of good stuff.
[00:42:49.661 --> 00:42:50.622]  So I'm Anthony Gucciardi.
[00:42:50.662 --> 00:42:52.303]  This is the Alex Jones Show.
[00:42:52.323 --> 00:42:52.883]  Stay right there.
[00:42:52.903 --> 00:42:58.507]  We're going to get to the core issues and Joe Biggs is going to come and join us and show us what he found at the anti-Trump rally.
[00:43:08.649 --> 00:43:09.669]  Brainforce is here.
[00:43:10.190 --> 00:43:12.470]  Ladies and gentlemen, I've been on this the last few months.
[00:43:12.750 --> 00:43:20.552]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brainforce.
[00:43:21.351 --> 00:43:24.513]  One of the worst things with most energy products is it's not sustainable.
[00:43:24.793 --> 00:43:24.913]  Right?
[00:43:24.933 --> 00:43:27.275]  You're going to crash and you're going to feel really bad afterwards.
[00:43:27.635 --> 00:43:31.157]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:43:31.197 --> 00:43:34.359]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:43:34.839 --> 00:43:39.842]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:43:40.162 --> 00:43:42.003]  For example, the L-theanine inside of it.
[00:43:42.364 --> 00:43:46.806]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:43:46.946 --> 00:43:48.968]  This just increases the compounds you already have.
[00:43:49.588 --> 00:43:51.049]  This is what you're actually designed to run on.
[00:43:51.189 --> 00:43:51.449]  Exactly.
[00:43:51.469 --> 00:43:55.233]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:43:55.754 --> 00:44:03.021]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[00:44:03.302 --> 00:44:03.762]  Or call 888-253-3139.
[00:44:08.570 --> 00:44:10.111]  My name is Alex Jones.
[00:44:10.491 --> 00:44:16.415]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[00:44:16.635 --> 00:44:30.803]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running 6 miles every other day, swimming 2-3 miles a couple times a week, and lifting weights
[00:44:31.403 --> 00:44:33.304]  We're focusing on fighting the globalists.
[00:44:33.725 --> 00:44:41.530]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[00:44:41.751 --> 00:44:48.876]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[00:44:49.176 --> 00:44:54.900]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[00:44:55.040 --> 00:45:01.205]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[00:45:01.445 --> 00:45:05.689]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[00:45:05.929 --> 00:45:10.272]  Joe Biggs here with Infowars.com.
[00:45:10.332 --> 00:45:12.354]  Today I want to talk to you about guns.
[00:45:12.654 --> 00:45:13.515]  Why we have them.
[00:45:13.715 --> 00:45:16.978]  Why the Bill of Rights guarantees that we can have them.
[00:45:17.078 --> 00:45:22.382]  And why my right to have a gun is more important than your right to rail against it in the press.
[00:45:22.582 --> 00:45:29.508]  I believe every good journalist needs to know why the Second Amendment must be considered more essential than the First Amendment.
[00:45:29.608 --> 00:45:40.059]  This may be a bitter pill to swallow, but the right to keep and bear arms is not an outdated, dusty idea some old dead white guys dreamed up in fear of the redcoats.
[00:45:40.359 --> 00:45:43.783]  No, it is just as essential to liberty today as it was in 1776.
[00:45:45.885 --> 00:45:52.848]  The original amendments we referred to as the Bill of Rights contained ten of what the constitutional framers termed unalienable rights.
[00:45:53.048 --> 00:45:55.589]  The Bill of Rights came to us with blinders on.
[00:45:55.709 --> 00:45:58.451]  It doesn't recognize color, or class, or wealth.
[00:45:58.551 --> 00:46:05.054]  It protects not just the rights of actors, or editors, or reporters, but extends even to those we love to hate.
[00:46:05.154 --> 00:46:07.655]  This is a small excerpt from Tralton Heston.
[00:46:09.474 --> 00:46:12.896]  Thousands of years ago, there was a basic form of chivalry.
[00:46:13.256 --> 00:46:20.380]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:46:20.980 --> 00:46:29.344]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:46:29.624 --> 00:46:33.687]  But in the 21st century, there are silent weapons for quiet war.
[00:46:34.027 --> 00:46:36.208]  Pathenogens added to the food and water,
[00:46:36.408 --> 00:46:36.688]  We're good.
[00:46:58.524 --> 00:47:01.067]  Discover why Anthroplex is turning so many heads today.
[00:47:01.307 --> 00:47:04.250]  It's time for us to take our bodies back into our own hands.
[00:47:04.390 --> 00:47:07.373]  And it starts at Infowarslife.com with Anthroplex.
[00:47:12.839 --> 00:47:15.442]  You're listening to the Alex Jones Show.
[00:47:24.372 --> 00:47:27.873]  Resistance to tyrants is obedience to God.
[00:47:28.413 --> 00:47:30.234]  It's Alex Jones.
[00:47:31.474 --> 00:47:35.255]  This is the Alex Jones Show.
[00:47:35.475 --> 00:47:43.038]  I'm Anthony Gucciardi and we've got Joe Biggs coming up later in the show to come talk about what he saw at the anti-Trump rally up in Oregon.
[00:47:43.898 --> 00:47:52.887]  But first, you know, I was in an Uber last night, which may have been my last Uber ever in Austin, because Austin passed Proposition 1.
[00:47:53.327 --> 00:47:55.349]  Or it declined it, rather.
[00:47:56.511 --> 00:48:01.575]  And what happened is, Uber and Lyft have now said that they're going to leave Austin forever.
[00:48:02.543 --> 00:48:05.885]  At least until the act is repealed, the proposition is repealed.
[00:48:06.425 --> 00:48:11.327]  But the point is, I'm in an Uber, and the driver is talking about politics, okay?
[00:48:11.347 --> 00:48:15.129]  It's probably a first bad sign, but I decide to engage, right?
[00:48:15.149 --> 00:48:16.190]  We have a little chat.
[00:48:17.030 --> 00:48:19.151]  And we're talking about taxes.
[00:48:19.211 --> 00:48:31.637]  So he says, you know, I really like the fact that Bernie wants to tax the upper class and the millionaires and the billionaires and the corporations because, man, they don't pay their fair share.
[00:48:32.517 --> 00:48:32.657]  Right?
[00:48:33.197 --> 00:48:35.879]  And I said, OK, well, tell me more about that.
[00:48:35.899 --> 00:48:39.300]  And he goes, well, I like some of the stuff that Trump says, but he's a flat out racist.
[00:48:40.281 --> 00:48:41.081]  We'll get to that in a second.
[00:48:41.662 --> 00:48:44.883]  So on the tax thing, though, I said, well, what do you mean?
[00:48:44.923 --> 00:48:46.104]  You know, why do you like that?
[00:48:46.544 --> 00:48:50.246]  The so-called rich people that are making 200 plus thousand dollars a year are getting taxed more.
[00:48:50.266 --> 00:48:55.708]  He goes, well, they don't pay their fair share and I have to pay taxes and I don't like it.
[00:48:55.748 --> 00:48:58.390]  And my taxes are too high and I pay too much tax every year.
[00:48:59.290 --> 00:48:59.931]  And I said, man,
[00:49:00.953 --> 00:49:01.533]  You know what's funny?
[00:49:01.573 --> 00:49:06.636]  We talked about that for a little bit, and I said, you know, we talked about how basically 50% of Americans don't even pay taxes.
[00:49:06.656 --> 00:49:09.598]  I mean, you know how many people just don't even pay taxes?
[00:49:09.618 --> 00:49:11.039]  They make plenty of money, they don't even pay it.
[00:49:11.419 --> 00:49:17.943]  But besides all that, besides all that debate, I realized, man, we're debating something that is worthless.
[00:49:18.263 --> 00:49:19.684]  Because we already lost.
[00:49:19.764 --> 00:49:25.368]  If we're in that debate on who's going to pay the extra tax, the trillions in tax, we already lost.
[00:49:26.929 --> 00:49:32.070]  If you're listening right now and you're talking to somebody, you've talked to someone in the past about this debate, who's going to pay the tax?
[00:49:32.471 --> 00:49:33.871]  You already lost.
[00:49:34.311 --> 00:49:35.691]  We already lost the debate.
[00:49:36.132 --> 00:49:37.352]  We already lost hope.
[00:49:37.512 --> 00:49:37.912]  You know why?
[00:49:38.432 --> 00:49:41.393]  Because the core issue has been pushed back.
[00:49:41.773 --> 00:49:51.236]  The core issue isn't who's going to pay the extra tax, it's why are we paying the tax to the bloated system that is spending billions on junk.
[00:49:52.628 --> 00:49:53.648]  That is the core issue.
[00:49:54.189 --> 00:49:55.069]  And I want to talk about that.
[00:49:55.089 --> 00:49:56.749]  We've been pushed back from core issues.
[00:49:57.210 --> 00:49:57.570]  Deeply.
[00:49:57.830 --> 00:49:58.130]  Deeply.
[00:49:58.930 --> 00:50:03.632]  We've been pushed back from all of the root causes of everything.
[00:50:04.192 --> 00:50:06.333]  From the political system, to the health system, everything.
[00:50:07.013 --> 00:50:18.017]  You know, instead of addressing these problems, like, well, gee, instead of who will pay the tax, what about all the no mention of what the government's spending it on?
[00:50:18.860 --> 00:50:21.342]  I've got some lists here to give you a friendly reminder.
[00:50:22.203 --> 00:50:26.046]  Things like, you know, this is just a silly article.
[00:50:26.206 --> 00:50:28.808]  Seven of the wackiest examples of wasteful government spending.
[00:50:29.769 --> 00:50:31.010]  And this is a funny one.
[00:50:31.330 --> 00:50:37.435]  One of them is the National Institute of Health Center for Alternative and Complementary Medicine spent $387,000 to study the effects of Swedish massage on rabbits.
[00:50:41.658 --> 00:50:42.380]  It's useful stuff.
[00:50:43.702 --> 00:50:44.323]  This is a good one.
[00:50:45.105 --> 00:50:52.318]  The Natural Science Foundation granted more than $200,000 to a research project that is trying to determine how and why Wikipedia is sexist.
[00:50:53.831 --> 00:50:58.772]  Well, gee, that sounds like a good expenditure, and we can talk about how we're also pushed into political correctness every five seconds.
[00:50:59.912 --> 00:51:05.153]  National Institutes of Health also did a study to see if mothers love dogs as much as they love kids.
[00:51:06.393 --> 00:51:08.314]  They didn't even get their results, and it cost $371,000.
[00:51:08.594 --> 00:51:11.734]  You see where I'm going with this.
[00:51:11.995 --> 00:51:14.095]  $800,000 on an app for a food fight app.
[00:51:14.915 --> 00:51:18.856]  Some of the other stuff, $76 million to round up wild horses.
[00:51:20.534 --> 00:51:24.577]  7.8 million on interior conferences, Department of Interior.
[00:51:24.597 --> 00:51:26.919]  $10,000 DOJ pizza party, that makes sense.
[00:51:26.939 --> 00:51:29.520]  11 million private jets for DOJ political appointees.
[00:51:30.981 --> 00:51:33.583]  But who's gonna pay the extra taxes for all this?
[00:51:34.023 --> 00:51:35.524]  We gotta have the pizza parties.
[00:51:35.945 --> 00:51:38.767]  We gotta see what happens when those rabbits get their little massage.
[00:51:38.787 --> 00:51:42.629]  When they come in, after a long day, they need that sweetest massage.
[00:51:42.649 --> 00:51:43.570]  And who's gonna pay for it?
[00:51:44.430 --> 00:51:45.671]  The rich gotta pay for it.
[00:51:47.232 --> 00:51:48.193]  Wait, wait, wait a minute.
[00:51:49.309 --> 00:51:56.317]  You want the rich people to pay all their money to the Federal Reserve and you're mad at them because they're bad.
[00:51:56.358 --> 00:51:58.140]  They're not paying for the rabbit massages.
[00:51:58.720 --> 00:52:00.262]  They're not paying for the pizza parties.
