[00:00:00.729 --> 00:00:04.871]  You're listening to The Alex Jones Show.
[00:24:46.425 --> 00:24:55.790]  Crazed, violent Bernie Sanders supporters, Black Lives Matter extremists, and other leftist agitators crashed a Donald Trump rally in Chicago.
[00:24:55.810 --> 00:24:56.511]  Radical Muslims!
[00:24:56.871 --> 00:24:57.251]  Radical Muslims!
[00:24:57.271 --> 00:25:08.958]  College-aged mobs assaulted people, attacked police, tore up signs, blocked ambulances, fired guns in the air, and threatened to rape women.
[00:25:09.779 --> 00:25:14.623]  Oh, but that's just their free speech, cried the media and Bernie Sanders supporters.
[00:25:14.924 --> 00:25:15.424]  Really?
[00:25:15.805 --> 00:25:30.397]  So if Donald Trump voters had crashed a Bernie Sanders event, assaulted his supporters, attacked police, tore up signs, blocked ambulances, fired guns in the air and threatened to rape women, you'd say that was just their free speech?
[00:25:31.175 --> 00:25:34.878]  Look at this Bernie supporter expressing his free speech.
[00:25:35.318 --> 00:25:38.280]  He's an anti-violence activist after all.
[00:25:38.961 --> 00:25:44.905]  Here's another peaceful Bernie voter proudly threatening to physically attack Trump supporters.
[00:25:45.685 --> 00:25:49.228]  Here's a peaceful Bernie supporter flying a communist flag.
[00:25:49.588 --> 00:25:54.512]  A political system responsible for the deaths of hundreds of millions of people.
[00:25:55.132 --> 00:25:56.615]  Mmm, so peaceful!
[00:25:57.216 --> 00:26:04.067]  Here are Black Lives Matter supporters wishing that someone had tried to assassinate Trump in Chicago.
[00:26:04.997 --> 00:26:08.218]  Look who showed up to voice his support for the anti-Trump crowd.
[00:26:08.538 --> 00:26:10.978]  Domestic terrorist Bill Ayers.
[00:26:11.658 --> 00:26:13.979]  And who did Megyn Kelly blame for all this?
[00:26:14.599 --> 00:26:15.479]  Donald Trump.
[00:26:15.759 --> 00:26:30.302]  Trump's own rhetoric at his rallies, and in particular, some of the violence we have seen at his rallies, some of the violent clashes with protesters, who often are African-American, has fed into what we're seeing here tonight.
[00:26:30.542 --> 00:26:32.083]  Who did Rachel Maddow blame?
[00:26:32.683 --> 00:26:33.463]  Donald Trump.
[00:26:33.763 --> 00:26:46.747]  When, before this rally started, when we saw what was happening in the streets outside this event, and we saw what Donald Trump had done to incite violence, and I'm saying that deliberately, to incite violence from his event earlier today in St.
[00:26:46.787 --> 00:26:47.027]  Louis.
[00:26:47.327 --> 00:26:48.727]  Who did Ted Cruz blame?
[00:26:49.248 --> 00:26:50.068]  Donald Trump.
[00:26:50.808 --> 00:26:53.369]  But in any campaign, responsibility starts at the top.
[00:26:54.549 --> 00:26:58.850]  Any candidate is responsible for the culture of the campaign.
[00:26:59.171 --> 00:27:00.511]  You create an environment
[00:27:03.612 --> 00:27:06.574]  Who did Marco Rubio blame?
[00:27:06.594 --> 00:27:08.255]  You guessed it, Donald Trump.
[00:27:08.275 --> 00:27:10.836]  Donald Trump's rhetoric is to blame.
[00:27:10.856 --> 00:27:14.819]  I guess the Bernie supporters were offended.
[00:27:14.839 --> 00:27:16.760]  Just like the Charlie Hebdo jihadists were offended.
[00:27:16.780 --> 00:27:17.040]  Poor babies!
[00:27:32.449 --> 00:27:43.038]  Listen, if over a thousand violent, angry Trump supporters behaved anything like this, do you think the media would describe them as legitimate protesters?
[00:27:43.618 --> 00:27:53.566]  Oh, but they're protesting against fascism by silencing people's free speech with intimidation tactics and threatening them with violence if they vote a certain way.
[00:27:54.167 --> 00:27:58.790]  Yeah, I'm not sure if you knew this, but that's actually a hallmark of fascism.
[00:27:59.511 --> 00:28:05.797]  These are the people who will riot and burn American cities to the ground if Trump is elected president.
[00:28:06.358 --> 00:28:06.698]  Why?
[00:28:07.299 --> 00:28:16.488]  Because they've been given legitimacy by a mainstream media who said that looting and rioting was an acceptable form of protest after Ferguson.
[00:28:17.284 --> 00:28:28.792]  Black Lives Matter has been given credence despite the fact that its ideological inspiration is a convicted cop killer on the FBI's most wanted terrorist list.
[00:28:29.392 --> 00:28:38.238]  Despite the fact that its supporters have called for killing cops, plotted to bomb police stations, and have actually killed police officers.
[00:28:38.819 --> 00:28:44.483]  This is the group that Hillary Clinton promised to change laws to appease.
[00:28:45.455 --> 00:28:53.382]  Whether you love or loathe Donald Trump, encouraging this kind of mayhem is a recipe for disaster.
[00:29:08.556 --> 00:29:11.358]  Military drone technology is back in the headlines.
[00:29:11.719 --> 00:29:21.166]  Recently, SCO, a subdivision of the US military with ties to DARPA, released a video of micro drones being launched from an F-16 fighter at 430 miles per hour.
[00:29:21.466 --> 00:29:28.572]  The Washington Post article titled, Veil of secrecy lifted on Pentagon office planning avatar fighter and drone swarms.
[00:29:28.892 --> 00:29:32.855]  The announcement also represents another step toward total autonomous military robotics.
[00:29:33.115 --> 00:29:38.840]  A technology that top experts such as Elon Musk and Max Tegmark have been warning scientists to think twice about.
[00:29:39.020 --> 00:29:44.245]  SEO also said in the same announcement they have successfully developed and tested Avatar flight technology.
[00:29:44.625 --> 00:29:55.315]  Our new project, not previously reported, is called Avatar and calls for the Pentagon to pair high-tech fifth-generation fighter jets with unmanned versions of older jets which would be flown without a pilot for the first time.
[00:29:55.836 --> 00:30:03.951]  Imagine this technology in the hands of the same government that was also forced to admit this week that it had been using domestic drones for domestic surveillance operations.
[00:30:04.311 --> 00:30:07.417]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:30:09.269 --> 00:30:11.230]  Brainforce, it's completely different.
[00:30:11.330 --> 00:30:12.350]  Try a bottle of it.
[00:30:12.551 --> 00:30:13.991]  Rob Dew joins us.
[00:30:14.131 --> 00:30:16.952]  You worked, I guess, like 20 plus hours.
[00:30:17.253 --> 00:30:18.293]  Tell us what Brainforce did.
[00:30:18.313 --> 00:30:19.254]  I've been working all day.
[00:30:19.294 --> 00:30:21.635]  I took a couple hours off coaching basketball.
[00:30:21.775 --> 00:30:22.775]  I get in here at 830.
[00:30:23.215 --> 00:30:24.816]  I was kind of run down.
[00:30:25.116 --> 00:30:26.817]  You know, I just didn't feel like I was going to make it.
[00:30:27.037 --> 00:30:28.898]  And I really wanted to do a good job on the interview.
[00:30:28.918 --> 00:30:30.720]  I got my bottle of Brain Force right there.
[00:30:30.760 --> 00:30:31.520]  I popped two of them.
[00:30:31.800 --> 00:30:33.962]  And about 20 minutes later, it's like, bing!
[00:30:34.082 --> 00:30:35.963]  Everything just kind of clears up.
[00:30:36.063 --> 00:30:37.344]  It's got four and a half stars.
[00:30:37.544 --> 00:30:38.565]  People really love it.
[00:30:38.885 --> 00:30:39.406]  Read about it.
[00:30:39.486 --> 00:30:43.228]  Find out why third-party nutraceutical sites give it such high praise.
[00:30:43.308 --> 00:30:48.592]  Because it really does have the best organic-based systems that will blow your socks off.
[00:30:48.792 --> 00:30:52.656]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[00:30:52.796 --> 00:30:58.622]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[00:30:58.963 --> 00:31:04.889]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:31:09.008 --> 00:31:09.908]  Hey, how you doing, Alex?
[00:31:09.948 --> 00:31:10.369]  Good, brother.
[00:31:10.529 --> 00:31:12.249]  Just recently started using your products.
[00:31:12.269 --> 00:31:14.030]  Everything you said about them is correct.
[00:31:14.190 --> 00:31:18.192]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[00:31:18.212 --> 00:31:20.793]  Well, thank you, brother, because it also funds our operation.
[00:31:20.833 --> 00:31:23.074]  But doing that, I know I've got to have the highest quality.
[00:31:23.254 --> 00:31:31.137]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:31:31.437 --> 00:31:34.561]  We did the super male and the super female vitality.
[00:31:34.681 --> 00:31:36.183]  Big changes, a lot of energy.
[00:31:36.203 --> 00:31:39.106]  We've gotten off to the cheap energy drinks, energy shots.
[00:31:39.126 --> 00:31:40.628]  Saving a ton of money there.
[00:31:40.908 --> 00:31:46.254]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated
[00:31:46.254 --> 00:31:48.556]  Concentrated or maximum potency.
[00:31:48.756 --> 00:32:00.708]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while But then burn you out in my experience where a stuff that gets your glands naturally going goes right to the source So it's pretty exciting and I love it.
[00:32:00.748 --> 00:32:07.715]  Visit Infowarslife.com today to secure your super male vitality and other powerful products from Infowarslife.
[00:32:08.769 --> 00:32:13.110]  Tell folks how you got introduced to Super Male, and then when Super Female came out, tell us what happened.
[00:32:13.411 --> 00:32:18.012]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:32:18.172 --> 00:32:19.193]  Talk about the effects.
[00:32:19.513 --> 00:32:20.993]  I feel great when I wake up in the morning.
[00:32:21.013 --> 00:32:22.614]  I have drive to go to the gym.
[00:32:22.934 --> 00:32:23.994]  I feel like I look better.
[00:32:24.054 --> 00:32:24.694]  I feel better.
[00:32:24.754 --> 00:32:25.795]  I feel sexier.
[00:32:25.815 --> 00:32:26.535]  I love it.
[00:32:26.795 --> 00:32:29.716]  Even if you don't believe in supplements, take the challenge.
[00:32:29.776 --> 00:32:32.457]  Get a bottle of Super Male, a bottle of Super Female.
[00:32:32.697 --> 00:32:33.718]  Check it out for yourself.
[00:32:33.778 --> 00:32:34.819]  Consult your physician.
[00:32:34.959 --> 00:32:37.181]  Visit Infowarslife.com today.
[00:32:37.321 --> 00:32:38.281]  This is life changing.
[00:32:38.682 --> 00:32:39.462]  Shower filters.
[00:32:39.603 --> 00:32:41.224]  We're introducing the best yet.
[00:32:41.324 --> 00:32:45.247]  The brand new ProPure ProMax high performance shower filter.
[00:32:45.387 --> 00:32:50.011]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:32:50.211 --> 00:32:57.136]  This new four stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:32:57.297 --> 00:33:00.259]  You can find more details on this amazing new filter and free shipping
[00:33:00.359 --> 00:33:01.300]  It's never gonna get any better.
[00:33:01.320 --> 00:33:02.140]  Don't look for it.
[00:33:02.160 --> 00:33:03.301]  Be happy with what you got.
[00:33:28.524 --> 00:33:31.567]  Because the owners of this country don't want that.
[00:33:32.128 --> 00:33:33.769]  I'm talking about the real owners now.
[00:33:34.190 --> 00:33:39.835]  The real owners, the big wealthy business interests that control things and make all the important decisions.
[00:33:40.215 --> 00:33:41.437]  Forget the politicians.
[00:33:41.677 --> 00:33:44.920]  The politicians are put there to give you the idea that you have freedom of choice.
[00:33:46.501 --> 00:33:46.902]  You don't.
[00:33:47.722 --> 00:33:48.703]  You have no choice.
[00:33:49.084 --> 00:33:50.024]  You have owners.
[00:33:50.325 --> 00:33:51.385]  They own you.
[00:33:52.586 --> 00:33:53.887]  They own everything.
[00:33:54.128 --> 00:33:55.749]  They own all the important land.
[00:33:56.129 --> 00:33:57.871]  They own and control the corporations.
[00:33:57.911 --> 00:34:01.374]  They've long since bought and paid for the Senate, the Congress, the State Houses, the City Halls.
[00:34:01.394 --> 00:34:02.975]  They got the judges in their back pockets.
[00:34:03.315 --> 00:34:08.139]  And they own all the big media companies, so they control just about all of the news and information you get to hear.
[00:34:08.299 --> 00:34:09.941]  They got you by the balls!
[00:34:11.423 --> 00:34:13.545]  They want obedient workers.
[00:34:13.925 --> 00:34:15.466]  Obedient workers.
[00:34:15.786 --> 00:34:28.496]  People who are just smart enough to run the machines and do the paperwork, and just dumb enough to passively accept jobs with the lower pay, the longer hours, the reduced benefits, the end of overtime, and the vanishing pension that disappears the minute you go to collect it.
[00:34:28.556 --> 00:34:31.818]  And now, they're coming for your social security money.
[00:34:32.279 --> 00:34:34.941]  So they can give it to their criminal friends on Wall Street.
[00:34:36.342 --> 00:34:37.323]  It's a big club.
[00:34:38.243 --> 00:34:39.044]  And you ain't in it.
[00:34:40.549 --> 00:34:43.233]  You and I are not in the big club.
[00:34:43.593 --> 00:34:45.536]  The owners of this country know the truth.
[00:34:46.177 --> 00:34:49.902]  It's called the American Dream because you have to be asleep to believe it.
[00:34:51.308 --> 00:34:52.789]  But I'll tell you what they don't want.
[00:34:53.169 --> 00:34:56.651]  They don't want a population of citizens capable of critical thinking.
[00:34:56.671 --> 00:35:00.593]  They don't want well-informed, well-educated people capable of critical thinking.
[00:35:00.613 --> 00:35:01.573]  They're not interested in that.
[00:35:01.853 --> 00:35:02.794]  That doesn't help them.
[00:35:03.174 --> 00:35:04.535]  That's against their interest.
[00:35:05.055 --> 00:35:05.475]  That's right.
[00:35:06.055 --> 00:35:11.138]  From the front lines of the information war, it's Alex Jones.
[00:35:14.895 --> 00:35:19.136]  Ladies and gentlemen, thank you for joining us on this Live Sunday Worldwide Transmission.
[00:35:19.576 --> 00:35:21.837]  Look at the Washington Post in my hand, if you're a TV viewer.
[00:35:21.857 --> 00:35:24.777]  If you're a radio listener, I will read the headline.
[00:35:26.118 --> 00:35:31.019]  Could Donald Trump be held legally responsible for violence at his rallies?
[00:35:31.999 --> 00:35:38.901]  That is the essence, from Australia to Germany to the United States, of the totalitarian left program.
[00:35:41.277 --> 00:35:45.980]  Where, if you say something someone doesn't like, like we should be a sovereign nation.
[00:35:47.501 --> 00:35:52.025]  Or, we shouldn't let Muslims in until we at least vet who they are and check their IDs.
[00:35:52.585 --> 00:35:54.607]  They're letting them in now, just not even looking at their IDs.
[00:35:55.867 --> 00:35:57.128]  But citizens are scrutinized.
[00:35:58.309 --> 00:36:00.711]  And then they say, oh my gosh, he's so racist, let's go after him.
[00:36:00.751 --> 00:36:04.834]  Like, they said I was deeply racist on MSNBC because I didn't agree with Obamacare.
[00:36:06.553 --> 00:36:07.593]  I've played those clips many times.
[00:36:07.633 --> 00:36:08.574]  It was on a bunch of their shows.
[00:36:08.614 --> 00:36:10.134]  They were like, he's deeply racist.
[00:36:10.174 --> 00:36:10.994]  That's why he's against it.
[00:36:11.354 --> 00:36:14.775]  He doesn't want people to have free health care because it isn't free.
[00:36:14.855 --> 00:36:15.615]  We read the bill.
[00:36:15.695 --> 00:36:16.696]  It's got death panels.
[00:36:19.396 --> 00:36:30.519]  But they've got a dumbed down population, at least a part of the population of every race, color and creed are the sons and daughters of trendies who believe whatever TV tells them.
[00:36:31.940 --> 00:36:32.881]  And it's like a different world.
[00:36:32.921 --> 00:36:38.885]  People that watch mainstream media believe all that, and then folks that are aware of it know how ridiculous it is, but it doesn't matter.
[00:36:38.925 --> 00:36:40.026]  It's like a different world.
[00:36:41.987 --> 00:36:43.448]  Another country, another language.
[00:36:43.488 --> 00:36:44.609]  They just believe it.
[00:36:45.270 --> 00:36:45.850]  They're chumps!
[00:36:46.511 --> 00:36:53.516]  And there's giant armies of chumps that just want to be petted and have their egos soothed and told little platitudes.
[00:36:54.917 --> 00:36:58.179]  I'm going to cover this after this particular clip, but
[00:37:01.900 --> 00:37:09.883]  Imagine if when Obama was having crowds of 20,000 people, never as big as Trump, some as big as 50, when he was first about to win in 2008.
[00:37:12.064 --> 00:37:19.648]  Imagine if there would have been groups of people, predominantly white, showing up, running over people, hitting people, beating people.
[00:37:20.128 --> 00:37:21.208]  It would have been the end of the world.
[00:37:21.248 --> 00:37:27.311]  But because Donald Trump's a white guy and George Soros and Hillary are funding it, not Bernie, that's all staged.
[00:37:29.073 --> 00:37:30.114]  The proof's coming up in a moment.
[00:37:30.434 --> 00:37:31.675]  It's okay and good.
[00:37:31.735 --> 00:37:36.498]  And I go to their Twitters and their Facebooks, major political activists, and they're like, let's kill Trump!
[00:37:37.039 --> 00:37:38.920]  Saturday Night Live says, let's hire an assassin!
[00:37:39.421 --> 00:37:40.802]  New York Times says, let's kill him!
[00:37:43.443 --> 00:37:44.624]  These are not liberals, folks.
[00:37:46.185 --> 00:37:47.306]  These are totalitarians.
[00:37:48.047 --> 00:37:53.611]  You know, my grandfather, when he got elected to state government as an Eisenhower Republican, my dad's dead.
[00:37:57.737 --> 00:37:58.577]  He wasn't a liberal.
[00:37:58.617 --> 00:37:59.498]  He didn't call himself a liberal.
[00:37:59.518 --> 00:38:01.338]  He called himself somebody that stood for freedom.
[00:38:04.200 --> 00:38:06.120]  But a true liberal would be like Thomas Jefferson.
[00:38:06.321 --> 00:38:07.521]  These people are not liberals.
[00:38:07.561 --> 00:38:15.144]  These are freakish, hateful, dumb, tribal, groupthink gang members.
[00:38:15.564 --> 00:38:17.565]  That's what... It's all about race.
[00:38:17.625 --> 00:38:24.108]  It's all about... I watch these videos and women are saying they're going to vote Hillary because she's a woman.
[00:38:24.388 --> 00:38:26.849]  Blacks say that Obama can do whatever he wants because he's black.
[00:38:27.742 --> 00:38:30.484]  Doesn't matter if he doubled your unemployment, it's just so crazy!
[00:38:30.785 --> 00:38:43.075]  And our own reporters in Ohio, the videos are on Infowars.com, they'd say to him over and over again, they'd say, hey, 52% of blacks have been aborted since Roe v. Wade.
[00:38:43.095 --> 00:38:44.596]  They'd go, shut up, cracker!
[00:38:45.357 --> 00:38:47.198]  Shut up, sugar fairy!
[00:38:47.278 --> 00:38:52.142]  All these racist names for whites, never heard that one but looked it up, found out what it meant.
[00:38:55.285 --> 00:38:56.406]  And those folks just don't care.
[00:38:57.526 --> 00:38:58.887]  It's a lottery ticket mentality.
[00:38:58.907 --> 00:39:03.229]  They just buy into the hype and they feel like because they're buying into what's on TV, that's big and glitzy.
[00:39:03.409 --> 00:39:04.709]  That's smart and they're winners.
[00:39:08.631 --> 00:39:12.633]  It's like telling a rat, don't go eat that cheese on that mousetrap.
[00:39:13.253 --> 00:39:14.173]  Ain't gonna listen to you.
[00:39:15.354 --> 00:39:18.855]  And by the time that trap slams down on their neck and breaks it, they're dead.
[00:39:18.875 --> 00:39:19.516]  Doesn't matter.
[00:39:19.536 --> 00:39:24.418]  It's really sad.
[00:39:26.237 --> 00:39:32.166]  But the government is reversing all the gains we had thanks to abolitionists and Christians and true conservatives and patriots.
[00:39:33.353 --> 00:39:36.995]  The party of the Ku Klux Klan, the Democrats, have created total racism.
[00:39:37.475 --> 00:39:39.756]  They couldn't get whites to be racist anymore, so they flipped.
[00:39:40.417 --> 00:39:41.437]  They got the minorities, too.
[00:39:41.497 --> 00:39:43.098]  And the minorities are people, too.
[00:39:43.178 --> 00:39:43.958]  They're just as bad.
[00:39:44.519 --> 00:39:45.659]  Blacks, Hispanics, whatever.
[00:39:46.480 --> 00:39:48.561]  Because of the political correctness, they're worse than anything I've ever seen.
[00:39:48.581 --> 00:39:51.062]  Just how they're openly racist and don't care and laugh about it.
[00:39:51.402 --> 00:39:51.762]  Here's the deal.
[00:39:51.782 --> 00:39:54.424]  I'm not going to sink to your level, but I'm not going to buy your guilt anymore.
[00:39:55.104 --> 00:39:56.745]  Now, let's speak about Ted Cruz here briefly.
[00:39:58.339 --> 00:40:04.684]  You got Rachel Maddow, you got Hillary Clinton, you got that Democratic Party operative Megyn Kelly.
[00:40:05.104 --> 00:40:10.968]  You got them all coming out saying Trump's a racist and deserves to have his rallies shut down and people beat up.
[00:40:11.969 --> 00:40:13.970]  Blood all over the ground, cops bleeding everywhere.
[00:40:14.311 --> 00:40:14.831]  They deserve it.
[00:40:16.332 --> 00:40:18.494]  And it's Donald Trump's fault because it happens at the top.
[00:40:19.675 --> 00:40:22.757]  Donald Trump is in the position he's in
[00:40:24.755 --> 00:40:25.636]  Because he's the leader.
[00:40:25.896 --> 00:40:28.838]  He's 20, 30, 40 points ahead of everybody else.
[00:40:29.179 --> 00:40:30.360]  That's why they're targeting him.
[00:40:30.560 --> 00:40:31.881]  And he doesn't take globalist money.
[00:40:33.162 --> 00:40:37.105]  And he knows about the one-sided trade deals we've got, and they are hitting the panic button.
[00:40:41.169 --> 00:40:44.571]  Now, I don't know where he's going at the end of the day, and I don't even completely trust him.
[00:40:45.612 --> 00:40:47.394]  But I know this, the elite are scared of him.
[00:40:49.229 --> 00:40:51.271]  I'm going to air the Roger Stone interview I taped yesterday.
[00:40:51.291 --> 00:40:53.692]  I'll be premiering that here on the radio in the next segment, then go to your calls.
[00:40:53.712 --> 00:41:06.462]  But right now, let's go to this quick clip from that Paul Watson piece that ought to be the handbook around here for our reporters, the way he just devastatedly laid out all their evil and all their physical attacks and their signs saying, we're going to kill you, we're going to kill Whitey.
[00:41:06.482 --> 00:41:09.124]  It's just like, but that's saying you're racist.
[00:41:09.144 --> 00:41:10.064]  It doesn't matter because you're white.
[00:41:10.124 --> 00:41:11.165]  I'm allowed to say I'm going to kill you.
[00:41:12.986 --> 00:41:14.868]  It's incredible to see the globalists doing this.
[00:41:16.647 --> 00:41:17.648]  We're all in this together.
[00:41:17.928 --> 00:41:19.390]  Globalism is taking everybody's freedoms.
[00:41:22.193 --> 00:41:22.734]  They don't care.
[00:41:23.314 --> 00:41:24.155]  Let's go to this clip.
[00:41:24.195 --> 00:41:34.667]  I mean, having Glenn Beck backing him, having the Bushes take over his campaign and his finances, having his wife be Goldman Sachs' CFR, his wife involved creating TPP, that gave me pause on Cruz.
[00:41:34.687 --> 00:41:37.530]  But because he did good stuff in the Senate, I thought, well, that's all right.
[00:41:38.715 --> 00:41:41.036]  Maybe I'll give them the benefit of the doubt, but watching him and the dirty tricks.
[00:41:41.836 --> 00:41:44.437]  Cruz with his latest thing saying Trump's responsible.
[00:41:44.757 --> 00:41:56.940]  If Cruz was in the front, the leader of the pack, and winning, and was a patriot, they'd have the communist style, because it's not communism, but they're using the playbook, brown shirts.
[00:41:56.960 --> 00:41:57.600]  You can say nothing.
[00:41:57.680 --> 00:42:04.162]  Fascists did this too, the Nazis, going in and trying to block rallies with violence, shut down free speech, bully free speech.
[00:42:06.468 --> 00:42:08.229]  If he was the frontrunner, they'd be doing this to him.
[00:42:08.269 --> 00:42:15.031]  But he's sitting there saying it's Donald Trump's fault that George Soros and Hillary openly admit and took credit for funding this.
[00:42:15.912 --> 00:42:16.392]  He doesn't care.
[00:42:16.412 --> 00:42:17.432]  He wants to blame Donald Trump.
[00:42:17.652 --> 00:42:19.213]  He wants to take your free speech away.
[00:42:19.853 --> 00:42:22.614]  Ted Cruz, we now know who you are, buddy.
[00:42:22.654 --> 00:42:23.575]  You uncloaked fully.
[00:42:24.115 --> 00:42:27.496]  You're an operative, just as sure as the sun came up this morning, and we're coming after you.
[00:42:27.636 --> 00:42:28.136]  Here's a clip.
[00:42:29.277 --> 00:42:31.778]  But in any campaign, responsibility starts at the top.
[00:42:32.998 --> 00:42:35.059]  Any candidate is responsible for the culture.
[00:42:36.599 --> 00:42:37.319]  ...of the campaign.
[00:42:37.620 --> 00:42:47.065]  You create an environment... ...that only encourages... ...this sort of nasty discord.
[00:42:48.453 --> 00:42:56.362]  That is 100% leftist blueprint where they go, we're going to bring in the radical Muslims, let them pour oil on their wives' faces and rape you in the street.
[00:42:56.683 --> 00:42:59.386]  When you criticize it and they do violence, we're going to blame you for their violence.
[00:43:00.347 --> 00:43:02.550]  When they shoot you up, we're going to blame you and take your speech.
[00:43:02.990 --> 00:43:07.516]  Europe's now under martial law after they engineered this, and Cruz is an operative.
[00:43:08.396 --> 00:43:09.777]  Clean, pure drinking water.
[00:43:10.038 --> 00:43:11.339]  You can't survive without it.
[00:43:11.539 --> 00:43:12.440]  But where do you get it?
[00:43:12.740 --> 00:43:18.485]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:43:18.726 --> 00:43:24.451]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:43:24.631 --> 00:43:41.515]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:43:41.875 --> 00:43:44.016]  Filter capacity up to 5,000 gallons.
[00:43:44.356 --> 00:43:45.556]  Stainless steel construction.
[00:43:45.836 --> 00:43:46.556]  Easy assembly.
[00:43:46.877 --> 00:43:47.497]  Low maintenance.
[00:43:47.797 --> 00:43:49.617]  Replacement filters are simple to install.
[00:43:49.897 --> 00:43:57.040]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:43:57.160 --> 00:44:02.161]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:44:02.361 --> 00:44:04.922]  Go to InfowarsStore.com or call 888-253-3139.
[00:44:08.123 --> 00:44:08.583]  Hey, everyone!
[00:44:08.944 --> 00:44:14.809]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:44:15.069 --> 00:44:16.671]  You've all heard the shocking statistics.
[00:44:17.151 --> 00:44:27.080]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:44:27.440 --> 00:44:33.426]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:44:33.806 --> 00:44:34.207]  We're good to go.
[00:44:48.763 --> 00:44:49.223]  I think so.
[00:45:08.928 --> 00:45:12.149]  When cells become toxic, they die early and aging sets in.
[00:45:12.450 --> 00:45:20.453]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:45:20.693 --> 00:45:25.715]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:45:26.095 --> 00:45:28.396]  You want the best that's out there at the lowest price anywhere?
[00:45:28.636 --> 00:45:30.417]  We now have the synergistic solution.
[00:45:30.737 --> 00:45:34.919]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:45:38.937 --> 00:45:39.697]  Shower Filters.
[00:45:39.837 --> 00:45:41.438]  We're introducing the best yet.
[00:45:41.558 --> 00:45:45.480]  The brand new ProPure ProMax High Performance Shower Filter.
[00:45:45.640 --> 00:45:50.242]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:45:50.442 --> 00:45:57.385]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:45:57.525 --> 00:45:59.906]  You can find more details on this amazing new filter and
[00:46:00.026 --> 00:46:08.331]  Free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax shower filter from ProPure today.
[00:46:08.751 --> 00:46:15.135]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:46:15.586 --> 00:46:18.688]  I basically had my gallbladder out within the last nine months.
[00:46:18.768 --> 00:46:22.551]  I needed to get my digestive system working correctly again.
[00:46:22.631 --> 00:46:24.432]  So I stumbled on the X2.
[00:46:24.472 --> 00:46:25.232]  I needed a detox basically.
[00:46:39.343 --> 00:46:42.807]  I want to challenge the listeners who have not tried X2 for yourselves.
[00:46:43.007 --> 00:46:44.048]  What do you have to lose?
[00:46:44.328 --> 00:46:52.897]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[00:46:53.366 --> 00:46:57.207]  I noticed significant change in my digestive flow.
[00:46:57.227 --> 00:46:58.727]  I was, like, really more natural.
[00:46:58.987 --> 00:47:03.968]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:47:03.988 --> 00:47:05.549]  You're listening to the Alex Jones Show.
[00:47:31.457 --> 00:47:32.838]  Free speech was overrated.
[00:47:34.238 --> 00:47:36.619]  Real freedom is submission, global government.
[00:47:36.699 --> 00:47:38.720]  And it's friends.
[00:47:40.980 --> 00:47:46.442]  Get along so well.
[00:47:46.462 --> 00:47:48.543]  Waging war on corruption.
[00:47:49.003 --> 00:47:54.145]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:47:57.375 --> 00:47:58.737]  Dave Mustaine's new Megadeth album.
[00:47:58.777 --> 00:48:00.780]  Listen to some of it right there.
[00:48:00.801 --> 00:48:01.862]  Fred is real!
