[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:33.811 --> 01:08:39.175]  Coming up, why is there suddenly such a huge push for Mark of the Beast technology?
[01:08:39.635 --> 01:08:42.057]  Michael Schneider of the American Dream blog asked that question.
[01:08:42.457 --> 01:08:44.099]  Story's up on InfoWars.com.
[01:08:45.039 --> 01:08:49.623]  And I'm glad somebody pointed that out, because I used to harp on this 20 years ago, 15 years ago, made films about it.
[01:08:50.934 --> 01:08:53.176]  Now it is just all over the news.
[01:08:53.276 --> 01:08:56.599]  ABC News, NBC News, Fox News, like microchips for your kids.
[01:08:56.659 --> 01:08:57.580]  You know it's inevitable.
[01:08:58.141 --> 01:08:59.021]  That's the talking point.
[01:08:59.442 --> 01:09:08.690]  Because they're getting rid of cash, they're bringing in this control grid, they're going to use flooded borders, massive Al Qaeda, ISIS sleeper cell attacks in the future to push this idea.
[01:09:09.150 --> 01:09:14.755]  Huge identity theft scandals where governments and big corporations dump your identities out there by design
[01:09:15.416 --> 01:09:23.063]  So that you've got to be face scanned or biometrically identified to make sure your credit card or number is really being used by you.
[01:09:23.423 --> 01:09:29.468]  That will then also be an internet ID and be used to track, trace and control everything you do.
[01:09:30.809 --> 01:09:32.551]  The power to tax is the power to destroy.
[01:09:33.832 --> 01:09:38.616]  But then on top of that, they'll be able to kick you off the internet with three strikes.
[01:09:39.943 --> 01:09:42.126]  And then your identity will basically be gone.
[01:09:42.646 --> 01:09:44.408]  No one will be able to basically speak for you.
[01:09:44.689 --> 01:09:45.770]  They will have total control.
[01:09:46.050 --> 01:09:50.976]  That is their admitted master jewel in the crown plan.
[01:09:51.877 --> 01:09:58.565]  And boy, I tell you, if John the Revelator on the Isle of Patmos envisioning all of this 2,000 years ago wasn't
[01:10:01.829 --> 01:10:08.314]  Psychic, time traveler, super clairvoyant, you know, given a vision by God.
[01:10:08.774 --> 01:10:12.958]  He was one of the greatest science fiction writers of all time.
[01:10:16.420 --> 01:10:20.263]  No, no one started writing science fiction like that for the last 60, 70 years, folks.
[01:10:21.484 --> 01:10:22.445]  He wrote it 2,000 years ago.
[01:10:26.357 --> 01:10:26.958]  But it doesn't matter.
[01:10:27.178 --> 01:10:32.702]  Depeche Mode has a song making fun of him saying he stole his God from the Muslims.
[01:10:34.364 --> 01:10:42.351]  The Muslims didn't exist for hundreds and hundreds and hundreds and hundreds and hundreds and hundreds and hundreds and hundreds of years until after he died.
[01:10:42.371 --> 01:10:49.136]  In fact, can we go out with John the Revelator, put him in an elevator, take him up to the higher?
[01:10:49.156 --> 01:10:50.678]  You know what's funny though?
[01:10:51.854 --> 01:10:52.615]  I love Depeche Mode.
[01:10:52.635 --> 01:10:54.736]  Incredible artist, great music, one of my favorite bands.
[01:10:55.097 --> 01:11:01.142]  It's just, I hate it when I'm singing along to a song that sounds so good, I love it, when it's a lie!
[01:11:01.442 --> 01:11:02.143]  But you know what?
[01:11:02.223 --> 01:11:03.564]  It feels good, doesn't it?
[01:11:10.930 --> 01:11:14.193]  John the Revelator couldn't even hardly walk while he was having those visions.
[01:11:15.594 --> 01:11:16.054]  For days.
[01:11:17.415 --> 01:11:20.138]  By the way, you read about Ezekiel in Ezekiel.
[01:11:21.084 --> 01:11:25.305]  This was written 3,000 years ago, at least.
[01:11:27.246 --> 01:11:39.028]  And he sees giant craft with four spinning wheels of fire land and huge blue craft come off with crystal coverings over their heads and blue skin.
[01:11:39.048 --> 01:11:40.769]  He gets on his knee.
[01:11:42.606 --> 01:11:50.133]  And the angel tells him, take this, so you understand him, he takes this pill, and then has these visions.
[01:11:50.673 --> 01:11:51.934]  I mean, what is that?
[01:11:53.916 --> 01:12:01.603]  And it's all hiding in plain view, and the churches all go, oh, we'll explain that, it's all figurative, and we don't want anyone to lose, don't go there, okay, ha ha.
[01:12:01.923 --> 01:12:04.546]  That's what the masons at the higher level are covering up, folks.
[01:12:06.735 --> 01:12:08.441]  Because the public they don't think can handle it all.
[01:12:08.522 --> 01:12:09.706]  And I'm not even going there.
[01:12:09.887 --> 01:12:12.456]  I'm just saying this is what the elite actually believe.
[01:12:18.559 --> 01:12:42.080]  And a guy 2,000 years ago said, when you start seeing this, look out, they're going to set up a world government with 10 sub-regions, 3 mega-regions, and this number of leaders that give their power to a God-man who will be seen everywhere in the town squares and in the homes as a 3D creature that is see-through.
[01:12:42.660 --> 01:12:43.201]  Holograms.
[01:12:44.960 --> 01:12:47.762]  The next rollout, the next televisions are all hologram based.
[01:12:47.802 --> 01:12:49.082]  It's all happening.
[01:12:49.623 --> 01:12:53.905]  Speaking of technology, we take you now live to Germany.
[01:12:54.105 --> 01:12:55.125]  Do we have the guys in place yet?
[01:12:58.907 --> 01:13:00.648]  They're a little bit late getting in place where they are.
[01:13:00.668 --> 01:13:01.489]  They were in Dresden.
[01:13:02.069 --> 01:13:02.669]  Yes, they're there.
[01:13:03.450 --> 01:13:04.110]  We've got the feed.
[01:13:04.450 --> 01:13:09.573]  Let's let them get in place and then as soon as it's ready, give me a roger, okay?
[01:13:12.155 --> 01:13:12.715]  Copy that, good.
[01:13:14.534 --> 01:13:21.079]  Think about somebody a hundred years ago, a thousand years ago, watching a slash radio show, InfoWars.
[01:13:21.140 --> 01:13:22.881]  It's radio you watch.
[01:13:24.342 --> 01:13:34.591]  And I would say that I would be in studio in Austin talking to anybody that wanted to dial in in the world that has the technology, that's ubiquitous, and that we could be in Dresden, Germany at a nationalist rally.
[01:13:36.135 --> 01:13:38.497]  We're going to see if these are all white supremacists like we've been told.
[01:13:38.517 --> 01:13:40.258]  I don't see one white supremacist there.
[01:13:40.478 --> 01:13:50.104]  If you don't want your country wide open, people coming in that rape your women, telling you you've got to submit to them, I don't see any, any, any Nazi regalia except for that skull and bones flag.
[01:13:50.124 --> 01:13:55.108]  I don't know that's a Nazi flag, but usually the death set is associated with that.
[01:13:55.128 --> 01:13:56.569]  So we'll see exactly what it says.
[01:13:56.589 --> 01:14:03.173]  Probably be the Fed there to discredit them, because if there's one of those flags there, Merkel then claims she can shut down the whole event.
[01:14:03.693 --> 01:14:05.915]  But then she's gone further than that, just shutting them down, period.
[01:14:07.830 --> 01:14:09.292]  And reactivating the Stasi.
[01:14:10.594 --> 01:14:19.466]  I see some state flags, I see some... We're going to go to them live here in just a moment.
[01:14:19.747 --> 01:14:22.290]  Get on your radio listener, InfoWars.com forward slash show.
[01:14:23.703 --> 01:14:28.026]  And then coming up, I'm going to get to the attacks on free speech here in the United States that are intensifying.
[01:14:28.146 --> 01:14:39.653]  I'm going to get into Hillary Clinton obviously in deep trouble with another Secret Service agent with a book coming out that basically documents everything that an FBI agent 16, 17 years ago said he witnessed there.
[01:14:39.673 --> 01:14:43.555]  Remember the crack pipes, the Mao Zedong stuff hanging on the Christmas tree?
[01:14:43.575 --> 01:14:44.796]  People said, that's crazy.
[01:14:45.096 --> 01:14:47.277]  And then later the White House said, okay, we did it just for fun.
[01:14:47.317 --> 01:14:47.818]  It's a joke.
[01:14:48.398 --> 01:14:53.221]  Just like Google a few weeks ago had Mao Zedong stuff on its front page celebrating Mao Zedong.
[01:14:54.798 --> 01:14:55.518]  On their front page.
[01:14:55.799 --> 01:14:58.260]  You know, on December 25th they show a Christmas tree, not a cross.
[01:15:00.041 --> 01:15:03.883]  But when it's a Mao Zedong holiday, they show us Mao Zedong worship.
[01:15:04.503 --> 01:15:05.884]  A guy that killed 80 plus million people.
[01:15:06.084 --> 01:15:07.585]  I mean, how freakazoid is that?
[01:15:09.026 --> 01:15:09.967]  Can't show a cross.
[01:15:10.747 --> 01:15:12.248]  We can show you Mao Zedong.
[01:15:15.430 --> 01:15:16.890]  Can't have you a little drummer boy.
[01:15:16.910 --> 01:15:20.913]  We can have us some Mao Zedong.
[01:15:22.025 --> 01:15:24.386]  Greatest murderer in history of his own people!
[01:15:25.126 --> 01:15:30.808]  I'd actually see news articles going, Alex Jones was bashing Mao Tse-Tung and the Communist Chinese again today, because he doesn't like Asians.
[01:15:31.168 --> 01:15:34.289]  Yeah, I don't like a guy that killed 84 million Asians.
[01:15:35.569 --> 01:15:36.870]  And I'm not going to use my race card.
[01:15:36.890 --> 01:15:38.910]  People are like, who is this Korean girl?
[01:15:39.130 --> 01:15:40.791]  You say your sister is suddenly on TV with you?
[01:15:40.831 --> 01:15:41.411]  We didn't know that.
[01:15:41.831 --> 01:15:44.532]  Well, that's because in my 20 years on air, I might have said it 10, 15 times.
[01:15:45.332 --> 01:15:46.353]  Because it's not a race card.
[01:15:46.393 --> 01:15:46.953]  It's my sister.
[01:15:47.133 --> 01:15:47.533]  Adopted.
[01:15:48.985 --> 01:15:50.485]  I just, oh, I'm so sick of it all.
[01:15:50.505 --> 01:15:51.586]  I'm so tired of it.
[01:15:51.606 --> 01:15:52.966]  It's such idiocy.
[01:15:53.506 --> 01:15:55.486]  You kill 84 million Asians, you're a great guy.
[01:15:55.686 --> 01:15:56.887]  You're against it, you're a racist.
[01:15:57.947 --> 01:15:58.787]  We've lost our Skype feed.
[01:15:58.807 --> 01:16:00.387]  We're going to get back up in a moment and go to them.
[01:16:05.728 --> 01:16:13.850]  Before I go any further, though, obviously, it is extremely expensive to have Rob Dew and Josh Owens and Paul Watson, who's about to be there, in Germany.
[01:16:15.290 --> 01:16:17.791]  This is a news organization of over 50 people now.
[01:16:19.929 --> 01:16:29.874]  And I need to really get a couple more camera folks, and I need to get some more editors to be able to just get the bottleneck done, and also a few more writers to go through all the news we're gathering and actually get it out there.
[01:16:29.894 --> 01:16:35.357]  We'll have bombshell stuff, but just, you know, throw up 15 videos in one article and not even have time to look at them.
[01:16:35.397 --> 01:16:36.537]  Just, this is incredible!
[01:16:36.777 --> 01:16:39.959]  And there's just unbelievable gold exposing the New World Order there, but...
[01:16:41.243 --> 01:16:49.650]  That's why we need listeners to go through everything we do, and flag it for us, and help us, and post it to other sites, and write articles about it, and put it on other video sites.
[01:16:51.152 --> 01:17:04.984]  So many times, folks, you'll take one of our videos off our YouTube channel, or our Facebook channel, or our Daily Motion channel, you'll post it on your little YouTube channel that might have had 100,000 views over the years, and it'll get 10 million views, because they've got algorithms in there blocking our videos.
[01:17:06.625 --> 01:17:08.067]  Yes, we have a monetized YouTube channel.
[01:17:09.218 --> 01:17:18.305]  It doesn't pay for, it might pay for four days of operation a month.
[01:17:19.386 --> 01:17:27.391]  It might pay for the money I gotta spend, that channel with, I mean we're talking 25, 30 million views a month on one channel, conservatively.
[01:17:29.313 --> 01:17:31.935]  And it might pay to run this office three, four days.
[01:17:33.561 --> 01:17:37.783]  The money we make each month off YouTube helps fund a few days, maybe two or three.
[01:17:37.803 --> 01:17:38.663]  Okay?
[01:17:38.924 --> 01:17:40.304]  That's the nut I've got to crack.
[01:17:40.584 --> 01:17:42.105]  And by the way, I'm not complaining.
[01:17:42.125 --> 01:17:43.866]  We do this in Texas where it's inexpensive.
[01:17:44.406 --> 01:17:46.007]  You know, we try to pay our people decent though.
[01:17:48.268 --> 01:17:51.289]  I need everybody to go to m4warrestore.com and buy a Hillary for Prison shirt.
[01:17:51.650 --> 01:17:59.313]  Why would you not do it when this witch is trying to take the country over and destroy free speech and in-talk radio and the internet as we know it, and saying she wants to ban guns today?
[01:17:59.333 --> 01:17:59.954]  I've got the video.
[01:18:00.834 --> 01:18:02.615]  Saying that, you know, the government can restrict them.
[01:18:04.130 --> 01:18:05.630]  As if they haven't already done it enough.
[01:18:08.391 --> 01:18:11.592]  So go to InfoWareStore.com, get the limited edition Heller for Prison shirt.
[01:18:12.692 --> 01:18:18.693]  We also have two specials on the Alexa Pure Breeze that the sale ends 26% off.
[01:18:18.733 --> 01:18:19.513]  That ends today.
[01:18:19.533 --> 01:18:24.554]  It'll still be a great deal at, you know, 220-something bucks, but it's over 25% off right now.
[01:18:24.634 --> 01:18:26.255]  Four-stage filtration system.
[01:18:27.475 --> 01:18:27.855]  It is.
[01:18:30.158 --> 01:18:33.121]  $184.99 and the profit we make helps fund this operation.
[01:18:33.361 --> 01:18:37.264]  The air is so toxic, folks, you're crazy if you don't get one of these and put one in every room if you can afford it.
[01:18:37.805 --> 01:18:40.827]  We also, this is the last day for 20% off on lung cleanse.
[01:18:41.809 --> 01:18:44.530]  Because it will sell out today, as I predicted.
[01:18:44.550 --> 01:18:45.671]  We won't get more in for a month.
[01:18:46.151 --> 01:18:49.932]  It's an amazing essential oil combination that is the best out there, in my view.
[01:18:50.272 --> 01:18:56.295]  And when my throat's scratchy, or I've got a sore throat, whatever, it works better than anything I've ever tried before, and I'm in broadcasting.
[01:18:56.315 --> 01:18:57.055]  I've tried a lot of stuff.
[01:18:57.415 --> 01:19:00.877]  Infowarsstore.com, Infowarslife.com, or call toll-free, 888-253-3139.
[01:19:01.037 --> 01:19:03.738]  Tell Dewey he's got four minutes.
[01:19:03.878 --> 01:19:06.859]  We're going to go to break, and when I'm going to come back, I'm going to write to him.
[01:19:08.587 --> 01:19:11.369]  So, again, InfoWarsLife.com.
[01:19:11.910 --> 01:19:13.311]  Brain Force is excellent as well.
[01:19:13.331 --> 01:19:14.451]  You've heard the rave reviews of that.
[01:19:14.531 --> 01:19:15.772]  Survival Shield X2.
[01:19:16.213 --> 01:19:17.013]  Secret 12.
[01:19:17.574 --> 01:19:22.197]  Most people don't absorb vitamin B12 in the gut anymore because of the toxicity, all the chemicals, the GMOs.
[01:19:22.257 --> 01:19:23.978]  For whatever reason, look up the studies.
[01:19:24.399 --> 01:19:27.341]  But if you put it under your tongue for about a minute, you absorb a lot of it.
[01:19:27.381 --> 01:19:28.262]  Almost like it's a shot.
[01:19:29.096 --> 01:19:31.677]  And this is the exact stuff people inject, but I don't inject this.
[01:19:31.717 --> 01:19:32.457]  It's not designed for that.
[01:19:32.757 --> 01:19:33.818]  It's methylcobalamin.
[01:19:34.478 --> 01:19:41.240]  80% of its status, another acetylcobalamin, or however you pronounce it, is the top type that helps you absorb the other.
[01:19:41.940 --> 01:19:44.001]  So it's designed for maximum absorption.
[01:19:44.281 --> 01:19:45.321]  Sign up for AutoShip.
[01:19:45.922 --> 01:19:49.563]  Get 10% off on the additional specials that are already running.
[01:19:50.043 --> 01:19:52.724]  And on orders of $50 or more, get free shipping.
[01:19:54.179 --> 01:19:59.607]  Infowarsstore.com, Infowarslife.com and know you're funding the tip of the spear in the fight for human liberty.
[01:19:59.967 --> 01:20:02.851]  Our reporters live from Dresden, Germany.
[01:20:03.252 --> 01:20:07.438]  Straight ahead at the site of a nationalist rally which Merkel has said is illegal.
[01:20:07.738 --> 01:20:09.320]  These are people braving threat of arrest.
[01:20:10.424 --> 01:20:23.128]  This message is not just addressed to my fellow Americans, but addressed to people across the world of every race, color, and creed who believe in free speech, enshrined here in our republic as the First Amendment.
[01:20:23.788 --> 01:20:27.189]  It's the First Amendment to the Bill of Rights because it is the most important.
[01:20:27.209 --> 01:20:31.970]  The right to speak, the right to publish, the right to assemble, the right to petition, the right to
[01:20:32.230 --> 01:20:36.172]  Practice your own religion and not having a state run or authorized system.
[01:20:36.332 --> 01:20:45.616]  We have seen Facebook, Google, Twitter, and other media platforms increasingly censor even mainline libertarian and conservative ideas.
[01:20:45.896 --> 01:20:57.441]  Ladies and gentlemen, Facebook, if it's able to successfully get away with censoring a wide spectrum of ideas that the establishment doesn't agree with, not just conservatives, will set a mega massive precedent.
[01:20:57.941 --> 01:20:59.441]  Facebook's over a third of the internet.
[01:20:59.601 --> 01:21:00.142]  You think about that?
[01:21:00.642 --> 01:21:02.082]  Of the traffic and people visiting things.
[01:21:02.502 --> 01:21:03.102]  And then it's over.
[01:21:03.422 --> 01:21:07.723]  You think it's bad that communist China with a billion, 300 million people is censoring?
[01:21:08.564 --> 01:21:15.805]  Zuckerberg, who calls his users dumb effers, has been meeting with the Chinese censorship leadership, openly trying to tweak it.
[01:21:15.925 --> 01:21:20.867]  He met with Merkel, and openly in a hot mic, said, don't worry, I'm going to start suppressing and censoring people.
[01:21:21.007 --> 01:21:25.468]  They report when someone criticizes open borders to the German government, and they come and arrest you.
[01:21:25.628 --> 01:21:26.428]  This is a global
[01:21:27.108 --> 01:21:29.609]  This is the worst phenomenon that's taking place right now.
[01:21:29.789 --> 01:21:33.870]  They're passing laws in Canada to arrest people that criticize transgender.
[01:21:34.030 --> 01:21:35.230]  Well, that's your free speech!
[01:21:35.530 --> 01:21:37.991]  It's not hate propaganda as they call it.
[01:21:38.291 --> 01:21:44.893]  If they set the precedent on these issues, they will basically ban any other type of speech that the globalists don't want.
[01:21:44.973 --> 01:21:47.093]  This is the ultimate threat to humanity.
[01:21:47.493 --> 01:21:49.654]  This is worse than what we saw in the Soviet Union.
[01:21:50.074 --> 01:21:53.835]  This is right out of Nazi Germany or right out of Maoist China.
[01:21:54.255 --> 01:21:55.595]  So we're fighting for free speech.
[01:21:55.935 --> 01:22:05.997]  When you spread the word about InfoWars.com, our videos, our stories, our reports, and when you post it on different platforms, that circumvents their AI systems that are trying to restrict the flow of information.
[01:22:06.137 --> 01:22:08.078]  We stand together or we hang separate.
[01:22:08.258 --> 01:22:13.138]  Another thing we're doing is not just battling to stop the censorship, we're also building other platforms.
[01:22:13.559 --> 01:22:21.300]  Getting on as many third-party systems as there are out there and spreading the word of basic free market liberty and human empowerment and the new renaissance.
[01:22:21.860 --> 01:22:25.141]  But also the experts I've talked to said, Alex, you missed the boat.
[01:22:25.161 --> 01:22:28.643]  You've been a pioneer in many ways, but you haven't promoted email.
[01:22:28.663 --> 01:22:30.824]  And I said, yeah, I don't ever really market on email.
[01:22:30.924 --> 01:22:32.745]  I just, I just, it's low tech.
[01:22:32.925 --> 01:22:33.725]  And they're like, no, no, no.
[01:22:33.765 --> 01:22:35.246]  That's what's going to be hard to censor.
[01:22:35.306 --> 01:22:48.431]  Even if the internet kill switch comes into place, there are systems and there are developments that make it very hard still to stop email and to stop that information being sent over networks, you name it.
[01:22:48.511 --> 01:22:49.912]  So it's essential.
[01:22:50.892 --> 01:23:02.135]  That everybody go to InfoWars.com forward slash newsletter to get exclusive articles, videos, promo code sometimes, the shopping cart like we had a few weeks ago with Hillary for prison, 50% off.
[01:23:02.436 --> 01:23:07.277]  I mean there are some big discounts we send to incentivize people and plus you're some of the most hardcore patriots.
[01:23:07.577 --> 01:23:11.918]  You can send the email and the newsletter on with exclusive videos and articles many days.
[01:23:12.579 --> 01:23:13.519]  So that's another great reason.
[01:23:13.539 --> 01:23:19.861]  But overall, it's so that we have direct contact with fellow patriots out there around the world.
[01:23:20.381 --> 01:23:29.064]  And if they try to start shutting our websites down and other things, which they've tried to do, and kick us off Facebook, Twitter, YouTube, you name it, we'll be able to send you direct videos
[01:23:29.764 --> 01:23:31.665]  That you can then send on to others.
[01:23:32.325 --> 01:23:51.616]  We've all got to start thinking about censorship and actively fighting it, getting more active and not taking independent liberty-based media for granted, which I know you don't do, but really having a sense of urgency and getting the info out more while building new avenues on cutting-edge tech and cutting-edge platforms, but also old tech like email.
[01:23:51.876 --> 01:23:52.937]  So please join
[01:23:53.817 --> 01:23:59.260]  Hundreds of thousands of others that have been signing up every few months at InfoWars.com forward slash newsletter.
[01:23:59.600 --> 01:24:08.705]  And you can also spread the word about our free feeds and more podcasts, Android apps, iPhone apps, it's all free at InfoWars.com forward slash show.
[01:24:20.612 --> 01:24:25.098]  It's Alex Jones and the GCN Radio Network.
[01:24:25.259 --> 01:24:26.000]  Alright!
[01:24:33.031 --> 01:24:34.252]  Rob Dew is in Dresden.
[01:24:34.272 --> 01:24:38.053]  They've just started meeting at the town center and have just started marching.
[01:24:38.073 --> 01:24:43.635]  And they're, I'm told, going to be marching into some of the illegal alien invasion centers.
[01:24:44.296 --> 01:24:54.680]  We've had the German police and security forces try to tell Dew and crew they're not allowed to interview people or allowed to cover things, even from outside the refugee centers.
[01:24:55.160 --> 01:24:56.580]  This is the attack on free speech.
[01:24:56.921 --> 01:24:58.561]  We now take you to Rob Dew.
[01:24:58.621 --> 01:25:00.182]  Rob Dew, thank you for joining us.
[01:25:00.962 --> 01:25:02.964]  How was your trip to Germany, and what have you witnessed so far?
[01:25:03.865 --> 01:25:05.426]  Well, I feel like I haven't slept much.
[01:25:05.446 --> 01:25:06.767]  We've been doing a lot of traveling.
[01:25:06.787 --> 01:25:10.991]  We started off in Munich, and as you saw from the video yesterday, we went to one of the migrant centers.
[01:25:11.011 --> 01:25:13.593]  We went to a couple, and there weren't any people outside.
[01:25:13.893 --> 01:25:16.395]  The third one we went to, there were several people outside.
[01:25:16.415 --> 01:25:22.841]  We went and tried to talk to two men from Afghanistan, fighting-age men, of course, young men, and immediately the staff
[01:25:23.280 --> 01:25:27.621]  Tore out of the building at us, started screaming at us, grabbing us, pushing our cameras down.
[01:25:28.102 --> 01:25:29.662]  It was a pretty hostile situation.
[01:25:30.542 --> 01:25:36.444]  We happened to be with an activist named Michael Studenberger, who's with the Free German Party.
[01:25:37.385 --> 01:25:39.105]  A very small group, but very anti-immigration.
[01:25:39.125 --> 01:25:43.067]  In fact, he was just speaking at the event here in this town square.
[01:25:43.567 --> 01:25:46.788]  You could see he was flanked by women wearing hijabs.
[01:25:47.608 --> 01:25:48.649]  Obviously, they were fake.
[01:25:48.669 --> 01:25:49.869]  They were there for protesting.
[01:25:50.424 --> 01:25:53.045]  But now it looks like everybody's about to march around the city.
[01:25:53.465 --> 01:25:55.925]  There's a lot of flags, a lot of German flags.
[01:25:56.465 --> 01:25:59.246]  I think, not sure what that is, that might be a Bavarian flag.
[01:25:59.386 --> 01:26:03.707]  I also see, I also see Merkel depicted as a Nazi, so I haven't seen any... Exactly.
[01:26:03.727 --> 01:26:05.087]  Any Nazi flags.
[01:26:06.007 --> 01:26:08.667]  I did shoot a, I shot a quick video of that.
[01:26:09.168 --> 01:26:09.828]  Merkel as a Nazi.
[01:26:09.848 --> 01:26:12.848]  There's a guy wearing a shirt right there as Merkel as a Nazi.
[01:26:12.948 --> 01:26:14.969]  Maybe we can get a close-up shot of him.
[01:26:14.989 --> 01:26:16.629]  There's a sign right there, Josh, see the sign?
[01:26:17.011 --> 01:26:17.591]  Yes, I see it.
[01:26:17.611 --> 01:26:18.052]  Good job.
[01:26:18.072 --> 01:26:22.394]  Did you have any trouble getting into Germany when you told them you were there to cover Bilderberg?
[01:26:23.375 --> 01:26:23.555]  No.
[01:26:23.775 --> 01:26:25.196]  No one has said anything yet.
[01:26:25.216 --> 01:26:28.077]  In fact, when we went through customs, it was, uh, how long are you going to be here?
[01:26:28.097 --> 01:26:29.798]  Um, where are you going?
[01:26:29.918 --> 01:26:30.439]  And that was it.
[01:26:30.579 --> 01:26:31.740]  They didn't really want to know much more.
[01:26:32.300 --> 01:26:34.201]  And so they, uh, they sent us on our way.
[01:26:34.521 --> 01:26:35.662]  Have had no problems yet.
[01:26:35.682 --> 01:26:38.003]  We are checking into the Hotel Bilderberg this afternoon.
[01:26:38.043 --> 01:26:40.164]  We just arrived into Dresden.
[01:26:40.204 --> 01:26:44.547]  We had a long, it was a little bit longer drive than we thought from Nuremberg to, um,
[01:26:45.734 --> 01:26:46.595]  Nuremberg 2, Dresden.
[01:26:46.635 --> 01:26:48.656]  But, we did have an interesting interview today.
[01:26:48.696 --> 01:26:53.459]  We stopped in a small town of about 40,000 people, where they house about 1,000 migrants.
[01:26:53.559 --> 01:26:58.061]  Illegal invaders brought in by the EU to break the border.
[01:26:58.081 --> 01:26:58.402]  Go ahead.
[01:26:59.242 --> 01:26:59.702]  Exactly.
[01:27:00.243 --> 01:27:01.163]  Josh, if you can make it up here.
[01:27:02.819 --> 01:27:07.583]  We stopped and talked, and this time we went and talked to him, and one of the guys spoke English, and he talked to us.
[01:27:07.623 --> 01:27:09.665]  We did a 25 minute interview that we're about to post.
[01:27:09.685 --> 01:27:15.810]  We're going to post half of it, and then right now, edit it down, and then we're going to post the rest in a couple days.
[01:27:16.090 --> 01:27:19.653]  But his name was Mohammed, and he was from Syria, and most of the people there were from Syria.
[01:27:20.325 --> 01:27:25.247]  And he explained why most of the men that were fighting age that were coming in from his point of view.
[01:27:25.607 --> 01:27:30.688]  He also had some interesting things to say about Assad and how he is treated by the German people.
[01:27:31.088 --> 01:27:32.809]  He said, we're looked down on.
[01:27:32.829 --> 01:27:33.789]  We don't feel welcome here.
[01:27:34.730 --> 01:27:36.750]  And I said, well, so what do you get?
[01:27:36.770 --> 01:27:38.011]  And they go, well, we get free housing.
[01:27:38.051 --> 01:27:38.731]  We get free food.
[01:27:38.751 --> 01:27:39.991]  We don't have to worry about anything.
[01:27:40.391 --> 01:27:41.572]  But I don't really like it here.
[01:27:43.004 --> 01:27:47.425]  You're giving these people pretty much everything to live, and they still are not happy.
[01:27:47.866 --> 01:27:51.547]  But he said he does want to integrate, and he is for, you know, people integrating.
[01:27:51.567 --> 01:27:59.249]  So it's a long interview, and I think this will put to rest any notion that, you know, InfoWars is this racist opposition, we're just screaming at people.
[01:27:59.669 --> 01:28:00.510]  Well, here's the deal.
[01:28:00.650 --> 01:28:01.690]  That's fine.
[01:28:02.170 --> 01:28:04.411]  No one is ever going to stop saying that, no matter what we do.
[01:28:04.851 --> 01:28:07.352]  So that's fine to show the big long form things and be fair.
[01:28:07.992 --> 01:28:14.015]  The truth is, some of these immigrants aren't bad people, but they're being brought in to bring down the civilization.
[01:28:14.075 --> 01:28:15.136]  It's a globalist project.
[01:28:15.376 --> 01:28:18.377]  So they always make it about the people themselves instead of why it's being done.
[01:28:18.878 --> 01:28:20.519]  And so we're big picture.
[01:28:20.579 --> 01:28:21.299]  That's what we're doing.
[01:28:21.539 --> 01:28:24.441]  The truth is, you're not even allowed to go to Saudi Arabia, Rob.
[01:28:24.461 --> 01:28:26.181]  Okay, and wear a cross around your neck.
[01:28:26.502 --> 01:28:28.623]  They have police that will come up and tell you, cover it up.
[01:28:29.083 --> 01:28:34.786]  So these people aren't inclusive to us, and we're not here to pay for everything, because the EU wants to break our countries.
[01:28:35.905 --> 01:28:38.826]  Yes, totally agree with you Alex, 100% with you on there.
[01:28:39.346 --> 01:28:46.389]  And from what I'm gathering, this happens every first Monday of the month, is what you can see is going on right now.
[01:28:46.449 --> 01:28:52.092]  People mass demonstrating against the anti-immigration, anti-migration policy.
[01:28:52.752 --> 01:28:56.154]  By the way, I don't see any skinheads, any Nazi flags.
[01:28:56.614 --> 01:28:57.514]  These are like normal people.
[01:28:58.474 --> 01:28:59.755]  What does this sign say in English?
[01:29:05.023 --> 01:29:05.463]  Alright.
[01:29:05.644 --> 01:29:07.745]  That's an anti-Bilderberger sign right there.
[01:29:08.766 --> 01:29:09.126]  Exactly.
[01:29:09.146 --> 01:29:09.687]  Oh yeah, we know.
[01:29:09.727 --> 01:29:10.387]  We're here to cover it.
[01:29:10.707 --> 01:29:11.768]  So good job.
[01:29:13.009 --> 01:29:15.031]  So you've got anti-globalists that get the program.
[01:29:15.051 --> 01:29:16.232]  You've got a bunch of nationalists.
[01:29:16.252 --> 01:29:17.212]  People with state flags.
[01:29:17.533 --> 01:29:20.395]  I saw one that has a skull and crossbones and it says something on the top.
[01:29:20.835 --> 01:29:22.476]  That could be fascist related.
[01:29:22.677 --> 01:29:23.517]  But that's their right.
[01:29:23.998 --> 01:29:24.978]  If they have any free speech.
[01:29:24.998 --> 01:29:25.919]  But let's find out.
[01:29:26.480 --> 01:29:27.260]  I saw at least two.
[01:29:27.300 --> 01:29:29.822]  There's one there and I'll see if I can find another one close by.
[01:29:29.842 --> 01:29:31.824]  I have a sneaky suspicion that's just some party.
[01:29:33.140 --> 01:29:37.581]  And I did see a couple of Nazi symbols with a slash through it right now.
[01:29:37.601 --> 01:29:38.942]  So you can see everybody's filing out now.
[01:29:38.962 --> 01:29:40.922]  They're going to march around the city.
