[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[00:46:56.180 --> 00:46:56.920]  It didn't exist.
[00:46:57.681 --> 00:47:00.702]  And they had people that had been in Delta Force write other articles about it.
[00:47:00.762 --> 00:47:01.963]  No, indeed, this is going on.
[00:47:02.283 --> 00:47:04.364]  So they'd go on air and say there's no such thing as black helicopters.
[00:47:04.844 --> 00:47:11.047]  Well, I was sick of people saying I was lying about it, so I went out and caught black helicopters running operations and who they were many times.
[00:47:12.176 --> 00:47:24.240]  Once in San Antonio, even after the police had thrown him out, we were videotaping the aftermath of a drill, and they just had a guy get out an MP with a gun, walk over, pull his gun out, and say, give me your video camera.
[00:47:25.500 --> 00:47:26.360]  I said, give it to him, Mike.
[00:47:26.620 --> 00:47:27.861]  Mike said, no, First Amendment.
[00:47:28.141 --> 00:47:35.723]  Takes the gun, sticks it to Mike's chest, takes it away, takes the tape, drives off, says, stay here.
[00:47:35.743 --> 00:47:37.523]  I go, no, let's see what they do.
[00:47:37.803 --> 00:47:39.624]  Comes back with the erased tape 20 minutes later.
[00:47:44.707 --> 00:47:46.928]  I mean, that's the type of stuff we've had to deal with, folks.
[00:47:48.209 --> 00:47:53.152]  And can you just imagine all the other things that are going on, all the other things that are happening.
[00:47:53.172 --> 00:48:06.040]  I mean, let me tell you, you'll realize how evil this government is and what they'll do when you're in the woods trying to cover a military drill at a park next to an airfield, and they try to burn stuff down and blame it on you.
[00:48:06.060 --> 00:48:07.500]  We're not in Kansas anymore.
[00:48:08.601 --> 00:48:09.702]  And people need
[00:48:11.940 --> 00:48:14.482]  To stop being so incredibly naive.
[00:48:15.822 --> 00:48:19.164]  People need to stop being so mindless and admit how much trouble we're in.
[00:48:19.524 --> 00:48:21.326]  And speaking of that, let's shift gears to this.
[00:48:22.466 --> 00:48:26.048]  Sanders' campaign worried Microsoft's app will misrepresent Iowa caucus votes.
[00:48:26.829 --> 00:48:28.970]  You got an app for both parties?
[00:48:29.550 --> 00:48:31.412]  Now run, quote, for the first time?
[00:48:31.432 --> 00:48:34.213]  That'll tell everybody what's happening?
[00:48:34.313 --> 00:48:36.915]  And so Sanders is smart with his little commie friends.
[00:48:39.087 --> 00:48:42.648]  Because let me tell you, we've seen polls out there where he gets double or triple what Hillary does.
[00:48:42.709 --> 00:48:44.609]  I mean, I don't believe this stuff that he's neck and neck with her.
[00:48:44.629 --> 00:48:45.390]  He's way ahead of her.
[00:48:45.810 --> 00:48:47.070]  I mean, I know who the constituents are.
[00:48:47.090 --> 00:48:50.832]  A bunch of something-for-nothing people who like her because they thought she was a communist.
[00:48:50.872 --> 00:48:52.172]  Now they know she's filthy rich.
[00:48:52.573 --> 00:48:56.234]  Sanders has been attacking all that, and she's an insider, so she's losing her support.
[00:48:56.834 --> 00:49:01.416]  Of course, if you give a corporation like Microsoft the control over something, they're going to do it.
[00:49:01.596 --> 00:49:02.857]  They've gotten away with everything!
[00:49:04.119 --> 00:49:07.502]  Microsoft is a spinoff to get around antitrust laws of IBM.
[00:49:08.363 --> 00:49:13.868]  IBM literally created Hitler, ran the machines with the numbers on people, the holler of machines.
[00:49:13.888 --> 00:49:15.950]  Just Google IBM and the Holocaust.
[00:49:17.191 --> 00:49:19.714]  And Thomas Watson, it's the Watson computer.
[00:49:21.684 --> 00:49:22.865]  Well, Watson's the big deep blue.
[00:49:22.905 --> 00:49:27.788]  It's the Thomas computer, his first name, that decides who to kill at the VA and not give treatment to.
[00:49:28.148 --> 00:49:32.771]  It's the Thomas computer that's going to decide now, if you're on social security, whether or not your guns should be taken.
[00:49:32.791 --> 00:49:34.893]  I mean, they just run basically everything.
[00:49:35.473 --> 00:49:44.619]  And Microsoft is their front company and involved in eugenics and secret vaccine programs and vaccines and food and covert operations and weather control.
[00:49:44.859 --> 00:49:46.120]  Just everything I say, Google it.
[00:49:46.600 --> 00:49:49.222]  It's the foremost black op cut out front group.
[00:49:50.851 --> 00:49:54.034]  And he's absolutely right that that's going on.
[00:49:54.114 --> 00:50:01.260]  On Wednesday, the Bernie Sanders campaign said it was concerned software giant Microsoft will tamper with caucus's election vote tallies in Iowa next week.
[00:50:02.681 --> 00:50:04.923]  And that's why they're setting up their own parallel system to track it.
[00:50:05.083 --> 00:50:05.704]  Absolutely.
[00:50:06.544 --> 00:50:09.907]  You always catch these groups cheating, but it's like, well, this tally didn't match up.
[00:50:10.207 --> 00:50:12.369]  And by then, the mainstream media has moved on to the next lie.
[00:50:12.609 --> 00:50:18.034]  Well, now there's alternative media that's bigger than mainstream media in many cases, so they can't just do this in the dark.
[00:50:19.369 --> 00:50:30.632]  Microsoft is partnered with both establishment parties and will provide a mobile embedded cloud-based platform that will facilitate accuracy and efficiency of the reporting process according to their website.
[00:50:31.766 --> 00:50:39.912]  You have to ask yourself why they'd want to give something like that away for free, said Pete D. Alessandro, who was heading up the Sanders campaign in Iowa.
[00:50:40.252 --> 00:50:50.120]  Both the Sanders and Clinton campaigns have built reporting systems based on Microsoft App, in addition to taking money in the past from Citigroup, Goldman Sachs, JP Morgans, and George Soros, and it just goes on to Clinton's pedigree.
[00:50:50.800 --> 00:50:52.301]  Absolutely!
[00:50:52.742 --> 00:50:54.143]  Do the Clintons rig elections?
[00:50:55.063 --> 00:50:58.306]  Do big old brown bears go poo-poo in the woods?
[00:50:59.327 --> 00:50:59.527]  Huh?
[00:51:01.278 --> 00:51:06.961]  That's like saying to Santa Claus, wear a red and white elf outfit with black boots.
[00:51:07.821 --> 00:51:09.242]  We'll be right back.
[00:51:10.263 --> 00:51:11.463]  Are you prepared to bug out?
[00:51:11.483 --> 00:51:19.447]  Infidel Body Armor and an Army Ranger have produced a high-speed DVD and book to show you how to drive in combat, patrol, and how to survive in combat.
[00:51:19.467 --> 00:51:21.468]  Skills you'll need when it hits the fan.
[00:51:21.568 --> 00:51:23.189]  Go to DrivenDVD.com.
[00:51:23.289 --> 00:51:24.970]  DrivenDVD.com.
[00:51:25.310 --> 00:51:29.072]  Advertising your business with GCN is simple, effective, and more
[00:51:30.683 --> 00:51:34.192]  Visit advertise.gcnlive.com for more info.
[00:51:34.333 --> 00:51:36.057]  Take your business to the next level.
[00:51:36.278 --> 00:51:38.042]  That's advertise.gcnlive.com.
[00:51:40.438 --> 00:51:41.219]  This is Dan Pilla.
[00:51:41.239 --> 00:51:42.740]  Do you have the IRS money you can't pay?
[00:51:43.040 --> 00:51:44.341]  Are tax debts crippling you?
[00:51:44.701 --> 00:51:47.043]  I've defended people from the IRS for over 30 years.
[00:51:47.524 --> 00:51:49.385]  I've helped thousands and I can help you too.
[00:51:49.825 --> 00:51:53.868]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:51:54.329 --> 00:51:58.032]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:51:58.272 --> 00:52:01.735]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:52:02.055 --> 00:52:02.355]  Call 800-34-NO-TAX.
[00:52:02.375 --> 00:52:03.796]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:52:09.702 --> 00:52:16.424]  Something just happened that has explained why survival food is literally flying off the shelves and has sold out in many areas of the country.
[00:52:16.784 --> 00:52:20.445]  It caught me totally by surprise, and it involves FEMA.
[00:52:20.785 --> 00:52:23.746]  I couldn't believe FEMA tried this until I saw proof.
[00:52:24.186 --> 00:52:29.267]  Revealing their secret could land me in hot water, but I think you deserve to know exactly what they're doing.
[00:52:29.867 --> 00:52:33.888]  Watch the viral video at FEMA3.com before it disappears again.
[00:52:34.228 --> 00:52:39.829]  But be warned, it's really disturbing because the fact is, they must know something we don't.
[00:52:40.389 --> 00:52:50.412]  Go to FEMA3.com to see the number one item you should be hoarding and why supplies of this critical item are so low or even completely sold out at many stores across America.
[00:52:51.132 --> 00:52:52.013]  Don't miss out.
[00:52:52.353 --> 00:52:57.078]  Watch the controversial video that thousands of other smart patriots have already seen in recent days.
[00:52:57.558 --> 00:53:02.803]  Go to FEMA3.com and discover the number one most critical item in a crisis.
[00:53:03.143 --> 00:53:06.466]  Watch the shocking video right now at FEMA3.com.
[00:53:06.807 --> 00:53:07.908]  Again, that's FEMA3.com.
[00:53:09.289 --> 00:53:11.711]  Hunters, anglers, campers, and survivalists.
[00:53:11.911 --> 00:53:12.851]  Get back to nature.
[00:53:13.011 --> 00:53:20.056]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:53:20.196 --> 00:53:23.378]  Slingbow products are compact and models start from just $17.98.
[00:53:23.558 --> 00:53:26.820]  They're perfect for your bug out bag or storing in your vehicle.
[00:53:27.040 --> 00:53:30.943]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:53:31.183 --> 00:53:35.486]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:53:35.706 --> 00:53:38.348]  Feel the thrill only at slingbow.com.
[00:53:38.948 --> 00:53:42.349]  Today, more than ever, it's imperative that you protect your digital privacy.
[00:53:42.489 --> 00:53:55.153]  EDEC Digital Forensics Signal Blocking Anti-Radiation Anti-Surveillance Faraday Bags shield the contents of your phones, tablets, and key fobs from 4G, Wi-Fi, GPS, Bluetooth, NFC, and more.
[00:53:55.274 --> 00:54:00.135]  Find us at edecdf.com slash radio or call us now at 805-222-4584.
[00:54:00.155 --> 00:54:00.415]  That's 805-222-4584.
[00:54:00.435 --> 00:54:02.496]  Radio listeners get 20% off your order.
[00:54:24.901 --> 00:54:25.482]  We are back.
[00:54:25.502 --> 00:54:32.328]  You know, I'm really glad that Drudge Report is linked to this MSNBC article because a lot of other media isn't really covering it.
[00:54:33.789 --> 00:54:37.733]  And I don't normally even go with MSNBC, but they love their little Commie Sanders.
[00:54:39.214 --> 00:54:45.901]  And it is bold for Sanders to call out the elephant in the room because election fraud is really a big problem.
[00:54:47.382 --> 00:54:50.425]  And if you don't think Hillary isn't going to use that in Iowa,
[00:54:52.182 --> 00:54:57.884]  And if folks don't know that Microsoft is as crooked as a dog's back leg, then you need to get educated.
[00:54:57.924 --> 00:54:59.165]  I'm talking to new listeners out there.
[00:55:00.145 --> 00:55:01.406]  Here's the MSNBC article.
[00:55:02.546 --> 00:55:06.528]  Sanders camps suspicious of Microsoft's influence in Iowa caucuses.
[00:55:09.569 --> 00:55:11.870]  And more and more we see the election fraud.
[00:55:13.211 --> 00:55:18.233]  I personally, many years ago, when Pat Buchanan was running, went down and volunteered
[00:55:21.147 --> 00:55:24.089]  At the election center and the old convention center they tore down in Austin.
[00:55:24.849 --> 00:55:30.133]  And I was there stacking up the ballots in the so-called, you know, Democrat town of Austin, but it was the Republican primary.
[00:55:30.933 --> 00:55:33.655]  And I mean, like 60, 70% were for Pat Buchanan.
[00:55:33.675 --> 00:55:36.056]  There were Pat Buchanan signs everywhere.
[00:55:36.837 --> 00:55:42.360]  He was kind of the proto Donald Trump, dark horse that folks wanted.
[00:55:44.321 --> 00:55:46.563]  They didn't want, who was it then, Bob Dole?
[00:55:49.836 --> 00:55:53.099]  And it came out on the news that night.
[00:55:53.839 --> 00:55:56.442]  Oh, we've crossed over 60% of the tallies and it's clear.
[00:55:56.902 --> 00:55:59.364]  Pat Buchanan, I think it was like 9% or something.
[00:55:59.384 --> 00:56:01.886]  And then the establishment candidate was the vast majority.
[00:56:02.427 --> 00:56:07.010]  And I walked around and talked to people in there and I said, are your stacks the same as mine from different precincts?
[00:56:07.391 --> 00:56:08.532]  Almost all Pat Buchanan.
[00:56:08.552 --> 00:56:09.913]  They go, yeah, it's Pat Buchanan's winning.
[00:56:10.782 --> 00:56:14.586]  Then we take the stacks of Scantrons and stick them in a big machine.
[00:56:15.106 --> 00:56:16.307]  And they have little data tapes.
[00:56:16.988 --> 00:56:20.912]  And then somewhere in the data tapes, well, everybody knows what happens.
[00:56:23.715 --> 00:56:25.716]  And then I even went and challenged the election results.
[00:56:26.037 --> 00:56:26.998]  The state board heard it.
[00:56:27.018 --> 00:56:31.462]  It was on the county commissioner's TV, you name it.
[00:56:32.783 --> 00:56:33.184]  On cable.
[00:56:35.387 --> 00:56:43.031]  And I got up and yelled at them, you know, after they came back a week later and said, the State Board looked at it and agrees there are anomalies and problems, but we are certifying this.
[00:56:44.271 --> 00:56:45.052]  They certify it.
[00:56:46.272 --> 00:56:48.113]  So I yelled at them and said, this is all tyranny.
[00:56:48.614 --> 00:56:51.135]  So then they had the SWAT team that was in the building next door.
[00:56:51.795 --> 00:56:53.996]  The next week when I was there, come and sit on both sides of me.
[00:56:54.276 --> 00:56:55.437]  I want to find that footage.
[00:56:56.277 --> 00:56:56.978]  It was pretty funny.
[00:56:58.078 --> 00:56:59.119]  Anyways, and then, uh,
[00:57:00.572 --> 00:57:02.255]  They're like, Alex, there's no election fraud.
[00:57:02.295 --> 00:57:02.897]  I go, oh yeah?
[00:57:03.518 --> 00:57:04.780]  So they go, here, come on over to our office.
[00:57:04.800 --> 00:57:09.911]  So I go over there and there's like Oklahoma City's and inside job videos on the wall and all the rest of it.
[00:57:11.957 --> 00:57:18.582]  I went back and met with the head of the SWAT team, named Lieutenant Beck, and he goes, Alex, there's no Delta Force coming.
[00:57:18.602 --> 00:57:20.463]  There's no black helicopters.
[00:57:20.563 --> 00:57:27.188]  I was a Marine in Vietnam, and I'm, you know, on the intelligence group of the state as well.
[00:57:27.268 --> 00:57:31.892]  And I'm telling you, and then about, like I said, six months later, he calls and goes, I gave him my number.
[00:57:31.912 --> 00:57:32.752]  He goes, come on by.
[00:57:34.176 --> 00:57:35.276]  Office, I want to show you something.
[00:57:35.296 --> 00:57:37.817]  He goes, Delta Force was here and they did what you said they'd do.
[00:57:38.217 --> 00:57:38.837]  I said, what was that?
[00:57:38.857 --> 00:57:41.998]  And he goes, what you said they'd do, which is try to buy them off.
[00:57:42.739 --> 00:57:43.719]  He goes, what's going on?
[00:57:44.699 --> 00:57:46.220]  And then they heard about that and fired him.
[00:57:47.220 --> 00:57:49.140]  They used some political correctness thing to get rid of him.
[00:57:49.500 --> 00:57:50.841]  Last time I heard he was working at the airport.
[00:57:51.221 --> 00:57:53.302]  But, but, but that's how America operates.
[00:57:53.322 --> 00:57:55.422]  They just go, there are no black helicopters.
[00:57:55.722 --> 00:57:57.303]  There's no election fraud.
[00:57:57.603 --> 00:57:59.303]  Obama's not a radical Muslim.
[00:57:59.563 --> 00:58:01.364]  There's no ISIS coming into the country.
[00:58:03.663 --> 00:58:09.025]  They talk to you like you're five years old, but it doesn't work like that anymore.
[00:58:11.466 --> 00:58:21.190]  And so it's going to come down to people that know they're on the side of bad working for the system, and those of us that know that the system's been taken over by very, very, very, very criminal interests.
[00:58:22.650 --> 00:58:28.873]  But the big news is Trump is helping put the final nails in the coffin of the dinosaur rotting media.
[00:58:30.393 --> 00:58:32.334]  Helping shovel them into their graves.
[00:58:33.712 --> 00:58:35.633]  As he says, I'm not coming to your stage debate.
[00:58:35.653 --> 00:58:36.513]  I'm doing my own thing.
[00:58:36.693 --> 00:58:37.494]  We're all dominate.
[00:58:37.694 --> 00:58:39.194]  And I'm going to have more viewers than you do.
[00:58:39.234 --> 00:58:42.356]  And then I'm going to give the money to the veterans group, the Wounded Warriors.
[00:58:42.796 --> 00:58:44.056]  We salute Donald Trump.
[00:58:44.577 --> 00:58:46.237]  Another stroke of pure leadership.
[00:58:46.717 --> 00:58:48.498]  Outsmarting the Bilderberg trash.
[00:58:48.878 --> 00:58:49.859]  Pray for Donald Trump.
[00:58:50.119 --> 00:58:51.579]  I can tell you that right now, folks.
[00:58:51.920 --> 00:58:53.680]  They got everybody coming out against him.
[00:58:54.421 --> 00:58:54.881]  Stay with us.
[00:58:55.141 --> 00:58:56.702]  Visit GCNlive.com today.
[00:59:00.003 --> 00:59:03.225]  When cells become toxic, they die early and aging sets in.
[00:59:03.525 --> 00:59:11.529]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:11.769 --> 00:59:16.792]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:59:17.172 --> 00:59:19.473]  You want the best that's out there at the lowest price anywhere?
[00:59:19.713 --> 00:59:21.514]  We now have the synergistic solution.
[00:59:21.814 --> 00:59:26.017]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:59:30.044 --> 00:59:34.245]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:59:34.425 --> 00:59:38.386]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:59:38.566 --> 00:59:43.347]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:59:43.527 --> 00:59:48.048]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:59:48.188 --> 00:59:51.488]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:59:51.648 --> 00:59:54.929]  Now available in our limited first run at Infowarslife.com.
[00:59:55.109 --> 00:59:56.929]  That's Infowarslife.com or call 888-253-3139.
[01:00:02.105 --> 01:00:04.806]  You're listening to the Alex Jones Show.
[01:00:11.569 --> 01:00:17.652]  They took my saddle in Houston, broke my leg in the Santa Fe.
[01:00:19.753 --> 01:00:25.795]  Lost my wife and a girlfriend somewhere along the way.
[01:00:25.815 --> 01:00:29.077]  In defense of human liberty, Alex Jones.
[01:00:32.148 --> 01:00:34.990]  I hope that judge ain't blind.
[01:00:35.030 --> 01:00:36.532]  Don't worry, the big judge isn't blind.
[01:00:36.552 --> 01:00:44.538]  No matter how bad stuff gets, no matter how good people get persecuted, it's all part of God's plan.
[01:00:45.899 --> 01:00:50.203]  So when good people gotta go through a lot of bad things, it's so a lot of innocent people can have a future.
[01:00:51.994 --> 01:00:57.655]  And I'm not going to sit here and spit on all the things and disrespect all the things that are amazing forebearers.
[01:00:58.075 --> 01:01:00.296]  I don't care where you come from or what you do.
[01:01:01.176 --> 01:01:02.916]  Everybody has gone through adversity.
[01:01:03.036 --> 01:01:08.177]  Every human family, going back to the midst of time, has had incredible struggles.
[01:01:10.198 --> 01:01:11.918]  And we have to become noble again.
[01:01:14.059 --> 01:01:20.140]  Or we will fall and be nothing more than murderous, demonous, piratical savages.
[01:01:21.892 --> 01:01:27.536]  Now, we've got a bunch of guests just popping in today interspersed with video clips and news ahead of our big coverage tonight.
[01:01:29.257 --> 01:01:33.980]  An analysis from 7 o'clock right past 10 o'clock Central at Infowars.com forward slash Shub.
[01:01:36.101 --> 01:01:37.542]  Harry Dent on the economy.
[01:01:38.443 --> 01:01:41.545]  New developments all the time popping in for just basically one segment.
[01:01:42.783 --> 01:01:47.865]  Then David Knight and Joe Biggs popping in from Oregon on the developments with that standoff and the death and the rest of it.
[01:01:48.626 --> 01:01:51.207]  And former Congressman Ron Paul on the martial law provisions.
[01:01:51.647 --> 01:01:53.028]  They're trying to ram through Congress.
[01:01:55.249 --> 01:01:56.129]  Yes, you heard me right.
[01:01:56.189 --> 01:01:57.189]  No one else is covering it.
[01:01:58.530 --> 01:02:02.452]  Richard Reeves from Iowa, Anthony Gucciardi and more.
[01:02:03.812 --> 01:02:05.093]  We're working on Roger Stone.
[01:02:06.823 --> 01:02:15.565]  In the Trump campaign and more, the Trump campaign reached out to us and said, yeah, come on in to the big Trump event tonight and live feed and cover it directly from here.
[01:02:17.286 --> 01:02:19.927]  And so we'll have our own feed, CNN's feed from the Trump event.
[01:02:19.947 --> 01:02:21.667]  We'll be analyzing the Fox feed.
[01:02:22.327 --> 01:02:24.048]  All tonight, fused, you'll get everything.
[01:02:25.368 --> 01:02:34.651]  It's like having two football games on at once, or three of them, all right there on the big board with live analysis and breakdown as it unfolds, 7 o'clock central.
[01:02:35.984 --> 01:02:38.092]  And again, the revolution is about you taking action.
[01:02:40.982 --> 01:02:43.663]  And about letting people know about that feed.
[01:02:44.003 --> 01:02:46.984]  That's just one example of the genius of what Trump's doing.
[01:02:47.004 --> 01:03:02.008]  You know, you go back a few months ago to that CNBC debate, when they demonized and attacked the candidates and did the old-school deal of making the media God, the media the kingmakers, and everyone just laughed at them, disdained them, said, look what you're doing, from Donald Trump to Ted Cruz, they did great jobs.
[01:03:02.488 --> 01:03:07.530]  Rand Paul, I thought, pretty much won that debate, did a great job, and just tore up the media.
[01:03:10.134 --> 01:03:11.554]  He absolutely devastated them.
[01:03:12.455 --> 01:03:19.716]  And now Trump's not going to be there for Megyn Kelly to perch there, you know, a swimsuit model on TV, and read off a teleprompter and attack him.
[01:03:20.217 --> 01:03:22.517]  He's going and just saying, hey, we don't need you.
[01:03:22.937 --> 01:03:23.858]  We'll have our own system.
[01:03:23.878 --> 01:03:25.278]  And so now CNN's going to carry it.
[01:03:27.178 --> 01:03:33.980]  And Trump would have dominated them even if he didn't, because everything he said at that would have then been played more because he's the guy who isn't part of the party.
[01:03:34.220 --> 01:03:37.061]  He's the guy that said, no, I'm not going to play by your rules.
[01:03:39.704 --> 01:03:41.487]  Coming up, ISIS to take Rome by 2020.
[01:03:41.808 --> 01:03:43.331]  That's an incredible report.
[01:03:44.793 --> 01:03:46.156]  Obama usurps U.S.
[01:03:46.196 --> 01:03:46.737]  war powers.
[01:03:46.777 --> 01:03:47.498]  That's Ron Paul.
[01:03:47.518 --> 01:03:48.881]  We're gonna get to...
[01:03:50.017 --> 01:03:51.518]  Police on the Oregon occupation.
[01:03:52.279 --> 01:03:55.702]  Militia member warned and wanted peaceful protest.
[01:03:55.722 --> 01:03:56.463]  That's Lavoie.
[01:03:56.483 --> 01:04:00.106]  But then some people said that, you know, he said we're only going to have a revolution in this country.
[01:04:00.127 --> 01:04:02.168]  In the book he wrote, he's the guy that got killed.
[01:04:02.188 --> 01:04:02.829]  Very, very sad.
[01:04:03.590 --> 01:04:05.471]  We'll play the Trump clips where he refuses to debate.
[01:04:05.992 --> 01:04:06.753]  Slides Kelly.
[01:04:07.674 --> 01:04:10.957]  And Rand Paul says maybe Trump will show up in a Democratic debate.
[01:04:11.954 --> 01:04:13.395]  He's also said good riddance.
[01:04:13.415 --> 01:04:20.100]  You know, it's not good riddance because you're acting like he was sent to the Phantom Zone with General Zod.
[01:04:22.902 --> 01:04:29.547]  He's going to be right there dominating and controlling the whole thing, putting out his narrative while raising money for veterans.
[01:04:31.709 --> 01:04:37.854]  That's like if the, say, Broncos win the Super Bowl or the other team.
[01:04:41.570 --> 01:04:43.312]  Saying that they're not football players.
[01:04:43.412 --> 01:04:44.372]  I mean, it's just delusional.
[01:04:45.593 --> 01:04:47.895]  And that doesn't work anymore.
[01:04:48.555 --> 01:04:51.377]  Yes, in the past, CNN could say, no one wants your guns.
[01:04:51.997 --> 01:04:54.239]  There's no covert military operations in America.
[01:04:54.259 --> 01:04:56.280]  You know, you didn't build your business.
[01:04:56.320 --> 01:04:57.501]  Two plus two equals five.
[01:04:58.021 --> 01:05:01.524]  That worked in the past because there was no one there to call it.
[01:05:01.824 --> 01:05:05.266]  People were in Stockholm syndrome and just couldn't believe it was happening.
[01:05:05.286 --> 01:05:06.247]  They were gaslighted.
[01:05:06.627 --> 01:05:07.568]  It doesn't work.
[01:05:07.688 --> 01:05:08.749]  The trance is lifting.
[01:05:10.626 --> 01:05:19.030]  The Bernie Sanders campaign is so suspicious of Microsoft's influence in the Iowa caucus that they've built an independent system to check the official results.
[01:05:19.230 --> 01:05:34.518]  For the first time this year, Microsoft partnered with the Iowa Democratic and Republican parties to provide a technology platform which officials at hundreds of caucuses across the state will use to report results from individual precincts to party headquarters for tabulation.
[01:05:34.798 --> 01:05:42.900]  The arrangement has raised eyebrows of aides to Sanders, who regularly warn that corporate power and the billionaire class are trying to hijack democracy.
[01:05:43.060 --> 01:05:53.282]  Sanders' Iowa campaign manager questioned Microsoft's motives in an interview with MSNBC, saying, you'd have to ask yourself why they'd want to give something like that away for free.
[01:05:53.462 --> 01:05:54.002]  Fair enough.
[01:05:54.342 --> 01:05:59.063]  But the same question could be asked of a presidential candidate promising so many freebies.
[01:05:59.323 --> 01:06:01.283]  Be sure to tune in to InfoWars.com.
[01:06:01.383 --> 01:06:04.404]  We'll be bringing you up-to-date coverage on the ground from Iowa.
[01:06:04.744 --> 01:06:06.899]  Leanne McAdoo for InfoWars.com
[01:06:09.947 --> 01:06:16.329]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[01:06:16.789 --> 01:06:19.870]  I basically had my gallbladder out within the last nine months.
[01:06:19.950 --> 01:06:25.851]  I needed to get my digestive system working correctly again, so I stumbled on the X2.
[01:06:25.891 --> 01:06:33.473]  When you look at a product like Survival Shield Nascent Iodine X2, it's something that really has been hiding in plain view for over a hundred years.
[01:06:33.793 --> 01:06:35.594]  I needed the detox basically.
[01:06:35.914 --> 01:06:36.354]  I started taking
[01:06:40.529 --> 01:06:43.971]  I want to challenge the listeners who have not tried X2 for yourselves.
[01:06:44.171 --> 01:06:45.231]  What do you have to lose?
[01:06:45.491 --> 01:06:54.055]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[01:06:54.523 --> 01:06:58.349]  I noticed significant change in my digestive flow.
[01:06:58.529 --> 01:06:59.911]  I'm like really more natural.
[01:07:00.172 --> 01:07:05.199]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[01:07:09.867 --> 01:07:13.569]  Secret 12, InfoWars Life's Vitamin B12 formulation.
[01:07:13.830 --> 01:07:19.933]  Most forms of Vitamin B12 are highly processed and synthetic, and cannot be properly absorbed by the body.
[01:07:20.134 --> 01:07:27.118]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[01:07:27.418 --> 01:07:36.248]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive perfected process.
[01:07:36.548 --> 01:07:42.475]  Secret 12 is a binary of nutrimedical grade, bioavailable, coenzyme forms of B12.
[01:07:42.715 --> 01:07:45.839]  Methylcobalamin, the same kind used in B12 injections and
[01:07:46.099 --> 01:07:46.899]  We're good to go.
[01:08:12.992 --> 01:08:19.019]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:19.620 --> 01:08:22.663]  It's Alex Jones and the GCN Radio Network.
[01:08:23.164 --> 01:08:29.010]  That's right, occupied by the collectivists, socialists, bureaucrats and the crony capitalists coming to you from deep in the heart of...
[01:08:29.611 --> 01:08:31.512]  Texas, Austin, broadcasting worldwide.
[01:08:32.073 --> 01:08:41.339]  Coming up at 7 o'clock tonight, in just 7 hours, we're going to have live coverage of the Donald Trump event with our reporters there with a live feed the Trump folks have given us.
[01:08:41.979 --> 01:08:42.780]  Treating us really good.
[01:08:42.880 --> 01:08:48.164]  And then we've got live coverage of CNN's analysis over there of Trump.
[01:08:48.424 --> 01:08:49.705]  And we're also going to be covering Fox.
[01:08:50.705 --> 01:08:55.589]  And their debate with the establishment Republican candidates other than Ted Cruz.
[01:08:55.629 --> 01:08:56.470]  I like Ted Cruz.
[01:08:56.970 --> 01:08:57.810]  I like Rand Paul.
[01:08:58.531 --> 01:09:01.073]  I wish that Rand Paul wasn't bad-mouthing Trump.
[01:09:01.453 --> 01:09:03.975]  Trump's really smart to be going over there and doing this.
[01:09:04.255 --> 01:09:05.896]  He'll get more coverage.
[01:09:05.916 --> 01:09:07.077]  He'll get more views.
[01:09:07.457 --> 01:09:09.699]  And he'll dominate the narrative.
[01:09:09.839 --> 01:09:12.941]  And of course, Fox is saying, oh, he's destroyed himself.
[01:09:13.742 --> 01:09:14.663]  Yeah, right.
[01:09:15.443 --> 01:09:15.903]  Amazing.
[01:09:16.804 --> 01:09:25.549]  Now, joining us is the Bain turnaround expert, formerly, and best-selling author, here on the broadcast, Harry Dent of HarryDent.com.
[01:09:26.786 --> 01:09:29.647]  And of course, has the book, The Demographic Cliff.
[01:09:29.707 --> 01:09:32.748]  It's so important he's offering it to you, the cost of shipping.
