[00:00:14.094 --> 00:00:16.677]  You're listening to the Alex Jones Show.
[00:36:28.220 --> 00:36:31.243]  Again, his hands were like an octopus, they were everywhere.
[00:36:31.903 --> 00:36:37.468]  They listed almost, they lifted almost word for word the exact same quote in this report.
[00:36:38.189 --> 00:36:43.333]  Other people are pointing out that it's basically taken straight from a Velvet Underground song.
[00:36:43.394 --> 00:36:46.536]  It's not a quote that's regularly used, not a term that's regularly used.
[00:36:47.277 --> 00:36:48.938]  There's speculation about this woman.
[00:36:49.960 --> 00:36:59.725]  Accusing Trump of touching her, of having the same phone number that is linked back to the Clinton Foundation, that remains to be confirmed, but that's something that we're digging into.
[00:37:00.705 --> 00:37:13.392]  And again, at the time she didn't tell the airline staff, didn't tell police, a billionaire sexually assaults her and she's not even cognizant of the fact that she could get, you know, some financial benefit, some windfall from that at the time.
[00:37:14.292 --> 00:37:19.477]  So this morning, on Twitter, next fake Trump victim began trending.
[00:37:19.598 --> 00:37:30.008]  You will notice on Twitter that the more pro-conservative hashtags start trending in the morning, then they're taken over later on by the leftists, and then the conservatives try and hijack those.
[00:37:30.689 --> 00:37:34.112]  But again, this started trending on Twitter, and it comes down to this.
[00:37:34.963 --> 00:37:44.752]  The media needs a fresh serving of feigned moral outrage every single day to keep the attention away from these WikiLeaks emails.
[00:37:45.433 --> 00:37:48.076]  That's why we're seeing a trickle now every single day.
[00:37:48.957 --> 00:37:50.018]  We saw CBS.
[00:37:50.838 --> 00:37:59.327]  They dug up a tape from 1992, again very relevant to how Americans are living today, what they want for the future of their country, very relevant.
[00:38:00.216 --> 00:38:07.498]  Where Donald Trump is hanging around with a bunch of ten-year-old girls and he jokes that he might be dating one of them in ten years.
[00:38:08.459 --> 00:38:09.819]  Now, you can call that crass.
[00:38:10.659 --> 00:38:12.040]  You can call that a little odd.
[00:38:12.460 --> 00:38:18.242]  But how does it compare to somebody accepting one million dollars from a country that imprisons homosexuals?
[00:38:19.222 --> 00:38:22.383]  That legalizes the rape and beating of women?
[00:38:22.663 --> 00:38:23.844]  How does it match up there?
[00:38:24.024 --> 00:38:27.165]  How does it match up with Hillary Clinton on tape?
[00:38:28.231 --> 00:38:37.077]  Laughing about how she knew a child molester was guilty, knowing that he had fooled a polygraph test, and laughing about it.
[00:38:37.337 --> 00:38:38.457]  How does that match up?
[00:38:39.358 --> 00:38:50.105]  And of course, I think it was today or last night, Don Lemon gets up on CNN, they bring it up, they say, well, Hillary Clinton laughed at helping to get a child molester, a rapist,
[00:38:51.092 --> 00:38:55.013]  Raped 12-year-old Kathy Shelton left her in a coma for five days.
[00:38:55.913 --> 00:38:59.134]  Hillary Clinton helped that child molester go free.
[00:38:59.314 --> 00:39:09.478]  She's on tape joking about how he passed a lie detector test that she made him take and that that forever destroyed her faith in lie detector tests.
[00:39:09.938 --> 00:39:10.298]  Meaning
[00:39:11.762 --> 00:39:15.185]  He had fooled the test and that he had raped the child.
[00:39:15.625 --> 00:39:21.030]  So Don Lemon gets up on CNN and says, our fact-checkers looked into that and it's not true.
[00:39:22.712 --> 00:39:27.096]  Well here's a newsflash Don Lemon, nobody believes your fact-checkers.
[00:39:27.596 --> 00:39:36.745]  In fact they did a study, they did a poll, and I believe it was about 28% of people they asked actually believed the fact-checkers.
[00:39:38.308 --> 00:39:42.629]  So this is their new tactic, any single scandal whatsoever about Hillary Clinton.
[00:39:42.949 --> 00:39:46.310]  The Clinton campaign comes out and says, oh it's Russia, just blame it on Russia.
[00:39:46.830 --> 00:39:52.811]  Every single email that's come out of these WikiLeaks, oh it's Russia, it's just Russia, it's all made up.
[00:39:53.512 --> 00:39:59.333]  Because they can't acknowledge them, they can't fight them one by one because there are so many of them.
[00:40:00.618 --> 00:40:02.220]  It's an absolute deluge.
[00:40:02.780 --> 00:40:04.903]  So the Clinton campaign blames Russia.
[00:40:05.303 --> 00:40:08.426]  The media says their fact-checkers proved it wrong.
[00:40:08.486 --> 00:40:17.516]  Well, no one believes your stupid little fact-checkers anymore because you've been lying to the American people for years and years and years.
[00:40:18.016 --> 00:40:20.659]  And that tends to attract a reputation.
[00:40:20.959 --> 00:40:22.881]  A reputation for distrust.
[00:40:23.786 --> 00:40:31.250]  So they're up on CNN, oh we fact-checked the claim that Hillary laughed about him fooling the lie detector test, the child rapist.
[00:40:31.711 --> 00:40:32.371]  It's not true.
[00:40:32.611 --> 00:40:33.412]  Well it is true!
[00:40:34.652 --> 00:40:41.376]  She says it destroyed her faith in lie detector tests, the fact that he passed the test!
[00:40:42.437 --> 00:40:47.920]  In what universe is that not her knowing that he was lying, that he had raped the child?
[00:40:49.099 --> 00:40:52.681]  It's plain as day, but their fact checkers debunked it.
[00:40:52.701 --> 00:40:53.701]  It's like Snopes.
[00:40:55.022 --> 00:41:03.447]  I mean, how much apologia for Hillary Clinton do we need to see from Snopes.com to realise that this is a hack outfit?
[00:41:03.527 --> 00:41:04.827]  Incredibly biased.
[00:41:05.648 --> 00:41:09.790]  And yet it's, the narrative is still, oh look, it's on Snopes, it's an urban myth, it's fake.
[00:41:10.170 --> 00:41:11.731]  Well no, Snopes is biased!
[00:41:12.852 --> 00:41:13.192]  In fact,
[00:41:14.346 --> 00:41:24.691]  We came out with a story on InfoWars a few days ago, again from these WikiLeaks emails, where they're in there talking about how they need to keep the citizenry unaware and compliant.
[00:41:25.572 --> 00:41:34.116]  These are emails between a Democratic surrogate, a Hillary surrogate, and John Podesta saying, we need to keep them unaware, we need to keep them compliant.
[00:41:34.537 --> 00:41:38.739]  It's worked up until now, they're still kind of unaware, but they're not being compliant enough.
[00:41:39.827 --> 00:41:42.948]  Now, what did Snopes do with that story when they got a hold of it?
[00:41:43.648 --> 00:41:53.991]  They took the quote that was in this email, they asked Bill Avey, I think his name was, who made the quote in the email, who sent the email, they asked him what he meant by that.
[00:41:54.251 --> 00:41:59.872]  And he said, well, I didn't mean that the American people were unaware that they were compliant, that we need to keep them this way.
[00:42:00.433 --> 00:42:01.933]  I meant something completely different.
[00:42:02.915 --> 00:42:15.418]  And they actually allowed him to create a new quote, a new set of sentences, to put before and after the quote, the original quote that was in the email, to completely change the context of the quote.
[00:42:15.758 --> 00:42:17.579]  I'm sorry, it doesn't work like that.
[00:42:17.879 --> 00:42:24.081]  You can't invent new sentences years after the fact to change the context of what a quote means.
[00:42:25.181 --> 00:42:26.281]  But it's debunked.
[00:42:26.341 --> 00:42:27.421]  It's on Snopes.
[00:42:27.962 --> 00:42:29.162]  Snopes is debunked.
[00:42:30.526 --> 00:42:35.950]  It's basically a cat lady and her husband in their apartment working for Hillary Clinton.
[00:42:36.351 --> 00:42:38.372]  That's not an objective news outlet.
[00:42:39.633 --> 00:42:52.123]  And when they invent new sentences, new quotes to put before and after original quotes that change the meaning and the context of the entire passage, that's not an excuse.
[00:42:52.203 --> 00:42:53.524]  That's not a debunking.
[00:42:53.905 --> 00:42:54.905]  That's deception.
[00:42:55.902 --> 00:42:59.205]  That's what Snopes does, and yet, oh, it's so credible.
[00:42:59.945 --> 00:43:08.352]  The fact-checkers are so credible, even though 28% of Americans actually believe the fact-checkers, so no one believes those people either.
[00:43:08.432 --> 00:43:10.393]  The vast majority of Americans don't believe them.
[00:43:11.755 --> 00:43:18.580]  But again, they live inside their own echo chamber, and it's come back to bite them on the butt with this Rasmussen poll which shows that Trump is ahead.
[00:43:19.921 --> 00:43:22.223]  So again, getting back to these allegations against Trump,
[00:43:23.624 --> 00:43:27.827]  A 74-year-old woman on a plane in the 80s says that Donald Trump touched her.
[00:43:27.927 --> 00:43:28.607]  No evidence.
[00:43:28.847 --> 00:43:30.028]  Didn't tell the airline staff.
[00:43:30.048 --> 00:43:30.908]  Didn't tell the police.
[00:43:31.289 --> 00:43:34.371]  Suddenly it emerges, just by coincidence, four weeks before the election.
[00:43:34.391 --> 00:43:35.371]  Well, imagine my shock.
[00:43:36.852 --> 00:43:45.197]  So again, they need this fresh serving of moral outrage every day to counter the WikiLeaks emails because they can't address the WikiLeaks emails.
[00:43:45.237 --> 00:43:46.198]  There's too many of them.
[00:43:46.338 --> 00:43:47.979]  There's too many scandals coming out.
[00:43:47.999 --> 00:43:49.420]  We're going to get onto some of them later.
[00:43:50.345 --> 00:43:56.706]  So they have to keep the public distracted with these phony moral outrage controversies.
[00:43:57.687 --> 00:44:02.928]  And of course you've got the likes of Miley Cyrus coming out, you've got Beyonce coming out speaking out against Trump.
[00:44:04.248 --> 00:44:08.689]  These are the icons of morality in America, right?
[00:44:08.789 --> 00:44:13.590]  Miley Cyrus, who parades around to a tween audience
[00:44:14.673 --> 00:44:16.634]  With giant inflatable dildos.
[00:44:17.594 --> 00:44:19.475]  She's the moral icon for America.
[00:44:19.735 --> 00:44:28.778]  She says that what Donald Trump said was disgusting, while she's literally parading on stage to a pre-teen audience with a giant dildo.
[00:44:29.938 --> 00:44:30.699]  Beyoncé.
[00:44:31.279 --> 00:44:37.521]  People have looked at the lyrics of her songs, again, cited by Hillary Clinton as a great example to young women.
[00:44:38.201 --> 00:44:40.282]  I can't repeat the lyrics on the show here.
[00:44:41.240 --> 00:44:44.501]  They're ten times worse than anything Trump said in those tapes.
[00:44:45.122 --> 00:44:48.763]  But these people have been appointed the new moral guardians of America.
[00:44:48.783 --> 00:44:52.684]  They're not as disgusting, nihilistic people you could imagine.
[00:44:55.225 --> 00:44:57.866]  And they're being held up as the great example for young women.
[00:44:58.227 --> 00:45:05.189]  A girl who prances around on stage with a dildo says that Donald Trump is bad because he said the word posse in 2005.
[00:45:05.229 --> 00:45:05.729]  I mean, come on!
[00:45:08.820 --> 00:45:12.762]  So again, getting back to this story, there was another claim, with no evidence.
[00:45:13.462 --> 00:45:22.666]  From 2005, it was a People Magazine journalist who was interviewing Donald Trump, said that Trump forced himself on her in 2005 when she was interviewing him.
[00:45:23.286 --> 00:45:28.609]  Trump said the writer didn't mention the incident in her story, at the time, because it didn't happen.
[00:45:29.629 --> 00:45:30.830]  Which is quite a good point.
[00:45:31.210 --> 00:45:37.833]  If a famous billionaire sexually assaults you, and you're a journalist, you would think that that might be a big story.
[00:45:38.894 --> 00:45:40.155]  It might not just be a big story.
[00:45:40.195 --> 00:45:42.776]  It might be a good way of getting financial compensation.
[00:45:43.357 --> 00:45:46.759]  But again, she wasn't interested in telling anyone in 2005.
[00:45:47.600 --> 00:45:52.643]  Only just by coincidence she's interested in telling everyone four weeks before the election.
[00:45:53.423 --> 00:45:56.445]  So this is what we have to deal with on a daily basis now.
[00:45:57.666 --> 00:45:59.147]  You know, Hillary armed ISIS.
[00:45:59.747 --> 00:46:00.988]  That's come out in the emails.
[00:46:01.308 --> 00:46:02.149]  That's proven.
[00:46:02.389 --> 00:46:06.491]  Bill Clinton's taking checks from countries that abuse women, that throw gay people in prison.
[00:46:07.714 --> 00:46:11.257]  But Donald Trump may have touched a woman on a plane in the 80s.
[00:46:11.437 --> 00:46:14.399]  Guess which story the New York Times decides to report on?
[00:46:14.459 --> 00:46:15.520]  Well, I don't need to tell you.
[00:46:16.661 --> 00:46:25.047]  Again, I don't even call myself a reporter, but I'm having to do the job of self-proclaimed journalist every single day.
[00:46:26.228 --> 00:46:33.093]  Either that, or they don't know how to search, how to use a search box, because that's basically all you need to do with WikiLeaks.
[00:46:34.349 --> 00:46:36.189]  Again, MSM non-coverage.
[00:46:36.549 --> 00:46:40.970]  The media's coverage of these Wikileaks emails, absolutely shameful.
[00:46:41.651 --> 00:46:46.932]  But it's no surprise, given what's revealed in the other Wikileaks emails.
[00:46:47.712 --> 00:46:57.874]  Which again, is the fact that the mainstream media is not only biased towards the Hillary campaign, not only surrogates, but in many cases, coordinating with them.
[00:46:57.974 --> 00:47:01.295]  They basically are the Hillary Clinton campaign at this point.
[00:47:02.383 --> 00:47:03.624]  And I'm going to give you some examples.
[00:47:03.664 --> 00:47:06.187]  I'm going to get more into this after the break here.
[00:47:06.227 --> 00:47:08.570]  We've got about four minutes left on the Alex Jones Show Live.
[00:47:09.191 --> 00:47:21.245]  So you've got John Podesta, Hillary Clinton's campaign chairman, talking about in these emails how he's, quote, cooking, cooking for 30 of Hillary's reporter friends.
[00:47:21.785 --> 00:47:22.926]  Oh, isn't that lovely?
[00:47:24.569 --> 00:47:34.468]  30 so-called independent, neutral, impartial reporters around the apartment of the Clinton campaign chairman having him cook for them.
[00:47:35.796 --> 00:47:37.317]  How is that not collusion?
[00:47:37.877 --> 00:47:53.804]  Again, you had that event a while back which the Daily Caller reported on where they had 37 journalists from 14 outlets attending an off-the-record cocktail party hosted by the Clinton campaign.
[00:47:54.405 --> 00:48:01.068]  ABC, Bloomberg, CBS, CNN, Daily Beast, Huffington Post, MSNBC, NBC, the list goes on and on.
[00:48:02.591 --> 00:48:04.512]  At the time, people were saying that could be a one-off.
[00:48:04.612 --> 00:48:05.953]  Well, no, it's not a one-off.
[00:48:06.134 --> 00:48:16.061]  You've literally got John Podesta, the Clinton campaign chairman, cooking dinner for 30 so-called impartial reporters in his apartment.
[00:48:16.795 --> 00:48:18.416]  Nobody's even reported on this yet.
[00:48:18.536 --> 00:48:22.858]  Again, I saw this yesterday in the WikiLeaks releases.
[00:48:22.918 --> 00:48:25.219]  Didn't even have time to write an article on it.
[00:48:25.499 --> 00:48:27.140]  I don't believe anyone has so far.
[00:48:27.640 --> 00:48:36.184]  There's so much information coming out that people can't write articles quick enough and because the mainstream media refuses to cover it.
[00:48:36.244 --> 00:48:37.945]  That's why we're having to do their job.
[00:48:39.403 --> 00:48:40.183]  Another example.
[00:48:41.124 --> 00:48:47.407]  John Harwood, CNBC, who was actually a debate moderator, showering Hillary with praise.
[00:48:48.228 --> 00:48:53.751]  He describes the story he is writing about Hillary as one, quote, she wants.
[00:48:55.512 --> 00:49:02.415]  He's bombarding the Hillary campaign with these emails acting like an obedient lapdog, showering her with praise.
[00:49:02.996 --> 00:49:05.117]  Again, demanding their favour.
[00:49:05.997 --> 00:49:08.399]  Writing an article that Hillary Clinton wants.
[00:49:09.383 --> 00:49:10.403]  He's pandering to them.
[00:49:10.883 --> 00:49:21.226]  Donna Brazile, the current head of the Democratic National Committee, then working with CNN, tipped off Hillary that there'd be a death penalty question at the town hall debate the next day.
[00:49:22.046 --> 00:49:26.027]  Gave Hillary Clinton the question in advance.
[00:49:26.587 --> 00:49:31.068]  The one thing you're not supposed to do according to those debate rules.
[00:49:31.968 --> 00:49:35.289]  They asked her about this, they asked if it was true, the Daily Caller.
[00:49:36.249 --> 00:49:38.650]  Donna Brazile responded, by blaming Russia.
[00:49:41.246 --> 00:49:49.753]  Again, they can't even acknowledge or respond to the individual emails, so they're just using this tactic of saying, oh, it's all Vladimir Putin.
[00:49:50.294 --> 00:49:57.480]  Inventing their own vast conspiracy theory as an excuse to dismiss this without acknowledging the fact that it's authentic.
[00:49:58.541 --> 00:50:05.687]  In fact, Hillary acknowledged that they were authentic during the debate, but they're still doing this because they don't want to address the scandals.
[00:50:07.307 --> 00:50:15.233]  Again, CNN now has the temerity to come out and say a crowd at a Donald Trump event chanting CNN sucks is dangerous.
[00:50:16.173 --> 00:50:20.937]  Meanwhile, they're literally handing Hillary Clinton the questions before the debate.
[00:50:21.277 --> 00:50:32.165]  You had the Boston Globe's op-ed editor Marjorie Pritchard promising to write a positive article to give Hillary a quote, big presence right before an appearance in New Hampshire.
[00:50:32.785 --> 00:50:41.828]  Yet another example of the Clinton campaign and the media complex working hand-in-hand to get Hillary Clinton elected.
[00:50:42.369 --> 00:50:46.350]  This is why they're not writing about the Podesta emails.
[00:50:46.990 --> 00:50:48.991]  They're completely in bed with them.
[00:50:49.351 --> 00:50:51.172]  We're going to go into more names after the break.
[00:50:51.652 --> 00:50:59.395]  We're going to go name-by-name the journalists who have proven themselves to be complete intellectual cowards, sellouts.
[00:50:59.975 --> 00:51:03.597]  And that's why you're not reading about these kind of stories in the New York Times.
[00:51:03.837 --> 00:51:05.758]  That's why they continue to distract you.
[00:51:05.798 --> 00:51:09.541]  We'll be back on the next segment of the Alex Jones Show in 4Wars.com.
[00:51:09.561 --> 00:51:10.081]  Stay right there.
[00:51:11.252 --> 00:51:14.774]  Comey was at HSBC when the money laundering was going on.
[00:51:15.395 --> 00:51:33.727]  And, you know, to get your mind around this, everyone, you know, when you deal with massive amounts of terrorist money, which are financing terrorists, the Wahhabis out of Saudi Arabia, the Muslim Brotherhood of the Middle East, never before seen back channels through which the Clinton Foundation has been money laundering with Russia.
[00:51:34.267 --> 00:51:36.328]  A lot of this money has gone to Podesta.
[00:51:36.348 --> 00:51:38.948]  A lot of the money is off the books of the Clinton Foundation.
[00:51:38.968 --> 00:51:47.650]  I mean, here, let's question how much of the offshore money laundering the Clinton Foundation does is reported for tax purposes.
[00:51:48.050 --> 00:51:50.311]  I doubt any of it is reported for tax purposes.
[00:51:50.991 --> 00:51:54.332]  But the point is, does Rosanna, which is the Russian
[00:51:56.672 --> 00:52:00.593]  Energy agency that bought into 20% of the U.S.
[00:52:00.653 --> 00:52:05.855]  uranium production through this prank juice drop in Canada.
[00:52:06.315 --> 00:52:08.716]  It was a penny stock dealer from Vancouver.
[00:52:09.216 --> 00:52:11.117]  Connected himself with the Clinton Foundation.
[00:52:11.637 --> 00:52:20.120]  It also picked up not only Panama Papers, but in the Swiss banking revelations in terms of offshore money hiding.
[00:52:21.040 --> 00:52:28.423]  And I've got now the record of how the accounts pass money through the Clintons off the books.
[00:52:29.223 --> 00:52:39.967]  And Clinton's using this pass-through corporation, this WJC as initials, William Jefferson Clinton, WJC LLC, as WJC investments.
[00:52:40.787 --> 00:52:52.551]  As off the books pass-throughs, which is what money launderers use, the way a shell corporation pass-through works is the money goes into the account and then within a few hours it goes out of the account.
[00:52:53.191 --> 00:52:55.372]  So the account shows a zero balance.
[00:52:55.392 --> 00:53:00.254]  You don't know what the account has in it or where the money came from or necessarily where it went.
[00:53:00.854 --> 00:53:03.016]  This is the way it makes it hard to trace the money.
[00:53:03.717 --> 00:53:07.981]  And the Clinton Foundations have been using this kind of secret pass-through.
[00:53:08.521 --> 00:53:19.432]  And again, if we really want to get into taxes, if the Clintons want to push the issue of Donald Trump using a legitimate tax avoidance, it's completely legal.
[00:53:20.573 --> 00:53:34.513]  I think this is illegal activity, or even, I've got evidence that Podesta, who is the campaign manager, did not report, as he needed to, various transactions that came to him from Russia.
[00:53:35.134 --> 00:53:38.137]  Through these various groups in Russia that wanted to do two things.
[00:53:38.637 --> 00:53:40.639]  Control the uranium production in the United States.
[00:53:41.119 --> 00:53:46.964]  And have Hillary Clinton, as part of this reset, transfer massive amounts of U.S.
[00:53:47.004 --> 00:53:49.926]  military intelligence and technology to Russia.
[00:53:50.326 --> 00:53:51.628]  Which Hillary Clinton did.
[00:53:51.668 --> 00:53:58.113]  All the Russians have to do is reveal what information I got through authoritative sources from Germany.
[00:53:58.753 --> 00:54:03.018]  Man thinks, cause he rules with us He can do with it as he please And if things don't change soon
[00:54:28.286 --> 00:54:33.812]  We're live on the Alex Jones Show, before we get back to the news and Stefan Molyneux is coming up in the next hour.
[00:54:34.552 --> 00:54:38.716]  Just want to remind you that we're not funded by Qatar or Saudi Arabia.
[00:54:38.836 --> 00:54:44.021]  We don't get one million dollar checks from countries that throw gay people in jail or abuse women.
[00:54:44.522 --> 00:54:45.583]  Unlike Bill Clinton.
[00:54:46.023 --> 00:54:47.445]  Unlike the Clinton Foundation.
[00:54:47.865 --> 00:54:51.429]  We don't get checks from the government of Bahrain like CNN does.
[00:54:51.949 --> 00:54:54.972]  We don't get funded by giant pharmaceutical companies.
[00:54:55.312 --> 00:55:01.517]  We don't get funded to the tune of hundreds of millions of dollars, like Black Lives Matter does, from George Soros.
[00:55:01.777 --> 00:55:03.859]  We're funded by you, the listener.
[00:55:04.199 --> 00:55:08.122]  And yet we're competing with these powerful groups on an even footing.
[00:55:08.443 --> 00:55:09.323]  They're panicked.
[00:55:09.864 --> 00:55:16.429]  Completely panicked about the influence we're having, about the narratives that we're dismantling on a daily basis.
[00:55:17.050 --> 00:55:18.691]  And we couldn't have done it without your support.
[00:55:18.711 --> 00:55:20.333]  I mean, remember where we started off?
[00:55:21.093 --> 00:55:24.616]  Alex Jones and his VHS tapes back in the late 90s.
[00:55:25.176 --> 00:55:27.618]  You know, basically two staff members.
[00:55:27.918 --> 00:55:29.159]  Alex Jones and that was it.
[00:55:29.919 --> 00:55:31.180]  Now look at where we've got to.
[00:55:31.641 --> 00:55:33.402]  And it's solely because of your support.
[00:55:34.082 --> 00:55:39.526]  And that's why we need you to continue supporting us by getting the products at infowarsstore.com.
[00:55:40.487 --> 00:55:46.511]  Where we have the Infowars Solar Base Station Power Supply now 33% off retail.
[00:55:47.131 --> 00:55:52.874]  From our research, the Infowars Solar Base Station Power Supply is the most affordable and high-powered solar generator out there.
[00:55:53.775 --> 00:56:00.259]  And now we're giving you 33% off this Solar Base Station at InfowarsStore.com to help you get prepared while supplies last.
[00:56:01.109 --> 00:56:18.817]  And it would probably be a pretty good idea to get your hands on one of these, given what's happening geopolitically, given that Russia is now advising its citizens to return home, as top US military chiefs talk about war with Russia, as Hillary Clinton says that if there's mere
[00:56:19.833 --> 00:56:28.480]  No evidence whatsoever even of a hack of emails, even if it's just blamed on Russia, then the US would use military assets against Russia.
[00:56:28.540 --> 00:56:30.222]  That's kind of concerning, isn't it?
[00:56:30.862 --> 00:56:36.087]  So a good reason to stock up on these emergency supplies just in case again.
[00:56:36.527 --> 00:56:39.690]  It's okay for the government to have vast supplies of storable food.
[00:56:39.710 --> 00:56:41.131]  If we do it, we're kooks though.
[00:56:42.363 --> 00:56:54.930]  But you can get the Infowars Solar Base Station Power Supply 33% off retail at infowarsstore.com, along with all the great products that we have there, the five-star independent reviews.
[00:56:54.970 --> 00:57:08.258]  And again, we don't get cut $1 million checks from governments that throw gay people in jail and abuse women, unlike Bill Clinton, unlike the Clinton Foundation, which is why we need your support by getting the products at infowarsstore.com.
[00:57:09.793 --> 00:57:13.755]  Now we've got about 90 seconds left in this segment, but we're going to get more into this after the break.
[00:57:14.176 --> 00:57:21.720]  We're naming, we're calling out, we're exposing the cucked journalists who are working for Hillary Clinton.
[00:57:22.261 --> 00:57:23.361]  Now we've gone down the list.
[00:57:23.502 --> 00:57:25.183]  Boston Globe, Marjorie Pritchard.
[00:57:25.703 --> 00:57:33.148]  We've gone Donna Brazile, former CNN, John Harwood again, begging the Clinton campaign, praising Hillary.
[00:57:34.048 --> 00:57:35.089]  Oliver Darcy!
[00:57:35.789 --> 00:57:38.370]  Here's another one who attacks me on a regular basis.
[00:57:38.871 --> 00:57:39.951]  Business Insider.
[00:57:40.331 --> 00:57:45.574]  How was the Business Insider described in these WikiLeaks Hillary Podesta emails?
[00:57:45.634 --> 00:57:48.815]  It was described as one of Hillary's friendlies.
[00:57:49.676 --> 00:57:51.037]  One of their friendlies.
[00:57:51.517 --> 00:57:59.301]  So again, anything you see in the Business Insider, not independent, not impartial, they're a Hillary Clinton campaign surrogate.
[00:58:00.222 --> 00:58:01.083]  Hunter Walker.
[00:58:01.423 --> 00:58:02.864]  Again, Business Insider.
[00:58:03.244 --> 00:58:11.230]  Now at Yahoo News, was described as a friendly, when he was at the Business Insider by Clinton Travelling Press Secretary Nick Merrill.
[00:58:12.251 --> 00:58:13.732]  Dan Merrick.
[00:58:14.386 --> 00:58:15.427]  Works for CNN.
[00:58:15.667 --> 00:58:17.009]  Yes, that's his actual name.
[00:58:17.870 --> 00:58:23.616]  Again, a couple of days ago he was whining about us paying people to protest Bill Clinton with the Bill Clinton rape protest.
[00:58:24.116 --> 00:58:32.204]  Again, he's listed in these emails as a Hillary campaign surrogate, saying that him and Hillary Clinton love each other.
[00:58:32.785 --> 00:58:35.748]  This is the supposed impartial mainstream media.
[00:58:36.008 --> 00:58:37.149]  We're exposing them.
[00:58:37.590 --> 00:58:41.293]  We're naming them for what they are, which is Hillary Clinton.
[00:58:41.553 --> 00:58:42.374]  Prestitutes.
[00:58:42.434 --> 00:58:45.377]  We'll be back with the second hour of the Alex Jones Show.
[00:58:45.677 --> 00:58:46.959]  Infowars.com.
[00:58:46.979 --> 00:58:52.043]  Don't go away.
[00:58:52.083 --> 00:58:55.427]  Thank you for listening to GCN.
[00:58:55.467 --> 00:58:57.689]  Visit GCNlive.com today.
[00:59:00.888 --> 00:59:06.155]  New WikiLeaks bombshell reveals what InfoWars has been saying all along.
[00:59:06.456 --> 00:59:10.801]  The government of Saudi Arabia is arming and funding ISIS.
[00:59:11.202 --> 00:59:15.768]  And this time it's not Alex Jones who is blowing the whistle, it's Hillary Clinton.
[00:59:15.848 --> 00:59:16.208]  Clinton.
[00:59:16.428 --> 00:59:17.129]  Well, sort of.
[00:59:17.349 --> 00:59:25.993]  The newly released documents include an email from then Secretary of State Hillary Clinton to John Podesta, who is now her campaign chairman.
[00:59:26.133 --> 00:59:34.418]  And Hillary says the governments of Qatar and Saudi Arabia are providing clandestine financial and logistics support to ISIS.
[00:59:34.738 --> 00:59:35.438]  But wait a minute!
[00:59:35.638 --> 00:59:40.921]  If those governments support terrorists, then why would Hillary Clinton accept money from them?
[00:59:41.161 --> 00:59:43.703]  Well, they don't call her Crooked Hillary for nothing.
[00:59:43.944 --> 00:59:49.449]  So far, Saudi Arabia has funded 20% of Hillary's presidential campaign.
[00:59:49.669 --> 00:59:52.612]  And they also supported the 9-11 hijackers.
[00:59:53.012 --> 00:59:53.993]  Yeah, nice guys.
[00:59:54.394 --> 00:59:57.577]  You can learn more right now at Infowars.com.
[01:00:02.381 --> 01:00:05.004]  You're listening to the Alex Jones Show.
[01:00:19.374 --> 01:00:23.296]  If you are receiving this transmission, you are the resistance.
[01:00:24.136 --> 01:00:29.079]  From the front lines of the Information War, it's Alex Jones.
[01:00:34.258 --> 01:00:45.429]  We are live, it's the second hour of the Alex Jones Show and we're talking about the prestitutes that have been exposed in the WikiLeaks emails as being Clinton campaign surrogates.
[01:00:45.789 --> 01:00:49.012]  These people need to be called out, they need to be named.
[01:00:49.452 --> 01:00:51.874]  We've gone through several so far, let's continue.
[01:00:52.697 --> 01:00:53.618]  Louise Mench.
[01:00:54.179 --> 01:00:57.163]  Louise Mench is a former Conservative Party member.
[01:00:57.183 --> 01:00:58.405]  She moved over to America.
[01:00:58.926 --> 01:01:03.913]  She tried to proclaim herself to be a Conservative, to be an anti-SJW.
[01:01:04.814 --> 01:01:09.200]  About six months ago, she went completely insane and became one of these Never Trump people.
[01:01:09.901 --> 01:01:25.691]  A few weeks ago started attacking me directly on Twitter claiming that I was commanding the mythical Putin trollbot army as one of the leaders of the alt-riot and that I was individually controlling all these Twitter accounts.
[01:01:26.371 --> 01:01:29.732]  To amplify my own anti-Hillary message.
[01:01:30.032 --> 01:01:39.435]  Well, I have trouble even checking my own Twitter notifications, so it would probably be difficult for me to control hundreds or thousands of other Twitter accounts.
[01:01:40.115 --> 01:01:42.676]  Now, she also claimed that anyone who retweeted me
[01:01:43.416 --> 01:01:46.878]  ...was part of the Putin Trollbot Army.
[01:01:47.378 --> 01:01:58.183]  She actually had retweeted me six days before that, so by proxy that meant that she was part of the Putin Trollbot Army, which only exists in her head, in her mythical imagination.
[01:01:59.444 --> 01:02:01.304]  She was completely exposed.
[01:02:01.324 --> 01:02:02.325]  This was hilarious.
[01:02:02.805 --> 01:02:11.806]  Louise Mensch, who works for Heat Street, which is a Murdoch publication, and by the way, I'm getting contacted by her colleagues saying how embarrassed they are about her behavior.
[01:02:12.586 --> 01:02:28.209]  She was exposed for sending this tepid fangirl email to the Hillary Clinton campaign, where she literally begs them, and she actually writes a Hillary campaign ad, saying how much Hillary loves women.
[01:02:29.295 --> 01:02:34.918]  Because as we know, she doesn't laugh at rapists getting off molesting 12-year-old children.
