[00:00:19.698 --> 00:00:20.479]  Another time.
[01:02:11.079 --> 01:02:11.519]  It was called 1776.
[01:02:13.120 --> 01:02:31.904]  When there's Fourth of July, and you're sitting on your big mansion or whatever with all the looted, you know, money from all your insider buddies, that's what the hot dogs and hamburgers and explosions are, is simulations of Fort Sumter and other forts under attack.
[01:02:33.134 --> 01:02:35.976]  That's what the Star Spangled Banner is about.
[01:02:36.576 --> 01:02:39.658]  Oh, so can you see, as I butcher that.
[01:02:40.219 --> 01:02:41.319]  Oh, say can you see.
[01:02:41.980 --> 01:02:51.486]  In fact, can somebody bring me the Star Spangled Banner so I can, I got it pretty much memorized, but I'll bungle or bumble some of it.
[01:02:52.547 --> 01:02:59.091]  Maybe we should just get some beautiful rendition of the Star Spangled Banner and then play that for her so she understands
[01:03:00.762 --> 01:03:03.666]  What the bombs bursting in air means.
[01:03:04.887 --> 01:03:08.112]  But still, through the night, our flag was still there.
[01:03:08.773 --> 01:03:10.094]  Being bombarded by the British fleet.
[01:03:10.775 --> 01:03:13.439]  Oh, so can you see the Star Spangled Banner.
[01:03:13.859 --> 01:03:15.401]  Do you understand that, lady?
[01:03:16.431 --> 01:03:40.353]  I mean, you come to take everything we've got, you tell us we have no free speech, we're bitter clingers, we can't have our Bible, we can't have our guns, all we can do is deliver our five-year-olds to you to learn how their boys to learn dresses, and of their girls to put on boys outfits, and how to get Janet Reno haircuts, or how to, you know, the new Ken dolls look like Rachel Maddow, and the boy dolls, I mean, I guess they're gonna look like Mary Poppins.
[01:03:40.433 --> 01:03:42.134]  I mean, we're just little
[01:03:43.254 --> 01:03:45.715]  Legos here for you to arrange however you want.
[01:03:45.735 --> 01:03:46.756]  We have no destiny.
[01:03:47.056 --> 01:03:48.237]  We have no consciousness.
[01:03:48.557 --> 01:03:54.760]  You're just obsessed with planet tranny and people that aren't even hating you.
[01:03:54.800 --> 01:03:56.241]  I don't think about such.
[01:03:56.281 --> 01:03:56.841]  I don't care.
[01:03:58.062 --> 01:04:03.045]  You're just constantly hopping around, you know, declaring our children belong to you, foaming at the mouth.
[01:04:04.806 --> 01:04:09.768]  And then Drudge wants to link to Hillary's speeches, you know, where she's saying she's going to get our guns.
[01:04:09.828 --> 01:04:11.529]  And you don't want that political speech.
[01:04:11.569 --> 01:04:12.530]  You say it's political.
[01:04:14.110 --> 01:04:19.426]  That she wants our guns and that we don't want to be disarmed so we can't show people what she said!
[01:04:20.418 --> 01:04:22.279]  It's just like separation of church and state.
[01:04:22.599 --> 01:04:27.062]  That's in a letter from Thomas Jefferson about not having a state-run religion, which I totally agree with Jefferson.
[01:04:27.362 --> 01:04:31.444]  Then they misrepresent it to Christians and say Jefferson wants to ban your churches and your free speech.
[01:04:31.504 --> 01:04:31.685]  No!
[01:04:32.045 --> 01:04:33.386]  Congress shall make no law.
[01:04:33.446 --> 01:04:34.506]  He helped write the Bill of Rights.
[01:04:34.926 --> 01:04:40.890]  Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[01:04:41.230 --> 01:04:42.791]  That's the first half of the First Amendment.
[01:04:43.571 --> 01:04:45.693]  Then to the press and people to assemble and all the rest of it.
[01:04:46.313 --> 01:04:46.613]  Okay?
[01:04:47.834 --> 01:04:49.555]  So they have no jurisdiction.
[01:04:50.703 --> 01:04:52.845]  And they have no jurisdiction over my speech.
[01:04:53.305 --> 01:05:09.140]  They can claim political money to a candidate, have some type of regulation, but see, now that's down to my speech, writing an article saying Hillary Clinton is a demonic mobster pig and an enemy of this country, bought off by the Gulf States, supporting the suppression of women worldwide!
[01:05:11.414 --> 01:05:13.095]  You know, she's playing the women's card.
[01:05:13.455 --> 01:05:20.420]  By the way, if she didn't play the women's card, she would have no chance, I mean zero, of winning.
[01:05:20.440 --> 01:05:25.243]  We haven't had a woman to be president yet, so we need to have a woman to be president.
[01:05:25.363 --> 01:05:35.250]  All these mothers and fathers bring me the placemats with all the presidents, and they bring their daughters, and they say, my daughter has a question for you, and the daughter says, how come there are no girls on this placemat?
[01:05:35.450 --> 01:05:38.752]  If you vote for somebody on the merits, one of my merits is I'm a woman.
[01:05:47.709 --> 01:05:55.976]  Mr. Trump accused me of playing the quote, woman card.
[01:05:56.016 --> 01:06:00.459]  Which unfortunately doesn't give you a discount even though we don't get equal pay for the work we do.
[01:06:00.479 --> 01:06:02.901]  You can't show it when you're checking out at the supermarket.
[01:06:03.041 --> 01:06:08.386]  Finally, fathers will be able to say to their daughters, you too can grow up to be president.
[01:06:08.626 --> 01:06:12.949]  I cannot imagine anyone being more of an outsider than the first woman president.
[01:06:13.089 --> 01:06:23.417]  Senator Sanders is the only person who I think would characterize me, a woman running to be the first woman president, as exemplifying the establishment.
[01:06:23.597 --> 01:06:24.438]  Look at Hillary!
[01:06:24.778 --> 01:06:29.842]  But what he was saying in going after my qualifications is very familiar to a lot of women.
[01:06:30.022 --> 01:06:35.326]  Come into the cult, release yourself.
[01:06:39.139 --> 01:06:40.280]  This is Jim Johnston.
[01:06:40.540 --> 01:06:42.400]  You know, we're not going to be counted out anymore.
[01:06:42.420 --> 01:06:46.722]  We're going to stand up and express our opinions.
[01:06:46.802 --> 01:06:53.625]  We're going to claim what is rightfully ours in the workplace, in our society, in our economy, in our political system.
[01:06:53.805 --> 01:06:54.926]  Women for Hillary.
[01:06:55.226 --> 01:06:56.946]  I really like the sound of that.
[01:07:11.482 --> 01:07:18.229]  And then now, when she talks to a bunch of women, with all the photos of women behind her and women like, we're coming.
[01:07:19.090 --> 01:07:19.970]  Oh, it's so creepy.
[01:07:20.311 --> 01:07:25.596]  And just remember, there's a special place in hell for women who don't help each other.
[01:07:28.860 --> 01:07:29.740]  I may have to leave.
[01:07:29.760 --> 01:07:31.261]  I just can't handle it anymore.
[01:07:36.583 --> 01:07:37.824]  Please, I can't look at it.
[01:07:37.864 --> 01:07:38.764]  Just go ahead and play her.
[01:07:38.784 --> 01:07:39.585]  I'm not going to look at her though.
[01:07:39.605 --> 01:07:40.065]  Go ahead and play her.
[01:07:40.976 --> 01:07:41.956]  How come there are no girls?
[01:07:42.056 --> 01:07:43.096]  A woman to be president.
[01:07:43.196 --> 01:07:43.797]  I'm a woman.
[01:07:43.917 --> 01:07:44.857]  A woman to be president.
[01:07:44.937 --> 01:07:45.297]  Woman card.
[01:07:45.537 --> 01:07:45.977]  Daughters.
[01:07:46.137 --> 01:07:47.077]  First woman president.
[01:07:47.277 --> 01:07:48.057]  A woman's card.
[01:07:48.197 --> 01:07:49.338]  As he goes after women.
[01:07:49.438 --> 01:07:51.818]  A woman running to be the first woman president.
[01:07:51.878 --> 01:07:52.198]  Women.
[01:07:52.218 --> 01:07:53.578]  How come there are no girls?
[01:07:54.259 --> 01:07:55.139]  I gotta go.
[01:07:55.519 --> 01:07:55.899]  I'm sorry.
[01:07:55.999 --> 01:07:56.919]  American woman.
[01:07:57.059 --> 01:07:58.019]  I mean, all of the men!
[01:07:58.039 --> 01:08:00.580]  We're petrified to speak to women anymore!
[01:08:00.780 --> 01:08:01.660]  We may raise our voice.
[01:08:01.820 --> 01:08:02.200]  You know what?
[01:08:02.580 --> 01:08:04.781]  The women get it better than we do, folks.
[01:08:05.141 --> 01:08:05.461]  Alright?
[01:08:05.721 --> 01:08:06.941]  They get it better than we do.
[01:08:22.719 --> 01:08:24.882]  Waging war on corruption.
[01:08:25.382 --> 01:08:30.508]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:08:34.275 --> 01:08:35.916]  Monday through Friday from 11 a.m.
[01:08:35.936 --> 01:08:36.536]  to 3 p.m.
[01:08:36.556 --> 01:08:36.976]  Central.
[01:08:37.016 --> 01:08:37.436]  We're live.
[01:08:37.656 --> 01:08:38.496]  We're into the second hour.
[01:08:38.536 --> 01:08:40.777]  Thank you for joining us.
[01:08:40.977 --> 01:08:43.518]  Wide open phones 800-259-9231.
[01:08:43.558 --> 01:08:47.039]  Well, we covered probably 80 stories last hour.
[01:08:47.059 --> 01:08:48.519]  I did a pretty good job, I think, overall.
[01:08:48.559 --> 01:08:49.260]  Played a lot of clips.
[01:08:49.680 --> 01:08:53.701]  I'm gonna play more clips and analyze them right now, then go right to your phone calls, and then more news.
[01:08:54.241 --> 01:08:57.002]  After I take a couple rounds of calls, I'm gonna actually get to these videos.
[01:08:57.972 --> 01:09:07.916]  Video on Infowars.com and presentplanet.com right now, a Paul Joseph Watson article, Muslim scholar celebrates extinction of blue-eyed, blonde-haired Germans.
[01:09:07.936 --> 01:09:13.859]  So we have a video of the Green Party and other Muslim leaders getting up saying, yay, get rid of the white people.
[01:09:14.219 --> 01:09:15.039]  This is wonderful.
[01:09:15.820 --> 01:09:22.923]  I mean, this is the biggest line of racism I've ever heard, and it just shows what leftist brainwashing does to people.
[01:09:24.150 --> 01:09:30.032]  I'll be honest, I've always been an inclusive, very open person, but when folks are running around saying this openly, it gets old.
[01:09:30.913 --> 01:09:38.816]  And a lot of folks that quote, aren't white, but also a lot of them are white, they just are so out of their minds, they think it's normal to say whites are inherently bad.
[01:09:40.156 --> 01:09:41.597]  So that's coming up.
[01:09:41.997 --> 01:09:43.738]  80% of Brits would be happy to quit Russia.
[01:09:45.314 --> 01:09:49.477]  80% of Brits will be happy to quit UK for Russia after Putin offers free land.
[01:09:49.557 --> 01:09:50.638]  That's a real story.
[01:09:50.658 --> 01:09:51.599]  We're going to get to that.
[01:09:51.999 --> 01:09:55.381]  Italy sent a double baby bonus to fight birth rate apocalypse.
[01:09:56.042 --> 01:09:56.922]  No-go areas.
[01:09:57.483 --> 01:10:04.247]  Huge increase in attacks on police in Sweden by the wonderful radical jihadis that have been brought in en masse.
[01:10:07.526 --> 01:10:08.667]  I don't think so.
[01:10:23.971 --> 01:10:25.212]  I mean, she is mafia, folks.
[01:10:25.232 --> 01:10:25.792]  Look into her.
[01:10:26.372 --> 01:10:29.574]  And went to Congress with no money, worth hundreds of millions now.
[01:10:29.674 --> 01:10:31.235]  I mean, just a monstrous creature.
[01:10:31.996 --> 01:10:37.259]  And she says, I guarantee Trump will not be president here today, gone tomorrow.
[01:10:37.939 --> 01:10:43.222]  That's the same thing the actor George Clooney says, because he hates women, because he doesn't want to bring Muslims in.
[01:10:43.242 --> 01:10:45.424]  I mean, just upside-down world.
[01:10:46.044 --> 01:10:48.926]  Let's go ahead and play Nancy, Don Carleone Pelosi.
[01:10:50.534 --> 01:10:51.475]  He's not going to be president.
[01:10:51.815 --> 01:10:52.696]  He is not.
[01:10:53.036 --> 01:10:55.598]  Donald Trump is not going to be president of the United States.
[01:10:56.058 --> 01:10:56.879]  Take it to the bank.
[01:10:56.959 --> 01:10:58.580]  I guarantee it.
[01:10:59.400 --> 01:11:08.366]  And hopefully, and I'm certain it will happen, when we have our nominee, whoever she may be, she will take this debate to a higher plane.
[01:11:09.027 --> 01:11:13.410]  And nobody, you would never stoop to his level because that's not who we are.
[01:11:13.530 --> 01:11:19.754]  When people complain about Donald Trump talking about Mexicans, talking about Muslims, talking about women and all the rest,
[01:11:20.574 --> 01:11:22.575]  That's what we hear every day in the Congress.
[01:11:23.055 --> 01:11:23.836]  And not in private.
[01:11:24.456 --> 01:11:27.638]  In committee, on the floor, in press conferences.
[01:11:28.138 --> 01:11:33.700]  If you put side by side with some of our members have said, important members, chairs of committees and the rest.
[01:11:33.840 --> 01:11:37.702]  He's a here today, gone tomorrow candidate for president.
[01:11:37.742 --> 01:11:45.346]  I mean, if we had 40 million Americans in Mexico waving American flags, the Mexicans would flip out.
[01:11:46.812 --> 01:11:49.194]  Even if it was Americans bringing money and jobs.
[01:11:49.934 --> 01:11:51.495]  But we're getting mainly poor people in.
[01:11:51.535 --> 01:11:52.396]  We're collapsing.
[01:11:52.416 --> 01:11:53.276]  We're going bankrupt.
[01:11:53.496 --> 01:11:54.597]  The multinationals are doing this.
[01:11:54.877 --> 01:12:01.381]  It's not racist to say we can't have 10,000 women coming in every week from China to have their babies for free.
[01:12:02.422 --> 01:12:05.023]  And then even, quote, wealthy Chinese come here.
[01:12:05.043 --> 01:12:06.805]  Because why shouldn't you have a $30,000, $40,000 birth here for free?
[01:12:10.003 --> 01:12:13.105]  Even rich people come here, because we're such a joke.
[01:12:13.525 --> 01:12:18.287]  Because the globalists know taxpayers are paying for it all, and they're collapsing us by design.
[01:12:18.547 --> 01:12:22.049]  And then she sits there and turns it into, we're going to a higher plane.
[01:12:23.489 --> 01:12:24.830]  Like the Lolita Express?
[01:12:25.310 --> 01:12:27.892]  With the convicted pedophile with Clinton flying around with the little kids?
[01:12:27.912 --> 01:12:31.193]  I mean, up at 33,000 feet where nobody can save them?
[01:12:31.653 --> 01:12:35.115]  At 30,000 feet, no one can hear you scream.
[01:12:35.495 --> 01:12:36.676]  And on Pedo Island,
[01:12:37.998 --> 01:12:43.542]  No one can hear you scream when that weird undead zombie Bill Clinton walks into the bedroom.
[01:12:44.923 --> 01:12:46.885]  We gotta get weaponized against these people.
[01:12:47.365 --> 01:12:48.226]  We can't back down.
[01:12:48.266 --> 01:12:52.008]  We gotta go all the way against these enemies of the Republic.
[01:12:54.830 --> 01:12:56.412]  Let's go ahead now and go to another clip.
[01:12:56.432 --> 01:12:58.793]  Here's Bill Clinton talking like Donald Trump on immigration in 1996.
[01:13:02.521 --> 01:13:06.144]  One of these areas is the problem of illegal immigration.
[01:13:06.664 --> 01:13:10.266]  We have to stop the inflow of illegals coming into our country.
[01:13:10.447 --> 01:13:15.730]  This administration has taken a strong stand to stiffen the protection of our borders.
[01:13:15.990 --> 01:13:17.151]  We will build a wall.
[01:13:17.291 --> 01:13:18.912]  It will do what it's supposed to do.
[01:13:19.373 --> 01:13:21.394]  Keep illegal immigrants out.
[01:13:21.654 --> 01:13:23.696]  We are increasing border controls by 50%.
[01:13:24.096 --> 01:13:25.257]  We're going to have a border.
[01:13:25.277 --> 01:13:26.258]  It's going to be a real border.
[01:13:26.338 --> 01:13:27.158]  We have a country.
[01:13:27.198 --> 01:13:28.119]  We have to have borders.
[01:13:28.359 --> 01:13:31.541]  We are increasing inspections to prevent the hiring of illegal immigrants.
[01:13:32.162 --> 01:13:39.947]  And tonight, I announce I will sign an executive order to deny federal contracts to businesses that hire illegal immigrants.
[01:13:40.227 --> 01:13:41.488]  What are we going to do about illegal hiring?
[01:13:41.688 --> 01:13:43.069]  You can be very, very strong.
[01:13:43.129 --> 01:13:45.170]  It could be a huge financial penalty.
[01:13:45.230 --> 01:13:47.091]  It could be beyond a financial penalty.
[01:13:47.131 --> 01:13:50.253]  We can do that with E-Verify and with various... Are you for it?
[01:13:50.954 --> 01:13:51.434]  I'm for it.
[01:13:51.774 --> 01:13:55.077]  We should honor every legal immigrant here working hard to be a good
[01:13:55.817 --> 01:14:00.129]  Citizen, but we are also a nation of laws.
[01:14:00.630 --> 01:14:02.455]  We have a country, we have to have laws.
[01:14:02.916 --> 01:14:04.620]  We either have a country or we don't.
[01:14:05.629 --> 01:14:09.693]  Now, you can just type in Mexico, the worst on immigrants.
[01:14:09.873 --> 01:14:11.374]  Mexico, the hardest on illegals.
[01:14:11.775 --> 01:14:13.216]  Six months to one year hard labor.
[01:14:13.637 --> 01:14:19.062]  If you've got credit cards and ID, they call your family in Guatemala or wherever and try to shake money out of you.
[01:14:20.003 --> 01:14:27.550]  And then they also will torture the illegals or even Mexican citizens to find out if they're hiding illegals or they're illegals to shake money out of them.
[01:14:28.663 --> 01:14:30.063]  That's what Mexico does to its own people.
[01:14:30.443 --> 01:14:32.524]  It does it to tourists that go out of the tourist zones.
[01:14:32.544 --> 01:14:34.484]  I mean, warning to Americans, folks.
[01:14:35.185 --> 01:14:42.266]  If you're going to Mexico, there's four or five cities you can go to now, and a few other zones, but you better not go into the other areas because you'll be shaken down.
[01:14:43.087 --> 01:14:43.867]  And that's a fact!
[01:14:43.987 --> 01:14:45.307]  Like, don't go to North Korea.
[01:14:46.067 --> 01:14:46.728]  It's dangerous.
[01:14:48.508 --> 01:14:49.928]  And Mexico is degenerating.
[01:14:50.669 --> 01:14:51.969]  And I don't take pleasure in that.
[01:14:53.509 --> 01:14:56.090]  Believe me, if there was a safer country around here, I'd be getting out of here.
[01:14:57.096 --> 01:14:59.377]  I mean, this country, I don't think you can fix it at some levels.
[01:15:00.837 --> 01:15:14.940]  Those of us that don't want to be slaves can start saying no to the system, and try to create communities based on freedom, and I guess migrate to states that are, you know, not going to go along with this, but we are in the hands of really, really evil people, folks.
[01:15:17.341 --> 01:15:23.102]  Now let's go ahead and go to another clip that I want to break down here, and that's dealing with
[01:15:25.708 --> 01:15:30.590]  What's happening with Joy Behar, I've been on her show before, both of you and on our CNN show.
[01:15:30.610 --> 01:15:32.191]  She's a pretty nice lady behind the scenes.
[01:15:32.531 --> 01:15:37.914]  Don't blame Hillary for Bill unless you blame Melina for Trump's sexual harassment.
[01:15:38.174 --> 01:15:39.475]  That is such a horrible statement.
[01:15:40.755 --> 01:15:47.358]  Melina has only been married to him, what is it, a millennia for, I don't know, 10 years or whatever.
[01:15:47.899 --> 01:15:49.419]  I can't pronounce any names, including my own.
[01:15:49.439 --> 01:15:50.640]  Sorry folks, no teleprompter.
[01:15:54.090 --> 01:15:58.413]  Hillary was there politically going after these women and saying they were liars actively.
[01:15:59.794 --> 01:16:03.557]  And Clinton settled rape cases and got caught engaged in perjury.
[01:16:06.078 --> 01:16:12.643]  We're talking about Trump asking women out when he wasn't married and Trump telling an old girlfriend 30 years ago in the 80s she was overweight.
[01:16:13.323 --> 01:16:15.465]  And now that's been recanted by the girlfriend.
[01:16:16.653 --> 01:16:18.534]  So, it's apples and oranges.
[01:16:19.154 --> 01:16:25.838]  Yes, if she was defending Trump years after he settled rape cases, and she was political, then you could criticize her.
[01:16:26.118 --> 01:16:29.660]  But she hasn't done that yet, and Donald Trump hasn't done anything.
[01:16:29.700 --> 01:16:31.941]  So this is how they've scrambled reality.
[01:16:31.981 --> 01:16:33.782]  Let's go ahead and play this clip.
[01:16:34.671 --> 01:16:39.235]  Is he guilty of sexual harassment when he accuses Bill Clinton often of sexual harassment?
[01:16:39.275 --> 01:16:40.195]  Okay, that's another thing.
[01:16:40.235 --> 01:16:40.616]  You know what?
[01:16:40.636 --> 01:16:42.257]  They're going to bring up Bill Clinton.
[01:16:42.317 --> 01:16:45.559]  When he gets accused of all of this, he brings up Bill Clinton.
[01:16:45.620 --> 01:16:47.261]  Okay, Bill Clinton's a dog also.
[01:16:47.561 --> 01:16:49.262]  What does that have to do with Hillary Clinton?
[01:16:49.723 --> 01:16:50.663]  Are we going to ask him a lot?
[01:16:50.683 --> 01:16:53.285]  Are we going to blame Melania for this piece in the Times?
[01:16:53.506 --> 01:16:55.227]  Okay, so don't go after Hillary.
[01:16:55.267 --> 01:17:00.471]  Melania hasn't covered anything up because Donald Trump hasn't done anything.
[01:17:01.343 --> 01:17:08.467]  Just because you write a 16-page article about how he would go to cocktail parties and ask good-looking women out or ask them what they like to do for fun.
[01:17:08.487 --> 01:17:13.110]  I mean, what man hasn't done that before they were married or after they were married?
[01:17:14.190 --> 01:17:16.872]  But see, being normal is freakazoid nowadays.
[01:17:19.433 --> 01:17:20.434]  I want to go to your phone calls.
[01:17:20.454 --> 01:17:25.777]  We're going to do that when we come back from this break.
[01:17:25.797 --> 01:17:26.918]  But first, I want to play
[01:17:28.564 --> 01:17:34.387]  The ex who was misquoted as saying that he said she was fat once and that was just the end of the world.
[01:17:35.227 --> 01:17:37.048]  This is Ms.
[01:17:37.188 --> 01:17:41.710]  Lane talking about the fact that he was a gentleman on Fox.
[01:17:42.550 --> 01:17:51.114]  I did not have a negative experience with Donald Trump and I don't appreciate them making it look like that I was saying that it was a negative experience.
[01:17:51.434 --> 01:17:52.614]  You knew him very well, right?
[01:17:52.654 --> 01:17:53.975]  You dated him for several months?
[01:17:54.744 --> 01:17:55.405]  That's correct.
[01:17:55.885 --> 01:17:56.185]  Yes.
[01:17:56.546 --> 01:18:01.451]  And he was never, he never made me feel like I was being demeaned in any way.
[01:18:01.471 --> 01:18:03.873]  He never offended me in any way.
[01:18:03.893 --> 01:18:06.536]  He was very gracious.
[01:18:06.936 --> 01:18:10.099]  I saw him around all types of people, all types of women.
[01:18:10.119 --> 01:18:14.243]  He was, he was very kind, thoughtful, generous.
[01:18:15.004 --> 01:18:16.406]  You know, he was a gentleman.
[01:18:17.659 --> 01:18:26.746]  Yeah, I know a lot of people that have known Donald Trump, not just Stone, for 30, 40 years, and they just say the guy is so nice, unless you mess with him, that it's just wild.
[01:18:27.266 --> 01:18:31.009]  In fact, even the brash guy you see on The Apprentice and stuff was an exaggeration of Trump.
[01:18:31.289 --> 01:18:32.991]  They just treat women so good.
[01:18:34.111 --> 01:18:34.552]  So good.
[01:18:35.572 --> 01:18:37.314]  But he also doesn't put up with any crap.
[01:18:38.174 --> 01:18:38.935]  Zero from women.
[01:18:39.816 --> 01:18:40.216]  Zero.
[01:18:40.576 --> 01:18:44.980]  Totally nice to him, best houses flying around the world, caviar, you know, the best
[01:18:46.269 --> 01:18:49.692]  Exercise, you know, the best transportation, the best homes, everything.
[01:18:50.552 --> 01:18:53.695]  Treated like princesses, but he doesn't put up with any baloney.
[01:18:54.696 --> 01:18:56.877]  And so, that's supposedly a bad thing.
[01:18:57.658 --> 01:18:59.159]  That's supposedly an evil thing.
[01:18:59.499 --> 01:19:00.940]  That's supposedly a horrible thing.
[01:19:02.161 --> 01:19:09.047]  But I've talked to some people that work for Trump, and they just say, if you're a hard worker doing a good job, he is so loyal, his whole organization is loyal.
[01:19:09.587 --> 01:19:11.729]  But the minute you do sideways stuff, you're gone.
[01:19:14.648 --> 01:19:18.672]  And the amount of money he gives to charity behind the scenes is reportedly staggering.
[01:19:20.513 --> 01:19:31.863]  And everybody's heard about the stories he never talked about, about deformed kids of staff of his, or people that stopped when his limousine was broken down and helped give him a jump so he paid off their, what was it, like $400,000 house mortgage?
[01:19:32.423 --> 01:19:33.785]  I mean, Trump is a wild man.
[01:19:34.465 --> 01:19:37.448]  And they don't like him because of the fact that he's for real.
[01:19:39.082 --> 01:19:41.503]  As best I can tell, folks, Donald Trump is for real.
[01:19:41.883 --> 01:19:46.984]  He wants to be the turnaround expert that helps the American people help him turn this country around.
[01:19:47.364 --> 01:19:51.885]  And the reason it's so easy is globalism is designed to make us bankrupt and dependent and controlled.
[01:19:52.265 --> 01:19:56.566]  All you do is turn off globalism and our nation-state will explode.
[01:19:57.026 --> 01:20:01.266]  The United States, until 1913 on average, had a 10.2% growth rate.
[01:20:02.207 --> 01:20:03.947]  They call 3% overheating now.
[01:20:04.607 --> 01:20:05.467]  That's with Cook numbers.
[01:20:06.147 --> 01:20:07.308]  So they want us poor.
[01:20:07.748 --> 01:20:08.748]  Donald Trump doesn't.
[01:20:15.054 --> 01:20:16.355]  Comedy is now illegal.
[01:20:16.715 --> 01:20:18.256]  Charlie Chaplin made fun of Hitler.
[01:20:18.376 --> 01:20:19.356]  I've made fun of Hitler.
[01:20:20.637 --> 01:20:22.638]  Remember, Jesse James made fun of Hitler.
[01:20:22.698 --> 01:20:23.879]  They said, oh, you're a Nazi.
[01:20:24.659 --> 01:20:26.380]  This is an assault on reality.
[01:20:27.101 --> 01:20:32.984]  How dare people tell Americans and Scots and folks that died in mass fighting Hitler, our grandparents.
[01:20:34.224 --> 01:20:43.651]  That we're with Hitler if some liberal trendy who's apologized and turns out he's a liberal, of course he apologized, should apologize and say, I didn't do anything, it's satire, it's protected.
[01:20:43.791 --> 01:20:45.973]  But by him groveling, they keep charging him.
[01:20:47.174 --> 01:20:49.296]  He should say, how dare you, and get a jury trial.
[01:20:50.526 --> 01:20:51.487]  This is happening everywhere.
[01:20:52.147 --> 01:20:53.488]  We'll put the headline back up on screen.
[01:20:53.508 --> 01:20:54.429]  I want to put it on Facebook.
[01:20:54.729 --> 01:20:55.329]  I want to retweet it.
[01:20:55.609 --> 01:20:59.372]  Police now arresting YouTubers for offensive videos.
[01:21:00.213 --> 01:21:01.493]  No speech is safe, folks.
[01:21:02.034 --> 01:21:03.074]  I've got a stack of news.
[01:21:03.895 --> 01:21:08.478]  A teacher in Germany, a teacher in Austria, there's two different stories today, one in Germany, one in Austria.
[01:21:08.758 --> 01:21:17.004]  A teacher in Austria talked about the Quran, talking about Muhammad saying you can have sex with 12-year-olds, and said that's pedophilia, and she's been arrested.
[01:21:19.500 --> 01:21:26.785]  Now folks, separately China's been caught shipping in little girls for sex slaves and they're calling it sex slavery.
[01:21:27.726 --> 01:21:35.932]  It is what it is, but this, even if it wasn't true that Mohammed said that, wrote that, you should have a right to say it!
[01:21:36.012 --> 01:21:37.033]  This is tyranny!
[01:21:37.814 --> 01:21:40.656]  Let's go ahead and go to this incredible report by Paul Joseph Watson.
[01:21:41.297 --> 01:21:49.280]  28-year-old Marcus Meacham was arrested for hate crimes after posting this joke video of his girlfriend's dog reacting to Nazi slogans.
[01:21:49.520 --> 01:21:55.263]  My girlfriend is always ranting and raving about how cute and adorable her wee dog is.
[01:21:56.343 --> 01:22:02.165]  And so I thought I would turn them into the least cute thing that I could think of, which is a Nazi.
[01:22:03.946 --> 01:22:06.067]  Buddha, do I gas the Jews?
[01:22:09.008 --> 01:22:09.628]  Gas the Jews?
[01:22:11.789 --> 01:22:11.929]  Cheers.
[01:22:11.949 --> 01:22:12.450]  See you guys!
[01:22:12.550 --> 01:22:12.870]  Cheers.
[01:22:28.135 --> 01:22:33.538]  The video went viral, receiving 18,000 thumbs up to just 1,200 thumbs down.
[01:22:33.618 --> 01:22:43.984]  The vast majority of viewers thought that it was hilarious, but thanks to a small minority of perpetually offended retards, Meacham got a home visit from the Scottish police.
[01:22:44.244 --> 01:22:52.389]  Authorities said that Meacham's arrest is a lesson to others that any video content deemed offensive will not be tolerated.
[01:22:52.669 --> 01:22:59.332]  Meechan then prostrated himself, pleading that he wasn't a racist, and that he only made the video to annoy his girlfriend.
[01:22:59.512 --> 01:23:04.294]  Isn't it interesting that John Cleese recently came out and decried political correctness?
[01:23:04.454 --> 01:23:10.557]  Because under that definition, Cleese himself would have been arrested for this faulty tower sketch.
[01:23:10.657 --> 01:23:11.317]  Who's this then?
[01:23:12.097 --> 01:23:13.498]  Stark you, man!
[01:23:15.359 --> 01:23:17.580]  I'm gonna bring him home!
[01:23:17.620 --> 01:23:18.080]  He's dead!
[01:23:22.203 --> 01:23:26.387]  Charlie Chaplin would have been thrown in a jail cell for the same reason.
[01:23:26.467 --> 01:23:34.154]  If they're not treating any video content whatsoever that causes offense as hate speech, then my entire channel is hate speech.
[01:23:34.514 --> 01:23:37.697]  We make jokes about it, but the fact is they're coming after everybody's free speech.
[01:23:38.278 --> 01:23:39.639]  Use free speech or lose it.
[01:23:39.979 --> 01:23:41.201]  Defend it or they'll take it.
[01:23:41.741 --> 01:23:45.425]  Become a member at PrisonPlanet.tv today to get the nightly news and more.
[01:23:45.865 --> 01:23:49.188]  Sign up for our free newsletter to stay in contact and get around the censors.
[01:23:49.469 --> 01:23:51.271]  Infowars.com forward slash newsletter.
[01:23:51.511 --> 01:23:55.134]  And spread the word about the broadcast, the free podcast, the iPhone and Droid apps.
[01:23:55.375 --> 01:23:55.995]  It's all free.
[01:23:56.296 --> 01:23:58.398]  Infowars.com forward slash show.
[01:23:58.938 --> 01:24:02.422]  You are the Paul Revere's fighting this modern totalitarian takeover.
[01:24:13.194 --> 01:24:14.315]  He walks like an angel.
[01:24:15.435 --> 01:24:23.280]  Talks like an angel.
[01:24:23.360 --> 01:24:29.404]  But I got wise, Hillary Clinton is an absolute demon not in disguise.
[01:24:29.744 --> 01:24:32.726]  Oh yes you are.
[01:24:33.286 --> 01:24:35.407]  That's what's scary is we know how evil these people are.
[01:24:36.368 --> 01:24:37.669]  And then they just invert reality.
