[00:00:11.132 --> 00:00:17.154]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:11:12.205 --> 01:11:14.067]  And he's been mad about that for 40 years.
[01:11:15.007 --> 01:11:16.249]  I talked to Dr. Corsi.
[01:11:16.569 --> 01:11:17.450]  He's known him 40 years.
[01:11:17.770 --> 01:11:20.332]  He says Trump is a sleeper patriot.
[01:11:21.073 --> 01:11:23.034]  Not a sleeper cell, but like a sleeper patriot.
[01:11:23.335 --> 01:11:24.736]  And that's why they're so scared of him.
[01:11:24.756 --> 01:11:26.958]  And now in a new AOL poll and others,
[01:11:29.133 --> 01:11:36.860]  Nearly half of Sanders supporters say they might switch to Trump just over the fact that he's being robbed when he's clearly the frontrunner as well.
[01:11:37.480 --> 01:11:41.223]  So, the gloves are off, the system is showing itself to be very naked.
[01:11:42.424 --> 01:11:44.046]  Ted Cruz is trying to spin all this.
[01:11:44.066 --> 01:11:44.826]  Here's the Daily Mail.
[01:11:45.147 --> 01:11:53.574]  Cruz claims he's won landslides, this is a quote, over and over, beating Trump in five consecutive states, even though only one of them held an election.
[01:11:56.058 --> 01:11:58.720]  He's walking a tightrope on Glenn Beck and Fox News.
[01:11:58.740 --> 01:12:07.966]  He goes on there and never says, he goes, the voters have spoken, and Trump is a sore loser, and then never says the party canceled the election.
[01:12:08.287 --> 01:12:16.553]  Or he won Louisiana, he won Georgia, he won Arizona, he won Tennessee, he won these other states, and then they just take the delegates and give them to Cruz.
[01:12:18.034 --> 01:12:20.796]  He just goes, I'm winning, I've got the Bushes behind me.
[01:12:21.036 --> 01:12:23.998]  He's talking more and more like Herbert Walker Bush, who he says is his mentor.
[01:12:25.191 --> 01:12:25.691]  Revealed.
[01:12:25.751 --> 01:12:29.473]  Colorado lawmakers who voted to scrap election are Ted Cruz delegates.
[01:12:29.513 --> 01:12:29.994]  Breitbart.
[01:12:30.274 --> 01:12:31.754]  Well, that's not really surprising.
[01:12:33.075 --> 01:12:33.696]  Exclusive.
[01:12:33.756 --> 01:12:34.536]  Trump campaign.
[01:12:34.576 --> 01:12:38.418]  Cruz staged attack in Georgia to steal delegates, not grassroots activism.
[01:12:39.539 --> 01:12:40.279]  RNC chief.
[01:12:40.339 --> 01:12:42.400]  No changes to delegate requirement likely.
[01:12:42.680 --> 01:12:43.841]  They're going to go ahead with the steal.
[01:12:46.855 --> 01:12:49.696]  It is simply amazing to see all this happen.
[01:12:49.716 --> 01:12:51.436]  I want to cover the waterfront with him.
[01:12:51.456 --> 01:12:53.096]  He's with us until about 40 after.
[01:12:53.837 --> 01:13:01.438]  Then we have Richard Reeves from New York on the eve of the primaries that start tomorrow.
[01:13:02.198 --> 01:13:04.619]  Looks like Trump's going to get 99 or more delegates.
[01:13:04.639 --> 01:13:06.579]  But if you add all the math up, he's going to be at like 116.
[01:13:12.359 --> 01:13:13.459]  120, they're saying.
[01:13:14.060 --> 01:13:21.642]  But if you add it up, if Cruz hadn't stolen more than 70, 80 delegates, Trump would be way ahead if he wins these other states at the projections he's got.
[01:13:22.083 --> 01:13:23.463]  So this is really unprecedented.
[01:13:23.503 --> 01:13:25.944]  And again, I got big issues with some of the things Trump does.
[01:13:25.964 --> 01:13:29.685]  He goes, yeah, you know, Al-Qaeda is not human, so let's torture them or whatever.
[01:13:29.885 --> 01:13:33.687]  We just become them or ISIS or, you know, let the FBI into the iPhone.
[01:13:33.707 --> 01:13:34.547]  He's not tech savvy.
[01:13:35.680 --> 01:13:37.741]  I told you the FBI was in that thing beforehand.
[01:13:37.781 --> 01:13:38.641]  Of course, they admit that now.
[01:13:39.501 --> 01:13:41.122]  But he's a nationalist.
[01:13:41.462 --> 01:13:42.742]  He doesn't want us to be screwed over.
[01:13:43.522 --> 01:13:45.183]  He just wants fair deals, and they hate him.
[01:13:45.283 --> 01:13:46.683]  They've got the M.O.
[01:13:46.763 --> 01:13:46.943]  on him.
[01:13:47.123 --> 01:13:50.524]  And I'm here to tell you, I've talked to people before he ran that said, have you ever talked to Donald Trump?
[01:13:50.564 --> 01:13:51.105]  And I'm like, no.
[01:13:51.125 --> 01:13:53.665]  They're like, boy, he sure is against the New World Order.
[01:13:53.785 --> 01:13:55.086]  And these are people that know him well.
[01:13:55.146 --> 01:13:55.946]  I'm going to stop right there.
[01:13:57.142 --> 01:13:57.722]  And I'm like, really?
[01:13:57.742 --> 01:13:58.243]  Donald Trump?
[01:13:58.283 --> 01:13:59.644]  Is that guy like a liberal?
[01:14:00.404 --> 01:14:02.485]  Because I knew he was on the East Coast, tried to work with people.
[01:14:02.525 --> 01:14:04.366]  And I'm like, no, man, no.
[01:14:04.807 --> 01:14:07.268]  So for whatever reason, they're scared of him.
[01:14:07.288 --> 01:14:17.134]  And I want to ask Wayne Madsen, formerly high level with the National Security Agency, bestselling author, journalist, covering for decades what's happening on Capitol Hill, doesn't really need any introduction here.
[01:14:17.154 --> 01:14:21.056]  But I want to ask him why he thinks they're so scared of Trump, what he thinks they may do.
[01:14:21.637 --> 01:14:24.579]  And then, of course, that ties into the devastating victory.
[01:14:25.459 --> 01:14:27.621]  For humanity and all the listeners, the viewers.
[01:14:28.781 --> 01:14:37.287]  Wayne Madsen is one of the only other people who, within days of 9-11 happening, came out and said, this thing absolutely stinks to high heaven.
[01:14:37.467 --> 01:14:39.248]  You know, during the break, let's just replace my earpiece.
[01:14:39.288 --> 01:14:40.969]  Whatever's going on, we've readjusted it four times.
[01:14:41.409 --> 01:14:42.330]  I just want to get a new one, thanks.
[01:14:42.350 --> 01:14:44.612]  It just keeps falling out for whatever reason that we readjusted.
[01:14:44.652 --> 01:14:45.312]  It's driving me crazy.
[01:14:49.775 --> 01:14:52.617]  Wayne Madsen was one of the only people
[01:14:53.677 --> 01:14:53.937]  We're good
[01:15:11.443 --> 01:15:28.536]  And we told you, Saudi Arabia helped run the attack, they at least helped create the Patsy's, there was a stand down, and then they tried to radically fundamentally change American liberty, to take our freedoms, launched all these wars, attacked the wrong country, Iraq, and now we're backing ISIS and Al Qaeda.
[01:15:29.718 --> 01:15:37.340]  Who Saudi Arabia runs, and Saudi Arabia is threatening to pull $750 billion out of the United States to quote, bankrupt us.
[01:15:37.581 --> 01:15:38.921]  That's the definition of terrorism.
[01:15:39.161 --> 01:15:46.303]  Threatening physical or economic harm for a political or economic reason.
[01:15:47.064 --> 01:15:54.926]  And you can pull up, there's different definitions, but it's basically threatening violence or economic harm unless your political or economic demands aren't met.
[01:15:55.986 --> 01:15:57.307]  And they're holding us hostage.
[01:15:59.639 --> 01:16:05.700]  Think about how this is now one of the number one stories here in the United States.
[01:16:07.601 --> 01:16:12.161]  And I guess this is the season of things here on the show.
[01:16:12.641 --> 01:16:15.282]  Can you guys come in and turn the Mac Mini off?
[01:16:15.362 --> 01:16:16.942]  It's blaring protest stuff in here.
[01:16:17.002 --> 01:16:17.262]  Thanks.
[01:16:17.662 --> 01:16:25.704]  We have a really big complex studio and we've been adding a lot of equipment and a lot of things and it's playing a video behind Wayne Madsen right now.
[01:16:27.028 --> 01:16:28.529]  So we will get that shut down.
[01:16:28.589 --> 01:16:29.189]  Thank you very much.
[01:16:29.489 --> 01:16:31.290]  And again, Wayne Madsen will be with us now until about 45 after.
[01:16:31.430 --> 01:16:40.133]  I want to give him plenty of time and then we will be able to basically... Oh, I could have hit it right here on my butt.
[01:16:40.553 --> 01:16:42.114]  I've got too much equipment here.
[01:16:42.174 --> 01:16:46.696]  But seriously, this is a really, really big time right now because
[01:16:47.915 --> 01:16:51.058]  The fact that the gold and silver market are rigged, that's now mainstream news.
[01:16:51.098 --> 01:16:54.321]  The fact that the currency rates are rigged, that's now out.
[01:16:54.341 --> 01:16:56.984]  The fact that interest rates are rigged, that's now public.
[01:16:57.164 --> 01:16:58.365]  Everything's coming out.
[01:17:00.927 --> 01:17:03.630]  And the establishment, though, is just moving forward.
[01:17:03.650 --> 01:17:06.513]  So I want to ask Wayne where he sees all of this going.
[01:17:06.553 --> 01:17:11.858]  But, Wayne, do you agree with me that this is cause for celebration and that Donald Trump, kind of at the
[01:17:12.915 --> 01:17:15.996]  Coup de Grace at the end of the road helped push this over the edge.
[01:17:16.336 --> 01:17:20.617]  The fact that Saudi Arabian involvement in our government's bare minimum stand down.
[01:17:21.718 --> 01:17:30.801]  We know there's more there, but if this all comes out, congressmen that have seen it, Democrat and Republican, tell me it'll bring down the Bushes and the Clintons and the quote made them cry.
[01:17:31.141 --> 01:17:32.441]  We know what's in those pages.
[01:17:32.701 --> 01:17:34.222]  Where do you see all this going, Wayne Madsen?
[01:17:34.922 --> 01:17:40.364]  Well, for years, you know, myself and several other people have been calling for the
[01:17:41.304 --> 01:17:48.208]  28 pages from that congressional intelligence report on the failures of 9-11 to be released.
[01:17:48.448 --> 01:17:53.891]  I've spoken to former Senator Robert Graham, Bob Graham.
[01:17:54.711 --> 01:17:56.432]  I've spoken to Walter Jones.
[01:17:56.512 --> 01:18:02.796]  I've spoken to quite a few of the members of Congress who have called for that release.
[01:18:03.456 --> 01:18:06.158]  And it's always been, you know, the immense
[01:18:06.918 --> 01:18:07.319]  Sally
[01:18:22.433 --> 01:18:30.399]  Not blacked out be the page numbers as is often the case with the you know major intelligence reports.
[01:18:30.459 --> 01:18:39.526]  I would also note that in the last week we finally seen most of the national intelligence estimate on Saddam Hussein and weapons of mass destruction.
[01:18:40.127 --> 01:18:47.072]  That's been released that the CIA report and it says it's right there it says there there was nothing to link
[01:18:47.552 --> 01:18:58.556]  Saddam Hussein with either 9-11 or WMDs and a lot of people I know in the intelligence community who are my sources and who suffered greatly because of what they said.
[01:18:58.576 --> 01:19:01.097]  They said the same thing.
[01:19:01.157 --> 01:19:04.278]  They said what was in that report and they contributed to that report.
[01:19:04.918 --> 01:19:05.339]  I don't
[01:19:23.118 --> 01:19:24.498]  He said, look, there's no evidence.
[01:19:24.559 --> 01:19:27.820]  I've been looking at the intercepts of Iraqi communication.
[01:19:28.100 --> 01:19:33.841]  There's no evidence of any connection between Saddam Hussein and WMDs.
[01:19:33.981 --> 01:19:41.484]  And yet, you know, he was basically targeted in an FBI, NSA security sting operation.
[01:19:42.604 --> 01:19:48.666]  Basically, what I heard that Dick Cheney said, we're going to make an example of some of these naysayers.
[01:19:49.386 --> 01:20:02.891]  And Ken Ford, unfortunately, was one of the people targeted by the real criminal, Dick Cheney, and his boss, who one could argue whether Bush knew really what was going on half the time he was drunk.
[01:20:03.251 --> 01:20:09.334]  Now, Wayne Madsen, you have amazing sources, some of them public, like Cybele Edmonds, FBI translator.
[01:20:10.256 --> 01:20:20.385]  But today, we're really releasing new info from the 9-11 congressional report, the 28 pages, because I've interviewed Jones and other members of Congress, so have you.
[01:20:20.905 --> 01:20:30.053]  You've talked to a lot of the sources who got in trouble under the persecution of whistleblowers, and so now we know what they said.
[01:20:31.725 --> 01:20:37.250]  13, 14, 15 years ago, depending on which whistleblower, has now been vetted and proven to be true.
[01:20:37.270 --> 01:20:48.599]  So these were valiant people that wouldn't fix intelligence and wouldn't frame Iraq after the fact at the FBI, at the CIA, at the Pentagon, and other areas.
[01:20:48.919 --> 01:20:54.804]  So let's spend the next 10 minutes before we go to break, because you're a top expert on this, fleshing out what's really in the 28 pages.
[01:20:55.965 --> 01:21:00.593]  And what the whistleblowers told us about it because they're the unsung heroes now that this is coming out.
[01:21:00.613 --> 01:21:09.807]  I'm glad you reminded me that major persecution happened to the people that testified to Congress and others who didn't go along with the big lie.
[01:21:11.129 --> 01:21:11.449]  Right.
[01:21:11.629 --> 01:21:26.622]  Well, when you look back, these individuals, I've got to say, they came from almost every agency imaginable, including some that people haven't heard of, like the National Geospatial Intelligence Agency was one of the places where people came from.
[01:21:26.642 --> 01:21:32.887]  Military officers at the Pentagon, people at NORAD, FAA, you name it.
[01:21:33.447 --> 01:21:36.269]  Treasury Department that were monitoring the money flows.
[01:21:36.970 --> 01:21:37.470]  They all suffered.
[01:21:38.615 --> 01:21:49.845]  You know, including Secretary of the Treasury, Paul O'Neill, who was basically run out of Washington because of what he found out about Saudi financing of the 9-11.
[01:21:49.885 --> 01:21:56.271]  Don't forget, John O'Neill, Deputy FBI Director, quit months before, went to be the head of security.
[01:21:56.311 --> 01:22:01.535]  His first day on the job was 9-11 at the towers, hired by the security firm of Marvin Bush.
[01:22:01.875 --> 01:22:03.437]  They sure killed two birds with one stone.
[01:22:03.977 --> 01:22:06.960]  Yeah, that's right.
[01:22:06.980 --> 01:22:11.725]  I never met John O'Neill, but I know where he used to go and drink in D.C.
[01:22:12.465 --> 01:22:19.672]  and the bartender who used to serve him told me how John O'Neill used to say, look, they're covering up for the Saudis.
[01:22:20.113 --> 01:22:22.115]  We've got them and there's going to be something.
[01:22:22.535 --> 01:22:24.278]  Really terrible is going to happen, of course.
[01:22:24.319 --> 01:22:26.984]  Well, he was in the London Independent a few months before 9-11.
[01:22:27.324 --> 01:22:29.929]  He gave a speech saying, we're covering up for the Saudis.
[01:22:30.109 --> 01:22:31.572]  There's going to be a giant terror attack.
[01:22:31.672 --> 01:22:32.434]  I'm trying to stop it.
[01:22:32.654 --> 01:22:34.437]  He left the FBI to try to stop it.
[01:22:35.566 --> 01:22:35.886]  Right.
[01:22:35.986 --> 01:22:38.268]  So what's in the report?
[01:22:38.308 --> 01:22:44.492]  From what I gather, it's going to basically, it names Prince Bandar.
[01:22:44.552 --> 01:22:46.153]  Remember Bandar Bush?
[01:22:46.193 --> 01:22:47.734]  He was so close to the Bush family.
[01:22:48.395 --> 01:22:49.976]  He got that nickname Bandar Bush.
[01:22:50.016 --> 01:22:52.437]  He was a Saudi ambassador to the United States.
[01:22:52.517 --> 01:22:54.679]  He was the Dean of the Diplomatic Corps.
[01:22:55.019 --> 01:22:57.140]  He'd been here longer than any other ambassador.
[01:22:57.621 --> 01:23:05.086]  So he's named, his wife was involved in transferring money to some of the actual hijackers who were then in San Diego.
[01:23:05.866 --> 01:23:11.708]  Let's be clear, the Saudi ambassador to the U.S., his wife wiring money to the hijackers, that is sensational.
[01:23:12.268 --> 01:23:15.849]  Yes, and it doesn't stop with Saudi Arabia.
[01:23:15.949 --> 01:23:23.712]  I've been told that the real gems in those 28 pages are what are contained in the footnoted material.
[01:23:24.732 --> 01:23:38.268]  I don't know if the footnotes are at the bottom of the page or they're back towards the end somewhere, but the footnoted material, if you look at that, it's like peeling back an onion layer by layer.
[01:23:38.308 --> 01:23:44.455]  You're going to get to some other countries in addition to Saudi Arabia that are implicated.
[01:23:46.909 --> 01:24:00.283]  Now, again, people get confused between the Congressional Report and the 9-11 Commission Report, but the mainstream media is trying to use quotes out of the 9-11 Commission Report to confuse people and to say that Saudi Arabia, you know, clear evidence wasn't shown.
[01:24:00.644 --> 01:24:05.109]  But even members of the 9-11 Commission say there was a cover-up and Saudi Arabia was involved.
[01:24:05.751 --> 01:24:19.464]  Yes, even the 9-11 Commission, and that's Governor Tom Kaine of New Jersey and Lee Hamilton, who used to be the chairman of the House Intelligence Committee, both came out and said that they were lied to.
[01:24:20.245 --> 01:24:23.768]  So the 9-11 Commission report, you might as well throw that in a trash can.
[01:24:25.057 --> 01:24:36.087]  Now, the one we're talking about with the 28 pages was the joint congressional report done by the intelligence committees on the failures of 9-11.
[01:24:36.587 --> 01:24:37.568]  Why did it happen?
[01:24:38.029 --> 01:24:51.761]  They looked at it more closely than the 9-11 Commission, because what the 9-11 Commission did is they generated a report that was already written, which was basically a wish list of everything the Justice Department, the FBI, CINSA wanted.
[01:24:52.381 --> 01:24:52.881]  That's right.
[01:24:52.901 --> 01:24:53.542]  And expanding on this...
[01:25:10.171 --> 01:25:11.292]  We see the perfect storm.
[01:25:11.332 --> 01:25:15.077]  Saudi Arabia wants to take out Iraq, because then they can start going after Iran and Syria.
[01:25:15.297 --> 01:25:16.018]  That's all admitted.
[01:25:17.159 --> 01:25:23.246]  The globalists want to be able to have all their weapons sales, take domestic liberties away here in the United States.
[01:25:23.266 --> 01:25:26.149]  But the whole world used it to basically trample on freedoms.
[01:25:26.490 --> 01:25:28.192]  And then now they think we're so ignorant.
[01:25:28.252 --> 01:25:30.775]  Round two, they're funding ISIS, they're funding al-Qaeda.
[01:25:31.195 --> 01:25:34.298]  It's now gone from a few thousand in Al-Qaeda to hundreds of thousands in ISIS.
[01:25:34.618 --> 01:25:36.260]  Very same Saudi flag they fly.
[01:25:36.280 --> 01:25:37.841]  It's just black, not green.
[01:25:38.261 --> 01:25:52.054]  And our media tries to cover up the link between Saudi Arabia and ISIS and Al-Qaeda today, when the West and Obama and NATO are working with Saudi Arabia and their proxy armies with Turkey and others, Israel's involved too, to try to overthrow these countries.
[01:25:52.779 --> 01:25:53.279]  That's right.
[01:25:53.940 --> 01:26:00.184]  And the Saudi ambassador who replaced Bandar, this guy Jubeir, is now the Saudi foreign minister.
[01:26:00.524 --> 01:26:18.836]  He's basically in charge of this huge lobbying effort in Washington now to suppress the 28 pages, to basically twist the arms of members of Congress, and also now the Saudis are threatening to divest and sell off billions of dollars.
[01:26:18.976 --> 01:26:19.757]  750 billion.
[01:26:20.097 --> 01:26:22.139]  Isn't that going to cause a Streisand effect?
[01:26:23.099 --> 01:26:28.302]  Well, it may, but you know what we have it now is Barack Obama going to Saudi Arabia.
[01:26:29.003 --> 01:26:31.364]  What's he, you know, what's he going over there to Apollo?
[01:26:31.404 --> 01:26:38.349]  And we've got emergency meetings with him and the head of the Federal Reserve in secret and the Treasury head that aren't supposed to happen under federal law.
[01:26:39.110 --> 01:26:39.350]  Right.
[01:26:39.830 --> 01:26:49.214]  And we know that his CIA director, John Brennan, if he's not a Wahhabist, he was also former station chief of the CIA in Riyadh, Saudi Arabia.
[01:26:49.554 --> 01:26:55.356]  If he's not a Wahhabist, he certainly has shown that he's very much pro-Wahhabist.
[01:26:55.956 --> 01:26:58.958]  Well, he's certainly on their payroll, so let's talk about that.
[01:26:58.978 --> 01:27:05.521]  I've talked to a lot of other high-level people, and they say Brennan, who lived there over 20 years, did convert to radical Islam, and that would show.
[01:27:05.641 --> 01:27:17.748]  Could this actually be a total double-cross, where they're not just going to use radical Islam to attack us in a type of giant Tet offensive down the road with sleeper cells, but they actually may be deciding to totally double-cross the West and bring it down?
[01:27:18.919 --> 01:27:22.002]  Well, we've seen a little bit of that with the Turks.
[01:27:23.123 --> 01:27:25.706]  Their government is basically Islamist.
[01:27:25.806 --> 01:27:27.648]  It's cozy with Saudi Arabia.
[01:27:28.429 --> 01:27:32.193]  And letting all these refugees flood into Europe.
[01:27:32.973 --> 01:27:33.954]  And what happens?
[01:27:34.335 --> 01:27:40.221]  It's been called a weapon of mass migration.
[01:27:40.681 --> 01:27:41.762]  And we've got Soros.
[01:27:42.523 --> 01:27:46.006]  And the head of the OECD saying, oh yeah, well, this has to happen.
[01:27:46.626 --> 01:27:51.610]  These people need to replace the people who are retiring in the workforce in Europe.
[01:27:52.250 --> 01:27:55.192]  So there's more to it than just accepting refugees.
[01:27:55.212 --> 01:28:02.217]  There's people meeting behind the scenes that are looking at a new labor pool for Europe.
[01:28:04.039 --> 01:28:19.612]  But this labor pool of young men who are jihadists, they're not the kind of people you want taking jobs in Europe because they're going to effectively change what we know as Western civilization.
[01:28:19.632 --> 01:28:20.133]  Well, I know this.
[01:28:20.233 --> 01:28:26.759]  I went to high school and college with a lot of really nice Muslim people from Iraq, Jordan, you name it, Lebanese, awesome people, whether it be Christian or Muslim.
[01:28:27.691 --> 01:28:39.619]  But let me tell you, I mean, stereotype, people from Saudi Arabia, whether they be rich or not, are super arrogant, chip on the shoulder, very hateful, and they just feel super entitled and just walk around treating everybody like crap.
[01:28:40.139 --> 01:28:47.864]  And I just, why on earth would we want to bring millions of these people in here, military-age men, when so many of them admit they're going to attack us?
[01:28:47.964 --> 01:28:51.586]  I mean, it's just, and then in Europe, if you criticize them, they arrest you.
[01:28:51.747 --> 01:28:55.469]  And I'm sure you've heard, if you criticize the Turkish president
[01:28:55.769 --> 01:28:57.671]  Merkel will now have you arrested in Germany.
[01:28:58.712 --> 01:28:59.332]  Right, right.
[01:28:59.412 --> 01:29:00.934]  I mean, that's what's going on.
[01:29:01.314 --> 01:29:09.121]  And I do know from being, you know, talking to people and being in the Middle East, the countries that surround Saudi Arabia hate that country.
[01:29:09.341 --> 01:29:11.663]  They don't like the Saudi Kingdom.
[01:29:12.003 --> 01:29:16.247]  And I'm talking about not just Iran, where there's a religious difference, and the Shias
[01:29:16.727 --> 01:29:23.530]  By the way, the Shias, when you compare them to the Wahhabis, the Shias are like Unitarians or Quakers.
[01:29:24.030 --> 01:29:25.511]  I mean, in comparison.
[01:29:26.432 --> 01:29:35.496]  But the Iraqis, the Jordanians, the Yemenis, the Omanis, the Bahrainis, the Emiratis, the Kuwaitis have no time for the Saudis.
[01:29:36.912 --> 01:29:39.735]  For those that don't know, the Saudis were white slavers.
[01:29:39.755 --> 01:29:41.636]  That doesn't mean they only kidnapped white people.
[01:29:41.676 --> 01:29:42.297]  Sex slavers.
[01:29:42.737 --> 01:29:43.978]  They also robbed caravans.
[01:29:44.018 --> 01:29:45.099]  That's who they are.
[01:29:45.700 --> 01:29:47.021]  They are desert bandits.
[01:29:47.221 --> 01:29:51.465]  I mean, man, you wonder why they took Islam and turned it into, you know, keep women in slave pits?
[01:29:52.165 --> 01:29:53.446]  That's why the feminist groups love them.
[01:29:53.667 --> 01:29:54.667]  It's a form of cuckolding.
[01:29:55.228 --> 01:29:57.190]  Gloria Steinem and people just can't get enough of it.
[01:29:57.710 --> 01:29:58.591]  We're on the march.
[01:29:59.091 --> 01:30:00.693]  The empire's on the run.
[01:30:01.613 --> 01:30:04.296]  Alex Jones and the GCN Radio Network.
[01:30:08.553 --> 01:30:12.917]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[01:30:13.057 --> 01:30:15.239]  Ladies and gentlemen, I've been on this the last few months.
[01:30:15.359 --> 01:30:22.166]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:30:22.386 --> 01:30:25.669]  One of the worst things with most energy products is it's not sustainable, right?
[01:30:25.689 --> 01:30:26.850]  You're gonna crash afterwards.
[01:30:27.150 --> 01:30:28.992]  And the cool thing about this is it's not just a bunch of
[01:30:29.312 --> 01:30:34.578]  Energy compounds that are going to fire your brain up to a higher RPM or whatever, which it does do, this is sustainable.
[01:30:34.718 --> 01:30:38.703]  This isn't going to spike and you're going to collapse and you're going to feel really bad afterwards.
[01:30:38.923 --> 01:30:42.086]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:30:42.147 --> 01:30:45.150]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:30:45.230 --> 01:30:46.691]  We're looking at the television screen.
[01:30:46.731 --> 01:30:52.436]  For research purposes, whatever we've been doing, trying to learn something, or staring at the computer all day, working, doing good, you're still damaging your brain.
[01:30:52.476 --> 01:30:58.321]  You will find BrainForce and other game-changing products at infowarslife.com or call 888-253-3139.
[01:31:01.523 --> 01:31:05.886]  Get Brain Force at 25% off for a limited time at InfoWarsLife.com.
[01:31:06.186 --> 01:31:07.627]  And we thank you for your support.
[01:31:08.187 --> 01:31:11.149]  A clean, toxic-free body is the foundation of true health.
[01:31:11.429 --> 01:31:14.151]  Introducing Deep Cleanze by InfoWarsLife.com.
[01:31:14.351 --> 01:31:21.035]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:31:21.335 --> 01:31:26.458]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:31:26.598 --> 01:31:35.442]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[01:31:35.722 --> 01:31:44.327]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:31:44.567 --> 01:31:51.430]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[01:31:51.590 --> 01:31:57.793]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[01:31:57.973 --> 01:32:02.695]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:32:02.855 --> 01:32:04.796]  That's InfoWarsLife.com or call 888-253-3139.
[01:32:07.797 --> 01:32:11.119]  The globalist social engineers are not just targeting us with propaganda.
[01:32:11.259 --> 01:32:13.520]  They are manipulating our genetics.
[01:32:13.701 --> 01:32:22.086]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[01:32:22.346 --> 01:32:25.688]  The key is to be aware of this attack and to fight back against it.
[01:32:25.848 --> 01:32:36.154]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[01:32:36.474 --> 01:32:43.763]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[01:32:43.963 --> 01:32:45.865]  I've always believed in nutrition and herbs.
[01:32:46.205 --> 01:32:53.774]  Super Male Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[01:32:54.134 --> 01:33:00.323]  Supermail Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:33:00.623 --> 01:33:07.553]  Visit InfoWarsLife.com today to secure your Supermail Vitality and other powerful products from InfoWars Life.
[01:33:20.083 --> 01:33:23.910]  You are listening to an InfoWars.com Frontline Report.
[01:33:24.451 --> 01:33:25.833]  It's Alex Jones.
[01:33:35.985 --> 01:33:37.907]  Wayne Madsen is our guest for another 10 minutes.
[01:33:37.987 --> 01:33:43.471]  Then joining us from the campaign trail will be Richard Reeves, who is on the ground in New York.
[01:33:43.851 --> 01:33:46.453]  Then Lou Rockwell joins us to look at the big steal 2016.
[01:33:46.973 --> 01:33:49.415]  We're about to go back to Wayne Madsen here in just a moment.
[01:33:49.836 --> 01:33:51.357]  I need to get on the phone with Wayne Madsen and
[01:33:52.592 --> 01:33:55.796]  War Game with him is an investigative journalist that does work for InfoWars.
[01:33:56.156 --> 01:33:58.459]  We carry a lot of his stories at InfoWars.com.
[01:33:58.499 --> 01:34:00.341]  He is a member of the team.
[01:34:00.701 --> 01:34:03.264]  He has a lot of other great reports at WayneMadisonReport.com.
[01:34:03.284 --> 01:34:05.386]  You can also find his books there.
[01:34:06.007 --> 01:34:07.829]  But we're going to be going to Cleveland.
[01:34:07.969 --> 01:34:09.491]  We're also going to be going to the DNC.
[01:34:10.632 --> 01:34:14.556]  And of course the real action is going to be outside, but I have passes to the inside.
[01:34:15.117 --> 01:34:16.478]  I had to get them another way though.
[01:34:16.538 --> 01:34:19.962]  The RNC, and I've gotten them before, is not giving them to me.
[01:34:20.002 --> 01:34:22.865]  I'm going to have to sue them or file a complaint or something.
[01:34:22.905 --> 01:34:26.028]  They just ignore us when we call and give us the runaround.
[01:34:26.909 --> 01:34:28.791]  But I'll end up getting it another way, just not as pressed.
[01:34:29.012 --> 01:34:30.793]  But really, there's not much going on inside.
[01:34:30.813 --> 01:34:31.694]  You can't watch on TV.
[01:34:33.315 --> 01:34:45.160]  The real action is going to be on the outside but I wanted to ask Wayne Madsen what he wants to cover for us so we go ahead and get him in place as well to cover both of those conventions with our crews as well.
[01:34:46.061 --> 01:34:57.425]  So Wayne Madsen part of the team and you notice that team is expanding because the globalists are engaging in so many crimes openly and as people realize that we know what we're talking about we get more and more support.
[01:34:58.266 --> 01:34:58.906]  But with that
[01:35:00.742 --> 01:35:01.342]  We're good to go.
[01:35:22.216 --> 01:35:46.539]  The best mini cook stoves, the best crank-powered shortwave radios, the highest quality storable foods from MyPatriotSupply, private-labeled for InfoWarsLife.com, private-labeled under InfoWars Select, the freshest, newest, highest quality, special diet packages, you name it, you're not going to find food of this quality anywhere near this price anywhere.
