[00:00:00.009 --> 00:00:00.511]  We're good to go.
[00:52:42.125 --> 00:52:43.626]  And shipping is always free.
[00:52:44.306 --> 00:52:46.968]  We'll also give you five bucks off your first order.
[00:52:47.608 --> 00:52:49.370]  Our way of saying thank you for trying us.
[00:52:49.910 --> 00:52:54.153]  How are we able to save you all this money and still give you the best shave you'll ever enjoy?
[00:52:54.933 --> 00:52:57.615]  By owning the factory that manufactures them.
[00:52:58.095 --> 00:52:58.656]  That's how.
[00:52:59.757 --> 00:53:03.859]  So go to Harrys.com right now and enter code 4040 at checkout.
[00:53:04.320 --> 00:53:05.861]  That's Harrys.com, code 4040.
[00:53:07.881 --> 00:53:10.282]  Hunters, anglers, campers and survivalists.
[00:53:10.483 --> 00:53:11.423]  Get back to nature.
[00:53:11.563 --> 00:53:18.627]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:53:18.767 --> 00:53:21.969]  Slingbow products are compact and models start from just $17.98.
[00:53:22.650 --> 00:53:25.411]  They're perfect for your bug out bag or storing in your vehicle.
[00:53:25.631 --> 00:53:29.534]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:53:29.754 --> 00:53:34.076]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:53:34.276 --> 00:53:36.898]  Feel the thrill only at slingbow.com.
[00:53:37.418 --> 00:53:42.280]  Turn on the news and you'll hear stories of natural disasters, political unrest, and financial crisis.
[00:53:42.620 --> 00:53:46.302]  In times of uncertainty, how will you take care of your family's most basic needs?
[00:53:46.602 --> 00:53:53.045]  Food Insurance, America's most trusted provider of freeze-dried emergency food, has solutions that fit your family's needs and budget.
[00:53:53.325 --> 00:53:57.287]  Our meals are delicious, nutritious, and come with a guaranteed 25-year shelf life.
[00:53:57.547 --> 00:54:01.669]  For a limited time, we are sending a free freeze-dried meal to all listeners of this program.
[00:54:01.769 --> 00:54:05.030]  Go to foodinsurance.com and request your free meal today.
[00:54:05.230 --> 00:54:06.351]  That's foodinsurance.com.
[00:54:36.550 --> 00:54:44.153]  Just very frustrating to talk to that last caller.
[00:54:44.673 --> 00:54:45.553]  The last two callers.
[00:54:45.573 --> 00:54:47.434]  I'm going to go to more of you here in a moment.
[00:54:50.475 --> 00:54:51.995]  Because I've really studied history.
[00:54:52.416 --> 00:54:54.336]  I've studied sociology, anthropology.
[00:54:54.396 --> 00:54:55.617]  I've studied the technocracy.
[00:54:56.237 --> 00:54:59.558]  I've read the books and the writings of the technotronic leaders of the world.
[00:55:02.299 --> 00:55:04.661]  And I know what their admitted battle plan is.
[00:55:05.222 --> 00:55:09.205]  And they're so arrogant, they said the public's so stupid, they're very public about it.
[00:55:09.245 --> 00:55:11.607]  And now they're rolling it out in pop culture.
[00:55:12.528 --> 00:55:14.469]  The world without humans, how great it'll be.
[00:55:15.710 --> 00:55:17.051]  They're teaching us to hate each other.
[00:55:17.652 --> 00:55:19.494]  They're teaching us not to stand up for each other.
[00:55:20.014 --> 00:55:22.296]  And they're teaching us to be divided and conquered.
[00:55:23.517 --> 00:55:29.202]  And they give the police directives and the bureaucrats directives to eat out our substance so that we then hate them.
[00:55:30.270 --> 00:55:32.451]  And then that becomes another Divide and Conquer program as well.
[00:55:32.811 --> 00:55:34.771]  Let me say it this way to the last caller.
[00:55:36.192 --> 00:55:37.952]  Everyone's having their water poisoned.
[00:55:38.412 --> 00:55:40.533]  Everyone's having deadly vaccines pushed on them.
[00:55:40.953 --> 00:55:43.493]  Everyone is having weaponized television aimed at them.
[00:55:44.154 --> 00:55:50.315]  I don't care if you're black, white, what color you are, if you're a cop, a auto plant worker, or a farmer.
[00:55:51.435 --> 00:55:57.237]  You are under attack and the illusion is you can join different parts of this system and be a winner.
[00:55:59.921 --> 00:56:07.866]  It is a metric scientific mathematical algorithm of tyranny that is extremely sophisticated, that can even predict the future.
[00:56:08.566 --> 00:56:12.289]  Now I told you that 18 years ago, that's been mainstream news for two years now.
[00:56:13.790 --> 00:56:14.830]  We know what we're talking about.
[00:56:16.131 --> 00:56:18.913]  We told you not having gut flora is the number one cause of cancer.
[00:56:19.513 --> 00:56:23.536]  Now the federal government comes out with all the top research facilities and says, yes, it's true.
[00:56:24.937 --> 00:56:27.038]  They've known all along, they're targeting the gut.
[00:56:29.181 --> 00:56:33.265]  It is a very small group, a few thousand people are in on the whole deal, okay?
[00:56:35.247 --> 00:56:37.349]  And through compartmentalization, they're rolling it out.
[00:56:39.050 --> 00:56:45.816]  And so it doesn't help us if, let's say, all two million police in the country got shot in the back of the head.
[00:56:47.258 --> 00:56:50.501]  There would just be anarchy and all sorts of problems and they just bring in foreign troops.
[00:56:51.401 --> 00:56:55.085]  Before you talk about killing people, you better talk about educating them.
[00:56:56.189 --> 00:56:59.811]  And if you come over all creepy, or you come over all angry, or you come over all weird, they're not going to listen.
[00:57:00.011 --> 00:57:03.432]  But if you come over with light in your eyes and say, listen, there's a globalist takeover.
[00:57:03.472 --> 00:57:04.072]  Here's the plan.
[00:57:04.332 --> 00:57:04.993]  People listen.
[00:57:05.013 --> 00:57:05.753]  They know the truth.
[00:57:08.354 --> 00:57:10.795]  So all I'm saying is, I'm trying to save humanity.
[00:57:11.115 --> 00:57:12.496]  I'm trying to have a future for my kids.
[00:57:13.556 --> 00:57:19.039]  The globalists are building a world, in their own words, where normal human life is over.
[00:57:19.179 --> 00:57:22.080]  It's a total revolution against the planet itself.
[00:57:23.504 --> 00:57:24.804]  It's an elite, plain God.
[00:57:25.545 --> 00:57:28.705]  And I've done my research, and even ten years ago, I wasn't like this.
[00:57:28.765 --> 00:57:30.146]  I talk about it, I get chills, folks.
[00:57:31.186 --> 00:57:32.326]  It's the devil, okay?
[00:57:33.146 --> 00:57:34.527]  And the churches aren't gonna tell you.
[00:57:34.627 --> 00:57:42.028]  It is an alien force, not of this world, attacking humanity, like the Bible and every other ancient text says.
[00:57:43.149 --> 00:57:45.309]  And you can read the Bible, it's hiding in plain view, folks.
[00:57:45.389 --> 00:57:50.330]  It's not of this world, I don't know exactly what it is or what it's doing, but this is not human intelligence, okay?
[00:57:50.990 --> 00:57:52.571]  It's not human intelligence!
[00:57:53.547 --> 00:57:54.208]  We're facing!
[00:57:55.889 --> 00:57:57.290]  I refuse to fight with everybody!
[00:57:58.651 --> 00:58:03.936]  All the stupid racist white people, the stupid racist black people, all the stupid racist Mexicans, all of you!
[00:58:04.436 --> 00:58:05.857]  I can't stand you, you're idiots!
[00:58:07.178 --> 00:58:08.299]  We're under attack!
[00:58:09.060 --> 00:58:10.121]  Everybody's under attack!
[00:58:11.642 --> 00:58:13.103]  The elite hate Trump, let me tell you.
[00:58:13.303 --> 00:58:15.665]  If he is a psyop, he's the most sophisticated one I ever saw.
[00:58:16.006 --> 00:58:21.850]  And even if he is, he's a revelation of the awakening, and they're having to pull this trick to try to divert us.
[00:58:22.915 --> 00:58:23.595]  Doesn't matter.
[00:58:23.635 --> 00:58:24.576]  It's part of the awakening.
[00:58:25.836 --> 00:58:27.537]  Humanity has got to get off world.
[00:58:28.117 --> 00:58:30.999]  We need access to life extension technologies.
[00:58:31.479 --> 00:58:32.379]  Talk about discrimination.
[00:58:32.440 --> 00:58:33.300]  Forget skin color.
[00:58:33.680 --> 00:58:35.401]  I want the advanced life extension.
[00:58:36.441 --> 00:58:37.462]  I want to go to space.
[00:58:38.022 --> 00:58:40.383]  I want to see interdimensional travel.
[00:58:40.904 --> 00:58:42.284]  I want what God promised us!
[00:58:42.504 --> 00:58:44.865]  And I won't sit here and watch Satan steal it!
[00:58:45.246 --> 00:58:46.006]  That's the fight!
[00:58:46.286 --> 00:58:47.106]  That's the key!
[00:58:47.287 --> 00:58:48.167]  That's everything!
[00:58:48.187 --> 00:58:52.009]  Thank you for listening to GCN.
[00:58:53.894 --> 00:58:56.078]  Visit GCNlive.com today.
[00:58:58.937 --> 00:59:01.918]  A clean, toxic-free body is the foundation of true health.
[00:59:02.118 --> 00:59:04.278]  Deep Cleanse by InfoWarsLife.com.
[00:59:04.478 --> 00:59:11.180]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:59:11.480 --> 00:59:16.662]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:59:16.802 --> 00:59:25.784]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:59:26.224 --> 00:59:34.851]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:59:35.112 --> 00:59:42.037]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[00:59:42.197 --> 00:59:47.562]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you the best.
[00:59:47.702 --> 00:59:48.882]  You're listening to the Alex Jones Show!
[01:00:11.576 --> 01:00:17.600]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:18.201 --> 01:00:21.223]  It's Alex Jones and the GCN Radio Network.
[01:00:21.764 --> 01:00:27.368]  Well, Obama has put the key federal judge, if he was a Nazgul, he'd be the Witch King, the leader.
[01:00:28.228 --> 01:00:33.032]  The most powerful federal judge below the Supreme Court, the District of Columbia, sitting on the key circuit.
[01:00:35.654 --> 01:00:37.995]  The man who tried to defeat Heller, D.C.
[01:00:38.036 --> 01:00:39.717]  Heller, the man that tried to overturn it.
[01:00:40.796 --> 01:00:44.198]  The man who's sworn to defeat the Second Amendment has been nominated to the Supreme Court.
[01:00:44.558 --> 01:00:45.958]  Let's go to anti-Trump folks.
[01:00:45.978 --> 01:00:47.279]  We've got Joel Skousen coming up.
[01:00:47.559 --> 01:00:48.940]  We'll take your calls with him as well.
[01:00:49.440 --> 01:00:50.840]  Let's go to Mark in North Carolina.
[01:00:50.860 --> 01:00:51.441]  You're on the air.
[01:00:51.501 --> 01:00:51.801]  Welcome.
[01:00:53.682 --> 01:00:54.622]  Thanks, Alex.
[01:00:54.982 --> 01:01:03.266]  First off, I want to say that you've got some of the best news out there informationally, but there's three or four big reasons I had to vote against Trump.
[01:01:04.747 --> 01:01:09.029]  Number one that comes off the top of my head is that it's torture comments.
[01:01:10.495 --> 01:01:11.615]  We can't torture people.
[01:01:11.936 --> 01:01:12.916]  And he reversed that.
[01:01:13.536 --> 01:01:14.377]  And he reversed that.
[01:01:15.657 --> 01:01:17.718]  Yeah, and I hope he sticks to reversing it.
[01:01:18.478 --> 01:01:23.660]  Um, you know, also the Richard Haass, uh, his buddies with Richard Haass.
[01:01:24.240 --> 01:01:25.061]  Well, he met with him.
[01:01:25.101 --> 01:01:25.661]  He met with him.
[01:01:25.721 --> 01:01:27.181]  Yeah, that's all concerning.
[01:01:28.722 --> 01:01:31.023]  Yes, and also, uh,
[01:01:31.960 --> 01:01:35.241]  I feel like a big wall, you know, would just trap us in.
[01:01:35.661 --> 01:01:39.102]  I believe we gotta... There's no doubt the wall statement's a stunt.
[01:01:39.162 --> 01:01:45.984]  I mean, Mexico has got really great tunnelers and builders, and a wall's a joke.
[01:01:46.024 --> 01:01:50.485]  You need to have a wall in here just to slow down vehicles and things.
[01:01:51.066 --> 01:01:55.347]  Obviously, Mexico has one with Guatemala, but what you really have is right on the border.
[01:01:56.247 --> 01:01:56.828]  Right, right, right.
[01:01:56.848 --> 01:01:57.248]  Also, I feel like...
[01:02:13.447 --> 01:02:16.329]  He hasn't talked about ending the wars as much as I'd like him to.
[01:02:16.689 --> 01:02:18.550]  I'm big on that, you know, personally.
[01:02:18.570 --> 01:02:21.992]  Well, you know, he's tried to stop the wars and said we're not going to have all these useless wars.
[01:02:22.012 --> 01:02:23.112]  When we have wars, we're going to win them.
[01:02:23.172 --> 01:02:23.573]  I hear you.
[01:02:23.653 --> 01:02:23.953]  I hear you.
[01:02:24.373 --> 01:02:26.854]  Why do you think the establishment is so against him then?
[01:02:29.196 --> 01:02:32.217]  Well, I think he might be genuine.
[01:02:33.058 --> 01:02:38.241]  Those things that I don't like about him, I think might be just personal mistakes of him.
[01:02:38.621 --> 01:02:42.083]  So, quietly, I kind of hope that he'll win over
[01:02:42.918 --> 01:02:43.198]  You think so?
[01:02:59.013 --> 01:03:02.435]  Bernie is a vote against Hillary.
[01:03:02.795 --> 01:03:07.397]  You know, I don't think he's going to win, but that's kind of, you know, I've always voted against... Well, they're stealing it from him.
[01:03:07.417 --> 01:03:08.238]  I get it.
[01:03:08.298 --> 01:03:08.598]  I get it.
[01:03:08.618 --> 01:03:10.619]  You know, for me, it's the massive attack on Trump.
[01:03:10.919 --> 01:03:12.440]  The Federal Reserve giving money to defeat him.
[01:03:12.480 --> 01:03:14.601]  I mean, that tells you what you need to know, and I know people that know him.
[01:03:14.861 --> 01:03:16.302]  He is his own guy, and that's what they hate.
[01:03:16.722 --> 01:03:18.283]  He isn't part of the oligarchy club.
[01:03:18.663 --> 01:03:19.543]  Now, he could be bad.
[01:03:20.284 --> 01:03:24.426]  The point is, we know the globalists are bad, so I say throw a wild card in there.
[01:03:25.026 --> 01:03:26.027]  I appreciate your call, Mark.
[01:03:26.347 --> 01:03:27.727]  Let's talk to Joe in New York.
[01:03:27.747 --> 01:03:28.628]  What's your view on Trump?
[01:03:31.789 --> 01:03:32.670]  Yeah, just turn your radio off.
[01:03:32.690 --> 01:03:35.211]  We've got about a minute and a half, bro, and we can give you some time here on air.
[01:03:35.231 --> 01:03:39.394]  Okay, go ahead and let him go.
[01:03:39.454 --> 01:03:41.095]  You've got to turn your radios off, folks.
[01:03:41.875 --> 01:03:43.656]  Let's talk to Daniel in Maryland.
[01:03:43.676 --> 01:03:44.537]  Daniel, you're on the air.
[01:03:44.557 --> 01:03:44.917]  Go ahead.
[01:03:45.937 --> 01:03:46.638]  Hello.
[01:03:46.718 --> 01:03:55.263]  We aren't in Mayberry anymore, and these cops are law enforcement hunters, and Trump wants to help them.
[01:03:57.000 --> 01:03:58.902]  Right, and these cops want drones.
[01:03:58.922 --> 01:03:59.662]  Yeah, I'm awake.
[01:03:59.823 --> 01:04:00.743]  I got my papers here, you know.
[01:04:00.763 --> 01:04:05.267]  No, this is, we, a vote for Trump is like a vote for a war against the people.
[01:04:05.287 --> 01:04:06.328]  He loves the cops so much.
[01:04:19.591 --> 01:04:21.094]  I'm not trying to be your enemy or be mean.
[01:04:21.114 --> 01:04:23.898]  You just sounded like you weren't awake, so I wanted to get you to speak up.
[01:04:23.918 --> 01:04:25.281]  Now you sound like you're a little bit more awake.
[01:04:25.341 --> 01:04:27.525]  Listen, brother, and I'll hold you over if need be.
[01:04:27.565 --> 01:04:28.566]  We got Skousen coming up.
[01:04:28.586 --> 01:04:31.812]  I got a bunch of clips to play, but look.
[01:04:34.153 --> 01:04:42.302]  He knows that Soros is funding an uprising to take over the state and local governments that the feds are going to come in and federalize police.
[01:04:42.462 --> 01:04:44.825]  We don't need that because the feds are run by foreign interest.
[01:04:45.166 --> 01:04:49.470]  This is a stealth takeover under the Strong Cities Initiative of the UN, sir.
[01:04:50.515 --> 01:04:57.699]  And so Trump is up there sounding like Mr. Law and Order because it's so fashionable to shoot cops in the back of the head.
[01:04:58.039 --> 01:04:59.320]  He's saying, hey, let's support the cops.
[01:05:00.040 --> 01:05:04.823]  I've found if you just do that in general, then the police will actually come over the side of the people.
[01:05:05.263 --> 01:05:07.084]  Most cops I've found are not bad people.
[01:05:07.124 --> 01:05:08.045]  The media distorts it.
[01:05:09.133 --> 01:05:19.021]  A 7-Eleven shopper in Washington State relied on his concealed carry firearm over the weekend to subdue a man who attacked customers and staff with a small axe.
[01:05:19.421 --> 01:05:20.702]  Just before 6 a.m.
[01:05:20.763 --> 01:05:31.852]  Sunday, a masked man entered a convenience store in Seattle and began swinging a hatchet at both customers and the store clerk before attacking the cashier, reports KOMO News.
[01:05:32.592 --> 01:05:39.853]  We don't know if the intent was to commit a robbery because the suspect didn't say anything, a King County Sheriff's Sergeant said.
[01:05:40.353 --> 01:05:46.514]  An armed store patron was sitting and having coffee at the exact moment the axe-wielding suspect entered.
[01:05:47.114 --> 01:05:55.256]  The 60-year-old man, who has reportedly visited the store nearly every day for the past 12 years, shot and killed the suspect.
[01:05:55.776 --> 01:06:01.477]  The store clerk, age 58, suffered a minor injury to his stomach and is expected to recover.
[01:06:02.138 --> 01:06:05.594]  You can find more reports on InfoWars.com
[01:06:08.675 --> 01:06:13.477]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[01:06:13.737 --> 01:06:22.399]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[01:06:22.419 --> 01:06:26.380]  Longevity also offers you an ingenious way to augment your income.
[01:06:26.541 --> 01:06:27.221]  And the best part?
[01:06:27.321 --> 01:06:29.922]  You'll be helping your friends and family along the way.
[01:06:30.202 --> 01:06:32.622]  Visit InfoWarsTeam.com today.
[01:06:32.802 --> 01:06:33.483]  Become a member.
[01:06:33.583 --> 01:06:37.664]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[01:06:37.864 --> 01:06:44.368]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[01:06:44.608 --> 01:06:45.328]  Another win-win.
[01:06:45.568 --> 01:06:49.110]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[01:06:49.311 --> 01:06:50.291]  And you can be too.
[01:06:50.531 --> 01:06:51.012]  It's simple.
[01:06:51.092 --> 01:06:53.913]  Just go to Infowarsteam.com today.
[01:06:54.033 --> 01:06:55.934]  Complete a short sign-up and you're part of the team.
[01:06:56.135 --> 01:06:59.176]  That's Infowarsteam.com or Infowarshealth.com.
[01:06:59.376 --> 01:07:05.540]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[01:07:05.700 --> 01:07:07.001]  Check it out for yourself today.
[01:07:08.661 --> 01:07:22.875]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mental Vitality.
[01:07:23.055 --> 01:07:32.505]  Just go to InfoWarsLife.com today, select your favorite product, click on auto ship before adding to cart, and choose how often you want us to send you another order.
[01:07:32.845 --> 01:07:41.614]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[01:07:41.854 --> 01:07:44.277]  And of course, you can cancel with one click anytime.
[01:07:44.677 --> 01:07:48.181]  As you know, I'm all about the idea of a 360 win.
[01:07:48.381 --> 01:07:52.485]  And the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[01:07:52.725 --> 01:07:56.430]  A win for liberty, a win for health, and a win when it comes to big savings.
[01:07:56.751 --> 01:08:02.899]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[01:08:03.019 --> 01:08:05.021]  That's InfoWarsLife.com or call 888-253-3139.
[01:08:24.111 --> 01:08:25.433]  We are on the march.
[01:08:25.913 --> 01:08:28.316]  The Empire is on the run.
[01:08:29.077 --> 01:08:32.821]  Alex Jones and the GCN Radio Network.
[01:08:33.622 --> 01:08:34.523]  And what is the Empire?
[01:08:34.783 --> 01:08:44.974]  It is a global private banking consortium that controls currency and credit that is trying to establish a planetary world government with computer systems monitoring every human action and taxing all
[01:08:46.365 --> 01:08:51.990]  Basically, not just human behavior, but in the final equation, controlling all life on the planet, playing God.
[01:08:52.530 --> 01:08:54.292]  That is the technocrats' own admission.
[01:08:55.073 --> 01:09:05.302]  Now, Joel Skousen, editor of World Affairs Brief, is going to be with us for the balance of the hour, getting into the nuclear trigger in North Korea, where he believes they will try to start World War III in the future.
[01:09:05.662 --> 01:09:07.784]  He believes it's still five years out, four years out.
[01:09:09.065 --> 01:09:11.807]  Why does he think the Russians are pulling out of Syria all of a sudden?
[01:09:12.796 --> 01:09:13.697]  Where is that going?
[01:09:14.518 --> 01:09:16.920]  Trump, 2016, the dirty tricks.
[01:09:17.000 --> 01:09:26.709]  Trump, there's a new article out on Infowars.com, is saying that they'll be rioting if they steal the nomination from him at the RNC.
[01:09:26.849 --> 01:09:28.271]  The RNC says they're going to do it.
[01:09:29.011 --> 01:09:31.474]  Really a time of the scales coming off the eyes.
[01:09:32.796 --> 01:09:37.078]  We also have loaded phones with people that quote disagree with Alex Jones about supporting Donald Trump.
[01:09:37.178 --> 01:09:51.245]  I support Trump because the Federal Reserve's against him, the Pope's against him, the Communist Chinese are against him, the Japanese corrupt government's against him, the Saudi Arabian government's against him, the British leadership's against him, you have the former Mexican president against him.
[01:09:52.526 --> 01:09:55.808]  They're against him because he's a nationalist and he isn't part of the inside crew.
[01:09:56.228 --> 01:09:57.128]  Does that mean I trust him?
[01:09:58.529 --> 01:09:59.910]  No, but he is his own man.
[01:10:01.135 --> 01:10:07.557]  They've got articles out about how he's, quote, a man in his castle, runs things himself, doesn't listen to basically anybody.
[01:10:09.218 --> 01:10:12.959]  That's what scares them so bad, and they've got the whole establishment against him now.
[01:10:13.439 --> 01:10:19.741]  John Boehner, the neocon, the rhino chief, says, I want Paul Ryan, the new speaker, to run against him.
[01:10:20.081 --> 01:10:21.141]  They are desperate.
[01:10:21.601 --> 01:10:26.543]  This is a real panic by the elite, because it's giving
[01:10:28.143 --> 01:10:33.586]  A stage to constitutional populism and a revolt against tyranny, in my view.
[01:10:33.806 --> 01:10:34.587]  We'll get Joel's take.
[01:10:34.607 --> 01:10:37.649]  But first, I get a lot of calls about this.
[01:10:37.669 --> 01:10:38.689]  People ask me on the street.
[01:10:38.789 --> 01:10:40.170]  Police officers ask me this, too.
[01:10:40.230 --> 01:10:43.672]  They say, well, are you for the police or are you against the police?
[01:10:44.673 --> 01:10:49.936]  Or callers will say, you're against the police state, but you say, you know, that the police aren't your enemy.
[01:10:51.428 --> 01:10:55.370]  Police are individuals as well, just like the military is, or school teachers.
[01:10:56.010 --> 01:11:01.512]  Because a school teacher in a school might get caught being a child molester, does that mean all the other teachers are child molesters?
[01:11:03.493 --> 01:11:09.995]  The policies police are being given, the militarization, the draconian programming, is a problem.
[01:11:10.375 --> 01:11:18.999]  It's meant to cause a reaction of fear by the public, then the cops get scared, and the answer is get more totalitarian.
[01:11:19.727 --> 01:11:20.588]  This is a program.
[01:11:20.868 --> 01:11:25.231]  And the White House admits they've got Black Lives Matter out attacking, you know, promoting.
[01:11:26.052 --> 01:11:29.034]  Their founding inspiration is in Cuba, a cop killer.
[01:11:29.495 --> 01:11:37.541]  To start the destabilization of the country so the central government run by foreign interest can come in and take over the states and locales.
[01:11:37.861 --> 01:11:40.404]  And they call it the Strong Cities Initiative of the UN.
[01:11:40.684 --> 01:11:44.227]  They have the UN monitoring in Texas and Arizona and New York and D.C.
[01:11:45.711 --> 01:11:48.552]  They're establishing offices, and it isn't a UN takeover.
[01:11:48.592 --> 01:11:53.013]  The globalists, the Rockefellers, created the UN to transfer power to, just like TPP.
[01:11:54.154 --> 01:11:57.435]  So, this is part of a larger plan.
[01:11:57.735 --> 01:11:59.395]  I don't want civil unrest.
[01:11:59.996 --> 01:12:01.296]  I don't want a civil war.
[01:12:01.656 --> 01:12:07.638]  If they activate the socialists to start burning down cities, I don't want people to go out and join in or fight them.
[01:12:08.038 --> 01:12:08.939]  You gotta defend yourself.
[01:12:08.959 --> 01:12:10.079]  You're gonna be called terrorists when you do.
[01:12:10.099 --> 01:12:11.139]  You're gonna burn down my house.
[01:12:11.439 --> 01:12:12.920]  I'm gonna, you know, defend myself.
[01:12:14.246 --> 01:12:19.110]  So people are like, oh, the cops are revenue generating, the cops are out of control, and, you know, why are you for them?
[01:12:19.210 --> 01:12:19.590]  I'm not.
[01:12:20.071 --> 01:12:25.695]  The globalists are waging war against humanity and against the nation-state and against the rule of law.
[01:12:26.716 --> 01:12:31.419]  And so, I say, if anybody's trying to kill you, you have a right to defend yourself.
[01:12:32.000 --> 01:12:42.188]  I don't care who they are, but to make the revolution against tyranny about the police, the lowest level, when in my experience, out of all of government, the military officers
[01:12:43.959 --> 01:12:49.563]  Are the most awake, the mid-grade officers, and the special forces, then the regular military.
[01:12:49.864 --> 01:12:51.645]  I'd say the Army and the Marines are the most awake.
[01:12:52.005 --> 01:12:55.468]  Navy, statistically, from talking to them, aren't as awake, but more than general public.
[01:12:55.868 --> 01:12:59.832]  Then I talk to feds, I talk to local police, I talk to all over the country.
[01:13:00.632 --> 01:13:03.474]  They are more awake than the general public because they're in the middle of it.
[01:13:04.114 --> 01:13:19.524]  We need to try our best to not run around in camouflage and talk about a war with them, but to wear suits and ties, to get elected to local office, to go speak out, to get involved, to support good cops and go after bad cops, legally and lawfully, as defenders of the Republic.
[01:13:19.624 --> 01:13:20.985]  We're the champions of freedom.
[01:13:21.285 --> 01:13:22.266]  We're Americana.
[01:13:22.806 --> 01:13:25.708]  We carry the ideas that founded the great nation.
[01:13:26.408 --> 01:13:28.731]  That's why we're the enemy in all the federal training manuals.
[01:13:29.071 --> 01:13:38.402]  And the police and the feds, except for the political cadres, know we're right now and are joining us and are ready to wake up and are ready to take action.
[01:13:38.742 --> 01:13:40.704]  That's why they want to start a civil war.
[01:13:40.985 --> 01:13:42.466]  A light, soft civil war.
[01:13:44.517 --> 01:13:48.118]  Where they go, we gotta have police state because the black lives matter and the patriots.
[01:13:48.558 --> 01:13:51.339]  And that's why they engineered the tragedy that happened in Oregon.
[01:13:51.379 --> 01:13:52.460]  We told you where that was going.
[01:13:52.480 --> 01:13:53.340]  Joel Skousen told you.
[01:13:53.580 --> 01:13:56.881]  Now, I don't know his complete views on this, but for me, this is common sense.
[01:13:57.701 --> 01:13:59.522]  We're having a major effect politically.
[01:14:00.642 --> 01:14:03.003]  We're going to win the long-term fight for liberty.
[01:14:03.603 --> 01:14:06.904]  We may lose battles, and things are going to get a lot worse before they get better.
[01:14:06.944 --> 01:14:10.185]  This is the devil we're fighting, folks.
[01:14:10.245 --> 01:14:10.986]  It is spiritual.
[01:14:11.266 --> 01:14:11.926]  Make no mistake.
[01:14:12.947 --> 01:14:14.367]  The churches are pretty much captured.
[01:14:15.068 --> 01:14:26.051]  But we need to not be lured into a civil war because that's meant to destabilize the country further and then bring in the multinational global system later.
[01:14:26.351 --> 01:14:28.251]  Now, Joel Skousen, I want to get into Trump.
[01:14:28.271 --> 01:14:29.592]  I want to get into what's happening overseas.
[01:14:29.832 --> 01:14:30.772]  We'll do all of that.
[01:14:30.792 --> 01:14:33.733]  But I want to talk about the geoengineering
[01:14:35.290 --> 01:14:46.780]  that we see, not of the planet, but political, geopolitical engineering, domestically, with these battle lines, the future battle space they're trying to set up.
[01:14:47.020 --> 01:14:51.103]  If we look at the lines of divide and conquer, we can see the future strategy.
[01:14:51.724 --> 01:14:52.625]  Can you speak to this?
[01:14:52.665 --> 01:14:59.591]  If you agree, disagree, augment, and what we need to do to try to really promote liberty and freedom
[01:15:00.840 --> 01:15:06.085]  As the true birthright of Americans it is, and not some alien evil program.
[01:15:08.967 --> 01:15:13.091]  Well, Alex, I agree with what you said about police.
[01:15:13.451 --> 01:15:21.699]  Unfortunately, you know, the police abuse and aggressiveness in terms of use of lethal force has grown exponentially.
[01:15:22.540 --> 01:15:24.541]  I'm afraid that the number of
[01:15:25.586 --> 01:15:37.709]  A good policeman versus bad policeman has been disbalanced and because of the bringing in more mercenaries, more military people into the police forces and then arming them with SWAT teams.
[01:15:38.249 --> 01:15:49.812]  I mean, when you have DE agents coming in with face masks on and won't reveal their names and they come in with a SWAT type thing to go into a nurse's office, you know, to confiscate all their computers.
[01:15:49.852 --> 01:15:51.192]  There's no need for that.
