[00:00:20.390 --> 00:00:21.913]  Welcome to InfoWars Nightly News.
[00:23:36.756 --> 00:23:37.177]  We're good to go.
[00:23:56.554 --> 00:23:57.314]  We're good to go.
[00:24:13.101 --> 00:24:14.161]  A lot of people have talked about that.
[00:24:14.201 --> 00:24:17.722]  We've seen that map so many times in so many different elections.
[00:24:17.762 --> 00:24:22.303]  Just a slight tweak of that map makes a difference between winning and losing.
[00:24:22.343 --> 00:24:29.004]  We have seen a map that was mostly red that still got Barack Obama elected the last two elections.
[00:24:29.644 --> 00:24:35.545]  The reason we have an electoral college, you need to understand this, goes back to the design of our country.
[00:24:36.245 --> 00:24:39.626]  The founders never wanted to have a pyramid structure of power.
[00:24:40.126 --> 00:24:41.126]  That was anathema to them.
[00:24:41.846 --> 00:24:46.350]  And so what they did was they set about to create division and separation of power.
[00:24:46.410 --> 00:24:51.854]  They did it at the federal level by creating three different branches of government that they hoped would check each other.
[00:24:51.874 --> 00:24:59.160]  And then if that wasn't going to be sufficient, and they knew that it wouldn't because of power always concentrates and power always corrupts,
[00:24:59.901 --> 00:25:01.942]  They wanted to have other centers of power.
[00:25:01.962 --> 00:25:03.423]  So we had the House of Representatives.
[00:25:03.483 --> 00:25:05.664]  It was to be the voice of the people, directly elected.
[00:25:06.045 --> 00:25:09.547]  And we had the Senate, which was going to be the voice of the states.
[00:25:09.607 --> 00:25:12.288]  They were going to be appointed by the state governments.
[00:25:12.368 --> 00:25:16.571]  Because remember, the state governments created the central government to provide for a common defense.
[00:25:17.191 --> 00:25:19.733]  And if you want to know how this could possibly go wrong,
[00:25:20.686 --> 00:25:28.993]  I've pointed out before what happened in the county that I lived in in North Carolina, where they went from having jurisdictional representation, where it was broken down.
[00:25:29.013 --> 00:25:42.343]  Think about it, even the county divisions that we have in each state are for pragmatic purposes of government, as well as to essentially put a firewall on corruption, to contain corruption within individual counties.
[00:25:42.363 --> 00:25:47.607]  We're going to take a look at that in just a moment, how the elections have been rigged in this last particular time.
[00:25:48.348 --> 00:25:49.629]  But take it to another level.
[00:25:50.030 --> 00:25:54.914]  Imagine, if you will, the United Nations pushing towards a global governance.
[00:25:55.114 --> 00:26:06.865]  And imagine that if instead of each sovereign state that created the United Nations having one vote, the United States having a vote, China having a vote, India, France, Canada, all the individual nations have a vote.
[00:26:06.905 --> 00:26:12.530]  Instead of that, imagine that they had a direct election, so that one man, one vote worldwide.
[00:26:13.111 --> 00:26:13.631]  What would happen?
[00:26:14.272 --> 00:26:16.993]  Well, we would have India and China deciding everything, wouldn't we?
[00:26:17.574 --> 00:26:22.636]  And we would have to depend on honest returns from China and India, wouldn't we?
[00:26:23.137 --> 00:26:24.037]  We don't want to have that.
[00:26:24.117 --> 00:26:26.158]  And we don't want to have that in the United States either.
[00:26:26.218 --> 00:26:28.139]  That's why we'd have the Electoral College.
[00:26:28.619 --> 00:26:34.222]  And as CNN points out, sorry Lady Gaga, but blocking Trump in the Electoral College is mission impossible.
[00:26:34.262 --> 00:26:34.642]  Why?
[00:26:35.143 --> 00:26:37.004]  Because they're calling on these electors to
[00:26:37.924 --> 00:26:38.404]  Defect.
[00:26:38.724 --> 00:26:39.884]  And we've seen that in the past.
[00:26:39.925 --> 00:26:46.286]  Most recently, we saw it in Minnesota, where we had somebody voted for John Edwards in 2004 for both president and vice president.
[00:26:46.326 --> 00:26:47.406]  They did it in private.
[00:26:47.446 --> 00:26:49.747]  They say nobody would confess to actually having done this.
[00:26:50.107 --> 00:26:58.149]  And in response, the state passed a law that required electors' votes to be cast in public, and if you were a faithless elector,
[00:26:58.729 --> 00:27:02.653]  Then your vote, your faithless vote, would be considered to be a resignation.
[00:27:02.693 --> 00:27:05.837]  The vote would be vacated and you would be replaced.
[00:27:05.897 --> 00:27:08.039]  We've seen it also in the 1972 election.
[00:27:08.580 --> 00:27:11.583]  It was the middle of Watergate happening and we had an elector
[00:27:12.532 --> 00:27:14.214]  Who voted for the Libertarian Party.
[00:27:14.314 --> 00:27:15.595]  He was a Republican.
[00:27:15.795 --> 00:27:17.196]  But that typically doesn't happen.
[00:27:17.256 --> 00:27:21.160]  As they point out, they're usually protest votes on the losing party.
[00:27:21.180 --> 00:27:30.669]  And so we have most likely scenario is that we would have Democrat voters who would cast a vote for Bernie Sanders rather than casting a vote for Hillary Clinton.
[00:27:30.729 --> 00:27:33.511]  That is what is most likely going to happen.
[00:27:34.252 --> 00:27:36.774]  But that's the reason that we have the Electoral College.
[00:27:36.814 --> 00:27:52.024]  We need to understand that as they point out that in some states they can do the math and they can say, well, as a percentage, people in a tiny state are better represented by the electors than somebody in a large state like New York.
[00:27:52.104 --> 00:27:54.345]  No, what we want to do is we want to contain that.
[00:27:54.365 --> 00:27:57.367]  And let me give you a reason for why that should be.
[00:27:58.368 --> 00:28:01.169]  We haven't really looked at many of the results except for President.
[00:28:01.669 --> 00:28:07.431]  In North Carolina, they still haven't decided the gubernatorial race and it probably won't be decided until Thanksgiving.
[00:28:07.491 --> 00:28:07.771]  Why?
[00:28:08.392 --> 00:28:16.795]  Because of one county, Durham County, one of the most corrupt counties and I can tell you that from having had a business, one of my businesses in Durham County.
[00:28:17.315 --> 00:28:23.237]  It had early votes that were tallied and heavily Democrat Durham County and of course they extended their time
[00:28:23.877 --> 00:28:27.139]  By 90 minutes, so they could plug more votes in there.
[00:28:27.159 --> 00:28:31.422]  Remember, in North Carolina, all you have to do is have a name and address, and you can vote.
[00:28:31.662 --> 00:28:33.023]  You don't have to have a photo ID.
[00:28:33.083 --> 00:28:39.208]  So they can look at these rolls, they can say, hey, come on down, we've got some empty slots here that you can vote, vote early, vote often.
[00:28:39.248 --> 00:28:41.469]  They say one of the most tightly fought gubernatorial races in the U.S.
[00:28:41.489 --> 00:28:42.670]  still does not have a clear winner.
[00:28:43.170 --> 00:28:49.155]  Early Wednesday morning, North Carolina Attorney General Roy Cooper declared victory over the sitting governor, Pat McCrory.
[00:28:49.855 --> 00:28:53.596]  McCrory, however, refused to concede, saying the race was too close to call.
[00:28:53.896 --> 00:28:55.177]  They've done multiple recounts.
[00:28:55.277 --> 00:28:58.938]  Now there's a difference of about 5,000 votes in that race.
[00:28:59.118 --> 00:29:04.019]  Now with less than 10,000 votes of a margin, either one of them can call for a recount.
[00:29:04.119 --> 00:29:05.380]  That will probably happen.
[00:29:05.720 --> 00:29:06.160]  And remember,
[00:29:06.980 --> 00:29:14.566]  Durham County, it was, McCrory was winning until just before midnight when, surprise surprise, the Durham County votes came in.
[00:29:14.586 --> 00:29:26.036]  And we've seen this happen with elections where they try to take a particular corrupt county, use that to flip the state, flip that state so they can flip the Electoral College vote for a particular candidate.
[00:29:26.196 --> 00:29:31.640]  And this is a reminder that we must not give up on election reform.
[00:29:32.361 --> 00:29:33.903]  We seriously need election reform.
[00:29:34.143 --> 00:29:43.233]  We can do it from a perspective of the winner so that it's not going to be dismissed as sour grapes and we need to really push on this in the coming days and months and the years ahead.
[00:29:43.333 --> 00:29:51.822]  We need to get Donald Trump to recognize that there are certain reforms that can be made so that we don't have a rigged system or we're going to continually be plagued with this.
[00:29:52.745 --> 00:30:00.669]  But even the bipartisan issues in this Durham County, we've got Democracy North Carolina, which is a liberal group, they've criticized Durham County for the election issues.
[00:30:00.949 --> 00:30:03.530]  The NAACP has called for an entire new election.
[00:30:04.131 --> 00:30:05.931]  That's the corruption that we're seeing.
[00:30:06.412 --> 00:30:14.976]  But I want to point out in the time that we've got remaining, that there's another issue involved here, perhaps, in this governor losing his race, if he does in fact lose it.
[00:30:15.501 --> 00:30:17.803]  McCrory was an establishment Republican.
[00:30:18.504 --> 00:30:27.232]  And just like Tom Tillis, who later became senator, began as a town commissioner in a local election, they have pushed for toll roads.
[00:30:27.332 --> 00:30:27.612]  Why?
[00:30:28.333 --> 00:30:31.656]  Because that is the face of crony capitalism within America.
[00:30:32.631 --> 00:30:35.972]  It's the private-public partnerships, PPP.
[00:30:36.533 --> 00:30:41.315]  Remember that socialists tell us that government can do no wrong, businesses can do no right.
[00:30:41.395 --> 00:30:48.438]  Libertarians will flip that and they will say that businesses can do no wrong and government can do no right.
[00:30:48.518 --> 00:30:56.301]  When they get together in a private-public partnership, in a PPP, we get the worst of both government and of business.
[00:30:56.401 --> 00:30:58.002]  What we get is crony capitalism.
[00:30:59.144 --> 00:31:06.929]  And I have to say, you know, to paraphrase outlaw Josie Wells, don't PPP down my back and tell me that it's raining, okay?
[00:31:06.949 --> 00:31:08.450]  This is not trickle-down economics.
[00:31:08.910 --> 00:31:17.976]  And this is an important point, because when we look at Donald Trump's transition team, what he's done is put somebody in charge of this $1 trillion infrastructure project,
[00:31:18.720 --> 00:31:23.402]  That is a hardcore libertarian who thinks that all of our roads ought to be toll roads.
[00:31:23.662 --> 00:31:24.402]  Do you really think that?
[00:31:24.942 --> 00:31:25.102]  No.
[00:31:25.322 --> 00:31:26.963]  That is a losing proposition.
[00:31:27.523 --> 00:31:33.565]  If you want to lose elections, if you want to lose the support of the people, put toll roads everywhere that are going to be owned by foreign corporations.
[00:31:33.585 --> 00:31:34.825]  We've had that here in Texas.
[00:31:35.325 --> 00:31:36.146]  It's gone bankrupt.
[00:31:36.326 --> 00:31:37.086]  Nobody wants it.
[00:31:37.746 --> 00:31:46.611]  And, according to this analysis, and I think it's a pretty good analysis, we don't have time to go through it, they say that this I-77 toll road in North Carolina cost that governor 33,000 votes.
[00:31:46.711 --> 00:31:57.717]  They looked at the counties that were involved there and how his support eroded there in the face of this fight, and now we have Donald Trump, perhaps, going to do the same thing.
[00:31:57.817 --> 00:32:03.000]  A $1 trillion infrastructure build-out, but he would fund it using
[00:32:03.720 --> 00:32:05.441]  Public-private partnerships.
[00:32:05.501 --> 00:32:19.630]  We see this happening in Texas with a high-speed rail that is running roughshod over the people between Dallas and Houston, destroying their property rights, destroying their peace and quiet, and also sucking up government money.
[00:32:19.931 --> 00:32:26.075]  No, we don't want to rebuild our highways, bridges, tunnels, airports, schools, and hospitals with a private-public partnership.
[00:32:26.135 --> 00:32:31.838]  That is nothing but crony capitalism and we don't want to replace PPP with PPP.
[00:32:32.739 --> 00:32:35.722]  It's just crony capitalism internalized into the country.
[00:32:36.242 --> 00:32:43.869]  As I point out, this would largely be funded and encouraged by tax credits, but also by usage fees such as toll roads.
[00:32:44.590 --> 00:32:54.699]  Here in Texas, as I point out, it's gone bankrupt and they've used this to actually make our transportation system worse by putting restrictions on adjacent roads.
[00:32:54.779 --> 00:32:56.121]  We don't want to have that happen.
[00:32:56.401 --> 00:32:57.502]  Stay with us, we'll be right back.
[00:33:05.742 --> 00:33:10.145]  There's a very important question that needs to be answered.
[00:33:11.285 --> 00:33:12.926]  Will humanity survive?
[00:33:14.607 --> 00:33:16.609]  And to look at that threat we have to ask another question.
[00:33:17.269 --> 00:33:28.016]  What is the number one obstacle to human beings and our species surviving and becoming a type one civilization that isn't just dependent on this planet?
[00:33:29.690 --> 00:33:40.076]  You could say that it's changes in the heavens, suns going supernova, tectonic earthquake and volcano events, nuclear weapons, genetic engineering.
[00:33:41.577 --> 00:33:50.983]  But if you look at the race, the acceleration of technological development, I think the biggest threat overall is humanity not pacing ourselves.
[00:33:52.890 --> 00:33:56.613]  And merging with artificial intelligence.
[00:33:57.373 --> 00:34:02.237]  So they're trying to end humanity as if it's a good thing and create this new species.
[00:34:02.537 --> 00:34:03.898]  Talk about mad scientists.
[00:34:04.518 --> 00:34:07.060]  And there have been several new articles on this just the last few weeks.
[00:34:07.361 --> 00:34:11.764]  DARPA is testing implantable chips in soldiers' brains is one of them.
[00:34:12.224 --> 00:34:15.887]  Another just came out in mid-April.
[00:34:16.047 --> 00:34:17.028]  Rich Americans
[00:34:18.155 --> 00:34:24.225]  Seeks black market brain implants in bid to plug into artificial intelligence matrix.
[00:34:24.685 --> 00:34:32.798]  And they're going to go through the dangerous surgeries of being hooked up, not just with a few wires, but with thousands of connections total to the brain.
[00:34:34.008 --> 00:34:38.254]  to an AI computer to try to merge consciousness.
[00:34:38.715 --> 00:34:47.548]  My father, a physician, recently went back to continuing education, part of keeping his medical license, and he brought me back some of the literature they gave him.
[00:34:48.008 --> 00:34:48.770]  This is from the state
[00:34:49.290 --> 00:34:54.334]  Medical boards right here in Texas that soon you'll have to have a DNA chip to get a prescription.
[00:34:54.874 --> 00:35:11.226]  Not just that chips are going to be on the pills and medicines themselves, but now you're going to have to give your blood at basically every time a tiny brick into a DNA chip database that tracks everything going on your body as well as your genes.
[00:35:12.367 --> 00:35:14.709]  In this short report we're only scratching the surface.
[00:35:16.260 --> 00:35:21.834]  And the big issue here is things they denied 20, 30 years ago that were going on, they're now admitting today.
[00:35:22.475 --> 00:35:24.841]  What are they doing that we don't know about?
[00:35:25.851 --> 00:35:27.552]  We need to have a debate about our species.
[00:35:28.432 --> 00:35:42.838]  We need to understand that the global elite have decided we're obsolete and are moving towards a robotic future where there's no place for humanity, as Bill Joy wrote over 15 years ago for Wired Magazine in his article, Why the Future Doesn't Need Us.
[00:35:43.659 --> 00:35:44.699]  And the numbers are in.
[00:35:45.300 --> 00:35:46.040]  Screen time.
[00:35:46.440 --> 00:35:47.320]  All the television.
[00:35:47.440 --> 00:35:49.161]  All the prescription drugs.
[00:35:49.241 --> 00:35:51.082]  This modern culture is killing us.
[00:35:51.402 --> 00:35:52.543]  Our IQs are dropping.
[00:35:53.303 --> 00:35:54.984]  People are becoming more and more ignorant.
[00:35:55.564 --> 00:35:58.766]  Society is unraveling and falling apart.
[00:35:59.227 --> 00:36:04.930]  So we know that the fruits of this high-tech poison tree are literally killing us.
[00:36:05.510 --> 00:36:18.378]  The answer is getting back to healthy living, gardening, spending time with our families, less screen time, and also using compounds that Mother Nature has produced that are known to boost our natural abilities.
[00:36:19.078 --> 00:36:20.619]  Humans have built an incredible world.
[00:36:21.059 --> 00:36:22.260]  We can change our environment.
[00:36:22.680 --> 00:36:30.987]  We do have that magic spark, but the elite think we're ugly and bad and have decided it's time that humans be thrown in the ash heap of history.
[00:36:31.668 --> 00:36:47.481]  We have taken some of the compounds that Mother Nature has produced and gotten the cleanest, purest sources of it and put it together in BrainForce, one of the most highly reviewed nootropic brain boosters on the market today that has an incredibly affordable price.
[00:36:47.921 --> 00:36:54.651]  Check out Brain Force today and other game-changing compounds like X2 Survival Shield at InfoWarsLife.com.
[00:36:54.992 --> 00:36:57.375]  Again, that's InfoWarsLife.com or call toll free 888-253-3139.
[00:37:07.628 --> 00:37:14.733]  Well, ladies and gentlemen, we are still two months away from the inauguration of Donald Trump as the President of the United States.
[00:37:15.214 --> 00:37:26.923]  But, in a wise move, we're already seeing Donald Trump making hints at administrative selections and at policies that he is going to put into place as we move forward.
[00:37:26.983 --> 00:37:30.005]  Specifically, the big one with immigration.
[00:37:30.065 --> 00:37:34.829]  Now, I am not somebody who's been the biggest fan of the wall, but I understand why he talked about it.
[00:37:35.109 --> 00:37:45.375]  And I understand the real issue of immigration and border control, but this is what Donald Trump is actually dealing with as far as starting to put some of these into practice.
[00:37:45.715 --> 00:37:48.136]  Now, this is from USA Today headline.
[00:37:48.296 --> 00:37:52.038]  Yes, Donald Trump will have broad power to crack down on immigration.
[00:37:52.318 --> 00:37:57.281]  President-elect Donald Trump said he plans to deport about 2 to 3 million undocumented immigrants.
[00:37:57.681 --> 00:37:58.722]  That's what he said.
[00:37:59.122 --> 00:38:08.496]  When he was on 60 Minutes on Sunday, he said he would emphasize criminals before deciding about law-abiding families illegally in the country.
[00:38:08.836 --> 00:38:13.503]  I think that was a wise move for Donald because a lot of people are afraid.
[00:38:14.304 --> 00:38:18.547]  That they're in this country, not legally, but that they're going to be deported.
[00:38:18.908 --> 00:38:24.952]  But as we've been saying, you know, the first people Donald Trump is going to look at is the criminals he's been talking about.
[00:38:24.992 --> 00:38:27.034]  That doesn't mean all illegal immigrants.
[00:38:27.054 --> 00:38:28.315]  That doesn't mean Mexicans.
[00:38:28.675 --> 00:38:34.079]  That's just the criminals who have been deported and then come back and then come back to this country.
[00:38:34.099 --> 00:38:34.919]  We've seen it multiple times.
[00:38:34.960 --> 00:38:36.040]  He wants to focus on those people.
[00:38:36.361 --> 00:38:37.802]  Now, here's an interesting chart.
[00:38:38.786 --> 00:38:41.709]  That shows the returns and the removals of people.
[00:38:41.749 --> 00:38:43.630]  This is from the same USA Today article.
[00:38:44.031 --> 00:38:51.537]  And you'll notice that the returns have been going down ever since Obama came into office.
[00:38:51.717 --> 00:38:53.639]  Obviously, we can understand why.
[00:38:53.659 --> 00:38:56.722]  The returns are people who try to enter the U.S.
[00:38:56.782 --> 00:39:00.505]  illegally that get stopped at the border and then shipped back.
[00:39:00.785 --> 00:39:03.948]  This is something we did not see coming from Barack Obama.
[00:39:04.409 --> 00:39:05.730]  ICE even admitted this.
[00:39:06.010 --> 00:39:10.631]  When we talked to Border Control, they also said that this was an issue where they can't even enforce the law.
[00:39:10.871 --> 00:39:15.832]  But the interesting thing is we're seeing that removals are actually on the way up.
[00:39:16.192 --> 00:39:25.894]  I think that's because there's been so many people that have come to this country illegally that, of course, removals is going to go up when you have such an increasing number of the illegals here.
[00:39:25.934 --> 00:39:28.674]  You're going to see the removals go up.
[00:39:28.734 --> 00:39:31.195]  But it's amazing how the returns went up.
[00:39:32.115 --> 00:39:33.936]  Just straight down under Obama.
[00:39:34.036 --> 00:39:39.637]  I wonder what that graph will look like after four years of a Donald Trump administration.
[00:39:39.958 --> 00:39:43.539]  Now this is the key point here folks when it comes to refugees.
[00:39:44.119 --> 00:39:49.241]  The number of refugees accepted by the US each year is set exclusively by the president.
[00:39:49.281 --> 00:39:53.802]  So this is something that Donald Trump will have power over just like President Obama
[00:39:54.202 --> 00:39:54.502]  I think?
[00:40:24.382 --> 00:40:24.743]  I think?
[00:40:41.641 --> 00:40:49.667]  It's kind of backing down off of the build the biggest wall in the history of mankind across the whole border rhetoric that some people believe was coming from him.
[00:40:50.028 --> 00:40:57.214]  Senate Majority Leader Mitch McConnell, Republican out of Kentucky, said on Wednesday that border security is something he thinks ought to be high on the list.
[00:40:57.614 --> 00:40:58.955]  But wait a second, Mitch.
[00:40:59.395 --> 00:41:01.097]  You've been in government.
[00:41:01.137 --> 00:41:03.839]  You've had a very powerful spot in government for a long time.
[00:41:04.199 --> 00:41:07.661]  How come it wasn't a high priority under the Obama administration?
[00:41:07.781 --> 00:41:11.063]  So, not sure about Mitch McConnell and his comments there.
[00:41:11.103 --> 00:41:21.649]  Let's see how long he lasts now that Donald Trump has come or will be coming into the White House and that the American people are more aware of who they're voting for.
[00:41:21.689 --> 00:41:23.770]  I think that that might be a death blow to Mitch McConnell.
[00:41:24.110 --> 00:41:26.312]  Now, this coming out of LifeZette,
[00:41:27.532 --> 00:41:30.533]  Agent Brace for pre-Trump border surge.
[00:41:30.813 --> 00:41:36.355]  Now, of course, we've already seen this happening with people coming to the border knowing that Donald Trump is about to get elected.
[00:41:36.395 --> 00:41:41.376]  They've actually been warned in foreign countries to come to this country because Trump's going to get elected.
[00:41:41.416 --> 00:41:45.037]  This is their last chance to get in here for free, basically, evade the law.
[00:41:45.397 --> 00:41:51.239]  At the same time, according to the head of the union representing over 16,000 U.S.
[00:41:51.719 --> 00:41:53.240]  Customs and Border Patrol agents,
[00:41:53.860 --> 00:42:01.727]  Career level managers of the agency are likely to push back against the directives of outgoing political appointees of Obama.
[00:42:01.767 --> 00:42:03.028]  Now actually, I want to correct myself.
[00:42:03.068 --> 00:42:06.151]  I'm not sure if this is 165,000 or 16,000.
[00:42:06.191 --> 00:42:07.833]  Maybe a typo here on the article.
[00:42:08.333 --> 00:42:11.716]  But nonetheless, they're talking about how they don't want to listen to
[00:42:12.797 --> 00:42:13.617]  We're good to go.
[00:42:44.184 --> 00:42:49.287]  Now, Brandon Judd went on to say you're going to see less people giving themselves up.
[00:42:49.687 --> 00:42:53.049]  Right now, lots of people cross the border and throw their hands up saying, come get me.
[00:42:53.470 --> 00:42:55.471]  Now they're going to try to evade apprehension.
[00:42:55.551 --> 00:42:56.411]  Isn't that wild?
[00:42:56.932 --> 00:43:01.114]  Most people didn't even think that that was going on, but it was going on.
[00:43:01.174 --> 00:43:05.477]  Going to the border and running to Border Patrol because you know you're going to get a free handout.
[00:43:05.537 --> 00:43:06.497]  Now, here's another thing.
[00:43:06.838 --> 00:43:08.839]  Trump may have actually won the popular vote.
[00:43:08.879 --> 00:43:11.961]  We're hearing people crying about Hillary winning the popular vote, but
[00:43:12.501 --> 00:43:20.231]  Votefraud.org has recognized that 3 million votes in this election were cast by illegal citizens.
[00:43:20.611 --> 00:43:22.553]  3 million votes cast by illegal citizens.
[00:43:23.254 --> 00:43:26.498]  Of course, we're just assuming that those went for Hillary Clinton.
[00:43:26.558 --> 00:43:30.183]  We'd have to actually do a little more research to find out if that's true, but I think that's a fair assumption to make.
[00:43:31.545 --> 00:43:36.769]  Also, that 4 million dead people were registered to vote the day of the election.
[00:43:36.849 --> 00:43:46.357]  So, even though Trump won and we're not whining and complaining like the Trump protesters, there needs to be something looked into here with voter fraud.
[00:43:46.817 --> 00:43:54.544]  China fires, this is from CNBC, China fires its first warning shot warning iPhone sales will suffer if Trump starts a trade war.
[00:43:54.604 --> 00:43:55.524]  Now, here's the irony of this.
[00:43:56.485 --> 00:43:58.047]  Apple iPhones and U.S.
[00:43:58.227 --> 00:44:08.978]  goods could suffer sales hit in China if President-elect Donald Trump goes through with his naïve, very naïve plan of slapping a large import tariff on Chinese products.
[00:44:10.209 --> 00:44:10.910]  All right.
[00:44:27.642 --> 00:44:39.984]  Basically drive down the wages of the people building these products, drive down the currency value of the countries where they're being shipped out of in order to make more money for themselves.
[00:44:40.204 --> 00:44:47.045]  They'll use that to demonize Trump, but yet they'll go out and they'll buy a new iPhone made by slave labor every year.
[00:44:47.325 --> 00:44:50.066]  And of course, what is that iPhone that comes out new every year?
[00:44:50.086 --> 00:44:56.387]  It's got a new name and a new upgrade and a new more expensive price made by the exact same slaves that made the same one.
[00:44:56.767 --> 00:45:00.269]  A year ago, but they're still gonna charge you a hand and a leg for that.
[00:45:00.329 --> 00:45:09.595]  So, I'm sorry, maybe for a year or two, you're gonna have to suffer with the same iPhone that you've had for a year, and you're not gonna be able to get that most recent iPhone.
[00:45:09.635 --> 00:45:11.516]  Isn't that just too bad for you?
[00:45:11.596 --> 00:45:13.798]  You can't get the most recent iPhone, oh my gosh.
[00:45:14.458 --> 00:45:20.922]  But then what might happen is they might start manufacturing these iPhones in the United States, so more jobs here, and then you know what?
[00:45:20.982 --> 00:45:25.525]  Price might actually go down because they don't have to ship those goods over here.
[00:45:25.745 --> 00:45:29.087]  They don't have to pay that import tariff, but that's just how it works.
[00:45:29.107 --> 00:45:29.827]  They don't understand that.
[00:45:30.248 --> 00:45:32.589]  Soros prepares for Trump war.
[00:45:32.649 --> 00:45:34.210]  Now, we're already seeing this, folks.
[00:45:34.931 --> 00:45:40.534]  The Democracy Alliance has funneled upwards of $500 million towards liberal activist groups.
[00:45:41.034 --> 00:45:49.439]  The DA requires all of its major financiers to donate at least $200,000 a year to approve activist groups.
[00:45:49.820 --> 00:45:50.240]  And of course,
[00:45:50.620 --> 00:45:59.589]  What we're seeing now is we have stories, obviously, well, thanks to Project Veritas, we saw what the Democratic operatives do in order to foment unrest on the streets.
[00:45:59.969 --> 00:46:07.237]  But now, on Zero Hedge, one of their readers noticed that these protesters are being bussed in!
[00:46:07.537 --> 00:46:10.220]  So we've seen it in the WikiLeaks, we've seen it in the Project Veritas.
[00:46:10.660 --> 00:46:16.943]  We've been reporting it to you for years on InfoWars.com, but now we're actually seeing it manifested.
[00:46:16.983 --> 00:46:18.243]  We've actually got the proof.
[00:46:18.623 --> 00:46:22.985]  Blocks of anti-Trump protest buses caught on tape.
[00:46:23.426 --> 00:46:30.849]  And this person notes who caught the video, a video of five city blocks on the west side of Chicago lined up with buses from Wisconsin.
[00:46:31.229 --> 00:46:32.910]  All these people ended up protesting.
[00:46:33.210 --> 00:46:35.531]  Of course, we know Chicago is one of their main areas.
[00:46:36.371 --> 00:46:44.513]  We heard this after Aaron Black, the Democratic operative who you're not supposed to know, admitted they were the ones that shut down the Trump rally in Chicago.
[00:46:44.853 --> 00:46:46.173]  Now they're trying to do more of it.
[00:46:46.494 --> 00:46:53.735]  Homes vandalized with anti-Trump message, so when they go low, we go to their homes and destruct their property.
[00:46:54.155 --> 00:46:56.116]  For more, go to InfoWars.com.
[00:47:02.978 --> 00:47:07.962]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:47:08.142 --> 00:47:18.089]  Now, InfoWarsLife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive perfected process.
[00:47:18.429 --> 00:47:24.313]  Secret 12 is a binary of nutrimedical grade, bioavailable coenzyme forms of B12.
[00:47:24.673 --> 00:47:29.857]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:47:32.759 --> 00:47:35.020]  Ladies and gentlemen, I've been on this the last few months.
[00:47:35.301 --> 00:47:43.145]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[00:47:43.565 --> 00:47:48.328]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:47:48.448 --> 00:47:50.469]  This just increases the compounds you already have.
[00:47:51.090 --> 00:47:52.611]  This is what you're actually designed to run on.
[00:47:52.651 --> 00:48:00.575]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888.
[00:48:01.596 --> 00:48:08.201]  2-5-3 3-1-3-9 Thousands of years ago, there was a basic form of chivalry.
[00:48:08.561 --> 00:48:15.686]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:48:16.306 --> 00:48:24.632]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:48:24.932 --> 00:48:28.955]  But in the 21st century, there are silent weapons for quiet war.
[00:48:29.275 --> 00:48:30.976]  I personally counter this onslaught with Anthroplex.
[00:48:31.016 --> 00:48:37.218]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity.
[00:48:52.244 --> 00:48:52.725]  I don't know.
[00:49:05.629 --> 00:49:06.209]  Welcome back.
[00:49:06.390 --> 00:49:12.354]  Tonight we are here at our roundtable to break down for you exactly what is happening out there in the world.
[00:49:12.975 --> 00:49:20.561]  You are witnessing community organizers doing their very, very best to try and nullify President-elect Donald Trump.
[00:49:21.041 --> 00:49:30.669]  It is no coincidence that these protests were ready to go across the country immediately following this announcement that he would be the 45th president.
[00:49:31.489 --> 00:49:33.090]  So these are Alinskyite tactics.
[00:49:33.210 --> 00:49:34.271]  Now who is Saul Alinsky?
[00:49:34.311 --> 00:49:35.471]  We've told you about him a lot.
[00:49:35.531 --> 00:49:37.172]  He wrote the book on community organizing.
[00:49:37.212 --> 00:49:40.294]  He's considered to be the guru of community organizers.
[00:49:40.914 --> 00:49:45.977]  President Obama is a famous community organizer and Hillary Clinton actually wrote
[00:49:46.417 --> 00:49:50.840]  Her college thesis on Saul Alinsky's tactics as well.
[00:49:51.680 --> 00:50:05.168]  This is Alinsky who dedicated his book Rules for Radicals to Lucifer, who he considered to be the original radical who, you know, overthrew a kingdom or rebelled and got a whole entire kingdom to himself.
[00:50:05.248 --> 00:50:09.471]  So a lot of internet trolls like to use Alinsky's tactics as well.
[00:50:09.511 --> 00:50:11.452]  So this is very important that we break these down.
[00:50:11.912 --> 00:50:14.414]  See how the left is using these tools.
[00:50:14.434 --> 00:50:17.277]  They've been using them for decades and we probably didn't even realize it.
[00:50:17.317 --> 00:50:20.500]  You have to understand the tactics that your enemy is using.
[00:50:20.980 --> 00:50:26.065]  So let's go ahead and get into these rules for radicals so we can expose and neutralize.
