[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[00:55:48.483 --> 00:55:53.224]  I've had globals try to hire me so many times, we've talked about it, and they tell you, you're smart like us, join us.
[00:55:54.124 --> 00:55:55.144]  Don't be all the scum.
[00:55:56.365 --> 00:55:57.165]  They're so elitist.
[00:55:58.254 --> 00:56:01.556]  Now I've got a bunch of clips I want to play here when we come back.
[00:56:02.677 --> 00:56:08.101]  We've got Obama being interrupted three times yesterday by folks exposing Bill Clinton's rape.
[00:56:09.301 --> 00:56:12.003]  We've got new Donald Trump ad that's very powerful targeting Hillary's health.
[00:56:12.704 --> 00:56:16.646]  We've got Mike Huckabee compares Trump to Captain Quint hunting jaws.
[00:56:17.547 --> 00:56:19.208]  And they go, yeah, but Captain Quint died.
[00:56:21.069 --> 00:56:23.251]  The point is he got the shark dead too.
[00:56:24.212 --> 00:56:25.533]  No, how come he knew what he was doing?
[00:56:25.633 --> 00:56:27.354]  Great, great allegory.
[00:56:27.854 --> 00:56:31.717]  Quint is brask, he cusses, he's nasty, but he's the good guy.
[00:56:32.597 --> 00:56:43.885]  Just like in Lord of the Rings, not the movie, but the book, they say to Aragorn, they say, well, why didn't you go with those other guys who were going to slit your throat once they got you out of here?
[00:56:43.905 --> 00:56:51.890]  And he goes, well, they looked fair, but felt foul, while you look foul, but feel fair.
[00:56:54.605 --> 00:56:58.090]  The best people I've ever known aren't perfect, and I'm not lauding being foul.
[00:56:58.390 --> 00:57:07.824]  I'm not lauding being worldly and nasty, but nasty at a base level of just the flesh, like loving women, loving to fight, you know.
[00:57:11.664 --> 00:57:16.446]  Those are the people, though, that have the heights in their psyche of wanting to build things and loving God and being good.
[00:57:16.626 --> 00:57:22.989]  Their good side's so big that they've got a big evil side, but it's still much smaller than the big good side they have.
[00:57:23.669 --> 00:57:29.632]  You run into people that are totally controlled and focused and a little twinkly-eyed, like Paul Ryan.
[00:57:29.652 --> 00:57:30.552]  That's a psychopath.
[00:57:30.592 --> 00:57:34.834]  I can take one look at Paul Ryan and tell you, that man is a psychopath.
[00:57:35.514 --> 00:57:36.414]  He's not a sociopath.
[00:57:36.815 --> 00:57:37.715]  He's a psychopath.
[00:57:40.697 --> 00:57:42.618]  I'm going to go to break, come back with all of this in the second hour.
[00:57:42.658 --> 00:57:44.459]  We haven't even scratched the surface of the new WikiLeaks.
[00:57:44.519 --> 00:57:45.239]  This is amazing.
[00:57:45.259 --> 00:57:47.361]  WikiLeaks has really come through, so that's good to see that happen.
[00:57:47.981 --> 00:57:48.921]  The listeners have come through.
[00:57:48.961 --> 00:57:49.422]  You're amazing.
[00:57:49.462 --> 00:57:50.082]  God bless you.
[00:57:50.622 --> 00:57:52.964]  I've extended it one day, but it's over because people are asking me to.
[00:57:53.264 --> 00:57:55.825]  DNA Force will end tonight, 23% off.
[00:57:55.885 --> 00:58:00.788]  The new special is on a very inexpensive product we have that is the highest quality.
[00:58:01.368 --> 00:58:03.589]  This is really an amazing product.
[00:58:03.889 --> 00:58:05.450]  Knockout Sleep Support, 25% off, flash sale.
[00:58:07.031 --> 00:58:13.694]  For only 48 hours only, and it's got, in 1995, that's what the leading competitor cost, just of this amount of melatonin.
[00:58:13.934 --> 00:58:17.416]  Then it's got the L-tryptophan, and the valerian route, and a bunch of other stuff in it.
[00:58:17.436 --> 00:58:18.256]  The best sleep ever.
[00:58:18.536 --> 00:58:19.417]  This is so amazing.
[00:58:19.477 --> 00:58:19.937]  Knockout.
[00:58:20.197 --> 00:58:23.098]  Infowarslife.com, or call toll-free 888-253-3139.
[00:58:23.558 --> 00:58:32.202]  Sign up for auto-ship, an additional 10% off, and all shipping is free on orders of $50 or more, and your funding is essential.
[00:58:32.242 --> 00:58:32.723]  We'll be back.
[00:58:32.803 --> 00:58:33.243]  Stay with us.
[00:58:37.791 --> 00:58:41.112]  With only 26 days left, we have entered the final stretch.
[00:58:41.593 --> 00:58:43.914]  More of this historic broadcast on the other side.
[00:58:44.794 --> 00:58:47.095]  You're listening to Alex Jones.
[00:58:51.617 --> 00:58:54.978]  Thank you for listening to GCN.
[00:58:55.018 --> 00:58:57.219]  Visit GCNlive.com today.
[00:59:00.502 --> 00:59:05.369]  Russia has ordered all of its officials to fly home, including any relatives living abroad.
[00:59:05.529 --> 00:59:09.594]  This news comes as tension mounts over the prospect of pending global war.
[00:59:09.614 --> 00:59:14.821]  A failure to heed the instruction could put promotion chances at risk, according to local reports from Moscow.
[00:59:15.282 --> 00:59:18.043]  This news comes amid worsening relations between Russia and the U.S.
[00:59:18.143 --> 00:59:18.884]  over Syria.
[00:59:19.024 --> 00:59:24.226]  Politicians and high-ranking figures are said to have received a direct warning from Russian President Vladimir Putin.
[00:59:24.346 --> 00:59:30.189]  This news comes as Putin has cancelled a planned visit to France amid conflict over Moscow's role in the Syrian theater.
[00:59:30.369 --> 00:59:36.132]  Just days after this news emerged, the Kremlin has moved nuclear-capable missiles near the Polish border.
[00:59:36.332 --> 00:59:43.295]  Russian political analyst Stanislav Bilkowski said this is all part of a package of measures to prepare elites to some big war.
[00:59:43.635 --> 00:59:45.517]  Relations between Russia and the U.S.
[00:59:45.677 --> 00:59:49.320]  are at their lowest since the Cold War and continue to deteriorate.
[00:59:49.520 --> 00:59:56.746]  Even former Soviet leader Mikhail Gorbachev has warned the world is in a dangerous point due to rising tensions between Russia and the U.S.
[00:59:56.987 --> 00:59:59.769]  I'm Margaret Hale reporting for InfoWars.com.
[01:00:02.531 --> 01:00:05.194]  You're listening to the Alex Jones Show.
[01:00:17.792 --> 01:00:21.795]  Benny Williams is coming out with the first of his report.
[01:00:21.815 --> 01:00:23.556]  What answers?
[01:00:23.596 --> 01:00:25.017]  Well, so does he.
[01:00:25.177 --> 01:00:26.778]  It's Alex Jones.
[01:00:26.818 --> 01:00:40.087]  John Adams, signer of the Declaration of Independence and the second president of the United States, told the military in a speech made in 1798, our Constitution was made only for a moral and religious people.
[01:00:40.248 --> 01:00:43.450]  It is wholly inadequate to the government of any other.
[01:00:43.650 --> 01:00:46.612]  And it was Prussian statesman, Otto von Bismarck,
[01:00:46.832 --> 01:00:57.302]  Shaking his fist at the United States who said there is a Providence that protects idiots, drunkards, children, and the United States of America.
[01:00:57.583 --> 01:01:01.947]  And that protection was on full display at the second presidential debate.
[01:01:02.087 --> 01:01:10.636]  With all of the New World Order's media and all of the New World Order's CIA operatives, they just couldn't put Humpty Dumpty Hillary back together again.
[01:01:11.076 --> 01:01:22.479]  Isn't it ironic that the roughly 28 million people watching the second presidential debate witnessed in live time the crushing weight of American Providence in action?
[01:01:22.719 --> 01:01:24.620]  The symbolism was palatable.
[01:01:25.000 --> 01:01:30.882]  Just as Obama had been plagued by flies as his two-faced politics took the reins of power of the nation,
[01:01:31.802 --> 01:01:33.544]  Uh, this guy's bothering me here.
[01:01:34.264 --> 01:01:36.746]  Of, uh, our... Sorry.
[01:01:37.387 --> 01:01:38.748]  Sorry, I'm gonna start over.
[01:01:39.208 --> 01:01:40.910]  I'm gonna start at, I will contrast.
[01:01:41.690 --> 01:01:41.931]  Hey!
[01:01:42.691 --> 01:01:49.797]  Beelzebub, Lord of the Flies, made yet another appearance, clinging to Hillary's evil, glowing radiance.
[01:01:50.157 --> 01:01:58.244]  First, let me start by saying that so much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[01:01:58.384 --> 01:02:00.346]  He gets to decide what he wants to talk about,
[01:02:00.566 --> 01:02:10.495]  And in one of the strangest presidential debates in American history, a former president meekly sat on the sidelines faced with three of the women he raped.
[01:02:10.876 --> 01:02:17.842]  Meanwhile, Hillary, in true arrogant oblom, railed on Donald Trump about a joke he made 11 years ago.
[01:02:17.982 --> 01:02:22.226]  And he has said that the video doesn't represent who he is.
[01:02:23.424 --> 01:02:29.233]  But I think it's clear to anyone who heard it that it represents exactly who he is.
[01:02:29.854 --> 01:02:31.897]  Because we've seen this throughout the campaign.
[01:02:33.219 --> 01:02:35.362]  We have seen him insult women.
[01:02:36.544 --> 01:02:38.026]  We've seen him rate women.
[01:02:39.147 --> 01:02:42.389]  On their appearance, ranking them from 1 to 10.
[01:02:43.129 --> 01:02:44.630]  Then Providence struck.
[01:02:45.190 --> 01:02:50.012]  You can say any way you want to say it, but Bill Clinton was abusive to women.
[01:02:50.352 --> 01:02:56.355]  Hillary Clinton attacked those same women and attacked them viciously, four of them here tonight.
[01:02:57.055 --> 01:03:02.298]  One of the women, who is a wonderful woman at 12 years old, was raped.
[01:03:03.178 --> 01:03:03.678]  At 12.
[01:03:04.339 --> 01:03:11.523]  Her client, she represented, got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped.
[01:03:12.423 --> 01:03:15.785]  Kathy Shelton, that young woman, is here with us tonight.
[01:03:16.725 --> 01:03:18.826]  So, don't tell me about words.
[01:03:19.227 --> 01:03:22.288]  I am absolutely, I apologize for those words.
[01:03:23.749 --> 01:03:24.770]  President Clinton did.
[01:03:24.790 --> 01:03:25.570]  He was impeached.
[01:03:25.690 --> 01:03:27.932]  He lost his license to practice law.
[01:03:28.692 --> 01:03:35.857]  He had to pay an $850,000 fine to one of the women, Paula Jones, who's also here tonight.
[01:03:36.717 --> 01:03:49.686]  And I will tell you that when Hillary brings up a point like that, and she talks about words that I said 11 years ago, I think it's disgraceful, and I think she should be ashamed of herself, if you want to know the truth.
[01:03:51.988 --> 01:03:53.419]  Can we please hold the applause?
[01:03:54.963 --> 01:04:04.230]  Bill, Hillary, Obama, the CIA, United Nations, New World Order, the sleeping giant is awake, and it just had you for breakfast.
[01:04:04.910 --> 01:04:06.091]  She got caught in a total lie.
[01:04:06.772 --> 01:04:13.857]  Her papers went out to all her friends at the banks, Goldman Sachs, and everybody else, and she said things, WikiLeaks, that just came out.
[01:04:14.958 --> 01:04:16.319]  Her falling down on 9-11 was process.
[01:04:16.359 --> 01:04:20.382]  Now she's blaming the lie on the late, great Abraham Lincoln.
[01:04:20.582 --> 01:04:21.662]  That's one that I haven't...
[01:04:22.623 --> 01:04:35.450]  But when you talk about apology, I think the one that you should really be apologizing for and the thing that you should be apologizing for are the 33,000 emails that you deleted and that you acid washed.
[01:04:36.090 --> 01:04:42.514]  And then the two boxes of emails and other things last week that were taken from an office and are now missing.
[01:04:43.274 --> 01:04:46.895]  So we're going to get a special prosecutor, and we're going to look into it, because you know what?
[01:04:47.375 --> 01:04:56.197]  People have been, their lives have been destroyed for doing one-fifth of what you've done, and it's a disgrace, and honestly, you ought to be ashamed of yourself.
[01:04:56.217 --> 01:04:57.757]  Secretary Clinton, I want to follow up on that.
[01:04:57.817 --> 01:05:03.338]  I'm going to let you talk about it now, because everything he just said is absolutely false, but I'm not surprised.
[01:05:03.818 --> 01:05:08.359]  In the first debate, in the first- John Bowne for InfoWars.com.
[01:05:09.864 --> 01:05:14.827]  There's an unprecedented crackdown underway against Christians worshipping in secret in Iran.
[01:05:15.007 --> 01:05:20.131]  Iranian police inter-family parties and weddings in an effort to find those who've turned their backs on Islam.
[01:05:20.411 --> 01:05:32.039]  Iranian Christian news source Mohabat News reports that a house raid on September 30th resulted in the arrest of five men who were taken to an unknown location and charged with evangelism, a crime that could mean death in Iran.
[01:05:32.079 --> 01:05:39.684]  In a 2016 report, the United States Commission on International Religious Freedom said that Christians and other minorities in Iran continue to experience severe
[01:05:39.824 --> 01:05:40.084]  I think so.
[01:06:09.918 --> 01:06:15.424]  InfoWars is proud to announce the official InfoWars Live app available now for iPhone and Android.
[01:06:15.584 --> 01:06:23.773]  InfoWars Live allows you to watch a live high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[01:06:24.033 --> 01:06:26.876]  Want to read the latest exclusives on InfoWars.com?
[01:06:27.056 --> 01:06:28.698]  Or do you want to catch up on world news?
[01:06:28.858 --> 01:06:31.841]  Now you can do so with InfoWars Live anywhere you go.
[01:06:31.981 --> 01:06:34.184]  You can browse the news, share content, and more.
[01:06:34.304 --> 01:06:37.407]  And best of all, it's free to download at InfoWars.com.
[01:06:37.487 --> 01:06:38.709]  The app is brand new.
[01:06:38.909 --> 01:06:39.990]  This is the first release.
[01:06:40.170 --> 01:06:42.293]  And it was completely built from the ground up.
[01:06:42.493 --> 01:06:46.057]  We've seen example after example of cable news networks attempting to deceive you.
[01:06:46.317 --> 01:06:54.944]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion in an unnatural direction that only serves establishment agendas.
[01:06:55.184 --> 01:06:59.968]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
[01:07:00.209 --> 01:07:07.575]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[01:07:09.838 --> 01:07:14.922]  With the election just around the corner, I have to ask, have you gotten your Hillary for Prison t-shirt yet?
[01:07:15.443 --> 01:07:18.746]  After the election, this t-shirt will no longer be available.
[01:07:18.986 --> 01:07:24.631]  We only have a finite number of these, so be sure to get to Infowarsstore.com and get yours today.
[01:07:25.151 --> 01:07:29.034]  Even Hillary Clinton supporters like the Hillary for Prison t-shirt.
[01:07:29.255 --> 01:07:30.656]  I'm voting for Hillary.
[01:07:30.956 --> 01:07:34.160]  This is a meme that is still viral worldwide.
[01:07:34.380 --> 01:07:35.302]  Hillary for prison.
[01:07:35.602 --> 01:07:41.309]  Folks, we want to see Hillary Clinton put in prison, and we also want to see InfoWars go to the next level.
[01:07:41.670 --> 01:07:48.198]  It's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.
[01:07:48.839 --> 01:07:49.760]  Because you'd be in jail.
[01:07:50.540 --> 01:07:51.661]  Help us accomplish both.
[01:07:52.161 --> 01:07:53.542]  Fund us in the InfoWars.
[01:07:53.822 --> 01:07:55.783]  Start a political discourse with your neighbor.
[01:07:56.083 --> 01:07:57.144]  Give a gift to a friend.
[01:07:57.464 --> 01:08:01.046]  Get your piece of history today at InfoWarsStore.com.
[01:08:01.666 --> 01:08:07.009]  Get InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[01:08:15.148 --> 01:08:21.390]  I mean, she is an abject, psychopathic demon from hell that as soon as she gets into power is going to try to destroy the planet.
[01:08:21.831 --> 01:08:24.992]  She's worked like a demon, as you know, at Secretary of State.
[01:08:25.352 --> 01:08:27.953]  We came, we saw, he died.
[01:08:30.174 --> 01:08:32.695]  What difference, at this point, does it make?
[01:08:33.135 --> 01:08:43.799]  And there's only one candidate in this race who understands that democracy in a big, diverse country doesn't work if you constantly demonize each other, demonize each other.
[01:08:44.554 --> 01:08:49.375]  You could put half of Trump's supporters into what I call the basket of deplorables.
[01:08:49.915 --> 01:08:51.476]  And I mean that literally, by the way.
[01:08:51.576 --> 01:08:58.578]  I was reading the other day, there's a guy on the radio who apparently trumps on his show frequently.
[01:08:58.638 --> 01:09:00.398]  He said, me and Hillary are demons.
[01:09:00.978 --> 01:09:01.739]  I'm telling you.
[01:09:04.519 --> 01:09:05.480]  She is a demon.
[01:09:07.860 --> 01:09:08.720]  This is biblical.
[01:09:08.820 --> 01:09:10.741]  She's going to launch a nuclear war.
[01:09:12.449 --> 01:09:14.270]  We said we'd smell like something.
[01:09:14.570 --> 01:09:15.331]  Ain't that something?
[01:09:24.616 --> 01:09:28.839]  Now... I mean... Come on, people!
[01:09:33.402 --> 01:09:35.682]  You can't wash that evil off, Ken, of Hillary.
[01:09:35.722 --> 01:09:44.524]  I'm not kidding, people say, they say, folks, I've been told this by high up folks, they say, listen, Obama and Hillary both smell like sulfur.
[01:09:44.584 --> 01:09:49.205]  I never said this because the media will go crazy with it, but I've talked to people that are in protective details.
[01:09:50.205 --> 01:09:55.686]  I mean, they're scared of it, and they say, listen, she's a freaking demon and she stinks, and so does Obama.
[01:09:55.726 --> 01:09:56.346]  And I go, like, what?
[01:09:56.526 --> 01:09:57.326]  Sulfur.
[01:09:58.187 --> 01:09:59.767]  They smell like hell.
[01:10:01.189 --> 01:10:04.590]  On November 8th, the arrogance of Washington D.C.
[01:10:04.650 --> 01:10:09.652]  will come face to face with the righteous verdict of the American voter.
[01:10:09.672 --> 01:10:10.892]  It's about time.
[01:10:11.513 --> 01:10:12.173]  Look at those crowds.
[01:10:12.193 --> 01:10:17.435]  So much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[01:10:17.455 --> 01:10:27.238]  So much of what he says isn't true, and a damn fly lands right on her eyeball.
[01:10:29.118 --> 01:10:30.439]  Oh, man, it's amazing.
[01:10:31.860 --> 01:10:33.160]  I believe Danny Williams' story.
[01:10:33.180 --> 01:10:34.901]  I interviewed his aunt.
[01:10:35.461 --> 01:10:36.961]  I remember talking about it and covering it.
[01:10:36.982 --> 01:10:39.562]  I went back and did some research and found references to it.
[01:10:39.582 --> 01:10:43.663]  And I remember his aunt, the old church lady, hard-working lady that raised him.
[01:10:43.964 --> 01:10:47.124]  Back when he was like 10 years old at the time.
[01:10:48.485 --> 01:10:52.926]  And because the media is spreading this, oh there's some guy from Arkansas claiming he's Bill Clinton's elementary kid.
[01:10:52.946 --> 01:10:54.006]  Here's a dirty trick.
[01:10:55.227 --> 01:10:55.647]  Dirty trick?
[01:10:56.792 --> 01:10:59.833]  It's been him trying to climb the fence when he was a little kid to see his daddy.
[01:11:00.633 --> 01:11:03.533]  Clinton didn't do a DNA test like he said he did.
[01:11:03.553 --> 01:11:04.214]  That was all fake.
[01:11:04.774 --> 01:11:05.454]  We looked into it.
[01:11:05.474 --> 01:11:08.234]  It was a tabloid owned by the Clintons' friends.
[01:11:10.275 --> 01:11:11.055]  That's all coming up.
[01:11:11.975 --> 01:11:14.896]  But this is just about how evil these people are and how fake they are.
[01:11:14.916 --> 01:11:16.216]  That's why we're covering this today.
[01:11:18.837 --> 01:11:25.298]  So, Infowars.com exclusive, Danny Williams, the reported son of Bill Clinton, in studio.
[01:11:27.731 --> 01:11:29.632]  We've not really done any pre-preparation either.
[01:11:30.653 --> 01:11:33.274]  I know he's sent me Facebook and Twitter deals over the years.
[01:11:33.294 --> 01:11:34.135]  He's talked to Biggs.
[01:11:34.155 --> 01:11:35.015]  He likes Biggs a lot.
[01:11:35.936 --> 01:11:36.536]  They've talked.
[01:11:37.557 --> 01:11:43.160]  And this was going to be in a couple other big publications, but at the end of the day, Danny said he always wanted Alex Jones to put this out.
[01:11:43.180 --> 01:11:43.941]  I didn't even ask for it.
[01:11:44.201 --> 01:11:44.561]  It's crazy.
[01:11:44.581 --> 01:11:46.622]  I didn't even ask to have the exclusive, and we just got it.
[01:11:46.643 --> 01:11:49.044]  Because I guess Danny's followed the show some over the years.
[01:11:49.945 --> 01:11:55.268]  So, that's what this comes down to, is everything the Clintons tell you is a lie.
[01:11:55.987 --> 01:11:57.988]  And we've got big news articles out in the Daily Mail.
[01:11:58.348 --> 01:12:00.229]  Are these the Clintons' secret grandkids?
[01:12:00.249 --> 01:12:11.613]  Their father, the man who claims he's Bill Clinton's love child, says his prostitute mother slept with the former Arkansas governor 13 times and received $700 bills every month delivered by a state trooper.
[01:12:11.633 --> 01:12:15.074]  I remember that back in the 90s, covering it.
[01:12:15.654 --> 01:12:22.377]  All I know is I got beat up in a parking lot saying, shut up about the Clintons, and then lost my job after I had people on about it.
[01:12:24.232 --> 01:12:26.134]  And I never knew exactly what it was with the Clintons.
[01:12:27.094 --> 01:12:27.695]  They wouldn't say it.
[01:12:27.715 --> 01:12:29.176]  They just said, stop talking about the Clintons.
[01:12:29.236 --> 01:12:32.038]  I kept getting death threats on my cell phone, death threats at my office phone.
[01:12:32.518 --> 01:12:35.740]  One day I'm on the office phone, we're gonna kill you outside, you don't show up at the Clintons.
[01:12:35.760 --> 01:12:36.801]  I'm like, oh, go to hell.
[01:12:37.241 --> 01:12:39.823]  I walk outside, they walk around my car, and they go, we told you.
[01:12:39.843 --> 01:12:41.664]  Boom, broke my nose.
[01:12:43.425 --> 01:12:45.227]  I was like, oh, wow, you really mean business.
[01:12:45.947 --> 01:12:48.289]  Of course, old crocodile brain shifted into gear and
[01:12:51.903 --> 01:12:57.085]  Yeah, I'm not the toughest guy around, but four guys attacking in a parking lot, I beat the living hell out of them.
[01:12:57.485 --> 01:13:01.226]  They were barely getting in their Astro Van when I was done with them, but that's the side, I'm not trying to act tough.
[01:13:02.266 --> 01:13:05.868]  I'm not tough unless four guys are trying to kill me in a parking lot, I beat the living hell out of them.
[01:13:07.088 --> 01:13:10.249]  But, this is the type of stuff I've dealt with in my life.
[01:13:10.269 --> 01:13:12.690]  I mean, I got hit too, but it shouldn't even hurt me.
[01:13:13.470 --> 01:13:16.091]  Blood spurting out there, big deal, I'm about to tear your face off.
[01:13:16.711 --> 01:13:18.432]  Alright, I'm flashing back to it, I apologize.
[01:13:21.744 --> 01:13:30.751]  I'm not into violence, but when somebody attacks you and breaks your nose, and you punch them and their nose rips off their face, I mean, I mean, the cartilage came out, nose is like hanging, it's just like victory.
[01:13:30.811 --> 01:13:32.392]  They hit the ground, boom!
[01:13:32.412 --> 01:13:34.954]  It's like, I'm standing, blood's spraying, let's go!
[01:13:34.974 --> 01:13:36.295]  Ha ha ha!
[01:13:36.855 --> 01:13:38.817]  Just like we do in the Info War, ladies and gentlemen.
[01:13:38.837 --> 01:13:39.557]  We're not bragging.
[01:13:39.977 --> 01:13:41.619]  It's no brag if it's fact.
[01:13:42.756 --> 01:13:43.357]  Alright, excuse me.
[01:13:43.637 --> 01:13:45.298]  See, I gotta get hyped up to do this, though.
[01:13:45.338 --> 01:13:46.019]  This isn't fun.
[01:13:46.519 --> 01:13:54.246]  When I see some new video of Hillary confronted by Bill Clinton's a rapist, and it's all over the news, and the President attacks me yesterday, you know, I'm doing my duty.
[01:13:55.387 --> 01:14:06.637]  And it's scary, it's dangerous, and so my animal instinct kicks in and starts liking it, just because I guess that's the comforter for doing this type of stuff, but I apologize for being such an animal.
[01:14:07.961 --> 01:14:09.202]  But that's the stuff that gets me through.
[01:14:10.143 --> 01:14:11.884]  That's why God made me to be a crazy animal.
[01:14:12.604 --> 01:14:14.826]  I mean, I've got intellectual tools.
[01:14:15.506 --> 01:14:16.047]  Some of the best.
[01:14:16.467 --> 01:14:18.068]  But I am, at the end of the day, a crazy caveman.
[01:14:18.949 --> 01:14:21.831]  And I feel good putting Danny Williams on the air.
[01:14:21.851 --> 01:14:23.752]  I feel good exposing these people.
[01:14:24.232 --> 01:14:28.235]  I feel good standing up for the Christians, the 200,000-plus murdered in Syria alone.
[01:14:29.256 --> 01:14:30.277]  And the country was 20% Christian.
[01:14:34.773 --> 01:14:38.999]  Obama gets up and I want to find that clip where he goes, people say we got to let Christians in.
[01:14:39.099 --> 01:14:39.640]  No, no, no.
[01:14:40.020 --> 01:14:40.861]  We're going to be fair.
[01:14:40.881 --> 01:14:41.723]  We let everybody in.
[01:14:41.763 --> 01:14:44.466]  He laughs because he knows there's an embargo.
[01:14:44.506 --> 01:14:46.870]  They let 0.4 Christians in.
[01:14:47.691 --> 01:14:50.214]  For every couple thousand jihadis, they let 0.4 in.
[01:14:57.449 --> 01:14:57.969]  Think about that.
[01:14:58.670 --> 01:14:59.270]  Same thing in Europe.
[01:14:59.291 --> 01:15:00.251]  They're not letting the Christians out.
[01:15:00.271 --> 01:15:00.892]  They're murdering them.
[01:15:00.912 --> 01:15:03.094]  And you ask, why are they out to kill Christians?
[01:15:03.734 --> 01:15:11.020]  Because Hillary Clinton and Obama are public, and they're also in their emails, hating Christians, hating America, hating Jesus Christ.
[01:15:13.242 --> 01:15:26.433]  Because America, for all its evils and all its problems, was a Christian nation, was given providence by true Christians that even predated the official church, who were always there.
[01:15:27.881 --> 01:15:29.883]  And they believed they were going to build a new continent.
[01:15:34.929 --> 01:15:41.195]  Now the globalists have put out a bunch of false prophecies and false info saying America won't even exist during the Great Tribulation.
[01:15:41.856 --> 01:15:46.581]  So you don't understand America will be the decider of what happens in the Great Tribulation.
[01:15:46.922 --> 01:15:48.784]  They tell you it doesn't exist in Scripture.
[01:15:50.202 --> 01:15:55.467]  Because globalists have infiltrated the church, and then we know America will decide the future fate, because God gives us free will.
[01:15:55.487 --> 01:15:58.149]  But I'm not going to get into all that right now, ladies and gentlemen.
[01:16:00.491 --> 01:16:05.535]  The point you need to understand is, Bill Clinton and Hillary don't like being called demons.
[01:16:07.817 --> 01:16:08.638]  And I figured it out.
[01:16:08.718 --> 01:16:12.041]  They're all competing to be the Antichrist, and that's an insult.
[01:16:12.061 --> 01:16:13.282]  That's like calling them a dishwasher.
[01:16:14.163 --> 01:16:15.063]  So let me call you this.
[01:16:15.644 --> 01:16:16.545]  Antichrist spirits.
[01:16:17.551 --> 01:16:18.291]  Does that make you happier?
[01:16:18.371 --> 01:16:21.272]  You are aspiring to the Antichrist world government.
[01:16:22.613 --> 01:16:30.016]  You are openly establishing world government that's anti-human, anti-prosperity, that's genetically engineering and mutating all major species.
[01:16:31.076 --> 01:16:37.438]  You are the very archetype of the Bible's warning of he that comes to kill, steal and destroy and overthrow God's creation.
[01:16:42.380 --> 01:16:44.061]  So I apologize for calling you demons.
[01:16:45.031 --> 01:16:49.814]  You're aspiring, empty souls, begging for Satan to enter you.
[01:16:50.834 --> 01:16:53.816]  If that's better, I apologize, you've been given your full title.
[01:16:56.097 --> 01:17:09.185]  Satan has a large closet with a lot of clothes hanging, a lot of empty souls, a lot of empty vessels, and you're all there clamoring to be fitted with his spirit.
[01:17:10.299 --> 01:17:13.603]  You're all there like Avatar, wanting him to jump into your body.
[01:17:13.803 --> 01:17:15.766]  And so I get why it made you so mad.
[01:17:15.866 --> 01:17:16.667]  I apologize.
[01:17:16.687 --> 01:17:17.468]  That's right.
[01:17:17.528 --> 01:17:18.569]  You're not demons.
[01:17:18.610 --> 01:17:20.071]  You wouldn't be controlled by a demon.
[01:17:21.124 --> 01:17:23.145]  You are aspiring to the Lucifer spirit.
[01:17:24.026 --> 01:17:25.867]  I got involved in your religion, I understand.
[01:17:26.748 --> 01:17:27.348]  What do I know?
[01:17:27.809 --> 01:17:30.891]  I apologize to you profusely, obviously.
[01:17:30.911 --> 01:17:32.012]  That's why you get so upset about it.
[01:17:32.472 --> 01:17:35.154]  Because believe me, it's not because it's discrediting, we're talking about it.
[01:17:35.454 --> 01:17:36.755]  They want to go, don't go there!
[01:17:36.915 --> 01:17:37.476]  Don't go there!
[01:17:37.656 --> 01:17:38.476]  Oh, that discredits them!
[01:17:38.656 --> 01:17:39.917]  Oh boy, Trump, don't go there!
[01:17:39.957 --> 01:17:42.099]  Because you know it will destroy you.
[01:17:42.859 --> 01:17:46.782]  You know we carry the intelligence that will take you down.
[01:17:46.842 --> 01:17:47.303]  You know it.
[01:17:50.325 --> 01:17:50.765]  You hate it.
[01:17:52.537 --> 01:18:01.760]  You can't stand against it as long as those of us that know the truth are willing to do anything legal and lawful to stand against you.
[01:18:01.780 --> 01:18:06.382]  As long as we set ourselves against you, set our wills against you, set our spirits against you.
[01:18:06.402 --> 01:18:07.662]  It's a spiritual war, folks.
[01:18:08.883 --> 01:18:11.584]  God will then back us up, but we have to go through the tribulation.
[01:18:12.564 --> 01:18:14.065]  And believe me, it is intense.
[01:18:14.185 --> 01:18:18.066]  But every day you wake up and you're only stronger after it.
[01:18:19.087 --> 01:18:20.167]  But the trial of fire
[01:18:24.423 --> 01:18:28.386]  I know why a lot of people don't want to be spiritual and love God, because when you love God, the enemy comes against you.
[01:18:28.566 --> 01:18:30.648]  And the trials are substantive.
[01:18:34.351 --> 01:18:41.136]  But for me, the trials are like coming up for air out of the ocean.
[01:18:43.177 --> 01:18:44.138]  It's the struggle of birth.
[01:18:47.340 --> 01:18:49.282]  And it's the birth of the fall of Satan.
[01:18:51.280 --> 01:18:51.981]  The final fault.
[01:18:52.661 --> 01:18:54.243]  Alright, I've already waxed poetic here today.
