[00:00:24.070 --> 00:00:27.763]  You're listening to an InfoWars.com Frontline Report.
[00:25:13.846 --> 00:25:19.487]  In July of 1915, bands of Mexican revolutionaries entered the Rio Grande Valley.
[00:25:19.707 --> 00:25:24.629]  These guerrilla forces disrupted transportation and killed several Anglo-Americans.
[00:25:24.949 --> 00:25:32.490]  One of these sporadic raids led by Pancho Villa caused General John Pershing to enter northern Mexico in pursuit.
[00:25:32.811 --> 00:25:38.172]  The escalating tensions were finally brought to a standstill when Mexican and U.S.
[00:25:38.232 --> 00:25:40.592]  officials agreed to a peaceful settlement.
[00:25:40.812 --> 00:25:42.133]  Ancient history, right?
[00:25:42.693 --> 00:25:43.173]  Wrong!
[00:25:44.437 --> 00:25:47.791]  The forefront of the revolutionary movement is the Raza!
[00:25:51.269 --> 00:25:52.170]  You can't stop us.
[00:25:52.210 --> 00:25:53.050]  There's too many of us.
[00:25:53.090 --> 00:25:53.510]  We're ready.
[00:25:54.211 --> 00:25:55.471]  We're breeding by the day.
[00:25:55.692 --> 00:25:56.672]  Back to Europe!
[00:25:57.112 --> 00:25:58.493]  This is America!
[00:25:58.873 --> 00:25:59.794]  Look, you color!
[00:25:59.814 --> 00:26:01.095]  You're white!
[00:26:01.155 --> 00:26:02.355]  You don't belong here!
[00:26:02.615 --> 00:26:05.317]  This used to be Mexico, you know what I mean?
[00:26:05.337 --> 00:26:08.739]  And the people that were here before, they're just not going to get up and leave.
[00:26:08.879 --> 00:26:09.379]  Mexico!
[00:26:09.439 --> 00:26:10.480]  Mexico!
[00:26:10.560 --> 00:26:11.580]  Mexico!
[00:26:11.620 --> 00:26:12.681]  Mexico!
[00:26:12.841 --> 00:26:13.441]  Arriba México!
[00:26:18.157 --> 00:26:19.678]  You think we have kids because we like sex?
[00:26:19.738 --> 00:26:21.539]  No, we're having kids ready to start this war.
[00:26:21.579 --> 00:26:22.440]  Believe me.
[00:26:22.640 --> 00:26:23.801]  I got another one on the way.
[00:26:23.861 --> 00:26:25.502]  She'll be strapped up ready for you.
[00:26:25.542 --> 00:26:26.643]  Come get it.
[00:26:26.683 --> 00:26:27.283]  Come get it.
[00:26:27.323 --> 00:26:29.344]  Come knock on my door and see what happens.
[00:26:29.484 --> 00:26:29.965]  We're ready.
[00:26:30.325 --> 00:26:30.825]  We're ready.
[00:26:31.045 --> 00:26:40.992]  In fact, a secondary plan of San Diego called for the establishment of a Republic of Texas made up of Texas, New Mexico, California, Arizona, Mississippi, and Oklahoma.
[00:26:41.332 --> 00:26:46.656]  San Antonio, Texas would be the place where the revolutionary leadership would be based.
[00:26:47.176 --> 00:27:00.265]  So, when Donald Trump's university is being scrutinized by a member of the La Raza Lawyers of San Diego, it should now make sense why this is a clear indication that the body politic has been infiltrated.
[00:27:00.585 --> 00:27:06.229]  The Daily Caller reports, United States District Court Judge Gonzalo Curiel
[00:27:06.869 --> 00:27:19.254]  The man presiding over the class action lawsuit against Trump University is a member of the La Raza Lawyers of San Diego and oversaw the gift of a law school scholarship to an illegal alien.
[00:27:19.954 --> 00:27:27.177]  In his 2011 judicial questionnaire to become a federal judge, Curiel revealed his history with La Raza.
[00:27:27.757 --> 00:27:48.325]  Why has racism been allowed to fester and rear its ugly head unchecked, while being displaced on a presidential candidate, forcing American citizens to face the danger growing exponentially on our border, while the spirit of racism is used more as a social weapon than treated as a social ill?
[00:27:49.025 --> 00:27:49.405]  Simple.
[00:27:49.866 --> 00:27:52.187]  Because it has power over the masses.
[00:27:52.387 --> 00:27:55.549]  And the bought-and-paid-for media plays it for all it's worth.
[00:27:55.789 --> 00:27:58.671]  Racism gets the common people nowhere.
[00:27:58.932 --> 00:28:04.055]  A nowhere the corporacratic New World Order wants all of its subjects to dwell in.
[00:28:04.435 --> 00:28:10.538]  We need unity among black, white, brown, red, and yellow everyday ordinary people.
[00:28:10.998 --> 00:28:13.579]  So, I'm throwing some questions out there.
[00:28:13.939 --> 00:28:22.143]  The original Black Panther Party formed in October of 1966, of which I was a member, believed in all power to the people.
[00:28:22.403 --> 00:28:25.165]  Black, white, brown, red, and yellow people, alright?
[00:28:25.405 --> 00:28:25.985]  All of us.
[00:28:26.185 --> 00:28:29.627]  Because we understood, and we understand today,
[00:28:30.868 --> 00:28:33.849]  That this struggle is about all of us.
[00:28:34.189 --> 00:28:38.310]  You know, resistance is not futile.
[00:28:38.730 --> 00:28:43.511]  It is essential to our life and our liberty.
[00:28:44.072 --> 00:28:49.233]  We have record immigration, illegal immigration in the history of the world!
[00:28:49.673 --> 00:28:51.573]  In the history of the world!
[00:28:52.014 --> 00:28:54.494]  We cannot assimilate this many people!
[00:28:54.554 --> 00:28:57.235]  And the government is teaching them to be Balkanized!
[00:28:59.782 --> 00:29:03.086]  A clean, toxic-free body is the foundation of true health.
[00:29:03.307 --> 00:29:06.431]  Introducing Deep Cleanse by Infowarslife.com.
[00:29:16.423 --> 00:29:23.126]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:29:23.406 --> 00:29:28.608]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:29:28.708 --> 00:29:37.511]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[00:29:37.811 --> 00:29:46.394]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:29:46.654 --> 00:29:53.556]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[00:29:53.696 --> 00:29:59.838]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[00:30:00.058 --> 00:30:04.520]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:30:04.560 --> 00:30:06.882]  That's InfoWarsLife.com or call 888-253-3139.
[00:30:19.568 --> 00:30:22.529]  is absolutely weighing down our immune systems.
[00:30:22.729 --> 00:30:31.613]  The same team based right here in America that brought you the Alexa Pure Groundbreaking Water Filtration Systems have now developed Alexa Pure Breeze.
[00:30:31.913 --> 00:30:39.116]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children to do the best job you can to purify your air.
[00:30:39.436 --> 00:30:42.917]  One of these systems can keep 800 square feet incredibly clean.
[00:30:43.057 --> 00:30:49.360]  This is a system I'm personally putting in throughout my house replacing older, more expensive filters that didn't do as good a job.
[00:30:49.660 --> 00:30:51.943]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[00:30:52.043 --> 00:30:54.506]  It's normally $220 plus.
[00:30:54.786 --> 00:31:00.332]  But right now, for a limited time, it's less than $200 at Infowarsstore.com.
[00:31:00.452 --> 00:31:03.015]  And the small profit we make goes to fund our reporters.
[00:31:03.135 --> 00:31:04.417]  This is a 360 web.
[00:31:04.617 --> 00:31:08.541]  Find out why this system is so revolutionary today at Infowarsstore.com.
[00:31:09.864 --> 00:31:18.308]  Hillary Clinton mentioned Donald Trump 62 times during a 30-minute speech on foreign policy this week.
[00:31:18.549 --> 00:31:32.476]  As the candidates head into the California primary, Hillary said Trump does not have the temperament to be president, and that his proposals consist of bizarre rants, personal feuds, and outright lies.
[00:31:32.776 --> 00:31:38.219]  Donald Trump fired back with a counterpunch in a speech last night in San Jose.
[00:31:38.459 --> 00:31:40.461]  And remember I said I was a counter puncher?
[00:31:41.041 --> 00:31:41.381]  I am.
[00:31:42.262 --> 00:31:46.645]  After what she said about me today in her phony speech, that was a phony speech.
[00:31:47.166 --> 00:31:48.827]  That was a Donald Trump pitch up.
[00:31:49.568 --> 00:31:52.570]  I will say this, Hillary Clinton has to go to jail, okay?
[00:31:52.590 --> 00:31:53.431]  She has to go to jail.
[00:31:54.491 --> 00:31:59.012]  After the speech, Trump sent out a series of tweets attacking Hillary.
[00:31:59.233 --> 00:32:02.133]  One which read, Clinton says Trump is dangerous.
[00:32:02.373 --> 00:32:05.774]  Who's the one who killed four Americans in Benghazi?
[00:32:05.934 --> 00:32:09.175]  And you can learn more right now at Infowars.com.
[00:32:09.776 --> 00:32:10.796]  Brain force is here.
[00:32:11.316 --> 00:32:13.597]  Ladies and gentlemen, I've been on this the last few months.
[00:32:13.857 --> 00:32:19.538]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports.
[00:32:20.058 --> 00:32:21.679]  And it's because of brain force.
[00:32:22.458 --> 00:32:25.600]  One of the worst things with most energy products is it's not sustainable.
[00:32:25.900 --> 00:32:26.040]  Right?
[00:32:26.060 --> 00:32:28.402]  You're gonna crash and gonna feel really bad afterwards.
[00:32:28.762 --> 00:32:32.285]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:32:32.325 --> 00:32:35.467]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:32:35.967 --> 00:32:40.750]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:32:41.291 --> 00:32:43.132]  For example, the L-theanine inside of it.
[00:32:43.472 --> 00:32:47.895]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:32:48.075 --> 00:32:50.077]  This just increases the compounds you already have.
[00:32:50.697 --> 00:32:52.158]  This is what you're actually designed to run on.
[00:32:52.318 --> 00:32:56.859]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:32:56.879 --> 00:33:05.161]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:33:05.301 --> 00:33:07.962]  You're listening to the Alex Jones Show.
[00:33:26.954 --> 00:33:29.796]  You're in Austin, Texas, in studio with us.
[00:33:29.816 --> 00:33:36.382]  If you're a radio listener, you can go to Infowars.com forward slash show to see the TV portion of the transmission.
[00:33:36.922 --> 00:33:38.944]  Now, this is going to be a three-part interview.
[00:33:40.565 --> 00:33:46.991]  Today, we are going to look at this judge who has been ruling
[00:33:48.154 --> 00:33:54.296]  Basically against Trump and doing unprecedented things in the Trump University case.
[00:33:55.156 --> 00:33:58.097]  And I'll be honest with you, I've kind of ignored Trump University to a certain extent.
[00:33:58.117 --> 00:33:59.038]  I've done some research.
[00:33:59.978 --> 00:34:05.440]  But after Trump came out and said, this guy is a Mexican, and by Mexican, his loyalty is to Mexico.
[00:34:07.000 --> 00:34:12.302]  And so I did some research and found out, wow, Trump needs to go further here.
[00:34:12.322 --> 00:34:15.083]  This guy is the head lawyer.
[00:34:16.678 --> 00:34:26.540]  over a lawyer group based in California that for decades has been promoting basically race-based brainwashing.
[00:34:27.740 --> 00:34:37.962]  Now, I don't like the Ku Klux Klan, but Mecha and La Raza and organizations like this, as John Bounds report, it's up on Infowars.com, the hidden hand of hate breaks down.
[00:34:39.102 --> 00:34:41.482]  These guys basically operate just like the Klan.
[00:34:41.502 --> 00:34:43.443]  They say, for those inside our race, everything.
[00:34:43.703 --> 00:34:45.923]  For those outside the race, nothing.
[00:34:47.458 --> 00:34:48.779]  La Raza means the race.
[00:34:48.839 --> 00:34:55.644]  So, I see Trump say this about this judge, and I think, what, are you just saying because he's Mexican in his heritage that he ruled against you?
[00:34:55.704 --> 00:34:56.704]  Has Trump gone too far?
[00:34:57.065 --> 00:35:00.827]  And I go look it up, and the guy is worse than what Trump's saying.
[00:35:01.568 --> 00:35:02.468]  And that's the problem.
[00:35:02.508 --> 00:35:07.532]  Trump will just throw something out that's true, but then, I guess with the soundbites, not get into the whole background of it.
[00:35:07.812 --> 00:35:11.735]  So we're going to talk about this judge a little bit right now, but I'll tell you, it's a fair headline.
[00:35:12.395 --> 00:35:16.858]  To say that this judge is the equivalent of a Hispanic Grand Dragon.
[00:35:17.518 --> 00:35:20.140]  And Jon Bowne's report breaks down the Democrats, the history of the Klan.
[00:35:20.480 --> 00:35:23.281]  It's easy to organize people around race-based systems.
[00:35:23.301 --> 00:35:25.523]  You know, the Klan says they're persecuted, too.
[00:35:25.903 --> 00:35:27.604]  Well, Matt Shalala and Raza say that as well.
[00:35:27.664 --> 00:35:29.985]  So, I gotta say, Donald Trump is completely right again.
[00:35:30.445 --> 00:35:32.106]  This ties into the whole Trump University.
[00:35:32.166 --> 00:35:34.808]  I know that the Clintons have their own much bigger scandal.
[00:35:35.168 --> 00:35:37.149]  Roger Stone is here to break this down.
[00:35:37.169 --> 00:35:39.791]  But this judge, Gonzalo Curiel,
[00:35:40.451 --> 00:35:46.214]  This guy is simply amazing, and now we know why he is doing things in these rulings that's unprecedented.
[00:35:46.314 --> 00:35:49.516]  I just hope Trump unloads on him, like this Daily Caller article.
[00:35:49.896 --> 00:35:53.298]  Judge presiding over a Trump University case is a member of La Raza.
[00:35:53.498 --> 00:35:54.799]  And again, that means the race.
[00:35:55.119 --> 00:36:00.642]  People say, well that's okay, because Hispanics can say we're a racial group, but whites, if you say we're in a racial group, it's bad.
[00:36:01.002 --> 00:36:04.264]  No, when people organize politically and say we're only for our group,
[00:36:05.765 --> 00:36:09.489]  Classically liberal views are, that's dangerous and bad, a la Adolf Hitler.
[00:36:09.729 --> 00:36:10.930]  Roger Stone, what do you have to say?
[00:36:11.511 --> 00:36:20.060]  Well Alex, I think first of all that it's important to establish that the judge is not only a Mexican radical, he's also a Hillary Clinton contributor.
[00:36:21.001 --> 00:36:26.827]  But let's put this entire Clinton, pardon me, this entire Trump University question into context.
[00:36:28.388 --> 00:36:29.769]  Was a real estate course.
[00:36:30.789 --> 00:36:33.770]  And it was a very successful one for many people.
[00:36:34.090 --> 00:36:41.954]  Now there were a very small percentage of students who were unhappy with the success of the course because they didn't go out and make a million dollars immediately.
[00:36:43.014 --> 00:36:45.395]  There's an overwhelming satisfaction rate.
[00:36:45.895 --> 00:36:48.736]  The number of dollars involved here are relatively small.
[00:36:49.336 --> 00:36:50.077]  This scandal
[00:36:50.777 --> 00:36:53.740]  Pales in comparison to Laureate University.
[00:36:54.140 --> 00:36:58.063]  Laureate University is a multi-million dollar scam.
[00:36:58.164 --> 00:37:07.372]  Essentially, a series of colleges and schools where people were induced to load up on enormous personal debt.
[00:37:08.773 --> 00:37:22.284]  And then the college hired, or laureate, hired Bill Clinton as their chancellor, paid him $16 million, which was illegally concealed for five years, never reported as required by law.
[00:37:23.722 --> 00:37:31.945]  And the IFC, the International Finance Corporation, would give the schools $150 million.
[00:37:32.265 --> 00:37:38.047]  On top of that, Hillary Clinton's State Department would give Laureate $55 million.
[00:37:38.947 --> 00:37:41.468]  It turns out the guy running Laureate, Becker,
[00:37:42.188 --> 00:37:49.972]  is a convicted felon, a scamster, who has also benefited and been a major donor to the Clinton Foundation.
[00:37:50.072 --> 00:37:52.373]  So, Trump needs to counterpunch, Alex.
[00:37:52.413 --> 00:37:53.914]  He needs to be very blunt.
[00:37:54.334 --> 00:37:55.335]  Trump University?
[00:37:55.915 --> 00:37:59.096]  Nothing compared to the scandal at Laureate University.
[00:37:59.156 --> 00:38:06.540]  The real question is, why isn't Laureate University on the front page of every paper in America instead of Trump University?
[00:38:07.240 --> 00:38:09.922]  When I sit here and say that La Raza and Mecha
[00:38:11.693 --> 00:38:17.796]  Our communistic, anti-white, racist organizations... I'm not exaggerating.
[00:38:17.896 --> 00:38:18.396]  Look it up.
[00:38:19.337 --> 00:38:21.098]  And I protested them, I protested the Klan.
[00:38:21.138 --> 00:38:22.238]  I find it distasteful.
[00:38:22.899 --> 00:38:26.300]  But the difference from the Klan is people know it's bad, it's being eradicated.
[00:38:26.881 --> 00:38:29.002]  Politically, people are turning away from it for decades.
[00:38:29.775 --> 00:38:34.558]  With Meche and Larrazi, it's pushed by the Fortune 500, it's pushed by the media, because they want it.
[00:38:34.578 --> 00:38:36.319]  Yeah, it's politically correct.
[00:38:36.399 --> 00:38:37.159]  It's almost chic.
[00:38:37.219 --> 00:38:40.081]  It's radical chic to be for these poor Mexican people.
[00:38:40.481 --> 00:38:43.803]  And, you know, there's this elitism with these communist groups and others that make me sick.
[00:38:43.843 --> 00:38:46.405]  But getting back to this, let's talk...
[00:38:47.185 --> 00:38:49.385]  Inside stuff with Trump, and give me your real take on this.
[00:38:49.425 --> 00:38:50.766]  I know you will, or you'll just say you won't answer.
[00:38:51.606 --> 00:38:53.186]  Is this a pattern with Trump on purpose?
[00:38:53.206 --> 00:39:06.168]  Because he always puts out a little info, it sounds incendiary, and every time it turns out to be true, where he says this guy is a radical, he's a Mexican, he isn't for America, because he's a Mexican, and I think, man, that's not true.
[00:39:06.188 --> 00:39:15.870]  A lot of people I know are some of the best Americans there are, super patriots, and then I go research, this guy is a flaming grand dragon, radical Hispanic racist, and, but, but,
[00:39:16.830 --> 00:39:17.631]  So they're attacking him.
[00:39:17.691 --> 00:39:21.115]  Is Trump waiting, knowing the rest will come out, and he's proven right again?
[00:39:21.135 --> 00:39:24.359]  Am I wrong in saying Trump should do the data dump up front?
[00:39:24.879 --> 00:39:28.904]  Or did he just read an article, see the intel, say it, but not go all the way?
[00:39:28.944 --> 00:39:32.468]  I mean, is this planned, or is this Trump only launching half of his bullets?
[00:39:33.088 --> 00:39:34.669]  I think it's instinctual, Alex.
[00:39:34.729 --> 00:39:44.214]  I think that he understands that in the pressures of a campaign, you only can get so much data out.
[00:39:44.354 --> 00:39:48.095]  On the other hand, as the presumptive nominee, he can always get covered.
[00:39:48.175 --> 00:39:52.938]  And therefore, I think it's seriatim, meaning first you put out the red meat, he attacks the judge.
[00:39:52.998 --> 00:39:54.298]  Now he's going to develop that.
[00:39:54.759 --> 00:39:57.420]  And then he'll move to that counterpunch on Laureate.
[00:39:57.500 --> 00:39:59.441]  This issue is going to redound to his benefit.
[00:39:59.881 --> 00:40:01.242]  Because he's not a sitting duck.
[00:40:01.282 --> 00:40:02.303]  So that is what he's doing, though.
[00:40:02.343 --> 00:40:03.023]  He's smart, man.
[00:40:03.063 --> 00:40:04.124]  This is the guy we need as a president.
[00:40:04.624 --> 00:40:07.026]  I mean, it's very Machiavellian, but in a good way.
[00:40:07.326 --> 00:40:16.332]  Well, he understands the need to get your story out there in clips, in bites that people can digest.
[00:40:16.732 --> 00:40:21.055]  The people aren't interested in a long treatise on Laureate or Trump University.
[00:40:21.095 --> 00:40:23.077]  They want to get to the essence of this issue.
[00:40:23.097 --> 00:40:23.977]  So he puts it out.
[00:40:24.357 --> 00:40:26.599]  He knows the establishment thinks they can misrepresent it.
[00:40:26.839 --> 00:40:27.379]  He waits.
[00:40:27.419 --> 00:40:28.220]  He baits them.
[00:40:28.500 --> 00:40:29.701]  And then all the data comes out.
[00:40:30.121 --> 00:40:45.294]  Not only that, but if he wants to be on CNN or Fox tomorrow, he simply has to make a phone call and he can get a 20 minute or 30 minute bite in which he can develop this in a way that is more effective than is a segment of a speech in front of 30,000 people.
[00:40:45.714 --> 00:40:47.576]  So, look, he's smart like a fox.
[00:40:47.616 --> 00:40:49.257]  He understands the news cycle.
[00:40:49.617 --> 00:40:52.760]  He understands the need to stay on offense.
[00:40:53.240 --> 00:40:54.842]  Who else would have the nerve to say,
[00:40:55.382 --> 00:40:56.943]  Hillary Clinton is a criminal.
[00:40:57.483 --> 00:41:01.484]  She has misrepresented the status of 30,000 emails.
[00:41:02.104 --> 00:41:03.545]  And she needs to go to prison.
[00:41:04.205 --> 00:41:10.187]  And if I become president, folks, remember, there's a five-year statute of limitation on these crimes.
[00:41:10.247 --> 00:41:13.748]  In essence saying, he will prosecute her and he will send her to jail.
[00:41:14.108 --> 00:41:17.169]  I'm sorry, I don't see Chris Christie or Marco Rubio
[00:41:17.509 --> 00:41:18.190]  Yeah, no, no, no.
[00:41:18.230 --> 00:41:20.752]  He's delivering on everything he said he would do so far.
[00:41:20.832 --> 00:41:27.979]  He's not just taking the gloves off, he's put brass knuckles on, because he said Hillary is punching him, he's going to punch back, as you said, twice as hard.
[00:41:27.999 --> 00:41:29.841]  You know, Stone's rules over there.
[00:41:30.501 --> 00:41:33.744]  We're going to go to break here in a moment, but coming up in part two...
[00:41:34.625 --> 00:41:37.268]  On part two during the Sunday broadcast, 4 to 6 p.m.
[00:41:37.308 --> 00:41:42.053]  Central, we are going to get into the really big issue, and I'm concerned about this too.
[00:41:42.873 --> 00:41:44.875]  Are Libs infiltrating the campaign?
[00:41:44.895 --> 00:41:47.778]  We know about Trump's daughter, you know, hanging out with Chelsea.
[00:41:47.798 --> 00:41:52.964]  We know about the son-in-law with the Democrat connections, though I see him doing a lot of good work out there and saying a lot of great things.
[00:41:53.724 --> 00:41:56.485]  You've told me you're going to really give us absolutely the truth.
[00:41:56.505 --> 00:41:58.566]  And I've got to say, Roger, I'm impressed knowing you a year.
[00:41:58.586 --> 00:42:00.227]  I've known you years, but really known you good for a year.
[00:42:00.547 --> 00:42:02.768]  Everything you've ever said has turned out to be dead on accurate.
[00:42:03.028 --> 00:42:04.068]  It's a really amazing show.
[00:42:04.308 --> 00:42:05.589]  You're going to tell us the inside scoop?
[00:42:05.929 --> 00:42:06.469]  I am indeed.
[00:42:07.049 --> 00:42:12.131]  All right, stonezone.com, infowars.com, of course, is our site.
[00:42:12.151 --> 00:42:13.752]  We've only got about 30 seconds until we've got a break.
[00:42:14.612 --> 00:42:16.113]  Just getting back to this whole college deal.
[00:42:17.194 --> 00:42:18.655]  You go sign up for real estate school.
[00:42:19.075 --> 00:42:21.037]  It's the average price I've seen for good schools out there.
[00:42:21.057 --> 00:42:23.119]  It's what, you know, it's what you take away from it.
[00:42:23.400 --> 00:42:24.921]  Of course there's going to be a few sour grapes.
[00:42:25.982 --> 00:42:31.447]  98% approval rating in this compared to the Clintons getting $150 million and doing nothing with it and stealing it.
[00:42:31.848 --> 00:42:32.528]  And this is their M.O.
[00:42:32.568 --> 00:42:33.329]  It's incredible, Roger.
[00:42:33.429 --> 00:42:38.174]  Not to mention the enormous debt that they've saddled individual working class people with.
[00:42:38.414 --> 00:42:39.795]  This was a boiler room.
[00:42:40.135 --> 00:42:40.896]  It was a scam.
[00:42:40.936 --> 00:42:52.062]  In other words, you would have these telephone boiler rooms hocking people to sign up to get a degree and put themselves into deep debt.
[00:42:52.102 --> 00:42:54.463]  By the way, there were no academic requirements.
[00:42:54.543 --> 00:42:56.704]  We've got to go to break.
[00:42:56.724 --> 00:42:57.165]  Look, look, look.
[00:42:57.265 --> 00:43:02.027]  Anti-Trump people wave Mexican flags, beat up women, and then on the news they blame Trump.
[00:43:02.308 --> 00:43:06.370]  Just like Trump had a good course, they say he's bad, the Clintons are robbing everyone.
[00:43:06.630 --> 00:43:07.310]  I'm Alex Jones.
[00:43:07.330 --> 00:43:07.730]  Stay with us.
[00:43:07.810 --> 00:43:08.751]  InfoWars.com.
[00:43:08.911 --> 00:43:09.171]  Roger.
[00:43:09.671 --> 00:43:12.632]  A clean, toxic-free body is the foundation of true health.
[00:43:12.932 --> 00:43:15.673]  Introducing Deep Cleanze by InfoWarsLife.com.
[00:43:15.833 --> 00:43:22.516]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:43:22.816 --> 00:43:28.018]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:43:28.118 --> 00:43:35.941]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze
[00:43:35.981 --> 00:43:36.941]  This doesn't hold back.
[00:43:37.222 --> 00:43:45.826]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:43:46.046 --> 00:43:52.969]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[00:43:53.109 --> 00:43:59.172]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[00:43:59.452 --> 00:44:04.198]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:44:04.358 --> 00:44:07.802]  That's InfoWarsLife.com or call 888-253-3139.
[00:44:09.344 --> 00:44:19.536]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[00:44:19.736 --> 00:44:26.658]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:44:26.838 --> 00:44:31.519]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:44:31.719 --> 00:44:38.381]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:44:38.501 --> 00:44:45.503]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:44:45.643 --> 00:44:52.547]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:44:52.687 --> 00:44:57.049]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:44:57.169 --> 00:45:06.694]  Available in original or with our immune support infusion blend, you will be supporting a free press, all the while enjoying a truly great-tasting cup of my favorite coffee.
[00:45:06.874 --> 00:45:08.535]  Available at Infowarslife.com.
[00:45:09.215 --> 00:45:17.679]  Hillary Clinton mentioned Donald Trump 62 times during a 30-minute speech on foreign policy this week.
[00:45:17.899 --> 00:45:31.824]  As the candidates head into the California primary, Hillary said Trump does not have the temperament to be president and that his proposals consist of bizarre rants, personal feuds, and outright lies.
[00:45:32.125 --> 00:45:37.567]  Donald Trump fired back with a counterpunch in a speech last night in San Jose.
[00:45:37.827 --> 00:45:39.829]  And remember I said I was a counter puncher?
[00:45:40.389 --> 00:45:40.729]  I am.
[00:45:41.610 --> 00:45:45.994]  After what she said about me today in her phony speech, that was a phony speech.
[00:45:46.514 --> 00:45:48.156]  That was a Donald Trump pitch up.
[00:45:48.916 --> 00:45:51.919]  I will say this, Hillary Clinton has to go to jail, okay?
[00:45:51.959 --> 00:45:52.780]  She has to go to jail.
[00:45:53.840 --> 00:45:58.363]  After the speech, Trump sent out a series of tweets attacking Hillary.
[00:45:58.603 --> 00:46:01.504]  One which read, Clinton says Trump is dangerous.
[00:46:01.724 --> 00:46:05.126]  Who's the one who killed four Americans in Benghazi?
[00:46:05.286 --> 00:46:08.068]  And you can learn more right now at InfoWars.com
[00:46:09.068 --> 00:46:10.870]  It's not just our water we need to filter.
[00:46:10.950 --> 00:46:12.831]  It's not just our food that needs to be cleaned.
[00:46:12.972 --> 00:46:15.814]  It's the air we're breathing, especially for our children.
[00:46:15.874 --> 00:46:21.739]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:46:21.939 --> 00:46:30.827]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[00:46:31.148 --> 00:46:35.992]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[00:46:36.192 --> 00:46:38.313]  Do the best job you can to purify your air.
[00:46:38.633 --> 00:46:42.094]  One of these systems can keep 800 square feet incredibly clean.
[00:46:42.254 --> 00:46:48.776]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:46:48.876 --> 00:46:50.936]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[00:46:51.056 --> 00:46:53.517]  It's normally $220 plus, but right now, for a limited time, it's less than $200 at InfowarsStore.com.
[00:46:59.639 --> 00:47:02.200]  And the small profit we make goes to fund our reporters.
[00:47:02.220 --> 00:47:03.640]  This is a 360 win.
[00:47:03.820 --> 00:47:08.041]  Find out why this system is so revolutionary today at infowarestore.com.
[00:47:14.142 --> 00:47:18.643]  You're listening to the Alex Jones Show.
[00:47:21.724 --> 00:47:26.605]  From the front lines of the information war, it's Alex Jones.
[00:47:26.925 --> 00:47:27.465]  Watch me!
[00:47:32.243 --> 00:47:35.045]  And we are back here on the Sunday broadcast.
[00:47:35.285 --> 00:47:41.109]  We have Roger Stone, the consummate Trump insider, wingman, joining us, former head of the campaign.
