[00:00:00.000 --> 00:00:19.000]  [Outro Music]
[00:28:54.707 --> 00:28:59.107]   How about a car that won't start unless you play a message about tolerance from George Takei?
[00:28:59.107 --> 00:29:12.906]   Regular viewers of this program may recall my long battle to get solar power hooked up at my house.
[00:29:12.906 --> 00:29:13.906]  [laughter]
[00:29:14.344 --> 00:29:19.525]  It involved this shed, which had to be built to house this solar battery.
[00:29:20.265 --> 00:29:22.526]  Yes, that battery needed a house to live in.
[00:29:24.826 --> 00:29:25.847]  And not just any house.
[00:29:26.147 --> 00:29:29.147]  One that had to follow the specifications of this chart.
[00:29:29.728 --> 00:29:35.249]  That's a real chart of the steps we had to go through to get this thing turned on.
[00:29:36.710 --> 00:29:41.514]  Democrats have to stop thinking that what the voters dream about is to be hassled.
[00:29:42.675 --> 00:29:45.618]  If you buy a shed at Costco, it comes with this warning.
[00:29:46.238 --> 00:29:49.001]  Warning, this product can expose you to wood dust.
[00:29:50.322 --> 00:29:50.963]  Wood dust.
[00:29:53.144 --> 00:29:53.765]  No kidding.
[00:29:53.865 --> 00:29:56.888]  Which is known to the state of California to cause cancer.
[00:29:57.028 --> 00:30:01.028]   That's right, California thinks you're going to snort your shed.
[00:30:01.028 --> 00:30:03.028]  [laughter]
[00:30:03.028 --> 00:30:11.028]  [applause]
[00:30:11.028 --> 00:30:15.028]   I don't want to blow Pinocchio, I just want to put the lawnmower away.
[00:30:15.028 --> 00:30:18.028]  (audience laughing)
[00:30:18.307 --> 00:30:23.150]  Alright, I want to read some Bible verses here on air.
[00:30:25.791 --> 00:30:31.274]  And I don't read these verses because I'm some high and mighty perfect preacher that's lived some really clean life.
[00:30:31.374 --> 00:30:33.095]  Now I, I know the devil.
[00:30:33.915 --> 00:30:35.276]  I've been down on his level.
[00:30:36.396 --> 00:30:37.897]  To quote Keith Whitley.
[00:30:39.841 --> 00:30:49.584]  Psalms 139-14, I will praise thee for I am fearfully and wonderfully made.
[00:30:51.144 --> 00:30:52.465]  You can read other translations of that.
[00:30:52.525 --> 00:30:53.805]  There's other places where it says that.
[00:30:53.845 --> 00:30:55.846]  But what is fearfully made?
[00:30:58.106 --> 00:31:01.527]  Well, we're God-fearing because of God's awesome power and being in that presence.
[00:31:03.488 --> 00:31:07.029]  But you're made in the image of God, made by that God, and made with free will.
[00:31:07.876 --> 00:31:10.037]  As the seed of the universe put in you by that God.
[00:31:12.618 --> 00:31:14.158]  And that's fearfully made.
[00:31:16.599 --> 00:31:25.902]  When God made you, there was fear all around that because of the potential for you to serve evil and good.
[00:31:26.522 --> 00:31:35.065]  Because you can comprehend the universe, you can invent amazing things, you can create whole nations and armies and starfleets and anything you want!
[00:31:37.458 --> 00:31:41.059]  So the angels are just swarming around when your soul is being formed by God.
[00:31:41.459 --> 00:31:42.020]  Fearful!
[00:31:42.380 --> 00:31:43.140]  Fearful of it!
[00:31:44.420 --> 00:31:46.701]  Satan jealous of your covenant with God.
[00:31:47.101 --> 00:31:48.102]  Your power!
[00:31:48.882 --> 00:31:55.104]  Because God took a part of himself and made you just like the rib and the archetype of Adam was taken to make Eve.
[00:31:56.404 --> 00:31:59.265]  So that there would be Congress between us and God.
[00:32:00.146 --> 00:32:00.866]  That interface.
[00:32:04.344 --> 00:32:05.765]  And that's what they don't want you to know.
[00:32:06.065 --> 00:32:09.788]  That you are created by the infinite divine spirit.
[00:32:14.010 --> 00:32:18.693]  For I am fearfully and wonderfully made.
[00:32:18.713 --> 00:32:21.435]  There's a couple more.
[00:32:22.896 --> 00:32:23.917]  Romans 12 too.
[00:32:24.777 --> 00:32:40.123]   And be not conformed to this world, but be you transformed by the renewing of your mind that you may prove What is that good and acceptable and perfect will of God?
[00:32:41.023 --> 00:32:45.585]  You are imperfect, but you can jack in to the perfection.
[00:32:50.387 --> 00:32:52.788]  And then be perfected at the next level.
[00:32:54.669 --> 00:33:10.158]   Romans 12 3, For I say though that grace is given unto me to every man that is among you, not to think of himself more highly than he ought to think but to think soberly according to God hath dealt to every
[00:33:10.158 --> 00:33:11.218]  man the measure of faith.
[00:33:11.218 --> 00:33:19.458]   Don't think of yourself as invincible and all-powerful and good.
[00:33:19.729 --> 00:33:22.170]  And don't think of yourself as ugly and horrible and a failure.
[00:33:22.951 --> 00:33:24.292]  The devil will tell you about those things.
[00:33:24.552 --> 00:33:31.757]  Think of you as the potential of the universe and beyond given to you by the Master Creator.
[00:33:34.018 --> 00:33:39.491]   All of that potential For what you were created to be, laid out before you.
[00:33:39.571 --> 00:33:40.412]  And that's the great truth.
[00:33:41.894 --> 00:33:46.979]  And so, we look at the miserable Harvey Weinsteins.
[00:33:48.120 --> 00:33:51.203]  And we look at the pathetic Justin Trudeau.
[00:33:52.404 --> 00:33:55.207]  And we look at the buffoonish Boris Johnsons.
[00:33:55.988 --> 00:34:00.132]  And we look at the ridiculous Macrons.
[00:34:01.289 --> 00:34:14.054]  And all of these people went against God's plan because the God of this world, the liar, gives them petty power.
[00:34:14.335 --> 00:34:16.115]  But they're hated by the people.
[00:34:17.416 --> 00:34:19.237]  They're always destroyed in the end.
[00:34:21.037 --> 00:34:22.038]  They're losers!
[00:34:24.429 --> 00:34:28.450]  And so when you look at them, don't even hate them and give them that power.
[00:34:28.810 --> 00:34:43.034]  Think about how you love your children, and your family, and the culture, and goodness, and justice, and you do what you do exposing them, not because you hate them, but because you love the people that you're standing up for.
[00:34:43.394 --> 00:34:52.377]  And in that office, you move way closer to God, who is that North Star, to deliver us from this.
[00:34:53.660 --> 00:34:55.784]  Because we better be praying to be delivered from this.
[00:34:57.467 --> 00:35:04.800]  And we better be supporting and praising and appreciating and praying for the people in California and New York.
[00:35:06.192 --> 00:35:23.082]  And Michigan, and Canada, and the UK, and Australia, and Europe, truck drivers that can't even pay their bills, truck drivers that haven't seen their kids in two weeks, truck drivers who might get fired, but they're still there blocking those roads and shutting things down to show the world people power.
[00:35:23.423 --> 00:35:31.908]  Not the globalists locking us in our houses to bankrupt us and control us, but us showing the globalists that we don't buy what they're saying and doing, and that we stand against them.
[00:35:35.410 --> 00:35:39.512]  Non-violently with the truth while they try to normalize Klaus Schwab on TV.
[00:35:41.994 --> 00:35:42.514]  All over!
[00:35:42.634 --> 00:35:43.975]  World TV, U.S.
[00:35:44.015 --> 00:35:44.915]  TV, U.S.
[00:35:44.955 --> 00:35:45.996]  cable, C-SPAN.
[00:35:49.818 --> 00:35:54.360]  Bragging that they've captured and penetrated our governments.
[00:35:55.021 --> 00:36:04.826]  Klaus Schwab's own Wikipedia page linked to his own website says he is capturing our countries and he brags that he's captured more than 70 nations now under his control.
[00:36:06.016 --> 00:36:16.359]  He does that so his followers and agents feel emboldened and feel powerful as he announces that he rules us.
[00:36:19.700 --> 00:36:22.221]  The capture of democratic structures and institutions.
[00:36:23.121 --> 00:36:28.383]  We have penetrated and have now control half, more than half of the world cabinets.
[00:36:30.157 --> 00:36:38.799]  More than half the world's cabinets, the people running governments, he brags on television that he rules us!
[00:36:42.439 --> 00:36:46.440]  Look, I'm, of all my background and ancestry, I'm probably more German than anything else.
[00:36:46.760 --> 00:36:50.301]  So I love German culture and love Germans, my great family that are German, Texans.
[00:36:50.681 --> 00:36:54.222]  But I mean, what's up with Germans thinking they rule the world and run everything, right?
[00:36:54.762 --> 00:36:58.683]  I mean, Klaus Schwab's grandfather literally was a top arms producer for the Nazis.
[00:36:58.963 --> 00:36:59.703]  Like, dude!
[00:37:01.331 --> 00:37:02.692]  Burn in hell, man!
[00:37:02.772 --> 00:37:04.313]  Get the hell off our back!
[00:37:04.913 --> 00:37:08.055]  Who died and made you God?
[00:37:09.135 --> 00:37:09.595]  Nobody!
[00:37:11.336 --> 00:37:25.204]  And all your Hollywood trash, and all the Macron's, and all the Trudeau's, and all the Merkel's, and all the Australian leader, the New Zealand leader, all work for you, and we know it, and we reject you!
[00:37:27.845 --> 00:37:36.950]   And we say no to you, and we tell you, That you will be brought to justice for your violations of the Nuremberg Code and common sense and everything that's good and decent.
[00:37:36.990 --> 00:37:42.233]  You mass-murdering, society-destroying, lockdown-running murderer.
[00:37:43.294 --> 00:38:12.323]   The lockdown now, the UN had mentioned, I agree with their numbers, 40 million in the last two years have starved to death on top of the other 25 million that starve to death every year, and almost doubling in the last two years of people starving to death Begging for food, no jobs, lockdown because the IMF and World Bank controls their African nations, and their Asian nations, and their Latin American nations, and then the UNS refugee camps to organize military-age men and ship them up here to invade the United States.
[00:38:13.825 --> 00:38:14.286]  On record.
[00:38:16.408 --> 00:38:18.408]  It's unbelievable.
[00:38:18.408 --> 00:38:27.368]  All right, I got a lot of news to hit.
[00:38:27.836 --> 00:38:30.017]  We got so much to cover here and so much to go over.
[00:38:30.137 --> 00:38:33.919]  I'm just going to say this because if we don't get funding, we won't be here.
[00:38:34.820 --> 00:38:35.880]  And I'm not bitching.
[00:38:35.920 --> 00:38:36.520]  I'm not complaining.
[00:38:36.581 --> 00:38:37.601]  I just we have to stay on air.
[00:38:37.861 --> 00:38:39.102]  We have to stay in attack formation.
[00:38:39.142 --> 00:38:40.162]  We have to keep getting the truth out.
[00:38:40.382 --> 00:38:45.525]  And with all the fights we've got, our own infrastructure, our own bandwidth, our own uplinks, all of it's extremely expensive.
[00:38:45.865 --> 00:38:48.046]  I need money like I need oxygen.
[00:38:49.107 --> 00:38:51.728]  Plus, I have great products you need at Infoworkstore.com.
[00:38:51.768 --> 00:38:53.569]  So ending tomorrow evening.
[00:38:54.716 --> 00:38:59.340]  Brain Force Plus, the amazing Nootropic, 40% off, goes off sale.
[00:39:00.260 --> 00:39:10.809]  Our Vitamin C, 1100% daily with the zinc and the rose hips, so good for your immune system beyond the famous Linus Pauling prescription you won the Nobel Prize for.
[00:39:12.205 --> 00:39:20.890]  It's 40% off at InfoWarsTore.com and a whole food, not Whole Foods the company, it's a whole food vitamin, meaning it's not synthetic, it's from actual foods concentrated.
[00:39:21.270 --> 00:39:22.851]  Very high end at a very low price.
[00:39:22.871 --> 00:39:23.851]  40% off.
[00:39:24.172 --> 00:39:24.992]  You really need this.
[00:39:25.072 --> 00:39:28.814]  It's at InfoWarsTore.com and the sale ends tomorrow.
[00:39:29.114 --> 00:39:31.996]  And haven't done this in four years, but they're doing it just for us.
[00:39:32.356 --> 00:39:35.238]  My patron supply exclusively at PrepareWithAlex.com.
[00:39:37.338 --> 00:39:41.439]  25% off until February 13th at infowarestore.com.
[00:39:41.760 --> 00:39:42.280]  We'll be back.
[00:39:42.120 --> 00:39:57.719]  Get ready for the news straight ahead.
[00:39:58.284 --> 00:40:02.605]  And so it's trying to create a global crisis it controls to consolidate and keep power.
[00:40:02.945 --> 00:40:03.585]  Very, very simple.
[00:40:03.605 --> 00:40:04.466]  And they brag about that.
[00:40:04.566 --> 00:40:05.346]  It's all out there.
[00:40:06.010 --> 00:40:07.530]  What I'm talking about here is not my opinion.
[00:40:07.550 --> 00:40:09.871]  So if you're a new listener, go check it out for yourself.
[00:40:10.131 --> 00:40:12.652]  We're not giving you anything here that's speculative.
[00:40:13.752 --> 00:40:14.592]  So here's what's going on.
[00:40:16.913 --> 00:40:29.255]  I have really weighed Trump and I've looked at everything he's done, trying to bring American jobs back, stopping most of the fentanyl coming in, defending the borders, deescalating wars around the world.
[00:40:30.136 --> 00:40:32.056]  Trump's a good person overall, that means well.
[00:40:32.955 --> 00:40:40.660]  He made a big mistake with warp speed and the rest of it and thinks that that's his thing to hang his hat on.
[00:40:42.200 --> 00:40:43.081]  That's his legacy.
[00:40:44.102 --> 00:40:45.302]  And so he's doubled down there.
[00:40:45.342 --> 00:40:47.223]  But I'm not going to throw the baby out with the bathwater.
[00:40:48.364 --> 00:40:58.170]  That said, they have a constellation of prosecutors, both federal and state, from New York to Illinois to California.
[00:40:59.560 --> 00:41:04.263]  To many other areas that have indicted the people around Trump.
[00:41:06.605 --> 00:41:07.846]  Other billionaires, you name it.
[00:41:07.946 --> 00:41:09.507]  I mean, there's been hundreds of indictments.
[00:41:12.549 --> 00:41:40.045]   And the system is doing that to try to force Trump into mobilizing aggressive political grassroots power so that the globalists can make their takeover and their censorship and their authoritarianism And there's surveillance about Trump as if he's the representative of the resistance, instead of it just being simply, hey, I'm liberal, I'm conservative, I'm old, I'm young, I'm whatever.
[00:41:40.465 --> 00:41:41.726]  I don't want a surveillance state.
[00:41:41.846 --> 00:41:53.393]  I don't want in the infrastructure legislation that passed, kill switches in all the cars coming out in three years and breathalyzers and tracker systems.
[00:41:53.413 --> 00:41:55.755]  I mean, that shouldn't be a partisan issue.
[00:41:56.610 --> 00:42:08.273]  They admit now that the World Vaccine ID is a global social credit score based in China where political dissidents can't leave their house and they use the COVID thing selectively as the excuse.
[00:42:08.593 --> 00:42:10.033]  Got a bunch of articles on that today.
[00:42:10.653 --> 00:42:12.353]  So we got to thread the needle on this.
[00:42:14.894 --> 00:42:19.715]  But when you see Axios articles like this one, coups are making a comeback around the world.
[00:42:20.535 --> 00:42:24.316]  What they don't tell you is we had a coup against the people and against populism.
[00:42:25.745 --> 00:42:26.586]  Fourteen months ago.
[00:42:27.866 --> 00:42:29.147]  And it was the 2020 election.
[00:42:29.908 --> 00:42:36.892]  And the idea that we can't question elections, the idea that we couldn't challenge all those incredible anomalies and issues is insane.
[00:42:37.372 --> 00:42:47.799]  Remember, Pelosi said we're not going to accept him winning, even if the Electoral College says he's the president, we're going to have our own inauguration and say Biden is.
[00:42:49.200 --> 00:42:49.680]  Remember that?
[00:42:50.160 --> 00:42:56.175]   Oh, but as soon as Trump Just tried to have a 10-day investigation in the Senate, which is constitutional.
[00:42:56.556 --> 00:43:09.441]  They're now calling that illegal, and the January 6th Commission is asking the Justice Department to arrest people in Trump's orbit for challenging an election and saying, we don't believe it's accurate.
[00:43:09.721 --> 00:43:29.903]   When if a third world country does one-tenth of the of the hanky-panky and the chicanery and all of the skullduggery that went on during That November, December, January fiasco, it would not be a certified election.
[00:43:29.923 --> 00:43:31.904]  The UN would say it wasn't a free and fair election.
[00:43:32.144 --> 00:43:33.964]  The United States State Department would say that.
[00:43:36.105 --> 00:43:37.405]  But they don't because it's here.
[00:43:38.306 --> 00:43:39.826]  They've lost the people.
[00:43:40.226 --> 00:43:43.167]  They've lost not just the Midwest, they've lost everybody.
[00:43:43.647 --> 00:43:45.148]  California isn't really blue.
[00:43:46.948 --> 00:43:47.509]  It's red.
[00:43:48.609 --> 00:44:03.170]   And all these places are, Illinois, New York, New Jersey, But you've got to have huge super majorities to overpower the election fraud and all the dead people in the voting rolls and the illegals voting in Texas and in Florida.
[00:44:04.091 --> 00:44:21.325]  The Democrats went for a decapitating level political event to decapitate the Republican Party by even stealing Texas and Florida, but they ran out of dead people and people that had moved out of state on the voter rolls and they hit that wall and they failed.
[00:44:23.140 --> 00:44:24.841]  So that's what's happening here, ladies and gentlemen.
[00:44:26.322 --> 00:44:30.645]  And so, Trump should not be indicted.
[00:44:30.685 --> 00:44:32.046]  His family should not be harassed.
[00:44:32.366 --> 00:44:36.949]  You have the New York DA that says he won't even respond to armed robberies.
[00:44:38.170 --> 00:44:38.990]  He said that last week.
[00:44:39.010 --> 00:44:41.872]  He said, I'm not going to even, unless somebody gets hurt, we don't respond.
[00:44:42.112 --> 00:44:44.494]  So you can put a gun to somebody's head and say, give me that money.
[00:44:44.514 --> 00:44:45.134]  Give me your purse.
[00:44:45.774 --> 00:44:48.256]  And as long as you don't pistol whip them or shoot them, you don't get in trouble.
[00:44:49.412 --> 00:44:56.217]  And then you got Democrats making jokes and attacking the police because two cops just got killed and making fun of their funerals.
[00:44:56.377 --> 00:44:57.298]  I have the articles.
[00:44:58.419 --> 00:45:00.581]  These are America-hating people.
[00:45:00.861 --> 00:45:05.364]  They instinctively hate our institutions so much because they want to wreck it all.
[00:45:05.384 --> 00:45:06.826]  Are our institutions perfect?
[00:45:06.946 --> 00:45:07.426]  Hell no.
[00:45:07.766 --> 00:45:16.353]  But there are institutions, and the new world order desperately wants those institutions that are local under their control.
[00:45:17.879 --> 00:45:22.321]  So we got all this talk about coups are making a comeback, and I'm going to play this clip.
[00:45:22.361 --> 00:45:24.062]  Trump says, they're trying to put me in jail.
[00:45:24.102 --> 00:45:28.844]  Trump calls for biggest protest ever if racist prosecutors do anything illegal.
[00:45:30.284 --> 00:45:31.745]  And it's all literally installed.
[00:45:31.785 --> 00:45:42.770]  Jordan Soros, Letitia James, the attorney general in New York, the New York prosecutor, all of them ran on putting Trump in jail.
[00:45:44.048 --> 00:45:53.230]  I mean, these are non-impartial people, so absolutely, you can't, I mean, George Soros has gotten over a thousand DAs in just the last two years elected.
[00:45:53.430 --> 00:45:54.130]  A thousand!
[00:45:55.250 --> 00:46:02.591]  He's got over 20 Attorney Generals that he literally calls and his son, Alexander, tells them what to do, on record!
[00:46:03.992 --> 00:46:11.293]  If I called up a DA that I paid to get in office, and told them what to do, the FBI would raid me and should, because that's corruption.
[00:46:11.513 --> 00:46:12.073]  That's bribery.
[00:46:13.007 --> 00:46:15.868]  You can give to people's political campaigns that you can't direct them to do.
[00:46:16.088 --> 00:46:20.790]  Why would George Soros want rampant crime and five times the carjackings and triple the murders?
[00:46:21.210 --> 00:46:22.470]  Because he hates you!
[00:46:22.890 --> 00:46:25.731]  He wants to level the country to consolidate the control.
[00:46:26.031 --> 00:46:31.273]  He's overthrown over 20 countries and destroyed their pensions and destroyed their currencies.
[00:46:31.513 --> 00:46:32.713]  He's a monster!
[00:46:36.154 --> 00:46:37.875]  And you look at the Young Turks and all of them.
[00:46:39.788 --> 00:46:46.855]  Celebrating him and saying Alex Jones is the worst person in the world because he says George Soros was a Nazi collaborator.
[00:46:47.136 --> 00:46:49.458]  He said it on 60 Minutes.
[00:46:49.898 --> 00:46:51.180]  He said it on NPR.
[00:46:51.520 --> 00:46:52.801]  Anybody can find those clips.
[00:46:54.002 --> 00:46:54.543]  But it doesn't matter.
[00:46:54.563 --> 00:46:58.167]  These are fawning leftists that just love the money because they're not even leftists.
[00:46:58.407 --> 00:46:59.708]  They're corporate whores.
[00:46:59.948 --> 00:47:00.549]  They're liars.
[00:47:00.789 --> 00:47:03.312]  And they signed their soul on to this guy?
[00:47:05.532 --> 00:47:08.033]  Who loves the carjackings and murders and killing?
[00:47:08.553 --> 00:47:09.533]  Mainly of brown people?
[00:47:09.773 --> 00:47:10.793]  Who thinks that's funny?
[00:47:11.754 --> 00:47:12.614]  To demoralize you?
[00:47:12.914 --> 00:47:25.478]  And then now we've got the former president, who did have the election stolen, up there literally so desperate now, he's not backing down at least to him on the surface, saying, be ready to demonstrate if they try to arrest me.
[00:47:26.098 --> 00:47:27.538]  And people say, well they're not going to try that.
[00:47:27.578 --> 00:47:30.399]  Yes they are, because they want to push us into confrontation.
[00:47:30.599 --> 00:47:34.100]  They want to push us into crisis on the streets, because they've already lost.
[00:47:36.840 --> 00:47:39.079]  And so people say, "Well, Jones, you're not being very manly.
[00:47:39.079 --> 00:47:42.000]  Why don't you want to go ahead and take the left on?"
[00:47:42.000 --> 00:47:43.960]  I'll explain this next hour.
[00:47:43.960 --> 00:47:45.920]  Because it's multinational, it's international.
[00:47:45.920 --> 00:47:51.278]  It's about destroying the currency and the infrastructure.
[00:47:51.278 --> 00:47:56.199]  And so discretion is the greater part of valor.
[00:47:56.286 --> 00:48:05.089]  We have to peacefully, and with civil disobedience, shut down this system and expose it, because the globalist system is collapsing our system.
[00:48:05.549 --> 00:48:11.552]  We don't collapse our system to get them, we collapse their system by identifying them and not complying.
[00:48:13.673 --> 00:48:17.334]  I'll explain more of that in the next hour, but here's Trump really saying some desperate stuff.
[00:48:21.403 --> 00:48:42.913]  If these radical, vicious, racist prosecutors do anything wrong or illegal, I hope we are going to have in this country the biggest protest we have ever had in Washington, D.C., in New York, in Atlanta, and elsewhere, because our country and our elections are corrupt.
[00:48:43.634 --> 00:48:44.254]  They're corrupt.
[00:48:45.666 --> 00:48:55.571]  Well, you know, I criticized him on the deadly vaccines, but when it comes to huevos and it comes to doubling down and it comes to saying we're going to stand up, he's done it.
[00:48:56.091 --> 00:48:58.912]  But it's got to be peaceful and we got to stop provocateurs.
[00:48:59.053 --> 00:48:59.773]  And here's the problem.
[00:49:01.134 --> 00:49:03.995]  Biden is in control of the federal police and the military.
[00:49:04.682 --> 00:49:06.203]  And he's in control of the police in D.C.
[00:49:06.223 --> 00:49:24.193]  And they're going to do the same thing again, walk us into a trap, we get five million people there, and then they have a hundred cops at the Capitol, and then the left breaks in and some useful idiots go along with the going in, and then they freaking kick off a cyber attack and say we launched it and turned the damn lights out.
[00:49:24.473 --> 00:49:25.254]  Because that's what they want to do.
[00:49:27.896 --> 00:49:30.498]  I'm not going to sit here and play soldier or armchair quarterback.
[00:49:31.018 --> 00:49:43.186]  I'm just telling you, we're going into some insane times with 282 days out from the midterm elections, which are going to be a massive landslide of populist patriot candidates taking over the Republican Party.
[00:49:43.446 --> 00:49:47.149]  And a lot of people in the Democratic Party are now starting to run against this insanity.
[00:49:47.589 --> 00:49:51.272]  So the globalists aren't going to let us get there without staging major events.
[00:49:51.632 --> 00:49:56.355]  As General Flynn warned on the show Friday, the globalists are getting ready to stage false flags and create a new January 6th.
[00:49:57.756 --> 00:49:58.336]  Straight ahead.
[00:49:58.677 --> 00:50:00.178]  Everybody you know, tune in now!
[00:50:05.162 --> 00:50:09.205]  Australia and Canada are now the front lines.
[00:50:09.265 --> 00:50:10.646]  Big news on that next segment.
[00:50:10.907 --> 00:50:12.907]  But here's the latest Gregory's report.
[00:50:12.907 --> 00:50:34.907]   Men and women of the Australian Defence Force, both serving and retired,
[00:50:34.907 --> 00:50:38.907]   volunteers or National Service men and women, veterans all,
[00:50:38.907 --> 00:50:41.387]  We are at a point in history without precedent.
[00:50:42.125 --> 00:50:42.926]  A war for the world.
[00:50:42.946 --> 00:50:51.291]  Now many of you know that truly malevolent forces have been attacking and undermining our nation for longer than most of us have lived.
[00:50:52.352 --> 00:50:58.836]  They, our adversaries, have executed their monstrous plans against innocent men, women and children.
[00:50:59.804 --> 00:51:04.627]  They fight with a pre-biblical barbarity, without decency and without constraint.
[00:51:05.247 --> 00:51:07.568]  They fight without courage and without compassion.
[00:51:08.409 --> 00:51:12.051]  Their war against the people is undeclared total war.
[00:51:13.271 --> 00:51:18.914]  It has been a traitor's war, a dirty war, a coward's war.
[00:51:18.935 --> 00:51:26.979]  We know only too well that unless we halt and then reverse this unrelenting attack on every aspect of our lives, we will lose everything we love.
[00:51:27.714 --> 00:51:33.359]  And enter a period of civilizational darkness more depraved than any period in human history.
[00:51:34.260 --> 00:51:35.601]  We must act.
[00:51:36.482 --> 00:51:38.023]  However, this is not a call to arms.
[00:51:38.752 --> 00:51:45.178]  Our soulless adversaries and their mindless enablers would like nothing better than for a shot to be fired.
[00:51:45.699 --> 00:51:57.750]  Because to do so would legitimise in the minds of many subnambulant Australians further unconstitutional and unlawful constraints on our rights, to our lives, our liberty and our property.
[00:51:58.691 --> 00:52:00.312]  We will not give them that excuse.
[00:52:01.233 --> 00:52:04.476]  We know we never fight on ground of the enemy's choosing.
[00:52:05.353 --> 00:52:08.655]  We must fight, but in doing so we must win the people.
[00:52:09.916 --> 00:52:15.440]  At every opportunity, we must stand with the people, unarmed but in uniform.
[00:52:16.600 --> 00:52:17.021]  Our weapon?
[00:52:17.881 --> 00:52:18.542]  Pure courage.
[00:52:19.853 --> 00:52:23.936]  We took an oath to serve our nation, and what is our nation if not the people?
[00:52:24.617 --> 00:52:37.948]  By our presence in uniform alongside and with the people, we are sending a powerful, unambiguous and galvanising message that in this war for the world, we the people are united and invincible.
[00:52:38.628 --> 00:52:47.996]  We must demonstrate the pure courage born of love of family and love of country, that beats in the heart of every soldier, sailor and airman.
[00:52:49.173 --> 00:52:51.174]  Because what is courage but love in action?
[00:52:52.215 --> 00:52:58.179]  And if you love someone or something enough, you will do what must be done, regardless of the cost to you.
[00:52:59.360 --> 00:53:00.761]  Perhaps we will lose our property.
[00:53:01.361 --> 00:53:02.262]  If so, what of it?
[00:53:02.742 --> 00:53:03.823]  We can always acquire more.
[00:53:04.564 --> 00:53:05.864]  Perhaps we will lose our liberty.
[00:53:06.585 --> 00:53:07.926]  If so, what of it?
[00:53:08.486 --> 00:53:10.287]  We can eventually be set free.
[00:53:11.929 --> 00:53:13.209]  Perhaps we'll lose our lives.
[00:53:14.710 --> 00:53:16.211]  If so, what of it?
[00:53:16.632 --> 00:53:18.353]  There are destinies much worse than death.
[00:53:19.415 --> 00:53:23.137]  These sentiments are too much for most to understand, much less accept.
[00:53:23.918 --> 00:53:28.421]  And that is all the more reason for us, for you, to stand with the people.
[00:53:29.522 --> 00:53:32.944]  Now you might be challenged to explain why you chose such a course of action.
[00:53:34.064 --> 00:53:35.005]  The answer is simple.
[00:53:35.986 --> 00:53:42.790]  You'll be doing what military law, civilian law, and just plain common decency require and demand.
[00:53:43.777 --> 00:53:53.420]  You are disobeying the unlawful commands given by the admirals, generals and air marshals of the Australian Defence Force to participate in the genocide of the Australian people.
[00:53:54.281 --> 00:53:56.141]  They are guilty and you will be innocent.
[00:53:57.582 --> 00:54:05.365]  The oath to serve your country as a soldier did not include a contract for the normal luxuries and comforts enjoyed within our society.
[00:54:06.105 --> 00:54:11.507]  On the contrary, it implied hardship, loyalty and devotion to duty regardless of rank.
[00:54:12.637 --> 00:54:26.922]  Ladies and gentlemen of the Australian Defence Force, it is time for you to serve not the admirals, not the generals, and not the air marshals, but to endure hardship, show loyalty, and do your duty for your country and your people.
[00:54:27.722 --> 00:54:36.124]  And remember that in the words of GK Chesterton, we fight not because we hate what is in front of us, but because we love what is behind us.
[00:54:37.745 --> 00:54:39.866]  I'm Ricardo Bose, National Leader of Australia 1.
[00:54:40.666 --> 00:54:40.946]  Thank you.
[00:54:42.691 --> 00:54:49.754]  And that's the former head of Australian Army Special Forces, and he needs to be the next Prime Minister of Australia.
[00:54:53.755 --> 00:55:01.538]  All right, I want to take you all up above the mountains, the 35,000 foot view and beyond.
[00:55:03.239 --> 00:55:09.021]  And when I tell you what I see, you don't have to believe Alexander Emmerich Jones.
[00:55:10.780 --> 00:55:14.202]  You will be given the places to look and see it for yourself.
[00:55:15.223 --> 00:55:17.044]  You see, I'm not seeing for you.
[00:55:18.184 --> 00:55:22.423]   I'm simply taking you up to the mountain and asking you to see it for yourself.
[00:55:22.423 --> 00:55:36.023]   I could sit here and talk about all this incredible news and I will next segment.
[00:55:36.195 --> 00:55:38.296]  But what's really hiding in plain view?
[00:55:40.464 --> 00:55:45.025]  Because if you understand this, you'll understand everything, as I've said many times.
[00:55:45.445 --> 00:55:52.667]  There are certain issues, there are certain things that if people understand it, they'll understand everything.
[00:55:53.147 --> 00:55:55.348]  If you can grasp this, you can grasp it all.
[00:55:56.648 --> 00:55:57.908]  But it is multifaceted.
[00:55:58.309 --> 00:55:59.149]  It is complex.
[00:55:59.649 --> 00:56:01.649]  But once you grasp it, it's incredibly simple.
[00:56:05.510 --> 00:56:07.971]  Remember that Rasmussen poll three weeks ago?
[00:56:09.645 --> 00:56:15.568]  48% of Democrats said they want to put people in camps that don't take the vaccine.
[00:56:19.650 --> 00:56:22.371]  50 plus percent said take people's children away if they don't give it to them.
[00:56:22.391 --> 00:56:24.692]  It's not even approved in little children.
[00:56:27.994 --> 00:56:28.874]  Yeah, there's the headline.
[00:56:29.374 --> 00:56:34.017]  Democrat voters support harsh measures against the unvaccinated.
[00:56:37.538 --> 00:56:38.779]  Now, think about that.
[00:56:40.737 --> 00:56:45.220]  So very powerful polls, big sampling group, very scientific.
[00:56:49.623 --> 00:57:00.870]  In the next segment, I've got one of the little teleprompter reading Democrats up there talking about how they're all in fear of Republican martial law and Republicans coming to put them in camps.
[00:57:01.991 --> 00:57:04.553]  Total projection, which is their new talking point.
