[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[00:44:33.911 --> 00:44:35.633]  That's another manufacturer, probably is even better.
[00:44:35.673 --> 00:44:36.434]  I'm not knocking the other one.
[00:44:37.094 --> 00:44:38.656]  That is 75% off.
[00:44:38.736 --> 00:44:42.920]  We're losing money on that, but I got to get the money in to operate.
[00:44:43.341 --> 00:44:46.944]  Hair and beard support is a multivitamin mineral for everybody.
[00:44:47.005 --> 00:44:48.967]  Children, adults, men, women, you name it.
[00:44:49.327 --> 00:44:50.708]  Infowarstore.com.
[00:44:51.910 --> 00:44:57.816]  And don't forget, high-quality, storable, food-ready to ship everybody needs at Preparetoday.com, and we get the support from that as well.
[00:44:57.836 --> 00:44:59.137]  Preparetoday.com.
[00:44:59.217 --> 00:44:59.418]  Okay.
[00:45:00.291 --> 00:45:06.194]  I got all the stuff I mentioned, your phone calls next hour, the Joe Rogan clip on what's happening with the medical tyranny and so much more.
[00:45:06.214 --> 00:45:07.955]  Hour number two straight ahead.
[00:45:08.175 --> 00:45:08.656]  God bless you.
[00:45:08.476 --> 00:45:22.876]  We'll be right back.
[00:45:23.164 --> 00:45:25.265]  You better believe you've got one!
[00:45:27.238 --> 00:45:32.238]   From the front lines of the information war, it's Alex Jones.
[00:45:32.238 --> 00:45:57.238]  [Music]
[00:45:57.238 --> 00:46:06.238]   China has recently invited Indonesia, Malaysia, Iran, Egypt, and several other countries to join BRICS,
[00:46:06.238 --> 00:46:13.238]   a growing world alliance led by Brazil, Russia, India, China, and South Africa.
[00:46:13.747 --> 00:46:19.873]  While some are reporting that BRICS is somehow challenging the globalists, this is demonstrably false.
[00:46:20.874 --> 00:46:26.101]  The original concept for BRICS was proposed by the chief economist for Goldman Sachs.
[00:46:26.882 --> 00:46:32.929]  BRICS's new development bank is staffed by known players of the IMF and World Bank.
[00:46:33.590 --> 00:46:38.456]  And BRICS has repeatedly affirmed their commitment to the United Nations Agenda 2030.
[00:46:40.198 --> 00:46:49.320]  Aside from Brazil's President Bolsonaro, all of BRICS nation-states have pushed the COVID-19 lockdowns and experimental shots.
[00:46:50.020 --> 00:46:56.042]  And China recently announced five more years of their brutal zero-COVID lockdowns.
[00:46:57.282 --> 00:47:04.864]  BRICS is also pushing a digital currency and has launched a vaccine research and development center for member states.
[00:47:06.149 --> 00:47:08.615]  BRICS is clearly not anti-globalist.
[00:47:09.156 --> 00:47:15.631]  Even the CCP's state-run media explains how BRICS now leads the globalization mission.
[00:47:16.713 --> 00:47:20.514]  But they are all turning against the United States and its allies.
[00:47:21.354 --> 00:47:23.295]  Xi Jinping accused the U.S.
[00:47:23.455 --> 00:47:31.476]  of weaponizing the financial system with their sanctions against Russia, which has caused the average person to suffer worldwide.
[00:47:32.077 --> 00:47:37.218]  And Vladimir Putin suggested that BRICS could provide a new world reserve currency.
[00:47:38.378 --> 00:47:39.439]  At the recent St.
[00:47:39.539 --> 00:47:50.803]  Petersburg International Economic Forum, Putin blamed the West for disrupting the international economy and announced that NATO's unipolar world order is over.
[00:47:51.644 --> 00:48:00.468]  In just three months, Russia has managed to reverse inflation and has increased their financial surplus to more than four times it was last year.
[00:48:01.568 --> 00:48:10.054]  Russia is now thriving and Putin announced that their international priority is to increase food deliveries to countries that need it the most.
[00:48:10.834 --> 00:48:20.301]  They are pouring billions into their farming communities, raised the minimum wage by 10% and provided more money to pensioners and families with children.
[00:48:21.401 --> 00:48:34.345]  He also criticized the West for choosing an economic suicidal path and having suicidal intentions, which seems to be the only explanation for what the Biden administration is doing.
[00:48:35.185 --> 00:48:43.688]  They have deliberately cut off our fuel, which will cut off our food, and they are pushing the deadly shots for every single healthy child in America.
[00:48:44.788 --> 00:48:53.292]  They have opened our borders and are pushing for a world war with a thriving nuclear power while destroying our military from within.
[00:48:53.312 --> 00:48:56.813]  The Biden administration's plan is clear.
[00:48:57.334 --> 00:48:59.515]  Destroy America from within.
[00:49:00.795 --> 00:49:04.879]  And they have amassed an army of the miserable through mass psychosis.
[00:49:05.600 --> 00:49:14.269]  An army of ugly, insane, sexually obsessed deviants who want abortion on demand and acceptance for pedophiles.
[00:49:15.010 --> 00:49:18.834]  Psychotics who castrate their own children because it's trendy.
[00:49:19.334 --> 00:49:23.278]  And mindless drones who believe the human race needs to die.
[00:49:24.239 --> 00:49:31.901]  At what point will Americans begin to care enough to work together and do something when the nuclear bombs start falling?
[00:49:33.022 --> 00:49:40.824]  America is being mass-murdered by our own federal government, and the emerging new globalized economy will let it happen.
[00:49:41.824 --> 00:49:47.406]  Unless Americans take back control of their own government, America will soon end.
[00:49:48.066 --> 00:49:51.307]  That's the plan being executed right now.
[00:49:52.927 --> 00:49:54.928]  For InfoWars, this is Greg Reese.
[00:49:56.688 --> 00:49:59.268]  (upbeat music)
[00:49:59.268 --> 00:50:17.128]   Well, Dr. Vladimir Zelenko was already a well-known, prominent doctor
[00:50:17.128 --> 00:50:22.988]   serving thousands of patients in upstate New York, a Orthodox Jew.
[00:50:23.846 --> 00:50:43.432]  And I saw him in February and March of 2020, 30 months ago, come right out against the new world order and be fearless and have a huge effect on Trump and other leaders and put out the therapies and treatments that saved millions of lives here and millions of lives around the world.
[00:50:46.090 --> 00:50:48.995]  And I didn't know he'd already had cancer and heart surgery a bunch.
[00:50:49.175 --> 00:50:50.537]  I didn't know he'd almost died already.
[00:50:50.978 --> 00:50:54.143]  And I saw him travel all over the country and do endless interviews.
[00:50:54.664 --> 00:50:56.828]  He set the hill to die on because he knew he was killing himself.
[00:50:59.551 --> 00:51:00.812]  And I just saw the huge effect.
[00:51:00.852 --> 00:51:11.397]  And then interviewing him personally, he was so smart about depopulation and the New World Order and the Rothschilds and Rockefellers, and he called out all sections of the New World Order.
[00:51:12.377 --> 00:51:17.320]  And I just really, at a spiritual discernment level, saw the fruits of what he did.
[00:51:18.320 --> 00:51:33.137]  But also, spiritually knew how great he was, and how he loved Christians, and how he loved Jesus, and how he really understood the 35,000 foot view.
[00:51:33.638 --> 00:51:34.438]  He was a real teacher.
[00:51:35.560 --> 00:51:42.277]   And when I learned he died yesterday, I had to take off to work here and deal with accounting and trying to get products in the future.
[00:51:42.578 --> 00:51:47.463]  Because if we don't get product in the next few months to sell, we're screwed, okay?
[00:51:47.724 --> 00:51:51.028]  I'm not going to just sit here and beg you for donations all day to stay on air.
[00:51:51.528 --> 00:51:54.832]  Or I guess I will if I have to, but that's hard for everybody.
[00:51:57.554 --> 00:52:02.917]  When he died, it was upsetting, but it was also a life really fulfilled and that was powerful.
[00:52:03.757 --> 00:52:19.366]  And you see other examples of Dr. Zelenko in Tucker Carlson, and in Joe Rogan, and in Dr. McCullough and Mercola, and in countless other great people we've had on this show.
[00:52:20.560 --> 00:52:26.802]  Who have gone up against a system that tries to put them in prison, that tries to take their licenses, that sues them!
[00:52:27.322 --> 00:52:41.627]  They're trying to take Dr. Peter Mercola's license, Scott and White Mailer's suing him, he's a prominent FDA scientist that's done major trials, a prominent cardiologist, he's testifying to legislatures, and they're trying to destroy him!
[00:52:41.947 --> 00:52:43.247]  Well, that's an honor!
[00:52:43.567 --> 00:52:55.758]   And let me tell you something, I am so honored to know people like Dr. Mercola, And Dr. McCullough and the Joe Rogans of the world.
[00:52:56.859 --> 00:52:59.281]  Because I've known Joe 24 years.
[00:52:59.961 --> 00:53:00.882]  I've known him really good for 20.
[00:53:02.523 --> 00:53:04.864]  I mean, we've had a lot of fun.
[00:53:05.905 --> 00:53:13.430]  And Joe was just so optimistic over the years, such a nice person, that he couldn't believe the system was this evil.
[00:53:14.851 --> 00:53:25.369]   Because if he was already successful and rich and powerful like Joe's been, a big TV star and everything since the mid-90s, Big network TV shows, you name it.
[00:53:25.589 --> 00:53:32.617]  He's like, if you have hundreds of millions of dollars and a beautiful family and America's great, why would you want to screw people over?
[00:53:32.938 --> 00:53:34.600]  Why would you want to cut people's power off?
[00:53:34.640 --> 00:53:36.041]  Why would you want to destroy the borders?
[00:53:36.362 --> 00:53:37.603]  Why would you want to ship into fentanyl?
[00:53:37.643 --> 00:53:39.225]  Why would you want to give people poison shots?
[00:53:40.787 --> 00:53:47.627]   And finally, before Joe moved to Austin about two years ago, I'm not getting into private conversations, but he said, my God, he said it on air, so I'll say this.
[00:53:48.047 --> 00:53:48.748]  Alex, you were right.
[00:53:49.228 --> 00:53:49.849]  You were dead on.
[00:53:49.889 --> 00:53:51.350]  I can't believe they're this bad.
[00:53:51.370 --> 00:54:00.777]  And he told me like a year ago, more than a year ago, he said, once your view of this shifts and you get that they're out to get us, then everything makes sense.
[00:54:03.400 --> 00:54:13.468]  And so the journey that Joe Rogan has gone through, the journey that Tucker Carlson, he told me the same thing face to face, the journey that Dr. Zelenko went through, he used to be a big liberal.
[00:54:14.668 --> 00:54:15.109]  20 years ago.
[00:54:16.330 --> 00:54:29.001]  The journey that they've gone through is all of our journeys, and if we understand that journey, we'll know how to reach out to others that aren't totally given over to evil, who really are deceived and believe they're on the good guy team.
[00:54:29.541 --> 00:54:30.262]  Take DeSantis.
[00:54:31.683 --> 00:54:38.269]  He's not perfect in his background, but he's gotten better and better, and he's doing things I can tell you you don't do if you're part of the New World Order.
[00:54:40.230 --> 00:54:57.873]   And so the best part of my job Is that I've gotten to meet the men and the women, black, brown, white, everybody, who loves liberty and truth.
[00:54:57.973 --> 00:55:02.595]  And it has been a beautiful, beautiful experience and a great honor.
[00:55:02.875 --> 00:55:05.495]  And it really is the journey being the destination.
[00:55:06.596 --> 00:55:07.816]  Life is this big test.
[00:55:08.976 --> 00:55:12.560]  And it makes you really feel sorry for the people that have made the wrong decision.
[00:55:12.600 --> 00:55:14.603]  So, let's play these back to back.
[00:55:16.685 --> 00:55:30.115]   Here's Joe Rogan saying the way they've Disparaged, legitimate scientists and legitimate doctors, who are not lockstep in agreement with him, when the system's been proven to be alive, is effing shameful.
[00:55:30.795 --> 00:55:32.796]  It's not scientific, it's political.
[00:55:33.417 --> 00:55:38.719]  And then DeSantis making statements about, these shots don't help children, they hurt children.
[00:55:39.120 --> 00:55:40.961]  This is revolutionary.
[00:55:41.401 --> 00:56:00.038]   Because as an Infowars audience of activists on the field, in the arena, you're like, hey, tell us something we don't know, but remember, To have a DeSantis, to have a Joe Rogan, to have a Zelenko, to have a Mercola, to have all these people getting it is seismic.
[00:56:00.758 --> 00:56:01.779]  A Robert Kennedy Jr.
[00:56:03.460 --> 00:56:04.060]  We're winning.
[00:56:06.501 --> 00:56:07.562]  The globalists are losing.
[00:56:09.443 --> 00:56:10.904]  But in that lies the danger.
[00:56:12.244 --> 00:56:17.847]  Because as they know they're losing, they're going to pull out every stop.
[00:56:18.648 --> 00:56:19.128]  Here's the clips.
[00:56:20.629 --> 00:56:42.285]  From Peter Daszak and Anthony Fauci and all these people that were involved in the funding of this research, just the way they were framing it and the way they were disparaging legitimate scientists and legitimate doctors that were not lockstep in agreement with them, it's shameful.
[00:56:42.585 --> 00:56:43.586]  It's not scientific.
[00:56:43.626 --> 00:56:45.748]  Shameful as in people need to be in prison, maybe?
[00:56:46.468 --> 00:56:47.049]  Yeah.
[00:56:47.189 --> 00:56:50.333]  And not only that, this should be a thing.
[00:56:50.453 --> 00:56:52.515]  Rand Paul's the only one who calls him out on it.
[00:56:52.655 --> 00:56:54.217]  And he does it on a regular basis.
[00:56:54.297 --> 00:57:01.485]  And he's 100% correct in the things that he's saying about the funding of this particular type of research.
[00:57:01.786 --> 00:57:09.512]   Because when you see Fauci say that it's not gain-of-function research, But that's not true, because the NIH says it's gain-of-function research.
[00:57:09.552 --> 00:57:12.253]  They all say it now, because they want to protect their own ass.
[00:57:12.273 --> 00:57:18.316]  This is a rumor online, and I'm going to ask you a bunch of... Okay, so is Dr. Fauci's wife on the NIH?
[00:57:18.676 --> 00:57:19.877]  Isn't she like one of the heads?
[00:57:19.977 --> 00:57:20.937]  Isn't that some sort of thing?
[00:57:21.117 --> 00:57:21.677]  Let's find out.
[00:57:21.717 --> 00:57:22.678]  She does something.
[00:57:23.078 --> 00:57:25.179]  She has some function.
[00:57:25.199 --> 00:57:30.401]  And he used to be the head of the NIH during that whole AIDS thing.
[00:57:30.421 --> 00:57:30.481]  Yes.
[00:57:30.741 --> 00:57:31.381]  He's been running it.
[00:57:31.441 --> 00:57:35.083]  We're not making any comparisons to... if you make any comparisons to... Here it is.
[00:57:35.783 --> 00:57:38.144]  She's the head of the Department of Bioethics.
[00:57:38.204 --> 00:57:41.585]  It's the National Institute of Health Clinical Center.
[00:57:41.665 --> 00:57:42.545]  Yes, there it is.
[00:57:42.685 --> 00:57:47.347]  Do you think maybe this is... Well, it's... it's... It's all... it's all crazy.
[00:57:47.427 --> 00:57:56.089]  Because these people are... they have massive amounts of power to decide who gets funded, what labs get funded, and no one wants to step out of line.
[00:57:56.509 --> 00:57:58.950]  There's a crazy book that I'm in the middle of.
[00:57:59.270 --> 00:58:00.711]  It's a very controversial book.
[00:58:01.351 --> 00:58:03.591]  And it was one of those books, I'm like, God, do I want to get into this?
[00:58:04.032 --> 00:58:04.612]   Robert Kennedy Jr.' 's...
[00:58:05.732 --> 00:58:06.392]  Oh yeah!
[00:58:06.712 --> 00:58:09.393]   Robert Kennedy Jr.' 's book, The Real Anthony Fauci.
[00:58:09.813 --> 00:58:10.194]  Holy fuck!
[00:58:11.374 --> 00:58:11.674]  Yeah.
[00:58:11.814 --> 00:58:16.416]  Like, there's some stuff in that that is 100% verifiable truth.
[00:58:16.856 --> 00:58:17.136]  Yeah.
[00:58:17.156 --> 00:58:18.296]  And it's crazy.
[00:58:18.756 --> 00:58:24.858]  Our Department of Health has been very clear, the risks outweigh the benefits, and we recommend against.
[00:58:25.099 --> 00:58:26.679]  That's not the same as banning it.
[00:58:26.699 --> 00:58:29.920]  I mean, people can access it if they want to, and parents can do.
[00:58:29.940 --> 00:58:36.843]   But if you look at when they were doing the hearing, You had one physician say, you know, parents are really, really frightened.
[00:58:36.883 --> 00:58:38.983]  Like, we know that the risk is low.
[00:58:39.564 --> 00:58:41.124]  We're not sure how this is going to work.
[00:58:41.224 --> 00:58:43.925]  But parents are really frightened about COVID for their kids.
[00:58:44.205 --> 00:58:47.026]  And which I would say is, why would they be frightened about it?
[00:58:47.147 --> 00:58:49.247]  It's because of media hysteria.
[00:58:49.527 --> 00:58:51.828]  It's because of a lot of misinformation.
[00:58:52.168 --> 00:58:53.449]  That's why they're scared.
[00:58:55.518 --> 00:59:05.709]  But to do an emergency use for a six-month-old or a one-year-old simply to placate anxiety, that's not the standard when you're doing this.
[00:59:06.089 --> 00:59:09.093]  The standard is, is this something that's safe and effective?
[00:59:09.433 --> 00:59:13.898]  And then very importantly for recommendations, does the benefit outweigh the risk?
[00:59:14.804 --> 00:59:17.506]  But it's not about placating fear.
[00:59:17.546 --> 00:59:22.230]  It's about getting federal immunity when you start injecting children.
[00:59:22.770 --> 00:59:25.412]  It's about destroying their immune systems and taking over their lives.
[00:59:26.593 --> 00:59:26.853]  All right.
[00:59:28.275 --> 00:59:36.481]  I've got a bunch of economic news and a bunch of military news I want to hit, and a lot of transgender, post-humanist, New World Order news.
[00:59:37.202 --> 00:59:39.884]  But I also want to give the number out and take your calls.
[00:59:41.124 --> 00:59:41.945]  So that's coming up.
[00:59:42.445 --> 00:59:44.067]  I'll get the number out next segment.
[00:59:44.087 --> 00:59:44.547]  Stay with us.
[00:59:45.748 --> 01:00:01.423]  You know, I have nothing against Lee Greenwood, but when Uvalde happened a month ago, he refused to go where he was already paid to go, the NRA conference in Houston, and ran like a coward because he thought that was a good move for him personally.
[01:00:02.444 --> 01:00:06.748]  And it's cowards like that, it's cowardice acts like that, that will destroy us.
[01:00:08.015 --> 01:00:11.298]  But it's people standing up and doing the right thing when they know it's the right thing.
[01:00:11.898 --> 01:00:12.679]  They're going to save us.
[01:00:12.759 --> 01:00:13.840]  I'm your host Alex Jones.
[01:00:13.920 --> 01:00:18.704]  I intend to open the phones up and take your calls here today.
[01:00:19.765 --> 01:00:25.669]  Into the next hour, we'll also be playing some powerful Dr. Zev Zelenko clips.
[01:00:25.709 --> 01:00:29.733]  He went over to meet the next level with God.
[01:00:31.014 --> 01:00:33.556]  That is all coming up.
[01:00:34.778 --> 01:00:49.751]  In fact, I'll be taking your phone calls for first-time callers on Dr. Zev Zelenko, on the Supreme Court ruling that they can't just make law at the federal agencies to ban carbon dioxide and water vapor and cut off U.S.
[01:00:49.791 --> 01:00:57.816]   energy, how huge that is, on The other big announcements coming out of the Supreme Court as well.
[01:00:57.856 --> 01:01:08.183]  A lot of topics I want to get into, but I hope you'll call in about these specific topics with us here today because they are so incredibly important.
[01:01:09.684 --> 01:01:16.069]  We're also going to be laying out the whole transgender revolution and what that's really about.
[01:01:16.109 --> 01:01:18.411]  I want to be a trillion percent clear.
[01:01:20.575 --> 01:01:27.099]  I don't hate the people deceived by this and sucked into this and who get sterilized by this.
[01:01:27.139 --> 01:01:27.819]  They're the victims.
[01:01:31.422 --> 01:01:41.708]  I am exposing what this agenda is opening up and what its endgame is and I'll talk about that some at the start of the next segment for the big stack of news I have here and then go to your phone calls.
[01:01:43.302 --> 01:01:44.242]  But what do you make?
[01:01:44.322 --> 01:01:45.983]  This is the big question I wanted for callers.
[01:01:46.263 --> 01:01:49.224]  I was driving to the office this morning and I said, I want to take calls today.
[01:01:49.264 --> 01:01:55.387]  I may even cancel some of the guests we have, which I did, because I want to have time for calls and to memorialize Dr. Zelenko.
[01:01:55.987 --> 01:01:58.628]  And I said, what's the big question I want to ask?
[01:02:01.329 --> 01:02:03.430]  And that's basically the question.
[01:02:07.691 --> 01:02:11.673]  So we're going to be discussing all of that here today.
[01:02:13.047 --> 01:02:13.407]  On air.
[01:02:15.449 --> 01:02:16.889]  How do we override this tyranny?
[01:02:17.310 --> 01:02:18.450]  How do we defeat it together?
[01:02:19.011 --> 01:02:31.478]  How do we trigger other people to awaken to the fact that this is a globalist war to cut off our energy, destroy our borders, to destroy our infrastructure, to steal our sovereignty, to put us on this liberal New World Order?
[01:02:32.319 --> 01:02:40.764]  And so driving in, the big question was, what do you make of the White House spokesperson saying, we'll play the clip next segment?
[01:02:41.064 --> 01:02:42.445]  Hell, we'll play it going out to break.
[01:02:43.854 --> 01:02:46.796]  That this is a liberal world order.
[01:02:47.577 --> 01:02:50.499]  What do you make of it being out in the open?
[01:02:52.100 --> 01:03:06.409]  What do you make of them with one hand saying world government, global government, chips to buy and sell, cell phones to buy and sell, world social credit scores, carbon taxes, guaranteed universal incomes, end of the family, pedophilia legalized, no more nation states.
[01:03:06.750 --> 01:03:12.994]  What do you make of this agenda where you have nothing and you own nothing and they've declared war on you and your family?
[01:03:15.083 --> 01:03:17.566]  They've declared war on your very existence.
[01:03:17.586 --> 01:03:19.528]  They've said you're not essential.
[01:03:20.570 --> 01:03:23.733]  Don't you understand that everything else is window dressing?
[01:03:24.134 --> 01:03:31.663]  Everything else is rearranging deck chairs and polishing silverware and playing the violin on the deck of the sinking Titanic.
[01:03:34.375 --> 01:03:47.307]  We've got to let people know it's a corporate, world government, anti-human takeover that is antithetical to everything we do and to prosperity and to society.
[01:03:47.387 --> 01:03:54.174]  It is a corporate, anti-human takeover of the very biological processes that it is to be human.
[01:03:58.081 --> 01:04:01.843]  What do you want to say about the declaration of war against humanity?
[01:04:02.723 --> 01:04:04.864]  And what do you think the resistance should be to that?
[01:04:05.204 --> 01:04:06.525]  That's another one of the big questions.
[01:04:07.005 --> 01:04:08.906]  So the toll-free number to join us is 877-789-2539, 877-789-Alex, 877-789-2539.
[01:04:08.726 --> 01:04:23.766]   877-789-2539, 877-789-ALEX, 877-789-2539. First-time callers, that's a giant ocean of questions.
[01:04:23.766 --> 01:04:31.846]   But how do we get people to wake up that a declaration of war has been made against them
[01:04:31.846 --> 01:04:40.244]   and their families and these globalists are running around like this White House spokesperson Brian
[01:04:40.244 --> 01:04:42.485]  Deese.
[01:04:42.680 --> 01:04:44.481]  Hey, what about the power prices?
[01:04:44.501 --> 01:04:45.382]  What about the oil prices?
[01:04:45.402 --> 01:04:46.443]  What about the electricity prices?
[01:04:46.803 --> 01:04:47.803]  What about the inflation?
[01:04:48.024 --> 01:04:51.466]  Well, it's the liberal world order, and it's all Russia's fault.
[01:04:54.875 --> 01:04:56.416]  Thought the New World Order didn't exist.
[01:04:56.476 --> 01:04:58.658]  I thought we were making it all up.
[01:04:59.498 --> 01:05:04.962]  So we're in this paradox where they're admitting world government, they're attacking us for our own good, but it's Putin's fault and it's our fault.
[01:05:07.144 --> 01:05:12.348]  We're going to go out to break with that 44-second clip here in just a moment, but that's the question we're raising.
[01:05:12.368 --> 01:05:12.408]  877-789-2539.
[01:05:12.428 --> 01:05:12.548]  877-789-Alex.
[01:05:12.368 --> 01:05:17.368]  877-789-2539, 877-789-ALEX.
[01:05:17.368 --> 01:05:23.588]   And then I'll take calls for an hour for the bottom of the next hour,
[01:05:23.588 --> 01:05:26.188]  an hour and 25 minutes from now.
[01:05:27.183 --> 01:05:37.367]  And then I'm going to end the show with some amazing excerpts of Dr. Zelenko, Zev Zelenko, on the broadcast.
[01:05:38.688 --> 01:05:40.228]  Dr. Vladimir Zev Zelenko.
[01:05:41.369 --> 01:05:42.209]  And what he stood for.
[01:05:42.229 --> 01:05:47.651]  Because he stood for being a trailblazer and a maverick and going against the system and standing up for humanity.
[01:05:47.971 --> 01:05:59.119]   And he's asked us, in his final words, to up our game To not back down and to die on this hill for our children in the future because God's watching.
[01:05:59.559 --> 01:06:04.140]  And I can't think of a more important message going into this July 4th weekend than that.
[01:06:07.881 --> 01:06:18.844]  I'm going to spend this July 4th weekend in reflection and focus and research and exercise my body to be healthy with my family and just recommitting how can I be the most truthful?
[01:06:19.705 --> 01:06:21.085]  How can I be the most hardcore?
[01:06:22.389 --> 01:06:23.672]  How can I be the most focused?
[01:06:23.752 --> 01:06:28.782]  How can I be an example to others of what needs to happen in the future?
[01:06:29.142 --> 01:06:31.327]  And I'm telling you, people like Dr. Peter McCullough...
[01:06:33.311 --> 01:06:45.013]  And Dr. Joseph Mercola and people like Dr. Zev Zelenko and so many others are the examples of what we need to be like and to model ourselves like.
[01:06:45.333 --> 01:06:46.293]  And I just want to say it again.
[01:06:46.453 --> 01:06:48.074]  I love this audience of activists.
[01:06:48.654 --> 01:06:49.654]  You are the tip of the spear.
[01:06:49.694 --> 01:06:51.194]  What you've done has changed the world.
[01:06:51.274 --> 01:06:57.836]  And I am so thankful for the fact that you care and you're tuned in and you're involved and you want to fix things.
[01:06:58.336 --> 01:06:59.896]  That is the spirit!
[01:07:01.408 --> 01:07:03.450]  This is going to save the world, and I am so proud of this crew.
[01:07:03.910 --> 01:07:06.172]  Let's go to this quick clip of they declare war on us.
[01:07:06.212 --> 01:07:08.254]  We'll be right back.
[01:07:08.294 --> 01:07:14.840]  They say that this could be a long war measured in years, and I think everybody understands why this is happening.
[01:07:14.900 --> 01:07:16.121]  But is it sustainable?
[01:07:16.142 --> 01:07:22.788]  What do you say to those families who say, listen, we can't afford to pay $4.85 a gallon for months, if not years.
[01:07:22.848 --> 01:07:24.089]  This is just not sustainable.
[01:07:26.075 --> 01:07:29.877]  Well, what you heard from the President today was a clear articulation of the stakes.
[01:07:29.957 --> 01:07:33.618]  This is about the future of the liberal world order, and we have to stand firm.
[01:07:34.238 --> 01:07:42.161]  The liberal world order means your children is castrated, you're bankrupt, you're homeless, you die, you have no future, you have no hope, humans are obsolete, humans are bad.
[01:07:42.542 --> 01:07:47.644]  We need to reject the liberal world order that is the satanic new world order.
[01:07:47.664 --> 01:07:48.304]  We'll be right back.
[01:07:49.384 --> 01:08:02.353]   Well-known filmmaker and talk show host, a good friend of mine, Jason Jones, I don't care about flying saucers.
[01:08:02.453 --> 01:08:03.774]  I don't care about little green men.
[01:08:03.794 --> 01:08:05.695]  I don't care about all that speculation.
[01:08:06.275 --> 01:08:13.119]  Everything the Democrats do is anti-human, anti-human rights, destroying our environment, destroying a human future.
[01:08:13.799 --> 01:08:15.840]  They act like an alien species taking over.
[01:08:15.880 --> 01:08:30.433]   Then you go to the Davos group with Harari and Klaus Schwab and Bill Gates and they Say, oh, a post-human world's coming, humans are bad, we've got a new human we're about to build.
[01:08:30.553 --> 01:08:32.014]  I mean, this is happening.
[01:08:32.495 --> 01:08:40.520]  And the FDA is set to approve human chimeric pigs that are part human, part pig, with organs they grow for us.
[01:08:42.242 --> 01:08:47.806]  Now the thing is, you cover that decades ago when they were developing it, you're a kook, you're a nut, you're crazy, it doesn't exist.
[01:08:49.531 --> 01:08:51.892]  But now that it's being announced, it's just in your face.
[01:08:52.672 --> 01:08:53.693]  That's the type of issue.
[01:08:53.753 --> 01:09:11.121]  So, when they tell you a man can have a baby, or a woman can be a man, or two women had a baby in state prison in California, or New Jersey, or New York, or wherever, it's about getting you to accept logical fallacies and just scramble your brain.
[01:09:11.501 --> 01:09:13.462]  And here's some of these headlines, and we'll go to your phone calls.
[01:09:15.183 --> 01:09:18.264]  First state moves to ban gender-affirming treatments for children.
[01:09:19.286 --> 01:09:25.448]  If I went to the doctor and I said, Doc, I just believe I'm a transhumanist, I shouldn't have arms.
[01:09:25.868 --> 01:09:27.068]  Will you cut my arms off?
[01:09:27.108 --> 01:09:28.469]  They'd put me in a mental institution.
[01:09:31.670 --> 01:09:41.533]  But when they say, oh, a five-year-old who got confused by his teacher wants to be a girl, we want to sign him up when he's 10 to have his balls cut off, you'd say that person was insane.
[01:09:42.486 --> 01:09:53.512]  But no, because the media and the corporations and the institutions, the schools, the universities, and the judges and the psychologists, many of them, not all of them, gaslight us.
[01:09:53.532 --> 01:09:55.993]  We go, okay, stunning and brave.
[01:09:56.614 --> 01:09:58.695]  Cut that boy's genitals off.
[01:10:01.056 --> 01:10:07.680]  State of Alabama has called on federal court to uphold a ban on so-called gender-affirming medical treatments for transgender youths.
[01:10:09.445 --> 01:10:11.026]  Which cause all sorts of medical problems.
[01:10:11.046 --> 01:10:13.326]  Look at this insane image if you're a radio listener.
[01:10:13.706 --> 01:10:14.547]  You're being spared it.
[01:10:14.567 --> 01:10:16.627]  The guy looks like a demonic chipmunk.
[01:10:17.248 --> 01:10:22.649]  Toronto police cause confusion with post about missing woman.
[01:10:22.709 --> 01:10:24.690]  I've got the post with a goatee.
[01:10:25.310 --> 01:10:26.351]  All points bulleted.
[01:10:26.371 --> 01:10:27.491]  An image of a woman.
[01:10:27.571 --> 01:10:28.952]  This is what the woman looks like.
[01:10:29.632 --> 01:10:30.432]  And it's a man.
[01:10:33.213 --> 01:10:36.434]  Here is the Toronto police press release.
[01:10:37.614 --> 01:10:38.235]  News release.
[01:10:38.315 --> 01:10:38.975]  Missing woman.
[01:10:40.930 --> 01:10:47.813]  Poll shows American belief in transgender ideology is falling.
[01:10:47.632 --> 01:10:55.032]   border defiant after beating child rivals. He's not just a woman now, he's a teenager.
[01:10:55.032 --> 01:11:01.193]  Beat the other number two 15 year old. That's on Infowars.com.
[01:11:01.193 --> 01:11:06.912]   Poll shows American belief in transgender ideologies falling. Is American belief in
[01:11:06.912 --> 01:11:13.831]   Santa Claus falling? Is American belief in the Easter Bunny falling?
[01:11:14.540 --> 01:11:17.801]  Is American belief in the Tooth Fairy falling?
[01:11:20.462 --> 01:11:35.589]  And again, if you're a full-grown man, and you've been effeminate your whole life, and a lot of chemicals in the food and water do blur those lines, that's actually happening, and you want to go have surgeries, and you want to go do stuff, that's your business.
[01:11:35.629 --> 01:11:38.390]  Just don't have me as a taxpayer pay for it.
[01:11:42.011 --> 01:11:44.994]  Be prepared for a massive nuclear waste crisis.
[01:11:46.735 --> 01:11:47.356]  It's official.
