[00:00:00.000 --> 00:00:16.480]  [outro music]
[00:26:08.080 --> 00:26:10.442]  But everyone is eating around the edges of HR 4350.
[00:26:10.742 --> 00:26:12.683]  We're not going to do that.
[00:26:16.855 --> 00:26:22.855]  We're going to show you what this amendment says.
[00:26:22.855 --> 00:26:35.855]   And it says the President, read this for yourself, will have the sole power over the military domestically,
[00:26:35.855 --> 00:26:38.855]  and Congress will have no oversight.
[00:26:38.855 --> 00:26:48.855]  [BLANK_AUDIO]
[00:26:39.895 --> 00:26:47.077]  And it says section 529A, this is absolutely key.
[00:26:50.278 --> 00:26:55.399]  Section 529A, countering extremism in the armed forces.
[00:26:56.460 --> 00:27:11.897]   So a purge of the military, of anybody that supports populism or America, Part 2 of Subtitle A-10 United States Code is submitted by adding at the end of the following new chapter, Chapter 89.
[00:27:12.197 --> 00:27:13.780]  You gotta go to the chapters.
[00:27:13.841 --> 00:27:14.362]  We did that.
[00:27:16.505 --> 00:27:21.947]  As an office of countering extremism, that's advised by the Democratic Party and a consortium of NGOs.
[00:27:22.428 --> 00:27:23.568]  Training and education.
[00:27:23.928 --> 00:27:27.730]  Then it goes on to say, not just for the military, but for the American people.
[00:27:27.750 --> 00:27:37.254]  But if you're going to have a martial law takeover, see, you've got to first get your military in line, like Hitler did in 1933, after the Reichstag fire, with an oath to do what he says.
[00:27:41.564 --> 00:27:54.935]  There is an Office of Countering Extremism in the section referred to as the Office with the Office of the Undersecretary of Defense for Personnel and Readiness, but then that ties in the previous legislation and regulations to the American people.
[00:27:55.735 --> 00:28:16.756]   Number two, the office shall be headed by the Director of Counter-Extremism in the chapter referred to as the Director for Domestic Operations and Over-Congressional Oversight, who shall be appointed by the Secretary of Defense in consultation with the Secretary of Homeland Security And report directly to the Undersecretary of Defense for personnel and readiness for the Secretary.
[00:28:18.617 --> 00:28:23.501]  Be responsible for a policy of countering extremism within the armed forces.
[00:28:24.842 --> 00:28:28.906]  But again, he tied to the code, it says for America with the military over it, for domestic operations.
[00:28:30.012 --> 00:28:38.822]  In coordination with the secretaries of the military departments, develop and implement programs, resources, and activities to counter extremism within the armed forces.
[00:28:39.142 --> 00:28:41.004]  They keep saying that, but in the code it says America.
[00:28:41.625 --> 00:28:50.194]  Number three, establish policies to ensure adequate protection, transparency, the process and availability of resources for individuals who report incidents of extremism.
[00:28:50.615 --> 00:28:51.296]  They're operatives.
[00:28:52.605 --> 00:29:02.714]  Facilitate and coordinate with the Secretary of the Military Department, Law Enforcement Organizations, Security Organizations, the CIA domestically, and Insider Threat Programs.
[00:29:03.715 --> 00:29:08.540]  Engage, interact with, and solicit recommendations from outside experts on extremism.
[00:29:08.800 --> 00:29:10.922]  You read the subsection of ADL, so the Department of Law Center.
[00:29:11.943 --> 00:29:15.767]  The Undersecretary of Defense for Intelligence and Security, and it goes on.
[00:29:17.503 --> 00:29:23.267]  To say that the main mission will be identifying and going after, including civilians.
[00:29:24.408 --> 00:29:24.888]  See right there?
[00:29:25.769 --> 00:29:26.309]  Line 20.
[00:29:26.890 --> 00:29:27.490]  Civilians.
[00:29:30.012 --> 00:29:31.793]  But when you read the code, not just the military.
[00:29:32.974 --> 00:29:35.175]  They've told you their main operation is the American people.
[00:29:36.556 --> 00:29:38.798]  What considers an extremist insider threat?
[00:29:39.799 --> 00:29:41.540]  Risk posed by extremist insider threats.
[00:29:42.140 --> 00:29:42.781]  How to identify it.
[00:29:42.801 --> 00:29:43.882]  It goes on and on and on and on.
[00:29:44.726 --> 00:29:49.046]   media literacy training, brainwashing, whistleblower protections against patriots.
[00:29:49.046 --> 00:29:59.565]   And it goes on to talk about commissioning officers that are trained in extremism.
[00:29:59.565 --> 00:30:09.565]  [BLANK_AUDIO]
[00:30:02.045 --> 00:30:03.005]  And it goes on and on.
[00:30:03.246 --> 00:30:10.449]  We've got larger sections of the bill right here, where when women get raped, there's no due process, it all gets covered up.
[00:30:10.769 --> 00:30:14.570]  You want to read Chapter 89, Countering Extremism.
[00:30:15.951 --> 00:30:19.032]  And you see the FBI saying the main threat is American gun owners and conservatives.
[00:30:19.472 --> 00:30:20.913]  And what?
[00:30:22.033 --> 00:30:22.994]  The what?
[00:30:24.929 --> 00:30:34.693]  The cities, the school boards with the SJW, transgenderism, boys raping girls in bathrooms, critical race theory, see?
[00:30:37.474 --> 00:30:46.818]  And the Office of Countering Extremism interfacing with the other offices of countering extremism in the civilian departments for domestic operations outside of congressional authority.
[00:30:47.498 --> 00:30:54.158]   extremist insider threat training, literal domestic purging operations. But
[00:30:54.158 --> 00:30:58.658]   the key is no congressional oversight. Establish and maintain a database on
[00:30:58.658 --> 00:31:02.117]   extremist activities the armed forces, ensure the data collected across the
[00:31:02.117 --> 00:31:06.758]  military departments in uniform and maximum extent practicable.
[00:31:06.758 --> 00:31:13.738]   And then it gets in to letting women be raped and have no due process
[00:31:13.738 --> 00:31:16.557]  inside the military.
[00:31:15.070 --> 00:31:17.612]  It is just lawlessness, writ large.
[00:31:18.152 --> 00:31:24.875]  Section 529D, distribution of information on availability of civilian victim services.
[00:31:26.796 --> 00:31:30.737]  So the big takeaway is, no congressional oversight of what the military does.
[00:31:31.458 --> 00:31:34.699]  Biden handed electoral powers for domestic military operations, period.
[00:31:35.199 --> 00:31:40.622]  And then it talks about rooting out the military and extremists, and then interfacing with civilian organizations and working with them.
[00:31:43.370 --> 00:31:44.750]  Now they've already done all this.
[00:31:46.811 --> 00:31:50.412]  Now they're simply covering their ass and rolling it all out.
[00:31:50.452 --> 00:31:53.113]  We'll play some clips from congressional hearings on this.
[00:31:53.513 --> 00:31:55.253]  It's getting almost no coverage.
[00:31:56.073 --> 00:32:09.177]  But you add the worldwide collapse, you add all the hype, you add the Civil War talk, you add the January 6th committee hearings, you add all the political prisoners, you see that's a beta test to then expand this whole operation across the board.
[00:32:10.600 --> 00:32:18.925]  And there's, I got a stack of news here talking about forced lockdowns and forced inoculations and forced masking coming back in the fall.
[00:32:19.305 --> 00:32:22.507]  And it's officially being announced by the Democratic Party, HR 4350.
[00:32:22.767 --> 00:32:28.571]  We're going to come back and play those clips I talked about it more, but.
[00:32:29.605 --> 00:32:38.069]  Rather than just sit here and tell you what they're doing, next hour I'm going to talk about how we legally and lawfully counter this multinational W.E.F.
[00:32:38.109 --> 00:32:42.811]  Bilderberg coup through the Democratic Party, the bureaucracy, and the Republican collaborators.
[00:32:43.151 --> 00:32:44.132]  Stay with us, ladies and gentlemen.
[00:32:47.974 --> 00:32:49.234]  There are a lot of moving parts to this.
[00:32:49.254 --> 00:32:51.976]  Welcome back to the Sunday Emergency Broadcast, the Alex Jones Show.
[00:32:51.996 --> 00:32:53.696]  I'm your host, Alex Jones.
[00:32:56.938 --> 00:33:08.840]   Obama, before he left office, ...put a bunch of executive orders into place and had tagged on to the Defense Authorization Act of 2017, because they fund that in 2016.
[00:33:10.001 --> 00:33:18.745]  And in December, they said countering domestic extremism, firearm propaganda, a bunch of different pieces of subsections in.
[00:33:19.606 --> 00:33:20.266]  And those were big.
[00:33:21.507 --> 00:33:27.210]  And they put in digital martial law, surveillance, censorship, and Trump was in, didn't know about all that, didn't understand it.
[00:33:27.270 --> 00:33:43.172]   Like this new tape release that they confirm is real, Joe Biden was leaving office at the same time in late 2016 telling the Ukrainian president Poroshenko, we don't want Trump to see the IMF agreements we have.
[00:33:43.252 --> 00:33:44.692]  He'll find out we stole a bunch of money.
[00:33:45.112 --> 00:33:56.395]  If you physically want to be safe and your country doesn't want to be invaded, you better do exactly as we say and pay off the IMF loans and shut it down so Trump doesn't look at it because if he figures it out, it's over.
[00:33:57.395 --> 00:33:58.315]  I'll play the tape next hour.
[00:33:59.974 --> 00:34:00.634]  It's all over the news.
[00:34:01.154 --> 00:34:01.815]  Well, not all over the news.
[00:34:01.855 --> 00:34:03.595]  It's on OAN, in places being censored.
[00:34:03.915 --> 00:34:05.136]  It's on Infowars.com.
[00:34:05.616 --> 00:34:11.618]  Biden threatens ex-Ukrainian President Poroshenko when he was in office with assassination if he cooperated with Trump.
[00:34:11.718 --> 00:34:12.818]  Leaked audio reveals.
[00:34:14.099 --> 00:34:16.600]  It's before he had his stroke, a little bit after that.
[00:34:18.260 --> 00:34:22.662]  And you hear the bully, the gangster, the thug, the pedophile threatening him.
[00:34:25.122 --> 00:34:26.683]  And of course, he rolled over.
[00:34:28.240 --> 00:34:29.542]  Like he said on C-SPAN.
[00:34:30.383 --> 00:34:36.770]  I told that prosecutor, you don't stop your investigation if he's not fired of me and my son, you will get a billion dollars.
[00:34:36.810 --> 00:34:39.013]  The son of a bitch, he was let go six hours later.
[00:34:41.456 --> 00:34:44.600]  They brag on TV to all of us about what they're doing.
[00:34:44.640 --> 00:34:45.902]  So here's the pieces.
[00:34:46.522 --> 00:34:47.624]  This has already been going on.
[00:34:49.309 --> 00:34:50.450]  They have purged the military.
[00:34:50.490 --> 00:34:51.830]  They have the military on January 6.
[00:34:51.890 --> 00:34:54.071]  They have the military spying on the American people.
[00:34:54.091 --> 00:34:54.752]  That's all admitted.
[00:34:54.912 --> 00:34:55.572]  It's all illegal.
[00:34:56.012 --> 00:34:56.753]  And other agencies.
[00:34:57.273 --> 00:34:58.834]  The CIA, NSA, you name it.
[00:34:59.794 --> 00:35:01.255]  And this just legalizes.
[00:35:01.315 --> 00:35:02.216]  It's like little sub lines.
[00:35:02.496 --> 00:35:03.556]  And other agencies.
[00:35:03.636 --> 00:35:06.618]  And all other agencies in domestic operations.
[00:35:07.118 --> 00:35:11.781]  So Congress has no oversight over the Pentagon and all other intelligence agencies.
[00:35:12.461 --> 00:35:15.202]  And then it has a link to a subsection that describes what that means.
[00:35:16.042 --> 00:35:17.282]  16 agencies, no oversight.
[00:35:17.603 --> 00:35:22.484]  A true dictatorship of those that run our military and run the intelligence agencies.
[00:35:23.704 --> 00:35:30.527]  And then a bunch of stuff to confuse it and make it look like it's just a purge of the military and no due process in Congress over what happens to the military.
[00:35:30.567 --> 00:35:31.207]  That's bad enough.
[00:35:31.547 --> 00:35:34.848]  And Biden being given control over oversight or whoever the president is.
[00:35:36.448 --> 00:35:38.489]  I would not support Trump having these powers.
[00:35:39.875 --> 00:35:41.557]  I would not support anybody having these powers.
[00:35:41.857 --> 00:35:44.239]  I mean, this is cut-and-dry classical tyranny.
[00:35:44.619 --> 00:35:53.588]  So you've got that it's already in place, now they know people are finding out about it, it's coming out about REAPS and all of it, so they're trying to retroactively legalize it.
[00:35:57.952 --> 00:36:04.458]  Then there's the issue of what's the timing and how are they going to try to implement the full rollout of this publicly, which they're starting.
[00:36:05.759 --> 00:36:08.641]  Dollar collapse, saying the Russians hacked the energy grid.
[00:36:09.081 --> 00:36:11.463]  I mean, you see them pre-programming all of that.
[00:36:11.983 --> 00:36:13.184]  A new virus outbreak.
[00:36:15.005 --> 00:36:17.226]  The collapse of local cities, which they've already been engineering.
[00:36:17.447 --> 00:36:18.347]  The defunding of police.
[00:36:18.667 --> 00:36:25.372]  You can see them bringing in the crime and the tyranny and the martial law that's already in place to then officially announce it.
[00:36:27.193 --> 00:36:30.175]  And then there's the 60 quadrillion question.
[00:36:34.474 --> 00:36:35.674]  How do we stop this peacefully?
[00:36:35.714 --> 00:36:51.238]  Because I've got clips on MSNBC and ABC and NBC and CNN this weekend that I've got on the list, I intend to play, but Time's Precious saying, we're going to have a war with the right-wingers, all Republicans are terrorists, they want to kill us, we've got to kill them.
[00:36:51.598 --> 00:36:56.919]  I've got MSNBC clips saying, we're going to war with the American people and it's going to happen.
[00:36:58.063 --> 00:37:01.164]  Those are the useful idiots that have no idea what that's going to look like.
[00:37:01.444 --> 00:37:09.087]  It's going to chew up the military, chew up police, destroy all the feds, and then the country will fully collapse, and they'll bring in the UN.
[00:37:10.388 --> 00:37:25.494]  Everything that Clinton's planned, everything Obama fantasized about, about a domestic security force just as big and just as strong as their military, all the things they've been trying to get lined up that you see in Canada with martial law, and you see in Germany, and you see all over the place in Australia, they're bringing it here.
[00:37:28.578 --> 00:37:29.658]  Because they know you're awake.
[00:37:30.159 --> 00:37:31.219]  They know you're aware of them.
[00:37:33.480 --> 00:37:46.566]  But because it's so outrageous to try to put in martial law, it's so outrageous to make the president a dictator, it's so outrageous to say no congressional oversight of the military of its domestic, Congress still wants that power to play footsie with the executive.
[00:37:49.467 --> 00:37:50.908]  Internationally, but not domestically.
[00:37:51.528 --> 00:37:52.688]  They want to keep us tamped down.
[00:37:53.029 --> 00:37:59.007]   They're giving war powers to the president To wage war against the American people.
[00:37:59.388 --> 00:38:02.490]  So what's the timeline on that and how would they pull that off?
[00:38:02.550 --> 00:38:03.610]  That's a big issue.
[00:38:05.471 --> 00:38:06.492]  That's the number two issue.
[00:38:06.692 --> 00:38:07.513]  We know they're doing it.
[00:38:07.573 --> 00:38:08.873]  That's the third issue.
[00:38:09.114 --> 00:38:11.015]  The second biggest issue is what's the timeline?
[00:38:11.035 --> 00:38:11.855]  How would they pull that off?
[00:38:12.896 --> 00:38:14.237]  But the number one issue...
[00:38:15.566 --> 00:38:29.359]  Is how do we get the Joe Rogans, who I never even call him about politics, we're getting dinner this week, we can expect a vacation, and Tucker Carlson, and all those other people, but I can't do it all, and I'm going to make the phone calls.
[00:38:29.520 --> 00:38:44.856]   I need you to burn up local talk radio lines, and Congress, and everything, and they'll try to push you off and say we don't know what you're talking about, but major Pentagon watchdog groups that are mainline ...are saying this is dictatorial, this is the military ruling the U.S.
[00:38:44.876 --> 00:38:49.098]  This was already done in the last month of Trump, when almost all of his administration resigned and left.
[00:38:49.338 --> 00:38:56.781]  And it turns out General Milley and the Democrats were already running stuff and refused his 10,000 National Guard at the Capitol and the Ellipse and provocateured it!
[00:38:58.301 --> 00:39:02.123]  They planned it on being a hundred times worse, a thousand times worse, but it wasn't.
[00:39:02.243 --> 00:39:04.304]  But they're still going with Reichstag 2.0!
[00:39:08.049 --> 00:39:10.730]  So I mentioned some of these clips, let's just start going to them.
[00:39:10.750 --> 00:39:29.215]  Here is Jim Banks in Congress, commands General Mark Milley, verifier of Feud, secretly seizing presidential military power, which Milley told CNN he took control of the military on January 6th.
[00:39:29.455 --> 00:39:32.716]  Well, Trump didn't try to call him out, but Milley told the damn news that.
[00:39:32.776 --> 00:39:33.096]  Here it is.
[00:39:35.168 --> 00:39:37.735]  Without objection, the gentleman is recognized for one minute.
[00:39:38.076 --> 00:39:38.898]  Thank you, Mr. Speaker.
[00:39:38.978 --> 00:39:40.924]  Our constitution is clear.
[00:39:42.025 --> 00:39:44.186]  The President is the Commander-in-Chief.
[00:39:44.947 --> 00:39:49.509]  Sidestepping the President and violating the chain of command is a grave crime.
[00:39:50.270 --> 00:40:00.796]  According to Bob Woodward's book, Peril, General Mark Milley directed senior military officials not to follow the President's orders, unless General Milley approved them first.
[00:40:01.456 --> 00:40:05.919]  When I asked General Milley about Peril at an armed services hearing, he claimed he hadn't read it.
[00:40:06.815 --> 00:40:14.701]  So Senator Chuck Grassley and I sent a letter to General Milley asking him to verify or refute the book's claims.
[00:40:15.261 --> 00:40:16.662]  He hasn't responded.
[00:40:17.343 --> 00:40:20.085]  So I am calling on General Milley to set the record straight.
[00:40:20.745 --> 00:40:25.769]  General Milley is accused of secretly seizing the President's military powers.
[00:40:26.449 --> 00:40:29.151]  That is the most serious crime.
[00:40:29.771 --> 00:40:32.874]  If he is innocent, he has a duty to say so.
[00:40:33.494 --> 00:40:33.894]  Thank you.
[00:40:34.134 --> 00:40:34.655]  I yield back.
[00:40:34.935 --> 00:40:36.316]  Okay, now that's him talking about it.
[00:40:36.336 --> 00:40:40.899]  We have Grassley actually interrogating Milley, but that's ten minutes long.
[00:40:41.520 --> 00:40:42.921]  Or ten minutes, twenty-nine seconds long.
[00:40:43.641 --> 00:40:46.924]  Grassley on civilian control of the military and General Mark Milley.
[00:40:47.444 --> 00:40:51.207]  But the issue here is, you're like, well, wait a minute.
[00:40:51.927 --> 00:40:53.488]  They were trying to take power from the President.
[00:40:53.949 --> 00:40:58.092]  Well, now because they control the President, they're trying to give dictatorial power to the President.
[00:40:59.272 --> 00:41:02.275]  And trying to retroactively set all this up.
[00:41:03.168 --> 00:41:12.056]  So it's hitting the news, it's coming out, but the point is, they're trying to have a soft coup right now, ahead of the collapse, the new lockdowns, all of it, we're going to cover it.
[00:41:12.556 --> 00:41:13.897]  Now let me talk about something right now.
[00:41:15.239 --> 00:41:30.192]  We're in a very serious world, a very crazy place, and I appreciate the listeners keeping us on air over the years, and for so many years we've been nip and tuck with the attacks and the lawsuits and the globals and all of it, but we're on air during the most important point in our operations history.
[00:41:31.567 --> 00:41:37.173]  So I want InfoWarriors to go to InfoWarsTore.com and get an Alex Jones is Right t-shirt or get an InfoWars t-shirt.
[00:41:38.783 --> 00:41:53.409]  And get some high quality supplements, and get a book, or get a film, get 2,000 mules of next to Sousa, because I have put every dime of backup money, backup money I've got in this operation, and I refuse to submit and give up, but I'm telling you, we need funds now.
[00:41:53.749 --> 00:41:58.531]  So infowarrestore.com, right at the top it says support free speech, you make a straight donation right there.
[00:41:59.272 --> 00:42:02.593]  All your investments, all your fight for freedom is coming to a head right now.
[00:42:02.853 --> 00:42:04.294]  This is the most important part of the fight.
[00:42:05.174 --> 00:42:08.455]  Sudden death over time like an NFL championship, Super Bowl.
[00:42:09.135 --> 00:42:10.196]  We need your support now.
[00:42:10.576 --> 00:42:11.696]  Infowarstore.com.
[00:42:11.876 --> 00:42:14.677]  And what's exciting is Body's Ultimate Turmeric Formula.
[00:42:15.017 --> 00:42:17.798]  It's so good for your immune system and your joints and your whole body.
[00:42:17.898 --> 00:42:18.878]  Highest level of curcuminoid.
[00:42:19.218 --> 00:42:20.899]  It's back in stock after eight months sold out.
[00:42:21.079 --> 00:42:22.879]  It is 25% off.
[00:42:23.219 --> 00:42:28.581]  I got a new product that was in development for years that we finally got in here.
[00:42:29.693 --> 00:42:36.635]  And this is the new X7 Diet Force, completely natural, amazing to up your metabolism.
[00:42:37.235 --> 00:42:39.756]  It is a safe, quality diet pill that really works.
[00:42:39.796 --> 00:42:42.316]  I've lost almost 40 pounds, 39 pounds.
[00:42:42.376 --> 00:42:50.819]  We got supplements samples in three months ago, but on it three months, I have lost over 10 pounds a month doing the same amount of exercise, everything else with Diet Force.
[00:42:50.859 --> 00:42:51.379]  It's incredible.
[00:42:51.719 --> 00:42:56.782]   It is 40% off at InfoWarsTore.com, our newest product, DietForce.
[00:42:57.263 --> 00:42:58.744]  And we need your support now.
[00:42:58.784 --> 00:42:59.905]  We're firing the bat signal.
[00:43:00.165 --> 00:43:02.507]  Plus, it's a great product for men, women, you name it.
[00:43:02.667 --> 00:43:05.550]  InfoWarsTore.com, DietForce, now available.
[00:43:05.850 --> 00:43:06.771]  Tonight we launched it.
[00:43:07.171 --> 00:43:08.452]  InfoWarsTore.com.
[00:43:08.492 --> 00:43:09.793]  We need the funds.
[00:43:09.853 --> 00:43:10.854]  Plus, these are great products.
[00:43:11.314 --> 00:43:12.195]  X2 is excellent.
[00:43:12.215 --> 00:43:12.736]  So much more.
[00:43:13.016 --> 00:43:14.037]  Hour number two, straight ahead.
[00:43:15.825 --> 00:43:26.008]  American Providence is careening off the rails as it is diverted by a spineless tax money pit salesman from California known as Adam Schiff.
[00:43:26.188 --> 00:43:31.089]  You might think it's okay that the president is reported to have helped dictate that lie.
[00:43:31.169 --> 00:43:32.330]  You might think that's okay.
[00:43:32.730 --> 00:43:33.010]  I don't.
[00:43:33.570 --> 00:43:46.765]  As the Washington Times reported, Representative Adam Schiff wants a defense policy bill to include language blocking Congress from oversight of the military and National Guard, in some cases of domestic deployment.
[00:43:46.925 --> 00:43:52.832]  The exemption from congressional oversight is narrowly focused on the domestic deployment of troops.
[00:43:53.112 --> 00:44:02.978]  But Mr. Schiff's free pass for the Pentagon could impact a range of oversight from border security to the January 6th riot at the U.S.
[00:44:03.018 --> 00:44:03.439]  Capitol.
[00:44:03.859 --> 00:44:04.299]  The U.S.
[00:44:04.359 --> 00:44:11.344]  military is not allowed to be involved in any way, even in the most minor way, involved in domestic politics.
[00:44:11.684 --> 00:44:13.345]  So this suggests the U.S.
[00:44:13.385 --> 00:44:16.367]  military under Joe Biden is involved in domestic politics.
[00:44:16.607 --> 00:44:27.452]  Well, we also know, Tucker, from reporting by Newsweek, that said that military assets were involved in January 6th, even leading up to the events of January 6th.
[00:44:27.653 --> 00:44:29.674]  What was the military doing?
[00:44:29.934 --> 00:44:33.996]  And we know that the military was fully hostile to Donald Trump.
[00:44:34.056 --> 00:44:40.479]  His own military leaders, including Mark Milley, were completely hostile to the president at that point.
[00:44:40.899 --> 00:44:48.642]  Ray Epps, not Jacob Chansley or Joe Biggs, should be the poster boy for the supposed insurrection on January 6th.
[00:44:48.882 --> 00:45:00.366]  As Revolver News reported, Ray Epps has turned out to be perhaps the only person nailed dead to rights confessing on camera to plotting a pre-planned attack on the Capitol.
[00:45:00.546 --> 00:45:09.929]  On both January 5th and January 6th, Epps announced multiple times at multiple locations his upcoming plot to breach the U.S.
[00:45:09.989 --> 00:45:10.409]  Capitol.
[00:45:10.629 --> 00:45:12.496]  We need to go into the Capitol!
[00:45:12.577 --> 00:45:13.781]  Into the Capitol!
[00:45:18.296 --> 00:45:18.437]  No!
[00:45:18.777 --> 00:45:19.437]  Peacefully!
[00:45:19.457 --> 00:45:19.678]  Fed!
[00:45:20.458 --> 00:45:20.799]  Fed!
[00:45:21.899 --> 00:45:21.980]  Fed!
[00:45:23.401 --> 00:45:23.701]  Fed!
[00:45:23.901 --> 00:45:24.021]  Fed!
[00:45:24.041 --> 00:45:24.502]  Tomorrow?
[00:45:24.862 --> 00:45:29.626]  He then spent hours attempting to recruit hundreds of others to join him.
[00:45:29.786 --> 00:45:38.373]  On top of it all, Epps was seen leading key people and managing key aspects of the initial breach of the Capitol grounds himself.
[00:45:38.393 --> 00:45:40.495]  It's that direction!
[00:45:40.575 --> 00:45:41.736]  He spread the word!
[00:45:44.198 --> 00:45:46.300]  All right, no Dave, but one more thing.
[00:45:46.340 --> 00:45:47.822]  Yeah, so can we go up there?
[00:45:47.882 --> 00:45:48.222]  No.
[00:45:48.362 --> 00:45:49.483]  When we go in, leave this here.
[00:45:49.603 --> 00:45:51.605]  Are we going to get arrested if we go up there?
[00:45:51.425 --> 00:45:53.425]  We don't need to get shot.
[00:45:53.425 --> 00:45:55.425]  Just arrest us all.
[00:45:55.425 --> 00:46:06.425]  [Chanting]
[00:46:06.425 --> 00:46:13.804]   During the fog of war of the events following January 6th, Ray Epps and the actors surrounding him were hunted by the
[00:46:13.804 --> 00:46:15.425]  FBI and the New York Times.
[00:46:15.372 --> 00:46:20.234]  Now Epps isn't even mentioned during Schiff's January 6th committee hearings.
[00:46:20.474 --> 00:46:27.738]  And now the New York Times has painted Epps as a victim of conspiracy theory, creating its own conspiracy theory.
[00:46:27.938 --> 00:46:32.701]  The piece describes Ray Epps as a disappointed Trump supporter.
[00:46:33.121 --> 00:46:34.382]  Well, here's the only thing.
[00:46:34.942 --> 00:46:38.023]  Ray Epps, as far as we know, did not go to the speech.
[00:46:38.643 --> 00:46:49.388]  Here is the alleged Trump supporter, Ray Epps, who traveled all the way from Arizona to Washington, D.C., and doesn't even attend the speech?
[00:46:49.688 --> 00:47:00.693]  Meanwhile, 69-year-old grandmother Pam Hemphill from Idaho, who suffers from breast cancer and has no criminal history, just began her 60-day sentence.
[00:47:01.613 --> 00:47:05.138]  Mom, what do you have to say to the American people as your last words before you go in?
[00:47:05.639 --> 00:47:06.380]  Keep your faith.
[00:47:06.961 --> 00:47:11.427]  No matter what's going on in your life, God's with us no matter what's happening to us.
[00:47:11.507 --> 00:47:15.613]  Do what's right and help make this country better again.
[00:47:15.834 --> 00:47:17.897]  Your government wants you to know it hates you.
[00:47:18.257 --> 00:47:37.271]  As they cover up further evidence, according to The Intercept, the Secret Service erased text messages from January 5th and January 6th, 2021, though the Secret Service maintains that the text messages were lost as a result of a device replacement program.
[00:47:37.411 --> 00:47:46.478]  The letter to The Intercept says the erasure took place shortly after oversight officials requested the agency's electronic communications.
[00:47:46.758 --> 00:47:51.680]  The United States wasn't forged by bug-eyed corporate prostitutes.
[00:47:51.961 --> 00:48:11.650]  The revolutionary fortitude of the invigorating human spirit imbued in the Declaration of Independence are alien concepts to those who would twist the very character of our nation to fulfill the half-baked whims of their foreign globalist masters and their dwindling party.
[00:48:11.770 --> 00:48:13.031]  John Bowne reporting.
[00:48:15.134 --> 00:48:21.719]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[00:48:22.480 --> 00:48:23.981]  And Sunday Live is 6 a.m.
[00:48:24.001 --> 00:48:25.643]  hosted by Owen Schroer.
[00:48:25.663 --> 00:48:27.384]  Only six minutes of ad breaks an hour.
[00:48:27.844 --> 00:48:29.406]  Only for our local radio and TV stations.
[00:48:29.446 --> 00:48:31.027]  We cut all our network ads during that.
[00:48:31.387 --> 00:48:33.129]  The plan is down the road to do that with all the shows.
[00:48:33.509 --> 00:48:35.671]  We're still on over 400 radio affiliates now.
[00:48:35.691 --> 00:48:36.892]  A lot of these stations picking us up.
[00:48:37.232 --> 00:48:39.073]  And that's the format that they're basically based on.
[00:48:39.834 --> 00:48:41.716]  We're breaking the biggest news in our history here.
[00:48:42.807 --> 00:48:43.908]  We have an example of this.
[00:48:44.489 --> 00:48:47.954]  I never tell Owen Troyer what to cover or what to talk about.
[00:48:49.055 --> 00:48:50.117]  I just saw him during the break.
[00:48:51.739 --> 00:48:52.961]  He's getting ready in his office.
[00:48:53.101 --> 00:48:53.642]  I cornered him.
[00:48:55.435 --> 00:48:56.876]  And I said, this is the biggest news ever.
[00:48:56.896 --> 00:48:58.037]  I know you got a guest in.
[00:48:58.077 --> 00:48:58.698]  It's going to be great.
[00:48:59.279 --> 00:49:00.239]  I want you to hammer this.
[00:49:00.279 --> 00:49:01.200]  He says, absolutely.
[00:49:01.220 --> 00:49:01.701]  We're already on it.
[00:49:02.321 --> 00:49:04.643]  So I hire people because I know they're smart.
[00:49:04.664 --> 00:49:05.184]  I love them.
[00:49:05.204 --> 00:49:06.225]  And they got great instincts.
[00:49:06.725 --> 00:49:07.586]  And I just turn them loose.
[00:49:08.367 --> 00:49:13.932]  But for me to go corner one of our hosts and say, you will cover this, shows you how big this is.
[00:49:14.693 --> 00:49:15.554]  He's like, yeah, we're already on it.
[00:49:19.577 --> 00:49:20.818]  There's a lot of pieces to this.
[00:49:21.874 --> 00:49:30.558]  They were already, after Trump got into office, they left, stayed behind networks or the bureaucracy in the deep state to not follow what Trump said and undermine things.
[00:49:30.919 --> 00:49:32.880]  And we chose the legislation, how they did it.
[00:49:33.420 --> 00:49:36.902]  I got memos to Trump, warned him, that's why they went crazy in 2017.
[00:49:37.302 --> 00:49:39.683]  Came after me because I was talking to Trump on a routine basis.
[00:49:40.023 --> 00:49:41.004]  He had good people around him.
[00:49:41.024 --> 00:49:47.207]  We were getting, I had law firms writing him breakdowns of how Obama kept people behind, how they stayed in the government.
[00:49:47.227 --> 00:49:50.729]  You know, they indicted Flynn trying to stop it.
[00:49:52.039 --> 00:49:58.042]  So as an American citizen, I was doing everything I could, having a connection to the POTUS, to do that.
[00:49:59.302 --> 00:50:01.303]  And I don't bring that up to insert myself in the story.
[00:50:01.363 --> 00:50:02.564]  I'm just saying we knew this was there.
[00:50:02.644 --> 00:50:03.885]  So this was going on.
[00:50:04.525 --> 00:50:06.246]  And then that group stayed in power.
[00:50:06.786 --> 00:50:12.208]  Trump got some of his people in, but the last few months, almost everybody resigned under threats or looking for new jobs.
[00:50:12.709 --> 00:50:15.590]  Even if they were, quote, conservative, most of them were opportunists looking for their next job.
[00:50:16.350 --> 00:50:17.411]  That's how the average person works.
