[00:00:00.000 --> 00:00:16.480]  [Outro]
[00:46:33.355 --> 00:46:34.535]  He runs a media organization.
[00:46:34.896 --> 00:46:37.477]  And so when the January 6th Committee subpoenas him...
[00:46:38.197 --> 00:46:41.180]  They're basically violating our First Amendment protections.
[00:46:41.460 --> 00:46:51.489]  The Department of Justice says not only is it investigating what happened inside the Capitol, but the conspirators and instigators who may have started this whole thing.
[00:46:51.689 --> 00:46:56.374]  Now the committees decided to shut down one of the most popular journalists on the right, Alex Jones.
[00:46:56.894 --> 00:46:57.494]  Yes, journalist.
[00:46:57.775 --> 00:47:00.456]  The House Committee investigating the deadly assault on the U.S.
[00:47:00.496 --> 00:47:05.740]  Capitol is subpoenaing Trump allies Roger Stone and conspiracy theorist Alex Jones.
[00:47:05.780 --> 00:47:09.382]  The committee says he helped organize the rally ahead of the riots.
[00:47:09.502 --> 00:47:14.025]  Alex Jones isn't simply innocent of inciting crime on January 6th.
[00:47:14.445 --> 00:47:19.428]  Alex Jones actively worked to prevent crimes from taking place on January 6th.
[00:47:21.049 --> 00:47:31.434]  We're not running interference for Alex Jones, and we're not guessing about it.
[00:47:31.554 --> 00:47:35.554]  We're here to take our rightful countrymen peacefully.
[00:47:35.554 --> 00:47:39.054]   We're not running interference for Alex Jones, and we're not guessing about it.
[00:47:39.054 --> 00:47:40.554]  We happen to know this for a fact.
[00:47:40.554 --> 00:47:45.054]  We need to not have a confrontation with the police.
[00:47:45.054 --> 00:47:46.554]  We're going to make that the story.
[00:47:46.554 --> 00:47:54.554]   Alex Jones is a journalist the same as Brian Stelter and Jake Tapper and Don Lemon are.
[00:47:55.165 --> 00:47:55.745]  Absolutely.
[00:47:55.765 --> 00:47:58.247]  I was about to say the same thing.
[00:47:58.287 --> 00:47:59.328]  Don't insult Alex that way.
[00:47:59.388 --> 00:48:01.529]  Well yeah, Alex Jones never lied us into a war.
[00:48:01.989 --> 00:48:02.710]  Right, right, right.
[00:48:02.750 --> 00:48:03.390]  True.
[00:48:03.490 --> 00:48:05.392]  Alex Jones never bought the Russia hoax.
[00:48:05.572 --> 00:48:06.493]  Not for a second.
[00:48:07.253 --> 00:48:12.216]  And if Jones sat down with Tony Fauci, he would ask him real questions, just as journalists are supposed to do.
[00:48:12.276 --> 00:48:13.836]  He wouldn't just slobber all over him.
[00:48:14.357 --> 00:48:15.977]  Epstein, he was way ahead with that.
[00:48:16.218 --> 00:48:18.439]  He told me about Epstein a decade ago.
[00:48:18.859 --> 00:48:20.760]  Alex detailed all of that.
[00:48:21.420 --> 00:48:23.441]  Alex Jones, Info Wars.
[00:48:23.861 --> 00:48:29.404]  The media has tarnished him with all sorts of name-calling, conspiracy theorists, bomb-thrower.
[00:48:29.844 --> 00:48:34.668]   The one thing that I know about this gentleman, Alex Jones, is that He loves this country.
[00:48:35.268 --> 00:48:37.691]  He is as smart as a whip.
[00:48:37.831 --> 00:48:44.598]  He absolutely believes in what he believes in, and he also does his research and his homework.
[00:48:44.918 --> 00:48:51.784]   Cooly compare Hotez's views on COVID to, say, Alex Jones's views on COVID and ask yourself, Who's saner?
[00:48:52.205 --> 00:48:53.145]  It's not even close.
[00:48:53.485 --> 00:48:56.267]  He's incredibly detailed in his research.
[00:48:56.627 --> 00:48:57.747]  He loves this country.
[00:48:57.807 --> 00:48:58.768]  He is a patriot.
[00:48:59.088 --> 00:49:03.310]  And he's somebody who we better listen to, or others in this country better listen to.
[00:49:03.370 --> 00:49:06.492]  Is it a stretch to say that Tucker Carlson is the new Alex Jones?
[00:49:06.672 --> 00:49:08.192]  There are no vaccine passports!
[00:49:08.212 --> 00:49:08.833]  That's insane!
[00:49:08.873 --> 00:49:10.273]  That's Alex Jones stuff!
[00:49:10.774 --> 00:49:15.774]   And by the way, just so you know, as proof, if you want to get a job, you'll need your vaccine papers.
[00:49:36.774 --> 00:49:40.774]  Infowars, the most banned network in the world.
[00:49:41.774 --> 00:49:44.774]  [Opera music]
[00:49:44.774 --> 00:49:50.774]  [Opera music]
[00:49:51.320 --> 00:50:01.246]  From the front lines of the information war, it's Alex Jones.
[00:50:02.107 --> 00:50:04.208]  Here we are my friends on this Saturday, March 12th.
[00:50:06.086 --> 00:50:07.167]  2022 transmission.
[00:50:08.528 --> 00:50:12.393]  And the world is on the verge of thermal nuclear war.
[00:50:13.945 --> 00:50:15.485]  Joe Biden got that right.
[00:50:15.546 --> 00:50:23.288]  It's good to hear something come out of the puppet's mouth that isn't a total lie, like he has, quote, nothing to do with energy prices going up.
[00:50:23.328 --> 00:50:27.449]  We have clips of him saying they were going to raise the price of carbon so you couldn't use it.
[00:50:28.269 --> 00:50:30.110]  But here is Biden.
[00:50:30.870 --> 00:50:36.472]  Clip two says NATO versus Russia would be World War Three.
[00:50:37.092 --> 00:50:39.153]  And that's exactly where we're going with the developments.
[00:50:39.173 --> 00:50:39.573]  Here it is.
[00:50:40.593 --> 00:50:43.694]  We'll defend every single inch of NATO territory.
[00:50:44.321 --> 00:50:51.325]  With the full might of the united and galvanized NATO, we will not fight a war against Russia in Ukraine.
[00:50:52.125 --> 00:51:00.750]  The direct confrontation between NATO and Russia is World War III, something we must strive to prevent.
[00:51:01.631 --> 00:51:05.793]  But we already know Putin's war against Ukraine will never be a victory.
[00:51:06.661 --> 00:51:08.682]  He hoped to dominate Ukraine without a fight.
[00:51:08.722 --> 00:51:09.262]  He failed.
[00:51:09.683 --> 00:51:12.024]  He hoped to fracture European resolve.
[00:51:12.064 --> 00:51:12.564]  He failed.
[00:51:12.604 --> 00:51:14.685]  He hoped to weaken the transatlantic alliance.
[00:51:14.885 --> 00:51:15.485]  He failed.
[00:51:15.946 --> 00:51:19.567]  He hoped to split apart American democracies in terms of our positions.
[00:51:19.627 --> 00:51:20.208]  He failed.
[00:51:21.148 --> 00:51:22.469]  The American people are united.
[00:51:22.969 --> 00:51:23.990]  The world is united.
[00:51:24.510 --> 00:51:26.291]  And we stand with the people of Ukraine.
[00:51:26.751 --> 00:51:31.753]  We will not let autocrats and would-be emperors dictate the direction of the world.
[00:51:32.474 --> 00:51:34.775]  Democracies are rising to meet this moment.
[00:51:35.518 --> 00:51:39.341]  Rallying the world to the side of peace and the side of security.
[00:51:40.162 --> 00:51:43.605]  We're showing our strength and we will not falter.
[00:51:44.626 --> 00:51:46.007]  God bless all of you.
[00:51:46.187 --> 00:51:48.790]  God bless Ukraine and God bless our troops.
[00:51:53.382 --> 00:51:56.723]  God bless our troops, because we're at war with Russia right now, in a proxy war.
[00:51:57.303 --> 00:51:57.504]  U.S.
[00:51:57.524 --> 00:52:01.805]  forces have been there, they're there, helping train them with the weapons, helping deliver the weapons.
[00:52:02.305 --> 00:52:03.826]  And that's the big announcement right here.
[00:52:04.446 --> 00:52:09.568]  Russia threatens attack on NATO weapons shipments to Ukraine as legitimate targets.
[00:52:09.968 --> 00:52:15.110]  Says they'll blow up any planes landing or any convoys coming in with NATO forces in them.
[00:52:16.738 --> 00:52:20.500]  And they're warning the West, stop doing it, stop dumping the weapons.
[00:52:20.940 --> 00:52:22.541]  And I don't just believe articles when I read them.
[00:52:22.561 --> 00:52:27.744]  I went and checked the Russian news in English, and sure enough, they were actually saying that.
[00:52:28.665 --> 00:52:31.126]  So, what's the parallel there?
[00:52:31.886 --> 00:52:37.830]  Well, the sinking of the RMS Lusitania.
[00:52:42.192 --> 00:52:43.393]  And what did the Germans do?
[00:52:45.114 --> 00:52:57.452]   They put Full-page ads in newspapers across the U.S., but particularly in the New York Times, saying, do not sail on this ship.
[00:52:58.413 --> 00:52:59.233]  They gave them a month.
[00:52:59.614 --> 00:53:06.014]   They ran the ads day after day for a huge sum of money, even at that time it was massive,
[00:53:06.014 --> 00:53:13.373]   saying if you sail on that ship that was a cruise liner, we are going to sink it.
[00:53:13.373 --> 00:53:22.173]  And they sunk it.
[00:53:22.397 --> 00:53:23.078]  There's the notice.
[00:53:24.158 --> 00:53:27.859]  Are you intending travelers to embark on the Atlantic voyage?
[00:53:29.920 --> 00:53:33.902]  Well, we remind you that you're at war with Germany and we're at war with Great Britain.
[00:53:35.662 --> 00:53:41.645]  And they're flying a non-military flag, but they're a military ship carrying weapons and munitions.
[00:53:41.685 --> 00:53:42.405]  We're going to sink it.
[00:53:44.293 --> 00:53:45.534]  And the rest is history.
[00:53:45.594 --> 00:54:21.263]   So if the Russians think giving notice is going to stop war propaganda, when those 18 wheelers and those aircraft coming into Ukraine full of Stinger missiles, Javelin missiles, and many other weapons, grenade launchers, ammunition, heavy machine guns, rocket launchers, If Russia thinks that that's going to matter in the news when a bunch of U.S.
[00:54:21.283 --> 00:54:24.125]  troops or other troops get killed from NATO countries, think again.
[00:54:24.366 --> 00:54:29.550]  I mean, history repeats itself, folks, over and over and over again.
[00:54:33.394 --> 00:54:37.798]  Now that's just one article out of the stack, and it just gets more insane from there on out.
[00:54:38.259 --> 00:54:42.259]   And I try to tell my friends and family and people, they go, "Man, why are you so upset?"
[00:54:42.259 --> 00:54:52.989]   And my wife said last night, I was sitting there talking to her and I started, I didn't really yell, but I said, "Listen
[00:54:52.989 --> 00:54:57.259]   to me, there's probably going to be a major war. We got to stop worrying about stupid stuff and get ready."
[00:54:57.402 --> 00:55:05.487]  And she said, and I wasn't on drugs, wasn't drinking, she said, I've never seen your eyes, you know, it was a lit room, go almost completely black.
[00:55:05.527 --> 00:55:06.747]  She goes, what the hell was that?
[00:55:07.107 --> 00:55:08.548]  And I don't know, that's just how mad I got.
[00:55:08.568 --> 00:55:10.109]  I don't even know what that means physiologically.
[00:55:10.889 --> 00:55:15.812]  But that's the level that I'm personally concerned and upset.
[00:55:17.820 --> 00:55:19.741]  Because, I mean, my spider sense is broken.
[00:55:20.061 --> 00:55:25.242]  I mean, like, you know, the gauge is so powerful, it's slamming the needle, that it's just, like, stuck over there.
[00:55:26.122 --> 00:55:41.486]  And we just got to leave this to God and just pray for peace, folks, because, you know, the Israeli Prime Minister, President, went over there, and everybody's mad at him for secretly trying to get Ukraine to capitulate.
[00:55:43.550 --> 00:55:45.031]  And they're saying he's a traitor and stuff.
[00:55:45.591 --> 00:55:47.593]  No, he doesn't want a nuclear war.
[00:55:47.653 --> 00:55:48.353]  He's not stupid.
[00:55:50.454 --> 00:55:53.957]  And the other leaders don't have the courage, and I'm not getting involved in Israeli politics.
[00:55:53.977 --> 00:55:56.318]  A lot of people hate this Israeli leader.
[00:55:56.338 --> 00:55:57.519]  I just try to stay out of it.
[00:55:58.339 --> 00:56:06.565]  But I'll tell you this, I certainly agree with the transcripts that have been released by NATO, because he told NATO he was going in.
[00:56:06.585 --> 00:56:07.285]  He met with Putin.
[00:56:08.226 --> 00:56:10.087]  He went and met with the Ukrainian leader.
[00:56:12.913 --> 00:56:15.014]  And he said, listen, you're going to lose this war.
[00:56:16.035 --> 00:56:21.577]  Russia's going to keep pumping troops in and Putin has only done surgical strikes so far.
[00:56:21.617 --> 00:56:22.938]  So you think you're killing a bunch of his troops?
[00:56:23.338 --> 00:56:27.380]  That's because he doesn't want to kill a bunch of civilians, but you're going to make him do it.
[00:56:28.161 --> 00:56:29.701]  And so you need to just give up now.
[00:56:29.721 --> 00:56:33.783]  We need to make this a buffer zone because the Israelis are spying on Putin.
[00:56:34.064 --> 00:56:36.665]  They know Putin doesn't plan to expand anywhere past this.
[00:56:37.725 --> 00:56:40.667]  And if he does, we're going to end up with World War III like World War II.
[00:56:43.524 --> 00:56:46.225]  So, that's what's going on, ladies and gentlemen.
[00:56:46.245 --> 00:56:47.646]  This is extremely dangerous.
[00:56:49.827 --> 00:57:06.895]  Now, I've had a lot of listeners ask me, and I had three men in a gas station today, to the clerks, and I guess the owner was there and came out of the back, gas station, grocery store, I was in, and they all were asking, well, who's good?
[00:57:06.935 --> 00:57:07.375]  Who's bad?
[00:57:07.415 --> 00:57:07.975]  Is it Putin?
[00:57:08.035 --> 00:57:08.715]  Is it America?
[00:57:08.795 --> 00:57:09.456]  Is it Ukraine?
[00:57:10.689 --> 00:57:12.631]  And I'm like, listen, we need to stop thinking like that.
[00:57:12.671 --> 00:57:14.011]  I kind of held court for five minutes.
[00:57:15.152 --> 00:57:17.034]  And I said, to the Russians, they're right.
[00:57:17.174 --> 00:57:19.495]  And to the Ukrainians that don't want to be under Russian control, they're right.
[00:57:20.656 --> 00:57:25.960]  But it's where Russia was created until Lenin gave it away and made it its own country.
[00:57:26.480 --> 00:57:28.021]  For a thousand years, it had been Russia.
[00:57:28.041 --> 00:57:28.902]  It's where Russia started.
[00:57:29.622 --> 00:57:33.944]   So it's like saying, Is Plymouth Rock part of America?
[00:57:34.004 --> 00:57:42.067]  Well, yeah, since the country was a colony, since it was found, since the first settlers landed 400, 500 years ago, 400-something years ago.
[00:57:42.727 --> 00:57:47.269]  So when I say those things, it doesn't mean I agree with Putin invading.
[00:57:47.349 --> 00:57:49.570]  It doesn't mean I'm for this war.
[00:57:50.050 --> 00:57:58.773]  I'm simply saying you've got to address it from a perspective of why this is going on and why did NATO tell them, go ahead and give up your nukes to Russia?
[00:57:59.875 --> 00:58:02.479]  Well, because Europe didn't want another country with nukes.
[00:58:04.021 --> 00:58:05.343]  But then they gave up their nukes.
[00:58:07.666 --> 00:58:15.758]  And then NATO started playing games with them and giving them weapons and encouraging them for more than a decade to have a war with Russia and completely break away.
[00:58:16.710 --> 00:58:20.674]  And so now a tug of war has begun with Russia, and this is very important.
[00:58:20.694 --> 00:58:21.535]  Please listen to me on this.
[00:58:22.316 --> 00:58:29.123]  If you go back and you see the clips, Tucker Carlson did a great job of this, because I remembered all this, but I hadn't thought to put it together.
[00:58:29.363 --> 00:58:36.671]  He did a great job, like Tuesday or Wednesday, where he went in his monologue and got clips going back a decade saying, Russia's our enemy.
[00:58:38.101 --> 00:58:45.226]  And we're going to have a war with Russia over Ukraine, and we've got to give weapons to Ukraine, and we've got to overthrow the Russian-backed president.
[00:58:45.467 --> 00:58:46.267]  That was eight years ago.
[00:58:46.747 --> 00:58:57.275]  And just the whole history of that, not just three, four years ago, Lindsey Graham saying, we've got to fight them over there and over here, and they're our enemy, and we need to fund missile attacks on the Russian border.
[00:58:58.576 --> 00:58:59.777]  Adam Schiff and all the rest of it.
[00:59:00.097 --> 00:59:01.578]  That's two, three, four, five years ago.
[00:59:02.039 --> 00:59:10.305]  You go back a decade ago, George Soros and them have been in there planning this and getting this ready for a tug-of-war like a dog.
[00:59:10.365 --> 00:59:11.366]  Oh, you want this toy?
[00:59:11.546 --> 00:59:12.186]  You can't have it.
[00:59:12.387 --> 00:59:12.907]  Can't have it.
[00:59:13.127 --> 00:59:13.608]  Can't have it.
[00:59:13.848 --> 00:59:19.912]  And that's why I said, because I thought Putin would be smarter than this, three weeks ago, I got this wrong.
[00:59:19.952 --> 00:59:20.993]  I get things wrong occasionally.
[00:59:21.153 --> 00:59:21.554]  We all do.
[00:59:21.934 --> 00:59:27.158]  I said, I think if he does invade, he's just going to take the breakaway region in the east that's been under attack.
[00:59:28.587 --> 00:59:32.309]  And then once the Russians went in, the Russians said, well, the Ukrainians are firing back at us.
[00:59:32.609 --> 00:59:34.630]  Well, that's the classic way these wars expand.
[00:59:36.231 --> 00:59:44.475]  And so the same thing is going to happen when the Russians start blowing up these supply lines of heavy weapons rolling in out of Poland.
[00:59:45.596 --> 00:59:52.319]  And if you're Russia, that's the default position when you're getting slaughtered with high-tech weapons.
[00:59:55.421 --> 01:00:05.462]   So, Putin can't pull out now, it's not just a face-saving issue, because now Ukraine will become super-militarized against Russia.
[01:00:08.024 --> 01:00:15.290]  And he can't let more weapons come in, and he's not going to win this war without taking the gloves off.
[01:00:15.531 --> 01:00:20.286]   And you know, when Colonel McGregor and others say that, people go, He wants them to take their gloves off.
[01:00:20.346 --> 01:00:25.908]  No, he's giving you a real play-by-play of what's going on from the perspective of the quote, enemy.
[01:00:26.408 --> 01:00:32.251]  See, real stuff in the real world, I'm talking to leftists out there who don't know this, is about looking at the perspective of other people.
[01:00:32.271 --> 01:00:37.493]  That's how you win wars, is you get inside the enemy's head, you think like they do, you understand what they're going to do.
[01:00:39.254 --> 01:00:47.758]  And I'm not saying the Russians are the enemy, I'm saying from the perspective of NATO, or from Colonel McGregor, when he's on Tucker talking about it.
[01:00:49.671 --> 01:00:53.233]  So, here's the bottom line.
[01:00:53.613 --> 01:00:54.754]  And I don't think you need me to tell you this.
[01:00:54.794 --> 01:00:55.514]  I think everybody knows this.
[01:00:55.694 --> 01:00:56.795]  This is going to get a lot worse.
[01:00:58.176 --> 01:00:59.296]  And it's a pissing contest.
[01:00:59.476 --> 01:01:04.659]  And nobody ever said that, you know, that the slobs in a war are wimps.
[01:01:04.719 --> 01:01:05.860]  They're just going to keep killing each other.
[01:01:06.240 --> 01:01:10.602]  So it's like the Nazis killed over 15 million troops trying to subdue Russia.
[01:01:10.622 --> 01:01:11.423]  15 million people, folks.
[01:01:12.940 --> 01:01:15.343]  15 million of the German losses fighting the Russians.
[01:01:15.643 --> 01:01:20.168]  The Nazis killed 20 plus million Russians.
[01:01:22.090 --> 01:01:28.889]   So if you think it's in the Russian DNA to give up, or it's in the Ukrainian DNA to give up,
[01:01:28.889 --> 01:01:32.009]   they're the ones that stopped the Muslims and all the rest of the groups invading.
[01:01:32.009 --> 01:01:38.809]  If you think it's going to happen, no.
[01:01:38.921 --> 01:01:45.226]  They're just going to keep killing each other, and killing each other, and killing each other in a mindless, idiotic, pissing contest.
[01:01:45.927 --> 01:01:52.192]  And basically, NATO put two pit bulls in a pit together, and then you wonder why they're killing each other.
[01:01:53.399 --> 01:02:06.643]  So I don't want America to stick its hand down in the middle of that and get chewed off, but then also I'm even more pissed off at the globalists who run my country and who want to occupy Russia the same way, and who have occupied Ukraine, who are doing this to our world.
[01:02:06.763 --> 01:02:20.944]   So, on the hierarchy of bad guys here, The Eastern establishment who all want to be powerful and in control and all the inbred bluebloods, almost every damn one of them is a pedophile, or worse.
[01:02:21.424 --> 01:02:26.808]  I mean, you're talking 10th, 20th generation wealth, scum, unsurpassed.
[01:02:27.548 --> 01:02:30.910]  Those of you that aren't evil, you can't even imagine these people.
[01:02:32.431 --> 01:02:34.052]  They are unbelievable.
[01:02:37.274 --> 01:02:41.117]  And what Satan hates is the family and the man and the woman and the children.
[01:02:42.196 --> 01:02:48.601]  And you look at people like Kissinger, you look at people like Soros, they're just gophers for people like David Rockefeller.
[01:02:51.543 --> 01:02:56.507]  And the Rothschilds, who almost every time they pose for a photo, it's with devil worshipper stuff.
[01:02:56.527 --> 01:02:57.308]  I mean, look at this guy.
[01:02:57.508 --> 01:03:01.211]  This is a guy that supplies children to British Prime Ministers and to Prince Charles.
[01:03:01.351 --> 01:03:01.691]  On record!
[01:03:05.294 --> 01:03:07.536]  And again, he likes to kill them and then have sex with them.
[01:03:08.596 --> 01:03:09.057]  Him and, uh...
[01:03:10.216 --> 01:03:16.540]  That particular Lord, uh, look it up for yourself.
[01:03:16.900 --> 01:03:17.461]  I know the name.
[01:03:17.501 --> 01:03:19.602]  I just, this is unbelievable.
[01:03:20.282 --> 01:03:22.504]  Yeah, that's the high priestess of Aleister Crowley-ism.
[01:03:22.524 --> 01:03:25.826]  I mean, look at that arrogant, ugly thing.
[01:03:26.506 --> 01:03:28.608]  They all worship her because she's supposedly so evil.
[01:03:28.668 --> 01:03:29.888]  The devil loves her so much.
[01:03:29.928 --> 01:03:30.529]  What a joke.
[01:03:31.189 --> 01:03:38.554]  And then you've got Rothschild right there and they're posing behind a famous painting of what Lucifer summoning his legions.
[01:03:40.796 --> 01:03:43.237]  Yes, scroll up if you can, show them that.
[01:03:43.357 --> 01:03:44.618]  Alright, I said I'd stop preaching.
[01:03:45.418 --> 01:03:47.059]  Hey, we've gotten through two articles, okay?
[01:03:47.059 --> 01:03:49.059]  So I'm doing my best here.
[01:03:49.059 --> 01:04:03.327]   So Nobody wants a nuclear war except the really twisted globalists
[01:04:03.327 --> 01:04:06.938]   and and and even most of their ranks don't want to go there at this point
[01:04:06.938 --> 01:04:07.938]  .
[01:04:08.070 --> 01:04:09.731]  So why are we in so much danger of it?
[01:04:10.987 --> 01:04:21.351]  Because of tit-for-tats like the Russians are now saying they're going to do, blowing up convoys and aircraft coming in and doing weapons deliveries.
[01:04:21.871 --> 01:04:29.174]  And then it's going to be Russians blow up convoy with Polish, British, German, U.S.
[01:04:29.214 --> 01:04:29.675]  drivers.
[01:04:30.315 --> 01:04:34.817]  And I know for a fact there are U.S.
[01:04:34.937 --> 01:04:40.619]  Special Operations troops in Poland and in Ukraine right now.
[01:04:45.006 --> 01:05:07.762]  And they're fighting the little green men, the Russians, who for eight years have been in a proxy war with NATO forces.
[01:05:08.422 --> 01:05:11.865]  And so Putin said, okay, we're losing this proxy war.
[01:05:13.004 --> 01:05:13.865]  You've been attacking us.
[01:05:13.885 --> 01:05:14.845]  You're shipping weapons in.
[01:05:14.925 --> 01:05:15.786]  I'm going to attack you.
[01:05:16.206 --> 01:05:20.569]  Under international law, and under what the U.S.
[01:05:20.609 --> 01:05:29.976]  would do if Russia was firing artillery into our border, Russia is allowed to do what they've done.
[01:05:30.296 --> 01:05:34.019]  But you see, I don't just say that to say that.
[01:05:34.139 --> 01:05:39.783]  I say that because that's historical reference points and something that's very arguable by the Russians.
[01:05:42.196 --> 01:05:47.417]  And you look at all the wars by the West and all the terrible things the West has done, and then now it's going to shake its finger at Russia.
[01:05:47.678 --> 01:05:50.118]  But then why am I upset by Putin going in there?
[01:05:50.478 --> 01:05:54.319]  Because it's a trap, like I said when this started three weeks ago.
[01:05:55.580 --> 01:05:59.141]  And Putin knows, if I know that the U.S.
[01:05:59.161 --> 01:06:06.712]   has been in there specifically, not just NATO, training stay-behind networks, And that's why they let the Russians come in.
[01:06:06.732 --> 01:06:14.135]  That's why they didn't blow up the bridges right away and didn't put out mines and didn't do all that because they were finally getting what they wanted, the Russians, to invade.
[01:06:16.676 --> 01:06:20.518]  And that's why Putin's finding out this didn't go as fast or as good as he thought it was going to go.
[01:06:20.838 --> 01:06:21.859]  And so now what does he do?
[01:06:23.980 --> 01:06:24.480]  Escalates.
[01:06:27.781 --> 01:06:28.782]  And then what else happens?
[01:06:32.564 --> 01:06:33.264]  What else happens?
[01:06:35.799 --> 01:06:38.120]  Well, now the West gets to censor everybody.
[01:06:38.660 --> 01:06:39.880]  And now it gets to surveil everybody.
[01:06:39.900 --> 01:06:43.721]  And now it gets to use its global currency controls and sanction powers.
[01:06:44.062 --> 01:06:51.424]  And what they already rolled out with COVID finished rolling out with this big, long, protracted war now that's going to go on for years.
[01:06:52.464 --> 01:07:08.909]  Even if Zelensky leaves, even if they sign some agreement, the Stay Behind Network, the rebel forces, all of this is going to go on, and then the Russians are going to have to start killing, and kidnapping, and torturing people to death, trying to make them stop, and then that's not going to make the Ukrainians give up.
[01:07:10.134 --> 01:07:12.815]  And they're going to fight back just like the Russians would if they were occupied.
[01:07:13.055 --> 01:07:13.856]  And it's never going to end.
[01:07:14.076 --> 01:07:18.618]  Because, yeah, Ukraine's where Russia started, and yeah, but people fight with their parents.
[01:07:19.138 --> 01:07:20.518]  And people fight with their brothers and sisters.
[01:07:20.639 --> 01:07:31.599]   And so they got seduced by NATO and NATO's in there and that's just the way it is.
[01:07:31.599 --> 01:07:36.039]   And so the same pig-headedness that got Putin to go in is now going to be the same pig-headedness
[01:07:36.039 --> 01:07:37.038]  of the Ukrainians.
[01:07:37.371 --> 01:07:48.378]  And the globalists are going to sit back and play this like a damn fiddle and take all of our rights and liberties and bankrupt the world economy and blame all of the other great reset supply chain breakdowns of two years.
[01:07:48.638 --> 01:07:49.999]  That's all a distant memory now.
[01:07:50.220 --> 01:07:51.580]  It's all about Vladimir Putin.
[01:07:51.961 --> 01:07:53.562]  Oh, and those evil Republicans.
[01:07:55.503 --> 01:07:56.764]  That supposedly worked for him.
[01:07:56.824 --> 01:07:57.424]  See how that works?
[01:07:57.485 --> 01:08:01.047]  And now we can all be shut down and attacked and lied about even further.
[01:08:01.327 --> 01:08:03.229]  And it's just a big, giant mess.
[01:08:03.569 --> 01:08:05.270]  Because war is good for tyranny.
[01:08:05.551 --> 01:08:06.852]  War is good for monopolies.
[01:08:07.132 --> 01:08:08.793]  War is good for corrupt elites.
[01:08:11.135 --> 01:08:11.735]  So I get it.
[01:08:11.996 --> 01:08:14.157]  Obviously, Russia's been surrounded.
[01:08:14.317 --> 01:08:15.838]  Obviously, Russia's being picked on.
[01:08:16.019 --> 01:08:17.600]  Obviously, Russia's been persecuted.
[01:08:18.000 --> 01:08:24.205]  Obviously, Russia's reforming and becoming more pro-family and rejecting the leftist poison that was in control of them.
[01:08:25.387 --> 01:08:26.688]  Obviously, they're enemy Soros.
[01:08:29.930 --> 01:08:39.917]  And Russia had the right policy of cutting its defense spending, going into organic farming, going into energy exploration and scientific exploration, and not getting in a fight.
[01:08:40.337 --> 01:08:41.538]  That policy was smart.
[01:08:42.138 --> 01:08:53.506]  And now, because they've been messed with so much, Putin finally went in and broke with his policy that had them so pissed at him that they couldn't trick him into a war.
[01:08:55.583 --> 01:08:57.144]  That Vladimir Putin was smart.
[01:08:57.544 --> 01:09:02.846]  This Vladimir Putin... I don't know.
[01:09:04.987 --> 01:09:05.807]  But I'll tell you this.
[01:09:08.988 --> 01:09:14.867]   The Ukrainians are run by a bunch of corrupt people and have been passed around by the
[01:09:14.867 --> 01:09:26.507]   Soviets and then passed around by the EU and all the oligarchs, and they've been occupied
[01:09:26.507 --> 01:09:27.507]  for 80 years.
[01:09:27.507 --> 01:09:31.347]  And so you can't blame them being such a mess.
[01:09:31.347 --> 01:09:35.347]  I mean, that country is a mess because of the corruption.
[01:09:35.347 --> 01:09:39.108]   And all they know is, are we going to side with NATO because it gives us more stuff up
[01:09:39.108 --> 01:09:44.188]   front but gets us into debt so they control us, or do we side with Russia?
[01:09:44.188 --> 01:09:46.148]  And it really comes down to that.
[01:09:46.148 --> 01:09:51.628]   The Ukrainians should just try to be neutral, but powerful forces aren't going to let them
[01:09:51.628 --> 01:09:52.628]  be neutral.
[01:09:52.628 --> 01:09:54.427]  They could be the new Switzerland.
[01:09:54.427 --> 01:09:55.548]  They could be the new Ireland.
[01:09:55.902 --> 01:10:00.990]  They could be the next big boom state with some good policies, like zero tax and stuff like that.
[01:10:01.190 --> 01:10:01.651]  But they're not.
[01:10:03.447 --> 01:10:09.489]  Trump went to Kim Jong-un and he said, you could build condos and high-rises and casinos and theme parks all down your coast.
[01:10:09.909 --> 01:10:12.850]  You have hundreds of billions of dollars of real estate.
[01:10:13.230 --> 01:10:16.711]  Look at Japan, where a two-bedroom apartment costs $5 million.
[01:10:16.751 --> 01:10:19.992]  He goes, you could have the Japanese moving here, everybody.
[01:10:20.212 --> 01:10:24.693]  Just free your people, industrialize your country, build some economic zones.
[01:10:24.733 --> 01:10:28.775]  Within 10 years, we can have you performing like South Korea.
[01:10:30.555 --> 01:10:31.555]  And he said, I want to do it.
[01:10:31.916 --> 01:10:32.896]  And Xi Jinping said, no.
[01:10:36.741 --> 01:10:45.584]  We'd rather keep you with only a few cities and electricity, with a million people starving to death a year, because China doesn't want a prosperous North Korea.
[01:10:46.264 --> 01:10:51.406]  And so it'll keep a little demonic joke in there, with that horrible evil military over all those people.
[01:10:54.707 --> 01:10:57.788]  The answer is Disneyland.
[01:10:57.868 --> 01:11:00.569]  And I don't mean the corrupt, leftist Disneyland, but you know what I mean.
[01:11:00.669 --> 01:11:03.390]  That's what Ukraine wants to be as a tourist destination.
[01:11:03.890 --> 01:11:06.051]  Ukraine wants to be an industry.
[01:11:07.038 --> 01:11:09.839]  They want to be a farming leader like they already are.
[01:11:10.219 --> 01:11:11.279]  People want land.
[01:11:11.319 --> 01:11:12.479]  They want beautiful places to live.
