[00:00:00.000 --> 00:00:00.500]  [Beep]
[00:24:50.482 --> 00:24:51.844]  You'll be with us next Tuesday.
[00:24:51.864 --> 00:24:54.586]  Actually, remotely, we'll cover the waterfront.
[00:24:54.647 --> 00:24:56.609]  But I know the general audience listens to you.
[00:24:56.649 --> 00:24:57.409]  They know about all this.
[00:24:57.429 --> 00:24:58.691]  They're like, why are you telling us again?
[00:24:59.211 --> 00:25:03.536]  Well, because a lot of people still don't know, and they're going to try to push this whole agenda.
[00:25:03.556 --> 00:25:05.057]  They're still trying to make the military take it.
[00:25:05.398 --> 00:25:07.360]  Blue cities are still trying to make the children take it.
[00:25:07.640 --> 00:25:08.781]  This fight is far from over.
[00:25:08.821 --> 00:25:09.682]  We're starting to win.
[00:25:09.702 --> 00:25:11.063]  We're getting major traction.
[00:25:11.083 --> 00:25:12.385]  But don't we need to push harder than ever?
[00:25:14.238 --> 00:25:14.718]  We do.
[00:25:14.959 --> 00:25:15.379]  It's clear.
[00:25:15.399 --> 00:25:21.083]  You know, I gave a press interview outside my hotel in Washington before I testified in the Senate.
[00:25:21.784 --> 00:25:27.128]  And, you know, one of the workers who worked at the hotel, she came up to me, she goes, what's all this about?
[00:25:27.228 --> 00:25:32.352]  I said, we're, you know, we're concerned about the vaccines that cause blood clots and heart damage.
[00:25:32.813 --> 00:25:34.074]  And she goes, I took two of these.
[00:25:34.154 --> 00:25:35.075]  I had no idea.
[00:25:35.695 --> 00:25:39.178]  So, Alex, there are still people out there that have no idea.
[00:25:39.218 --> 00:25:41.760]  They're just, you know, in their usual walks of life.
[00:25:42.492 --> 00:25:44.513]  And our government has betrayed them.
[00:25:44.893 --> 00:25:49.155]  Our government is not warning people what can happen with these shots.
[00:25:49.596 --> 00:25:58.100]  And the same people doing this, even if somebody's a sociopath that doesn't care about folks getting hurt, just because you know it's hurting you, you don't do it, it's going to break down society.
[00:25:58.160 --> 00:25:59.821]  The same people doing it are going to expand this.
[00:26:00.161 --> 00:26:01.161]  They're going to make it forced.
[00:26:01.181 --> 00:26:01.782]  They already are.
[00:26:01.862 --> 00:26:04.463]   We've got The Twitter files are going to be a bombshell.
[00:26:04.503 --> 00:26:05.363]  There's no doubt about it.
[00:26:05.222 --> 00:26:10.182]   I know you wanted to hit on how big the Twitter files are and why Fauci is really so scared
[00:26:10.182 --> 00:26:13.542]   and now the White House is saying he's sacrosanct, cannot be criticized.
[00:26:13.542 --> 00:26:15.022]  So he says he's science.
[00:26:15.022 --> 00:26:18.542]  I thought the nature of science was challenged.
[00:26:18.542 --> 00:26:19.782]  Fauci is really concerned right now.
[00:26:19.782 --> 00:26:22.462]  What do you expect to come out of these Twitter files?
[00:26:22.462 --> 00:26:25.623]  The Twitter files are going to be a bombshell.
[00:26:25.623 --> 00:26:27.422]  There's no doubt about it.
[00:26:27.422 --> 00:26:32.741]   We learned through American First Legal that the CDC was actively meeting with Twitter,
[00:26:32.741 --> 00:26:37.942]   figuring out which accounts to censor, shadowban, how to channel information to give a message
[00:26:37.942 --> 00:26:44.062]   that's only positive on the vaccines, that is to suppress any information on treatment.
[00:26:44.405 --> 00:26:47.386]  Look, 98% of people wanted me on Twitter, Alex.
[00:26:47.446 --> 00:26:53.649]  It's clear that I was giving the world a fair, balanced analysis of what's going on.
[00:26:54.249 --> 00:26:54.829]  And you're right.
[00:26:55.069 --> 00:27:00.292]  Yesterday, Anthony Fauci said that Twitter is a, quote, cesspool of information.
[00:27:00.973 --> 00:27:04.754]  Well, I can tell you the CDC was taking Twitter very seriously.
[00:27:04.774 --> 00:27:06.094]  It wasn't a cesspool at all.
[00:27:06.655 --> 00:27:10.175]  In fact, it was a valuable source of scientific information.
[00:27:10.656 --> 00:27:13.556]  And then finally, I've had my day and I'm back on Twitter.
[00:27:13.616 --> 00:27:15.577]  I'm going to help other scientists go on.
[00:27:16.017 --> 00:27:23.239]  Jay Bhattacharya, who's in my frequent contributor group at Fox News, Jay was invited to go into the Twitter headquarters.
[00:27:23.719 --> 00:27:25.561]  And hopefully he made an impact.
[00:27:25.601 --> 00:27:26.301]  I think he did.
[00:27:26.742 --> 00:27:30.224]  Now, Jay has been one of the authors of the Great Barrington Declaration.
[00:27:30.265 --> 00:27:38.811]  He's really been focused on public health measures, lockdowns, masks, and just appropriate precautions for our seniors.
[00:27:39.372 --> 00:27:41.994]  But Bhattacharya has been directly attacked by Fauci.
[00:27:42.855 --> 00:27:47.939]  Bhattacharya must have made the case to let myself, other eminent scientists, back on Twitter.
[00:27:48.739 --> 00:27:56.730]   And I'm going to continue the same, just bringing the world the truth And, you know, I reflexively do it across all the platforms.
[00:27:56.810 --> 00:28:00.451]  I've built up Getter, TruSocial, Substack, and Telegram.
[00:28:00.811 --> 00:28:05.793]  Alright, well, regardless if Musk isn't letting me back, he's still a hero for what he's doing.
[00:28:05.853 --> 00:28:08.073]  I cannot deny the fruits of the tree.
[00:28:08.774 --> 00:28:11.394]  And I like the direction he's moving in, so we should all support him in exactly.
[00:28:11.455 --> 00:28:18.257]  Meeting with prominent, respected scientists, and then freeing the other prominent scientists is critical to freedom on this planet.
[00:28:18.337 --> 00:28:21.118]   Dr. Peter McCullough, I really appreciate you.
[00:28:21.138 --> 00:28:23.379]  People can find you at drpetermccullohmd.com.
[00:28:23.719 --> 00:28:32.284]  I know you've also launched with some prominent folks a one-stop online medical consultation and prescription system that I know we're really promoting.
[00:28:32.304 --> 00:28:33.025]  How do people find that?
[00:28:34.568 --> 00:28:36.049]  It's the wellness company.
[00:28:36.149 --> 00:28:39.893]  It is a nationwide alternative health system platform.
[00:28:40.273 --> 00:28:42.375]  Go to TWC.health.
[00:28:43.155 --> 00:28:43.636]  Sign up.
[00:28:43.736 --> 00:28:50.642]  It's $10 a month for the cell phone app, access to doctors, medications, exemptions from taking the vaccine.
[00:28:51.002 --> 00:28:53.024]  This is what a lot of people are looking for.
[00:28:53.464 --> 00:28:55.706]  Alex, your show has been a wonderful supporter.
[00:28:55.786 --> 00:28:56.166]  That's right.
[00:28:56.186 --> 00:28:57.488]  The truth will set us free.
[00:28:57.528 --> 00:28:58.108]  Thank you, doctor.
[00:28:58.128 --> 00:28:58.889]  Talk to you next Tuesday.
[00:29:00.681 --> 00:29:02.864]  Look, it's not hype when you've delivered.
[00:29:03.725 --> 00:29:05.828]  And InfoWars has been the tip of spear against tyranny.
[00:29:05.848 --> 00:29:11.475]  And when it comes to products we sell to fund our operation, they're just like our news and information.
[00:29:11.936 --> 00:29:14.119]  They are powerful and they change the world.
[00:29:14.940 --> 00:29:20.302]  Real Red Pill Plus is one of our top sellers, but for over two years, it's been sold out because of supply chain breakdowns.
[00:29:20.662 --> 00:29:23.063]  It's finally back in stock.
[00:29:23.383 --> 00:29:25.004]  We're 50% off at InfoWarshaw.com.
[00:29:25.044 --> 00:29:30.606]  Now, in the limited time we have, I can't get into all the ingredients that are in it, but this sucker is amazing.
[00:29:30.986 --> 00:29:35.728]  Look for yourself at how loaded each bottle is, ladies and gentlemen.
[00:29:36.288 --> 00:29:40.210]  Every one of these will supercharge your day and everything you do.
[00:29:40.630 --> 00:29:43.511]  Just look at the Preglanone that we've got that's in this product.
[00:29:44.091 --> 00:29:52.994]  Get your Real Red Pill Plus, a proprietary product nobody else has, exclusively back in stock for 50% off at InfoWarsTore.com.
[00:29:53.414 --> 00:29:56.636]  This is as close as the Matrix Red Pill as you're gonna get.
[00:29:56.996 --> 00:30:00.417]  Red Pill Plus, 50% off, InfoWarsTore.com.
[00:30:01.277 --> 00:30:04.658]  In the beginning, God created the heaven and the earth.
[00:30:05.979 --> 00:30:11.321]  And the earth was without form, and void, and darkness was upon the face of the deep.
[00:30:12.694 --> 00:30:19.458]  And the Spirit of God moved upon the face of the waters, and God said, Let there be light.
[00:30:20.259 --> 00:30:21.119]  And there was light.
[00:30:22.160 --> 00:30:23.221]  And God saw the light.
[00:30:24.161 --> 00:30:27.343]  They was good, and divided the light from the darkness.
[00:30:32.026 --> 00:30:39.091]  And God called the late day, and the darkness He called night, and the evening and the morning were the first day.
[00:30:40.567 --> 00:30:46.332]  And God said, let there be a firmament in the midst of the waters, and let it divide the waters from the waters.
[00:30:47.733 --> 00:30:57.521]  And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament.
[00:30:57.641 --> 00:30:58.021]  And it was so.
[00:30:58.041 --> 00:30:59.002]  And God called the firmament Heaven.
[00:31:00.027 --> 00:31:02.509]  And the evening and the morning was the second day.
[00:31:04.030 --> 00:31:09.113]  And God said, Let the waters of the heavens be gathered together into one place.
[00:31:09.213 --> 00:31:11.734]  And let the dry land appear, and it was so.
[00:31:12.855 --> 00:31:14.796]  And God called the dry land Earth.
[00:31:15.957 --> 00:31:18.979]  And the gathering together of the waters called East Sea.
[00:31:18.999 --> 00:31:22.021]  And God saw that it was good.
[00:31:23.762 --> 00:31:32.921]   And from the crew of Apollo 8, We close with good night, good luck, a merry Christmas, and God bless all of you.
[00:31:33.421 --> 00:31:35.421]  All of you on the good earth.
[00:32:00.980 --> 00:32:03.701]   I've taken a lot of supplements over the years, since high school.
[00:32:04.117 --> 00:32:05.017]  And they had great effects.
[00:32:05.617 --> 00:32:08.519]  And the science has gotten better and better and better over the years.
[00:32:09.319 --> 00:32:19.845]  And now with all the things we're bombarded with, and the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural male potential.
[00:32:20.145 --> 00:32:21.506]  These products work great for women as well.
[00:32:22.106 --> 00:32:24.267]  Ladies and gentlemen, we have Pain MD.
[00:32:24.507 --> 00:32:26.608]  It's a number one national bestseller under another name.
[00:32:26.989 --> 00:32:32.452]  We got it discounted for 40% off at InfoWarsTore.com under the label InfoWars Platinum.
[00:32:32.792 --> 00:32:34.473]  We've also got HGH Max Boost.
[00:32:35.053 --> 00:32:35.713]  Read all about it.
[00:32:36.354 --> 00:32:37.354]  Be very safe with it.
[00:32:37.694 --> 00:32:40.856]  I'd take only a fraction of what they say at first and take it before you go to bed at night.
[00:32:41.136 --> 00:32:42.637]  Don't do it during the day.
[00:32:42.657 --> 00:32:45.198]  1776 testosterone boost.
[00:32:45.658 --> 00:32:46.419]  Totally incredible.
[00:32:46.739 --> 00:32:47.479]  Go read about them.
[00:32:47.659 --> 00:32:48.460]  Learn more about them.
[00:32:48.800 --> 00:32:53.505]  At InfoWarsStore.com in the InfoWars Platinum section.
[00:32:53.726 --> 00:33:00.293]  And you get 40% off on these already best-selling products under the new name InfoWars Platinum.
[00:33:02.895 --> 00:33:08.734]   Leading a frontal assault on the lies of the New World Order. It's Alex Jones
[00:33:08.734 --> 00:33:19.615]   When I grow up I want to be a rock star
[00:33:19.615 --> 00:33:23.615]   I want to be a rock star We now take you live
[00:33:23.615 --> 00:33:41.615]  Subscribe to our channel for more videos!
[00:33:41.644 --> 00:33:47.708]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:33:48.128 --> 00:33:50.489]  You're listening to Alex Jones.
[00:33:52.731 --> 00:33:55.512]  Let that sink in where the best there is.
[00:33:56.293 --> 00:34:00.735]  I say that very humbly because I'm not that good, but we're all we got.
[00:34:01.215 --> 00:34:09.117]   I know you're Humble as well, but you understand, as viewers and listeners of this broadcast, you are the heart of the awakening.
[00:34:09.137 --> 00:34:19.786]  You are the heart of the knowledge of how to address the New World Order, how to stop the New World Order, and how to build a new, better future for our species with God's divine intervention.
[00:34:21.812 --> 00:34:32.575]  Look, obviously the big news today is the escalation in Russia, and I just keep every week reporting how the escalation gets worse, and we're out of control, and we're officially at war with Russia, and the U.S.
[00:34:32.635 --> 00:34:36.515]  is helping bomb Russia, and Russia's now readying its mobile nukes.
[00:34:39.196 --> 00:34:41.377]  This is a global emergency alert.
[00:34:42.757 --> 00:34:45.578]  Russia readies ICBMs, threatens to nuke West after U.S.
[00:34:45.598 --> 00:34:46.998]  Green Line's missile attacks on Russia.
[00:34:49.343 --> 00:34:50.284]  This is insanity.
[00:34:51.305 --> 00:34:53.726]  But why am I spending so much time on the poison shots?
[00:34:55.628 --> 00:35:12.721]  Because it's the globalists that are the dominant power group in the world, allied with the chi-coms at one level, that are rolling these deadly shots out to collapse civilization, and if we can stop that aspect of the attack, we derail their whole operation.
[00:35:13.562 --> 00:35:26.034]   It's very hard to get the public that's grown up Relatively safe and free, compared to what we're about to be, about nuclear war and, oh, a war in Russia, a war in Ukraine, in Central Europe, in Eastern Europe.
[00:35:27.135 --> 00:35:27.835]  What's the big deal?
[00:35:29.136 --> 00:35:31.177]  It's like another planet, but it's not another planet.
[00:35:32.298 --> 00:35:34.239]  It's only 4,000 or 5,000 miles away.
[00:35:36.040 --> 00:35:42.123]  So, I've been hammering the poison shots because at some place we're getting something done.
[00:35:44.690 --> 00:35:59.092]  The situation with the United States and our troops over there fighting the Russians for years, but now it's official, is something that really makes me have anxiety.
[00:36:00.133 --> 00:36:00.913]  And few things do.
[00:36:01.753 --> 00:36:04.934]  Because it's so dangerous, it's so needless, it's so reckless.
[00:36:05.674 --> 00:36:10.134]  And the corrupt, decadent people running our world get off on this.
[00:36:10.274 --> 00:36:13.275]  And they enjoy the brinksmanship and the danger.
[00:36:14.013 --> 00:36:15.354]  That's why people go and they gamble.
[00:36:15.374 --> 00:36:21.338]  They like to see the roulette wheel, and they like to see the cards dealt, and it gives people excitement, and it releases dopamine in the brain.
[00:36:22.999 --> 00:36:26.602]  And as long as you're not a degenerate gambler, and you just do it for fun, it's not a bad thing.
[00:36:27.022 --> 00:36:28.724]  But we know it has a dangerous side.
[00:36:29.504 --> 00:36:32.726]  Well, war just goes from bad to worse, and it's the ultimate drug.
[00:36:34.828 --> 00:36:39.631]  And... We need to warn everybody we know about the situation.
[00:36:39.691 --> 00:36:42.874]  We need to lay out how serious it is, and the history of it, and where it's obviously going.
[00:36:44.881 --> 00:36:47.263]  And we need to get right with God.
[00:36:47.283 --> 00:36:52.827]  I want to get back to the poison shots, then I'm going to get into this news on the Russia-Ukraine escalation.
[00:36:54.709 --> 00:37:01.894]  But first, I just want to encourage listeners to protect yourselves and to boost your immune systems and to be healthier and to lead better lives.
[00:37:02.735 --> 00:37:05.857]  And a great way to do that is with high-quality supplementation.
[00:37:06.237 --> 00:37:10.761]  And all the products we sell are top of the line, the best, the purest, the strongest, the cleanest.
[00:37:11.986 --> 00:37:22.326]  And you get discounts on them from where you would get them other places, because almost all of our products except for X2, X3, DNA Force, and a few others are not proprietary.
[00:37:22.467 --> 00:37:22.948]  They're just...
[00:37:24.045 --> 00:37:28.730]  Private labels of already best-selling products that are highly rated and from the best companies.
[00:37:29.571 --> 00:37:41.683]  And we were already getting the best supplements, but now we've broken through on two fronts to the actual two big national makers where we were already getting our raw material from through other large companies, but they were middlemen.
[00:37:42.921 --> 00:37:49.383]  And so, the first of 10 products just rolled out that are new, InfoWars MD, and they're just incredible.
[00:37:49.863 --> 00:37:51.563]  This is 95% turmeric.
[00:37:51.603 --> 00:37:52.643]  That's why it's called Turmeric 95.
[00:37:53.804 --> 00:37:55.064]  The strongest curcumin oil you can get.
[00:37:55.304 --> 00:37:59.605]  Unbelievable what it does for your inflammation, your cells, your immune system.
[00:37:59.865 --> 00:38:00.725]  It's just so important.
[00:38:02.726 --> 00:38:05.087]  Especially in the winter months with what's going on.
[00:38:05.607 --> 00:38:09.728]  So, Turmeric 95, discounted, out of the gates, InfoWarsStore.com.
[00:38:12.469 --> 00:38:13.870]  I'm not going to go over all the ingredients, folks.
[00:38:14.250 --> 00:38:23.017]  Nitric Boost has a bunch of known natural compounds that massively boost nitrous oxide in your blood that is so good for cleaning out your arteries and making your heart be healthy.
[00:38:23.417 --> 00:38:26.400]  Everybody should be taking this, especially folks 40 or older.
[00:38:26.880 --> 00:38:28.001]  It's now available.
[00:38:28.941 --> 00:38:37.408]  We also have Mushroom Max, which is a clone of one of the best-selling national brands of known rare mushroom concentrates.
[00:38:38.663 --> 00:38:46.663]   that do incredible things for the mind and for mental clarity and focus without a stimulant or amphetamine driver.
[00:38:46.663 --> 00:38:53.663]   So Mushroom Max is a very, very popular product sold by a lot of people under several different names.
[00:38:53.663 --> 00:38:55.663]   And you say, "Well, why private label? Why not make your own thing?"
[00:38:55.663 --> 00:38:58.663]   Well, something's already the highest rated and already the best. You just get that.
[00:38:58.663 --> 00:39:03.663]   So it's private labeled by us. You get it guaranteed lower than anybody else is selling it.
[00:39:04.273 --> 00:39:05.814]  So that's available as well.
[00:39:06.514 --> 00:39:08.475]  And then we have Libido RX.
[00:39:08.535 --> 00:39:11.476]  Now, this is a bunch of natural compounds.
[00:39:11.516 --> 00:39:16.297]  There's like 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15 different things in this.
[00:39:17.038 --> 00:39:24.120]  And personally, this works for me way better than something like Cialis or Viagra.
[00:39:24.560 --> 00:39:28.882]  And not that I need it, but you get older, you go for your yearly checkup, the doctor goes, hey, you want some Cialis?
[00:39:29.835 --> 00:39:30.656]  No, yeah, okay.
[00:39:31.376 --> 00:39:32.017]  It's like, wow.
[00:39:33.038 --> 00:39:35.179]  I don't really have any issues, but this is something else.
[00:39:36.560 --> 00:39:39.202]  We're adults here, folks, but the missus certainly isn't upset about it.
[00:39:40.303 --> 00:39:42.505]  This has a bigger effect for me than that, and I...
[00:39:45.563 --> 00:39:48.565]  Remember being like 16 and you would have painful erections?
[00:39:50.966 --> 00:39:51.787]  So look out.
[00:39:52.507 --> 00:39:57.530]  All of these, ladies and gentlemen, are really powerful and are the real deal.
[00:39:57.730 --> 00:39:59.231]  So be careful with it all.
[00:39:59.692 --> 00:40:01.433]  There's six other products as well.
[00:40:02.213 --> 00:40:03.694]  They don't have a lot of the CBD.
[00:40:03.754 --> 00:40:05.455]  That's all selling out as we speak.
[00:40:05.895 --> 00:40:06.496]  It's amazing.
[00:40:06.516 --> 00:40:07.877]  High quality, very low price as well.
[00:40:08.117 --> 00:40:09.257]  We'll have more of that in the new year.
[00:40:10.098 --> 00:40:11.339]  And a lot of this stuff is selling out.
[00:40:11.379 --> 00:40:14.000]  We also have Vitamin Mineral Fusion selling out very soon.
[00:40:14.040 --> 00:40:15.501]  Despite that, it's an excellent formula.
[00:40:15.861 --> 00:40:16.962]  We're still going to keep it discounted.
[00:40:18.943 --> 00:40:20.264]  50% off at InfoWareStore.com.
[00:40:20.704 --> 00:40:23.526]  But this is how we fund the operation and it makes your life better.
[00:40:25.094 --> 00:40:29.342]  I don't want to be a little catty getting into what Libido RX does, but it's just amazing.
[00:40:29.943 --> 00:40:30.925]  And each formula is different.
[00:40:30.945 --> 00:40:33.149]  You know, supermobility is great, but it's a different driver.
[00:40:33.569 --> 00:40:34.030]  And then you've got...
[00:40:35.182 --> 00:40:35.662]  Things like that.
[00:40:35.702 --> 00:40:37.623]  But LabidaRx is really, really amazing.
[00:40:37.863 --> 00:40:39.103]  And they all compliment each other.
[00:40:39.304 --> 00:40:42.105]  Infowarstore.com or 888-253-3139.
[00:40:42.345 --> 00:40:44.645]  And please do your Christmas shopping with us.
[00:40:44.966 --> 00:40:46.006]  We will stay on air.
[00:40:46.186 --> 00:40:47.426]  Even Associated Press reported that.
[00:40:47.747 --> 00:40:52.128]  They said as long as Jones' supporters keep supporting him, Jones has got two years of appeals.
[00:40:52.168 --> 00:40:53.028]  He's going to win the appeals.
[00:40:53.048 --> 00:40:55.149]  There's no way we can't if we have the money for the appeals.
[00:40:55.629 --> 00:40:56.450]  So we're not going anywhere.
[00:40:57.890 --> 00:40:59.471]  And that's the reality of this.
[00:41:00.351 --> 00:41:01.631]  And we just need your support.
[00:41:01.671 --> 00:41:02.432]  Plus, these are great products.
[00:41:02.452 --> 00:41:05.653]  So please do some of your Christmas shopping or all of it at InfoWarsTore.com.
[00:41:06.333 --> 00:41:09.914]  And finally, the Great Reset and the War for the World.
[00:41:10.774 --> 00:41:12.655]  This is a number one bestseller.
[00:41:14.335 --> 00:41:16.376]  It was in the top 10 for like three, four months.
[00:41:17.358 --> 00:41:18.339]  It really is powerful.
[00:41:18.779 --> 00:41:20.240]  It's a good read, a riveting read.
[00:41:20.300 --> 00:41:21.061]  It's all documented.
[00:41:21.081 --> 00:41:28.427]  If you want to know about the New World Order, you want to know how to stop them in the war for the world, the great reset in the war for the world, we have signed, and we have a fundraiser, signed copies.
[00:41:28.447 --> 00:41:29.888]  I want to thank all of you that have gotten a signed copy.
[00:41:30.188 --> 00:41:32.290]  If you haven't got a signed copy, it's a fundraiser.
[00:41:32.610 --> 00:41:33.170]  Keep us on air.
[00:41:33.391 --> 00:41:41.871]  Infowarsstore.com or 888-253-3139.
[00:41:41.871 --> 00:41:50.191]  So, excuse me, I was eating some almonds during the break.
[00:41:50.216 --> 00:41:51.497]  Got one, I'm going down the wrong way there.
[00:41:52.678 --> 00:41:54.880]  So, I kind of eat like the Cookie Monster during breaks.
[00:41:54.940 --> 00:41:59.843]  I'm like, forget to swallow a piece of it and it's in my lungs.
[00:42:00.143 --> 00:42:01.264]  It starts getting in my lungs.
[00:42:01.685 --> 00:42:13.964]   Not very fun, but what you really don't want to get in your lungs is these viruses, ladies and gentlemen, and that is why If you're not getting sunlight, which almost nobody is in the winter, it's so important to supplement with things like Vitamin Mineral Fusion and the Vitamin D3 gummies.
[00:42:13.984 --> 00:42:14.946]  But I'm done plugging.
[00:42:15.427 --> 00:42:16.168]  I'm done harping.
[00:42:16.468 --> 00:42:20.955]  But you gotta know, it's your funding that allows people like Dr. Peter McCullough to get the truth out.
[00:42:21.929 --> 00:42:24.070]  Or Edward Dowd that's coming on.
[00:42:24.790 --> 00:42:25.830]  And all of this.
[00:42:26.350 --> 00:42:28.271]  This is earth-changing information.
[00:42:28.311 --> 00:42:29.011]  World-changing.
[00:42:29.031 --> 00:42:34.213]  And I know you as an audience, the regular listener, knows almost all of this.
[00:42:34.773 --> 00:42:37.434]  But remember, we're not just some regular entertainment show.
[00:42:37.514 --> 00:42:38.854]  We're really trying to change the world.
[00:42:38.894 --> 00:42:39.254]  We are.
[00:42:39.835 --> 00:42:40.315]  Please.
[00:42:41.335 --> 00:42:41.916]  Spread the words.
[00:42:42.116 --> 00:42:46.180]  Please share the evil URL, the forbidden URL, InfoWars.com.
[00:42:46.481 --> 00:42:47.502]  Please share, may or not, videos.
[00:42:47.522 --> 00:42:48.683]  Share the best articles, the best videos.
[00:42:48.983 --> 00:42:49.884]  Take clips of the show.
[00:42:50.265 --> 00:42:51.606]  Share on your email, your text message.
[00:42:51.926 --> 00:42:52.827]  That's how we change the world.
[00:42:52.847 --> 00:42:57.552]  All right, I'm going to hit the Russia news, the economy news, and then our special guest joins us.
[00:42:57.572 --> 00:42:58.133]  Please stay with us.
[00:43:02.756 --> 00:43:03.356]  Look at that.
[00:43:03.516 --> 00:43:04.396]  Holy cow.
[00:43:04.436 --> 00:43:05.556]  It changed immediately.
[00:43:05.576 --> 00:43:05.917]  Didn't it?
[00:43:06.257 --> 00:43:06.517]  Yep.
[00:43:06.797 --> 00:43:07.577]  Holy cow.
[00:43:08.037 --> 00:43:09.557]  Instantly cleared.
[00:43:10.117 --> 00:43:11.317]  I've never seen anything do that.
[00:43:11.698 --> 00:43:13.598]  And I don't mean to sound sensational, I just... Right.
[00:43:13.798 --> 00:43:14.158]  I haven't.
[00:43:14.238 --> 00:43:15.058]  Never seen anything do that.
[00:43:15.338 --> 00:43:15.558]  Nope.
[00:43:15.658 --> 00:43:16.798]  Never seen anything do that.
[00:43:17.739 --> 00:43:20.859]  Look at that.
[00:43:21.439 --> 00:43:21.659]  Oh.
[00:43:21.879 --> 00:43:22.319]  Wow.
[00:43:22.339 --> 00:43:22.939]  The visor.
[00:43:22.959 --> 00:43:24.100]  That's the visor, right?
[00:43:24.120 --> 00:43:24.660]  Both of them.
[00:43:24.700 --> 00:43:25.100]  Look at that.
[00:43:26.700 --> 00:43:27.260]  You saw that.
[00:43:27.420 --> 00:43:27.980]  I saw that.
[00:43:28.660 --> 00:43:30.541]  Wow.
[00:43:31.241 --> 00:43:31.901]  That's unusual.
[00:43:33.975 --> 00:43:35.436]  Alright, let's go take a look again.
[00:43:36.216 --> 00:43:45.679]  Okay, so we'll first take the normal one.
[00:43:45.699 --> 00:43:49.360]  This is the regular without anything on it.
[00:43:50.480 --> 00:43:56.322]  You can see little platelet clumps up in here, throughout, and then a couple of white cells in the background.
[00:43:56.342 --> 00:43:58.243]  Well, that looks pretty decent.
[00:43:58.903 --> 00:44:00.123]  Like you're going to live forever, Dale.
[00:44:00.203 --> 00:44:01.284]  Alright, good to know.
[00:44:02.836 --> 00:44:05.197]  Alright, let's see what the derna looks like.
[00:44:05.517 --> 00:44:08.117]  So again, we'll start kind of out at that thicker edge first.
[00:44:09.618 --> 00:44:13.839]  And we'll work our way towards, which should be the thinner portion of the prep.
[00:44:13.859 --> 00:44:15.920]  The question is, where'd all the cells go?
[00:44:16.380 --> 00:44:16.860]  Seriously.
[00:44:16.880 --> 00:44:18.420]  They're gone.
[00:44:20.701 --> 00:44:21.241]  Seriously.
[00:44:21.261 --> 00:44:28.363]  I pushed them back into a big giant clump over at the edged clump.
[00:44:29.878 --> 00:44:32.139]  And again, is that the charge on the particles?
[00:44:32.159 --> 00:44:32.679]  I don't know.
[00:44:33.580 --> 00:44:36.461]  But where we put that drop, there are no red cells there.
[00:44:36.481 --> 00:44:41.423]  I was going to say, as they come out, it's almost like they're, you know, getting leather bleached and clear.
[00:44:41.723 --> 00:44:42.444]  Bleached and clear.
[00:44:42.524 --> 00:44:47.866]  Some of them are folded and some are called, what do we call, crenulated, a little crinkled.
[00:44:48.367 --> 00:44:50.588]  But yeah, I mean, that whole edge is like bleached.
[00:44:52.308 --> 00:44:52.949]  So this is the J&J.
[00:44:55.427 --> 00:44:56.828]  That's totally different.
[00:44:56.968 --> 00:44:57.348]  Isn't it?
[00:44:57.388 --> 00:44:59.069]  It's like a nuclear bomb went off.
[00:44:59.149 --> 00:45:00.410]  Yeah, it's disordered, isn't it?
[00:45:00.690 --> 00:45:04.973]  And then there's a little more of that stacking, that rouleau here.
[00:45:05.673 --> 00:45:08.555]  And again, look at all this clumping here out on the edge of it.
[00:45:08.775 --> 00:45:08.995]  Yeah.
[00:45:09.235 --> 00:45:11.957]  It just, yeah, like you said, like a nuclear bomb went off.
[00:45:12.017 --> 00:45:12.878]  It just congealed it.
[00:45:13.792 --> 00:45:16.614]  And again, that's not spike, that's just the lipid nanoparticle.
[00:45:17.495 --> 00:45:22.558]  So these are becoming more spherical, and you're losing that donut in the middle of your red cell.
[00:45:22.758 --> 00:45:31.524]  What's happening here is slightly from the outside of the cell in, causing those cells to balloon up slightly, because now you've got a subtle osmotic shift here.
[00:45:32.004 --> 00:45:35.747]  And all of these are supposed to be, you know, again, isotonic.
[00:45:35.767 --> 00:45:37.928]  These are supposed to be balanced with the pH of the body.
[00:45:39.029 --> 00:45:41.610]  Shouldn't be seeing, you know, this kind of reaction.
[00:45:41.630 --> 00:45:48.891]  It shouldn't be damaging to the cells of the body right away like this.
[00:45:50.532 --> 00:45:56.033]  So here's that first visor, and these were the ones where we just put a drop on and the whole thing just cleared.
[00:45:58.893 --> 00:46:01.074]  This is where all that fluid went.
[00:46:03.552 --> 00:46:10.385]  And again, like that J&J, just caused immediate dispersion and clumping.
[00:46:11.527 --> 00:46:13.370]  And those don't look very red to me either.
[00:46:16.278 --> 00:46:16.918]  Oh, and look at this.
[00:46:17.359 --> 00:46:18.259]  Those little spikies.
[00:46:18.299 --> 00:46:19.659]  Those are called echinocytes.
[00:46:20.880 --> 00:46:25.602]  So, it instantly changed the pH interior.
[00:46:25.982 --> 00:46:35.706]  These are little blobs of protein on the membrane of the red cell because the red cell has involuted and then those proteins on the surface, they don't have room to go.
