[00:00:15.137 --> 00:00:16.518]  You want to fight?
[00:43:25.727 --> 00:43:32.933]  The debt limit will be suspended so that the United States of America, our government, can spend into oblivion.
[00:43:33.093 --> 00:43:34.114]  And it's going to happen.
[00:43:34.715 --> 00:43:39.438]  Mark my words, you'll see it as a result of this physical cliff thing.
[00:43:39.518 --> 00:43:39.839]  Next.
[00:43:40.599 --> 00:43:47.345]  The dollar is scheduled, please now, this is over a period of four years, the dollar is scheduled
[00:43:48.007 --> 00:43:49.168]  To be phased out.
[00:43:49.488 --> 00:43:50.549]  Let me give you an example.
[00:43:51.009 --> 00:43:51.990]  You heard it last week.
[00:43:52.050 --> 00:43:52.850]  It was on the news.
[00:43:52.870 --> 00:43:55.172]  You even heard it right there on the Alex Jones Show.
[00:43:55.632 --> 00:43:58.774]  Our president went to Phnom Penh in Asia.
[00:43:59.334 --> 00:44:00.735]  And he was going over to a summit.
[00:44:01.756 --> 00:44:07.480]  There were 15 Asian nations comprising one half of the world's population.
[00:44:08.080 --> 00:44:12.283]  And they were forming a regional comprehensive economic partnership
[00:44:13.044 --> 00:44:16.508]  And our president wanted the United States of America to be included.
[00:44:16.648 --> 00:44:22.454]  He actually attended the summit, and they basically thumbed their nose at him and told him to go home.
[00:44:22.474 --> 00:44:24.837]  Now I want you to listen to what happened at that summit.
[00:44:25.518 --> 00:44:39.249]  This Southeast Asian Association of Nations included China, India, Japan, South Korea, Australia, New Zealand, 3 billion Asians and 15 Asian nations.
[00:44:39.770 --> 00:44:51.680]  This happened just last week and they said we will no longer use the reserve currency of the world in sale and trade amongst one half of the people of the world
[00:44:52.679 --> 00:44:56.881]  So the American dollar now is going to be floating around out there, unwanted, unused.
[00:44:57.321 --> 00:45:18.212]  I'm sure you knew what happened with the BRICS group, which were Brazil, Russia, India, China, and South Africa, on April the 5th of 2012, when they said 43% of the world's population, 18% of the world's GDP, and 53% of the world's global financial capital, and they said, we're not going to use the American dollar any longer for sale and trade of products amongst ourselves.
[00:45:18.492 --> 00:45:19.473]  Folks, the dollar
[00:45:20.169 --> 00:45:20.610]  It's dead.
[00:45:21.011 --> 00:45:22.773]  The dollar has already died.
[00:45:22.794 --> 00:45:30.286]  In six to nine months to a year maximum, these unwanted, unusual dollars are coming home to Italy.
[00:45:30.859 --> 00:45:46.949]  So I have been told by my elite friend, have already calculated how long it will be before the dollar will be phased out to the point that you will be living in a second-rate nation currency, and it is scheduled over this next four years.
[00:45:47.009 --> 00:45:53.073]  Now let me give you three factors that you will never know about if you don't hear it right here on InfoWars today.
[00:45:53.253 --> 00:45:55.595]  I was told privately, and very
[00:45:57.117 --> 00:45:58.019]  I don't know how to say it.
[00:45:58.340 --> 00:46:04.231]  I was just told by my elite friend, he said, Chaplain, there are three factions out there now that you need to know about.
[00:46:04.251 --> 00:46:04.973]  He said, number one,
[00:46:05.831 --> 00:46:07.351]  I know what they are, the old-time elite.
[00:46:07.451 --> 00:46:08.692]  I lived with them for three years.
[00:46:08.992 --> 00:46:13.353]  He said, number two, we have a president now that's like a bull in a china shop.
[00:46:13.753 --> 00:46:15.393]  He said he is totally out of control.
[00:46:15.853 --> 00:46:17.154]  He double-crossed the elite.
[00:46:17.394 --> 00:46:18.414]  Please, you remember this.
[00:46:18.854 --> 00:46:20.234]  They crossed Canada Pipeline.
[00:46:20.274 --> 00:46:20.874]  They wanted it.
[00:46:21.395 --> 00:46:23.375]  He said, no, turn thumbs down on it.
[00:46:23.815 --> 00:46:25.295]  That was the Dobbs-Frank bill.
[00:46:25.736 --> 00:46:26.616]  He passed it through.
[00:46:26.636 --> 00:46:27.656]  The elite didn't want it.
[00:46:28.246 --> 00:46:34.311]  Then thirdly, he double-crossed them because they had said, you've got to open up public lands for oil drilling.
[00:46:34.711 --> 00:46:39.175]  Because of the chaos in the Middle East, we need to produce from our own American oil fields.
[00:46:39.555 --> 00:46:47.181]  And Obama turned his thumbs down on it, flipped his nose at the elite, said, I'm going to do what my Muslim Brotherhood friends want me to do.
[00:46:47.542 --> 00:46:53.907]  He bowed before the King of Saudi Arabia when he went over there, and as a result today,
[00:46:54.545 --> 00:46:59.849]  You have three factions that are working against each other, and I'll show you what's going to happen.
[00:46:59.869 --> 00:47:01.351]  You've got the elite, the old-time elite.
[00:47:01.891 --> 00:47:07.576]  You've got an out-of-control president that even they're having trouble with, and I don't know what they might do with him.
[00:47:07.636 --> 00:47:09.317]  And I'm not making any predictions either.
[00:47:09.737 --> 00:47:11.699]  Then you have a new segment.
[00:47:12.540 --> 00:47:14.021]  Please, you must see this.
[00:47:14.361 --> 00:47:16.543]  There is a, and this is what they're calling it.
[00:47:16.783 --> 00:47:18.284]  They're calling it, I heard the words.
[00:47:19.125 --> 00:47:21.407]  He said it right there over the phone to me.
[00:47:21.747 --> 00:47:23.909]  He said, Chaplain, we have a renegade
[00:47:24.574 --> 00:47:25.094]  We're good.
[00:47:49.907 --> 00:47:58.935]  There would be a saloon and this whole room filled with people and all of a sudden a fight would start because somebody didn't think the crap table was being handled correctly.
[00:47:59.275 --> 00:48:11.106]  And the whole saloon before you knew it was in mass chaos and everybody was fighting and if you happened to be sitting in the middle of that saloon when it happened, oh my goodness, you had to fight your way out.
[00:48:11.166 --> 00:48:12.147]  There was no other way out.
[00:48:12.247 --> 00:48:13.268]  I'm warning you right now.
[00:48:14.068 --> 00:48:16.831]  You, the middle class of America,
[00:48:17.310 --> 00:48:26.273]  You are caught right now between an elite, an out-of-control president, a renegade elite that they're not quite sure what to do with, but they'll find a way.
[00:48:26.333 --> 00:48:27.134]  Mark my words.
[00:48:27.614 --> 00:48:43.459]  And you, as a middle class of America, are caught right in the midst of a fistfight, and it is going to be horrifying what you are going to suffer because of what's happening right now amongst the elite out there fighting with these other groups.
[00:48:44.000 --> 00:48:44.840]  Mark my words.
[00:48:45.544 --> 00:48:47.410]  You must have a mindset change.
[00:48:47.931 --> 00:48:50.760]  You must know what to do in light of these things that are taking place.
[00:48:50.800 --> 00:48:52.384]  Now I want to give you the next agenda.
[00:48:53.910 --> 00:49:04.796]  Right now, in the United States of America, 38% of every person in this country is receiving some sort of remuneration from some government, either federal or state.
[00:49:05.356 --> 00:49:07.838]  It may be Medicare, Medicaid, Social Security.
[00:49:07.938 --> 00:49:11.460]  It may be some other payment or whatever.
[00:49:11.880 --> 00:49:14.361]  Maybe you work for the government or you got a pension from the government.
[00:49:16.022 --> 00:49:22.131]  Of all the people in America right now receive some sort of payment from the government, I want to give you the figure four years from now.
[00:49:22.311 --> 00:49:23.293]  They've already calculated.
[00:49:23.313 --> 00:49:27.799]  I mean, this is already figured into their agendas.
[00:49:28.400 --> 00:49:29.362]  Four years from now,
[00:49:30.140 --> 00:49:38.545]  The elite plan to have 70% of the people of the United States of America receiving some sort of remuneration from the government.
[00:49:38.625 --> 00:49:43.688]  I'm going to make a prediction based on what my elite friend just told me as he was giving me these things.
[00:49:44.248 --> 00:49:49.431]  There will never be another honest election in the United States of America.
[00:49:49.832 --> 00:49:51.893]  Now, I'm not saying that the past one was honest.
[00:49:52.819 --> 00:49:56.222]  Well, you'll never see one that even comes close, to be honest, from now on.
[00:49:56.642 --> 00:50:02.506]  Because the elite know that whoever writes that paycheck is also going to get the vote.
[00:50:02.946 --> 00:50:08.811]  And from this point on, if they succeed, and by God's grace they won't succeed, you and I must succeed.
[00:50:09.231 --> 00:50:10.632]  Alex Jones must succeed.
[00:50:10.752 --> 00:50:11.833]  Infowars must.
[00:50:12.293 --> 00:50:18.456]  But, if they succeed and have their way, we will never have another honest election in the United States of America.
[00:50:18.476 --> 00:50:19.977]  I want to give you the gold prices.
[00:50:20.457 --> 00:50:20.917]  That's right.
[00:50:21.258 --> 00:50:22.838]  They've even calculated this in.
[00:50:23.119 --> 00:50:26.941]  You say, you mean to tell me that they've calculated gold four years from now?
[00:50:27.361 --> 00:50:29.682]  Yeah, they calculated it four years ago.
[00:50:30.042 --> 00:50:30.442]  You ready?
[00:50:30.923 --> 00:50:36.765]  In 2008, you remember, this is history, this is not a prediction, in 2008, gold was $800 an ounce.
[00:50:40.931 --> 00:50:48.694]  Gold is $1,700 an ounce approximately this morning, and in 2016, would you like to know where it's going?
[00:50:48.934 --> 00:50:50.234]  They already have it figured.
[00:50:50.654 --> 00:50:53.455]  They must take it to $3,000 an ounce.
[00:50:53.955 --> 00:50:54.996]  Yes, that's right.
[00:50:55.296 --> 00:50:57.717]  I don't sell it, but Alex can tell you where to get it.
[00:50:58.197 --> 00:51:04.459]  They've got to take it to $3,000 an ounce, and silver must go up in order to be able to bring in the new world currency.
[00:51:05.243 --> 00:51:10.047]  And in order to do it, they want to back it by gold and silver, mark my words.
[00:51:10.267 --> 00:51:12.329]  Well, I have another one that I must cover.
[00:51:12.910 --> 00:51:16.112]  And Alex, you were asking about this when I was on your show yesterday.
[00:51:16.753 --> 00:51:20.036]  Many of you will remember that back in about 2007, 2008, I was on the phone with Mr. Fromm.
[00:51:23.258 --> 00:51:33.896]  Yeah, I have no problem mentioning it because we were talking together, and he mentioned a phrase that so startled me, having been a minister of the gospel for 57 years.
[00:51:34.336 --> 00:51:37.542]  He said, Chaplain, the devil's Messiah.
[00:51:38.268 --> 00:51:39.189]  I was fascinated.
[00:51:40.370 --> 00:51:45.215]  I wondered what in the world he was talking about, so I went back and I said, OK, Ken, let's back up a little bit.
[00:51:45.576 --> 00:51:47.297]  I'd like to know what you're talking about.
[00:51:47.818 --> 00:51:50.040]  That was the time that he made the statement to me.
[00:51:50.100 --> 00:51:59.470]  He said, The new world order cannot be brought in until first we have taken the God that made America great out of the classroom
[00:52:00.197 --> 00:52:11.286]  Out of the courtroom, out of public offices, out of the government in Washington, and he went on to tell me, and I gave it back in a DVD series back in those days entitled The Elite Speak.
[00:52:12.087 --> 00:52:15.469]  I gave you all the facets of what the Devil's Messiah was going to be.
[00:52:15.990 --> 00:52:21.634]  They have a Devil's Messiah agenda for the next four years.
[00:52:22.095 --> 00:52:25.758]  Pastors, if ever you listen to me, you've got to listen to me now.
[00:52:26.477 --> 00:52:36.203]  You heard me say a few moments ago that the reason they don't want to collapse right now is because they want to force debt creation on everybody.
[00:52:36.623 --> 00:52:39.305]  This includes your church.
[00:52:39.887 --> 00:52:47.971]  Please, as the dollar devaluates, and I have given you the percentages as it would devaluate month after month, you figure it on your own calculator.
[00:52:48.231 --> 00:52:51.193]  How long will it be before the... Here's the plan.
[00:52:51.473 --> 00:52:56.015]  How long will it be before the people in your congregation can no longer give as they're giving right now?
[00:52:56.395 --> 00:53:07.021]  Because the dollar has devalued to the point that it will be over the next four years, and the plan of the elite is to confiscate your church.
[00:53:07.481 --> 00:53:09.424]  You remember back in the days of Jerry Falwell?
[00:53:09.444 --> 00:53:11.106]  You remember the moral majority?
[00:53:24.159 --> 00:53:29.261]  I'm sorry to have to tell you, pastors, I've been a minister of the gospel all these years, and I have to be honest with you.
[00:53:29.661 --> 00:53:34.063]  You are an immoral minority today, and you are on the chopping block.
[00:53:34.443 --> 00:53:50.029]  And what you don't know is that they already have an agenda to take over your church, because when those people can't give, and you can't make the church payment, they will come in and take your church, just like they are going to take the private homes
[00:53:50.845 --> 00:54:00.383]  That the Federal Reserve now is buying $40 billion of mortgage-backed securities every month and the shopping center that can't make its payment
[00:54:01.130 --> 00:54:11.873]  And the small business that has a small business loan based on a real estate as a collateral, they are going to take your church, and it is part of their agenda.
[00:54:12.373 --> 00:54:27.777]  You must, pastors, you must pay off the mortgage on that church, and you must pay it off immediately, or you're going to lose it, and they will dictate to your pastor what you ought to preach, because it'll be a part of the New World Order.
[00:54:28.297 --> 00:54:31.278]  The other day I was speaking to a pastor along this line privately.
[00:54:31.338 --> 00:54:31.778]  I love him.
[00:54:31.818 --> 00:54:34.778]  I won't mention his name because I respect him so much.
[00:54:34.818 --> 00:54:41.660]  And the first thing he said, he said, well, Chaplain, that means that the dollar at some point is going to be in trouble and have a collapse.
[00:54:41.920 --> 00:54:44.621]  I said, Pastor, you're exactly right.
[00:54:45.681 --> 00:54:47.581]  First thing he said to me, I couldn't believe it.
[00:54:47.801 --> 00:54:49.182]  He said, what about my pension?
[00:54:49.422 --> 00:54:50.462]  He said, am I going to lose it?
[00:54:51.222 --> 00:54:55.123]  I've got a prediction for you based on what my elite friend told me just a few days ago.
[00:54:56.167 --> 00:54:59.790]  Pastor, if you're 50 years of age and under, you don't have a pension.
[00:55:00.491 --> 00:55:01.191]  You'll never get it.
[00:55:02.012 --> 00:55:03.433]  What's happening to the dollar?
[00:55:04.034 --> 00:55:07.057]  When the dollar fails, what's going to happen to the pension plans?
[00:55:07.117 --> 00:55:09.058]  What's going to happen to the life insurance companies?
[00:55:09.098 --> 00:55:10.700]  I'll let you decide it for yourselves.
[00:55:11.280 --> 00:55:18.707]  The Devil's Messiah program for the next four years, one of the agendas is to confiscate your church,
[00:55:19.307 --> 00:55:38.946]  Be able to complete the progress of what they began years ago when they started this plan through the 401c3 organizational status and putting you into the condition that they want you in so that you think, you think that the Constitution of the United States of America says there is a separation of church and state.
[00:55:39.266 --> 00:55:40.628]  You'll never find that.
[00:55:41.368 --> 00:55:44.631]  That phrase anywhere in the Constitution of the United States of America.
[00:55:45.051 --> 00:55:58.100]  They have made you believe it, just like they've caused you to believe in the physical cliff, which likewise is a smokescreen farce for the purpose of being able to bring on the forced debt creation that they want you on.
[00:55:59.861 --> 00:56:03.924]  Well, I have to give you one or two more.
[00:56:04.714 --> 00:56:07.795]  And then I think I'll probably have covered these 10.
[00:56:07.835 --> 00:56:15.036]  Folks, you're going to see, now mark it down, you'll see this happen over a four-year period, not tomorrow morning, but over a four-year period.
[00:56:15.437 --> 00:56:27.019]  You are going to see, and it's part of the agenda, to bring in millions of Muslims into the United States of America as citizens.
[00:56:27.619 --> 00:56:29.760]  And the wish of Mr. Obama
[00:56:30.504 --> 00:56:32.805]  Now, this is not the wish of the elite.
[00:56:33.145 --> 00:56:36.507]  I've told you many times that the elite are not communists and they're not Muslim.
[00:56:36.847 --> 00:56:41.069]  They only use both of those, and when they get through with them, they'll throw them out in the bathwater.
[00:56:41.409 --> 00:56:48.773]  But I was told by my elite friend that one of the agendas of this out-of-control president, who they themselves are even concerned about,
[00:56:49.213 --> 00:56:49.793]  We're good to go.
[00:57:04.660 --> 00:57:07.802]  That's not what the end of the agenda is all about.
[00:57:08.242 --> 00:57:28.413]  That, again, is a distraction from what he wants to do in bringing in millions of Muslims so that he can initiate Sharia law into America, which will nullify the Constitution of our country, and it is a part of an agenda over the next four years that you'll see gradually take place, and they'll do it so
[00:57:29.433 --> 00:57:35.776]  So slowly that it'll be like the frog boiling in the pot and you won't even realize what is happening to you.
[00:57:35.936 --> 00:57:40.758]  You must, the last agenda, you must become your own doctor.
[00:57:41.799 --> 00:57:47.762]  This Obamacare is the exact opposite of what you really think it's going to be.
[00:57:48.242 --> 00:57:50.983]  Any person that's my age, you're even unwanted.
[00:57:51.003 --> 00:57:54.945]  They don't need you around and you won't have a chance.
[00:57:55.441 --> 00:58:01.330]  You'll be waiting in the emergency room for 24 hours in order to get service.
[00:58:01.891 --> 00:58:02.693]  Mark my words.
[00:58:03.153 --> 00:58:04.015]  Forty percent.
[00:58:04.651 --> 00:58:21.207]  And I made a survey and I talked to David Janda, a very prominent practicing physician today who has a nationwide radio show, and he said, Chaplain, 40% of the medical professionals in America are going quit whenever Obamacare comes in.
[00:58:21.628 --> 00:58:27.934]  Can you imagine how long you'll be waiting in the room of the emergency room on any time that you want medical service?
[00:58:28.880 --> 00:58:31.801]  So, folks, you must have a mindset change.
[00:58:32.222 --> 00:58:35.083]  You positively must prepare for the inevitable.
[00:58:35.503 --> 00:58:42.166]  You can, and if you will begin now, you can prepare for what you're going to see happen in coming days, Alex.
[00:58:43.015 --> 00:58:45.957]  Okay, Lindsey, we're about 20 minutes in right now.
[00:58:45.977 --> 00:58:47.978]  We've got about another 20 minutes left here.
[00:58:47.998 --> 00:58:51.861]  I want to talk about ProphecyClub.com.
[00:58:51.901 --> 00:58:54.182]  People can go there and find all the different works you've done.
[00:58:54.222 --> 00:59:03.528]  You've put out just this week, and when you broke this with us yesterday, a group of DVDs breaking down the problems, but also a group of DVDs breaking down the solutions.
[00:59:03.668 --> 00:59:04.689]  And so I want to get into
[00:59:05.698 --> 00:59:09.982]  Solutions, what the so-called elites or alpha maggots are doing.
[00:59:10.622 --> 00:59:14.566]  But if folks go to prophecyclub.com, they can obviously find the new DVD sets.
[00:59:15.787 --> 00:59:19.330]  There's also a number, which I meant to have here in front of me, but I don't have.
[00:59:19.370 --> 00:59:31.301]  So tell people about the two DVD sets, and how they get them, and the phone number, and then let's go into any other points on what they're planning, and then some of the solutions for the now 19 minutes we've got left.
[00:59:32.902 --> 00:59:38.929]  After I was given this information by my lead friend, I thought, what am I going to do?
[00:59:38.949 --> 00:59:44.615]  I began preparing, I said, I must record it first, otherwise people will say I never said it.
[00:59:44.995 --> 00:59:52.664]  So I produced a 3 hour and 29 minute DVD series entitled The Next Four Years, Everything You Can Expect.
[00:59:53.450 --> 00:59:55.512]  When I got through with that, I was so appalled.
[00:59:55.532 --> 00:59:59.234]  Remember, I was a pastor for 12 years, and a missionary for many years in Alaska.
[00:59:59.835 --> 01:00:02.817]  With a pastor's heart, I said, I can't leave people hanging there.
[01:00:03.378 --> 01:00:12.685]  We prepared a second DVD series entitled, How to Survive, the next four years, and I got two of the finest financial professionals of America together to help me.
[01:00:12.965 --> 01:00:16.287]  Please, I hope you'll take down our number, and then I won't say any more about it.
[01:00:16.768 --> 01:00:17.989]  Our toll-free number is 1-888-8255.
[01:00:20.223 --> 01:00:20.804]  We're good to go!
[01:00:50.208 --> 01:00:53.414]  That the average person can know.
[01:00:57.984 --> 01:00:58.664]  Sure, they create
[01:01:23.786 --> 01:01:34.069]  Sure, they create the mega debt, the thousand plus trillion, they get their people into government, they sign them onto that, they tell us that we owe all the tens of trillions when most of it is in our debt.
[01:01:34.449 --> 01:01:39.250]  That's how they've taken down third world countries, now they've done it to Europe, now they're doing it to us, it's about domestication.
[01:01:39.750 --> 01:01:42.991]  So it's not just about money, it's about power and control.
[01:01:43.451 --> 01:01:45.532]  And I understand that you're, I know who your source is,
[01:01:46.696 --> 01:01:51.297]  And I believe that he believes what he's saying, and most of it has been happening accurately.
[01:01:51.337 --> 01:01:54.238]  I can see a lot of it in the news as well and from my sources.
[01:01:54.878 --> 01:01:58.560]  But, I mean, you know, it was, the dollar will be dead.
[01:01:58.660 --> 01:02:01.240]  Things are going to go to hell in a handbasket by the end of 2012.
[01:02:01.380 --> 01:02:03.121]  I mean, it was this big event.
[01:02:03.521 --> 01:02:06.142]  Now it's, well, it'll just collapse over the next three to four years.
[01:02:07.502 --> 01:02:11.944]  Are you saying that just my interpretation of what he said was wrong?
[01:02:12.324 --> 01:02:13.264]  Or can you explain that to me?
[01:02:14.355 --> 01:02:15.576]  Well, he explained it to me.
[01:02:15.816 --> 01:02:20.140]  In fact, I oftentimes say to my elite friend, I say, wait a minute, you got me in trouble.
[01:02:20.200 --> 01:02:22.882]  You said certain things and they're not happening exactly like you said it.
[01:02:23.443 --> 01:02:26.666]  And then sometimes he'll say to me, well, Chaplain, go get yourself out of a mess.
[01:02:26.686 --> 01:02:27.807]  We're doing the best we can.
[01:02:28.247 --> 01:02:29.428]  Other times, he'll explain it.
[01:02:29.468 --> 01:02:30.689]  He explained this one, Alex.
[01:02:30.729 --> 01:02:31.750]  Let me try, if I may.
[01:02:32.191 --> 01:02:33.472]  The dollar is already dead.
[01:02:33.952 --> 01:02:35.433]  It just hasn't come home to roost.
[01:02:35.493 --> 01:02:38.136]  What happened in Phnom Penh last week
[01:02:38.869 --> 01:02:39.350]  The dollar?
[01:02:39.850 --> 01:02:43.754]  Trillions of dollars are floating around out there now that haven't come home yet.
[01:02:44.174 --> 01:02:46.276]  What happened when the BRICS group met?
[01:02:46.912 --> 01:02:48.933]  And form their meeting.
[01:02:49.374 --> 01:02:50.995]  Look to some others, if you will.
[01:02:51.295 --> 01:03:03.562]  You remember the largest trade agreement that was ever signed in the history of the world was signed in February of 2012 when China and Japan said that they wouldn't use the American dollar in trade amongst themselves.
[01:03:03.862 --> 01:03:07.685]  Now let me just list very quickly the nations that have already signed trade agreements.
[01:03:08.025 --> 01:03:08.845]  China and Russia.
[01:03:09.386 --> 01:03:10.386]  China and Brazil.
[01:03:10.846 --> 01:03:11.987]  China and Australia.
[01:03:12.307 --> 01:03:13.408]  China and Japan.
[01:03:13.968 --> 01:03:14.789]  India and Japan.
[01:03:15.265 --> 01:03:15.445]  Yeah.
[01:03:30.729 --> 01:03:40.462]  Uh, the Standard Bank in Africa said we'll handle any transaction that you won't handle, not using American dollars, for any country in Africa.
[01:03:40.842 --> 01:03:42.224]  Then there was the BRICS agreement.
[01:03:42.264 --> 01:03:46.330]  Then there was the very latest one between China and Russia.
[01:03:47.090 --> 01:03:51.471]  And all of these trade agreements have basically nullified the American dollar.
[01:03:51.811 --> 01:03:54.152]  You say, well, I can still go... Sure, and I want to be clear.
[01:03:54.812 --> 01:03:56.393]  Lindsay, I've been saying the dollar's going to die.
[01:03:56.433 --> 01:03:58.313]  Most of my expert guests say that as well.
[01:03:58.713 --> 01:04:00.254]  I agree with your elitist source.
[01:04:00.374 --> 01:04:01.194]  I know who they are.
[01:04:01.594 --> 01:04:03.095]  I know they're at the highest circles.
[01:04:03.915 --> 01:04:10.717]  And I understand that a lot of the older elite, now that it's gotten to this point, don't like what's happening because they realize how destructive it is.
[01:04:10.817 --> 01:04:14.218]  But expanding on everything here,
[01:04:15.038 --> 01:04:16.038]  I know Russia's corrupt.
[01:04:16.098 --> 01:04:17.359]  I know Communist China's corrupt.
[01:04:17.399 --> 01:04:20.219]  I know that they made deals the Chinese did with the globalists in the 70s.
[01:04:20.579 --> 01:04:22.680]  So there's kind of a double crossing that goes on.
[01:04:23.160 --> 01:04:26.361]  Everybody, it's cloak and dagger, a balancing program.
[01:04:26.801 --> 01:04:28.281]  But I've heard what Putin said.
[01:04:28.722 --> 01:04:32.483]  And I've heard what some of the Chinese top folks have said and what the BRICS are saying.
[01:04:32.923 --> 01:04:35.543]  And they say, your global derivatives are destroying us.
[01:04:35.923 --> 01:04:37.484]  You mega-bankers have done this.
[01:04:37.984 --> 01:04:39.624]  We don't want your New World Order.
[01:04:39.664 --> 01:04:40.925]  We want our New World Order.
[01:04:40.965 --> 01:04:41.665]  So it's a bunch of
[01:04:42.205 --> 01:04:45.609]  Globalists who will use whatever tool of control there is on their population.
[01:04:45.869 --> 01:04:46.670]  They're all bad.
[01:04:46.710 --> 01:04:50.033]  They're all wanting the latest piece of control because they're control freaks.
[01:04:50.053 --> 01:04:51.094]  That's why they're in power.
[01:04:51.755 --> 01:04:52.456]  It's like cancer.
[01:04:52.476 --> 01:04:54.158]  It wants to control the body even though it kills it.
[01:04:54.959 --> 01:05:04.749]  So we know where this is going, but what does it do to the Anglo-American, European, US, England New World Order that the New World Order is so destructive
[01:05:05.429 --> 01:05:10.973]  That the other parts of the global system don't want to be second fiddle to it and don't want to go under agenda 21.
[01:05:11.073 --> 01:05:13.254]  I mean, Putin's paying Russians to have kids.
[01:05:13.714 --> 01:05:16.796]  Putin's talking about poisoning the, you know, in the vaccines.
[01:05:17.256 --> 01:05:22.440]  So I'm not saying Putin's a good guy either, but he is getting off the New World Order reservation.
[01:05:22.700 --> 01:05:24.481]  Did your elitist friend say anything about that?
[01:05:25.683 --> 01:05:26.544]  Oh, positively.
[01:05:26.624 --> 01:05:28.304]  In fact, they realize they have a problem.
[01:05:28.444 --> 01:05:38.329]  And in the first portion of this, when I was talking about the three different factions that are going on out there right now, this renegade elite is what they're calling them.
[01:05:38.810 --> 01:05:40.571]  And that was the exact words he used to me.
[01:05:40.631 --> 01:05:41.871]  He called it a renegade elite.
[01:05:42.231 --> 01:05:43.332]  It is worrying them to death.
[01:05:43.392 --> 01:05:48.975]  The old-fashioned, the ones that are in their 70s and 80s now that still give me information.
[01:05:49.858 --> 01:05:55.606]  They are very concerned about this renegade elitist out there that is not letting them do exactly what they want to do.
[01:05:55.666 --> 01:05:57.608]  But, I go back to the doll being dead.
[01:05:57.648 --> 01:05:58.870]  The doll is already dead!
[01:05:59.892 --> 01:06:03.457]  It's like the dog limping home so he can die in the backyard.
[01:06:04.538 --> 01:06:06.401]  He hasn't gotten in the backyard yet.
[01:06:06.741 --> 01:06:07.601]  We're good to go.
[01:06:24.367 --> 01:06:31.970]  Folks, you have the most glorious window of opportunity right now while the dollar still has some purchasing power to go out there and do everything that you're doing.
[01:06:32.230 --> 01:06:34.111]  Alex, we just bought a whole new camera system.
[01:06:34.411 --> 01:06:42.334]  I'm doing everything I can to spend everything I've got to get into something tangible, and this brings us down to solutions.
[01:06:42.734 --> 01:06:45.315]  You must change your mindset.
[01:06:45.755 --> 01:06:46.255]  I think so.
[01:07:14.516 --> 01:07:17.930]  You need to show program your mind.
[01:07:18.587 --> 01:07:23.128]  That you can be independent of every government agency.
[01:07:23.448 --> 01:07:23.888]  That's right.
[01:07:23.908 --> 01:07:25.528]  Now, you may be getting Social Security.
[01:07:25.768 --> 01:07:28.389]  Maybe you have food stamps and welfare, Medicare, Medicaid.
[01:07:28.829 --> 01:07:29.309]  That's right.
[01:07:29.369 --> 01:07:29.769]  Go ahead.
[01:07:29.949 --> 01:07:30.509]  You've got them.
[01:07:30.549 --> 01:07:31.309]  You paid for them.
[01:07:31.689 --> 01:07:32.950]  Enjoy them while you've got them.
[01:07:33.030 --> 01:07:43.232]  But you must have a mindset that is such that if that Social Security check didn't arrive after the physical cliff, that you could do without it.
[01:07:43.792 --> 01:07:44.572]  You must.
[01:07:45.072 --> 01:07:45.872]  We're good to go.
[01:08:01.653 --> 01:08:03.435]  And let me put it this way.
[01:08:03.635 --> 01:08:08.139]  If you were a farmer, what would you use as your own reserve currency?
[01:08:08.379 --> 01:08:11.802]  Now please, understand, I'm way out here in the left field now.
[01:08:12.143 --> 01:08:16.527]  You cannot depend on the Federal Reserve, you cannot depend on the dollar any longer.
[01:08:16.987 --> 01:08:20.571]  If you were a farmer, what would you use as your reserve currency?
[01:08:21.652 --> 01:08:23.974]  Not the Federal Reserve, no, not the American dollar.
[01:08:24.054 --> 01:08:27.377]  It's gone, it's dead, it's out, it's shot, it's walking in the yard.
[01:08:27.917 --> 01:08:33.444]  If you were a farmer, you'd use food that you could raise on your farm, that you could sell and trade with somebody else.
[01:08:33.645 --> 01:08:37.429]  If you were a rancher, your alternative currency could be a cow.
[01:08:37.910 --> 01:08:41.434]  If you were a dairyman, your alternative cow could be milk.
[01:08:41.815 --> 01:08:46.321]  If you are a city dweller, which most of the people are in America,
[01:08:46.781 --> 01:08:55.107]  You had better have some gold and silver because it will pay your way through many, many adverse circumstances.
[01:08:55.547 --> 01:09:08.056]  In these next four years, you must have a mindset change and think in terms of the day that those food stamps may not be there, that Social Security may not be there.
[01:09:08.416 --> 01:09:10.278]  You will need those guns loaded.
[01:09:10.738 --> 01:09:18.449]  And you have an alternative currency that you can use to spare your house and keep food on the table of some kind.
[01:09:18.469 --> 01:09:25.358]  And just to interject here, you notice the establishment media says none of us should ever own gold, even though it was $260 and is now $1,700 here in the last 12 years.
[01:09:28.642 --> 01:09:43.947]  But you look at governments, institutions, universities, the Chinese, University of Texas, they're all buying gold like it's going out of, you know, I mean, they are just absolutely going crazy out there getting into gold.
[01:09:43.967 --> 01:09:47.029]  George Soros is buying it while saying you shouldn't hold it.
[01:09:47.789 --> 01:09:48.929]  What do you think is going on there?
[01:09:50.090 --> 01:09:51.710]  Oh, they are buying it.
[01:09:51.810 --> 01:09:52.711]  They know what's happening.
[01:09:52.731 --> 01:09:53.851]  My elite friends are buying it.
