[00:00:03.507 --> 00:00:04.347]  We're live.
[00:33:07.371 --> 00:33:08.852]  Sean Parker, CIA.
[00:33:09.413 --> 00:33:10.995]  Agent of disruption.
[00:33:11.535 --> 00:33:13.957]  And so is all this stuff with privacy shapes.
[00:33:14.298 --> 00:33:18.642]  You've got also attendees at the Bilderberg meeting, including Christine Varney, the
[00:33:18.982 --> 00:33:20.343]  Former Obama U.S.
[00:33:20.383 --> 00:33:25.805]  Assistant Attorney General for Antitrust Division now working for the tech companies to guard privacy.
[00:33:25.825 --> 00:33:35.788]  You've got Google and an antitrust probe and all this stuff is building through a crescendo while Sean Parker says it's time to disrupt the elections.
[00:33:36.188 --> 00:33:47.333]  He says defeating SOPA was the nerd spring, the thing him and Al Gore called for at South by Southwest and in the months previous leading up to it, using the name playing off of the Arab Spring.
[00:33:48.593 --> 00:33:55.056]  You've got headlines here like Votison, social voting ready to disrupt the 2012 presidential election.
[00:33:55.476 --> 00:34:01.378]  You've got headlines like Sean Parker, this election social media will determine the outcome.
[00:34:02.018 --> 00:34:03.719]  And it all adds together
[00:34:04.099 --> 00:34:08.640]  You've got Sean Parker in this article, five interesting things Sean Parker said yesterday.
[00:34:08.660 --> 00:34:14.062]  He says, politics for me is the most obvious area to be disrupted by the web.
[00:34:14.382 --> 00:34:20.404]  Campaigns themselves and all forms of special interest groups and PACs are driven by huge amounts of cash.
[00:34:20.784 --> 00:34:25.725]  If you're a PAC, you're spending hundreds of thousands of dollars to mobilize single-issue voters.
[00:34:26.045 --> 00:34:28.886]  Taking money out of politics with campaigns is possible.
[00:34:29.386 --> 00:34:29.726]  Thank you.
[00:34:49.185 --> 00:34:57.087]  Uh, through social media, and they're all meeting at Bilderberg, especially last year, but in the years to come, we'll see how many of them show up this year.
[00:34:57.627 --> 00:35:01.788]  Now, this entity right here, Vodacen, it's one of their little side projects.
[00:35:02.169 --> 00:35:10.371]  It connects back to Peter Thiel, it connects back to Sean Parker, it connects back to Chris Hughes, and of course, other allies, and of course, many celebrities.
[00:35:10.791 --> 00:35:17.913]  They're all funded by the same basic groups, Clarion Capital, Sequoia, and especially the Founders Fund, which Sean Parker now heads.
[00:35:18.433 --> 00:35:27.616]  Chris Hughes, who's one of the key Facebook co-founders, was credited in 2008 with helping to get President Obama elected.
[00:35:27.936 --> 00:35:33.678]  Here's the headline right here, how Chris Hughes helped launch Facebook and the Barack Obama campaign.
[00:35:34.018 --> 00:35:40.180]  And it goes on about what a great supporter Obama was, he was, but especially how he used social media
[00:35:41.160 --> 00:35:51.187]  And in particular the site mybarackobama.com to connect supporters and spread support and basically get the community organizing going on.
[00:35:51.588 --> 00:35:57.872]  But Peter Thiel, as you know, has been reported as a major libertarian thinker and a supporter of Ron Paul.
[00:35:58.272 --> 00:36:05.255]  Why would someone like Peter Thiel, who goes to the Bilderberg meeting every year, back someone like Ron Paul, who wants to break down the system?
[00:36:05.636 --> 00:36:10.158]  Well, look at the fact that Ron Paul has the only true viral internet campaign.
[00:36:10.458 --> 00:36:11.558]  That's the only candidate.
[00:36:11.619 --> 00:36:13.920]  You don't see a viral campaign for Newt Gingrich.
[00:36:14.220 --> 00:36:15.300]  You don't see it for Romney.
[00:36:15.320 --> 00:36:19.342]  You see it to a certain extent for Obama, but a lot of that is AstroTurf.
[00:36:20.023 --> 00:36:23.344]  Ron Paul has the true body of supporters, and what do they want?
[00:36:23.444 --> 00:36:24.365]  They want that data.
[00:36:25.287 --> 00:36:29.131]  They want to back people like Ron Paul so they can steer the social media data.
[00:36:29.712 --> 00:36:33.156]  They want to run it through all their sites from LinkedIn to Facebook and on.
[00:36:33.536 --> 00:36:38.902]  And they want to steer it, study it, and learn how they can use it in the future to truly hack elections.
[00:36:38.922 --> 00:36:42.466]  We're not talking about voting machine fraud, although that's still on the table.
[00:36:42.787 --> 00:36:44.609]  We're talking about steering the supporters.
[00:36:45.149 --> 00:36:47.990]  To vote for who the system wants you to vote for.
[00:36:48.050 --> 00:36:49.170]  Ron Paul is an experiment.
[00:36:49.190 --> 00:36:52.611]  They're not concerned about the candidates in this cycle in particular.
[00:36:52.931 --> 00:36:56.792]  They're concerned about latching on to the proper trends for the real future.
[00:36:57.112 --> 00:37:12.595]  And so after he did Napster, but before he got to the Facebook and cybersecurity elements, he also had the company Plaxo, which was basically a viral online address book that worked alongside of and companionship with Microsoft's Outlook.
[00:37:13.175 --> 00:37:22.386]  And according to what I read about it, it basically would download onto users' computers, steal their contacts, and contact all those people to try to get them to join the network.
[00:37:22.746 --> 00:37:29.314]  Now this company didn't really take off and Sean Parker got kicked out of it, but they used the basis for the technology
[00:37:29.834 --> 00:37:40.016]  In the future successful companies, and that's just what they do, they seed all these companies, they see what grows, and they use the lessons they learn to build the projects that actually take off.
[00:37:40.076 --> 00:37:47.258]  And again, they're all frontmen for the larger cartel system that includes the NSA mechanisms and all the rest of it.
[00:37:47.298 --> 00:37:54.440]  They're running things and they're using these tech geeks as the new heroes of wealth and power for this new age, and we must refuse them.
[00:37:54.480 --> 00:37:55.280]  You saw how cool
[00:37:55.720 --> 00:38:01.882]  Sean Parker thinks he is, not only with his billions, but waving to people from the Bilderberg car, really thinks he's made it.
[00:38:02.183 --> 00:38:04.043]  He's just another tool of the system.
[00:38:04.363 --> 00:38:08.185]  You don't have that coolness once you sell out to the cartel, Sean Parker.
[00:38:08.445 --> 00:38:15.988]  We'll be back after this with Yuri Mason and more on the World Bank's disgusting population control coercive methods after this.
[00:38:19.991 --> 00:38:20.631]  We're good to go.
[00:38:52.293 --> 00:38:54.654]  It's Wednesday, the 16th day of May, 2012.
[00:38:54.834 --> 00:39:00.236]  I'm Alex Jones, and this is InfoWars Nightly News.
[00:39:00.936 --> 00:39:04.518]  Tonight, Panetta subverts Congress again.
[00:39:04.538 --> 00:39:14.942]  And this time, he claims the President has the authority to override Congress' exclusive power to declare war, if some vital interest is at stake.
[00:39:15.382 --> 00:39:24.185]  Then, the Greek banking system is in danger of collapse, as $894 million is withdrawn in a single day.
[00:39:24.565 --> 00:39:26.746]  Is this the beginning of a run on banks?
[00:39:27.266 --> 00:39:33.088]  Plus, Barack Obama is head over heels for Jamie Dimon and JPMorgan Chase.
[00:39:33.588 --> 00:39:37.350]  And speaking of the devil, Paul Harvey predicts the future.
[00:39:37.650 --> 00:39:40.651]  Tonight, on the InfoWars Nightly News.
[00:39:53.183 --> 00:40:05.146]  First off tonight, the World Wildlife Fund has put out a public press release saying global poverty is good to cut our evil carbon dioxide footprint that plants breathe.
[00:40:05.606 --> 00:40:10.188]  And the only way to save the world and cut population is to cut off people's power.
[00:40:10.628 --> 00:40:22.051]  Funny though, the World Wildlife Fund's own study, when they were first founded by the Nazi Prince Bernhard, along with Prince Philip, was that if they industrialized the third world, people would actually have less children.
[00:40:22.611 --> 00:40:23.352]  But they don't care.
[00:40:23.612 --> 00:40:28.135]  They'd rather you have 10 children in squalid poverty so they can lord over you.
[00:40:29.036 --> 00:40:31.057]  This is Economic Warfare.
[00:40:31.397 --> 00:40:35.620]  That article with links to their own admissions is at InfoWars.com.
[00:40:36.161 --> 00:40:37.842]  Speaking of austerity...
[00:40:39.727 --> 00:40:42.008]  The globalists want their post-industrial world.
[00:40:42.208 --> 00:40:47.950]  Over 90% of the debt owed in Greece, Ireland, Iceland, it's all come out in the news, is not owed by the people.
[00:40:48.490 --> 00:40:59.914]  Their traitorous government officials, formerly servants, signed on to Goldman Sachs, JP Morgan and others, derivatives fraud, and are saying the people have to prop up the too-big-to-fail.
[00:41:00.254 --> 00:41:02.435]  But that was a few years ago when they signed on to those deals.
[00:41:02.735 --> 00:41:05.056]  We forget now, the media tells us, it's our debt.
[00:41:05.376 --> 00:41:12.139]  Yeah, because we signed on to They're Too Big to Fail to prop them up, so the very bankers that did this can lecture us all day.
[00:41:12.680 --> 00:41:19.823]  The globalist de-industrialization program, the post-industrial world they want, so we're all porn under their control, is working quite nicely.
[00:41:20.804 --> 00:41:32.350]  And the Europeans are starting to wake up, though, to the fact that in Iceland, Ireland, Greece, and other areas, over 90% of the debt, again, is derivatives that they don't
[00:41:33.690 --> 00:41:36.313]  Oh, they're just being shined onto it.
[00:41:37.034 --> 00:41:42.901]  And now the Greeks are revolting, saying you're raising our taxes, cutting our benefits to pay foreign banks.
[00:41:43.442 --> 00:41:48.708]  And here it is, the bank runs in Greece will soon be followed by bank runs in other European nations.
[00:41:49.980 --> 00:42:00.688]  The economic collapse wrote, and I hope that's not the case, but we're already seeing some of that happening in Italy, because all of these countries have signed on to the globalist fraud machine.
[00:42:01.289 --> 00:42:01.909]  Here's another one.
[00:42:01.949 --> 00:42:05.031]  Greeks withdraw nearly one billion from local banks.
[00:42:05.472 --> 00:42:11.576]  Giant lines, because the rumors are they're going to devalue the currency and go off of the euro.
[00:42:11.596 --> 00:42:12.037]  Here's another.
[00:42:12.457 --> 00:42:14.719]  Italian banks shaken as economic slump
[00:42:15.239 --> 00:42:15.779]  Deepens!
[00:42:16.320 --> 00:42:20.122]  The bankers have got them just where they want them, unless they wake up and say no.
[00:42:20.522 --> 00:42:21.562]  Here's another one out of Bloomberg.
[00:42:22.303 --> 00:42:25.665]  Euro economy to sink as Spain-Italy re-enter recession.
[00:42:26.125 --> 00:42:27.506]  They never left the recession.
[00:42:27.546 --> 00:42:28.906]  They're in a globalist depression.
[00:42:29.247 --> 00:42:31.728]  Areas of Spain have got 35% unemployment.
[00:42:32.268 --> 00:42:33.769]  They're telling us our economy's great.
[00:42:34.329 --> 00:42:36.230]  Those of us living in the real world know it's not.
[00:42:36.571 --> 00:42:39.412]  Again, how much BS are we going to swallow?
[00:42:40.313 --> 00:42:41.153]  Here's one in Telegraph.
[00:42:42.294 --> 00:42:44.435]  Greece is on the brink of collapse.
[00:42:47.005 --> 00:42:49.867]  It's all right there, in living color.
[00:42:50.607 --> 00:42:57.131]  Now, continuing on to what's happening in the United States, Alternet reports, death by foreclosure.
[00:42:57.171 --> 00:42:58.232]  It's happening all the time.
[00:42:58.792 --> 00:43:01.554]  Desperate man commits suicide after Wells Fargo steals his home.
[00:43:01.834 --> 00:43:02.515]  Yeah, a lot of U.S.
[00:43:02.535 --> 00:43:08.018]  troops who can't get a living wage, they commit suicide at record numbers, and most often they write suicide notes.
[00:43:08.078 --> 00:43:08.778]  I've seen it reported.
[00:43:10.199 --> 00:43:14.741]  So I have read that they say that it's because they couldn't pay their bills.
[00:43:15.281 --> 00:43:18.903]  They couldn't pay for their house and were serving four, five, six terms.
[00:43:19.143 --> 00:43:23.125]  But when they die, for years money's taken out of their check for a death benefit.
[00:43:23.645 --> 00:43:24.785]  That came out three years ago.
[00:43:24.805 --> 00:43:28.827]  The government made a deal with the big insurance companies to not pay their wives or husbands the money.
[00:43:29.467 --> 00:43:30.528]  That's patriotism though!
[00:43:30.548 --> 00:43:36.230]  If you're not for taking the dead troops' death benefits, you are with Al Qaeda!
[00:43:36.790 --> 00:43:45.792]  Meanwhile, as the bankers rape Europe and the rest of the world, Jamie Dimon says losing $2 billion is no big deal, it's an accounting manipulation, which it actually is.
[00:43:46.353 --> 00:43:49.393]  And goes on to imply that he's the source of all of our prosperity.
[00:43:49.773 --> 00:43:54.875]  Actually, we're having our taxes raised to pay off the derivatives this criminal created.
[00:43:55.275 --> 00:43:58.096]  And Obama is saying, though, that he's one of the best bankers out there.
[00:43:58.376 --> 00:44:01.536]  Yeah, because he is openly financing his campaign.
[00:44:01.556 --> 00:44:03.357]  But even the LA Times went on to point out
[00:44:03.857 --> 00:44:13.671]  They're doing stuff that just 12 years ago was illegal, and it's all part of the giant casino that has become the stock market and all this derivatives crud they've been selling.
[00:44:14.111 --> 00:44:15.293]  Curt Nemo has a report on it.
[00:44:15.413 --> 00:44:19.799]  Obama, head over heels for Jamie Dimon and JPMorgan Chase.
[00:44:20.905 --> 00:44:36.509]  Now, this takes us to a piece from 1993 that was put together by a great patriot, Paul Harvey, with the rest of the story, where he talked about, if I was the devil, what
[00:44:37.557 --> 00:44:47.720]  The devil would do to undermine our society so that we would know right from wrong, up from down, and would be rudderless so we could be enslaved and taken control of.
[00:44:48.200 --> 00:44:51.081]  And you look at this today, it is basically prophetic.
[00:44:51.681 --> 00:44:53.502]  So here is this piece.
[00:44:53.522 --> 00:45:00.144]  If I were the devil, if I were the devil,
[00:45:03.218 --> 00:45:06.801]  If I were the Prince of Darkness, I'd want to engulf the whole world in darkness.
[00:45:07.362 --> 00:45:14.088]  And I'd have a third of its real estate and four-fifths of its population, but I wouldn't be happy until I had seized the ripest apple on the tree.
[00:45:15.169 --> 00:45:15.549]  Thee.
[00:45:16.871 --> 00:45:19.953]  So I'd set about however necessary to take over the United States.
[00:45:21.194 --> 00:45:22.616]  I'd subvert the churches first.
[00:45:22.696 --> 00:45:24.437]  I'd begin with a campaign of whispers.
[00:45:24.818 --> 00:45:28.201]  With the wisdom of a serpent, I would whisper to you as I whispered to Eve.
[00:45:28.481 --> 00:45:29.242]  Do as you please.
[00:45:30.777 --> 00:45:32.939]  To the young I would whisper that the Bible is a myth.
[00:45:33.339 --> 00:45:36.802]  I would convince them that man created God instead of the other way around.
[00:45:36.822 --> 00:45:40.805]  I would confide that what's bad is good and what's good is square.
[00:45:40.825 --> 00:45:47.971]  And the old I would teach to pray after me, our father, which art in Washington.
[00:45:50.299 --> 00:45:51.480]  And then I'd get organized.
[00:45:51.540 --> 00:45:57.522]  I'd educate authors in how to make lurid literature exciting so that anything else would appear dull and uninteresting.
[00:45:57.602 --> 00:46:00.724]  I'd threaten TV with dirtier movies and vice versa.
[00:46:01.004 --> 00:46:02.725]  I'd peddle narcotics to whom I could.
[00:46:02.765 --> 00:46:05.766]  I'd sell alcohol to ladies and gentlemen of distinction.
[00:46:06.086 --> 00:46:08.107]  I'd tranquilize the rest with pills.
[00:46:08.787 --> 00:46:18.970]  If I were the devil, I'd soon have families at war with themselves, churches at war with themselves, and nations at war with themselves, until each in its turn was consumed.
[00:46:19.030 --> 00:46:25.832]  And with promises of higher ratings, I'd have mesmerizing media fanning the flames.
[00:46:26.838 --> 00:46:31.922]  If I were the devil, I would encourage schools to refine young intellects, but neglect the disciplined emotions.
[00:46:31.982 --> 00:46:33.283]  Just let those run wild.
[00:46:33.784 --> 00:46:39.508]  Until before you knew it, you'd have to have drug-sniffing dogs and metal detectors at every schoolhouse door.
[00:46:40.369 --> 00:46:43.952]  Within a decade, I'd have prisons overflowing.
[00:46:44.640 --> 00:46:46.801]  I'd have judges promoting pornography.
[00:46:47.341 --> 00:46:52.723]  Soon I could evict God from the courthouse, then from the schoolhouse, and then from the houses of Congress.
[00:46:53.063 --> 00:46:57.925]  And in his own churches, I would substitute psychology for religion and deify science.
[00:46:58.365 --> 00:47:03.167]  I would lure priests and pastors into misusing boys and girls and church money.
[00:47:03.707 --> 00:47:07.589]  If I were the devil, I'd make the symbol of Easter an egg and the symbol of Christmas.
[00:47:08.329 --> 00:47:08.830]  A bottle.
[00:47:09.250 --> 00:47:16.574]  If I were the devil, I'd take from those who have and give to those who wanted until I had killed the incentive of the ambitious.
[00:47:17.675 --> 00:47:18.456]  And what'll you bet?
[00:47:19.476 --> 00:47:25.320]  I couldn't get whole states to promote gambling as the way to get rich.
[00:47:27.201 --> 00:47:33.686]  I would caution against extremes in hard work, in patriotism, in moral conduct.
[00:47:35.026 --> 00:47:37.368]  I would convince the young that marriage is old-fashioned.
[00:47:38.263 --> 00:47:39.544]  That swinging is more fun.
[00:47:39.564 --> 00:47:43.626]  That what you see on TV is the way to be.
[00:47:44.907 --> 00:47:53.551]  And thus I could undress you in public, and I could lure you into bed with diseases for which there is no cure.
[00:47:55.893 --> 00:47:59.074]  In other words, if I were the devil, I'd just keep right on doing what he's doing.
[00:47:59.094 --> 00:48:01.516]  Paul Harvey.
[00:48:03.237 --> 00:48:03.557]  Good day.
[00:48:07.396 --> 00:48:13.063]  And there is Paul Harvey, dead for three, four years, but still echoing through the halls of our minds.
[00:48:14.004 --> 00:48:20.232]  And again, they sell evil like it's sexy and fun, but once you've been involved in it, you realize it leads nowhere.
[00:48:21.462 --> 00:48:26.443]  If I was the devil, I would genetically engineer food to add steroids to it so people would never know it was killing them.
[00:48:26.943 --> 00:48:32.785]  And I'd make the poison only take effect for two or three generations so there'd be no way to resist or know who had done it.
[00:48:33.385 --> 00:48:34.705]  I'd soft kill the population.
[00:48:34.725 --> 00:48:41.806]  If I was the devil, I'd put sodium fluoride that creates a seven to eight times increase in bone cancer in men.
[00:48:41.827 --> 00:48:43.207]  If I was the devil,
[00:48:44.367 --> 00:48:46.728]  I would chemtrail the skies and change our weather.
[00:48:46.789 --> 00:48:58.335]  If I was the devil, I'd try to... If I were the devil, I would want to set up a world government and destroy all nation-states so that nobody could organize against my evil.
[00:48:59.115 --> 00:49:00.096]  I'd get rid of the family.
[00:49:01.056 --> 00:49:03.498]  I'd get rid of the love of discovery.
[00:49:04.158 --> 00:49:08.861]  I would turn people into Kim Kardashian mindless idiots watching mainstream television.
[00:49:09.895 --> 00:49:21.550]  So again, whether the devil is a real entity or not, it might as well be the devil, because we've allowed the worst, most manipulative people to control our planet, and they are wrecking our species' chances to go to the stars.
[00:49:22.608 --> 00:49:27.572]  Now, the bankers that have hijacked the nation and broken up our families want to make sure we can't resist.
[00:49:27.612 --> 00:49:32.656]  So they've trained the police to get rid of the Bill of Rights and Constitution to fight Al-Qaeda.
[00:49:32.676 --> 00:49:35.638]  But now they're saying, oh, actually, it's people that want freedom.
[00:49:35.658 --> 00:49:36.459]  They're the terrorists.
[00:49:36.879 --> 00:49:49.929]  And all over the country, this article from Infowars.com is out of Florida, the police are getting ballistic shields, these big armored shields, so that they can protect themselves from the public.
[00:49:49.969 --> 00:49:52.031]  All part of the 450 million hollow points
[00:49:52.631 --> 00:49:59.919]  That the feds have bought to wage war against the American people while the bankers sit offshore and laugh as we kill each other.
[00:50:00.800 --> 00:50:06.727]  But continuing here, private contractor criminal torture cases given go-ahead by federal court.
[00:50:06.907 --> 00:50:07.888]  That's by all gov.
[00:50:08.989 --> 00:50:10.190]  And the funny thing about this is
[00:50:11.423 --> 00:50:23.300]  Bush brags in public memos, John Yoo that wrote the memos has been given immunity, that they ordered torture, including rape of children, crushing of genitals, things like that, in front of their parents.
[00:50:23.941 --> 00:50:27.966]  But then the people that did all this when they got caught are going to prison.
[00:50:29.198 --> 00:50:38.369]  And the prosecutions are ongoing, so all of you out there that serve this evil, remember, you'll be hung out to dry and then last year Bush comes out with a book and goes, I ordered torture!
[00:50:40.011 --> 00:50:42.253]  And I'll do it again!
[00:50:42.273 --> 00:50:46.378]  So there you have it.
[00:50:47.338 --> 00:50:57.904]  Now, I take you, my friends, to the last article before we go to break and come back with our guest, House Members Grill Panetta on Syria and the Constitution.
[00:50:58.545 --> 00:51:02.587]  That was the headline, and I didn't learn about this until three weeks later.
[00:51:02.627 --> 00:51:13.073]  I had Congressman Walter Jones on from North Carolina today, and he's got the resolution in there, trying to get it out to the full floor of the House, that if Obama launches another war like Libya and says the U.N.
[00:51:13.093 --> 00:51:15.295]  is the boss of this country, that
[00:51:16.155 --> 00:51:22.359]  They will trigger impeachment hearings because it's constitutional that the Congress has got to declare war or give authorization.
[00:51:23.340 --> 00:51:28.183]  And presidents have ignored this for a while, but to say, oh, I get the authority from the UN, that's treasonous.
[00:51:29.004 --> 00:51:32.486]  And so he needs everybody's support to make sure that this resolution goes forward.
[00:51:33.287 --> 00:51:39.872]  But two months ago, it did make the news that Panetta, the Secretary of Defense, told the Senate, hey,
[00:51:40.932 --> 00:51:43.994]  We go to foreign countries to decide if we're going to war.
[00:51:44.034 --> 00:51:45.515]  We don't need to go to Congress.
[00:51:46.136 --> 00:51:47.537]  And Senator Sessions flipped out.
[00:51:47.917 --> 00:51:53.420]  Well, it turns out that a month later, in the House, they had hearings.
[00:51:53.441 --> 00:51:57.303]  We've got some clips, little internet clips of that coming up.
[00:51:57.323 --> 00:52:01.066]  But first, here is the original clip that actually got attention.
[00:52:01.866 --> 00:52:07.891]  Now that this is ongoing, there's a media blackout because they're afraid that we'll actually enforce the Constitution and Bill of Rights.
[00:52:08.252 --> 00:52:10.073]  It's all part of our teleprompter free news.
[00:52:10.473 --> 00:52:12.635]  Here is a clip from two months ago, then we'll give you the new clips.
[00:52:13.056 --> 00:52:23.124]  We worried about international legal basis, but nobody worried about the fundamental constitutional legal basis that this Congress has over war.
[00:52:24.085 --> 00:52:32.611]  We were not asked, stunningly, in direct violation of the War Powers Act, whether or not you believe it's constitution, it certainly didn't comply with it.
[00:52:32.912 --> 00:52:41.958]  We spent our time worrying about the UN, the Arab League, NATO, and too little time, in my opinion, worrying about the elected representatives of the United States.
[00:52:42.319 --> 00:52:50.625]  Do you think that you can act without Congress to initiate a no-fly zone in Syria, without congressional approval?
[00:52:52.113 --> 00:53:09.324]  You know, again, our goal would be to seek international permission and we would come to the Congress and inform you and determine how best to approach this, whether or not we would want to get permission from the Congress.
[00:53:09.705 --> 00:53:13.347]  I think those are issues we would have to discuss as we decide what to do here.
[00:53:14.113 --> 00:53:17.256]  Well, I'm almost breathless about that.
[00:53:17.937 --> 00:53:25.786]  Because what I heard you say is, we're going to seek international approval, and they will come and tell the Congress what we might do.
[00:53:25.946 --> 00:53:28.208]  And we might seek congressional approval.
[00:53:28.769 --> 00:53:30.971]  I want to just say to you, that's a big dish.
[00:53:31.091 --> 00:53:31.712]  Wouldn't you agree?
[00:53:32.373 --> 00:53:33.614]  You've served in the Congress.
[00:53:34.275 --> 00:53:35.536]  Wouldn't you agree that that's...
[00:53:36.797 --> 00:53:41.561]  Would be pretty breathtaking to the average American, so would you like to clarify that?
[00:53:41.581 --> 00:53:47.946]  But I've, you know, I've also served with Republican presidents and Democratic presidents.
[00:53:47.966 --> 00:53:48.747]  Alright, that's enough.
[00:53:48.827 --> 00:53:49.487]  Shut him up.
[00:53:57.759 --> 00:53:58.139]  The U.N.'
[00:53:58.119 --> 00:53:58.619]  's the boss.
[00:53:58.639 --> 00:53:59.780]  You sit down and shut up.
[00:54:00.160 --> 00:54:01.361]  The generals are nodding their head.
[00:54:01.401 --> 00:54:02.321]  Hey, this is their country.
[00:54:02.561 --> 00:54:04.782]  They got the weapons like a third world nation.
[00:54:05.002 --> 00:54:05.663]  They run things.
[00:54:05.683 --> 00:54:06.443]  They're El Jefe.
[00:54:07.303 --> 00:54:07.644]  Okay?
[00:54:09.004 --> 00:54:23.271]  Now, that got some attention, but now Walter Jones, Congressman Jones from North Carolina and Congressman Forbes from Virginia, they bring up the same points and Alex Jones
[00:54:24.631 --> 00:54:25.431]  I didn't know about this.
[00:54:25.471 --> 00:54:27.612]  My crew didn't know about this for over three weeks.
[00:54:28.052 --> 00:54:33.894]  I had Congressman Jones on for an update and learned that he had confronted him over three weeks ago, three and a half weeks ago.
[00:54:34.514 --> 00:54:36.655]  Here is a series of those clips.
[00:54:36.675 --> 00:54:37.615]  This is big news.
[00:54:37.995 --> 00:54:41.036]  The alternative media, the real media, the resistance to tyranny.
[00:54:41.297 --> 00:54:42.997]  We've got to get this report out to everybody.
[00:54:43.057 --> 00:54:43.997]  Here it is.
[00:54:44.037 --> 00:54:51.740]  Mr. Secretary, if the situation changes and you believe the use of force in Syria becomes necessary,
[00:54:52.754 --> 00:54:57.500]  Will this administration seek authorization from Congress before taking action?
[00:54:59.723 --> 00:55:02.607]  We will, uh, we will...
[00:55:03.456 --> 00:55:05.056]  Clearly work with Congress.
[00:55:05.557 --> 00:55:15.199]  If it comes to the issue of the use of force, I think this administration wants to work within the War Powers provision.
[00:55:15.219 --> 00:55:16.800]  Hit pause.
[00:55:16.840 --> 00:55:17.300]  Back it up.
[00:55:17.720 --> 00:55:18.420]  This is amazing.
[00:55:18.860 --> 00:55:22.201]  So he's gone from saying, if we want to, we'll come to Congress.
[00:55:22.461 --> 00:55:27.803]  You know, if I feel like it, I'll ask before I come into your bedroom at night and rape you.
[00:55:27.863 --> 00:55:28.803]  I mean, if I feel like it.
[00:55:29.463 --> 00:55:30.684]  We will, uh, we will
[00:55:56.972 --> 00:56:02.656]  Clearly work with Congress if it comes to the issue of the use of force.
[00:56:02.936 --> 00:56:07.338]  I think this administration wants to work within the war powers provision.
[00:56:07.959 --> 00:56:18.726]  I continue and the American people seem to agree that we in Congress have not exerted our constitutional responsibilities when it comes to war.
[00:56:19.766 --> 00:56:25.810]  And I hope that if there is a decision, including Iran as well as Syria,
[00:56:26.673 --> 00:56:35.860]  If a decision is made to commit American forces, that the President would feel an obligation to the American people.
[00:56:36.541 --> 00:56:39.803]  And again, I'm talking about a situation where we're not being attacked.
[00:56:40.444 --> 00:56:44.067]  We just see things happening in other countries that we don't approve of.
[00:56:45.008 --> 00:56:52.874]  And I would hope, and I think you did give me this answer, but if you would reaffirm that if we have to use military force,
[00:56:54.052 --> 00:56:56.493]  And we're going to initiate that force.
[00:56:56.573 --> 00:57:07.456]  It's going to be our initiation that causes that force that the President, any President, would come to Congress and the American people and justify the need to attack.
[00:57:09.596 --> 00:57:16.678]  As you understand, this President, as other Presidents, will operate pursuant to the Constitution.
[00:57:16.698 --> 00:57:19.999]  The Constitution makes clear that the Commander-in-Chief
[00:57:20.755 --> 00:57:25.597]  Uh, should act when, uh, the vital interests of this country are in jeopardy.
[00:57:26.318 --> 00:57:34.781]  Uh, and, uh, I believe this President believes that if that, in fact, is the case, he would do that in partnership with the Congress in terms of taking any action.
[00:57:35.682 --> 00:57:39.423]  Well, on, make another statement, then I'll work toward a close, Mr. Chairman.
[00:57:39.484 --> 00:57:46.927]  I remember my good friend Randy Forbes from, uh, Virginia asked Secretary Gates when we went in and
[00:57:47.660 --> 00:57:55.022]  It seemed like the administration, if they called the leadership of the House and Senate, it must have been one call each House, each Senate.
[00:57:55.602 --> 00:58:02.624]  And Mr. Forbes asked Mr. Gates, if the Libyans fired missiles into New York City, would that be an act of war?
[00:58:03.564 --> 00:58:10.846]  And I'll have to say, because my friend from Virginia is a very articulate and very intelligent gentleman, that he never got a straight answer.
[00:58:12.467 --> 00:58:16.648]  So I hope that you will
[00:58:17.685 --> 00:58:26.493]  Prevail upon the administration not to take those kind of actions as they did in Libya, whether it was justified or not.
[00:58:26.793 --> 00:58:37.903]  I won't get into that debate, but in my opinion, that was really kind of a snub of Congress and the responsibility of Congress based on the Constitution.
[00:58:40.225 --> 00:58:43.267]  Congressman, what I can assure you of is that
[00:58:44.215 --> 00:58:48.116]  As long as I am Secretary, we won't take any action without proper legal authority.
[00:58:49.157 --> 00:58:54.258]  Mr. Secretary... And again, that's some jumpy video we downloaded off C-SPAN.
[00:58:55.919 --> 00:58:57.339]  We didn't edit that, it's just jumpy.
[00:58:58.040 --> 00:59:03.901]  The point is, they're being brought to heel to a certain extent, but there were provisos in there.
[00:59:05.102 --> 00:59:07.323]  Well, the President's authorized to protect us.
[00:59:07.743 --> 00:59:11.184]  Oh, so NATO can go put Al-Qaeda in charge of Libya or Syria?
[00:59:12.657 --> 00:59:18.980]  Now here is Congressman Forbes of Virginia asking Panetta what's going on.
[00:59:19.920 --> 00:59:23.382]  But as I read the War Powers Act, it has those three requirements.
[00:59:24.723 --> 00:59:29.365]  Are there any other requirements in there that you're familiar with that I'm leaving out or not reading?
[00:59:30.618 --> 00:59:46.393]  If that's the case, then again I just come back to if there's no declaration of war, no attack upon the United States, and if we're going to comply with the War Powers Act, would that require specific statutory authority by Congress before we took military action on Syria?
[00:59:46.653 --> 00:59:50.497]  No, again under the Constitution, as I indicated, Commander-in-Chief,
[00:59:51.289 --> 01:00:02.442]  Uh, has the authority to, uh, take action, uh, that involves the vital interests of this country, uh, but then pursuant to the War Powers Act, we would have to take steps to, uh, get, uh, congressional approval.
[01:00:02.522 --> 01:00:05.366]  And, uh, that's, that's the process that we would follow.
