[00:00:00.009 --> 00:00:02.050]  Broadcasting Network.
[00:39:50.165 --> 00:39:51.786]  And that was in the Chicago Tribune.
[00:39:51.826 --> 00:39:52.907]  It was in the BBC.
[00:39:53.187 --> 00:39:54.228]  We've made films about it.
[00:39:55.632 --> 00:40:00.238]  Now if that wasn't true, if you're a new listener and you just tune in and go, this is crazy.
[00:40:00.278 --> 00:40:01.399]  Yeah, reality is crazy.
[00:40:01.800 --> 00:40:03.382]  Stalin and Hitler and Mao were crazy.
[00:40:03.762 --> 00:40:04.784]  History is wild.
[00:40:05.084 --> 00:40:06.266]  Truth is stranger than fiction.
[00:40:06.406 --> 00:40:07.267]  I'm not the crazy one.
[00:40:07.567 --> 00:40:09.930]  I got my head screwed on straight and I'm freaked out about this.
[00:40:10.151 --> 00:40:13.234]  I want to motivate you to wake up so this nightmare doesn't get worse.
[00:40:15.202 --> 00:40:22.929]  I'm like somebody in one of those old movies where they're, you know, in the temple looking for the gold and all of a sudden the water starts pouring in and the sand starts pouring in and the walls start closing.
[00:40:23.249 --> 00:40:25.871]  And I'm like, we gotta find the trapdoor escape hatch or we're dead.
[00:40:25.891 --> 00:40:28.314]  They're like, take it easy, it's not that bad.
[00:40:28.554 --> 00:40:30.115]  I'm like, no, no, we've seen this in history.
[00:40:30.375 --> 00:40:31.176]  This is dangerous.
[00:40:31.196 --> 00:40:31.837]  We need to revert.
[00:40:32.337 --> 00:40:33.839]  Oh, no, I like the rising water.
[00:40:34.119 --> 00:40:35.220]  It's like a hot tub.
[00:40:38.444 --> 00:40:46.193]  But just because you got a bunch of brain-damaged, mind-numbed, fluoride heads, Prozac heads out there, they don't count if they want to be mind-numbed.
[00:40:46.534 --> 00:40:48.576]  It's those of us that know what's going on.
[00:40:48.896 --> 00:40:54.423]  We're a larger minority, black, white, old, young, it doesn't matter, who love freedom and know what's going on.
[00:40:54.743 --> 00:40:57.667]  We are a giant minority compared to the tiny elite minority.
[00:40:58.442 --> 00:41:02.964]  So we need to stop freaking out if some of our neighbors laugh at us because they're so insecure.
[00:41:03.384 --> 00:41:05.285]  When they hear something scary, they just want to laugh at you.
[00:41:05.566 --> 00:41:07.126]  And people say, Alex, you're trying to scare us.
[00:41:07.967 --> 00:41:09.047]  Those are cowards, folks.
[00:41:09.147 --> 00:41:10.188]  Cowards don't count.
[00:41:10.668 --> 00:41:12.929]  Because they're a coward, they think you're trying to scare them.
[00:41:13.349 --> 00:41:15.070]  People say, I get scared listening to your show.
[00:41:15.330 --> 00:41:16.111]  You get scared?
[00:41:16.771 --> 00:41:18.212]  All of that is already there.
[00:41:18.532 --> 00:41:20.033]  This evil is already happening.
[00:41:21.754 --> 00:41:24.635]  It's not going to go away denying it.
[00:41:25.135 --> 00:41:26.236]  And I'll use the analogy.
[00:41:28.066 --> 00:41:30.808]  Uh, of, you know, there's a burglar breaking in your house.
[00:41:31.368 --> 00:41:32.729]  And your wife's like, get up, Bob.
[00:41:33.009 --> 00:41:35.350]  You're like, you know, Marge, be quiet.
[00:41:35.370 --> 00:41:36.271]  You're scaring me.
[00:41:36.751 --> 00:41:38.472]  And you hear the guy breaking down the door.
[00:41:40.313 --> 00:41:42.034]  Marge, stop waking me up.
[00:41:42.054 --> 00:41:42.754]  You're scaring me.
[00:41:42.774 --> 00:41:43.495]  You're a fear monger.
[00:41:43.515 --> 00:41:45.055]  Well, Marge isn't a fear monger.
[00:41:45.276 --> 00:41:46.436]  She's saying, get up, Bob.
[00:41:46.496 --> 00:41:47.117]  Get up, Bill.
[00:41:47.417 --> 00:41:48.257]  Get the shotgun.
[00:41:52.519 --> 00:41:53.360]  Don't you understand that?
[00:41:54.605 --> 00:41:57.207]  My wife's heard banging and noises before, and she's like, get a gun.
[00:41:57.227 --> 00:41:58.367]  I'm like, you get it, honey.
[00:41:59.608 --> 00:42:00.409]  What if I'm not here?
[00:42:02.530 --> 00:42:05.232]  She's a great shot, but women need to think about that, too.
[00:42:05.272 --> 00:42:14.018]  Because obviously I know if something's banging out in the woods or out in the country, that it's just sound bouncing from the next little farm or something.
[00:42:14.318 --> 00:42:15.419]  Women are like, what is that?
[00:42:16.119 --> 00:42:17.000]  Oh my gosh, do something.
[00:42:17.240 --> 00:42:20.122]  The dogs are barking, and I'm like, get the shotgun.
[00:42:20.162 --> 00:42:21.383]  I'm like, honey, you get it.
[00:42:21.903 --> 00:42:22.703]  This is a good drill.
[00:42:23.715 --> 00:42:25.696]  That sounds like a backhoe digging at night.
[00:42:25.816 --> 00:42:26.676]  Oh, that is what it is.
[00:42:27.596 --> 00:42:29.857]  But it's so simple.
[00:42:30.097 --> 00:42:32.958]  I'm not telling you all this because I live in fear.
[00:42:32.998 --> 00:42:39.460]  Folks, I'm willing for them to kill me, which they might do, to be able to get this out to warn you so these people don't win.
[00:42:39.720 --> 00:42:43.421]  Not because I'm a hero, but because I want my children to grow up in a free country.
[00:42:44.001 --> 00:42:45.242]  I had a fundamental
[00:42:46.832 --> 00:42:50.935]  Gut level, genetic level, just like a dog growls at a bad man.
[00:42:51.515 --> 00:42:58.499]  I am, got my hackles up, snarling, and I'm snapping at the New World Order, trying to, trying to hit its Achilles heel.
[00:43:03.002 --> 00:43:05.783]  And it's so fundamental.
[00:43:07.525 --> 00:43:09.186]  I'm trying to get you moving.
[00:43:09.246 --> 00:43:10.766]  Hey, they're knocking down the door.
[00:43:11.047 --> 00:43:11.987]  They're coming in.
[00:43:15.810 --> 00:43:16.290]  Get ready.
[00:43:18.123 --> 00:43:22.928]  I'll use a Lord of the Rings analogy because I just watched that after probably five, six years of not seeing it.
[00:43:24.090 --> 00:43:29.055]  My son's old enough now, ten, I think, to see it because it's got some good archetypal, you know, information in it.
[00:43:29.075 --> 00:43:30.857]  I think overall a healthy story.
[00:43:35.694 --> 00:43:41.059]  You know, there's the scene where they're down there in the mines of Moria that's been taken over by the orcs 50 years before and everybody's dead.
[00:43:41.680 --> 00:43:46.645]  And they drop a bucket down a mine shaft and all of a sudden they hear the drums.
[00:43:46.725 --> 00:43:48.267]  Boom, boom, boom, boom, boom, boom, boom, boom.
[00:43:48.487 --> 00:43:53.452]  And they're reading the annals of the last fight there in the throne room about drums, drums, drums in the deep.
[00:43:53.812 --> 00:43:54.473]  They are coming.
[00:43:54.513 --> 00:43:55.273]  They are at the door.
[00:43:56.459 --> 00:44:01.643]  I mean, did they say, stop it, Gandalf, don't tell us the orcs are coming, you're a fear monger.
[00:44:01.883 --> 00:44:02.884]  No, it's like, get ready!
[00:44:03.344 --> 00:44:04.525]  They're coming through the door!
[00:44:04.545 --> 00:44:12.951]  I mean, did people come to their windows and say, stop it, Paul Revere, how dare you say an invasion force is landing?
[00:44:14.072 --> 00:44:16.473]  How dare you say they're coming to take our guns?
[00:44:16.834 --> 00:44:18.054]  How dare you?
[00:44:18.074 --> 00:44:20.156]  Because it already happened in other areas of the country.
[00:44:25.878 --> 00:44:27.380]  How dare you?
[00:44:27.480 --> 00:44:28.861]  I think you're a traitor.
[00:44:29.082 --> 00:44:31.164]  I think you're working for the Redcoats, Paul Revere.
[00:44:31.664 --> 00:44:32.746]  Telling us they're coming.
[00:44:35.635 --> 00:44:37.416]  Oneth by land, twoth by sea.
[00:44:38.176 --> 00:44:38.776]  They're coming!
[00:44:39.096 --> 00:44:39.616]  They're coming!
[00:44:39.676 --> 00:44:41.317]  Drums, drums, drums in the deep!
[00:44:41.677 --> 00:44:42.757]  Is it drums in the deep?
[00:44:43.017 --> 00:44:45.458]  They're doing every tyrannical thing you can imagine.
[00:44:45.698 --> 00:44:48.139]  Parading up and down in front of us.
[00:44:48.639 --> 00:44:50.660]  Getting the police and the military ready.
[00:44:50.940 --> 00:44:52.540]  Demonizing the founding fathers.
[00:44:52.580 --> 00:44:54.021]  Demonizing private property.
[00:44:54.281 --> 00:44:55.601]  Demonizing homeschool.
[00:44:55.801 --> 00:44:59.482]  I mean, just exactly what you would expect in a Red Dawn scenario.
[00:44:59.682 --> 00:45:01.543]  What would be taught in a re-education camp.
[00:45:02.782 --> 00:45:07.964]  And I've got the training videos, I've put them out publicly, where the police are sitting around when they're demonizing George Washington.
[00:45:08.404 --> 00:45:09.004]  FEMA is.
[00:45:09.245 --> 00:45:13.306]  To firefighters, police, and sheriff's deputies, and the cops, they go, who are the terrorists?
[00:45:13.346 --> 00:45:14.727]  George Washington, good job!
[00:45:15.287 --> 00:45:16.867]  You see the police nodding their heads.
[00:45:17.428 --> 00:45:19.108]  You see a few kind of shifting in their chairs.
[00:45:19.388 --> 00:45:20.589]  And the FEMA guy's watching.
[00:45:21.189 --> 00:45:22.850]  You're all being assessed in there.
[00:45:23.930 --> 00:45:27.171]  If you watch the body language, they're assessing who does it.
[00:45:27.371 --> 00:45:28.332]  Tell us what you thought of this.
[00:45:29.514 --> 00:45:31.335]  Tell us what you thought of this little meeting we just had.
[00:45:31.615 --> 00:45:39.181]  I mean, these are enemy operatives who've seized our federal government and seized most of our states, parading around everywhere.
[00:45:40.502 --> 00:45:47.967]  And now they've got Fox sportscasters giving talking points to NBC and the NFL, and that stuff is pre-approved by the NFL.
[00:45:48.147 --> 00:45:48.667]  I looked it up.
[00:45:49.268 --> 00:45:50.048]  Not that I needed to.
[00:45:51.029 --> 00:45:56.353]  For Bob Costas to read off a teleprompter and say, handguns are bad and they're what's to blame here.
[00:45:58.086 --> 00:46:05.711]  And now you are the KKK if you believe in the Second Amendment when it is on record.
[00:46:05.731 --> 00:46:14.796]  And we have the news articles in the video up at InfoWars.com right now documenting the entire history of this.
[00:46:15.577 --> 00:46:20.400]  Anti-gun sports columnist Jason Whitlock, the NRA is the new KKK.
[00:46:20.780 --> 00:46:24.682]  I guess we inadvertently borrowed the headline from the Daily Caller that actually
[00:46:25.783 --> 00:46:27.845]  Well, they didn't break it, but they got the story out yesterday on that.
[00:46:27.865 --> 00:46:28.545]  That's where we saw it.
[00:46:28.585 --> 00:46:30.967]  And then I guess when I shot the video, that's the headline we used.
[00:46:31.388 --> 00:46:32.228]  But there it is.
[00:46:32.609 --> 00:46:35.991]  That's a video right there where I show all the documents, all the articles, all the history.
[00:46:36.312 --> 00:46:37.613]  It is on record.
[00:46:37.653 --> 00:46:43.838]  The Ku Klux Klan was the lobbying arm that got gun control passed in this country.
[00:46:45.599 --> 00:46:50.864]  And, you know, I'll tell people that say, oh, let's take this group's rights or that group's rights because they're poor, they're whatever.
[00:46:50.924 --> 00:46:52.345]  Folks, it will be used on everybody.
[00:46:53.158 --> 00:47:00.525]  Just from a pragmatic position out there, just like Tony Brown says, whatever is done to the black community is done in your community.
[00:47:00.765 --> 00:47:06.931]  So even if you are a tribalist, a racist, whatever, understand whatever is done to any group will come back on you.
[00:47:07.111 --> 00:47:08.292]  That's the way the universe works.
[00:47:09.673 --> 00:47:11.235]  But let's go ahead and play this clip.
[00:47:12.516 --> 00:47:16.900]  Angie Gunn, sports columnist, Jason Whitlock, the NRA is the new KKK.
[00:47:17.561 --> 00:47:18.542]  That would be like
[00:47:20.481 --> 00:47:26.685]  That is, that is equivalent to saying Rosa Parks was a grand dragon in the Ku Klux Klan.
[00:47:26.805 --> 00:47:33.068]  It is that, it is, no, no, it's like saying Martin Luther King was a grand dragon.
[00:47:34.609 --> 00:47:36.771]  I mean, it is that over the top.
[00:47:37.171 --> 00:47:42.014]  And this is all scripted, ladies and gentlemen, because this is what the ADL and Southern Poverty Law Center say.
[00:47:42.554 --> 00:47:45.436]  More anti-American groups that are funded by foreign banks on record.
[00:47:46.203 --> 00:47:47.344]  I mean, this is a takeover.
[00:47:47.684 --> 00:47:48.625]  Hey, I like freedom!
[00:47:48.665 --> 00:47:49.325]  Shut up, racist!
[00:47:49.626 --> 00:47:52.948]  Hey, I don't want government health care and the government having death panels and running what care I can get.
[00:47:53.248 --> 00:47:54.569]  I really didn't think it worked too well in Europe.
[00:47:54.749 --> 00:47:55.510]  Shut up, racist!
[00:47:56.831 --> 00:47:59.253]  I mean, it's ridiculous!
[00:47:59.333 --> 00:48:00.574]  And they sit there like it's a weapon.
[00:48:00.614 --> 00:48:03.876]  They smile when they say it, like you're supposed to go, oh man, you really got me right there.
[00:48:04.076 --> 00:48:04.897]  You're right, I'm bad.
[00:48:05.057 --> 00:48:06.278]  Take my guns, take my guns.
[00:48:07.884 --> 00:48:11.748]  So here is the guy that gives us talking points to Bob Causes that we must boycott.
[00:48:12.569 --> 00:48:14.731]  Here he is, Jason Whitlock.
[00:48:14.771 --> 00:48:16.473]  And Fox News better reprimand this guy.
[00:48:17.074 --> 00:48:17.634]  But you know what?
[00:48:17.895 --> 00:48:19.637]  Constitutionalists have been trained to roll over.
[00:48:19.857 --> 00:48:23.080]  The NRA will probably say, don't call us racist, we promise we're not.
[00:48:23.421 --> 00:48:26.244]  They probably won't even say the Ku Klux Klan got the first gunman's past.
[00:48:29.363 --> 00:48:32.084]  It's, oh, okay, yeah, oh, actually we are racist.
[00:48:32.344 --> 00:48:33.444]  Thank you for calling us that.
[00:48:33.484 --> 00:48:35.305]  I mean, it is ridiculous.
[00:48:35.825 --> 00:48:40.506]  Here is just part of the disgusting transaction on the Syndicated Radio Show where he was speaking.
[00:48:40.546 --> 00:48:40.786]  Here it is.
[00:48:40.806 --> 00:48:52.389]  You know, I did not go as far as I would like to go, because my thoughts on the NRA and America's gun culture, I believe the NRA is the new KKK.
[00:48:52.469 --> 00:48:52.750]  Wow.
[00:48:53.130 --> 00:48:57.991]  And that the arming of so many black youth and
[00:48:58.999 --> 00:49:07.322]  Loading up our communities with drugs and then just having an open shooting gallery is the work of people that, you know, obviously don't have our best interest.
[00:49:08.003 --> 00:49:25.350]  And I think it's obvious if you travel abroad and travel to countries where they actually have some legitimate gun laws, we don't have to have what we have here in America, where people think a gun somehow enhances their liberty and where people think that a gun somehow makes them safer.
[00:49:26.210 --> 00:49:26.970]  It just doesn't.
[00:49:27.290 --> 00:49:27.931]  A gun turns
[00:49:29.286 --> 00:49:32.949]  Some kids listening to music into a murder scene.
[00:49:33.550 --> 00:49:38.114]  And, uh, you know, if you don't have a gun, you drive home.
[00:49:38.214 --> 00:49:39.915]  You know, kids are listening to some loud music.
[00:49:39.936 --> 00:49:40.616]  You don't like it?
[00:49:40.736 --> 00:49:41.617]  Ah, that annoys me.
[00:49:41.657 --> 00:49:43.158]  You go home and complain to your wife.
[00:49:43.599 --> 00:49:46.782]  When you have a gun, you open fire, potentially.
[00:49:46.802 --> 00:49:47.682]  All right, that's enough.
[00:49:47.722 --> 00:49:50.205]  The full clip is up at InfoWars.com.
[00:49:52.512 --> 00:49:53.892]  And it is just asinine.
[00:49:53.952 --> 00:49:57.713]  I mean, obviously, the places with these high crime rates is where they disarm the general public.
[00:49:58.033 --> 00:50:03.895]  It's total gangster rap where they glorify killing each other across the board.
[00:50:03.975 --> 00:50:05.015]  And then people get killed.
[00:50:05.175 --> 00:50:07.055]  And it's not the gangster rap fault.
[00:50:07.436 --> 00:50:09.896]  It's not that culture's fault, being sold by MTV.
[00:50:10.336 --> 00:50:14.817]  It's not the fault of the, quote, liberal media pushing and saying how great all this is.
[00:50:15.637 --> 00:50:16.458]  It's not the fault.
[00:50:16.578 --> 00:50:16.818]  No, no, no.
[00:50:16.878 --> 00:50:17.538]  It's the fault
[00:50:18.038 --> 00:50:24.303]  Of the NRA, who's the new KKK, who defends the Second Amendment so black people kill themselves.
[00:50:25.604 --> 00:50:27.246]  Unbelievable.
[00:50:28.006 --> 00:50:30.048]  Now there is a tiny grain of truth in there.
[00:50:31.169 --> 00:50:34.191]  You notice he talked about the drugs, so the communities destroy themselves.
[00:50:34.251 --> 00:50:37.134]  Yeah, they bring in the drugs so all of us become enslaved.
[00:50:37.754 --> 00:50:43.299]  But it's unbelievable, ladies and gentlemen, that this is what they're now going to push.
[00:50:44.477 --> 00:50:45.118]  Incredible.
[00:50:45.879 --> 00:50:46.620]  Incredible.
[00:50:47.381 --> 00:50:55.951]  That our society is degenerating and breaking down, and the only thing frustrating crime is the Second Amendment, and the statistics all prove that.
[00:50:56.532 --> 00:51:00.076]  Unbelievable demonization and race-baiting.
[00:51:00.276 --> 00:51:00.997]  Disgusting.
[00:51:01.097 --> 00:51:02.459]  He needs to get in trouble for it.
[00:51:02.819 --> 00:51:08.281]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:51:08.601 --> 00:51:15.664]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:51:15.964 --> 00:51:18.405]  We're battling the globalist on so many fronts.
[00:51:18.685 --> 00:51:24.747]  Health is an area where we can all take control of our lives, and it all starts with that basic building block of water.
[00:51:25.407 --> 00:51:28.170]  It is time to purify our family's water.
[00:51:28.450 --> 00:51:35.116]  The ProPure filtration system with added fluoride filters is the best system for my research to protect you and your family.
[00:51:35.336 --> 00:51:40.441]  Infowarstore.com already has the lowest prices on ProPure water filtration.
[00:51:40.641 --> 00:51:46.307]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:51:46.667 --> 00:51:48.729]  I know what I'm giving my family this Christmas.
[00:51:48.989 --> 00:51:49.529]  ProPure.
[00:51:49.710 --> 00:51:55.694]  Go to Infowarsstore.com and get 15% off the already lowest price out there with the code WATER15.
[00:51:55.714 --> 00:51:57.996]  WATER15 and you get 15% off at Infowarsstore.com.
[00:52:02.386 --> 00:52:03.767]  Lunch is ready!
[00:52:04.148 --> 00:52:07.430]  And it's an MRE smorgasbord at longlifefood.com.
[00:52:07.771 --> 00:52:12.154]  In 1983, Long Life Food Depot was one of the first to sell MRE pouches to the public.
[00:52:12.295 --> 00:52:14.837]  And we're still selling them almost 30 years later.
[00:52:14.997 --> 00:52:18.940]  Today, Long Life Food Depot has the world's most complete MRE online buffet.
[00:52:19.120 --> 00:52:20.822]  Because MREs are all we do.
[00:52:21.042 --> 00:52:24.485]  Tasty varieties of chicken, beef, salmon, and pasta entrees.
[00:52:24.605 --> 00:52:27.167]  Plus sandwiches and our easy-to-use pouches.
[00:52:27.347 --> 00:52:30.409]  Full moisture, long shelf life, and ready to eat hot or cold.
[00:52:30.650 --> 00:52:33.812]  We sell by the pouch or case, so the choices are endless.
[00:52:33.952 --> 00:52:36.114]  And so are the graduated quantity discounts.
[00:52:36.294 --> 00:52:38.135]  The more you buy, the more you save.
[00:52:38.416 --> 00:52:46.762]  Call 800-601-2833 or go to longlifefood.com to join our email list for upcoming announcements, like the Rollaway Food Pod.
[00:52:46.902 --> 00:52:48.703]  Plus enjoy fast and free shipping.
[00:52:48.844 --> 00:52:49.984]  Just call 800-601-2833 or visit longlifefood.com.
[00:52:53.487 --> 00:52:54.588]  Emergency preparedness.
[00:52:54.728 --> 00:52:55.648]  Emergency relief.
[00:52:55.828 --> 00:52:58.250]  Longlifefood.com since 1983.
[00:52:58.450 --> 00:53:00.351]  Sending real food to your real future.
[00:53:01.952 --> 00:53:04.093]  So it's off to Grandma's house for the holidays, eh?
[00:53:04.513 --> 00:53:05.154]  That's great!
[00:53:06.074 --> 00:53:12.798]  But while you're going over the river and through the woods, professional burglars are choosing easy targets to break into.
[00:53:13.178 --> 00:53:14.759]  Don't be an easy target.
[00:53:15.079 --> 00:53:16.520]  Plug in fake TV.
[00:53:17.120 --> 00:53:20.741]  Fool criminals into believing someone's home at your house watching TV.
[00:53:21.161 --> 00:53:26.262]  Fake TV works a bit like a light on a timer, but fake TV is far more convincing.
[00:53:26.542 --> 00:53:31.323]  Fake TV plugs into any outlet and simulates the light and colors of a real TV.
[00:53:31.743 --> 00:53:35.664]  Burglars will likely move on to easier targets and leave your house alone.
[00:53:36.124 --> 00:53:41.005]  Fake TV costs less than a month of most alarm monitoring plans and makes a great Christmas gift.
[00:53:41.465 --> 00:53:44.367]  Or it's perfect if you're traveling over the holidays or any time.
[00:53:44.747 --> 00:53:50.950]  Order your fake TV by calling 877-5-FAKE-TV or go to FAKETV.com.
[00:53:51.190 --> 00:53:56.653]  That's 877-532-5388 or FAKETV.com.
[00:53:57.054 --> 00:53:59.515]  FAKETV, the burglar deterrent.
[00:54:02.717 --> 00:54:04.958]  He's the T-Rex of political talk.
[00:54:05.498 --> 00:54:08.320]  Alex Jones on the GCN Radio Network.
[00:54:17.927 --> 00:54:20.609]  Let me analyze what's happening with the gangster culture.
[00:54:23.050 --> 00:54:27.833]  Men are designed, when they hit about 12, 13, 14, to want to become warriors.
[00:54:29.254 --> 00:54:35.578]  Because any culture that didn't have strong young men that were ready to fight got overrun, enslaved, and exterminated.
[00:54:36.138 --> 00:54:38.220]  So humans across the board are ready to fight.
[00:54:39.252 --> 00:54:45.594]  In fact, they get us kind of an artificial cowardice by young people never actually having conflict.
[00:54:46.194 --> 00:55:02.538]  It's actually important that young people get in controlled things like boxing and good old-fashioned schoolyard brawls because it teaches you by increments when you're 10, 11, 12, 13, 14, pretty soon you start getting hurt real bad.
[00:55:02.558 --> 00:55:06.079]  You learn how to not get in fights unless you absolutely have to.
[00:55:07.697 --> 00:55:10.398]  But then you also have confidence and you're not a coward.
[00:55:10.498 --> 00:55:12.959]  With real power comes control.
[00:55:13.419 --> 00:55:21.742]  Instead, you've got arrested development people that don't even really know how to fight, and so they listen to stuff all day that's about how I killed this guy, I killed that guy.
[00:55:21.982 --> 00:55:23.522]  They think that's what a man does.
[00:55:24.082 --> 00:55:25.983]  They get a gun, they go out and kill somebody.
[00:55:26.423 --> 00:55:28.344]  Or they go to rob houses, because that's what's cool.
[00:55:29.004 --> 00:55:31.885]  You know, young white girls, it's a big fun thing.
[00:55:32.185 --> 00:55:34.526]  Black kids, Hispanics, you name it, it's gangster culture.
[00:55:35.396 --> 00:55:42.380]  And people get shot all the time and now they're trying to indict homeowners when one guy shot this teenage girl robbing his house and she laughed at him.
[00:55:42.580 --> 00:55:43.941]  That's how delusional they are.
[00:55:44.281 --> 00:55:45.201]  So he shot her again.
[00:55:45.221 --> 00:55:47.623]  And then he admitted that to the cops.
[00:55:47.643 --> 00:55:48.823]  They go, well, we're gonna arrest you then.
[00:55:48.843 --> 00:55:50.464]  You shouldn't have shot this girl robbing you.
[00:55:50.984 --> 00:55:54.106]  The point is, is that there's a real world out there.
[00:55:55.547 --> 00:55:55.667]  And
[00:55:58.810 --> 00:56:02.413]  Even if you have to defend yourself, it's a very serious situation.
[00:56:02.493 --> 00:56:04.815]  Not just out looking for trouble all day.
[00:56:05.115 --> 00:56:07.216]  But that's what the punk culture does.
[00:56:08.958 --> 00:56:14.442]  And nine times out of ten, punks start something and then once you're ready to deliver, then they back off.
[00:56:14.502 --> 00:56:16.503]  They want the symbol of the power.
[00:56:16.884 --> 00:56:20.727]  But I read all the time about people being beaten to death in these brawls.
[00:56:21.167 --> 00:56:22.428]  It's not just guns doing it.
[00:56:23.664 --> 00:56:27.849]  And it's because society's degenerating, we need more guns.
[00:56:29.451 --> 00:56:35.317]  And the gun culture is really starting to spread, and that's why they want to brand it as the gangster culture.
[00:56:36.599 --> 00:56:36.839]  No.
[00:56:37.740 --> 00:56:39.722]  The gun culture is Americana.
[00:56:39.822 --> 00:56:40.904]  Rugged individualism.
[00:56:40.944 --> 00:56:41.785]  Take care of yourself.
[00:56:43.151 --> 00:56:46.395]  Don't point a gun at somebody unless you're getting ready to use it to defend yourself.
[00:56:47.136 --> 00:56:48.557]  Don't use a gun offensively.
[00:56:48.918 --> 00:56:49.759]  Use it defensively.
[00:56:50.039 --> 00:56:53.844]  Hey, guns, I'm absolutely programmed from training since age four.
[00:56:55.182 --> 00:56:57.164]  I don't aim something at you unless I'm going to pull the trigger.
[00:56:57.585 --> 00:57:04.052]  I don't aim something at you unless you're invading my house and threatening me.
[00:57:04.572 --> 00:57:16.486]  By the way, I think I can take care of myself in most fights, but if I happen to be around a firearm and you attack me for no reason, I'm just going to go ahead, because you could kill me, I'm just going to go ahead and defend myself with lethal force.
[00:57:18.186 --> 00:57:18.947]  I mean, it's that simple.
[00:57:19.107 --> 00:57:21.148]  I'm not playing games with people.
[00:57:21.729 --> 00:57:21.929]  Okay?
[00:57:21.949 --> 00:57:24.931]  And I'm not looking to kill somebody to feel manly and big either.
[00:57:25.872 --> 00:57:26.472]  You understand that?
[00:57:26.532 --> 00:57:28.093]  But I'm looking to live here.
[00:57:28.454 --> 00:57:33.197]  You see, I'm a real nice, sweet guy that rocks my little babies to sleep at night.
[00:57:33.217 --> 00:57:38.181]  And it's because I have love that I'm ready to kill to protect my family.
[00:57:38.741 --> 00:57:39.362]  You understand that?
[00:57:39.382 --> 00:57:40.903]  It's not because I'm a tough guy.
[00:57:40.923 --> 00:57:42.304]  It's because I've got a life force.
[00:57:42.864 --> 00:57:43.725]  I'm here to live.
[00:57:43.765 --> 00:57:44.586]  I'm here to thrive.
[00:57:44.606 --> 00:57:45.426]  I'm here to build.
[00:57:45.687 --> 00:57:47.168]  I'm here to uplift humanity.
[00:57:47.848 --> 00:57:53.973]  And we've been taught that civilization means you're a... I don't want to say effeminate, because it's an insult to women.
[00:57:54.234 --> 00:57:56.976]  You are domesticated, weak, limp-wristed men and women.
[00:57:57.276 --> 00:58:04.603]  And people are discovering empowerment, they are discovering how good it is, and liberty is being reborn.
[00:58:05.694 --> 00:58:08.576]  That's why they banned dodgeball and then jogging and wrestling.
[00:58:08.596 --> 00:58:10.977]  That's why they're trying to ban competitive sports now.
[00:58:10.997 --> 00:58:12.398]  They're trying to ban boxing.
[00:58:12.759 --> 00:58:16.541]  They're trying to ban mixed martial arts.
[00:58:16.721 --> 00:58:17.902]  You know, there's big calls for that.
[00:58:18.442 --> 00:58:20.704]  With the same crowd that runs Mothers Against Drunk Driving.
[00:58:21.024 --> 00:58:26.347]  They want us domesticated where the elites have specialized killers and we all just sit here and take it.
[00:58:26.687 --> 00:58:26.968]  No!
[00:58:27.688 --> 00:58:33.252]  If you want freedom, if you want love, you better get ready to defend it physically.
[00:58:34.218 --> 00:58:37.141]  Because a nation of sheep will be ruled by wolves.
[00:58:37.601 --> 00:58:39.763]  I'm Alex Jones, InfoWars.com.
[00:58:44.807 --> 00:58:48.791]  This is GCN, the Genesis Communications Radio Network.
[00:58:52.441 --> 00:58:55.983]  You prepare by purchasing gold, food, and firearms.
[00:58:56.143 --> 00:59:02.047]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:59:02.408 --> 00:59:05.710]  When you're sleeping, who's watching out for intruders and spooks?
[00:59:06.390 --> 00:59:07.491]  Check out SimpliSig.
[00:59:07.771 --> 00:59:11.634]  It's a new do-it-yourself home security system that is completely wireless.
[00:59:11.994 --> 00:59:13.935]  Go to GetSimplySafe.com.
[00:59:14.235 --> 00:59:16.837]  SimpliSafe is independent and off the grid.
[00:59:17.097 --> 00:59:21.380]  It runs on battery power, so even if the grid goes down, you're protected.
[00:59:21.800 --> 00:59:28.385]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:59:28.745 --> 00:59:36.250]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:59:36.770 --> 00:59:40.771]  If you move or need to relocate, you can take the system with you wherever you go.
[00:59:41.211 --> 00:59:46.412]  SimpliSafe will stand guard protecting your property 24 hours a day, 7 days a week.
[00:59:46.773 --> 00:59:48.593]  Go to GetSimpliSafe.com.
[00:59:48.853 --> 00:59:51.174]  That's GetSimpliSafe.com.
[00:59:55.095 --> 00:59:57.035]  Waging war on corruption.
[00:59:57.495 --> 01:00:00.276]  Alex Jones on the GCM Radio Network.
[01:00:06.926 --> 01:00:11.108]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:11.749 --> 01:00:12.549]  You want answers?
[01:00:13.350 --> 01:00:14.230]  Well, so does he.
[01:00:14.891 --> 01:00:18.553]  He's Alex Jones on the GCN Radio Network.
