[00:00:00.029 --> 00:00:02.870]  Alex Jones Broadcasting Network.
[00:22:48.990 --> 00:23:04.549]  Continuing here, I want to get into a news piece that we're going to air at the end of this hour that isn't even really about the particular story I'm going to be covering, but it's about how
[00:23:07.614 --> 00:23:27.615]  The police and other government systems are so used to dealing with media that just regurgitates whatever they say that they were completely blown away when we went out a few months ago and pointed out that they're buying millions and millions of dollars worth of armored gunboats with giant machine guns mounted on them.
[00:23:29.022 --> 00:23:33.443]  And that it's a dangerous precedent, and now the media is using the term gunboat.
[00:23:34.323 --> 00:23:45.767]  KVUE here in Austin and a bunch of other TV stations and publications show my reporter showed up to film new boats with machine guns, giant machine guns mounted on them.
[00:23:46.027 --> 00:23:47.007]  They just flipped out on him.
[00:23:48.386 --> 00:23:55.010]  And then started calling our local affiliate 590 that we're on right now, trying to engage in a PSYOP.
[00:23:55.050 --> 00:24:06.496]  So it's going to be, this is going to be a great teaching moment for the public, but also for the Texas State Police, who are famous for files on people and illegal spy rings and things in the 70s and 80s that got shut down.
[00:24:06.916 --> 00:24:09.238]  And DPS Intelligence, they're all back at their old tricks.
[00:24:09.558 --> 00:24:11.459]  It's a subsidiary of Homeland Security.
[00:24:12.219 --> 00:24:14.901]  The last DPS director was not going along with this, so he's out.
[00:24:15.481 --> 00:24:18.202]  And I've seen a lot of changes now that they got rid of the last director.
[00:24:18.682 --> 00:24:19.383]  And I don't like it.
[00:24:20.283 --> 00:24:21.163]  And it's dangerous.
[00:24:21.784 --> 00:24:23.404]  And what I saw out of them is creepy.
[00:24:24.225 --> 00:24:27.106]  And that's why we're going to have to now examine the state police very closely.
[00:24:27.126 --> 00:24:30.087]  And you are not on our radar screen, you are on it now.
[00:24:31.068 --> 00:24:31.508]  Big time.
[00:24:32.388 --> 00:24:34.589]  And obviously, you're running scared.
[00:24:34.629 --> 00:24:36.050]  The wicked flee when none pursue.
[00:24:37.370 --> 00:24:41.192]  So, I don't know why you flipped out like this, but
[00:24:43.231 --> 00:24:44.132]  Wait till you hear the story.
[00:24:44.172 --> 00:24:45.733]  I mean, it is bizarre.
[00:24:46.454 --> 00:24:47.935]  Bizarre what happened.
[00:24:48.856 --> 00:24:53.820]  So that is coming up with that report, with the video report of us trying to get the interview with their spokesman.
[00:24:55.501 --> 00:24:55.782]  Okay.
[00:24:57.823 --> 00:25:02.708]  This next piece of news, before I get into the big news I ran, was so crazy.
[00:25:03.533 --> 00:25:07.596]  And I called Paul Watson about this this morning, and he said, you don't know, it's been out since Friday.
[00:25:07.616 --> 00:25:11.238]  We posted it Friday, Drudge Report had it Friday, you don't know about this.
[00:25:11.318 --> 00:25:12.038]  And I said, no.
[00:25:12.439 --> 00:25:16.901]  And I read three different mainstream articles, and I cannot believe this.
[00:25:17.762 --> 00:25:21.444]  I cannot get my mind around it, because it's so crazy.
[00:25:23.025 --> 00:25:24.806]  It's so crazy.
[00:25:25.206 --> 00:25:32.451]  You've heard of the TSA making women drink their own breast milk to make sure it's not a bomb.
[00:25:35.029 --> 00:25:41.071]  It's all about arbitrary, everybody's a terrorist, take your shoes off, take your belt off, go on a scanner, we're going to touch your genitals.
[00:25:41.371 --> 00:25:43.011]  It's all slave training, prisoner training.
[00:25:43.211 --> 00:25:44.332]  They admit that's what it is.
[00:25:44.592 --> 00:25:50.914]  And it's training everybody for federalization, an unbonded, unsworn, non-police kind of brown shirt brigade.
[00:25:51.274 --> 00:25:52.974]  Every third world country does this.
[00:25:56.195 --> 00:25:58.756]  They set up like an auxiliary oppression force.
[00:25:59.960 --> 00:26:02.961]  Because the police are trained to at least know something in the Bill of Rights and Constitution.
[00:26:03.141 --> 00:26:07.642]  You know, the cops don't pull you over and go, just randomly, okay, everybody, I pull over, I grab your genitals.
[00:26:07.963 --> 00:26:10.343]  Everybody knows that's illegal violation of the Fourth Amendment.
[00:26:10.783 --> 00:26:11.984]  It's a violation of the Tenth Amendment.
[00:26:14.225 --> 00:26:24.068]  And I've seen cases, literally hundreds of cases, where they now make women go behind closed doors and take their bras off so that women can fondle them.
[00:26:25.737 --> 00:26:28.740]  Why is it okay for same-sex to fondle you?
[00:26:29.060 --> 00:26:31.543]  In a way, I'd kind of like the opposite sex to fondle me.
[00:26:31.583 --> 00:26:34.006]  Not that I like it, but it might be a little better.
[00:26:34.026 --> 00:26:37.669]  It's kind of like a couple times a year I go get a massage and I request a woman.
[00:26:37.930 --> 00:26:41.914]  It's not because I'm going to be doing anything with them in there, or a happy ending as they call it.
[00:26:42.274 --> 00:26:44.676]  I don't like guys touching me.
[00:26:44.737 --> 00:26:45.998]  I don't like how guys smell.
[00:26:46.358 --> 00:26:47.599]  I don't like how they look.
[00:26:47.639 --> 00:26:48.600]  Guys look like kind of
[00:26:49.895 --> 00:26:51.857]  Dirty looking monkeys or something to me.
[00:26:52.118 --> 00:26:52.578]  You know what I mean?
[00:26:52.658 --> 00:26:55.362]  Women look beautiful, magical, juicy.
[00:26:55.902 --> 00:26:59.787]  You know, I mean, it's like a plate of enchiladas or something.
[00:27:00.428 --> 00:27:04.133]  Men look like a bucket of dog crap.
[00:27:04.173 --> 00:27:05.434]  I'm sorry to use that, but you know.
[00:27:06.260 --> 00:27:13.406]  Point is, is that it's just, well, don't worry, we have women strips searching you, or we have women sticking their hands down your two-year-old daughter's pants.
[00:27:15.107 --> 00:27:15.848]  How is that okay?
[00:27:15.888 --> 00:27:18.230]  I mean, I mean, guys rape guys.
[00:27:18.290 --> 00:27:21.452]  I mean, is it like okay if guys go out in the park and rape another guy?
[00:27:21.492 --> 00:27:22.293]  Well, it's a guy!
[00:27:22.353 --> 00:27:25.095]  I mean, I mean, it's like worse.
[00:27:26.376 --> 00:27:32.121]  Okay, you're saying what is the craziest thing that I've ever seen and I'm about to talk about here?
[00:27:34.603 --> 00:27:35.824]  She's got a breast pump.
[00:27:37.352 --> 00:27:41.413]  And they scan it, and it's the name of the company, it's a breast pump, and they say, well, the bottles are empty.
[00:27:41.974 --> 00:27:43.314]  And the lady says, yeah, it's my breast pump.
[00:27:43.994 --> 00:27:48.016]  You know, I'm going out of town, my baby's with me, I've got to work some, there's a babysitter, I'm going to have to pump milk.
[00:27:48.456 --> 00:27:49.276]  You know, my wife did it.
[00:27:51.137 --> 00:27:51.637]  Three times.
[00:27:53.657 --> 00:28:03.621]  When we were going to go out to dinner, or go out to dinner and a movie, be gone three, four hours, my wife would have to sit there and pump the milk and give it to the babysitter or family that came over to keep one of our children.
[00:28:04.448 --> 00:28:11.710]  I mean, I know it's evil, I know there's a war against breastfeeding, a war against organic, a war against anything reality-based, by this plastic culture of death.
[00:28:13.851 --> 00:28:16.772]  But the TSA did apologize for this, but then they never stopped.
[00:28:17.092 --> 00:28:22.414]  And he said, you're gonna pump that right now, and you're gonna come back and show me that you've got milk in your breast.
[00:28:23.074 --> 00:28:25.515]  And if you don't like hearing this on the radio, I know this is what's happening to our women.
[00:28:25.835 --> 00:28:27.836]  So she had to go in a, she says, is there a private place?
[00:28:27.876 --> 00:28:30.077]  He said no, even though they had a little private grope room.
[00:28:30.757 --> 00:28:31.758]  Or they like to molest people.
[00:28:31.998 --> 00:28:33.519]  He said, no, you'll go in the bathroom.
[00:28:33.539 --> 00:28:40.844]  So she had to stand in front of everyone and at the metal mirrors and do it and then come out and then he inspected it and basically yelled at her.
[00:28:41.384 --> 00:28:44.386]  It's land of the humiliated cowards and slaves.
[00:28:44.786 --> 00:28:46.868]  Land of the people that will take anything.
[00:28:47.268 --> 00:28:48.489]  I'll tell you more about this when we come back.
[00:28:48.529 --> 00:28:49.049]  Then I ran.
[00:28:49.069 --> 00:28:55.834]  And what's happening with the electric cars that no one wants to buy that you pay for with your taxpayer money to build the assembly lines on.
[00:28:56.194 --> 00:28:57.295]  But now they're shutting those down.
[00:28:57.355 --> 00:28:58.476]  It's all coming up.
[00:28:58.556 --> 00:29:00.317]  I'm Alex Jones and full wars dot com.
[00:29:06.052 --> 00:29:09.673]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:29:10.013 --> 00:29:18.135]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:29:18.875 --> 00:29:22.916]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:29:23.516 --> 00:29:34.318]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:29:34.958 --> 00:29:43.960]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:29:44.460 --> 00:29:49.501]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:29:49.882 --> 00:29:57.063]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:29:57.383 --> 00:30:00.124]  That's www.SilverLungs.com.
[00:30:04.514 --> 00:30:05.514]  I had tried everything.
[00:30:05.575 --> 00:30:10.637]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[00:30:11.077 --> 00:30:15.559]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:30:15.899 --> 00:30:22.262]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:30:22.742 --> 00:30:33.252]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:30:33.973 --> 00:30:38.117]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:30:38.457 --> 00:30:44.482]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[00:30:44.723 --> 00:30:45.864]  Now that's results.
[00:30:46.264 --> 00:30:58.392]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:30:58.792 --> 00:31:01.013]  Start your journey to health and wellness today.
[00:31:01.334 --> 00:31:02.454]  Infowarsteam.com
[00:31:03.939 --> 00:31:05.200]  Hi, this is Alex Jones.
[00:31:05.240 --> 00:31:10.583]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:31:10.823 --> 00:31:15.466]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:31:15.846 --> 00:31:16.246]  It's true.
[00:31:16.326 --> 00:31:20.889]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:31:21.409 --> 00:31:26.112]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:31:26.633 --> 00:31:28.574]  They call it a Survival Seed Bank.
[00:31:28.954 --> 00:31:33.557]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:31:33.757 --> 00:31:34.658]  And here's the best part.
[00:31:34.878 --> 00:31:37.640]  These seeds have not been genetically modified in any way.
[00:31:37.940 --> 00:31:41.242]  And you actually get enough seeds to plant a full acre crisis garden.
[00:31:41.563 --> 00:31:44.404]  So visit them today at survivalseedbank.com.
[00:31:44.745 --> 00:31:46.646]  That's survivalseedbank.com.
[00:31:46.986 --> 00:31:47.907]  Or give them a call at 877-327-0365.
[00:31:51.530 --> 00:31:55.235]  That's 877-327-0365.
[00:31:55.776 --> 00:32:00.283]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:32:00.604 --> 00:32:02.988]  This is Alex Jones for survivalseedbank.com.
[00:32:04.235 --> 00:32:08.940]  Folks, Iran and the Mideast nuclear mess is already ballooning our gas prices.
[00:32:09.220 --> 00:32:21.433]  Whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Mideast showdown explodes, whatever food supply you have is all you'll get because of huge panic demand.
[00:32:21.734 --> 00:32:23.836]  eFoods Direct Family Packs are the answer.
[00:32:24.156 --> 00:32:30.661]  Now the most affordable best food is saving you up to 50% compared to other poor quality food companies.
[00:32:31.021 --> 00:32:38.747]  The new Alex Jones Quick Fix Family Pack saves you so much money, the savings from eating this food will actually help you pay your other bills.
[00:32:39.187 --> 00:32:46.292]  No matter what effect the Mideast crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[00:32:46.652 --> 00:32:51.395]  Order now for 50% savings and free shipping on these affordable family packs.
[00:32:51.655 --> 00:32:54.217]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:32:54.257 --> 00:32:56.959]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:33:05.103 --> 00:33:07.965]  Coast to coast, direct from Austin.
[00:33:08.706 --> 00:33:11.908]  You're listening to the Alex Jones Broadcasting Network.
[00:33:29.278 --> 00:33:30.038]  We're live.
[00:33:30.539 --> 00:33:31.299]  You have found it.
[00:33:31.319 --> 00:33:33.760]  The front lines of the Infowar.
[00:33:33.800 --> 00:33:42.545]  The tip of the spear in the fight to awaken free humanity against the scourge of the scientific dictatorship known as the New World Order.
[00:33:43.405 --> 00:33:44.086]  Thank you for joining us.
[00:33:45.160 --> 00:33:49.002]  So, it's always about more power, more arbitrary power.
[00:33:49.082 --> 00:33:56.327]  Ten years after 9-11, the TSA, as Forbes reported last week, TSA coming to a highway near you.
[00:33:56.367 --> 00:33:58.808]  In fact, put that up on screen for PrisonPlanet.tv viewers.
[00:33:59.269 --> 00:34:01.150]  A congresswoman, who I want to get on, did a story about
[00:34:01.610 --> 00:34:03.072]  Yeah, they're all over the country now.
[00:34:03.112 --> 00:34:05.554]  You pull up to checkpoints and they're now groping you on highways.
[00:34:05.994 --> 00:34:07.216]  They're not sworn officers.
[00:34:07.836 --> 00:34:08.357]  I've checked.
[00:34:08.417 --> 00:34:09.097]  It's illegal.
[00:34:09.758 --> 00:34:15.383]  Police aren't allowed to start groping you or stop you without a warrant or without probable cause.
[00:34:15.484 --> 00:34:16.144]  What is this?
[00:34:16.244 --> 00:34:17.806]  And she's like, we've got to pass a law.
[00:34:18.186 --> 00:34:20.689]  Lady, Congresswoman, there are laws.
[00:34:22.210 --> 00:34:23.591]  They're not following them.
[00:34:23.631 --> 00:34:26.272]  The Feds are power-grabbing!
[00:34:27.192 --> 00:34:32.275]  And it has nothing to do with Al-Qaeda, who the globalists are putting in charge everywhere.
[00:34:35.316 --> 00:34:41.479]  We do have in the next segment that Darren McBrain report on the DPS gunboats, and they're flipping out on us for trying to cover them.
[00:34:41.839 --> 00:34:42.460]  That's coming up.
[00:34:43.200 --> 00:34:44.481]  But continuing here, here it is.
[00:34:44.561 --> 00:34:45.281]  TSA.
[00:34:46.582 --> 00:34:47.302]  Ask Woman.
[00:34:49.724 --> 00:34:52.906]  To prove her breast pump is real at airport.
[00:34:53.027 --> 00:34:56.949]  And do me a favor, since you're showing that on screen, scroll down to the actual newscast.
[00:34:56.969 --> 00:34:59.071]  That's Mike Adams' great report at Infowars.com.
[00:34:59.091 --> 00:35:00.752]  I want to show people, because they won't believe it.
[00:35:01.973 --> 00:35:05.056]  The KSDK link right there.
[00:35:05.076 --> 00:35:07.257]  Yeah, I want to show folks that if they're watching.
[00:35:07.878 --> 00:35:08.338]  There it is.
[00:35:08.478 --> 00:35:10.700]  News 5, where the news comes first.
[00:35:10.740 --> 00:35:14.302]  TSA asked a woman to prove her breast pump is real at airport.
[00:35:16.184 --> 00:35:16.944]  And it's in Hawaii.
[00:35:18.958 --> 00:35:23.727]  And again, I have been in airports.
[00:35:24.228 --> 00:35:25.611]  I was in Billings, Montana.
[00:35:26.792 --> 00:35:29.675]  And the woman had her hotel shampoos.
[00:35:29.835 --> 00:35:43.769]  And look, I'm not a pack rat, but when I go to a hotel and they got lotion and they got a sewing kit they're giving you or they've got, uh, I even get the shower cap as a joke and then, you know, pull out of my bag when I get home and put it on my head and let my kids laugh at me.
[00:35:44.249 --> 00:35:45.270]  But you know, I'll take the lotion.
[00:35:45.290 --> 00:35:45.911]  I'll take the shampoo.
[00:35:46.251 --> 00:35:48.273]  I have seen them repeatedly, but one time in Billings,
[00:35:49.269 --> 00:35:53.833]  It was a woman and her husband and her kids, and this jackboot started screaming at her.
[00:35:54.153 --> 00:35:55.574]  Why do you have this, you know?
[00:35:55.694 --> 00:35:56.975]  And I went, wait a minute.
[00:35:57.696 --> 00:35:59.157]  It says over there, ounces.
[00:35:59.917 --> 00:36:04.821]  And then, sure enough, below the ounce amount, she was just flipping out on someone.
[00:36:05.141 --> 00:36:10.826]  I mean, who else wants a job henpecking and messing with law-abiding citizens?
[00:36:10.866 --> 00:36:13.308]  It sounds like the most horrible thing in the world.
[00:36:13.588 --> 00:36:17.151]  I mean, even when somebody's done something wrong to me, I don't like having to get in their face.
[00:36:18.629 --> 00:36:20.870]  Because then if they bow up, well, you know, things escalate.
[00:36:20.990 --> 00:36:26.032]  But just this hen-pecking normal people and treating us like we're criminals.
[00:36:27.113 --> 00:36:28.514]  Like, I got pulled over last night.
[00:36:28.634 --> 00:36:29.254]  I was speeding.
[00:36:29.274 --> 00:36:31.135]  And I said, OK, I agree.
[00:36:31.175 --> 00:36:31.695]  I was probably speeding.
[00:36:31.715 --> 00:36:32.535]  Just give me my ticket, please.
[00:36:33.296 --> 00:36:35.677]  And the guy came back and said, no, Alex, I'm just going to give you a warning.
[00:36:36.397 --> 00:36:44.161]  But the point is, he didn't look all craze-eyed and wasn't all, like, in my face like I was, like, you know, trying to freak me out and escalate things.
[00:36:44.181 --> 00:36:46.662]  He was just a nice guy, like cops used to be.
[00:36:48.051 --> 00:36:48.651]  Okay, fine!
[00:36:49.071 --> 00:36:52.012]  But when they bow up and want to search your car and ask, what are you hiding?
[00:36:52.053 --> 00:36:52.633]  I'm like, look!
[00:36:53.513 --> 00:36:57.734]  You want to have militarized gunboats running around all over the place in the name of fighting drug traffic?
[00:36:58.375 --> 00:37:00.535]  Make the drugs decriminalized!
[00:37:01.756 --> 00:37:04.197]  I mean, I read all these federal filings where the U.S.
[00:37:04.217 --> 00:37:06.257]  government constantly gets caught shipping drugs in.
[00:37:06.558 --> 00:37:08.298]  They have the Marines growing the opium!
[00:37:08.598 --> 00:37:13.200]  Don't ask to search my car for drugs when the stinking things are shipped in!
[00:37:14.383 --> 00:37:16.524]  And the cops are like, well then why are we busting you?
[00:37:16.804 --> 00:37:21.867]  To keep the price up, to keep it illegal, to pack the private prisons owned by banks that launder the drug money.
[00:37:22.467 --> 00:37:23.528]  You haven't figured this out yet?
[00:37:23.848 --> 00:37:27.190]  They need to have them illegal so they can shut down drug dealers that aren't sanctioned.
[00:37:28.711 --> 00:37:30.992]  Mexico is collapsing because of the drug war.
[00:37:32.472 --> 00:37:33.153]  Completely.
[00:37:33.633 --> 00:37:38.075]  Every analyst out there does not debate that the drug war did this to Mexico.
[00:37:39.336 --> 00:37:40.137]  You made it illegal.
[00:37:40.377 --> 00:37:42.698]  You made it have a thousand times the profit it would have.
[00:37:43.885 --> 00:37:46.106]  You regulate it like cigarettes, like beer.
[00:37:46.306 --> 00:37:52.969]  You turn the bureaucrats loose on it, getting their piece of it, it'll be... Well, Europe's done it in many areas.
[00:37:53.689 --> 00:37:58.011]  Portugal saw 70 plus percent, or it was like 69 percent to be technical.
[00:37:58.251 --> 00:37:58.752]  Pull that up.
[00:37:59.272 --> 00:38:03.874]  Portugal, drug decriminalization, big success.
[00:38:03.894 --> 00:38:04.674]  You'll see all the numbers.
[00:38:04.954 --> 00:38:06.355]  It's like Forbes, AP, Reuters.
[00:38:07.699 --> 00:38:08.740]  We can do that here.
[00:38:08.761 --> 00:38:15.349]  Yeah, does it mean the cops won't get to have black uniforms and kick down doors and have excuses to have giant paramilitary systems?
[00:38:15.409 --> 00:38:16.751]  I mean, they get to be warriors.
[00:38:16.771 --> 00:38:22.238]  They're not actually in a foreign country fighting, but they get to be here in a war and raid the wrong house.
[00:38:23.642 --> 00:38:25.844]  Every two days I see police raiding the wrong house.
[00:38:26.125 --> 00:38:39.738]  Every few days I see in the news where they raid some insurance salesman or some old lady or some Marine Corps vet and the person, and the cops don't even yell police sometimes, and the person's asleep and they get up, don't have a gun, have a remote in their hand, get killed, and then it corrupts the police.
[00:38:39.798 --> 00:38:46.745]  I had Serpico, the famous New York detective on, and I said, how many of the other narcotics detectives were on the take and dealing drugs?
[00:38:46.765 --> 00:38:47.746]  He said, all of them but me.
[00:38:49.677 --> 00:38:50.157]  All of them.
[00:38:51.278 --> 00:38:51.899]  All of them.
[00:38:52.559 --> 00:39:08.369]  Folks, I grew up in Dallas where the police, all of them, because I wasn't into drugs, but drugs were rampant in the 80s, and I'd be at parties, and sometimes the cop would be off-duty in his pickup truck with drugs, delivering them to the party.
[00:39:09.009 --> 00:39:10.290]  Whatever they people wanted!
[00:39:10.310 --> 00:39:13.452]  And I'm talking about the 16-year-old kids!
[00:39:14.293 --> 00:39:17.735]  And then I'm at school a month later, and they got drug dogs wanting to search people, and I'm like,
[00:39:19.295 --> 00:39:20.777]  Hey, I've seen you with the other cop.
[00:39:20.797 --> 00:39:21.818]  You guys are drug dealers.
[00:39:22.078 --> 00:39:27.284]  Oh, you're going to the office, we're going to slam your head in the wall, ask how you know this, threaten to plant stuff on you.
[00:39:27.624 --> 00:39:30.348]  I mean, I'm just like, look, I don't use that stuff, buddy.
[00:39:33.507 --> 00:39:34.627]  I don't know how people do hard drugs.
[00:39:34.848 --> 00:39:39.670]  I've tried a few hard drugs once or twice and it literally felt like I'd been stomped in the head by a mule the next day.
[00:39:39.850 --> 00:39:42.411]  Why would anyone use cocaine?
[00:39:43.151 --> 00:39:45.212]  Why would anyone use methamphetamine?
[00:39:45.292 --> 00:39:50.595]  If being up for two days and then throwing up the third day with dry heaves is your idea of fun?
[00:39:52.515 --> 00:39:54.256]  They're like, oh, you just had some bad stuff.
[00:39:54.296 --> 00:39:54.956]  Try it again.
[00:39:55.036 --> 00:39:55.777]  I was like 15.
[00:39:56.077 --> 00:39:56.957]  Did the same thing.
[00:39:57.037 --> 00:39:58.158]  Thank God.
[00:39:59.070 --> 00:40:04.235]  When I've had a broken leg and they gave me opiates, I threw up and am allergic to them.
[00:40:05.076 --> 00:40:07.979]  I feel so sorry for everybody in bondage and it's Big Pharma.
[00:40:09.415 --> 00:40:13.940]  Selling the exact same garbage that's on the street.
[00:40:14.060 --> 00:40:14.861]  It's just synthetic.
[00:40:15.081 --> 00:40:16.042]  And that's okay, though.
[00:40:16.342 --> 00:40:17.123]  That's okay, though.
[00:40:17.163 --> 00:40:19.065]  Even though it kills hundreds of thousands of people a year.
[00:40:19.306 --> 00:40:19.866]  Go look it up.
[00:40:20.247 --> 00:40:21.268]  But never mind.
[00:40:21.448 --> 00:40:22.249]  That's not the threat.
[00:40:22.289 --> 00:40:23.450]  Tornadoes aren't the threat.
[00:40:23.510 --> 00:40:24.911]  Cancer exploding's not the threat.
[00:40:25.212 --> 00:40:26.333]  All these real threats aren't the threat.
[00:40:26.373 --> 00:40:26.533]  No.
[00:40:26.874 --> 00:40:31.759]  TSA asked woman to prove her breast pump is real at airport.
[00:40:33.171 --> 00:40:34.272]  KITV.
[00:40:35.032 --> 00:40:40.094]  A Hawaiian mom says she was humiliated when asked to prove her breast pump was real in an airport.
[00:40:41.195 --> 00:40:47.038]  I've had them pull out Canon $3,000 35mm cameras we shoot video with.
[00:40:47.058 --> 00:40:47.698]  They shoot the best video.
[00:40:47.718 --> 00:40:50.059]  I was flying and they're like, what's this?
[00:40:50.119 --> 00:40:53.040]  And I walked over because they were searching dude last time I flew with him.
[00:40:53.641 --> 00:40:57.282]  And I walked over to the TSA person and I'm like, is everybody so scared of him?
[00:40:57.302 --> 00:40:58.243]  You got to talk to him.
[00:40:58.263 --> 00:41:00.404]  I go, it's a Canon camera, man.
[00:41:00.444 --> 00:41:00.824]  Look at it.
[00:41:00.864 --> 00:41:02.265]  You've seen, you know that's a camera.
[00:41:03.444 --> 00:41:04.425]  The person's like, get back in line.
[00:41:04.445 --> 00:41:04.885]  I'm like, no.
[00:41:05.626 --> 00:41:05.826]  No.
[00:41:06.086 --> 00:41:06.866]  He works for me.
[00:41:07.006 --> 00:41:08.287]  Get your supervisor if you want.
[00:41:08.588 --> 00:41:14.412]  That's a Canon camera, and you know what a black Canon camera is with a Canon lens on it, don't you?
[00:41:15.412 --> 00:41:18.254]  And then they call some supervisor trying to intimidate me.
[00:41:18.935 --> 00:41:20.716]  And that's when the loud preaching starts.
[00:41:22.017 --> 00:41:23.258]  I don't care what you eat.
[00:41:23.398 --> 00:41:26.040]  I'm not going to play your mentally ill game anymore.
[00:41:26.460 --> 00:41:27.401]  What's a breast pump?
[00:41:27.441 --> 00:41:28.521]  What's a Canon camera?
[00:41:28.762 --> 00:41:31.283]  It's all about how I'm bad, how I've done something wrong.
[00:41:31.644 --> 00:41:31.904]  No!
[00:41:33.612 --> 00:41:48.545]  The whole TSA insanity blew up two years ago when I found out that my employee, Michelle, had taken her two daughters, who I've known for years, well, I've known one of them, she's like eight or nine now, but the other one was like a year old, and they were gonna have a man go in her pants at Denver Airport.
[00:41:48.825 --> 00:41:59.375]  And I heard this, she came and gave the testimony, TSA said we were liars, then all the videos came out of it happening nationwide, Drudge Report picked it up, number one story for two months, according to Alexa and all the tracker systems.
[00:42:00.373 --> 00:42:02.754]  Because all that anger was already there.
[00:42:02.834 --> 00:42:04.315]  People were already awake.
[00:42:05.016 --> 00:42:05.796]  But boom!
[00:42:06.537 --> 00:42:06.957]  Boom!
[00:42:07.037 --> 00:42:08.258]  That's why they don't like this show.
[00:42:08.638 --> 00:42:12.540]  It can trigger a domino effect of people that are already up there and awake.
[00:42:12.580 --> 00:42:18.584]  And my goal is to get other talk show hosts, other people informed, which I'm now seeing happening, so they kill me or arrest me, it won't work.
[00:42:18.884 --> 00:42:22.186]  And finally, after 17 years on air, it's now 17 years next month,
[00:42:24.287 --> 00:42:29.070]  Finally, I see everything I talk about being a talking point now and being picked up by everybody.
[00:42:29.350 --> 00:42:32.272]  Michael Savage reads my articles in entirety on the air.
[00:42:32.592 --> 00:42:34.533]  Of course, he doesn't mention it, but I don't care.
[00:42:34.713 --> 00:42:36.775]  See, I don't care if he doesn't say Infowars.com.
[00:42:37.155 --> 00:42:40.877]  I don't care if Limbaugh, who has actually sourced my articles on air, doesn't give me credit.
[00:42:41.077 --> 00:42:42.358]  All I want is the info to get out.
[00:42:42.678 --> 00:42:44.960]  You see, it's not about Alex Jones.
[00:42:45.460 --> 00:42:46.781]  I know the effect we're having.
[00:42:47.381 --> 00:42:52.624]  But I'm going to tell you the rest of this briefly when we get back, and then we'll get into the Iran situation, what's happening with the electric cars.
[00:42:54.497 --> 00:43:03.100]  I was attacked, WikiLeaks reports, by Stratfor in a little local group here in Austin as a kook, which is a badge of honor.
[00:43:04.701 --> 00:43:10.102]  When you're out on the road, the last place you want to be is on the road.
[00:43:11.363 --> 00:43:16.124]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:43:16.485 --> 00:43:22.827]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:43:25.216 --> 00:43:31.623]  They sew pride in every stitch Guarantee you love the way they fit
[00:43:33.721 --> 00:43:37.603]  Put a diamond gusset in the crotch, where you need it most.
[00:43:38.304 --> 00:43:41.426]  Blue Diamond Gussets, got it.
[00:43:42.146 --> 00:43:42.927]  Others don't.
[00:43:43.367 --> 00:43:45.248]  We turn jeans inside out.
[00:43:45.528 --> 00:43:47.029]  Diamond Gusset Jeans.
[00:43:47.309 --> 00:43:49.871]  Made in the USA with unparalleled quality.
[00:43:50.191 --> 00:43:56.455]  Our Defender Motorcycle Jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:43:56.815 --> 00:43:59.036]  Order yours at gusset.com.
[00:43:59.517 --> 00:44:01.538]  Diamond Gusset Jeans, got it.
[00:44:01.878 --> 00:44:02.398]  Others don't.
[00:44:04.033 --> 00:44:11.016]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
