[00:00:03.985 --> 00:00:04.025]  Oh,
[00:28:10.820 --> 00:28:15.921]  Another example of law-abiding citizens protecting themselves with a gun.
[00:28:16.261 --> 00:28:24.123]  In Phoenix recently, a 14-year-old boy protected his three younger brothers from an intruder who broke into their home with a gun.
[00:28:24.643 --> 00:28:31.325]  He shot at the intruder with his father's gun and he struck the intruder and the intruder ran away.
[00:28:31.385 --> 00:28:32.965]  That recently happened in Phoenix.
[00:28:33.585 --> 00:28:36.786]  And just another story that recently happened in Oklahoma City.
[00:28:37.666 --> 00:28:40.990]  A woman was able to protect both herself and her child.
[00:28:41.750 --> 00:28:43.852]  An intruder came in, tried to kick in her door.
[00:28:44.373 --> 00:28:56.785]  He came at her with a knife and her name, Mrs. McKinley, she took out her 12 gauge and she shot the perpetrator and was able to save the life of both her child and herself.
[00:28:57.546 --> 00:28:59.127]  But the government would say that's evil.
[00:28:59.447 --> 00:29:01.188]  It's, you know, she was wrong, obviously.
[00:29:01.889 --> 00:29:06.051]  So, those are just some great examples, and you don't see that in the media.
[00:29:06.392 --> 00:29:11.295]  Examples of people protecting their loved ones because they used a firearm.
[00:29:12.295 --> 00:29:13.196]  Let me end with this.
[00:29:13.236 --> 00:29:14.817]  It's a quote from Ben Franklin.
[00:29:15.497 --> 00:29:23.783]  And it said, those who would give up essential liberty to purchase a little temporary safety deserve neither liberty nor safety.
[00:29:24.761 --> 00:29:30.587]  And later on in the show, Rob is going to interview a woman who exercised her Second Amendment rights.
[00:29:31.328 --> 00:29:32.650]  That's going to be a great piece.
[00:29:33.130 --> 00:29:34.672]  So, back to you, Darren.
[00:29:39.312 --> 00:29:54.458]  Thank you Dave for that report and what an amazing coincidence that this Dark Knight Massacre just happens to occur within weeks away from and only a few more votes needed in the Senate to pass the U.N.
[00:29:54.538 --> 00:29:55.759]  Small Arms Treaty.
[00:29:56.259 --> 00:30:03.662]  After all, our government is filled with lawmakers who endorse a one world government with the U.N.
[00:30:03.942 --> 00:30:07.124]  as the single governing agency for the globe.
[00:30:08.104 --> 00:30:10.045]  So when this treaty comes before the U.S.
[00:30:10.085 --> 00:30:17.749]  Senate, you know, they're most likely going to support it, especially now following the shooting in Colorado.
[00:30:18.549 --> 00:30:19.069]  And the U.N.
[00:30:19.089 --> 00:30:21.911]  has been planning this for a very long time.
[00:30:22.231 --> 00:30:25.933]  I mean, just look at the statue that's in front of the U.N.
[00:30:25.973 --> 00:30:27.313]  building in New York.
[00:30:28.734 --> 00:30:32.296]  That's a .357 revolver right there.
[00:30:32.316 --> 00:30:32.856]  There you go.
[00:30:32.896 --> 00:30:36.158]  That's a .357 revolver with the barrel tied in a knot.
[00:30:37.461 --> 00:30:40.463]  It's not a broken missile.
[00:30:41.004 --> 00:30:42.325]  It's not a broken bomb.
[00:30:43.085 --> 00:30:46.728]  That is blatant, in-your-face, small arms control.
[00:30:47.709 --> 00:30:55.435]  And speaking of a one-world government, the United States government has a shadow government that spies on the American people.
[00:30:55.875 --> 00:30:59.418]  It launches false flag terror attacks against its own citizens.
[00:31:01.039 --> 00:31:15.394]  ...starts illegal and unjust wars for, well, for resources and imperial control, and they're hell-bent on destroying what's left of our constitutional republic in order to establish a one-world government in its ruins.
[00:31:15.794 --> 00:31:21.821]  Those of you watching the show for the first time, you've probably figured out by now that you're not watching the mainstream news media.
[00:31:22.321 --> 00:31:33.906]  Because the truth will not be televised, at least not by any of the major television networks who are owned and controlled by the megacorporations and the military-industrial complex.
[00:31:34.226 --> 00:31:40.909]  You will, however, routinely get a steady dose of the truth right here on the InfoWars Nightly News.
[00:31:41.529 --> 00:31:42.810]  And while that, my friends,
[00:31:43.490 --> 00:31:47.291]  Makes us dangerous in the eyes of the establishment media.
[00:31:47.732 --> 00:32:08.559]  Recently, the Soros-funded Obama Front Group, ThinkProgress, wrote a hit piece about Matt Drudge's popular website, The Drudge Report, DrudgeReport.com, saying it was responsible for causing an overload of conspiracy theories by routinely linking to yours truly, InfoWars.com.
[00:32:09.955 --> 00:32:20.698]  A ThinkProgress study of the Drudge Report reveals the popular website is responsible for causing an overload of conspiracy theories by linking to InvoWars.com.
[00:32:21.539 --> 00:32:27.960]  Which, by the way, our website dwarfs ThinkProgress.org in terms of traffic and readership.
[00:32:28.561 --> 00:32:29.101]  In fact,
[00:32:29.961 --> 00:32:35.088]  American confidence in the dinosaur media has dropped to an all-time low.
[00:32:35.769 --> 00:32:38.272]  Meanwhile, independent media is surging.
[00:32:38.833 --> 00:32:42.738]  And here's John Bowne with statistics to back that up.
[00:32:44.042 --> 00:32:50.364]  The Independent is reporting that CNN lost 50% of its audience over the last 12 months.
[00:32:50.804 --> 00:32:56.166]  Fox News and MSNBC now overwhelm CNN in almost every time slot.
[00:32:56.446 --> 00:33:01.688]  Fox News is losing 10% annually and MSNBC is nosediving by 20%.
[00:33:02.808 --> 00:33:15.997]  In the incredibly important 25 to 54 year old demographic, CNN's Piers Morgan averages 39,000 viewers, while Aaron Burnett brings in just 46,000 viewers.
[00:33:16.498 --> 00:33:23.142]  Anderson Cooper lost a quarter of his viewers, as half of Wolf Blitzer's viewers have looked elsewhere.
[00:33:23.622 --> 00:33:28.266]  Isn't it interesting that an alternative media source like Infowars.com
[00:33:28.846 --> 00:33:39.514]  By simply offering the truth has four times the presence than a failing corporate lie factory such as MSNBC.com, according to Alexa.com.
[00:33:40.014 --> 00:33:46.679]  In the words of Frederick Douglass, at a time like this, scorching irony, not convincing argument, is needed.
[00:33:46.959 --> 00:33:49.241]  John Bowne, InfoWars, Nightly News.
[00:33:51.601 --> 00:34:05.199]  Now earlier this month, Acting ATF Director Todd Jones, we sent a memo to ATF employees warning potential whistleblowers that they will face consequences if they don't
[00:34:06.658 --> 00:34:13.685]  Respect the chain of command and ask permission to release information damaging to the agency.
[00:34:14.426 --> 00:34:26.318]  If you don't find the way to raise your concerns to your leadership, there will be consequences, Todd Jones says in the video, because we cannot tolerate an undisciplined organization.
[00:34:27.503 --> 00:34:28.523]  Choices and Consequences.
[00:34:56.442 --> 00:34:58.123]  I'm not talking about choices and consequences.
[00:34:58.703 --> 00:35:01.405]  I'm talking about the disciplinary process.
[00:35:02.525 --> 00:35:23.817]  What my expectation is, as the acting director, when it comes to the disciplinary process, choices and consequences simply means that as an employee of ATF, should you decide not to abide by the standards of conduct or the rules of the road, should you decide that you're not going to
[00:35:24.557 --> 00:35:25.478]  Play by the rules.
[00:35:25.938 --> 00:35:27.319]  There will be consequences.
[00:35:28.339 --> 00:35:44.930]  Choices and consequences mean simply that if you make poor choices, that if you don't abide by the rules, that if you don't respect the chain of command, if you don't find the appropriate way to raise your concerns to your leadership,
[00:35:45.879 --> 00:35:52.702]  There will be consequences because we cannot tolerate, we cannot tolerate an undisciplined organization.
[00:35:53.463 --> 00:36:11.852]  And the next time that we talk, we'll start to grind down on some of the specifics about how we're going to actually follow through on this accelerated change that we've been implementing here at ATF over the last nine months.
[00:36:12.938 --> 00:36:17.395]  Thank you for your attention, keep your comments coming in, and we'll talk to you again real soon.
[00:36:21.940 --> 00:36:22.601]  So there you have it.
[00:36:22.761 --> 00:36:25.584]  Whistleblowers will face consequences.
[00:36:26.165 --> 00:36:41.862]  And you know, Senator Charles Grassley from Iowa and Representative Daryl Issa from California, they actually sent a letter this week to Todd Jones declaring the message, and I'm going to quote here, it could be interpreted as a threat.
[00:36:42.463 --> 00:36:42.943]  Yeah, you think?
[00:36:44.013 --> 00:36:55.323]  ATF spokeswoman Ginger Culbrin said the video was directed at employees who violate the rules and it was not directed at those with protected disclosure.
[00:36:55.784 --> 00:36:56.104]  Yeah.
[00:36:56.885 --> 00:36:59.887]  Hey, do me a favor, play the video again, this time without sound.
[00:36:59.907 --> 00:37:04.131]  I'm going to try to translate what I think Todd Jones is really trying to say here.
[00:37:05.993 --> 00:37:10.056]  Hello, we will not tolerate anyone telling the truth to the public.
[00:37:11.072 --> 00:37:12.934]  Truth-tellers will not be tolerated.
[00:37:13.614 --> 00:37:17.938]  If you disclose our illegal activities, we're going to F you up.
[00:37:19.599 --> 00:37:21.601]  You and your family will suffer.
[00:37:22.361 --> 00:37:23.482]  Now go back to sleep.
[00:37:24.103 --> 00:37:25.144]  Everything is fine.
[00:37:25.724 --> 00:37:26.665]  Big Brother loves you.
[00:37:27.145 --> 00:37:29.808]  And by the way, I'm naked from the waist down.
[00:37:30.508 --> 00:37:31.889]  Okay, you can stop there.
[00:37:31.909 --> 00:37:33.471]  Alright, stop, stop.
[00:37:34.295 --> 00:37:41.761]  You know, it's no secret that ATF whistleblowers were instrumental in exposing the illegal Operation Fast and Furious.
[00:37:42.281 --> 00:37:45.464]  So I think Todd Jones is really saying, shh.
[00:37:47.285 --> 00:37:48.546]  That's what it looks like to me, so.
[00:37:48.987 --> 00:37:51.369]  Hey, we got more news from the TSA.
[00:37:51.949 --> 00:38:00.256]  And this time, InfoWars Nightly News reporter Dan Badondi is going to break down the TSA's violation of the Administrative Procedure Act.
[00:38:00.816 --> 00:38:01.597]  Here's Dan Badondi.
[00:38:06.192 --> 00:38:06.912]  Thank you Darren.
[00:38:06.992 --> 00:38:08.953]  Dan Bodondi reporting for the Nightly News.
[00:38:09.374 --> 00:38:17.698]  And TSA continues to break the law by ignoring court demands on the naked body scanners violating the Administrative Procedure Act.
[00:38:18.439 --> 00:38:20.840]  Back in July of 2011, the D.C.
[00:38:20.940 --> 00:38:30.205]  Court of Appeals ruled that the TSA had violated federal law by rolling out radiation firing body scanners in airports without soliciting public comment.
[00:38:30.785 --> 00:38:40.933]  The court noted that it would allow the use of these scanners to continue, but the TSA should act promptly to initiate the legally required notice and comment rulemaking procedure.
[00:38:41.954 --> 00:38:57.786]  And Judge Douglas Ginsburg found that there was no justification for having failed to conduct a notice, comment, or rulemaking, and said, few and irregular procedures imposed directly and significantly upon so many members of the public.
[00:38:59.415 --> 00:39:12.484]  An epic known as the Electronic Privacy Information Center has previously argued in court that the body scanners are invasive, unlawful, and ineffective, and that the TSA deployment of the devices violated the U.S.
[00:39:12.564 --> 00:39:15.446]  Constitution and several other federal statutes.
[00:39:15.927 --> 00:39:20.430]  The rights group is pursuing a case to completely suspend the use of these airport scanners.
[00:39:21.090 --> 00:39:28.379]  And on the note of the airport scanners, the federal government's already spent close to 1 billion dollars on 800 of these machines nationwide.
[00:39:28.780 --> 00:39:32.785]  And they have plans for a thousand more of these machines within the next two years.
[00:39:34.066 --> 00:39:39.693]  And in relation to this whole Batman shooting, could we now see TSA at your local movie theaters?
[00:39:40.965 --> 00:39:42.807]  And we're going to move on to quotes of the day.
[00:39:43.388 --> 00:39:49.834]  And this one is, I think, is a very disturbing quote and a smack in the face to anybody who served our country.
[00:39:50.355 --> 00:39:53.618]  And this is from the king of the New World Order, Henry Kissinger.
[00:39:53.778 --> 00:39:59.785]  He quotes, military men are just dumb, stupid animals to be used as pawns in foreign policy.
[00:40:00.751 --> 00:40:03.654]  Now again, that is a smack in the face to anybody who served that country.
[00:40:03.974 --> 00:40:05.936]  And that's from Henry Kissinger.
[00:40:06.436 --> 00:40:08.498]  And we got one more quote from Mr. Kissinger.
[00:40:08.979 --> 00:40:14.043]  It is not a matter of what is true that counts, but a matter of what is perceived to be true.
[00:40:14.604 --> 00:40:16.766]  In other words, which right is wrong, wrong is right.
[00:40:17.526 --> 00:40:19.628]  You know, enemy, truth is the enemy of the state.
[00:40:20.309 --> 00:40:22.431]  And that's the propaganda that these people try to push.
[00:40:23.292 --> 00:40:25.514]  And folks, this is Dan Badani for the Nightly News.
[00:40:30.145 --> 00:40:31.426]  Thank you, Dan, for that report.
[00:40:31.786 --> 00:40:33.527]  That's going to do it for the first half of our show.
[00:40:33.547 --> 00:40:39.690]  We're going to take a quick break, but when we come back, Rob Dew talks with Thelma Tormina.
[00:40:40.050 --> 00:40:50.496]  Now, she's the woman who recently pulled a gun on a Centerpoint energy worker to stop him from installing a smart meter on her private property.
[00:40:50.997 --> 00:40:56.620]  I guess she doesn't like spy devices on her personal property, violating her family's privacy.
[00:40:57.220 --> 00:40:58.561]  Obviously an extremist.
[00:40:59.221 --> 00:41:06.609]  She shares her experience and talks about the entire incident when we return right after this.
[00:41:14.577 --> 00:41:20.343]  Christy Hightower here for PlanetInfoWars.com bringing you your weekly Patriots are Talking update.
[00:41:21.630 --> 00:41:30.134]  Every day I get more and more excited to see how you Planet InfoWars users are utilizing things like events and missions within groups to come together and share knowledge.
[00:41:30.734 --> 00:41:35.176]  Or reading your articles where you're sharing your research and your passions.
[00:41:35.456 --> 00:41:41.158]  For example, user Paul wrote an article this past week called Grassroots Activism.
[00:41:41.639 --> 00:41:46.581]  And he provides a short explanation for why and how you can exercise your civil rights.
[00:41:47.481 --> 00:41:57.789]  Or even on a different subject matter, if you're looking for how plants can heal you and help your health, you should check out Galen's article detailing five great herbs for your skin.
[00:41:57.949 --> 00:41:59.470]  Lavender, I think, is among them.
[00:42:00.230 --> 00:42:06.215]  And also, lastly, a reminder that we are paying attention to your well-written, well-cited articles.
[00:42:06.635 --> 00:42:13.100]  Melissa Melton actually has an article from Planet InfoWars titled, CDC Pushes Measles Vaccine.
[00:42:13.920 --> 00:42:17.125]  And we've now featured it on the front page of InfoWars.com.
[00:42:17.606 --> 00:42:21.611]  So if you keep great articles coming like that at us, I guarantee you, you'll get there too.
[00:42:22.172 --> 00:42:25.457]  So thanks again for all of your hard work, and keep the knowledge flowing.
[00:42:26.238 --> 00:42:27.260]  Till next time, Patriots.
[00:42:52.097 --> 00:42:55.318]  Have you been to InfoWarsShop.com lately?
[00:42:55.778 --> 00:43:00.340]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:43:00.900 --> 00:43:03.681]  Say it loud with the InfoWars Bullhorn shirt.
[00:43:04.121 --> 00:43:07.022]  Or educate the sheeple with the Bill of Rights shirt.
[00:43:07.842 --> 00:43:11.223]  Grope the public's mind with the TSA shirt.
[00:43:11.884 --> 00:43:16.145]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:43:17.526 --> 00:43:20.647]  All available at InfoWarsShop.com.
[00:43:23.081 --> 00:43:28.362]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:43:28.622 --> 00:43:30.823]  Start purifying your water with ProPure.
[00:43:31.023 --> 00:43:40.005]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:43:40.185 --> 00:43:43.385]  Its filters are silver impregnated to prevent bacterial growth.
[00:43:43.645 --> 00:43:45.086]  There's no priming required.
[00:43:45.346 --> 00:43:47.386]  It's NSF-42 certified.
[00:43:47.646 --> 00:43:50.127]  Optional fluoride filters can reduce fluoride up to 95%.
[00:43:51.227 --> 00:43:52.568]  Easy to set up and use.
[00:43:52.768 --> 00:43:54.070]  Doesn't require electricity.
[00:43:54.190 --> 00:43:57.072]  Purify water from lakes, streams, ponds, and wells.
[00:43:57.392 --> 00:44:00.575]  This filter system leaves in beneficial minerals, which is key.
[00:44:00.795 --> 00:44:04.799]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:44:04.959 --> 00:44:07.581]  ProPure is the best gravity-fed filter out there.
[00:44:07.721 --> 00:44:09.022]  It's what my family uses.
[00:44:09.302 --> 00:44:12.525]  Infowars.com already has the lowest price on ProPure.
[00:44:12.625 --> 00:44:17.930]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:44:18.450 --> 00:44:19.754]  You can also call to order 888-253-3139.
[00:44:26.960 --> 00:44:29.241]  And we are back on the InfoWars Nightly News.
[00:44:29.261 --> 00:44:33.303]  Today's date is July 20th, 2012, and it is Friday.
[00:44:33.323 --> 00:44:37.304]  And I hope you enjoyed hearing from our guest host today.
[00:44:37.764 --> 00:44:48.849]  David Ortiz and Dan Badondi both flew in for the second part of the interview process that, you know, you know those guys were finalists in the reporter contest that was huge.
[00:44:48.969 --> 00:44:51.630]  Overwhelming support for that, lots of people participating.
[00:44:52.210 --> 00:44:56.152]  It's too bad everybody couldn't win, but there are only a few slots available.
[00:44:56.252 --> 00:45:02.015]  So we'll have more people in next week and just enjoy it and see what they bring to the table.
[00:45:02.035 --> 00:45:04.276]  Everybody's bringing their own life experience to the table.
[00:45:04.817 --> 00:45:07.518]  And a big thanks to Darren Breen for doing the first part of the news.
[00:45:08.559 --> 00:45:10.600]  Now, yesterday we covered a story.
[00:45:11.200 --> 00:45:13.902]  Woman pulls gun to prevent smart meter installation.
[00:45:15.422 --> 00:45:17.744]  And that was Thelma Taramina.
[00:45:18.663 --> 00:45:19.523]  She's from Houston.
[00:45:20.144 --> 00:45:30.408]  She had this bureaucrat thug jumping over her fence, going to take down her original meter, her electrical meter, and place one of these smart meters up, which we've gone over the litany of problems they have with them.
[00:45:30.428 --> 00:45:31.448]  They haven't been tested.
[00:45:31.788 --> 00:45:33.729]  They're trying to push these things on you.
[00:45:34.489 --> 00:45:40.412]  And so she was forced to defend her property and herself by using her firearm, which is
[00:45:41.132 --> 00:45:45.294]  What everybody's right is to do with the Second Amendment, because we don't know if this bureaucrat's right.
[00:45:45.374 --> 00:45:51.256]  Just because he says he's right, and because he claims to have this authority, what, you know, it may not be true.
[00:45:51.276 --> 00:45:53.237]  He didn't have a court order putting this in.
[00:45:53.257 --> 00:45:53.757]  There was nothing.
[00:45:53.817 --> 00:45:55.838]  He was just going to jump over her fence and do it.
[00:45:56.238 --> 00:46:00.000]  She clearly had the signs posted, and she defended herself rightfully so.
[00:46:00.520 --> 00:46:03.321]  So, we turn now to Thelma Geremina.
[00:46:03.341 --> 00:46:04.082]  How are you doing today?
[00:46:04.727 --> 00:46:05.527]  Good, how are you?
[00:46:05.808 --> 00:46:06.568]  I'm doing great.
[00:46:06.608 --> 00:46:07.849]  So tell us about this story.
[00:46:07.909 --> 00:46:13.691]  I was talking with you on the phone today, and you related that, you know, this incident didn't happen two days ago or three days ago.
[00:46:13.711 --> 00:46:14.832]  Why don't you go ahead and tell us the story?
[00:46:15.212 --> 00:46:15.832]  No, it didn't.
[00:46:15.872 --> 00:46:29.559]  It happened a year, it'll be a year ago next month, and what happened was he came around to the neighborhood, was placing door hangers on the door, would ring the doorbell, and all of a sudden he disappeared.
[00:46:29.599 --> 00:46:31.300]  He was gone on to the next house.
[00:46:32.048 --> 00:46:37.831]  Well, when I got the door hanger, it pretty much said, congratulations on your new smart meter.
[00:46:39.151 --> 00:46:48.396]  So, I tried to walk down my front yard to catch him, and he was already gone down the street onto the neighbors.
[00:46:49.574 --> 00:46:50.274]  Um, houses.
[00:46:50.674 --> 00:47:02.577]  So when he came back, he entered my driveway and I was at my back gate and I went and I met him halfway down the driveway and told him he wasn't going to install the meter.
[00:47:02.997 --> 00:47:04.197]  He insisted he was.
[00:47:04.237 --> 00:47:05.557]  This went on for three times.
[00:47:06.038 --> 00:47:07.898]  And then finally he said, okay, fine.
[00:47:08.018 --> 00:47:12.059]  I'll call my supervisor, which was the appropriate thing to do.
[00:47:12.859 --> 00:47:19.269]  The unfortunate thing is either he didn't call his supervisor or his supervisor gave him very bad instructions.
[00:47:20.051 --> 00:47:26.832]  Because what happened is he drove around to the back side of my property, which fronts on another street.
[00:47:27.672 --> 00:47:29.793]  And he jumped my fence.
[00:47:30.733 --> 00:47:35.114]  I was in the backyard and I was over standing in front of our meter.
[00:47:35.734 --> 00:47:41.815]  And when he came over the fence, he almost kind of was like on a run because he was a real big guy.
[00:47:41.835 --> 00:47:46.416]  He came over the fence and just kind of the inertia just kept going.
[00:47:47.196 --> 00:48:07.297]  So when he got to me he literally shoved me out from in front of my meter and I asked him to please leave my property and he wouldn't and I tried to step in front of the meter again to try to stop him and then I tried to place my hand on the meter so he couldn't do it.
[00:48:08.118 --> 00:48:10.180]  And he just kept shoving me and shoving me.
[00:48:10.720 --> 00:48:14.303]  And then he took his cell phone out, and he was making a phone call.
[00:48:14.343 --> 00:48:15.524]  I asked him who he was calling.
[00:48:15.584 --> 00:48:16.765]  He said, none of your business.
[00:48:17.645 --> 00:48:18.566]  And I said, okay.
[00:48:18.646 --> 00:48:20.388]  And then he said, I'm calling the police.
[00:48:20.528 --> 00:48:22.289]  I said, good, I would like them here.
[00:48:22.309 --> 00:48:34.919]  And then he turned around to me, closed his phone, and he said to me, better yet, you go call the police, because by the time they get here, I will have this meter on and installed, and there won't be anything you can do.
[00:48:36.072 --> 00:48:38.353]  So I thought, okay, I better call the police.
[00:48:38.413 --> 00:48:40.493]  So I headed in to call the police.
[00:48:40.673 --> 00:48:47.696]  I reached for the phone, and just as I reached for the phone, I thought, this is kind of crazy.
[00:48:48.316 --> 00:48:49.536]  There sits my purse.
[00:48:49.736 --> 00:48:55.178]  I have a concealed handgun license, so I have my handgun in my purse.
[00:48:55.799 --> 00:49:04.093]  So I turned around and walked back out my door to the middle of my backyard, and I just looked at him and I said, well, how about I get my gun?
[00:49:05.035 --> 00:49:07.078]  And he said, yeah, right.
[00:49:07.839 --> 00:49:08.861]  Like, I didn't know him.
[00:49:09.924 --> 00:49:14.910]  So I proceeded to go back in the house and I did get my gun.
[00:49:14.930 --> 00:49:16.792]  I never pointed it at him.
[00:49:17.313 --> 00:49:18.414]  It was already loaded.
[00:49:18.975 --> 00:49:20.376]  Never took the safety off.
[00:49:21.117 --> 00:49:25.783]  And as soon as he saw the gun, he turned around and left the property.
[00:49:26.533 --> 00:49:30.957]  Now this guy was 6'1", 230 pounds.
[00:49:31.057 --> 00:49:32.919]  I know that because of the police report.
[00:49:33.579 --> 00:49:40.245]  And I'm 5'3", and maybe, maybe 120 pounds.
[00:49:41.406 --> 00:49:42.787]  So he was twice my size.
[00:49:42.808 --> 00:49:44.729]  I mean, this guy was a big guy.
[00:49:44.749 --> 00:49:49.774]  And he just was taking no for an answer, and he didn't follow protocol at all.
[00:49:50.394 --> 00:50:03.081]  So, it wasn't like... I'm not suggesting that people, if they see somebody come to install a meter on their property, they shouldn't go out there with a handgun telling them to get off the property.
[00:50:03.601 --> 00:50:06.923]  But by the same token, they do have the right to refuse these meters.
[00:50:07.384 --> 00:50:11.466]  Although, the Texas PUC is trying to tell us we don't.
[00:50:12.455 --> 00:50:13.196]  Have that right.
[00:50:13.937 --> 00:50:28.736]  But the bill, which is HB 2129, which was passed in the 79th legislature, it actually encouraged the deployment of the smart meters, but it also included a consumer option.
[00:50:29.577 --> 00:50:31.398]  And they didn't follow that rule.
[00:50:31.638 --> 00:50:38.942]  And they also had in there that they were only supposed to deploy one-third of the total meters each year.
[00:50:39.642 --> 00:50:46.646]  In other words, this massful deployment all done over this short period of time was never meant to take place.
[00:50:47.506 --> 00:51:00.922]  There are letters in the PUC from the author of the bill stating that there was never a mandate and he's very concerned that his constituents are being forced to take and pay for these smart meters.
[00:51:01.502 --> 00:51:06.027]  But yet and all, we have petitioned the PUC twice
[00:51:09.326 --> 00:51:27.073]  In order to get a public hearing, you have to either have 25 or more people in the state ask for a public hearing, a government body or agency ask for a public hearing, or an association with over 25 members ask for a public hearing.
[00:51:28.954 --> 00:51:34.237]  Well, we have 193 petitioners asking for a public hearing.
[00:51:34.797 --> 00:51:48.585]  We also have our association, which is a legitimate not-for-profit organization, and we are an association, and we have asked for the public hearing.
[00:51:48.965 --> 00:51:53.747]  They have turned us down twice and will not allow us to have a public hearing on this.
[00:51:53.927 --> 00:51:54.507]  Well, of course.
[00:51:54.547 --> 00:52:03.751]  That's why they shoved this technology down our throats because they know if we actually got to look at the technology or if there are actual real studies about its effects, we would say no.
[00:52:03.831 --> 00:52:05.012]  It's like GMO foods.
[00:52:05.052 --> 00:52:08.733]  They have to keep shoving that down our throats and they don't let us even debate it.
[00:52:09.113 --> 00:52:11.254]  It's all, you're crazy if you don't want to eat this.
[00:52:11.294 --> 00:52:13.075]  We've had scientists working on it for years.
[00:52:13.735 --> 00:52:22.441]  And this goes back, you know, you said they put a sign on your door that said, congratulations on your new smart meter, like you've won something amazing.
[00:52:22.922 --> 00:52:30.067]  And then you have signs posted on your fence, posted next to your meter, that you don't want this thing, clearly, no trespassing.
[00:52:30.487 --> 00:52:34.810]  You got this thug jumping over your fence and then trying to just manhandle you out of your way.
[00:52:35.010 --> 00:52:36.291]  He pushed you seven times?
[00:52:36.731 --> 00:52:37.512]  Seven times.
[00:52:38.188 --> 00:52:40.510]  Yeah, seven times, pushes you out of the way.
[00:52:41.170 --> 00:52:46.455]  The news comes out and kind of does a whitewash story on it, trying to make you look like an aggressor.
[00:52:47.095 --> 00:52:49.297]  In my opinion, that's what they were trying to make you do.
[00:52:49.357 --> 00:52:53.020]  Make you look like you were the bad person for pulling out your gun, protecting yourself.
[00:52:53.441 --> 00:52:56.363]  Because they don't want people out there protecting themselves with firearms.
[00:52:56.383 --> 00:52:59.666]  They want everybody cowering, calling the police whenever anything happens.
[00:52:59.686 --> 00:53:01.567]  The police are going to show up, you know who they're going to side with?
[00:53:01.908 --> 00:53:03.389]  They're going to side with the power company.
[00:53:04.932 --> 00:53:06.994]  Yeah, I've heard that that has happened.
[00:53:07.054 --> 00:53:11.018]  We're finding more and more, though, that we're trying to contact the police departments.
[00:53:11.338 --> 00:53:13.340]  Because really, this is civil law.
[00:53:13.681 --> 00:53:15.182]  This isn't criminal law.
[00:53:15.602 --> 00:53:22.309]  And as long as no one is vandalizing the meters, and nobody is destroying any of the
[00:53:23.590 --> 00:53:36.231]  Transmission and distribution companies' property, such as the lines and the meters and all of that, then no criminal charges can be brought, nor is anybody doing criminal activity.
[00:53:37.131 --> 00:53:52.374]  These companies in the state of Texas, and I'm sure in other parts of the country, I know in Texas they are using bullying tactics, they are lying to people, they are threatening people with turning off the power.
[00:53:52.834 --> 00:53:57.135]  They really are using heavy-handed tactics to get this full deployment out.
[00:53:57.595 --> 00:54:00.596]  Because CenterPoint Energy has to meet a deadline.
[00:54:01.036 --> 00:54:09.278]  In order to get the funds from the stimulus plan that Obama put in action when he first took office.
[00:54:09.378 --> 00:54:12.219]  That's what this is all about, is those stimulus monies.
[00:54:12.459 --> 00:54:14.780]  Well, and also what it's about is energy control.
[00:54:14.900 --> 00:54:20.061]  They want to use these meters to cut off your power, to track how much power you're using out of which appliances.
[00:54:20.101 --> 00:54:25.563]  They can even tell what TV channel you're watching at a certain time just by reading the different
[00:54:26.503 --> 00:54:28.867]  Uh, signal signatures that run through there.
[00:54:28.907 --> 00:54:33.334]  So this is dangerous technology that we know, we've seen the government do it before.
[00:54:33.374 --> 00:54:38.042]  They don't, they don't use their power in a noble and just manner.
[00:54:38.122 --> 00:54:41.307]  It's always cramming stuff down your throat and regulating it to death.
[00:54:41.741 --> 00:54:54.413]  Right, and if people only realized, over in Europe, there's already countries that have banned these meters, and they are the same meters that they are putting in here in America, at least in Texas.
[00:54:55.073 --> 00:54:58.556]  And to my understanding, the
[00:55:01.820 --> 00:55:17.962]  People in London actually have billing plans where they go without power a certain hours of the day and they have it at night also that they're not using power during peak hours and these are the same type of billing plans that are coming out from our
[00:55:19.164 --> 00:55:21.066]  providers here in Texas.
[00:55:21.306 --> 00:55:23.388]  They want us to go without power.
[00:55:23.908 --> 00:55:34.717]  And these things have kill switches, so if one portion of the state needs more power than another, they can flip that switch so that more power is going one place than another.
[00:55:35.118 --> 00:55:38.501]  They'll tell us that they're not looking at a national grid, but they are.
[00:55:38.521 --> 00:55:45.627]  And why Texas would do that, I don't know, because right now we're the only state that can stand alone with our electricity.
[00:55:46.087 --> 00:55:52.873]  Now we may have to buy more because the EPA has been just so wonderful to make sure that no more plants can go up.
[00:55:53.554 --> 00:55:56.476]  But we still stand alone on our grid.
[00:55:56.536 --> 00:56:03.122]  If something brings the national grid down, it won't bring Texas' grid down unless they go after our grid also.
[00:56:03.635 --> 00:56:05.997]  And that's the plan, is to nationalize everything.
