[00:00:39.713 --> 00:00:41.874]  Welcome to tonight's InfoWars Nightly News.
[00:29:18.551 --> 00:29:30.217]  Now folks, Alex Jones has been telling you for years that hospitals have been taking your child's DNA from 1965 till now without parental consent nor knowledge.
[00:29:30.517 --> 00:29:38.221]  What they do is they prick the heel of the child with a lancet and then they put blood dabs on this card that goes into a government database.
[00:29:41.050 --> 00:29:45.512]  And I think this is evasion of privacy, evasion of all human rights, if you ask me.
[00:29:47.513 --> 00:29:52.096]  And another headline news, just in time for Christmas, a controversial breastfeeding doll.
[00:29:53.376 --> 00:29:54.517]  This is disgusting, folks.
[00:29:55.057 --> 00:29:57.558]  And it says, move over Bobby and Betsy, Wetsy.
[00:29:57.959 --> 00:30:03.862]  There's a new doll in town, the breast milk baby, wearing a pastel pink onesie and a little knit cap.
[00:30:05.129 --> 00:30:07.493]  It's cute, cuddly, and a huge hit in Europe.
[00:30:07.773 --> 00:30:16.906]  But American retailers are having a hard time warming up to the doll that burps, cries, and makes suckling noises when held up to the breasts of the little girls.
[00:30:17.327 --> 00:30:19.249]  Now folks, can you imagine
[00:30:20.421 --> 00:30:31.209]  You walk into a mall, a shopping center, even a beach, and this little girl, innocent that she is, she lifts up her shirt and puts her doll to her nipple.
[00:30:32.170 --> 00:30:34.432]  I mean, this is pure pedophilia, folks.
[00:30:34.732 --> 00:30:36.213]  This is disgusting.
[00:30:36.474 --> 00:30:42.799]  I mean, if any parent out there to get your daughter that doll, I mean, you need psychological help.
[00:30:43.339 --> 00:30:45.300]  You are seeing, right now in history,
[00:30:46.314 --> 00:30:49.675]  The sexual exploitation of young children.
[00:30:50.155 --> 00:30:56.096]  I mean, this goes on to pedophilia, dolls, as you've just seen, as toys, video games and so on.
[00:30:56.456 --> 00:31:00.677]  Even that disgusting trash bag show called Toddlers and Terrorists.
[00:31:01.018 --> 00:31:03.498]  How they sexually exploit little girls.
[00:31:04.298 --> 00:31:06.539]  It is badly disgusting, folks.
[00:31:07.734 --> 00:31:15.864]  And speaking of disgusting, Big Sister Janet Napolitano to monitor Facebook, Twitter for bioterrorism and pandemics.
[00:31:16.285 --> 00:31:19.910]  That's right, Homeland Security wants to know if you have a bad cough.
[00:31:21.405 --> 00:31:34.610]  And the Department of Homeland Security says that it plans to monitor your personal Facebook status, updates, and Twitter posts claiming that evidence of bioterrorism attacks and pandemic virus outbreaks could be contained within them.
[00:31:35.170 --> 00:31:37.851]  So folks, again, more intrusion of your rights.
[00:31:38.611 --> 00:31:40.832]  This is a direct Fourth Amendment violation, folks.
[00:31:41.392 --> 00:31:41.892]  No warrant.
[00:31:41.912 --> 00:31:47.374]  They're going to go into your Facebooks, as they openly claimed before, that they're monitoring all your social networks.
[00:31:50.086 --> 00:31:54.928]  And those of you who live in San Diego, you could get up to six years in jail for washing your car.
[00:31:55.829 --> 00:31:57.289]  Or not picking up your dog's poop.
[00:31:58.390 --> 00:32:00.451]  This is a report from Infowars.com.
[00:32:01.331 --> 00:32:04.773]  San Diego residents face six years in prison for washing their car.
[00:32:05.962 --> 00:32:10.328]  A new environmental water rules enforced by citizen snitch program.
[00:32:10.528 --> 00:32:13.031]  That's right folks, another citizen snitch program.
[00:32:13.311 --> 00:32:18.218]  As you've seen with the iPhones, they have the Patriot Act and so on, to snitch on your neighbors.
[00:32:18.238 --> 00:32:21.602]  They're turning the American people into the citizen spy.
[00:32:22.523 --> 00:32:33.328]  And the article goes on to say that San Diego citizens could face six years in prison and fines up to $100,000 for washing their car in the driveway or failing to pick up the poop from the dog.
[00:32:33.829 --> 00:32:38.071]  The new EPA mandate environmental regulations related to water quality.
[00:32:38.491 --> 00:32:46.495]  Now, as you scroll through the article, you're going to see right here, the regulations will be enforced with the aid of a 24-hour snitch line.
[00:32:46.515 --> 00:32:47.536]  That's right, snitch line.
[00:32:48.476 --> 00:32:58.424]  Which residents of San Diego, South Orange, and Southwest Riverside counties can use to report on their neighbors for violating the new code.
[00:32:58.804 --> 00:33:04.509]  Again, a 24-hour snitch line and report your neighbor because you're supposed to spy on your neighbor's folks.
[00:33:05.670 --> 00:33:06.530]  It is ethical.
[00:33:06.931 --> 00:33:11.754]  It is your duty as a citizen in the New World Order to spy on your neighbors.
[00:33:11.794 --> 00:33:13.035]  You see suspicious activity.
[00:33:13.075 --> 00:33:13.816]  You see something.
[00:33:14.056 --> 00:33:14.837]  You say something.
[00:33:15.825 --> 00:33:24.150]  Now moving on to the economy, gun stores report 400% surge in sales after Obama re-election.
[00:33:25.251 --> 00:33:28.613]  Now we've been telling you folks that the sales of guns have been going through the roof.
[00:33:29.273 --> 00:33:31.535]  Obama and the UN want your guns.
[00:33:31.975 --> 00:33:33.776]  Obama wins another four years, guess what?
[00:33:33.856 --> 00:33:37.999]  He's coming after your guns as openly stated in one of his debates.
[00:33:44.810 --> 00:33:46.532]  The nation is now coming together.
[00:33:46.972 --> 00:33:51.516]  We have petitions going all over the country now from all 50 states.
[00:33:51.897 --> 00:33:58.262]  Reports the Examiner.com petition to secede from the Union hits 50 states.
[00:33:58.663 --> 00:34:00.184]  GOP governors disagree.
[00:34:00.585 --> 00:34:02.246]  We're not seceding from the United States.
[00:34:02.446 --> 00:34:04.328]  We're seceding from the New World Order.
[00:34:04.548 --> 00:34:08.332]  And as Alex Jones has openly called, a revolution against the New World Order.
[00:34:08.892 --> 00:34:11.633]  And people, we need to get more and more people together.
[00:34:11.953 --> 00:34:13.253]  We need to make this viral.
[00:34:13.474 --> 00:34:18.255]  We need to sign more petitions and let the globalists know we are not going to take it no more.
[00:34:18.495 --> 00:34:21.396]  We're going to stand up against your tyranny and we're going to defeat you.
[00:34:22.116 --> 00:34:24.277]  You know, our cards are all on the table now.
[00:34:24.537 --> 00:34:27.678]  We're going to push stronger, faster, harder than we ever did.
[00:34:28.218 --> 00:34:33.883]  Infowars.com, this is a message to you, all you corrupt scum who serve the New World Order.
[00:34:34.243 --> 00:34:35.304]  We are coming for you.
[00:34:35.564 --> 00:34:40.368]  That's right, we are declaring an information war against you, the elite.
[00:34:41.549 --> 00:34:43.551]  And we are going to defeat you.
[00:34:45.071 --> 00:34:46.092]  And I am sick of it.
[00:34:46.192 --> 00:34:56.122]  I'm sick of the New World Order, you know, trying to take our guns, restricting our freedom of speech, conditioning our kids in the schools to say, you can't say that, you can't wear that.
[00:34:56.722 --> 00:34:58.384]  You know, it is disgusting, folks.
[00:34:59.025 --> 00:34:59.665]  And you know what?
[00:34:59.705 --> 00:35:01.006]  They say you can't build that either.
[00:35:01.767 --> 00:35:04.109]  But folks, we need to take our country back.
[00:35:04.210 --> 00:35:05.251]  We need to revisit.
[00:35:06.223 --> 00:35:08.065]  The founding fathers of who they were.
[00:35:08.845 --> 00:35:13.369]  We need to revisit who the people were back in the 1700s.
[00:35:13.389 --> 00:35:15.311]  1773, 1774, 1775 and 1776.
[00:35:16.391 --> 00:35:17.372]  That's the attitude.
[00:35:17.813 --> 00:35:21.396]  The spirit of 1776, folks, that's the spirit you need.
[00:35:21.456 --> 00:35:23.197]  You need to swallow your conservative pride.
[00:35:23.477 --> 00:35:25.419]  You need to swallow your liberal pride.
[00:35:25.499 --> 00:35:27.281]  Because we need to come together as one.
[00:35:28.001 --> 00:35:29.561]  Never mind your political parties, folks.
[00:35:29.901 --> 00:35:31.422]  We need to come together as one.
[00:35:31.442 --> 00:35:34.623]  I don't care if you're an Obama supporter or Mitt Romney supporter, whatever.
[00:35:34.663 --> 00:35:35.663]  You need to drop that.
[00:35:36.043 --> 00:35:37.543]  Come together in the spirit of 1776.
[00:35:38.883 --> 00:35:43.124]  We need to take back our country, take back our liberties, and kick the U.N.
[00:35:43.184 --> 00:35:43.284]  out.
[00:35:43.304 --> 00:35:43.845]  It's like, you know what?
[00:35:44.165 --> 00:35:45.885]  We're not going to leave the Union.
[00:35:46.005 --> 00:35:46.805]  We're not opting out.
[00:35:46.925 --> 00:35:47.925]  We're kicking you out.
[00:35:48.146 --> 00:35:48.706]  Bottom line.
[00:35:49.066 --> 00:35:49.706]  We're sick of it.
[00:35:49.746 --> 00:35:50.646]  The people are sick of it.
[00:35:50.666 --> 00:35:53.567]  We've got over 1 million people on the petition now.
[00:35:53.767 --> 00:35:54.487]  This is un-wrecking.
[00:35:54.987 --> 00:36:01.789]  Over 1 million people have signed the petition, and it's grown stronger and faster, and the mainstream media is ignoring this.
[00:36:02.049 --> 00:36:03.549]  They're putting this off as a side issue.
[00:36:03.569 --> 00:36:05.249]  But folks, this is getting huge.
[00:36:05.669 --> 00:36:11.551]  And now what the mainstream media is doing, is they're telling people, if you write your name on a petition, guess what?
[00:36:11.671 --> 00:36:12.491]  You're a racist.
[00:36:13.071 --> 00:36:16.732]  They don't want to have the race card on you to say you're a racist, even though you could be black.
[00:36:17.639 --> 00:36:19.722]  Guys, there's tons of black people who signed that petition.
[00:36:20.123 --> 00:36:22.606]  You could be Puerto Rican, Spanish, white, whatever.
[00:36:22.846 --> 00:36:23.267]  Guess what?
[00:36:23.367 --> 00:36:24.068]  You're a racist.
[00:36:24.128 --> 00:36:25.330]  This is from mainstream media.
[00:36:26.051 --> 00:36:27.693]  You know, folks, we need to stand up against this.
[00:36:27.733 --> 00:36:29.075]  We need to stop this, okay?
[00:36:29.476 --> 00:36:30.257]  We need to say, you know what?
[00:36:30.798 --> 00:36:31.799]  Never mind the racist stuff.
[00:36:31.899 --> 00:36:33.201]  We're going to take our country back.
[00:36:34.022 --> 00:36:37.425]  Thomas Jefferson said, every generation needs a revolution.
[00:36:37.765 --> 00:36:40.748]  And this is the time folks, this is the time and the time is now.
[00:36:41.428 --> 00:36:45.572]  It's either go with the new world order or build a new republic.
[00:36:45.672 --> 00:36:50.016]  And we are not again, we are expressed, we are not calling for a violent revolution.
[00:36:50.056 --> 00:36:54.840]  We are calling for an information revolution, an information war against the globalists.
[00:36:55.300 --> 00:36:58.363]  And this is Dan Bodondi reporting for the InfoWars Nightly News.
[00:37:15.302 --> 00:37:18.865]  Is it not my keen time to spring the trap?
[00:37:19.005 --> 00:37:31.996]  No, we must desecrate the soul of the flesh that creates creation.
[00:37:32.016 --> 00:37:34.698]  The chain of life broken forever.
[00:37:38.501 --> 00:37:40.883]  A monument to our beauty.
[00:38:04.617 --> 00:38:05.337]  And welcome back.
[00:38:05.357 --> 00:38:06.278]  I'm John Baum.
[00:38:07.218 --> 00:38:24.405]  Joining me, a very significant report from Mr. John Rapoport, a veteran editor from nomorefakenews.com, and also a veteran editor, Mr. Anthony Gucciardi from naturalsociety.com are joining us.
[00:38:24.909 --> 00:38:28.071]  And we're going to discuss the aftermath of Prop 37.
[00:38:29.092 --> 00:38:33.794]  But, you know, I want folks to know that this is not a laughing matter.
[00:38:33.854 --> 00:38:36.536]  It's not a small, minor detail in your lives.
[00:38:36.576 --> 00:38:37.777]  It's just going to go away.
[00:38:38.517 --> 00:38:39.898]  We're talking about GMO.
[00:38:39.918 --> 00:38:42.520]  And we're talking about our children's future.
[00:38:42.540 --> 00:38:45.461]  And we're talking about our very lives here.
[00:38:45.481 --> 00:38:49.024]  And the fact that cancer is going to go way up.
[00:38:49.624 --> 00:38:53.006]  You're going to see all kinds of deaths due to very strange
[00:38:53.749 --> 00:38:54.049]  I think?
[00:39:10.327 --> 00:39:12.488]  ...engineered to produce their own insecticide.
[00:39:12.508 --> 00:39:16.429]  They developed potentially pre-cancerous cell growth in the digestive tract.
[00:39:17.109 --> 00:39:17.849]  On and on and on.
[00:39:17.869 --> 00:39:18.169]  Let's see.
[00:39:18.229 --> 00:39:21.490]  Mice fed GM, BT potatoes had intestinal damage.
[00:39:22.030 --> 00:39:25.751]  Sheep died after grazing in BT cotton fields.
[00:39:25.851 --> 00:39:27.852]  Mice fed Roundup Ready soy.
[00:39:27.892 --> 00:39:31.473]  They had liver cell problems.
[00:39:31.593 --> 00:39:34.834]  Roundup Ready soy changed cell metabolism in rabbit organs.
[00:39:35.740 --> 00:39:40.442]  And on and on and on, and that's going to be our future if we don't do something now.
[00:39:40.942 --> 00:40:00.649]  Now, a common fact that seems to have gotten by everybody, and it should be right up there in front, is that Europe has been labeling their GMOs since the 90s, and in 2004 they made even stricter precautions, regulations against GMOs in their food.
[00:40:02.648 --> 00:40:07.670]  Why is there such a battle against labeling food here in America?
[00:40:08.890 --> 00:40:12.872]  Are we just the swine at the trough of the New World Order?
[00:40:13.372 --> 00:40:18.093]  Well, with that question in mind, let's go to John Rappaport and Anthony Gucciardi.
[00:40:18.534 --> 00:40:19.754]  Welcome to the show, fellas.
[00:40:20.434 --> 00:40:20.854]  Thank you.
[00:40:20.934 --> 00:40:21.635]  Very good to be here.
[00:40:21.955 --> 00:40:23.015]  Thanks a lot for having me.
[00:40:23.135 --> 00:40:24.836]  Always enjoy it.
[00:40:25.316 --> 00:40:25.936]  This is great.
[00:40:26.716 --> 00:40:27.537]  Thanks for joining us.
[00:40:28.517 --> 00:40:30.718]  First, I want to start off, but let's go back to Prop 37.
[00:40:32.443 --> 00:40:47.354]  And John Rappaport can answer these questions about the voter fraud, the story behind the fraud, how the votes weren't even completely in yet, and they had declared Prop 37 dead.
[00:40:47.374 --> 00:40:49.915]  That's right, John.
[00:40:51.044 --> 00:40:52.405]  In fact, it was very early on.
[00:40:53.766 --> 00:41:09.277]  I'm going to call it at about 7 million votes, still uncounted, at the time that the networks and television stations said, OK, no one 37 wins, and that's it.
[00:41:09.537 --> 00:41:10.538]  37 goes down to defeat.
[00:41:11.979 --> 00:41:17.163]  So actually, I was watching an interview that Alex was doing with Bev Harris.
[00:41:18.724 --> 00:41:26.946]  And I caught her saying, you know in California typically they call elections but there's still a couple million votes left to count.
[00:41:27.006 --> 00:41:29.847]  So I decided, well this should be interesting, let's look into it.
[00:41:30.948 --> 00:41:40.990]  Had a heck of a time but finally ended up calling four county registrars in the state of California and added up how many votes they had yet to count.
[00:41:41.310 --> 00:41:45.652]  Now this is a couple days after the election and I got 1.6 million votes.
[00:41:48.012 --> 00:41:54.534]  Then, a couple of days later, I found out that the total uncounted votes for the state of California was 3.3 million.
[00:41:56.534 --> 00:42:00.015]  And they didn't have to be reported on until the first week of December.
[00:42:01.415 --> 00:42:03.316]  So I said, well, this is insane.
[00:42:03.336 --> 00:42:13.318]  I mean, you know, a half hour or an hour after the polls closed in California, like clockwork, all the networks said that 37 went down to defeat.
[00:42:14.098 --> 00:42:16.279]  But there are millions of votes left to be counted.
[00:42:17.910 --> 00:42:22.852]  So I began writing about this, and the more I wrote about it, the further down the rabbit hole I went.
[00:42:23.872 --> 00:42:26.193]  Because, who's telling the networks?
[00:42:27.373 --> 00:42:31.495]  Who's saying it's time to make this early premature call?
[00:42:32.901 --> 00:42:33.961]  Who's behind No on 37?
[00:42:34.061 --> 00:42:44.045]  I mean, as Anthony can, you know, document, the lies that were told by No on 37 before the vote even started were just enormous.
[00:42:44.125 --> 00:42:44.985]  I mean, felonies.
[00:42:45.025 --> 00:42:46.826]  We're talking about major felonies here.
[00:42:47.626 --> 00:42:51.468]  And they're backed up by the pesticide companies, by Monsanto and so forth.
[00:42:51.548 --> 00:42:53.328]  And so I asked a simple question.
[00:42:54.349 --> 00:42:57.350]  If these companies want to control the food supply of the planet,
[00:42:58.579 --> 00:43:01.301]  And patent all the food and own it.
[00:43:02.222 --> 00:43:06.566]  And the food is horrendously destructive to human life.
[00:43:07.186 --> 00:43:11.169]  Do you think that they would hesitate at rigging an election?
[00:43:11.309 --> 00:43:12.530]  I mean, let's get real here.
[00:43:13.271 --> 00:43:14.852]  So, I think we could start there.
[00:43:18.475 --> 00:43:19.476]  Well, that's a good point.
[00:43:19.836 --> 00:43:27.923]  Anthony, can you talk about the labeling, actually the use of the FDA label illegally
[00:43:29.009 --> 00:43:34.133]  That was used by No on 37.
[00:43:34.354 --> 00:43:35.655]  Yeah, No on 37.
[00:43:36.015 --> 00:43:45.663]  And then the woman that actually did the same thing and she got 20 years, or she's facing 20 years in prison and a quarter of a million dollar fine.
[00:43:46.003 --> 00:43:47.605]  And these guys didn't even get a slap on the wrist.
[00:43:49.386 --> 00:43:49.786]  That's right.
[00:43:49.806 --> 00:44:06.722]  They went ahead and they not only misused the FDA logo, which is a felony, to support the No on 37, which once again is the anti-GMO labeling campaign that Monsanto and others put 45 million dollars into, because they simply don't want you to know what is in your food.
[00:44:06.802 --> 00:44:08.163]  That's all it comes down to.
[00:44:08.383 --> 00:44:08.744]  Profit.
[00:44:09.364 --> 00:44:18.847]  So they went ahead and they put on this FDA seal to this No 137 Anti-GMO Labeling Campaign brochure that they sent out to countless people.
[00:44:18.867 --> 00:44:20.208]  It was distributed everywhere.
[00:44:20.748 --> 00:44:22.349]  And it says, quote, the U.S.
[00:44:22.409 --> 00:44:28.111]  Food and Drug Administration says a labeling policy like Prop 37 would be inherently misleading.
[00:44:28.731 --> 00:44:29.011]  U.S.
[00:44:29.051 --> 00:44:32.412]  Food and Drug Administration, with its official logo there.
[00:44:32.812 --> 00:44:34.713]  So not only did they misuse the seal,
[00:44:35.811 --> 00:44:37.572]  Which, according to U.S.
[00:44:37.632 --> 00:44:45.956]  laws, is a felony and can result in 20 years of prison, a $250,000 fine, three years of supervised release, so on and so on.
[00:44:46.517 --> 00:44:55.121]  But they actually went ahead and quoted an FDA quote that didn't exist, and it's also illegal for the FDA to back any of these campaigns.
[00:44:55.642 --> 00:44:59.504]  So, if they said that, the FDA would be committing a crime in and of itself.
[00:45:00.104 --> 00:45:01.885]  No, let me cut in for a second.
[00:45:01.945 --> 00:45:03.186]  Even though the FDA
[00:45:04.589 --> 00:45:08.462]  One of the chiefs of the FDA is former Vice President Monsanto.
[00:45:09.585 --> 00:45:09.905]  Correct.
[00:45:10.305 --> 00:45:11.846]  So they actually can't take a stance on it.
[00:45:12.267 --> 00:45:22.113]  Of course they have, not openly, through basically pushing through every single GMO there possibly is and teaming up with the USDA to give them speedy approval.
[00:45:22.833 --> 00:45:24.234]  But here it is, right?
[00:45:24.935 --> 00:45:25.975]  They put it right on there.
[00:45:26.416 --> 00:45:31.259]  Section 506 and 1017 says you can't misuse a government seal or else you'll get penalized.
[00:45:31.539 --> 00:45:37.503]  And unfortunately in Idaho, well not really unfortunately, this is a criminal woman, but she committed mail fraud.
[00:45:38.363 --> 00:45:40.786]  And she misused a federal seal, and guess what?
[00:45:41.106 --> 00:45:41.667]  She got hit.
[00:45:42.108 --> 00:45:47.634]  She's facing 20 years in prison, $250,000 fine, and three years of supervised release.
[00:45:47.694 --> 00:45:49.416]  And this is one woman in Idaho.
[00:45:49.777 --> 00:45:54.462]  So this really shows corporations are essentially exempt from the law.
[00:45:54.602 --> 00:45:55.523]  They can do whatever they want.
[00:45:55.563 --> 00:45:55.944]  They can use
[00:45:56.124 --> 00:45:57.245]  Misuse the FDA seal?
[00:45:57.365 --> 00:45:58.166]  Oh, it's no big deal.
[00:45:58.186 --> 00:45:59.306]  The FBI doesn't really care.
[00:45:59.326 --> 00:46:01.948]  You know, they'll send it over to the FDA, but nothing's going to happen.
[00:46:02.229 --> 00:46:03.149]  And it's already too late.
[00:46:03.930 --> 00:46:08.974]  Prop 37 already failed because of this misinformation, this vote rigging, so on and so on.
[00:46:09.654 --> 00:46:17.560]  But then this one woman who does it, I don't know how many times, but on a very small scale to try and use mail fraud, she gets hit with the complete book.
[00:46:17.600 --> 00:46:19.862]  Monsanto walks away completely free.
[00:46:20.799 --> 00:46:28.465]  Yeah, and earlier Rappaport was off camera, we were talking about Codex trying to push back what's going on in Europe.
[00:46:29.926 --> 00:46:40.415]  Here's from mercurynews.com, Monsanto, which is fighting efforts to label genetically engineered food in California, supported labeling such food in Britain.
[00:46:40.875 --> 00:46:45.659]  And they even ran a campaign ad about labeling food in Britain.
[00:46:46.779 --> 00:46:52.425]  And now you're saying that in Europe they're trying to push back the regulations.
[00:46:53.847 --> 00:46:54.487]  Yeah, they are.
[00:46:55.348 --> 00:46:59.332]  Monsanto probably saw the handwriting on the wall in Britain.
[00:46:59.973 --> 00:47:04.217]  This is not any kind of humanitarian gesture on their part.
[00:47:05.098 --> 00:47:08.722]  It's kind of live to fight another day, find another way to do it.
[00:47:09.222 --> 00:47:11.163]  Or they've done many polls in England.
[00:47:11.243 --> 00:47:18.065]  I mean, that population is so hammered day in and day out that Monsanto probably figures that people just don't care.
[00:47:18.085 --> 00:47:23.787]  They're going to buy food, any food, any food they can get anywhere, whether it's GMO or not.
[00:47:24.467 --> 00:47:27.648]  So they make it look like, oh yes, we support labeling.
[00:47:28.308 --> 00:47:32.010]  But here in the United States, where the big money is,
[00:47:33.050 --> 00:47:37.773]  They don't support labeling, absolutely not, and they'll fight tooth and nail to the bitter end.
[00:47:38.293 --> 00:47:41.815]  To follow up on Anthony's point, here's something else.
[00:47:43.256 --> 00:47:52.681]  The Department of Justice was notified in advance of the election that the No 137 campaign had committed felonies.
[00:47:53.922 --> 00:47:56.303]  The one that Anthony mentioned with the FDA seal.
[00:47:56.844 --> 00:48:10.491]  They also intentionally misled voters in California in the California Voters Guide, which is this sort of manual that's sent out to all voters, all voters in California, about ballot propositions and so on.
[00:48:10.892 --> 00:48:11.932]  That's another felony.
[00:48:13.293 --> 00:48:18.416]  So, the Department of Justice gets this complaint, and what do they do with it?
[00:48:19.525 --> 00:48:23.508]  They refer it to the FDA on the matter of the FDA seal.
[00:48:24.468 --> 00:48:26.069]  Now this is absolutely ridiculous.
[00:48:26.630 --> 00:48:28.771]  The FDA deals with food and drugs.
[00:48:29.972 --> 00:48:35.156]  They don't deal with somebody stealing or misappropriating a federal agency seal.
[00:48:36.252 --> 00:48:40.593]  So the DOJ is essentially saying to the FDA, well, what do you think about this?
[00:48:40.613 --> 00:48:43.514]  And by the way, take your time in getting back to us on it.
[00:48:44.175 --> 00:48:48.236]  You know, the election is only three days away, and by that time nobody will care.
[00:48:48.876 --> 00:48:54.898]  So the Department of Justice is complicit in this, because they could have started an investigation immediately.
[00:48:54.918 --> 00:48:57.799]  The media would have reported it.
[00:48:59.265 --> 00:49:07.312]  FBI investigating No on 37 for felonies right before the election.
[00:49:07.732 --> 00:49:08.993]  This story could have come out.
[00:49:09.813 --> 00:49:12.916]  Instead, the opposite kind of story came out.
[00:49:12.956 --> 00:49:21.943]  And Anthony and I were both sitting in the press conference on the telephone when this insanity happened with reporters from mainstream attacking Yes on 37.
[00:49:23.874 --> 00:49:27.796]  Essentially for revealing the crimes of the other side.
[00:49:28.357 --> 00:49:31.658]  So the Department of Justice is way complicit in this.
[00:49:32.239 --> 00:49:34.820]  They could have really jumped right in here.
[00:49:35.301 --> 00:49:38.803]  Instead they say to the FDA, well you guys see what you think about this.
[00:49:38.843 --> 00:49:42.905]  Do you really think that No 137 is stealing your seal?
[00:49:44.106 --> 00:49:45.967]  And let us know whenever you feel like it.
[00:49:47.087 --> 00:49:48.968]  That's a lot of money being passed around to
[00:49:51.072 --> 00:49:52.353]  For no on 37.
[00:49:52.853 --> 00:49:53.414]  How much was it?
[00:49:53.434 --> 00:49:53.754]  $48 million?
[00:49:53.774 --> 00:49:53.934]  $45 million.
[00:49:53.954 --> 00:49:56.096]  $45 million to save us $400 a year is what they claimed.
[00:50:02.122 --> 00:50:05.045]  And that's hilarious, because they actually have been caught.
[00:50:05.085 --> 00:50:08.889]  Monsanto has been caught running slaverings in Argentina.
[00:50:08.909 --> 00:50:19.419]  They got busted for making them work excess of 14 hours a day, and they were only allowed to use their payment in the company's store, which probably meant a ton of GMOs.
[00:50:19.799 --> 00:50:21.261]  And if they left, they don't get paid.
[00:50:21.781 --> 00:50:35.485]  And this is also the company that's been blamed as one of the largest, if not the largest, contributing factor to the suicide belt in India, where a farmer kills him or herself every 30 minutes.
[00:50:35.905 --> 00:50:39.206]  A quarter of a million suicides in the last 16 years.
[00:50:39.726 --> 00:50:43.387]  Because what happens is they go in there and they say, hey, I got a great deal for you.
[00:50:43.407 --> 00:50:44.907]  You're going to make so much more money.
[00:50:44.987 --> 00:50:48.969]  And the farmer, who's in poverty already, doesn't really know how these things work.
[00:50:49.009 --> 00:50:49.949]  And they say, this sounds great.
[00:50:50.629 --> 00:50:53.532]  So they plant the GMO seeds and the yield goes down.
[00:50:53.612 --> 00:50:54.532]  Decreased yields.
[00:50:54.893 --> 00:50:59.016]  And then they actually drink the very biopesticides that Monsanto gave them.
[00:50:59.677 --> 00:51:02.960]  And the Daily Mail calls it the genetically modified genocide.
[00:51:03.360 --> 00:51:04.421]  And it's just ongoing.
[00:51:04.481 --> 00:51:12.608]  So this company and many of its supporters and people backing No 137, they don't care about your health.
[00:51:13.329 --> 00:51:14.770]  Or else they would have done something by now.
[00:51:15.410 --> 00:51:16.812]  The whole thing about saving $400 is a big joke.
[00:51:18.573 --> 00:51:27.776]  Yeah, and you just wrote an article on the petition for Barack Obama as far as getting the FDA chief out of there.
[00:51:29.157 --> 00:51:32.398]  It's come down to this.
[00:51:34.019 --> 00:51:36.399]  How long have GMOs been around?
[00:51:36.660 --> 00:51:38.720]  They've been around since the early 90s, right?
[00:51:38.880 --> 00:51:40.821]  They've been going in our food on a regular basis.
[00:51:41.221 --> 00:51:42.202]  We haven't known about it.
[00:51:42.602 --> 00:51:46.143]  There's really no telling how many GMOs I've eaten.
[00:51:46.914 --> 00:52:00.382]  You know, there's no telling how many, well you probably eat a lot better than I do, Gucci Hardy, but there's no telling how many genetically modified organisms are in my body right now, or in everybody else's body.
[00:52:00.402 --> 00:52:10.849]  There's no telling where we're headed as a race of human beings in the next 10, 15, 20 years.
[00:52:11.610 --> 00:52:13.871]  Are we already starting to see the
[00:52:16.022 --> 00:52:17.744]  Cancer rates rise.
[00:52:17.804 --> 00:52:21.909]  Are we seeing strange, well, autism they're saying might be linked to it.
[00:52:22.490 --> 00:52:24.793]  And these things you guys have covered many times.
[00:52:24.813 --> 00:52:30.480]  This is where the medical cartel comes in, John, because they're the cover story, see.
[00:52:31.803 --> 00:52:39.768]  They can say, well, we're doing research on the genes that actually cause cancer and this is where the future is and blah, blah, blah.
[00:52:40.088 --> 00:52:41.529]  It's all genetic, etc., etc.
[00:52:41.589 --> 00:52:46.691]  Meanwhile, there's people dying of cancer all over the world from pesticides.
[00:52:47.652 --> 00:52:54.476]  And if people, let's say that the cancer rates are rising because of GMOs, you're not going to find out about it.
[00:52:55.185 --> 00:53:00.948]  Because the medical cover story is going to be, you know, like a blanket over this whole thing.
[00:53:01.469 --> 00:53:06.452]  Nobody is going to find out about it because the diagnosis, they're not looking for that kind of stuff.
[00:53:06.852 --> 00:53:08.573]  They're not funding research.
[00:53:08.913 --> 00:53:11.595]  Gee, let's see if GMOs are causing human illness.
[00:53:12.155 --> 00:53:15.957]  You're not going to find big grants being given to anybody to research this.
[00:53:16.518 --> 00:53:18.559]  So this can all fly under the radar.
[00:53:19.119 --> 00:53:27.065]  And as far as the medical people are concerned, they're never going to find it, they're never going to look for it, it's all going to be attributed to other causes.
[00:53:27.805 --> 00:53:35.811]  I wrote an article a little while ago just proposing, you know, imagine this, a kid is eating GM corn.
[00:53:36.952 --> 00:53:52.485]  And so, the genes that have been inserted in the corn begin to provoke a tremendous inflammatory response in his body, and that response attacks the myelin sheathing around his nerve cells.
[00:53:52.966 --> 00:53:58.690]  And so now he starts throwing tantrums, and he's depressed, and then he's up, and then he's down, he's up and he's down.
[00:53:59.111 --> 00:54:02.734]  And his mother takes him to a doctor, and the doctor says, this is bipolar disease.
[00:54:03.652 --> 00:54:16.119]  Now it gives them a couple of drugs like lithium and valproate that have life-threatening effects, but nobody's discovering that it was actually the GMO corn that caused this in the first place.
[00:54:16.499 --> 00:54:24.304]  This is how the medical cartel and these chemical pesticide GMO companies are in it all together.
[00:54:24.704 --> 00:54:25.284]  I mean this is
[00:54:27.096 --> 00:54:28.256]  We've been occupied.
