[00:00:22.193 --> 00:00:22.673]  Good evening.
[00:25:13.243 --> 00:25:14.964]  Cobra!
[00:25:17.371 --> 00:25:29.161]  I will now sit for President and run on the Republican Party ticket against that plagiarized Barack Obama that's stolen so many of my ideas!
[00:25:30.495 --> 00:25:41.644]  Clearly an America that loves indefinite detention and the NDAA and torture and secret arrest is ready to be ruled by a true tyrant!
[00:25:42.464 --> 00:25:46.688]  I was a snake and an oppressor before it was cool!
[00:25:46.708 --> 00:25:48.989]  Hail Cobra!
[00:25:49.250 --> 00:25:50.230]  Cobra!
[00:25:50.731 --> 00:25:53.973]  I am running for President of the United States!
[00:25:54.554 --> 00:25:55.474]  And from America!
[00:25:56.415 --> 00:26:01.499]  I will congenure the policy of global corporate war against the third world!
[00:26:02.240 --> 00:26:03.461]  Death and destruction!
[00:26:03.941 --> 00:26:05.483]  Forced inoculations!
[00:26:05.803 --> 00:26:07.004]  Hail Cobra!
[00:26:07.674 --> 00:26:08.815]  And that was Cobra Commander.
[00:26:08.855 --> 00:26:11.276]  We got a lot of feedback from that, mostly positive.
[00:26:11.596 --> 00:26:26.805]  A lot of people, well not a lot of people, some people don't understand when Alex does these things they think he might be, you know, discrediting the movement or something, but I tell you what, it does let off a lot of steam and for people out there who are asleep and who aren't awake, this could
[00:26:27.225 --> 00:26:27.285]  Yes.
[00:26:57.545 --> 00:26:58.647]  Kudos to Alex for doing that.
[00:26:59.427 --> 00:27:00.288]  Now let's move on.
[00:27:01.029 --> 00:27:04.893]  GSK Lab find over vaccine test that killed 14 babies.
[00:27:05.614 --> 00:27:14.644]  And it seems like GlaxoSmithKline, because they can't test their poison on the people here in the United States, have to go to South America and dupe those people.
[00:27:14.684 --> 00:27:17.847]  I think they were duping people with like 28 page consent forms.
[00:27:17.887 --> 00:27:18.828]  I mean, ridiculous.
[00:27:19.449 --> 00:27:36.224]  So GlaxoSmithKline Argentina Laboratories was fined 400,000 pesos by Judge Anguski following a report issued by the National Administration of Medicine, Food and Technology for the killing of 14 babies during illegal lab vaccine trials conducted between 2007 and 2008.
[00:27:36.344 --> 00:27:45.832]  The charges included experimenting with human beings, falsifying parental authorization so babies could participate in the vaccine trials conducted by the laboratory.
[00:27:46.793 --> 00:27:57.402]  The doctors took advantage of these many illiterate parents who take their children for treatment by pressuring and forcing them into signing these 28-page consent forms involved in the trials.
[00:27:58.763 --> 00:28:08.631]  Once a picked patient arrived, it would automatically disappear, be taken somewhere, and in order to be treated by those doctors specifically recruited by GSK.
[00:28:09.251 --> 00:28:13.514]  These kinds of practices are not legal and occurred without any type of state control.
[00:28:14.235 --> 00:28:14.875]  It goes on.
[00:28:14.895 --> 00:28:24.619]  It is also known that in various particular cases, the doctors who conducted these trials did not answer the calls made by worried parents after witnessing their baby's reactions to vaccines.
[00:28:25.139 --> 00:28:33.842]  This is a total crime that goes on repeatedly by these companies who wrap themselves with lawyers and legislation that protects them.
[00:28:34.783 --> 00:28:36.183]  It's sick.
[00:28:36.904 --> 00:28:40.505]  The precursor to that is the SV40 virus, which is covered in this book.
[00:28:40.885 --> 00:28:42.686]  It's going to be an amazing interview coming up.
[00:28:43.146 --> 00:28:44.626]  With Alex Jones in just a few minutes.
[00:28:44.646 --> 00:28:46.107]  We've got two more stories to go to.
[00:28:46.127 --> 00:28:49.747]  We're going to go to a quick break and then come back to that interview with Alex.
[00:28:51.348 --> 00:28:58.069]  From Natural News, Women Fight Class Action Lawsuit Against Frito-Lay for Marketing Genetically Modified Snacks as All Natural.
[00:28:58.509 --> 00:29:02.190]  And this made me sick because I actually eat one of these brands.
[00:29:02.590 --> 00:29:11.872]  Frito-Lay is the subject of a new class action lawsuit that pegs the company for illegally marketing its snack products, which are loaded with GM ingredients, as being all natural.
[00:29:13.095 --> 00:29:24.764]  Represented by Milberg, LLP of Los Angeles, Julie Gingo of Richmond, California, recently filed a class action lawsuit against Frito-Lay, alleging that the snack products are fraudulently labeled.
[00:29:25.405 --> 00:29:32.631]  Frito-Lay Sun Chips, Tostitos products are made with GM vegetable oils and potentially even GM corn.
[00:29:33.928 --> 00:29:35.669]  But they're both labeled as being all-natural.
[00:29:35.909 --> 00:29:45.075]  But GMO products are not all-natural ingredients and are in fact admittedly synthetic, which makes any product that contains them unnatural.
[00:29:45.816 --> 00:29:47.457]  And that's even by their own definition.
[00:29:47.497 --> 00:29:49.518]  You can go to the Monsanto website.
[00:29:50.279 --> 00:29:58.464]  The company defines GMO on its website as food with genetic makeup altered to exhibit traits that are not naturally theirs.
[00:29:58.524 --> 00:30:01.066]  So they even use the term unnatural.
[00:30:01.646 --> 00:30:02.627]  So kudos to Julie.
[00:30:03.487 --> 00:30:07.449]  Hopefully they do some of that and I will not be eating sun chips ever again.
[00:30:07.469 --> 00:30:09.589]  I'm sorry, I just can't do it.
[00:30:10.130 --> 00:30:15.812]  You keep learning this stuff, you keep educating yourself, and eventually you say no, you draw your line in the sand.
[00:30:16.792 --> 00:30:19.573]  Which leads us to our final article of the evening.
[00:30:20.134 --> 00:30:20.574]  Busted!
[00:30:20.674 --> 00:30:23.115]  Scientists leave out data to produce bogus findings.
[00:30:24.116 --> 00:30:34.158]  The BMJ, which is the British Medical Journal, is sounding the alarm that data reported by scientists is too often not the truth because researchers leave out inconvenient data.
[00:30:34.178 --> 00:30:37.139]  Kind of like the inconvenient truth with Al Gore.
[00:30:38.019 --> 00:30:41.820]  Turns out that this is no once in a while kind of problem either.
[00:30:42.120 --> 00:30:50.182]  The BMJ claims a large proportion of the evidence from human trials is unreported and much of what is reported is done so inadequately.
[00:30:51.658 --> 00:30:53.319]  And then it goes into a little more commentary.
[00:30:53.359 --> 00:31:05.227]  Big pharma's pills and potions are often pushed based on studies that simply ignore and leave out major data about what is really discovered about a medication lacking of benefits, potential dangerous side effects, and more.
[00:31:06.323 --> 00:31:14.606]  And two additional studies show the requirements for mandatory trial, registration, and timely sharing of results are poorly followed, if at all.
[00:31:15.267 --> 00:31:16.427]  And you know why this happens?
[00:31:16.447 --> 00:31:17.628]  I'm going to tell you why this happens.
[00:31:17.668 --> 00:31:20.469]  It's because most of these studies are paid for by the drug companies.
[00:31:20.829 --> 00:31:27.332]  And if you're a company that's receiving money from a drug company to do different types of studies, what are you going to do if you want to keep that contract?
[00:31:27.632 --> 00:31:29.453]  Well, you're going to get the results that they ask for.
[00:31:29.733 --> 00:31:31.353]  That's how it's done in this country.
[00:31:31.713 --> 00:31:32.534]  It's done with money.
[00:31:32.854 --> 00:31:35.275]  That's how elections are stolen, like what we saw in Iowa.
[00:31:36.766 --> 00:31:37.926]  Go to a final bit here.
[00:31:38.426 --> 00:31:39.907]  We have a couple letters.
[00:31:39.987 --> 00:31:42.247]  Actually, these emails were on my chair this morning.
[00:31:43.627 --> 00:31:50.209]  And if you want to send us letters, you can email me, which is robd at Infowars.com, or write us at Infowars.com, P.O.
[00:31:50.229 --> 00:31:54.110]  Box 19549, Austin, Texas, 78760.
[00:31:54.790 --> 00:31:56.070]  First one is from Eugene.
[00:31:56.090 --> 00:32:00.431]  And he says, Hi, greetings from Israel.
[00:32:00.911 --> 00:32:04.112]  We listen to your show here, and also let me tell you, it is fascinating.
[00:32:04.132 --> 00:32:05.492]  Keep up the good work, Eugene.
[00:32:07.535 --> 00:32:08.976]  And a final one here from Jeff.
[00:32:27.512 --> 00:32:32.935]  You put into bringing out the truth to the American people and know that you have support with many of us in uniform.
[00:32:33.575 --> 00:32:39.778]  So please feel free to write us tips, suggestions, anything you'd like, and we'll read it on the air every once in a while.
[00:32:40.058 --> 00:32:40.779]  So we get some in.
[00:32:40.999 --> 00:32:42.619]  These just happened to be on my desk this morning.
[00:32:43.200 --> 00:32:45.501]  Alex told me I was doing the news, so I said, well, you know what?
[00:32:45.601 --> 00:32:50.103]  I'm going to show a couple of these letters to the people out there and that they do come in.
[00:32:50.443 --> 00:32:53.705]  And I think it was interesting, one from Israel, one from a soldier stationed overseas.
[00:32:55.120 --> 00:32:59.142]  Infowarsnews.com is where you get all this information if you're watching us on YouTube right now.
[00:33:00.502 --> 00:33:01.663]  Please consider becoming a member.
[00:33:01.683 --> 00:33:04.164]  We have a 15-day free trial coming up.
[00:33:04.904 --> 00:33:07.025]  We've got Alex Jones with Edward T. Haslam.
[00:33:07.485 --> 00:33:08.625]  I'm Rob Dews, signing off.
[00:33:08.745 --> 00:33:09.826]  Thank you very much for watching.
[00:33:13.976 --> 00:33:20.398]  If you believe in this information and want to support its viral spread, go to the InfoWars store at InfoWars.com.
[00:33:20.698 --> 00:33:21.559]  We've got the new G.I.
[00:33:21.599 --> 00:33:23.539]  Joe InfoWars t-shirts.
[00:33:23.919 --> 00:33:30.022]  We've got the incredible ProPure gravity-fed filters available at InfoWars.com in the store.
[00:33:30.582 --> 00:33:34.943]  We've got a new DVD, Sinus Under Attack, the Don't Tread on Me flag.
[00:33:35.643 --> 00:33:39.605]  We've got all sorts of different bumper stickers to help spread the rebellion virally.
[00:33:40.265 --> 00:33:40.906]  It's all there.
[00:33:41.006 --> 00:33:43.748]  Wristbands, citizen rule books, in every order.
[00:33:44.208 --> 00:33:46.931]  Order online at InfoWars.com today.
[00:33:47.171 --> 00:33:50.213]  The water filters, the canteens, it's all there.
[00:33:50.614 --> 00:33:51.955]  InfoWars.com.
[00:33:58.581 --> 00:33:59.441]  And we are back.
[00:33:59.481 --> 00:34:02.804]  Thank you for joining us on this Thursday, 5th of January, 2012 edition.
[00:34:05.970 --> 00:34:07.551]  Wow, we're almost through the first week of 2012.
[00:34:08.111 --> 00:34:08.491]  Amazing.
[00:34:08.511 --> 00:34:21.395]  I want to thank Rob Dew for doing the news portion of InfoWars Nightly News tonight, and I'll have a comment on the TSA and its armed ID checkpoint in Florida at the end of the interview we're about to do.
[00:34:21.835 --> 00:34:31.678]  Now, a few years ago, I read the intriguing book, Dr. Mary's Monkey, and a lot of this is original research, but some of it I had actually seen in other government documents.
[00:34:31.698 --> 00:34:32.218]  That's right.
[00:34:52.135 --> 00:35:11.682]  In this book, now this is just a 20 minute interview tonight, but I want to get Edward T. Haslam, the author of Dr. Mary's Monkey, back on the Syndicated Radio Show sometime in the next few weeks to really break this down because what reminded me of this book and made me pull it off the bookshelf and reread parts of it again was a few weeks ago we all saw the
[00:35:12.862 --> 00:35:13.882]  We're good to go.
[00:35:40.328 --> 00:35:42.128]  Are they being given weaponized cancer?
[00:35:42.148 --> 00:35:48.150]  So one of the leading researchers in this area is Edward T. Haslam, author of Dr. Mary's Monkey.
[00:35:48.950 --> 00:35:51.091]  And by the way, it's put out by a great publisher, Trine Day.
[00:35:51.131 --> 00:35:53.311]  If you want to find out more, look them up online.
[00:35:53.371 --> 00:35:56.392]  It's also in quite a few bookstores and obviously on Amazon.
[00:35:56.432 --> 00:35:57.992]  But here's the man himself.
[00:35:58.653 --> 00:35:59.753]  Great to have you with us.
[00:36:00.673 --> 00:36:02.494]  What got you onto the path of this?
[00:36:02.574 --> 00:36:03.934]  And boil down the book for us.
[00:36:04.946 --> 00:36:13.613]  Well, Alex, I'm from New Orleans, and my father was a doctor at Tulane Medical School, and one of his best friends, Dr. Mary Sherman, was murdered.
[00:36:14.194 --> 00:36:26.584]  So, the book is first and foremost an investigation into her murder, and the deeper I got into this, the more I realized that she was an expert in cancer and in radiation, and she worked for Dr. Alt Noshner.
[00:36:27.905 --> 00:36:32.987]  Who was involved with the framing of Lee Harvey Oswald in New Orleans.
[00:36:33.768 --> 00:36:47.373]  And I heard rumors way back in the 1960s that David Ferry, who Jim Garrison was pursuing on the JFK assassination, had an underground medical laboratory with this Dr. Mary Sherman.
[00:36:47.973 --> 00:36:53.856]  And what I knew that others did not know was that Mary Sherman was a world-class expert
[00:36:54.496 --> 00:37:04.298]  And so you have this weird connection of world-class expert and looney-tune political right-winger, and that's a dangerous combination of events.
[00:37:04.398 --> 00:37:18.781]  So I started looking into it, and I realized that the entire story around Mary Sherman's murder had been faked, because what happened to her was never told to the public, and she got her arm blown off by a linear particle accelerator.
[00:37:19.501 --> 00:37:20.522]  Which they were using.
[00:37:20.542 --> 00:37:25.705]  That's a radioactive piece of equipment which they were using to mutate monkey viruses.
[00:37:26.145 --> 00:37:43.235]  And the reason they were doing this originally was because 200 million doses of the polio vaccine that had been distributed to the American public in the 1950s and 60s was contaminated with a cancer-causing virus by the name of SV40.
[00:37:43.736 --> 00:37:47.738]  And they originally were looking for a vaccine.
[00:37:48.487 --> 00:37:54.375]  To try to stop this cancer, which is today causing a cancer epidemic in America and elsewhere.
[00:37:55.096 --> 00:37:59.462]  And right when they were doing that, that's when the Russian missiles come into Cuba.
[00:38:00.371 --> 00:38:14.260]  And New Orleans, a lot of the economy in New Orleans was disrupted by that embargo of Cuba and the sugar and all that other stuff and the threat of Castro's taking this revolution to the rest of Latin America and spreading it.
[00:38:15.300 --> 00:38:22.165]  It threatened the entire system of cheap labor and coffee beans and bananas and all that stuff that was coming into New Orleans.
[00:38:22.665 --> 00:38:25.707]  So the decision was made in the spring of 1963 to weaponize
[00:38:29.729 --> 00:38:34.315]  The monkey viruses that they were researching in this secret facility.
[00:38:34.335 --> 00:38:39.601]  This is like a medical Manhattan project hidden on US government property in uptown New Orleans.
[00:38:40.261 --> 00:38:47.770]  And it's located right down the street from the personal residence of the guy that used to be the president of the American Cancer Society and right down the other street.
[00:38:48.564 --> 00:38:51.106]  Is Lee Harvey Oswald who's part of this project.
[00:38:51.146 --> 00:38:52.506]  He's like a courier runner.
[00:38:52.867 --> 00:38:56.129]  And then they bring in this woman who's an expert.
[00:38:56.389 --> 00:39:00.931]  She's very young at the time, but she's an expert in handling cancer-causing viruses.
[00:39:01.011 --> 00:39:02.712]  And we know about her training and all that.
[00:39:03.333 --> 00:39:05.654]  And they spend the summer weaponizing this.
[00:39:05.854 --> 00:39:08.616]  They test it on a prisoner.
[00:39:09.256 --> 00:39:10.497]  Several prisoners in fact.
[00:39:10.797 --> 00:39:20.441]  The prisoner dies in 28 days and that's when Lee takes off from Mexico City to bring the weapon down there so they can try to smuggle it into Cuba and kill Fidel Castro.
[00:39:21.042 --> 00:39:23.563]  Of course we also know that Jack Ruby
[00:39:24.215 --> 00:39:24.615]  I think so.
[00:39:44.146 --> 00:39:56.895]  And in the 60s we were told viruses couldn't cause cancer, but I can show you a 1959 Time Magazine article where they're talking about cancer-causing viruses and the ability to come up with vaccines.
[00:39:57.155 --> 00:40:03.240]  And today we have the HPV vaccine, which is intended to prevent a cancer-causing virus.
[00:40:04.080 --> 00:40:08.521]  They can no longer say there are no cancer-causing viruses because they're out there marketing them.
[00:40:08.561 --> 00:40:16.344]  Sure, I've seen Rockefeller Foundation documents in the 20s and 30s where the Rockefellers were looking at most cancer being viral.
[00:40:16.984 --> 00:40:17.524]  Absolutely.
[00:40:18.024 --> 00:40:19.885]  I mean, these people have been obsessed with this forever.
[00:40:19.905 --> 00:40:21.025]  But you mentioned Dr. Henneman.
[00:40:21.385 --> 00:40:24.986]  In a separate report from
[00:40:26.926 --> 00:40:27.366]  P.S.
[00:40:47.293 --> 00:40:55.776]  Weird humor, but it's very real that they knew that the polio vaccine that we took over to Russia was full of this.
[00:40:56.236 --> 00:41:06.760]  See, when they made this vaccine, they grew it on monkey kidneys, and they got out all of the viruses that were in the monkeys' kidneys, and all those viruses got into the polio vaccine.
[00:41:07.120 --> 00:41:11.322]  And the problem was they were caging monkeys from different continents together.
[00:41:11.822 --> 00:41:16.484]  So the Asian monkey was also cross-infected with viruses from the African monkey.
[00:41:16.904 --> 00:41:34.546]  So when they started zapping this stuff with radiation to cure it, they were hitting both the SV40, which was the Asian monkeys virus, and in that same concoction was SIV, which is the simian immunodeficiency virus, which is the ancestor to the AIDS virus.
[00:41:35.467 --> 00:41:36.989]  Wow, this is just bombshell.
[00:41:37.049 --> 00:41:43.717]  And for those that are new viewers, I hope they research what you're saying because everything you're talking about I've separately seen.
[00:41:43.737 --> 00:41:44.938]  I mean, you're telling the truth.
[00:41:45.299 --> 00:41:47.942]  It's just, this is so, so incredible.
[00:41:50.563 --> 00:42:02.046]  To go back to the fact that your father actually knew and had worked with this lady, and I guess you began to investigate the death itself, and then that's what brought you into all of this.
[00:42:02.847 --> 00:42:06.488]  That's similar to my story, just looking into politics.
[00:42:07.588 --> 00:42:10.930]  And then I began to research things, and it just led me to the conspiratorial view.
[00:42:11.270 --> 00:42:15.572]  Not because I'm a conspiracy theorist, but because we do have these cabals operating.
[00:42:15.612 --> 00:42:21.755]  Now, going back, you have quite a few documents in your book from Jim Garrison and his investigation.
[00:42:21.775 --> 00:42:25.857]  He was able to end up getting some government documents that they didn't want him to have.
[00:42:26.237 --> 00:42:27.538]  Break down some of those.
[00:42:29.144 --> 00:42:38.619]  Well, Jim Garrison came to the conclusion, finally, that Lee Oswald was an undercover agent who had penetrated the plot to kill Kennedy.
[00:42:39.321 --> 00:42:41.825]  That's the same conclusion that we come to.
[00:42:45.088 --> 00:42:55.616]  Garrison did discover up in Clinton, Louisiana that Oswald was up there with Clay Shaw, and the heart of Garrison's case was the connection between Oswald and Clay Shaw.
[00:42:55.696 --> 00:43:01.860]  And Clay Shaw said, you know, I didn't know the guy, and, you know, he lied in court, and the federal government wouldn't let Garrison pursue it.
[00:43:02.220 --> 00:43:07.684]  But what they were doing up in Clinton, Louisiana, and Clinton and Jackson, which is right next door to Clinton,
[00:43:08.044 --> 00:43:08.305]  Yes.
[00:43:22.861 --> 00:43:24.162]  We're good to go.
[00:43:44.060 --> 00:43:51.926]  Black Cadillac pull into the square and the town marshal, John Manchester, went over there and said, let me see your ID.
[00:43:51.946 --> 00:43:55.208]  And the guy said, I'm Clay Shaw from the International Trademark.
[00:43:55.268 --> 00:43:58.050]  And Lee Oswald gets out of the car and tries to register to vote.
[00:43:58.230 --> 00:44:10.659]  So we've got sworn congressional testimony putting Clay Shaw and Lee Oswald together in this town where they were murdering the prisoner in order to test the weapon.
[00:44:11.377 --> 00:44:11.817]  Wow.
[00:44:12.138 --> 00:44:13.399]  That's Nazi science.
[00:44:14.019 --> 00:44:15.720]  Well, we know about Huntsville, Texas.
[00:44:15.780 --> 00:44:22.025]  It's now been admitted that for decades they've done testing, chemical, biological, on the state prisoners here in Texas.
[00:44:22.065 --> 00:44:24.687]  This is going on all over the place.
[00:44:24.807 --> 00:44:29.230]  And of course, we have the real congressional report saying that it was a conspiracy with Kennedy.
[00:44:29.250 --> 00:44:32.993]  And then you have the separate whitewash Warren Commission that the mainstream media
[00:44:33.713 --> 00:44:34.454]  Give us the attention.
[00:44:35.114 --> 00:44:39.136]  You know, in the 10 minutes we've got left or so, obviously, we could talk for hours about this amazing book.
[00:44:39.156 --> 00:44:40.077]  People should get it and read it.
[00:44:40.097 --> 00:44:42.558]  I'm going to have you back on the radio to really break it down.
[00:44:43.478 --> 00:44:45.379]  Why is this so important for us today?
[00:44:45.399 --> 00:44:54.524]  I mean, obviously, if they had weaponized cancer that killed people in 28 days back in the 60s, imagine what they've got now with all the genetic technology.
[00:44:55.625 --> 00:44:56.486]  Well, Alex,
[00:44:57.921 --> 00:45:05.768]  Bernice Eddy, who was the vaccine safety tester at the National Institute of Health, tried to warn us about it in 1959.
[00:45:06.328 --> 00:45:15.195]  She knew about the contamination of the polio vaccine and she was trying to tell us there is going to be an epidemic of cancer in the United States.
[00:45:15.856 --> 00:45:23.162]  Now, my point is we got back 15 cases of cancer per year for every case of polio.
[00:45:24.122 --> 00:45:32.835]  I mean, the cancer epidemic is more than 10 times the size of the polio epidemic, yet you never hear the word epidemic in the mainstream.
[00:45:33.439 --> 00:45:33.879]  Why not?
[00:45:34.180 --> 00:45:40.584]  Why was polio an epidemic at 50,000 cases a year and cancer not an epidemic at nearly 2 million cases a year?
[00:45:40.984 --> 00:45:45.007]  I mean, on September 11th, okay, we lost 3,000 people to terrorism.
[00:45:45.147 --> 00:45:52.011]  That same day, we lost more than 3,000 people to cancer, and every day since then, we have lost 3,000 people to cancer.
[00:45:52.392 --> 00:45:56.635]  I mean, we are now running at a million and a half, two million since September 11th,
[00:45:57.635 --> 00:45:59.596]  No, I'm sorry, we're at 12 million now.
[00:45:59.636 --> 00:46:20.283]  And let's be clear, the magnitude, the United States leads the world in cancer, it's clearly a large portion of it linked to these cancer viruses that they admit hundreds of millions of Americans were exposed to, and I've talked to scientists, they state, well I saw it on CBS News last year, they're still giving people polio vaccines, oral and shot, that have it.
[00:46:20.523 --> 00:46:22.944]  This is not an accident, this is population reduction.
[00:46:23.464 --> 00:46:31.208]  I mean, this is amazing, and then the big Rockefeller Foundations that own a lot of the big private hospitals and control the cancer industry, they make the money off treating it.
[00:46:31.628 --> 00:46:35.490]  And look, 50 years ago, 30 years ago, I've talked to top cancer doctors.
[00:46:35.930 --> 00:46:40.992]  When they were going to college, they would travel across the country to see a child with cancer.
[00:46:41.073 --> 00:46:42.133]  Now, they're everywhere.
[00:46:42.173 --> 00:46:43.734]  I mean, this is Armageddon.
[00:46:43.794 --> 00:46:45.255]  This is a holocaust.
[00:46:47.015 --> 00:46:47.896]  Yes.
[00:46:48.596 --> 00:46:52.178]  And when you realize the polio epidemic in the first place,
[00:46:52.845 --> 00:47:04.048]  Was probably caused by the introduction of antibiotics in 1942, and they did not want to restrict the antibiotics and pull them off the market, so they pushed for a vaccine.
[00:47:04.308 --> 00:47:11.931]  So we got pushed into this whole thing by corporate money and greed in the first place, and we are now, I mean this is not a political issue.
[00:47:11.971 --> 00:47:19.493]  Democrats don't want their kids to die any more than Republicans do, but we are looking at, in the United States, I mean look around you, like
[00:47:20.123 --> 00:47:24.828]  They're talking maybe 1 in 3 people will have cancer in their lifetime when it used to be like 1 in 10,000?
[00:47:24.868 --> 00:47:32.757]  I mean, this is the biggest mistake in the history of government.
[00:47:33.357 --> 00:47:39.344]  And this is killing more Americans than all wars we've ever been in combined times about 10.
[00:47:42.355 --> 00:47:45.436]  But I guess at the end of the day, they always talk about how there's too many of us.
[00:47:45.476 --> 00:47:49.817]  From your deep research into this, we know this weapon program is going on.
[00:47:51.058 --> 00:47:56.359]  We know now they're coming out with vaccines that counter cancer viruses, but they never want to talk about the elephant in the room.
[00:47:56.739 --> 00:48:01.681]  Then the very cancer virus fighting vaccines end up causing problems and deaths as well.
[00:48:04.192 --> 00:48:12.557]  I mean your best guess estimate did this start as an accident or was it premeditated and clearly they know what's going on today and are covering it up.
[00:48:14.318 --> 00:48:20.102]  I think originally this was kind of the road to hell is paved with good intentions.
[00:48:21.502 --> 00:48:22.183]  They found
[00:48:23.428 --> 00:48:40.531]  When they discovered the cancer-causing virus, polyoma, they had already released 100 million doses and they renamed it SV40, but they had 100 million having been released and another 100 million sitting on the shelf.
[00:48:41.091 --> 00:48:53.895]  And from 1959 or so to 1963, they continued to release the next hundred million because they didn't want to stand up in front of the congregation and say, we just inoculated all your children with a cancer-causing virus.
[00:48:54.616 --> 00:48:54.876]  You know?
[00:48:54.896 --> 00:48:57.897]  I mean, there's three kids in my family, the other two have cancer.
[00:48:58.257 --> 00:48:58.537]  Okay?
[00:48:59.997 --> 00:49:00.658]  Unbelievable.
[00:49:00.858 --> 00:49:05.579]  And your father, what did he think of all this?
[00:49:09.525 --> 00:49:13.606]  Well, first of all, my father was not really into the cancer thing very much.
[00:49:13.646 --> 00:49:14.827]  He was an orthopedic surgeon.
[00:49:14.887 --> 00:49:15.547]  He just knew her?
[00:49:16.187 --> 00:49:19.748]  He knew her because they had both come to New Orleans at the same time.
[00:49:19.828 --> 00:49:20.728]  He was from Harvard.
[00:49:21.088 --> 00:49:23.009]  She was from the University of Chicago.
[00:49:23.569 --> 00:49:29.491]  And, of course, because they were both orthopedists, when they would go to their annual conferences and stuff, they would travel together.
[00:49:29.531 --> 00:49:32.772]  And one night, she even came over to the house.
[00:49:32.852 --> 00:49:37.653]  They were entertaining the president of the Royal Academy of Orthopedic Surgeries, and she didn't want to be alone.
[00:49:37.833 --> 00:49:38.233]  The guy.
[00:49:38.674 --> 00:49:42.358]  And so she brought my father along with them and they came back to the house.
[00:49:42.418 --> 00:49:44.480]  So I sat on her lap once as a child.
[00:49:44.520 --> 00:49:46.462]  I mean, that's how close this woman was.
[00:49:46.742 --> 00:49:50.666]  Could you ever imagine when you started your investigation that it would end there?
[00:49:50.846 --> 00:49:57.473]  A, and B, you talk about how she died, but get into the specifics because that's intriguing in a macabre way.
[00:49:58.550 --> 00:50:09.301]  Well, the public was told that she was found naked, stabbed seven or eight times, and set on fire in the bedroom of her apartment.
[00:50:10.182 --> 00:50:13.546]  They did not tell the public that her right arm was burned off.
[00:50:14.162 --> 00:50:15.324]  Okay, right arm and ribcage.
[00:50:15.344 --> 00:50:19.289]  I mean, the cops on the scene, I have all the documents, the autopsy, police reports, all that stuff.
[00:50:19.570 --> 00:50:23.835]  The cops on the scene said we could stand there and see her internal organs, okay?
[00:50:24.236 --> 00:50:29.203]  Now this is like not telling the public that Nicole Simpson's throat got cut.
[00:50:29.623 --> 00:50:31.485]  I mean, it's the main fact in the case.
[00:50:32.165 --> 00:50:39.932]  But they didn't want people going around uptown New Orleans looking for a machine that could have burned off Mary Sherman's arm.
[00:50:40.252 --> 00:50:43.515]  Because once you find that machine, which is at the U.S.
[00:50:43.555 --> 00:50:56.486]  Public Health Service Hospital, and all this is happening the day the Warren Commission is doing their investigation into New Orleans, and they got these ID cards on Lee Oswald that came from that document, I mean, came from that facility,
[00:50:57.987 --> 00:50:59.489]  You see the problem?
[00:50:59.549 --> 00:51:00.591]  Why would they want to kill her?
[00:51:02.112 --> 00:51:04.635]  Well, I'm not sure that she was the target.
[00:51:04.876 --> 00:51:08.440]  If they wanted to kill her, they could have stuck a
[00:51:09.019 --> 00:51:11.460]  Gun in their face or an ice pick in their head or something, you know?
[00:51:11.540 --> 00:51:14.300]  I mean, there's lots of easier ways to kill people, okay?
[00:51:14.640 --> 00:51:22.883]  What they wanted to do was to expose the research, the linear particle accelerator, at the U.S.
[00:51:22.923 --> 00:51:23.663]  Public Health Service.
[00:51:23.783 --> 00:51:24.863]  Oh, obviously, yes!
[00:51:24.923 --> 00:51:28.784]  I mean, why leave a woman half burned up in such a dramatic way?
[00:51:29.204 --> 00:51:31.105]  Somebody wanted to lead them back to that.
[00:51:31.645 --> 00:51:35.886]  That's right, because they would have to say, why are you doing this?
[00:51:36.952 --> 00:51:42.484]  And the answer is because we just mass-inoculated the American population with cancer-causing viruses.
[00:51:42.765 --> 00:51:45.691]  Oh, so maybe this was some angry whistleblower then?
[00:51:47.133 --> 00:51:49.355]  Well, who does the trail lead back to?
[00:51:49.415 --> 00:51:54.080]  It's Richard Nixon was in charge of this program that released the vaccine, okay?
[00:51:54.120 --> 00:51:55.321]  And he's running for president.
[00:51:55.641 --> 00:51:58.825]  So if you want to take out Richard Nixon, that's a good way to do it.
[00:51:58.845 --> 00:52:08.794]  If you want to show that Oswald's involved in the middle of this, and he's trying to kill Castro, well, so much for a lone nut, and there goes the Warren Commission, and there goes LBJ.
[00:52:09.235 --> 00:52:10.176]  So who's left standing?
[00:52:12.691 --> 00:52:17.399]  Wow, I mean could it have in some way been a good guy or some other bad faction?
[00:52:19.102 --> 00:52:19.823]  It could be either one.
[00:52:20.765 --> 00:52:26.234]  But the point is, if Alt Noshner himself, President of the American Cancer Society, had grabbed that handle,
[00:52:27.012 --> 00:52:28.032]  Instead of Mary Sherman.
[00:52:28.092 --> 00:52:31.553]  She was standing in front of the steel wall and it just blew out her arm like a spark plug.
[00:52:32.034 --> 00:52:35.315]  You know, she was a widow who had no family in town.
[00:52:35.355 --> 00:52:39.016]  They got away with dragging her back to her apartment and faking a sex flashing.
[00:52:39.296 --> 00:52:42.957]  They would have had a really hard time doing that if Alton Hochsner had grabbed the handle.
[00:52:43.610 --> 00:52:43.890]  Okay?
