[00:00:00.089 --> 00:00:00.649]  Network.
[00:50:21.340 --> 00:50:23.142]  That doesn't even count Secret Service.
[00:50:23.422 --> 00:50:28.827]  And Obama's now even on the record saying he wanted to become president so that his daughter could be surrounded by men with guns.
[00:50:29.588 --> 00:50:31.071]  So, why did they leave?
[00:50:40.851 --> 00:50:43.312]  All right, Lenny, stay on the line with us, Lenny.
[00:50:43.332 --> 00:50:45.453]  We've got to go to break, but we're going to come back and take calls.
[00:50:45.473 --> 00:50:49.235]  We've got Larry Sean Buran.
[00:50:49.696 --> 00:50:50.476]  I remember his name.
[00:50:50.496 --> 00:50:50.976]  He called before.
[00:50:52.857 --> 00:50:55.018]  Coming up after this break, so stay with us.
[00:50:55.038 --> 00:50:58.380]  We'll be right back with more calls for Lenny McGill from Glockstore.com.
[00:50:58.720 --> 00:51:01.242]  More questions and comments on gun control in America.
[00:51:01.262 --> 00:51:01.682]  Stay with us.
[00:51:02.657 --> 00:51:06.880]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:51:07.200 --> 00:51:07.821]  Number one.
[00:51:08.121 --> 00:51:11.263]  New climate legislation could easily double or triple your electric bill.
[00:51:11.544 --> 00:51:12.104]  Number two.
[00:51:12.404 --> 00:51:16.968]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:51:17.288 --> 00:51:17.748]  It's true.
[00:51:18.048 --> 00:51:22.592]  Total government control of electricity in the name of smart grid technology is coming.
[00:51:22.912 --> 00:51:23.452]  Number three.
[00:51:23.733 --> 00:51:27.015]  In some areas of the country, the power grid is dangerously overloaded.
[00:51:27.315 --> 00:51:31.018]  And now, new socialist legislation is only compounding the problem.
[00:51:31.218 --> 00:51:31.758]  Number 4.
[00:51:32.018 --> 00:51:34.379]  Dangerous weather is always a threat to local grids.
[00:51:34.779 --> 00:51:38.160]  Every year, thousands of families lose their power from weather-related outages.
[00:51:38.461 --> 00:51:38.661]  Number 5.
[00:51:39.241 --> 00:51:43.162]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:51:43.382 --> 00:51:48.144]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:51:48.444 --> 00:51:52.465]  You can get more information at www.mysolarbackup.com.
[00:51:52.605 --> 00:51:54.165]  That's mysolarbackup.com.
[00:51:54.405 --> 00:51:56.486]  Remember, the government doesn't own the sun.
[00:51:56.646 --> 00:51:59.247]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:52:02.467 --> 00:52:07.509]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:52:07.709 --> 00:52:16.771]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:52:17.031 --> 00:52:31.078]  The Berkey Light Systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:52:31.358 --> 00:52:39.282]  Order the Berkey Light System today, complete with two black Berkey elements for only two hundred and thirty-one dollars and the Berkey Guy will ship your order free of charge.
[00:52:39.482 --> 00:52:46.325]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only thirty-nine ninety-nine.
[00:52:46.465 --> 00:52:48.607]  That's over 30% off the retail price.
[00:52:48.807 --> 00:52:49.728]  Call the Berkey guy at 1-877-886-3653.
[00:52:49.748 --> 00:52:49.948]  That's 1-877-886-3653.
[00:52:49.968 --> 00:52:50.749]  Or order online at GoBerkey.com.
[00:52:50.789 --> 00:52:51.490]  That's GoBerkey.com today!
[00:53:03.490 --> 00:53:04.972]  Hey there, Frank Bates here.
[00:53:05.732 --> 00:53:10.337]  Have you heard about the weird device that could wipe out 280 million Americans?
[00:53:10.818 --> 00:53:12.219]  This is really scary stuff.
[00:53:12.620 --> 00:53:17.345]  Defense experts warn that this odd device poses the gravest threat we've ever known.
[00:53:17.906 --> 00:53:25.113]  In fact, just a few weeks ago, former Speaker of the House Newt Gingrich wrote an op-ed piece for the Washington Post warning about this deadly threat.
[00:53:25.954 --> 00:53:28.175]  I can't believe that more people aren't talking about this.
[00:53:28.735 --> 00:53:31.917]  It may be because the liberals in the government are trying to cover it up.
[00:53:32.517 --> 00:53:40.641]  That's why my friend just created a free video at WeirdDevice.com that exposes this threat and blows the doors off the conspiracy.
[00:53:41.081 --> 00:53:51.226]  Go watch this shocking video at WeirdDevice.com right now to discover exactly what it is, plus discover the number one way you and your family can survive this deadly attack.
[00:53:51.966 --> 00:53:56.769]  I'm not sure how long this video will be online, so go to WeirdDevice.com before it's gone forever.
[00:53:57.270 --> 00:53:59.291]  Again, that's WeirdDevice.com.
[00:54:17.105 --> 00:54:18.846]  Alright, we're back here on the Alex Jones Show.
[00:54:18.866 --> 00:54:21.028]  Thank you for joining us live on this Friday, December 28, 2012.
[00:54:21.949 --> 00:54:27.673]  This is the Alex Jones Show, and we're interviewing Lenny McGill of Glockstore.com.
[00:54:28.114 --> 00:54:30.716]  And this is Mike Adams filling in for Alex, obviously.
[00:54:30.736 --> 00:54:38.662]  But, hey, Alex is here, and he will be joining us at 1.30 Central Time with a major announcement.
[00:54:38.802 --> 00:54:40.564]  So, a very big announcement.
[00:54:41.144 --> 00:54:42.165]  So stay tuned for that.
[00:54:42.225 --> 00:54:43.085]  You don't want to miss it.
[00:54:43.185 --> 00:54:46.227]  Alex will be right here in the studio at that time.
[00:54:46.267 --> 00:54:48.109]  He'll also be interviewing Doug Hagman at that time.
[00:54:48.129 --> 00:54:49.189]  I'm doing a fourth hour overdrive!
[00:54:49.569 --> 00:54:50.950]  Ah, here he is popping in!
[00:54:51.391 --> 00:54:52.731]  A fourth hour overdrive.
[00:54:53.532 --> 00:54:55.113]  All right, awesome.
[00:54:55.273 --> 00:54:56.094]  Good to see you, Alex.
[00:54:56.134 --> 00:54:59.856]  I never see Alex because when I'm here hosting, he's not here.
[00:54:59.916 --> 00:55:03.078]  So it's good to actually see you, man.
[00:55:03.438 --> 00:55:05.880]  Anyway, Lenny, you still on the line with us?
[00:55:06.420 --> 00:55:06.920]  Yes, I am.
[00:55:07.020 --> 00:55:07.680]  Okay, good, good.
[00:55:08.020 --> 00:55:10.721]  Let's go to Larry in Michigan, who's been holding.
[00:55:10.881 --> 00:55:16.862]  Larry, we don't screen your calls, but go ahead, sir, with your question for Lenny McGill on, hopefully, on gun control.
[00:55:18.582 --> 00:55:19.463]  Well, it is.
[00:55:19.963 --> 00:55:31.025]  And I want to know, do you guys think this is another fast and furious deal, this over on the East Coast they give out the name of weapon holders and name and address?
[00:55:31.807 --> 00:55:39.453]  So people can go break into their house, steal more guns, and, you know, that's another reason to take our guns away.
[00:55:40.153 --> 00:55:41.575]  Yeah, yeah, that's true.
[00:55:41.595 --> 00:55:47.339]  They're treating gun owners almost like child predators or something and posting them on the internet.
[00:55:47.359 --> 00:55:48.420]  What are your thoughts, Lenny?
[00:55:49.082 --> 00:56:02.574]  Well, yeah, that's a disturbing fact and trend is to paint a gun owner as a nut or as a crazy person or as a, you know, a psycho lunatic type, you know, and which is quite the opposite.
[00:56:02.614 --> 00:56:14.825]  You know, I mean, we see nowadays the type of people who are buying firearms are women in their 50s, judges, lawyers, doctors, you know, professional people.
[00:56:16.067 --> 00:56:18.168]  Construction workers, I mean, it's across the board.
[00:56:18.608 --> 00:56:23.210]  It's not the stereotype of the guy in camouflage fatigues buying a firearm.
[00:56:23.230 --> 00:56:24.070]  You know, that's over.
[00:56:24.510 --> 00:56:37.936]  You know, people buying firearms are mainstream, normal family people who want to be able to protect themselves against the hordes of people who will be storming their doors when the government checks stop going to them.
[00:56:38.216 --> 00:56:40.557]  Oh yeah, it's moms and grandmas and aunts and uncles too.
[00:56:40.577 --> 00:56:42.358]  A lot of women are buying guns today.
[00:56:42.458 --> 00:56:43.118]  Are you seeing that too?
[00:56:43.852 --> 00:56:51.898]  That's exactly what we're seeing, and we're getting calls from people, you know, who never had a firearm before and say, you know what, I want to get one now, and now's the time, I want to do it right now.
[00:56:52.078 --> 00:56:58.763]  And you know, the secret is, in the liberal community, the secret is most liberals want guns for themselves.
[00:56:59.304 --> 00:57:01.045]  They just don't want guns for everybody else.
[00:57:01.785 --> 00:57:02.886]  Well, they have them for themselves.
[00:57:02.906 --> 00:57:04.547]  They do have them, yeah.
[00:57:04.567 --> 00:57:06.629]  She already has them registered to her.
[00:57:06.689 --> 00:57:07.289]  It's a fact.
[00:57:07.770 --> 00:57:08.791]  You know, she has guns.
[00:57:09.111 --> 00:57:11.953]  It's just that, oh, well, you know, I'm more responsible than you are.
[00:57:13.992 --> 00:57:14.353]  Yeah!
[00:57:14.693 --> 00:57:21.978]  Well, hey, she's got, you know, she's got, I guess, the genetic code granted by the globalists or something.
[00:57:22.038 --> 00:57:26.662]  Maybe she's got royal blood or, you know, reptilian blood circulating through her veins.
[00:57:26.682 --> 00:57:27.443]  There you go.
[00:57:27.463 --> 00:57:28.483]  That's a scary thought.
[00:57:28.523 --> 00:57:31.105]  But here's something I think we need to put on the table right now.
[00:57:31.586 --> 00:57:37.010]  The only way to get out of this mess is to call for term limits for all office
[00:57:38.141 --> 00:57:44.964]  We need to limit the amount of time these people spend in these powerful positions because power corrupts.
[00:57:45.244 --> 00:57:45.504]  Yes.
[00:57:45.544 --> 00:57:46.204]  And we're all human.
[00:57:46.504 --> 00:57:48.085]  And so that's what needs to be done.
[00:57:48.125 --> 00:57:53.407]  We cannot let these people be lifetime politicians and become perverted in their thoughts and their ways.
[00:57:53.767 --> 00:58:00.570]  And that's exactly what we're seeing in Feinstein, and exactly what we're seeing in Dick Durbin and all these other career politicians.
[00:58:00.910 --> 00:58:03.131]  They come up with these crazy thoughts because they're not
[00:58:04.150 --> 00:58:09.916]  No, no, they live the lifestyle of control freaks and gun grabbers, and they think that only they have the right to be protected.
[00:58:09.957 --> 00:58:11.458]  Okay, but thank you for your call, Larry.
[00:58:11.498 --> 00:58:12.259]  Very good question.
[00:58:12.419 --> 00:58:14.221]  Let's go to Barron.
[00:58:14.241 --> 00:58:14.962]  Stay on the line, all right?
[00:58:14.982 --> 00:58:17.305]  We'll come to you right after this break.
[00:58:17.425 --> 00:58:19.367]  And Lenny, please stay with us as well.
[00:58:19.387 --> 00:58:21.690]  We're going to continue into the next hour with Lenny McGill.
[00:58:22.450 --> 00:58:26.571]  An owner of a large Glock retailer in California, GlockStore.com.
[00:58:26.931 --> 00:58:32.533]  This is Mike Adams filling in for Alex today, who will join us at 1.30 with a major announcement here on the Alex Jones Show.
[00:58:32.813 --> 00:58:35.074]  So don't go away and don't miss that announcement.
[00:58:35.434 --> 00:58:36.214]  Come right back.
[00:58:36.254 --> 00:58:39.315]  We've got a lot more straight ahead right here on the Alex Jones Show.
[00:58:39.335 --> 00:58:48.998]  This is GCN, the Genesis Communications Radio Network.
[00:58:52.506 --> 00:58:56.528]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[00:58:56.608 --> 00:58:57.729]  Don't be one of them!
[00:58:57.829 --> 00:59:03.372]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[00:59:03.532 --> 00:59:13.157]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[00:59:13.337 --> 00:59:20.020]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[00:59:20.120 --> 00:59:24.241]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:59:24.461 --> 00:59:33.424]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[00:59:33.565 --> 00:59:37.026]  The Science Digest Journal says, silver is our mightiest germ fighter.
[00:59:37.226 --> 00:59:40.867]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[00:59:41.067 --> 00:59:47.331]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[00:59:47.452 --> 00:59:49.593]  That's SupernaturalSilver.com.
[00:59:49.753 --> 00:59:50.974]  And like us on Facebook.
[00:59:55.437 --> 00:59:57.378]  Waging war on corruption.
[00:59:57.839 --> 01:00:00.641]  Alex Jones on the GCM Radio Network.
[01:00:07.182 --> 01:00:11.364]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:12.025 --> 01:00:12.825]  You want answers?
[01:00:13.605 --> 01:00:14.506]  Well, so does he.
[01:00:15.146 --> 01:00:18.828]  He's Alex Jones on the GCN Radio Network.
[01:00:19.349 --> 01:00:23.411]  And now, live from Austin, Texas, Alex Jones.
[01:00:26.018 --> 01:00:26.518]  Welcome back!
[01:00:26.938 --> 01:00:28.199]  We are into the second hour.
[01:00:28.239 --> 01:00:30.400]  Thanks for joining us here on the Alex Jones Show.
[01:00:30.440 --> 01:00:31.780]  This is Mike Adams filling in.
[01:00:31.800 --> 01:00:37.423]  And we're on the phone with Lenny McGill, the owner of Glockstore.com, and we've got callers on the line.
[01:00:37.803 --> 01:00:53.690]  The topic of discussion today is, of course, gun control, the Second Amendment, the Bill of Rights, and are we going to let elitists like Senator Feinstein, who has her own concealed handgun, tell us that we can't have concealed weapons because we're the little people?
[01:00:54.230 --> 01:00:56.232]  Haha, yeah, you're just the American sheeple.
[01:00:56.292 --> 01:00:59.494]  You can't be allowed to protect yourself or your children.
[01:00:59.734 --> 01:01:05.199]  Only the privileged elite can protect their lives and their families and their children.
[01:01:05.239 --> 01:01:08.962]  So, let's go to another caller, Baran from Alabama.
[01:01:09.002 --> 01:01:09.962]  You are on the line.
[01:01:09.982 --> 01:01:10.463]  Go ahead, sir.
[01:01:10.483 --> 01:01:13.085]  Thanks for taking my call.
[01:01:13.465 --> 01:01:15.747]  I called the last time that you were in hosting.
[01:01:15.807 --> 01:01:16.547]  Yes, I remember.
[01:01:16.647 --> 01:01:18.089]  Did I get your name right this time?
[01:01:19.221 --> 01:01:20.642]  Yeah, I appreciate that.
[01:01:20.802 --> 01:01:21.422]  Awesome.
[01:01:21.643 --> 01:01:24.605]  I run WTFROI.com.
[01:01:24.625 --> 01:01:37.293]  I don't know if you've been there yet, but the reason I called was because you said something that stuck out to me, and I just said this the other day, you know, that basically guns are going to become the new drugs in that black market mantra.
[01:01:37.433 --> 01:01:46.979]  And what I had discussed with someone else was that there's a video game, I think it's called 2033, something like that, but basically they're
[01:01:47.958 --> 01:02:01.487]  The new currency became ammo, because at that point there was really no more ammo in the scenario that took place, and there were a lot of homemade bullets running around, but the currency became ammo.
[01:02:01.687 --> 01:02:08.452]  Yeah, well ammo is infinitely barterable, and those are good points, but since Lenny's our guest right now, do you have a question for Lenny?
[01:02:09.773 --> 01:02:16.818]  Specifically, I wanted to know how do we kind of counteract this meme, because there's a lot of
[01:02:17.679 --> 01:02:17.779]  Yeah.
[01:02:38.542 --> 01:02:42.908]  That narrative has to be counteracted somehow, you know.
[01:02:42.928 --> 01:02:48.214]  I wanted to suggest maybe making some kind of video to kind of illustrate the ridiculousness of it.
[01:02:48.294 --> 01:02:49.556]  Alright, let me throw that to Lenny.
[01:02:49.816 --> 01:02:55.163]  How do we show gun owners as the responsible, law-abiding, community-minded citizens that they truly are?
[01:02:56.420 --> 01:02:57.701]  Well, that's a great question.
[01:02:57.761 --> 01:03:04.643]  You know, no one really wants to be profiled, I guess, as a gun owner today.
[01:03:04.663 --> 01:03:06.984]  I mean, most people I know are pretty stealthy about it.
[01:03:07.024 --> 01:03:14.708]  They, you know, they have a gun and they basically will, you know, take it home and put it in a safe and just have it, you know, and they don't advertise it.
[01:03:15.028 --> 01:03:22.391]  Many people are not running down the street with a, you know, a rifle rack in the back of the shotgun or back of the pickup truck anymore.
[01:03:23.479 --> 01:03:24.420]  Go visit Arizona!
[01:03:24.480 --> 01:03:26.762]  How would we present people as normal people?
[01:03:26.782 --> 01:03:40.716]  That's a great question because, you know, like I said, and I think your caller is saying, we are seeing that the people who are purchasing firearms, the people who are buying firearms now, are your mainstream American, and they're white, black, brown, red.
[01:03:40.756 --> 01:03:41.597]  They're all the colors.
[01:03:41.657 --> 01:03:42.418]  I mean, there's no
[01:03:43.783 --> 01:03:52.672]  The difference there is just a matter of, hey, I want to have an opportunity and I want to have the ability to protect myself against either the government or a bad guy.
[01:03:52.692 --> 01:04:03.704]  And I need a firearm to do that because, you know, hey, that's where firearms were invented, you know, to protect yourself against the bad guy crashing your door down, maybe six foot four, 300 pounds.
[01:04:04.644 --> 01:04:06.726]  Good answer, Lenny, and good question, Barron.
[01:04:06.746 --> 01:04:08.247]  Thank you for your call today.
[01:04:08.847 --> 01:04:24.299]  Lenny, is there some coalition of gun rights groups that might be putting together a video response or PSAs to tell the real story about how gun owners are responsible citizens, members of society?
[01:04:24.319 --> 01:04:26.981]  Like you said, judges, lawyers, moms and dads.
[01:04:29.182 --> 01:04:31.043]  Well, you know, it's interesting.
[01:04:31.083 --> 01:04:39.986]  Now we have a great medium to get a message out, which would be a YouTube video, because obviously YouTube is still open and free.
[01:04:40.126 --> 01:04:41.526]  No, but they're going to shut that down, man.
[01:04:41.567 --> 01:04:47.229]  There's been more censorship coming, and Facebook's already dropped the hammer, shutting down accounts of people who talk about gun rights.
[01:04:47.509 --> 01:04:48.249]  It happened yesterday.
[01:04:48.951 --> 01:04:49.251]  Oh, really?
[01:04:49.791 --> 01:04:50.132]  Oh, yeah.
[01:04:50.552 --> 01:04:50.952]  Stay with us.
[01:04:51.012 --> 01:04:51.892]  A lot more straight ahead.
[01:04:51.912 --> 01:04:53.213]  We'll be right back.
[01:04:53.553 --> 01:04:54.414]  Stay with us, please, Lenny.
[01:04:54.514 --> 01:04:59.196]  We'll be right back after this break with more calls and more from Lenny McGill at Glockstore.com.
[01:04:59.236 --> 01:05:00.296]  We're here on the Alex Jones Show.
[01:05:00.317 --> 01:05:00.837]  We'll be right back.
[01:05:02.535 --> 01:05:07.797]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:05:08.037 --> 01:05:10.238]  Start purifying your water with ProPure.
[01:05:10.458 --> 01:05:19.400]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:05:19.561 --> 01:05:22.742]  Its filters are silver impregnated to prevent bacterial growth.
[01:05:23.002 --> 01:05:24.442]  There's no priming required.
[01:05:24.682 --> 01:05:26.723]  It's NSF-42 certified.
[01:05:26.943 --> 01:05:29.444]  Optional fluoride filters can reduce fluoride up to 95%.
[01:05:30.524 --> 01:05:31.865]  Easy to set up and use.
[01:05:32.045 --> 01:05:33.346]  Doesn't require electricity.
[01:05:33.466 --> 01:05:36.327]  Purify water from lakes, streams, ponds, and wells.
[01:05:36.627 --> 01:05:39.809]  This filter system leaves in beneficial minerals, which is key.
[01:05:40.029 --> 01:05:41.790]  Save money by not buying bottled water.
[01:05:41.930 --> 01:05:43.991]  And avoid BPA that leaches from the plastic.
[01:05:44.151 --> 01:05:46.753]  ProPure is the best gravity-fed filter out there.
[01:05:46.893 --> 01:05:48.213]  It's what my family uses.
[01:05:48.474 --> 01:05:51.695]  Infowars.com already has the lowest price on ProPure.
[01:05:51.795 --> 01:05:57.418]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:05:57.598 --> 01:05:58.779]  You can also call to order.
[01:06:01.300 --> 01:06:01.800]  888-253-3139.
[01:06:04.462 --> 01:06:12.126]  If you want an American company with American products made by Americans, here is the Cal Bend Soap Company.
[01:06:12.566 --> 01:06:16.188]  Alex and his staff have used these pure soap products for years.
[01:06:16.628 --> 01:06:23.452]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:06:23.932 --> 01:06:27.494]  See them on the web at 5starsoap.com or call 800-825-3139.
[01:06:28.474 --> 01:06:31.476]  Call 800-340-7091 for a free catalog.
[01:06:31.796 --> 01:06:37.460]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:06:37.740 --> 01:06:42.844]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:06:43.144 --> 01:06:44.765]  This is an amazing deal.
[01:06:45.125 --> 01:06:49.728]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:06:50.369 --> 01:06:53.571]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:07:02.516 --> 01:07:08.759]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:07:09.159 --> 01:07:11.540]  Renowned author and expert, Joel Skousen.
[01:07:11.641 --> 01:07:11.921]  The U.S.
[01:07:11.981 --> 01:07:16.123]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:07:16.223 --> 01:07:18.804]  They know that a massive nuclear attack is coming.
[01:07:19.184 --> 01:07:20.445]  They want that attack to come.
[01:07:20.665 --> 01:07:26.868]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:07:27.250 --> 01:07:29.693]  What I tell people is that you do have time.
[01:07:29.913 --> 01:07:34.698]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:07:34.878 --> 01:07:42.326]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:07:42.626 --> 01:07:45.187]  There is no preparedness without strategy.
[01:07:45.387 --> 01:07:48.028]  This Christmas, give the gift of preparedness.
[01:07:48.468 --> 01:07:52.729]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:07:53.049 --> 01:07:57.630]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:08:07.281 --> 01:08:11.486]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:12.107 --> 01:08:12.908]  You want answers?
[01:08:13.689 --> 01:08:14.590]  Well, so does he.
[01:08:14.610 --> 01:08:18.856]  He's Alex Jones on the GCN Radio Network.
[01:08:19.436 --> 01:08:23.541]  And now, live from Austin, Texas, Alex Jones.
[01:08:27.233 --> 01:08:28.814]  Welcome back to the Alex Jones Show.
[01:08:28.854 --> 01:08:32.436]  We are into the second hour on this Friday, December 28, 2012.
[01:08:33.137 --> 01:08:33.717]  I am pumped up.
[01:08:33.757 --> 01:08:37.260]  I can hardly wait for that liner to get done so we can get back to calls.
[01:08:37.720 --> 01:08:39.481]  The topics today are mind-blowing.
[01:08:39.501 --> 01:08:44.504]  We've got a petition up to try Senator Dianne Feinstein for treason.
[01:08:45.005 --> 01:08:47.826]  That petition is up at Infowars.com right now.
[01:08:48.247 --> 01:08:53.270]  We've got the Facebook censorship shutdown of all pro-gun, pro-Second Amendment speech.
[01:08:53.610 --> 01:08:58.153]  That happened yesterday where they banned our account for quoting Gandhi.
[01:08:58.173 --> 01:09:01.294]  Yeah, Gandhi was not the pacifist that you've been told.
[01:09:01.354 --> 01:09:05.176]  He actually supported armed defense against tyranny and oppression.
[01:09:05.617 --> 01:09:11.580]  And so did Martin Luther King, by the way, who owned his own arsenal of weapons and actually applied for a concealed carry permit.
[01:09:11.940 --> 01:09:15.122]  Martin Luther King knew that people were trying to kill him.
[01:09:15.362 --> 01:09:20.449]  And he was right, and that's why he needed a gun, as do we all, because it's an uncertain world.
[01:09:20.910 --> 01:09:29.162]  We, law-abiding citizens, want to have the right to keep our children, our families, and our communities safe using the laws of physics and highly accelerated pieces of lead.
[01:09:30.293 --> 01:09:33.937]  Which is the great equalizer among men, women, and even grandmothers everywhere.
[01:09:34.077 --> 01:09:39.002]  And with us today to give us additional comments on that is Lenny Magill from Glockstore.com.
[01:09:39.022 --> 01:09:40.003]  We're also taking calls.
[01:09:40.063 --> 01:09:46.930]  And just to give you a quick preview, coming up later this hour, we've got another guest, Kelly O'Mara, the author of a book, Psyched!
[01:09:47.270 --> 01:09:50.951]  Alex Jones is here in studio with a major breaking announcement that you won't want to miss.
[01:09:50.971 --> 01:09:53.632]  Believe me, he's already told me what it is and it's big.
[01:10:06.149 --> 01:10:07.810]  Hey Mike, thanks for taking my call.
[01:10:07.850 --> 01:10:08.331]  This is Sean.
[01:10:08.351 --> 01:10:10.672]  I actually worked on the Dumb and Lazy video with you.
[01:10:10.732 --> 01:10:11.753]  Yeah, how's it going?
[01:10:11.793 --> 01:10:13.634]  I'm a big Alex Jones fan and you as well.
[01:10:35.726 --> 01:10:41.649]  I think a lot of the anti-gun advocates, especially on my friends on Facebook, I think it's a lot of misinformation.
[01:10:42.130 --> 01:10:44.411]  First, they don't even know what an assault weapon is.
[01:10:44.511 --> 01:10:44.731]  True.
[01:10:45.171 --> 01:10:58.719]  You know, there's this really great, great blog that, I think it's Contradictions with a K, and he goes down with a list of these evil items like a shroud, you know, and all that does is, you know, protect from the heat.
[01:10:59.583 --> 01:11:12.072]  Um, so when you present this type of information to them, it really exposes them as people that are against your Second Amendment rights, because that's what they want in the end, because they begin the conversation with, we need to start talking about guns.
[01:11:12.592 --> 01:11:15.514]  But they don't actually, you know, in the end, they want to take away your gun.
[01:11:15.714 --> 01:11:24.598]  Well, and they're just freaked out by scary-looking guns, which, to them, is any gun that has a black polymer stock or, you know, vertical rails anywhere.
[01:11:24.618 --> 01:11:25.918]  It's just a scary-looking gun.
[01:11:26.338 --> 01:11:28.199]  You're right, they don't know much about guns.
[01:11:28.219 --> 01:11:29.680]  But do you have a question, Sean, for Lenny?
[01:11:30.620 --> 01:11:31.100]  Yeah, Lenny.
[01:11:31.380 --> 01:11:40.844]  My question was, Feinstein is proposing a ban on any handgun that can accept more than 10 rounds, and that's basically all Glocks.
[01:11:41.805 --> 01:11:44.386]  So, Howard, you know, what are you doing to
[01:11:46.553 --> 01:11:48.554]  To fight that, and do you think that this will pass?
[01:11:49.775 --> 01:11:51.897]  Well, I think that's a great question.
[01:11:51.917 --> 01:11:55.539]  Obviously, it'd be very impactful on our business because we specialize in Glock handguns.
[01:11:55.559 --> 01:11:59.922]  And of course, the Glock has always gotten this popularity.
[01:12:00.723 --> 01:12:04.906]  And then, of course, it's negative press because it's been used in some of these shootings.
[01:12:05.666 --> 01:12:14.052]  So right now, obviously, you know, Glock is working heavily on this because they know that their gun is used by
[01:12:15.304 --> 01:12:16.825]  70% of law enforcement nationwide.
[01:12:16.845 --> 01:12:18.465]  It's not going to go away.
[01:12:18.485 --> 01:12:30.210]  I mean, it's used by the FBI, the Secret Service, the CIA, the DEA, and of course, a lot of the local law enforcement agencies nationwide, the sheriffs and police departments around the country.
[01:12:30.690 --> 01:12:33.492]  So, you know, what can we do as gun owners?
[01:12:33.572 --> 01:12:39.034]  Again, I think, you know, we have to show up and we have to make sure that, you know, that our representatives understand that
[01:12:39.614 --> 01:12:41.296]  Hey, we don't want any of this legislation.
[01:12:41.656 --> 01:12:51.064]  We don't want anybody to be telling us how to live our lives and how to manage the way we want to protect ourselves.
[01:12:52.645 --> 01:12:53.185]  But Lenny, Lenny!
[01:13:21.548 --> 01:13:26.612]  Another angle on this though from the caller is, it's a good question, but it's going to put you out of business.
[01:13:27.332 --> 01:13:38.581]  If Feinstein's gun confiscation system passes, it's going to destroy jobs in California like your employees and of course many other gun manufacturers across America.
[01:13:39.021 --> 01:13:43.585]  This has got to be a red alert situation for you personally as well as all your employees.
[01:13:44.227 --> 01:13:44.708]  Absolutely!
[01:13:44.928 --> 01:13:47.291]  We're definitely on the radar.
[01:13:47.371 --> 01:13:50.555]  He's not really looking at the big picture.
[01:13:51.896 --> 01:13:57.503]  It's a knee-jerk reaction to say, look, I did something that's going to help those children in Connecticut.
[01:13:57.623 --> 01:13:59.005]  In reality, that's not true.
[01:13:59.405 --> 01:14:00.847]  It's totally not true.
[01:14:01.027 --> 01:14:10.495]  The best way to help those children in school is first take down those silly signs that say gun-free zone, which are advertising them as basically child shooting preserves or something.
[01:14:10.555 --> 01:14:11.336]  It's ridiculous.
