[00:00:03.234 --> 00:00:03.274]  So,
[00:25:17.711 --> 00:25:21.614]  Now to clarify, you're saying you feel unsafe because of the police or just unsafe in general?
[00:25:22.174 --> 00:25:23.335]  Unsafe because of the police.
[00:25:23.555 --> 00:25:24.976]  Do you have any idea of why that may be?
[00:25:25.407 --> 00:25:30.510]  Well, I think most of the time people see those lights behind them and the first thing they think is, was I speeding?
[00:25:30.810 --> 00:25:32.011]  Did I not obey the law?
[00:25:32.171 --> 00:25:32.891]  What did I do?
[00:25:33.412 --> 00:25:35.933]  So typically, that's a normal feeling.
[00:25:36.293 --> 00:25:48.941]  But I think once they meet the officer and they're able to go, okay, I was just going a few miles an hour over the speed limit or my taillight's out or something like that, 99.9% of our citizens are doing nothing wrong other than a minor traffic violation.
[00:25:49.381 --> 00:25:53.443]  Now, over the weekend, over 90 people were arrested for the no-refusal DUI clause.
[00:25:53.823 --> 00:25:58.024]  About half of those gave both breath and blood samples, but not all of those were voluntary.
[00:25:58.284 --> 00:26:00.505]  Now, we had a chance to speak to a couple officers off the record.
[00:26:00.525 --> 00:26:04.867]  They told us that the blood drops are not automatic and they do need a judge's approval to do them.
[00:26:05.147 --> 00:26:08.028]  This is Jakari Jackson reporting for the InfoWars Nightly News.
[00:26:10.353 --> 00:26:12.975]  Well, Jakari, thank you so much for that powerful piece.
[00:26:13.015 --> 00:26:18.799]  And if you notice, someone in the piece said something that many people say, and that's, what do you have to hide?
[00:26:19.219 --> 00:26:20.200]  What do you have to hide?
[00:26:20.660 --> 00:26:23.322]  You know, let the government, you know, monitor you.
[00:26:23.362 --> 00:26:24.783]  You don't have anything to hide, do you?
[00:26:25.363 --> 00:26:26.644]  The power of words.
[00:26:26.704 --> 00:26:28.526]  It's amazing how the power of words
[00:26:29.366 --> 00:26:31.327]  Allows tyrants to run free.
[00:26:31.347 --> 00:26:33.789]  I'm not demonizing that individual specifically.
[00:26:33.849 --> 00:26:35.910]  It's that mindset of what do you have to hide.
[00:26:36.410 --> 00:26:40.252]  And let's see what a patriot had to say about the power of words.
[00:26:40.552 --> 00:26:41.753]  This is Samuel Adams.
[00:26:42.413 --> 00:26:46.796]  How strangely will the tools of a tyrant pervert the plain meaning of words?
[00:26:48.476 --> 00:26:50.177]  That's according to Samuel Adams.
[00:26:50.577 --> 00:26:54.738]  And we're going to go now to a story, to an interview conducted by Linda West.
[00:26:55.119 --> 00:27:04.943]  She interviewed Anthony Gucciardi of Natural Society, and they're going to talk about how the mainstream media is demonizing organic foods.
[00:27:05.443 --> 00:27:05.923]  Stay tuned.
[00:27:30.655 --> 00:27:33.376]  Alex Jones here with a message to fellow freedom lovers.
[00:27:33.676 --> 00:27:38.518]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:27:38.698 --> 00:27:45.901]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:27:46.021 --> 00:27:51.446]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:27:51.667 --> 00:27:55.430]  These are items that I did research on, that I personally use.
[00:27:55.731 --> 00:28:00.275]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:28:00.475 --> 00:28:04.019]  The KTOR hand crank generator, to charge up key equipment during
[00:28:04.339 --> 00:28:05.239]  We're getting prepared.
[00:28:05.259 --> 00:28:05.560]  Are you?
[00:28:31.736 --> 00:28:37.039]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:28:37.279 --> 00:28:39.501]  Start purifying your water with ProPure.
[00:28:39.701 --> 00:28:48.686]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at infowars.com.
[00:28:48.846 --> 00:28:52.068]  Its filters are silver impregnated to prevent bacterial growth.
[00:28:52.329 --> 00:28:53.749]  There's no priming required.
[00:28:54.010 --> 00:28:56.071]  It's NSF-42 certified.
[00:28:56.311 --> 00:28:58.812]  Optional fluoride filters can reduce fluoride up to 95%.
[00:28:59.893 --> 00:29:01.254]  Easy to set up and use.
[00:29:01.434 --> 00:29:02.735]  Doesn't require electricity.
[00:29:02.875 --> 00:29:05.737]  Purify water from lakes, streams, ponds, and wells.
[00:29:06.057 --> 00:29:09.239]  This filter system leaves in beneficial minerals, which is key.
[00:29:09.459 --> 00:29:13.462]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:29:13.622 --> 00:29:16.243]  ProPure is the best gravity-fed filter out there.
[00:29:16.383 --> 00:29:17.704]  It's what my family uses.
[00:29:17.964 --> 00:29:21.186]  Infowars.com already has the lowest price on ProPure.
[00:29:21.306 --> 00:29:26.590]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:29:27.150 --> 00:29:30.191]  You can also call to order 888-253-3139.
[00:29:35.853 --> 00:29:36.453]  Welcome back.
[00:29:37.514 --> 00:29:46.597]  The latest health news blasting across mainstream media is claiming that organic food is actually no healthier than conventional food.
[00:29:47.930 --> 00:29:53.494]  Okay, well, that's completely ridiculous, and tonight our guest is going to talk with us about that.
[00:29:54.055 --> 00:29:59.419]  And in fact, he says it's being perpetuated by what he calls corporate science whores.
[00:30:00.420 --> 00:30:02.601]  Tonight we have Anthony Gucciardi.
[00:30:02.801 --> 00:30:10.928]  He's a GMO researcher, an InfoWars contributor, and he's also the co-founder of Natural Society,
[00:30:12.148 --> 00:30:13.068]  Welcome, Anthony.
[00:30:13.088 --> 00:30:14.969]  Thanks a lot for having me.
[00:30:15.249 --> 00:30:16.550]  Yeah, thanks for being here.
[00:30:17.130 --> 00:30:18.691]  So, where shall we start with this?
[00:30:18.751 --> 00:30:29.776]  Why don't we begin on why it's absolutely ridiculous to claim that organic food is not healthier than conventional food.
[00:30:30.489 --> 00:30:37.059]  Well there's many facets to this, but to get started we can look really at the study itself and how it contradicts itself.
[00:30:37.640 --> 00:30:46.393]  Because the study really is being shown as mainstream media as really the anti-organic study and it shows that organic is so bad, but when you really look at the facts
[00:30:46.653 --> 00:30:53.775]  Actually, the study itself shows that organic is healthier and has less pesticide residue, antibiotic-resistant bacteria.
[00:30:54.235 --> 00:30:57.015]  And then we can get into also how it doesn't look at key factors.
[00:30:57.496 --> 00:31:02.697]  It's completely funded by Monsanto-linked organizations and individuals.
[00:31:02.857 --> 00:31:12.339]  But first, it's important to understand the study actually says specifically that organic food has lower levels of pesticide, insecticide, and herbicide residue.
[00:31:13.635 --> 00:31:18.018]  In other words, it has less Roundup and it has different forms of it as well.
[00:31:18.439 --> 00:31:30.487]  They even fail to say that conventional food generally uses what's known as Roundup, and it's Monsanto's best-selling herbicide, and that has been linked to DNA damage, cancer, infertility, and so on.
[00:31:31.528 --> 00:31:41.735]  But then they say that it's okay because it doesn't reach the legal limit of pesticide, herbicide, insecticide use, which is said by the EPA and was absolutely ridiculous.
[00:31:41.795 --> 00:31:46.278]  It's kind of like when they say it's safe limits of fluoride or radiation or anything like that.
[00:31:46.298 --> 00:31:46.538]  Right, right.
[00:31:46.998 --> 00:31:48.459]  You know, Fukushima, for example.
[00:31:48.479 --> 00:31:48.920]  Absolutely.
[00:31:49.660 --> 00:31:59.971]  So they're actually saying inside the study that organic food has less pesticide levels, herbicides, etc., but it doesn't matter because it doesn't extend beyond the limit of EPA.
[00:32:00.051 --> 00:32:01.493]  So it's a blatant contradiction.
[00:32:02.474 --> 00:32:06.258]  And then it goes into the antibiotic-resistant bacteria, which I know you want to talk about as well.
[00:32:06.758 --> 00:32:07.038]  Right.
[00:32:07.559 --> 00:32:29.914]  And what really struck me about it was that this whole claim that came out is, oh, it's no, you know, it's no better than normal foods, is just like Mike Taylor's excuse for not labeling GMOs in the first place by claiming that GMO foods, which are made in a lab, are no different than natural foods that grow out of the ground, so we don't have to label them.
[00:32:30.174 --> 00:32:43.309]  Which is why even today they're not labeled and we've got things like Prop 37 in California where people are fighting Monsanto corporate people trying to get this just labeled so people have a choice.
[00:32:44.363 --> 00:32:49.607]  Well, you notice this comes out right when the heated debate of Prop 37 is really sparking up right now.
[00:32:50.207 --> 00:32:52.068]  And they don't even mention GMO foods.
[00:32:52.168 --> 00:32:55.010]  I know we're going to discuss that in depth, but they don't even talk about it.
[00:32:55.050 --> 00:32:58.193]  They don't even say, oh, and you know there's GMO foods and conventional.
[00:32:58.233 --> 00:32:59.133]  They just pretend.
[00:32:59.513 --> 00:33:01.635]  They like to minify the argument here.
[00:33:01.915 --> 00:33:04.917]  Just like Michelle Obama's healthy food guide.
[00:33:04.937 --> 00:33:06.358]  It doesn't talk about GMOs or anything.
[00:33:07.959 --> 00:33:09.700]  But they don't even want to talk about GMOs.
[00:33:09.720 --> 00:33:25.711]  They want to pretend it doesn't exist so that people subconsciously, when they go to the supermarket, okay, they see something that's conventional and it might have a ton of GMOs in it, but they think, you know, I heard on the news that genetically modified food is the same as organic or whatever because they don't consciously think about it.
[00:33:25.731 --> 00:33:30.274]  They just say, oh, there was a study that said conventional is the same as organic, so this must be the same.
[00:33:30.794 --> 00:33:34.238]  But they don't look at any of the key factors, and there's a bunch we can talk about.
[00:33:34.638 --> 00:33:35.920]  GMOs they don't look at.
[00:33:36.260 --> 00:33:42.347]  They don't look at high fructose corn syrup, which has mercury in it, admitted by the Washington Post, and anyone can Google that, of course.
[00:33:42.988 --> 00:33:44.970]  They don't look at BPA content.
[00:33:45.831 --> 00:33:49.534]  They don't look at artificial sweeteners, a brand new study out just recently.
[00:33:49.614 --> 00:33:56.720]  Aspartame destroys your immune system, causes golf ball-sized tumors in rats, particularly females, brain tumors.
[00:33:57.280 --> 00:33:58.361]  They don't talk about any of that.
[00:33:58.441 --> 00:34:02.764]  They just say, oh, you know, it had less pesticides, less antibiotic-resistant bacteria.
[00:34:03.105 --> 00:34:06.547]  So the study really shows that organic food is better.
[00:34:07.068 --> 00:34:13.553]  But then we have ties to these statistical liars, and as you mentioned, you know, corporate whores, essentially, that spin it.
[00:34:14.093 --> 00:34:18.036]  Using an algorithm we're going to talk about to basically make it look like organic food is worse.
[00:34:18.116 --> 00:34:18.977]  It's truly amazing.
[00:34:19.497 --> 00:34:42.396]  Oh yeah, I can't wait to get into that because the people behind that you and Mike Adams did that article on that are behind the Stanford research that they put out is it's such a joke I can't wait to talk about that but I just want to make sure we cover this because most of the time when people go into stores and they're looking at the food and maybe you can tell me this I know that I pick organic foods
[00:34:43.502 --> 00:34:48.384]  Expressly, because it's my only certainty that they're not GMO foods.
[00:34:48.784 --> 00:34:57.827]  And since more and more foods that are showing up in supermarkets are GMO foods, and that they're not labeled, how much of a percentage do you think are actually GMOs?
[00:34:59.898 --> 00:35:00.559]  Of conventional?
[00:35:00.579 --> 00:35:01.980]  Of conventional, yeah.
[00:35:02.560 --> 00:35:05.763]  The soybeans are upward of 96 to 99 percent.
[00:35:06.444 --> 00:35:10.968]  I know some people are saying it's 100 percent of all conventional soybeans now because of the contamination factor.
[00:35:11.368 --> 00:35:17.774]  Basically, when Monsanto goes ahead and gives you seeds and you plant them, they can go in the wind and contaminate other farms.
[00:35:17.914 --> 00:35:24.640]  And then they basically sue you for having their patented genes inside your farm, and that's how they shut down small farming institutions.
[00:35:25.320 --> 00:35:28.923]  But I mean, it's upwards of 96 to 99 percent soybeans.
[00:35:29.304 --> 00:35:30.585]  Corn, we're looking at 93 to 96.
[00:35:31.906 --> 00:35:33.687]  Cotton, upwards of the same numbers.
[00:35:33.727 --> 00:35:37.330]  It's all 90 plus percent pretty much across the board with all the main crops.
[00:35:37.370 --> 00:35:41.273]  And you look, those are the crops, by the way, the government pays you to grow.
[00:35:42.054 --> 00:36:01.827]  So they're paying them to grow high fructose corn syrup, basically, through the corn, genetically modified corn, and then they throw it in these bats and make high fructose corn syrup, which has mercury in it, and it's genetically modified, and then there's all these studies saying it causes obesity and cancer, and people are like, well it's just corn, it's the same as sugar, but they have no idea what they're even talking about.
[00:36:02.147 --> 00:36:05.289]  Same with aspartame, made using genetically modified bacteria.
[00:36:05.469 --> 00:36:05.669]  Thank you.
[00:36:28.740 --> 00:36:31.002]  Yeah, it'd be hard to sell that one on the label, huh?
[00:36:31.182 --> 00:36:32.322]  Yeah, you don't see that on there.
[00:36:32.362 --> 00:36:36.525]  It's always like a pretty little pink package, like, put me in, it's all fine.
[00:36:36.905 --> 00:36:45.151]  And it also reminds me of those ads that they've been running a lot on TV, trying to promote high fructose corn syrup.
[00:36:45.271 --> 00:36:46.392]  Oh, it's just sugar.
[00:36:46.492 --> 00:36:47.793]  It's just natural sugar.
[00:36:48.573 --> 00:36:49.514]  Yeah, right, right.
[00:36:50.174 --> 00:37:05.023]  And also, we were talking about that because of the cross-pollination going on, that so many of our natural crops are polluted with GMO, so they're not even pure now, and that a lot of countries won't even take our food because it does have GMO in it.
[00:37:05.444 --> 00:37:07.265]  So there's so many more foods that
[00:37:07.725 --> 00:37:09.446]  That we don't even know or think of.
[00:37:09.487 --> 00:37:12.089]  I mean, obviously, soy and corn, they're high on the list.
[00:37:12.109 --> 00:37:13.190]  Some wheat and things like that.
[00:37:13.610 --> 00:37:17.193]  But the pesticides, as you said, that's another thing.
[00:37:17.453 --> 00:37:18.354]  And the mercury.
[00:37:18.374 --> 00:37:19.134]  Now, what is it?
[00:37:19.575 --> 00:37:22.177]  You know, we always hear that mercury is horrible for our body.
[00:37:22.317 --> 00:37:25.760]  But what are some of the things that mercury can cause to happen in your body?
[00:37:26.340 --> 00:37:30.363]  Completely devastate your immune system, build up in your organs, build up in your brain.
[00:37:31.004 --> 00:37:33.245]  I mean, it's in the marisol as well in the vaccinations.
[00:37:33.926 --> 00:37:48.637]  And just to jump back for two seconds about the contamination, about two months ago, three months ago maybe, on the nightly news, I was on with Mike Adams and we broke that exclusive document that showed Monsanto actually planted genetically modified alfalfa before the USDA even approved it and nobody knew about it.
[00:37:48.657 --> 00:37:50.058]  That's from a whistleblower.
[00:37:50.598 --> 00:37:52.780]  And basically what's happening is the alfalfa
[00:37:53.320 --> 00:37:55.802]  Was being found in organic seed bounties.
[00:37:55.862 --> 00:38:01.167]  So they'd have big, basically cans of organic seeds and they'd test it and they'd find genetically modified alfalfa.
[00:38:02.188 --> 00:38:06.191]  And they would report it to the USDA and the USDA did not even respond to them.
[00:38:06.672 --> 00:38:08.333]  So that's what's happening right now.
[00:38:08.353 --> 00:38:10.835]  Monsanto is literally trying to even modify the organic.
[00:38:10.955 --> 00:38:13.798]  Now that's not to say that all organics modified is not.
[00:38:14.238 --> 00:38:14.338]  Wow.
[00:38:32.535 --> 00:38:32.835]  Wow.
[00:38:33.295 --> 00:38:54.165]  And sending it to the USDA or the FDA and expecting them to actually be taking care of our health is such a joke as we know since Monsanto's ex-lawyer Mike Taylor went over to be the head of the FDA and now Obama's made him our food czar and he's just a total Monsanto GMO man.
[00:38:54.305 --> 00:38:56.426]  So who's looking after our food?
[00:38:56.586 --> 00:38:58.166]  Absolutely not the USDA.
[00:38:58.246 --> 00:38:59.467]  No wonder they didn't get back to you.
[00:38:59.547 --> 00:38:59.987]  That's right.
[00:39:00.147 --> 00:39:00.387]  Us.
[00:39:00.647 --> 00:39:01.708]  And wonderful people like you.
[00:39:02.478 --> 00:39:02.819]  Thank you.
[00:39:03.059 --> 00:39:03.380]  You too.
[00:39:03.700 --> 00:39:12.595]  But it probably wouldn't surprise you then to know that there's also a Monsanto board member directly linked to the study funding the whole entire operation wing of Stanford University as well.
[00:39:13.647 --> 00:39:27.530]  Okay, yeah, I wanted to get into that too, because you also, I love this, you link this, the same people that did this study, to people that had worked with trying to make tobacco, okay?
[00:39:27.570 --> 00:39:35.272]  For instance, one of the articles that were published, and this is recently, recently, the case against tobacco is not closed.
[00:39:35.652 --> 00:39:38.133]  Why smoking may not be dangerous to your health.
[00:39:38.533 --> 00:39:39.854]  I mean, are you kidding me?
[00:39:40.134 --> 00:39:52.079]  Okay, now tell us how they're linked and what you and Mike Adams, who is also a contributor here at InfoWars and he's with Natural News, tell us about what you discovered when you looked into this.
[00:39:52.640 --> 00:39:55.061]  Yeah, so me and Mike Adams were both really concerned about this study.
[00:39:55.521 --> 00:39:59.663]  And I had done some research, and Mike Adams, it's on naturalnews.com as well.
[00:40:00.283 --> 00:40:01.704]  We went in and we researched this.
[00:40:01.724 --> 00:40:10.368]  It took me literally about 12 hours of sitting down and researching the deep connections, and it's super complicated, and it's a pretty long article as well.
[00:40:10.389 --> 00:40:11.689]  I would encourage you to actually go read it.
[00:40:13.470 --> 00:40:26.916]  To sum it up here, basically the co-author of the study, Dr. Ingram Olkin, he is at one point or currently really the head chairman of Stanford's Department of Statistics.
[00:40:27.356 --> 00:40:36.200]  This is a guy who was funded by the Council of Tobacco Research, which was an organization that was trying to show that cigarette smoking was perfectly harmless.
[00:40:37.020 --> 00:40:45.928]  In fact, they were trying to show it had some benefits, actually, that smoking, you know, radioactive cigarettes with a bazillion fillers in it is actually perfectly safe for your health.
[00:40:46.088 --> 00:40:49.952]  And an organization started this heart study, okay?
[00:40:49.992 --> 00:40:53.575]  And they brought it to the court, basically, and said that cigarettes were bad for your heart.
[00:40:53.875 --> 00:40:56.398]  And Ingram was instrumental.
[00:40:56.418 --> 00:40:58.860]  It showed that cigarettes were bad for your heart and your whole entire body.
[00:40:59.561 --> 00:41:02.944]  So what he did was he made up this algorithm, a statistical algorithm.
[00:41:03.677 --> 00:41:11.619]  It's called Multiverite Statistical Algorithm, known as Dr. Ingram Olkin's Multiverite Logistic Risk Function.
[00:41:11.659 --> 00:41:12.780]  I believe I'm saying that right.
[00:41:13.880 --> 00:41:18.001]  Anyway, so this algorithm essentially can be used to lie with statistics.
[00:41:18.021 --> 00:41:23.243]  That's a quote from a book here, written by one of the individuals who's very closely associated with it.
[00:41:24.043 --> 00:41:35.850]  The research ultimately became known as such, and it was a key component in Big Tobacco's use of anti-science to attack whistleblowers and attempt to claim cigarettes were perfectly safe and even may have had some health benefits.
[00:41:36.891 --> 00:41:41.894]  And then, of course, this was all done at Stanford, with Dr. Ingram here.
[00:41:42.294 --> 00:41:51.200]  The research originated at Stanford, where Ingram headed the Department of Statistics and ultimately supported the science front to reject any notion that cigarettes might harm human health.
[00:41:52.040 --> 00:42:00.464]  Then, of course, he wrote this great article where he was instrumental in it, The Case Against Tobacco Is Not Closed, Why Smoking May Not Be Dangerous to Your Health.
[00:42:01.224 --> 00:42:18.151]  And then you can even look up Council of Tobacco Research, look it up on Wikipedia, and it plainly states that the Council of Tobacco Research, known as the CTR, has been known to pay off publications and journalists with more than $500,000, and after you adjust for inflation, that is $3 million today.
[00:42:20.132 --> 00:42:24.154]  As far back as 1968 in order to generate pro-smoking propaganda.
[00:42:24.754 --> 00:42:42.203]  So this is a guy that has a history of joining up with corrupt organizations, massive multi-million dollar organizations, and lying using his personal algorithm to show that certain things aren't dangerous and to basically bring it back into the spotlight as perfectly fine.
[00:42:42.643 --> 00:42:55.757]  So, if you can't draw the comparison between smoking, not smoking, you know, eating pesticides that lower your IQ with Roundup, DNA damage, etc., and GMOs and not, I mean, that's, it's a, it's a clear indication.
[00:42:55.797 --> 00:42:57.259]  And Stanford's kept this guy on.
[00:42:57.319 --> 00:42:58.240]  He's, he's honored.
[00:42:58.340 --> 00:42:59.501]  He's the head of the department.
[00:42:59.941 --> 00:43:03.025]  He's there, kept him on, even though it's known that he got paid to do this.
[00:43:04.553 --> 00:43:14.117]  This is so ridiculous to me, like, he just makes up some random science and then throws it out there and it's like, oh, it's mathematically based, so it's all acceptable.
[00:43:14.437 --> 00:43:23.941]  And it reminds me of, like, when they were trying to promote tobacco and they'd put all the movie stars with cigarettes and be like, oh, it's cool, it's so cool to be smoking cigarettes.
[00:43:24.421 --> 00:43:33.845]  Just like they're trying to perpetuate with GMOs, like, oh, GMO foods will stop world hunger, it'll stop starvation, it'll help the poor farmers.
[00:43:34.165 --> 00:43:35.805]  And it's all just a big lie.
[00:43:35.825 --> 00:43:42.248]  It's just a big lie to get us to buy these horrible products, and now he's backing up with this junk science.
[00:43:42.788 --> 00:44:03.327]  Yeah, and speaking of the farmers and everything like that, I can't remember if it's a hundred or a thousand every couple hours or so, but hundreds of thousands of farmers have actually committed suicide, particularly in India, because Monsanto goes and sells them their GMO seeds and they say you'll increase yields, you'll feed your family more efficiently, and they go ahead and the yields are actually reduced.
[00:44:03.367 --> 00:44:05.289]  And that's been confirmed in the largest study.
[00:44:05.349 --> 00:44:08.051]  Bill Gates went out and said that GMO is the only way to fight hunger.
[00:44:08.972 --> 00:44:18.720]  And I went ahead and wrote an article basically explaining all the studies that, by even the UN, actually the UN did the largest study and showed that GMOs cannot fight world hunger, period.
[00:44:19.100 --> 00:44:19.680]  There's no exception.
[00:44:19.700 --> 00:44:20.661]  They cannot fight it.
[00:44:20.921 --> 00:44:24.664]  And they determined the only way would be sustainable and organic farming.
[00:44:25.505 --> 00:44:26.025]  The UN?
[00:44:26.686 --> 00:44:27.206]  The UN.
[00:44:27.466 --> 00:44:28.847]  Yeah, the UN, believe it or not.
[00:44:28.867 --> 00:44:30.068]  Okay, that's really interesting.
[00:44:30.208 --> 00:44:31.429]  Okay, that's really interesting.
[00:44:31.449 --> 00:44:33.531]  I wouldn't have thought that would come out from them.
[00:44:33.551 --> 00:44:34.432]  I know.
[00:44:35.405 --> 00:44:37.566]  You have to also remember one important thing here.
[00:44:37.626 --> 00:44:39.207]  This isn't an accident by this guy.
[00:44:39.967 --> 00:44:42.048]  This is a literal way to lie with statistics.
[00:44:42.408 --> 00:44:45.710]  He's not accidentally, you know, messing with some numbers by accident.
[00:44:45.830 --> 00:44:47.451]  Oh, it's just a funny study.
[00:44:47.491 --> 00:44:48.591]  It's not a fluke in the system.
[00:44:48.992 --> 00:44:50.252]  It's a way to lie with statistics.
[00:44:50.272 --> 00:44:51.793]  And this guy's like 80 or 90 years old.
[00:44:51.813 --> 00:44:53.334]  He's been doing this for a long time.
[00:44:53.634 --> 00:44:55.535]  And I think we need to look at all the research he's done, too.
[00:44:55.575 --> 00:44:58.096]  He's done probably hundreds or thousands of studies over the years.
[00:44:58.596 --> 00:45:03.759]  And they could all be very well paid off by organizations to reach an already predetermined conclusion.
[00:45:04.384 --> 00:45:05.965]  Oh, absolutely.
[00:45:06.005 --> 00:45:12.908]  We ought to find out exactly what he has done, supposedly, research and the studies he's come up with.
[00:45:13.208 --> 00:45:23.292]  But just to go back a little bit about the Indian farmers, because this really touches my heart, because it's just not India either, because Monsanto, as you mentioned, these, you know,
[00:45:24.520 --> 00:45:31.909]  GMO toxic plants will fly into their yard and pollute all these natural plants and then Monsanto is suing them.
[00:45:31.969 --> 00:45:40.619]  Last I heard he had hundreds and thousands of our small farmers in litigation right now and they're just taking away their farms, taking away their farms.
[00:45:40.999 --> 00:46:05.995]  And then in India, and it's very interesting because in India especially where they have a long-term history, longer than ours almost, of the seed being sacred, where when a boy turns into a man they shower him with seeds, when somebody dies they throw seeds on the grave, and so the taking away of their seed collecting and forcing him to buy these GMO seeds was horrific enough.
[00:46:06.315 --> 00:46:07.996]  But then, as you said, they weren't growing.
[00:46:08.056 --> 00:46:09.017]  And now they're poor.
[00:46:09.037 --> 00:46:10.157]  They can't feed their families.
[00:46:10.397 --> 00:46:13.619]  They no longer have a biodiverse crop.
[00:46:13.659 --> 00:46:17.742]  They're only growing, like, cotton or coffee because they're trying to make money.
[00:46:18.142 --> 00:46:19.163]  And then it doesn't grow.
[00:46:19.183 --> 00:46:21.824]  And, in fact, I did a story about this myself.
[00:46:22.384 --> 00:46:23.705]  It was so wonderful.
[00:46:23.845 --> 00:46:30.269]  One of the Indian farmers, actually, when the Monsanto rep came out, he was screaming at him and saying, look at this.
[00:46:30.329 --> 00:46:31.069]  It's not growing.
[00:46:31.109 --> 00:46:31.850]  You lied to us.
[00:46:31.910 --> 00:46:33.131]  It's not growing better.
[00:46:33.451 --> 00:46:34.692]  It's not growing at all.
[00:46:35.452 --> 00:46:48.279]  He beat the Monsanto rep up and the agricultural head of India just kind of looked the other way because these people are devastated by these lies that Monsanto has perpetuated and it's just horrible.
[00:46:48.299 --> 00:46:49.180]  I think it's just horrible.
[00:46:49.614 --> 00:46:49.974]  Oh, it is.
[00:46:49.994 --> 00:46:51.395]  And you have to look at the state of India.
[00:46:51.455 --> 00:47:01.718]  They just recently also took away a couple, a few billion dollars worth of food that was intended through their farming program for the poor villagers, like the dying, like they have nothing to eat.
[00:47:01.738 --> 00:47:03.739]  They eat, you know, 400 calories a day or something like that.
[00:47:04.179 --> 00:47:07.560]  They took billions of food and the government said, we own it now, sorry.
[00:47:08.200 --> 00:47:12.625]  And you have to look at a country like that, that's so corrupt, and look who's devastating everything.
[00:47:12.925 --> 00:47:16.549]  It's Monsanto going in there, destroying small farmers, government owning everything.
[00:47:16.869 --> 00:47:23.856]  I believe there was one official who went out and spoke out against it, and they were saying that they're afraid for their life, you know, bad things are happening, etc, etc.
[00:47:25.037 --> 00:47:30.382]  But also you have to consider they're drinking the very same biopesticides that Monsanto has given them to kill themselves.
[00:47:30.663 --> 00:47:32.965]  That's really symbolic and depressing at the same time.
[00:47:33.625 --> 00:47:37.369]  They're drinking the same things that they were given to kill themselves.
[00:47:37.849 --> 00:47:44.976]  And it's because Monsanto's GMO crops will cause super weeds, super mutated insects,
[00:47:45.717 --> 00:47:49.545]  They'll just absolutely devastate your farmland and destroy your yields.
[00:47:50.126 --> 00:47:56.900]  And also, one important thing that we should probably talk about is the antibiotic-resistant bacteria that it's causing, and it could even kill the farmers themselves.
[00:47:57.887 --> 00:48:07.276]  Yeah, let's talk about that and also the fact that the plants, the way they stop, they have the roundup already built into them.
[00:48:07.396 --> 00:48:13.962]  So when a bug bites the plant, it literally breaks open its stomach through the intestines.
[00:48:14.503 --> 00:48:16.685]  And now we're seeing, because it moves up the
[00:48:17.125 --> 00:48:33.375]  The food chain, of course, right, goes from the plants to the animals to us, and we're seeing this gut impermeability, I think is what they say, and all the things that that is linked to, and they're even saying possibly autism may be linked to this.
[00:48:34.116 --> 00:48:39.199]  So, can you talk a little more about the kind of things that we're seeing?
[00:48:39.459 --> 00:48:44.262]  You mentioned the white plague, this new resistance
[00:48:45.463 --> 00:48:45.644]  Yeah.
[00:48:45.944 --> 00:48:46.625]  Thing that's coming out.
[00:48:46.645 --> 00:48:47.986]  Tuberculosis, I think you said.
[00:48:48.026 --> 00:48:48.547]  Can you go into that?
[00:48:48.567 --> 00:48:49.969]  Heavily resistant tuberculosis, yeah.
[00:48:50.269 --> 00:48:52.452]  But so, the key here is that health starts in the gut.
[00:48:52.672 --> 00:48:54.975]  I mean, that's a pretty universally accepted fact right there.
[00:48:55.035 --> 00:48:57.477]  It starts in the gut to a pretty large extent.
[00:48:57.858 --> 00:49:00.861]  We've found now that mental illness is linked to gut health.
[00:49:01.582 --> 00:49:10.807]  So, if you have an imbalance of bacteria in your gut, which is what GMO foods are really doing, they're going in and they're just essentially modifying your gut bacteria and system.
[00:49:11.488 --> 00:49:28.057]  So, when you have too much bad bacteria, and that's bad bacteria meaning too much sugar or high fructose corn syrup or whatever, and it kills the probiotic bacteria, the good bacteria that you want in your stomach, and it overflows it with bad bacteria, and that's directly connected to your brain health.
[00:49:28.777 --> 00:49:35.883]  So you could actually be operating at a lower level than you should be if you have bad gut bacteria, and that also links into autism.
[00:49:36.484 --> 00:49:38.526]  But it also links into schizophrenia and everything like that.
[00:49:38.566 --> 00:49:43.951]  They're finding now that if you just start supplementing with probiotics and do a really enhanced diet, you'll see amazing changes.
[00:49:45.362 --> 00:49:55.228]  And this all ties into the antibiotic-resistant bacteria, because if you have a poor immune system, you're not going to be able to fight off an antibiotic-resistant bug or strain.
[00:49:55.688 --> 00:50:02.973]  And they're doing, they're just blasting with antibiotics and these super drugs that have side effects as long as a phone book, and it's still not doing anything.
[00:50:03.333 --> 00:50:04.153]  And that's what I'm talking about.
