[00:00:04.974 --> 00:00:05.155]  Oh, yeah.
[00:27:43.694 --> 00:27:46.936]  We're even working on some jerseys right now, so stay tuned for that.
[00:27:47.376 --> 00:27:49.897]  And this is Jakari Jackson for the Info Wars Nightly News.
[00:27:50.178 --> 00:27:50.718]  Stay tuned.
[00:28:15.382 --> 00:28:18.103]  Alex Jones here with a message to fellow freedom lovers.
[00:28:18.383 --> 00:28:23.245]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:28:23.405 --> 00:28:30.628]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:28:30.748 --> 00:28:36.171]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:28:36.391 --> 00:28:40.153]  These are items that I did research on, that I personally use.
[00:28:40.453 --> 00:28:44.995]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:28:45.195 --> 00:28:50.438]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:28:50.698 --> 00:28:53.780]  Strategic Relocation 3rd Edition by Joel Scalzo.
[00:28:53.920 --> 00:28:56.181]  When Disaster Strikes by Matthew Stein.
[00:28:56.441 --> 00:29:01.063]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:29:01.223 --> 00:29:03.684]  Hand-cranked shortwave AM FM radios.
[00:29:04.125 --> 00:29:11.188]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[00:29:11.348 --> 00:29:12.409]  We're getting prepared.
[00:29:12.629 --> 00:29:13.049]  Are you?
[00:29:13.309 --> 00:29:14.129]  InfoWarshop.com
[00:29:16.463 --> 00:29:21.767]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:29:22.007 --> 00:29:24.228]  Start purifying your water with ProPure.
[00:29:24.428 --> 00:29:33.395]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:29:33.575 --> 00:29:36.777]  Its filters are silver impregnated to prevent bacterial growth.
[00:29:37.037 --> 00:29:38.478]  There's no priming required.
[00:29:38.738 --> 00:29:40.800]  It's NSF-42 certified.
[00:29:41.040 --> 00:29:43.541]  Optional fluoride filters can reduce fluoride up to 95%.
[00:29:44.622 --> 00:29:45.963]  Easy to set up and use.
[00:29:46.163 --> 00:29:47.465]  Doesn't require electricity.
[00:29:47.585 --> 00:29:50.467]  Purify water from lakes, streams, ponds, and wells.
[00:29:50.767 --> 00:29:53.950]  This filter system leaves in beneficial minerals, which is key.
[00:29:54.190 --> 00:29:55.972]  Save money by not buying bottled water.
[00:29:56.092 --> 00:29:58.193]  And avoid BPA that leaches from the plastic.
[00:29:58.354 --> 00:30:00.956]  ProPure is the best gravity-fed filter out there.
[00:30:01.096 --> 00:30:02.417]  It's what my family uses.
[00:30:02.697 --> 00:30:05.920]  Infowars.com already has the lowest price on ProPure.
[00:30:06.020 --> 00:30:11.385]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:30:11.425 --> 00:30:13.066]  You can also call to order.
[00:30:14.387 --> 00:30:14.908]  888-253-3139.
[00:30:20.533 --> 00:30:22.475]  Welcome back to InfoWars Nightly News.
[00:30:22.655 --> 00:30:38.290]  I'm Melissa Melton and you know we're creating a society of perpetual fear and it extends to all levels right down to our children when we can't even allow them to play outside in our own front yard by themselves without having to worry that
[00:30:39.218 --> 00:30:45.363]  Our neighbors might call CPS on us for neglect because we aren't there supervising their every move.
[00:30:46.323 --> 00:30:57.091]  And with more on this, we're going to turn to Lenore Skenazy, founder of FreeRangeKids.com, who actually dared to allow her own son to ride the subway all by himself.
[00:30:57.932 --> 00:31:03.176]  So, for starters, Lenore, why don't you tell us what prompted you to start FreeRangeKids.com?
[00:31:04.523 --> 00:31:09.866]  Oh, um, I began it when, uh, I had let my nine-year-old ride the subway by himself.
[00:31:10.586 --> 00:31:17.149]  And, uh, I'm a newspaper reporter, so I wrote a little column about it explaining that, um, I thought he was ready for it.
[00:31:17.229 --> 00:31:18.690]  I trusted him in the big world.
[00:31:23.114 --> 00:31:24.977]  I didn't think that he was going to be kidnapped.
[00:31:25.417 --> 00:31:26.699]  I didn't give him a cell phone.
[00:31:27.380 --> 00:31:36.813]  And once that article ran, I was immediately in the public eye being castigated as America's worst mom because I hadn't worried enough.
[00:31:37.273 --> 00:31:39.877]  And wouldn't I have felt terrible if something bad happened to him?
[00:31:40.715 --> 00:31:41.035]  Yes.
[00:31:42.095 --> 00:31:46.816]  So I started my blog that weekend after the whole story blew up to explain.
[00:31:47.216 --> 00:31:48.257]  I love safety.
[00:31:48.837 --> 00:31:53.918]  I believe in helmets and car seats and mouth guards when they're playing football.
[00:31:54.298 --> 00:31:58.859]  I just don't believe they need a security detail every time they leave the home.
[00:31:59.599 --> 00:32:05.140]  And that's been a radical assumption for the last four years that has just brought me to you.
[00:32:05.580 --> 00:32:09.641]  The idea that I really think that you can trust the world and you can trust your kids in it.
[00:32:10.120 --> 00:32:10.901]  Well, yeah, exactly.
[00:32:10.941 --> 00:32:20.587]  I mean, with stranger danger, the statistics show that it was terribly harmful, actually, because most child abductions actually occur from someone the child knows, not from a stranger.
[00:32:20.647 --> 00:32:21.688]  It's very rare, actually.
[00:32:22.388 --> 00:32:25.010]  Stranger abductions are the rarest of crimes.
[00:32:25.430 --> 00:32:33.175]  And they say that over 90% of the crimes against children are committed by people they know, people that they're close to.
[00:32:33.255 --> 00:32:38.899]  So when we're telling kids to beware of strangers and actually locking them inside with, God forbid, their rotten relatives,
[00:32:39.219 --> 00:32:46.642]  I mean, it's almost like we've gotten it completely wrong, but people somehow feel compelled to distrust the outside world.
[00:32:47.682 --> 00:32:53.444]  The crime rate now is lower than when most of today's parents were playing outside.
[00:32:53.504 --> 00:32:58.806]  It's lower than it was, FBI statistics, than the 70s, 80s, or 90s.
[00:32:59.726 --> 00:33:04.688]  And so if your parents let you play outside, why wouldn't you let your kids play outside?
[00:33:04.768 --> 00:33:08.029]  It's this stranger danger thing that's almost been hoisted upon us.
[00:33:08.869 --> 00:33:16.212]  And then it builds upon itself because then parents are afraid to let their children outside and then... Oh yes, you've got neighbors, right?
[00:33:16.232 --> 00:33:21.974]  You've got your neighbors calling the police on people for letting their kids play unattended in their own front yards, I read.
[00:33:21.994 --> 00:33:24.435]  Oh my gosh, so many times.
[00:33:24.475 --> 00:33:26.956]  There's parents who've been called by the police.
[00:33:26.996 --> 00:33:29.577]  There was one guy who let his children play in a park.
[00:33:30.417 --> 00:33:34.800]  I think ages nine and six or ten and six, something like that, for less than two hours.
[00:33:35.200 --> 00:33:39.362]  And he was picked up by the police and taken in as a negligent parent.
[00:33:39.482 --> 00:33:44.325]  I hear about people having this happen to them, I'd say at least once a week.
[00:33:44.806 --> 00:33:57.593]  And it's very disturbing because the reason they're called at all, the reason their neighbors don't, the reason the neighbors pick up the phone to report them is because it is so unusual to see a child outside
[00:33:58.133 --> 00:34:01.474]  That in itself makes them think that, well, the child must have just wandered out there.
[00:34:01.514 --> 00:34:02.654]  The parents must have no idea.
[00:34:02.694 --> 00:34:03.915]  They must be high on drugs.
[00:34:03.995 --> 00:34:06.696]  Why would anybody let their child go?
[00:34:06.836 --> 00:34:14.818]  And then the minute the parents are swept into the Child Protective Services Department, well, then it's sort of Kafkaesque because
[00:34:15.777 --> 00:34:24.722]  It's your saying, I don't think my children were in danger, versus perhaps somebody else who is a little more stranger danger-oriented saying, well, you might not think so, but they were in danger.
[00:34:25.082 --> 00:34:28.324]  And then you say, like me, no, look at the crime statistics are down.
[00:34:28.364 --> 00:34:29.505]  And they say, are you kidding?
[00:34:29.545 --> 00:34:30.765]  Don't you watch Nancy Grace?
[00:34:30.825 --> 00:34:32.927]  Children walk the street every day.
[00:34:33.547 --> 00:34:36.909]  And so it's two perceptions of the world.
[00:34:36.989 --> 00:34:39.190]  And yours, as the parent, is discounted.
[00:34:39.270 --> 00:34:42.592]  And theirs, as the authority, has the authority.
[00:34:42.772 --> 00:34:44.293]  So they need to rely on the state.
[00:34:44.733 --> 00:34:49.717]  Well, what do you think this is maybe doing to our society to have this perpetual state of fear?
[00:34:49.777 --> 00:34:53.019]  We're raising these children in to be afraid of everything all the time.
[00:34:53.059 --> 00:34:56.942]  I mean, you've got that in school, too, with the RFID tracking chips.
[00:34:57.482 --> 00:35:01.165]  Yes, so many different things are becoming normal now.
[00:35:01.245 --> 00:35:08.450]  I had one lady write to me about the way that she has to sign her children in and out of vacation Bible school.
[00:35:08.470 --> 00:35:10.712]  I don't know why she was writing to me here at the end of the summer, but she was.
[00:35:11.452 --> 00:35:37.640]  Um, and she was saying that she has to go in now, and she has to have the child with her, and she has to sign a form to get into the school, and they have to check the form against her, um, license to make sure she's not forging her own signature, and then she has to be there in the presence of the guard while they put a sticker on the child, and then they have to take the child with the mom and deposit each child with the mom into each of the different rooms, and then get this!
[00:35:38.220 --> 00:35:47.486]  The older boys at the school, she has boys who are 12 and 15, are still not allowed to walk to the bathroom by themselves.
[00:35:47.646 --> 00:35:52.970]  And anytime anybody goes to the bathroom, it can't be with just one adult, because of course that adult could rape them.
[00:35:53.290 --> 00:36:00.595]  So it has to be two adults, so they're each keeping track of the other one, not molesting or grooming the child as they go to the bathroom.
[00:36:00.655 --> 00:36:00.895]  But
[00:36:01.593 --> 00:36:07.905]  Because her children are older, 12 and 15, when those boys get to the bathroom, if there's a younger kid in the bathroom...
[00:36:09.332 --> 00:36:09.993]  They're not allowed in.
[00:36:10.013 --> 00:36:11.013]  They're not allowed to go in it.
[00:36:11.033 --> 00:36:11.734]  Not allowed in.
[00:36:11.774 --> 00:36:14.416]  So can you imagine what this is doing to a boy's head?
[00:36:14.756 --> 00:36:19.560]  On the one hand, he's a baby who needs two adults walking him down the hall to the bathroom.
[00:36:19.580 --> 00:36:20.441]  I mean, I would be afraid.
[00:36:20.741 --> 00:36:21.682]  I would feel embarrassed.
[00:36:21.702 --> 00:36:22.863]  They know, I gotta go again.
[00:36:23.083 --> 00:36:23.764]  Number one or number two.
[00:36:23.804 --> 00:36:27.146]  Nobody wants to be around people as they're going to the bathroom.
[00:36:27.186 --> 00:36:31.590]  But then the minute they get to the bathroom, they're suspected of being child molesters.
[00:36:31.690 --> 00:36:33.772]  I mean, I think that would do a number on my head.
[00:36:34.352 --> 00:36:42.200]  For sure, and I mean, and you even have in schools, it's almost contrary, because it's like, they're going to create this fear, fearful environment all the time.
[00:36:42.240 --> 00:36:52.972]  But then on the other hand, you've also got schools, whole districts, where they've outlawed use of red pen on a piece of paper, because if we mark a kid with a red pen, it can damage them for life.
[00:36:52.992 --> 00:36:55.795]  It's ironic, it makes no sense.
[00:36:56.275 --> 00:37:01.578]  Oh, it's so true, because the idea behind all of these, actually, if you look like, what's the bedrock?
[00:37:01.598 --> 00:37:08.362]  The bedrock is a disbelief in people, in society, and in our own kids.
[00:37:08.442 --> 00:37:17.367]  I mean, if you think that you have to walk your kid everywhere, walk them to school, you can't show them red ink, because that will force them to crumble.
[00:37:17.447 --> 00:37:21.749]  And if they walk to school, they would either get lost, or they would get kidnapped.
[00:37:22.089 --> 00:37:27.533]  And once they're at school, you can't give them a zero because that would cause their self-esteem to crumble.
[00:37:27.873 --> 00:37:34.798]  I mean, it's so interesting that all the things that every generation until now has been allowed and even expected to do.
[00:37:35.318 --> 00:37:37.620]  Lose at a sport and not get a trophy.
[00:37:38.560 --> 00:37:38.920]  You know?
[00:37:39.181 --> 00:37:39.741]  Exactly.
[00:37:40.081 --> 00:37:41.882]  And find your way back home.
[00:37:42.643 --> 00:37:44.064]  Do your own homework.
[00:37:44.704 --> 00:37:45.905]  Make your own lunch.
[00:37:47.606 --> 00:37:48.227]  Use a knife.
[00:37:48.327 --> 00:37:49.888]  There's a Cub Scout troop
[00:37:50.268 --> 00:37:54.754]  Where the leader, the troop leader, showed the kids how to whittle.
[00:37:55.014 --> 00:37:57.597]  You know, this is a knife, this is a stick, this is how you whittle.
[00:37:57.898 --> 00:38:00.681]  And then he handed each child a potato peeler.
[00:38:00.701 --> 00:38:04.366]  Which you'd think would be so much harder.
[00:38:04.406 --> 00:38:05.708]  It would end up with a lot of scrapes.
[00:38:05.768 --> 00:38:06.368]  But the point is,
[00:38:07.049 --> 00:38:12.451]  We're not trusting our kids with any of the children, literally or figuratively, of growing up.
[00:38:12.491 --> 00:38:16.112]  We're treating them like perpetual babies, always in danger.
[00:38:16.552 --> 00:38:22.274]  And then if you're a person who says, you know, I don't think my kid is in constant danger, I'm going to let him play.
[00:38:22.334 --> 00:38:26.676]  I'm going to let him play soccer in the street and get out of the street when a car comes.
[00:38:26.716 --> 00:38:28.196]  Well, you're the negligent parent.
[00:38:28.837 --> 00:38:31.698]  And then they wind up in a system that's even more dangerous for them.
[00:38:32.218 --> 00:38:32.718]  CPS.
[00:38:33.661 --> 00:38:34.402]  Right, right, right.
[00:38:34.482 --> 00:38:38.705]  And also, I mean, does CPS love my children more than me?
[00:38:38.725 --> 00:38:40.307]  I don't think so.
[00:38:40.407 --> 00:38:46.031]  I think parents are really good at gauging, like, I think my kid is ready to walk to school.
[00:38:46.131 --> 00:38:49.194]  I think my kid is ready to stay at home and babysit.
[00:38:49.734 --> 00:38:52.977]  There was a lady in, oh gosh, Montana.
[00:38:53.689 --> 00:38:59.271]  Who had a 12-year-old child and two younger kids, and the 12-year-old wanted to go to the mall with her other 12-year-old friend.
[00:38:59.631 --> 00:39:04.912]  And the mom said, okay, but you have to take the little kids with you, because I'm not just sitting home with them today, or she had work to do, or whatever.
[00:39:05.353 --> 00:39:11.614]  So, the older kids, who had taken babysitting classes and wanted to go to the mall, took the children, who I think were eight, seven, and three.
[00:39:11.694 --> 00:39:12.875]  Three-year-old was in a stroller.
[00:39:13.335 --> 00:39:19.777]  Well, while the 12-year-olds were taking a couple minutes to try on a couple of shirts at one of the department stores, while the other three were waiting,
[00:39:20.820 --> 00:39:25.304]  Some people behind the makeup counter thought, oh my God, those children are abandoned!
[00:39:25.544 --> 00:39:43.718]  And they called security, and security came, and by then the 12-year-olds were out, and they said, you've been negligent, and they called the children in, they called the mother, and they arrested the mom for sending the 12-year-olds to the mall, because the mom believed that the 12 would be supervisory enough, and that the children would be safe enough
[00:39:44.418 --> 00:39:45.299]  Which was true.
[00:39:45.899 --> 00:39:58.528]  And I don't think that just because you've gone into a dressing room for a couple of minutes in a public place that somebody is going to come in and steal three children out from the makeup ladies, out from under the makeup ladies' eyes.
[00:39:58.668 --> 00:40:01.110]  But that's the kind of mentality we have now.
[00:40:01.130 --> 00:40:06.674]  You go immediately, if you're in the, I feel like some people, go immediately to the worst case scenario.
[00:40:07.094 --> 00:40:09.075]  It's what I call worst first thinking.
[00:40:09.115 --> 00:40:15.219]  Coming up with the worst thing that could possibly happen first in your mind and proceeding as if it's likely to happen.
[00:40:15.279 --> 00:40:25.104]  So if it was likely that those three children were going to be kidnapped in broad daylight, three at a time, out from a public place, well then I guess those girls were wrong.
[00:40:25.524 --> 00:40:45.869]  to try on a shirt but if you're like me and you say what are the chances kidnapping of a stranger is very rare in a public place of three children with another two children nearby everybody can scream oh yeah there's clerks all around it's not going to happen but you're not allowed to think logically you're supposed to be thinking of the worst thing first and and i think
[00:40:46.496 --> 00:40:52.998]  I think the reason we do get that to become our habit is because that's all you see on TV.
[00:40:53.038 --> 00:40:53.818]  You see Nancy Grace.
[00:40:53.838 --> 00:40:55.638]  You're inundated with it all the time.
[00:40:56.058 --> 00:40:56.479]  Exactly.
[00:40:56.499 --> 00:41:03.100]  I mean, I've been ostracized before in a restaurant for letting my daughter, when she was like 11, go to the bathroom by herself.
[00:41:03.140 --> 00:41:05.921]  And I could see the bathroom door from the table I was sitting at.
[00:41:06.401 --> 00:41:12.623]  And I had an elderly woman come up to me and say, aren't you worried that something bad is going to happen to her in the bathroom?
[00:41:12.643 --> 00:41:14.624]  And I'm thinking, I can see the door from here.
[00:41:14.644 --> 00:41:19.625]  And then my daughter was concerned because of her saying that.
[00:41:19.665 --> 00:41:21.886]  So she's taking on that fear and it just multiplies.
[00:41:22.606 --> 00:41:23.026]  It does.
[00:41:23.207 --> 00:41:26.309]  And then the next time you're going to let her go, you're going to be thinking of two things.
[00:41:26.489 --> 00:41:27.890]  One is, oh, is that lady right?
[00:41:27.950 --> 00:41:29.571]  Because a seed has been planted.
[00:41:29.871 --> 00:41:34.815]  And two, what if some lady like that calls the cops and says, this mother doesn't care?
[00:41:34.935 --> 00:41:36.736]  Or what if, you know, you're at a mall.
[00:41:36.776 --> 00:41:38.037]  What if the mall cop comes?
[00:41:38.337 --> 00:41:39.318]  And it's not Paul Blart.
[00:41:39.418 --> 00:41:41.699]  And he says, you know, what are you doing letting them?
[00:41:42.260 --> 00:41:46.443]  I did a TV show called World's Worst Mom, which didn't end up airing in America.
[00:41:47.003 --> 00:41:52.408]  But I dealt with very, very worrisome parents, sort of the way the super nanny dealt with out-of-control kids.
[00:41:52.448 --> 00:41:56.552]  I dealt with out-of-control, fearsome, fear-filled parents.
[00:41:56.592 --> 00:41:58.534]  And one of them wouldn't let her 13-year-old boy
[00:42:00.643 --> 00:42:02.623]  Go to the bathroom by herself.
[00:42:02.683 --> 00:42:03.084]  Oh, wow.
[00:42:03.364 --> 00:42:06.164]  She dragged him into the ladies room with her.
[00:42:06.724 --> 00:42:09.785]  And what I had to... You gotta think what that's going to do to him instead.
[00:42:09.885 --> 00:42:10.725]  I mean, geez.
[00:42:11.325 --> 00:42:19.267]  You know, the thing about these kids, I mean, there are parents who wouldn't let them walk to school past six houses or wouldn't let him go to the bathroom by himself.
[00:42:19.367 --> 00:42:24.608]  There was a mom who fed her 10-year-old because she didn't want him using a knife because he could hurt himself.
[00:42:24.728 --> 00:42:26.229]  And then besides, it's so much easier.
[00:42:26.309 --> 00:42:27.069]  One might just feed you.
[00:42:27.569 --> 00:42:32.415]  And the thing about those kids is I'm not sure they're going to be permanently damaged.
[00:42:32.515 --> 00:42:36.439]  At some point they will go off to college or their life and they will cut their food.
[00:42:37.763 --> 00:42:40.065]  They will go to the bathroom and mom won't be there.
[00:42:40.766 --> 00:42:44.669]  The thing is that while they're growing up that way, they don't want to upset their mom.
[00:42:44.709 --> 00:42:47.511]  They realize their mom is very worried for them.
[00:42:48.071 --> 00:42:51.334]  So they sort of live in enforced captivity.
[00:42:51.854 --> 00:43:01.982]  And what's sad about our society is how much every day we add to that captivity and say it's for the sake of our children.
[00:43:02.617 --> 00:43:04.058]  Of our safety, exactly.
[00:43:04.078 --> 00:43:08.663]  For the sake of our nerves, but I don't think it's for the sake of our children.
[00:43:09.864 --> 00:43:12.806]  Well, you had mentioned earlier you're involved in some controversy.
[00:43:12.826 --> 00:43:14.187]  Do you want to talk about that a little bit?
[00:43:14.588 --> 00:43:21.134]  So, tomorrow I think I'll be in the newspapers because I'm starting a class on Wednesday here in New York City.
[00:43:21.194 --> 00:43:22.275]  Wednesday, September 12th.
[00:43:22.355 --> 00:43:24.237]  Feel free to come if you're around.
[00:43:25.137 --> 00:43:25.878]  It's a new class.
[00:43:25.958 --> 00:43:27.039]  It's in Central Park.
[00:43:27.119 --> 00:43:28.080]  It's for children ages 8 to 18.
[00:43:29.381 --> 00:43:31.503]  And it's called, I Won't Supervise Your Kids.
[00:43:32.323 --> 00:43:33.444]  And that's it.
[00:43:33.544 --> 00:43:50.335]  They gather together at one spot, and I say hi to them, and I have them introduce each other, and I collect checks from their parents for $350, because this is a very valuable class, and I want people to realize it, because what the kids then get is nobody else watching them.
[00:43:50.495 --> 00:43:53.597]  No parents, no coach, no teacher.
[00:43:53.877 --> 00:43:55.338]  They have to figure out what to do.
[00:43:55.378 --> 00:43:56.959]  They have to figure out a game to play.
[00:43:57.000 --> 00:43:58.280]  They have to decide the rules.
[00:43:58.340 --> 00:43:58.881]  They have to
[00:43:59.901 --> 00:44:01.162]  Make the teams fair.
[00:44:01.542 --> 00:44:06.403]  And it's all these things that I know my kids are not even particularly good at.
[00:44:06.543 --> 00:44:13.205]  It's the, it's the, it's the work of childhood that we've taken away from them again and our fear like, oh, they can't handle being by themselves.
[00:44:13.225 --> 00:44:15.066]  They might get common sense though.
[00:44:16.926 --> 00:44:18.187]  They might grow up a little.
[00:44:18.227 --> 00:44:19.929]  They might make the teams fair.
[00:44:19.969 --> 00:44:21.410]  They might get a little socialization.
[00:44:21.450 --> 00:44:26.514]  They might have to wait their turn instead of me, the mom, saying, I'll take another.
[00:44:26.554 --> 00:44:28.476]  I'll take another because I don't care if I ever get to bat.
[00:44:28.756 --> 00:44:30.217]  So I just keep giving them the pitches.
[00:44:30.257 --> 00:44:31.038]  Well, not with kids.
[00:44:31.098 --> 00:44:32.339]  Kids say, go to the back of the line.
[00:44:32.379 --> 00:44:33.180]  That was three strikes.
[00:44:33.240 --> 00:44:34.220]  Go to the back of the line.
[00:44:34.641 --> 00:44:44.649]  And when the kids say that, this is a chance for the kid who just struck out to either have a tantrum and be a total baby and no longer play or pull himself together and
[00:44:46.929 --> 00:44:47.729]  Play by the rules.
[00:44:47.929 --> 00:44:50.030]  And that's how kids get socialized.
[00:44:50.070 --> 00:44:51.351]  That's how they get mature.
[00:44:51.751 --> 00:44:53.092]  That's how they self-regulate.
[00:44:53.132 --> 00:44:56.433]  They have to internalize it some way, and the best way is through play.
[00:44:56.453 --> 00:44:58.234]  And play with other kids.
[00:44:58.514 --> 00:45:05.297]  And that's something we've actually taken out of their lives and replaced with, you know, kumon and classes and ballet and soccer and Mandarin.
[00:45:05.678 --> 00:45:09.439]  My kids have done a lot of those too, and some of them I think have been very valuable.
[00:45:09.679 --> 00:45:11.420]  Some, absolutely not.
[00:45:11.540 --> 00:45:12.641]  But on a basic level?
[00:45:13.134 --> 00:45:31.586]  But on a basic level, they deserve some free time when they figure out who they are, what interests them, and how to be around other kids, and how to organize their time, which is something we've taken away in our fear that if we leave them alone, they'll be kidnapped, or bored, or frustrated, or gosh, nobody's going to give them a trophy.
[00:45:32.706 --> 00:45:34.808]  Is there anything else you'd like to share with us today, Lenore?
[00:45:36.229 --> 00:45:39.250]  Just my plea, I think I'm speaking to the right audience here, to
[00:45:40.672 --> 00:45:44.955]  Resist making helicopter parenting the law of the land.
[00:45:45.295 --> 00:45:51.879]  That's really the thing that disturbs me in terms of the legal aspect of free-range parenting.
[00:45:51.999 --> 00:45:59.343]  A lot of states have passed laws that don't allow you to let your kids wait in the car if you're going in to pick up the dry cleaning.
[00:45:59.363 --> 00:45:59.803]  Oh, yes.
[00:46:00.684 --> 00:46:02.865]  Or if you're going in just to get the pizza.
[00:46:04.125 --> 00:46:04.346]  And if
[00:46:05.829 --> 00:46:09.930]  That's all based on the wrong assumption that that's how children die.
[00:46:10.590 --> 00:46:16.071]  Actually, the sad fact of the matter is some children do die every year in cars because their parents forget them.
[00:46:16.131 --> 00:46:25.674]  And it's generally because they park the car and they've gone to work and they forgot that the baby who is silent and asleep in the backwards-facing car seat is there.
[00:46:25.794 --> 00:46:29.794]  But if you're going in just to get the dry cleaning, you're not going to spend the whole day.
[00:46:29.894 --> 00:46:31.555]  Oh yeah, and those are lumped in all together, so.
[00:46:32.503 --> 00:46:41.817]  They're lumped in all together and it's not making children any safer, but it is harassing parents, giving parents tickets, giving them, you know, warnings.
[00:46:42.158 --> 00:46:43.560]  And just perpetuating that fear.
[00:46:44.289 --> 00:47:03.039]  Right, and when things like that become the law of the land, if you're considered negligent for letting your kids play on the sidewalk, play in your front lawn, go to the park by themselves, have a lemonade stand, that's a country that is not free for parents and is not free for kids.
[00:47:03.179 --> 00:47:11.683]  So if there's any way to actively fight the institutionalization of helicopter parenting, join me.
[00:47:12.571 --> 00:47:13.951]  Thanks for talking to us again, Lenore.
[00:47:13.971 --> 00:47:15.292]  I hope to talk to you again in the future.
[00:47:17.233 --> 00:47:20.774]  And that about wraps it up for tonight's edition of the InfoWars Nightly News.
[00:47:20.834 --> 00:47:36.339]  If you like being able to receive unfiltered, uncensored information that the mainstream media won't be talking about, please don't hesitate to go to PrisonPlanet.tv, where you can sign up for a 15-day free trial, and one membership actually allows six people to log in.
[00:47:37.639 --> 00:47:41.621]  And remember, let your kids play outside, and we'll see you again tomorrow at 7 p.m.
[00:47:41.661 --> 00:47:41.981]  Central.
