[00:00:00.009 --> 00:00:00.094]  Yeah.
[00:46:39.311 --> 00:46:40.671]  He wrote, cultured of death.
[00:46:42.111 --> 00:46:43.512]  Available on Amazon.com.
[00:46:43.552 --> 00:46:44.272]  We don't sell it.
[00:46:44.312 --> 00:46:44.592]  Get it.
[00:46:46.081 --> 00:46:46.381]  Read it.
[00:46:47.102 --> 00:46:52.528]  Read the names of the people and the testimonies where he's been there when someone's like, Wesley, please save me.
[00:46:53.409 --> 00:46:56.732]  And they get him and they throw him out and 14 days later the person's dead.
[00:46:57.072 --> 00:46:58.454]  People that can walk.
[00:47:00.060 --> 00:47:02.621]  Begging for their lives, blood pouring out.
[00:47:02.921 --> 00:47:05.142]  The nurses come in and cry and put bandages on them.
[00:47:05.922 --> 00:47:07.623]  They fight hard, but they are killed.
[00:47:08.183 --> 00:47:14.205]  And don't worry, nurses are reassigned and moonshows and by proxy, killers are brought in.
[00:47:14.225 --> 00:47:15.425]  And you know about killer nurses.
[00:47:15.705 --> 00:47:16.566]  They're a small percentage.
[00:47:16.586 --> 00:47:17.626]  There's a lot of murderers.
[00:47:18.686 --> 00:47:20.727]  Women have always killed throughout history by poison.
[00:47:22.171 --> 00:47:24.734]  They're not like men that come up and hack you up with a battle axe to your face.
[00:47:24.834 --> 00:47:25.875]  Women like poison.
[00:47:26.596 --> 00:47:33.504]  And psychological actuaries and criminology show that it's not men are more apt to be violent.
[00:47:34.105 --> 00:47:36.948]  It's that men are more likely to be overtly violent.
[00:47:37.388 --> 00:47:39.150]  Women will poison you.
[00:47:40.352 --> 00:47:41.353]  Women poison.
[00:47:43.246 --> 00:48:00.700]  And you've got a lot of psychopathic operators in these... And my dad worked at MD Anderson in high school and college in a research project and he said a percentage of the cancer doctors really got off on people missing their lower mandibles and injecting people with deadly poisons who'd signed off on it as treatments.
[00:48:02.222 --> 00:48:06.105]  And would literally have the equivalent of orgasms watching people die.
[00:48:07.671 --> 00:48:07.991]  Okay?
[00:48:08.151 --> 00:48:10.333]  Now you need to understand this, ladies and gentlemen.
[00:48:10.353 --> 00:48:11.874]  Joseph Mengele, you know about him?
[00:48:11.934 --> 00:48:14.315]  Learned everything from British and U.S.
[00:48:14.355 --> 00:48:14.856]  scientists.
[00:48:15.456 --> 00:48:16.917]  At Nuremberg, that was their defense.
[00:48:18.538 --> 00:48:25.802]  Now what's the article I read last night that's 15 pages long that I intended to read on air?
[00:48:25.822 --> 00:48:27.383]  I don't know if I'm going to have time to read it all.
[00:48:27.764 --> 00:48:29.024]  You must go read all 15 pages.
[00:48:30.885 --> 00:48:38.674]  How they describe the babies looking like shriveled, you know, you have a shrivel, you have a tomato that looks healthy, how it shrivels up and turns black, same deal.
[00:48:39.495 --> 00:48:40.556]  The baby's begging.
[00:48:41.197 --> 00:48:42.358]  The little boy's begging.
[00:48:42.398 --> 00:48:44.521]  The 14-year-old boy he describes begging.
[00:48:46.553 --> 00:48:48.214]  Okay, you need to understand this, folks.
[00:48:48.234 --> 00:48:49.215]  This is what they're doing.
[00:48:49.715 --> 00:48:50.616]  These are not liberals.
[00:48:50.656 --> 00:48:52.337]  These are the absolute scum of the earth.
[00:49:17.093 --> 00:49:22.116]  Whether cash payments to hospitals to hit death pathway target have influenced doctors' decisions.
[00:49:23.997 --> 00:49:28.699]  There are literal bonuses to kill people that are operable.
[00:49:29.359 --> 00:49:35.382]  I mean, this is now... See, the media only covers people that it sounds like, well, they're, you know, that baby's retarded, kill him.
[00:49:36.363 --> 00:49:36.803]  No, sir.
[00:49:37.864 --> 00:49:38.284]  No, sir.
[00:49:39.004 --> 00:49:40.545]  It's people begging.
[00:49:42.398 --> 00:49:49.221]  Sick children are being discharged from NIH hospitals that die at their home or in hospices are controversial death pathways.
[00:49:49.261 --> 00:49:55.323]  Until now, end-of-life regime at Liverpool Care Pathway was thought to involve only elderly and terminally ill adults.
[00:49:55.403 --> 00:49:56.164]  Guess again.
[00:49:56.864 --> 00:50:00.946]  You can walk into these things and ask them to kill you and they won't call it assisted suicide.
[00:50:01.206 --> 00:50:03.767]  They'll hook you up on morphine and kill you over a week.
[00:50:04.767 --> 00:50:12.513]  But the mail can reveal the practice of withholding food and fluid by tube is being used on young patients as well as severely disabled newborn babies.
[00:50:12.894 --> 00:50:17.057]  Now they'll also keep you alive if you're terminal, if you've got insurance and are rich.
[00:50:17.658 --> 00:50:19.659]  You can be brain dead, they'll give you double hip replacements.
[00:50:19.879 --> 00:50:21.521]  So there's the other end of that too.
[00:50:22.982 --> 00:50:26.905]  It's all about control and money, but when it's government health care, they want you dead.
[00:50:26.925 --> 00:50:30.488]  And people go, well, we're all paying for this, we're now, see, now we're socialized.
[00:50:30.848 --> 00:50:32.530]  Other people are going to have decisions on you.
[00:50:34.133 --> 00:50:39.274]  One doctor has admitted starving, dehydrating 10 babies a death in the neonatal unit of one hospital.
[00:50:39.674 --> 00:50:45.876]  Writing in a leading medical journal, physician revealed the process can take an average of 10 days, during which the baby becomes smaller and shrunken.
[00:50:47.016 --> 00:50:51.237]  And then it goes on to 14-year-old boys begging for their lives.
[00:50:51.797 --> 00:50:52.877]  Blood pouring.
[00:50:54.277 --> 00:50:59.819]  You see, when you've been dehydrated, the skin starts cracking, blood starts coming out your rectum, your eyes, your mouth.
[00:51:00.579 --> 00:51:01.519]  The tongue shrinks.
[00:51:03.277 --> 00:51:08.720]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:51:09.041 --> 00:51:16.105]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:51:16.405 --> 00:51:18.847]  We're battling the globalist on so many fronts.
[00:51:19.147 --> 00:51:25.191]  Health is an area where we can all take control of our lives and it all starts with that basic building block of water.
[00:51:25.851 --> 00:51:28.634]  It is time to purify our family's water.
[00:51:28.894 --> 00:51:35.760]  The ProPure filtration system with added fluoride filters is the best system from my research to protect you and your family.
[00:51:35.780 --> 00:51:40.885]  Infowarstore.com already has the lowest prices on ProPure water filtration.
[00:51:41.085 --> 00:51:46.751]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:51:47.111 --> 00:51:49.172]  I know what I'm giving my family this Christmas.
[00:51:49.432 --> 00:51:49.973]  ProPure.
[00:51:50.153 --> 00:51:55.776]  Go to infowarstore.com and get 15% off the already lowest price out there with the code WATER15.
[00:51:55.796 --> 00:51:57.938]  WATER15 and you get 15% off at infowarstore.com.
[00:52:02.901 --> 00:52:04.262]  Lunch is ready!
[00:52:04.663 --> 00:52:07.945]  And it's an MRE smorgasbord at longlifefood.com.
[00:52:08.266 --> 00:52:12.669]  In 1983, Long Life Food Depot was one of the first to sell MRE pouches to the public.
[00:52:12.810 --> 00:52:15.352]  And we're still selling them almost 30 years later.
[00:52:15.492 --> 00:52:19.455]  Today, Long Life Food Depot has the world's most complete MRE online buffet.
[00:52:19.635 --> 00:52:21.337]  Because MREs are all we do.
[00:52:21.557 --> 00:52:25.000]  Tasty varieties of chicken, beef, salmon, and pasta entrees.
[00:52:25.120 --> 00:52:27.662]  Plus sandwiches and our easy-to-use pouches.
[00:52:27.682 --> 00:52:30.924]  Full moisture, long shelf life, and ready to eat hot or cold.
[00:52:31.164 --> 00:52:34.326]  We sell by the pouch or case, so the choices are endless.
[00:52:34.466 --> 00:52:36.628]  And so are the graduated quantity discounts.
[00:52:36.808 --> 00:52:38.669]  The more you buy, the more you save.
[00:52:38.929 --> 00:52:47.275]  Call 800-601-2833 or go to longlifefood.com to join our email list for upcoming announcements, like the Roll Away Food Pod.
[00:52:47.415 --> 00:52:49.216]  Plus enjoy fast and free shipping.
[00:52:49.356 --> 00:52:50.637]  Just call 800-601-2833 or visit longlifefood.com.
[00:52:53.999 --> 00:52:55.080]  Emergency preparedness.
[00:52:55.240 --> 00:52:56.161]  Emergency relief.
[00:52:56.341 --> 00:52:58.744]  Longlifefood.com since 1983.
[00:52:58.964 --> 00:53:00.846]  Sending real food to your real future.
[00:53:00.866 --> 00:53:05.891]  What looks good under your Christmas tree and tastes even better?
[00:53:06.191 --> 00:53:07.452]  Big Berkey water filters.
[00:53:07.753 --> 00:53:09.354]  Yes, the gift of clean water.
[00:53:09.715 --> 00:53:13.919]  A gift that provides a great foundation for achieving good health in the lives of your loved ones.
[00:53:14.399 --> 00:53:18.003]  A Big Berkey water filter gives them protection from bacteria, heavy metals,
[00:53:18.263 --> 00:53:21.765]  Chlorine, fluoride, pesticides and herbicides, VOCs and more.
[00:53:22.025 --> 00:53:27.348]  And best of all, a big Berkey water filter is a gift that lasts for many years with no additional investment.
[00:53:27.609 --> 00:53:31.351]  And that saves time and money in filter replacements that other water filters require.
[00:53:31.671 --> 00:53:36.694]  And they're even powerful enough to purify treated, untreated or even stagnant pond water.
[00:53:37.074 --> 00:53:43.438]  As always, all orders over $50 are shipped free, and GCN listeners get 5% off all ceramic filter systems.
[00:53:43.778 --> 00:53:50.483]  Order online at BigBerkeyWaterFilters.com, spelled B-E-R-K-E-Y, waterfilters.com.
[00:53:50.743 --> 00:53:51.664]  Or call 877-99-BERKEY.
[00:53:51.684 --> 00:53:52.224]  That's 877-99-BER-K-E-Y.
[00:53:52.284 --> 00:53:53.205]  Gift well this Christmas.
[00:53:53.245 --> 00:53:54.826]  Give a Big Berkey Water Filter!
[00:54:12.478 --> 00:54:18.902]  And I'm here to do the World War Z review on the nightly news tonight.
[00:54:19.723 --> 00:54:22.785]  Because I got Congresswoman, former Congresswoman Cynthia McKinney coming up.
[00:54:23.406 --> 00:54:31.412]  And I've got really great filmmakers and experts on nullification coming up.
[00:54:31.432 --> 00:54:32.873]  And how to defeat the globalists.
[00:54:34.565 --> 00:54:40.949]  The problem getting into a subject like this is that Wesley Smith has written, I don't know, it's got to be more than 50 articles for the Wall Street Journal.
[00:54:40.969 --> 00:54:41.710]  He's written a book on it.
[00:54:41.730 --> 00:54:44.351]  I'm going to get him on for two hours and give you the cases.
[00:54:44.371 --> 00:54:46.873]  Because the media is smart.
[00:54:47.013 --> 00:54:47.713]  The globalist media.
[00:54:47.733 --> 00:54:50.775]  They only cover some brain-dead person being turned off.
[00:54:51.176 --> 00:54:52.737]  He's been on a coma for 20 years.
[00:54:53.297 --> 00:54:59.221]  And you hear about families that keep their family alive, or keep somebody alive, and then it's made to look stupid.
[00:55:00.160 --> 00:55:07.883]  Even though my uncle, my dad's brother, was in a very bad motorcycle accident, was in a coma for six weeks.
[00:55:08.963 --> 00:55:11.144]  They wanted to unplug him immediately.
[00:55:11.644 --> 00:55:14.445]  He's got two healthy, happy, full-grown children.
[00:55:15.785 --> 00:55:21.688]  He has businesses, he's very successful, he has a little bit of a speech problem.
[00:55:22.188 --> 00:55:23.929]  But he lives a very fulfilled life.
[00:55:24.530 --> 00:55:33.074]  And he was 17 years old, demanded a motorcycle, raised his own money to get it, over the objections of my grandfather, got the motorcycle.
[00:55:34.161 --> 00:55:35.622]  Went off and bought it with my grandmother.
[00:55:36.282 --> 00:55:39.383]  My grandfather, you know, there was so much excitement.
[00:55:39.423 --> 00:55:40.803]  He said, OK, you can have the motorcycle.
[00:55:40.823 --> 00:55:43.564]  A couple months later, boom, it's hit by a truck.
[00:55:43.924 --> 00:55:46.025]  The point is they wanted to unplug him.
[00:55:47.505 --> 00:55:49.886]  They wanted to take him off the feeding tube.
[00:55:49.906 --> 00:55:51.627]  This is like in 1968.
[00:55:53.708 --> 00:55:55.048]  And my family said no.
[00:55:55.108 --> 00:55:57.209]  And six weeks later, came out of the coma.
[00:55:58.268 --> 00:56:02.270]  So, you have to balance all of this, but there's no balance to this.
[00:56:02.770 --> 00:56:07.432]  Once you have socialist healthcare, could you have socialist healthcare run by angels?
[00:56:09.272 --> 00:56:17.456]  I mean, hypothetically, if giant spaceships landed, run by some foreign robot race, and said, we are here to make you live forever.
[00:56:17.836 --> 00:56:19.336]  We will give you life extension.
[00:56:20.717 --> 00:56:22.818]  Because, you know, we love your species.
[00:56:22.838 --> 00:56:23.698]  This is hypothetical.
[00:56:23.738 --> 00:56:25.559]  I'm not saying this is real for the media out there.
[00:56:26.949 --> 00:56:28.570]  Then, I guess that's socialism.
[00:56:28.610 --> 00:56:30.751]  Something shows up and says it wants to give you something free.
[00:56:32.432 --> 00:56:38.535]  But see, this isn't some, you know, angel showing up to give you eternal life or to give you free health care.
[00:56:38.955 --> 00:56:40.616]  These are eugenicists.
[00:56:40.896 --> 00:56:43.618]  For heaven's sakes, read Margaret Sanger's letters.
[00:56:43.898 --> 00:56:47.059]  Just type in Margaret Sanger's letters on African Americans.
[00:56:50.341 --> 00:56:52.262]  I say use that search term because that's what will pull it up.
[00:56:54.303 --> 00:56:55.684]  They're referred to as Africans.
[00:56:57.438 --> 00:57:01.419]  And they said, we're going to pose as liberals, we're going to take control of these people institutionally, and we're going to kill them.
[00:57:01.899 --> 00:57:02.300]  And they do.
[00:57:02.340 --> 00:57:03.820]  They kill half of them.
[00:57:03.840 --> 00:57:04.340]  52% non-born.
[00:57:06.061 --> 00:57:09.102]  From 10% illegitimacy to 92% illegitimacy.
[00:57:09.142 --> 00:57:10.742]  They have destroyed the black community.
[00:57:10.962 --> 00:57:12.783]  And let me tell you something, they're going to do it to everybody's community.
[00:57:15.024 --> 00:57:17.905]  In fact, you look at every other community, that's exactly what they've duplicated.
[00:57:17.925 --> 00:57:22.146]  They started with the blacks, because that was a group that they could target and isolate and control.
[00:57:22.506 --> 00:57:24.867]  They said, we're going to run the hookers and the drugs in your neighborhood.
[00:57:26.641 --> 00:57:29.282]  And that's going to be our only economic way to move up.
[00:57:29.702 --> 00:57:31.222]  The globalists have it all figured out.
[00:57:31.462 --> 00:57:32.663]  They're engineers.
[00:57:33.943 --> 00:57:35.083]  And they hate humanity.
[00:57:36.324 --> 00:57:44.366]  And now, they are saying, oh, people are so infertile now, the government will pay to have a designer baby for you, even with three parents.
[00:57:44.406 --> 00:57:44.966]  Look this up.
[00:57:45.546 --> 00:57:51.148]  But we're going to cut out any traits we say are bad, including aggression, including not trusting authority.
[00:57:53.680 --> 00:57:55.722]  You can type in the news articles, anything I say.
[00:57:56.022 --> 00:57:57.003]  Type it in, look it up.
[00:57:59.184 --> 00:58:12.876]  And you read this 15-page article and it just goes on describing in nightmare detail the babies crying, the blood, the 14-year-old cancer patient begging for food and water.
[00:58:16.639 --> 00:58:20.362]  And it goes on and on about the babies' hunger and thirst.
[00:58:22.156 --> 00:58:22.857]  It goes on.
[00:58:22.877 --> 00:58:28.521]  I have also seen children die in terrible thirst because fluids are withdrawn from them until they die.
[00:58:28.841 --> 00:58:35.526]  Doctors describing 14-year-old boy begging for water as his tongue shriveled to a black lump stuck to his mouth.
[00:58:36.787 --> 00:58:39.750]  I mean, it goes on and on and on.
[00:58:39.790 --> 00:58:40.270]  We'll be back.
[00:58:40.290 --> 00:58:49.297]  This is GCN, the Genesis Communications Radio Network.
[00:58:52.526 --> 00:58:55.307]  Have you ever wanted to generate your own supply of electrical power?
[00:58:55.587 --> 00:58:57.268]  Even save money on your electric bill?
[00:58:57.548 --> 00:59:00.869]  If so, this could be one of the most important messages you will ever hear.
[00:59:01.170 --> 00:59:03.250]  Solar power generators are now available.
[00:59:03.391 --> 00:59:06.812]  These emergency backup systems provide life-saving electrical power.
[00:59:07.032 --> 00:59:12.834]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[00:59:13.095 --> 00:59:16.456]  It's like having an electrical power plant running quietly in your own home.
[00:59:16.816 --> 00:59:21.419]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[00:59:21.559 --> 00:59:27.263]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[00:59:27.523 --> 00:59:28.584]  And here's the best news.
[00:59:28.804 --> 00:59:31.746]  A remarkable fall truckload sale is going on right now.
[00:59:31.986 --> 00:59:35.768]  It gets you $1,700 in bonuses when you buy a solar generator.
[00:59:35.888 --> 00:59:38.470]  To find out why these solar generators are the best generators,
[00:59:38.710 --> 00:59:41.533]  And get $1,700 in bonuses for doing so.
[00:59:41.713 --> 00:59:43.615]  Go to falltruckloadsale.com.
[00:59:43.735 --> 00:59:45.597]  That's falltruckloadsale.com.
[00:59:45.817 --> 00:59:47.859]  Generate your own supply of electricity.
[00:59:47.979 --> 00:59:49.921]  Go to falltruckloadsale.com.
[00:59:50.041 --> 00:59:51.942]  That's falltruckloadsale.com.
[00:59:55.606 --> 00:59:57.528]  Waging war on corruption.
[00:59:58.008 --> 01:00:00.751]  Alex Jones on the GCM Radio Network.
[01:00:07.352 --> 01:00:11.536]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:12.177 --> 01:00:12.997]  You want answers?
[01:00:13.778 --> 01:00:14.659]  Well, so does he.
[01:00:15.319 --> 01:00:18.903]  He's Alex Jones on the GCN Radio Network.
[01:00:19.523 --> 01:00:23.587]  And now, live from Austin, Texas, Alex Jones.
[01:00:28.208 --> 01:00:34.190]  The globalists sell the general public on bioethics and to not get treatment in your life.
[01:00:34.230 --> 01:00:40.692]  But here's a description to Wesley Smith's book that he's basically serialized in the Wall Street Journal.
[01:00:41.513 --> 01:00:52.196]  When his teenage son, Christopher, brain damaged in an auto accident, developed a 106 degree fever following weeks of unconsciousness, John Campbell asked the attending physician for help.
[01:00:52.236 --> 01:00:53.117]  The doctor refused.
[01:00:53.197 --> 01:00:53.697]  Why bother?
[01:00:54.497 --> 01:00:55.859]  The boy's life was effectively over.
[01:00:56.279 --> 01:00:57.821]  Campbell refused to accept this verdict.
[01:00:57.861 --> 01:00:59.824]  He demanded treatment and threatened legal action.
[01:01:00.265 --> 01:01:01.386]  The doctor finally relented.
[01:01:01.807 --> 01:01:04.790]  With treatment, Christopher's temperature subsided almost immediately.
[01:01:05.191 --> 01:01:09.296]  Soon afterwards, he regained consciousness, and today, he is learning to walk again.
[01:01:10.103 --> 01:01:14.925]  This story is one of many Wesley J. Smith recounts in his groundbreaking new book, Culture of Death.
[01:01:14.945 --> 01:01:16.425]  It's been out for 10 years now.
[01:01:17.245 --> 01:01:32.070]  Smith believes that American medicine is changing from a system based on the sanctity of human life to a stark utilitarian model, yeah it's eugenics, in which he, medically defenseless, are seen as having not just a right to die, but a duty to die.
[01:01:32.710 --> 01:01:33.731]  Going behind the curtain.
[01:01:34.591 --> 01:01:36.293]  ...of scenes of healthcare system.
[01:01:36.333 --> 01:01:43.601]  He shows how doctors would draw desired care based on futile care theory rather than providing it as required by the Hippocratic Oath.
[01:01:43.641 --> 01:01:44.382]  Well, it's been removed.
[01:01:45.282 --> 01:01:54.692]  And how bioethicists influence policy by considering questions such as whether organs may be harvested from the terminally ill and disabled.
[01:01:55.697 --> 01:01:58.419]  This is a passionate, yet coolly reasoned book, yeah.
[01:01:58.760 --> 01:02:00.081]  And he doesn't even get into really eugenics.
[01:02:00.701 --> 01:02:03.624]  I'm kind of the master researcher, along with Aaron Dykes on that.
[01:02:04.004 --> 01:02:04.805]  It integrates in.
[01:02:05.906 --> 01:02:11.831]  And we either understand, folks, they're now killing people who have become paralyzed.
[01:02:11.851 --> 01:02:15.313]  They're saying, well, your quality of life's not too good, paralyzed, neck down.
[01:02:15.334 --> 01:02:16.134]  We're going to kill you.
[01:02:17.595 --> 01:02:22.540]  Now, if you're Christopher Reeves and got, you know, $10 million in the bank, we're going to suck you dry.
[01:02:23.499 --> 01:02:27.321]  See, if you don't have money, they're going to kill you through this government-run healthcare system.
[01:02:28.222 --> 01:02:29.262]  And that's what's so sick.
[01:02:29.462 --> 01:02:39.708]  I'm not putting out rhetoric here to demonize Obamacare, because I don't like Obama, and I don't like the free phone, and I'm just mad because he's black and all this baloney.
[01:02:40.469 --> 01:02:43.551]  And these people jumping up and down feeling like they've won because they're guys in.
[01:02:43.851 --> 01:02:46.713]  Mitt Romney was bad too, but Obama was clearly worse.
[01:02:46.753 --> 01:02:47.713]  That's why he was put in.
[01:02:48.033 --> 01:02:50.395]  And the fact that they can say, oh, there's a mandate now.
[01:02:51.732 --> 01:02:54.194]  For all this just shows how they sell this fraud.
[01:02:54.214 --> 01:02:58.556]  I mean, look at this article by Wesley J. Smith in the Weekly Standard, 2004.
[01:03:00.097 --> 01:03:01.759]  Now they want to euthanize children.
[01:03:04.360 --> 01:03:08.663]  Paul Watson finds a bioethics journal, the biggest one this year, becomes big news.
[01:03:08.683 --> 01:03:09.544]  But it's all old news.
[01:03:09.784 --> 01:03:10.644]  It's been going on.
[01:03:10.865 --> 01:03:11.605]  It's getting worse.
[01:03:12.906 --> 01:03:15.628]  In the Netherlands, 31% of pediatricians have killed infants.
[01:03:15.728 --> 01:03:18.089]  A fifth of these killings were done without the consent of the parents.
[01:03:18.109 --> 01:03:18.570]  You hear that?
[01:03:18.690 --> 01:03:20.431]  Going Dutch has never been so horrible.
[01:03:21.883 --> 01:03:22.323]  You hear that?
[01:03:22.343 --> 01:03:25.046]  Because euthanasia is very Scandinavian.
[01:03:25.646 --> 01:03:26.767]  Very Northern European.
[01:03:29.929 --> 01:03:31.791]  That's archived at InfoWars.com.
[01:03:33.912 --> 01:03:36.615]  Now, where's Paul Watson's new article on this?
[01:03:36.715 --> 01:03:39.417]  It's up at InfoWars.com.
[01:03:40.097 --> 01:03:42.659]  And it is so incredibly important.
[01:03:42.699 --> 01:03:45.141]  We'll punch that up from InfoWars.com.
[01:03:47.666 --> 01:03:50.869]  Sick babies be starved to death under Obamacare.
[01:03:51.309 --> 01:03:54.152]  Doctors describe horror of Britain's socialist healthcare system.
[01:03:54.172 --> 01:03:55.473]  And I called Watson early this morning.
[01:03:55.813 --> 01:03:57.175]  I worked with him some on this article.
[01:03:57.775 --> 01:03:58.896]  He focuses on England.
[01:03:58.936 --> 01:03:59.957]  This is already going on.
[01:03:59.977 --> 01:04:07.804]  See, even my writers, who are incredibly intelligent, have a governor in their minds.
[01:04:07.824 --> 01:04:11.668]  Because I sat there for like 20 minutes on the phone with Paul at 7am this morning.
[01:04:12.679 --> 01:04:16.563]  And I said, after not sleeping all night, I said, go check this out, go check that out.
[01:04:16.943 --> 01:04:19.006]  They're already killing babies like that here in the U.S.
[01:04:19.386 --> 01:04:25.773]  And then Paul writes an article, I'm not criticizing him, this is full spectrum analysis here, saying could it happen?
[01:04:25.833 --> 01:04:30.738]  See, see, a normal person, I can go give you, Paul, where they're already killing kids.
[01:04:32.369 --> 01:04:36.290]  I just... People say InfoWars.com exaggerates.
[01:04:36.610 --> 01:04:38.351]  People say PrisonPlanet.com exaggerates.
[01:04:38.811 --> 01:04:39.932]  That's kind of a fake meme.
[01:04:40.432 --> 01:04:42.072]  Sometimes we do by accident.
[01:04:42.332 --> 01:04:44.153]  There's hyperbole, but usually it's not.
[01:04:44.193 --> 01:04:46.034]  It's worse than we're telling you, okay?
[01:04:46.354 --> 01:04:46.974]  It's worse!
[01:04:47.494 --> 01:04:48.114]  It's worse!
[01:04:48.915 --> 01:04:49.515]  It's worse!
[01:04:50.055 --> 01:04:57.658]  Bill Gates, there's a video clip of Bill Gates saying, if we don't give a lady end-of-life coverage, we can hire ten teachers.
[01:04:57.678 --> 01:04:59.078]  And the teachers all clap, oh good.
[01:04:59.578 --> 01:05:01.099]  They're being taught to be predators.
[01:05:04.130 --> 01:05:08.995]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[01:05:09.715 --> 01:05:12.518]  The most devastating economic condition since the Great Depression.
[01:05:12.958 --> 01:05:15.301]  America's worst drought in agricultural history.
[01:05:15.761 --> 01:05:18.364]  And now the economic results of the presidential election.
[01:05:18.784 --> 01:05:21.827]  This perfect storm is a huge threat to everyone's food supply.
[01:05:22.307 --> 01:05:26.892]  I just doubled down and got even more supplies from EatfoodsDirect, and I recommend you do the same.
[01:05:27.472 --> 01:05:29.635]  It's time to get your own supply from eFoodsDirect.
[01:05:30.156 --> 01:05:33.220]  I know I won't be standing in a bread line trading my freedom for food.
[01:05:33.821 --> 01:05:35.443]  I'm taking control of my future.
[01:05:35.923 --> 01:05:37.566]  And you're nuts if you don't do the same.
[01:05:37.586 --> 01:05:41.250]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[01:05:41.511 --> 01:05:43.834]  And you can start with a holiday gift pack that's normally $80 now on
[01:05:44.735 --> 01:05:44.995]  We're good.
[01:06:02.595 --> 01:06:06.617]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:06:06.697 --> 01:06:07.817]  Don't be one of them!
[01:06:07.917 --> 01:06:13.459]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:06:13.619 --> 01:06:23.243]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:06:23.423 --> 01:06:30.085]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:06:30.205 --> 01:06:34.327]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:06:34.567 --> 01:06:43.511]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:06:43.651 --> 01:06:47.113]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:06:47.333 --> 01:06:50.955]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:06:51.155 --> 01:06:57.427]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[01:06:57.547 --> 01:07:01.014]  That's SupernaturalSilver.com and like us on Facebook.
[01:07:02.717 --> 01:07:08.940]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:07:09.340 --> 01:07:11.741]  Renowned author and expert, Joel Skousen.
[01:07:11.761 --> 01:07:12.122]  The U.S.
[01:07:12.182 --> 01:07:16.284]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:07:16.404 --> 01:07:18.985]  They know that a massive nuclear attack is coming.
[01:07:19.385 --> 01:07:20.626]  They want that attack to come.
[01:07:20.866 --> 01:07:27.069]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:07:27.455 --> 01:07:29.918]  What I tell people is that you do have time.
[01:07:30.118 --> 01:07:34.904]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:07:35.085 --> 01:07:42.514]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:07:42.814 --> 01:07:45.355]  There is no preparedness without strategy.
[01:07:45.575 --> 01:07:48.197]  This Christmas, give the gift of preparedness.
[01:07:48.677 --> 01:07:52.919]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:07:53.239 --> 01:07:57.821]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:08:07.503 --> 01:08:11.708]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:12.349 --> 01:08:13.150]  You want answers?
[01:08:13.931 --> 01:08:14.852]  Well, so does he.
[01:08:15.473 --> 01:08:19.117]  He's Alex Jones on the GCN Radio Network.
[01:08:19.678 --> 01:08:23.743]  And now, live from Austin, Texas, Alex Jones.
[01:08:28.768 --> 01:08:37.217]  Back in 2004, I had a chance to meet her at the Project Censored Awards in San Francisco.
[01:08:38.550 --> 01:08:45.854]  I was there getting second place for a report on the Patriot Act, withdrawing remaining rights from the Bill of Rights.
[01:08:46.734 --> 01:08:51.477]  And she's in our film, Martial Law, 9-1-1, Rise of the Police State.
[01:08:51.517 --> 01:08:54.658]  She's been on the show, I don't know, 10 times or so over the years.
[01:08:55.319 --> 01:08:58.000]  She is former Congresswoman Cynthia McKinney.
[01:08:58.580 --> 01:09:01.482]  We played the clips here before, but you know, grilling Rumsfeld about
[01:09:02.362 --> 01:09:10.686]  sex trafficking with the Pentagon and defense contractors and DynCorp and Rumsfeld saying they're allowed to do that.
