[00:00:07.008 --> 00:00:07.548]  Be heard.
[00:27:02.048 --> 00:27:04.429]  My figures are that he's got 60 people plus.
[00:27:05.109 --> 00:27:06.010]  Of his relatives.
[00:27:06.190 --> 00:27:06.710]  Relatives.
[00:27:07.151 --> 00:27:11.414]  On the Congressional Office payroll, or on the payroll of his campaign.
[00:27:11.774 --> 00:27:20.160]  Jesse Benton, that a lot of people in the Ron Paul campaign tell me they can't stand, is to Ron Paul's granddaughter, I believe, right?
[00:27:20.420 --> 00:27:23.122]  And remember, the entire purpose of the campaign is nepotism.
[00:27:23.502 --> 00:27:27.165]  It's to feather the nest for little Rand, so that he has a future.
[00:27:27.825 --> 00:27:29.806]  And again, let's look at who this is.
[00:27:30.226 --> 00:27:31.126]  This is Romney.
[00:27:31.667 --> 00:27:37.809]  Now people, I think the better people who are interested in Ron Paul, they don't really understand economics, although they should.
[00:27:37.829 --> 00:27:39.309]  So Obama's going to save us?
[00:27:40.050 --> 00:27:40.250]  No.
[00:27:41.250 --> 00:27:44.311]  The Bilderberg people are turning for Romney.
[00:27:44.612 --> 00:27:46.112]  Romney, Mitch Daniels.
[00:27:46.132 --> 00:27:48.013]  The word I've got is Romney is in.
[00:27:48.653 --> 00:27:49.854]  From all the big power brokers.
[00:27:49.874 --> 00:27:51.015]  That's the Bilderberg.
[00:27:51.075 --> 00:27:56.079]  Bilderberg is throwing their weight, which is considerable, on the side of Romney, Mitch Stank.
[00:27:56.119 --> 00:28:00.442]  But now you want to get me away from this last point that I had.
[00:28:01.283 --> 00:28:03.265]  I'm not trying to get you away from anything, Webster.
[00:28:03.625 --> 00:28:06.487]  I came over here to interview Jennifer.
[00:28:07.168 --> 00:28:09.550]  And I nicely... You're my friend.
[00:28:09.570 --> 00:28:11.071]  I said I'd interview you.
[00:28:11.511 --> 00:28:13.413]  You were interrupting, telling me, shut up.
[00:28:13.773 --> 00:28:16.435]  And now you're saying I want to keep you from the audience.
[00:28:16.655 --> 00:28:17.316]  That's bullshit.
[00:28:18.100 --> 00:28:19.301]  Now listen, that's bull****.
[00:28:20.682 --> 00:28:21.842]  No, no, no, no, no, no!
[00:28:22.243 --> 00:28:23.564]  I'm just saying, I'm interviewing you.
[00:28:23.584 --> 00:28:26.485]  I'm not trying to censor you, but I have views on all this.
[00:28:26.906 --> 00:28:27.366]  That's all.
[00:28:27.766 --> 00:28:29.467]  For heaven's sakes, am I trying to shut you down?
[00:28:29.828 --> 00:28:30.428]  Make your point.
[00:28:30.708 --> 00:28:36.372]  I want to get your point on Al Qaeda, Syria, Libya, Russia, the Russian at the meeting.
[00:28:36.432 --> 00:28:39.274]  I want to talk about that and this obsession about Ron Paul.
[00:28:40.393 --> 00:28:47.076]  A vote for Ron Paul was a vote for Romney, and this is the tragic reality, and I sympathize with people who were duped in this regard.
[00:28:47.116 --> 00:28:54.680]  Remember, Ron Paul runs as an anti-war candidate, even though he voted for the Afghan war.
[00:28:54.700 --> 00:28:57.822]  You should remember, Ron Paul voted for the Afghan war.
[00:28:58.202 --> 00:29:01.684]  Like Kerry, he was for the Afghan war before he was against it.
[00:29:01.724 --> 00:29:02.524]  Now he's against it.
[00:29:02.984 --> 00:29:04.265]  Now let's look at Romney.
[00:29:04.485 --> 00:29:06.326]  If you're supporting Romney, what are you going to get?
[00:29:06.926 --> 00:29:07.988]  The biggest warmonger.
[00:29:08.068 --> 00:29:13.134]  Romney is out there saying that Russia is the main strategic enemy of the United States.
[00:29:13.815 --> 00:29:21.025]  And Romney is out there saying that he doesn't want the option to attack Iran on the table.
[00:29:21.506 --> 00:29:22.968]  He wants it in his hand.
[00:29:24.392 --> 00:29:25.914]  Well, there you go, Webster.
[00:29:25.994 --> 00:29:27.296]  Ron Paul's a warmonger.
[00:29:28.017 --> 00:29:34.386]  Two days after 9-11, he says, okay, use the force in Afghanistan to get bin Laden.
[00:29:34.486 --> 00:29:35.768]  Now you're saying he's a warmonger.
[00:29:35.969 --> 00:29:37.471]  He's been against all these damn wars.
[00:29:38.404 --> 00:29:40.366]  Voted for the Afghan War.
[00:29:40.486 --> 00:29:42.567]  Barbara Lee voted against it.
[00:29:42.587 --> 00:29:44.509]  Barbara Lee voted against it.
[00:29:44.829 --> 00:29:46.050]  Ron Paul voted for it.
[00:29:46.330 --> 00:29:49.413]  You look for a statesman, Barbara Lee is a statesman.
[00:29:49.873 --> 00:29:53.576]  Ron Paul didn't make the... The difference is you have a belief in the state to empower him.
[00:29:53.616 --> 00:29:54.296]  Ron Paul doesn't.
[00:29:54.457 --> 00:30:01.182]  If the big thing with Ron Paul is that he's against imperialist wars, how come he voted for the Afghan War?
[00:30:02.728 --> 00:30:05.849]  So there you have it, big controversy on YouTube with that one.
[00:30:06.449 --> 00:30:21.935]  Webster Tarpley now thinks that Ron Paul is the centre of all evil, even though for the past 20 odd years he's opposed every NDAA, Federal Reserve, big banker piece of legislation, police state legislation, opposed the drones, opposed all of it.
[00:30:22.515 --> 00:30:33.811]  being the preeminent voice of liberty but apparently according to Webster Tarpley he's now the center of all evil so I'm sure we'll revisit that in the coming days on Infowars.com
[00:30:34.870 --> 00:30:38.852]  Anti-democratic world government advocate attends Bilderberg.
[00:30:39.293 --> 00:30:44.096]  Financial Times writer Gideon Reitman was in attendance at this year's 2012 Bilderberg Group Conference.
[00:30:44.516 --> 00:30:55.722]  No doubt to further the agenda, he advanced in a December 2008 FT article in which he argued that, quote, everything is in place for a dictatorial world government to be imposed by a technocratic elite.
[00:30:57.071 --> 00:31:07.863]  Now, if you've ever wanted to see just the perfect illustration of a ladder-climbing, snivelling, elitist, tofsnob wannabe, then it's Gideon Rackman.
[00:31:07.883 --> 00:31:10.226]  His picture's in this article arriving at Bilderberg.
[00:31:11.249 --> 00:31:32.663]  And he's been well rewarded by the global elite because this 2008 FT article, which of course is basically the voice of Bilderberg, he calls for a UN army to enforce global carbon taxes, said it should be based on the EU, and said that basically it can only work if it's, quote, anti-democratic.
[00:31:33.766 --> 00:31:35.408]  This is the darling of Bilderberg.
[00:31:35.448 --> 00:31:40.173]  He's been rewarded almost every year since by attendants at the actual meeting.
[00:31:40.614 --> 00:31:46.760]  This is the guy who openly calls for authoritarian world government to be imposed by stealth.
[00:31:47.745 --> 00:31:54.247]  So basically I sent him an email today because I noticed he was at Bilderberg challenging him to a debate.
[00:31:54.327 --> 00:32:00.629]  Let's have a debate about why an authoritarian world government imposed by stealth is so necessary.
[00:32:01.249 --> 00:32:02.630]  Here's the email I sent him.
[00:32:02.990 --> 00:32:05.250]  Don't expect a response, but here we go anyway.
[00:32:05.570 --> 00:32:13.393]  Gideon, I'm guessing your war criminal friend Henry Kissinger was receptive to the ideas outlined in your, and now for a world government, piece.
[00:32:14.053 --> 00:32:15.334]  Oh, I'm sorry, I forgot.
[00:32:15.394 --> 00:32:22.858]  Over 100 of the world's power brokers jet halfway across the world for three days just for a nice dinner and a game of golf.
[00:32:23.239 --> 00:32:25.360]  That's according to Romney's foreign policy advisor.
[00:32:25.960 --> 00:32:30.143]  So when is your report on Bilderberg 2012 going to appear in the Financial Times?
[00:32:30.823 --> 00:32:31.544]  I know, I know.
[00:32:31.624 --> 00:32:38.528]  Wolfie, that's of course Martin Wolf, FT editor, Bilderberg member, would never allow such heresy.
[00:32:39.599 --> 00:32:43.440]  Were you one of the snobs labelling us all cockroaches?
[00:32:44.040 --> 00:32:47.962]  Come on, Gideon, there's still time for you to turn away from the dark side.
[00:32:48.362 --> 00:32:50.823]  I challenge you to a debate on the Alex Jones Show.
[00:32:51.123 --> 00:32:52.623]  Do you have the balls?
[00:32:53.384 --> 00:33:01.606]  And judging by the fact that whenever you mention Bilderberg to these scum, it's like holding up a, you know, a cross to a vampire or something.
[00:33:02.147 --> 00:33:04.307]  They turn and scatter like cockroaches.
[00:33:04.908 --> 00:33:08.669]  So I don't expect any response, but the challenge is there, Gideon.
[00:33:09.529 --> 00:33:18.834]  Let's have a debate about all this and let's see if he acts like all the other cockroaches and runs away like a big girl's blouse.
[00:33:18.874 --> 00:33:20.055]  Let's have a debate about it.
[00:33:20.095 --> 00:33:21.435]  Let's get it open on the air.
[00:33:21.695 --> 00:33:23.376]  The challenge is there.
[00:33:23.476 --> 00:33:25.758]  Gideon Rachman, do you respond?
[00:33:27.098 --> 00:33:27.819]  Video now.
[00:33:28.279 --> 00:33:29.980]  The Bilderberg exodus.
[00:33:30.400 --> 00:33:36.723]  This is where the Bilderberg members all leave and are confronted by the protesters there outside the hotel.
[00:33:36.743 --> 00:33:37.644]  Let's go to this clip.
[00:33:44.124 --> 00:33:49.710]  You're going to jail, you North Ork scum!
[00:33:49.730 --> 00:33:50.411]  We got you!
[00:33:50.931 --> 00:33:51.572]  We got you!
[00:33:51.592 --> 00:33:51.672]  Yeah!
[00:34:01.442 --> 00:34:04.404]  We're catching some of the Bilderbergers on their way out.
[00:34:04.925 --> 00:34:07.847]  Hey buddy, what's up?
[00:34:08.568 --> 00:34:09.889]  Yeah!
[00:34:09.949 --> 00:34:17.955]  Get out of here!
[00:34:17.995 --> 00:34:18.916]  Thank you!
[00:34:19.196 --> 00:34:23.119]  Oh my gosh.
[00:34:29.151 --> 00:34:33.593]  I just got a message from the dispatcher telling me the same thing that you just said.
[00:34:34.994 --> 00:34:37.915]  Which is what?
[00:34:39.176 --> 00:34:42.798]  But people getting arrested for stopping in the crosswalk or using the crosswalk.
[00:34:43.018 --> 00:34:43.878]  Right.
[00:34:43.918 --> 00:34:53.623]  Okay, just to clarify, what he told me was at one point in time for a brief period, you were asked not to step in the crosswalk or use it because I guess cars were coming through or something like that.
[00:34:53.683 --> 00:34:53.923]  Right.
[00:34:53.963 --> 00:34:57.365]  But now you're entitled to use the crosswalk as you normally would as a citizen.
[00:34:57.965 --> 00:35:00.606]  So you guys, are you going to help me out?
[00:35:01.406 --> 00:35:04.546]  I'm not going to leave because as far as I know this is public property.
[00:35:04.586 --> 00:35:07.127]  I mean, they can ask.
[00:35:07.267 --> 00:35:08.847]  Yeah, you tell him he can ask all he wants.
[00:35:11.488 --> 00:35:13.088]  And now we have another one coming up.
[00:35:13.588 --> 00:35:20.189]  So we'll show you just exactly what we've been doing here on this middle center island.
[00:35:20.309 --> 00:35:21.810]  Here he comes.
[00:35:22.410 --> 00:35:22.930]  Here he comes.
[00:35:26.258 --> 00:35:28.479]  Nobody's stepping in the street.
[00:35:28.579 --> 00:35:29.620]  He didn't want to stop.
[00:35:29.660 --> 00:35:31.241]  Nobody's stepping in the street.
[00:35:31.281 --> 00:35:32.682]  He's waiting for the light.
[00:35:32.842 --> 00:35:33.382]  Go home!
[00:35:33.402 --> 00:35:34.122]  Go home!
[00:35:34.723 --> 00:35:36.624]  Go home, you globalist scumbag!
[00:35:47.882 --> 00:35:50.986]  Oh, you want to do an order?
[00:35:51.046 --> 00:35:52.628]  Oh, you want to do an order?
[00:36:11.598 --> 00:36:19.002]  Great video from Dan Dix there, Press for Truth TV, of all the protesters confronting Bilderberg members as they left.
[00:36:19.062 --> 00:36:23.504]  That's when they got some more great photographs, which we'll be putting on the website over the next few days.
[00:36:24.265 --> 00:36:27.406]  Syria regime change on Bilderberg agenda.
[00:36:27.446 --> 00:36:31.769]  We put this out on Saturday, but I wanted to get back into it because it's important.
[00:36:32.409 --> 00:36:50.478]  The presence of Syrian National Transitional Council head Basma Khodmeini at the 2012 Bilderberg Conference clearly indicates that power brokers at the elite confab will be discussing the effort to topple President Bashar al-Assad and install a NATO-friendly administration in the violence-stricken country.
[00:36:51.118 --> 00:36:57.862]  Khodmeini is the head of foreign affairs with the SNC, a coalition of Syrian opposition groups based in Istanbul, Turkey.
[00:36:58.522 --> 00:37:14.568]  While at the Bilderberg meeting, she will be in the company, the esteemed company, of the likes of former Secretary of State and acute war criminal Henry Kissinger, war hawk Richard Perle, and Thomas E. Donilon, National Security Advisor for the Obama White House.
[00:37:15.208 --> 00:37:29.311]  So we've got this Syrian rebel transitional representative scuttling away to her little conference room to plot with Bilderberg about overthrowing another sovereign country.
[00:37:29.972 --> 00:37:39.254]  Brookings Institute, of course, the think tank that's laid out the plan in explicit detail to topple Syria for the globalists, they're represented at Bilderberg.
[00:37:39.314 --> 00:37:43.535]  She's no doubt going to be discussing things with them, or has done over the past few days.
[00:37:44.375 --> 00:37:59.867]  Then of course, the news that came out during the conference, Bilderberg member and close friend of Kissinger, Fareed Zakaria, pushing on CNN a plan to starve Syrians to death as part of the regime change humanitarian love mission.
[00:38:00.968 --> 00:38:04.150]  Of course we had the Hula Massacre happened last weekend.
[00:38:04.170 --> 00:38:07.752]  Eyewitnesses said it was carried out by terrorists.
[00:38:08.292 --> 00:38:16.757]  That's being blamed on Assad's forces, like it would be such a great global propaganda coup to go and massacre dozens of kids.
[00:38:17.777 --> 00:38:21.460]  Well, that's becoming the central hallmark on which all this is being built.
[00:38:21.540 --> 00:38:27.964]  It's sounding very much like the Hill and Knowlton Saddam incubator baby hoax.
[00:38:28.624 --> 00:38:30.606]  And of course, Susan Rice came out.
[00:38:30.666 --> 00:38:34.808]  This is the US ambassador who likes to openly make terrorist threats.
[00:38:34.968 --> 00:38:37.270]  If you don't stand down, you'll get more terrorist attacks.
[00:38:37.310 --> 00:38:39.531]  That's literally what she said a couple of weeks ago.
[00:38:40.272 --> 00:38:42.954]  We've got Hillary Clinton coming out, another merchant of death.
[00:38:43.614 --> 00:38:45.755]  Both of them are threatening more military action.
[00:38:46.756 --> 00:38:50.498]  And Syria is definitely the next domino that they need to fall.
[00:38:51.418 --> 00:38:55.180]  And that's why there's SNC Syria members at Bilderberg this year.
[00:38:55.880 --> 00:39:07.366]  Word is they're planning a fake Saddam-style faux-revolution statue-toppling ceremony in the middle of Damascus to try and
[00:39:08.542 --> 00:39:15.686]  Fake senior military commanders in the Syrian army into the false assumption that the end of the regime is near.
[00:39:15.846 --> 00:39:20.089]  They're trying to get them to defect by staging a fake statue toppling.
[00:39:20.129 --> 00:39:21.209]  Remember the one in Iraq?
[00:39:21.710 --> 00:39:24.751]  They claimed it was, you know, thousands of Iraqis in Baghdad.
[00:39:25.032 --> 00:39:29.934]  Turned out it was a handful led by Ahmed Shalabi, the US stooge.
[00:39:30.315 --> 00:39:36.858]  So they're planning on some global media event like that to try and get military commanders to defect in Syria.
[00:39:37.819 --> 00:39:45.183]  There's also a plan in place to shut down Syrian state TV so the opposition can monopolise the propaganda.
[00:39:45.924 --> 00:39:51.367]  And Bilderberg is firmly behind regime change in Syria just as they were in Libya.
[00:39:51.507 --> 00:39:53.789]  Remember Sam Moritz last year in Switzerland?
[00:39:54.349 --> 00:39:58.254]  Bilderberg gave the green light to get the job finished in Libya.
[00:39:58.274 --> 00:40:10.027]  A few months later, Gaddafi was gone and the friendly NATO-backed al-Qaeda rebels were flying their black and white flag over courthouses and other centres of power in Libya.
[00:40:10.448 --> 00:40:12.891]  So it seems, again, history is repeating itself.
[00:40:13.991 --> 00:40:20.197]  With Bilderberg moving firmly behind the agenda with the rest of the neocon establishment to attack Syria.
[00:40:21.038 --> 00:40:22.299]  Now moving on to other news.
[00:40:23.200 --> 00:40:26.944]  CFR proposes using army to enforce domestic law.
[00:40:27.144 --> 00:40:28.625]  This is out of Infowars.com.
[00:40:29.406 --> 00:40:43.714]  The Council on Foreign Relations, the elite think tank long associated with globalist policymaking and subversion of the principles of the US Constitution, has published an article that proposes using the army to plan and carry out domestic law enforcement missions in the US.
[00:40:44.514 --> 00:40:59.317]  An article in the May-June issue of CFR's official journal, Foreign Affairs, calls for the Army to address challenges in the United States itself, that's a quote, with the justification being to protect Americans from terrorist attacks.
[00:40:59.797 --> 00:41:08.339]  And this article just goes into voluminous detail about the documented militarization of domestic law enforcement, which of course picked up from
[00:41:09.560 --> 00:41:18.690]  2008 onwards with the announcement that NORTHCOM troops would be inside the US performing crowd control, dealing with civil unrest.
[00:41:20.120 --> 00:41:28.625]  Now of course we've got routine urban warfare training drills involving National Guard troops marching down US streets.
[00:41:28.665 --> 00:41:39.772]  We had the picture a couple of months ago with the article in Crookston where they had the National Guard out there patrolling residential neighborhoods like it was nothing to worry about.
[00:41:41.332 --> 00:41:52.735]  So again this article goes into great detail about the domestic militarization of law enforcement and now of course they're bringing that to the next level with the 30,000 drones in the sky.
[00:41:53.236 --> 00:41:57.857]  Related story here out of Infowars.com which is up on drudgereport.com
[00:41:58.437 --> 00:42:03.099]  EPA using drones to spy on cattle ranches in Nebraska and Iowa.
[00:42:03.639 --> 00:42:09.681]  Obama's Environmental Protection Agency is using aerial drones to spy on farmers in Nebraska and Iowa.
[00:42:10.061 --> 00:42:18.644]  The surveillance came under scrutiny last week when Nebraska's Congressional Delegation sent a joint letter to EPA Administrator Lisa Jackson.
[00:42:19.384 --> 00:42:24.286]  So in the context of the comments made by Charles Krauthammer last month,
[00:42:25.066 --> 00:42:29.114]  You know, the first American to shoot down a domestic drone will be a folk hero.
[00:42:29.595 --> 00:42:33.543]  It's sure looking like it's going to be a target-rich environment.
[00:42:33.724 --> 00:42:35.487]  Everybody's jumping on board.
[00:42:37.105 --> 00:42:45.170]  And again, everything we saw used against insurgents and terrorists in Iraq and Afghanistan is now being enforced domestically.
[00:42:45.970 --> 00:42:51.013]  They were the ones getting body scanned, you know, putting biometric databases ten years ago.
[00:42:51.073 --> 00:42:52.855]  They were the ones on the run from drones.
[00:42:53.495 --> 00:43:01.980]  Now it's the American people's turn to taste the tyranny that people in foreign countries have been experiencing for decades.
[00:43:02.681 --> 00:43:04.422]  And we stressed this point before, I mean,
[00:43:05.282 --> 00:43:10.646]  The federal government treats its own population as an enemy that needs to be conquered.
[00:43:11.027 --> 00:43:22.596]  That's implicit in all the documents that they've put out labeling anybody who's even tangentially interested in politics or activism as a domestic extremist, as a threat.
[00:43:22.956 --> 00:43:26.079]  You know, pay cash for a coffee, you're a potential terrorist.
[00:43:27.253 --> 00:43:31.774]  And that, you know, that kind of mindset can only lead to two outcomes.
[00:43:31.914 --> 00:43:33.875]  Civil war, complete serfdom.
[00:43:34.375 --> 00:43:41.636]  That's why we're trying to peaceably inform and enlighten enough Americans to the point where they back off from doing it.
[00:43:42.096 --> 00:43:43.797]  Doesn't look like it's going to happen at the moment.
[00:43:43.837 --> 00:43:49.818]  They keep lurching forward with this domestic militarization drone army agenda.
[00:43:50.238 --> 00:43:52.819]  Now, of course, they've got the drones armed with taser guns
[00:43:53.680 --> 00:43:59.774]  Non-lethal weapons to incapacitate protesters, so it's definitely being stepped up to the next level.
[00:44:00.879 --> 00:44:04.641]  But of course, the resistance matches it in every facet.
[00:44:04.681 --> 00:44:08.302]  That's why you've got record gun sales, all-time record highs.
[00:44:08.902 --> 00:44:19.567]  That's why, as our friend Gideon Rackman, the Bilderberg member who I talked about earlier, said, quote, people are reaching for their rifles in America's talk radio heartland.
[00:44:19.607 --> 00:44:20.107]  That's right.
[00:44:20.127 --> 00:44:24.389]  The Bilderbergers know that the resentment, the fury, is building.
[00:44:24.849 --> 00:44:26.030]  And that's only going to increase
[00:44:26.990 --> 00:44:33.572]  As this domestic militarisation of law enforcement agenda rolls out from the major cities and beyond.
[00:44:34.632 --> 00:44:36.973]  InfoWars Nightly News quote of the day.
[00:44:37.473 --> 00:44:40.394]  You are a den of vipers, I intend to rout you out.
[00:44:40.834 --> 00:44:43.275]  And by the eternal God, I will rout you out.
[00:44:43.495 --> 00:44:52.297]  If the people only understood the rank injustice of our money and the banking system, there would be a revolution before morning.
[00:44:53.057 --> 00:44:55.298]  That's President Andrew Jackson
[00:44:56.078 --> 00:45:10.653]  Who, with rhetoric like that, of course the 7th President of the United States, with talk like that, would have no doubt been labelled a cockroach by the elite of his day, just as the elite of our day label us cockroaches.
[00:45:11.578 --> 00:45:18.703]  We're going to go to our last video now on InfoWars Nightly News, looking back at the huge success of Occupy Bilderberg 2012.
[00:45:20.184 --> 00:45:41.218]  Again, kudos to all the fantastic protesters out there who made this a record-breaking event in terms of protest numbers, in terms of just basically being loud, getting in Bilderberg members' faces, the bullhorn echo effect, all of it, the media coverage, the freak-out by the fake alternative media.
[00:45:42.318 --> 00:45:52.101]  And of course the terror of Bilderberg now that they absolutely hate us, they can't stand being protested, they want us all to die in plane crashes and call us cockroaches.
[00:45:52.622 --> 00:45:55.403]  Something about that tells me we're starting to get under their skin.
[00:45:55.443 --> 00:45:56.143]  Let's go to the clip.
[00:45:56.943 --> 00:46:07.748]  I am a bit shell-shocked just by shaking thousands of hands in between bullhorning, filing reports, talking to insiders and sources and dealing with the police.
[00:46:08.108 --> 00:46:12.650]  It has been a circus of the last four days.
[00:46:12.710 --> 00:46:15.291]  Really, Thursday, Friday, Saturday and Sunday were just wild.
[00:46:16.091 --> 00:46:20.253]  Saturday was pretty darn wild as well.
[00:46:20.974 --> 00:46:24.255]  We've learned a lot of the inside scoop from Bilderberg 2012.
[00:46:26.816 --> 00:46:28.639]  The establishment is not pleased.
[00:46:29.360 --> 00:46:33.144]  The bullhorning was so loud that I'm even more deaf.
[00:46:34.338 --> 00:46:35.519]  Uh, than I was before.
[00:46:35.539 --> 00:46:38.281]  In fact, I've got to put a note here about bullhorning.
[00:46:38.661 --> 00:46:39.802]  I've got to tell you about this.
[00:46:39.862 --> 00:46:44.445]  We learned how to take megaphones and bullhorn into one and then to another.
[00:46:44.466 --> 00:46:53.512]  Not just everybody talking on different bullhorns, but have one person through a string of bullhorns, like something out of Dr. Seuss' book, and it does something with the resonance.
[00:46:53.532 --> 00:46:55.413]  Like, when I scream in a bullhorn, it's even louder.
[00:46:55.894 --> 00:46:57.415]  It somehow puts out more sound.
[00:46:57.455 --> 00:46:58.316]  People don't understand that.
[00:46:59.895 --> 00:47:01.316]  Talking into one, it's the yelling into one.
[00:47:02.036 --> 00:47:05.417]  I'm legendary for that, really discovering, and I'm sure others have discovered it as well.
[00:47:06.237 --> 00:47:12.280]  This, though, got so loud, it was causing me to have migraine headaches, and I would have to go lay down on the ground.
[00:47:12.300 --> 00:47:13.340]  I mean, it was so loud.
[00:47:13.720 --> 00:47:15.001]  Charlie Skelton, The Guardian.
[00:47:16.184 --> 00:47:17.245]  Said that he had to get away from it.
[00:47:17.645 --> 00:47:25.353]  And we were shaking the windows of it, because the one area where they have the conference area is the one area that sticks off the property to like 40 feet from the street.
[00:47:25.773 --> 00:47:27.555]  They put up these big fences and black tarps.
[00:47:28.115 --> 00:47:29.536]  People ripped those down, by the way.
[00:47:30.397 --> 00:47:32.039]  And it was shaking the building.
[00:47:32.499 --> 00:47:34.181]  And the first day, the police were really nice.
[00:47:34.681 --> 00:47:38.184]  Then some of the more younger people got there and yelled at them and stuff for no reason.
[00:47:38.224 --> 00:47:40.486]  Then they got a little bit of abusive back.
[00:47:41.775 --> 00:47:45.996]  They were under orders, but by the time they all listened to my radio show, a lot of them were already listeners.
[00:47:46.016 --> 00:47:47.977]  We had them on video, and then they got in trouble saying they were.
[00:47:49.257 --> 00:47:50.578]  Nicest police I've ever seen anywhere.
[00:47:51.238 --> 00:47:52.278]  They're in Roanoke, Virginia.
[00:47:53.019 --> 00:47:53.679]  The county there.
[00:47:55.880 --> 00:47:56.720]  Fairfax County.
[00:47:57.400 --> 00:48:00.861]  I just called it Roanoke because that's where... Man, my brain is fried.
[00:48:00.901 --> 00:48:01.922]  Fairfax County Police.
[00:48:05.595 --> 00:48:07.756]  Then today, we were saying, who supports the Constitution?
[00:48:08.036 --> 00:48:08.816]  They're raising their hands.
[00:48:08.836 --> 00:48:10.216]  Who doesn't like those globalists in there?
[00:48:10.236 --> 00:48:11.137]  They're raising their hands.
[00:48:12.157 --> 00:48:13.117]  It was amazing.
[00:48:13.737 --> 00:48:15.798]  The police were looking into the Logan Act.
[00:48:16.158 --> 00:48:20.799]  They had iPads out looking at Bilderberg's statements and quotes about world government.
[00:48:20.859 --> 00:48:22.640]  And I would tell the cops, look up.
[00:48:23.300 --> 00:48:24.081]  The U.N.
[00:48:24.541 --> 00:48:27.423]  telling Congress three months ago they now run the U.S.
[00:48:27.443 --> 00:48:27.883]  military.
[00:48:28.223 --> 00:48:30.745]  The cops looked it up and were freaking out.
[00:48:31.345 --> 00:48:32.546]  They were looking up all the names.
[00:48:32.746 --> 00:48:34.567]  They were investigating, like we do.
[00:48:34.787 --> 00:48:37.569]  And by the end, they were absolutely on our side.
[00:48:37.609 --> 00:48:39.190]  It was amazing.
[00:48:39.510 --> 00:48:40.311]  We'll be right back.
[00:48:40.571 --> 00:48:41.552]  Big news straight ahead.
[00:48:41.572 --> 00:48:41.952]  Stay with us.
[00:48:44.073 --> 00:48:48.697]  I want to urge you again to check out planetinfowars.com.
[00:48:48.737 --> 00:48:51.319]  Of course, this is our big new social network.
[00:48:51.619 --> 00:48:55.182]  The kind of protests you saw at Bilderberg, we want to see that more often.
[00:48:55.603 --> 00:48:57.464]  We want to see it in ever greater numbers.
[00:48:57.504 --> 00:49:01.668]  And that's the place where you can go and network with other like-minded people.
[00:49:01.788 --> 00:49:03.349]  You can also put your own blog on there.
[00:49:03.389 --> 00:49:04.470]  You can have discussions.
[00:49:04.490 --> 00:49:05.731]  There's a dating section.
[00:49:05.771 --> 00:49:08.153]  You can meet like-minded people for relationships.
[00:49:08.894 --> 00:49:16.824]  And we put a lot of work into this, it's been many years in the making, and it's proven wildly popular already, thousands and thousands of subscribers.
[00:49:17.084 --> 00:49:22.791]  It's all free, it's all there for you to use, so I urge you to visit planetinfowars.com.
[00:49:23.232 --> 00:49:24.353]  Of course, the other...
[00:49:25.495 --> 00:49:32.021]  promotional vehicle that we have to mention, because it funds our entire operation, is PrisonPlanet.tv.
[00:49:32.761 --> 00:49:37.766]  Now the hours and hours of live streaming you saw at Bilderberg, that's not free.
[00:49:37.806 --> 00:49:38.867]  That costs a lot of money.
[00:49:38.907 --> 00:49:48.074]  In fact, I remember last year in Switzerland, we constantly had to ring up and demand extra data on our plan, because it was just costing thousands and thousands of dollars a day.
[00:49:48.995 --> 00:49:51.777]  You know, all the travel expenses, the hotel expenses.
[00:49:52.198 --> 00:49:59.644]  We're not funded by George Soros, we're not funded by the Kremlin, we're not funded by any government, state or major corporation.
[00:49:59.924 --> 00:50:04.408]  We're funded by you, our subscribers at PrisonPlanet.tv.
[00:50:04.428 --> 00:50:07.510]  So if you're watching this on YouTube, please consider subscribing.
[00:50:07.830 --> 00:50:12.054]  You get a whole host of content, the Alex Jones Show, radio archives,
[00:50:12.754 --> 00:50:26.703]  The nightly news archives, the live streams, speeches, special events, rants, behind the scenes stuff, it's all there in one place at PrisonPlanet.tv and it helps fund our entire operation so please subscribe at PrisonPlanet.tv
[00:50:28.547 --> 00:50:32.552]  That's going to wrap it up for this edition of InfoWars Nightly News.
[00:50:32.612 --> 00:50:34.214]  I've been your host Paul Joseph Watson.
[00:50:34.515 --> 00:50:41.884]  Continue to check out all the breaking news at InfoWars.com and we will see you on the next edition of InfoWars Nightly News.
[00:50:41.944 --> 00:50:42.385]  Take care.
[00:51:10.746 --> 00:51:16.027]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:51:16.287 --> 00:51:18.488]  Start purifying your water with ProPure.
[00:51:18.708 --> 00:51:27.669]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:51:27.850 --> 00:51:31.070]  Its filters are silver and pregnant to prevent bacterial growth.
[00:51:31.330 --> 00:51:32.751]  There's no priming required.
[00:51:33.011 --> 00:51:33.831]  It's NSF-42 certified.
[00:51:35.311 --> 00:51:37.813]  Optional fluoride filters can reduce fluoride up to 95%.
[00:51:38.294 --> 00:51:40.255]  Easy to set up and use.
[00:51:40.435 --> 00:51:41.736]  Doesn't require electricity.
[00:51:41.876 --> 00:51:44.759]  Purify water from lakes, streams, ponds, and wells.
