[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[00:38:25.129 --> 00:38:27.211]  I need to just go quietly into the night.
[00:38:27.612 --> 00:38:28.572]  I need to just shut up.
[00:38:28.653 --> 00:38:30.594]  Well, no, the answer is I'm normal.
[00:38:30.855 --> 00:38:32.556]  I'm got my head screwed on straight.
[00:38:32.896 --> 00:38:36.620]  I'm an aggressive, intelligent male who wants to protect my family.
[00:38:36.880 --> 00:38:39.623]  And to do that, I've got to be informed and I've got to mobilize people
[00:38:40.183 --> 00:38:48.269]  So we can collectively defeat these globalist collectivists through our individual actions, but through a collective love of liberty and freedom and common sense.
[00:38:48.589 --> 00:38:55.895]  The globalists and authoritarians wage war on common sense, on due process, and on reality.
[00:38:56.255 --> 00:39:06.403]  They don't arrest the father of a four-year-old in Head Start programs because she draws a gun, because they're crazy or fearful or dumb.
[00:39:06.683 --> 00:39:09.245]  They're exercising power as the Thought Police.
[00:39:11.138 --> 00:39:20.494]  They don't taser an old woman until she's brain dead because she didn't answer police questions at a checkpoint because they're out of control and stupid.
[00:39:20.735 --> 00:39:23.880]  They do it because it's about a total exercise of raw power.
[00:39:24.721 --> 00:39:35.669]  The TSA doesn't go in your pants and actually squeeze your body parts, or go into Miss America's pants, Miss USA's pants, to be technical, always mix those two up, Miss USA, in Dallas till she cries.
[00:39:36.590 --> 00:39:42.715]  They don't pull women's shirts off and ask them out on dates in Amarillo because they're crazy or out of control.
[00:39:42.735 --> 00:39:45.176]  I mean, they're crazy thugs, but they're crazy like a fox.
[00:39:45.497 --> 00:39:47.758]  It's about breaking your will.
[00:39:48.899 --> 00:39:49.780]  Now, Paul Watson,
[00:39:51.820 --> 00:40:00.685]  has a link to the University of Melbourne paper on applied philosophy and public ethics at the University of Melbourne.
[00:40:01.225 --> 00:40:02.165]  This is out of Australia.
[00:40:02.926 --> 00:40:06.628]  But you can go pull up the American Medical Association
[00:40:09.347 --> 00:40:10.988]  Sponsored type groups.
[00:40:11.528 --> 00:40:12.368]  You can go look at these.
[00:40:13.108 --> 00:40:16.709]  What they've done is they've gotten rid of the Hippocratic oath that they've had for thousands of years.
[00:40:16.769 --> 00:40:20.070]  If a doctor does no harm, a doctor must help the poor.
[00:40:20.970 --> 00:40:22.450]  At least a third of their practice.
[00:40:22.810 --> 00:40:25.731]  It is an honor to be part of the doctor priesthood.
[00:40:25.771 --> 00:40:26.451]  That's what it is.
[00:40:27.071 --> 00:40:31.333]  That was the ancient priesthood of, what is it, Hippocrates.
[00:40:32.633 --> 00:40:33.053]  Gone.
[00:40:34.158 --> 00:40:39.202]  For at least, what is it, 20 years now in the U.S., longer in England, they do not give the Hippocratic Oath.
[00:40:40.543 --> 00:40:43.265]  Now they are part of a bioethicist guild.
[00:40:43.505 --> 00:40:46.747]  And they say, well, bioethicist is just the ethics of medical stuff.
[00:40:46.808 --> 00:40:53.793]  No, it's been set up to replace the Hippocratic Oath, and it is set up and directed by eugenicists.
[00:40:55.464 --> 00:40:58.425]  And they get off on the power trip of they'll decide what's going to happen.
[00:40:58.705 --> 00:41:00.565]  They'll decide if your kid's going to have an abortion.
[00:41:00.605 --> 00:41:02.006]  They'll decide who's inoculated.
[00:41:02.286 --> 00:41:08.087]  They'll decide that, well, a vaccine kills one out of a thousand, but we claim it has a greater good, so we say you have no freedom.
[00:41:08.827 --> 00:41:10.588]  They're the doctors that report you.
[00:41:10.648 --> 00:41:15.889]  They're the doctors that have you arrested if you don't do what they say.
[00:41:15.909 --> 00:41:18.149]  And the police come and arrest you even though there's no law.
[00:41:18.610 --> 00:41:19.130]  Doesn't matter.
[00:41:19.150 --> 00:41:20.050]  It happens all the time now.
[00:41:21.616 --> 00:41:22.879]  They are the bioethicists.
[00:41:23.560 --> 00:41:25.544]  And you can pull up everywhere.
[00:41:26.681 --> 00:41:29.683]  Where they say babies are mackerel.
[00:41:30.063 --> 00:41:31.524]  That's a Peter Singer quote.
[00:41:32.085 --> 00:41:34.526]  And they have big events where all the bioethicists come.
[00:41:34.546 --> 00:41:35.347]  You know, the top ones.
[00:41:35.607 --> 00:41:36.047]  Thousands.
[00:41:36.468 --> 00:41:37.448]  You ought to read the minutes of these.
[00:41:37.488 --> 00:41:38.089]  It's all public.
[00:41:38.109 --> 00:41:38.769]  Go look it up yourself.
[00:41:38.789 --> 00:41:39.950]  It's an endless ocean.
[00:41:40.390 --> 00:41:41.611]  I could never even scratch the surface.
[00:41:41.911 --> 00:41:46.515]  And all they talk about is how they're going to kill granny to hire ten teachers.
[00:41:46.555 --> 00:41:48.556]  That's the standard line to the bureaucrats.
[00:41:48.576 --> 00:41:49.337]  You'll get raises.
[00:41:49.377 --> 00:41:51.498]  You'll get more jobs if we kill old people.
[00:41:51.778 --> 00:41:52.479]  Remember Bill Gates?
[00:41:52.499 --> 00:41:53.139]  You think I'm joking?
[00:41:53.159 --> 00:41:54.040]  Just type in Bill Gates.
[00:41:55.293 --> 00:41:56.354]  Endorses death panels.
[00:41:57.074 --> 00:42:01.276]  And he says, well we've got teachers here, this is an education conference.
[00:42:01.296 --> 00:42:04.517]  This little ninny-nelly, non-threatening, fake voice.
[00:42:04.837 --> 00:42:08.339]  His real voice is like, ah, Bill Gates, I'm better to dominate.
[00:42:08.559 --> 00:42:13.561]  But he has that MP, I mean, if you could hear his inner voice, just absolute slayer of pure death.
[00:42:14.122 --> 00:42:19.044]  But he has the, I'm trendy, non-threatening, I. Globalists are totally into that.
[00:42:20.993 --> 00:42:28.677]  And of course, that's an ancient thing, going back to the gentleman that wore fancy clothes and acted real friendly, but would take you outside in a sword fight if you talked wrong to him and stab you to death.
[00:42:29.337 --> 00:42:32.318]  So it's about controlled viciousness, and that's what Bill Gates does.
[00:42:35.060 --> 00:42:42.863]  And he's like, teachers, let me tell you, let me tell you how you... We can probably pull the clip, we played the clip like 20 times, we can pull it up.
[00:42:43.503 --> 00:42:44.344]  Bill Gates is like,
[00:42:45.390 --> 00:42:50.212]  Um, we don't give grandma that end-of-life care for that year to keep her alive.
[00:42:50.632 --> 00:42:53.974]  We can... You're not supposed to say this because it's death panels, but it's true!
[00:42:54.474 --> 00:42:56.875]  You don't give her end-of-life care, you hire ten teachers!
[00:42:57.415 --> 00:42:59.776]  And the teachers are like, ahhh, ahh!
[00:43:00.337 --> 00:43:01.417]  I mean, they start clapping.
[00:43:01.437 --> 00:43:03.198]  They're like, ooh, ooh, ooh!
[00:43:03.398 --> 00:43:04.759]  They're gonna get some free goodies.
[00:43:05.919 --> 00:43:07.180]  So this is the culture.
[00:43:07.240 --> 00:43:08.620]  First, they collectivize things.
[00:43:09.140 --> 00:43:12.402]  And then once things have been collectivized,
[00:43:13.530 --> 00:43:22.780]  Once this has happened, once this has been set up, once this has been developed, once this has been put in place, they say, well, we're going to decide what you can eat?
[00:43:24.161 --> 00:43:33.904]  How you can live, how much energy you can use, how much you can travel, because it's a collective and you're taking other people's resources and you're taking their health care that we've been collectivized into.
[00:43:34.384 --> 00:43:35.284]  I mean, it's a nightmare.
[00:43:35.324 --> 00:43:39.645]  It's like having every control freak in your city living in a big dormitory with you.
[00:43:39.905 --> 00:43:51.689]  Can you imagine all the control freaks and chicken necks and neurotic cowardly weirdos that are waging war against reality and manhood and womanhood and family and they just henpeck it and attack it from every angle?
[00:43:53.569 --> 00:43:57.113]  Safety Sally, Nazi, Soviet Jackboots, whatever you want to call them.
[00:43:57.413 --> 00:44:09.023]  Can you imagine every nattering, ninnying, pushy nanny male and nanny female given the black uniform, given the power of the state, and given control of your life?
[00:44:09.383 --> 00:44:11.605]  That's what big government is.
[00:44:11.685 --> 00:44:13.147]  That's what collectivism is.
[00:44:13.687 --> 00:44:25.751]  And everyone who excels being denigrated and attacked and sucked off of by the big mega bankers that control the giant corpulent servant class beneath them.
[00:44:26.231 --> 00:44:40.695]  Vampires on top sucking our blood and cockroach vampire maggots from below burrowing into our intestines from beneath through the first entry they find and just chewing our guts out and telling us we should thank them for it.
[00:44:41.684 --> 00:45:02.203]  Being stampeded over by a bunch of just greedy, hateful folks, who I've learned a lot of the public hates handsome people, and good-looking people, and happy people, and hate people that build things, and hate people that have nice things, and hate people that have good lives, and hate it when they see your family doing good, and looking good, and being cheerful.
[00:45:02.403 --> 00:45:03.904]  They want to wreck your life.
[00:45:04.164 --> 00:45:05.466]  That's what the New World Order is.
[00:45:05.666 --> 00:45:07.948]  They want to stick their hands down your pants.
[00:45:08.268 --> 00:45:09.489]  And they want to kill your baby.
[00:45:10.290 --> 00:45:15.655]  And that's why until three and a half years ago, every insert on every vaccine said, never give a pregnant woman a vaccine.
[00:45:15.695 --> 00:45:18.998]  It causes autoimmune response and the rejection of the baby.
[00:45:19.699 --> 00:45:23.102]  Standard 101 for all nurses, all doctors, listen and know it.
[00:45:23.462 --> 00:45:25.004]  Suddenly they just went, you know what?
[00:45:25.604 --> 00:45:28.105]  We recommend extra shots for pregnant women.
[00:45:28.506 --> 00:45:29.306]  To just test.
[00:45:29.546 --> 00:45:30.286]  Give them the shots.
[00:45:30.446 --> 00:45:31.827]  Watch the women's babies die.
[00:45:32.307 --> 00:45:33.248]  And they die in mass.
[00:45:33.268 --> 00:45:33.988]  You hear about it everywhere.
[00:45:34.008 --> 00:45:35.649]  And it's just like, that's trendy!
[00:45:35.669 --> 00:45:38.210]  And they're like, shut up, conspiracy theorist!
[00:45:39.151 --> 00:45:39.871]  Alright, continuing.
[00:45:40.251 --> 00:45:44.173]  Ethicists argue killing newborn babies should be allowed.
[00:45:45.894 --> 00:45:47.415]  Infowars.com.
[00:45:47.435 --> 00:45:50.016]  And we've got so much news, this is already rolled off the front page.
[00:45:50.536 --> 00:45:52.617]  It's an incredible article.
[00:45:52.677 --> 00:45:53.638]  I think everybody should read this.
[00:45:54.736 --> 00:45:58.717]  Shocking reminder that eugenicist beliefs underpin medical establishment.
[00:45:59.377 --> 00:46:12.301]  A paper published in the Journal of Medical Ethics, that's the biggest one, funded by the American Medical Association and others, that abortion should be extended to make the killing of newborn babies permissible, even if the baby is perfectly healthy.
[00:46:12.321 --> 00:46:12.922]  You heard me right.
[00:46:14.062 --> 00:46:15.462]  And see, we're the bad people now.
[00:46:15.843 --> 00:46:17.603]  They're like, you don't want to kill a baby.
[00:46:17.623 --> 00:46:19.304]  You're an extremist.
[00:46:19.344 --> 00:46:19.984]  And I'm like, no I'm not.
[00:46:20.004 --> 00:46:21.284]  And they're like, yes you are.
[00:46:21.584 --> 00:46:22.785]  The big TV agrees with me.
[00:46:22.905 --> 00:46:23.485]  It's trendy.
[00:46:24.511 --> 00:46:25.773]  The TV says run off a cliff.
[00:46:25.893 --> 00:46:26.554]  Trendy!
[00:46:27.215 --> 00:46:28.157]  Everything's about trendiness.
[00:46:29.338 --> 00:46:34.827]  And a shocking example of how the medical establishment is still dominated by eugenicist mindset.
[00:46:35.387 --> 00:46:38.733]  The paper is authored by Alberto Ghibellini.
[00:46:40.806 --> 00:46:49.552]  of Monash University in Melbourne and Francisca Minerva of the Center for Applied Philosophy at the Public Ethics at the University of Melbourne.
[00:46:49.832 --> 00:46:54.335]  And they sit up there as the high priest in hospitals now all over the world, including the U.S.
[00:46:54.375 --> 00:46:55.135]  The Wall Street Journal.
[00:46:55.656 --> 00:47:05.942]  We need to get Wesley Smith back on, that best-selling author that chronicles in each book hundreds of cases where people don't have family or whatever and they're paralyzed neck down, in some cases chest down.
[00:47:07.043 --> 00:47:13.149]  They don't know what they're doing and end up signing their estate over to the government, and the government murders them for their money.
[00:47:13.749 --> 00:47:17.853]  I mean, there's videos of them going, please, I haven't had water or food in eight days.
[00:47:18.434 --> 00:47:19.114]  I'm getting dizzy.
[00:47:19.194 --> 00:47:20.115]  I want to live.
[00:47:20.135 --> 00:47:26.081]  And then usually it's some court order that even gets, you know, a distant cousin in to see them, and there's video.
[00:47:26.821 --> 00:47:27.742]  I've covered these cases.
[00:47:27.782 --> 00:47:28.183]  Look it up.
[00:47:28.243 --> 00:47:30.164]  Nurses, every time I talk about it, call and go, oh, it's true.
[00:47:30.365 --> 00:47:32.607]  They're murdering somebody on floor five right now.
[00:47:33.769 --> 00:47:38.713]  We're not talking about just Terri Schiavo where she's alive but can't move and has brain activity.
[00:47:39.053 --> 00:47:40.574]  We're talking about people talking.
[00:47:40.675 --> 00:47:41.876]  Please don't kill me.
[00:47:42.536 --> 00:47:42.936]  Please.
[00:47:43.437 --> 00:47:46.159]  And they murdered them by dehydration.
[00:47:46.439 --> 00:47:47.720]  They just turned the lights down.
[00:47:48.100 --> 00:47:49.301]  It's bed sore time.
[00:47:50.262 --> 00:47:51.243]  Oh yeah, the bed sores.
[00:47:51.363 --> 00:47:52.004]  Oh, it's fun.
[00:47:52.604 --> 00:47:55.246]  Every time I say this, people don't believe me, but you can search it.
[00:47:55.586 --> 00:48:01.011]  All over the US, I've seen case after case the last decade of flies.
[00:48:02.287 --> 00:48:08.050]  Going up the nose of veterans at VA hospitals and laying eggs in the sinus and then having a brain meal.
[00:48:09.991 --> 00:48:12.753]  People are like, but I thought screw worms were eradicated.
[00:48:12.773 --> 00:48:13.113]  No, no, no, no.
[00:48:13.594 --> 00:48:16.535]  Regular bottle flies will go up the nose if nobody's there.
[00:48:17.116 --> 00:48:21.658]  And though they're not supposed to be able to lay eggs in live flesh, they can lay them in the sinus.
[00:48:22.158 --> 00:48:24.540]  Then they'll necrose, eat it, and then get a brain meal.
[00:48:25.160 --> 00:48:27.402]  So, yes, regular flies will have a brain meal.
[00:48:27.782 --> 00:48:31.586]  And I'm an extremist because I don't want veterans having their brains eaten in brain meals.
[00:48:32.006 --> 00:48:38.972]  I should just stick a sticker on my car and go, I care about the troops, launch more wars, have them breathe DU, kill all the Arabs.
[00:48:38.992 --> 00:48:44.817]  Well, kill all the Arabs, our own stinking government's radicalizing the Muslims and putting an al-Qaeda in charge everywhere.
[00:48:46.178 --> 00:48:47.319]  All right, continuing here.
[00:48:48.837 --> 00:48:54.081]  The authors agree that both fetuses and newborns do not have the same moral status as actual persons.
[00:48:54.521 --> 00:48:59.225]  Really, in good cultures, they have even more protection, because they're defenseless from wolves like you.
[00:48:59.865 --> 00:49:00.946]  But, you know, that's how it is.
[00:49:01.627 --> 00:49:03.068]  Common sense just trample it.
[00:49:03.108 --> 00:49:04.389]  Two plus two doesn't equal four.
[00:49:04.769 --> 00:49:05.390]  Now I'm trendy.
[00:49:06.190 --> 00:49:24.463]  The paper goes on, they argue that both fetuses and newborns do not have the same moral status as actual persons, and that because abortion is allowed even when there is no problem with the fetus health, killing a newborn should be permissible in all the cases where abortion is, including cases where the newborn is not disabled.
[00:49:24.483 --> 00:49:25.044]  That's a quote.
[00:49:26.185 --> 00:49:26.985]  Now you heard me right.
[00:49:27.365 --> 00:49:29.527]  These are the heads of their departments.
[00:49:31.980 --> 00:49:36.584]  Last time I checked, Singer was the head of the philosophy and he was also in the biology department.
[00:49:36.604 --> 00:49:36.924]  I forget.
[00:49:36.944 --> 00:49:37.925]  Go look up Peter Singer.
[00:49:39.006 --> 00:49:39.786]  I mean, they're everywhere.
[00:49:40.887 --> 00:49:44.590]  And they don't care because they've got the establishment behind them.
[00:49:46.692 --> 00:49:47.232]  Continuing.
[00:49:48.666 --> 00:49:51.467]  The fact that both are potential persons is morally irrelevant.
[00:49:51.847 --> 00:49:53.107]  Oh, they're potential persons.
[00:49:53.147 --> 00:49:55.407]  See, it's this idea of we're liberal and trendy.
[00:49:55.747 --> 00:49:59.888]  We say you're old and don't have a life worth living, and we say you're not a person.
[00:50:00.228 --> 00:50:04.449]  We're the high priest board that decides if you're obsolete or not.
[00:50:04.489 --> 00:50:10.130]  In fact, we played one of the intro clips for the obsolete man from the 1960s.
[00:50:10.251 --> 00:50:15.212]  But maybe when we come into the next segment, we can play the big one, where he's like, you are obsolete, words worth.
[00:50:15.232 --> 00:50:17.232]  And he's like, no, I'm a human being.
[00:50:18.114 --> 00:50:20.196]  And he goes, words, words worth!
[00:50:20.717 --> 00:50:23.380]  The state has decided there's no use for you!
[00:50:23.781 --> 00:50:25.803]  How did they know that in a 60s episode?
[00:50:27.405 --> 00:50:31.830]  Well, because Rod Serling had been a paratrooper in World War II, an anti-communist.
[00:50:32.231 --> 00:50:33.692]  He knew about authoritarianism.
[00:50:33.732 --> 00:50:34.673]  He studied the communists.
[00:50:34.693 --> 00:50:35.494]  He was anti-commie.
[00:50:36.428 --> 00:50:37.550]  This is what the commies did.
[00:50:37.590 --> 00:50:39.833]  They sent psychologists to arrest you.
[00:50:40.173 --> 00:50:44.600]  By the way, we do now have listeners that talk about FEMA camps, confirmed by name, are being arrested.
[00:50:45.140 --> 00:50:47.043]  Are being arrested and put in mental institutions.
[00:50:47.063 --> 00:50:49.467]  As it's in the news that FEMA camps are being built.
[00:50:49.647 --> 00:50:50.508]  That's coming up next.
[00:50:50.528 --> 00:50:50.909]  Stay with us.
[00:50:54.665 --> 00:50:59.308]  Folks, Iran and the Mideast nuclear mess is already ballooning our gas prices.
[00:50:59.588 --> 00:51:14.018]  Whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Mideast showdown explodes, whatever food supply you have is all you'll get because of huge panic demand, eFoods Direct Family Packs are the answer.
[00:51:14.378 --> 00:51:20.782]  Now the most affordable best food is saving you up to 50% compared to other poor quality food companies.
[00:51:21.143 --> 00:51:28.828]  The new Alex Jones Quick Fix Family Packs save you so much money, the savings from eating this food will actually help you pay your other bills.
[00:51:29.228 --> 00:51:36.233]  No matter what effect the Mideast crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[00:51:36.613 --> 00:51:41.256]  Order now for 50% savings and free shipping on these affordable family packs.
[00:51:41.536 --> 00:51:44.058]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:51:44.099 --> 00:51:46.781]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:51:56.874 --> 00:52:01.597]  That's what it sounds like when a burglar kicks in the door of a dark house that looks like no one is home.
[00:52:02.037 --> 00:52:03.778]  Don't let your home be the next target.
[00:52:03.918 --> 00:52:07.100]  Make it look like someone is home watching television with Fake TV.
[00:52:07.440 --> 00:52:14.604]  Fake TV is a small electronic device that makes the same light as a real television, so from outside it looks like someone is home watching TV.
[00:52:14.904 --> 00:52:19.127]  Fake TV plugs in just like a lamp on a timer, but is far more convincing to burglars.
[00:52:19.407 --> 00:52:25.150]  Fake TV deters burglars, costs far less than an alarm, and is highly recommended by numerous police departments.
[00:52:25.490 --> 00:52:27.050]  Use it anytime you're away from home.
[00:52:27.291 --> 00:52:33.612]  To order your fake TV for only $34.95, go to faketv.com or call 1-877-5-FAKE-TV.
[00:52:33.952 --> 00:52:42.595]  Each additional fake TV is only $29.95, so get one for you and one for a loved one for safety, security, and peace of mind for both of you.
[00:52:42.895 --> 00:52:48.356]  Call 877-5-F-A-K-E-TV or go to faketv.com.
[00:52:48.616 --> 00:52:51.577]  Faketv.com, the burglar deterrent.
[00:52:53.854 --> 00:52:54.274]  Attention!
[00:52:54.494 --> 00:52:57.375]  Information in this one-minute message could save your life.
[00:52:57.655 --> 00:52:59.455]  Don't wait for the next emergency to happen.
[00:52:59.755 --> 00:53:01.235]  Act now to be prepared.
[00:53:01.496 --> 00:53:09.597]  Now, more than ever, civilians and communities must communicate with family, friends, and neighbors in the event of civil unrest, natural disasters, or other emergencies.
[00:53:09.797 --> 00:53:12.038]  That's why there's CivilDispatch.com.
[00:53:12.238 --> 00:53:18.739]  CivilDispatch.com is a universal system that can be used for a wide array of urgent notification alerts, weather emergencies,
[00:53:19.019 --> 00:53:24.963]  Civil unrest, emergency responders, AMBER alerts, school or business closings, any need-to-know situation.
[00:53:25.184 --> 00:53:35.791]  CivilDispatch.com is an emergency dispatch communication system allowing anyone to quickly and easily send and instantaneously track emergency email and text alert notifications.
[00:53:36.111 --> 00:53:40.915]  CivilDispatch.com gives you the power of enterprise alerting without the enterprise cost.
[00:53:41.215 --> 00:53:42.999]  Don't find yourself unprepared.
[00:53:43.279 --> 00:53:46.104]  Learn more and become a member at CivilDispatch.com.
[00:53:46.325 --> 00:53:48.048]  That's CivilDispatch.com.
[00:53:48.268 --> 00:53:50.052]  Civilian Emergency Dispatch System.
[00:53:50.272 --> 00:53:51.414]  Peace through preparedness.
[00:54:20.777 --> 00:54:23.619]  All right, ladies and gentlemen, we are back live.
[00:54:23.699 --> 00:54:25.180]  Thank you so much for joining us.
[00:54:25.240 --> 00:54:32.524]  And later, we're going to find the obsolete man clip where he's screaming at him saying, Wordsworth, you know, shut up and the rest of it.
[00:54:32.544 --> 00:54:42.631]  We played a shorter version of it, but I want to play that where they're saying the state is God and we decide that you're obsolete because you read these bioethics papers they're putting out.
[00:54:42.911 --> 00:54:43.751]  That's what they're saying.
[00:54:44.492 --> 00:54:49.475]  And they are killing thousands and thousands of Americans who end up being wards of the state.
[00:54:50.922 --> 00:54:52.443]  So they're already euthanizing people.
[00:54:53.043 --> 00:54:57.224]  And they introduce it to the public like you should have the right to say you want to be killed.
[00:54:57.884 --> 00:55:04.086]  What you don't understand is they are going to decide that because of the collective, you're not going to be taken care of.
[00:55:04.106 --> 00:55:06.807]  I mean, already in England, they don't give you a knee surgery.
[00:55:07.468 --> 00:55:08.428]  They don't give you eye surgery.
[00:55:08.448 --> 00:55:09.288]  They give you a cane.
[00:55:11.409 --> 00:55:14.610]  You wait 18 months for a brain surgery that's like 100% operable.
[00:55:14.690 --> 00:55:17.431]  If you get it in the first six months, they make you wait and die.
[00:55:18.723 --> 00:55:19.784]  That's not a talking point.
[00:55:19.844 --> 00:55:20.805]  Those are real cases.
[00:55:22.206 --> 00:55:32.033]  I've watched congressional reports and reports on C-SPAN from their parliament, where I've seen them admit they're doing.
[00:55:33.634 --> 00:55:34.475]  This isn't a game.
[00:55:35.475 --> 00:55:42.380]  Government wants control of your life in a collective hell, where the globalists are offshore and above the collective that they create.
[00:55:44.782 --> 00:55:47.124]  Now, continuing
[00:55:49.738 --> 00:55:57.486]  With this news, FEMA puts out contract for emergency camps to house displaced citizens.
[00:55:58.147 --> 00:56:02.812]  Solicitation calls for camps to be ready for occupation within 72 hours.
[00:56:05.561 --> 00:56:09.022]  And it goes on to say that it's for displaced citizens during collapse.
[00:56:09.622 --> 00:56:11.643]  Now, what did I tell you over a decade ago?
[00:56:11.983 --> 00:56:15.964]  They won't come out and say, hey, we're setting up these emergency camps to put political dissidents in.
[00:56:16.344 --> 00:56:27.907]  Even though I've been to urban warfare drills and watched them training for that, had congressional hearings, the REC-84 hearings where it was admitted it was for political dissidents, and they told the Congressman Jack Brooks that brought it up, hey, that's classified, don't bring that up.
[00:56:28.287 --> 00:56:29.527]  The Miami Herald reported it.
[00:56:29.947 --> 00:56:31.668]  People always ask me, what's my proof of this?
[00:56:32.268 --> 00:56:34.971]  I've made whole police state films, four of them documenting it.
[00:56:35.432 --> 00:56:37.074]  The latest has all the info, Police State 4.
[00:56:37.354 --> 00:56:38.996]  It's free online, for heaven's sakes.
[00:56:40.738 --> 00:56:51.330]  We've got the Emergency Centers Act that said, oh, the government already has old bases designated for collapse and housing people and political uprisings.
[00:56:51.370 --> 00:56:52.451]  Civil unrest is the term.
[00:56:53.553 --> 00:56:55.054]  And we want to expand this.
[00:56:55.134 --> 00:56:55.894]  So there it is.
[00:56:56.074 --> 00:56:57.214]  It's the old basis.
[00:56:57.975 --> 00:57:00.936]  And then we have the biggest prison population in the world, now 6 million.
[00:57:01.376 --> 00:57:02.276]  Not even per capita.
[00:57:02.316 --> 00:57:03.617]  Biggest in the world, period.
[00:57:03.637 --> 00:57:06.338]  Bigger than Communist China, with 1.1 billion people.
[00:57:07.238 --> 00:57:09.179]  We have a bigger prison population with 310 million.
[00:57:10.416 --> 00:57:15.400]  People living here, 6 million behind bars, another 10 million or so on probation of one type or another.
[00:57:15.721 --> 00:57:17.482]  And people are like, good, we have law and order.
[00:57:17.822 --> 00:57:19.464]  No, we have one of the highest crime rates, too.
[00:57:20.184 --> 00:57:26.910]  Because more prisons creates more crime, because they're colleges of crime, then you can't get a job once you get out of there.
[00:57:28.431 --> 00:57:30.193]  Because you've got the criminal record.
[00:57:31.579 --> 00:57:32.801]  So you stay in crime.
[00:57:32.861 --> 00:57:34.484]  It's all been actuaried out.
[00:57:34.544 --> 00:57:35.947]  It's all been engineered out.
[00:57:35.987 --> 00:57:37.509]  They know exactly what they're doing.
[00:57:37.529 --> 00:57:38.771]  It's why they ship the drugs in.
[00:57:39.252 --> 00:57:40.835]  And then non-violent people use them.
[00:57:40.855 --> 00:57:41.817]  They put them in the prisons.
[00:57:42.077 --> 00:57:43.540]  Then they become more hardcore criminals.
[00:57:44.887 --> 00:57:45.567]  But here it is.
[00:57:46.027 --> 00:57:50.368]  This is now in the featured news archive at InfoWars.com from last night.
[00:57:50.688 --> 00:57:55.069]  FEMA puts out contract for emergency camps to house displaced citizens.
[00:57:56.030 --> 00:58:03.632]  And I'm going to read more of that after we come back out of break into the next hour.
[00:58:03.752 --> 00:58:07.132]  And then I'm going to, at 8 after, have a guest on fighting back against fluoride.
[00:58:07.152 --> 00:58:08.013]  Then we'll have open phones.
[00:58:08.353 --> 00:58:09.513]  Then Aaron Dykes is coming up.
[00:58:10.599 --> 00:58:18.607]  But it is good news that in Utah and other states, they are moving to repeal the NDAA.
[00:58:19.048 --> 00:58:27.917]  I mean, those of you out there that are in denial about FEMA camps, the government says they'll arrest you and kill you and never tell anybody where you went.
[00:58:28.397 --> 00:58:33.002]  And the state police across the country have got a case of this now disappearing for the best.
[00:58:36.687 --> 00:58:40.661]  This is GCN, the Genesis Communications Radio Network.
[00:58:44.119 --> 00:58:51.102]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, I was still starving.
[00:58:51.342 --> 00:59:08.968]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:59:09.228 --> 00:59:13.330]  I then searched out the best vitamin and mineral company out there.
[00:59:13.610 --> 00:59:15.191]  And discovered Young-Jevity.
[00:59:15.391 --> 00:59:23.236]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:59:23.537 --> 00:59:29.621]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:59:29.861 --> 00:59:30.902]  Check it out for yourself.
[00:59:31.142 --> 00:59:31.882]  It's incredible.
[00:59:32.002 --> 00:59:41.048]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:59:41.228 --> 00:59:43.390]  That's Infowarsteam.com.
[00:59:46.953 --> 00:59:48.875]  Waging war on corruption.
[00:59:49.336 --> 00:59:52.119]  Alex Jones on the GCN Radio Network.
[00:59:58.803 --> 01:00:02.986]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:03.646 --> 01:00:04.447]  You want answers?
[01:00:05.227 --> 01:00:06.148]  Well, so does he.
[01:00:06.768 --> 01:00:10.391]  He's Alex Jones on the GCN Radio Network.
[01:00:10.971 --> 01:00:15.034]  And now, live from Austin, Texas, Alex Jones.
[01:00:27.009 --> 01:00:29.169]  All right, we are on the road.
[01:00:29.189 --> 01:00:31.530]  This is hour number two.
[01:00:31.590 --> 01:00:38.971]  We have an activist who's doing a great job out in California trying to get Flora out of the water, popping in for two segments.
[01:00:39.511 --> 01:00:42.932]  It's all about victory coming up in the next segment.
[01:00:43.352 --> 01:00:45.792]  Then Aaron Dykes is going to do the third hour.
[01:00:45.812 --> 01:00:49.153]  I'm going to be back in Austin tomorrow, my friends.
[01:00:49.993 --> 01:00:52.154]  It's been an amazing trip out here on the road.
[01:00:52.174 --> 01:00:54.014]  I've really got to
