[00:00:00.009 --> 00:00:02.070]  Alex Jones Broadcasting Network.
[00:27:01.189 --> 00:27:06.393]  They won't riot over losing their liberties or the cops shooting an unarmed kid in the back.
[00:27:06.714 --> 00:27:09.496]  No, they'll riot when their team loses or wins.
[00:27:11.578 --> 00:27:16.081]  Because, see, men don't go out and engage in combat against some tribe trying to enslave them.
[00:27:16.502 --> 00:27:22.427]  No, they go into a parking lot and beat some baseball fans' brains out.
[00:27:24.568 --> 00:27:27.311]  See, see, that's our value now.
[00:27:28.382 --> 00:27:42.487]  And it's scientific, and Edward Bernays 80 years ago wrote books about how they would sell sports not just to children but adults and let men spend their tribal and manly energies on a facsimile.
[00:27:45.732 --> 00:27:55.120]  I've used the analogy of it's the difference between actually having a wife and a woman you love, and then actually you procreate with and create new beings with.
[00:27:55.760 --> 00:27:58.823]  And the system says, no, no, no, no, you don't need an actual wife.
[00:27:59.223 --> 00:28:00.504]  Here's a blow-up doll.
[00:28:01.545 --> 00:28:02.846]  That's what sports is for men.
[00:28:03.126 --> 00:28:04.747]  Here, here's a blow-up doll.
[00:28:04.767 --> 00:28:06.589]  Do you want one with black hair or blonde hair?
[00:28:10.250 --> 00:28:10.710]  And that's it.
[00:28:11.370 --> 00:28:21.653]  And then I go to these men and I say, you know, I have a book here, it's scientific, to manipulate you and make you only be concerned about petty things and paint yourself up in fake trouble colors.
[00:28:21.893 --> 00:28:24.374]  You know, why are you hyperventilating over your team right now?
[00:28:24.394 --> 00:28:26.114]  I mean, even if you have a big bet on it.
[00:28:27.154 --> 00:28:28.815]  Why is this all this valuable to you?
[00:28:30.542 --> 00:28:39.313]  Manhood is teaching your children about liberties and freedoms and history and how to plant a garden, how to clean a gun, how to fix an engine.
[00:28:40.034 --> 00:28:41.656]  Why do you just all day strut around and...
[00:28:43.868 --> 00:28:50.016]  They'll look at you and say, listen, I don't want the real Marilyn Monroe to be, I don't want to be a real man.
[00:28:50.056 --> 00:28:52.239]  I don't want to live in a real republic with real responsibilities.
[00:28:52.559 --> 00:28:54.321]  Give me the blow-up doll.
[00:28:55.062 --> 00:29:00.650]  And so listen, this is, this radio show is not for men that want blow-up dolls, or women for that matter.
[00:29:03.345 --> 00:29:04.827]  Hi folks, this is Alex Jones.
[00:29:05.047 --> 00:29:10.074]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:29:10.354 --> 00:29:11.716]  Saving means to make money.
[00:29:11.897 --> 00:29:20.688]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:29:21.409 --> 00:29:28.513]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:29:28.953 --> 00:29:36.557]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:29:36.937 --> 00:29:41.859]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:29:42.180 --> 00:29:44.341]  Getting a free catalog is easy by calling 800-340-7091.
[00:29:47.102 --> 00:29:50.028]  Or see Calvin on the web at five star soap dot com.
[00:29:50.328 --> 00:29:58.243]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at five star soap dot com.
[00:30:02.031 --> 00:30:05.836]  Did you ever think you'd be where you are, a decade into the 21st century?
[00:30:06.176 --> 00:30:08.059]  Record foreclosure rates for homes.
[00:30:08.459 --> 00:30:09.941]  If not yours, your neighbor's.
[00:30:10.322 --> 00:30:12.825]  Thankful for the unemployment check since you were laid off.
[00:30:13.285 --> 00:30:19.774]  And placing your child's name on the angel tree in hopes of a Christmas gift, along with thousands of other Americans.
[00:30:20.274 --> 00:30:23.496]  Did you ever think your future would feel this out of control?
[00:30:23.516 --> 00:30:28.419]  The fact is, in all this craziness, there's only one thing you can control.
[00:30:28.719 --> 00:30:29.980]  Your greatest dependency.
[00:30:30.240 --> 00:30:31.301]  Your food supply.
[00:30:31.681 --> 00:30:35.524]  Make 2012 the year you take control by getting prepared.
[00:30:35.864 --> 00:30:40.147]  eFoods Direct introduces the best way to build your food supply in the 21st century.
[00:30:41.307 --> 00:30:43.829]  Get a 21-day supply of food free with purchase.
[00:30:44.069 --> 00:30:46.231]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:30:46.251 --> 00:30:46.771]  Take back control in 2012.
[00:30:47.011 --> 00:30:48.733]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:30:48.753 --> 00:30:50.314]  Remember, you can bet your life on E foods direct.
[00:31:01.633 --> 00:31:05.856]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:31:06.176 --> 00:31:06.796]  Number one.
[00:31:07.096 --> 00:31:10.238]  New climate legislation could easily double or triple your electric bill.
[00:31:10.519 --> 00:31:11.099]  Number two.
[00:31:11.379 --> 00:31:15.922]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:31:16.262 --> 00:31:16.703]  It's true.
[00:31:17.003 --> 00:31:21.566]  Total government control of electricity in the name of smart grid technology is coming.
[00:31:21.886 --> 00:31:22.426]  Number three.
[00:31:22.706 --> 00:31:25.988]  In some areas of the country, the power grid is dangerously overloaded.
[00:31:26.289 --> 00:31:29.991]  And now, new socialist legislation is only compounding the problem.
[00:31:30.191 --> 00:31:30.732]  Number 4.
[00:31:30.992 --> 00:31:33.354]  Dangerous weather is always a threat to local grids.
[00:31:33.755 --> 00:31:37.138]  Every year, thousands of families lose their power from weather-related outages.
[00:31:37.439 --> 00:31:37.639]  Number 5.
[00:31:38.219 --> 00:31:42.144]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:31:42.384 --> 00:31:47.129]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:31:47.409 --> 00:31:51.431]  You can get more information at www.mysolarbackup.com.
[00:31:51.591 --> 00:31:53.152]  That's mysolarbackup.com.
[00:31:53.372 --> 00:31:55.454]  Remember, the government doesn't own the sun.
[00:31:55.634 --> 00:31:57.975]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:32:03.356 --> 00:32:06.997]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:32:07.317 --> 00:32:15.439]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:32:16.179 --> 00:32:20.220]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:32:20.800 --> 00:32:31.622]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:32:32.262 --> 00:32:41.286]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:32:41.767 --> 00:32:46.829]  Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[00:32:47.209 --> 00:32:54.372]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:32:54.693 --> 00:32:57.454]  That's www.silverlungs.com.
[00:33:03.157 --> 00:33:06.043]  Coast to coast, direct from Austin.
[00:33:06.764 --> 00:33:09.970]  You're listening to the Alex Jones Broadcasting Network.
[00:33:22.020 --> 00:33:24.542]  Monday through Friday from 11 a.m.
[00:33:24.562 --> 00:33:25.183]  to 2 p.m.
[00:33:25.223 --> 00:33:25.823]  Central Time.
[00:33:25.843 --> 00:33:26.864]  That's 12 noon to 3 p.m.
[00:33:26.904 --> 00:33:27.244]  Eastern.
[00:33:27.985 --> 00:33:29.866]  I'm here on the radio, and that's not enough.
[00:33:29.926 --> 00:33:32.968]  I come back for two hours every Sunday, 4 to 6 p.m.
[00:33:33.009 --> 00:33:34.650]  Central as well.
[00:33:34.670 --> 00:33:37.652]  That's 2 to 4 Pacific, 3 to 5 Mountain.
[00:33:39.093 --> 00:33:42.596]  Okay, I said I'd go to your calls in this hour, and I'm going to them right now.
[00:33:43.376 --> 00:33:48.921]  And then coming up, controversial online privacy bill shelved until census is found.
[00:33:50.330 --> 00:33:51.572]  A consensus is found.
[00:33:51.652 --> 00:33:57.981]  This is a playing possum operation trying to pass the SOPA bill and the IP bill to censor the internet.
[00:33:58.081 --> 00:33:58.902]  I know their tricks.
[00:33:59.483 --> 00:34:00.444]  Gonna be breaking that down.
[00:34:01.025 --> 00:34:05.731]  Also, we'll get into S&P, cuts ratings in nine Eurozone nations.
[00:34:05.972 --> 00:34:07.053]  They cut it down to U.S.
[00:34:07.093 --> 00:34:07.334]  level.
[00:34:09.335 --> 00:34:13.077]  Fed to weigh further easing amid doubt about recovery.
[00:34:13.117 --> 00:34:14.518]  That's going to be the QE3.
[00:34:15.038 --> 00:34:16.619]  We thought that would happen by December.
[00:34:16.639 --> 00:34:18.219]  And I talked to my sources.
[00:34:18.260 --> 00:34:20.060]  They said, well, now it's going to happen by February.
[00:34:20.100 --> 00:34:21.561]  And here's CNBC.
[00:34:21.921 --> 00:34:23.322]  That means hyperinflation.
[00:34:24.943 --> 00:34:27.344]  We've got a bunch of news on the Cashless Society.
[00:34:27.364 --> 00:34:30.806]  And that means they can take fines and fees out without even asking you.
[00:34:30.826 --> 00:34:34.368]  Kind of like Bank of America wanting five bucks every time you use your bank card.
[00:34:35.428 --> 00:34:36.889]  That's all coming up.
[00:34:37.370 --> 00:34:40.232]  Also some dirty tricks against Ron Paul, but I'm going to cover that next hour.
[00:34:40.753 --> 00:34:42.954]  That's when all the big news, and we'll continue with your calls then.
[00:34:43.675 --> 00:34:45.276]  Right now, let's hurry through your calls.
[00:34:45.336 --> 00:34:46.437]  Have your question and comment ready.
[00:34:46.457 --> 00:34:55.385]  Let's move the next person, because I've got about 100 people here online, from Aaron to Jenna, and everybody in between.
[00:34:55.805 --> 00:34:58.007]  Aaron in Illinois, you're on the air.
[00:34:58.047 --> 00:34:58.407]  Welcome.
[00:34:59.888 --> 00:35:00.409]  Thank you, Alex.
[00:35:00.449 --> 00:35:00.909]  How are you?
[00:35:01.049 --> 00:35:01.750]  Good, sir.
[00:35:01.790 --> 00:35:02.971]  Thank you for calling on a Sunday.
[00:35:03.626 --> 00:35:04.767]  Hey, this is great.
[00:35:04.907 --> 00:35:06.248]  I'm glad to finally be on your show.
[00:35:06.288 --> 00:35:08.830]  I've been a Prism Planet member for about two years now.
[00:35:09.571 --> 00:35:14.675]  You woke me up about two years ago when I was driving through Texas, and I just, I love you, man.
[00:35:14.715 --> 00:35:15.756]  You're doing a great job.
[00:35:16.957 --> 00:35:22.341]  I wanted to thank you and all your crew and just say that, you know, everybody needs to get behind Ron Paul.
[00:35:23.823 --> 00:35:32.490]  I agree with, you know, the new, the latest article there on InfoWars about, from Paul Craig Roberts.
[00:35:33.166 --> 00:35:34.888]  You know, this is our last chance.
[00:35:34.988 --> 00:35:37.270]  Everybody needs to get behind him.
[00:35:37.930 --> 00:35:38.571]  I support him.
[00:35:38.771 --> 00:35:43.815]  By the way, I intend to read that article coming up in the next hour.
[00:35:43.855 --> 00:35:45.557]  That's the first article I'm going to cover.
[00:35:46.277 --> 00:35:47.378]  America's Last Chance.
[00:35:47.438 --> 00:35:54.344]  Paul Craig Roberts, former head of the Department of the Treasury, father of Reaganomics, former Wall Street Journal editor, breaking that down.
[00:35:54.364 --> 00:35:58.187]  And then I also have this other article that you mentioned, Ron Paul, coming up.
[00:35:58.948 --> 00:36:04.430]  Remember with Rand, how they had the Democratic challenger guy he was running against?
[00:36:04.950 --> 00:36:10.372]  His employees would dress up as hayseeds and then go out and say racist stuff and hold up racist signs?
[00:36:10.833 --> 00:36:19.816]  Well, they've caught him again with Ron Paul dressing people up as Ku Klux Klan members, and it turns out that's Republican Party doing that.
[00:36:19.856 --> 00:36:22.237]  So, there's going to be some dirty tricks, my friend.
[00:36:24.099 --> 00:36:24.900]  Yeah, that's a shame.
[00:36:25.440 --> 00:36:26.962]  So, I just wanted to thank you.
[00:36:26.982 --> 00:36:29.885]  Well, they're not going to turn loose of power easily, brother, Aaron.
[00:36:31.707 --> 00:36:33.208]  But, I mean, listen, you got the floor.
[00:36:33.228 --> 00:36:34.630]  You said you've been waiting years to get on.
[00:36:34.670 --> 00:36:35.070]  Go ahead.
[00:36:36.652 --> 00:36:40.896]  Well, like I said, I just, you know, you talked about dodo birds there before.
[00:36:41.096 --> 00:36:42.578]  I used to be one of those dodo birds.
[00:36:42.658 --> 00:36:43.659]  I used to be back there.
[00:36:44.680 --> 00:36:47.823]  Right now, I'd be watching, you know, NFL football, you know.
[00:36:48.598 --> 00:36:51.619]  Two or three years ago, but now it's not like that anymore.
[00:36:51.639 --> 00:36:58.401]  I've woken up, and you've said it many times, reality is a lot more exciting than what you see on TV.
[00:36:58.661 --> 00:36:59.502]  It certainly is.
[00:36:59.582 --> 00:37:00.882]  God bless you.
[00:37:01.082 --> 00:37:01.963]  God bless you, Aaron.
[00:37:02.343 --> 00:37:04.623]  And again, folks, I played football in high school.
[00:37:05.264 --> 00:37:06.144]  I ran track.
[00:37:06.284 --> 00:37:07.144]  I swam.
[00:37:07.164 --> 00:37:10.045]  Won blue ribbons almost every time in Dallas.
[00:37:10.665 --> 00:37:11.026]  Okay?
[00:37:11.466 --> 00:37:12.466]  Yeah, Mr. Blue Ribbon.
[00:37:12.486 --> 00:37:13.246]  Mr. Blue Ribbon.
[00:37:13.266 --> 00:37:15.047]  Got 50 of them or more.
[00:37:16.499 --> 00:37:18.621]  Sports themselves are great.
[00:37:20.644 --> 00:37:24.528]  That's wonderful, wholesome, healthy if you're in the game.
[00:37:25.169 --> 00:37:27.251]  Or if your family member is on the field.
[00:37:27.912 --> 00:37:29.093]  That's completely different.
[00:37:29.113 --> 00:37:33.097]  I have nothing against high school football, any of that.
[00:37:33.598 --> 00:37:37.462]  But when I watch grown adults
[00:37:38.404 --> 00:37:48.332]  They only care in a sycophantic way about NFL, about NBA, about PGA, about all of this, and it's everything to them.
[00:37:48.833 --> 00:37:51.815]  And then you notice as a byproduct, they don't care about any serious issues.
[00:37:51.835 --> 00:37:54.317]  I mean, it's life and death to them.
[00:37:56.279 --> 00:37:59.662]  They're living vicariously through it, and I want to see you live.
[00:38:00.102 --> 00:38:02.985]  I want to see you be a champion at business, a champion parent.
[00:38:04.218 --> 00:38:05.499]  I want to be that as well.
[00:38:05.939 --> 00:38:07.661]  I mean, it's hard to raise good children.
[00:38:07.701 --> 00:38:09.462]  It's hard to make it in this economy.
[00:38:10.162 --> 00:38:17.268]  And I'm telling you, it is a societal bellwether.
[00:38:17.388 --> 00:38:21.011]  It is known that as society declines, people get more obsessed with sports.
[00:38:21.511 --> 00:38:22.392]  And the system knows that.
[00:38:22.432 --> 00:38:24.113]  It's called bread and circus.
[00:38:24.713 --> 00:38:28.116]  They gave the Romans free bread, welfare, and free games.
[00:38:29.017 --> 00:38:30.277]  Bread and circus, folks.
[00:38:31.098 --> 00:38:32.539]  All right, I'm going to shut up here.
[00:38:32.559 --> 00:38:33.180]  Good points, Aaron.
[00:38:34.036 --> 00:38:35.917]  Adam in Canada, you're on the air, go ahead.
[00:38:37.118 --> 00:38:39.919]  Yeah, hey, I just wanted to say some stuff about vaccines.
[00:38:40.660 --> 00:38:52.546]  First off, the word inoculate comes from Latin inoculare, which refers to the practice of grafting plant species together to make a third hybrid species.
[00:38:53.246 --> 00:38:57.609]  Given that a lot of vaccines are incubated in monkey kidneys, I wonder what's really going on there.
[00:38:58.803 --> 00:38:59.784]  Well, here's the deal.
[00:39:00.364 --> 00:39:02.265]  Vaccines are at least 500 years old.
[00:39:02.765 --> 00:39:04.106]  There is some truth to it.
[00:39:04.166 --> 00:39:06.868]  The problem is the companies are given liability protection.
[00:39:08.084 --> 00:39:26.513]  And have a history of absolute carnage, from HIV in the products, on record, Bayer Pharmaceutical with a factor VIII, blood drugs, slash vaccine, to... I mean, every day or two I see articles about this company fined for 15 babies dying, and vaccine experiments.
[00:39:26.893 --> 00:39:28.734]  You cannot trust these companies.
[00:39:29.734 --> 00:39:31.295]  That's my issue on the vaccines.
[00:39:33.151 --> 00:39:40.417]  Well, I think that when you look at what a virus really is, it's identified by its molecular size and weight, not its behavior.
[00:39:40.858 --> 00:39:45.382]  You might as well add metal shavings to your car engine to protect it from metal shavings.
[00:39:45.682 --> 00:39:46.463]  Well, I agree with you.
[00:39:46.483 --> 00:39:51.887]  You know, if you really study viral technology, what they call these fourth-generation vaccines aren't even vaccines.
[00:39:52.268 --> 00:39:53.249]  They are nanotech.
[00:39:53.689 --> 00:40:05.320]  They are fully manufactured viruses that are nothing more than a self-replicating data program that reads and runs in a cell.
[00:40:06.061 --> 00:40:07.722]  And they're 100% manufactured.
[00:40:09.184 --> 00:40:12.387]  And they've got all sorts of piggyback stuff built into them.
[00:40:12.927 --> 00:40:19.433]  And then you find out the big vaccine companies were all set up by robber baron eugenicists a hundred years ago and it's all about population reduction.
[00:40:19.753 --> 00:40:28.180]  They've had vaccines out for a decade that they haven't gotten approval of, but we've documented they're piggybacking them into other vaccines that actually change brain chemistry.
[00:40:28.961 --> 00:40:31.483]  You know, to where you can't be aggressive or you can't be depressed.
[00:40:31.503 --> 00:40:33.845]  You've heard of the vaccines that quote, cure drug addiction.
[00:40:34.145 --> 00:40:36.687]  Yeah, by attacking endorphin receptor sites.
[00:40:37.568 --> 00:40:40.231]  You know, I ran 10 miles today.
[00:40:41.007 --> 00:40:43.088]  I'm up to 10 miles now.
[00:40:44.129 --> 00:40:48.012]  I mean, I've lost 34 pounds in six weeks doing that.
[00:40:48.572 --> 00:40:49.313]  And you know what?
[00:40:49.353 --> 00:41:00.341]  I had a huge endorphin rush when I crossed over the eight mile mark and went over and leaned over the side of the road and threw up and went ahead and ran the extra two miles.
[00:41:01.121 --> 00:41:05.765]  Okay, I don't need a vaccine that will go and attack my receptors.
[00:41:06.225 --> 00:41:09.448]  I want my natural dope, and I'm going to get it.
[00:41:10.108 --> 00:41:13.010]  I don't need the government's cocaine and heroin being shipped in.
[00:41:13.230 --> 00:41:14.431]  But those aren't even vaccines.
[00:41:14.491 --> 00:41:21.337]  Those are fantastic, you know, journey, you know, little microbes that go in and hit the targets.
[00:41:21.397 --> 00:41:22.137]  I appreciate your call.
[00:41:22.157 --> 00:41:22.638]  Great points.
[00:41:23.698 --> 00:41:27.159]  Kevin, Sean, Mario, Tommy, Zach, James, Robert, Susan, Jenna.
[00:41:27.179 --> 00:41:27.859]  We'll get to all of you.
[00:41:28.019 --> 00:41:29.519]  Let's skip to the end and go to some ladies.
[00:41:29.799 --> 00:41:31.640]  Let's go to Jenna in California.
[00:41:31.740 --> 00:41:32.720]  Jenna, you're on the air.
[00:41:32.740 --> 00:41:36.941]  Hey, Jenna.
[00:41:37.681 --> 00:41:39.861]  Come on down.
[00:41:40.421 --> 00:41:40.762]  Welcome.
[00:41:40.802 --> 00:41:41.302]  Can you hear me?
[00:41:41.802 --> 00:41:42.042]  I can.
[00:41:42.062 --> 00:41:43.462]  Just turn your radio down.
[00:41:43.962 --> 00:41:44.922]  Okay, let me turn it down.
[00:41:45.382 --> 00:41:46.223]  My name is Gina.
[00:41:46.543 --> 00:41:46.823]  Gina.
[00:41:46.863 --> 00:41:47.783]  Okay, go ahead, Gina.
[00:41:48.690 --> 00:41:49.171]  Hi Alex!
[00:41:49.271 --> 00:41:50.192]  Oh my God!
[00:41:50.412 --> 00:41:50.953]  So you know what?
[00:41:51.673 --> 00:41:52.955]  I appreciate your humble-ness.
[00:41:53.696 --> 00:41:56.899]  I understand that a lot of us praise you and we say we love you and we do.
[00:41:56.919 --> 00:41:57.500]  I do.
[00:41:58.140 --> 00:42:02.685]  We love you out here but we praise you because we're so thirsty for something real.
[00:42:03.106 --> 00:42:05.608]  You know, I've never really been a dodo bird.
[00:42:05.648 --> 00:42:07.831]  I can say I've been like maybe a
[00:42:09.168 --> 00:42:17.436]  Um, uh, ignorant to something because I did not know, but I was just woken up maybe a year ago by an older gentleman friend of mine.
[00:42:18.097 --> 00:42:20.619]  And he just said, you know, let me show you something.
[00:42:20.659 --> 00:42:21.920]  He says, can you get to YouTube?
[00:42:22.020 --> 00:42:22.641]  And I said, yeah.
[00:42:23.342 --> 00:42:27.145]  So I sat down and I, uh, I got this iPhone that I'm with the connection.
[00:42:27.205 --> 00:42:29.908]  I could plug it into my TV and see everything on TV.
[00:42:30.388 --> 00:42:33.972]  And so he told me to go to YouTube and look up loose change.
[00:42:34.716 --> 00:42:37.498]  And ever since I looked that up, I had another niece with me.
[00:42:37.518 --> 00:42:38.238]  She's about 25.
[00:42:38.278 --> 00:42:43.461]  Me and her, not only did we wake up, we sprang up.
[00:42:43.821 --> 00:42:45.082]  Tell you what, I want to hear more.
[00:42:45.342 --> 00:42:46.003]  Don't hang up.
[00:42:46.443 --> 00:42:48.564]  Gina, did I get that right the third time?
[00:42:48.764 --> 00:42:49.364]  Yes, yes.
[00:42:49.444 --> 00:42:54.207]  And then we'll go to Susan, Robert, James, Zach, Tommy, Mario, and others straight ahead.
[00:42:54.227 --> 00:43:00.431]  I want to hear more about your awakening, because there's folks out there listening right now who are awakening for the first time themselves.
[00:43:03.504 --> 00:43:07.145]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:43:07.525 --> 00:43:10.526]  This is our last chance to not relive history.
[00:43:10.746 --> 00:43:15.527]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:43:15.547 --> 00:43:21.789]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:43:21.949 --> 00:43:24.190]  I think it's incumbent upon all of us
[00:43:24.730 --> 00:43:25.010]  Tim Geithner?
[00:43:25.030 --> 00:43:25.450]  Bernanke?
[00:43:25.550 --> 00:43:26.311]  They're arsonists!
[00:43:26.331 --> 00:43:27.471]  They're asking for more matches!
[00:43:27.491 --> 00:43:29.732]  And the Congress is saying, who do we make the check out to?
[00:43:43.618 --> 00:43:47.541]  Today seems like nobody does care and right now in Washington D.C.
[00:43:48.002 --> 00:43:50.564]  we have seen a fall of the Republic.
[00:43:50.904 --> 00:44:00.012]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:44:02.182 --> 00:44:03.444]  Hi, this is Alex Jones.
[00:44:03.484 --> 00:44:08.831]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:44:09.071 --> 00:44:13.697]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:44:14.098 --> 00:44:14.498]  It's true.
[00:44:14.578 --> 00:44:17.162]  Seeds have outperformed even gold and silver before in this country.
[00:44:17.382 --> 00:44:19.144]  And it's possible they could even happen again.
[00:44:19.665 --> 00:44:24.350]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:44:24.891 --> 00:44:31.818]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:44:31.999 --> 00:44:32.900]  And here's the best part.
[00:44:33.120 --> 00:44:39.487]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:44:39.807 --> 00:44:42.629]  So visit them today at survivalseedbank.com.
[00:44:42.989 --> 00:44:44.870]  That's survivalseedbank.com.
[00:44:45.210 --> 00:44:46.131]  Or give them a call at 877-327-0365.
[00:44:46.151 --> 00:44:46.451]  That's 877-327-0365.
[00:44:46.471 --> 00:44:49.292]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:44:49.793 --> 00:44:51.514]  This is Alex Jones for survivalseedbank.com.
[00:45:01.949 --> 00:45:05.753]  Did you ever think you'd be where you are, a decade into the 21st century?
[00:45:06.074 --> 00:45:07.976]  Record foreclosure rates for homes.
[00:45:08.376 --> 00:45:09.858]  If not yours, your neighbor's.
[00:45:10.238 --> 00:45:12.741]  Thankful for the unemployment checks since you were laid off.
[00:45:13.181 --> 00:45:19.689]  And placing your child's name on the angel tree in hopes of a Christmas gift, along with thousands of other Americans.
[00:45:20.169 --> 00:45:23.391]  Did you ever think your future would feel this out of control?
[00:45:23.411 --> 00:45:28.334]  The fact is, in all this craziness, there's only one thing you can control.
[00:45:28.634 --> 00:45:29.895]  Your greatest dependency.
[00:45:30.155 --> 00:45:31.236]  Your food supply.
[00:45:31.576 --> 00:45:35.439]  Make 2012 the year you take control by getting prepared.
[00:45:35.779 --> 00:45:40.062]  eFoods Direct introduces the best way to build your food supply in the 21st century.
[00:45:41.162 --> 00:45:43.745]  Get a 21-day supply of food free with purchase.
[00:45:43.986 --> 00:45:45.628]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:45:45.688 --> 00:45:46.369]  Take back control in 2012.
[00:45:46.409 --> 00:45:49.712]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:45:50.013 --> 00:45:51.575]  Remember, you can bet your life on eFoods Direct.
[00:46:05.818 --> 00:46:06.738]  Tyranny is here.
[00:46:07.078 --> 00:46:10.979]  The grim future foretold in 1984 has become reality.
[00:46:10.999 --> 00:46:13.220]  It really says that the state is God.
[00:46:13.240 --> 00:46:18.681]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:46:19.101 --> 00:46:25.343]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:46:25.763 --> 00:46:31.326]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:46:31.747 --> 00:46:35.429]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:46:35.929 --> 00:46:39.932]  Prepare to enter the secretive world of emergency dictatorship.
[00:46:40.212 --> 00:46:45.735]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:46:46.155 --> 00:46:49.137]  It's only the beginning of the New World Order's hellish plan.
[00:46:49.717 --> 00:46:51.138]  The police state isn't coming.
[00:46:51.698 --> 00:46:52.119]  It's here.
[00:46:52.779 --> 00:46:59.824]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:47:03.146 --> 00:47:04.287]  Coast to Coast.
[00:47:04.667 --> 00:47:06.008]  Direct from Austin.
[00:47:06.728 --> 00:47:09.930]  You're listening to the Alex Jones Broadcasting Network.
[00:47:14.381 --> 00:47:25.366]  Alright, we're going back to Gina.
[00:47:25.886 --> 00:47:27.167]  We're taking your phone calls.
[00:47:27.427 --> 00:47:32.189]  Massive news and so much more in the second hour coming up.
[00:47:33.970 --> 00:47:35.131]  Gina in California.
[00:47:35.171 --> 00:47:38.792]  So, you started to wake up watching videos online.
[00:47:39.393 --> 00:47:40.013]  Please continue.
[00:47:40.033 --> 00:47:41.974]  Can you hear me?
[00:47:44.349 --> 00:47:44.929]  Okay, okay.
[00:47:45.029 --> 00:47:52.953]  Anyway, when we saw Loose Change, we sat there and we watched it from beginning to end.
[00:47:52.973 --> 00:47:57.636]  You know, I didn't understand all of the section codes.
[00:47:58.036 --> 00:48:04.499]  I didn't understand a lot of the... I didn't even know half of the people that the narrator was speaking on.
[00:48:04.539 --> 00:48:06.240]  But, you know, I got this iPhone.
[00:48:06.280 --> 00:48:06.860]  I take notes.
[00:48:07.321 --> 00:48:12.003]  You know, I got it where it's called... It's jailbroken, so I can slide it down and do and take notes really quick.
[00:48:12.363 --> 00:48:14.104]  So I take notes on names I know all about.
[00:48:14.540 --> 00:48:15.960]  The Big New Brzezinski.
[00:48:15.980 --> 00:48:21.062]  Look, I'm an African American woman out here in the inland area of California near the mountains.
[00:48:21.802 --> 00:48:29.244]  And, you know, I'm so woke that... I didn't understand you before when you used to say, I'm getting chills.
[00:48:29.845 --> 00:48:30.485]  But you know what?
[00:48:30.545 --> 00:48:31.125]  I get those.
[00:48:31.761 --> 00:48:32.402]  We're good to go.
[00:48:47.020 --> 00:48:47.501]  We're good to go.
[00:49:01.914 --> 00:49:07.898]  Well, that's the same thing I do, and God bless you, I appreciate your call, good to hear from you.
