[00:00:21.391 --> 00:00:23.374]  Welcome to InfoWars Nightly News.
[00:26:16.997 --> 00:26:17.938]  ...to protect themselves.
[00:26:17.998 --> 00:26:31.693]  It's one thing to go in the first day with a handkerchief tied over your face, but they could have easily airlifted in the respirators and things they needed within just 12 hours if the government had been honest and over the next few months they labored.
[00:26:34.179 --> 00:26:38.702]  in that horrible environment and it just shows the system does not care about you.
[00:26:38.983 --> 00:26:42.986]  You don't graduate into higher levels of the gloveless system unless you're ruthless.
[00:26:43.326 --> 00:26:45.648]  Now I want to go over ten smoking guns.
[00:26:45.688 --> 00:26:47.069]  There's over five hundred.
[00:26:47.089 --> 00:26:48.791]  You can type in the smoking guns of 9-11.
[00:26:49.011 --> 00:26:50.172]  You'll see different compilations.
[00:26:50.212 --> 00:26:52.314]  Some five hundred, some three hundred, some a hundred.
[00:26:53.875 --> 00:27:01.742]  Over three hundred of them are absolutely iron-tight proof that the official story is a fable and that inside job is the only explanation.
[00:27:02.867 --> 00:27:07.671]  That said, I just want to hit ten of these right now, but I also want to add this point.
[00:27:08.611 --> 00:27:28.926]  The biggest smoking gun that we're not going to list here is historically not just our supposed government, with Operation Ajax and Northwoods and so many other staged events, but other governments have been caught engaging in false flags throughout history over and over and over again.
[00:27:30.233 --> 00:27:31.615]  There are so many examples.
[00:27:31.755 --> 00:27:42.608]  One of the best examples that started World War II was Hitler, of course, who got more power as Chancellor with the firebombing of their own capital in 1933, February 27th, of the Reichstag.
[00:27:45.672 --> 00:28:01.844]  But what's on record completely and came out of the Nuremberg trial was the fact that they attacked their own military base on the Polish border in Operation Gleiwitz, a subsection of Operation Himmler, a chain of false flag attacks that were blamed on enemies that they wanted to invade.
[00:28:02.165 --> 00:28:13.573]  Whether it was Danzig or the Sudetenland or Poland, they would run false flags, attacking their own bases, dressing up prisoners like Polish soldiers and then shooting them.
[00:28:14.734 --> 00:28:23.384]  Filming newsreels to show at the beginning of movies and also then put out propaganda over radio and in newspapers.
[00:28:24.662 --> 00:28:36.651]  So false flag, whether it was the Gulf of Tonkin, now declassified that it was staged to get us into Vietnam, or other events, these are one of the favorite things engaged in by authoritarian governments.
[00:28:37.072 --> 00:28:45.699]  It was recently declassified in 2012, you can just look this up for yourself, that Bobby Kennedy was convinced by the Joint Chiefs to attack the U.S.
[00:28:45.899 --> 00:28:49.762]  Embassy in Honduras as a pretext to invade.
[00:28:49.802 --> 00:28:50.903]  His brother said no.
[00:28:51.752 --> 00:28:53.594]  Just like he said no to Operation Northwood.
[00:28:53.674 --> 00:28:56.596]  So, this stuff is widespread.
[00:28:56.636 --> 00:29:11.308]  It's even on front line on PBS and been declassified that Nixon wanted to attack his own and the Democratic Party conventions as a pretext to clamp down on the public, but that was basically shut down by fears the press would discover it.
[00:29:11.788 --> 00:29:19.295]  So, when we question official stories where the system has the motive, the means, it basically stands to gain,
[00:29:20.836 --> 00:29:37.601]  That is a patriotic thing to do, because if you're not aware of false flags, self-inflicted wounds, staged terror attacks, problem-reaction solution, Hegelian dialectic, if you're not aware of that in history, then you invite the system to do this.
[00:29:38.697 --> 00:29:48.443]  We've recently seen Obama's advisors and editorials and the Financial Times of London and other places saying, we need a new Oklahoma City or 9-11 to get Obama elected.
[00:29:48.863 --> 00:29:49.924]  We'll blame it on our enemies.
[00:29:50.184 --> 00:29:54.467]  They don't say they're going to stage it, but there's one degree of separation there.
[00:29:54.487 --> 00:29:56.008]  I mean, that's how dumb they think you are.
[00:29:56.428 --> 00:30:02.752]  Gary Hart a few years ago wrote a letter to Ahmadinejad, published at the Huffington Post, saying, you can just look it up.
[00:30:04.093 --> 00:30:05.474]  Gary Hart's CFR letter.
[00:30:05.914 --> 00:30:07.195]  Gary Hart's letter to Aukman Energy.
[00:30:07.475 --> 00:30:08.596]  And he says, hey, the U.S.
[00:30:08.616 --> 00:30:12.839]  stages things like the USS Maine to get us into the Spanish-American War in 1898.
[00:30:13.719 --> 00:30:15.020]  You better watch it.
[00:30:15.100 --> 00:30:16.981]  We'll stage something to come into your country.
[00:30:17.381 --> 00:30:18.082]  Back off!
[00:30:19.377 --> 00:30:24.462]  And then when we confronted him on it, it's in the film Truth Rising, he was like, oh I didn't do that!
[00:30:24.522 --> 00:30:26.423]  And then when they showed him the letter he said, oh yeah, I did.
[00:30:26.443 --> 00:30:27.544]  He started sweating.
[00:30:28.265 --> 00:30:33.269]  You see, they operate at a level of statecraft where they pretty much admit all this stuff, but we're not supposed to know that.
[00:30:33.289 --> 00:30:35.231]  We're supposed to watch football all day.
[00:30:35.952 --> 00:30:36.953]  There it is right there.
[00:30:37.193 --> 00:30:38.274]  Good, we found the link.
[00:30:38.754 --> 00:30:41.977]  So, Huffington Post, unsolicited advice to the government of Iran.
[00:30:42.177 --> 00:30:42.598]  Go read it.
[00:30:42.618 --> 00:30:43.338]  Okay?
[00:30:44.159 --> 00:30:51.403]  They operate out in the open like you are absolutely idiots who have an IQ of about 30 points.
[00:30:54.345 --> 00:30:58.787]  This stuff is so well known in government circles that they openly talk about it.
[00:30:59.367 --> 00:30:59.708]  Okay?
[00:31:00.248 --> 00:31:05.411]  Now that said, let's just get into 10 of the smoking guns.
[00:31:05.451 --> 00:31:07.032]  There are hundreds, but let's get into 10 of them.
[00:31:07.892 --> 00:31:12.775]  And the graphics and research put together so well by our research team.
[00:31:14.600 --> 00:31:20.223]  Why did NORAD, number one, stand down on 9-11?
[00:31:20.964 --> 00:31:28.268]  Well, Cheney, a month before, put an order in, and the only time in its history, since 57, saying you're not allowed to shoot down air and aircraft.
[00:31:28.328 --> 00:31:30.069]  Right after 9-11, he rescinded the order.
[00:31:30.570 --> 00:31:34.452]  So he took the power away from them so they couldn't do it.
[00:31:35.052 --> 00:31:44.078]  That is a huge issue and is admitted, but the power structure just hopes that you don't go look this up for yourself.
[00:31:45.492 --> 00:31:48.154]  Continuing, let's look at number two here.
[00:31:49.576 --> 00:31:55.001]  What is the meaning behind the following quote attributed to Dick Cheney, which came to light during the 9-11 Commission hearings?
[00:31:56.642 --> 00:32:05.951]  And of course, this deals with the Transportation Secretary, Norman Panetta, who since five separate times on tape
[00:32:07.250 --> 00:32:08.271]  To the news said no.
[00:32:08.551 --> 00:32:20.798]  Cheney got there earlier than he said and he did sit there while they were telling the plane was coming in and 50 miles out, 30 miles out and so forth and basically told him to stand down when they had missiles on top of the Pentagon.
[00:32:21.018 --> 00:32:22.399]  Let's play a short clip of that.
[00:32:23.359 --> 00:32:34.306]  During the time that the airplane coming in to the Pentagon there was a young man who would come in and say to the vice president the plane is 50 miles out.
[00:32:35.066 --> 00:32:36.387]  The plane is 30 miles out.
[00:32:37.301 --> 00:32:46.728]  And when it got down to the plane is 10 miles out, the young man also said to the vice president, do the orders still stand?
[00:32:48.029 --> 00:32:54.953]  And the vice president turned and whipped his neck around and said, of course, the orders still stand.
[00:32:55.514 --> 00:32:57.155]  Have you heard anything to the contrary?
[00:32:58.976 --> 00:33:01.158]  So there you go, and he's since elaborated.
[00:33:01.178 --> 00:33:04.460]  That's Norman Mineta, Transportation Secretary.
[00:33:04.480 --> 00:33:10.065]  And again, these are just a few of hundreds and hundreds and hundreds of points.
[00:33:10.643 --> 00:33:14.345]  They're absolutely key that people be made aware of.
[00:33:15.225 --> 00:33:21.268]  Continuing now with number three, what was the cause of the collapse of WTC Building 7?
[00:33:22.248 --> 00:33:28.531]  The building wasn't hit by a plane and yet it collapsed in the same manner as the Twin Towers.
[00:33:29.011 --> 00:33:34.134]  Why hasn't Larry Silverstein offered a public explanation as the meaning behind his comments of September
[00:33:35.195 --> 00:33:40.540]  2002 PBS documentary America Rebuilds, where he admits the decision was made to pull the building.
[00:33:41.061 --> 00:33:43.964]  Pulling a building is the industrial term for controlled demolition.
[00:33:45.038 --> 00:33:56.789]  And they continue as well to, you know, try to spin this, but now it has come out, and we'll get to this later, that they did order the building demolished.
[00:33:57.309 --> 00:34:03.114]  And the news actually reported that, but then tried to change their story.
[00:34:03.134 --> 00:34:07.058]  In fact, we have a clip of Larry Silverstein talking about pulling it right here.
[00:34:07.618 --> 00:34:11.902]  I've had such terrible loss of life, and this is what I'm supposed to do, is pull it.
[00:34:13.303 --> 00:34:17.487]  And they made that decision to pull, and then we watched the building collapse.
[00:34:32.165 --> 00:34:34.468]  And people said, oh no you didn't, but then later it all came out.
[00:34:34.769 --> 00:34:36.331]  There's literally dozens of these clips.
[00:34:36.732 --> 00:34:46.626]  But we had the BBC, and before that CNN, report that Building 7, 47 stories, had already fallen into its own footprint.
[00:34:47.552 --> 00:34:49.534]  Before it even happened.
[00:34:49.734 --> 00:34:50.555]  And then it happened.
[00:34:50.956 --> 00:34:55.380]  And then BBC said, oh, that footage isn't real, and then later had to admit it was real.
[00:34:55.821 --> 00:35:01.787]  So here's a clip from my film Terror Storm, a history of government-sponsored terrorism, breaking that down.
[00:35:02.441 --> 00:35:23.236]  In late February of 2007, 9-11 researchers reviewing archives of live news coverage from September 11th discovered to their shock that BBC World had reported that Building 7, also known as the Solomon Brothers Building, had completely collapsed over 20 minutes before its actual implosion.
[00:35:24.477 --> 00:35:27.179]  First anchors at the London News Desk reported it.
[00:35:28.294 --> 00:35:31.676]  Now, more on the latest building collapse in New York.
[00:35:31.696 --> 00:35:36.118]  You might have heard a few moments ago I was talking about the Salomon Brothers building collapsing.
[00:35:36.578 --> 00:35:37.419]  And indeed it has.
[00:35:37.479 --> 00:35:43.702]  Apparently that's only a few hundred yards away from... Jane, what more can you tell us about the Salomon Brothers building and its collapse?
[00:35:43.962 --> 00:35:46.003]  Well, only really what you already know.
[00:35:46.083 --> 00:35:47.723]  Details are very, very sketchy.
[00:35:47.763 --> 00:35:59.246]  There's almost a sense downtown in New York behind me, down by the World Trade Center, of just an area completely closed off as the rescue workers try to do their job.
[00:35:59.546 --> 00:36:03.387]  But this isn't the first building that has suffered as a result.
[00:36:03.427 --> 00:36:09.869]  We know that part of the Marriott Hotel next to the World Trade Center also collapsed as a result of this
[00:36:10.529 --> 00:36:12.051]  Next off, Rudolph Giuliani, the mayor,
[00:36:37.990 --> 00:36:38.891]  Testified?
[00:36:39.311 --> 00:36:41.474]  Well, let me just read the quotes here.
[00:36:41.974 --> 00:36:45.558]  How did Rudolph Giuliani know that the South Tower was going to collapse?
[00:36:45.998 --> 00:36:53.566]  Giuliani told ABC's Peter Jennings, we have a link to it here in our article, we were operating out of there when we were told the World Trade Center was going to collapse.
[00:36:54.006 --> 00:36:56.589]  The World Trade Center was the first steel building to collapse.
[00:36:57.492 --> 00:36:58.773]  From fire damage and history.
[00:36:59.194 --> 00:37:02.737]  Who told Giuliani the building was going to collapse, and how did they know it?
[00:37:03.197 --> 00:37:08.542]  Again, that's on Peter Jennings' own show, and of course, before Congress.
[00:37:08.582 --> 00:37:16.969]  He also said they were out of the building early, in a later contradiction, because of a drill they were running, tripod two, of the buildings being attacked by terrorists.
[00:37:17.249 --> 00:37:18.810]  Just like every other big event, they have a drill.
[00:37:19.811 --> 00:37:24.573]  Continuing, in the days following September 11th, the FBI released a list of the 19 hijackers.
[00:37:25.173 --> 00:37:27.734]  At least four of these hijackers were still alive when it came out.
[00:37:28.174 --> 00:37:37.118]  Saudi Arabian pilot Waleed Al Shaari was one of the five men the FBI said had deliberately crashed American Airlines Flight 11 into the World Trade Center on September 11th.
[00:37:38.058 --> 00:37:43.941]  Now, they also came out and said the magic passport survived the fire, and they magically found them that day as well.
[00:37:44.942 --> 00:37:45.762]  Both is magic.
[00:37:45.842 --> 00:37:49.384]  Magic to make it out of the fireball, and then magic to be found, not one, but two.
[00:37:49.684 --> 00:37:58.028]  They also found, again, Keebler elves, Easter bunnies, and Martians, and the gnomes were running around, the unicorns.
[00:37:59.189 --> 00:38:00.750]  And Al Gore invented the internet, too.
[00:38:00.810 --> 00:38:01.810]  He was there, and that happened.
[00:38:02.851 --> 00:38:04.492]  And the carbon dioxide's bad for plants.
[00:38:06.345 --> 00:38:13.570]  So, continuing here with that point, it ties into the magic passports.
[00:38:13.911 --> 00:38:18.594]  Number six, who told a number of public officials not to fly into New York on the morning of 9-11?
[00:38:18.954 --> 00:38:21.856]  And why didn't the people on the targeted planes get the same warnings?
[00:38:22.356 --> 00:38:24.398]  The mayor of San Francisco, Willie Brown.
[00:38:25.678 --> 00:38:27.959]  was set to fly to New York on the morning of September 11th.
[00:38:27.999 --> 00:38:33.302]  However, he got a call from the former head of the Symphony, we'll later learn, Condoleezza Rice from San Francisco.
[00:38:33.802 --> 00:38:40.445]  He got a call for what was described as an airport security late September 10th advising against flying due to security threat.
[00:38:40.725 --> 00:38:43.567]  That's the San Francisco Chronicle on that.
[00:38:43.987 --> 00:38:50.890]  Newsweek twice reported that Top Pentagon brass canceled on September 10th of flights to New York on September 11th.
[00:38:51.131 --> 00:38:53.952]  But all of us are just supposed to ignore this and go back to sleep.
[00:38:55.382 --> 00:39:02.309]  Continuing here from July 4th to July 14, 2001, Osama bin Laden was being treated for kidney infection.
[00:39:02.349 --> 00:39:02.969]  This is BBC.
[00:39:04.222 --> 00:39:08.265]  Marfan's disease at the American Hospital in Dubai, United Arab Emirates.
[00:39:09.145 --> 00:39:13.148]  There on multiple occasions he met with CIA Station Chief Larry Mitchell.
[00:39:13.508 --> 00:39:17.611]  Bin Laden gave Mitchell precise information regarding an imminent attack on the U.S.
[00:39:17.931 --> 00:39:22.454]  Bin Laden also met numerous members of his family who left the U.S.
[00:39:22.514 --> 00:39:28.118]  by chartered flight for September 11th when all other flights were grounded with blessings from the U.S.
[00:39:28.158 --> 00:39:28.558]  government.
[00:39:28.598 --> 00:39:32.321]  Go look all this up in Paul Watson's article, The 9-11 10 Smoking Guns.
[00:39:35.323 --> 00:39:40.827]  It's all bibliography and it all has links to it right there for everyone.
[00:39:42.008 --> 00:39:58.400]  Continuing, a record number of put options, speculation the stock of a company will fall, replace an American and United Airlines in the days preceding September 11th, but only on those airlines, this despite a September 10th Reuters report stating airline stock set to fly.
[00:39:59.381 --> 00:40:07.608]  Uh, and expanding on that, it ended up leading back to executive director of the CIA, Buzzy Krongaard, and his company, uh, making those puts.
[00:40:07.648 --> 00:40:10.991]  That was only reported, though, uh, in the German papers.
[00:40:12.192 --> 00:40:19.037]  And the former, uh, German CIA director, Andres von Bülow, who speaks good English, which we should have him on, he wrote the best-selling book in German.
[00:40:19.838 --> 00:40:26.639]  9-11, CIA coup, is basically what it translates to, and his findings are it was a staged event.
[00:40:27.099 --> 00:40:30.080]  Same with the former Italian president, who was also the former head of their intelligence.
[00:40:30.360 --> 00:40:33.561]  Oh, and now the head of the Italian Supreme Court's come out saying it's an inside job.
[00:40:33.961 --> 00:40:43.682]  Oh, but of course they just carried out false flags against their own people, movie theater shoot-ups, you name it, to blame folks in the 70s and 80s with the U.S.
[00:40:43.722 --> 00:40:46.463]  government, Operation Gladio, so they know what they're talking about.
[00:40:47.991 --> 00:40:53.116]  Continuing here between September 6th and 7th, the Chicago Board of Options Exchange
[00:40:54.085 --> 00:41:22.512]  saw purchases again of uh... also uh... record put options and number ten pakistani i a side director general my mood on that instructed uh... on that mart check he's a hot wire a hundred thousand dollars the nine eleven lead hijacker muhammad added it just goes on from there since september fourth he met with top brass the cia pentagon and the white house days before ordering that wired and of course i should also add that uh...
[00:41:24.059 --> 00:41:31.322]  You have six of the ten 9-11 commissioners coming out and saying it was all a cover-up and that the government was involved, but you're supposed to forget about that.
[00:41:31.362 --> 00:41:35.364]  You've got the head of the Defense Language School, Colonel Butler, saying it was an inside job.
[00:41:35.424 --> 00:41:36.464]  The list goes on and on.
[00:41:36.484 --> 00:41:42.407]  Listen, that's why the government tries to finance groups with wild conspiracy theories about
[00:41:43.479 --> 00:41:45.182]  Particle beams and stuff from space.
[00:41:45.422 --> 00:41:47.725]  And look, I'm not saying people shouldn't have their own view.
[00:41:47.745 --> 00:41:48.206]  That's fine.
[00:41:48.547 --> 00:41:50.550]  But I saw that push by the media.
[00:41:50.870 --> 00:41:53.213]  I know when national media is here, they want to talk about that.
[00:41:53.534 --> 00:41:57.340]  Because they think that'll discredit a history of false flag terror.
[00:41:57.380 --> 00:41:58.762]  The admissions are blowing up seven.
[00:42:00.228 --> 00:42:00.528]  Okay?
[00:42:01.149 --> 00:42:03.811]  You know, clear blast points and squibs and bombs going off.
[00:42:04.131 --> 00:42:04.872]  That's the issue.
[00:42:05.432 --> 00:42:09.215]  All right, that isn't it for InfoWars Nightly News Marathon Edition.
[00:42:09.495 --> 00:42:18.822]  There's still more with my Ask Alex 45-minute marathon with Christy Hightower that we shot last Friday, but we've been so busy we're in error today.
[00:42:19.042 --> 00:42:23.465]  These are the best questions ever we got from the Ask Alex group at PlanetInfoWars.com.
[00:42:24.286 --> 00:42:27.647]  And again, we're risking our lives, our names, our sacred treasure to bring you this info.
[00:42:27.667 --> 00:42:31.108]  If you believe in this type of information, visit infowarestore.com.
[00:42:31.128 --> 00:42:38.529]  We have the great ProPure filters discounted by 10%, where we have the books, the videos, the t-shirts, everything at infowarestore.com.
[00:42:38.549 --> 00:42:43.151]  That's how we're hiring the graphics people, the editors, six new reporters, everything.
[00:42:43.211 --> 00:42:43.731]  We are going 110%
[00:42:45.111 --> 00:42:47.132]  So be sure and visit InfoWarsTore.com.
[00:42:47.172 --> 00:42:47.732]  It's amazing.
[00:42:48.092 --> 00:42:52.034]  All the best prices there on products I've used, I've tested, I believe in.
[00:42:52.254 --> 00:42:54.335]  I use it, I believe in it, I promote it.
[00:42:54.575 --> 00:42:56.276]  It's all there, InfoWarsTore.com.
[00:42:56.596 --> 00:42:59.937]  Again, thank you all the live viewers of the show.
[00:43:00.258 --> 00:43:10.042]  Great job to the entire crew, the folks that have now been here about 13 months, Marcos Morales, folks like John Bowne, people like Darren McBreen.
[00:43:10.682 --> 00:43:12.743]  Rob Due's now been here, what, four or five years, Rob?
[00:43:14.544 --> 00:43:15.264]  Just amazing.
[00:43:16.485 --> 00:43:21.928]  And of course, everybody else here at the office and all the new reporters, Jakari Jackson, just everybody.
[00:43:22.709 --> 00:43:25.070]  Of course, David Ortiz on earlier, anchoring the show.
[00:43:25.551 --> 00:43:26.451]  Amazing job.
[00:43:26.531 --> 00:43:27.152]  God bless you.
[00:43:27.432 --> 00:43:30.334]  We couldn't be doing all of this without you out there supporting us, viewers.
[00:43:30.694 --> 00:43:40.180]  We are supported by viewers like you, not like MSNBC that gets stimulus money and bank or bailout money to preach anti-family, pro-vaccine, anti-gun, anti-sovereignty crap.
[00:43:40.760 --> 00:43:43.283]  We are actually supported by you, so spread the word.
[00:43:43.563 --> 00:43:48.207]  When these videos later get paid forward and posted to YouTube and other places, spread them to everybody you know.
[00:43:48.668 --> 00:43:53.272]  All right, we'll be back after this quick break with the conclusion of the September 11th, 2012, 11 years later.
[00:43:53.292 --> 00:43:54.534]  Stay with us.
[00:44:24.395 --> 00:44:28.917]  Alex Jones here with a message that could revolutionize health in this country.
[00:44:29.197 --> 00:44:38.000]  Going back about a year and a half ago, I began to learn from friends like Ted Anderson about the incredible health effects of longevity products.
[00:44:38.841 --> 00:44:44.163]  And I started promoting him some because I'd seen his weight loss, his health, all the things that happened for him.
[00:44:44.823 --> 00:44:49.365]  Now, I've only stuck my toe in the water and lost a little over 40 pounds, and I'm still big.
[00:44:50.365 --> 00:44:57.610]  Aaron Dykes, who you know has been working here for six years at InfoWars.com, lost 92 pounds.
[00:44:57.630 --> 00:44:59.471]  We're going to show you some before and afters.
[00:44:59.891 --> 00:45:02.613]  He began to hear the guest on my show a year and a half ago.
[00:45:02.913 --> 00:45:10.398]  He began to do his own research and he implemented the information that Longevity and InfoWarsTeam.com is promoting.
[00:45:11.258 --> 00:45:13.299]  And had dramatic results.
[00:45:13.699 --> 00:45:24.684]  And that's why I'm telling our listeners and viewers, you need to go to mfallwarsteam.com and try just the Essential Fatty Acids, the Beyond Tangy Tangerine, and the Polymers Plus.
[00:45:25.064 --> 00:45:30.026]  And I believe you'll be blown away by the dramatic results that I've had and Aaron's had.
[00:45:30.046 --> 00:45:32.167]  Aaron, break down what happened.
[00:45:32.207 --> 00:45:32.727]  Your story.
[00:45:33.047 --> 00:45:35.630]  I've been overweight in my life for far too long.
[00:45:35.990 --> 00:45:40.355]  Years ago, I lost a lot of weight, more than 50 pounds, but it came right back.
[00:45:40.395 --> 00:45:41.516]  I wasn't able to keep it off.
[00:45:41.936 --> 00:45:48.023]  More recently, I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:45:48.063 --> 00:45:52.107]  It just didn't happen, and I wasn't able to stay motivated long enough to reach my goals.
[00:45:52.287 --> 00:45:58.712]  Then I saw what you were doing with Infowarsteam.com and the great products, Tangy Tangerine, kind of the base one to start with.
[00:45:59.093 --> 00:46:02.876]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:46:02.936 --> 00:46:03.877]  I wanted that nutrition.
[00:46:03.897 --> 00:46:09.421]  Didn't even understand how that could kickstart my own weight loss goals, but the products did that for me.
[00:46:09.782 --> 00:46:15.506]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods.
[00:46:15.606 --> 00:46:17.508]  And they don't even advertise it as weight loss!
[00:46:17.628 --> 00:46:18.088]  They don't.
[00:46:18.128 --> 00:46:23.531]  But pharmacist Ben Fuchs explains that's what happens if you're overweight because you're no longer hungry because you're getting what you need.
[00:46:23.691 --> 00:46:30.475]  When you start taking their proprietary formulation of essential fatty acids, it blows the competition away.
[00:46:30.855 --> 00:46:38.519]  When you start taking Beyond Tangy Tangerine and PolymBurst Plus and the other key longevity products, it is incredible.
[00:46:38.959 --> 00:46:45.263]  It was so easy to lose weight and regain health for myself barely without trying just from taking the products.
[00:46:45.643 --> 00:47:00.914]  I want to challenge our radio listeners to go to Infowarsteam.com so you can see for yourselves the incredible results Aaron and others have achieved with Longevity products that are discounted at wholesale prices at Infowarsteam.com.
[00:47:01.575 --> 00:47:07.119]  Sign up as a distributor and get wholesale pricing discounts at Infowarsteam.com.
[00:47:07.819 --> 00:47:11.484]  The revolution against tyranny starts individually with our bodies.
[00:47:11.944 --> 00:47:13.826]  There is a global awakening happening.
[00:47:14.187 --> 00:47:17.251]  The sleeping giant that is humanity is awakening.
[00:47:17.511 --> 00:47:20.955]  And a big part of that fight starts at InfoWarsTeam.com.
[00:47:32.898 --> 00:47:35.059]  Hey, Christy Heisauer here with Alex Jones.
[00:47:35.420 --> 00:47:38.702]  We're going to be answering your questions from the Ask Alex group on Planet Info Wars.
[00:47:38.762 --> 00:47:42.965]  It's been a few weeks since we've done it, but we're back and so we're going to get started.
[00:47:43.405 --> 00:47:44.926]  Alex, let's start with the first question.
[00:47:45.426 --> 00:47:47.588]  It comes to you from Liz in the UK.
[00:47:47.608 --> 00:47:52.471]  She says, I have a question regarding martial law, which I think is really a great question for this time period.
[00:47:53.732 --> 00:48:05.535]  I can understand the government declaring martial law in specific areas and states as a response to some sort of disaster, but what sort of catastrophic event could occur resulting in a nationwide declaration of martial law?
[00:48:05.555 --> 00:48:09.355]  You talk about it on your show, and the suspension of the Constitution, therefore.
[00:48:10.296 --> 00:48:12.316]  What are your thoughts there?
[00:48:12.356 --> 00:48:15.877]  Well, I love doing the Ask Alex because they always bring up such great questions.
[00:48:15.917 --> 00:48:19.458]  We've been so busy the last two weeks or so, we haven't done one.
[00:48:19.878 --> 00:48:21.118]  People have been clamoring for it.
[00:48:21.598 --> 00:48:23.099]  We've got a magazine launch and all that.
[00:48:23.139 --> 00:48:23.579]  Exactly.
[00:48:23.680 --> 00:48:30.144]  Send your questions to the Ask Alex group at PlanetInfoWars.com, the social network.
[00:48:30.504 --> 00:48:40.432]  It's really taken off and I just love seeing all the interaction and activism and awakening and organizing that's happening and all the stuff I've been seeing where people are meeting and dating.
[00:48:40.452 --> 00:48:42.133]  That's awesome.
[00:48:42.273 --> 00:48:45.875]  And really having a good time because that's what it's all about is people that love liberty getting together.
[00:48:45.935 --> 00:48:47.837]  So PlanetInfoWars.com.
[00:48:48.297 --> 00:48:50.559]  First off, before I answer this question, I just want to say this.
[00:48:52.302 --> 00:48:58.149]  I'm not saying over the years that they're going to declare a big martial law.
[00:48:59.471 --> 00:49:03.435]  We're going into martial law with the TSA running checkpoints on the streets.
[00:49:04.309 --> 00:49:06.211]  With them sticking their hands down our pants.
[00:49:06.552 --> 00:49:10.976]  We're under a form of martial law when police are arresting people at the DNC.
[00:49:11.377 --> 00:49:21.548]  Peaceful protesters and asking the government to hold them and saying the DOD is saying protest is terrorism and so we want you to hold them.
[00:49:21.748 --> 00:49:23.890]  I mean that that came out this week at the DNC.
[00:49:25.134 --> 00:49:26.115]  That was mainstream news.
[00:49:26.175 --> 00:49:26.836]  Straight face.
[00:49:27.396 --> 00:49:28.377]  Well, why is he in jail?
[00:49:28.417 --> 00:49:29.518]  Well, we put him on a list.
[00:49:29.818 --> 00:49:33.782]  Now the list, like the no-fly list, is just, you're an extremist.
[00:49:33.802 --> 00:49:34.843]  You're on a pick-up list.
[00:49:34.983 --> 00:49:35.203]  Right.
[00:49:35.443 --> 00:49:37.305]  We're to the point of pick-up list.
[00:49:37.946 --> 00:49:39.527]  And we're just here calmly talking about it.
[00:49:39.627 --> 00:49:40.828]  What do they call those centers again?
[00:49:41.912 --> 00:49:44.013]  Re-education camps.
[00:49:44.073 --> 00:49:44.673]  FEMA camps.
[00:49:44.913 --> 00:49:48.695]  FEMA, and then they have the intelligence gathering centers.
[00:49:48.995 --> 00:49:49.855]  Threat fusion centers.
[00:49:49.955 --> 00:49:50.996]  Fusion centers, thank you.
[00:49:51.016 --> 00:49:52.577]  Yeah, which are really federalization centers.
[00:49:52.597 --> 00:49:58.659]  I mean, we have army manuals now that are public that say re-education in America.
[00:49:59.119 --> 00:50:04.842]  So, it's kind of like there's a pot of water on the stove with peas in it.
[00:50:06.332 --> 00:50:10.554]  And it's been on simmer, and the water's warm, and now they're trying to turn it up some.
[00:50:11.294 --> 00:50:12.975]  I mean, you're on the stovetop.
[00:50:13.415 --> 00:50:14.636]  You're in a police state.
[00:50:14.976 --> 00:50:15.416]  It's growing.
[00:50:15.436 --> 00:50:17.717]  The NSA admits they're spying on you without warrants.
[00:50:18.317 --> 00:50:21.479]  Congress won't pass the Cybersecurity Act that totally takes over the web.
[00:50:21.519 --> 00:50:24.400]  Even CBS News admits shuts down a lot of freedom.
[00:50:25.201 --> 00:50:26.961]  And Obama says he's going to sign an executive order.
[00:50:27.682 --> 00:50:34.665]  So all of these things, arbitrary executive power, executive orders, telling us that NATO's in charge of our military.
[00:50:35.727 --> 00:50:38.428]  The NSA spy without warrants, felonies each time.
[00:50:38.568 --> 00:50:39.468]  They just admit they do it.
[00:50:40.368 --> 00:50:42.449]  Whistleblowers come out, they don't get in trouble.
[00:50:43.389 --> 00:50:44.530]  You know, that is the NSA doesn't.
[00:50:45.470 --> 00:50:49.151]  They're using the NSA now on journalists and whistleblowers, which are protected.
[00:50:50.131 --> 00:51:00.634]  So, I wrote a story 12 years ago, back in like 99, saying it's martial law and it's three on the Richter scale.
[00:51:01.354 --> 00:51:02.495]  Each level it doubles.
[00:51:02.575 --> 00:51:03.135]  We're at about
[00:51:04.429 --> 00:51:05.289]  A 7 now.
[00:51:06.490 --> 00:51:14.173]  And hot martial law, rounding everyone up, shooting them in the back of the head, you know, burning down whole neighborhoods, stuff like that.
[00:51:14.293 --> 00:51:15.594]  That is a 10.
[00:51:15.994 --> 00:51:18.215]  I mean, we're at a 7.
[00:51:18.935 --> 00:51:20.776]  A 7 and a half or more.
[00:51:22.857 --> 00:51:25.098]  Because each time it goes up on the Richter, it doubles.
[00:51:25.438 --> 00:51:26.719]  I mean, do you understand that?
[00:51:26.779 --> 00:51:28.960]  So we're under martial law.
