[00:00:01.305 --> 00:00:01.345]  So,
[00:31:22.660 --> 00:31:25.201]  These are ontological categories of human existence.
[00:31:25.682 --> 00:31:31.245]  The problem you have is if you have the dictatorship of the one, that's a fairly clear-cut problem.
[00:31:31.705 --> 00:31:37.508]  If you have the spontaneous mob of the many, that's a problem that people can also recognize.
[00:31:37.928 --> 00:31:49.550]  But what you tend to have in human civilization is the rule of the few, the oligarchy, the iron law of oligarchy, studied by German sociologists in the late 1900s.
[00:31:50.110 --> 00:31:53.851]  Now the purpose of an oligarchy is really only one thing.
[00:31:54.611 --> 00:32:06.993]  A tyrant can have a project, a mob can have a goal, but an oligarchy is there to do one thing, to perpetuate oligarchy, to give it more and more power and allow it to exist.
[00:32:08.530 --> 00:32:13.233]  The mentality of oligarchy always depends on the idea that there's an elite and a mass.
[00:32:13.893 --> 00:32:15.655]  And there can't be anything in between.
[00:32:15.695 --> 00:32:18.897]  There's really no room for a middle class in oligarchy.
[00:32:19.696 --> 00:32:24.379]  So the elite has to justify itself based on what?
[00:32:24.720 --> 00:32:25.600]  Why should they rule?
[00:32:25.800 --> 00:32:26.501]  Are they smarter?
[00:32:26.861 --> 00:32:27.722]  Are they more efficient?
[00:32:28.022 --> 00:32:28.562]  Are they better?
[00:32:28.983 --> 00:32:30.403]  They're probably none of those things.
[00:32:30.424 --> 00:32:32.465]  They're probably inferior in many ways.
[00:32:32.505 --> 00:32:39.190]  So they've got to find other ways to justify what is an irrational principle of domination.
[00:32:39.890 --> 00:32:53.837]  So, oligarchs generally find ways to argue that the mass of people are inferior, that their lives are not worth living, and indeed, that they're closer to animals than they are to the elite.
[00:32:54.057 --> 00:33:05.383]  So, whenever you have an oligarchical elite, they're always going to try to portray the masses as ignorant beasts, inferior, or whatever else it is, and that's what we see.
[00:33:06.614 --> 00:33:09.416]  This is very strong in the Anglo-American world.
[00:33:09.477 --> 00:33:13.940]  The US-British tradition is not that of a dictator.
[00:33:14.280 --> 00:33:16.642]  Stalin, Hitler, this you generally don't find.
[00:33:17.103 --> 00:33:23.628]  It's also not so much in the notion of mob rule and demagogy of that sort, although occasionally it is.
[00:33:24.048 --> 00:33:27.231]  Generally what you have in terms of real power is an oligarchy.
[00:33:27.271 --> 00:33:29.173]  So this oligarchy is inherited
[00:33:29.853 --> 00:33:49.730]  from Venice, from the Venetian Republic of the Middle Ages, and it's transferred into Britain between 1500 and 1600 or so in the form of the Whig Party, the top aristocratic party which rules Britain from the early 1600s really until about 1832 and the Reform Bill.
[00:33:49.750 --> 00:33:51.331]  So it's an oligarchical system.
[00:33:51.732 --> 00:33:54.995]  The US and the British are a polycentric oligarchy
[00:33:56.068 --> 00:34:02.776]  Where you can't say the Bilderberger runs it, or the Trilateral, or the CFR, or Bohemian Grove, or whatever it is.
[00:34:03.336 --> 00:34:10.705]  All of those are power centers that jostle each other and coexist, but what they amount to is an oligarchy.
[00:34:11.686 --> 00:34:15.810]  If you have a tyrant, you can convince the tyrant to change policy.
[00:34:16.491 --> 00:34:17.032]  It can be done.
[00:34:17.964 --> 00:34:30.571]  But to change an oligarchy, as Plato points out, is harder, because you've got to convince so many different ones, and as soon as you convince some of them, you've de-convinced others, because those are the enemies, and they hate the ones that you've convinced.
[00:34:30.631 --> 00:34:34.073]  So, that's the problem that we face in the Anglo-American world.
[00:34:34.873 --> 00:34:38.998]  The Club of Rome is a group of old fascists, for want of a better word.
[00:34:39.098 --> 00:34:41.821]  Aurelio Pace was the most prominent guy.
[00:34:41.841 --> 00:34:48.028]  He had been a fascist for Mussolini in the Balkans during World War II, done all manner of crimes there.
[00:34:48.449 --> 00:34:54.315]  And then we have his associate Alexander King, who admitted, that embarrassing thing, that the purpose of this was to
[00:34:55.757 --> 00:34:57.338]  We're good to go.
[00:35:20.775 --> 00:35:29.602]  As this becomes more extreme, as the breakdown crisis gets worse, and it is getting worse, as the depression deepens,
[00:35:30.575 --> 00:35:50.102]  You get into the definitions of useless eaters, lives not worthy of being lived, non-productive culls, they're called sometimes, surplus population, as Scrooge said, following Bentham and Malthus, and how many
[00:35:51.082 --> 00:35:52.562]  Are there of such people?
[00:35:52.642 --> 00:36:00.425]  As the depression gets worse, it gets to be more and more of the population that are useless eaters and non-productive culls.
[00:36:01.305 --> 00:36:07.647]  So, the problem that we face is the ideology has deteriorated.
[00:36:08.107 --> 00:36:19.110]  The global warming ideology is, at least up to now, the most extreme form because it says that carbon dioxide is a pollutant
[00:36:19.932 --> 00:36:25.575]  And that carbon is bad when we ourselves are a carbon-based form of life.
[00:36:25.675 --> 00:36:32.459]  So it seems to say that the inevitable results of humanity is pollution.
[00:36:32.539 --> 00:36:36.881]  That people pollute or indeed that people are pollution.
[00:36:36.981 --> 00:36:42.524]  It gets back to Ehrlich and Holdren and their idea that humanity is a cancer on the face of the earth.
[00:36:42.564 --> 00:36:45.786]  So the ultimate logic of all this is
[00:36:47.208 --> 00:36:56.274]  Extermination, genocide, the concentration camp, depopulation, and a horror that goes beyond anything seen in the 20th century.
[00:36:56.734 --> 00:36:59.055]  That's where Obama is essentially leading.
[00:36:59.756 --> 00:37:11.263]  When Holdren is confronted with his published works, the body of work on which his scientific credentials rest, he wants to run away from them and say that he's no longer the environmental extremist
[00:37:11.823 --> 00:37:12.623]  That he once was.
[00:37:12.683 --> 00:37:16.124]  That his genocidal fury has mellowed with age.
[00:37:16.645 --> 00:37:18.385]  But I wouldn't believe that for a minute.
[00:37:18.565 --> 00:37:27.188]  It's just that he's become a little bit more sophisticated politically and he's seen how damaging it is when people throw that stuff at you.
[00:37:27.208 --> 00:37:34.590]  It's of course a monstrosity that he was allowed to get through that confirmation process in the first place.
[00:37:35.451 --> 00:37:39.572]  In terms of genocide, genocide
[00:37:40.646 --> 00:37:41.787]  He entered the U.S.
[00:37:42.167 --> 00:37:59.319]  policy realm in an overt way with this National Security Memorandum 200 by Kissinger in the 1974-75 period, which said that if you have population growth in third world countries, they will compete for the limited natural resources that the U.S.
[00:37:59.379 --> 00:38:01.280]  intends to monopolize.
[00:38:02.601 --> 00:38:15.167]  I attended the food conference, the World Food Conference of the Food and Agricultural Organization in Rome in December of 1974, which was attended by Kissinger.
[00:38:18.849 --> 00:38:35.075]  And I put out some leaflets at this FAO conference in Rome in late 1974, and in response to that, the UN bureaucracy kicked me out of the conference, not for disrupting anything, but simply by pointing out the obvious implications of what was going on.
[00:38:35.576 --> 00:38:39.957]  At that same conference, the Soviet delegate made a useful contribution.
[00:38:39.997 --> 00:38:43.579]  He said that if you just took the existing off-the-shelf technology
[00:38:43.999 --> 00:38:45.740]  And made that available to everybody.
[00:38:46.060 --> 00:38:49.763]  You would have no problem with 35 billion people on the Earth.
[00:38:50.303 --> 00:38:53.305]  The demographic potential is still very, very large.
[00:38:53.385 --> 00:38:55.046]  Lots and lots of wide open spaces.
[00:38:55.486 --> 00:38:56.467]  But they kicked me out.
[00:38:56.887 --> 00:39:05.572]  So, the Kissinger line was, stop population growth in third world countries, because otherwise they'll compete for natural resources.
[00:39:05.632 --> 00:39:13.217]  I guess he's looking into what happens today with Chinese oil consumption and the Chinese in Africa offering their own bids
[00:39:13.757 --> 00:39:16.321]  For mining and other other products.
[00:39:16.861 --> 00:39:18.884]  The other thing to stress is under Carter.
[00:39:19.778 --> 00:39:26.603]  And in particular, under Secretary of State Edmund Muskie, you had Global 2000 and Global Futures.
[00:39:26.763 --> 00:39:38.872]  And that is the real watershed of making genocide, population reduction, euthanasia, population control into the dominant ideology of the U.S.
[00:39:38.912 --> 00:39:42.355]  government, the foreign policy establishment, and the State Department.
[00:39:42.415 --> 00:39:48.019]  Global 2000 and Global Futures enacted under Muskie are really the turning point, after which
[00:39:48.619 --> 00:39:48.880]  U.S.
[00:39:48.960 --> 00:39:57.550]  policy in the developing sector is no longer development, but it's rather population control, population reduction, with strong genocidal overtones.
[00:39:58.952 --> 00:40:03.137]  Holdren writes books about nuclear target selection, nuclear war.
[00:40:03.177 --> 00:40:04.298]  He's a strange love.
[00:40:04.318 --> 00:40:07.141]  He's a strange love under green left cover.
[00:40:08.469 --> 00:40:11.572]  However, he recognizes what Strangeloves often forget.
[00:40:12.052 --> 00:40:17.016]  You can kill more people with economic means than you can with military means.
[00:40:17.436 --> 00:40:20.578]  Robert McNamara did his best to escalate Vietnam.
[00:40:20.939 --> 00:40:25.822]  Robert McNamara killed more people at the World Bank than he ever did at the Pentagon.
[00:40:26.423 --> 00:40:28.865]  The general estimate is, well, 40,000 people a day.
[00:40:30.706 --> 00:40:38.069]  Meaning 15, 20 million a year minimum die as a result of the IMF conditionalities.
[00:40:38.569 --> 00:40:45.472]  They die of starvation, malnutrition and diseases like diarrhea that can be cured for a few pennies.
[00:40:45.532 --> 00:40:52.956]  So that's the cost of the IMF based system is already in the neighborhood of 20 million dead per year and again 40,000 per day
[00:40:56.377 --> 00:40:57.318]  And that's an old figure.
[00:40:57.398 --> 00:41:06.163]  Now that we have the depression, it's probably more like 50,000 a day or more, because the effect of the depression is obviously to increase that figure.
[00:41:07.564 --> 00:41:13.267]  This is a book called Ecoscience, Population, Resources, Environment.
[00:41:14.636 --> 00:41:18.037]  The authors, Paul R. Ehrlich of Stanford University.
[00:41:18.157 --> 00:41:20.277]  This is the charlatan with the population bomb.
[00:41:21.057 --> 00:41:24.558]  Anne H. Ehrlich, who is an environmental fanatic in her own right.
[00:41:25.238 --> 00:41:29.138]  And John P. Holdren of the University of California, Berkeley.
[00:41:29.258 --> 00:41:32.439]  Today, White House science czar for Obama.
[00:41:32.859 --> 00:41:38.020]  Published by the W. H. Freeman and Company Publishing House in San Francisco.
[00:41:38.040 --> 00:41:44.041]  And the edition I have here is 1977, so we're in the Jimmy Carter era.
[00:41:44.641 --> 00:41:45.362]  First edition, 1970.
[00:41:45.962 --> 00:41:47.163]  Second edition, 1972.
[00:41:47.823 --> 00:41:51.825]  And as you can see, this is a hefty tome.
[00:41:52.585 --> 00:41:56.267]  This is the best part of a thousand pages, more than a thousand pages.
[00:41:56.888 --> 00:41:59.709]  If you count the index, we get up to 1,500 pages of raving, insane, Malthusian drivel.
[00:42:05.871 --> 00:42:09.512]  And he tells you he's a Malthusian, a Neo-Malthusian.
[00:42:10.052 --> 00:42:11.072]  He loves Darwin.
[00:42:11.452 --> 00:42:15.673]  He loves the struggle for existence and the survival of the fittest.
[00:42:16.414 --> 00:42:19.855]  And in some ways he wants to bring that into human society.
[00:42:20.555 --> 00:42:25.296]  Now, the heart of the book, I think, for political purposes,
[00:42:26.485 --> 00:42:39.653]  has to do with the measures that Holdren proposes to implement as a means of slowing, stopping, and reversing population growth.
[00:42:40.953 --> 00:42:44.075]  The heart of the book, I think, starts on page 783.
[00:42:44.776 --> 00:42:48.618]  Population control direct measures.
[00:42:49.959 --> 00:42:55.122]  You've got to convince people of the necessity of reducing population.
[00:42:55.913 --> 00:42:58.517]  For example, one thing he quotes approvingly,
[00:43:10.020 --> 00:43:18.547]  And for government employees in Delhi, following two decades of discouraging results from voluntary family planning.
[00:43:18.607 --> 00:43:26.754]  So let's make it involuntary, compulsory, obligatory, and we're going to come in with compulsory sterilization.
[00:43:27.915 --> 00:43:31.498]  Let's jump ahead to the involuntary controls.
[00:43:32.768 --> 00:43:40.444]  In the 1960s, it was proposed to vasectomize all fathers of three or more children in India.
[00:43:41.866 --> 00:43:51.156]  India entertained the policy of compulsory sterilization, and if they had really done it, then they would have been better off, as Holdren says.
[00:43:52.057 --> 00:44:04.890]  A program of sterilizing women after their second or third child, despite the fact that this is harder to do than a vasectomy, might be easier to implement than sterilizing men.
[00:44:07.097 --> 00:44:20.842]  Other than that, Holdren is interested, and again on page 787, the development of a long-term sterilizing capsule that could be implanted under the skin and removed when pregnancy is desired.
[00:44:20.862 --> 00:44:26.124]  Well, this is Norplant, and that's been implanted in victim populations in U.S.
[00:44:26.184 --> 00:44:27.684]  inner cities now for a couple of decades.
[00:44:27.744 --> 00:44:29.705]  One of the problems is, how do you get it out?
[00:44:30.365 --> 00:44:33.447]  The government puts it in, but who's going to help you to take it out?
[00:44:34.268 --> 00:44:35.268]  That's a little bit harder.
[00:44:36.009 --> 00:44:38.430]  Another proposal that Holdren is interested in.
[00:44:39.371 --> 00:44:41.832]  He quotes the economist Kevin Boulding.
[00:44:41.913 --> 00:44:42.873]  British, I'm pretty sure.
[00:44:43.454 --> 00:44:53.180]  Boulding proposed to issue to each woman at maturity a marketable license that would entitle her to have a fixed number of children.
[00:44:53.200 --> 00:44:59.024]  And of course, again, if Goldman Sachs gets into the market, then that could be priced out of reach.
[00:44:59.773 --> 00:45:01.294]  A very interesting chart on page 788.
[00:45:01.334 --> 00:45:01.794]  Baby licenses.
[00:45:18.771 --> 00:45:24.435]  We're told that you can have a monthly subsidy if you have no more than two children.
[00:45:25.135 --> 00:45:29.798]  You can have a monthly tax on people with more than two children to discourage that.
[00:45:30.479 --> 00:45:35.482]  A one-time lump sum tax on excess babies over two.
[00:45:35.542 --> 00:45:38.044]  So if you're over two children, that's excess.
[00:45:38.664 --> 00:45:39.505]  And quotas
[00:45:40.245 --> 00:46:08.547]  for families so again uh... the basic idea is some measures designed to persuade and then the hardcore hardline measures compulsory sterilization compulsory abortion and it's also a good idea to take children away from mothers if they're uh... teenagers unmarried and otherwise not suitable now he wants to impose this not just domestically in the u.s.
[00:46:08.587 --> 00:46:09.407]  but even more
[00:46:10.228 --> 00:46:12.169]  He wants to have family planning measures.
[00:46:12.230 --> 00:46:18.794]  Here on page 789, he wants to have family planning measures in the less developed countries.
[00:46:19.415 --> 00:46:27.400]  High priority should be given to stimulating attitude changes and counteracting the effects of pro-natalist traditions.
[00:46:27.440 --> 00:46:33.385]  You may remember President de Gaulle of France talked about a hundred million Frenchmen as a national goal.
[00:46:33.465 --> 00:46:36.087]  Obviously for Fulgren, this is impossible.
[00:46:36.972 --> 00:46:38.373]  What are the problems with this?
[00:46:38.413 --> 00:46:39.895]  Well, one problem is human rights.
[00:46:40.775 --> 00:46:41.997]  Page 793.
[00:46:42.777 --> 00:46:50.024]  Some people have this idea that there's a fundamental human right for each person responsibly to determine the size of his or her own family.
[00:46:51.245 --> 00:46:53.246]  Holdren doesn't like that one.
[00:46:54.147 --> 00:46:55.328]  Could this be done in the US?
[00:46:55.368 --> 00:46:56.569]  Well, we have the Constitution.
[00:46:57.540 --> 00:47:19.760]  Holdren laments, and now we're on page 837, to date there has been no serious attempt in Western countries, Europe, US, Japan, to use laws to control excessive population growth, although there exists ample authority under which population growth could be regulated.
[00:47:21.038 --> 00:47:23.020]  For example, under the U.S.
[00:47:23.080 --> 00:47:40.680]  Constitution, effective population control programs could be enacted under the clauses that empower Congress to appropriate funds to provide for the general welfare and to regulate commerce, though the commerce clause becomes abortion and sterilization.
[00:47:41.861 --> 00:47:41.921]  Or,
[00:47:42.935 --> 00:47:46.116]  For the Equal Protection Clause of the 14th Amendment.
[00:47:46.577 --> 00:47:51.039]  So the idea is strip everybody of the right to exist under the 14th Amendment.
[00:47:51.699 --> 00:47:54.660]  Such laws constitutionally could be very broad.
[00:47:55.681 --> 00:48:06.766]  Indeed, it has even been concluded that compulsory population control laws, even including laws requiring compulsory abortion,
[00:48:07.796 --> 00:48:17.801]  Could be sustained under the existing Constitution if the population crisis became sufficiently severe to endanger the society.
[00:48:18.881 --> 00:48:26.185]  Few today consider the situation in the United States serious enough to justify compulsion, however.
[00:48:27.520 --> 00:48:28.320]  Laments Holdren.
[00:48:29.020 --> 00:48:45.365]  The most compelling arguments that might be used to justify government regulation of reproduction are based on the rapid population growth relative to the capacity of environmental and social systems to absorb the associated impact.
[00:48:46.685 --> 00:48:47.625]  The appeal to greed.
[00:48:47.965 --> 00:48:54.567]  To provide a high quality of life for all, there must be fewer people, says Holdren.
[00:48:55.540 --> 00:49:01.308]  But there are other sound reasons that support the use of law to regulate reproduction.
[00:49:02.649 --> 00:49:03.671]  In today's world...
[00:49:04.500 --> 00:49:12.485]  Holdren writes on page 838, the number of children in a family is a matter of profound public concern.
[00:49:12.585 --> 00:49:19.909]  There is no individual sphere anymore for a Malthusian fanatic.
[00:49:21.130 --> 00:49:25.512]  On page 850, Holdren wants to convert to a spaceman economy.
[00:49:25.872 --> 00:49:27.093]  It's not the moonshot anymore.
[00:49:27.133 --> 00:49:33.137]  This is the idea that you're on spaceship Earth and everything you have with you is a limited resource.
[00:49:33.777 --> 00:49:39.723]  So, what you've got to do is reduce throughput of raw materials in industrial processes.
[00:49:40.284 --> 00:49:49.273]  He quotes a fellow crackpot, Herman Daly, who has suggested a specific mechanism for accomplishing population reduction.
[00:49:50.094 --> 00:50:02.176]  Put strict depletion quotas on the natural resources of the United States, meaning that you couldn't use more than two or three percent of the existing oil or minerals or whatever it is.
[00:50:02.837 --> 00:50:11.078]  The problem with that is, what we've found since the publication of Limits of Growth, is that the available stocks of most raw materials have grown.
[00:50:11.418 --> 00:50:14.879]  They haven't gone down, they've gone up, because you find more than you use.
[00:50:15.359 --> 00:50:19.820]  And that, I think, that would be even more clear if this process were not sabotaged.
[00:50:21.223 --> 00:50:26.066]  We would want to impose restrictions on the import of manufactured goods.
[00:50:27.187 --> 00:50:30.369]  Well, up to a point, but not for Holdren's goals.
[00:50:32.631 --> 00:50:35.993]  And there's a big attack on the cornucopians, again on page 851.
[00:50:36.953 --> 00:50:46.100]  The American mentality that you can solve things through science and production is something that Holdren wants to polemicize against.
[00:50:47.253 --> 00:50:55.341]  And that gets us then to his favorite theme, page 926, the de-development of overdeveloped countries.
[00:50:55.801 --> 00:51:03.048]  We've got to stop the less developed countries from imitating the growth path of the developed world.
[00:51:04.861 --> 00:51:16.003]  One key to saving world society lies in a measured and orderly retreat, retreat, from overdevelopment in today's overdeveloped countries, that would be the U.S.
[00:51:16.603 --> 00:51:20.364]  A process we will label, for want of a better word, de-development.
[00:51:20.404 --> 00:51:26.726]  So, if you thought your living standard was too low, Holdren is here to tell you, your living standard is too high.
[00:51:27.066 --> 00:51:28.446]  You should be de-developed.
[00:51:29.557 --> 00:51:33.480]  World government, international controls, the global commons.
[00:51:33.800 --> 00:51:38.463]  The quote here is, mutual coercion, mutually agreed upon.
[00:51:39.568 --> 00:51:40.368]  The New World Order.
[00:51:40.928 --> 00:51:58.872]  It has been apparent for some time that the nations of this planet cannot long survive, we read on page 939, cannot long survive without a system of worldwide controls for dealing with the ecosphere, the world economic system, and world economic growth.
[00:51:59.692 --> 00:52:04.633]  Such a system must be above all capable of resolving national differences.
[00:52:05.509 --> 00:52:18.899]  This is the basic conclusion of the distinguished professor of international law, Richard A. Falk, as he analyzed the situation, exemplified by the projections of alternative future scenarios.
[00:52:19.779 --> 00:52:26.044]  We might enter a plea here for surrendering some national sovereignty to a world government.
[00:52:26.764 --> 00:52:39.655]  But it's unfortunately clear that there will not be a supranational government in the foreseeable future, but now 30 years have gone by, and maybe this is within reach at the Copenhagen Conference in December of 2009.
[00:52:40.136 --> 00:52:42.698]  So we get the U.S.
[00:52:43.298 --> 00:52:44.540]  environmental program,
[00:52:45.563 --> 00:52:50.405]  And again, in the conclusion, the summary of this is there are two factions on Earth.
[00:52:50.985 --> 00:52:57.488]  We have the cornucopians, we can call them the growthsmanship group, the moonshot mentality.
[00:52:57.528 --> 00:53:04.031]  Those are people who say science, technology and industry can solve any problem with political will,
[00:53:04.851 --> 00:53:06.592]  And the proper effort.
[00:53:06.632 --> 00:53:09.033]  And that's pretty much how humanity has survived up to now.
[00:53:09.353 --> 00:53:11.434]  But that's the wrong path, according to Holdren.
[00:53:11.834 --> 00:53:15.156]  We've got to become Neo-Malthusians.
[00:53:16.096 --> 00:53:22.539]  On these points, says Holdren, we find ourselves firmly in the Neo-Malthusian camp.
[00:53:22.599 --> 00:53:29.022]  And again, that's based on Bentham, Ortez, and it's the basis, it's in turn, of Darwin.
[00:53:29.782 --> 00:53:30.683]  This is a cookbook.
[00:53:31.463 --> 00:53:31.863]  We're good to go.
[00:53:48.570 --> 00:53:50.491]  And they've all collapsed except one.
[00:53:50.811 --> 00:53:52.252]  And generally they've collapsed from within.
[00:53:52.572 --> 00:54:06.581]  And they've collapsed to a very significant degree because of thinking like this, that there's a limit to growth and that the privileges of an oligarchy are more important than the standard of living and the success of the individual human family.
[00:54:06.641 --> 00:54:08.342]  So this is a cookbook
[00:54:08.982 --> 00:54:11.524]  For the extermination of humankind, right?
[00:54:11.564 --> 00:54:14.047]  Those series that you see on the History Channel.
[00:54:14.087 --> 00:54:15.248]  What if there were no people?
[00:54:15.308 --> 00:54:18.531]  Well, Holdren has been blazing that trail for quite a while.
[00:54:19.191 --> 00:54:26.438]  This is an ultra-Hitlerian genocidalist who's today operating out of the White House in Washington, D.C., and it's time to kick him out.
[00:54:27.808 --> 00:54:36.256]  Morris Strong of Canada is a British imperialist functionary, close to Holdren in his outlook.
[00:54:37.097 --> 00:54:39.900]  In the build-up to the 1992 United Nations conference in Rio,
[00:54:44.584 --> 00:54:54.971]  Morris Strong wrote that the choice is between collapsing the entire industrial system of the world and the survival of humanity and the planet.
[00:54:55.071 --> 00:54:58.013]  And he's in favor of collapsing the industrial system.
[00:54:58.033 --> 00:54:59.955]  So he put out a demagogic call to people
[00:55:00.475 --> 00:55:00.735]  Thank you.
[00:55:15.939 --> 00:55:35.127]  To that, if you collapse the industrial system of the world, the problem you find is that the relative potential population density of the world goes below the existing 7 billion plus people that we've got, and that overhang gets into the danger of extinction.
[00:55:35.247 --> 00:55:41.850]  So, that's a call to genocide, again on an ultra-Hitlerian scale, issued by Maurice Strong,
[00:55:42.450 --> 00:55:44.051]  Back in 1992.
[00:55:44.351 --> 00:55:45.991]  Holdren is very much in that tradition.
[00:55:46.912 --> 00:55:56.255]  Ehrlich and Holdren and their ilk are crackpots, charlatans and quackademics, in the sense that their method is fundamentally wrong.
[00:55:57.756 --> 00:56:10.441]  The predicament of humanity is that at any given moment in time, with the existing technology that you have, you face a finite world of natural resources, except
[00:56:11.201 --> 00:56:16.543]  That what you can use as a natural resource is already defined by the technology you have.
[00:56:17.144 --> 00:56:31.430]  So if you expand your technological repertoire and armory through scientific discovery and technological development, you can define increasing areas of the natural world as usable natural resources.
[00:56:31.490 --> 00:56:32.771]  And that's what we've done up to now.
[00:56:33.111 --> 00:56:35.052]  If wood is not enough, get coal.
[00:56:35.472 --> 00:56:37.373]  If coal is not convenient, get oil.
[00:56:37.813 --> 00:56:39.714]  If oil is not enough, get nuclear.
[00:56:40.094 --> 00:56:42.255]  If nuclear has problems, get thermonuclear.
[00:56:42.296 --> 00:56:43.296]  Look at antimatter.
[00:56:43.336 --> 00:56:44.017]  Look beyond.
[00:56:44.917 --> 00:56:45.798]  And still beyond.
[00:56:46.418 --> 00:56:49.680]  Beyond a horizon that we can't even see at this point.
[00:56:50.261 --> 00:56:54.263]  The essential human condition is realize progress or collapse.
[00:56:55.004 --> 00:57:00.027]  Advance in science, technology and industry or you will soon cease to exist.
[00:57:00.147 --> 00:57:05.691]  And that's the fundamental human premise that this lunatic, Malthusian, Darwinian
[00:57:10.375 --> 00:57:19.905]  The President, I think, has surrounded himself with some of the most brilliant choices.
[00:57:21.727 --> 00:57:26.953]  Dr. Holdren, I don't want to embarrass you, but I sometimes refer to you as walking on water.
[00:57:42.645 --> 00:57:45.328]  Ask yourselves, what are you doing in this time of great challenge?
[00:57:46.289 --> 00:57:47.931]  What are you doing to unlock mine?
[00:57:49.773 --> 00:57:55.819]  Go to InfoWars.com and PrisonPlanet.tv for the latest headlines and cutting-edge information.
[00:58:22.139 --> 00:58:26.664]  Alex Jones here with a message that could revolutionize health in this country.
[00:58:26.944 --> 00:58:32.790]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:58:33.170 --> 00:58:35.512]  Erin Dykes lost 92 pounds.
[00:58:35.913 --> 00:58:38.796]  We're going to show you some before and afters.
[00:58:39.216 --> 00:58:40.976]  Aaron, break down what happened.
[00:58:41.016 --> 00:58:41.577]  Your story.
[00:58:41.857 --> 00:58:46.918]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:58:46.958 --> 00:58:47.838]  It just didn't happen.
[00:58:48.138 --> 00:58:50.719]  Then I saw what you were doing with Infowarsteam.com.
[00:58:51.199 --> 00:58:55.000]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:58:55.040 --> 00:58:55.980]  I wanted that nutrition.
[00:58:56.020 --> 00:58:59.621]  Didn't even understand how that could kickstart my own weight loss goals.
[00:58:59.821 --> 00:59:01.521]  But the products did that for me.
[00:59:01.882 --> 00:59:07.603]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods.
[00:59:07.683 --> 00:59:09.643]  And they don't even advertise it as weight loss!
[00:59:09.944 --> 00:59:13.504]  I want to challenge our radio listeners to go to Infowarsteam.com.
[00:59:14.045 --> 00:59:19.266]  Sign up as a distributor and get wholesale pricing discounts at Infowarsteam.com.
[00:59:25.620 --> 00:59:28.361]  Alex Jones here with a message to fellow freedom lovers.
[00:59:28.641 --> 00:59:33.484]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:59:33.664 --> 00:59:40.867]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:59:41.007 --> 00:59:46.431]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:59:46.651 --> 00:59:50.394]  These are items that I did research on, that I personally use.
[00:59:50.694 --> 00:59:55.237]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:59:55.438 --> 01:00:00.681]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:00:00.962 --> 01:00:03.964]  Strategic Relocation 3rd Edition by Joel Scalzo.
[01:00:04.164 --> 01:00:06.466]  When Disaster Strikes by Matthew Stein.
[01:00:06.686 --> 01:00:11.329]  They're a safe used by Homeland Security to protect yourself during any radiological event.
[01:00:11.449 --> 01:00:13.930]  Hand-cranked shortwave AM FM radios.
[01:00:14.371 --> 01:00:21.395]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:00:21.575 --> 01:00:22.636]  We're getting prepared.
[01:00:22.856 --> 01:00:23.277]  Are you?
[01:00:23.537 --> 01:00:24.898]  Infowarshop.com
[01:01:11.761 --> 01:01:12.441]  We're good to go.
[01:01:44.733 --> 01:01:46.754]  It is Monday, the 19th of November, 2012.
[01:01:48.735 --> 01:01:51.136]  Welcome to another edition of InfoWars Nightly News.
[01:01:51.756 --> 01:02:03.362]  During this entire week of Thanksgiving, we're going to be airing some of the incredible in-depth interview documentaries that we produced in the last two years for viewers out there.
[01:02:03.382 --> 01:02:04.682]  A lot of you, I know, haven't seen these.
[01:02:04.702 --> 01:02:08.784]  They're in the archives at InfoWarsNews.com and PrisonPlanet.tv.
[01:02:10.305 --> 01:02:14.947]  Tomorrow night will be G. Edward Griffin and the Collectivist Conspiracy.
[01:02:15.708 --> 01:02:21.871]  Wednesday night, Charlotte Iserby and the Deliberate Dumbing Down of America by this incredible insider.
[01:02:22.511 --> 01:02:25.373]  Russell Means, welcome to the reservation on Thursday.
[01:02:25.753 --> 01:02:30.135]  And Rosalind Peterson, the Chemtrail cover-up, is on Friday.
[01:02:30.756 --> 01:02:35.918]  And then, obviously, I'll be live on the radio until Wednesday and then back Sunday, 4 to 6 p.m.
[01:02:35.938 --> 01:02:38.640]  And then next week we'll have new transmissions.
[01:02:39.640 --> 01:02:41.581]  For you original nightly news programs.
[01:02:42.221 --> 01:02:53.525]  We're also using the first few days of this week to get some of the new studios completed, some of the new sets completed, and do some basic training around here with some of the new crew that we've got.
[01:02:54.085 --> 01:02:59.086]  But tonight is Dr. Webster Griffin Tarpley, the elite's plan for global extermination.
[01:02:59.927 --> 01:03:00.387]  Eugenics.
