[00:00:00.490 --> 00:00:01.832]  Direct from Austin.
[00:25:32.885 --> 00:25:37.728]  White people running to the suburbs, you know, gentrification, hiding out there.
[00:25:39.554 --> 00:25:41.615]  This is exactly what we see getting pushed.
[00:25:41.715 --> 00:25:47.198]  And folks, if you look at Twitter and Facebook and all over, we've got big reports coming out on this.
[00:25:47.218 --> 00:25:50.059]  We've already got some up at Infowars.com.
[00:25:51.119 --> 00:25:58.163]  But we've got a big one coming out tomorrow morning, maybe even tonight by Paul Watson, because there's a lot of examples of this and a lot of people calling for it.
[00:25:58.563 --> 00:26:00.284]  And I think that unfortunately,
[00:26:02.324 --> 00:26:08.926]  Researcher and journalist Thomas Sowell may be right about this happening, especially if it gets encouraged.
[00:26:09.206 --> 00:26:15.928]  And remember, and here's the key, I cover this in my film, The Obama Deception, made three and a half years ago.
[00:26:18.988 --> 00:26:21.069]  If Obama, when he was U.S.
[00:26:21.089 --> 00:26:25.010]  Senator, would tell his cousin over in Kenya, Odinga,
[00:26:25.936 --> 00:26:37.186]  When he lost the election against the Christian majority, Odinga is a Muslim, he said, have your Muslim constituents, the letters public, riot and demand you be given a seat in government.
[00:26:37.286 --> 00:26:40.989]  And he did, and they made the prime ministership for Odinga.
[00:26:41.829 --> 00:26:57.193]  So, don't think when Obama, and then this came out in the news, sent Justice Department people down with the Trayvon Martin tragedy to try to stir up people and get some type of race war going, and they had some attacks going on and stores being looted.
[00:26:58.013 --> 00:26:58.574]  Remember that?
[00:26:59.354 --> 00:27:05.776]  Don't think they won't pull something like that now and play blacks and whites and others off against each other.
[00:27:05.816 --> 00:27:06.636]  That's pointless.
[00:27:08.414 --> 00:27:14.379]  Rioting will only... In fact, I saw some of the emails I got, I saw some of the comments on the YouTube video.
[00:27:14.419 --> 00:27:16.861]  They said, yeah, you better be afraid, you know, Jones.
[00:27:17.382 --> 00:27:20.484]  You know you're racist, you know you're a white racist, all this type of stuff.
[00:27:20.504 --> 00:27:22.826]  Listen, I live 25 miles outside Austin, Texas.
[00:27:23.346 --> 00:27:26.409]  It sounds like World War III every weekend with my neighbors.
[00:27:27.070 --> 00:27:30.913]  I mean, next door to me they're filming some Discovery Channel gun show every week.
[00:27:30.973 --> 00:27:32.554]  It sounds like World War III going on.
[00:27:33.054 --> 00:27:36.457]  Famous guy lives nearby who's got a show.
[00:27:36.497 --> 00:27:36.978]  The point is,
[00:27:38.467 --> 00:27:48.836]  I'm not afraid if people burn East Austin or Chicago, Detroit, New York, Los Angeles, places like that.
[00:27:51.693 --> 00:28:05.778]  It's so mindless that what I'm saying in this video report that I've got up at InfoWars.com and PrisonPlanet.com, I'm in there saying, let's not, whoever gets elected, let's not have riots, let's not have violence.
[00:28:06.078 --> 00:28:07.959]  Both guys are puppets of the globalists.
[00:28:09.079 --> 00:28:10.240]  You know, this is stupid.
[00:28:10.280 --> 00:28:14.543]  We should come together for national sovereignty, the Bill of Rights, the Constitution.
[00:28:14.563 --> 00:28:16.924]  A lot of people are calling for this.
[00:28:16.944 --> 00:28:20.086]  A lot of opportunistic criminals that just want to rob shops.
[00:28:20.487 --> 00:28:23.949]  Don't be part of this if Romney wins and go out and riot.
[00:28:24.980 --> 00:28:26.441]  And they're like, oh, you're just afraid.
[00:28:26.861 --> 00:28:27.881]  It's so stupid.
[00:28:28.462 --> 00:28:30.603]  What, afraid you'll burn down your neighborhood in L.A.
[00:28:30.643 --> 00:28:30.883]  again?
[00:28:30.903 --> 00:28:32.664]  And everybody laughs at you?
[00:28:32.724 --> 00:28:36.526]  I mean, you know, because a bunch of criminals run around giving everybody in the neighborhood a bad name?
[00:28:36.546 --> 00:28:38.727]  It's just so stupid.
[00:28:39.758 --> 00:28:41.840]  That this type of stuff is going on.
[00:28:42.941 --> 00:28:44.443]  And again, I'm very, very concerned.
[00:28:44.523 --> 00:28:45.163]  Are you concerned?
[00:28:45.183 --> 00:28:46.124]  I'm going to give the number out.
[00:28:46.725 --> 00:28:49.568]  I want to get your take on this.
[00:28:49.588 --> 00:28:52.711]  877-789-ALEX on this issue.
[00:28:52.731 --> 00:28:53.231]  877-789-ALEX.
[00:28:54.112 --> 00:28:57.996]  We'll be right back and I'll play that clip of Thomas Sowell and a lot more.
[00:28:58.016 --> 00:28:58.437]  Stay with us.
[00:29:08.695 --> 00:29:18.861]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[00:29:19.301 --> 00:29:29.527]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[00:29:30.467 --> 00:29:37.812]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[00:29:38.012 --> 00:29:44.877]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[00:29:45.217 --> 00:29:49.641]  This product was designed to be an invaluable part of your vital preparations.
[00:29:50.021 --> 00:29:57.326]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[00:29:57.526 --> 00:30:07.392]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[00:30:07.853 --> 00:30:13.076]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:30:13.356 --> 00:30:15.557]  Let's start purifying your water with ProPure.
[00:30:15.757 --> 00:30:24.703]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at Infowars.com.
[00:30:24.863 --> 00:30:28.064]  Its filters are silver impregnated to prevent bacterial growth.
[00:30:28.305 --> 00:30:29.745]  There's no priming required.
[00:30:29.986 --> 00:30:32.027]  It's NSF 42 certified.
[00:30:32.267 --> 00:30:34.748]  Optional fluoride filters can reduce fluoride up to 95%.
[00:30:36.049 --> 00:30:37.170]  Easy to set up and use.
[00:30:37.350 --> 00:30:38.671]  Doesn't require electricity.
[00:30:38.771 --> 00:30:41.633]  Purify water from lakes, streams, ponds, and wells.
[00:30:41.953 --> 00:30:45.115]  This filter system leaves in beneficial minerals, which is key.
[00:30:45.336 --> 00:30:49.318]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:30:49.479 --> 00:30:52.060]  ProPure is the best gravity-fed filter out there.
[00:30:52.200 --> 00:30:53.521]  It's what my family uses.
[00:30:53.782 --> 00:30:56.984]  Infowars.com already has the lowest price on ProPure.
[00:30:57.104 --> 00:31:02.408]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:31:02.448 --> 00:31:04.089]  You can also call to order.
[00:31:04.189 --> 00:31:04.229]  888-253-3139
[00:31:07.631 --> 00:31:08.371]  Aaron Fullin here.
[00:31:08.632 --> 00:31:20.017]  As the Food Police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[00:31:20.237 --> 00:31:24.099]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[00:31:24.279 --> 00:31:26.800]  But frankly, I'm not sure what the Food Police are so afraid of.
[00:31:27.060 --> 00:31:34.664]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[00:31:34.924 --> 00:31:42.452]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[00:31:42.732 --> 00:31:43.653]  But here's some good news.
[00:31:43.874 --> 00:31:49.720]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[00:31:50.060 --> 00:31:53.123]  Since it's still legal to make these foods as long as you can make them yourself.
[00:31:53.404 --> 00:31:56.066]  For more information check out fermentationfactor.com.
[00:31:56.247 --> 00:31:57.988]  That's fermentationfactor.com.
[00:31:58.269 --> 00:32:04.295]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[00:32:04.395 --> 00:32:07.118]  That's www.fermentationfactor.com.
[00:32:07.498 --> 00:32:09.500]  Cold and flu season is upon us.
[00:32:10.000 --> 00:32:15.825]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:32:16.225 --> 00:32:27.394]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:32:27.955 --> 00:32:37.042]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph,
[00:32:37.242 --> 00:32:40.525]  Pneumonia, colds, flus and other harmful pathogens.
[00:32:40.965 --> 00:32:53.236]  This new technology is much more effective than colloidal or ionic silvers and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[00:32:53.936 --> 00:32:57.099]  Supernatural Silver is what you need for any emergency.
[00:32:57.600 --> 00:33:04.866]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:33:08.962 --> 00:33:11.905]  Coast to coast, direct from Austin.
[00:33:12.545 --> 00:33:16.649]  You're listening to the Alex Jones Broadcasting Network.
[00:33:20.232 --> 00:33:28.979]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:33:29.760 --> 00:33:30.801]  Thomas Jefferson.
[00:33:31.321 --> 00:33:35.004]  It's Alex Jones on the GCN Radio Network.
[00:33:42.415 --> 00:33:44.916]  Okay, my friends, again it is Sunday.
[00:33:44.976 --> 00:33:49.038]  We're very glad that you are here joining us on this 14th day of October 2012.
[00:33:50.538 --> 00:33:52.499]  And if Barack Obama, as U.S.
[00:33:52.539 --> 00:33:54.440]  Senator, told his cousin Odinga
[00:33:55.695 --> 00:33:57.697]  In letterhead, it's public.
[00:33:57.777 --> 00:33:59.179]  It's in my film, The Obama Deception.
[00:33:59.199 --> 00:33:59.820]  Just look it up.
[00:34:01.021 --> 00:34:07.448]  Just look up, Obama told his cousin Odinga to stage unrest in Kenya so that he'd be given a spot in the government.
[00:34:07.728 --> 00:34:10.971]  That letter's public on the senatorial letterhead.
[00:34:10.991 --> 00:34:16.818]  If he would do that, I don't know, that was about seven, eight years ago, what would he do now?
[00:34:17.964 --> 00:34:19.605]  They're not going to give up power easily.
[00:34:19.665 --> 00:34:24.646]  They shipped tens of thousands of guns and hand grenades into Mexico.
[00:34:25.547 --> 00:34:28.948]  This all came out, CBS News, to blame the Second Amendment.
[00:34:29.208 --> 00:34:31.549]  And the memo came out that they were going to blame the Second Amendment.
[00:34:31.809 --> 00:34:32.629]  And guess what they did?
[00:34:32.929 --> 00:34:41.592]  They still say we should restrict guns and not let you have semi-autos because of what happened in Mexico.
[00:34:42.113 --> 00:34:45.274]  They never give up, they never stop, they never back off.
[00:34:45.874 --> 00:34:53.039]  And the problem is the Republicans are bought and paid for by the same power structure, so they act like they're against all this, but they go along with all of it.
[00:34:55.761 --> 00:34:58.582]  And we're talking to the economic news that we've got here.
[00:34:59.743 --> 00:35:05.387]  But again, if you just joined us, here are some of the headlines.
[00:35:05.787 --> 00:35:09.390]  Will the election results cause massive riots to erupt all over America?
[00:35:10.310 --> 00:35:10.971]  And the story
[00:35:12.765 --> 00:35:19.975]  Infowars.com links to a bunch of different people on their own sites and their own Twitters and Facebook accounts saying yes.
[00:35:21.457 --> 00:35:25.723]  And here is the Chicago NOW newspaper reporting riots to follow the election.
[00:35:27.383 --> 00:35:30.366]  Here's an Examiner story by Bill Clark.
[00:35:30.726 --> 00:35:33.969]  Twitter explodes with threats of riots.
[00:35:34.770 --> 00:35:43.258]  And then it gives a bunch of quotes here from their Twitters, from their Facebooks, from their different sites, saying someone should shoot
[00:35:45.421 --> 00:35:51.783]  The Republican presidential candidate, they say his name here, I'm not even going to read these quotes, tweeted, bow tie.
[00:35:52.624 --> 00:35:53.524]  And it just goes on.
[00:35:53.544 --> 00:36:01.387]  I mean, and you've heard about the school teachers telling kids, your parents should have had an abortion because you're a Republican, and people getting beat up.
[00:36:01.407 --> 00:36:09.550]  I mean, it's just, it's all over the place, the absolute viciousness, if people don't want to support Obama and they say, well, you must be racist.
[00:36:10.350 --> 00:36:15.772]  And again, it's truly, truly disgusting to see this happening.
[00:36:15.932 --> 00:36:23.115]  And if there are any riots or attacks, if Mitt Romney wins, it is only going to hurt race relations in this country.
[00:36:24.256 --> 00:36:27.577]  It is only going to be used to bring in more of a police state in this nation.
[00:36:27.717 --> 00:36:34.660]  And I'm telling you, if the police stand down like they've done in Detroit and New York,
[00:36:36.172 --> 00:36:40.514]  Remember the famous cases where they were letting men rape women in Central Park?
[00:36:43.235 --> 00:36:44.835]  The New York police, just shameful.
[00:36:45.476 --> 00:36:46.156]  Remember the L.A.
[00:36:46.236 --> 00:36:46.556]  riots?
[00:36:46.616 --> 00:36:49.337]  Remember all the other riots we've seen in Detroit, you name it?
[00:36:49.657 --> 00:36:56.000]  Where the police stand down and then just let people burn things down?
[00:36:56.140 --> 00:37:01.882]  And this has happened hundreds of times in the last 50, 60 years in this country.
[00:37:03.214 --> 00:37:04.055]  Different events.
[00:37:04.155 --> 00:37:08.338]  I mean, you have riots when sports teams win.
[00:37:09.739 --> 00:37:16.964]  And the police go right out or lose and rubber bullet everybody and attack everybody and sometimes use too much force and kill innocent people.
[00:37:17.405 --> 00:37:19.406]  We saw that when the Red Sox won a few years ago.
[00:37:20.667 --> 00:37:23.669]  But then if it's an election riot, they'll just stand down.
[00:37:24.490 --> 00:37:25.531]  At least in the past they have.
[00:37:25.591 --> 00:37:29.454]  And if that happens, folks, then people will say, well, it's my green light.
[00:37:30.390 --> 00:37:43.758]  Black, white, Hispanic, you name it, to go out in these poor areas and rob the local Walmarts, rob the Targets, rob the pawn shops, rob the homes, and then it's always minorities that end up getting burned up in their houses.
[00:37:45.836 --> 00:37:48.117]  And then they shoot it to fire department when they come.
[00:37:48.198 --> 00:37:56.763]  I mean, it is just crazy watching this historically and knowing that we've never in modern times been sitting on a bigger powder keg.
[00:37:56.843 --> 00:37:57.723]  And here's the news.
[00:37:58.304 --> 00:37:59.865]  Rasmussen polls.
[00:37:59.945 --> 00:38:01.746]  It's a bunch of other polls showing the same thing.
[00:38:02.246 --> 00:38:04.388]  Daily presidential tracking poll.
[00:38:04.828 --> 00:38:07.790]  The Rasmussen reports a daily presidential tracking poll.
[00:38:08.470 --> 00:38:17.996]  Her Sunday shows Mitt Romney attracting support from 49% of voters nationwide while President Obama earns a vote of 47.
[00:38:18.216 --> 00:38:19.297]  2% prefer some other candidate.
[00:38:19.337 --> 00:38:20.037]  Yeah, Libertarian.
[00:38:20.517 --> 00:38:21.178]  Gary Johnson.
[00:38:21.198 --> 00:38:23.279]  And another 2% are undecided.
[00:38:23.739 --> 00:38:24.980]  And they have the whole track there.
[00:38:25.000 --> 00:38:26.321]  But there's a whole bunch of polls.
[00:38:26.341 --> 00:38:28.723]  Not just Rasmussen, but Mason, Dixon, Gallup.
[00:38:29.103 --> 00:38:34.046]  They've got Romney coming up and being a dead heat or pulling ahead of Obama.
[00:38:36.184 --> 00:38:39.106]  As election day nears, Romney crowds are surging.
[00:38:39.206 --> 00:38:41.148]  AP, Sydney, Ohio.
[00:38:41.208 --> 00:38:46.292]  Yeah, and Obama can't get 5,000 people in an event when he used to get 50,000.
[00:38:46.352 --> 00:38:48.574]  They have to bus people in to do that.
[00:38:48.934 --> 00:38:59.582]  So again, I'm thinking Obama's going to lose right now unless he launches a bigger war against Iran or Syria as an October surprise, as ABC News said two weeks ago.
[00:39:00.122 --> 00:39:01.283]  By the way, a week before that,
[00:39:02.344 --> 00:39:20.812]  Before that, our new magazine, the October issue came out in Fall Wars Magazine, and our headline is October Surprise War, and we say, could Obama, it's actually the publisher's letter with yours truly.
[00:39:22.212 --> 00:39:26.114]  I break it down and I say Obama may stage a war to get elected.
[00:39:29.056 --> 00:39:30.437]  And again, I'm nonpartisan.
[00:39:30.977 --> 00:39:32.277]  I just report the facts.
[00:39:33.098 --> 00:39:35.099]  I absolutely am disgusted with Obama.
[00:39:35.479 --> 00:39:36.299]  Everybody knows that.
[00:39:36.319 --> 00:39:40.201]  But I come at this not from a left-right perspective, but a right-wrong perspective.
[00:39:41.262 --> 00:39:42.102]  Look at this article.
[00:39:42.222 --> 00:39:43.483]  Shut up and play nice.
[00:39:43.523 --> 00:39:45.623]  How the Western world is limiting free speech.
[00:39:46.724 --> 00:39:48.345]  This is the Washington Post.
[00:39:48.965 --> 00:39:50.466]  Sounds like Alex Jones wrote this.
[00:39:51.414 --> 00:39:56.379]  This came out today by Jonathan Turley, the constitutional lawyer, who I want to get back on the show, by the way, guys.
[00:39:57.600 --> 00:39:58.901]  Please note that he's a great interview.
[00:39:59.602 --> 00:40:01.423]  The point is he goes through a laundry list of this.
[00:40:01.724 --> 00:40:04.006]  We're losing freedom no matter who's in office.
[00:40:04.626 --> 00:40:11.613]  And the last thing we need in this depressionary economy is major cities having riots.
[00:40:12.093 --> 00:40:13.214]  Now, I've made my points.
[00:40:13.695 --> 00:40:14.796]  Let's go ahead and go to a clip.
[00:40:15.856 --> 00:40:23.880]  of Thomas Scholl on KABC radio a few days ago talking about racially motivated riots.
[00:40:23.920 --> 00:40:24.300]  Here it is.
[00:40:24.460 --> 00:40:26.621]  Let me just understand what you're saying, Tom.
[00:40:26.641 --> 00:40:39.066]  You're telling me that you believe if Obama gets defeated there's going to be race riots in the country, not because he was defeated, but because of the unraveling of the welfare state and the dependency of the welfare state of so many people who have a vested interest in keeping things the way they are?
[00:40:39.086 --> 00:40:42.488]  Well, no, it's not quite that rational.
[00:40:42.528 --> 00:40:44.709]  I think that there are a lot of people out there
[00:40:45.322 --> 00:40:48.346]  Who have every incentive to polarize the races.
[00:40:48.926 --> 00:40:52.771]  And they're being supported in innumerable government programs.
[00:40:52.831 --> 00:40:58.517]  From the Al Sharpens and Jesse Dixon right on down to the local street corner Ravelrouser.
[00:40:59.138 --> 00:41:04.064]  And I cannot believe that they will sit there quietly and see this man defeated if he is defeated.
[00:41:04.736 --> 00:41:08.118]  And not say that it was a fraud.
[00:41:08.518 --> 00:41:16.643]  So you're saying that people are going to say that the election was stolen from Obama the way Kerry is still saying that he lost the election because it was stolen from him in Ohio?
[00:41:17.204 --> 00:41:17.464]  Yes.
[00:41:18.705 --> 00:41:18.985]  Wow.
[00:41:20.486 --> 00:41:21.766]  And that it'll lead to race riots?
[00:41:22.387 --> 00:41:22.967]  Yeah, it will.
[00:41:23.307 --> 00:41:23.587]  I think.
[00:41:25.749 --> 00:41:30.992]  What if Obama gets defeated, Tom, but Republicans don't get control of the Senate?
[00:41:31.452 --> 00:41:32.573]  Oh, my God.
[00:41:33.862 --> 00:41:36.823]  It'll be just a total turmoil.
[00:41:37.203 --> 00:41:40.865]  Because so much of what Obama did has to be undone.
[00:41:42.905 --> 00:41:43.726]  All right, folks.
[00:41:43.826 --> 00:41:45.066]  Well, there you go.
[00:41:45.086 --> 00:41:51.488]  You know, I certainly hope that that is not the case.
[00:41:53.389 --> 00:41:55.650]  I certainly hope that this doesn't happen.
[00:41:55.710 --> 00:41:59.991]  But this could be the October surprise as well, or November surprise.
[00:42:02.469 --> 00:42:12.054]  I mean, what if there are riots, even if Romney gets elected, Obama is still in office for the rest of November, December, and then to January 21st.
[00:42:12.614 --> 00:42:22.059]  So that's two and a half months, roughly, or right at two and a half months, and a little over two months to be technical.
[00:42:23.451 --> 00:42:24.913]  Who knows what they could do?
[00:42:25.333 --> 00:42:27.876]  Oh, I forgot the biggest point to all of this.
[00:42:28.337 --> 00:42:29.478]  We'll cover it more when we come back.
[00:42:29.878 --> 00:42:40.610]  All the articles we've published for the Army manuals and the Army admissions and the Army Times saying they're getting ready for massive civil unrest and rioting in November, but never saying why.
[00:42:41.772 --> 00:42:43.412]  Oh, I forgot the biggest point of this.
[00:42:43.472 --> 00:42:52.574]  The government, the reason I'm so concerned and think this may happen, that it may be triggered, there may be provocateurs in there or something that do this, so these communities go up in flames.
[00:42:53.815 --> 00:42:57.515]  There's massive preparations for it at a level I've never seen.
[00:42:57.535 --> 00:43:03.037]  So we'll break more of that down straight ahead and take your calls, get your take on it.
[00:43:03.057 --> 00:43:03.517]  Stay with us.
[00:43:08.055 --> 00:43:14.038]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:43:14.198 --> 00:43:16.959]  78% of the Midwest corn belt is in drought conditions.
[00:43:17.159 --> 00:43:22.261]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:43:22.542 --> 00:43:27.264]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:43:27.524 --> 00:43:34.787]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:43:35.147 --> 00:43:38.850]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:43:39.010 --> 00:43:40.591]  Now is the time to get your supply.
[00:43:40.811 --> 00:43:44.674]  I recently increased my supply from eFoods Direct because we have all known this was coming.
[00:43:44.834 --> 00:43:47.476]  You know about their delicious, long-term, storable foods.
[00:43:47.737 --> 00:43:50.379]  The fact is, you can eat at any time to save money today.
[00:43:50.519 --> 00:43:54.922]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:43:55.082 --> 00:43:55.622]  Don't wait!
[00:43:55.743 --> 00:44:00.786]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:44:00.986 --> 00:44:01.207]  Call 800-409-5633.
[00:44:03.228 --> 00:44:05.309]  Or eFoodsDirect.com forward slash Alex.
[00:44:05.489 --> 00:44:07.330]  You can bet your life on eFoodsDirect.
[00:44:07.890 --> 00:44:13.133]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:44:13.393 --> 00:44:15.574]  Start purifying your water with ProPure.
[00:44:15.794 --> 00:44:21.317]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:44:21.497 --> 00:44:24.738]  And it's available discounted at InfoWars.com.
[00:44:24.899 --> 00:44:28.080]  Its filters are silver impregnated to prevent bacterial growth.
[00:44:28.340 --> 00:44:29.781]  There's no priming required.
[00:44:30.021 --> 00:44:30.841]  It's NSF 42 certified.
[00:44:32.282 --> 00:44:34.783]  Optional fluoride filters can reduce fluoride up to 95%.
[00:44:35.563 --> 00:44:37.183]  Easy to set up and use.
[00:44:37.384 --> 00:44:38.704]  Doesn't require electricity.
[00:44:38.804 --> 00:44:41.665]  Purify water from lakes, streams, ponds, and wells.
[00:44:41.985 --> 00:44:45.146]  This filter system leaves in beneficial minerals, which is key.
[00:44:45.346 --> 00:44:49.347]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:44:49.487 --> 00:44:52.088]  ProPure is the best gravity-fed filter out there.
[00:44:52.228 --> 00:44:53.528]  It's what my family uses.
[00:44:53.808 --> 00:44:57.009]  Infowars.com already has the lowest price on ProPure.
[00:44:57.109 --> 00:44:59.670]  But if you add the promo code WATER at checkout,
[00:44:59.790 --> 00:45:02.756]  You get an additional 10% off at InfoWars.com.
[00:45:02.957 --> 00:45:04.119]  You can also call to order.
[00:45:04.139 --> 00:45:04.179]  888-253-3139.
[00:45:09.821 --> 00:45:17.508]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:45:17.948 --> 00:45:21.572]  Alex and his staff have used these pure soap products for years.
[00:45:22.012 --> 00:45:28.838]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:45:29.318 --> 00:45:32.141]  See them on the web at 5starsoap.com.
[00:45:32.341 --> 00:45:36.844]  Or call 800-340-7091 for a free catalog.
[00:45:37.164 --> 00:45:42.828]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:45:43.108 --> 00:45:48.212]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:45:48.532 --> 00:45:50.153]  This is an amazing deal.
[00:45:50.513 --> 00:45:55.116]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:45:55.737 --> 00:45:58.879]  See them on the web at 5starsoap.com or call
[00:45:59.119 --> 00:46:00.245]  Call 800-340-7091 for a free catalog.
[00:46:07.475 --> 00:46:09.456]  Cold and flu season is upon us.
[00:46:09.956 --> 00:46:15.779]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:46:16.199 --> 00:46:27.344]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:46:27.904 --> 00:46:36.988]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph,
[00:46:37.208 --> 00:46:40.491]  Pneumonia, colds, flus and other harmful pathogens.
[00:46:40.911 --> 00:46:53.201]  This new technology is much more effective than colloidal or ionic silvers and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[00:46:53.902 --> 00:46:57.064]  Supernatural Silver is what you need for any emergency.
[00:46:57.565 --> 00:47:04.831]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:47:08.962 --> 00:47:11.883]  Coast to coast, direct from Austin.
[00:47:12.543 --> 00:47:16.644]  You're listening to the Alex Jones Broadcasting Network.
[00:47:23.586 --> 00:47:28.547]  He aligns himself with the truth and it's time for you to choose a side.
[00:47:28.887 --> 00:47:31.188]  You're listening to Alex Jones.
[00:47:36.465 --> 00:47:43.750]  Okay, so we're talking about election 2012.
[00:47:44.731 --> 00:47:47.513]  I'm Alex Jones, your host.
[00:47:48.314 --> 00:47:53.177]  Thanks for tuning in on this Sunday.
[00:48:02.065 --> 00:48:07.369]  We're looking at Barack Obama sliding behind or at a dead heat with Mitt Romney.
[00:48:07.389 --> 00:48:08.730]  Mitt Romney is pulling ahead.
[00:48:08.750 --> 00:48:10.071]  This is a horse race.
[00:48:10.651 --> 00:48:12.353]  Mitt Romney is starting to pull ahead.
[00:48:12.373 --> 00:48:17.196]  There's still three weeks to go before the election in early November.
[00:48:18.357 --> 00:48:20.278]  As you know, I don't like either candidate.
[00:48:21.199 --> 00:48:22.180]  They're both globalist.
[00:48:24.127 --> 00:48:29.070]  They're both dedicated to crony capitalism, the opposite of free market.
[00:48:29.451 --> 00:48:33.613]  Big mega banks shucking trillions of dollars a year of taxpayer money.
[00:48:34.034 --> 00:48:38.276]  Big pharma lobbying government to mandate all these vaccines.
[00:48:39.177 --> 00:48:44.240]  Doesn't mean it's the law, but they lie on the news and say it's the law to take a big raft of deadly shots.
[00:48:46.462 --> 00:48:49.864]  You've got all the regulations written to shut down the globalist competition.
[00:48:50.584 --> 00:48:52.466]  And with the Obamanoids and all the
[00:48:54.071 --> 00:48:56.875]  Sheep-like followers that... Obama!
[00:48:57.556 --> 00:48:59.058]  Obama!
[00:48:59.979 --> 00:49:05.226]  They are going to call foul if Obama loses, and I think you will see some shivel unrest.
[00:49:07.205 --> 00:49:08.425]  I don't know how bad it will get.
[00:49:08.525 --> 00:49:10.086]  I hope it's not going to be riots.
[00:49:10.706 --> 00:49:12.686]  But a lot of experts think it is.
[00:49:12.746 --> 00:49:18.228]  And if you just joined us, Paul Watson's got an article coming out tomorrow on this, recapping it.
[00:49:18.268 --> 00:49:29.370]  But there's been a plethora of Army Times, Defense Department press releases, training manuals for civil unrest, mass arrest.
[00:49:29.970 --> 00:49:31.851]  Obama's had the Army trained for
[00:49:33.311 --> 00:49:34.452]  Re-education.
[00:49:34.472 --> 00:49:35.693]  Yeah, here's one.
[00:49:35.773 --> 00:49:37.874]  Army manual outlines plan to kill rioters.
[00:49:38.214 --> 00:49:39.195]  Demonstrators in America.
[00:49:39.235 --> 00:49:40.596]  Warning shots will not be fired.
[00:49:41.056 --> 00:49:43.478]  And then we've got links to the Army PDF.
