[00:00:00.384 --> 00:00:01.825]  You've got it.
[00:23:32.221 --> 00:23:43.026]  Gee, where they've got government immunity, they claim, and where they can have children privately, who are already in a bad situation, they're claiming, so no one can believe the child.
[00:23:43.906 --> 00:23:53.451]  And by the way, they abuse 69% nationwide average, just type in, over two-thirds of foster children on psychotropic drugs and anti-psychotics, you'll get
[00:23:54.238 --> 00:23:56.880]  Every article you can imagine under the known sun.
[00:23:58.701 --> 00:23:59.222]  Drugs!
[00:23:59.322 --> 00:24:00.603]  On average, seven drugs.
[00:24:00.623 --> 00:24:02.484]  So they put them on Ritalin, Prozac.
[00:24:02.504 --> 00:24:03.825]  We're talking two-year-olds now.
[00:24:04.025 --> 00:24:05.806]  When you cry for mommy, that's mental illness.
[00:24:06.227 --> 00:24:08.788]  Because now you're special needs, they have a government shrink.
[00:24:09.469 --> 00:24:13.071]  In many cases, they don't even look at the kid, start putting them on the drugs to drug them out.
[00:24:13.892 --> 00:24:15.713]  And the kids die a lot of times.
[00:24:15.733 --> 00:24:16.954]  That's why some of it actually comes out.
[00:24:16.994 --> 00:24:21.918]  So, they're going to put you in with an agency known to be filled with pedophiles, perverts, bounty hunters.
[00:24:23.567 --> 00:24:24.087]  You name it.
[00:24:25.208 --> 00:24:28.411]  They take the children, drug them until their teeth fall out.
[00:24:28.511 --> 00:24:30.433]  Oh yeah, the doctors have gone public to work inside the system.
[00:24:30.593 --> 00:24:32.274]  They do medical experiments on them.
[00:24:32.294 --> 00:24:33.896]  That came out in New York a few years ago.
[00:24:34.676 --> 00:24:36.458]  Medical experiments on the little kids.
[00:24:36.618 --> 00:24:40.321]  Oh yeah, you don't think they just stopped with Tuskegee injecting black men with syphilis.
[00:24:41.182 --> 00:24:43.104]  Or radiating foster children.
[00:24:43.544 --> 00:24:45.125]  You think all that stopped in the 80s?
[00:24:45.626 --> 00:24:46.927]  It's going on bigger than ever.
[00:24:48.570 --> 00:24:51.452]  Again, this is a government that nerve gassed thousands of U.S.
[00:24:51.512 --> 00:24:52.693]  troops, killing them.
[00:24:53.133 --> 00:24:56.995]  Killing at least hundreds of them in nerve gas studies with VX, Sarin, and others.
[00:24:57.475 --> 00:25:06.061]  This is a government that fed uranium and plutonium pills up until the 80s to the pregnant wives of GIs at base hospitals.
[00:25:06.901 --> 00:25:19.895]  Not to see what plutonium-uranium pills do to a pregnant woman, to test army doctors to see if they'll kill people and kill their babies for the greater good in a test, to then bring them up to form larger kill cadres above them.
[00:25:20.115 --> 00:25:21.817]  Are you listening to what I'm talking about here?
[00:25:21.837 --> 00:25:23.999]  Because I'm risking my life to bring you this information.
[00:25:24.219 --> 00:25:28.784]  Only reason I'm still alive is because they know if they kill me, it'll make all my information be underlined.
[00:25:29.184 --> 00:25:29.745]  And highlight it.
[00:25:29.965 --> 00:25:30.725]  But they still might.
[00:25:31.106 --> 00:25:31.606]  And you know what?
[00:25:31.906 --> 00:25:32.707]  That's fine with me.
[00:25:32.787 --> 00:25:33.368]  I love life.
[00:25:33.628 --> 00:25:34.128]  I don't want to die.
[00:25:34.148 --> 00:25:35.009]  I'll never commit suicide.
[00:25:35.169 --> 00:25:36.170]  But I'm not afraid of dying.
[00:25:36.410 --> 00:25:37.912]  They got kids all over the world.
[00:25:38.112 --> 00:25:39.093]  These dungeon keepers.
[00:25:39.413 --> 00:25:41.374]  Government has become a envelope.
[00:25:41.835 --> 00:25:42.535]  A shell.
[00:25:42.916 --> 00:25:44.978]  Like a fiddler crab goes and gets a shell that isn't theirs.
[00:25:46.539 --> 00:25:49.822]  It's become a, a, a, a, a, a, a shell.
[00:25:51.368 --> 00:25:56.233]  A shell that they just take on, a glove, something they articulate.
[00:25:56.913 --> 00:26:00.677]  It's like government is a person that's been demon possessed by corrupt people.
[00:26:00.937 --> 00:26:01.838]  That's what tyranny is.
[00:26:02.118 --> 00:26:05.682]  By the way, you guys are just pulling up the toxic AIDS drugs tested on healthy kids.
[00:26:06.022 --> 00:26:06.363]  Uh-uh, uh-uh.
[00:26:07.043 --> 00:26:09.085]  That was ABC News, NBC, they just showed.
[00:26:10.066 --> 00:26:15.569]  Type in pesticides tested on foster children until they die.
[00:26:16.290 --> 00:26:25.195]  And when the CPS finally had conscience, they were taking these little 2, 3, 4, 5 year olds to these facilities in New York where Big Pharma was strapping them down and killing them.
[00:26:25.795 --> 00:26:27.976]  The children would beg for months while they were murdered.
[00:26:27.996 --> 00:26:34.020]  The CPS people that went public, they got fired and the killing continues.
[00:26:36.039 --> 00:26:37.880]  Oh, but I'm an extremist for getting upset.
[00:26:38.201 --> 00:26:39.541]  I should just go along to get along.
[00:26:39.762 --> 00:26:45.105]  The government, it wants to be my friend, just like under Hitler and Stalin and Mao and Nero.
[00:26:45.445 --> 00:26:47.146]  It's so nice!
[00:26:47.827 --> 00:26:51.289]  But my founders said, don't trust government, keep it totally small.
[00:26:51.569 --> 00:26:52.610]  It's incredibly murderous.
[00:26:52.810 --> 00:26:57.033]  And the University of Hawaii study, there are several others, it's the conservative one.
[00:26:57.273 --> 00:27:02.376]  It says government, non-military casualties killed 262 million people in the 20th century.
[00:27:02.896 --> 00:27:04.297]  Some estimates are as high as 400 million.
[00:27:06.459 --> 00:27:11.043]  But let's just go with the conservative one.
[00:27:11.063 --> 00:27:18.150]  By the way, if you're a radio listener, on screen I'm putting mainstream news up about little children chained down, being given pesticides until they die.
[00:27:18.350 --> 00:27:20.392]  But it's the government, so it's humanitarian.
[00:27:20.412 --> 00:27:21.353]  I forgot, it's okay.
[00:27:21.673 --> 00:27:23.675]  You know, Hillary just apologized to Guatemala.
[00:27:24.276 --> 00:27:26.798]  For decades, they told the Guatemalan kids in the U.S.
[00:27:26.838 --> 00:27:27.159]  and U.N.
[00:27:27.199 --> 00:27:30.702]  programs, we're giving you shots so you don't get measles, mumps, and rubella.
[00:27:31.003 --> 00:27:34.066]  Really, they were giving them a shot of live syphilis.
[00:27:35.007 --> 00:27:40.473]  You know, giving a little kid syphilis, it just sends little microscopic worms into your brain that eat it.
[00:27:41.053 --> 00:27:42.314]  I mean, that's not bad!
[00:27:42.334 --> 00:27:44.315]  That's not wrong!
[00:27:44.435 --> 00:27:45.916]  I mean, come on!
[00:27:46.196 --> 00:27:48.677]  Shooting kids up with syphilis is good!
[00:27:48.978 --> 00:27:50.278]  Don't be an extremist!
[00:27:50.599 --> 00:27:52.780]  The government's got your best interest at heart!
[00:27:55.314 --> 00:27:55.755]  Oh boy.
[00:27:56.335 --> 00:28:01.279]  So, these people constantly, everywhere I go run up and go, oh listen, listen, my kid was even at school.
[00:28:01.680 --> 00:28:03.922]  After school I was going to be there, you know, they have an after school program.
[00:28:04.302 --> 00:28:04.963]  He fell off.
[00:28:05.283 --> 00:28:08.366]  The school even admits they fell off the jungle gym and broke their finger there.
[00:28:08.666 --> 00:28:12.830]  But still, CPS came out and there was some dog hair on the floor.
[00:28:13.570 --> 00:28:17.573]  Even though they know he broke his finger at the school and they're trying to take my son.
[00:28:18.433 --> 00:28:26.578]  They've got a quota since Bill Clinton in 96 where they have to increase the amount of kids grabbed each year just to get the federal funds.
[00:28:27.459 --> 00:28:30.541]  So since Clinton was in, I saw the number like a year ago, you can look this up.
[00:28:31.221 --> 00:28:34.644]  They've more than doubled the number of children they have to grab each year.
[00:28:35.605 --> 00:28:36.625]  So there's just that issue.
[00:28:36.826 --> 00:28:42.750]  When you go to the hospital and they're asking you questions when you're having a baby, they're putting it in a health department CPS database.
[00:28:43.070 --> 00:28:45.652]  If you tell them you're having money trouble, they're going to take your kids.
[00:28:46.193 --> 00:28:50.056]  If you wafted some smoke, your husband was smelling, they're going to take your kids.
[00:28:50.236 --> 00:28:54.339]  And they're going to put them on a bunch of poisonous drugs, and they're going to kill them if they can.
[00:28:54.800 --> 00:28:56.361]  Okay, this government is predatory.
[00:28:56.861 --> 00:28:57.382]  We'll be right back.
[00:28:59.978 --> 00:29:05.223]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:29:05.483 --> 00:29:07.685]  Start purifying your water with ProPure.
[00:29:07.886 --> 00:29:16.834]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at infowars.com.
[00:29:16.994 --> 00:29:20.177]  Its filters are silver and pregnant to prevent bacterial growth.
[00:29:20.438 --> 00:29:21.879]  There's no priming required.
[00:29:22.139 --> 00:29:22.940]  It's NSF-42 certified.
[00:29:24.381 --> 00:29:26.903]  Optional fluoride filters can reduce fluoride up to 95%.
[00:29:27.663 --> 00:29:29.284]  Easy to set up and use.
[00:29:29.485 --> 00:29:30.785]  Doesn't require electricity.
[00:29:30.906 --> 00:29:33.767]  Purify water from lakes, streams, ponds, and wells.
[00:29:34.068 --> 00:29:37.230]  This filter system leaves in beneficial minerals, which is key.
[00:29:37.450 --> 00:29:41.453]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:29:41.593 --> 00:29:44.194]  ProPure is the best gravity-fed filter out there.
[00:29:44.334 --> 00:29:45.655]  It's what my family uses.
[00:29:45.896 --> 00:29:49.118]  Infowars.com already has the lowest price on ProPure.
[00:29:49.218 --> 00:29:53.200]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:29:54.121 --> 00:29:54.262]  Call 888-253-3139.
[00:30:01.835 --> 00:30:09.502]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:30:09.942 --> 00:30:13.566]  Alex and his staff have used these pure soap products for years.
[00:30:14.026 --> 00:30:20.832]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:30:21.332 --> 00:30:24.135]  See them on the web at 5starsoap.com.
[00:30:24.335 --> 00:30:28.838]  Or call 800-340-7091 for a free catalog.
[00:30:29.179 --> 00:30:34.843]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:30:35.123 --> 00:30:40.227]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:30:40.527 --> 00:30:42.148]  This is an amazing deal.
[00:30:42.509 --> 00:30:47.132]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:30:47.753 --> 00:30:50.895]  See them on the web at 5starsoap.com or call
[00:30:51.115 --> 00:30:52.598]  Call 800-340-7091 for a free catalog.
[00:31:00.447 --> 00:31:06.433]  Alex Jones here with a great way to beat the blackouts, get off the grid, and generate your own supply of electrical power.
[00:31:06.453 --> 00:31:11.718]  Folks, with what's been going on in this country, I don't have to tell you about the power grid and just how vulnerable it is.
[00:31:12.038 --> 00:31:13.820]  That's in the mainstream news every day.
[00:31:14.280 --> 00:31:21.768]  Millions of people have lost their power in the last few weeks because of dangerous storms and killer heat that's pushing the grid beyond its capacity.
[00:31:22.268 --> 00:31:25.690]  I've always said that every family needs to be ready for blackouts.
[00:31:26.071 --> 00:31:30.033]  And if you don't have a backup system in place, I've got a great opportunity for you.
[00:31:30.413 --> 00:31:36.858]  Right now, our good friends at Solutions from Science are offering huge savings on their best-selling Power Hub unit.
[00:31:37.298 --> 00:31:39.920]  In fact, I think it's the best deal I've ever seen them make.
[00:31:40.340 --> 00:31:42.901]  It's literally thousands of dollars in savings.
[00:31:43.442 --> 00:31:46.904]  Remember, these backup systems don't need gas because they're solar-powered.
[00:31:47.164 --> 00:31:49.646]  That means there's no dangerous fumes and no noise.
[00:31:50.186 --> 00:31:54.992]  InfoWars listeners can get all the details at BeatTheBlackouts.com.
[00:31:55.292 --> 00:31:56.954]  That's BeatTheBlackouts.com.
[00:31:59.281 --> 00:32:05.425]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:32:05.785 --> 00:32:08.187]  78% of the Midwest corn belt is in drought conditions.
[00:32:08.387 --> 00:32:13.490]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:32:13.770 --> 00:32:18.493]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:32:18.753 --> 00:32:25.998]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:32:26.378 --> 00:32:30.081]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:32:30.241 --> 00:32:31.823]  Now is the time to get your supply.
[00:32:32.043 --> 00:32:35.906]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:32:36.066 --> 00:32:38.688]  You know about their delicious, long-term, storable foods.
[00:32:38.968 --> 00:32:41.610]  The fact is, you can eat at any time to save money today.
[00:32:41.750 --> 00:32:46.174]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food costs.
[00:32:46.314 --> 00:32:46.834]  Don't wait!
[00:32:46.954 --> 00:32:52.018]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:32:52.218 --> 00:32:52.439]  Call 800-409-5633.
[00:32:54.460 --> 00:32:56.541]  Or efoodsdirect.com forward slash Alex.
[00:32:56.701 --> 00:32:58.642]  You can bet your life on efoods direct.
[00:33:00.863 --> 00:33:02.024]  Coast to coast.
[00:33:02.404 --> 00:33:03.805]  Direct from Austin.
[00:33:04.465 --> 00:33:07.667]  You're listening to the Alex Jones Broadcasting Network.
[00:33:28.297 --> 00:33:31.102]  Ladies and gentlemen, thank you so much for joining us again.
[00:33:31.122 --> 00:33:33.887]  You're listening to the voice of, well, me, Alex Jones.
[00:33:34.468 --> 00:33:35.069]  We are live.
[00:33:35.090 --> 00:33:38.175]  It is the ninth day of September 2012 on this Sunday edition.
[00:33:41.042 --> 00:33:42.702]  And I'm an extremist.
[00:33:42.782 --> 00:33:45.803]  It's been announced that foreign banks have conquered the U.S.
[00:33:46.283 --> 00:33:52.364]  in hundreds of publications from The Economist to CNBC on television and online.
[00:33:52.884 --> 00:34:07.767]  Time Magazine, The Washington Post say that we're lucky foreign banks captured us and bought off the government and set up the national security state and the private Federal Reserve and now they're busy fully bankrupting us and bringing us into the nanny state to fully domesticate us.
[00:34:08.947 --> 00:34:18.852]  And I'm supposed to just be excited about that and be watching football right now and have my in-laws come live with me and others as the country goes bankrupt.
[00:34:19.568 --> 00:34:21.889]  We're all supposed to just, you know, live like that.
[00:34:22.069 --> 00:34:24.070]  That's the new American dream.
[00:34:24.090 --> 00:34:36.034]  When I go to Whole Foods, half the magazines are how great it is to be poor, how austerity's good, how the fact that we're in a depression is good to lower our carbon footprint, but Al Gore won't lower his.
[00:34:36.754 --> 00:34:38.015]  You know, it's just everywhere.
[00:34:38.575 --> 00:34:40.296]  And I'm supposed to just be, hey, this is great!
[00:34:41.837 --> 00:35:00.335]  Because I know that we're under a eugenics-based global government, the plan of which was developed in England in the 1850s, and I've read hundreds of books and made films and eat, drink, and sleep all this info, and I know they're poisoning our food and water and have all the documents and all the admissions, and I'm just supposed to just shut up and think that's fine.
[00:35:03.271 --> 00:35:09.159]  You know, if what I was saying wasn't true, don't you know I'd be sued or arrested, knock on wood?
[00:35:09.900 --> 00:35:10.802]  But see, it's not.
[00:35:11.543 --> 00:35:16.089]  All you've got to do is go look into what I've claimed here today, and you're going to find the rabbit hole.
[00:35:16.790 --> 00:35:18.893]  And it's not speculative, any of it.
[00:35:19.853 --> 00:35:23.736]  Oh, but you're not going to go look up if they're grabbing foster kids all over the U.S.
[00:35:24.096 --> 00:35:26.878]  and testing pesticides on them till they die.
[00:35:27.279 --> 00:35:29.340]  Little kids grabbed and murdered by the government.
[00:35:29.540 --> 00:35:30.981]  You're not going to look into that, are you?
[00:35:31.202 --> 00:35:33.643]  Because then you might have to do something about it, wouldn't you?
[00:35:33.924 --> 00:35:34.504]  Well, no.
[00:35:35.365 --> 00:35:36.445]  Maybe that's not the case.
[00:35:36.646 --> 00:35:40.549]  I heard a Time Magazine columnist on radio in Austin this week
[00:35:41.529 --> 00:35:43.310]  Maybe I'll have time to get to that later.
[00:35:43.670 --> 00:35:56.337]  Joel Stein and he was talking about how the Republicans are stupid because they hold up pictures of dead bloody fetuses and how he likes to look at the dead bloody fetuses and wants there to be a beauty pageant of dead bloody fetuses.
[00:35:57.077 --> 00:36:07.582]  And then people say, oh, we're, quote, liberals, which means control freak, mindless idiots at the top, and bleeding heart fools at the bottom, who control reality.
[00:36:07.942 --> 00:36:09.663]  We set the definitions.
[00:36:09.923 --> 00:36:21.889]  We say it's not a baby, even if it's nine months old, and there's a line around the block to adopt the baby, but the mother doesn't know that through ignorance, so she has a third trimester abortion at nine months.
[00:36:21.909 --> 00:36:25.491]  They'll do it up to the day of the delivery, and that's not a baby.
[00:36:27.335 --> 00:36:40.532]  But if a woman has a miscarriage at six and a half months and the little child is a preemie and survives and lives and then at six months old someone goes into its crib and bashes its brains out with a hammer.
[00:36:42.011 --> 00:36:44.053]  Or let's say you have a six-month-old preemie then.
[00:36:44.273 --> 00:36:49.377]  Let's say it's seven months old now, and someone goes in and bashes its brains out with a hammer as it lies there in its crib.
[00:36:49.557 --> 00:36:54.601]  You're gonna go to prison, murder one, premeditated murder, and that's what that is.
[00:36:55.142 --> 00:36:57.304]  But see, I know they're killing a human.
[00:36:57.764 --> 00:36:58.985]  I know it's wrong.
[00:36:59.585 --> 00:37:02.608]  And I know that the system wants to make it all a joke.
[00:37:02.688 --> 00:37:08.152]  That's why it's so popular on mainstream television now to make fun of aborted babies.
[00:37:09.113 --> 00:37:10.834]  Oh, it's real popular now.
[00:37:10.894 --> 00:37:14.096]  You can just look up, making fun of dead babies, making fun of abortions.
[00:37:14.536 --> 00:37:17.217]  And it's a Democratic Party staple.
[00:37:17.838 --> 00:37:23.521]  What despicable, slovenly, demonic people they are.
[00:37:24.361 --> 00:37:28.064]  We played that abortionist clip a few weeks ago where they're like, please let us adopt the babies.
[00:37:28.084 --> 00:37:31.407]  And he goes, are you going to adopt these ugly black babies?
[00:37:32.307 --> 00:37:33.869]  No, you're not going to adopt them.
[00:37:34.469 --> 00:37:37.912]  See, this is the attitude that humanity is ugly, that we're bad.
[00:37:38.192 --> 00:37:41.575]  So now they've got top bioethicists saying kill children up to age three.
[00:37:42.015 --> 00:37:46.178]  And top medical journals are going, that sounds reasonable.
[00:37:46.559 --> 00:37:49.121]  Yes, let's kill people up to age three.
[00:37:51.664 --> 00:37:53.926]  Alright, I'm ranting and I haven't even gotten into the news here.
[00:37:54.086 --> 00:37:55.547]  What type of news do I have here?
[00:37:55.587 --> 00:37:56.528]  Too big to jail.
[00:37:56.888 --> 00:37:59.490]  Wall Street executives unlikely to face criminal charges.
[00:38:00.951 --> 00:38:02.252]  That's what the Justice Department's saying.
[00:38:02.672 --> 00:38:08.717]  You think all the top Justice Department people have worked at the big firms and under these companies.
[00:38:08.877 --> 00:38:09.237]  All of them.
[00:38:11.809 --> 00:38:12.109]  All of them.
[00:38:12.349 --> 00:38:13.509]  All the major regulators.
[00:38:13.870 --> 00:38:24.652]  Of the five different regulators over SEC and the rest of them that regulate the stock market, three of them worked under John Corzine at Goldman Sachs when he was the head.
[00:38:24.952 --> 00:38:31.454]  And then the other one, because there were five, three of them worked at Goldman Sachs directly under him.
[00:38:33.599 --> 00:38:39.022]  One of the others worked for him at MF Global, and then the other one, it worked for JP Morgan.
[00:38:39.062 --> 00:38:44.646]  So when we did a report on this a few months ago, he takes $2 billion of people's private accounts.
[00:38:45.706 --> 00:38:49.148]  He gets caught lying to Congress, and they're saying nothing's gonna happen to him.
[00:38:50.749 --> 00:38:54.291]  See, because it's now a pure criminal group at the top.
[00:38:54.311 --> 00:39:00.675]  They've brought in all their people, they've got their criminals at every level, and now they're starting to take people's houses.
[00:39:03.055 --> 00:39:05.957]  That they never even had the deed to.
[00:39:05.977 --> 00:39:21.530]  It's one thing when Bank of America, Wells Fargo, JPMorgan Chase and others take houses where the people had paid it off, but the derivative had been sold over and over again, the paper on the house, and so another company claims they own it and comes and takes it, and the courts uphold that.
[00:39:23.091 --> 00:39:26.614]  But it's another thing entirely now where they just outright take them.
[00:39:27.622 --> 00:39:29.002]  You know, that's making the news today.
[00:39:29.303 --> 00:39:32.463]  Wells Fargo mistakenly cleans out retired couples' homes twice.
[00:39:33.284 --> 00:39:33.704]  Twice!
[00:39:34.444 --> 00:39:35.404]  This isn't mistaken.
[00:39:35.624 --> 00:39:41.726]  This is psych warfare to just get you used to it, where it happens so many times, nothing's even done, nobody gets in trouble.
[00:39:42.326 --> 00:39:50.349]  You know federal courts, as well as the states, have been ruling that they can have robo-signing and take houses that... They're taking houses now.
[00:39:50.389 --> 00:39:51.429]  Just look up a Florida case.
[00:39:51.449 --> 00:39:54.330]  Type in, uh, Bank of America gets foreclosed on.
[00:39:55.540 --> 00:40:04.566]  Where they're taking houses, now listen to this, that have been paid off with cash for more than 10 years, that there was never even a note with a bank on.
[00:40:06.587 --> 00:40:21.176]  And the people have pure documentation, and the court still takes their house because Bank of America said, and then a year later, the people sued Bank of America, and a judge rightfully ordered, rightfully ordered, ladies and gentlemen,
[00:40:22.222 --> 00:40:24.844]  That they give the money back on a million-dollar-plus house?
[00:40:25.265 --> 00:40:26.506]  Bank of America wouldn't do it.
[00:40:26.966 --> 00:40:33.572]  So then, they sent deputies in, or constables in, to take the money directly out of the till at Bank of America.
[00:40:33.952 --> 00:40:35.914]  Oh yeah, Bank of America comes and takes your house?
[00:40:35.934 --> 00:40:37.335]  Because they lied to a judge?
[00:40:37.955 --> 00:40:39.417]  How about they get taken?
[00:40:39.637 --> 00:40:41.538]  See, that's how this works, ladies and gentlemen.
[00:40:41.779 --> 00:40:44.461]  They're not above the law if we hold them accountable.
[00:40:48.237 --> 00:40:51.540]  Alright ladies and gentlemen, let me just, I'm running out of time here.
[00:40:51.560 --> 00:40:54.303]  We're already 40 minutes into this show and it'll be gone before we know it.
[00:40:54.643 --> 00:40:55.644]  There's so much to get to.
[00:40:56.065 --> 00:41:01.130]  I want to make the point, this is real, I want to make the point about the Child Protective Services.
[00:41:02.711 --> 00:41:06.952]  And how they're the most dangerous group out there and how they use marijuana now to take people's kids.
[00:41:07.272 --> 00:41:11.454]  You know now when the police pull you over and find any marijuana, you got a two-year-old, they take them.
[00:41:11.774 --> 00:41:12.994]  Oh, you're using hard drugs!
[00:41:13.874 --> 00:41:18.376]  Even though marijuana's nothing compared to Prozac and all the stuff they push on people.
[00:41:19.210 --> 00:41:23.514]  Even though the government's been caught bringing in most of the drugs so they can have it illegal.
[00:41:24.134 --> 00:41:26.657]  They make it illegal to jack up the price in a black market.
[00:41:26.917 --> 00:41:28.078]  Stop being so naive.
[00:41:28.558 --> 00:41:33.262]  Government and a bunch of bootleggers were the ones that shut down their competition that outlawed alcohol.
[00:41:33.523 --> 00:41:35.544]  Their profits more than tripled over the next decade.
[00:41:35.805 --> 00:41:36.445]  Look up history.
[00:41:36.485 --> 00:41:37.926]  Don't be so naive, folks.
[00:41:38.407 --> 00:41:40.489]  This is how it gives government an excuse to get into your life.
[00:41:42.090 --> 00:41:43.812]  I want to get into how a disinfo
[00:41:45.479 --> 00:41:48.783]  Uh, campaign works when we come back in the next segment, the Hoax Factory.
[00:41:49.804 --> 00:42:05.320]  And then we're going to start the next hour with an Agenda 21, exactly what that means and the code words they're using in your town, your city, to, under global government, zone and use zoning laws to tax you, regulate you, shut down your business, take over your farm.
[00:42:05.681 --> 00:42:06.742]  It's absolutely hellish.
[00:42:08.363 --> 00:42:12.524]  And then we will also get into what no due process means.
[00:42:12.564 --> 00:42:15.585]  In fact, I want to cover that now in the little bit of time we have before we go to break here.
[00:42:18.606 --> 00:42:32.411]  When there's no due process, when there's no checks and balances, government and the government class becomes a pure mafia and gets away with whatever it wants, down to literally bureaucrats demanding to have sex with your wife.
[00:42:32.911 --> 00:42:33.951]  It happened in East Germany.
[00:42:34.411 --> 00:42:35.612]  It happened in ancient Rome.
[00:42:36.784 --> 00:42:37.124]  Okay?
[00:42:37.524 --> 00:42:43.207]  There is no end to what criminals will do when you let government become a machine for them.
[00:42:43.487 --> 00:42:44.628]  They will take it over.
[00:42:44.928 --> 00:42:45.928]  They will destroy you.
[00:42:45.968 --> 00:42:49.030]  They will send out swarms of agents to eat out your substance.
[00:42:49.070 --> 00:42:50.730]  That's the Declaration of Independence, by the way.
[00:42:51.191 --> 00:42:51.471]  Okay?
[00:42:51.771 --> 00:42:52.871]  It's happening again.
[00:42:52.911 --> 00:42:54.012]  It happens everywhere else.
[00:42:54.372 --> 00:42:56.853]  This country and this world has cancer.
[00:42:57.093 --> 00:42:58.474]  It's called the New World Order.
[00:43:02.159 --> 00:43:09.847]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:43:10.287 --> 00:43:13.911]  Alex and his staff have used these pure soap products for years.
[00:43:14.352 --> 00:43:21.179]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:43:21.659 --> 00:43:24.142]  See them on the web at 5starsoap.com.
[00:43:24.682 --> 00:43:29.185]  Or call 800-340-7091 for a free catalog.
[00:43:29.505 --> 00:43:35.169]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:43:35.449 --> 00:43:40.552]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:43:40.853 --> 00:43:42.474]  This is an amazing deal.
[00:43:42.854 --> 00:43:47.457]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:43:48.077 --> 00:43:50.539]  See them on the web at 5starsoap.com.
[00:43:50.799 --> 00:43:52.545]  Or call 800-340-7091 for a free catalog.
[00:43:59.858 --> 00:44:05.121]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:44:05.362 --> 00:44:07.563]  Start purifying your water with ProPure.
[00:44:07.783 --> 00:44:16.729]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:44:16.889 --> 00:44:20.071]  Its filters are silver impregnated to prevent bacterial growth.
[00:44:20.331 --> 00:44:21.752]  There's no priming required.
[00:44:22.012 --> 00:44:24.053]  It's NSF 42 certified.
[00:44:24.273 --> 00:44:26.715]  Optional fluoride filters can reduce fluoride up to
[00:44:27.275 --> 00:44:29.176]  95%.
[00:44:27.555 --> 00:44:29.176]  Easy to set up and use.
[00:44:29.376 --> 00:44:30.656]  Doesn't require electricity.
[00:44:30.796 --> 00:44:33.637]  Purify water from lakes, streams, ponds, and wells.
[00:44:33.957 --> 00:44:37.138]  This filter system leaves in beneficial minerals, which is key.
[00:44:37.338 --> 00:44:41.319]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:44:41.479 --> 00:44:44.080]  ProPure is the best gravity-fed filter out there.
[00:44:44.220 --> 00:44:45.520]  It's what my family uses.
[00:44:45.780 --> 00:44:54.723]  Infowars.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:44:54.943 --> 00:44:56.083]  You can also call to order.
[00:44:56.203 --> 00:44:56.243]  888-253-3139
[00:45:17.293 --> 00:45:21.976]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:45:22.517 --> 00:45:24.438]  They call it a Survival Seed Bank.
[00:45:24.818 --> 00:45:29.441]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:45:29.621 --> 00:45:30.522]  And here's the best part.
[00:45:30.742 --> 00:45:33.524]  These seeds have not been genetically modified in any way.
[00:45:33.804 --> 00:45:37.126]  And you actually get enough seeds to plant a full acre crisis garden.
[00:45:37.447 --> 00:45:40.268]  So visit them today at SurvivalSeedBank.com.
[00:45:40.629 --> 00:45:42.510]  That's SurvivalSeedBank.com.
[00:45:42.850 --> 00:45:43.771]  Or give them a call at 877-327-0365.
[00:45:47.413 --> 00:45:49.174]  That's 877-327-0365.
[00:45:51.635 --> 00:45:56.157]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:45:56.477 --> 00:45:58.858]  This is Alex Jones for survivalseedbank.com.
