[00:00:21.556 --> 00:00:22.497]  Welcome, my friends.
[00:25:18.527 --> 00:25:24.029]  Now again, the establishment has the controlled neocon right calling for war, the controlled left, George Clooney, all of them.
[00:25:24.449 --> 00:25:26.190]  We've got to invade Sudan.
[00:25:26.690 --> 00:25:29.391]  They're attacking the Christians while the UN's actually slaughtering them.
[00:25:29.811 --> 00:25:34.452]  We've got to invade Uganda so they can have the Muslim groups kill the Christian groups that are rebels.
[00:25:35.613 --> 00:25:37.913]  There's all sorts of barbarism going on here.
[00:25:38.474 --> 00:25:39.434]  But I had a caller.
[00:25:40.441 --> 00:25:48.907]  When Obama was just president-elect, before he was even in office in January of 2009, who called in and broke it all down.
[00:25:49.387 --> 00:25:55.231]  That Obama is just the African face on this neo-colonial imperialism.
[00:25:55.752 --> 00:25:57.233]  Again, I want to stop genocide.
[00:25:57.293 --> 00:25:57.993]  I'm for the little guy.
[00:25:58.273 --> 00:26:01.736]  But when I see a big Hollywood-financed movement,
[00:26:02.893 --> 00:26:09.138]  Lecturing everyone that we've got to have an invasion and all of the regular peace groups calling for war.
[00:26:09.919 --> 00:26:12.001]  We know about the State Department using Twitter and Facebook.
[00:26:12.041 --> 00:26:13.282]  We know this is their new model.
[00:26:13.602 --> 00:26:17.105]  Getting the swarming adolescents involved in all of this.
[00:26:17.765 --> 00:26:18.926]  Let's go to that clip of the caller.
[00:26:19.267 --> 00:26:28.034]  They put the face of Barack Obama as part of their public relations because it's like the old folk tales about vampires.
[00:26:28.732 --> 00:26:31.494]  A vampire cannot force his way into somebody's house.
[00:26:31.675 --> 00:26:34.017]  It's against some kind of metaphysical law.
[00:26:34.517 --> 00:26:40.342]  So the vampire has to persuade the resident of the household to open the door and invite him in.
[00:26:40.362 --> 00:26:45.967]  So they're going to look at the people at Barack Obama, which looks like them and appears to be on their side.
[00:26:46.507 --> 00:26:48.369]  They're going to say, okay, here's my ally.
[00:26:48.409 --> 00:26:51.652]  Let me open the door and let me let this person in.
[00:26:52.259 --> 00:26:57.962]  And then Barack Obama is just, of course, a front man for the American Empire, where he's going to have the entire U.S.
[00:26:58.022 --> 00:26:59.303]  Navy, the entire U.S.
[00:26:59.383 --> 00:27:00.564]  Army, and the entire U.S.
[00:27:00.604 --> 00:27:02.985]  Marines under AFRICOM command.
[00:27:03.405 --> 00:27:07.728]  And, of course, he's going to turn it into a new Iraq, and he's going to turn it into a new Afghanistan.
[00:27:07.868 --> 00:27:15.192]  Everything, every operation that you see going on in Iraq and Afghanistan is going to propagate to the poor countries of Africa.
[00:27:16.846 --> 00:27:22.249]  But they're fighting Joseph Kony, who controls a few hundred square miles and maybe has 500 fighters.
[00:27:22.349 --> 00:27:27.952]  I mean, you know, the dictator that the West props up over Uganda?
[00:27:27.992 --> 00:27:30.614]  Sure, he killed 7 million, but that doesn't matter.
[00:27:31.494 --> 00:27:35.957]  There's proof that one little warlord might
[00:27:36.977 --> 00:27:39.698]  Have been involved in some type of corruption.
[00:27:39.758 --> 00:27:43.120]  And remember what the UN has done in the sex trade in Africa.
[00:27:43.720 --> 00:27:44.140]  All of it.
[00:27:44.600 --> 00:27:50.903]  This whole invisible children thing is just a way to get all the anti-war trendies to get into, hey, let's have a war.
[00:27:51.463 --> 00:27:57.686]  And mark my words, all you trendies that support this, and support this film, and they may be useful idiots, they may be operatives, I don't know.
[00:27:58.206 --> 00:28:02.047]  When it's all done, it'll be in the scholarly publications, but it's going to be there.
[00:28:03.808 --> 00:28:05.729]  That millions are going to die if you're successful.
[00:28:07.998 --> 00:28:13.181]  So the media, and the Hollywood stars, and the trendies, and the anti-war groups are like, invade Africa!
[00:28:13.601 --> 00:28:15.061]  Defeat this little warlord!
[00:28:15.502 --> 00:28:17.923]  Back the genocide leader of Uganda!
[00:28:18.363 --> 00:28:20.484]  Attack Libya!
[00:28:21.264 --> 00:28:22.485]  The blood's on your hands.
[00:28:24.186 --> 00:28:26.407]  Just like the communists that supported Lenin and Stalin.
[00:28:27.047 --> 00:28:30.609]  Now I want to go ahead and point out to you that Obama
[00:28:31.934 --> 00:28:39.638]  is launching all of these wars in Libya, Syria, Central Africa, everywhere, without congressional approval.
[00:28:40.238 --> 00:28:42.920]  And our system of checks and balances is in the crapper.
[00:28:43.280 --> 00:28:44.040]  This is incredible.
[00:28:44.281 --> 00:28:50.184]  With more on that, we go to Webster Griffin Tarpley, who predicted all of this in the Obama deception.
[00:28:51.064 --> 00:28:52.307]  Well, you've just seen the tape.
[00:28:52.447 --> 00:29:01.607]  Three and a half years ago, Dr. Webster Griffin Tarpley, doctor of history, he's also an economist, predicted this invasion.
[00:29:03.118 --> 00:29:09.041]  of the continent of Africa via the pretext of humanitarian intervention.
[00:29:09.742 --> 00:29:11.843]  And we have seen Libya shattered.
[00:29:11.883 --> 00:29:15.545]  He traveled there and was there under the bombardment.
[00:29:15.645 --> 00:29:22.309]  First reported months before it came out, the massacre of black Libyans by the Arab al-Qaeda forces brought in.
[00:29:22.829 --> 00:29:25.511]  He predicted the attack on Syria using al-Qaeda.
[00:29:25.531 --> 00:29:26.331]  That's now happening.
[00:29:26.731 --> 00:29:30.193]  And that McCain and others would call for bombardments that are just days or weeks away.
[00:29:31.414 --> 00:29:41.297]  Now, I've done a lot of research to be able to cover this subject, but nothing compared to Webster, but what the establishment's planning on doing is more divide and conquer in Africa.
[00:29:42.177 --> 00:29:47.699]  And something bigger than the Congo Wars that conservatively killed eight million people or so.
[00:29:48.279 --> 00:29:50.279]  You know, you always hear about the Rwandan massacres.
[00:29:50.319 --> 00:29:57.842]  That was just one part of a larger constellation of mass murder that went on all under the UN's auspices.
[00:29:57.882 --> 00:29:58.862]  And of course, you know, earlier,
[00:29:59.842 --> 00:30:02.245]  I went over a few articles from just last year.
[00:30:02.665 --> 00:30:04.607]  We'll talk more about these with Webster in a moment.
[00:30:05.588 --> 00:30:08.692]  Where they send the UN into Ivory Coast, you name it.
[00:30:09.192 --> 00:30:11.835]  Slaughtering tens of thousands and admitting they are.
[00:30:12.556 --> 00:30:13.957]  And it's almost always Christians.
[00:30:14.598 --> 00:30:17.901]  So it's all part of igniting Christian-Muslim infighting.
[00:30:18.562 --> 00:30:22.628]  As Tarpley said three and a half years ago, kicking the Chinese out of the area.
[00:30:22.648 --> 00:30:28.015]  They're trying to use development, not military invasion, as a way to get to natural resources.
[00:30:28.916 --> 00:30:30.858]  And we see this new Kony 2012.
[00:30:35.441 --> 00:30:38.945]  And again, I'm not saying that Joseph Kony is some wonderful angel.
[00:30:39.805 --> 00:30:50.456]  The point is that the larger military that controls the country that he's in, that is fighting against the Lord's Resistance Army,
[00:30:51.794 --> 00:31:17.499]  In Uganda is one of the main command bases for AFRICON to expand the overall destabilization and genocide program that is the official US government policy of State Department Memorandum 200 by Henry Kissinger saying use war, use famine, use balkanization, use other things to reduce population and industrialization in Africa from 1973.
[00:31:17.559 --> 00:31:20.520]  So this is part of a larger strategy.
[00:31:21.451 --> 00:31:22.252]  Or stratagem.
[00:31:23.193 --> 00:31:26.736]  And again, I'm not making moral judgments here on the face of it.
[00:31:27.077 --> 00:31:37.748]  I'm not saying the Serbs were wonderful angels, but that whole NATO attack and invasion was about balkanizing, bombing infrastructure, controlling drug routes, giving the Muslim extremists control of Albania.
[00:31:38.308 --> 00:31:39.049]  Same thing there.
[00:31:39.690 --> 00:31:44.194]  But here, they're getting ready for major genocide, and you heard it here first, it's going to be huge.
[00:31:45.174 --> 00:31:55.266]  It was earlier today, of course, I got a call from one of the people that works here, a young daughter, a teenager, saying, oh my gosh, oh my gosh, you know, there's this Kony 2012.
[00:31:55.687 --> 00:31:58.711]  It's had 37 million views in just three days.
[00:31:59.331 --> 00:32:01.073]  And sure enough, I went and researched it.
[00:32:01.133 --> 00:32:03.056]  It's this giant call for war.
[00:32:03.076 --> 00:32:04.317]  In fact, they have graphics.
[00:32:04.998 --> 00:32:05.198]  I think?
[00:32:20.154 --> 00:32:21.615]  This is part of a larger program.
[00:32:21.675 --> 00:32:23.176]  It has nothing to do with the children.
[00:32:23.196 --> 00:32:26.678]  Remember, there were the people with Viagra raping the children in Libya?
[00:32:26.798 --> 00:32:27.238]  All lies.
[00:32:27.638 --> 00:32:29.339]  Saddam throwing babies out of incubators?
[00:32:29.720 --> 00:32:30.160]  All lies.
[00:32:30.220 --> 00:32:30.520]  Admit it.
[00:32:31.441 --> 00:32:39.645]  Assad massacres almost completely exaggerated with Al Qaeda forces attacking and now caught staging shootings on CNN.
[00:32:39.665 --> 00:32:40.606]  This is all blowing up.
[00:32:41.266 --> 00:32:45.469]  So it's a pretext, just like I read the quote earlier, with
[00:32:47.008 --> 00:32:56.318]  William Randolph Hearst, the owner of the Hearst Empire, saying, look, Remington Painter, you supply the paintings, the pictures, I'll supply the war.
[00:32:56.999 --> 00:32:59.321]  OK, so that's what's happening here.
[00:32:59.922 --> 00:33:07.550]  And you better believe when they're done getting all the trendies clamoring and the children, you know, the young people, save the children.
[00:33:09.171 --> 00:33:10.331]  Over there, we're children.
[00:33:10.351 --> 00:33:16.112]  Of course, again, the propaganda of the Pentagon and the globalists is now targeting American and Western children.
[00:33:16.372 --> 00:33:31.515]  They know the adult world's woken up, so now through social networks, all the things they control, Twitter, Facebook, YouTube, the places where we're censored, they are just going in and saying, get behind war, and all these bizarre posters about demand war, demand invasion.
[00:33:31.535 --> 00:33:35.336]  And we saw Obama in an exploratory operation, a lot of Telegraph reported on.
[00:33:36.176 --> 00:33:37.418]  Obama deploys U.S.
[00:33:37.438 --> 00:33:39.901]  Special Forces to Central Africa.
[00:33:40.002 --> 00:33:41.423]  They tried that and they failed.
[00:33:42.164 --> 00:33:45.309]  And other investigative reporters that have gone over there to cover this, they die.
[00:33:45.709 --> 00:33:53.199]  But these other folks putting out this Kony 2012, they were able to be there for years and get all this useful material.
[00:33:54.110 --> 00:33:58.954]  They may be useful idiots, but bottom line, I know packaged propaganda when I see it.
[00:33:59.434 --> 00:34:05.699]  And I know the West's policy to genocide Africans, to give them those special vaccines where half of them get HIV.
[00:34:06.019 --> 00:34:06.960]  So I know the score.
[00:34:07.340 --> 00:34:08.882]  When the West wants to help Africa,
[00:34:09.502 --> 00:34:10.883]  Like Bill Gates and his GMO?
[00:34:11.523 --> 00:34:12.003]  Look out!
[00:34:12.424 --> 00:34:23.429]  Dr. Tarpley, again, I've tried to go over some of this here, but it is mind-blowing to see how they use Twitter, Facebook to overthrow their old dictator in Egypt, and then now things are 10 times worse.
[00:34:23.789 --> 00:34:26.151]  To overthrow a guy who'd made deals with him, Gaddafi.
[00:34:26.371 --> 00:34:27.551]  Now things are 20 times worse.
[00:34:27.611 --> 00:34:28.352]  No one debates that.
[00:34:29.092 --> 00:34:31.653]  With Assad, I mean, this is order out of chaos.
[00:34:32.074 --> 00:34:34.595]  You have studied Africa like no one else I know.
[00:34:34.635 --> 00:34:35.675]  You've been there many times.
[00:34:36.096 --> 00:34:38.037]  You predicted it in the Obama deception.
[00:34:39.381 --> 00:34:41.090]  Everything is happening as you said it would.
[00:34:41.391 --> 00:34:42.859]  What's really going on here?
[00:34:44.127 --> 00:34:46.588]  Well, I think there are really two sides to this.
[00:34:46.768 --> 00:34:49.208]  One is the strategic reality of what the U.S.
[00:34:49.268 --> 00:35:08.254]  and the British are doing in Africa, and then there's this viral video, right, from the Invisible Children organization with movie stars and political influentials, and how they're trying to create an actual war hysteria in the American people, which I think can be applied to Africa and also some other places.
[00:35:08.554 --> 00:35:13.175]  Let's just take a look at Uganda, which is where this is focused.
[00:35:14.135 --> 00:35:21.798]  For the past 25 years or so, since Yoweri Museveni became the dictator of Uganda, and he's a dictator.
[00:35:21.818 --> 00:35:23.539]  He's been there for 26 years, right?
[00:35:23.839 --> 00:35:26.840]  He's up there with Mubarak and some other people.
[00:35:27.080 --> 00:35:29.101]  You never hear that as a complaint, though.
[00:35:29.141 --> 00:35:29.901]  He's a great guy.
[00:35:30.121 --> 00:35:31.522]  We don't even hear a word about him.
[00:35:32.002 --> 00:35:35.364]  Museveni has been the dictator of Uganda since about 1986.
[00:35:37.012 --> 00:35:49.860]  And as a result of his rule, which is already with many atrocities and human rights abuses, there's a resistance movement in the northern provinces, which are inhabited by the Acholi people.
[00:35:50.481 --> 00:35:57.625]  And that takes this monstrous form of the Lord's Resistance Army under Joseph Kony.
[00:35:58.146 --> 00:36:01.828]  And Kony is the figure that is demonized in this film.
[00:36:02.495 --> 00:36:06.598]  Now, Kony, one may well say, deserves all the demonization he gets.
[00:36:06.678 --> 00:36:08.700]  I think in this case that may well be true.
[00:36:09.200 --> 00:36:13.303]  But, Kony is not the main story in Uganda, right?
[00:36:13.343 --> 00:36:18.827]  Kony has been out of it for several years, as far as I can see, for the last four or five years.
[00:36:19.307 --> 00:36:20.668]  Kony has been nowhere.
[00:36:21.088 --> 00:36:21.508]  Exactly.
[00:36:21.568 --> 00:36:24.109]  So to be clear, it's a larger region.
[00:36:24.529 --> 00:36:29.511]  We've already had massacres, in one case 7 million, a million in another area, with all these different groups.
[00:36:29.531 --> 00:36:30.732]  He's a very minor player.
[00:36:31.112 --> 00:36:38.875]  He's just the war hysteria person to be demonized as the pretext for Afrikan to really pour in and prop up the dictator.
[00:36:39.355 --> 00:36:39.855]  Right.
[00:36:39.915 --> 00:36:44.518]  It's a very incongruous choice because he's out there in the bush with a couple of hundred followers.
[00:36:44.558 --> 00:36:46.980]  Now he's undoubtedly got child soldiers.
[00:36:47.080 --> 00:36:49.961]  It's undoubtedly hell on earth for the people that are there.
[00:36:50.562 --> 00:36:53.563]  But you look at this film and you see what are their demands?
[00:36:53.643 --> 00:36:55.064]  What do they think should happen?
[00:36:55.084 --> 00:36:57.806]  These invisible children and the TRI group.
[00:36:58.326 --> 00:36:59.427]  And their backers, right?
[00:36:59.447 --> 00:37:00.268]  Who are their backers?
[00:37:00.628 --> 00:37:06.152]  Ocampo, the imperialist stooge who runs the International Criminal Court.
[00:37:06.392 --> 00:37:08.254]  He'll indict anybody you want, right?
[00:37:08.434 --> 00:37:12.717]  Milosevic, General Bashir of Sudan.
[00:37:12.877 --> 00:37:13.958]  How about Bush and Cheney?
[00:37:14.098 --> 00:37:14.818]  Ever indict them?
[00:37:14.959 --> 00:37:16.360]  Oh no, not Ocampo.
[00:37:16.660 --> 00:37:20.503]  And then we've got a reactionary Republican like Senator Inhofe.
[00:37:20.903 --> 00:37:23.665]  Looks like we've got Senator Kerry interested in it.
[00:37:23.705 --> 00:37:24.746]  We've got some of these other
[00:37:25.666 --> 00:37:28.888]  War monger, hack politicians that we know so well.
[00:37:29.609 --> 00:37:33.931]  So the idea though is the Ugandan army has to be strengthened.
[00:37:34.492 --> 00:37:35.933]  Strengthen the Ugandan army?
[00:37:36.013 --> 00:37:36.653]  Are we nuts?
[00:37:37.113 --> 00:37:44.658]  The Ugandan army is a party to the biggest genocide in the world since the Second World War, which is the Congo War.
[00:37:45.058 --> 00:37:47.360]  The Congo War from the late 90s until
[00:37:48.553 --> 00:37:48.793]  Thank you.
[00:38:06.249 --> 00:38:12.851]  The much bigger war criminal, the wholesalers of genocide, are the Ugandan army and not Kony.
[00:38:12.891 --> 00:38:16.993]  Now this is, he would be a retailer of course and that's very serious.
[00:38:17.773 --> 00:38:23.675]  Uganda has always been the British enforcer, the British US enforcer in this part of the world.
[00:38:23.735 --> 00:38:32.058]  I remember visiting Khartoum in the Sudan 15 or more years ago and the information minister showed me boxes of weapons
[00:38:32.538 --> 00:38:36.343]  That had been used to try to foment a rebellion in Southern Sudan, right?
[00:38:36.403 --> 00:38:39.668]  What you see now as Southern Sudan, the area around Juba.
[00:38:40.148 --> 00:38:41.730]  And these boxes said,
[00:38:43.351 --> 00:38:46.434]  Defense Ministry of Uganda, Kampala, Uganda.
[00:38:46.454 --> 00:38:48.536]  So they've been supporting this.
[00:38:49.237 --> 00:39:01.509]  This entire story of the massacre of the Tutsis in the mid-1990s, Museveni and his group also very much implicated in that story.
[00:39:01.569 --> 00:39:04.331]  So if you look at this entire area, it is
[00:39:05.292 --> 00:39:10.576]  A horrendous human rights hell on earth, really.
[00:39:10.596 --> 00:39:16.580]  In Uganda itself, about 40% of the people live on less than one euro a day.
[00:39:16.920 --> 00:39:18.381]  So there's tremendous poverty.
[00:39:18.641 --> 00:39:20.963]  You'd think they might say something about that.
[00:39:21.523 --> 00:39:25.766]  All of these other countries that were involved in that war, and now of course new wars are starting up.
[00:39:26.166 --> 00:39:28.568]  The common denominator of all these wars, really,
[00:39:29.168 --> 00:39:30.089]  Is that the U.S.
[00:39:30.289 --> 00:39:37.834]  and the British want to drive the Chinese out of Africa, and in particular this strategically important area, right?
[00:39:38.154 --> 00:39:44.698]  This is one of the main concentrations in the world of strategic minerals and strategic raw materials.
[00:39:44.738 --> 00:39:50.622]  Well, mainly rare earth minerals, key things that are needed in electronics, but let's expand on that.
[00:39:50.842 --> 00:39:53.024]  People say, well good, America's defending its interests.
[00:39:53.364 --> 00:39:57.727]  These are globalists that actually shut down our industry and paid to move it
[00:39:58.698 --> 00:40:02.680]  Offshore, so they're just using America's muscle, but that's exactly my point.
[00:40:03.221 --> 00:40:18.169]  Obviously, this group, this Lord's Resistance Army from my research is involved in some criminal activities and some massacres, but it's a tiny, as you said, maximum
[00:40:18.749 --> 00:40:19.990]  A few thousand followers.
[00:40:20.051 --> 00:40:21.072]  A few hundred soldiers.
[00:40:21.132 --> 00:40:25.036]  It's literally a red herring pretext to go in.
[00:40:25.617 --> 00:40:26.638]  Same story we've seen.
[00:40:26.698 --> 00:40:27.839]  Babies incubators.
[00:40:28.740 --> 00:40:31.443]  Raping the women and children, you know, fueled by Viagra.
[00:40:31.723 --> 00:40:32.424]  Totally fake.
[00:40:32.945 --> 00:40:33.986]  Assad massacres.
[00:40:34.446 --> 00:40:36.168]  Don't forget Gay Girl in Damascus.
[00:40:36.328 --> 00:40:37.650]  Gay Girl in Damascus.
[00:40:37.890 --> 00:40:39.092]  By the way, Bouazizi.
[00:40:39.712 --> 00:40:42.776]  When I was just in Iran, I talked to a Tunisian filmmaker.
[00:40:43.136 --> 00:40:49.084]  He explained that the whole Bouazizi story, right, the Tunisian fruit vendor, that's a fraud too.
[00:40:49.384 --> 00:40:50.345]  So they're all frauds.
[00:40:51.386 --> 00:41:01.957]  But it's copper, cobalt, uranium, gold, magnesium, tin, plus these other ones, molybdenum, and these really exotic rare earth elements.
[00:41:01.977 --> 00:41:04.299]  So, then you go a little bit further south.
[00:41:04.620 --> 00:41:07.562]  But again, let me stop you, Webster, because we need to look at the larger image here.
[00:41:08.543 --> 00:41:09.985]  You predicted all of this.
[00:41:10.425 --> 00:41:14.108]  They've gone into Libya, wrecked everything, exactly as you said they would.
[00:41:14.688 --> 00:41:15.969]  Racial massacres, everything.
[00:41:16.270 --> 00:41:18.391]  Where's the Hollywood people on this?
[00:41:18.451 --> 00:41:19.292]  Where's the film?
[00:41:19.893 --> 00:41:22.235]  Where's the 37 million views in four days?
[00:41:22.495 --> 00:41:26.938]  You can see the system behind this, who we know wants to genocide in Africa.
[00:41:27.519 --> 00:41:30.061]  So again, the filmmakers may be useful idiots.
[00:41:30.501 --> 00:41:32.843]  I just see establishment fingerprints all over this.
[00:41:33.144 --> 00:41:34.885]  What's the larger AFRICOM plan?
[00:41:34.925 --> 00:41:35.966]  What do they want to do to Africa?
[00:41:36.889 --> 00:41:44.072]  It is to lay waste to the continent, to destroy every independent state, sort of on the Libyan model, right?
[00:41:44.152 --> 00:41:51.795]  Libya, the eastern part of Libya has just declared its sort of semi-independence, and that could be a civil war right there.
[00:41:51.955 --> 00:41:52.795]  Al-Qaida-stan.
[00:41:53.396 --> 00:41:57.317]  Al-Qaida, Syriana, Benghazi, these places, right?
[00:41:57.337 --> 00:41:59.218]  So a terrorist state.
[00:41:59.278 --> 00:42:03.220]  The new Barbary pirates, if you want, on the southern coast of the Mediterranean.
[00:42:03.260 --> 00:42:06.521]  Very bad for Europe, very bad for shipping in the Mediterranean.
[00:42:07.156 --> 00:42:11.220]  But the general idea is that the Chinese must be kicked out at all costs.
[00:42:11.260 --> 00:42:15.805]  And since the Chinese support existing governments wherever they are, whatever they are,
[00:42:17.307 --> 00:42:22.033]  The United States and the British have to destroy all the existing governments.
[00:42:22.093 --> 00:42:27.779]  And Uganda, Rwanda and Burundi are key parts of that effort.
[00:42:27.799 --> 00:42:29.882]  They're sort of the indigenous troops.
[00:42:30.102 --> 00:42:30.943]  But of course there's more.
[00:42:31.244 --> 00:42:37.251]  There's also Kenya, Obama's ancestral home, where he's got these deals with his cousin Odinga.
[00:42:38.296 --> 00:42:39.157]  Somalia, right?
[00:42:39.277 --> 00:42:52.463]  There's been military action between Somalia... So as you said three and a half years ago, all of Africa a battlefield on fire, but let's go back since you were just mentioning, you know, this larger program.
[00:42:54.464 --> 00:42:56.625]  For people out there then, what's the long-term goal?
[00:42:57.666 --> 00:43:02.328]  It is the destruction of every independent state, secessionism,
[00:43:03.092 --> 00:43:05.273]  Warlords, chaos, right?
[00:43:06.014 --> 00:43:12.237]  If you go to the Arab world, as I've found, you hear words from the Bush years that maybe we didn't pay enough attention to.
[00:43:12.557 --> 00:43:23.884]  Condoleezza Rice in 2005 began talking about creative chaos, creative chaos, and everybody in the Arab world knew that that meant that their countries were going to be destroyed, split into pieces,
[00:43:24.764 --> 00:43:29.586]  Or as Brzezinski calls it, Brzezinski has his own term, micro-states and mini-states.
[00:43:29.906 --> 00:43:39.570]  So anybody who's a secessionist, anybody who's a warlord, anybody who wants, you know, rump states or things like this, that's exactly the imperialist program.
[00:43:40.279 --> 00:43:49.141]  Now, maybe we go back to the question of the support, though, because you have this group, the Invisible Children and their TRI fundraising arm.
[00:43:49.741 --> 00:43:58.183]  We would have to say that in objective terms, this is functioning as a kind of propaganda arm or cheering section for the U.S.
[00:43:58.323 --> 00:44:03.224]  AFRICOM and their desire to partially invade
[00:44:03.964 --> 00:44:06.225]  It's the center of the chessboard strategically.
[00:44:31.798 --> 00:44:32.379]  From the U.S.
[00:44:32.439 --> 00:44:38.704]  point of view, you've got George Clooney, you've got all of these Hollywood characters.
[00:44:38.884 --> 00:44:40.205]  The fake liberal fascist.
[00:44:40.585 --> 00:44:42.807]  Yeah, and mush heads and whatever.
[00:44:44.448 --> 00:44:50.153]  This is the thing that Obama has been able to do, and this was also another important theme of that book, Obama the Postmodern Coup.
[00:44:50.713 --> 00:44:53.115]  When you had Bush and Cheney after 9-11,
[00:44:54.435 --> 00:44:55.256]  I don't think so.
[00:45:09.869 --> 00:45:17.197]  Left-liberal elites, left-liberal warmonger elites that were beside themselves in rage when they heard that.
[00:45:17.498 --> 00:45:20.061]  And it's not because they didn't like war.
[00:45:20.441 --> 00:45:21.963]  They wanted total war.
[00:45:22.063 --> 00:45:25.387]  They wanted more than Bush was able or willing to give them.
[00:45:26.208 --> 00:45:28.551]  One of the people here is this Samantha Power.
[00:45:29.331 --> 00:45:30.752]  She's now sitting in the White House.
[00:45:31.012 --> 00:45:34.653]  She's one of the people running the color revolutions across the world.
[00:45:34.713 --> 00:45:47.197]  Samantha Power was on the phone with Tantawi and Inan, the generals in Egypt, telling them, get Mubarak out, get Mubarak out, follow orders, you bums, or you'll be next, and all this stuff.
[00:45:47.518 --> 00:45:51.119]  Samantha Power wanted Bush to say, total war.
[00:45:51.619 --> 00:45:57.741]  Total sacrifice, total mobilization, not go and buy yourself something nice at the mall.
[00:45:58.101 --> 00:46:05.124]  And now you see, under Bush and Cheney, it was enough if you were sort of passively supporting imperialism, right?
[00:46:05.164 --> 00:46:09.405]  All you had to do was to vote, you know, for Bush, Cheney, neocon candidates.
[00:46:09.485 --> 00:46:16.168]  No, now Obama is arresting hundreds of reporters, espionage act, arresting whistleblowers, NDAA,
[00:46:17.188 --> 00:46:18.549]  Secret arrest of citizens.
[00:46:18.589 --> 00:46:19.910]  We're going to censor the web.
[00:46:20.530 --> 00:46:23.132]  They march into Congress and say, you don't declare war.
[00:46:23.633 --> 00:46:25.154]  UN and NATO does it now.
[00:46:25.534 --> 00:46:32.119]  I mean, it is reaching just... But because he's a liberal and because he has darker skin, it's like...
[00:46:32.879 --> 00:46:37.802]  You know, he could start worshipping Hitler and it'd be okay now, because it's like, he's liberal!
[00:46:38.283 --> 00:46:40.744]  I mean, it's just like, murder everybody, he's liberal!
[00:46:41.645 --> 00:46:45.987]  I would say Mussolini is more up his alley, but we can handle that another time.
[00:46:46.368 --> 00:46:47.809]  But you see what he's been able to do?
[00:46:48.189 --> 00:46:54.433]  Five years ago, the campuses where Invisible Children is now recruiting and getting money
[00:46:55.137 --> 00:46:59.519]  We're hotbeds of anti-war, anti-Bush Cheney, pro-impeachment.
[00:46:59.599 --> 00:47:02.041]  Now they're taking the leftover to make them a bedlam.
[00:47:02.501 --> 00:47:03.021]  Pro-war.
[00:47:03.461 --> 00:47:03.722]  Exactly.
[00:47:03.742 --> 00:47:10.145]  The new anti-war activism is proxy war, proxy state, civil war, genocide.
[00:47:10.405 --> 00:47:17.629]  And the new trendy thing is to support new genocides because there's some phantom guy with 500 followers in the jungle somewhere.
[00:47:17.989 --> 00:47:18.930]  Let's kill another 7 mil.
[00:47:20.253 --> 00:47:28.759]  Right, and of course, again, the fact that the International Criminal Court only seems to be interested in people that are black or at least brown is also another giveaway.
[00:47:29.240 --> 00:47:37.426]  But now you've got invisible children going on campus and organizing college kids, privileged youth in many ways, to demand war.
[00:47:38.266 --> 00:47:47.529]  So this is a huge transition from the passive acceptance of imperialist crimes under Bush-Cheney to the active participation.
[00:47:47.589 --> 00:47:54.671]  I mean, maybe the next step would be, you know, form an international brigade, you know, send volunteers, who knows what it is, right?
[00:47:55.511 --> 00:48:04.457]  More and more mobilization for aggression, for war, for the imposition of these imperialist policies.
[00:48:04.837 --> 00:48:06.518]  And of course, totally mindless.
[00:48:07.478 --> 00:48:09.279]  Why is there a crisis in Uganda?
[00:48:09.299 --> 00:48:11.241]  Well, you know, they had Idi Amin.
[00:48:11.561 --> 00:48:14.803]  Idi Amin was backed by the US and the British as long as he was in power.
[00:48:15.123 --> 00:48:16.564]  Then they decided to dump him.
[00:48:16.844 --> 00:48:17.924]  Then you had Obote.
[00:48:18.205 --> 00:48:20.326]  Then you had a couple of other people in the meantime.
[00:48:20.686 --> 00:48:33.695]  And one of them was an Acholi, and then when the Acholi was thrown out, in comes Mr. Vaney, and then the Acholi said, well, then we're going to have to defend ourselves, and that's really the origin of this crazy... All right, let me stop you right there, then.
[00:48:35.296 --> 00:48:36.457]  Because let's go back here.
[00:48:36.898 --> 00:48:49.106]  I remember seeing documents from the late 40s, after World War II, when Africa wanted freedom, wanted to throw off colonialism, where they, going back to Prince Philip, and of course then the
[00:48:50.757 --> 00:49:08.228]  Queen of the Netherlands' husband, Prince Bernhard, they set up World Wildlife Fund, they set up all these groups, and I've seen the declassified documents, I've covered them, where they, all the way down to the middle of Africa and then over towards the east, down the rift, they got the countries to set up nature preserves.
[00:49:08.888 --> 00:49:15.973]  But in some cases there were more than 20% of the countries, but it was contiguous as a, as a green belt
[00:49:17.114 --> 00:49:17.534]  I think?
[00:49:32.874 --> 00:49:35.115]  All part of an overall strategy of destabilization.
[00:49:35.475 --> 00:49:39.997]  How does that tie into it, and how are things going for the New World Order?
[00:49:40.017 --> 00:49:44.459]  I mean, you've been to Iran recently, you've been to Libya, you've been to Syria, I mean, you've been everywhere.
[00:49:44.479 --> 00:49:45.179]  You've witnessed it.
[00:49:45.519 --> 00:49:58.585]  How is the overall program going for them with the Russians vetoing, you know, the UN program to go into, I mean, they're already doing it through proxies, but to do it with airstrikes, you know, part two of Libya in Syria.
[00:49:59.065 --> 00:50:00.809]  So now they're saying, well, we'll just go it alone.
[00:50:01.109 --> 00:50:02.572]  I mean, how are things going for him?
