[00:00:00.000 --> 00:00:16.379]  [Outro]
[00:21:57.617 --> 00:21:59.958]  The big King James Bible got it wrong.
[00:21:59.998 --> 00:22:02.358]  They say the meek shall inherit the earth.
[00:22:03.179 --> 00:22:05.299]  The geeks have inherited the earth.
[00:22:05.899 --> 00:22:09.500]  We are run and controlled by little nothings.
[00:22:09.840 --> 00:22:10.781]  Little nothings.
[00:22:11.281 --> 00:22:15.442]  Boys and girls, when you call them out man to man, they go down.
[00:22:16.158 --> 00:22:24.023]  Little nothings, but really arrogant when they got their security guards around them and tell you how to live and run your life.
[00:22:24.664 --> 00:22:31.408]  So no, they're not going to do anything with the gangsters that started the COVID war.
[00:22:31.708 --> 00:22:33.949]  Go back to our Trends Journal magazine.
[00:22:34.909 --> 00:22:37.909]  January 28th, 2020.
[00:22:37.909 --> 00:22:45.348]  China launches the COVID war, 106 dead in China.
[00:22:45.681 --> 00:22:49.926]  Our next line was 1.4 billion still alive.
[00:22:49.946 --> 00:22:51.227]  Why are you telling me this stuff?
[00:22:52.489 --> 00:22:53.390]  That's Gerald Cilenti.
[00:22:53.430 --> 00:22:55.011]  We'll be right back on the Alex Jones Show.
[00:22:57.454 --> 00:23:05.544]   Still here, every day, on air, despite The dreams of Hillary Clinton to have us shut down.
[00:23:06.305 --> 00:23:10.669]  The dreams of George Soros and Klaus Schwab and the Chinese Communists.
[00:23:11.109 --> 00:23:13.891]  Their wet dreams of InfoWars being off air.
[00:23:14.352 --> 00:23:15.933]  We're still here.
[00:23:16.673 --> 00:23:17.914]  And we're thankful for it.
[00:23:17.995 --> 00:23:19.236]  The world is thankful for it.
[00:23:19.676 --> 00:23:22.138]  And it's all because of your support at InfoWarsStore.com.
[00:23:22.178 --> 00:23:26.261]  Your prayers, your words of encouragement, sharing, spreading the links is always key as well.
[00:23:27.301 --> 00:23:30.662]  That's one of the greatest things when somebody says, hey, I'm a new listener.
[00:23:30.722 --> 00:23:35.584]  I just found you guys in the last month or the last couple of months after you had been censored.
[00:23:36.004 --> 00:23:37.025]  It's great to have find you.
[00:23:37.045 --> 00:23:40.886]  I feel like somebody's finally speaking the truth.
[00:23:40.946 --> 00:23:42.727]  Somebody's finally speaking reality.
[00:23:42.767 --> 00:23:43.847]  I just don't get it anywhere.
[00:23:44.348 --> 00:23:48.429]  So remember to spread the links, but always shop at InfoWarsTore.com, the great supplements.
[00:23:49.470 --> 00:23:52.571]  Unfortunately, we have just sold out of Vitamin Mineral Fusion.
[00:23:53.613 --> 00:23:56.496]  So guys, click on that on the top right screen there.
[00:23:56.937 --> 00:23:57.978]  The Vitamin Mineral Fusion 50% off.
[00:23:59.580 --> 00:24:00.661]  Okay, it's back in stock.
[00:24:00.701 --> 00:24:03.222]  So I was wondering, we were told we were actually going to get another shipment.
[00:24:03.262 --> 00:24:04.422]  So this is now back in stock.
[00:24:04.442 --> 00:24:06.784]  So good news, we sold out and it's already back in stock.
[00:24:06.884 --> 00:24:08.525]  All right, good news at Infowarsstore.com.
[00:24:08.565 --> 00:24:13.587]  I can bring to you today, Vitamin Mineral Fusion back in stock and still 50% off.
[00:24:13.627 --> 00:24:15.128]  One of the easiest ways to support us.
[00:24:15.428 --> 00:24:17.309]  You get over 100% of your daily value.
[00:24:17.349 --> 00:24:25.933]  Vitamin A, Vitamin B6, Vitamin B12, Vitamin C, Vitamin D, Vitamin E. You've got the glycine in there, the boron, so much more.
[00:24:26.073 --> 00:24:27.294]  It's Vitamin Mineral Fusion.
[00:24:28.034 --> 00:24:34.215]  50% off at InfowarsStore.com and it's your support there that keeps us on the air.
[00:24:34.695 --> 00:24:36.316]  Gerald Salenti with us.
[00:24:36.816 --> 00:24:42.737]  And Gerald, of course, next week is Davos over there in Switzerland.
[00:24:43.337 --> 00:24:48.458]  All the wealthy, the club as you like to call them, the club is meeting in Davos.
[00:24:48.778 --> 00:24:50.858]  And you know, they hate the people so much.
[00:24:50.898 --> 00:24:57.279]   They hate the peasants and the serfs so much, Gerald, that they've set up a security perimeter that's about You're right.
[00:24:57.299 --> 00:24:59.360]  I call us plantation workers of slavelandia.
[00:24:59.339 --> 00:25:03.659]   so you couldn't even tee up a golf ball and get it anywhere near these guys.
[00:25:03.659 --> 00:25:07.500]   That's how locked down they have Davos with the military and police.
[00:25:07.500 --> 00:25:10.379]   So they're really telling you, we don't want to see the peasants,
[00:25:10.379 --> 00:25:14.698]   we don't want to smell the peasants, we don't want them within an eyeshot of us.
[00:25:14.698 --> 00:25:20.058]  You're right. I call us plantation workers of slavelandia.
[00:25:20.058 --> 00:25:24.538]   When I was a young guy, there were grocery stores, hardware stores,
[00:25:24.538 --> 00:25:28.619]  stationary stores, drug stores.
[00:25:28.744 --> 00:25:29.865]  And now they're all chains.
[00:25:30.586 --> 00:25:31.367]  They own everything.
[00:25:31.387 --> 00:25:32.347]  And I have to correct you.
[00:25:32.708 --> 00:25:38.532]  You said about Soros, Schwab, and Hillary Clinton having wet dreams.
[00:25:39.333 --> 00:25:40.474]  They're all dried up, man.
[00:25:40.313 --> 00:25:48.553]  They don't have wet dreams anymore.
[00:25:48.553 --> 00:25:53.832]   The other thing, too, I want to mention really briefly, to bring it into the context of listening
[00:25:53.832 --> 00:25:55.992]  to the 1776 coin.
[00:25:56.582 --> 00:25:58.543]  The silver coin, why this is so important.
[00:25:59.243 --> 00:26:04.585]  You know, we had forecast, by the way, back in November, October, that gold prices had bottomed.
[00:26:05.625 --> 00:26:08.626]  And that gold and silver prices were going to go up from that point.
[00:26:09.426 --> 00:26:10.007]  And they have.
[00:26:10.887 --> 00:26:14.948]  And now you're seeing gold now, you know, which is above 1900 an ounce.
[00:26:15.708 --> 00:26:18.109]  So I'm not telling people what to do, what to invest in.
[00:26:18.169 --> 00:26:29.048]   But I'm just saying, when you're supporting InfoWars with that 1776 coin, You're also supporting yourself, because our forecast is the price of silver is going to go up.
[00:26:29.629 --> 00:26:37.876]  And as far as 1776 goes, I just turned 76 in November, so I'm fighting for the spirit of 1776.
[00:26:40.018 --> 00:26:45.323]  And that's something, those coins, that keeps it in your heart, because that's what this country was founded upon.
[00:26:45.844 --> 00:26:47.706]  That spirit that's been robbed from us.
[00:26:48.647 --> 00:26:57.654]  And so, you know, I'm just saying to people, you know, to me, you know, that's not only you're helping yourself, but you're also helping InfoWars.
[00:26:58.114 --> 00:27:15.907]  And again, we only see the prices going up on this because, Owen, the data coming out, all of the guesses on Wall Street is that the Federal Reserve is only going to raise interest rates 25 basis points when they finalize their meeting on February 1st.
[00:27:17.307 --> 00:27:23.269]  If they only raise them 25 basis points, you're going to see gold and silver prices skyrocket.
[00:27:24.349 --> 00:27:35.712]  If they don't, and they raise them 50 basis points, you're going to see the economy collapse, along with the stock market, which is also going to drive up gold and silver prices.
[00:27:36.353 --> 00:27:40.894]  So anyway, going back to Davos, we have lost our freedom in this country.
[00:27:41.554 --> 00:27:44.281]  And it's just totally disgusting what's happened to us.
[00:27:44.822 --> 00:27:48.270]  That we have these little clowns running and ruining our lives.
[00:27:49.072 --> 00:27:51.157]  And when you look at that guy Klaus Schwab...
[00:27:51.883 --> 00:27:57.688]  Boy, I'll tell you, man, if Orwell was a cartoonist, he couldn't have come up with a more evil-looking figure like that cat.
[00:27:58.169 --> 00:27:58.289]  Oof!
[00:27:58.709 --> 00:27:59.950]  With those pointy ears.
[00:28:00.130 --> 00:28:08.538]  And look, it's not like they can claim that the James Bond villains or even Dr. Evil from Austin Powers is based off Klaus Schwab.
[00:28:08.778 --> 00:28:11.580]  It's like he based himself off of them.
[00:28:11.640 --> 00:28:14.303]  He's like a cross between Darth Vader and Dr. Evil.
[00:28:15.484 --> 00:28:15.704]  Yeah.
[00:28:16.511 --> 00:28:22.499]  And you know, I say to myself, man, Soros could keep his billions, man.
[00:28:22.880 --> 00:28:25.563]  If I look like that cat, I'd rather be dead.
[00:28:25.603 --> 00:28:29.008]  He's like Emperor Palpatine after he got like... Holy jeez!
[00:28:29.148 --> 00:28:30.430]  Imagine walking around...
[00:28:31.671 --> 00:28:33.232]  Yeah, look at me, look at these people.
[00:28:33.712 --> 00:28:34.132]  Look at them.
[00:28:34.432 --> 00:28:39.255]  Look at our, look who our Treasury Secretary is.
[00:28:39.675 --> 00:28:39.835]  Ms.
[00:28:39.855 --> 00:28:40.655]  Fletcher Brutes.
[00:28:41.496 --> 00:28:42.376]  Janet Yellen.
[00:28:42.696 --> 00:28:43.917]  We're the same age.
[00:28:44.197 --> 00:28:45.698]  So, my God, look at her.
[00:28:45.778 --> 00:28:46.478]  I'm not, okay.
[00:28:47.779 --> 00:28:50.080]  Maybe you're the same age, but are you the same species?
[00:28:52.310 --> 00:28:54.031]  I'm not sure Janet Yellen is a human.
[00:28:54.071 --> 00:28:54.551]  I mean, come on.
[00:28:54.851 --> 00:28:57.493]  That's a bad disguise for an alien.
[00:28:57.993 --> 00:28:58.433]  Look at her!
[00:28:58.733 --> 00:28:58.914]  Ms.
[00:28:58.934 --> 00:28:59.714]  Fatshah Brut.
[00:29:00.154 --> 00:29:00.855]  You know, by the way.
[00:29:00.915 --> 00:29:02.996]  It's like, hey, alien, can't you get a better disguise?
[00:29:04.276 --> 00:29:10.140]  And this is what's really important, is that here she is, our Treasury Secretary.
[00:29:10.620 --> 00:29:12.001]  Oh, and what was the last job?
[00:29:12.281 --> 00:29:13.281]  Look at this woman.
[00:29:13.321 --> 00:29:13.742]  Marron.
[00:29:14.762 --> 00:29:19.084]  Her last job was a Fed head running the Federal Reserve.
[00:29:19.725 --> 00:29:20.145]  Wait a minute.
[00:29:20.760 --> 00:29:25.103]  I said before, you know, that it's not a revolving door.
[00:29:25.563 --> 00:29:38.431]  Again, that guy, Lloyd Austin, from sitting on the board of directors of Raytheon, now he's the defense secretary, and now somebody that was the head of the Federal Reserve is our U.S.
[00:29:38.471 --> 00:29:39.472]  Treasury Secretary?
[00:29:39.832 --> 00:29:41.193]  And no one's complaining about this?
[00:29:42.413 --> 00:29:44.715]  I mean, you can see the game is rigged right in front of your eye.
[00:29:45.410 --> 00:29:48.591]  This is like all the FDA people that go over to Pfizer.
[00:29:48.731 --> 00:29:49.431]  It's the same thing.
[00:29:49.471 --> 00:29:51.092]  It's this insetuous relationship.
[00:29:51.312 --> 00:29:54.193]  And then we've got the anti-fascists in the streets, Gerald!
[00:29:54.373 --> 00:29:56.474]  We got anti-fascists in the streets!
[00:29:56.934 --> 00:29:59.154]  And they don't know a damn thing about who the fascists are.
[00:30:00.075 --> 00:30:00.315]  Yep.
[00:30:00.795 --> 00:30:09.098]  You know, I had, again, I had this, uh, uh, yeah, peace and freedom, peace and freedom rally.
[00:30:10.218 --> 00:30:15.966]   My tenant in the 1774 Academy, A place called Rough Draft.
[00:30:17.308 --> 00:30:23.897]  They closed down at 2 o'clock when we began because, quote, it was a political rally and they didn't want to be open.
[00:30:25.299 --> 00:30:26.240]  A political rally?
[00:30:26.621 --> 00:30:27.382]  Peace and freedom?
[00:30:28.732 --> 00:30:44.147]  Those are the little people that swallow all the crap that bought the COVID war, that hated me when I had a peace and freedom rally, when little Andy Cuomo locked down everything in July of 2020.
[00:30:44.607 --> 00:30:46.129]  I did another one in July of 2021.
[00:30:46.108 --> 00:30:57.228]   2021. And everybody, and by the way, I died when I had the rally when everything was locked
[00:30:57.228 --> 00:30:58.828]  down. I died of the virus.
[00:30:59.029 --> 00:31:00.649]  So this really isn't me.
[00:31:01.629 --> 00:31:04.370]  You know, again... You've been raised from the dead.
[00:31:05.211 --> 00:31:11.553]  Yeah, the first... and I'm telling everybody that the products you're getting from InfoWars are going to help you stay healthy.
[00:31:11.973 --> 00:31:13.434]  This is the first book I worked on.
[00:31:14.014 --> 00:31:14.814]  Natural Healing.
[00:31:15.294 --> 00:31:16.475]  Back in the 1980s.
[00:31:17.555 --> 00:31:20.516]  I have an honorary doctorate from the National University of Health Sciences.
[00:31:20.936 --> 00:31:22.497]  I haven't been sick in over three years.
[00:31:23.132 --> 00:31:31.928]  Because I take vitamins and supplements which are banned by Big Pharma, not allowed to talk to it, and we won't teach it to you when you go to medical school!
[00:31:32.208 --> 00:31:34.513]  You will only learn to give drugs!
[00:31:35.586 --> 00:31:43.630]  So what I'm saying to everybody listening, the products that you're getting from InfoWars not only helps you, it helps them.
[00:31:44.150 --> 00:31:55.355]  And it's very important now to get in the best shape you can physically, emotionally, and spiritually, because we are in the fight of our lives.
[00:31:55.775 --> 00:32:05.422]   If we don't stop these crazy people, these demonic people, from ruining our life, liberty, and the pursuit of happiness, All aboard!
[00:32:06.343 --> 00:32:07.944]  Next train to Auschwitz!
[00:32:08.764 --> 00:32:09.364]  And that's what they want.
[00:32:09.405 --> 00:32:11.366]  That's what's going on in Brazil right now, folks.
[00:32:11.586 --> 00:32:18.889]  Look at how quickly the commies seized Brazil and are torturing people in their little fascist concentration camps.
[00:32:19.470 --> 00:32:20.750]  It happens fast, folks.
[00:32:20.790 --> 00:32:23.692]  We can't let it happen here, as we have been for decades, sadly.
[00:32:24.312 --> 00:32:26.433]  Gerald Salente is with us here on the Alex Jones Show.
[00:32:26.473 --> 00:32:28.174]  Owen Troyer filling in for Alex.
[00:32:28.534 --> 00:32:34.277]  And I was unaware that Gerald had recently celebrated his 76th birthday.
[00:32:34.337 --> 00:32:35.998]  We give him a belated happy birthday.
[00:32:36.018 --> 00:32:37.179]  But Gerald, I do know this.
[00:32:37.759 --> 00:32:41.121]  At 76, you still like to boogie, don't ya?
[00:32:42.441 --> 00:32:43.702]  Oh yeah, because you know why.
[00:32:44.813 --> 00:32:48.654]  You got to boogie before the lights go out, because tomorrow is iffy.
[00:32:49.235 --> 00:32:50.735]  So I want to have a good time.
[00:32:51.155 --> 00:32:53.696]  And boy, I'll tell you, it's tough to have a good time up here anymore.
[00:32:54.256 --> 00:32:58.438]  This COVID war, the damage it's done is incalculable.
[00:32:59.598 --> 00:33:03.020]  Nine o'clock, I went to a New Year's Eve party up in Woodstock.
[00:33:03.080 --> 00:33:05.040]  Woodstock is about 15 minutes away from me.
[00:33:05.921 --> 00:33:09.862]  I left after 12 o'clock, took the Maiden Route back, you know, it's Route 28.
[00:33:10.782 --> 00:33:11.983]  I counted five cars.
[00:33:13.251 --> 00:33:18.732]  Last night, I was about, you know, about a half hour away from here, a place called Saugerties.
[00:33:19.453 --> 00:33:21.073]  I drove back on Route 9W.
[00:33:22.033 --> 00:33:29.615]  When I left the town, from Saugerties to Kingston, there was not one car behind me or in front of me.
[00:33:30.275 --> 00:33:31.695]  Dead at 9.30 at night.
[00:33:34.457 --> 00:33:35.137]  The damage?
[00:33:35.577 --> 00:33:38.699]  It used to be up in Woodstock when I moved up here years ago.
[00:33:39.119 --> 00:33:40.879]  We're going out 10.30 at night.
[00:33:41.340 --> 00:33:42.200]  That's when we started going.
[00:33:42.260 --> 00:33:43.200]  Bans everywhere.
[00:33:43.780 --> 00:33:45.221]  Hardly anything.
[00:33:45.901 --> 00:33:47.222]  Life is dead.
[00:33:47.822 --> 00:33:49.963]  There's no fun going on.
[00:33:50.303 --> 00:33:52.283]  They sucked the joy out of life.
[00:33:52.704 --> 00:33:53.764]  The COVID war.
[00:33:54.104 --> 00:33:58.866]  And that clown woman on the Cartoon News Network that you called CNN.
[00:33:59.884 --> 00:34:01.244]  These little prestitutes.
[00:34:01.825 --> 00:34:09.607]  They're media whores that get paid to put out by their corporate pimps and government whoremasters.
[00:34:10.147 --> 00:34:13.788]  I remember the arrogance of spewing out of her mouth.
[00:34:14.428 --> 00:34:16.109]  The clown up in Canada.
[00:34:16.709 --> 00:34:17.949]  One after another.
[00:34:18.530 --> 00:34:19.490]  One little jerk.
[00:34:20.090 --> 00:34:21.431]  Telling us what to do.
[00:34:21.671 --> 00:34:24.491]  Oh, and I love the thing, they have to have doctor in front of their name.
[00:34:24.832 --> 00:34:25.972]  Doctor in front of their name.
[00:34:26.272 --> 00:34:27.052]  Hey, Frank!
[00:34:27.432 --> 00:34:28.233]  Hey, Susie!
[00:34:28.533 --> 00:34:29.313]  Oh, no, no!
[00:34:29.853 --> 00:34:31.033]  I'm a doctor!
[00:34:31.634 --> 00:34:33.234]  I'm better than you are!
[00:34:33.594 --> 00:34:36.235]  Hey, call me Trent Salenti, all right?
[00:34:37.175 --> 00:34:45.298]  So these people sold the lies that we were detailing week after week after week in the Trends Journal.
[00:34:45.578 --> 00:34:52.218]   You talked about how the people going into the hospitals Had pre-existing comorbidities.
[00:34:52.999 --> 00:35:03.648]  Even the CDC came out and said that 94% of the people that died of COVID, I think was 2.6 pre-existing comorbidities.
[00:35:04.789 --> 00:35:16.789]   The people between 1 to 17 years old, there are about 73 million 1 to 73 year olds in the United States.
[00:35:16.789 --> 00:35:26.789]   60% of those that were hospitalized, according to the CDC, were obese.
[00:35:27.254 --> 00:35:28.394]  Oh, and how many died?
[00:35:29.534 --> 00:35:36.056]  Again, the numbers, it's around under 2,000 over a period of almost three years.
[00:35:36.635 --> 00:35:54.076]   Wait a minute, 2000 people from 73 million died? 2000 out of 73 million died and you're injecting
[00:35:54.076 --> 00:36:00.474]  them with an operation warp speed gene therapy inoculation?
[00:36:00.716 --> 00:36:00.996]  Yes!
[00:36:01.496 --> 00:36:04.598]  And if you don't get one, you don't have a job!
[00:36:05.118 --> 00:36:06.359]  Yeah, heil Hitler!
[00:36:06.679 --> 00:36:07.980]  Welcome to America!
[00:36:09.509 --> 00:36:11.311]  My body, my choice, Gerald!
[00:36:11.651 --> 00:36:13.273]  It's my body, my choice!
[00:36:13.613 --> 00:36:17.457]  If I want to kill that baby, and then you ask the same people, do I have a choice to take a vaccine?
[00:36:17.757 --> 00:36:19.258]  Well, that's different!
[00:36:20.259 --> 00:36:20.619]  Oh, I see.
[00:36:20.639 --> 00:36:32.150]  Not only is it different, not only is it different, they spent, according to CNBC, when that number came out, some $7 million promoting the vaccination.
[00:36:32.591 --> 00:36:33.772]  I'm sure you saw this.
[00:36:34.517 --> 00:36:42.219]  The State Supreme Court in Syracuse, New York, struck down a statewide mandate for medical staff to be vaccinated against COVID-19.
[00:36:43.060 --> 00:36:56.744]  In a landmark ruling issued January 13th, New York State Supreme Court Judge Gerard Neary declared that statewide COVID vaccine mandate for medical staff null, void, and of no effect.
[00:36:57.344 --> 00:37:02.766]  Neary also found that the mandate was, quote, arbitrary and capricious.
[00:37:03.772 --> 00:37:12.354]  Citing evidence that COVID-19 vaccines do not prevent the spread of viruses undercutting the basis for the mandate.
[00:37:12.614 --> 00:37:24.417]  Quote, in true Orwellian fashion, the respondents acknowledged then current COVID-19 shots do not prevent transmission.
[00:37:24.637 --> 00:37:25.257]  End quote.
[00:37:26.117 --> 00:37:26.878]  Neri wrote.
[00:37:27.798 --> 00:37:28.298]  Goes on.
[00:37:29.494 --> 00:37:47.391]  He wrote, quote, a term which is defined at the whim of an entity subject to change without a moment's notice contains all the hallmarks of absurdity and is no definition at all.
[00:37:48.552 --> 00:37:50.614]  You think this made the mainstream news?
[00:37:52.076 --> 00:37:56.709]   The one that you wrote about that arrogant Person on the Cartoon Network?
[00:37:57.050 --> 00:37:58.211]  Oh, that wasn't big news.
[00:37:58.832 --> 00:37:58.952]  Oh!
[00:37:59.332 --> 00:38:02.536]  Oh my God, I wonder how Johnny Depp and Amber Heard are doing.
[00:38:02.857 --> 00:38:06.261]  Never heard of it before, but only had to hear about it for about a year.
[00:38:09.741 --> 00:38:16.686]  Well, and now they are, I think some of them are realizing, uh-oh, we have a little bit of a culpability issue here.
[00:38:17.166 --> 00:38:19.467]  We promoted these vaccines, maybe they feel bad.
[00:38:19.928 --> 00:38:26.492]  Maybe the loving, liberal, tolerant leftists that used to be anti-Big Pharma, they used to be anti-Big Pharma.
[00:38:26.672 --> 00:38:27.833]  Here's a funny one for you.
[00:38:27.933 --> 00:38:32.876]  You know who, you know that little pipsqueak nincompoop Robert Third Reich?
[00:38:33.336 --> 00:38:34.277]  You know Robert Third Reich?
[00:38:36.044 --> 00:38:36.224]  No.
[00:38:36.744 --> 00:38:39.466]  Well, he's a little liberal nincompoop.
[00:38:39.486 --> 00:38:42.647]  He always pops up and is spewing his liberal politics.
[00:38:43.328 --> 00:38:52.552]  And now, after promoting the vaccine for two years, he's now publicly going against Big Pharma and against them for making all of these profits.
[00:38:52.972 --> 00:38:58.195]  It's so funny to watch the liberal left be two, three years late to the news.
[00:38:58.255 --> 00:38:59.975]  Liberals used to be anti-Big Pharma.
[00:39:00.035 --> 00:39:00.696]  You know this.
[00:39:00.996 --> 00:39:01.296]  I know.
[00:39:01.856 --> 00:39:02.857]  In my generation.
[00:39:03.477 --> 00:39:04.700]  They're little cowards.
[00:39:05.040 --> 00:39:08.547]  Look at Crosby, Nils, Stash and Young.
[00:39:09.108 --> 00:39:11.332]  Look at that arrogant little Jimmy Kimmel.
[00:39:11.893 --> 00:39:14.558]  Look at that pencil head guy, Sean Pencilhead.
[00:39:18.387 --> 00:39:19.287]  Little clowns!
[00:39:19.707 --> 00:39:21.608]  Little boys of nothing!
[00:39:22.088 --> 00:39:23.508]  Little boys of nothing!
[00:39:23.788 --> 00:39:25.829]  You don't get vaxxed, you should have no rights.
[00:39:26.489 --> 00:39:32.451]  Oh, by the way, all of these guys, you know, I said I'm 76, so I'm at the height of the Vietnam War.
[00:39:32.691 --> 00:39:33.931]  They're drafting everybody.
[00:39:34.971 --> 00:39:39.333]  And by the way, I was too stupid as a young guy in my early 20s.
[00:39:39.493 --> 00:39:40.713]  I swallowed the crap.
[00:39:41.585 --> 00:39:49.548]  I believed that, you know, if we don't stop those commies in Vietnam, they're going to hit the shores of California, the dominoes will keep falling.
[00:39:50.188 --> 00:39:50.788]  I believed it.
[00:39:51.568 --> 00:39:57.911]  All these little boys that protested the war, that are so pro-vax, you know why they protested the war?
[00:39:58.911 --> 00:40:00.912]  Because they were getting drafted.
[00:40:02.152 --> 00:40:05.033]  When the draft ended, the protests ended.
[00:40:06.286 --> 00:40:09.727]  They're arrogant little nobodies with bad attitudes.
[00:40:09.807 --> 00:40:11.808]  Yeah, actually, they all love the war in Ukraine now.
[00:40:12.628 --> 00:40:13.168]  That's right.
[00:40:13.868 --> 00:40:14.249]  That's right.
[00:40:14.269 --> 00:40:15.169]  They're going over there.
[00:40:15.249 --> 00:40:16.989]  One little, one little clown.
[00:40:17.089 --> 00:40:21.851]  Oh, by the way, why shouldn't the comedians and clowns go there?
[00:40:22.231 --> 00:40:33.995]  Because the guy that's playing president of Ukraine was a comedian playing a sitcom as the president of Ukraine and playing the piano with his penis.
[00:40:34.575 --> 00:40:36.377]  Of course they love him!
[00:40:36.818 --> 00:40:39.741]  It's a Sean Pencil guy!
[00:40:39.761 --> 00:40:44.206]  It's Sean Pencil playing the piano with the penis.
[00:40:44.766 --> 00:40:47.689]  It's one little nothing boy after another.
[00:40:48.090 --> 00:40:55.738]  Anybody that wants to go support Ukraine, pack up your gear, send your wife, your kids, your partners, or whoever.
[00:40:56.696 --> 00:40:57.797]  And go join the fight!
[00:40:57.757 --> 00:41:00.517]  send your money or shut your mouth.
[00:41:00.517 --> 00:41:05.516]   But Dr. Girod, notice you covered this earlier and we've been telling the truth about what's
[00:41:05.516 --> 00:41:06.516]  going on in Ukraine.
[00:41:06.516 --> 00:41:07.996]  The Russians are definitely not losing.
[00:41:07.996 --> 00:41:09.396]  I mean, they've taken losses.
[00:41:09.396 --> 00:41:14.115]   They've had many of their soldiers die, but they're not losing by any stretch of the imagination.
[00:41:14.115 --> 00:41:19.436]   And now the American media is finally like, oh, well, gee, it seems like Russia is actually
[00:41:19.436 --> 00:41:20.916]  having strategic victory.
[00:41:20.898 --> 00:41:21.798]  What's going on?
[00:41:21.818 --> 00:41:24.699]  What happened to the $150 billion in U.S.
[00:41:24.719 --> 00:41:25.039]  dollars?
[00:41:25.239 --> 00:41:26.339]  What happened to all the weapons?
[00:41:26.519 --> 00:41:28.680]  What happened to the news saying the Russians were getting crushed?
[00:41:28.720 --> 00:41:30.160]  My goodness, we were wrong again!
[00:41:31.541 --> 00:41:42.784]  Well, you're partially right on that because I really want to go into that in detail and why people need to support InfoWars because you're bringing out the truth as we do with the Trends Journal.
[00:41:42.804 --> 00:41:44.404]  I want to read you some headlines.
[00:41:45.189 --> 00:41:52.336]  Ukraine's armed forces working to exhaust Russia's as much as possible on Soledad Front.
[00:41:52.737 --> 00:41:54.658]  That's Tuesday, January 10th.
[00:41:55.079 --> 00:41:55.860]  Ready for this one?
[00:41:56.801 --> 00:41:59.363]  This is from a clown on Financial Times.
[00:42:00.484 --> 00:42:03.167]  Ukraine war has completely gone wrong for Putin.
[00:42:04.059 --> 00:42:05.380]  FT Journalist says.
[00:42:06.140 --> 00:42:06.541]  You ready?
[00:42:07.081 --> 00:42:10.243]  The facts behind the most bloody battle in Ukraine.
[00:42:10.583 --> 00:42:13.445]  And they go on to say Russia's capture of Solidar.
[00:42:14.386 --> 00:42:16.847]  They go on, this whole thing.
[00:42:17.768 --> 00:42:19.309]  How the Russians are losing.
[00:42:19.929 --> 00:42:22.431]  And they keep going on and on and on.
[00:42:23.652 --> 00:42:24.253]  Ukraine's results.
[00:42:24.293 --> 00:42:25.414]  It's the modern day Tokyo Rose.
[00:42:25.434 --> 00:42:26.475]  Gerald, hold it right there.
[00:42:27.035 --> 00:42:32.841]  Let's focus on this issue when we come back here for the second hour of the Sunday edition of the Alex Jones Show.
[00:42:32.861 --> 00:42:37.846]  We're getting into the situation in Ukraine with Gerald Cilente and so much more on this Alex Jones Show.
[00:42:37.886 --> 00:42:44.512]  And don't forget, ladies and gentlemen, this Tuesday, this Tuesday, we've got an extended special broadcast.
[00:42:44.552 --> 00:42:46.054]  I'll tell you more about that coming up as well.
[00:42:48.101 --> 00:43:01.587]  And folks, remember this Tuesday it is the Alex Jones Was Right Emergency Broadcast and we're going to flood the internet with the hashtag Alex Jones Was Right.
[00:43:01.607 --> 00:43:04.468]  We're going to try to make it the top trend all day long.
[00:43:04.508 --> 00:43:05.989]  Hashtag Alex Jones Was Right.
[00:43:06.309 --> 00:43:11.772]   So get ready to blast Your social media pages with hashtag Alex Jones is right on Tuesday.
[00:43:11.812 --> 00:43:12.833]  You can watch it live.
[00:43:13.233 --> 00:43:23.699]  Conspiracy fact dot info or Alex was right dot com the new URLs to share because as you can see Twitter still censors all of us.
[00:43:24.640 --> 00:43:28.442]  So you know I look I still like what Elon Musk is doing overall.
[00:43:29.264 --> 00:43:31.205]  I think he's moving the ball in the right direction.
[00:43:32.166 --> 00:43:33.787]  We'll call it as we see it.
[00:43:33.907 --> 00:43:35.248]  If he goes sideways, that's fine.
[00:43:35.268 --> 00:43:43.233]  But I'm not going to take what is happening to us at InfoWars and have that be the final decision on what we think about Elon Musk.
[00:43:43.253 --> 00:43:44.153]  We'll give it fair coverage.
[00:43:44.193 --> 00:43:47.375]  But still, you notice, folks, Alex Jones not allowed back on.
[00:43:47.415 --> 00:43:49.197]  Harrison Smith, myself, not allowed back on.
[00:43:50.191 --> 00:43:53.574]  And so we still can't even share Band.Video links on Twitter.
[00:43:53.614 --> 00:43:54.775]  So, you found it!
[00:43:54.835 --> 00:43:56.917]  This is the most banned news network in the world.
[00:43:57.217 --> 00:43:59.279]  We are the most banned individuals in the world.
[00:43:59.339 --> 00:44:02.482]  And that's why your support at InfoWarsTore.com is so imperative.
[00:44:03.022 --> 00:44:05.064]  That's what we have to fund ourselves.
[00:44:05.484 --> 00:44:08.687]  So, Tuesday, tune in, 8 a.m.
[00:44:08.827 --> 00:44:11.710]  Central to midnight, the Alex Jones is Right special.
[00:44:12.410 --> 00:44:14.071]  Emergency broadcast.
[00:44:14.312 --> 00:44:20.616]  And again, the new links to share, conspiracyfact.info, alexwasright.com.
[00:44:21.136 --> 00:44:23.258]  And Gerald, let's continue with this topic.
