[00:00:00.000 --> 00:00:03.480]  [MUSIC PLAYING]
[00:26:55.153 --> 00:26:56.174]  What is going on?
[00:26:56.414 --> 00:26:58.135]  This has been after the vaccine.
[00:26:58.175 --> 00:27:07.661]  The study looked at over 32,000 individuals who had received either the Pfizer, BioNTech, or Moderna vaccines and monitored them for heart-related conditions.
[00:27:10.000 --> 00:27:13.943]  32 of the study subject were admitted to the hospital with heart and chest related symptoms.
[00:27:18.466 --> 00:27:22.529]  So, let's say there's a 1% shot, and you knew it.
[00:27:24.450 --> 00:27:31.815]  1% shot, you go in there and take that COVID vaccine, that you're gonna have a life-altering health side effect.
[00:27:31.935 --> 00:27:33.216]  Would you have taken it?
[00:27:34.757 --> 00:27:35.597]  Probably not.
[00:27:37.018 --> 00:27:39.180]  Because 1% is not safe and effective, is it?
[00:27:41.983 --> 00:27:42.223]  No.
[00:27:44.545 --> 00:27:52.211]  And pregnant rats, their little rat babies not surviving after taking the COVID vaccine is not safe and effective, is it?
[00:27:54.953 --> 00:27:58.775]  But they said safe and effective over and over and over and over.
[00:27:59.276 --> 00:28:01.217]  But it doesn't just stop at the military, everybody's seeing it.
[00:28:04.340 --> 00:28:10.044]  Cleveland Browns 32-year-old wide receiver Marquise Goodwin diagnosed with blood clots in legs and lungs.
[00:28:13.201 --> 00:28:16.042]  And now, his football future is in question.
[00:28:17.723 --> 00:28:27.947]  Hall of Fame, NFL cornerback, and Colorado Buffaloes head coach Deion Sanders is now having more surgeries, dealing with the blood clots in his toes and legs.
[00:28:29.508 --> 00:28:31.449]  But don't ask about that vaccine!
[00:28:35.274 --> 00:28:35.974]  Oh, they wanted to know.
[00:28:36.375 --> 00:28:41.757]  They wanted to know your vaccine status real, real intimately, didn't they?
[00:28:41.877 --> 00:28:47.479]  In 2021, if you wanted to go to get groceries or go into a restaurant, they wanted to know your vaccine status, didn't they?
[00:28:47.920 --> 00:28:51.881]  And they had a little piece of paper they wanted you to have to prove your vaccine status.
[00:28:52.461 --> 00:28:56.723]  Oh, but now people are falling left and right and having blood clots and we want to know their vaccine status.
[00:28:57.103 --> 00:29:00.025]  And oh, no, no, no, you're not supposed to ask about that.
[00:29:00.045 --> 00:29:02.566]  So, oh, you want to go have dinner?
[00:29:03.888 --> 00:29:05.048]  You want to send your kid to school.
[00:29:05.309 --> 00:29:07.989]  You need to go have an operation at the hospital.
[00:29:08.430 --> 00:29:10.050]  We need to know your vaccine status.
[00:29:10.270 --> 00:29:13.451]  Hey, all these people are keeling over with heart problems, getting blood clots.
[00:29:13.491 --> 00:29:14.432]  What's their vaccine status?
[00:29:14.672 --> 00:29:16.032]  Don't you dare ask that!
[00:29:18.413 --> 00:29:19.133]  No!
[00:29:20.494 --> 00:29:26.776]  Don't you dare ask if Jamie Foxx had a vaccine side effect.
[00:29:27.861 --> 00:29:31.602]  Look, I'm not gonna get conspiratorial here, okay?
[00:29:32.422 --> 00:29:40.103]  I'm not gonna tell you that Jamie Foxx is dead, and they have some actor pretending to be Jamie Foxx to save the story.
[00:29:40.583 --> 00:29:51.645]  But, clearly, before and after Jamie Foxx, with this recent illness that he has gone through, with heart problems, I mean, the man looks different.
[00:29:51.685 --> 00:29:54.906]  I mean, this really, really messed him up, clearly.
[00:29:58.772 --> 00:30:06.799]  Whatever you think about Jamie Foxx, this is a guy who dedicated his life to being an elite individual.
[00:30:08.540 --> 00:30:12.844]  And when it all gets ripped away from you like that, it can be a little devastating.
[00:30:14.165 --> 00:30:15.827]  But I'm sure he's glad he's still alive.
[00:30:15.887 --> 00:30:25.355]  But man, what is it that caused Jamie Foxx to go through that, that he comes out on the other side looking like a completely different person?
[00:30:27.162 --> 00:30:29.163]  Don't ask about that vaccine status, though.
[00:30:30.444 --> 00:30:32.245]  Don't even bring that up.
[00:30:34.286 --> 00:30:35.547]  How dare you?
[00:30:38.429 --> 00:30:43.332]  Daughter of Johnson & Johnson COVID-19 vaccine executive dies suddenly following seizures.
[00:30:44.993 --> 00:30:52.157]  Ten-year-old... Ten-year-old Casey Corrine Moran suffered a fatal brain injury following a seizure on July 3rd.
[00:30:55.478 --> 00:30:59.782]  Our 10-year-old daughter Kelsey Morad passed away unexpectedly.
[00:31:01.083 --> 00:31:06.807]  Reads a fundraiser in memory of Kelsey seeking to enhance children's services at a local soup kitchen.
[00:31:10.050 --> 00:31:13.012]  And of course we know what everyone is thinking.
[00:31:15.775 --> 00:31:19.498]  Israel's Netanyahu goes to hospital for pacemaker.
[00:31:22.125 --> 00:31:39.356]  Prime Minister Benjamin Netanyahu who rushed to the hospital early Sunday for an emergency implantation of a heart pacemaker plunging Israel deeper into turmoil after widespread protests over his contentious judicial overhaul plan.
[00:31:41.978 --> 00:31:47.722]  So they kind of just, this story here, they kind of just breeze over the fact that he had to go get a pacemaker.
[00:31:47.782 --> 00:31:53.568]   They kind of just breeze over Whatever's going on with his health.
[00:31:54.289 --> 00:32:01.190]  Netanyahu keeps a busy schedule and his office says he's in good health, but over the years it has released few details or medical records.
[00:32:03.291 --> 00:32:05.891]  On July 15th, he was rushed to Sheba with dizziness.
[00:32:05.932 --> 00:32:11.313]  He later said he had been out in the hot sun and had not been drinking enough water.
[00:32:12.673 --> 00:32:14.274]  He was a big pusher of the vaccine, though.
[00:32:14.874 --> 00:32:19.395]  But see, he wanted to know, all the Israelis had to get the vaccine.
[00:32:21.038 --> 00:32:24.059]  And we had to know their status, but what about yours, Netanyahu?
[00:32:24.079 --> 00:32:25.040]  Did you take a vaccine?
[00:32:25.060 --> 00:32:25.900]  Did you have a side effect?
[00:32:26.260 --> 00:32:30.442]  Is that why you had to be rushed to the hospital for a pacemaker?
[00:32:30.803 --> 00:32:31.863]  Are we not allowed to ask that?
[00:32:31.943 --> 00:32:35.665]  Only when citizens of the planet just want to go to the grocery store, that's when you ask.
[00:32:36.445 --> 00:32:41.568]  Well, I can tell you that the city of Austin has pretty much turned into a Grand Theft Auto, it feels like.
[00:32:43.148 --> 00:32:47.931]  Feels like I'm living in Grand Theft Auto now, just sirens all the time, police pulling people over 24-7.
[00:32:51.403 --> 00:32:57.425]  The, uh, homelessness, poverty, degradation, derangement, just walking around on the streets.
[00:32:59.005 --> 00:32:59.325]  Sad.
[00:33:00.425 --> 00:33:01.386]  Austin wasn't like this.
[00:33:01.846 --> 00:33:03.526]  Not too long ago, even, it wasn't like this.
[00:33:03.566 --> 00:33:04.666]  But it's not just Austin.
[00:33:06.227 --> 00:33:07.167]  It's not just Austin.
[00:33:07.387 --> 00:33:11.948]  In fact, you guys, did you have that video from San Francisco that I sent you?
[00:33:12.488 --> 00:33:15.909]  I'm gonna play this later with Harrison, but let's just... This is insane, guys.
[00:33:15.929 --> 00:33:16.470]  Just roll it.
[00:33:17.310 --> 00:33:17.810]  This person...
[00:33:18.985 --> 00:33:24.128]  I mean, you know, who knows what you're doing when you drive your car off a cliff.
[00:33:26.949 --> 00:33:29.090]  But that's San Francisco for you.
[00:33:30.531 --> 00:33:32.232]  It's just Biden's America.
[00:33:32.272 --> 00:33:34.013]  It's Democrat-run America is what it is.
[00:33:36.494 --> 00:33:38.375]  Pete Booty juices on it.
[00:33:40.116 --> 00:33:41.377]  How insane is this story?
[00:33:42.618 --> 00:33:44.959]  Or how insane is it that we continue to see this happen?
[00:33:47.313 --> 00:33:58.124]  Elderly Lowe's worker, a lady by the way, 68-year-old Donna Handsbrough, fired after getting repeatedly punched in the face trying to stop thieves.
[00:33:58.704 --> 00:34:07.179]   So the three alleged thieves, like a grown man and two young boys, Try to steal from Lowe's.
[00:34:07.219 --> 00:34:08.220]  She tries to stop him.
[00:34:08.280 --> 00:34:10.943]  She gets beaten up and then she gets fired for trying to stop him.
[00:34:11.463 --> 00:34:12.804]  What is this clown world we live in?
[00:34:13.365 --> 00:34:15.086]  And of course, Lowe's public statement as well.
[00:34:15.126 --> 00:34:16.308]  She violated company policy.
[00:34:16.648 --> 00:34:19.630]  Oh, she was supposed to let the criminals steal.
[00:34:19.771 --> 00:34:26.436]  And I guess if they wanted to smash her face and stomp on her head on the way out too, then she should probably say, thank you.
[00:34:27.377 --> 00:34:28.038]  May I have another?
[00:34:28.999 --> 00:34:29.539]  Lowe's.
[00:34:29.659 --> 00:34:31.301]  I guess I won't be shopping at Lowe's anymore.
[00:34:36.135 --> 00:34:36.955]  But that's not the only one.
[00:34:36.975 --> 00:34:39.777]  You had the Lululemon story that went viral.
[00:34:39.857 --> 00:34:42.458]  It's happened at all kinds of stores in California.
[00:34:43.759 --> 00:34:44.979]  Oh, it's store policy.
[00:34:45.199 --> 00:34:54.264]  We don't let our employees try to stop criminal behavior, specifically thieves.
[00:34:55.885 --> 00:35:04.728]   Now, this whole argument of life is more important than property, It's such a misrepresentation of the debate.
[00:35:05.609 --> 00:35:07.229]  It's such a low IQ response.
[00:35:10.131 --> 00:35:12.131]  And it's just so typical from the American left.
[00:35:13.292 --> 00:35:15.873]  This isn't about people over property, okay?
[00:35:16.573 --> 00:35:21.496]  This is about we want to live in a civilized society.
[00:35:23.056 --> 00:35:34.229]   And when you break down the foundations of that by letting people run wild and the good people get punished, And the bad people get rewarded.
[00:35:34.649 --> 00:35:42.451]  You are breaking down the very foundations of the civilized society we want to live in.
[00:35:44.151 --> 00:35:49.613]  We don't want to see carjackings walking around in the middle of downtown in broad daylight.
[00:35:50.733 --> 00:35:56.374]  We don't want to be eating lunch outside and we hear a... and a smash and grab.
[00:35:57.914 --> 00:36:00.535]  We don't want to go to the grocery store or go to a...
[00:36:02.108 --> 00:36:29.991]   Whatever store and see people running in and running out with a bunch of stolen loot and nobody can do anything about it We don't want to get on the subway and have deranged lunatics Threatening people getting aggressive with people and then nobody's allowed to do anything or they get in trouble This is the breakdown of civilization It's completely insane It's against all common sense, and logic, and reasoning, and basic human decency.
[00:36:30.351 --> 00:36:33.333]  And it's all coming from and towards the same direction.
[00:36:33.774 --> 00:36:38.677]  From the American left, towards criminals getting treated better than you.
[00:36:38.917 --> 00:36:47.264]  And that's why the New York City Police Union, they had one of those digital billboards that they were driving around all day.
[00:36:48.257 --> 00:36:51.478]  This weekend, Alvin Bragg says criminals have more rights than you.
[00:36:52.038 --> 00:36:56.600]  New York City Police Union blasts Alvin Bragg with billboard truck after he indicts police officer.
[00:36:56.620 --> 00:36:59.501]  Yes, the cop that wants to stop the criminals was the bad guy.
[00:37:00.241 --> 00:37:02.481]  Just like Daniel Penney is the bad guy.
[00:37:04.102 --> 00:37:10.324]  Oh, the deranged lunatic that threatens people and runs around on the subway train and is well known for at least five years of being a disturbance.
[00:37:10.744 --> 00:37:12.344]  He's the victim here.
[00:37:12.344 --> 00:37:22.443]   It's like, you ever had a friend that just couldn't help but run his
[00:37:22.443 --> 00:37:22.943]  mouth?
[00:37:22.943 --> 00:37:32.943]  [BLANK_AUDIO]
[00:37:24.079 --> 00:37:34.223]  You're at a party, you're at a bar, he's just running his mouth, and then eventually, you know, somebody pops your friend in the face, pops him in the jaw, and then, you know, he's looking up like, well, why didn't you back me up?
[00:37:34.243 --> 00:37:34.884]  I'm like, back you up?
[00:37:35.304 --> 00:37:35.904]  You asked for that.
[00:37:35.924 --> 00:37:37.865]  What are you talking about?
[00:37:38.605 --> 00:37:40.246]  Back you up.
[00:37:40.406 --> 00:37:41.307]  That was totally earned.
[00:37:41.347 --> 00:37:43.107]  You earned that punch in the face, buddy.
[00:37:44.268 --> 00:37:46.569]  Now, I'm not gonna let you get hurt, but let's be honest about it.
[00:37:50.575 --> 00:37:51.856]  See, oh, no, no, no, no, no.
[00:37:52.316 --> 00:37:58.258]  You run around on the subway, you run around the streets, you get aggressive, you're deranged, you harass people.
[00:37:58.778 --> 00:38:00.419]  Nobody's allowed to touch you!
[00:38:00.439 --> 00:38:04.981]  No, it's common sense.
[00:38:05.681 --> 00:38:11.884]  If you run around acting like a jerk and an a-hole, somebody's gonna knock you down.
[00:38:12.564 --> 00:38:14.105]  Because that's what you deserve.
[00:38:15.196 --> 00:38:16.817]  But, oh, once again, it's the same thing.
[00:38:17.277 --> 00:38:26.363]  You let criminals run the country, you let deranged lunatics run the streets, you're breaking down the foundations of civilized society, and that's why it's not civilized anymore.
[00:38:27.944 --> 00:38:33.568]  Top Japanese diplomat violently assaulted in Portland in anti-Asian hate crime attack.
[00:38:34.428 --> 00:38:36.450]  What happened to stop Asian hate?
[00:38:37.951 --> 00:38:40.312]  What happened to stop Asian hate?
[00:38:40.372 --> 00:38:42.914]  Well, they found out the attackers weren't white.
[00:38:44.665 --> 00:38:44.905]  Yeah.
[00:38:45.325 --> 00:38:49.247]  And so now the stop Asian hate phenomenon isn't.
[00:38:49.527 --> 00:38:50.587]  It's kind of like the Me Too movement.
[00:38:51.928 --> 00:38:53.268]  What happened to the Me Too movement?
[00:38:53.308 --> 00:38:56.229]  Well, all the liberals were assaulting women and so it went away.
[00:38:56.889 --> 00:38:59.930]  What happened to the stop Asian hate movement?
[00:38:59.971 --> 00:39:03.912]  Well, it was not white people assaulting the Asians so they quit caring.
[00:39:06.107 --> 00:39:09.910]  Pro-life activists attacked while protesting outside D.C.
[00:39:09.950 --> 00:39:10.791]  Planned Parenthood.
[00:39:11.272 --> 00:39:14.855]  Police refused to charge attackers, despite the video evidence.
[00:39:14.895 --> 00:39:16.256]  Yep, seen that too many times.
[00:39:18.558 --> 00:39:31.089]   No, it's actually sad, because somebody asked me this weekend, when you're out, because if I go out, I'll get recognized sometimes, it's like, do you ever people Attack you or anything like that?
[00:39:31.810 --> 00:39:40.776]  And I don't really think much of it, but then I kind of sat and I thought about it and I was kind of like, geez, you know, actually, yeah, I mean, I've been assaulted on video probably at least 10 times.
[00:39:41.316 --> 00:39:43.357]  I've been sucker punched multiple times when I've been out.
[00:39:43.377 --> 00:39:45.319]  I've had drinks poisoned when I've been out.
[00:39:46.019 --> 00:39:50.702]  And it was just kind of going through all that and it was just like, man, I'm just numb to it.
[00:39:50.762 --> 00:39:58.728]  And I know I'm going up against the liberal terrorists and the biggest hate group in the country, the Democrats, but it's just like, these people are just total scum.
[00:40:00.356 --> 00:40:01.957]  Now the good news is it's not really like that anymore.
[00:40:01.997 --> 00:40:03.978]  I go out anywhere and it's pretty much all love now.
[00:40:05.518 --> 00:40:06.759]  And maybe I'll talk about this story.
[00:40:06.919 --> 00:40:10.101]  I wore a Trump hat at a ball game this weekend and everybody loved it.
[00:40:10.221 --> 00:40:11.401]  I mean, everybody loved the Trump hat.
[00:40:12.242 --> 00:40:12.702]  They loved it.
[00:40:13.142 --> 00:40:14.243]  They loved the Trump hat guy.
[00:40:17.604 --> 00:40:21.146]  By the way, there's a big... I think it's in California.
[00:40:22.066 --> 00:40:25.468]  Because California is now going to allow abortions up to birth.
[00:40:28.220 --> 00:40:40.248]  And so in a couple weekends from now, there's a Christian group organizing a massive prayer vigil in California that's going to be outside the, I think it's a Planned Parenthood in California, where they're going to abort up to birth now.
[00:40:41.969 --> 00:40:47.372]  I mean, yeah, let's just rip them right out of the womb and just feed them, just feed them to the satanic cult in D.C.
[00:40:47.713 --> 00:40:49.114]  Just do it all live on camera.
[00:40:49.154 --> 00:40:50.114]  It'll be the top-rated show.
[00:40:50.374 --> 00:40:54.337]  And then the liberals will still deny it exists, and they'll say, that's not real, that's QAnon.
[00:40:57.438 --> 00:41:02.720]  Just stop oil climate activists blocked by counter protesters wearing just stop pissing everyone off t-shirts.
[00:41:03.581 --> 00:41:04.541]  And this is where it's going.
[00:41:06.022 --> 00:41:11.204]  And this is what I think is the natural, this is kind of the natural path with this.
[00:41:12.305 --> 00:41:14.546]  It's not a political path, but it's going to be organic.
[00:41:16.787 --> 00:41:41.769]   The average American that might have leaned left for whatever reasons, maybe it was a disgust towards Bush, or maybe they do have more political leanings that are leftist or liberal, But now it's reached this point where the average American that maybe leans left or votes Democrat looks at what a liberal progressive is and is so disgusted and knows it's such an embarrassment that they don't want to be associated with it anymore.
[00:41:42.669 --> 00:41:43.770]  And this is a perfect example.
[00:41:43.850 --> 00:41:53.714]  All these Just Stop Oil people that are blocking up traffic and destroying art and historic monuments and disrupting sporting events.
[00:41:54.274 --> 00:41:55.295]  Everybody's just sick of them.
[00:41:57.363 --> 00:41:57.983]  But it's the same thing.
[00:41:58.023 --> 00:42:04.086]  It's leftists like this everywhere, and that's why you have all these people leaving the Democrat Party.
[00:42:06.308 --> 00:42:11.170]  And that's why you have people like Joe Rogan and Elon Musk and everybody else making fun of liberals now.
[00:42:11.830 --> 00:42:16.833]  When they might have been leaning left their entire lives, now they're like, yeah, these liberals, I'm not associated with them, uh-uh.
[00:42:16.873 --> 00:42:22.836]  They're deranged lunatics, pedophile-esque, if not just straight-up pedo- Nope, not me.
[00:42:23.456 --> 00:42:24.617]  Not with the liberals anymore.
[00:42:26.772 --> 00:42:27.272]  That's what it is.
[00:42:27.312 --> 00:42:29.173]  They just, they gotta suck the fun out of everything.
[00:42:29.673 --> 00:42:34.576]  It's a bunch of people that never earned any power, that never earned any influence.
[00:42:34.616 --> 00:42:35.556]  It was all stolen.
[00:42:36.217 --> 00:42:37.257]  It was all given to them.
[00:42:37.737 --> 00:42:44.560]  And now they're riding that high horse all high and mighty, realizing that that, that horse they rode was never a horse at all.
[00:42:45.461 --> 00:42:47.242]  It was a jackass.
[00:42:48.678 --> 00:42:49.618]  It was a jackass.
[00:42:50.178 --> 00:42:53.959]  And now it's Joe Biden the jackass in the wire.
[00:42:53.999 --> 00:42:55.099]  What's Joe Biden doing right now?
[00:42:55.639 --> 00:42:58.000]  All right, we will be opening up the phone lines shortly.
[00:42:58.320 --> 00:43:05.121]  And we also have Harrison Smith coming in studio in an hour from now to talk shop with me on all of this as well.
[00:43:05.702 --> 00:43:07.862]  We got Twitter about to change the logo.
[00:43:07.882 --> 00:43:09.182]  I'm going to tell you about that.
[00:43:10.663 --> 00:43:12.223]  Some other news out of the Biden campaign.
[00:43:15.308 --> 00:43:16.309]  Oh yeah, uh-oh.
[00:43:20.713 --> 00:43:25.137]  I'm sorry, I just... The Biden baggy at the White House, that story just won't go away.
[00:43:26.038 --> 00:43:27.359]  And it shouldn't, by the way.
[00:43:28.200 --> 00:43:30.562]  Now, they're doing the same thing to RFK Jr.
[00:43:30.602 --> 00:43:40.911]  that they did to Donald Trump, and that's calling up anybody that knows him or any of his family that is willing to speak out negatively against him and then probably offering them money or jobs or some such form of payment.
[00:43:42.034 --> 00:43:45.677]  Or maybe like the Bidens, they get a nice Rolex, nice big, pure diamonds.
[00:43:47.058 --> 00:43:50.981]  Maybe they get paid like the Bidens do, off the radar, under the table.
[00:43:52.082 --> 00:44:06.772]  But so now, it's a grandson, and this is really just pathetic, so, but the left has now got an RFK, excuse me, a JFK grandson, to go after RFK Jr., and by the way, this will have absolutely no effect.
[00:44:08.113 --> 00:44:10.835]  This will have zero impact whatsoever.
[00:44:10.895 --> 00:44:11.376]  So you know what?
[00:44:13.820 --> 00:44:14.440]  Should I even air it?
[00:44:16.501 --> 00:44:21.062]  Just so you can see, just for proof that this isn't what they're doing to RFK Jr.
[00:44:21.102 --> 00:44:25.344]  now, here is JFK's grandson endorsing Joe Biden.
[00:44:25.364 --> 00:44:30.405]  Hi, I'm Jack Schlossberg, and I have something to say.
[00:44:32.006 --> 00:44:35.627]  President John F. Kennedy is my grandfather, and his legacy is important.
[00:44:36.608 --> 00:44:38.188]  It's about a lot more than Camelot.
[00:44:38.228 --> 00:44:39.148]  You know, it's so funny here.
[00:44:39.188 --> 00:44:39.929]  Just go ahead and pause it.
[00:44:39.969 --> 00:44:40.809]  This is just pathetic.
[00:44:41.820 --> 00:44:42.660]  This is so pathetic.
[00:44:42.720 --> 00:44:44.320]  So I don't know this guy.
[00:44:44.420 --> 00:44:45.721]  Nobody knows of this guy.
[00:44:45.761 --> 00:44:46.561]  You don't know of this guy.
[00:44:46.941 --> 00:44:47.441]  And that's fine.
[00:44:47.481 --> 00:44:48.421]  He can live a private life.
[00:44:48.741 --> 00:44:49.981]  It's not necessarily an insult.
[00:44:50.942 --> 00:44:56.522]  But you've never heard of him and now all of a sudden he wants to be an influence on your politics.
[00:44:57.243 --> 00:45:00.103]  And his whole selling point is JFK is my grandfather.
[00:45:02.884 --> 00:45:03.884]  So what have you done?
[00:45:06.084 --> 00:45:06.464]  Exactly.
[00:45:08.765 --> 00:45:09.965]  Oh, JFK is your grandfather.
[00:45:09.985 --> 00:45:10.885]  So I'm supposed to listen to you.
[00:45:11.889 --> 00:45:12.389]  Well, okay.
[00:45:12.689 --> 00:45:13.010]  Alright.
[00:45:14.370 --> 00:45:15.191]  Well, what do you have to offer?
[00:45:15.451 --> 00:45:16.591]  Oh, I'm going to endorse Joe Biden.
[00:45:17.672 --> 00:45:33.520]  So you mean the family member of yours that's actually trying to uphold the Democrat Party values of your grandfather and the deep state that killed members of your family, R.K.
[00:45:33.540 --> 00:45:33.800]  Jr.
[00:45:33.840 --> 00:45:37.442]  is trying to stand up to them and your choice is to endorse Biden?
[00:45:41.388 --> 00:45:41.808]  Interesting.
[00:45:44.010 --> 00:45:44.931]  Interesting choice there.
[00:45:44.951 --> 00:45:45.371]  But you know what?
[00:45:46.392 --> 00:45:47.193]  I don't need to see anymore.
[00:45:48.214 --> 00:45:48.634]  So that's it.
[00:45:48.994 --> 00:45:49.775]  That's all the airtime.
[00:45:50.936 --> 00:45:53.078]  Because the story isn't who he is or what he's saying.
[00:45:53.578 --> 00:45:55.660]  The story is that they're going after R.F.K.
[00:45:55.680 --> 00:45:56.000]  Jr.
[00:45:56.140 --> 00:45:57.841]  a lot like they went after Donald Trump.
[00:45:58.462 --> 00:46:00.183]  So he's the real deal, R.F.K.
[00:46:00.203 --> 00:46:00.303]  Jr.
[00:46:00.324 --> 00:46:00.924]  is the real deal.
[00:46:03.146 --> 00:46:04.247]  They're not as scared of R.F.K.
[00:46:04.267 --> 00:46:04.487]  Jr.
[00:46:04.527 --> 00:46:05.888]  as they are Donald Trump, at least right now.
[00:46:06.328 --> 00:46:08.510]  But there's no doubt, they see the threat that R.F.K.
[00:46:08.550 --> 00:46:09.031]  represents.
[00:46:10.054 --> 00:46:21.082]  Specifically to Joe Biden and the Democrats during the nomination, or even furthermore, when the presidential election actually comes up, should he decide to leave and go third party.
[00:46:21.122 --> 00:46:26.185]  So they've got to do as much damage to JFK Jr.
[00:46:26.246 --> 00:46:27.026]  as possible.
[00:46:27.647 --> 00:46:41.137]   They have to do as much damage to him as possible, as quickly as possible, because all he's doing is gaining momentum, all he's doing is gaining popularity, and the more they attack him, The bigger his platform gets.
[00:46:44.379 --> 00:46:46.400]  I mean, RFK Jr.
[00:46:46.420 --> 00:46:48.442]  says the media is hitting him harder than Trump.
[00:46:49.963 --> 00:46:51.844]  I mean, he might be right, folks!
[00:46:53.545 --> 00:47:05.533]  Now, I would say that the corrupt bureaucrat-administrative state is attacking Donald Trump more than RFK, but I mean, I actually, I think the media is attacking RFK more than Trump now!
[00:47:07.354 --> 00:47:08.335]  I think he's actually right!
[00:47:10.930 --> 00:47:12.711]  It's the same media that lies to you about everything.
[00:47:14.171 --> 00:47:15.392]  That's the election we deserve.
[00:47:15.612 --> 00:47:16.392]  RFK Jr.
[00:47:16.412 --> 00:47:17.553]  vs. Donald Trump.
[00:47:17.573 --> 00:47:20.074]  That's an American on both sides.
[00:47:20.394 --> 00:47:22.415]  Not a sellout, but an American.
[00:47:22.435 --> 00:47:23.535]  That's why they don't want him on there.
[00:47:23.635 --> 00:47:24.556]  That's why they don't want him in there.
[00:47:25.536 --> 00:47:30.278]  So Twitter, well Elon Musk rather, is about to change the Twitter logo.
[00:47:33.659 --> 00:47:35.240]  This actually has an impact.
[00:47:36.414 --> 00:47:37.974]  You might think it's trivial.
[00:47:38.315 --> 00:47:39.075]  I don't think so.
[00:47:39.875 --> 00:47:42.336]  But I might be the lunatic on this one.
[00:47:42.636 --> 00:47:44.636]  I might be in the lunatic fringe with my take on that.
[00:47:44.656 --> 00:47:46.617]  We're going to talk about that.
[00:47:46.637 --> 00:47:49.438]  We've also got some news out of Ukraine.
[00:47:50.178 --> 00:47:53.079]  We're going to cover as well some other cultural news.
[00:47:53.099 --> 00:48:01.761]  We'll be talking about with Harrison Smith in an hour, including some of the polls showing how Trump is surging and skyrocketing.
[00:48:01.781 --> 00:48:03.002]  And then we're also going to take your calls.
[00:48:05.151 --> 00:48:16.157]  I do this about once a month, and it usually gets the same result, people calling in and confirming, but people wanting to talk about their own thing, so it's not the most effective practice, but I'll just say, what are you experiencing?
[00:48:16.197 --> 00:48:18.778]  You go out in public, you talk to people, you hear people talk.
[00:48:19.518 --> 00:48:22.400]  I mean, folks, I'm not trying to exaggerate here.
[00:48:22.420 --> 00:48:30.984]  I was at a ballgame this weekend, and the entire section was like an Alex Jones Show.
[00:48:31.905 --> 00:48:32.565]  I'm not even kidding.
[00:48:34.400 --> 00:48:38.962]  And I'm just sitting there, I'm sitting in the front row of this section, it's like six rows back maybe.
[00:48:40.463 --> 00:48:42.564]  Maybe like 30, 40 people in this section.
[00:48:42.664 --> 00:48:45.445]  And I mean it was just like, the whole thing was just Alex Jones left and right.
[00:48:45.785 --> 00:48:47.726]  I had a Trump hat on, everybody loved the Trump hat.
[00:48:49.847 --> 00:48:59.492]  So, that is just undeniable real world evidence that yes, Trump did get the most votes ever of any other president.
[00:49:00.603 --> 00:49:05.045]  And yes, he is still the most popular president in modern American history.
[00:49:05.085 --> 00:49:07.626]  And yes, he is the most popular man running for president.
[00:49:08.266 --> 00:49:09.226]  Nobody else has that.
[00:49:09.626 --> 00:49:10.547]  Nobody else can do that.
[00:49:11.167 --> 00:49:24.132]  But beyond just Trump versus Biden or whoever, the fact that I mean, I'm hearing people talking about Jeffrey Epstein just at a ballgame behind me, talking about, oh, wow, the economy got real bad after Biden got in.
[00:49:27.293 --> 00:49:29.094]  So, I mean, the awakening is on.
[00:49:31.021 --> 00:49:33.623]  So I want to take your calls on that if you're experiencing something similar.
[00:49:34.003 --> 00:49:36.085]  And I mean, maybe I'll just tell the story of what happened.
[00:49:36.105 --> 00:49:36.926]  But I mean, I'm just telling you.
[00:49:37.346 --> 00:49:38.187]  I'm at a ballgame.
[00:49:38.727 --> 00:49:39.708]  I got a trumpet on.
[00:49:40.429 --> 00:49:43.551]  A whole section sounds like a damn Alex Jones Show going on behind me.
[00:49:44.952 --> 00:49:46.333]  I'm like, what the hell?
[00:49:46.393 --> 00:49:50.917]  This woman is telling me she wants to send me classified documents that she gets from working in the Pentagon.
[00:49:51.297 --> 00:49:52.538]  I'm not even kidding you!
[00:49:54.420 --> 00:49:56.642]  I'm like, what in the hell is going on here?
[00:49:57.972 --> 00:50:01.596]  Am I at a baseball game or am I in a studio at Info Wars?
[00:50:01.656 --> 00:50:02.517]  What in the world?
[00:50:04.579 --> 00:50:07.782]  Folks, they were people debating Flat Earth!
[00:50:11.225 --> 00:50:11.506]  What?
[00:50:12.907 --> 00:50:13.608]  So, it's on!
[00:50:14.977 --> 00:50:28.123]  The awakening is on, the human mind, the spark, the life force, the curiosity, the bewilderment, the wonderment, it's all returning, it's all coming back, the heartbeat of the human soul, we're breaking out of the trance!
[00:50:28.783 --> 00:50:29.804]  It feels good!
[00:50:32.465 --> 00:50:33.585]  Are you experiencing this?
[00:50:33.605 --> 00:50:34.146]  877-789-2539.
[00:50:34.166 --> 00:50:34.306]  877-789-2539.
[00:50:34.146 --> 00:50:40.985]   877-789-2539. 877-789-2539. We're going to take a ton of calls tonight right here on
[00:50:40.985 --> 00:50:45.306]   the Jones Show and into Sunday Night Live with Harrison Smith. But let me just tell
[00:50:45.306 --> 00:50:46.825]  you, I am not exaggerating.
[00:50:46.843 --> 00:50:48.364]  I've got multiple eyewitnesses.
[00:50:48.745 --> 00:50:50.306]  I've got even photo evidence.
