[00:00:00.000 --> 00:00:27.719]  [MUSIC PLAYING]
[00:42:11.549 --> 00:42:17.691]  The Chinese model is certainly a very attractive model for quite a number of countries.
[00:42:18.051 --> 00:42:23.952]  Real super hardcore evil demons have taken over and they've already got China and a billion and a half people.
[00:42:24.312 --> 00:42:30.234]  I'm here to meet one of the 10 million people who've seen the dark side of the social credit system.
[00:42:31.078 --> 00:42:41.744]  Investigative journalist Leo Hu, his poor social credit rating has shut down his travel options and confined him to effective house arrest in Chongqing.
[00:42:42.024 --> 00:42:53.170]  WeChat started as a messaging app, then it transformed into Chinese Facebook, and then it added a ride-hailing service similar to Uber to its platform, and then it added banking services to its platform, and now you can use it as an ID.
[00:42:53.410 --> 00:42:58.932]  This will make your life very convenient, but at the same time, it also becomes very convenient for state security to track you.
[00:42:59.392 --> 00:43:02.013]  To combat message interceptions, they talk through emojis.
[00:43:02.453 --> 00:43:04.814]  A half-fallen rose means someone has been arrested.
[00:43:05.194 --> 00:43:07.315]  A dark moon means they're going to prison camps.
[00:43:07.655 --> 00:43:11.116]  A sun emoji means they are alive, and a flower means they have been released.
[00:43:11.596 --> 00:43:16.221]  China is positioning itself to lead the world in artificial intelligence.
[00:43:16.581 --> 00:43:19.864]  Surveillance technology is a key proving ground.
[00:43:20.264 --> 00:43:30.695]  Facial recognition, body scanning and geo-tracking matched with your personal data and online behavior will power the social credit system.
[00:43:31.295 --> 00:43:33.756]  Leaving no dark corner to hide in.
[00:43:34.156 --> 00:43:35.836]  And you can say, well, this is just innovation.
[00:43:36.177 --> 00:43:38.097]  But it's not innovation the way it's being done.
[00:43:38.357 --> 00:43:39.117]  It's absolute tyranny.
[00:43:39.397 --> 00:43:40.318]  And now it's here.
[00:43:40.598 --> 00:43:41.778]  And guess who created the bill?
[00:43:42.058 --> 00:43:43.239]  Senator Blumenthal.
[00:43:43.779 --> 00:43:49.020]  Who quarterbacks the government operations against me on record with the Carnegie Endowment and the CIA.
[00:43:49.481 --> 00:43:58.103]  This bill is designed to make sure that they have your home address before you can actually post about anything on the internet.
[00:43:58.603 --> 00:43:59.604]  The bill is Senate Bill 1409.
[00:44:01.566 --> 00:44:04.348]  40 senators have sponsored it, Republicans and Democrats.
[00:44:04.608 --> 00:44:06.129]  This isn't a left or right issue.
[00:44:06.469 --> 00:44:07.810]  This is a speech issue.
[00:44:08.291 --> 00:44:12.413]  And they call the bill the Kids Online Safety Act, or COSA for short.
[00:44:12.834 --> 00:44:17.717]  But in reality, this is some garbage to make sure that they know where you live when you post.
[00:44:18.317 --> 00:44:31.146]  Whether you're a conservative or a liberal or whatever you are, there are so many people going along with the New World Order who even know it's real, but they think, well, I'll just go along with it and I'll have a better lifestyle if I go along with it.
[00:44:31.246 --> 00:44:31.467]  No.
[00:44:31.707 --> 00:44:40.373]  Because we see what is happening in China right now with the social credit score, where the government is monitoring and surveilling all the people from the beginning to end.
[00:44:40.973 --> 00:44:47.218]  Everything that they do, everything, everywhere where they walk, it's, you know, they control everything and they watch everything.
[00:44:47.678 --> 00:44:49.039]  This is the example of a tyranny.
[00:44:49.219 --> 00:44:55.161]  When the government knows everything about you, where you go, what you eat, where you enter, that's a tyrannical system.
[00:44:55.701 --> 00:45:02.944]  And we've seen this system being implemented right now under the leadership of Ursula von der Leyen, slowly but surely in the European Union.
[00:45:03.444 --> 00:45:05.485]  The green certificate was just the first step.
[00:45:05.785 --> 00:45:09.309]  There are a few more proposals right now under debate in the Parliament.
[00:45:09.669 --> 00:45:18.078]  All these things that are creating a system that will monitor, control, supervise and condition the rights of all the European citizens.
[00:45:18.458 --> 00:45:22.783]  The heart of the Mark of the Beast system is a worldwide internet ID.
[00:45:23.755 --> 00:45:25.276]  The UN's already standardized it.
[00:45:25.296 --> 00:45:26.777]  Communist China's standardized it.
[00:45:27.078 --> 00:45:35.204]  And it's the internet ID that's tied to your smartphone, your smart devices, your car, your ability to get on airplanes, get hotels, have insurance, have a job.
[00:45:35.504 --> 00:45:39.127]  And then that's tied to your carbon tax, your vaccine passport tax.
[00:45:40.023 --> 00:45:43.905]  That operates against its orders from your social credit score.
[00:45:44.466 --> 00:45:53.431]  The foundation and the structure of the entire system is based on the internet ID that is then tied to your digital ID.
[00:45:53.631 --> 00:46:02.716]   Jeff Bezos, Amazon owned Whole Foods is announcing worldwide in the next three months they're putting palm scanners in ...to be able to buy and sell.
[00:46:03.137 --> 00:46:13.680]  And in many Whole Foods and other grocery stores in Europe, they're already making you scan your phone or your hand to get in to the grocery stores, not just Whole Paycheck, as Whole Foods is known.
[00:46:16.661 --> 00:46:19.102]  That's the coolest thing ever.
[00:46:19.122 --> 00:46:20.983]  So this has already been set up for a long time.
[00:46:21.363 --> 00:46:23.683]  Now they're getting ready to go, oh, you didn't know?
[00:46:24.244 --> 00:46:28.085]  Under law, there's a whole history of what you search and what you do and where you go.
[00:46:28.777 --> 00:46:33.200]  We're talking about a republic that we're losing, and it's being destroyed by design.
[00:46:33.260 --> 00:46:37.023]  And now, global corporations think we're a bunch of dumb animals.
[00:46:37.563 --> 00:46:54.876]  And they'll incentivize accepting the world government, cashless society, programmable central bank digital currencies, and ESGs, and the rest of them, because we get little credits and little prizes up front to be the first suckers to grease the skids over the cliff into Hades.
[00:46:59.620 --> 00:47:17.955]  Every medical system in the modern world, not just in the United States, is under the control of the globalist big bank, Carnegie, Ford, IBM, Combine, that Bill Gates is the front man for when he's not hanging out with Jeffrey Epstein trying to compromise scientists.
[00:47:19.456 --> 00:47:25.201]  And so now, alpha-gals everywhere, and a half million Americans can't eat meat all of a sudden, and there's ticks everywhere.
[00:47:25.421 --> 00:47:29.934]   Even in countries that don't have it, suddenly the tick bit them and they can't They can't eat meat anymore.
[00:47:31.635 --> 00:47:33.275]  And here's the headlines.
[00:47:33.315 --> 00:47:36.396]  Bill Gates funds research into genetically engineered cattle ticks.
[00:47:37.697 --> 00:47:43.679]  Now at least 450,000 Americans have red meat allergies from alpha-gal syndrome caused by tick bites.
[00:47:45.679 --> 00:47:46.740]  What did I show you yesterday?
[00:47:46.780 --> 00:47:53.682]  The FDA and the CDC's own website admitting that vaccines contain alpha-gal and are causing it in their studies.
[00:47:56.018 --> 00:47:58.380]  But that's on the FDA and CDC websites.
[00:47:58.400 --> 00:47:59.740]  That's not on the news.
[00:48:02.042 --> 00:48:02.882]  Isn't that sweet?
[00:48:05.204 --> 00:48:07.005]  And then we've got all this other news.
[00:48:07.125 --> 00:48:10.167]  Monkey virus DNA found in COVID-19 shots.
[00:48:13.549 --> 00:48:29.598]   And that's according to people that run the government programs, like Dr. Stephen E. Greer, microbiologist Kevin McKeren, Turns out the spike protein mRNA are not the only hazards of these injections.
[00:48:29.658 --> 00:48:36.561]  His team discovered Shemian virus 40 SV40 in the shots.
[00:48:40.822 --> 00:48:41.323]  You hear that?
[00:48:45.844 --> 00:48:50.386]  CCMB taps Green Monkey to culture virus, make COVID vaccine.
[00:48:50.406 --> 00:48:51.386]  There's the Times of India.
[00:48:51.726 --> 00:48:59.977]   So they admit they used The monkeys that are infected with this to make these vaccines, but it's okay.
[00:49:01.478 --> 00:49:04.380]  Uganda acquires green monkey cells for COVID-19 vaccine development.
[00:49:06.162 --> 00:49:07.983]  What ingredients for the COVID-19 vaccine?
[00:49:08.003 --> 00:49:10.805]  Pfizer BioNTech vaccine.
[00:49:12.227 --> 00:49:12.967]  It's all right here.
[00:49:13.167 --> 00:49:16.030]  We're showing you the actual documents.
[00:49:16.930 --> 00:49:20.834]  And here's the non-food products according to the CDC.
[00:49:22.552 --> 00:49:34.119]  ...and FDA... ...that may contain Alpha-Gal... ...bovine extract... ...used in... ...all these different products.
[00:49:35.640 --> 00:49:36.821]  Here's from the CDC.
[00:49:37.761 --> 00:49:43.385]  Alpha-Gal... ...in... ...the... ...shots.
[00:49:44.866 --> 00:49:46.767]  The next pandemic could spring from the U.S.
[00:49:46.787 --> 00:49:47.307]  meat supply.
[00:49:47.367 --> 00:49:51.970]  New report finds... ...USA Today... ...products that may contain Alpha-Gal...
[00:49:56.005 --> 00:49:58.906]  Alpha-gal syndrome is a type of food allergy.
[00:49:58.926 --> 00:50:02.348]  It makes people allergic to red meat and other products made from mammals.
[00:50:03.869 --> 00:50:06.550]  They're making us allergic to what we eat and allergic to ourselves.
[00:50:08.090 --> 00:50:17.094]  And here is an overhead shot of the CDC Vaccine Expert Summary Appendix B. Experts include U.S.
[00:50:17.134 --> 00:50:18.515]  vaccines by vaccine.
[00:50:18.875 --> 00:50:20.656]  What has alpha-gal in it?
[00:50:23.519 --> 00:50:31.986]  And it lists all these different vaccines that have the alpha-gal in them.
[00:50:33.227 --> 00:50:37.351]  Shot, after shot, after shot, after shot, after shot, after shot.
[00:50:39.753 --> 00:50:44.416]  After shot, after shot, after shot, after shot, after shot, after shot, after shot.
[00:50:44.637 --> 00:50:46.018]  I mean, you want me to read these off to you?
[00:50:47.359 --> 00:50:48.400]  Take about five minutes.
[00:50:51.448 --> 00:50:54.830]  Why don't you just type that in and go to the CDC website for yourself?
[00:50:56.011 --> 00:50:57.472]  It's on the FDA website, too.
[00:50:59.793 --> 00:51:01.634]  Oh, but Snopes says it's not true.
[00:51:03.055 --> 00:51:10.379]  Prevalence of alpha-gal, IgE, and mammalian meat allergy in COVID-19 vaccines study.
[00:51:12.421 --> 00:51:14.602]  That's out of PubMed.
[00:51:17.864 --> 00:51:19.145]  Here's Health and Human Services.
[00:51:21.291 --> 00:51:21.851]  Here's another one.
[00:51:21.871 --> 00:51:44.739]  The results support the proposal of developing interventions such as probiotics based on commercial bacteria with gal epitomes to modify the mitochondria, the microbiota, and increase gal-induced protective immune response and reduce severity to COVID-19.
[00:51:46.440 --> 00:51:54.452]   Increase a gal-induced Protective immune response and reduce severity of COVID-19.
[00:51:55.272 --> 00:52:03.640]  Your body is attacking a protein that's in you, and that it's in Mo!
[00:52:07.403 --> 00:52:08.204]  Wow!
[00:52:11.687 --> 00:52:13.008]  See what I'm talking about now?
[00:52:14.769 --> 00:52:15.950]  Cancer viruses.
[00:52:16.611 --> 00:52:17.532]  Calprotein.
[00:52:19.125 --> 00:52:21.066]  All of it being injected into you.
[00:52:21.627 --> 00:52:26.710]  And old Billy Boys genetically modifying the ticks and releasing them.
[00:52:28.031 --> 00:52:33.495]  And the mosquitoes and releasing them to protect us, of course.
[00:52:35.416 --> 00:52:36.617]  Isn't that darling?
[00:52:41.160 --> 00:52:42.281]  It really is, darling.
[00:52:44.142 --> 00:52:48.665]  Bill Gates is such a nice, nice man.
[00:52:51.221 --> 00:52:55.245]  The meat of the matter, understanding and managing alpha-gal syndrome.
[00:52:55.925 --> 00:53:03.813]  And even if you don't take the shots, you can be shed on and become allergic to beef and lamb.
[00:53:05.014 --> 00:53:06.475]  Because they're red meat.
[00:53:07.776 --> 00:53:16.104]  Or other venisons like white-tailed deer, or mule deer, or antelope, or axis deer.
[00:53:16.424 --> 00:53:16.925]  Any red meat.
[00:53:20.629 --> 00:53:23.091]  And they're all over the news laughing confidently.
[00:53:23.271 --> 00:53:25.412]  Soon you're not going to be eating red meat.
[00:53:25.432 --> 00:53:26.493]  You're going to be eating bugs.
[00:53:26.573 --> 00:53:28.234]  And we're like, you're crazy, man.
[00:53:28.254 --> 00:53:31.577]  You're never going to get us to stop eating delicious cheeseburgers.
[00:53:32.097 --> 00:53:32.997]  And they said, really?
[00:53:33.858 --> 00:53:35.858]  Hold my beer, you bastards.
[00:53:35.858 --> 00:53:40.858]  [laughing]
[00:53:40.858 --> 00:53:42.358]  [inhaling]
[00:53:42.358 --> 00:53:44.358]  Oh my goodness.
[00:53:44.485 --> 00:53:45.486]  Isn't it sweet?
[00:53:50.455 --> 00:53:52.836]  Well, I'm done talking about that now for today.
[00:53:52.856 --> 00:53:54.437]  Kind of a big deal.
[00:53:54.977 --> 00:53:59.659]  You know, injecting you with a cow protein in the shot.
[00:54:02.260 --> 00:54:08.282]  In their own government documents saying we're going to cause an autoimmune response to Alpha-Gal.
[00:54:10.103 --> 00:54:17.026]  When Alpha-Gal is exactly what the spike protein is made out of.
[00:54:19.580 --> 00:54:21.601]  And now we get the picture.
[00:54:22.902 --> 00:54:31.208]  Some people it grows it out of control, embeds itself in the cells, your body then eats holes in your arteries, your capillaries, and your veins, and your brain, and your lungs.
[00:54:31.988 --> 00:54:37.252]  And then some people get sterilized or both, some people have a heart attack, some get myocarditis, some get a stroke.
[00:54:38.012 --> 00:54:49.100]  It's like Oprah goes, you get a car, you get a car, you get a, you get a blood clot, you get a stroke, you get a heart attack, you get myocarditis.
[00:54:50.086 --> 00:54:52.787]  You get autoimmune disease.
[00:54:53.307 --> 00:54:55.688]  How sweet it is!
[00:54:58.189 --> 00:55:01.310]  And then it's not uniform, because half the people aren't even giving it.
[00:55:02.230 --> 00:55:04.511]  The other 40% are giving a watered-down version.
[00:55:05.471 --> 00:55:08.572]  It's only 10% or less that get the special sauce.
[00:55:09.693 --> 00:55:17.275]  And you know when they pick you up during a financial collapse, or they take you away to a FEMA center because you're protesting lockdowns, which they say all the world are going to do.
[00:55:17.415 --> 00:55:18.576]  It's all a unified UN run.
[00:55:19.850 --> 00:55:25.014]  You just know that the political dissidents are going to get the special juicy hot shot.
[00:55:28.397 --> 00:55:41.648]  And since it kills you on average in a couple months or a couple years, depending on your physiology, well they let you out in a few weeks, out of a camp, and then you go back home and you die later.
[00:55:42.500 --> 00:55:45.781]  Because if they had you in camp shooting you, the jail guards would say, this is wrong.
[00:55:46.521 --> 00:55:52.582]  But if it's a ventilator killing you, or you're dying of the shot months or years later, it's all so trendy.
[00:55:55.723 --> 00:55:58.144]  It's all so liberal.
[00:56:00.644 --> 00:56:03.285]  So, you have been warned.
[00:56:04.005 --> 00:56:08.926]  And remember, big tech and the intelligence agencies and the whole system are going to work around the clock.
[00:56:09.980 --> 00:56:13.503]  To make sure you didn't just get the last hour of information.
[00:56:14.623 --> 00:56:18.886]  To make sure they can quietly strangle you to death with these weapons.
[00:56:21.348 --> 00:56:22.929]  You may want to roll over and die, I don't.
[00:56:23.009 --> 00:56:24.390]  But I know this, God's watching.
[00:56:26.692 --> 00:56:30.715]  And if we don't stand up for the children and stop this, it's on our souls.
[00:56:31.575 --> 00:56:32.836]  We'll be back!
[00:56:32.876 --> 00:56:33.357]  Stay with us.
[00:56:34.226 --> 00:56:37.569]  We got Blair White in studio for an hour and a half, coming up, start of the next segment.
[00:56:37.609 --> 00:56:44.815]  We're gonna go all into the transgenderism, transhumanism, and more, with Blair, who's a very smart, nice person who I like, and who's a friend of mine.
[00:56:45.875 --> 00:56:50.039]  And, uh, we'll dispel all the disinformation, uh, out there, or that I'm a hypocrite.
[00:56:50.119 --> 00:56:51.440]  I've never been a hypocrite about this.
[00:56:51.920 --> 00:56:54.462]  I don't hate transgender people, I don't hate gay people, anybody.
[00:56:54.883 --> 00:56:57.505]  I hate heterosexuals, homosexuals that go after children.
[00:56:58.317 --> 00:57:01.079]  And I hate people that go after children and try to mutilate them.
[00:57:01.479 --> 00:57:02.220]  And so does Blair.
[00:57:02.940 --> 00:57:06.523]  So let's be clear where I've always stood and who I am, and I've never been a hypocrite about it.
[00:57:07.123 --> 00:57:09.625]  I love everybody as long as they don't attack children.
[00:57:10.785 --> 00:57:13.847]  But I'll also tell them I think they're doing something, you know, that's destructive.
[00:57:13.908 --> 00:57:15.248]  And I've done plenty in my life.
[00:57:15.809 --> 00:57:17.670]  I'm not throwing stones in glass houses here.
[00:57:17.790 --> 00:57:20.212]  So we'll talk to Blair in-depth discussion coming up.
[00:57:21.733 --> 00:57:22.493]  Looking forward to it.
[00:57:22.653 --> 00:57:22.974]  Okay.
[00:57:24.254 --> 00:57:26.016]  So let's talk Turkey here.
[00:57:29.062 --> 00:57:31.124]  I went and did the press conference Tuesday with Steven Crowder.
[00:57:31.144 --> 00:57:31.984]  It was a big deal.
[00:57:32.024 --> 00:57:32.845]  Made a lot of headlines.
[00:57:32.865 --> 00:57:34.546]  Crowder was attacked all over the news after it.
[00:57:35.567 --> 00:57:38.149]  And I want to explain why this is so important and why it's a game changer.
[00:57:38.189 --> 00:57:39.550]  I want people to listen to me carefully.
[00:57:39.931 --> 00:57:41.872]  Because I don't say things I don't mean.
[00:57:42.433 --> 00:57:43.293]  I don't hype things.
[00:57:44.174 --> 00:57:46.296]  We have incredible things going on that are amazing.
[00:57:46.536 --> 00:57:47.477]  They hype themselves.
[00:57:47.537 --> 00:57:48.858]  So let me explain something here.
[00:57:50.504 --> 00:57:56.548]  Infowars.com, and this whole show is barely in the black, but we're going through bankruptcy.
[00:57:56.688 --> 00:57:58.129]  People thought I'd be shut down a year ago.
[00:57:58.189 --> 00:58:02.891]  You thought, well, he's gone, and support went down when I declared bankruptcy.
[00:58:03.832 --> 00:58:15.379]  Even though I went on air and I said it's Chapter 11, Subchapter 5, emergency organization, and if we go through this successfully, which is happening, had big court victories last Tuesday in court, because this is not a kangaroo court, this is a real judge.
[00:58:16.954 --> 00:58:18.294]  The other side's apoplectic.
[00:58:18.834 --> 00:58:21.615]  This is going to stay on the air indefinitely because of your sport.
[00:58:22.875 --> 00:58:24.836]  But the real chink in the armor is me.
[00:58:25.816 --> 00:58:30.617]  My lawyers, who are great bankruptcy lawyers, said, you're going to lose in this kangaroo court in Connecticut.
[00:58:30.677 --> 00:58:32.058]  You need to declare bankruptcy now.
[00:58:32.998 --> 00:58:33.578]  But I didn't.
[00:58:33.918 --> 00:58:35.459]  The company did before that.
[00:58:36.079 --> 00:58:44.541]  So when they created that billion and a half dollars, at that level, it becomes a whole other ball of wax on dischargeability.
[00:58:46.434 --> 00:58:51.277]  But at the end of the day, they can't take your house or car in Texas, so I don't even care about money.
[00:58:51.297 --> 00:58:52.859]  I care about truth and justice and freedom.
[00:58:52.899 --> 00:58:54.240]  Money's just a tool to fight tyranny.
[00:58:54.800 --> 00:59:01.665]  So I'm okay there, except for the fact that the court ruled I gotta pay half the legal bills for free speech systems.
[00:59:02.525 --> 00:59:13.073]  And because of some cannery and some stuff going on internally that I'm not gonna get into on air at this time, I went and spent my last $900,000 a year ago to buy the Platinum line of products.
[00:59:14.509 --> 00:59:19.093]  And they're great products, but that's all held up and the money from that's held up.
[00:59:20.154 --> 00:59:24.597]  And so I'm unable to even get that to pay the bills and I'm completely out of money.
[00:59:24.857 --> 00:59:25.838]  In fact, I'm upside down.
[00:59:26.939 --> 00:59:29.101]  I'm having to fight all these appeals.
[00:59:29.221 --> 00:59:30.422]  I'm having to pay for the bankruptcy.
[00:59:30.462 --> 00:59:31.262]  I'm having to do everything.
[00:59:32.123 --> 00:59:36.206]  So the cheek in the armor is that Alex Jones is out of money.
[00:59:38.628 --> 00:59:56.503]   But the folks doing our bankruptcy and doing a great job, They've approved me being able to do a once a week show that's going to end up being at least an hour of the show a day, and reporters and crew and expanding when it's successful, which it already is on Crowder's end.
[00:59:58.164 --> 01:00:00.385]  And then part of that money goes to Alex Jones.
[01:00:01.006 --> 01:00:12.817]   So when you go to jonescrowder.com, we'll put the full screen for you, that takes you right To the sign-up page to get eight different talk show hosts that they have.
[01:00:12.857 --> 01:00:24.660]  A gun expert, Steven Crowder, all his programs, Brian Kellen, the list goes on and on, Nick DiPaolo, and other shows they're adding, the Hodge Twins, you name it.
[01:00:24.940 --> 01:00:41.006]   You go get one membership, but when you buy it at, with one click, at jonescrowder.com, the majority of the money goes to free speech systems to keep us on air, And part of it then goes to me.
[01:00:42.267 --> 01:00:44.769]  So you can go watch Crowder and all his shows right now.
[01:00:44.809 --> 01:00:47.010]  I'll do my first three hour special show next week.
[01:00:47.070 --> 01:00:48.091]  And that's what I'm finally going to do.
[01:00:48.111 --> 01:00:50.292]  The PowerPoints, the live events.
[01:00:50.312 --> 01:00:52.213]  It's not going to be one show a week, folks.
[01:00:53.314 --> 01:00:54.255]  It's going to be so much.
[01:00:54.275 --> 01:00:55.455]  You can grab clips out of it, share it.
[01:00:55.475 --> 01:00:55.996]  It's going to be great.
[01:00:56.536 --> 01:00:58.758]  And I'm going to do it where part of the show is free.
[01:00:59.558 --> 01:01:00.779]  Part of the show is subscription.
[01:01:01.159 --> 01:01:03.080]  And this is where you're funding the tip of the spear.
[01:01:03.400 --> 01:01:04.361]  So it keeps us on air.
[01:01:05.202 --> 01:01:06.723]  It lets me be able to continue to fight.
[01:01:07.825 --> 01:01:13.390]  And Steven has a vision, he's a great guy, twice under attack, to have hundreds of shows.
[01:01:13.450 --> 01:01:36.549]  And we're partnering with Rumble, that is the only main challenge now to YouTube, and is getting incredible success with everybody from, I mean the list goes on and on, from the Tate Brothers to Dan Bongino, to Crowder, to so many, I mean Crowder routinely has three, four million viewers a day.
[01:01:38.127 --> 01:01:45.449]  On Rumble alone, and they're unable to censor that going into this key campaign season when you know they're going to go crazy with the censorship.
[01:01:45.469 --> 01:01:47.490]  So you want us to build an alternate internet?
[01:01:47.790 --> 01:01:49.210]  You want us to build an infrastructure?
[01:01:49.250 --> 01:01:49.830]  We've got it.
[01:01:50.330 --> 01:01:51.391]  We're the ones that have delivered.
[01:01:51.451 --> 01:01:52.271]  Thanks for your support.
[01:01:52.591 --> 01:01:53.411]  We've delivered together.
[01:01:54.572 --> 01:02:03.797]   So now is the time to go to jonescrowder.com Right to that link and to become a member.
[01:02:04.257 --> 01:02:06.179]  Comes out to like eight bucks a month.
[01:02:06.259 --> 01:02:07.441]  Get a year membership.
[01:02:07.461 --> 01:02:10.864]  Get one month free when you sign up with promo code Alex.
[01:02:10.924 --> 01:02:12.906]  This is beyond critical.
[01:02:12.986 --> 01:02:13.887]  You want us to stay on air?
[01:02:14.147 --> 01:02:14.868]  You want us to fight?
[01:02:14.948 --> 01:02:15.669]  You want us to win?
[01:02:15.709 --> 01:02:16.990]  You want to not lay down the world order?
[01:02:17.630 --> 01:02:25.098]  Everyone listening to me must make the decision if you want to win this fight to go to jonescrowder.com.
[01:02:26.698 --> 01:02:27.099]  Right now.
[01:02:27.279 --> 01:02:29.822]  I could do another GoFundMe with Obanis there.
[01:02:29.862 --> 01:02:35.388]  I could do another Give Sim Go and get the money I need from straight donations to pay my legal bills.
[01:02:36.369 --> 01:02:46.662]  But I'd rather you get all the eight shows, I guess nine shows that I've been added, and then it always takes me longer to do what I'm going to say, but I always do what I'm going to say.
[01:02:48.197 --> 01:03:01.844]  I have what most popular shows we do that we never do, because of time and energy and crew, but that's what this is going to fund, is I'm going to start doing PowerPoints, walking around on the big screen like an Apple presentation, and devastating.
[01:03:02.244 --> 01:03:05.106]  I'm going to start doing events with members.
[01:03:06.026 --> 01:03:10.669]  I'm going to start doing a reality show that's a real reality show.
[01:03:10.689 --> 01:03:12.470]  We've got so much planned here.
[01:03:13.680 --> 01:03:22.964]  Where a portion of the money goes for crew and infrastructure and more shows, a portion goes to fund the infrastructure and free speech, and then a portion goes to fund yours truly.
[01:03:23.724 --> 01:03:27.646]  Because I'm happy if I can pay my grocery bills and have insurance and a car and a house.
[01:03:27.746 --> 01:03:28.727]  I don't care past that.
[01:03:30.427 --> 01:03:34.449]  I don't measure my soul by how much money I got in the bank, but I put everything I've got in this fight.
[01:03:34.909 --> 01:03:42.313]  So when you go to jonescrowder.com and you become a member, with promo code, I'll give you a free month.
[01:03:43.450 --> 01:03:49.234]  You are literally on the front lines of the fight and it's just as important as I am or Steven Crowder is.
[01:03:49.294 --> 01:03:52.276]  And everybody else over the years has been scared.
[01:03:53.176 --> 01:04:04.778]   Then the worm turned about three, four months ago and all the major outlets other than Daily Wire, Offered me a job and wanted to work with me and have me do a show with him.
[01:04:05.219 --> 01:04:15.485]  But I went with Crowder because he wanted to do this a year ago and told me he was going to leave the Blaze and told me about his vision and wasn't scared to have a son and wasn't scared to get censored because he did it.
[01:04:15.845 --> 01:04:16.725]  So I like Steven.
[01:04:16.985 --> 01:04:18.086]  He lives right here in Texas.
[01:04:18.506 --> 01:04:19.147]  We're working with him.
[01:04:19.727 --> 01:04:20.708]  InfoWars goes on.
[01:04:20.808 --> 01:04:21.908]  We're going to expand with this.
[01:04:22.769 --> 01:04:23.810]  It funds InfoWars.
[01:04:24.010 --> 01:04:27.232]  It funds Crowder creating an infrastructure and a team for me.
[01:04:28.120 --> 01:04:33.865]  That's totally separate and new, that'll interface with my regular team, and it funds InfoWars.
[01:04:33.925 --> 01:04:37.229]  So if you want us to stay in the fight, I'm asking for your help right now.
[01:04:37.549 --> 01:04:47.578]  I'm asking you from the bottom of my heart, on my knees to defeat these pedophiles, to go to jonescrowder.com right now, and use promo code Alex to get a free month.
[01:04:47.698 --> 01:04:48.019]  Do it!
[01:04:48.419 --> 01:04:49.020]  Take action!
[01:04:50.424 --> 01:04:51.064]  I'm in your hands.
[01:04:51.285 --> 01:04:52.145]  You're in your own hands.
[01:04:52.225 --> 01:04:55.447]  It's up to you now whether you want to step to the plate and accept this mission.
[01:04:55.708 --> 01:04:57.849]  Please go to jonescrowder.com now.
[01:04:58.149 --> 01:04:58.810]  Promo code Alex.
[01:04:58.710 --> 01:05:00.710]  Take action now!
[01:05:00.710 --> 01:05:17.210]  [Intro]
[01:05:17.302 --> 01:05:20.084]  The most banned network in the world.
[01:05:21.132 --> 01:05:28.998]  When castles towered over vast landscapes and knights championed honor and valor, there came an unforeseen darkness.
[01:05:29.319 --> 01:05:36.344]  Amidst this impending doom stood a knight called Alex Jones, a brave and outspoken herald known as the Truth Sayer.
[01:05:36.525 --> 01:05:38.406]  Sir Alex Jones was not alone.
[01:05:38.646 --> 01:05:44.251]  In his most desperate hour in the battle against evil, a radiant light descended from the heavens.
[01:05:44.651 --> 01:05:49.075]  God, in all his glory and his legion of angels, stood by Alex's side.
[01:05:49.375 --> 01:05:54.216]  The battle raged on, but with every blow, Alex Jones' conviction grew stronger.
[01:05:54.476 --> 01:05:58.137]  With every truth he proclaimed, the demonic forces faltered.
[01:05:58.698 --> 01:06:06.120]  When the enemy was vanquished, Alex Jones swore a solemn oath that should the realm need him again, he would return.
[01:06:06.780 --> 01:06:12.682]  And now it's Alex Jones, leading a full frontal assault on the satanic New World Order.
[01:06:13.062 --> 01:06:18.062]  Tune in at InfoWars.com/show and share the link today.
[01:06:18.062 --> 01:06:25.062]  [Music]
[01:06:25.062 --> 01:06:33.062]   The year is 1995 and InfoWars launches the last of America's counter-globalist probes.
[01:06:33.244 --> 01:06:46.333]  In a freak mishap, InfoWars.com and Alex Jones are blown out of their trajectory into an orbit which freezes his life support systems and returns Alex Jones to Earth 25 years later.
[01:06:47.794 --> 01:06:51.281]  Transdimensionally, over the space-time continuum, through full space.
[01:06:51.601 --> 01:06:55.729]  Where people are extremely lazy, the social engineers are there laughing.
[01:06:55.949 --> 01:06:59.957]  What we envisioned a hundred years ago, twenty years ago, is now reality.
[01:07:00.714 --> 01:07:16.822]  While the society unravels, men run around totally frantic, not knowing how to be men, and women run around frantic, not knowing how to be women, and they don't understand that it's an animating contest of life, and that it's fulfilling to be informed, it's fulfilling to be involved, it's fulfilling!
[01:07:17.042 --> 01:07:17.762]  InfoWars.
[01:07:18.122 --> 01:07:19.003]  Tomorrow's News.
[01:07:19.303 --> 01:07:19.703]  Today.
[01:07:20.523 --> 01:07:27.867]  I don't remember the details more than eight years ago that I first became aware of Blair White when she exploded onto YouTube.
[01:07:29.048 --> 01:07:34.613]  And Blair said, hey, leftists and pedophiles don't speak for, quote, transgenders.
[01:07:35.153 --> 01:07:39.337]  And I remember interviewing Blair White, and Blair's been on the show many times over the years.
[01:07:39.798 --> 01:07:43.040]  I've been on Blair's show a few times as well.
[01:07:43.060 --> 01:07:46.744]  In fact, it was the only show I ever got truly drunk on and passed out on.
[01:07:49.947 --> 01:07:51.348]  So Blair's here for the next hour and a half.
[01:07:51.388 --> 01:07:51.909]  I appreciate you.
