[00:00:00.000 --> 00:00:27.359]  [MUSIC PLAYING]
[00:37:35.191 --> 00:37:37.572]  We don't need to be fractured and isolated.
[00:37:37.612 --> 00:37:39.393]  That's exactly what the Dems want.
[00:37:39.413 --> 00:37:40.354]  That's what liberals want.
[00:37:40.374 --> 00:37:41.394]  They don't want you to be effective.
[00:37:41.415 --> 00:37:42.975]  They want you to think you're being effective.
[00:37:43.195 --> 00:37:43.376]  Right.
[00:37:43.416 --> 00:37:43.596]  Right.
[00:37:43.716 --> 00:37:47.738]  And if you've built an audience for yourself and you're out there thinking, OK, I'm just making all the money for myself.
[00:37:48.158 --> 00:37:48.658]  Fantastic.
[00:37:48.698 --> 00:37:49.599]  Maybe that works a little bit.
[00:37:49.619 --> 00:37:50.259]  But guess what?
[00:37:50.700 --> 00:37:56.423]   If we bind together and jump on the same island, You can't stop that.
[00:37:56.543 --> 00:38:02.025]  We need people to get access to the content that you can produce and that Steven can produce and that Brian and Nick can produce.
[00:38:02.045 --> 00:38:03.286]  Can't we save the country and the world?
[00:38:04.466 --> 00:38:09.068]  Let me put a finer point on it, and that was a great job from Jill, but for example, right now people have a choice.
[00:38:09.328 --> 00:38:17.512]  It's, okay, do I want to do my own thing, closed circuit, where I have my subscribers, I get 100% of the revenue, but I don't benefit from a big network, the exposure, right?
[00:38:17.532 --> 00:38:20.653]  And if you go to one of these networks, you lose your right to your content.
[00:38:20.673 --> 00:38:23.955]  But other than ESP to interrupt, they're going to shut down the banking as they've already tried.
[00:38:24.315 --> 00:38:26.096]  Everybody thinks they're on their own reservation.
[00:38:26.116 --> 00:38:26.676]  No, no, no.
[00:38:26.696 --> 00:38:27.616]  They're going to eat you last.
[00:38:28.376 --> 00:38:33.438]  We literally today had to change some of the credit card processing because we were like, oh wait a second, they hate Alex.
[00:38:33.778 --> 00:38:36.359]  So we made sure that all of that is secure again.
[00:38:36.399 --> 00:38:41.781]  I mean, nothing against, you know, the guy who started Brexit, Nazar Faraj, but that was an international story.
[00:38:41.801 --> 00:38:42.502]  They took his banking.
[00:38:42.762 --> 00:38:43.342]  You take yours.
[00:38:43.362 --> 00:38:45.583]  You're like, yeah, we're just getting, we just got over it.
[00:38:45.922 --> 00:38:48.321]   same thing with me you know but but the problem out there is people have a
[00:38:48.321 --> 00:38:52.101]   choice okay do I make a living by myself on an island or do I give
[00:38:52.101 --> 00:38:55.242]   everything up to go to a network look anyone out there who if you're doing
[00:38:55.242 --> 00:38:57.382]   your own thing you're in an island right you have your own pay service the
[00:38:57.382 --> 00:39:01.782]   patreon look talk with Gerald guarantee you if you compare the numbers you will
[00:39:01.782 --> 00:39:06.342]   make more at mug club and you don't give anything up and you benefit from Alex
[00:39:06.342 --> 00:39:08.946]   myself Nick and more Think about this for a second.
[00:39:08.966 --> 00:39:12.588]  This is one thing, when Gerald and I realized we were on to something, and I hate talking about this because I sound so selfish.
[00:39:12.648 --> 00:39:14.810]  No, but this revolution... No, you are... No, no, no, no.
[00:39:14.870 --> 00:39:17.371]  It's not bragging when you tell people you invented the wheel.
[00:39:17.411 --> 00:39:19.773]  Well, I was about to do it, and now I'm not going to say it.
[00:39:20.073 --> 00:39:21.654]  Now I'm not going to say it, because I feel conceited.
[00:39:21.694 --> 00:39:22.014]  Say it now.
[00:39:22.274 --> 00:39:29.659]  So, when we were dealing with sponsors back in the day, right, we were on YouTube, and all of a sudden sponsors were wanting to pay just for Mug Club, because they go, wait, wait a second.
[00:39:29.959 --> 00:39:30.779]  How many people are tuning in?
[00:39:31.260 --> 00:39:32.020]  How many tens of thousands?
[00:39:32.360 --> 00:39:40.867]   How many people are tuning in Basically who are poor subscribers and that space became valuable advertising space because so many that's unheard of.
[00:39:41.487 --> 00:39:49.510]  Hitting the tip jar because you want to see someone do well is very different from creating content that people want to tune into every day and that's why we want to provide value added.
[00:39:49.530 --> 00:39:55.932]  This is all about giving the people power who already want freedom and justice and populism and conservatism and Christianity.
[00:39:56.472 --> 00:39:58.873]  So all we're doing is saying here's what you want make it big.
[00:39:59.093 --> 00:39:59.673]  Yeah, exactly.
[00:39:59.693 --> 00:40:01.054]  And you mentioned this on the show.
[00:40:01.454 --> 00:40:03.554]  Instead of just doing the boycott, we need to do a boycott.
[00:40:03.574 --> 00:40:05.635]  That works really, really well with Chick-fil-A.
[00:40:05.655 --> 00:40:10.396]  Now, I know they've since made some steps that we don't agree with, but at the time, they were packed.
[00:40:10.736 --> 00:40:13.537]  The very next day after that, they were packed with people.
[00:40:13.897 --> 00:40:14.457]  I went there.
[00:40:14.637 --> 00:40:19.359]  They doubled their market share off that, and they're just saying, we were off on Sunday and we're not commies.
[00:40:19.399 --> 00:40:20.739]  We're saying we're battling the commies.
[00:40:20.819 --> 00:40:28.228]  Yeah, well they were fighting, I think there was a gay guy in the drive-thru or something like that that was giving them crap and the video went out and then we went and supported them.
[00:40:28.328 --> 00:40:35.776]  Imagine if conservatives did that on a daily basis with content that they love, with businesses that they love, that hold their values.
[00:40:36.077 --> 00:40:37.418]  There are those companies out there.
[00:40:37.438 --> 00:40:38.600]  It just takes a minute to find them.
[00:40:39.060 --> 00:40:40.260]  And as soon as you do, it's like, fine.
[00:40:40.361 --> 00:40:41.241]  I think Yingling, right?
[00:40:41.281 --> 00:40:44.882]  That was one that really capitalized off of the fact that Bud Light... Yeah, they stepped right in on Bud Light.
[00:40:44.902 --> 00:40:45.122]  They did!
[00:40:45.142 --> 00:40:45.662]  But you know what, though?
[00:40:45.682 --> 00:40:46.202]  Here's the thing, too.
[00:40:46.242 --> 00:40:47.903]  Here's a perfect example of Yingling, okay?
[00:40:48.003 --> 00:40:48.823]  And I'm not going to name names.
[00:40:49.203 --> 00:40:49.984]  Yingling has been around.
[00:40:50.324 --> 00:40:52.304]  They've always just been a brewery, one of the oldest breweries.
[00:40:52.404 --> 00:40:53.545]  They happen to be conservative.
[00:40:53.885 --> 00:40:57.666]  But when the Bud Light thing happened, how many people came out going, we're America's beer!
[00:40:57.686 --> 00:40:58.946]  And they're selling a six-pack for $40.
[00:40:59.587 --> 00:41:01.387]  That's using you to make money.
[00:41:01.427 --> 00:41:02.888]  That's not creating a product that you want.
[00:41:02.988 --> 00:41:05.209]  Yingling is a product that people want, and those people are patriots.
[00:41:05.609 --> 00:41:06.589]  That's the difference.
[00:41:06.749 --> 00:41:07.329]  Well, it's simple.
[00:41:07.409 --> 00:41:09.810]  If people support this, we'll change the world and beat them.
[00:41:10.070 --> 00:41:11.110]  They're scared of my broadcast.
[00:41:11.130 --> 00:41:11.750]  They're scared of yours.
[00:41:11.790 --> 00:41:12.730]  We're not whiners.
[00:41:12.990 --> 00:41:13.790]  Oh, they took our banks.
[00:41:14.050 --> 00:41:15.371]  We probably should be bigger whiners.
[00:41:15.471 --> 00:41:16.351]  Hey, we're under attack.
[00:41:16.971 --> 00:41:19.292]  But they're literally scared of this.
[00:41:19.352 --> 00:41:23.532]  But getting to Nick, I know you don't want to give away your great comedy just here on the main broadcast.
[00:41:23.552 --> 00:41:26.513]  That's what your show that you do every day, you know, coming up this afternoon.
[00:41:26.533 --> 00:41:26.873]  Tell us about it.
[00:41:26.893 --> 00:41:31.274]  But some of the politically incorrect stuff, give it to us right now for my audience.
[00:41:32.274 --> 00:41:33.314]  Yeah, so don't be put on the spot.
[00:41:33.334 --> 00:41:34.855]  Or what are some of the jokes you got in trouble for?
[00:41:36.954 --> 00:41:38.616]  Obama, when Obama was in office.
[00:41:38.636 --> 00:41:40.738]  Remember when they threw shoes at George Bush?
[00:41:40.799 --> 00:41:41.219]  Yeah, yeah, yeah.
[00:41:41.379 --> 00:41:43.522]  He dodged it pretty quick.
[00:41:43.742 --> 00:41:45.043]  When Obama was president.
[00:41:45.124 --> 00:41:49.709]  I would do these jokes, by the way, at the Comedy Cellar in New York, which is on the fucking campus.
[00:41:50.009 --> 00:41:53.673]  Which is on the campus of... The campus of NYU.
[00:41:53.753 --> 00:41:54.895]  It's on the fucking campus.
[00:41:54.975 --> 00:41:55.896]  It's on the campus of NYU.
[00:41:57.466 --> 00:41:59.127]  And it's all liberals in the audience.
[00:41:59.147 --> 00:42:00.909]  I came out right after the Bush incident.
[00:42:00.969 --> 00:42:07.734]  I said, you know, I don't agree with anything Obama has to say, but I would never throw a shoe at his head unless it needed shining.
[00:42:10.489 --> 00:42:13.992]  And again, just, come on, I know Obama's a deep beast.
[00:42:14.012 --> 00:42:16.795]  You were telling me last night at the dinner how you open your show now.
[00:42:16.815 --> 00:42:27.165]  I open my show, I come out, the last couple of months I go, uh, how many people here hope Nancy Pelosi has been using Roundup in her garden for 10 years?
[00:42:27.645 --> 00:42:27.846]  I do!
[00:42:29.550 --> 00:42:31.151]  There's no fat on that joke!
[00:42:31.391 --> 00:42:34.992]  It's just a funny way of saying, I hope she gets cancer, which he doesn't actually, maybe he does.
[00:42:35.272 --> 00:42:37.833]  But it's, think about it, there's a huge difference.
[00:42:37.853 --> 00:42:38.894]  Nancy Pelosi is cancer.
[00:42:39.154 --> 00:42:39.434]  Yes.
[00:42:39.734 --> 00:42:40.094]  Yes.
[00:42:40.875 --> 00:42:42.775]  Yeah, she's at least mutagenic.
[00:42:42.995 --> 00:42:43.776]  She has some capacity.
[00:42:44.136 --> 00:42:45.136]  What is wrong with you?
[00:42:46.517 --> 00:42:47.237]  Did I just hear those words?
[00:42:47.497 --> 00:42:49.098]  Did you say Nancy Pelosi is cancer?
[00:42:49.118 --> 00:42:50.698]  My number one dream is the Crypt Keeper.
[00:42:51.078 --> 00:42:51.519]  Oh, okay.
[00:42:52.876 --> 00:42:54.097]  Everyone else wanted Elvira.
[00:42:54.117 --> 00:42:56.480]  He's looking at that snide Crypt Keeper.
[00:42:56.500 --> 00:42:57.921]  He doesn't even turn to look at the Crypt Keeper now.
[00:42:58.022 --> 00:43:02.582]   with all of his stupid little uh his little like what was his little puns like they're dying to get
[00:43:02.582 --> 00:43:20.104]   in you know more jokes he looks like jesse ventura I talk about, uh, I have all these white friends, comedians, who, you know, well, the ones that are not close to me and they don't like me, but they say, I've never used the n-word in my life, and I say, well, I guess you should never bet ten grand on an NBA playoff game.
[00:43:22.624 --> 00:43:27.485]  I go, LeBron James misses a three-pointer with two seconds left, what are you yelling at the TV?
[00:43:27.665 --> 00:43:29.286]  Oh, that person of color.
[00:43:32.623 --> 00:43:35.905]  And look, this is one of those things where... But that's good, it disarms the whole thing.
[00:43:35.945 --> 00:43:36.146]  Yeah!
[00:43:36.186 --> 00:43:36.866]  That's right!
[00:43:37.086 --> 00:43:37.366]  Oh my god.
[00:43:37.386 --> 00:43:38.047]  That's exactly right.
[00:43:38.067 --> 00:43:39.908]  And you become inoculated at a certain point.
[00:43:39.928 --> 00:43:41.609]  You know, the hit pieces just that are non-stop.
[00:43:41.629 --> 00:43:44.591]  Like, can you imagine if people knew what happened in green rooms back in the day?
[00:43:44.611 --> 00:43:44.751]  Right.
[00:43:44.992 --> 00:43:45.292]  Oh man.
[00:43:45.352 --> 00:43:47.754]  And I've been called... This is another one that disarms them.
[00:43:48.134 --> 00:43:49.775]  I was called the N-word, and this is true.
[00:43:49.875 --> 00:43:51.256]  In middle school... Well, you're Sicilian.
[00:43:51.656 --> 00:43:51.856]  Yeah.
[00:43:52.457 --> 00:43:53.377]  I'm not Sicilian.
[00:43:55.391 --> 00:44:04.083]  It's so dark in the summertime as a kid that all these little white pricks, Irish, would call me Nick the N-word, you know?
[00:44:04.563 --> 00:44:08.188]  And then I'd say, well, it didn't help my mother sent me to school in a purple suit and a fur coat.
[00:44:10.251 --> 00:44:11.251]  Malcolm X Lunchbox.
[00:44:11.271 --> 00:44:12.593]  God, I wish I had that tan skin.
[00:44:12.633 --> 00:44:12.953]  I love it.
[00:44:13.293 --> 00:44:15.936]  I don't think it was your tan skin so much as you posted a dog fighting ring.
[00:44:15.956 --> 00:44:17.757]  What's the type of stuff?
[00:44:17.777 --> 00:44:18.698]  I mean, even black.
[00:44:19.099 --> 00:44:22.182]  It's always the white people that have complained my whole career.
[00:44:22.242 --> 00:44:23.863]  You know, it's always them.
[00:44:24.003 --> 00:44:25.825]  A lot of white liberals use it for control.
[00:44:26.145 --> 00:44:26.706]  Exactly.
[00:44:26.806 --> 00:44:28.167]  And they're the ones, the first ones.
[00:44:28.708 --> 00:44:31.330]  Now, when I do live comedy, my people come out to see me.
[00:44:31.370 --> 00:44:33.452]  They know it's coming, so I don't have that many walkouts.
[00:44:33.672 --> 00:44:33.792]  Right.
[00:44:33.812 --> 00:44:40.076]  But there's always a couple, you know, people that walk in that didn't do their homework and research who's at the comedy club.
[00:44:40.496 --> 00:44:45.199]  And it's usually four or five white people that, you know, they can't put two minutes into it.
[00:44:45.219 --> 00:44:47.520]  I'll steal one of Nick's... I mean, with fat jokes and they get upset.
[00:44:47.560 --> 00:44:49.521]  I'll steal one of Nick's own jokes.
[00:44:49.581 --> 00:44:51.502]  He performed at the casino.
[00:44:51.542 --> 00:44:52.563]  He walked the reservation.
[00:44:52.583 --> 00:44:53.403]  I guess I did.
[00:44:53.683 --> 00:44:55.344]  Give me some fat jokes and some fag jokes.
[00:44:55.404 --> 00:44:56.145]  Oh, no, come on now.
[00:44:56.225 --> 00:44:58.026]  Look, this is just getting out of control.
[00:44:58.326 --> 00:44:58.786]  But this is my show.
[00:45:01.708 --> 00:45:13.893]  Nick DiPaolo is one of those guys, look, people who don't know, uh, we always say, like, there was a guy, for example, in Jiu-Jitsu, everyone knew, and Hicks and Gracie was his name, right, I'm using a sport that I know, but everyone knew, oh, this guy, Riccardo Laborio, he's the guy, behind the scenes, he's the guy everyone went to.
[00:45:14.553 --> 00:45:24.437]  Nick is the guy behind the scenes, when people need a doctor for their joke, they go to him, still to this day, right, they want him to help them behind the scenes, but they want to put baby in the corner when it's not really convenient.
[00:45:24.477 --> 00:45:25.937]  Nick has never been convenient.
[00:45:26.017 --> 00:45:28.299]   Look, nothing about what we do, Is easy.
[00:45:28.319 --> 00:45:29.440]  You think you're easy?
[00:45:29.681 --> 00:45:30.421]  I love you dearly.
[00:45:30.521 --> 00:45:32.944]  You're not easy to work with because you're passionate.
[00:45:32.964 --> 00:45:33.665]  You have your ideas.
[00:45:33.685 --> 00:45:34.726]  You're like a ping pong ball.
[00:45:34.766 --> 00:45:37.449]  Bing, bing, bing, all around the room because you care.
[00:45:37.810 --> 00:45:38.791]  And Nick, you're not going to tell.
[00:45:39.251 --> 00:45:40.953]  Nick, when have we ever told you on your show?
[00:45:40.973 --> 00:45:42.054]  Have we ever made a call?
[00:45:42.094 --> 00:45:42.835]  Like you should say this.
[00:45:42.855 --> 00:45:43.416]  You shouldn't say that.
[00:45:43.836 --> 00:45:44.137]  Ever once.
[00:45:44.717 --> 00:45:45.398]  Oh, God, no.
[00:45:45.478 --> 00:45:45.638]  No.
[00:45:45.718 --> 00:45:45.918]  No.
[00:45:45.958 --> 00:45:46.339]  You know why?
[00:45:46.359 --> 00:45:48.761]  Because he would hang up on me and quit immediately.
[00:45:48.781 --> 00:45:50.242]  Well, I want to hear some of these bad jokes.
[00:45:50.723 --> 00:46:01.693]  No, but I was just saying, somebody sent me an article a few years ago on Reddit, and Chris Rock was talking about, he goes, there's this one white comic out there who is funny as...
[00:46:02.711 --> 00:46:03.051]  Whatever.
[00:46:03.431 --> 00:46:08.693]  And, uh, just, we all, you know, he, he races as hell, but we absolutely love him.
[00:46:08.973 --> 00:46:12.154]  And I'm reading this and so I, I text Chris Frock, right?
[00:46:12.214 --> 00:46:13.975]  I go, are you, were you talking about me?
[00:46:14.355 --> 00:46:15.996]  He's like, you're damn right, Gepardo!
[00:46:16.356 --> 00:46:17.336]  And he goes, it gets better.
[00:46:17.376 --> 00:46:23.438]  We were at Eddie Murphy's house, Jamie Foxx was there, and, uh, Arsenio Hall, and they all loved my comedy.
[00:46:23.758 --> 00:46:24.339]  Yeah.
[00:46:24.459 --> 00:46:27.280]  And I'm not, you know, I go, hey, Chris, you're racist.
[00:46:27.860 --> 00:46:30.621]  If I'm, if you call me a racist, that makes him a racist.
[00:46:31.101 --> 00:46:32.242]  I love black people making white jokes.
[00:46:32.282 --> 00:46:34.003]  It's all funny, man.
[00:46:34.263 --> 00:46:36.685]  Oh yeah, it's all funny, and it used to be okay.
[00:46:36.705 --> 00:46:45.152]  I mean, we've started doing this segment, Black and White and the Gray Issues, where I just go down to an area, a black area of town, and say, hey man, can we just talk, like, whatever it is, voter ID, or talk about the trans issues, because you know what?
[00:46:45.212 --> 00:46:48.434]  I will say this about black Americans, and everyone's going to say, look, a bunch of white guys talking about it.
[00:46:51.036 --> 00:46:57.262]  By the way, I worked for Chris Rock for two years at HBO when he had a hit show.
[00:46:57.702 --> 00:46:59.604]  I texted Tony Rock and he just said, who this?
[00:47:00.004 --> 00:47:01.185]  So I don't have the same showbiz.
[00:47:01.986 --> 00:47:10.733]  But no, we go down and we talk with people and I don't think that there's a group of people who are more overly represented in the media without being represented at all.
[00:47:10.934 --> 00:47:17.039]  You want to tell me that Joy Reid, that any of these people, or Al Sharpton, or Van Jones, they have nothing in common.
[00:47:17.199 --> 00:47:18.059]  With the average black American.
[00:47:18.079 --> 00:47:19.019]  No, they probably vote Democrat.
[00:47:19.040 --> 00:47:21.260]  They're minions of white communist academics.
[00:47:21.400 --> 00:47:21.580]  Yeah.
[00:47:21.640 --> 00:47:25.141]  And they use them as a puppet, like, I'll take America's socks over here.
[00:47:25.381 --> 00:47:25.581]  Yeah.
[00:47:26.762 --> 00:47:28.242]  It's a good puppet voice.
[00:47:28.262 --> 00:47:30.663]  Meanwhile, it's Rachel Maddow with her armor possessed.
[00:47:30.683 --> 00:47:32.103]  Senior Jones-esque.
[00:47:32.183 --> 00:47:34.664]  I've never chopped little boys' pee-pees off.
[00:47:34.684 --> 00:47:35.664]  That's a weird puppet.
[00:47:35.684 --> 00:47:36.804]  That's terrible puppet.
[00:47:36.824 --> 00:47:37.384]  That's horrible.
[00:47:37.424 --> 00:47:38.145]  How'd you get a knife?
[00:47:38.165 --> 00:47:39.205]  That's Permit the Cop!
[00:47:39.864 --> 00:47:41.084]  That smuggled the children!
[00:47:41.464 --> 00:47:42.605]  What's wrong with pedophilia?
[00:47:42.865 --> 00:47:45.306]  That's Kermit the Frog with throat polyps.
[00:47:45.606 --> 00:47:48.827]  His next puppet's gonna come out with a voice box.
[00:47:49.007 --> 00:47:50.587]  Hello, I want to drive the children.
[00:47:50.627 --> 00:47:52.528]  Gerald, what else is on your amazing radar?
[00:47:52.548 --> 00:47:54.008]  Hey, can I say one thing about Gerald?
[00:47:54.028 --> 00:47:55.329]  Can I say one thing about Gerald, Alex?
[00:47:55.509 --> 00:47:56.429]  He's unbelievably smart.
[00:47:56.449 --> 00:47:57.269]  That he's mine now?
[00:47:57.349 --> 00:47:58.350]  Gerald is my litmus test.
[00:47:58.790 --> 00:47:59.630]  Gerald is my litmus test.
[00:47:59.650 --> 00:48:04.371]  He's such a, he's, I don't want to say Boy Scout because he's firm, but he's such a nice guy.
[00:48:04.531 --> 00:48:09.493]  He's such a good man that if someone says, hey, Gerald is a piece of, I go, oh, that person is a liar.
[00:48:10.034 --> 00:48:13.504]  Because you're not going to find a guy nicer and more steadfast than Jerry.
[00:48:13.524 --> 00:48:14.025]  Well, I'm a liar.
[00:48:16.238 --> 00:48:17.419]  Well, Steven, haven't you heard?
[00:48:17.439 --> 00:48:18.179]  I'm very threatening.
[00:48:18.639 --> 00:48:20.040]  Yes, oh yes, you're very threatening.
[00:48:20.180 --> 00:48:20.760]  Yes, yes, yes.
[00:48:20.800 --> 00:48:22.861]  Running an office is a threatening thing to do.
[00:48:22.881 --> 00:48:25.282]  No, look, we're looking to expand.
[00:48:25.582 --> 00:48:29.324]  We've talked about documentaries and some series that we want to do as well in Mug Club.
[00:48:29.704 --> 00:48:32.465]  Just as this grows, really, the sky's the limit, right?
[00:48:32.485 --> 00:48:39.428]  So these guys, the comedians in the room, man, gosh, keeping up with them is very difficult, but they were supposed to be the last line of defense for free speech, right?
[00:48:39.468 --> 00:48:41.028]  The Canary in the Coal Mine, you were part of that.
[00:48:41.409 --> 00:48:49.492]   When they started coming after comedians and saying, your comedy's not okay, That's when we started, like, there's no safe place left for free speech, right?
[00:48:49.552 --> 00:48:53.555]  So having comedians kind of be at the forefront of this makes perfect sense.
[00:48:53.595 --> 00:48:59.638]  Having those specials coming out so more comedians can come and get the best of both worlds of exposure and finances on their specials.
[00:49:00.038 --> 00:49:00.698]  That's fantastic.
[00:49:00.718 --> 00:49:01.699]  But there are so many other things.
[00:49:01.739 --> 00:49:03.440]  The animated series that Steven talked about.
[00:49:03.480 --> 00:49:06.561]  I think he had like a 10-part series already written.
[00:49:06.581 --> 00:49:07.522]  We need to find the right animator.
[00:49:08.302 --> 00:49:09.483]  Yeah.
[00:49:09.543 --> 00:49:10.763]  That's the fun thing about Mug Club.
[00:49:10.903 --> 00:49:12.544]  If you have an idea, great!
[00:49:12.764 --> 00:49:13.284]  Let's do it.
[00:49:13.344 --> 00:49:15.025]  Nick and I are talking about doing a sports show.
[00:49:15.645 --> 00:49:19.767]  It may only have one episode, but we're going to try to put it up.
[00:49:19.807 --> 00:49:20.528]  You've got our Bible.
[00:49:20.908 --> 00:49:22.209]  Yeah, the apologetics thing.
[00:49:22.229 --> 00:49:25.430]  I think one goes up this week, and the next one goes up next week.
[00:49:25.630 --> 00:49:26.231]  But you know what?
[00:49:26.311 --> 00:49:27.311]  This is really important to note.
[00:49:27.511 --> 00:49:33.614]   So when you talk about sports, you have a lot of these conservative programs out there that will say, Oh, we're doing a comedy show, but none of them have ever done comedy.
[00:49:33.634 --> 00:49:34.354]  We're going to do a sports show.
[00:49:34.634 --> 00:49:36.095]  Nick had a sports show, right?
[00:49:36.135 --> 00:49:38.055]  One of the incredibly popular sports show.
[00:49:38.355 --> 00:49:40.616]  Brian Callen has a sports show that relates to fighting.
[00:49:40.696 --> 00:49:42.457]  And Gerald was on full scholarship at Notre Dame.
[00:49:42.737 --> 00:49:46.578]  These aren't billionaires saying, hey, let's have these guys talk sports and make some money off the sports audience.
[00:49:46.898 --> 00:49:50.940]  These people have been doing it their whole life, and it was taken from them because of their points of view.
[00:49:51.080 --> 00:49:51.600]  That's what we want.
[00:49:51.620 --> 00:49:53.640]  The left will hold it against you for being a jock.
[00:49:53.740 --> 00:49:53.900]  Yeah.
[00:49:54.001 --> 00:49:54.601]  It's so funny.
[00:49:54.621 --> 00:49:55.221]  It's all about power.
[00:49:55.481 --> 00:50:00.868]  Yeah, well they were the nerds and that, you know, like somebody said, the nerds have the key to the gym right now.
[00:50:01.028 --> 00:50:01.208]  Yeah.
[00:50:01.409 --> 00:50:02.390]  And they friggin...
[00:50:03.753 --> 00:50:06.734]  I was about to say, I'm built like a gorilla and I'm the little guy around here.
[00:50:06.794 --> 00:50:09.595]  You're built like the barrel people use to go over the waterfalls.
[00:50:09.615 --> 00:50:11.955]  The guy there looks like Kevin.
[00:50:12.215 --> 00:50:13.096]  Oh yeah, my friend Kevin.
[00:50:13.436 --> 00:50:15.436]  Yeah, that's the man who just, he's just born that way.
[00:50:15.536 --> 00:50:16.056]  He's 6'8", 340.
[00:50:16.236 --> 00:50:17.637]  Yeah, and ripped.
[00:50:17.697 --> 00:50:19.977]  Yeah, yeah, yeah, you just can't teach it.
[00:50:20.338 --> 00:50:21.378]  Like Hulk Hogan.
[00:50:21.458 --> 00:50:23.618]  But you know what though, too, same thing that happened with the conservative movement.
[00:50:24.119 --> 00:50:30.780]  Nick, doesn't it bother you more, like you expect the media to come after you, right, and do the hit pieces, but when comics would say, oh, you know, you really shouldn't say that, or that's too far.
[00:50:30.860 --> 00:50:32.321]  That for me is when I get so scared.
[00:50:33.201 --> 00:50:35.262]  Yeah, it's the comics going after other comics.
[00:50:35.643 --> 00:50:49.632]  Well, when I put my last special out on the album cover, it was me giving the finger to a woke audience, and I grabbed a picture of a Native American woman, a lesbian, whatever.
[00:50:49.912 --> 00:50:51.273]  And a black guy.
[00:50:51.613 --> 00:50:55.115]  And the black guy happened to be, um, it was a stock photo.
[00:50:55.415 --> 00:50:56.095]  I just grabbed it.
[00:50:56.115 --> 00:50:59.197]  He happened to be one of the first guys to head up BLM.
[00:50:59.657 --> 00:51:01.458]  Ended up getting shot in New Orleans.
[00:51:01.558 --> 00:51:01.838]  Oh no.
[00:51:01.978 --> 00:51:08.261]  And they thought I chose some female comic who's not even on the goddamn radar in New York, like an open mic-er.
[00:51:08.501 --> 00:51:11.703]  Some Asian girl complained that I chose him intentionally.
[00:51:11.723 --> 00:51:13.804]  And it started a whole big brouhaha.
[00:51:15.344 --> 00:51:16.745]  Yeah, it's the most absurd thing in the world.
[00:51:16.765 --> 00:51:18.546]  But look, it's all about we've done something wrong.
[00:51:18.606 --> 00:51:20.667]  No, we've not been arrested, we're not committing crimes, leave us alone.
[00:51:21.007 --> 00:51:21.927]  You guys gotta go.
[00:51:22.207 --> 00:51:24.008]  Some stations don't care that it's the next five.
[00:51:24.388 --> 00:51:28.350]  And then we've got Pastor Rodney Howard-Brown who's going to South Africa with all the mass murder going on there.
[00:51:28.650 --> 00:51:29.130]  He's going to join us.
[00:51:29.150 --> 00:51:32.891]  But do five more minutes with me because I want to talk about how people find this.
[00:51:32.911 --> 00:51:36.853]  People can find Nick DiPaolo at nickdip.com, nickdip.com.
[00:51:37.613 --> 00:51:38.794]  BrianKellen.com.
[00:51:38.814 --> 00:51:39.214]  He couldn't be here.
[00:51:39.234 --> 00:51:39.694]  Had to fly out.
[00:51:39.714 --> 00:51:40.395]  Amazing guy.
[00:51:40.875 --> 00:51:41.535]  The Mug Club.
[00:51:42.056 --> 00:51:47.098]  The best place to go is simply JonesCrowder.com and you get a month free at JonesCrowder.com.
[00:51:47.498 --> 00:51:48.399]  This is all being added.
[00:51:48.419 --> 00:51:49.259]  This is all going down.
[00:51:49.299 --> 00:51:50.000]  This is huge.
[00:51:50.380 --> 00:51:51.620]  JonesCrowder.com.
[00:51:51.640 --> 00:51:52.341]  You want us to fight?
[00:51:52.381 --> 00:51:53.101]  You want us to build it?
[00:51:53.441 --> 00:51:54.602]  You want us to do it?
[00:51:54.902 --> 00:51:58.044]  Then don't just take $40 billion away from Anheuser-Busch, though I love that.
[00:51:58.424 --> 00:52:01.105]  How about you just support us and we will make you proud.
[00:52:01.365 --> 00:52:02.286]  It's not like we're lightweights.
[00:52:02.526 --> 00:52:05.889]  We're at the tip of the spear, and this is a big deal for Steven Crowder.
[00:52:06.130 --> 00:52:10.114]  He's got big balls, because all the rest of the conservatives, I don't even think, have penises.
[00:52:10.474 --> 00:52:12.676]  So we're going to need at least the leadership of him.
[00:52:13.137 --> 00:52:14.098]  He'll be right back.
[00:52:14.358 --> 00:52:14.818]  Stay with us.
[00:52:14.858 --> 00:52:15.959]  Hour number two straight ahead.
[00:52:16.800 --> 00:52:19.323]  Alright, this is a big announcement, a very exciting day.
[00:52:19.343 --> 00:52:24.128]  I don't even have words to hype it here with Steven Crowder and the rest of his amazing crew.
[00:52:24.188 --> 00:52:25.229]  We obviously have Gerald.
[00:52:25.849 --> 00:52:29.232]  Morgan here, Brian Kellen couldn't be here, but he's briankellen.com.
[00:52:29.592 --> 00:52:31.594]  Nick Napalos here, the Hodge twins as well.
[00:52:31.674 --> 00:52:32.715]  Again, Brian just flew out.
[00:52:33.115 --> 00:52:35.277]  Each of you guys, thanks for staying over this last five minutes.
[00:52:35.678 --> 00:52:36.798]  Closing comment from Nick.
[00:52:37.519 --> 00:52:38.480]  I'm just excited.
[00:52:38.660 --> 00:52:41.903]  I'm in the presence of greatness, and I had nowhere to go.
[00:52:43.684 --> 00:52:46.226]  Luckily, my career, you know, I was flying under the radar.
