[00:00:00.000 --> 00:00:07.599]  [outro music]
[00:41:25.745 --> 00:41:26.726]  I want to play this clip.
[00:41:26.866 --> 00:41:31.350]  Chinese government propaganda warning citizens to maintain their social credit score.
[00:41:32.131 --> 00:41:47.344]  If you are on the blacklist, you can't purchase train, plane, tickets, book hotel room, get a bank loan, and your face and ID number will display on a giant screen for everyone to shame you on the streets and in the business while you're there.
[00:41:48.746 --> 00:41:54.991]   And China openly shows The Communist Party, people trying to get a plane ticket with their young daughter, a husband and a wife.
[00:41:55.151 --> 00:41:56.331]  Sorry, you can't fly.
[00:41:58.452 --> 00:42:00.893]  And they hand him a scan saying he's been banned from travel.
[00:42:01.373 --> 00:42:10.576]  The Chinese government said last year, you will not be able to travel one foot outside your home if you do not have the authorization by the system.
[00:42:11.667 --> 00:42:22.513]  We have the videos of people scrambling, holding up that they've got a green pass, and they should be able to travel, begging to just get on buses, because when the systems can immediately go down, nobody can travel.
[00:42:22.993 --> 00:42:27.436]  This is turning everything into a giant open-air prison.
[00:42:27.635 --> 00:42:32.434]   Now radio listeners obviously won't be able to see this, so I'll try to narrate some of it,
[00:42:32.434 --> 00:42:34.996]  but go ahead and roll the short minute clip with audio.
[00:42:34.996 --> 00:42:46.195]  By the way, hit pause to start it over.
[00:42:46.415 --> 00:42:58.905]  It starts, if you're a radio listener, we're on a lot of radio stations right now, with a mother and a father going to the airport, and they don't show the innocent child, so there's a bunny rabbit, a cartoon bunny rabbit is seen walking with the parents, but that's their child.
[00:42:59.566 --> 00:43:02.108]  Because the child's innocent, we're not going to show her face.
[00:43:02.568 --> 00:43:07.612]  It's obviously a little girl, shows her little girl's bag, being dragged behind the animated bunny rabbit.
[00:43:07.993 --> 00:43:09.154]  But she is being punished.
[00:43:10.390 --> 00:43:11.650]  And she's not allowed to go places.
[00:43:11.910 --> 00:43:13.911]  And that's the message, is we're holding your children hostage.
[00:43:14.191 --> 00:43:23.473]  And once you give in to what the CCP wants, or what Bill Gates wants, or what the New World Order wants, once you eat the bugs, once you drink the sewage water, once you owe nothing, have nothing, and like it, there'll always be more demands.
[00:43:24.333 --> 00:43:27.274]  What fool would ever want to be under the control of this?
[00:43:27.634 --> 00:43:31.095]  What idiot would submit to this, ladies and gentlemen?
[00:43:31.355 --> 00:43:32.755]  This is terrorizing the public.
[00:43:33.235 --> 00:43:33.975]  And this has been done.
[00:43:34.015 --> 00:43:39.337]   We showed you years ago in China, people trying to get on trains, people trying to Go anywhere, try to buy groceries.
[00:43:39.357 --> 00:43:41.518]  You can't, because the government's mad at you.
[00:43:41.859 --> 00:43:43.419]  No judge, no jury, it just happens.
[00:43:44.060 --> 00:43:45.281]  Poor corporations are mad at you.
[00:43:45.941 --> 00:43:48.062]  And in the West, it'll be run by the corporations, not the government.
[00:43:49.703 --> 00:43:50.764]  That's what de-platforming is.
[00:43:51.124 --> 00:43:51.965]  That's what all this is.
[00:43:52.505 --> 00:43:53.406]  Start it over, please.
[00:43:53.426 --> 00:43:56.387]  Sorry, you are unauthorized.
[00:43:56.228 --> 00:44:00.146]  (speaking in foreign language)
[00:44:00.146 --> 00:44:11.907]   They put their hand up to you and say, "Sorry, you are not allowed to travel."
[00:44:11.907 --> 00:44:15.907]  [Music]
[00:44:14.182 --> 00:44:15.923]  Now the same guy tries to go do something else.
[00:44:17.144 --> 00:44:18.705]  He wants to book into a hotel.
[00:44:18.725 --> 00:44:19.745]  You can't have a hotel room.
[00:44:19.785 --> 00:44:19.845]  Huh?
[00:44:19.865 --> 00:44:23.507]  Hit pause again.
[00:44:23.347 --> 00:44:27.007]  (speaking in foreign language)
[00:44:27.007 --> 00:44:28.407]  You can't have a hotel room.
[00:44:28.407 --> 00:44:32.507]  Hit pause again.
[00:44:32.507 --> 00:44:36.865]   And under these new systems, whether it's Australia or China or Europe, now coming here, Canada,
[00:44:36.865 --> 00:44:43.787]   mom and pops have to implement all this as well and they could be penalizing things, see.
[00:44:43.800 --> 00:44:49.564]  So it's also about getting rid of the low-level infrastructure, only having big box store, big corporations.
[00:44:50.264 --> 00:44:51.445]  So, continue.
[00:44:52.845 --> 00:44:58.589]  How does he get a bank loan?
[00:44:58.789 --> 00:44:59.789]  Sorry.
[00:44:59.789 --> 00:45:12.388]  Then he goes out on the street.
[00:45:12.388 --> 00:45:14.789]  They see his face up there.
[00:45:14.789 --> 00:45:16.789]  And they won't even talk to him.
[00:45:16.789 --> 00:45:26.789]  [BLANK_AUDIO]
[00:45:18.858 --> 00:45:31.526]   Now under the Cultural Revolution, and Mao Zedong's great leap forward, They would just have the young people go stone you or beat you up or burn down your house because they handed out flyers saying you were the bad guy.
[00:45:32.186 --> 00:45:33.087]  No need for the state to do it.
[00:45:33.627 --> 00:45:34.928]  And then they would get brownie points for doing it.
[00:45:34.968 --> 00:45:45.356]  Now, it's just digital everywhere, like you saw in Minority Report 20 years ago with Tom Cruise, where once he's on the run, suddenly all the jumbotrons and all the high tech.
[00:45:46.236 --> 00:45:50.740]  Well, California is going to come out with digital license plates, they're saying, that also flash images.
[00:45:51.795 --> 00:45:53.216]  Of who's in trouble and who's bad.
[00:45:53.316 --> 00:45:56.798]  I mean, this is the holy grail of their control.
[00:45:57.118 --> 00:45:58.499]  And here's an example here in the United States.
[00:45:58.899 --> 00:46:04.343]   PNC Bank abruptly cuts off Donald Trump Jr.' 's news site, MXM News.
[00:46:05.504 --> 00:46:12.248]  It's being reported, saying we are not going to support your political activities, so you are banned from having a bank account with us.
[00:46:13.666 --> 00:46:14.226]  Here's another one.
[00:46:14.246 --> 00:46:15.327]  It's only a two-and-a-half-minute report.
[00:46:15.347 --> 00:46:17.587]  And remember, this is Sky News.
[00:46:17.948 --> 00:46:22.627]   initiatives will bring a new dark age upon us. Daniel Wild and Alan Jones out
[00:46:22.627 --> 00:46:27.748]   of Australia. And remember, this is Sky News, everything happening there is the
[00:46:27.748 --> 00:46:34.987]   exact same program against us. So it's the same people say, "Why do you care about
[00:46:35.471 --> 00:46:38.411]  There's this built-in, why do we care about what's happening in North Korea?
[00:46:38.431 --> 00:46:39.472]  Why do we care about what's happening in China?
[00:46:39.492 --> 00:46:40.912]  Why do we care about what's happening in Mexico?
[00:46:41.252 --> 00:46:47.014]  Because the new world order is trying their initiatives everywhere, and like dominoes, when one country falls, it falls on us.
[00:46:47.314 --> 00:46:49.055]  Plus, these are fellow humans we've got to fight for.
[00:46:50.215 --> 00:46:51.295]  Here's a blast from the past.
[00:46:51.415 --> 00:46:53.936]  EU should consider mandatory vaccination.
[00:46:54.976 --> 00:46:57.277]  Ursula van der Linde, head of the EU.
[00:46:58.715 --> 00:47:06.145]  Here's another one with her saying we're going to censor you and ban anybody and arrest anybody that disagrees with the shots or says they don't work.
[00:47:06.165 --> 00:47:08.167]  I mean, they're just lying, psychotic criminals.
[00:47:09.229 --> 00:47:10.090]  And it goes on.
[00:47:10.914 --> 00:47:12.455]  And on and on.
[00:47:12.475 --> 00:47:20.678]  And then we've got Kevin O'Leary dumps on Newsom's California and says it's unlivable and no business will be able to operate there soon.
[00:47:21.138 --> 00:47:22.218]  That's the plan.
[00:47:22.418 --> 00:47:24.819]  Only the megacorporations will be able to operate.
[00:47:24.839 --> 00:47:26.520]  But first they've got to collapse everything.
[00:47:27.240 --> 00:47:29.461]  So let's play those clips back to back.
[00:47:29.521 --> 00:47:32.662]  Let's play Alan Jones in Australia.
[00:47:32.682 --> 00:47:35.924]  And then let's play the Kevin O'Leary clip on CNN.
[00:47:38.669 --> 00:47:42.935]  Because this just illustrates what the plan is, a post-industrial world.
[00:47:43.335 --> 00:47:45.819]  It's warfare, but not with tanks and planes.
[00:47:46.660 --> 00:47:47.561]  That's only if they need them.
[00:47:47.661 --> 00:47:49.263]  It's economic, it's cultural.
[00:47:49.744 --> 00:47:50.344]  Here are the clips.
[00:47:51.286 --> 00:47:51.506]  I know.
[00:47:51.526 --> 00:47:55.088]  I mean, I have said for years this is a national economic suicide note.
[00:47:55.148 --> 00:47:57.350]  Well, the economy is about to commit suicide.
[00:47:57.630 --> 00:48:01.392]  I mean, unless someone changes direction, Daniel, we are facing the Dark Ages.
[00:48:01.692 --> 00:48:04.054]  I mean, these net zero goals are ludicrous.
[00:48:04.734 --> 00:48:20.504]  As the Spectator magazine editorialised, Daniel, this week, and I quote this, this stupidity has manifested itself in perfectly good coal-fired power stations literally being blown to smithereens to the applause of fools and shysters.
[00:48:21.224 --> 00:48:33.969]  It says the last decade has seen our energy infrastructure dismantled at breathtaking speed, accompanied by a blizzard of false promises about new technologies and to the tune of ever-soaring household bills.
[00:48:35.049 --> 00:48:39.551]  Daniel, there was a time when the Coalition held out against this madness.
[00:48:39.831 --> 00:48:41.252]  Tony Abbott once called it crap.
[00:48:41.952 --> 00:48:51.481]  But you've said the top 10, your research, New South Wales legislative assembly seats with the most jobs at risk are in rural or regional areas.
[00:48:54.163 --> 00:48:55.204]  That's exactly right.
[00:48:55.384 --> 00:49:02.255]   It's those in the regions that don't have a voice because both sides of politics ...backed in these destructive policies.
[00:49:02.936 --> 00:49:05.739]  In 2013, you referred to Tony Abbott.
[00:49:05.759 --> 00:49:15.250]  Well, he won that election in a landslide against all of the predictions of the, you know, the elite media people and the aficionados on his promise to axe the carbon tax.
[00:49:15.670 --> 00:49:19.355]  And he brought with him a great majority of the Australian people who knew...
[00:49:20.342 --> 00:49:29.126]  It was all environmental, all economic pain for no environmental gain, yet we continue to pursue these policies.
[00:49:29.446 --> 00:49:30.507]  Prices have already gone up.
[00:49:30.547 --> 00:49:33.628]  You look at the energy bills of households and small businesses.
[00:49:33.848 --> 00:49:35.349]  They've gone up by thousands of dollars.
[00:49:35.669 --> 00:49:51.773]   The government itself in the budget has acknowledged it's going to go up by 50% at least over the next two years, yet under the policy of net zero, at least six more, six more large coal-fired power stations are going to close down.
[00:49:51.973 --> 00:49:54.895]  This is going to get a lot worse before it gets better, Alan.
[00:49:54.915 --> 00:49:57.336]  Well, let's amplify this and be specific.
[00:49:57.376 --> 00:50:07.383]  Now, what the research of the IPA has said, Daniel's research, 63,765 jobs to go in agriculture.
[00:50:07.423 --> 00:50:09.004]  Let's just take that point quickly, Daniel.
[00:50:11.883 --> 00:50:18.946]  Well, Alan, we last week toured through some of these areas, Tamworth, Narrabri, Gunnedah, Armidale, Muzzlebrook.
[00:50:19.326 --> 00:50:22.687]  These are the communities that are going to feel it.
[00:50:23.127 --> 00:50:29.429]  And when those jobs go, it's not just the direct jobs, it's all of the other jobs that rely on that primary production.
[00:50:29.709 --> 00:50:39.473]  If you walk down the main streets of these towns, cafes, hospitality, chemists, pharmacies, they all rely on the income that's generated from farming or from mining.
[00:50:40.769 --> 00:50:47.932]  Just in terms of your point about farming, we've already had the Federal Government say they want to impose a methane tax, which is a tax on cattle.
[00:50:48.293 --> 00:50:51.614]  Not only is that critical for our own food supply, we export it.
[00:50:51.854 --> 00:50:54.996]  Because we have such high quality produce here, we export it.
[00:50:55.296 --> 00:50:58.597]  It provides nutrition around the world and it earns export revenue.
[00:50:58.978 --> 00:50:59.758]  Where does that revenue go?
[00:51:00.310 --> 00:51:05.154]  When you go, it goes into schools, roads and hospitals and law enforcement that benefits the entire community.
[00:51:05.574 --> 00:51:11.018]  But this clipboard class with triplicate forms, they don't get how wealth's created and how it's spread around the community.
[00:51:11.158 --> 00:51:13.039]  This is the state where I grew my kids.
[00:51:13.099 --> 00:51:15.521]  I mean, our family grew up in Boston, Massachusetts.
[00:51:15.921 --> 00:51:22.426]  We left there to move to Florida, like everybody else is, because it's such a tough place to... You know, this is a tough message.
[00:51:22.486 --> 00:51:25.769]  People really are critical about this, but somebody has to call it out.
[00:51:26.249 --> 00:51:30.790]  Because this is a competition of states now, and we don't put money there anymore.
[00:51:30.850 --> 00:51:33.591]  We put it in other places, and jobs are created elsewhere.
[00:51:33.971 --> 00:51:40.933]  Over time, this is going to diminish New Jersey, diminish New York, diminish Massachusetts, and California, out of business.
[00:51:41.233 --> 00:51:41.773]  Out of business.
[00:51:42.053 --> 00:51:42.674]  El Morte.
[00:51:42.914 --> 00:51:43.574]  No business there.
[00:51:43.974 --> 00:51:44.854]  You can't do business there.
[00:51:45.474 --> 00:51:46.995]  I don't know what that place is going to turn into.
[00:51:47.015 --> 00:51:47.935]  Maybe a tourist zone.
[00:51:48.395 --> 00:51:49.055]  But no business.
[00:51:49.355 --> 00:51:50.596]  Imagine San Francisco.
[00:51:50.736 --> 00:51:52.616]  You can't even walk at night out in the street.
[00:51:54.037 --> 00:51:54.357]  Sorry.
[00:51:56.681 --> 00:52:02.348]  Today I want to take the opportunity to talk about an important piece of legislation that may or may not yet be on your radar.
[00:52:03.109 --> 00:52:12.680]  Last week I introduced the Central Bank Digital Currency Anti-Surveillance State Act to halt the efforts of unelected bureaucrats here in Washington, D.C.
[00:52:13.080 --> 00:52:16.564]  from stripping Americans of their right to financial privacy.
[00:52:17.625 --> 00:52:28.760]  Digital assets and the digital economy are the future, but the Federal Reserve should play no role in developing a central bank digital currency, or otherwise known as a CBDC.
[00:52:29.341 --> 00:52:32.525]  The consequences, if we get it wrong, are far too serious.
[00:52:33.226 --> 00:52:43.133]  The Biden administration is currently itching to create a digital, authoritarian-style, surveillance-style digital dollar.
[00:52:43.874 --> 00:52:51.379]  And through an executive order, they are pursuing analysis on a retail CBDC that would not be open, permissionless, or private.
[00:52:53.661 --> 00:53:02.167]  In fact, it would be ridden with significant risk to Americans' privacy, security, financial inclusion, and a whole lot more.
[00:53:02.688 --> 00:53:11.654]  This kind of digital currency would give the federal government access to and control over literally every financial transaction conducted by Americans.
[00:53:12.295 --> 00:53:17.579]  That's why I, along with a number of my colleagues, introduced the CBDC Anti-Surveillance State Act.
[00:53:18.019 --> 00:53:22.823]  It's going to prohibit the Fed from issuing a CBDC directly to anyone.
[00:53:23.815 --> 00:53:29.559]  It's going to bar the Fed from using the CBDC to implement monetary policy and control our economy.
[00:53:30.159 --> 00:53:38.284]  And it's going to require the Fed's CBDC projects to be transparent, if they get to go forward, to be transparent to Congress and the American people.
[00:53:38.344 --> 00:53:47.410]  We need these common sense guardrails to prevent unelected bureaucrats here in Washington from sacrificing Americans' right to financial privacy.
[00:53:47.990 --> 00:53:50.571]  I think Mike Gallagher's committee is going to show us tonight.
[00:53:51.052 --> 00:53:54.434]  We do not want to emulate the CCP.
[00:53:54.494 --> 00:54:00.317]  We should not be taking our direction from the Communist Party of China.
[00:54:01.157 --> 00:54:02.978]  Developing a digital version of the U.S.
[00:54:03.018 --> 00:54:14.264]  dollar that makes transactions more efficient, extends financial inclusion, and does not compromise American sovereignty or privacy will send us into the next several generations of the digital economy.
[00:54:14.144 --> 00:54:16.144]  I mean, we can't afford to get this wrong.
[00:54:16.144 --> 00:54:21.144]  [Music]
[00:54:21.144 --> 00:54:24.144]   And the Federal Reserve announced two weeks ago they are rolling out
[00:54:24.144 --> 00:54:28.144]   the Central Bank digital currency that tracks everywhere you go, what you buy, what you do.
[00:54:28.144 --> 00:54:29.144]  No Fourth Amendment.
[00:54:29.144 --> 00:54:33.144]   And they can devalue the money in live time or increase the value in live time,
[00:54:33.144 --> 00:54:35.144]  depending on where you spend it.
[00:54:35.144 --> 00:54:45.144]  [BLANK_AUDIO]
[00:54:36.263 --> 00:54:37.363]  The holy grail of control.
[00:54:37.783 --> 00:54:49.570]  If you think the no-fly list that I told you 20 years ago would be used on patriots, which they now admit it is used against millions of innocent people, remember the IRS got legislation introduced eight years ago under Obama, and it didn't pass.
[00:54:50.552 --> 00:54:56.794]  That if you were behind on your taxes, no judge, no jury, hadn't been found, they just said it, you couldn't fly on an airplane.
[00:54:59.255 --> 00:55:00.836]  You couldn't be on an Amtrak.
[00:55:01.816 --> 00:55:04.877]  And they said later you won't be able to pay for a hotel.
[00:55:05.477 --> 00:55:09.399]  Everything the Chai comms have done has been designed here in America.
[00:55:11.700 --> 00:55:14.601]  It's not the American government, it's the criminal globalist corporations.
[00:55:15.581 --> 00:55:21.020]   And now the government of the Netherlands Holland.
[00:55:22.041 --> 00:55:23.762]  It's the third biggest food producer in the world.
[00:55:23.802 --> 00:55:25.103]  They have the best farmers in the world.
[00:55:25.123 --> 00:55:25.964]  Nobody can deny it.
[00:55:27.104 --> 00:55:28.766]  The Dutch have a green thumb.
[00:55:29.526 --> 00:55:31.267]  They got green hands.
[00:55:32.448 --> 00:55:37.652]  And they've announced that up to a third of their farms are being forcibly taken.
[00:55:38.976 --> 00:55:39.476]  Right now.
[00:55:39.896 --> 00:55:46.077]  And the government doubled down, and they made the minister that did it all, the head of the UN program, to quote, stop the carbon of farming.
[00:55:46.257 --> 00:55:50.098]  And they say, farming, growing plants, cows, pigs, everything's bad.
[00:55:50.358 --> 00:55:50.998]  Life is bad.
[00:55:51.218 --> 00:55:54.939]  I told you, carbon dioxide coming out of a full power plant, they say is poison.
[00:55:55.219 --> 00:55:57.219]  But what do you think, what do you think we exhale, boys and girls?
[00:55:59.380 --> 00:56:00.160]  It's outrageous.
[00:56:00.260 --> 00:56:05.801]  And what was the problem with the clip out of Australia, and the clip out of California, and the clip from Congress?
[00:56:07.128 --> 00:56:09.389]  They say it's wrong what the globalists are doing.
[00:56:09.989 --> 00:56:11.310]  They say it'll destroy things.
[00:56:12.911 --> 00:56:18.433]  And they say the left and the social engineers don't know what they're doing.
[00:56:19.154 --> 00:56:22.095]  What, when they give you a poison shot that erases your immune system, gives you blood clots?
[00:56:22.495 --> 00:56:24.736]  When it was in the studies, when they did it in rats years before?
[00:56:26.157 --> 00:56:27.237]  They don't know what they're doing.
[00:56:27.257 --> 00:56:36.211]   I mean, if I walk up to you with a 12-gauge shotgun and put it up to your face and blow your head off, And I go, oh, I didn't know it would do that.
[00:56:36.331 --> 00:56:39.073]  I'm still going to prison, folks, because I knew damn well what it would do.
[00:56:41.155 --> 00:56:46.279]  Your neighbor comes over with a meat cleaver and chops your wife's hand off.
[00:56:46.819 --> 00:56:48.701]  She opens the door, he just hacks her hand off.
[00:56:49.421 --> 00:56:50.983]  Oh, I'm sorry, I didn't know what I was doing.
[00:56:51.263 --> 00:56:55.146]  We sit here and keep pretending like this isn't by design.
[00:56:55.586 --> 00:56:56.807]  Every damn bit of this.
[00:56:56.847 --> 00:56:57.648]  I'm going to say it again.
[00:56:58.789 --> 00:56:59.930]  I covered the numbers a month ago.
[00:57:01.513 --> 00:57:07.834]  When Biden first got in, he directed the IRS and the small portion of agents going after millionaires and billionaires.
[00:57:07.934 --> 00:57:10.755]  Whether you believe the IRS, income taxes, obviously it's a fraud.
[00:57:10.775 --> 00:57:13.935]  1913, 16th Amendment, we know that.
[00:57:14.756 --> 00:57:15.656]  17th Amendment, all that stuff.
[00:57:15.676 --> 00:57:16.736]  Same year the Federal Reserve came in.
[00:57:21.717 --> 00:57:22.737]  I'm not debating the income tax.
[00:57:22.797 --> 00:57:25.117]  I'm saying if you're going to have it, you should go after the producers.
[00:57:27.398 --> 00:57:27.518]  No.
[00:57:28.649 --> 00:57:37.477]  He hired then, last year, 87,000 more IRS agents to target $41,000 or less a year when they don't even bring in 6% of the revenue.
[00:57:37.857 --> 00:57:44.443]  Why would you have the majority, 95% of your agents, go after the poor working public?
[00:57:45.364 --> 00:57:46.265]  The blue collar people?
[00:57:48.206 --> 00:57:49.968]  Because you want to drive them into submission.
[00:57:49.988 --> 00:57:50.889]  You want to make them give up.
[00:57:52.987 --> 00:57:55.228]  That's war on the people.
[00:57:55.268 --> 00:57:57.850]  There's a checklist of what you do to destroy society.
[00:57:58.110 --> 00:57:59.171]  Attack the nuclear family.
[00:57:59.451 --> 00:58:00.151]  Attack men.
[00:58:01.572 --> 00:58:02.633]  Sexualize children.
[00:58:03.773 --> 00:58:07.535]  They are going down a checklist in this entire plan.
[00:58:07.575 --> 00:58:08.696]  Yeah, here's the IRS.
[00:58:09.937 --> 00:58:19.602]  They have one-day training seminars and then sign these people up to be armed agents and they practice going and arresting people at their houses.
[00:58:21.343 --> 00:58:22.044]  It's just insane.
[00:58:24.104 --> 00:58:26.584]  Remember it came out the IRS has billions of bullets?
[00:58:26.724 --> 00:58:27.725]  I mean, what is this?
[00:58:30.245 --> 00:58:32.005]  Google pays zero tax.
[00:58:33.206 --> 00:58:34.606]  Bill Gates pays zero tax.
[00:58:34.626 --> 00:58:36.226]  He puts his money in a tax-free foundation.
[00:58:37.206 --> 00:58:40.487]  Elon Musk got targeted and bitch cut, so he's paying us like 3% tax.
[00:58:41.867 --> 00:58:51.789]  The ultra-rich have written the laws where they don't pay taxes, but they write the laws that you do, not because they even need the money.
[00:58:51.809 --> 00:58:53.509]  The government just issues the currency and credit.
[00:58:55.073 --> 00:59:01.073]   But because they don't want you to do well, they want you poor under their control.
[00:59:01.073 --> 00:59:13.393]  And they are literally hiring IQ low IQ morons.
[00:59:13.645 --> 00:59:17.747]  By the way, the footage finally came out and I'm sending it to the crew on Thursday.
[00:59:18.107 --> 00:59:19.748]  See if you can pull it up in my messages.
[00:59:20.849 --> 00:59:21.950]  I forgot to get it on today's list.
[00:59:23.376 --> 00:59:26.760]  Remember the public schools around the country federally funded with Black Lives Matter?
[00:59:27.501 --> 00:59:29.603]  Michigan, California, New York.
[00:59:30.784 --> 00:59:54.307]   Came out two weeks ago that during Black History Month, they marched the white pupils in middle school Out to the parking lot, and then the black students, led by black teachers and leftists, scream at them and tell them they're bad, in basically an open-air re-education camp.
[00:59:57.328 --> 01:00:03.131]  And then order them to sign up for extracurricular Black Lives Matter training after school hours.
[01:00:05.972 --> 01:00:06.853]  Yeah, they found the footage.
[01:00:07.073 --> 01:00:07.653]  Just some of it.
[01:00:11.454 --> 01:00:14.317]  And they induct them into a cult that's really just communist.
[01:00:15.137 --> 01:00:16.519]  You're not against black people, are you?
[01:00:16.539 --> 01:00:19.702]  Well then, you're in our communist cult to prove you're not bad.
[01:00:21.183 --> 01:00:22.904]  They're just using black people, folks.
[01:00:22.964 --> 01:00:26.227]  It's not black people that are running this or controlling this.
[01:00:26.247 --> 01:00:28.790]  This is total social engineering.
[01:00:30.080 --> 01:00:31.281]  Let's listen to this moron.
[01:00:31.301 --> 01:00:32.182]  You can see the full interview.
[01:00:32.202 --> 01:00:33.303]  It's on InfoWorks.com.
[01:00:33.944 --> 01:00:36.606]  It's on Dr. Simon Goddick's site on Twitter.
[01:00:37.187 --> 01:00:38.748]  I no longer wish to be part of this world.
[01:00:39.048 --> 01:00:40.670]  Here's a young man here in the U.S.
[01:00:40.850 --> 01:00:49.838]  saying that farming is the worst carbon producer, and since everything carbon is bad, you know, carbon-based life forms, we got to ban all the farms.
[01:00:49.978 --> 01:00:52.741]  Where does this idiot think he gets the damn food?
[01:00:53.061 --> 01:00:55.403]  But that's the mindlessness of these people.
[01:00:55.423 --> 01:00:55.744]  Here it is.
[01:00:56.747 --> 01:00:57.769]  Farming needs to stop.
[01:00:57.990 --> 01:01:00.154]  That's the single biggest driver of climate change.
[01:01:02.073 --> 01:01:03.073]  That's the single biggest driver of climate change.
[01:01:03.093 --> 01:01:03.513]  Farming needs to stop.
[01:01:03.533 --> 01:01:04.694]  That's the single biggest driver of climate change.
[01:01:04.714 --> 01:01:05.354]  Farming needs to stop.
[01:01:05.594 --> 01:01:07.434]  That's the single biggest driver of climate change.
[01:01:07.454 --> 01:01:07.955]  Farming needs to stop.
[01:01:07.975 --> 01:01:09.015]  That's the single biggest driver of climate change.
[01:01:09.035 --> 01:01:09.495]  Farming needs to stop.
[01:01:09.515 --> 01:01:11.235]  That's the single biggest driver of climate change.
[01:01:11.255 --> 01:01:11.796]  Farming needs to stop.
[01:01:11.816 --> 01:01:12.836]  That's the single biggest driver of climate change.
[01:01:12.856 --> 01:01:13.296]  Farming needs to stop.
[01:01:13.316 --> 01:01:15.056]  That's the single biggest driver of climate change.
[01:01:15.076 --> 01:01:15.597]  Farming needs to stop.
[01:01:15.617 --> 01:01:16.757]  That's the single biggest driver of climate change.
[01:01:16.777 --> 01:01:17.257]  Farming needs to stop.
[01:01:17.277 --> 01:01:18.317]  That's the single biggest driver of climate change.
[01:01:18.337 --> 01:01:18.797]  Farming needs to stop.
[01:01:18.817 --> 01:01:19.938]  That's the single biggest driver of climate change.
[01:01:19.958 --> 01:01:20.378]  Farming needs to stop.
[01:01:20.398 --> 01:01:21.778]  That's the single biggest driver of climate change.
[01:01:21.798 --> 01:01:22.478]  Farming needs to stop.
[01:01:22.498 --> 01:01:23.679]  That's the single biggest driver of climate change.
[01:01:23.699 --> 01:01:24.439]  Farming needs to stop.
[01:01:24.459 --> 01:01:25.979]  That's the single biggest driver of climate change.
[01:01:26.019 --> 01:01:26.599]  Farming needs to stop.
[01:01:26.619 --> 01:01:28.160]  That's the single biggest driver of climate change.
[01:01:28.180 --> 01:01:28.660]  Farming needs to stop.
[01:01:30.819 --> 01:01:32.640]  It's like space aliens took over or something.
[01:01:33.201 --> 01:01:41.186]  Everything that's biological, everything that works, everything that's good, everything that's designed for us, by God, is being taken away in front of us.
[01:01:42.167 --> 01:01:51.153]  And whether you're in England, or the UK, or the Netherlands, or Germany, or Italy, or Australia, or New Zealand, everywhere, they are bringing out the new carbon taxes.
[01:01:51.193 --> 01:01:52.634]  Did you notice what happened a couple days ago?
[01:01:52.654 --> 01:01:54.195]  An update on your iPhones.
[01:01:54.395 --> 01:01:57.317]  And Apple's always ahead of it, so it'll be on Droid by next week, I predict.
[01:02:00.014 --> 01:02:01.275]  What happened, ladies and gentlemen?
[01:02:04.137 --> 01:02:06.879]  Well, well, welly, well, well.
[01:02:08.760 --> 01:02:09.280]  What happened?
[01:02:10.621 --> 01:02:14.984]  New iPhone charging feature turns itself on by default.
[01:02:15.465 --> 01:02:17.646]  What is it and how to disable it?
[01:02:18.067 --> 01:02:18.427]  For now.
[01:02:19.748 --> 01:02:24.371]  And the new iPhones have a carbon tax system on them.
[01:02:25.151 --> 01:02:27.073]  Clean energy charging on iPhone.
[01:02:27.113 --> 01:02:28.554]  What it means and how to turn it off.
[01:02:30.009 --> 01:02:30.430]  For now.
[01:02:31.812 --> 01:02:34.136]  Just like we have all the smart meters and the rest of it.
[01:02:34.156 --> 01:02:37.442]  In fact, I have a clip here of the smart meters.
[01:02:39.335 --> 01:02:47.498]  And how, oh, Australian, which is the beta test, their prices have exploded so bad, they've tripled in the last five years under carbon regulations.
[01:02:47.898 --> 01:02:53.560]  But don't worry though, now the new smart thermostat, which all the new ones have been for a decade, it'll now control your house.
[01:02:53.580 --> 01:02:57.421]  Remember how big it was last year when people in Denver, thousands of them videotaped and put it online?
[01:02:57.821 --> 01:03:01.803]  It said, oh, for the carbon, for the earth, we're going to set your thermostat to 78.
[01:03:02.943 --> 01:03:04.664]  You can't set it below 78 to save the earth.
[01:03:06.104 --> 01:03:17.113]  It's all AI in your house, making you a prisoner, and all over the world, under this, they're banning space heaters, gas heaters, and fireplaces, and they're trying to ban gas stoves.
[01:03:17.394 --> 01:03:22.298]  And they went, well, yeah, it's a conspiracy theory to not like we're going to ban your gas stove, but yeah, it's a proposal.
[01:03:23.359 --> 01:03:25.540]  In the U.S., already been done in Europe.
[01:03:26.041 --> 01:03:26.421]  Look it up.
[01:03:27.942 --> 01:03:29.324]  Germany banned 10 years ago.
[01:03:30.063 --> 01:03:35.384]   by the year 2023, all new construction of single family homes.
[01:03:35.384 --> 01:03:39.402]  By law, you cannot build a new single family home.
[01:03:39.402 --> 01:03:45.864]   You can't live alone in your house, in the city or in the woods or on a farm or in a field.
[01:03:45.864 --> 01:03:47.503]  You can't go have that privacy.
[01:03:47.503 --> 01:03:53.582]   Every freedom, every decent thing, everything that people aspire to has to be destroyed
[01:03:53.582 --> 01:03:57.742]   'cause they're gonna make the whole planet poor so you can't have the general public doing well.
