[00:00:00.000 --> 00:00:02.960]  [BEEPING]
[00:51:11.825 --> 00:51:15.706]   And then obvious questions listeners want, like, I can look at the graph.
[00:51:15.706 --> 00:51:17.106]  I can look at the trajectory.
[00:51:17.106 --> 00:51:18.466]  Tucker Carlson's right.
[00:51:18.466 --> 00:51:20.986]  I mean, I think that they will try to kill Trump.
[00:51:20.983 --> 00:51:22.565]  I think that's a very reasonable statement.
[00:51:22.825 --> 00:51:26.069]  I think that they're trying to outlaw their political opposition.
[00:51:26.089 --> 00:51:27.510]  They're trying to create a one-party state.
[00:51:28.531 --> 00:51:29.872]  Even Senator Josh Hawley gets that.
[00:51:29.892 --> 00:51:33.216]  So I see it positive that people realize how much trouble we're in.
[00:51:33.756 --> 00:51:35.958]  But is it a dollar short and a day late?
[00:51:36.319 --> 00:51:37.280]  Or what can we do?
[00:51:38.849 --> 00:51:44.734]  Yeah, I, what you just said at the very last point, I hope that that's not the dollar short in a day.
[00:51:44.834 --> 00:51:46.696]  I hope, you know, I pray that we're not there.
[00:51:47.316 --> 00:51:51.519]  I think right now they're trying to kill Trump by narrative, right?
[00:51:51.579 --> 00:51:54.342]  I mean, the narrative is just constant, constant narrative.
[00:51:54.422 --> 00:51:55.923]  It's been going on for years.
[00:51:56.504 --> 00:52:10.275]   And, you know, this latest, these latest indictments are just part of the narrative assassination, I would say, because of who he is and what he represents, which is a major, major component of the opposition to what it is that we are
[00:52:10.275 --> 00:52:10.754]  facing.
[00:52:10.754 --> 00:52:15.314]   And this takeover, this continued takeover, you know, as Lee Smith, the great author,
[00:52:15.314 --> 00:52:19.554]   wrote about the permanent coup, right? We're in the midst of this permanent coup.
[00:52:19.554 --> 00:52:23.875]   So I think that Donald Trump needs to be very careful. And I think those that are around him
[00:52:23.875 --> 00:52:30.195]   need to be very careful. I think the Secret Service that protects his life need to ramp it up.
[00:52:30.195 --> 00:52:33.955]  And they ought to actually be asking for more help.
[00:52:34.182 --> 00:52:35.663]  They should be asking for more help.
[00:52:36.403 --> 00:52:40.807]  As those of us that run in those same circles, we need to be doing the same thing.
[00:52:41.347 --> 00:53:01.089]   Because these people, they are not without that type of level of action, of activity, if they feel so threatened that what you're doing is going to stop their ability to be able to continue to take this country over.
[00:53:01.089 --> 00:53:03.969]   Because the rest of the world right now is waiting on America
[00:53:03.969 --> 00:53:07.049]  and Americans to stand up and step up.
[00:53:07.049 --> 00:53:12.248]   And they really-- we just fought tooth and nail to get leadership back in at least the House
[00:53:12.248 --> 00:53:13.648]  of Representatives.
[00:53:13.648 --> 00:53:17.969]  And all I see out of them is more and more bullshit.
[00:53:17.969 --> 00:53:18.768]  Excuse me.
[00:53:18.768 --> 00:53:20.288]  I mean, more talk.
[00:53:20.288 --> 00:53:22.369]  They're still on fricking vacation.
[00:53:22.369 --> 00:53:23.288]  Come off vacation.
[00:53:23.288 --> 00:53:24.649]  Quit talking about impeachment.
[00:53:24.649 --> 00:53:25.209]  That's right.
[00:53:25.209 --> 00:53:31.088]   And I want the audience to get a sense of urgency, because I'm not a military trained tactician like you or
[00:53:31.088 --> 00:53:31.889]  combat veteran.
[00:53:32.022 --> 00:53:34.644]  I'm just a veteran of 29 years fighting these people.
[00:53:35.364 --> 00:53:41.769]  And I see a mixture of arrogance, but that's hiding their desperation and the fact that they're all in.
[00:53:41.789 --> 00:53:43.750]  And I don't think people realize I can feel it.
[00:53:44.471 --> 00:53:45.111]  I can see it.
[00:53:45.471 --> 00:53:46.472]  Just what you just said, General.
[00:53:46.852 --> 00:53:49.014]  I have never had such a sense of urgency.
[00:53:49.054 --> 00:53:49.954]  That's why I have you here.
[00:53:50.334 --> 00:53:50.895]  What can we do?
[00:53:52.065 --> 00:53:52.245]  Yeah.
[00:53:52.646 --> 00:53:57.296]  So and again, I appreciate everything you've done for years.
[00:53:57.696 --> 00:53:57.877]  Yeah.
[00:53:58.478 --> 00:54:00.422]  There's a sense of urgency that we all need.
[00:54:00.662 --> 00:54:04.928]   And like I say, I A weakness of mine is anxiety.
[00:54:05.008 --> 00:54:06.289]  I get anxious sometimes.
[00:54:06.349 --> 00:54:12.116]  I wake up like I woke up this morning at about 3 o'clock in the morning and I started reading and writing.
[00:54:12.136 --> 00:54:12.616]  Me too.
[00:54:12.677 --> 00:54:16.321]  I woke up at 3.15 and was just... I don't have the anxiety during the day.
[00:54:16.421 --> 00:54:18.523]  I wake up because my brain's working while I'm asleep.
[00:54:18.543 --> 00:54:19.785]  I went to bed about 10.
[00:54:19.825 --> 00:54:22.528]  I woke up at 3 and I was like, I've got to do something.
[00:54:23.647 --> 00:54:24.148]  Exactly.
[00:54:24.268 --> 00:54:34.637]  And so to me, I want people to, you know, I have a platform, you have a platform, I have a national platform and an international platform, and I'm going to continue to use it.
[00:54:35.723 --> 00:54:36.663]  I'm going to speak out.
[00:54:37.204 --> 00:54:39.004]  I'm going to move around this country.
[00:54:39.044 --> 00:54:40.845]  I'm going to get in the faces of these people.
[00:54:41.165 --> 00:54:43.006]  I'm going to let them know that we got your number.
[00:54:43.306 --> 00:54:47.668]  I'm going to let Americans know that we're with you and you've got to be with us.
[00:54:47.768 --> 00:54:50.349]  You've got to stand behind us.
[00:54:50.369 --> 00:54:53.651]  There will be those of us that will be that pointy end of the spear.
[00:54:54.071 --> 00:54:55.511]  But I need every American now.
[00:54:55.531 --> 00:55:01.774]  I need every single person to get into their communities and to get into the faces of their local politicians.
[00:55:02.174 --> 00:55:09.421]  I mean, that's why we've seen particularly women, Alex, getting in the faces of these school boards around the country.
[00:55:09.461 --> 00:55:15.407]  You know, we haven't really talked about the educational immersion that they're taking our children through.
[00:55:15.427 --> 00:55:18.670]  And this is actually part of the Chinese plan, too.
[00:55:18.990 --> 00:55:29.474]   So, you know, people don't know Well, in 1949, when Mao came to power, he created a 100-year plan, and by 2049, China would be the dominant world power.
[00:55:29.514 --> 00:55:36.677]  Well, when Xi came on board, which Xi's only like the fifth or sixth leader since Mao, I think the fifth leader since Mao.
[00:55:37.389 --> 00:55:38.430]  And I think you hit the key here, though.
[00:55:38.250 --> 00:55:40.608]  You could himself, you know, president for life.
[00:55:40.608 --> 00:55:44.969]   And he is going to move at a pace that's much faster because he knows he's not
[00:55:44.969 --> 00:55:46.409]  going to be around in 2049.
[00:55:46.409 --> 00:55:47.570]  So he's going to get it.
[00:55:47.570 --> 00:55:49.570]  He's going to make it happen by 2029.
[00:55:49.570 --> 00:55:51.329]  And I think you hit the key here, though.
[00:55:51.329 --> 00:55:53.849]  People have to know who the enemies are.
[00:55:53.849 --> 00:55:54.768]  And it does.
[00:55:54.768 --> 00:56:00.329]  I am seeing a real acceleration in the learning curve.
[00:56:00.706 --> 00:56:06.112]  I mean, if I tried to list all the people now that sound, quote, radical like you and I, but we're not radical, we just are aware.
[00:56:06.132 --> 00:56:06.172]  No.
[00:56:06.753 --> 00:56:07.754]  That's got to really scare.
[00:56:07.794 --> 00:56:09.957]  I mean, even James Woods sounds like General Flynn now.
[00:56:10.577 --> 00:56:12.179]  Russell Brand, Tucker Carlson.
[00:56:12.900 --> 00:56:14.021]  I mean, the list goes on and on.
[00:56:14.161 --> 00:56:15.002]  RFK Jr.
[00:56:15.082 --> 00:56:15.283]  I mean.
[00:56:16.420 --> 00:56:18.620]  Right, RFK, so RFK Jr.
[00:56:18.721 --> 00:56:21.461]  And the other thing is, don't listen to Alex Jones.
[00:56:21.521 --> 00:56:22.741]  Don't listen to Mike Flynn.
[00:56:23.201 --> 00:56:29.303]  Go and do your own damn critical research, and you're going to find that we're only scratching the surface.
[00:56:29.363 --> 00:56:29.643]  Exactly.
[00:56:29.683 --> 00:56:31.683]  Nothing that we've said is stuff that we're making up.
[00:56:31.983 --> 00:56:35.964]  This is stuff that we're just scratching the surface of what these people are capable of doing.
[00:56:36.424 --> 00:56:38.305]  So, where's the Republican Party?
[00:56:38.325 --> 00:56:39.185]  Where's the leadership?
[00:56:39.305 --> 00:56:40.105]  It's non-existent.
[00:56:40.205 --> 00:56:41.585]  Non-existent.
[00:56:41.665 --> 00:56:43.526]  So, where's the impeachment of Biden?
[00:56:43.566 --> 00:56:43.986]  Where is it?
[00:56:45.583 --> 00:56:45.843]  Right.
[00:56:46.083 --> 00:56:55.128]  Well, I know that one congressman has put in impeachment proceedings to initiate them, but he did that, like, almost a month ago, Alex.
[00:56:55.949 --> 00:56:58.931]  And yet, McCarthy is still on vacation.
[00:56:58.951 --> 00:57:01.032]  He's still got the entire House on vacation.
[00:57:01.172 --> 00:57:08.296]  MTG, I should have announced it, is in the studio tomorrow night, and she says that it's going to be introduced in the next two weeks.
[00:57:08.336 --> 00:57:13.779]  She says she's got his... I'm kind of breaking news here, but let's hope that's the case.
[00:57:14.304 --> 00:57:22.808]  Yeah, well, so a guy by the name of Greg Stubbe, Congressman Stubbe from Florida, he did introduce impeachment proceedings already.
[00:57:23.068 --> 00:57:24.469]  And he did it about four weeks ago.
[00:57:25.049 --> 00:57:29.771]  So now it's like, I was like jumping through my skin when I heard that four weeks ago.
[00:57:29.791 --> 00:57:33.693]  And I was like, great, let's get all these guys back, guys and gals back to work.
[00:57:34.053 --> 00:57:35.754]  And let's start the impeachment proceedings now.
[00:57:36.074 --> 00:57:39.496]  You know, you take a week, take a week's break, take a take a four days.
[00:57:39.516 --> 00:57:40.896]  Yeah, we got to go on offense.
[00:57:40.976 --> 00:57:42.017]  And instead, it's not work.
[00:57:43.257 --> 00:57:45.699]  We've got to go, yeah, we've got to go on offense.
[00:57:45.739 --> 00:57:47.780]  We can, we have got to get off of our heels.
[00:57:48.181 --> 00:58:00.810]  We have got to start, you know, the only way we're going to score, the only way we're going to win is by... Okay, let's go to more callers.
[00:58:00.850 --> 00:58:02.231]  Jeremiah in Washington.
[00:58:02.251 --> 00:58:03.132]  You're on the air, Jeremiah.
[00:58:03.312 --> 00:58:04.253]  Hello, Alex.
[00:58:04.433 --> 00:58:06.334]  Hey, this is Jeremiah from Seattle.
[00:58:06.374 --> 00:58:07.495]  God bless you, man.
[00:58:07.535 --> 00:58:09.877]  You are the man, the myth, the legend.
[00:58:09.897 --> 00:58:11.178]  Thank you for everything you do, man.
[00:58:11.198 --> 00:58:12.459]  The man, the myth, the meatball.
[00:58:13.422 --> 00:58:14.543]  So, enough about me, brother.
[00:58:14.363 --> 00:58:15.363]  brother, what's on your mind today?
[00:58:15.363 --> 00:58:20.483]   So honestly, I really just wanted to reach out to you guys and give you guys some, you
[00:58:20.483 --> 00:58:26.962]   know, product plug if I could, you know, the bodies product that you guys have been crucial
[00:58:26.962 --> 00:58:28.122]  for my family.
[00:58:28.146 --> 00:58:38.694]  I presented this to my dad and also my mom, and they were skeptical at first to try, you know, to work with this because, you know, they've been having some body joint issues and things like that.
[00:58:38.774 --> 00:58:42.637]  Just even just getting up and down from the couch, you know, it was a strain on them.
[00:58:42.677 --> 00:58:44.138]  So I was like, hey, try this out.
[00:58:44.438 --> 00:58:54.806]  And not even one day later, they came to me and said, probably the first ever praise I've ever got from my parents was, wherever you got this from, it works fantastic.
[00:58:54.986 --> 00:58:57.328]  The average turmeric pill out there works great.
[00:58:57.368 --> 00:58:58.549]  It's 5% curcuminoid.
[00:58:58.950 --> 00:59:00.251]  Ours is the strongest out there, 95%.
[00:59:00.991 --> 00:59:04.815]  We pay way more to get the strongest turmeric on the market, period.
[00:59:04.915 --> 00:59:06.236]  My wife has a lot of joint pain.
[00:59:06.436 --> 00:59:07.357]  She plays a lot of sports.
[00:59:07.597 --> 00:59:13.202]  And she said to me, well, hey, how is this a lower level of the bottle, but it works better than these big horse pills I take of turmeric?
[00:59:13.222 --> 00:59:14.704]  And I said, honey, because it's concentrated.
[00:59:14.744 --> 00:59:19.968]   And now she takes this and her hip pain Because she plays tennis a lot, is gone.
[00:59:20.448 --> 00:59:22.930]  So yes, Body's Ultimate Timer Formula is that good, brother.
[00:59:22.970 --> 00:59:23.210]  Go ahead.
[00:59:23.630 --> 00:59:28.814]  I just wanted to say, after this helped out my family, you know, I started to hand this out to my friends.
[00:59:29.054 --> 00:59:32.797]  And they have no idea what InfoWars is all about.
[00:59:32.837 --> 00:59:37.200]  But I told them, hey, if you want more of this product, and I said, hey, this is for you.
[00:59:37.220 --> 00:59:37.960]  Just try it out.
[00:59:38.000 --> 00:59:38.781]  Just give it a shot.
[00:59:38.901 --> 00:59:42.844]  And they also said, the next day, they didn't even wait 24 hours.
[00:59:42.724 --> 00:59:46.724]   And they told me, "Dude, I'm already starting to feel like I'm young again, you know?"
[01:00:08.724 --> 01:00:13.724]   The globalist's worst nightmare and the Patriots' best friend, Alex Jones.
[01:00:13.724 --> 01:00:20.724]  [Music]
[01:00:20.868 --> 01:00:27.653]  I mean, look at what, uh, what, you know, we know what Nancy Pelosi was able to do in really the first 30 days of her previous time as speaker.
[01:00:27.853 --> 01:00:29.394]  She had 500 indictments out.
[01:00:29.414 --> 01:00:29.394]  500.
[01:00:29.914 --> 01:00:31.856]  I mean, it was 500 subpoenas.
[01:00:31.996 --> 01:00:39.055]   I'm sorry, 500 subpoenas out to people for her January, fake January 6th I mean, it's just unbelievable.
[01:00:39.095 --> 01:00:41.037]  Where are we?
[01:00:41.438 --> 01:00:46.606]  This speaker, McCarthy, as far as I'm concerned, is a rhino establishment figurehead.
[01:00:47.495 --> 01:00:50.817]  And he doesn't deserve to be called speaker.
[01:00:50.877 --> 01:00:51.718]  No, I totally agree.
[01:00:51.758 --> 01:00:52.738]  And we should expand on that.
[01:00:52.899 --> 01:00:54.440]  Obviously, they're scared of the Justice Department.
[01:00:54.840 --> 01:00:55.680]  They're intimidated.
[01:00:55.840 --> 01:00:56.581]  He should be removed.
[01:00:56.601 --> 01:00:57.501]  He doesn't take action.
[01:00:58.182 --> 01:00:59.783]  But that's another great example.
[01:01:00.463 --> 01:01:02.905]  We need to see the impeachment of Merrick Garland.
[01:01:03.105 --> 01:01:08.248]  They've caught him meeting secretly with Jack Smith, meeting at the White House with Jack Smith.
[01:01:08.769 --> 01:01:11.010]  They've caught him covering up the Hunter Biden stuff.
[01:01:11.030 --> 01:01:12.131]  We have all the whistleblowers.
[01:01:12.651 --> 01:01:13.872]  Impeach the son of a bitch!
[01:01:14.707 --> 01:01:14.927]  Yeah.
[01:01:15.348 --> 01:01:19.194]  So I just want to take a minute to talk about Robert F. Kennedy Jr.
[01:01:19.214 --> 01:01:28.348]  Robert F. Kennedy Jr., number one, they won't provide him Secret Service, which tells you everything that they plan on potentially doing to that guy.
[01:01:28.648 --> 01:01:37.374]   Number one, I Or number two, Kennedy, every time I hear him, I'm like, Jesus, Kennedy, you sound like you're an America first guy.
[01:01:37.414 --> 01:01:50.422]  You sound like a damn, an American who, you sound like either you're old school Democrat, and you're right there in the center of the country, or you're on the conservative side because of the way you're speaking.
[01:01:50.842 --> 01:01:55.865]  And I would say that even some of the things that he's written about, so I like him and I know him.
[01:01:58.566 --> 01:02:07.328]  And when I see guys like him, I mean, he gives me hope because the Democrats, the Democrats now are the Marxist party, right?
[01:02:07.588 --> 01:02:12.270]  So the Democrats are not going to do a debate with Robert F. Kennedy Jr.
[01:02:12.750 --> 01:02:13.070]  Why?
[01:02:13.430 --> 01:02:18.111]  Because he represents something that they fear, which is honesty and the truth.
[01:02:18.815 --> 01:02:22.636]  Why don't they want to have, why don't, why are they going after Donald Trump so hard?
[01:02:22.976 --> 01:02:25.997]  Because he represents honesty and he represents the truth.
[01:02:26.457 --> 01:02:35.338]  And yeah, you're showing some, you're showing clips of, I mean, of not only his father being assassinated, but, but his uncle being assassinated.
[01:02:35.379 --> 01:02:37.319]  Nevermind Martin Luther King Jr.
[01:02:37.619 --> 01:02:49.102]   Nevermind Malcolm X. I mean, Malcolm X, in one of the, one of the statements that Malcolm X said is, anybody that calls themselves a liberal, liberal Democrat, he said, Be very careful.
[01:02:49.122 --> 01:02:50.343]  He talks about liberals, right?
[01:02:50.363 --> 01:02:52.705]  He says, be very careful about somebody who says they're liberal.
[01:02:53.125 --> 01:02:55.968]  And then a couple of days later, when he gave that speech, he was dead.
[01:02:56.488 --> 01:02:57.449]  He was assassinated.
[01:02:57.489 --> 01:03:06.236]  So, you know, at that time in our history, physical assassinations were much easier to get away with.
[01:03:06.456 --> 01:03:10.139]  And then, of course, you could hide everything and classify it or it's under investigation.
[01:03:10.786 --> 01:03:15.710]  Now, physical assassinations would be very, very difficult to get away with because everybody's got a damn camera.
[01:03:16.290 --> 01:03:28.620]  You know, but... That's why they assassinate you now with lawfare and lies, but I really feel and see that's their desperation button is... I see political assassination coming roaring back.
[01:03:28.660 --> 01:03:30.421]  That's... and my gut's never wrong, General.
[01:03:31.522 --> 01:03:36.325]  Yeah, boy, you know, I mean, this is the time and I hope it is because I hate to think that.
[01:03:37.226 --> 01:03:44.179]   But I will tell you that These people are not going to wake up tomorrow morning, Alex.
[01:03:45.209 --> 01:03:51.453]  I'm talking about these people, the World Economic Forum or the White House.
[01:03:51.853 --> 01:03:53.334]  They're not going to wake up and go, you know what?
[01:03:53.374 --> 01:03:55.555]  We've screwed the American people so bad.
[01:03:55.996 --> 01:03:58.697]  You know, let's let's turn the energy spigots back on.
[01:03:59.018 --> 01:04:03.100]  Let's get rid of this cultural bullshit inside of our education system.
[01:04:03.420 --> 01:04:04.681]  Let's stop with the CRT.
[01:04:04.701 --> 01:04:06.122]  Let's stop with the drag queen hour.
[01:04:06.442 --> 01:04:08.203]  Let's let's fund police.
[01:04:08.623 --> 01:04:10.204]  Let's go ahead and build a wall.
[01:04:10.244 --> 01:04:11.765]  Let's go ahead and stop this invasion.
[01:04:13.146 --> 01:04:16.989]  Yeah, they could be in charge of a big win and have domination through American culture.
[01:04:17.329 --> 01:04:20.951]  They'd be ten times more powerful, but they have, they have a needle dick.
[01:04:21.352 --> 01:04:22.773]  Why do the globalists hate us so much?
[01:04:22.853 --> 01:04:24.033]  Why do they have it out for us?
[01:04:25.194 --> 01:04:33.580]  They hate us because they hate just authentic, honest people who they cannot control.
[01:04:33.760 --> 01:04:33.920]  Yep.
[01:04:34.300 --> 01:05:01.660]   And I, you know, I mean, yours truly here, it's like, when I, in my, when I was in the tail end of my military time, You know, one of the, and this is public, one of the reasons why I was told to leave basically a year early from a job that normally would be three years was because I wouldn't toe the line for the talking points that ISIS was on the run, that Al-Qaeda was on the run and no longer a threat.
[01:05:01.680 --> 01:05:03.321]  I just wouldn't toe the line because that isn't the truth!
[01:05:04.481 --> 01:05:09.264]  We got some really, really, really, really, really, really, really, really, really, really good news.
[01:05:10.105 --> 01:05:14.827]  Because it's a great product you love, and people want it, and it funds our operation of 360WIN.
[01:05:15.288 --> 01:05:17.249]  Body's ultimate turmeric formula.
[01:05:17.629 --> 01:05:19.170]  The strongest you're going to find anywhere.
[01:05:19.750 --> 01:05:26.294]  Jam-packed, a big old giant bottle of stuff that destroys inflammation, that empowers your neurological system.
[01:05:26.635 --> 01:05:27.095]  You name it.
[01:05:27.155 --> 01:05:29.116]  I mean, it's just so amazing.
[01:05:29.156 --> 01:05:32.098]  God gave it to us, and it's the strongest for tuminoid out there.
[01:05:32.598 --> 01:05:35.219]  Other leading brands are like 70% curcuminoid.
[01:05:36.059 --> 01:05:37.880]  Most brands are 5% cumin.
[01:05:37.920 --> 01:05:40.301]  And that still does a great thing for you.
[01:05:40.661 --> 01:05:43.502]  This is the strongest anybody makes.
[01:05:43.902 --> 01:05:45.303]  95% curcuminoid.
[01:05:45.623 --> 01:05:47.043]  I am so glad this is back.
[01:05:48.184 --> 01:05:49.584]  I have been out of this myself for months.
[01:05:50.045 --> 01:05:52.085]  We've been sold out of this for almost seven months.
[01:05:52.966 --> 01:05:54.426]  Body's Ultimate Turmeric Formula.
[01:05:54.746 --> 01:05:55.627]  Back in stock, 25% off.
[01:05:55.447 --> 01:06:02.447]  25% off at info or store.com or 888-253-3139.
[01:06:02.447 --> 01:06:12.447]  The show that breaks through the mainstream media's lives.
[01:06:13.269 --> 01:06:13.951]  Alex Jones.
[01:06:17.230 --> 01:06:24.336]  And, you know, when they offer you things, you know, they shine this light at the end of the hall, and the light is a very easy light to grab hold of.
[01:06:24.716 --> 01:06:26.057]  They don't want to worry about it.
[01:06:26.077 --> 01:06:27.338]  You know, you're going to get taken care of.
[01:06:27.358 --> 01:06:27.978]  Wait till you get out.
[01:06:27.998 --> 01:06:30.080]  You're going to be put on this board, that board.
[01:06:30.100 --> 01:06:31.641]  You're going to be given all kinds of things.
[01:06:32.402 --> 01:06:35.084]  And you're going to, you know, you're going to be taken care of, right?
[01:06:35.785 --> 01:06:37.206]  I just, I'm like, that's bullshit.
[01:06:37.226 --> 01:06:38.647]  We're talking about people's lives here.
[01:06:39.027 --> 01:06:42.069]  You know, we're talking about- Of course, you were vindicated right after you warned that.
[01:06:42.610 --> 01:06:45.132]  Al Qaeda through ISIS had a huge resurgence.
[01:06:46.497 --> 01:07:00.211]  Oh my God, it was in 24 or 26 countries, if I remember right at the time, and they were exploding all over Africa, all over the Middle East, and all over Central Asia, as well as here in this country.
[01:07:00.592 --> 01:07:06.478]  And that's one of the things that the Obama administration didn't want to do, so didn't want to talk about, and didn't want to have to admit to, right?
[01:07:09.221 --> 01:07:11.923]  They want this country, and they're not going to wake up.
[01:07:11.943 --> 01:07:13.444]  They're going to continue to triple down.
[01:07:13.504 --> 01:07:15.985]  So we're going to see more of this same stuff.
[01:07:16.485 --> 01:07:23.169]  You know, you showed the pictures of the mosquitoes, you know, the Bill Gates Foundation spraying mosquitoes.
[01:07:23.809 --> 01:07:26.688]  We're already talking about masks again.
[01:07:26.688 --> 01:07:31.969]   We're going to see corporations going to start putting the six feet, all this kind of madness again.
[01:07:31.969 --> 01:07:34.648]  And the American people, we need to beg out of that.
[01:07:34.648 --> 01:07:36.728]  We need to say, nope, we ain't going to do it.
[01:07:36.728 --> 01:07:42.168]   And we need to find other outlets for us to be able to operate.
[01:07:42.168 --> 01:07:44.849]  And isn't the resistance to that an example of victory?
[01:07:44.849 --> 01:07:48.049]   In the few minutes we have left, any other key points you'd like to add?
[01:07:48.049 --> 01:07:50.648]  My big concern is false flags.
[01:07:50.648 --> 01:07:55.090]   In your research, obviously, a cyber attack can be blamed on somebody.
[01:07:55.090 --> 01:07:57.809]   They're trying to say, oh, the conservatives are white supremacists.
[01:07:57.809 --> 01:08:02.090]  I'm worried they'll attack a black church or a college.
[01:08:02.090 --> 01:08:05.049]  They're really pushing that narrative.
[01:08:04.969 --> 01:08:06.694]  What do you see in your false flag wheelhouse?
[01:08:06.714 --> 01:08:08.999]  I don't want to get you back on soon, so I'm going to read the book.
[01:08:09.039 --> 01:08:11.285]  I read your last book, How to Fight AI.
[01:08:11.325 --> 01:08:11.926]  Tell us about that.
[01:08:13.089 --> 01:08:28.635]  Yeah, so one thing on false flags, it's very easy to train a militia of a bunch of white dudes up in the, you know, up in the boonies somewhere in this country, and then get them out there to do something and make sure that, you know, that they're all taken care of, right?
[01:08:28.775 --> 01:08:35.398]  It's easy to do that and make it appear as though it's some white, you know, Christian national Nazi group, right?
[01:08:35.458 --> 01:08:38.399]  And then they blame, and they do something that really doesn't make sense.
[01:08:38.439 --> 01:08:38.939]  He's telegraphing.
[01:08:38.959 --> 01:08:44.022]  He says the number one threat is white terrorists with almost no... it's almost non-existent.
[01:08:44.883 --> 01:08:45.223]  Yeah.
[01:08:45.663 --> 01:08:47.625]  So, you know... We'll expand on that.
[01:08:47.645 --> 01:08:48.225]  We've got a few minutes.
[01:08:48.265 --> 01:08:48.946]  Expand on that.
[01:08:49.446 --> 01:08:53.288]  Well, yeah, I mean, so these are easy things to do, folks.
[01:08:53.408 --> 01:08:55.390]  These are these false flags, we call them.
[01:08:55.710 --> 01:08:57.011]  These are easy things to create.
[01:08:57.071 --> 01:09:06.437]   Now, if you have another element called a bunch of illegals, So nobody's looking for him in, you know, hometown USA, right?
[01:09:06.457 --> 01:09:08.859]  Nobody's looking for their brother or their uncle.
[01:09:09.319 --> 01:09:11.481]  It's just a bunch of illegals that are being trained.
[01:09:11.941 --> 01:09:17.825]  And these are, we have people coming into this, coming into America from like 165, 168 countries.
[01:09:17.985 --> 01:09:29.173]  Do you remember just six months ago they had three illegal groups in Texas commit mass shootings and they tried to say white supremacists did it, but it didn't work so they shut it down.
[01:09:29.193 --> 01:09:29.834]  Is that what you're getting at?
[01:09:30.791 --> 01:09:32.332]  Yes, that's exactly what I'm getting at.
[01:09:32.752 --> 01:09:38.676]  And so they're going to try, they'll test, they'll test the waters and you're going to see these false flags.
[01:09:39.117 --> 01:09:41.378]  We have got to be able to analyze them quickly.
[01:09:41.478 --> 01:09:47.242]  We've got to be able to, if we still have access to the Internet, we have to be able to get the word out quickly.
[01:09:47.282 --> 01:09:53.346]  We've got to use the influencers that we have to say, hey, you know, don't fall into this trap that they want.
[01:09:53.386 --> 01:09:59.632]   They want this trap of They want it to where, you know, the American people start to become violent.
[01:09:59.672 --> 01:10:03.276]  We have got to call for, this is non-violence, right?
[01:10:03.296 --> 01:10:10.523]  This is, we have got to be so smart about what they are going to try to lure Americans into doing, okay?
[01:10:10.863 --> 01:10:12.485]  And this is part of this false flag.
[01:10:12.965 --> 01:10:24.250]  Now, if they also do cyber attacks, simultaneous, right, at the same time, where they're shutting down, and they can segment the internet, they don't just have to shut down the entire internet, they can segment the internet.
[01:10:24.330 --> 01:10:26.431]  They can only send this to their sites, exactly.
[01:10:26.451 --> 01:10:42.177]  They're going to hit with a cyber attack, claim it's the Russians, they've already said the right wing, Trump's going to work with the Russians to shut the web off, they shut it down to shut us up, and that's why they've been trying to get rid of every local talk show host that's on AM and FM that's a patriot, is because they're still worried about those systems.
[01:10:43.530 --> 01:10:46.995]  And in the world of AI, this is how to fight AI.
[01:10:47.035 --> 01:10:58.270]  In this world, which is really important, they could use false videos of you, of me, of Trump, of high-profile people.
[01:10:59.130 --> 01:11:00.711]  It's making statements, right?
[01:11:00.791 --> 01:11:01.572]  Crazy statements.
[01:11:01.632 --> 01:11:03.873]  Or making statements that sound legitimate.
[01:11:04.253 --> 01:11:07.275]  And it looks just like this background.
[01:11:07.295 --> 01:11:14.199]  So a truck bomb goes off at a black college, and it's Alex Jones or Trump or General Flynn saying, good job, blow more stuff up.
[01:11:14.259 --> 01:11:14.880]  We never said that.
[01:11:15.240 --> 01:11:17.422]  Exactly, exactly, exactly.
[01:11:17.462 --> 01:11:33.135]   And now what you have to do is, you're on the defense, and now you've got to go out there and fight some media thing, and you've got, you know, ABC, NBC, CBL, you've got all the big major networks, the cable news networks that are going, Did you see what General Flynn said?
[01:11:33.155 --> 01:11:34.336]  Did you see what Alex Jones said?
[01:11:34.356 --> 01:11:36.318]  Did you see what these people are talking about?
[01:11:36.719 --> 01:11:39.722]  And it's none of that, right?
[01:11:39.782 --> 01:11:40.422]  It's none of that.
[01:11:40.763 --> 01:11:42.024]  The whole thing is fake.
[01:11:42.084 --> 01:11:44.426]  The whole thing is a poser, right?
[01:11:44.486 --> 01:11:45.067]  It's a poser.
[01:11:45.087 --> 01:11:46.368]  Well, here's the microcosm.
[01:11:46.488 --> 01:11:52.013]  I'm there on January 6, trying to get everybody over where Trump's stage was on the Northeast side by the Supreme Court.
[01:11:52.834 --> 01:11:55.075]  And I get up and say, I've got thousands to not go in.
[01:11:55.335 --> 01:11:58.217]  Wall Street Journal still ran headlines, I said attack the Capitol.
[01:11:58.577 --> 01:12:00.218]  Now thank God we still have the internet.
[01:12:00.438 --> 01:12:02.719]  I was banned, but other people got the video out.
[01:12:02.939 --> 01:12:06.261]  They had to retract, but if we're not online, they'll be able to do that.
[01:12:07.381 --> 01:12:14.305]  They'll be able to do that, and they will use, and they will be given, they will be given access to the emergency broadcast system.
[01:12:15.265 --> 01:12:17.365]  By this administration, I can guarantee that.
