[00:00:03.253 --> 00:00:05.115]  We're live!
[01:00:49.659 --> 01:00:56.264]  Just four or five minutes on the state of the world today, why you got involved, and what's really going on.
[01:00:56.264 --> 01:01:01.148]  Well, I mean, I catch predators now, online child predators, tons of pedophiles, predators.
[01:01:01.667 --> 01:01:03.448]  Y'all want to go watch on Rumble.com.
[01:01:03.448 --> 01:01:04.929]  It's free to join Predator Posers.
[01:01:04.929 --> 01:01:08.270]  P-R-E-D-A-T-O-R-P-O-C-H-E-R-S.
[01:01:08.270 --> 01:01:09.931]  That's where we do our Predator Catch.
[01:01:09.931 --> 01:01:11.972]  You can see us confront them online or whatever.
[01:01:11.972 --> 01:01:13.513]  We're going to do one later.
[01:01:13.513 --> 01:01:21.657]  But what got me into it was the way we do it is we pose as minors online, typically, and people hit us up from across the country.
[01:01:21.657 --> 01:01:24.838]  And we continue conversation as if we were a kid.
[01:01:24.838 --> 01:01:27.139]  And oftentimes, these people get very sexual.
[01:01:27.139 --> 01:01:30.841]  Then we go confront them in person, hopefully get a confession on camera, which seems to work most of the time.
[01:01:31.363 --> 01:01:42.355]  And we turn over that evidence to law enforcement and that's led to pedophiles getting arrested in 43 different states for an array of charges like molestation, online solicitation, child porn, all that type of stuff we've had predators arrested for.
[01:01:44.127 --> 01:01:50.951]  What got me into it was, I'm 23 now, I know I look older, but dealing with predators for four years kind of ages you.
[01:01:50.951 --> 01:01:56.533]  But when I was 19, I've always wanted to be a police officer, and I couldn't do that in Houston at 19 years old.
[01:01:56.533 --> 01:01:58.734]  You have to be 21 to graduate the academy.
[01:01:58.734 --> 01:02:07.319]  So after my first season of college football, I kind of got into these videos online, and I thought they were exaggerated, like the Chris Hansen or whatever.
[01:02:07.319 --> 01:02:08.620]  I thought they were kind of exaggerated.
[01:02:09.747 --> 01:02:22.712]  So I wanted to see for myself and within 30 minutes I put up a profile of a 15 year old boy and somebody wanted to go meet him like that quick and I realized like oh my gosh I'm getting one or two every single night I'm trying this.
[01:02:22.712 --> 01:02:29.435]  So it turned into a passion specifically for sex offenders really quickly to get pedophiles off the street.
[01:02:29.435 --> 01:02:39.459]  And come 2020 we start decoying as like an 8 year old girl online and that just opened up an array of really bad sickos across the country and that's why we travel so much.
[01:02:40.043 --> 01:02:41.845]  And catch the sickest of the sick.
[01:02:41.845 --> 01:02:44.727]  And yeah, that's what we do.
[01:02:44.727 --> 01:02:51.573]  And I'm very happy to say that our work has led to an arrest, like I said earlier, in 43 different states, convictions in 24 states.
[01:02:51.573 --> 01:02:53.555]  And yeah, I'm glad they're put on notice.
[01:02:55.967 --> 01:02:57.489]  Well all I can say is incredible.
[01:02:57.489 --> 01:02:58.349]  Four years.
[01:02:58.349 --> 01:03:03.335]  And I remember going back like three years ago being aware of your work and seeing it here and there and now all over the place last year.
[01:03:03.335 --> 01:03:09.841]  And it's just another testament to one guy saying I'm gonna see if this is true and then it's true well I better do something about it.
[01:03:09.841 --> 01:03:16.708]  There you are like a college football player and then start you know doing this because you can't be a cop yet you want to fight them and you're doing a great job.
[01:03:16.708 --> 01:03:19.291]  To answer the question though, why do you think the left
[01:03:19.891 --> 01:03:20.691]  Yeah, I think it's all
[01:03:49.102 --> 01:03:53.125]  I mean, grand scheme of things, I don't think the left really cares about trans rights or gay rights.
[01:03:53.125 --> 01:03:56.107]  I think it is all a depopulation plan.
[01:03:56.107 --> 01:04:01.950]  Because when a kid gets molested, I mean, sadly, they have trouble getting into relationships the rest of their life.
[01:04:01.950 --> 01:04:03.311]  They have a distrust.
[01:04:03.311 --> 01:04:08.855]  So it's just separating each other from procreating, I think, in the grand scheme of things.
[01:04:08.855 --> 01:04:10.876]  Yeah, I mean, I think that's what it is.
[01:04:10.876 --> 01:04:14.579]  And of course, like, you know, the lawlessness that comes with it.
[01:04:16.139 --> 01:04:17.981]  We did a catch in King County, Washington.
[01:04:17.981 --> 01:04:19.362]  That's where Seattle is the other day.
[01:04:19.362 --> 01:04:21.083]  We did a wrench in Washington.
[01:04:21.083 --> 01:04:22.324]  The cop was amazing.
[01:04:22.324 --> 01:04:23.825]  The detective was amazing.
[01:04:23.825 --> 01:04:30.771]  But sadly, the cop got a call to not arrest our guy on the spot that night, even though he blatantly broke the law.
[01:04:30.771 --> 01:04:39.157]  Communication with a minor for immoral purposes, admitted to breaking the law, admitted to us he broke the law, admitted to the cops he broke the law, and he got a call to not go do it.
[01:04:39.157 --> 01:04:40.258]  So, I mean, they obviously
[01:04:41.508 --> 01:04:49.598]  Obviously, with lawlessness and the D-POP plan, I think this is just one step into that narrative they want, so... Alex Rosen, incredible.
[01:04:49.598 --> 01:04:51.400]  High five for kids on Twitter.
[01:04:51.400 --> 01:04:51.941]  Great job.
[01:04:51.941 --> 01:04:52.561]  We salute you.
[01:04:52.561 --> 01:04:53.563]  You're an example for us all.
[01:04:53.563 --> 01:04:56.306]  Look forward to being in the studio soon, brother.
[01:04:56.306 --> 01:04:56.546]  See ya.
[01:04:56.546 --> 01:04:57.487]  Talk soon.
[01:04:57.487 --> 01:04:57.848]  Thank you, sir.
[01:04:59.383 --> 01:05:05.566]  A lot of people have asked me, why is MFulworth's store and MFulworth's life not in a probiotic for more than three years?
[01:05:05.566 --> 01:05:06.787]  The answer is simple.
[01:05:06.787 --> 01:05:09.708]  We only bring you the highest quality at the lowest prices.
[01:05:09.708 --> 01:05:13.850]  We had a top maker, top certified of probiotics for more than seven years.
[01:05:13.850 --> 01:05:19.253]  They got bought by a libtard company and said, we're not doing business with you Mr. Jones anymore.
[01:05:20.013 --> 01:05:25.517]  Finally, we've got a probiotic just as good or better with a top lab that loves our show.
[01:05:25.517 --> 01:05:30.020]  We're able to private label it under InfoWars MD as our probiotic formula.
[01:05:30.020 --> 01:05:35.684]  So you can get a super high quality probiotic for amazing gut health and more at InfoWarsStore.com for 25% off right now.
[01:05:37.145 --> 01:05:37.765]  I'm good to go.
[01:06:15.141 --> 01:06:16.264]  InfoWars.
[01:06:16.264 --> 01:06:17.448]  Tomorrow's news.
[01:06:17.448 --> 01:06:17.769]  Today.
[01:06:41.004 --> 01:06:43.786]  Well, I am very honored to have an old friend on.
[01:06:43.786 --> 01:06:47.369]  I tell you, you blink and five years goes by.
[01:06:47.369 --> 01:06:51.472]  I've known this gentleman for 20 plus years.
[01:06:51.472 --> 01:06:53.554]  He is the consummate Bilderberg sleuth.
[01:06:53.554 --> 01:06:56.576]  He really took over for Jim Tucker as Jim got older and
[01:06:58.513 --> 01:07:02.535]  You know, really would just kind of go and report on what Daniel discovered.
[01:07:02.535 --> 01:07:09.519]  Daniel Estulin also developed sources inside the Bilderberg Group, which is at top of the pyramid of the other globalist management systems.
[01:07:09.519 --> 01:07:11.540]  DanielEstulin.com on Twitter.
[01:07:11.540 --> 01:07:14.862]  Daniel Estulin, E-S-T-U-L-I-N.
[01:07:14.862 --> 01:07:16.803]  He has written a bunch of best-selling books.
[01:07:16.803 --> 01:07:22.726]  He's an expert on the globalist long-term game, and knowing him,
[01:07:23.900 --> 01:07:29.564]  Gosh, it's got to be at least 20 years and working with him on the ground many times.
[01:07:29.564 --> 01:07:39.050]  It is just crazy to go back to his books and go back to the things he said was going to happen about the transhumanism and the takeover of the energy and just everything.
[01:07:40.089 --> 01:07:40.869]  It's incredible.
[01:07:40.869 --> 01:07:42.110]  That's why everybody should watch the film.
[01:07:42.110 --> 01:07:47.091]  It's free online, in-game, like the end of a chess game, in-game, Blueprint for Global Enslavement.
[01:07:47.091 --> 01:07:53.052]  So I'm going to try my best here, which I know in the old days I never stopped interrupting, to let Daniel Esselin roll here.
[01:07:53.052 --> 01:07:56.333]  I was trying to do it with Alex Rosen earlier, but he was stopping every minute.
[01:07:56.333 --> 01:07:56.833]  Great guy.
[01:07:56.833 --> 01:07:58.074]  A really smart guy.
[01:07:58.074 --> 01:08:00.554]  So I'm going to try to shut up here as much as I can.
[01:08:00.554 --> 01:08:02.315]  We're going to skip this first network break coming up.
[01:08:02.955 --> 01:08:03.335]  I don't know.
[01:08:19.424 --> 01:08:22.065]  And how is it going with the globalists?
[01:08:22.065 --> 01:08:22.846]  What's going to happen next?
[01:08:22.846 --> 01:08:24.727]  Is Elon Musk for real?
[01:08:24.727 --> 01:08:26.508]  He's opposing their agenda, at least openly.
[01:08:26.508 --> 01:08:29.589]  I mean, this is a big discussion with a smart guy.
[01:08:29.589 --> 01:08:33.871]  And if I let him roll, he'll really give us some incredible data.
[01:08:33.871 --> 01:08:35.372]  And then I'll have some questions later in the hour.
[01:08:35.372 --> 01:08:37.513]  If he wants to go more into the next hour, we can.
[01:08:37.513 --> 01:08:39.614]  So, Daniel, good to have you back.
[01:08:39.614 --> 01:08:41.375]  Amazing here, my friend.
[01:08:41.375 --> 01:08:42.896]  And let him have it.
[01:08:44.093 --> 01:08:44.874]  How are you, Alex?
[01:08:44.874 --> 01:08:53.201]  Actually, I've been thinking, you and I, we attended the 2006, I think it was, Build-A-Burger Conference in 2006 or 2007?
[01:08:53.201 --> 01:08:55.523]  2006.
[01:08:55.523 --> 01:08:59.486]  In Ottawa, on the outskirts of Ottawa in Canada.
[01:08:59.486 --> 01:09:04.550]  And before that, you had me on when my book came out on the Build-A-Burger Group back in 2004 and 2005.
[01:09:04.550 --> 01:09:08.473]  So yeah, we've known each other for about 20 years.
[01:09:08.473 --> 01:09:10.875]  We've been at it for a really long time, haven't we?
[01:09:10.875 --> 01:09:11.216]  Yes, sir.
[01:09:12.216 --> 01:09:24.487]  Well, I was listening to what you were talking about, and you were mentioning the left agenda, that there were the leftists.
[01:09:24.487 --> 01:09:30.852]  With your permission, I'd like to explain where this entire movement came from, because I think a lot of people don't quite understand.
[01:09:30.852 --> 01:09:36.998]  We're not so much talking about the leftists, we're talking about the liberal, global liberal agenda.
[01:09:37.678 --> 01:09:40.899]  Which is a global satanic agenda.
[01:09:40.899 --> 01:09:42.799]  But most people don't understand where it came from.
[01:09:42.799 --> 01:09:45.939]  The thing just came out because George Soros was on the scene.
[01:09:45.939 --> 01:09:47.880]  Actually, this thing goes way back in time.
[01:09:47.880 --> 01:09:51.660]  So, again, with your permission, if that's okay with you, I want to explain this.
[01:09:51.660 --> 01:09:59.602]  Because I think people need to understand so they have a better perspective on how this entire dialectic works.
[01:09:59.602 --> 01:10:00.142]  Yes, sir.
[01:10:00.142 --> 01:10:01.762]  You are hosting right now.
[01:10:01.762 --> 01:10:03.182]  You got the floor.
[01:10:03.182 --> 01:10:05.723]  We don't got a break for like 20 minutes.
[01:10:05.723 --> 01:10:06.283]  You got the floor.
[01:10:06.283 --> 01:10:06.483]  Boom.
[01:10:07.490 --> 01:10:08.732]  Alex, I love you, man.
[01:10:08.732 --> 01:10:10.354]  You know, you've been at this for a long time.
[01:10:10.354 --> 01:10:11.576]  You're my hero.
[01:10:11.576 --> 01:10:18.887]  And to a lot of people out there, for as much as they criticize you out there, the people who really understand what you've done, we're with you 100%.
[01:10:18.887 --> 01:10:21.030]  I just want you to know that.
[01:10:21.030 --> 01:10:21.570]  Well, thank you, sir.
[01:10:22.466 --> 01:10:29.875]  So listen, until I'd say the early 1980s, American society was mostly conservative and middle class.
[01:10:29.875 --> 01:10:35.101]  That doesn't mean that they all voted conservative, but their values and their outlook on life was conservative.
[01:10:35.101 --> 01:10:37.704]  And so then the situation changed in favor of the
[01:10:39.446 --> 01:10:45.553]  Of the liberals with the advent of Reaganomics, in other words, the beginning of the credit stimulation of demand.
[01:10:45.553 --> 01:11:01.509]  And since this mechanism, which was based on the refinancing of private debt, allowed for the creation of a very stable middle class, more than half of the population of the United States, in fact, not only the United States, but we're talking about America, served as its, let's say, social anchor.
[01:11:02.250 --> 01:11:10.117]  And the middle class, unlike the poor, is very interested in having a strong state, even if the strong state is controlled by the bankers, which it is today.
[01:11:10.117 --> 01:11:20.025]  And so it was from this period, again we're going back to the early 1980s, that liberals, not in a classical sense of the 19th century liberals such as Voltaire, for example, but modern liberals,
[01:11:20.505 --> 01:11:28.410]  Well, the gay parades, juvenile justice, sex change operations, pedophilia, which is about to be legalized the world over, etc., etc.
[01:11:28.410 --> 01:11:28.890]  Okay?
[01:11:28.890 --> 01:11:38.675]  So this is the meaning of juvenile justice reform being implemented not only in the United States and Canada, but I repeat, again, in the entire Western world.
[01:11:38.675 --> 01:11:43.158]  Because again, you want liberal perks, you've got to play the game by the rules.
[01:11:43.158 --> 01:11:45.179]  And it was based on a very simple promise.
[01:11:45.179 --> 01:11:46.200]  If you want to live up
[01:11:46.900 --> 01:11:52.044]  So the standard of our middle class support a liberal ideology.
[01:11:52.044 --> 01:11:55.887]  Actually, there were no paternistic values initially, okay?
[01:11:55.887 --> 01:12:02.912]  But guaranteed standards for the middle class, like little house, little garden, little car, two-week vacations in Disneyland, etc, etc.
[01:12:02.912 --> 01:12:05.393]  And the people bought into this whole thing.
[01:12:05.393 --> 01:12:12.959]  And it became unnecessary to think about the future, to think about children, to think about grandchildren, because it contradicted liberal values.
[01:12:12.959 --> 01:12:14.120]  So people began to live
[01:12:14.801 --> 01:12:20.050]  Full consumption, live day-to-day and waves of happiness swept across the United States.
[01:12:20.050 --> 01:12:20.271]  Okay?
[01:12:21.300 --> 01:12:26.464]  And again, not only the United States, but those in Europe who wanted to join the European Union, etc.
[01:12:26.464 --> 01:12:34.309]  Of course, it was never explained to these people that the economic model that underpinned prosperity was finite.
[01:12:34.309 --> 01:12:39.893]  True, it was long, almost 40 years if we go back to the early 1980s, but again, finite.
[01:12:39.893 --> 01:12:43.455]  And by the way, this period has already come to an end, and we're seeing it right now.
[01:12:43.455 --> 01:12:45.877]  But in the meantime, we have two generations of this
[01:12:47.638 --> 01:12:52.924]  Liberal parasites, 40 years, went through severe brainwashing and mind-bending.
[01:12:52.924 --> 01:12:56.187]  And the problem is these people do not know how to do anything.
[01:12:56.187 --> 01:12:56.447]  Okay?
[01:12:56.447 --> 01:13:07.038]  At most, they aspire to be a famous YouTuber, a Sleepalow Hollywood producer, or like so many other people, in the name of freedom of expression, they want to show their breasts because they're free to do that and make money off of that.
[01:13:07.658 --> 01:13:07.998]  Okay?
[01:13:07.998 --> 01:13:17.585]  And most of them are not ready to take responsibility for the world around them, which is, again, being part of being a-liberal, including having children, and without that entitles having children.
[01:13:17.585 --> 01:13:25.150]  And they yearn for the safe spaces in college, teddy bears they can hug and, you know, soul mates in moments of anguish, etc.
[01:13:25.150 --> 01:13:31.595]  But the concept of unlimited growth on a finite planet comes at a price.
[01:13:31.595 --> 01:13:36.198]  And so when the expansion ends, and is ending right now, the apocalyptic collapse follows.
[01:13:37.085 --> 01:13:55.511]  And that's why things will get very uphill in Western Europe, where the liberals and the impoverished representatives of the old middle class will simply be absorbed by the conservative immigrants from North Africa, from the Middle East, who at least, unlike their white European brethren, have not forgotten how to reproduce.
[01:13:56.391 --> 01:14:04.337]  And so what we see is Eastern conservatism has already risen its head in Europe with clear emphasis on open nationalism.
[01:14:04.337 --> 01:14:10.241]  And so with the bankruptcy of the bread and oats economic model, liberalism will be very costly for Europe, especially for the West.
[01:14:10.241 --> 01:14:10.881]  How costly?
[01:14:10.881 --> 01:14:18.847]  Well, I'd say it's quite possible that some of the European countries will be wiped off the map forever, becoming a new Africa or a new California.
[01:14:18.847 --> 01:14:22.270]  You know, for example, we could talk about Norway, we could talk about Sweden as an example.
[01:14:22.890 --> 01:14:29.433]  And there's nothing to be done, because the rejection of biblical values, in other words, from a religious point of view, what does that mean?
[01:14:29.433 --> 01:14:32.775]  The sale of Saul, as always, comes at a steep price.
[01:14:32.775 --> 01:14:43.860]  And that is why it is absolutely vital to take into account what will happen after the death of liberalism, and more precisely, the representatives of this global Western project, in other words, the bankers-financiers.
[01:14:44.620 --> 01:14:52.949]  And since the pendulum swings from one extreme to the other, the hardcore conservatives, they will replace the global liberalism, which is what we're seeing right now.
[01:14:52.949 --> 01:14:54.071]  The fight to the death.
[01:14:55.157 --> 01:14:56.857]  And so what are these hardcore conservatives?
[01:14:56.857 --> 01:15:09.801]  Well, first of all, on the one hand, we're talking about aggressive nationalism, in other words, fascism, which is already we're seeing in Ukraine, we're seeing in the Baltic States, and then also no less aggressive Muslim fundamentalism.
[01:15:09.801 --> 01:15:16.823]  And of course, fascism is quite distasteful to most people and Muslim fundamentalism isn't something that Christian Europe is ready to accept.
[01:15:16.823 --> 01:15:21.304]  And so after all this, what will happen the next stage is communism will come to the force.
[01:15:22.307 --> 01:15:30.136]  And in fact, Alex, neo-Marxism, we're already seeing more and more of it in the United States, in Western Europe, as an example of what I'm talking about.
[01:15:30.136 --> 01:15:35.483]  So the defeat of the bankers and their liberalism will have grave consequences for the world.
[01:15:35.483 --> 01:15:36.384]  And again, we can actually...
[01:15:37.592 --> 01:15:37.772]  I think?
[01:15:55.965 --> 01:16:10.312]  You have the collapse of all the existing monarchical empires, the Russian, Austro-Hungarian, Ottoman, German, with the collapse and the defeat of the teachings of the Orthodoxy and Islam, and the collapse of the monarchical ethics of the great monarchies and the states that they represented.
[01:16:10.312 --> 01:16:19.276]  And the winners, you have the United States, you have the Entente, without Russia, with its revolution, lost the war it had already won, the victory of Christian-Catholic culture, Orthodoxy and Islam.
[01:16:19.876 --> 01:16:32.282]  And then World War II came around again from the point of view of the war of the census, ended with the defeat of National Socialism and the joint victory of the Coalition of the States of Liberal Democracy and Communist Ideology.
[01:16:32.282 --> 01:16:40.426]  And then the Cold War, you know, some call it World War III, was a global war of meanings, a war of communism and liberal democratic ideologies.
[01:16:40.426 --> 01:16:47.430]  And when the Cold War ended, the Soviet Union with its ideology collapsed, and needless to say, the world socialist system.
[01:16:48.010 --> 01:16:53.492]  And so, within the dimensions of the War of the Senses, because this is what it is, the war ended in the following way.
[01:16:53.492 --> 01:17:07.418]  The victory of liberal democracy over the communist ideas, the victory of the idea of global influence and profit over the idea of sovereign nation states, and the victory of Protestantism and Protestant work ethic over Catholicism.
[01:17:07.418 --> 01:17:07.938]  Okay?
[01:17:07.938 --> 01:17:10.639]  And so what we're seeing right now, that model existed.
[01:17:11.297 --> 01:17:14.059]  For as long as it existed, because at the end of World War II, you have two models.
[01:17:14.059 --> 01:17:19.424]  You have the capitalist West, with the United States and satellites, and the Soviet Union and the satellites.
[01:17:19.424 --> 01:17:25.649]  When the Soviet Union collapsed in 1991, the entire system was taken over by global liberal banking financiers.
[01:17:25.649 --> 01:17:28.151]  And that model today is on its deathbed.
[01:17:28.151 --> 01:17:33.175]  And what we're seeing right now, Alex, is the consequence of that collapse, which really started in 2008.
[01:17:33.175 --> 01:17:37.338]  So the metaphorical patient, which went into a hospital with a throat,
[01:17:39.053 --> 01:17:39.434]  I think so.
[01:17:55.962 --> 01:17:59.945]  Is that there is no language to explain what's coming after this.
[01:17:59.945 --> 01:18:01.246]  And that's the problem.
[01:18:01.246 --> 01:18:05.490]  In Russia, in the United States, in Canada, in Western Europe, anywhere in the world.
[01:18:05.490 --> 01:18:08.693]  I'm getting chills Daniel right now because you said this on my show.
[01:18:10.110 --> 01:18:15.435]  15, 16 years ago, because you had Bilderberg Group connections, and it was proven right what you said.
[01:18:15.435 --> 01:18:18.257]  You predicted what was going to happen with oil, and what was happening with the market.
[01:18:18.257 --> 01:18:20.238]  You predicted the 2008 collapse.
[01:18:20.238 --> 01:18:25.262]  You said in 2006, within two years, they're going to plunge the housing market and have a big run.
[01:18:25.262 --> 01:18:26.804]  I mean, you let it all out.
[01:18:27.788 --> 01:18:51.867]  So, expanding on that, and then continuing on with your historical layout, I apologize for interrupting, how, obviously, you're talking to these guys then, but now I read the headlines in Bloomberg, AP, Reuters, Wall Street Journal, they say the end of the liberal order is over, the end of the Bretton Woods is over, the end of free money is over, the end of this system's over, then they offer a horrible World ID
[01:18:53.214 --> 01:19:15.520]  Yes, she cashless system that operates on less not more So if I was trying to destroy myself and I was a rich powerful elite that stole in the world I would not bring in a system that makes austerity cool and crushes people I would try to create a new system that creates more wealth but instead they think they're gonna sell the collapse of their economy
[01:19:15.580 --> 01:19:16.361]  Ponzi scheme
[01:19:35.162 --> 01:19:36.663]  I'll stop interrupting.
[01:19:36.663 --> 01:19:36.923]  Go ahead.
[01:20:03.553 --> 01:20:06.897]  The problem again, Alex, is that they don't have the language to explain.
[01:20:06.897 --> 01:20:08.799]  None of them have the language.
[01:20:08.799 --> 01:20:18.350]  You're looking at the change, but the change is impossible, any change, without first solving the problem of creating a different conceptual construction of the world around us.
[01:20:18.350 --> 01:20:24.797]  And the problem again, we simply do not have globally or regionally conceptual centers that are not liberal.
[01:20:25.277 --> 01:20:30.464]  They're all liberal, not in Russia, not in Europe, not in the United States, not in Latin America, not in anywhere.
[01:20:30.464 --> 01:20:34.929]  And furthermore, quite substantial efforts are being made by the liberal class globally.
[01:20:34.929 --> 01:20:41.017]  Yes, they're on a deathbed, but they're more dangerous than ever, because they're going to die, they're willing to die killing.
[01:20:42.669 --> 01:20:44.151]  They'll be wiped out.
[01:20:44.151 --> 01:20:51.319]  The 500 years of their effort is going to be wiped out by, as you mentioned, all these nations which are not going along.
[01:20:51.319 --> 01:20:56.045]  And that also includes the United States, which is one of the reasons that Trump became the alternative back in 2016.
[01:20:56.045 --> 01:20:56.185]  Okay?
[01:20:58.147 --> 01:21:06.492]  The chagrin of the global liberal banking financier elite is precisely because Trump, Putin and Xi Jinping, they're on the same team.
[01:21:06.492 --> 01:21:14.357]  Now this may sound like an anathema to most people, saying that's not possibly true, because Trump and Putin, they might have been buddies, but Trump and Xi Jinping, they're enemies.
[01:21:14.357 --> 01:21:25.803]  There were three friends, okay, fighting a common global enemy, which is far more powerful than any one of them individually, which is global liberal banking financiers.
[01:21:25.803 --> 01:21:26.844]  And the idea was,
[01:21:27.424 --> 01:21:54.533]  You join forces to destroy global liberal financiers, and then you sit down at the proverbial table, let's call it Yalta 2.0 agreement, okay, which is not a liberal contour, but the alternative contour, where you can have the winners, as you have the winners in Yalta 1 of Second World War, you'd have another, Yalta 2 would have the winners of this post-global crisis, meaning the United States, meaning Russia, meaning China, meaning India as the world's most populous country.
[01:21:54.533 --> 01:21:55.333]  But again, repeat.
[01:21:56.413 --> 01:22:13.771]  Quite substantial efforts, Alex, are being made by the liberal class globally to ensure that any alternative center, globally, wherever that may be, does not appear, including the United States, which is one of the reasons why they're destroying and dismantling the United States.
[01:22:13.771 --> 01:22:15.092]  I want to remind you of something.
[01:22:15.092 --> 01:22:17.214]  You and I discussed this way back when.
[01:22:17.214 --> 01:22:19.476]  I said about 10 years ago that the United States
[01:22:20.276 --> 01:22:21.497]  It's very close.
[01:22:21.497 --> 01:22:31.668]  I didn't say like tomorrow, I said over the next few years of going to a stage of, you know, post-crisis collapse of the United States as a nation-state in the Civil War.
[01:22:31.668 --> 01:22:34.912]  In other words, what happened in the Soviet Union back in 1991,
[01:22:36.360 --> 01:22:44.642]  The metaphorical train that came into a station in 1991 and said, the Soviet Union, the collapse, with all the entailing signs.
[01:22:44.642 --> 01:22:47.383]  I told you the same thing is going to happen to the United States.
[01:22:47.383 --> 01:22:52.084]  And I remember you look, and it was quite funny because you know me, you say, this guy is not full of shit.
[01:22:52.084 --> 01:22:58.146]  But still, what Daniel Osprey was saying, it's like, I don't know, it doesn't really sound all that true.
[01:22:58.146 --> 01:23:03.007]  But then we come to today, and how many American congressmen and senators are discussing
[01:23:03.687 --> 01:23:05.769]  Openly, that the United States should be broken into.
[01:23:25.727 --> 01:23:30.452]  Again, when you build conceptual models, because again, what do I do for a living?
[01:23:30.452 --> 01:23:32.854]  I create models that define the future.
[01:23:32.854 --> 01:23:40.182]  And so, this is again, to go back to what we were talking about earlier, this is one of the main problems of replacing the liberal slice.
[01:23:40.182 --> 01:23:45.468]  Yes, they're parasites, and yes, they're deeply inappropriate, for the lack of a better word, in terms of
[01:23:45.748 --> 01:23:48.729]  Of the interests of any sovereign nation state.
[01:23:48.729 --> 01:23:49.489]  Any!
[01:23:49.489 --> 01:23:49.889]  Okay?
[01:23:49.889 --> 01:23:50.709]  Yes!
[01:23:50.709 --> 01:23:51.089]  Okay?
[01:23:51.089 --> 01:23:55.811]  In Russia, for example, they create problems with the alternative power groups.
[01:23:55.811 --> 01:23:58.351]  And they create problems for our relationship with the United States.
[01:23:58.351 --> 01:23:59.892]  The same could be said for China.
[01:23:59.892 --> 01:24:04.133]  The same could be said for Japan, which is an hyper-conservative society.
[01:24:04.133 --> 01:24:07.414]  And the transition to this constructive economic cooperation.
[01:24:07.414 --> 01:24:11.055]  And so they make these titanic efforts to destroy the Eurasian Union.
[01:24:11.055 --> 01:24:12.215]  But there's no point!
[01:24:12.947 --> 01:24:18.012]  In eliminating individual liberals, let's get rid of George Soros because he's George Soros.
[01:24:18.012 --> 01:24:18.232]  Why?
[01:24:18.232 --> 01:24:27.821]  Because the institution of system of economic and financial management globally is built under the guise of liberal paradigm.
[01:24:27.821 --> 01:24:31.384]  And what we need to do is we need to change the management model itself.
[01:24:32.253 --> 01:24:41.404]  But to do this and to create an alternative center of centers of conceptual thought globally, you know, you need to create a system.
[01:24:41.404 --> 01:24:49.894]  And if you try to do it without having conceptual ideas, you will get a completely ineffective and inefficient administrative reform, which is what we're seeing right now.
[01:24:49.894 --> 01:24:50.995]  So it makes no sense.
[01:24:51.616 --> 01:24:54.158]  To take one guy out and put another guy in.
[01:24:54.158 --> 01:24:54.378]  Okay?
[01:24:54.378 --> 01:25:00.103]  You need to change the system that... By the way, what you're saying is so fundamental and is the most important thing I've heard in years.
[01:25:00.103 --> 01:25:03.345]  And you were harping on it 20 years ago and it kind of went over my head.
[01:25:03.345 --> 01:25:05.087]  But I was saying this just last week to listeners.
[01:25:05.087 --> 01:25:07.368]  I said, we can't just get rid of their system.
[01:25:07.368 --> 01:25:09.170]  We have to have an alternative.
[01:25:09.170 --> 01:25:12.092]  We have to build something new that works to communicate.
[01:25:12.092 --> 01:25:14.534]  Because I noticed the left attacking me and other people.
[01:25:14.534 --> 01:25:19.138]  And so I've learned and gotten, you know, some will understand what you're saying because I've experienced it.
[01:25:19.798 --> 01:25:21.519]  They always steal your identity.
[01:25:21.519 --> 01:25:33.944]  They always create some false narrative and a false system, and they do it to each individual and group and country and organization because they're creating a whole false, like, almost proto-VR lie.
[01:25:33.944 --> 01:25:46.369]  And what you're saying is the public only knows how to see that, and so how do we show them that we have to build some new system because the left has been able to program people to, like, live in a fantasy land.
[01:25:46.369 --> 01:25:47.470]  I mean, that's what you're saying.
[01:25:48.410 --> 01:25:54.697]  Well, Alex, in Poland, they called you Alex Jones, a Russian stooge.
[01:25:55.586 --> 01:25:57.107]  Okay, so why?
[01:25:57.107 --> 01:25:59.347]  Because if you're not for them, you're against them.
[01:25:59.347 --> 01:26:02.209]  That's the liberal ideology globally.
[01:26:02.209 --> 01:26:03.989]  Now, what's the answer?
[01:26:03.989 --> 01:26:16.314]  The real reform involves putting an end to the imperial monetary system, ending its control over the issuance and price of money, replacing it with a sovereign credit system.
[01:26:16.314 --> 01:26:20.476]  And it also implies ending the power of private central banks, starting with the Federal Reserve.
[01:26:20.476 --> 01:26:24.077]  And so we should eradicate everything that reeks of globalization.
[01:26:24.915 --> 01:26:26.296]  And let's not forget the short term.
[01:26:26.296 --> 01:26:31.998]  You need to create a governance structure and management system for conceptual tasks.
[01:26:31.998 --> 01:26:36.660]  Conceptual is much higher than the actual idea itself.
[01:26:36.660 --> 01:26:39.141]  You need to plan the whole thing from a high vantage point.
[01:26:39.141 --> 01:26:40.302]  Just imagine one thing.
[01:26:40.302 --> 01:26:42.863]  You're sitting in your house looking out the window and you see a guy on a bicycle.
[01:26:43.283 --> 01:26:49.832]  Well, I'm in an airplane at 10,000 meters or 36,000 feet, and I can take in an entire much greater space.
[01:26:49.832 --> 01:26:53.878]  If you're in a satellite out there, you can take in the entire planet Earth.
