[00:00:00.000 --> 00:00:03.359]  [BEEPING]
[00:57:26.112 --> 00:57:27.352]  He has palatial compounds.
[00:57:27.412 --> 00:57:30.642]   But you in Africa, You can't aspire.
[00:57:31.303 --> 00:57:41.593]  You need to live in this will-eat-the-bugs, W-E-F, rationing for the good of the earth, while the ruling class lives like kings and goes around in their giant superyachts.
[00:57:42.374 --> 00:57:43.455]  To mountaintops in Davos.
[00:57:43.996 --> 00:57:52.225]  With carbon footprints thousands of times an American, and an American's carbon footprint is 30, 40, 50 times than somebody in Congo.
[00:57:53.592 --> 00:57:54.913]  Your products have changed my life.
[00:57:55.253 --> 00:57:57.354]  Your brain force and all that make me better.
[00:57:57.414 --> 00:57:58.515]  They make me more focused.
[00:57:58.595 --> 00:57:59.616]  They make me feel better.
[00:57:59.636 --> 00:58:04.018]  A lot of lingering effects from when I was getting sober have now relieved me.
[00:58:04.138 --> 00:58:05.959]  My girlfriend goes to the gym and goes hard.
[00:58:05.979 --> 00:58:06.740]  She's an American.
[00:58:06.900 --> 00:58:07.380]  The same stuff.
[00:58:07.861 --> 00:58:09.361]  These products will change your life.
[00:58:09.862 --> 00:58:14.665]  They fund one of the greatest things out there right now for us as free Americans.
[00:58:14.825 --> 00:58:16.306]  Please do these people a favor.
[00:58:16.726 --> 00:58:17.626]  Go to their store.
[00:58:17.807 --> 00:58:18.627]  Support them.
[00:58:18.847 --> 00:58:19.708]  Do what you need to do.
[00:58:19.728 --> 00:58:23.430]  Because if we lose InfoWars, we lose a lot more than what people are willing to believe.
[00:58:23.790 --> 00:58:30.116]  If you want to really get in shape for this thing about to come, get the HGH and get that testosterone boost, man.
[00:58:30.136 --> 00:58:33.320]  Get in the gym, because I'm in the best shape of my life because of your product.
[00:58:33.700 --> 00:58:39.445]  And I'm willing to do whatever it takes to not lose the greatest symbol against tyranny the world has ever seen.
[00:58:39.706 --> 00:58:40.827]  And that's our American flag.
[00:58:40.847 --> 00:58:42.729]  And with that, I appreciate loving for us.
[00:58:42.609 --> 00:58:45.769]   I'll listen to you the day I die or you go off air, but I'm going to do my part to make
[00:58:45.769 --> 00:58:58.448]  sure you don't have a great day.
[00:58:59.069 --> 00:59:08.904]  The globalists are bombarding us with toxic chemicals hitting us in the air, the water, the food, the 5G, the poison shots, the shedding.
[00:59:09.885 --> 00:59:11.607]  GMO, all of it.
[00:59:11.627 --> 00:59:15.710]  But God's given us compounds through nature that do incredible things in our body.
[00:59:16.071 --> 00:59:19.754]  And one of the most important, if not the most important, is vitamin B12.
[00:59:19.834 --> 00:59:28.342]  We've got the best organic vitamin B12, Ultra 12, a bestseller finally back in stock after close to a year being sold out.
[00:59:28.622 --> 00:59:34.967]  You take it under the tongue for better absorption, and it's 40% off right now at infowarestore.com.
[00:59:35.027 --> 00:59:38.029]   So go, The only way you lose is not taking action.
[00:59:38.049 --> 00:59:41.070]  I thank you all for your support, being part of this fight.
[00:59:40.910 --> 00:59:43.590]  And for 40% off, some products are even more.
[00:59:43.590 --> 00:59:45.350]  And it keeps the show on the air.
[00:59:45.350 --> 00:59:46.829]  That is a 360 win.
[00:59:46.829 --> 00:59:48.589]  The only way you lose is not taking action.
[00:59:48.589 --> 00:59:51.030]  I thank you all for your support, being part of this fight.
[00:59:51.030 --> 00:59:53.269]  Now go to infowarestore.com right now.
[00:59:53.269 --> 00:59:56.110]  (water splashing)
[00:59:56.110 --> 01:00:07.129]  (upbeat music)
[01:00:07.129 --> 01:00:09.710]  (upbeat music)
[01:00:09.710 --> 01:00:18.849]  You are listening to an InfoWars.com frontline report.
[01:00:19.314 --> 01:00:20.679]  It's Alex Jones.
[01:00:23.539 --> 01:00:46.463]  So in Congo you don't get anything and so it's the decision to not industrialize those countries and that's how they control third world countries and then they sit back and say well that's why you're in squalor because you're not as good as us we're gonna you know take care of you but but but now that same inherent elitism beyond racism is now being used against the West and they're now impoverishing the West as a political tool of control.
[01:00:46.883 --> 01:00:53.104]  Yeah, so this is the modern, old-world, European, ugly monster rearing its head again.
[01:00:53.164 --> 01:00:53.444]  Yes.
[01:00:54.365 --> 01:00:57.505]  Which is fascinating, because we fought a revolution.
[01:00:57.565 --> 01:01:04.747]  We thought that in 1776, we said, on this side of 1776, on this side of the Atlantic, we do things differently.
[01:01:04.807 --> 01:01:09.168]  Where, you know what, we the people do sort out our differences in a constitutional republic.
[01:01:09.528 --> 01:01:12.771]  Where every citizen's voice and vote counts equally with free speech and open debate.
[01:01:12.791 --> 01:01:13.432]  That's what we thought.
[01:01:13.992 --> 01:01:17.876]  And every little while, that ugly monster rears its head again.
[01:01:18.116 --> 01:01:23.941]  World War I was in some ways the physical conflict of that old world European monarchical worldview.
[01:01:23.961 --> 01:01:28.065]   Well, that was because the British Empire, who was the villain of that war, Not in World War II.
[01:01:28.125 --> 01:01:30.067]  Hitler was the bad guy there after the first side treaty.
[01:01:30.608 --> 01:01:37.094]  They literally said the German problem, the Austrian-Hungarian Empire, because it was dominant in industry, science.
[01:01:37.434 --> 01:01:40.137]  It was taken over, not with the military, but with all of its inventions.
[01:01:40.557 --> 01:01:48.906]  So it was kind of the new America, but it was run by another royal family, so they had to kill the Archduke Franz Ferdinand and start World War I, so you're dead on.
[01:01:49.486 --> 01:01:54.896]  And so this battle plays itself out every century or so in different ways.
[01:01:55.317 --> 01:01:58.864]  And I think right now we live in another one of these 1776 months.
[01:02:01.621 --> 01:02:02.462]  Yeah, that's one way to put it.
[01:02:02.482 --> 01:02:04.464]  I've heard, I'm familiar with the evolution.
[01:02:04.524 --> 01:02:04.965]  It's dead on.
[01:02:05.445 --> 01:02:08.509]  Let's use the analogy of America, the United States and India.
[01:02:09.390 --> 01:02:11.872]  I call it, I've been saying this for 20 plus years, that's why they do want me off here.
[01:02:11.893 --> 01:02:12.713]  You ask, what do I stand for?
[01:02:12.773 --> 01:02:17.639]  Americana, freedom, soft power, people aspiring to be like America, making us the best.
[01:02:17.819 --> 01:02:18.720]  American exceptionalism.
[01:02:18.760 --> 01:02:19.821]  American exceptionalism.
[01:02:20.282 --> 01:02:20.762]  Take India.
[01:02:21.519 --> 01:02:28.981]  You know, controlled by the British, kick them out, now wildly successful, because you guys actually got control of your government, had your own resources.
[01:02:29.361 --> 01:02:29.761]  Same thing.
[01:02:29.781 --> 01:02:31.921]  I would call that 1776 worldwide.
[01:02:32.201 --> 01:02:43.064]  And that's not America controlling things, it's the idea of freedom, idea of the people, the idea of loving your nation, empowering the individual, and a meritocracy where... Meritocracy, what a word.
[01:02:45.683 --> 01:02:46.924]  Well, it's a bad word these days.
[01:02:47.364 --> 01:02:47.564]  It is.
[01:02:47.604 --> 01:02:49.265]  Well, I mean, I go back and I look at World War II.
[01:02:50.006 --> 01:02:55.830]  And almost all of our generals got there through meritocracy and grew up on little farms or in poor areas of cities.
[01:02:56.170 --> 01:03:01.570]   And there was almost nobody whose dad or granddad was an admiral who was there.
[01:03:01.570 --> 01:03:05.088]   In fact, it was almost discrimination against the aristocracy was what America was doing
[01:03:05.088 --> 01:03:08.730]   because George Washington was being discriminated against by the aristocracy, even though he
[01:03:08.730 --> 01:03:10.688]  was really a part of it.
[01:03:10.688 --> 01:03:11.688]  He was mad.
[01:03:11.688 --> 01:03:15.048]   That was one of the big reasons that even the "elites" of America fought the British
[01:03:15.048 --> 01:03:18.729]   elites because they were tired of saying, "Well, I'm actually your cousin, but I'm not
[01:03:18.729 --> 01:03:22.369]  a lord, so I can't ship products out of the colonies."
[01:03:22.369 --> 01:03:26.329]   And so if the rich guys want freedom, and they finally set up for themselves, that will
[01:03:26.329 --> 01:03:27.650]  have to trickle down.
[01:03:27.650 --> 01:03:30.329]   And that's why they could point at America's beginning and say, "We weren't perfect."
[01:03:30.329 --> 01:03:35.650]   But it was the idea of the process, and as more people get into that, that's the victory.
[01:03:35.650 --> 01:03:40.010]   So now you look at who is the leaders of the military, they'll have some token people.
[01:03:39.774 --> 01:03:43.133]  people, "Oh look, a black guy, a white lady," or whatever.
[01:03:43.133 --> 01:03:48.453]   But if you actually look, it's a bunch of blue bloods whose grandfathers were in control
[01:03:48.453 --> 01:03:53.654]   of the end of World War II when America absorbed the British Empire and became this new globalist
[01:03:53.654 --> 01:03:54.654]  system.
[01:03:54.654 --> 01:03:58.653]   So America is like the engine and the brain, along with the British intelligence, of this
[01:03:59.431 --> 01:04:00.251]  I love America.
[01:04:00.591 --> 01:04:01.872]  I mean, I've got Jones.
[01:04:01.912 --> 01:04:03.674]  I mean, I've got a Welsh last name on it.
[01:04:04.254 --> 01:04:06.235]  I'm not an Anglophile, but I'm not an Anglophobe.
[01:04:06.555 --> 01:04:19.164]  But the system of the British Empire and the ghost of it through Blackrock and its Royal Institute of International Affairs and the CFR and these corporate management boards are devolving the governments while they expand them and transferring the power themselves.
[01:04:19.444 --> 01:04:20.405]  That's the new world order.
[01:04:20.645 --> 01:04:21.025]  That's global.
[01:04:21.045 --> 01:04:22.266]  It's actually the old world order.
[01:04:22.446 --> 01:04:22.986]  It is, you're right.
[01:04:23.206 --> 01:04:26.008]  It's really just the old world order in new world clothing.
[01:04:26.028 --> 01:04:26.688]  That's exactly it.
[01:04:26.908 --> 01:04:28.589]  And that's what we've got to understand.
[01:04:29.890 --> 01:04:37.353]  The optimistic side of me says that what a special time it would have been to be alive in the spring of 1776.
[01:04:37.553 --> 01:04:40.275]  I mean, it was a special time to be alive.
[01:04:40.295 --> 01:04:42.536]  You've got Thomas Jefferson at the age of 33.
[01:04:42.836 --> 01:04:44.197]  People say, I'm old, I'm young.
[01:04:44.697 --> 01:04:45.998]  Well, I'm old compared to Thomas Jefferson.
[01:04:46.018 --> 01:04:48.139]  He was 33 when he wrote the Declaration of Independence.
[01:04:48.899 --> 01:04:53.126]  You have people who are the pioneers, the explorers, the unafraid, that said, you know what?
[01:04:53.227 --> 01:04:56.032]  We are going to not just be victimized by this.
[01:04:56.472 --> 01:04:57.795]  We're going to chart a new way forward.
[01:04:57.815 --> 01:04:59.297]  Well, 33 was all... That's the moment we live in.
[01:04:59.238 --> 01:05:24.838]  I totally agree.
[01:05:24.921 --> 01:05:29.102]  What it does for your immune system, your body, all your cells, is miraculous.
[01:05:29.502 --> 01:05:31.023]  It's discounted at FortWorthShore.com.
[01:05:31.423 --> 01:05:32.464]  Double Patriot points.
[01:05:32.824 --> 01:05:33.505]  Free shipping.
[01:05:34.005 --> 01:05:36.287]  Biggest sale, hands down, of 2023.
[01:05:36.947 --> 01:05:39.629]  I'm sure Christmas will have a big sale, but we'll be sold out of most of this.
[01:05:39.689 --> 01:05:41.510]  So, Christmas has come early.
[01:05:41.570 --> 01:05:42.751]  Black Friday's come early.
[01:05:43.111 --> 01:05:44.312]  And it funds the InfoWar.
[01:05:44.452 --> 01:05:45.373]  Get X2.
[01:05:45.673 --> 01:05:47.254]  Get Vazzo Beats back in stock.
[01:05:47.555 --> 01:05:52.758]  Get all the other great products at InfoWarStore.com right now.
[01:05:52.778 --> 01:05:56.400]   But again, Our fan favorite, my favorite, is X2.
[01:05:56.860 --> 01:05:58.020]  Sold out for over a year.
[01:05:58.341 --> 01:05:59.901]  Could be our last run of our shutdown.
[01:06:00.181 --> 01:06:01.042]  Get it while you can.
[01:06:01.262 --> 01:06:01.682]  X2.
[01:06:01.802 --> 01:06:03.802]  Discount at InfowarsStore.com.
[01:06:03.802 --> 01:06:09.802]  [music]
[01:06:09.802 --> 01:06:17.061]   Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of
[01:06:17.061 --> 01:06:18.802]  the InfoWar.
[01:06:18.802 --> 01:06:22.802]  [music]
[01:06:23.803 --> 01:06:24.624]  33 was old back then.
[01:06:24.644 --> 01:06:26.464]  A lot of people died young.
[01:06:26.484 --> 01:06:28.485]  You either die young or live a really long time.
[01:06:28.505 --> 01:06:30.066]  But the average was we didn't live as long.
[01:06:30.386 --> 01:06:30.986]  You're absolutely right.
[01:06:31.546 --> 01:06:33.127]  People were married by 16.
[01:06:33.207 --> 01:06:34.908]  People were explorers by 16.
[01:06:35.708 --> 01:06:36.848]  Thomas Jefferson lived a long time.
[01:06:36.948 --> 01:06:40.710]  By 33, he was leading a revolution against an empire that had never been invented.
[01:06:40.770 --> 01:06:41.050]  An inventor.
[01:06:41.110 --> 01:06:42.151]  And he was inventing things.
[01:06:42.171 --> 01:06:42.751]  He was an engineer.
[01:06:42.771 --> 01:06:43.631]  He invented the swivel chair.
[01:06:43.651 --> 01:06:46.572]  He invented a bunch of other things, too, while he's writing the Declaration of Independence.
[01:06:46.952 --> 01:07:01.104]   That spirit In some ways, would history have produced the Thomas Jeffersons and the Alexander Hamiltons of the world if it weren't for the fact that they had this oppressive regime to stand up against?
[01:07:01.804 --> 01:07:03.165]  I think probably not, is the answer.
[01:07:03.185 --> 01:07:03.546]  No, I totally agree.
[01:07:03.566 --> 01:07:04.246]  You're talking about the hippies.
[01:07:04.286 --> 01:07:06.508]  So this is an opportunity, the moment we live in.
[01:07:07.569 --> 01:07:14.555]  I am sick and tired even myself of, I don't know if you've read some of the books I've written or anything like this, of pointing out the problem.
[01:07:14.595 --> 01:07:15.396]  I've got plenty of that.
[01:07:16.909 --> 01:07:18.090]  This is our opportunity now.
[01:07:18.130 --> 01:07:20.593]  We're not just going to throw up our hands and complain about it.
[01:07:21.393 --> 01:07:22.555]  This is our moment to revive.
[01:07:22.575 --> 01:07:23.355]  I agree.
[01:07:23.375 --> 01:07:24.376]  My wife's a huge fan.
[01:07:24.837 --> 01:07:25.137]  Thank you.
[01:07:25.157 --> 01:07:25.598]  Tell her thank you.
[01:07:25.618 --> 01:07:25.978]  What's her name?
[01:07:26.378 --> 01:07:26.578]  Erica.
[01:07:26.639 --> 01:07:27.559]  Erica, tell her thank you.
[01:07:27.579 --> 01:07:29.922]  She almost got up this morning, but we don't have anybody to take care of my daughter.
[01:07:29.942 --> 01:07:30.642]  She's got to get her to school.
[01:07:30.662 --> 01:07:31.343]  How old's your daughter?
[01:07:31.583 --> 01:07:32.004]  Six and a half.
[01:07:32.364 --> 01:07:33.645]  Oh, it's a good age.
[01:07:34.585 --> 01:07:37.127]  I've got four children, three with my first wife and then one with her.
[01:07:37.327 --> 01:07:37.927]  Oh, good for you.
[01:07:37.947 --> 01:07:39.228]  And I don't mean to interrupt.
[01:07:39.248 --> 01:07:40.049]  You're so dead on.
[01:07:40.089 --> 01:07:42.790]  I see you talk about this is our 1776 moment.
[01:07:43.030 --> 01:07:43.651]  I really mean that.
[01:07:43.731 --> 01:07:44.852]  This is an opportunity, it is.
[01:07:45.192 --> 01:07:49.875]  Instead of being the leftist mind and we're being attacked, we're being oppressed, let's give up and complain.
[01:07:50.095 --> 01:07:50.895]  Let's innovate.
[01:07:51.035 --> 01:07:52.756]  Let's out-communicate.
[01:07:53.217 --> 01:07:58.820]  Let's use this pressure, like lifting weights or jogging or climbing a mountain, to get stronger.
[01:07:59.400 --> 01:08:01.942]  That which doesn't kill me only makes me stronger, to quote Nietzsche.
[01:08:02.402 --> 01:08:02.962]  Yes!
[01:08:03.243 --> 01:08:07.245]  And this is 1776, part two for the whole world.
[01:08:07.585 --> 01:08:08.505]  And it's very exciting.
[01:08:09.086 --> 01:08:11.247]  And I think we've got to go through stages of this.
[01:08:11.547 --> 01:08:15.249]  And you've been doing this in my own corner of the world.
[01:08:15.269 --> 01:08:18.991]  I've been doing this to point out the problem and see it with clear eyes.
[01:08:19.611 --> 01:08:22.072]  You can't win a war unless you know that you're in one.
[01:08:22.272 --> 01:08:23.152]  That's the first step.
[01:08:23.172 --> 01:08:23.552]  Boom.
[01:08:23.953 --> 01:08:27.794]  And you got a bunch of people on that Republican Party stage that have no clue.
[01:08:27.994 --> 01:08:29.354]  I mean, these are clueless politics.
[01:08:29.374 --> 01:08:30.575]  They don't even know what exactly.
[01:08:30.595 --> 01:08:31.495]  They're just, I'm a politician.
[01:08:31.515 --> 01:08:32.175]  They have no clue.
[01:08:32.235 --> 01:08:33.576]  I want to be rich and powerful.
[01:08:33.636 --> 01:08:36.397]  Boy, my super PAC provided talking points, literally.
[01:08:37.017 --> 01:08:41.782]  They're like going to a whorehouse and the whores are lined up showing you what they got and telling you their specialty.
[01:08:41.943 --> 01:08:44.743]   I mean, they're literally in front of the corporations saying, "I'm good at this, I'm
[01:08:44.743 --> 01:08:45.743]  good at that."
[01:08:45.743 --> 01:08:46.742]  I will...
[01:08:46.742 --> 01:08:47.742]  ...mother's milk for them.
[01:08:47.742 --> 01:08:48.742]  Money is the mother's milk of politics.
[01:08:48.742 --> 01:08:50.182]  So put them to one side.
[01:08:50.182 --> 01:08:54.222]   But my view is, you can't win a war unless you know you're in one.
[01:08:54.256 --> 01:09:02.704]  And part of my job has been laying out the weaponization of financial markets, the weaponization of our capital, the weaponization of basically every sphere of our lives.
[01:09:03.085 --> 01:09:13.455]  This fringe minority view has taken over institutions from K-12 education, to our universities, to Wall Street, to Silicon Valley, to our U.S.
[01:09:13.515 --> 01:09:14.075]  military.
[01:09:14.696 --> 01:09:16.619]  Now, I think it's worth pausing.
[01:09:16.639 --> 01:09:18.762]  I was going to get to the positive part before I do that.
[01:09:18.782 --> 01:09:26.514]  I think it's worth answering the question of why this other side has managed to take over every institution.
[01:09:26.835 --> 01:09:28.657]  And I have an unconventional theory of this one, Alex.
[01:09:29.881 --> 01:09:36.745]  I think that it's worth seeing, you know, you and I may be, you know, we're conservative, people may classify us as being in the right, but take those labels off.
[01:09:36.785 --> 01:09:37.425]  I'm a populist.
[01:09:37.765 --> 01:09:40.487]  I mean, just take, I hate labels, they're not useful.
[01:09:40.507 --> 01:09:40.867]  I agree.
[01:09:41.087 --> 01:09:43.588]  They're reductionist, so let's just look at the substance of this.
[01:09:43.889 --> 01:09:46.470]  People who would have identified as being on the old left.
[01:09:47.606 --> 01:09:49.749]  Occupy Wall Street, challenging the bailouts.
[01:09:50.189 --> 01:09:52.672]  The old left version of Breakup Big Tech.
[01:09:52.972 --> 01:09:57.737]  The old left that was critical of colleges charging way too much money for providing far less in return.
[01:09:58.257 --> 01:10:03.543]  The people who have criticized schools in the inner cities failing to serve black kids in inner city or whatever.
[01:10:04.144 --> 01:10:04.904]  Even our military.
[01:10:04.944 --> 01:10:06.426]  The wars in Iraq and Afghanistan.
[01:10:06.446 --> 01:10:09.809]  A lot of that criticism used to come from what was perceived to be the old left.
[01:10:10.470 --> 01:10:19.056]  What happened was, each of those institutions, what they did was, if you're Wall Street, you don't want to occupy Wall Street, but I'll do the new woke stuff, diversity, inclusion, climate change, great.
[01:10:19.717 --> 01:10:22.619]  If you're Silicon Valley, I don't like the left-wing breakup, big tech.
[01:10:22.979 --> 01:10:30.504]  I'll censor hate speech and misinformation as you define it, but I don't do it for free, as long as I get to get you off my back.
[01:10:30.924 --> 01:10:31.325]  The U.S.
[01:10:31.365 --> 01:10:36.048]  military, if you're Mark Milley, you don't want to talk about accountability for Iraq and Afghanistan, forget about that.
[01:10:36.368 --> 01:10:38.610]  I'll talk about white rage and systemic racism.
[01:10:39.210 --> 01:10:43.332]  So, part of this is a deeper arranged marriage.
[01:10:43.392 --> 01:10:49.514]  It's more like, I mean, use the whorehouse analogy, it's more like mutual prostitution between two strange bedfellows.
[01:10:49.534 --> 01:10:49.774]  That's right.
[01:10:49.794 --> 01:10:51.074]  The power structure has failed.
[01:10:51.574 --> 01:10:53.835]  They're not the aristocrats that are doing it for their own good.
[01:10:54.255 --> 01:10:55.156]  They know they're a fraud.
[01:10:55.216 --> 01:10:56.296]  The system's coming apart.
[01:10:56.816 --> 01:10:57.237]  Yes.
[01:10:57.257 --> 01:11:02.058]  They know it's a fraud, but it's an arranged marriage that allows them to keep their power intact.
[01:11:02.078 --> 01:11:02.738]  That's it.
[01:11:02.779 --> 01:11:04.959]  So, anyway, you've talked about similar themes.
[01:11:04.979 --> 01:11:06.000]  Do you ask why this has happened, though?
[01:11:06.100 --> 01:11:06.260]  Yeah.
[01:11:08.168 --> 01:11:10.120]  There's a meme, it's totally true, history shows it.
[01:11:11.124 --> 01:11:12.505]  Bad times make hard men.
[01:11:12.545 --> 01:11:13.906]  Hard men make good times.
[01:11:14.046 --> 01:11:15.347]  Good times make weak men.
[01:11:15.387 --> 01:11:16.448]  Weak men make bad times.
[01:11:16.948 --> 01:11:17.609]  It's a cycle.
[01:11:17.669 --> 01:11:19.370]  So, a lot of it is our fault.
[01:11:19.410 --> 01:11:21.412]  We can't just blame the globalists and the aristocracy.
[01:11:21.472 --> 01:11:22.633]  Thank you.
[01:11:23.033 --> 01:11:25.175]  Their rot is our rot.
[01:11:25.495 --> 01:11:26.376]  That's what I'm talking about.
[01:11:26.396 --> 01:11:28.177]  There's so much entertainment, so much food.
[01:11:28.197 --> 01:11:32.480]  We've got to look in the mirror and ask ourselves, why is it that we bend the knee?
[01:11:32.540 --> 01:11:38.705]  Because, yes, when the Israelites escape from the Pharaoh, they're lost in the desert, yet to find the Promised Land.
[01:11:39.827 --> 01:11:40.408]  What did they say?
[01:11:40.468 --> 01:11:43.814]  We want to go back and be ruled by the Pharaoh.
[01:11:43.894 --> 01:11:44.255]  That's right.
[01:11:44.475 --> 01:11:46.519]  And so we can complain about the Pharaoh all we want.
[01:11:47.080 --> 01:11:48.081]  And it exists.
[01:11:49.080 --> 01:11:53.042]  He has the global ESG movement, modern state... But we have to build our own system.
[01:11:53.082 --> 01:11:55.142]  That's actually... What is it that makes us want to bend the knee?
[01:11:55.202 --> 01:11:58.304]  That's actually what this book, The Great Awakening, comes out next week.
[01:11:58.504 --> 01:12:00.084]  It's available on m4s right now, pre-order.
[01:12:00.304 --> 01:12:04.206]  This is a really important book, defeating the globalists and launching the next great renaissance.
[01:12:04.226 --> 01:12:07.207]  I wasn't even going to bring the book up until you brought this up.
[01:12:07.627 --> 01:12:10.308]  This book is not just about how they're bad.
[01:12:10.328 --> 01:12:11.088]  That's half the book.
[01:12:11.168 --> 01:12:12.329]  The rest is solutions.
[01:12:12.729 --> 01:12:14.730]  So I'm really impressed with your work and research.
[01:12:14.750 --> 01:12:15.190]  I hope you'll read it.
[01:12:15.210 --> 01:12:15.710]  Can I take a copy?
[01:12:15.950 --> 01:12:16.810]  Please, sir.
[01:12:17.071 --> 01:12:18.071]  Take a couple for your crew as well.
[01:12:22.148 --> 01:12:22.648]  Absolutely.
[01:12:22.848 --> 01:12:26.471]  But I mean, you're totally nailing it, and I watched and listened to you.
[01:12:26.491 --> 01:12:30.015]  That's how I was able to steal your thunder and say, in fact, you influenced this book.
[01:12:30.635 --> 01:12:32.777]  And me hearing you, we've got to talk more about solutions.
[01:12:32.797 --> 01:12:34.799]  And I was already on that kick, but you're right.
[01:12:34.819 --> 01:12:38.802]  I was like, I've got to write a book about solutions and the system we can build that's alternative.
[01:12:38.822 --> 01:12:39.723]  This is the moment now.
[01:12:39.843 --> 01:12:40.424]  Now is our moment to do it.
[01:12:40.444 --> 01:12:41.325]  We can't just say, blow this up.
[01:12:41.365 --> 01:12:44.968]  We've got to have an alternative vision of our own, right?
[01:12:45.469 --> 01:12:50.618]  So, I think that, for me, and it doesn't mean we can't have competing visions, this is the conversation we need to have.
[01:12:51.219 --> 01:12:54.284]  If the left is feeding us race, gender, sexuality, climate...
[01:12:55.424 --> 01:12:57.025]  How about reviving the individual?
[01:12:57.265 --> 01:12:57.505]  Yes.
[01:12:58.145 --> 01:12:58.985]  How about the family?
[01:12:59.246 --> 01:12:59.446]  Yes.
[01:12:59.806 --> 01:13:00.266]  Nation?
[01:13:01.266 --> 01:13:03.587]  Not some nebulous global citizen fighting climate change.
[01:13:03.908 --> 01:13:07.549]  I'm a citizen of this nation, the United States of America, and I'm proud of it.
[01:13:07.569 --> 01:13:08.629]  I'm not going to apologize for it.
[01:13:08.850 --> 01:13:11.351]  And by the way, God, I think, plays a big role in this too.
[01:13:11.371 --> 01:13:13.712]  I think the revival of faith is something that can unite us as a country.
[01:13:13.752 --> 01:13:14.292]  I totally agree with that.
[01:13:14.312 --> 01:13:15.032]  That's what the book's about.
[01:13:15.072 --> 01:13:16.513]  And again, I'm not against gay people.
[01:13:16.913 --> 01:13:19.832]  You know, rainbow flag stuff, but it's the new flag.
[01:13:19.832 --> 01:13:22.193]  They're even talking about getting rid of the American flag.
[01:13:22.193 --> 01:13:26.233]   They're now trying to take George Washington's statue down in New York.
[01:13:26.233 --> 01:13:31.993]   They're now doing all of this, and this is all unfolding, and we're having our symbols
[01:13:31.993 --> 01:13:37.513]   that recognize who we are and what we stand for away from us and giving us a new one that
[01:13:37.513 --> 01:13:40.513]  is a government, corporate-directed sex cult.
[01:13:40.724 --> 01:13:47.050]  I don't care if it was a heterosexual cult showing me their flag and taking down our flag and telling my kids about it.
[01:13:47.430 --> 01:13:52.134]  I mean if it was some new flag about NASCAR, I'm not against NASCAR, but it was NASCAR stuff everywhere.
[01:13:52.154 --> 01:13:56.718]  Them telling my kids pledge allegiance to NASCAR, I'd say this is a NASCAR cult, get it out of here.
[01:13:57.178 --> 01:13:59.040]  And what it is... A cult is interesting.
[01:13:59.160 --> 01:14:00.461]  It's an interesting use of the word.
[01:14:00.481 --> 01:14:04.645]   So a cult Is a religion that has not withstood the test of time.
[01:14:05.485 --> 01:14:05.746]  Okay?
[01:14:06.647 --> 01:14:07.347]  So it's short term.
[01:14:07.427 --> 01:14:11.331]  And so, there's an old saying actually, I think it came from Blaise Pascal.
[01:14:11.411 --> 01:14:20.540]  He was a scientist of all things, but he said, if there's a hole the size of God in your heart and God does not fill it, something else will instead.
[01:14:20.601 --> 01:14:20.961]  Exactly.
[01:14:21.201 --> 01:14:25.823]  And my civic version of that... They kicked God out, and now... Some other poison fills the void.
[01:14:25.843 --> 01:14:26.763]  A demon is filling it.
[01:14:26.843 --> 01:14:35.147]  And so, my version of that, in a civic sense, is if we don't pledge allegiance to the American flag, or to a true flag of our nation...
[01:14:36.186 --> 01:14:38.407]  We're going to pledge allegiance to a different flag instead.
[01:14:38.708 --> 01:14:42.290]  I said that as a matter of analogy, but now literally there are different flags.
[01:14:42.330 --> 01:14:43.230]  I mean the transgender flag.
[01:14:43.290 --> 01:14:44.271]  And there's more and more and more.
[01:14:44.311 --> 01:14:45.472]  We're being divided and conquered.
[01:14:45.492 --> 01:14:45.892]  That's right.
[01:14:46.012 --> 01:14:49.514]  And they call it the broken coalition strategy.
[01:14:49.915 --> 01:14:53.357]  This came out in the Clinton documents in their library in Little Rock.
[01:14:53.837 --> 01:14:56.879]  And as they're about to win the presidency, they're having meetings.
[01:14:56.919 --> 01:14:57.840]  The papers are public now.
[01:14:58.180 --> 01:15:03.484]  We've got to create the broken coalition strategy nationwide, where no group can be powerful and organized.
[01:15:03.504 --> 01:15:06.746]  So the parliamentary system's weak, because look at Justin Trudeau.
[01:15:07.646 --> 01:15:16.933]  He only gets 30% of the vote, but he has coalitions with the broken coalition strategy to then have the tyranny of different minorities getting together against the majority.
[01:15:17.533 --> 01:15:19.755]  Oh, it's such an interesting invocation of that.
[01:15:20.805 --> 01:15:23.112]  That describes our current moment right now in this country.
[01:15:23.152 --> 01:15:32.976]   We have, in the name of protecting against a tyranny of the majority, We have created a new tyranny of the minority.
[01:15:33.136 --> 01:15:33.617]  Exactly.
[01:15:33.717 --> 01:15:35.417]  And that minority has captured every institution.
[01:15:35.437 --> 01:15:36.537]  That's what you told the transgender.
[01:15:36.557 --> 01:15:37.498]  See, I'm quoting you back.
[01:15:37.538 --> 01:15:37.998]  You've taught me a lot.
[01:15:38.018 --> 01:15:38.638]  Yeah, you remember that.
[01:15:38.698 --> 01:15:39.998]  And I gotta tell you, Vivek, of course I do.
[01:15:40.019 --> 01:15:40.659]  I watch you every day.
[01:15:41.039 --> 01:15:42.519]  You and Tucker Carlson are two of my favorite people.
