[00:00:00.000 --> 00:00:03.000]  [MUSIC PLAYING]
[00:26:47.432 --> 00:26:53.877]  It looked like there was a shockwave ripping through the building and the windows all busted out.
[00:26:54.257 --> 00:26:56.519]  About a second later the bottom floor caved out.
[00:26:57.039 --> 00:27:02.042]  The building followed after that and we saw the building crash down all the way to the ground.
[00:27:05.905 --> 00:27:09.108]  And I turned in time to see what looked like a skyscraper implosion.
[00:27:09.208 --> 00:27:11.809]  It looked like it had been set by a demolition crew.
[00:27:11.829 --> 00:27:13.751]  The whole thing just collapsing down on itself.
[00:27:16.727 --> 00:27:17.447]  Hit pause for a moment.
[00:27:17.787 --> 00:27:25.290]  Coming up is Larry Silverstein from a PBS documentary that aired two years at 9-11 saying they gave the order to pull it and watch the building come down.
[00:27:25.590 --> 00:27:28.131]  Pull it means controlled demolition, but hear it for yourself.
[00:27:30.272 --> 00:27:32.713]  It was almost as if it were a planned implosion.
[00:27:33.293 --> 00:27:34.814]  It just pancaked.
[00:27:37.315 --> 00:27:43.497]  I remember getting a call from the fire department commander telling me that they were not sure they were going to be able to contain the fire.
[00:27:45.151 --> 00:27:47.093]  I said, you know, we've had such a terrible loss of life.
[00:27:48.154 --> 00:27:50.075]  Maybe the smartest thing to do is pull it.
[00:27:51.116 --> 00:27:53.057]  And they made that decision to pull.
[00:27:53.117 --> 00:27:55.917]  and then we watched the building collapse.
[00:27:55.917 --> 00:27:59.916]  And pause again.
[00:27:59.916 --> 00:28:07.518]   So this is one of those type situations where the CDC in October 2000 put out a document months before
[00:28:07.518 --> 00:28:10.518]   the shots began saying it'll cause blood clots, myocarditis,
[00:28:10.518 --> 00:28:16.117]   strokes, you know, dozens of other horrible things, infertility, and it was all true and they knew.
[00:28:16.563 --> 00:28:18.225]  And they want to just act like that's not there.
[00:28:19.286 --> 00:28:20.127]  Same thing with this.
[00:28:20.807 --> 00:28:29.455]  I interviewed the firefighters and police that heard the countdown and were told that the building was about to be brought down by the feds.
[00:28:31.027 --> 00:28:34.229]  And then we interviewed the Deputy Head of Newark Emergency Management, Barry Jennings.
[00:28:35.009 --> 00:28:36.470]  Mysteriously died after we interviewed him.
[00:28:38.111 --> 00:28:39.091]  But we talked to the neighbors.
[00:28:39.131 --> 00:28:43.774]  They said there was all these vans and feds there and that they moved out of the house before he was announced dead.
[00:28:44.014 --> 00:28:46.195]  So probably witness relocation program.
[00:28:46.535 --> 00:28:46.956]  But who knows?
[00:28:46.976 --> 00:28:47.816]  He may have actually died.
[00:28:47.996 --> 00:28:48.556]  We don't know.
[00:28:48.997 --> 00:28:50.017]  We're allowed to speculate here.
[00:28:50.838 --> 00:28:53.099]  But that's how deep I investigated this, okay?
[00:28:55.185 --> 00:28:56.847]  Went to New York, dozens of times, covered it.
[00:28:57.528 --> 00:28:59.150]  So I talk to the eyewitnesses, not just the clips.
[00:28:59.991 --> 00:29:01.413]  Now, here's where the Israelis come in.
[00:29:03.152 --> 00:29:11.260]  Since September 11th, more than 60 Israelis have been arrested or detained, either under the new Patriot anti-terrorism law or for immigration violations.
[00:29:11.760 --> 00:29:25.013]  A handful of active Israeli military were among those detained, according to investigators, who say some of the detainees also failed polygraph questions when asked about alleged surveillance activities against and in the United States.
[00:29:25.653 --> 00:29:41.582]  Numerous classified documents obtained by Fox News indicate that even prior to September 11th, as many as 140 other Israelis had been detained or arrested in a secretive and sprawling investigation into suspected espionage by Israelis in the United States.
[00:29:42.103 --> 00:29:51.008]  The majority of those questioned, quote, stated they served in military intelligence, electronic surveillance intercept, and or explosive ordinance units.
[00:29:51.940 --> 00:29:53.901]  All right, so just thought I'd get that out there.
[00:29:53.921 --> 00:29:54.901]  Hadn't covered that in a while.
[00:29:55.801 --> 00:29:57.922]  That's when the American people were being made the enemy.
[00:29:59.322 --> 00:30:02.103]  And now, environmentalism, the virus, you're even more the enemy.
[00:30:02.703 --> 00:30:03.543]  See how that works.
[00:30:03.583 --> 00:30:07.404]  And I told you back at the time, you would be the target, I'll be the target, and now we are.
[00:30:07.484 --> 00:30:09.645]  Now let's shift gears into the new world order.
[00:30:11.625 --> 00:30:20.348]  And how they want to cut your resources off and get you totally under their control with a social credit score, social system of the universal basic income.
[00:30:21.308 --> 00:30:32.221]  Thousands protesting against World Economic Forum-backed 15-minute cities in the UK, where they're now dividing towns and cities into quadrants and not letting you leave in your car or come in with a car into those areas.
[00:30:33.042 --> 00:30:36.286]  Now they're talking about making you wear bracelets to come and go.
[00:30:36.707 --> 00:30:37.688]  This is all part of Agenda 2030.
[00:30:39.821 --> 00:30:40.301]  Here's another one.
[00:30:40.321 --> 00:30:52.929]  Democrats in Minnesota now following California that passed a law last year, now pushing for a ban on gas-powered lawnmowers and chainsaws, and of course, a ban of wood-fired stoves and, of course, fireplaces.
[00:30:53.750 --> 00:31:03.736]  When we come back, we have Nancy Pelosi back in 1992 after George Herbert Walker Bush signed Agenda 21, the Rio de Janeiro Pact, trying to get it passed in the U.S.
[00:31:04.416 --> 00:31:05.437]  House of Representatives.
[00:31:05.697 --> 00:31:17.053]   Because remember, you can pull up literally hundreds of news articles With the Washington Post and CNN and the New York Times saying that it does not exist.
[00:31:17.113 --> 00:31:18.736]  There is no Agenda 21.
[00:31:19.517 --> 00:31:20.999]  There is no Agenda 2030.
[00:31:21.039 --> 00:31:25.226]  There is no replacement migration, even though there are official treaties and official plans.
[00:31:27.796 --> 00:31:31.620]  They do not exist, even though it's on the official WEF website.
[00:31:31.740 --> 00:31:32.681]  Does not exist.
[00:31:33.122 --> 00:31:36.625]  Now, if you're for it, it exists, and you're a good person, your social credit score will go up.
[00:31:37.026 --> 00:31:37.746]  You won't be censored.
[00:31:38.147 --> 00:31:38.447]  For now.
[00:31:38.908 --> 00:31:45.414]  But if you say it exists and don't like it, you are now crazy, and it doesn't exist, the definition of gaslighting.
[00:31:45.434 --> 00:31:47.416]  And then we'll shift gears.
[00:31:48.277 --> 00:31:55.383]  Into the brain implant headline, Bill Gates, Bezos invest in microchip mind control program.
[00:31:55.403 --> 00:31:56.184]  That's the headline.
[00:31:56.204 --> 00:31:57.925]  CNBC.
[00:32:00.939 --> 00:32:10.688]  Oh my goodness, and so we'll be going over all of that, and there's a lot on the destruction of our children front we're going to be breaking down as well straight ahead.
[00:32:10.768 --> 00:32:12.509]  And Chris Skye joins us.
[00:32:12.689 --> 00:32:16.713]  Infowars.com, band.video, and newswars.com.
[00:32:17.113 --> 00:32:18.454]  Those are the coordinates of freedom.
[00:32:18.615 --> 00:32:25.615]  Those are the coordinates to promote.
[00:32:25.615 --> 00:32:28.213]  Welcome back to the final segment of the first hour.
[00:32:28.206 --> 00:32:29.831]  I'll be back in the second hour with Chris Sky and more.
[00:32:29.851 --> 00:32:30.754]  I'm your host Alex Jones.
[00:32:32.481 --> 00:32:36.925]  So, the globalists need a management system where it makes the public the enemy, the public the problem.
[00:32:36.945 --> 00:32:49.217]  That's the fake environmentalism saying what we breathe, what we exhale is toxic, the carbon dioxide is evil, that we've all got viruses, that we've got to be surveilled and tracked and censored and they've got to take control of our bodies.
[00:32:49.958 --> 00:33:03.848]   But if you go back to the Rio de Janeiro Earth Summit in 92 that George Herbert Walker Bush, Mr. New World Order, signed on to, It's the basis of the carbon taxes, the regulations, the 15-minute cities, the wilderness corridors.
[00:33:04.228 --> 00:33:05.909]  None of it has to do with the environment.
[00:33:06.369 --> 00:33:10.551]  All of it has to do with a power grab and a surveillance police state grid.
[00:33:11.820 --> 00:33:17.663]  With the United Nations in control of the whole thing with corporations writing policy for the United Nations.
[00:33:18.524 --> 00:33:27.708]  And so here's Nancy Pelosi on the floor of the House in 92 trying to get the treaty ratified and trying to get subsequent bills passed.
[00:33:27.728 --> 00:33:28.209]  They didn't.
[00:33:28.969 --> 00:33:38.274]  But just like there was never a law passed for carbon taxes to shut down most our coal power plants because they put off carbon dioxide the plants breathe, they still did it.
[00:33:38.874 --> 00:33:40.235]  Supreme Court ruled over a year ago.
[00:33:41.400 --> 00:33:48.424]  That early 2022 that the federal government had no power to regulate these plants and say carbon dioxide is toxic without law.
[00:33:48.724 --> 00:33:49.364]  They still do it.
[00:33:50.185 --> 00:33:52.766]  But at least the Supreme Court's moved in the right direction.
[00:33:52.826 --> 00:33:55.347]  So this is cutting off our resources.
[00:33:55.407 --> 00:33:56.608]  China makes zero cuts.
[00:33:57.889 --> 00:33:59.189]  Mexico makes zero cuts.
[00:33:59.690 --> 00:34:01.591]  India and hundreds of other third world countries.
[00:34:02.011 --> 00:34:06.762]   But we have to make cuts designed Where the United States cannot be an industrial power.
[00:34:07.142 --> 00:34:10.805]  That's the name of the game with the infrastructure falling apart.
[00:34:11.265 --> 00:34:14.187]  So here's Nancy Pelosi in the imaginary, according to the New York Times.
[00:34:14.667 --> 00:34:15.648]  This does not exist.
[00:34:15.668 --> 00:34:17.750]  According to them, this is a deep fake.
[00:34:17.790 --> 00:34:18.810]  This is not real.
[00:34:18.851 --> 00:34:19.211]  Here it is.
[00:34:20.296 --> 00:34:33.303]  The Earth Summit Environmental Leadership Act, as this is known, presents us with an opportunity to follow up on the important work of the Earth Summit to develop its blueprint, Agenda 21, for global environmental action.
[00:34:34.324 --> 00:34:51.173]   HCON Res 353 outlines a comprehensive national strategy for sustainable development in accordance with the principles of Agenda 21, To be coordinated under the leadership of a specific office and at the direction of a high-level government official.
[00:34:51.933 --> 00:35:05.340]  The resolution also urges the United States to identify and initiate further agreements to protect the global environment and to support the creation of a high-level United Nations Sustainable Development Commission headed by an Undersecretary General.
[00:35:06.863 --> 00:35:12.768]  Third and lastly, the President is urged to report to Congress on the progress made with this action.
[00:35:13.369 --> 00:35:16.752]  HCONRES 353 is supported by the administration.
[00:35:16.772 --> 00:35:23.477]  I have been in contact with the appropriate offices of the State Department and have incorporated their suggestions into the resolution.
[00:35:24.639 --> 00:35:33.288]  The 71 co-sponsors of this measure include one-half the members of the Foreign Affairs Committee and all of the House delegates to the Earth Summit.
[00:35:33.428 --> 00:35:39.794]  It is also supported by the major United States non-governmental organizations concerned with the environmental issues.
[00:35:40.215 --> 00:35:44.539]  The Earth Summit presented world leaders with an opportunity that should not be lost.
[00:35:45.120 --> 00:35:51.664]  We must now embark on a new course that will sustain our planet and its resources for the benefit of future generations.
[00:35:52.204 --> 00:35:57.928]  This resolution calls on the United States to assert its leadership to achieve this goal.
[00:35:58.448 --> 00:36:01.010]  I urge my colleagues to support this resolution.
[00:36:01.470 --> 00:36:07.273]  Thanks again to the members of the Foreign Affairs Committee for their recognition of the importance and timeliness of this resolution.
[00:36:07.654 --> 00:36:11.736]  We must make the promise of Rio a reality.
[00:36:11.876 --> 00:36:12.737]  Thank you, Mr. Speaker.
[00:36:13.550 --> 00:36:16.792]  And so that's what we've been living under, and now they're going into June of 2030.
[00:36:16.832 --> 00:36:20.015]  It calls for zebro carbon, net zero.
[00:36:21.195 --> 00:36:25.857]  By 2030, and all the numbers show that would kill millions of people from starvation and death.
[00:36:25.897 --> 00:36:29.039]  You're just cutting a little taste of your energy prices doubling and tripling.
[00:36:29.439 --> 00:36:33.161]  The third world, half their money goes to food and the rest goes to energy.
[00:36:33.201 --> 00:36:36.822]  You cut that off or you increase the price, people die.
[00:36:37.282 --> 00:36:39.303]  But that's what the poison shots are all about.
[00:36:39.744 --> 00:36:40.424]  Maming you.
[00:36:40.784 --> 00:36:41.584]  Poisoning you.
[00:36:41.925 --> 00:36:43.005]  Slowly killing you.
[00:36:43.705 --> 00:36:44.766]  Sterilizing you.
[00:36:46.186 --> 00:36:47.607]  And they do it over and over again.
[00:36:47.707 --> 00:36:50.871]  But remember, she said a high-level government official will run all of this.
[00:36:50.891 --> 00:36:56.576]  Well, that's what they've had as Department of Energy, Department of Health, Department of Transportation.
[00:36:57.277 --> 00:37:01.421]  All these federal agencies just do whatever they want and make law outside of law.
[00:37:01.881 --> 00:37:03.082]  The answer is enforce the law.
[00:37:03.943 --> 00:37:07.126]  Like there are laws in the books, you can't give people experimental shots and try to make them take it.
[00:37:07.307 --> 00:37:08.327]  It's also the Nuremberg Code.
[00:37:09.008 --> 00:37:22.933]  But in places like Louisiana and Missouri and now Idaho, they've got bills introduced that are moving forward to criminalize trying to make somebody or lying to somebody and telling them an mRNA shot is safe.
[00:37:23.313 --> 00:37:33.898]  In Idaho, the bill makes it illegal, period, to give somebody an unapproved shot, which it is illegal, but they've just bypassed that with all the emergency orders that Trump and then Biden continued on with.
[00:37:34.258 --> 00:37:37.379]  Here's a clip of a newscast on the legislation in Idaho.
[00:37:38.732 --> 00:37:47.785]  Well, some Idaho lawmakers are now looking into adding criminal charges for anyone who administers an mRNA vaccine like a COVID or flu shot.
[00:37:48.186 --> 00:37:52.071]  A bill officially introduced into the Idaho State Legislature would do just that.
[00:37:52.392 --> 00:37:52.732]  Tonight at 6.
[00:37:53.894 --> 00:38:02.242]  Bronte Starosky joins us live in studio and explains what mRNA vaccines are and why some lawmakers in Idaho want them gone.
[00:38:03.123 --> 00:38:12.972]  Well, this bill, if passed, would amend Idaho state code by adding a new section to penalize anyone from administering an mRNA vaccine in the state with a misdemeanor.
[00:38:13.472 --> 00:38:16.915]  In Idaho, a misdemeanor offense is punishable by jail time or a fine.
[00:38:18.977 --> 00:38:25.519]  And we are seeing more and more concerns rising because of the mRNA vaccine.
[00:38:26.099 --> 00:38:38.583]  Idaho Senator Tammy Nichols, one of the lawmakers sponsoring this bill, says she's had concerns about the COVID-19 vaccine because it was administered under an emergency use authorization before receiving FDA approval.
[00:38:39.144 --> 00:38:46.486]  The bill would essentially make it a misdemeanor for anyone to administer an mRNA vaccine like a COVID shot in the state of Idaho.
[00:38:46.846 --> 00:38:51.832]  We have issues that this was fast-tracked.
[00:38:52.072 --> 00:38:53.173]  There's no liability.
[00:38:53.493 --> 00:38:54.915]  There's no access to data.
[00:38:55.155 --> 00:38:58.279]  The risk-benefit analysis has not been done.
[00:38:59.420 --> 00:39:00.902]  There's no informed consent.
[00:39:01.062 --> 00:39:08.290]  But other lawmakers in the bill's hearing pointed out that the COVID vaccine did get a full FDA approval after being fast-tracked.
[00:39:08.650 --> 00:39:17.814]  They ultimately were approved under the ordinary approval process and did ultimately, you know, survive the scrutiny of being subjected to all the normal tests.
[00:39:17.834 --> 00:39:18.315]  That's not true.
[00:39:18.435 --> 00:39:25.138]  An mRNA vaccine uses messenger RNA, something we have in our own cells to protect us against illness.
[00:39:25.518 --> 00:39:27.399]  And it's almost like a set of instructions.
[00:39:27.459 --> 00:39:38.224]  So your cells use these instructions to make proteins that your body needs, whether it's just to basically function or it's to protect itself against illnesses like COVID.
[00:39:38.504 --> 00:39:47.407]  Some examples of other mRNA vaccines include flu shots, rabies, Zika, and scientists are even studying these vaccines to treat cancer.
[00:39:47.708 --> 00:39:51.049]  But Senator Nichols says she'd like Idaho to go a different route.
[00:39:51.489 --> 00:39:56.971]  There's multiple types of COVID shots that are available.
[00:39:57.751 --> 00:40:00.032]  The state of Idaho has used other types.
[00:40:00.052 --> 00:40:04.254]  There are other shots that we can utilize that do not have the mRNA in it.
[00:40:06.494 --> 00:40:14.618]  Alright folks, it is not a vaccine, it is a gene therapy, and they have blown away the approval process and violated federal law, and it's criminal.
[00:40:15.078 --> 00:40:16.139]  And this is the right action.
[00:40:16.519 --> 00:40:27.525]  Here's a clip from 2009 on Jesse Ventura's show where I specifically warn him of what's coming with these new poison shots with Dr. Rima Labo, married to the former head of the Army Special Operations, General Stubblebine.
[00:40:27.585 --> 00:40:33.908]  She was working on heads of state who told her they were planning to depopulate through poison vaccines.
[00:40:34.508 --> 00:40:37.028]  Here we are, many, many years ago, warning the world.
[00:40:38.049 --> 00:40:46.310]  There's an entire agenda afoot to force the population to undergo different type of medical treatments, namely vaccines.
[00:40:46.830 --> 00:40:54.471]  We're seeing a medical tyranny being set up, not just in the United States, but worldwide under the UN and the World Health Organization.
[00:40:54.511 --> 00:40:55.672]  Who's behind all this?
[00:40:56.052 --> 00:40:56.932]  The Bilderberg Group.
[00:40:57.092 --> 00:41:03.833]  They want a planetary dictatorship so they can carry out their forced depopulation agenda, and they want to do it through the medical system.
[00:41:04.133 --> 00:41:06.234]  And that's why vaccines are so important.
[00:41:06.694 --> 00:41:10.635]  We know that many of these vaccines turn out to have serious adverse reactions.
[00:41:10.995 --> 00:41:12.436]  This is being done by design.
[00:41:12.736 --> 00:41:14.816]  They kill you slowly over time.
[00:41:15.096 --> 00:41:16.637]  That's why they're called soft kill.
[00:41:16.917 --> 00:41:20.798]  And I've got an insider I think you should really talk to, Dr. Rima Labo.
[00:41:21.078 --> 00:41:25.220]  But she doesn't live inside the United States because she's so concerned about all the police state development.
[00:41:25.240 --> 00:41:26.560]  Do you want to come in and sit down?
[00:41:26.600 --> 00:41:26.860]  No, sir.
[00:41:27.120 --> 00:41:27.820]  I'd rather not.
[00:41:28.000 --> 00:41:31.421]  You'd rather just be here so you can make a fast exit if you have to?
[00:41:31.481 --> 00:41:32.942]  As soon as you and I finish?
[00:41:33.982 --> 00:41:35.543]  I'm leaving the country again.
[00:41:35.623 --> 00:41:35.903]  Why?
[00:41:36.364 --> 00:41:49.490]  Because in a very short time, not today, not tomorrow, but very soon, we'll be facing compulsory vaccination under the mistaken term of voluntary vaccination.
[00:41:49.690 --> 00:41:51.571]  What is it about these vaccinations?
[00:41:51.611 --> 00:41:52.692]  You think that they're bad?
[00:41:53.232 --> 00:42:02.335]  Well, first of all, let's start with the fact that the World Health Organization has decided that we have 90% too many people.
[00:42:03.035 --> 00:42:07.237]  The World Health Organization has been working since 1974 on vaccines to create permanent sterility.
[00:42:11.718 --> 00:42:14.640]  Doctor, the response was going to be, you're crazy.
[00:42:14.660 --> 00:42:15.581]  How can you say this?
[00:42:15.921 --> 00:42:17.322]  We've actually got the HD of that.
[00:42:17.562 --> 00:42:22.605]  Sometime this week, I ought to air the entire episode that I basically wrote the research for, that particular episode.
[00:42:22.645 --> 00:42:26.307]  That and the FEMA camp episode got erased off people's DVRs and they censored it.
[00:42:26.647 --> 00:42:28.589]  They got top ratings for TruTV.
[00:42:29.349 --> 00:42:30.970]  But how do we know all this?
[00:42:31.010 --> 00:42:37.394]  Well, today the UN is trying to pass a world treaty to take control of your body and run your life and make you take shots and have more lockdowns.
[00:42:37.414 --> 00:42:37.814]  That's the year 2023.
[00:42:38.875 --> 00:42:47.246]  This has been the plan and she was told by multiple heads of state of the plan and so was her husband who had the highest level security clearance you can get above top secret.
[00:42:47.887 --> 00:42:49.969]  All right, we'll be right back with hour number two.
[00:42:50.049 --> 00:42:52.132]  Please stay with us until everybody you know tune in.
[00:42:52.372 --> 00:42:53.413]  This is an information war.
[00:42:53.454 --> 00:42:54.635]  We can't win it without you.
[00:42:54.915 --> 00:42:55.556]  You are critical.
[00:42:55.596 --> 00:42:55.977]  Stay with us.
[00:42:57.782 --> 00:43:03.407]  If you go to OnlineHealthNow.com, connect with trusted and unbiased doctors at the Wellness Company.
[00:43:03.527 --> 00:43:07.370]  And I tell you, I'm honored to be the Chief Scientific Officer of the company.
[00:43:07.390 --> 00:43:11.794]  I contribute like so many else do there, so many wonderful doctors.
[00:43:11.954 --> 00:43:19.300]  Far and away the most popular product is Dr. Vandewater's Detoxification Supplement that features natokinase.
[00:43:19.400 --> 00:43:21.562]  It's a natural proteolytic enzyme.
[00:43:21.742 --> 00:43:27.385]   This one is the The only enzyme that we're aware of right now that dissolves the spike protein.
[00:43:27.425 --> 00:43:28.185]  This is very important.
[00:43:28.205 --> 00:43:33.048]  The spike protein is loaded in the body with the COVID-19 infection and definitely with the vaccines.
[00:43:33.248 --> 00:43:34.728]  People are low with the spike protein.
[00:43:34.748 --> 00:43:35.589]  They don't feel well.
[00:43:35.709 --> 00:43:37.330]  This is a potential solution.
[00:43:37.410 --> 00:43:40.391]  Hydroxychloroquine comes from a natural substance.
[00:43:40.471 --> 00:43:43.252]  So does ivermectin and now natokinase.
[00:43:43.393 --> 00:43:44.393]  Isn't it interesting?
[00:43:44.753 --> 00:43:50.616]  Natural substances in a sense combating this man-made disaster SARS-CoV-2 and the vaccines.
[00:43:50.836 --> 00:43:55.340]  Onlinehealthnow.com, thank you for your support, and thank you for getting into that, because it's important.
[00:43:55.160 --> 00:43:57.160]  You didn't come here to do that, but I made you do it.
[00:43:58.160 --> 00:44:04.160]   If the world's a stage, then is it far-fetched to say that many people simply "look the part"?
[00:44:04.160 --> 00:44:10.160]   Imagine that a newscaster loses his job and, say, opens a daycare business.
[00:44:10.160 --> 00:44:13.160]  Would you sign your kid up if the owner looked like this?
[00:44:13.160 --> 00:44:14.960]  This is...
[00:44:14.938 --> 00:44:20.342]  If asked why you said no, and you did say no, you might say, it was something about his face.
[00:44:20.983 --> 00:44:27.368]  Since we form this opinion about someone in less than 100 milliseconds of seeing them, what data goes into that decision?
[00:44:27.808 --> 00:44:31.872]  Are these judgment calls influenced beyond someone's beauty and attractiveness?
[00:44:32.603 --> 00:44:36.985]  As it turns out, humans have been reading each other's faces for thousands of years.
[00:44:37.425 --> 00:44:39.746]  This practice is called physiognomy.
[00:44:40.286 --> 00:44:45.869]  Physiognomy dates back to ancient Greece and China as a way to predict one's outcomes in life.
[00:44:46.669 --> 00:44:52.269]   In the Middle Ages and beyond, physiognomy became a diagnostic tool used by scholars and
[00:44:52.269 --> 00:44:53.789]  early criminologists.
[00:44:53.789 --> 00:45:00.188]   Modern practitioners like Christian Chua maintain that face reading is a valid and useful science.
[00:45:00.188 --> 00:45:05.550]   He states that someone's face is a direct result of their gene expression or epigenetics
[00:45:05.550 --> 00:45:09.628]  and can display revealing clues about someone's inner world.
[00:45:09.628 --> 00:45:17.070]   This means that what you learn, what people tell you, your environment affects the expression of
[00:45:17.070 --> 00:45:18.070]  of your genes.
[00:45:18.328 --> 00:45:23.051]  And your genes express it and manifest it on your facial structure.
[00:45:23.551 --> 00:45:27.333]  I know some people say, oh, you should not be so judgmental.
[00:45:27.794 --> 00:45:29.235]  Oh, you should not discriminate.
[00:45:29.975 --> 00:45:31.056]  Science call it profiling.
[00:45:31.658 --> 00:45:32.398]  I like this guy.
[00:45:32.658 --> 00:45:42.042]  Skeptics may dismiss Chua's analysis as unscientific, but what if we harnessed the impartial power of artificial intelligence to do the face reading for us?
[00:45:42.582 --> 00:45:53.366]  A study conducted by Stanford professor Dr. Michal Kaczynski used machine learning to scan thousands of faces in order to predict political orientation, left or right.
[00:45:53.646 --> 00:45:55.527]  The results of the study were shocking.
[00:45:56.227 --> 00:46:05.074]  Once trained on a large enough data set of faces, the AI was able to predict whether someone was right or left politically with up to 73% accuracy.
[00:46:05.434 --> 00:46:12.039]  Humans attempting the same task performed only slightly better than chance, with a score of 55% accuracy.
[00:46:12.459 --> 00:46:22.366]  In a companion study, the author noted that liberals were more likely to face the camera directly, less likely to express disgust, and were more likely to express surprise.
[00:46:22.726 --> 00:46:23.407]  Sorry boys!
[00:46:23.647 --> 00:46:32.432]  Another machine learning study conducted by the same Dr. Kaczynski also found that AI was able to predict whether or not someone was homosexual based on their face alone.
[00:46:32.912 --> 00:46:43.238]  Given a single facial image, a classifier could correctly distinguish between gay and heterosexual men in 81% of cases, and in 74% of cases for women.
[00:46:43.938 --> 00:46:49.061]  Humans once again performed poorly compared to the machine, with scores of 61% accuracy for men and 54% for women.
[00:46:52.890 --> 00:46:59.593]  Leftist media naturally lost their minds at this and made articles attempting to poke holes in Dr. Kaczynski's study.
[00:47:00.053 --> 00:47:00.533]  What's that?
[00:47:01.014 --> 00:47:03.795]  Making judgments based on outward characteristics?
[00:47:04.255 --> 00:47:05.996]  Who would ever do such a thing?
[00:47:07.327 --> 00:47:11.251]  So is artificial intelligence proving that our story is written on our face?
[00:47:11.891 --> 00:47:14.394]  For now, it appears that the answer is yes.
[00:47:14.894 --> 00:47:21.761]  But we must remember that human interaction is a nuanced, context-heavy phenomenon that is full of exceptions.
[00:47:22.562 --> 00:47:27.166]  Someone with an inviting facial presentation may have horrible intentions within.
[00:47:27.566 --> 00:47:32.231]  Someone with a harsh, uninviting facial presentation may have good intentions within.
[00:47:32.691 --> 00:47:39.180]  Our gut intuition, however, can bridge these gaps of uncertainty and make accurate assessments of someone for us.
[00:47:39.701 --> 00:47:48.432]  Unfortunately, globalists have been deploying a wicked arsenal of toxins and psyops designed to dampen this powerful, God-given compass we all possess.
[00:47:49.113 --> 00:47:52.516]  Our gut feelings help us discern between good and evil.
[00:47:52.917 --> 00:48:02.225]  Building the muscle of saying no to those who serve evil, no matter what they look like, is a critical spiritual exercise for all during these accelerated times.
[00:48:02.925 --> 00:48:10.392]  Gavin DeBecker, security expert and author of The Gift of Fear, calls on us to remember something very important about the word no.
[00:48:11.753 --> 00:48:19.303]  No is a word that must never be negotiated because the person who chooses not to hear it is trying to control you.
[00:48:19.963 --> 00:48:28.993]   So if your gut is screaming that something is off about the unemployed newscaster at your doorstep pitching you as daycare service, What are you gonna say?
[00:48:29.613 --> 00:48:30.614]  Oh my God.
[00:48:31.134 --> 00:48:33.474]  I mean, that is a horror movie cover.
[00:48:33.815 --> 00:48:36.175]  Seriously, he is scarier looking than Hit the Clown.
[00:48:36.255 --> 00:48:39.876]  I mean, would you let your children anywhere near that psychopath?
[00:48:40.036 --> 00:48:41.056]  I mean, look at him!
[00:48:41.276 --> 00:48:41.877]  God!
[00:48:42.157 --> 00:48:45.017]  For InfoWars.com, this is the PSYOPCOM.
[00:48:45.117 --> 00:48:46.698]  We'll be right back with Chris Skye.
[00:48:46.718 --> 00:48:47.138]  Stay with us.
[00:48:49.537 --> 00:48:58.400]  We're now into hour number two of Sunday Live.
[00:48:59.040 --> 00:49:05.062]  From the front lines of the information war, it's Alex Jones.
[00:49:05.683 --> 00:49:09.204]  Well, we like to have people on like Tucker Carlson and Cy Hirsch.
[00:49:09.384 --> 00:49:10.644]  They've been on the show many times.
[00:49:11.445 --> 00:49:15.126]  We like to have people on who've been right long before anybody else.
[00:49:16.607 --> 00:49:19.691]  There's so many of these great people like Dr. Francis Boyle we had on earlier this week.
[00:49:20.573 --> 00:49:24.899]  Of course, we had in studio Jay Dyer yesterday.
[00:49:24.999 --> 00:49:27.182]  That great Saturday broadcast, two hours long.
[00:49:27.542 --> 00:49:28.644]  It's posted to Bandot Video.
[00:49:28.904 --> 00:49:29.645]  Watch it, share it.
[00:49:29.685 --> 00:49:30.707]  It's really important.
[00:49:31.127 --> 00:49:33.471]  The history of the New World Order, what's currently happening, what's coming in the future.
[00:49:34.448 --> 00:49:35.169]  But Chris Guy's 39.
[00:49:35.269 --> 00:49:39.493]  He's been a lister since he was 14 or 15 years old.
[00:49:39.513 --> 00:49:41.095]  That's 20 plus years.
[00:49:41.676 --> 00:49:43.498]  But he doesn't get his info from me.
[00:49:43.598 --> 00:49:46.921]  Once you know about the New World Order, you can get it from them, as they openly brag about it.
[00:49:46.941 --> 00:49:53.508]  But before we go to him to tell you what's coming next, he's one of the smartest guys out there and a great activist, not just in Canada, but around the world.
[00:49:54.269 --> 00:50:00.273]  Let's play a clip of him two plus years ago predicting what would happen with the COVID tyranny.
[00:50:00.673 --> 00:50:01.874]  And he totally nailed it.
[00:50:01.914 --> 00:50:06.257]  And then a newer clip where he's telling you what the 15 minute cities are going to be.
[00:50:06.297 --> 00:50:11.200]  Then we'll get into the central bank digital currencies and the world we're already living in and what's coming next.
[00:50:11.581 --> 00:50:19.226]  But here is Chris a few years ago predicting that they were never going to take their foot off our neck until we demanded they take their foot off our neck.
[00:50:19.446 --> 00:50:19.826]  Remember this.
[00:50:20.066 --> 00:50:23.549]  He said this two plus years ago, right when the lockdowns were just starting.
[00:50:23.569 --> 00:50:23.909]  Here it is.
[00:50:25.310 --> 00:50:26.991]  Canadians, you need an intervention.
[00:50:28.252 --> 00:50:29.873]  You don't need a mask.
