[00:00:00.069 --> 00:00:02.451]  Alex Jones on the GCN Radio Network.
[00:30:13.771 --> 00:30:18.334]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:30:18.654 --> 00:30:19.115]  It's true.
[00:30:19.415 --> 00:30:23.958]  Total government control of electricity in the name of smart grid technology is coming.
[00:30:24.278 --> 00:30:24.818]  Number three.
[00:30:25.098 --> 00:30:28.380]  In some areas of the country, the power grid is dangerously overloaded.
[00:30:28.681 --> 00:30:32.383]  And now, new socialist legislation is only compounding the problem.
[00:30:32.583 --> 00:30:33.143]  Number 4.
[00:30:33.384 --> 00:30:35.745]  Dangerous weather is always a threat to local grids.
[00:30:36.146 --> 00:30:39.528]  Every year, thousands of families lose their power from weather-related outages.
[00:30:39.828 --> 00:30:40.048]  Number 5.
[00:30:40.609 --> 00:30:44.532]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:30:44.772 --> 00:30:49.535]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:30:49.815 --> 00:30:53.858]  You can get more information at www.mysolarbackup.com.
[00:30:53.998 --> 00:30:55.559]  That's mysolarbackup.com.
[00:30:55.780 --> 00:31:00.323]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-877-422-4222.
[00:31:00.623 --> 00:31:00.703]  877-327-0365.
[00:31:00.723 --> 00:31:06.806]  You may be arrested and or subject to other police action.
[00:31:07.927 --> 00:31:08.847]  Tyranny is here.
[00:31:09.187 --> 00:31:12.889]  The grim future foretold in 1984 has become reality.
[00:31:12.909 --> 00:31:15.351]  It really says that the state is God.
[00:31:15.371 --> 00:31:20.813]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:31:21.234 --> 00:31:27.457]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[00:31:27.877 --> 00:31:33.439]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:31:33.839 --> 00:31:37.541]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:31:38.021 --> 00:31:42.042]  Prepare to enter the secretive world of emergency dictatorship.
[00:31:42.322 --> 00:31:47.824]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:31:48.265 --> 00:31:51.226]  It's only the beginning of the New World Order's hellish plan.
[00:31:51.826 --> 00:31:53.246]  The police state isn't coming.
[00:31:53.807 --> 00:31:54.227]  It's here.
[00:31:54.907 --> 00:32:01.714]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[00:32:04.261 --> 00:32:06.882]  Hello, this is Alex Jones with some important questions.
[00:32:07.262 --> 00:32:12.243]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:32:12.604 --> 00:32:14.324]  My answer would be all I can get.
[00:32:14.644 --> 00:32:19.466]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:32:19.646 --> 00:32:20.606]  How much do you want?
[00:32:20.826 --> 00:32:21.586]  When do you want it?
[00:32:21.966 --> 00:32:23.547]  Now or after the battle starts?
[00:32:23.847 --> 00:32:24.667]  When will you need it?
[00:32:24.927 --> 00:32:26.928]  Can you buy it without proper identification?
[00:32:27.108 --> 00:32:28.209]  Will there be any food?
[00:32:28.450 --> 00:32:29.791]  Will it make your children sick?
[00:32:29.972 --> 00:32:35.058]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:32:35.259 --> 00:32:38.443]  You wipe out all these problems if you have a good food supply.
[00:32:38.843 --> 00:32:42.308]  Food is your ammunition to fight for your freedom and your life.
[00:32:42.648 --> 00:32:43.629]  How much will you need?
[00:32:43.869 --> 00:32:44.490]  We don't know.
[00:32:44.770 --> 00:32:45.691]  How much do you want?
[00:32:45.871 --> 00:32:46.612]  All you can get.
[00:32:46.812 --> 00:32:47.673]  I'm Alex Jones.
[00:32:47.913 --> 00:32:50.676]  I want all of you good guys to live to fight another day.
[00:32:50.956 --> 00:32:52.718]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:32:52.738 --> 00:32:53.659]  Again, that number 1-800-409-5633.
[00:33:23.311 --> 00:33:25.412]  Welcome back to the Alex Jones Show.
[00:33:25.452 --> 00:33:28.672]  It's Paul Joseph Watson here on this Tuesday, June the 15th.
[00:33:29.473 --> 00:33:43.136]  There's a very strange breaking story about how General David Petraeus has basically collapsed during the Senate Armed Services Committee hearing today while discussing the war in Afghanistan.
[00:33:43.156 --> 00:33:49.158]  So that's an interesting breaking story that we'll certainly be posting up on PrisonPlanet.com.
[00:33:50.199 --> 00:34:11.321]  We were talking about Afghanistan before the break and the discovery of these, you know, the discovery, as if it didn't happen four decades ago, which it did, of these vast mineral deposits of gold, lithium, iron, copper, and others, and how they supposedly, you know, now represents a justification for maintaining the occupation of the country, of course.
[00:34:11.941 --> 00:34:13.622]  Um, it's a complete scam.
[00:34:13.782 --> 00:34:22.545]  It's pro-war public relations stunt because we knew that Afghanistan contained these minerals as much as four decades ago.
[00:34:23.045 --> 00:34:26.807]  So the fact that they're now bringing it out in the midst of all this
[00:34:28.428 --> 00:34:43.560]  Failure surrounding the surge, the potential pullout of UK troops, polls showing massive opposition, greater than ever, to the Afghanistan war pretty much tells you why they're doing it and why it came out of the New York Times.
[00:34:44.200 --> 00:34:49.004]  It's a PR stunt designed to try and rally Americans around supporting the idea
[00:34:49.424 --> 00:35:01.856]  That the troops under Obama, the anti-war candidate who now has more troops deployed than George W. Bush ever did, should keep them in Afghanistan for another decade and beyond.
[00:35:03.685 --> 00:35:04.745]  I want to talk about this.
[00:35:04.845 --> 00:35:11.671]  I want to talk about the BP oil spill, which is what people in the Prison Planet Forum certainly want to know about.
[00:35:11.691 --> 00:35:13.612]  They want to hear from people in the area.
[00:35:14.553 --> 00:35:18.516]  So we're going to go to calls now, and the first caller is Joe in Wisconsin.
[00:35:18.556 --> 00:35:19.277]  Joe, you're on the air.
[00:35:20.603 --> 00:35:21.504]  Hi, Paul.
[00:35:21.784 --> 00:35:26.548]  I wanted to talk about checks and balances, and this North Carolina guy fits right in with that.
[00:35:27.529 --> 00:35:31.493]  Any government big enough to give you anything you want is big enough to take it away.
[00:35:31.713 --> 00:35:38.078]  And our 1776 government said we had inalienable rights based on something bigger than they were.
[00:35:38.859 --> 00:35:41.742]  And what if our government gave us our rights?
[00:35:42.362 --> 00:35:45.264]  Well, secular government isn't quite benign.
[00:35:45.324 --> 00:35:51.808]  It just needs something, a bigger force than it is, that gives you your rights so that they can't take it away.
[00:35:52.229 --> 00:35:55.010]  It's also why we here in America have a Second Amendment.
[00:35:55.571 --> 00:35:58.152]  It just needs something to hold it in check.
[00:36:00.674 --> 00:36:01.454]  Well, that's right, and I mean...
[00:36:02.699 --> 00:36:11.406]  The attacks on the Second Amendment and the fact that rights are inalienable, you know, God-given, is apparent on a daily basis.
[00:36:11.447 --> 00:36:23.557]  And we have the growth of this statist mindset with a welfare state, especially in Europe, whereby government affords people their rights and they're not natural rights.
[00:36:23.997 --> 00:36:51.023]  And that's obviously, as he mentioned, purely so that government can then take away those rights at a late stage, which is why now with the growth of global governance they're trying to make us acquiesce under this UN Charter which the UN affords us those rights and the UN can take them away when every man is born free and rights are God-given, as is outlined not only in the Constitution but
[00:36:51.423 --> 00:36:52.844]  Hey, um, yeah, sorry, I'm a little nervous.
[00:36:52.884 --> 00:36:57.246]  Today at 10.37am Central Time in Pensacola, Florida, I was watching Obama give his speech in
[00:37:17.333 --> 00:37:18.194]  On the oil spill.
[00:37:18.674 --> 00:37:27.222]  He said that it was a exercise that went bad, more or less.
[00:37:27.822 --> 00:37:29.143]  A training exercise.
[00:37:29.664 --> 00:37:32.686]  Alex Jones also proved that 9-11 was, and so is 7-7-0-5.
[00:37:32.706 --> 00:37:33.787]  It's at 10-37 a.m.
[00:37:33.847 --> 00:37:35.449]  YouTube it, do whatever, find it.
[00:37:42.714 --> 00:37:58.862]  So you're saying that Obama said that the accident was caused as a result of a training exercise, presumably based around how they would react to an oil spill, and you're saying that this was an exercise that, quote, went wrong.
[00:37:58.982 --> 00:38:00.663]  Is that what Obama's claiming now?
[00:38:01.644 --> 00:38:03.304]  That's exactly what he said.
[00:38:03.384 --> 00:38:07.867]  If you want me to do a word-for-word, I have it paused and recorded.
[00:38:09.848 --> 00:38:10.808]  Well, I will find it.
[00:38:10.828 --> 00:38:12.029]  I know you are on a tight schedule.
[00:38:13.368 --> 00:38:18.235]  If you were, email that clip to me at watson at prison planet dot com.
[00:38:18.636 --> 00:38:21.861]  Email it to me and we will play it after the next break.
[00:38:22.522 --> 00:38:23.784]  We'll definitely check it out.
[00:38:23.804 --> 00:38:25.346]  I do not know if it's on YouTube.
[00:38:25.386 --> 00:38:27.229]  I have it saved to my DVR on my TV.
[00:38:30.655 --> 00:38:38.619]  Okay, well, I'll do a quick Google search and we'll definitely delve into it after the break, if that's accurate.
[00:38:38.639 --> 00:38:41.160]  Which, if it is, then is a massive story.
[00:38:41.200 --> 00:38:48.863]  We know Tony Hayward, the BP oil chief, sold his stock in BP immediately before the disaster.
[00:38:49.183 --> 00:38:55.086]  Goldman Sachs, which is now headed by Peter Sutherland, who was a former CEO of BP,
[00:38:55.687 --> 00:39:01.686]  Dumped millions of dollars worth of stock before the accident there were these
[00:39:03.439 --> 00:39:08.880]  Unusual alterations to the hydraulic equipment that occurred right before the accident happened.
[00:39:09.180 --> 00:39:13.521]  So we had all these indicators of at least foreknowledge.
[00:39:13.741 --> 00:39:21.463]  And if now that they were running exercises based around the premise of an oil spill right before this happened, then that is a massive smoking gun.
[00:39:21.483 --> 00:39:24.803]  Because of course, as we saw with 9-11 and 7-7, the London bombings,
[00:39:28.024 --> 00:39:39.291]  The simulation and exercise surrounding real world events gives them culpable deniability for if any evidence occurs which points to sabotage.
[00:39:39.331 --> 00:39:45.694]  So that would be a massive story and we'll definitely check into that just after the next break.
[00:39:46.295 --> 00:39:48.656]  We're going to go to Mark in Florida.
[00:39:48.876 --> 00:39:49.837]  Mark, you are on the air.
[00:39:51.314 --> 00:40:02.007]  Yeah, I was watching CNN this morning and there were signs of businesses on the coast and it was saying, Mr. President, waive the Jones Act and implement FEMA.
[00:40:02.627 --> 00:40:03.969]  Now, I'm obviously familiar with FEMA.
[00:40:03.989 --> 00:40:07.914]  I was just wondering if you knew, what are they talking about by waiving the Jones Act?
[00:40:09.980 --> 00:40:13.981]  The Jones Act, I'm not sure, I haven't heard about that one.
[00:40:14.242 --> 00:40:16.342]  There's a story here out of the Miami Herald.
[00:40:17.223 --> 00:40:24.485]  Florida Republicans ask Obama to waive Jones Act, and that's being reported by the Associated Press.
[00:40:25.626 --> 00:40:25.866]  U.S.
[00:40:25.926 --> 00:40:28.207]  Senator George Lemieux and U.S.
[00:40:28.267 --> 00:40:36.670]  Representative Jeff Miller want President Barack Obama to waive a law they say is keeping foreign oil skimmers out of the Gulf of Mexico.
[00:40:37.570 --> 00:40:45.793]  The Florida Republican sent a letter to Obama on Monday and planned to discuss the issue with him Tuesday during the President's visit to Pensacola.
[00:40:47.114 --> 00:40:55.456]  And the Jones Act, according to this article, bars foreign ships from carrying cargo and passengers between foreign ports.
[00:40:57.017 --> 00:41:01.019]  Basically, it's another method of trying to keep people out of the area, I presume.
[00:41:01.379 --> 00:41:07.782]  Now, we know that they're keeping the media out of the area, and that's very suspicious, to say the least.
[00:41:07.822 --> 00:41:16.385]  So, yeah, it shows that they're very keen to keep foreigners out of the area, and the US media as well.
[00:41:18.426 --> 00:41:22.908]  We're going to go to Gary in Grand Isle in New Orleans.
[00:41:22.968 --> 00:41:23.828]  Gary, you're on the air.
[00:41:23.869 --> 00:41:24.749]  What's on your mind today?
[00:41:25.848 --> 00:41:26.309]  Hi, thank you.
[00:41:26.329 --> 00:41:30.612]  I just wanted to kind of give everyone a live report of what's going on in Grand Island.
[00:41:30.772 --> 00:41:46.205]  Last week I was here and there was much more activity going on as far as the local people were concerned, but now I've come back a week later and it's basically a deserted island where there's only camouflaged colored trucks.
[00:41:46.306 --> 00:41:49.849]  There's Homeland Security trucks, you know, like regular white pickups all over.
[00:41:49.869 --> 00:41:52.491]  Seems to be all global type
[00:41:53.682 --> 00:42:20.138]  Um, corporations here, if you go on the beach, you're watched at all times, and you're not allowed to get close to the boom, and people will just come approach you, and there's just basically security up and down the beach, and there's four-wheelers just every few minutes want to go by, and you'll see some sort of strange-looking military truck go by, and it seems like a lot of activity, but not that much cleanup, because the only people cleaning up seems to be people from Jamaica,
[00:42:21.150 --> 00:42:42.182]  And, um, the Philippines, and they just kind of walk along with these little bitty bags, and they'll take a tiny shovel, scoop it up, and, um, the, uh, president of Parkland's Parish, Billy Nungaster, said that the locals are actually going out and getting their own shop back, and just going out and cleaning it up themselves, where they're just using five-gallon buckets.
[00:42:42.843 --> 00:42:45.084]  And, um, there's just one other thing I wanted to comment on.
[00:42:45.624 --> 00:42:48.366]  Lastly, I'd like for you to explain to me what I heard.
[00:42:48.386 --> 00:42:49.687]  I was listening to CNN.
[00:42:50.669 --> 00:42:58.383]  And the House of Commons actually stated that they needed to make sure that the cleanup remained global.
[00:42:59.264 --> 00:43:01.108]  And can you explain to me what that means?
[00:43:02.648 --> 00:43:07.453]  I think basically what that means, I mean, as you just mentioned, you've got a federal takeover.
[00:43:08.233 --> 00:43:20.725]  In my mind, from everything I've seen, and this is backed up by locals who live in the affected areas, the cleanup crews, the local cleanup authorities, are not being allowed to do their jobs.
[00:43:21.025 --> 00:43:25.670]  And this is an exact replica of what happened after Hurricane Katrina, where
[00:43:27.222 --> 00:43:42.901]  The local authorities were trying to fix the problem, but the Feds, FEMA especially, as you just mentioned, were actually sabotaging the attempt to clean up the aftermath of Hurricane Katrina and get things back online.
[00:43:45.666 --> 00:43:56.431]  Common throughout eyewitness reports in the area that the federal takeover is basically nothing more than a police or a law enforcement response on the federal level.
[00:43:56.751 --> 00:44:01.153]  It's not even an intent to fix the problem or to clean up the oil from the beaches.
[00:44:01.674 --> 00:44:10.618]  It's just about keeping people out of the area and preventing local authorities who could be doing their job in cleaning up what they can from
[00:44:11.238 --> 00:44:16.623]  Having any successful or positive impact on the drastic situation that has affected the area.
[00:44:17.523 --> 00:44:22.507]  Obama said, as soon as the accident occurred, that he would be sending SWAT teams to the area.
[00:44:22.888 --> 00:44:29.173]  So, just as under George W. Bush, we're seeing an exact same response as with the Hurricane Katrina event.
[00:44:29.593 --> 00:44:33.056]  And it seems like they want the crisis to get worse and worse.
[00:44:33.597 --> 00:44:39.762]  Because Obama, in an email he sent out yesterday, said that this is an attempt to
[00:44:41.226 --> 00:44:43.227]  Get the green economy back on track.
[00:44:43.287 --> 00:44:48.569]  Get the cap-and-trade, the carbon tax, back on track, which has been derailed recently.
[00:44:49.510 --> 00:44:59.874]  So, from everything you said, and especially if now we're learning that this was aftermath of some kind of exercise then, very suspicious goings-on.
[00:45:00.915 --> 00:45:04.176]  We're going to go to our next caller now, which is Jane in Ontario.
[00:45:04.236 --> 00:45:05.096]  Jane, you're on the air.
[00:45:06.477 --> 00:45:06.757]  Hi.
[00:45:08.138 --> 00:45:08.518]  Hi, Jane.
[00:45:09.520 --> 00:45:16.525]  Um, I just wanted to point out something that I noticed in the media coverage you played earlier about the Etheridge incident.
[00:45:18.066 --> 00:45:18.646]  Yeah, go ahead.
[00:45:18.906 --> 00:45:30.374]  Um, the anchor referred to the students as cameramen rather than students, which suggests that they're mature professionals rather than the young students that they actually are.
[00:45:30.394 --> 00:45:33.556]  So it's just a minor point, but I...
[00:45:34.690 --> 00:45:36.411]  That's what Chris Matthews said as well.
[00:45:36.431 --> 00:45:44.596]  They're basically trying to smear the people, these college kids who are asking the question, as Republican plants.
[00:45:45.097 --> 00:45:54.703]  And this is an effort to take attention away from the insane, aggressive and bizarre and emblematic of thugs and people on an ego power trip.
[00:45:55.243 --> 00:45:58.424]  Um, which is exactly what Etheridge was engaged in at the time.
[00:45:58.984 --> 00:46:13.029]  Um, so yeah, they're trying to undermine the people who ask the question and shift the blame and shift the focus of the story, which is what the White House, the government memo, told them to do, and they clicked their heels, uh, and immediately did it, especially MSNBC with Chris Matthews.
[00:46:13.589 --> 00:46:16.430]  Um, Mike in Louisiana, Mike, you're on the air, go ahead.
[00:46:17.475 --> 00:46:42.062]  Hey Paul, listen I know you guys do a great job over there of investigative reporting and I want to let you know what I found out talking to a fellow that was very deeply engaged in the oil field business for 30 years and was aware of and actually spoke to one of the CEOs of one of the neighboring leaseholders to the OLBP Deepwater Horizon area and he related to me that
[00:46:43.210 --> 00:46:54.357]  And you guys, I guess, with your abilities, maybe can check this out, but the head of the Deepwater Oil Rig only had about five days' experience before this all happened.
[00:46:54.617 --> 00:47:11.187]  So, you know, for such a valuable asset, it's interesting that BP would throw a rookie in charge and think that they would get some other outcome other than complete and utter human error, you know?
[00:47:12.927 --> 00:47:18.773]  And one other thing to nexus through this which is interesting is that the flood insurance program has not been refunded yet.
[00:47:18.813 --> 00:47:22.918]  The money hasn't been reallocated to get that going.
[00:47:22.978 --> 00:47:28.063]  So a lot of the loan closings in this area and around that have been needing flood insurance.
[00:47:29.464 --> 00:47:39.913]  Lenders or insurance agents have been writing it, but basically on the good faith that retroactively they'll be funded once Congress actually appropriates the money.
[00:47:40.393 --> 00:47:49.521]  So I find it kind of interesting that we've kind of got these things going on at the same time and Congress just quote-unquote hasn't been able to get their act together and get it funded.
[00:47:51.175 --> 00:47:57.359]  Yeah, well, on the first point, I mean, you're saying that they threw this rookie in just five days before the accident happened.
[00:47:58.100 --> 00:48:12.049]  We had the story last week where, um, the Houston attorney, Tony Busby, um, said that the Deepwater Horizon managers knew that the, not only did the oil rig have problems before the explosion, um, but
[00:48:13.069 --> 00:48:20.471]  People were actually on board the ship as it was, um, burning after the explosion happened, saying, quote, Are you effing happy?
[00:48:20.691 --> 00:48:21.731]  Are you effing happy?
[00:48:22.091 --> 00:48:23.171]  The rig's on fire.
[00:48:23.251 --> 00:48:24.831]  I told you this was gonna happen.
[00:48:25.472 --> 00:48:33.053]  So, the people on board the rig knew that it had problems and that, you know, the safety procedures were out of whack.
[00:48:33.093 --> 00:48:34.754]  They were not being followed properly.
[00:48:35.054 --> 00:48:41.035]  And at every single stage of this BP story, it seems that, um, in the initial stage, they
[00:48:41.835 --> 00:48:57.241]  Wanted the explosion to happen, they financially positioned themselves beforehand for it to happen, and now with the absolute sinking of BP stocks these people have protected themselves because they sold the stocks right before the accident happened.
[00:48:57.701 --> 00:48:59.682]  And then in the aftermath of the accident,
[00:49:00.962 --> 00:49:09.428]  The federal government is preventing local authorities from effectively cleaning up the spill and the beaches around the area that it affects.
[00:49:09.468 --> 00:49:20.196]  So at every stage of this story, both before, during and after, it seems they want to make it worse and that indeed they had foreknowledge that it would occur in the first place.
[00:49:22.136 --> 00:49:33.806]  And now Obama's come out with this email promoting this nightmare green economy, which was derailed, basically, before the accident, and is now back on track.
[00:49:33.946 --> 00:49:39.310]  The cap and trade, the carbon tax, in the name of reducing our dependence on oil.
[00:49:39.810 --> 00:49:45.635]  We know the effect that this has had with Spain, who instituted these green economy measures
[00:49:47.216 --> 00:49:52.242]  Two years ago, now Spain has a 20% unemployment rate.
[00:49:52.663 --> 00:49:58.229]  Because for every, quote, green job that's created, 2.2 jobs are lost.
[00:49:58.510 --> 00:50:00.352]  This is de-industrialisation.
[00:50:00.693 --> 00:50:03.676]  This is the post-industrial revolution that the globalists won.
[00:50:04.497 --> 00:50:30.956]  And whether this was contrived or whether it was just an accident, the BP oil spill has fundamentally advanced the globalist agenda to create artificial scarcity, this idea that we have to completely eviscerate the oil industry and, you know, move to this green economy, and they're making the situation worse with their every action.
[00:50:31.957 --> 00:50:32.377]  And to me,
[00:50:34.707 --> 00:50:45.421]  I mean, the fact that BP put out the camera footage of the oil spill, where you see it emerging from the well, and then they announced, oh, now it's in HD!
[00:50:45.642 --> 00:50:46.162]  Oh, great!
[00:50:46.222 --> 00:50:50.969]  So BP's putting out this footage, which makes everyone focus on how bad the problem is.
[00:50:51.369 --> 00:50:53.651]  And they're only promoting how bad the problem is.
[00:50:54.031 --> 00:51:01.556]  So there's an agenda to hype this and make it appear bad, along with all the foreknowledge that they were involved in it happening.
[00:51:01.976 --> 00:51:04.618]  So we'll explore this further after the break with more callers.
[00:51:05.305 --> 00:51:09.586]  We all know that the Berkey water purification systems are the most trusted name of water filtration.
[00:51:09.926 --> 00:51:17.468]  As an authorized Berkey dealer for over four years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water systems.
[00:51:17.708 --> 00:51:32.491]  The revolutionary Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and removes harmful chemicals such as herbicides and pesticides.
[00:51:32.811 --> 00:51:42.116]  Order the Berkey Light System today, complete with two black Berkey elements for only $209, and the Berkey Guy will include three Sport Berkey water bottles and ship everything to you free of charge.
[00:51:42.336 --> 00:51:48.979]  That's right, three Sport Berkey water bottles and free shipping, an $87 value, yours free, but only for a limited time.
[00:51:49.259 --> 00:51:50.960]  Just call the Berkey Guy at 1-877-886-3653 now to order.
[00:51:50.980 --> 00:51:52.641]  That's 1-877-886-3653, or order online now at GoBerkey.com.
[00:51:52.681 --> 00:51:53.481]  That's GoBerkey.com today!
[00:52:04.915 --> 00:52:09.777]  The question is, where should the American people draw their line in the sand?
[00:52:09.878 --> 00:52:10.658]  What have we got?
[00:52:10.878 --> 00:52:12.999]  A republic or a monarchy?
[00:52:13.319 --> 00:52:14.060]  A republic.
[00:52:14.340 --> 00:52:16.901]  It's based on a constitution which protects minority rights.
[00:52:16.981 --> 00:52:18.882]  Not democracy, not mob rule.
[00:52:19.242 --> 00:52:21.143]  Two wolves and a sheep voting on what's for dinner.
[00:52:21.263 --> 00:52:22.544]  So they think they own our land?
[00:52:22.944 --> 00:52:24.065]  They think they own our water?
[00:52:24.265 --> 00:52:24.665]  Children?
[00:52:24.865 --> 00:52:25.665]  Our education?
[00:52:25.986 --> 00:52:26.646]  Our money?
[00:52:26.806 --> 00:52:30.468]  We have to define who we are and what we will tolerate.
[00:52:30.828 --> 00:52:34.493]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:52:34.553 --> 00:52:35.495]  You have been warned.
[00:52:35.815 --> 00:52:36.636]  We have the facts.
[00:52:36.836 --> 00:52:37.958]  We have the Constitution.
[00:52:37.998 --> 00:52:38.879]  We have the Bill of Rights.
[00:52:38.899 --> 00:52:39.760]  We have common law.
[00:52:39.800 --> 00:52:42.043]  Knowledge is power, ladies and gentlemen.
[00:52:42.324 --> 00:52:45.027]  And I'm so excited to be able to offer you Don't Tread on Me.
[00:52:45.268 --> 00:52:46.089]  Rise of the Republic.
[00:52:46.189 --> 00:52:50.992]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:52:51.152 --> 00:52:52.492]  A new tool in the Info War.
[00:52:52.653 --> 00:52:53.493]  Don't tread on me.
[00:52:53.733 --> 00:53:00.157]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:53:06.485 --> 00:53:07.726]  Remain in your houses.
[00:53:08.487 --> 00:53:12.330]  The President of the United States has declared martial law under Executive Order 11004.
[00:53:14.251 --> 00:53:15.252]  Will they do it?
[00:53:15.612 --> 00:53:17.574]  Will they pull the trigger this time?
[00:53:18.214 --> 00:53:24.239]  We all pray they stand down, but an engineered crisis seems more likely with each passing day.
[00:53:24.679 --> 00:53:25.920]  Think it can't happen here?
[00:53:26.861 --> 00:53:30.404]  Executive Order 10-990 locks down all highways.
[00:53:31.145 --> 00:53:35.448]  Executive Order 10-995 seizes control of all media outlets.
[00:53:36.029 --> 00:53:40.313]  Executive Order 10-998 controls all farms and food supplies.
[00:53:40.933 --> 00:53:45.757]  All these executive orders are now cocked, loaded, and waiting for the right crisis.
[00:53:46.678 --> 00:53:54.828]  So if you're worried about the possibility of martial law here in America, or have questions about how to survive it, go to MartialLawSurvival.com.
[00:53:55.108 --> 00:53:57.411]  That's MartialLawSurvival.com.
[00:53:57.611 --> 00:54:00.495]  Go to MartialLawSurvival.com right now.
[00:54:00.675 --> 00:54:03.599]  You must remain in your houses until your bracelets are scanned.
[00:54:22.145 --> 00:54:25.466]  It's the final segment of this first hour of the Alex Jones Show.
[00:54:25.706 --> 00:54:32.248]  Alex will be back tomorrow, live, and we'll have rebroadcasts of interviews coming up in the following three hours.
[00:54:33.368 --> 00:54:35.248]  Now we're going to go to Joe in Ohio.
[00:54:35.328 --> 00:54:36.189]  Joe, you're on the air.
[00:54:37.709 --> 00:54:38.089]  Hey, Paul.
[00:54:38.109 --> 00:54:38.949]  Thanks for taking my call.
[00:54:38.969 --> 00:54:39.770]  It's nice to have you.
[00:54:39.790 --> 00:54:40.750]  You're pretty refreshing.
[00:54:41.330 --> 00:54:44.031]  Big Alex Jones fan, but thanks for picking up the slack.
[00:54:44.751 --> 00:54:46.711]  I have sort of a selfish question.
[00:54:46.751 --> 00:54:48.992]  I'm reading a lot of Chomsky lately.
[00:54:49.839 --> 00:55:08.682]  A lot of Noam Chomsky and that led me to find David Barsamian and when I found Barsamian I found a great interview with he and Ralph Nader and I was really struck because the interview they were basically saying the same things that you and Alex say all the time.
[00:55:09.269 --> 00:55:19.557]  So my question for you is, where's the marriage between these respected, renowned, eloquent individuals and the Truth or Communities, specifically the Infowars community?
[00:55:22.039 --> 00:55:33.468]  Um, Noam Chomsky, and I mean, I started off reading Chomsky when I first started, you know, getting aware of how the world works, you know, ten, twelve years ago.
[00:55:34.332 --> 00:55:45.539]  But everything that Chomsky's done, certainly in the past five or six years, has been completely to the detriment of the, you know, quote, truth of community or patriot community.
[00:55:45.979 --> 00:55:55.185]  I mean, he was asked about 9-11 and asked whether he thought 9-11 was an inside job or merely that the official story was, um,
[00:55:56.010 --> 00:55:57.812]  Not as the government would have us believe.
[00:55:58.533 --> 00:56:01.597]  And Chomsky responded basically that he didn't care.
[00:56:01.617 --> 00:56:10.349]  And for me, that was a damning indictment of the fact that Chomsky is not only in 2010 not relevant but
[00:56:12.772 --> 00:56:17.195]  Many have claimed that he's merely, you know, a deep cover operative.
[00:56:17.636 --> 00:56:18.356]  I don't think that.
[00:56:18.376 --> 00:56:23.400]  I think he's just this left-wing ideologue that panders to his own audience.
[00:56:23.480 --> 00:56:30.686]  But everything that we've seen, I mean, back in, I think it was 2001, Alex interviewed Noam Chomsky.
[00:56:31.147 --> 00:56:34.970]  And suffice to say, I don't think they really saw eye to eye.
[00:56:36.130 --> 00:56:42.632]  So, to my mind, Chomsky doesn't have any relevance with the movement that's taking place now.
[00:56:42.952 --> 00:56:51.234]  And indeed, I rarely even read or see anything of Chomsky in the modern era, so I don't even know what he's doing at the moment.
[00:56:51.274 --> 00:56:55.935]  But he certainly doesn't seem relevant to what's going on politically in 2010.
[00:56:56.235 --> 00:57:00.396]  Now we're going to go to Mark in Minnesota.
[00:57:00.956 --> 00:57:01.717]  Mark, you're on the air.
[00:57:03.157 --> 00:57:03.517]  Hi Paul.
[00:57:04.252 --> 00:57:19.136]  It seems these days that a lot of people are acting like thugs, or elected officials, or people within the federal government, and even the BP executives, so corporate and everything.
[00:57:19.176 --> 00:57:25.498]  It seems like the only ones that aren't acting like thugs at this time are the real patriots of this country.
[00:57:25.578 --> 00:57:33.420]  But what I wanted to ask you about, Paul, was you had a great article on the false flag, the oil spill leaning towards a false flag.
[00:57:34.437 --> 00:57:47.881]  But I read somewhere, and I can't remember where I read it, that the owner of the oil rig was set to collect, or was going to collect, 200 and some million dollars, twice what the oil rig was worth.
[00:57:48.582 --> 00:57:52.903]  I was just wondering if, in your research, if you had ran across any of that or confirmed anything about that?
