[00:00:02.057 --> 00:00:08.704]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:26:36.928 --> 00:26:44.432]  This is where, when I talk on college campuses, they're delighted to hear that there are alternatives, there are things to do.
[00:26:44.432 --> 00:26:55.437]  And I am convinced in my own mind that if we had truly a free society and found money and limited government and sensible foreign policy, and we just got out of the way, and everybody got
[00:26:56.209 --> 00:27:00.732]  You know, lost 75% of their wealth tomorrow, but they were left alone.
[00:27:00.732 --> 00:27:05.396]  I think we'd recover quickly, quicker than anybody would ever dream of.
[00:27:05.396 --> 00:27:15.243]  So the whole issue is how free we can be and whether we can have self-reliance and take care of ourselves and push us back to depending on local communities and family.
[00:27:15.243 --> 00:27:22.208]  It is so remarkable how successful that is, but unfortunately our country has lost confidence in that.
[00:27:22.768 --> 00:27:27.790]  But now the question is being asked, if government can't deliver, what is the option?
[00:27:27.790 --> 00:27:33.773]  Too often, though, they're saying, you know, the people that you fight all the time are the one-world people.
[00:27:33.773 --> 00:27:36.454]  And you say, oh yes, there is a crisis, a financial crisis.
[00:27:36.454 --> 00:27:42.776]  That means we need a single central bank for the whole world.
[00:27:42.776 --> 00:27:51.560]  But the other option is maybe introducing the notion of gold and silver coinage here in the United States, like the Constitution mandates.
[00:27:53.123 --> 00:27:59.892]  Congressman, a few minutes ago you alluded to the fact that they couldn't get their multi-billion dollar airport scanners in.
[00:27:59.892 --> 00:28:02.415]  People were refusing en masse.
[00:28:02.415 --> 00:28:06.820]  And so magically, Christmas Day, I heard on the radio about the underwear bomber.
[00:28:08.131 --> 00:28:09.352]  And then I talked to eyewitnesses.
[00:28:09.352 --> 00:28:10.613]  They didn't hear an explosion.
[00:28:10.613 --> 00:28:12.815]  They saw another man on board the flight.
[00:28:12.815 --> 00:28:18.299]  They saw a man lead the underwear bomber onto the flight in Amsterdam.
[00:28:18.299 --> 00:28:20.741]  They had body scanners in Amsterdam.
[00:28:20.741 --> 00:28:22.582]  He bypassed security.
[00:28:22.582 --> 00:28:28.826]  The underwear bomber's father said he was training in Yemen, but he wasn't put on the watch list.
[00:28:28.826 --> 00:28:29.887]  On and on and on.
[00:28:29.887 --> 00:28:31.769]  And you talk about...
[00:28:32.629 --> 00:28:36.492]  Letting this happen, or how convenient that this came along.
[00:28:36.492 --> 00:28:46.340]  Even Rush Limbaugh now admits there's a global government forming, and he admits that the government wants to wreck society so that we all become dependent on them.
[00:29:00.652 --> 00:29:05.957]  One major world crisis away from having a totalitarian type of system.
[00:29:05.957 --> 00:29:08.700]  The main event is the wholesale destruction of the world economy.
[00:29:08.700 --> 00:29:14.045]  The push for every nation on the globe to identify and number all of its citizens.
[00:29:14.045 --> 00:29:16.808]  Friends, I hope that you will order shadow government.
[00:29:17.048 --> 00:29:18.509]  From Infowars.com.
[00:29:18.509 --> 00:29:19.949]  We also have some specials for you.
[00:29:19.949 --> 00:29:23.531]  Some of our other films have price when you order Shadow Government.
[00:29:23.531 --> 00:29:34.676]  A new level in production quality and in information exposes how a cashless society, surveillance beast grid of total control is being put into place.
[00:29:34.676 --> 00:29:36.517]  This film needs to be seen.
[00:29:36.517 --> 00:29:37.677]  Everybody needs to get it.
[00:29:37.677 --> 00:29:38.858]  So order yours today.
[00:29:38.858 --> 00:29:42.780]  Show it to your friends, your family, your church, your neighbors, your boss, your employees.
[00:29:44.252 --> 00:29:45.855]  Shadow Government, ladies and gentlemen.
[00:29:45.855 --> 00:29:48.479]  Get your copy at InfoWars.com today.
[00:29:48.479 --> 00:29:49.881]  Shadow Government.
[00:29:49.881 --> 00:29:52.124]  It gives Big Brother a black eye.
[00:29:52.124 --> 00:29:55.389]  Available at InfoWars.com or by calling toll-free 888-253-3139.
[00:30:01.141 --> 00:30:04.143]  Hello, this is Alex Jones with some important questions.
[00:30:04.143 --> 00:30:09.468]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:30:09.468 --> 00:30:11.529]  My answer would be all I can get.
[00:30:11.529 --> 00:30:16.533]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:30:16.533 --> 00:30:17.434]  How much do you want?
[00:30:17.694 --> 00:30:18.815]  When do you want it?
[00:30:18.815 --> 00:30:20.696]  Now or after the battle starts?
[00:30:20.696 --> 00:30:21.777]  When will you need it?
[00:30:21.777 --> 00:30:23.978]  Can you buy it without proper identification?
[00:30:23.978 --> 00:30:25.319]  Will there be any food?
[00:30:25.319 --> 00:30:26.840]  Will it make your children sick?
[00:30:26.840 --> 00:30:32.123]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:30:32.123 --> 00:30:35.706]  You wipe out all these problems if you have a good food supply.
[00:30:35.706 --> 00:30:39.168]  Food is your ammunition to fight for your freedom and your life.
[00:30:39.508 --> 00:30:40.750]  How much will you need?
[00:30:40.750 --> 00:30:41.651]  We don't know.
[00:30:41.651 --> 00:30:42.752]  How much do you want?
[00:30:42.752 --> 00:30:43.673]  All you can get.
[00:30:43.673 --> 00:30:44.774]  I'm Alex Jones.
[00:30:44.774 --> 00:30:47.818]  I want all of you good guys to live to fight another day.
[00:30:47.818 --> 00:30:49.600]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:30:49.600 --> 00:30:50.521]  Again, that number 1-800-409-5633.
[00:31:00.495 --> 00:31:01.635]  What's your home worth?
[00:31:01.635 --> 00:31:03.756]  How can you compare local real estate agents?
[00:31:03.756 --> 00:31:06.797]  And how do you get MLS listings for the entire country?
[00:31:06.797 --> 00:31:14.499]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[00:31:14.499 --> 00:31:17.960]  HomeGain.com will help you find a realtor to buy or sell a home.
[00:31:18.180 --> 00:31:20.622]  It's so easy, and best of all, it's free!
[00:31:20.622 --> 00:31:28.909]  At HomeGain.com you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[00:31:28.909 --> 00:31:34.754]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[00:31:34.754 --> 00:31:44.402]  HomeGain.com has an A-plus rating with the Better Business Bureau and contains a wealth of information, like their Home Improvement Tool that helps you determine which home improvements to make to increase your home's value.
[00:31:44.642 --> 00:31:47.826]  See the top 12 home improvements right now at HomeGain.com.
[00:31:47.826 --> 00:31:50.790]  That's H-O-M-E-G-A-I-N dot com.
[00:31:50.790 --> 00:31:58.859]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[00:31:59.994 --> 00:32:04.096]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator.
[00:32:04.096 --> 00:32:06.978]  It produces pure drinking water right from the humidity in the air.
[00:32:06.978 --> 00:32:09.059]  No, this isn't science fiction, it's very real.
[00:32:09.059 --> 00:32:11.320]  I know because I use one every day in my own home.
[00:32:11.320 --> 00:32:12.961]  And it's available right now to you.
[00:32:12.961 --> 00:32:17.443]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[00:32:17.443 --> 00:32:19.704]  Clean, great tasting water without all the pollutants.
[00:32:20.004 --> 00:32:26.007]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator for your home or business.
[00:32:26.007 --> 00:32:30.809]  Their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[00:32:30.809 --> 00:32:33.630]  The Ecola Blue 28 is easy to use and economical.
[00:32:33.630 --> 00:32:36.352]  Generate your own pure water from the humidity in the air.
[00:32:36.352 --> 00:32:43.515]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[00:32:43.815 --> 00:32:49.778]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[00:32:49.778 --> 00:32:52.619]  That's 1-800-691-6043.
[00:32:52.619 --> 00:33:01.443]  Or visit a Coloblue on the web at www.ecoloble.com today.
[00:33:01.443 --> 00:33:02.963]  Coast to Coast.
[00:33:02.963 --> 00:33:05.024]  Direct from Austin.
[00:33:05.024 --> 00:33:08.246]  You're listening to the Alex Jones Broadcasting Network.
[00:33:15.051 --> 00:33:26.506]  You know, on the airplanes, if the airlines were responsible, there is technology available now that every individual could be issued something no bigger than a cell phone and it would be your identification badge.
[00:33:27.426 --> 00:33:31.088]  The airline can have that registered.
[00:33:31.088 --> 00:33:36.712]  So they say, oh, I know your little gadget there belongs to Ron Paul, so I want you to put your fingerprint on it.
[00:33:36.712 --> 00:33:39.574]  You put your fingerprint on it, and they get the recording.
[00:33:39.574 --> 00:33:42.436]  They have no record of your fingerprint, no records kept.
[00:33:42.436 --> 00:33:44.497]  The government doesn't know anything about it.
[00:33:44.497 --> 00:33:47.399]  But I'm a frequent flyer, but I have my passport.
[00:33:47.399 --> 00:33:51.861]  You know, I have a card, which I have voluntarily gotten.
[00:33:51.861 --> 00:33:53.242]  It's a corporate passport!
[00:33:54.824 --> 00:33:57.847]  Turn that ID badge on, and that technology is available.
[00:33:57.847 --> 00:34:01.010]  I mean, that at least would take care of 90%.
[00:34:01.010 --> 00:34:04.715]  Even if you didn't fly a whole lot, you could get pre-screened for this.
[00:34:04.715 --> 00:34:06.997]  That's what I would do if I was running the airlines.
[00:34:06.997 --> 00:34:10.321]  I wouldn't say, oh anybody, come on, you know, I'd be very careful.
[00:34:10.461 --> 00:34:13.542]  But Congressman, we know what's really happening.
[00:34:13.542 --> 00:34:15.423]  Take Austin, Texas.
[00:34:15.423 --> 00:34:21.947]  $150 million spent on Capital Metro that 1% of the city rides at a cost over $35 per ride.
[00:34:21.947 --> 00:34:23.287]  The person pays $2.
[00:34:23.287 --> 00:34:25.788]  And $70 million is spent on Austin Roads.
[00:34:25.788 --> 00:34:36.654]  So more than double the money is spent because the government gets to control the buses than what all the rest of the people are using cars.
[00:34:36.654 --> 00:34:37.374]  They only get
[00:34:38.914 --> 00:34:41.855]  Half of the money or less of their own tax money.
[00:34:41.855 --> 00:34:44.035]  And it's the same thing with big government.
[00:34:44.035 --> 00:34:47.356]  Big government with revolving doors, with Homeland Security people.
[00:34:47.356 --> 00:34:49.517]  They're all making money as consultants.
[00:34:49.517 --> 00:34:53.458]  They recommend the body scanners and the surveillance, and then they make money off of it.
[00:34:53.458 --> 00:34:54.898]  It's criminal!
[00:34:54.898 --> 00:34:56.119]  Yeah, there's no doubt about it.
[00:34:56.119 --> 00:34:58.820]  When I heard that thing about Chernoff, it's hard to believe.
[00:34:58.820 --> 00:35:00.180]  Somebody was interviewing him, like,
[00:35:00.860 --> 00:35:06.443]  Oh, by the way, I know you run this, and how did you guys know that this was so important?
[00:35:06.443 --> 00:35:09.584]  It was like, he was really smart that he figured this out.
[00:35:09.584 --> 00:35:13.346]  It wasn't like, is there a conflict of interest?
[00:35:13.346 --> 00:35:16.287]  That question never even came up when he was being interviewed.
[00:35:16.287 --> 00:35:22.750]  Well, that's like in Congress, whenever Paulson had the Treasury, they'd say, well, you got tens of millions of dollars of your own bailout money.
[00:35:22.750 --> 00:35:25.291]  He'd say, I gave myself a waiver.
[00:35:25.291 --> 00:35:27.192]  Yeah, and made it legal, huh?
[00:35:27.618 --> 00:35:30.734]  I mean, can I give myself a waiver, Congressman, to rob banks?
[00:35:31.377 --> 00:35:42.004]  You know, they gave the, I can't remember which company it was, but they were bankrupt and we bailed them out and all, and they still had a tax problem, so they just wrote the taxes off, you know, hundreds of millions of dollars.
[00:35:42.004 --> 00:35:47.168]  Oh, okay, those last three years' taxes, you had a lot of trouble, so you don't have to pay those taxes.
[00:35:47.168 --> 00:36:01.257]  Can you imagine if you had a tax problem and you had difficulty with the IRS, well, we know you had trouble, so you don't have to pay those back taxes, but that's the way the system works, unfortunately.
[00:36:01.838 --> 00:36:05.444]  Dr. Ron Paul, Congressman Ron Paul joining us, got about eight minutes left here.
[00:36:05.444 --> 00:36:12.898]  Sir, I saw a Bloomberg report where Goldman Sachs is arming its employees literally against the public with pitchforks.
[00:36:15.029 --> 00:36:18.831]  In Washington, are they starting to get the same sense that Wall Street is?
[00:36:18.831 --> 00:36:26.454]  That the people are recognizing their criminal activity, passing unconstitutional bills without even reading it?
[00:36:26.454 --> 00:36:29.516]  Because it seems that Washington's only getting more criminal.
[00:36:29.516 --> 00:36:30.676]  They don't seem to care.
[00:36:30.676 --> 00:36:34.618]  Or is it more like rats running off the sinking ship with the loot?
[00:36:35.242 --> 00:36:37.463]  Well, there's some of that.
[00:36:37.463 --> 00:36:43.546]  I work on the assumption that Washington is usually about 10-15 years behind what the people are thinking.
[00:36:43.546 --> 00:36:50.390]  So, I don't think a person like Nancy Pelosi is aware of what the people are really thinking.
[00:36:50.390 --> 00:36:58.394]  You know, if she heard about the Tea Party movement, I mean, she writes it off as one or two percent of the population that are all nuts.
[00:36:59.094 --> 00:37:01.837]  And she just totally dismisses it.
[00:37:01.837 --> 00:37:04.739]  So that's where, generally, Washington is.
[00:37:04.739 --> 00:37:10.084]  I just don't think that they're quite aware of what's happening with the grassroots.
[00:37:10.084 --> 00:37:14.027]  And I think that's where the real changes are occurring.
[00:37:14.027 --> 00:37:18.231]  And, of course, I'm always hopeful that there's some real changes with the young people.
[00:37:18.231 --> 00:37:22.475]  So that's why I keep talking to myself so that I'm always hopeful.
[00:37:24.474 --> 00:37:32.180]  Speaking of hopefulness, Iceland, it looks like, may say, no, we're not going to pay off private debt.
[00:37:32.180 --> 00:37:35.342]  England is listing all Icelanders basically as terrorists.
[00:37:35.342 --> 00:37:40.105]  They can grab and hold the money that's in British banks.
[00:37:40.105 --> 00:37:42.667]  Goldman Sachs has been caught engineering that crisis.
[00:37:42.667 --> 00:37:43.728]  That's come out in the news.
[00:37:43.728 --> 00:37:48.852]  I mean, shouldn't we just tell these private banks, we're not going to give you any more bailout money?
[00:37:49.858 --> 00:37:55.202]  Well, we should have never given it in the first place, and we shouldn't give any more.
[00:37:55.202 --> 00:37:58.505]  Besides, pretty soon it'll be worthless and won't matter much.
[00:37:58.505 --> 00:38:01.107]  So, the more you give away, you create money out of thin air.
[00:38:01.107 --> 00:38:07.512]  The more you give away, you may temporarily help some of their friends, but it's just more of the same thing.
[00:38:07.512 --> 00:38:10.454]  That's how we got into this trouble, and that's how they're going to keep it going.
[00:38:11.514 --> 00:38:17.920]  A lot of economists are saying we could have total depression within the next year, the real economy over 20% unemployment.
[00:38:17.920 --> 00:38:20.482]  All the numbers that I know you're well aware of are really bad.
[00:38:20.482 --> 00:38:32.133]  While the mainstream media says this is a great economy because the big banks are making money off the bailout, the dollars continuing its slide went up for a little bit, but still overall it's going down.
[00:38:32.133 --> 00:38:34.015]  Where do you see us in two years, Congressman?
[00:38:35.091 --> 00:38:37.533]  I think we're going to be much poorer as a nation.
[00:38:37.533 --> 00:38:39.674]  I think unemployment rates are going to stay very high.
[00:38:39.674 --> 00:38:44.158]  I think by two years it'll be acknowledged that there was no recovery.
[00:38:44.158 --> 00:38:49.922]  I thought there were some very good articles, and I commented on one this past week about Paul Krugman.
[00:38:50.382 --> 00:38:54.105]  You know, he analyzed the past 10 years, and he had a good analysis.
[00:38:54.105 --> 00:38:55.966]  We're all worse off.
[00:38:55.966 --> 00:39:01.349]  Real income has not gone up, and investments have not gone up.
[00:39:01.349 --> 00:39:06.252]  He did say that you'd be even-steven on your stocks from 10 years ago, but you're actually lower.
[00:39:06.252 --> 00:39:09.494]  If you take into account the inflation, you're down about 20%.
[00:39:10.755 --> 00:39:17.699]  But, of course, he said what we needed was more spending and more regulations, and that would have solved all that problem.
[00:39:17.699 --> 00:39:20.520]  But, no, I think it started ten years ago.
[00:39:20.520 --> 00:39:23.862]  I think we started slipping into the recession, depression.
[00:39:23.862 --> 00:39:29.705]  I think there's no sign that we have reversed things.
[00:39:29.705 --> 00:39:32.627]  They talk themselves into thinking that things are improving.
[00:39:32.627 --> 00:39:38.270]  When the dot-com bubble burst, they didn't allow the correction to occur, so they created a housing bubble.
[00:39:38.750 --> 00:39:41.911]  Well, they started feeling better, but it didn't solve the problem.
[00:39:41.911 --> 00:39:44.752]  Now, a lot of people don't have houses.
[00:39:44.752 --> 00:39:47.853]  But you don't believe gold is a bubble?
[00:39:47.853 --> 00:39:49.533]  No, I don't believe that.
[00:39:49.533 --> 00:39:51.434]  So that's an inflationary issue?
[00:39:51.434 --> 00:40:00.177]  I think gold reflects, if anything, it's way behind because the bubble is the size of the dollars created.
[00:40:00.177 --> 00:40:07.219]  The real bubble, I think, is in the bond market because the price of bonds are so good because the interest rates are so low.
[00:40:08.400 --> 00:40:10.922]  But that's just being held together.
[00:40:10.922 --> 00:40:17.247]  I think this is what the Fed does in collusion with other central banks is they prop that market up.
[00:40:17.247 --> 00:40:19.589]  So if gold met inflation, what would it be like?
[00:40:19.589 --> 00:40:19.790]  $2,500 an ounce?
[00:40:25.421 --> 00:40:26.903]  It would be a lot higher.
[00:40:26.903 --> 00:40:32.869]  I don't think the market's been allowed to adjust to that yet.
[00:40:32.869 --> 00:40:39.076]  That's the other thing that an audit might reveal, is how much they're involved in the gold market.
[00:40:39.076 --> 00:40:43.281]  The governments have always been involved in gold, even when they had gold in
[00:40:43.641 --> 00:40:44.062]  Absolutely.
[00:41:01.104 --> 00:41:04.247]  It's a different way now, but they're working very hard.
[00:41:04.247 --> 00:41:08.510]  They know that a high price of gold is a vote against paper.
[00:41:08.510 --> 00:41:17.157]  They can't allow the people to question the paper money because their kingdom is finished when the people question it.
[00:41:17.157 --> 00:41:18.798]  They're only beginning to question it.
[00:41:18.798 --> 00:41:23.202]  So, if anything, gold is a long way from a bubble.
[00:41:23.202 --> 00:41:24.543]  The real bubble is in the
[00:41:25.163 --> 00:41:30.848]  The size of the currency market and the value of the dollar is artificially high, and the bonds are artificially high.
[00:41:30.848 --> 00:41:33.030]  Congressman, I totally agree with you.
[00:41:33.030 --> 00:41:35.132]  In the last minute and a half, we've got left.
[00:41:35.132 --> 00:41:41.318]  Homeschoolers in California, they ruled a couple years ago that homeschooling's a privilege, that the state owns their children.
[00:41:41.318 --> 00:41:42.579]  That got overturned.
[00:41:42.579 --> 00:41:47.183]  CBS News reports these people moved to the town, didn't register their kids.
[00:41:47.183 --> 00:41:48.324]  It was a civil matter.
[00:41:49.045 --> 00:41:52.668]  But the CPS said, yeah, but that's child endangerment.
[00:41:52.668 --> 00:41:55.811]  And so they were arrested through color of law.
[00:41:55.811 --> 00:41:59.595]  And the school is on television saying they deserve to go to jail.
[00:41:59.595 --> 00:42:02.738]  I mean, this is slavery in my view.
[00:42:02.738 --> 00:42:07.043]  I mean, if we can't raise our children and be left alone by the state, we might as well be the Soviet Union.
[00:42:08.100 --> 00:42:09.261]  We're good to go.
[00:42:27.883 --> 00:42:32.705]  And there was some court fights and we won those, but no, they will never give up on that.
[00:42:32.705 --> 00:42:34.285]  They never give up on control of money.
[00:42:34.285 --> 00:42:38.686]  They will never give up on the control of the education of the young children.
[00:42:38.686 --> 00:42:45.128]  Just think of how they brainwash young children on global warming and some of this radical environmentalism.
[00:42:45.128 --> 00:42:56.352]  So that's a big fight, but hopefully it'll backfire on them and it'll just wake the people up because there's sure a lot of homeschoolers around these days and they're very strong on the Constitution.
[00:42:56.352 --> 00:42:57.052]  They've learned the Constitution.
[00:43:00.454 --> 00:43:05.018]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:43:05.018 --> 00:43:09.341]  Number one, new climate legislation could easily double or triple your electric bill.
[00:43:09.341 --> 00:43:15.105]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[00:43:15.105 --> 00:43:15.846]  It's true.
[00:43:15.846 --> 00:43:20.389]  Total government control of electricity in the name of smart grid technology is coming.
[00:43:20.709 --> 00:43:21.530]  Number 3.
[00:43:21.530 --> 00:43:25.112]  In some areas of the country, the power grid is dangerously overloaded.
[00:43:25.112 --> 00:43:29.035]  And now, new socialist legislation is only compounding the problem.
[00:43:29.035 --> 00:43:29.835]  Number 4.
[00:43:29.835 --> 00:43:32.597]  Dangerous weather is always a threat to local grids.
[00:43:32.597 --> 00:43:36.279]  Every year, thousands of families lose their power from weather-related outages.
[00:43:36.279 --> 00:43:37.060]  Number 5.
[00:43:37.060 --> 00:43:41.203]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:43:41.203 --> 00:43:45.966]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:43:46.246 --> 00:43:50.428]  You can get more information at www.mysolarbackup.com.
[00:43:50.428 --> 00:43:52.209]  That's mysolarbackup.com.
[00:43:52.209 --> 00:43:54.470]  Remember, the government doesn't own the sun.
[00:43:54.470 --> 00:43:56.811]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:44:00.899 --> 00:44:03.921]  Hello, this is Alex Jones with some important questions.
[00:44:03.921 --> 00:44:09.246]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:44:09.246 --> 00:44:11.287]  My answer would be all I can get.
[00:44:11.287 --> 00:44:16.291]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:44:16.291 --> 00:44:17.212]  How much do you want?
[00:44:17.472 --> 00:44:18.593]  When do you want it?
[00:44:18.593 --> 00:44:20.474]  Now or after the battle starts?
[00:44:20.474 --> 00:44:21.555]  When will you need it?
[00:44:21.555 --> 00:44:23.757]  Can you buy it without proper identification?
[00:44:23.757 --> 00:44:25.098]  Will there be any food?
[00:44:25.098 --> 00:44:26.619]  Will it make your children sick?
[00:44:26.619 --> 00:44:31.883]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:44:31.883 --> 00:44:35.486]  You wipe out all these problems if you have a good food supply.
[00:44:35.486 --> 00:44:38.949]  Food is your ammunition to fight for your freedom and your life.
[00:44:39.289 --> 00:44:40.511]  How much will you need?
[00:44:40.511 --> 00:44:41.412]  We don't know.
[00:44:41.412 --> 00:44:42.533]  How much do you want?
[00:44:42.533 --> 00:44:43.454]  All you can get.
[00:44:43.454 --> 00:44:44.555]  I'm Alex Jones.
[00:44:44.555 --> 00:44:47.599]  I want all of you good guys to live to fight another day.
[00:44:47.599 --> 00:44:49.841]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:44:49.841 --> 00:44:50.803]  Again, that number 1-800-409-5633.
[00:44:59.873 --> 00:45:06.856]  This is Alex Jones, and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[00:45:06.856 --> 00:45:08.136]  No, this isn't science fiction.
[00:45:08.136 --> 00:45:08.956]  It's very real.
[00:45:08.956 --> 00:45:12.838]  I know because I use one every day in my own home, and it's available right now to you.
[00:45:12.838 --> 00:45:17.319]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[00:45:17.319 --> 00:45:19.900]  Clean, great-tasting water without all the pollutants.
[00:45:19.900 --> 00:45:24.522]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator.
[00:45:24.602 --> 00:45:30.684]  For your home or business, their best seller, the Ecolablue 28, produces up to 7 gallons of water every day.
[00:45:30.684 --> 00:45:33.525]  The Ecolablue 28 is easy to use and economical.
[00:45:33.525 --> 00:45:36.246]  Generate your own pure water from the humidity in the air.
[00:45:36.246 --> 00:45:43.409]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[00:45:43.689 --> 00:45:47.432]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[00:45:47.432 --> 00:45:47.692]  That's 1-800-691-6043.
[00:45:47.692 --> 00:45:49.613]  Or visit a Coloblue on the web at www.ecoloble.com today.
[00:45:59.639 --> 00:46:04.181]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:46:04.181 --> 00:46:05.101]  Number one.
[00:46:05.101 --> 00:46:08.523]  New climate legislation could easily double or triple your electric bill.
[00:46:08.523 --> 00:46:09.383]  Number two.
[00:46:09.383 --> 00:46:14.265]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:46:14.265 --> 00:46:15.025]  It's true.
[00:46:15.025 --> 00:46:19.567]  Total government control of electricity in the name of smart grid technology is coming.
[00:46:19.887 --> 00:46:20.708]  Number 3.
[00:46:20.708 --> 00:46:24.291]  In some areas of the country, the power grid is dangerously overloaded.
[00:46:24.291 --> 00:46:28.214]  And now, new socialist legislation is only compounding the problem.
[00:46:28.214 --> 00:46:29.014]  Number 4.
[00:46:29.014 --> 00:46:31.776]  Dangerous weather is always a threat to local grids.
[00:46:31.776 --> 00:46:35.459]  Every year, thousands of families lose their power from weather-related outages.
[00:46:35.459 --> 00:46:36.240]  Number 5.
[00:46:36.240 --> 00:46:40.383]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:46:40.383 --> 00:46:45.147]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:46:45.427 --> 00:46:49.610]  You can get more information at www.mysolarbackup.com.
[00:46:49.610 --> 00:46:51.392]  That's mysolarbackup.com.
[00:46:51.392 --> 00:46:53.654]  Remember, the government doesn't own the sun.
[00:46:53.654 --> 00:46:56.256]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:46:56.256 --> 00:47:03.061]  Coast to Coast.
[00:47:03.061 --> 00:47:05.103]  Direct from Austin.
[00:47:05.103 --> 00:47:08.305]  You're listening to the Alex Jones Broadcasting Network.
[00:47:11.886 --> 00:47:18.519]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:47:18.519 --> 00:47:21.505]  It's Alex Jones and the GCN Radio Network.
[00:47:23.343 --> 00:47:26.726]  Debra Medina is our guest, ladies and gentlemen.
[00:47:26.726 --> 00:47:29.609]  She's been in the first big Republican debate.
[00:47:29.609 --> 00:47:30.750]  Hands down, won it.
[00:47:30.750 --> 00:47:32.452]  Many newspapers are saying that.
[00:47:32.452 --> 00:47:39.138]  The grassroots that I've been monitoring is conclusively saying that they want to know more about Debra Medina.
[00:47:39.138 --> 00:47:42.201]  But the first big issue, we have an article at to infowars.com
[00:47:44.182 --> 00:48:06.997]  Governor candidate Debra Medina excluded from televised debate the next key debate coming up January 29th right before the key primary right before voters really make their decision and with your incredible showing last night your poll numbers going up even higher they need to put you in there but I've read that below the big globalist corporation that owns a lot of the TV stations and Dallas Morning News
[00:48:07.677 --> 00:48:15.202]  They're saying not only do you have to have 15 percent, you've got to be able, in the past, to have held a comparable political position.
[00:48:15.202 --> 00:48:16.383]  So you should have been a U.S.
[00:48:16.383 --> 00:48:21.006]  senator or a Texas governor or lieutenant governor to be able to be on the same stage.
[00:48:21.006 --> 00:48:26.510]  By that yardstick, only super high-powered politicians can be in debates.
[00:48:26.510 --> 00:48:30.993]  I mean, they're really, as they see the revolution of awakening back to the Constitution happening,
[00:48:31.613 --> 00:48:35.156]  They are bringing out a new standard that no one can get over.
[00:48:35.156 --> 00:48:36.637]  You can't just be a mayor.
[00:48:36.637 --> 00:48:39.960]  You can't be a state representative and be in a debate now for governor.
[00:48:39.960 --> 00:48:42.822]  You have to have been a former governor or U.S.
[00:48:42.822 --> 00:48:43.203]  senator.
[00:48:44.751 --> 00:48:46.572]  This is clearly discriminatory.
[00:48:46.572 --> 00:48:49.133]  People need to boycott Velo if they don't change this.
[00:48:49.133 --> 00:48:50.694]  Dump the Dallas Morning News.
[00:48:50.694 --> 00:48:55.256]  They need to look at their past policies because they're doing a quasi-public thing.
[00:48:55.256 --> 00:48:59.639]  They're acting like it's a public debate, but really they're skewing it.
[00:48:59.639 --> 00:49:03.180]  Or people need to boycott this debate and call for other real debates.
[00:49:03.180 --> 00:49:08.363]  Deborah Medina, running for governor here in Texas, give us your breakdown on this.
[00:49:09.158 --> 00:49:24.449]  Well, I think, you know, we've talked about this political royal class in America and this is more evidence that at least the political establishment and those that support them seem to have, you know, have an agenda to further that.
