[00:00:00.723 --> 00:00:01.603]  Well, so does he.
[00:39:48.615 --> 00:39:55.821]  And we've turned it up in the last year where you can have, with your passcode, six people can be logged in with the same passcode at one time.
[00:39:56.221 --> 00:40:04.324]  So you can also share it with some friends and family, but tell them they can't share it, or you might get locked out sometimes when six people are logged on with your passcode.
[00:40:05.145 --> 00:40:14.208]  And I'd love to give it to everybody for free, but I talked about how when we, for, you know, two or three hours on a show sometimes now, we'll put up a free video stream box.
[00:40:14.829 --> 00:40:17.670]  It costs just, you know, $300, $400 just during the couple hours.
[00:40:18.270 --> 00:40:21.411]  And when I did 27 hours of live broadcast a few weeks ago, it cost about, what was it, $3,400, $3,500.
[00:40:21.471 --> 00:40:22.032]  So we can't do it.
[00:40:25.493 --> 00:40:27.374]  I mean, believe me, I would just give it all away for free.
[00:40:27.975 --> 00:40:30.217]  But I understand people out there know that.
[00:40:30.237 --> 00:40:33.679]  They understand how it is to run an operation, to meet payroll and do all that.
[00:40:34.079 --> 00:40:36.401]  Also, please support our local AM and FM affiliates.
[00:40:36.962 --> 00:40:39.363]  Spread the word about their sponsors.
[00:40:39.383 --> 00:40:42.406]  A lot of stations have been picking us up and they really appreciate the support.
[00:40:43.086 --> 00:40:46.629]  A lot of commercial stations even get donations when they put us on from thankful people.
[00:40:47.189 --> 00:40:54.175]  I've got a lot of station owners and managers call me about that, or a lot of businesses step up and sponsor the local station because they appreciate that.
[00:40:54.555 --> 00:40:56.377]  I mean, you vote with your money.
[00:40:57.017 --> 00:41:00.120]  The globalists take your money and then use it against you.
[00:41:00.640 --> 00:41:02.342]  They use it against all of us.
[00:41:04.798 --> 00:41:06.822]  So they forcefully take it out of the barrel of a gun.
[00:41:07.083 --> 00:41:07.704]  We don't do that.
[00:41:08.105 --> 00:41:10.790]  If you believe in what we're doing, and even if you have no money, that doesn't matter.
[00:41:11.351 --> 00:41:15.400]  It's spreading the word about the broadcast gets the word out, because that's the message at the end of the day.
[00:41:16.826 --> 00:41:17.967]  It just costs a lot of money.
[00:41:18.828 --> 00:41:24.534]  You know, we've got, I don't know, eight, nine servers, little ones that are $400 apiece, $500 apiece every month.
[00:41:24.554 --> 00:41:25.375]  Some are a couple thousand.
[00:41:26.716 --> 00:41:28.158]  That's what I call a $400 server.
[00:41:28.238 --> 00:41:29.199]  It's not $400 a year.
[00:41:29.219 --> 00:41:30.000]  It's $400 a month.
[00:41:30.020 --> 00:41:32.242]  And then we have two big CDNs.
[00:41:32.863 --> 00:41:34.264]  And I don't know what my bandwidth cost is.
[00:41:34.324 --> 00:41:36.947]  It's got to be 30 grand a month or something.
[00:41:37.568 --> 00:41:38.269]  And we've got, you know,
[00:41:39.710 --> 00:41:41.050]  I don't want to get off and talk about it anymore.
[00:41:41.310 --> 00:41:43.271]  The point is we couldn't do any of this without you.
[00:41:43.911 --> 00:41:46.092]  And look at the effect we're all having together.
[00:41:46.192 --> 00:41:47.172]  It is so exciting.
[00:41:47.212 --> 00:41:48.092]  It is so beautiful.
[00:41:48.572 --> 00:41:54.794]  It is so buoying and refreshing to know the effect we're having.
[00:41:56.234 --> 00:41:59.035]  I also want to thank Matt Drudge of the Drudge Report.
[00:41:59.835 --> 00:42:04.256]  Drudge, I said yesterday Drudge has been posting hardcore articles for three years.
[00:42:05.036 --> 00:42:08.177]  He's intensified posting hardcore news for three years.
[00:42:08.237 --> 00:42:08.917]  He's been doing it for 10.
[00:42:10.902 --> 00:42:11.843]  I guess forever, really.
[00:42:12.523 --> 00:42:19.427]  But, you know, it takes a lot of courage to every week link to InfoWars.com and PrisonPlanet.com articles.
[00:42:19.748 --> 00:42:26.992]  And now, Friday, Saturday, Sunday, Monday, Tuesday, five days, he's had our stories at the very top.
[00:42:27.052 --> 00:42:30.094]  Yesterday, two of our stories at the very top of Drudge.
[00:42:30.394 --> 00:42:33.416]  I mean, millions of visitors to InfoWars and Prison Planet.
[00:42:33.796 --> 00:42:36.538]  And Drudge is doing it because he's angry about the naked body scanners.
[00:42:36.838 --> 00:42:37.961]  He's angry about Big Brother.
[00:42:38.001 --> 00:42:39.204]  I used to listen to his radio show.
[00:42:39.584 --> 00:42:40.807]  One of the few shows I really liked.
[00:42:41.148 --> 00:42:42.170]  I wish he wouldn't have quit doing it.
[00:42:42.611 --> 00:42:43.212]  Sunday evenings.
[00:42:43.252 --> 00:42:43.413]  What?
[00:42:43.633 --> 00:42:44.455]  8 to 10 Central?
[00:42:44.736 --> 00:42:46.520]  Yeah.
[00:42:49.370 --> 00:42:50.290]  And nobody's perfect.
[00:42:51.191 --> 00:42:53.731]  People's views politically change.
[00:42:53.751 --> 00:42:55.152]  We've been seeing that happen with Glenn Beck.
[00:42:56.792 --> 00:42:58.172]  But this is a big deal.
[00:42:58.893 --> 00:43:03.674]  And look, I'm very appreciative for five days straight linking to three or four different articles of ours.
[00:43:04.874 --> 00:43:08.775]  I would hope that Drudge, because this is a big development, would link to this.
[00:43:09.235 --> 00:43:10.536]  Because this is breaking through.
[00:43:10.556 --> 00:43:15.877]  I mean, Drudge set so much of the media agenda, and now literally hundreds of articles a day
[00:43:18.937 --> 00:43:30.280]  are are talking about the fondling and talking about the backlash fact he's he's posted uh... i saw this article last night i thought that's gonna be on drugs and sure enough this morning uh... he uh...
[00:43:33.786 --> 00:43:34.686]  He posted it today.
[00:43:34.987 --> 00:43:37.688]  It's big cis backlash for TSA genitalia groping.
[00:43:37.728 --> 00:43:38.328]  That's one of ours.
[00:43:38.909 --> 00:43:43.071]  Pilots opt out rejecting naked body scanners of radiation danger, privacy breach.
[00:43:43.331 --> 00:43:45.152]  That shows the big pilot unions are against it.
[00:43:45.432 --> 00:43:46.293]  That's our article.
[00:43:47.113 --> 00:43:50.475]  And then flyer patients wears thin at checkpoints.
[00:43:51.615 --> 00:43:52.916]  That's a Herald Tribune article.
[00:43:53.436 --> 00:43:54.797]  And I just knew he was going to post that.
[00:43:56.078 --> 00:44:01.641]  I understand drugs just can't post InfoWars articles, but this is a big development.
[00:44:02.560 --> 00:44:06.562]  TSA responds to airport molestation complaints.
[00:44:07.883 --> 00:44:18.889]  And Watson did have the headline, which I think was accurate this morning, of TSA gives the figurative finger to, but I thought that was a little too racy, it's a family site.
[00:44:20.233 --> 00:44:23.114]  So I had him change the TSA response to airport molestation complaints.
[00:44:23.574 --> 00:44:25.455]  And they just came out and said, yeah, we know people are angry.
[00:44:25.475 --> 00:44:26.575]  You can watch the video clip.
[00:44:27.055 --> 00:44:28.536]  They show some people saying they love it.
[00:44:28.556 --> 00:44:30.337]  The media picks people that agree with it.
[00:44:30.797 --> 00:44:32.277]  And it's all to keep you safe from Al-Qaeda.
[00:44:33.278 --> 00:44:35.838]  And they just said, you know, this is scientific and we're going to do it.
[00:44:37.159 --> 00:44:39.160]  So I think that's important that they've responded.
[00:44:39.180 --> 00:44:41.440]  And it's a glib reaction.
[00:44:41.460 --> 00:44:48.323]  It does nothing to address concerns vehemently voiced by numerous prominent travel and pilot associations.
[00:44:49.858 --> 00:45:05.706]  But for me it's like winning the Super Bowl to have stories that we report on breaking out into the national and international news and having an effect and showing there's been this huge opposition beneath the surface of the pilot unions and airline heads in the US and England and Europe and
[00:45:07.288 --> 00:45:12.793]  You know, so many other people, and TSA folks don't like it, so a lot of them quit, and they just hire goons who do like it.
[00:45:13.613 --> 00:45:23.422]  And it's coming out, the TSA guys hitting on women, planting cocaine on them, TSA being busted as pedophiles, TSA making women strip in front of people in public.
[00:45:23.682 --> 00:45:25.223]  This is all acts of humiliation.
[00:45:25.263 --> 00:45:28.386]  They've been ordered to do this, to see if the government can get away with this.
[00:45:28.406 --> 00:45:30.407]  See, the globalists are all about raw power.
[00:45:31.648 --> 00:45:32.009]  Just like
[00:45:33.342 --> 00:45:59.563]  From India, to Nigeria, to South Africa, to Egypt, to just all over South America, Peru's one of the big ones, Brazil, Guatemala, Mexico, Congo, Libya, the UN got caught adding HIV to the shots, and there were hospital wards where everybody got HIV.
[00:46:01.363 --> 00:46:03.084]  I mean, they've been caught over and over again.
[00:46:03.104 --> 00:46:04.525]  You're like, what does this have to do with naked body scanners?
[00:46:04.845 --> 00:46:06.367]  They want to put their hands on you.
[00:46:06.407 --> 00:46:10.329]  They want to set the precedent to take your blood at checkpoints, as they've got federal grants to do.
[00:46:10.610 --> 00:46:11.830]  They want DNA databases.
[00:46:11.850 --> 00:46:13.231]  They take your baby's blood at birth.
[00:46:14.392 --> 00:46:15.953]  They want in your life.
[00:46:16.013 --> 00:46:17.314]  They want in your body.
[00:46:17.354 --> 00:46:23.559]  And they want an army of out-of-control, power-grabbing federal minions who aren't sworn peace officers
[00:46:24.844 --> 00:46:33.647]  Just out there trampling on everyone's rights, and the Fed's now announcing total control of all transportation, all schools, all power plants, all infrastructure.
[00:46:34.887 --> 00:46:38.288]  I mean, this is the new economy the government admitted more than a decade ago.
[00:46:38.308 --> 00:46:41.869]  The Rand Corporation said, we're going to be a service economy, but not the one you think.
[00:46:43.010 --> 00:46:50.632]  The service economy is going to be security guards, jail guards, data analysts, data miners, secret police, political officers.
[00:46:52.000 --> 00:46:53.401]  And now that's what we are!
[00:46:53.421 --> 00:47:04.445]  Do you understand that that's most of the tuitions that are being paid, the scholarships, the biggest group of them now, is to be part of this?
[00:47:04.885 --> 00:47:07.406]  To where even if you don't like it, that's the jobs!
[00:47:07.786 --> 00:47:09.027]  That's what America is!
[00:47:09.047 --> 00:47:19.151]  We're going to open the phones up for the full second hour, and the third hour on fluoride, but I want to tell you the subjects I want to hear from you on coming up here.
[00:47:20.094 --> 00:47:21.274]  You could probably take a wild guess.
[00:47:21.794 --> 00:47:29.316]  I gotta get into the economy first, but... TSA responds to airport molestation complaints.
[00:47:29.356 --> 00:47:30.516]  It's just incredible.
[00:47:31.277 --> 00:47:40.859]  And so, why did the government... Why did the US government, with Israel, from 1952 to 1962, pay $3 billion in adjusted money to tell public school children in Israel
[00:47:47.523 --> 00:47:53.845]  That they were going to be checked for diseases and that it was a treatment for skin allergies.
[00:47:54.485 --> 00:47:55.985]  That's why they're called the ringworm children.
[00:47:56.025 --> 00:47:56.625]  It's a fungus.
[00:47:56.965 --> 00:47:57.606]  Nothing to do with that.
[00:47:58.006 --> 00:48:04.968]  But they were taking them to x-ray their heads in these high-powered systems to cure them of ringworm.
[00:48:05.188 --> 00:48:08.609]  And then it came out it was eugenics and it killed a lot of the children, maimed others.
[00:48:08.629 --> 00:48:09.729]  They're called the ringworm children.
[00:48:10.749 --> 00:48:13.450]  I talk about 4,000 plus irradiated to death in the U.S.
[00:48:13.490 --> 00:48:14.110]  foster kids.
[00:48:14.410 --> 00:48:17.951]  The point is, it's every country does this, because it's a scientific dictatorship.
[00:48:18.971 --> 00:48:20.492]  And that was a test for Israel.
[00:48:20.892 --> 00:48:25.053]  Will you take poor Jews and murder them?
[00:48:25.333 --> 00:48:27.353]  And Israel said, absolutely.
[00:48:27.633 --> 00:48:28.314]  Heil Hitler.
[00:48:32.015 --> 00:48:33.655]  There's something big here, folks.
[00:48:34.935 --> 00:48:35.195]  Okay?
[00:48:39.588 --> 00:48:40.389]  That's what's going on.
[00:48:42.812 --> 00:48:52.362]  And in my film, Endgame, it shows on clips from Israeli TV, the government shot of the kids, and they hit them with so much radiation, all their hair would fall out.
[00:48:52.762 --> 00:48:53.804]  And they did different doses.
[00:48:53.824 --> 00:48:58.869]  Some of them they'd kill, some would die that day, others a month later, some would go blind.
[00:48:59.795 --> 00:49:08.464]  And there's people all over Israel today, you know, 40, 50 years old, who lived, and they're blind, and they've got cancers, and you'll see them on the Israeli news.
[00:49:08.484 --> 00:49:09.565]  I mean, this is admitted.
[00:49:09.885 --> 00:49:11.687]  You know, people who are Israelis, they know all about it.
[00:49:11.907 --> 00:49:15.811]  The average American's like, what, the Israelis did this to 110,000 little Jewish kids?
[00:49:16.211 --> 00:49:18.594]  Yeah, folks, look, the globalists want to hurt everybody.
[00:49:18.614 --> 00:49:19.595]  I mean, you need to understand this.
[00:49:23.345 --> 00:49:24.987]  And so, what does that have to do with TSA?
[00:49:25.587 --> 00:49:27.189]  It's about testing power.
[00:49:27.569 --> 00:49:28.730]  Testing what they can get away with.
[00:49:29.131 --> 00:49:45.147]  I mean, imagine nurses have known for 39 years, whether you're in Australia, Germany, England, the U.S., all the westernized global empire governments, echelon countries, that at birth they say, this is going to the health department, honey, we're going to test for a blood disease.
[00:49:49.281 --> 00:49:53.244]  And nobody ever asks, well why doesn't the hospital just do a blood test or have a local clinic do it?
[00:49:53.845 --> 00:49:54.826]  That's the cover story.
[00:49:54.886 --> 00:49:56.467]  They do not test for the blood disease.
[00:49:57.088 --> 00:49:59.269]  No one ever gets contacted and told you have the disease.
[00:49:59.550 --> 00:50:00.791]  The hospital actually takes blood too.
[00:50:00.831 --> 00:50:01.351]  They do test.
[00:50:01.371 --> 00:50:02.272]  Sometimes they contact you.
[00:50:03.641 --> 00:50:06.283]  It goes into a Pentagon UN database.
[00:50:06.323 --> 00:50:08.865]  People are like, yes, Alex, you talk about this every day.
[00:50:09.926 --> 00:50:11.428]  Because these are the key issues.
[00:50:11.508 --> 00:50:19.795]  We have this giant shadow medical scientific tyranny running around everywhere murdering people.
[00:50:20.535 --> 00:50:23.278]  I mean, I remember it came out, what, six, seven years ago in New York Daily News.
[00:50:23.558 --> 00:50:24.719]  CPS workers quit over it.
[00:50:25.059 --> 00:50:31.825]  They would take poor black children, CPS would, and take them and do pesticide studies on them, strap them down, and murder them with pesticides.
[00:50:33.240 --> 00:50:34.242]  Nobody got in trouble!
[00:50:34.322 --> 00:50:35.484]  I mean, come on!
[00:50:36.485 --> 00:50:39.370]  I mean, I mean, again, this goes to who is our government?
[00:50:39.711 --> 00:50:41.874]  They're psychopathic, scientific murderers!
[00:50:42.335 --> 00:50:46.983]  We're gonna get back into the latest developments on TSA, your phone calls, the economy, and a lot more.
[00:50:47.023 --> 00:50:47.423]  Stay with us.
[00:50:50.188 --> 00:50:54.652]  We all know that Berkey Water Purification Systems are the most trusted name in water filtration.
[00:50:54.872 --> 00:51:03.519]  As an authorized Berkey dealer for over five years and serving thousands of satisfied customers, the Berkey Guy offers amazing specials for Berkey Water Filtration Systems.
[00:51:03.739 --> 00:51:17.630]  The Berkey Light Systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:51:17.950 --> 00:51:28.613]  Order the Berkey Light System today, complete with two black Berkey elements for only $209 and the Berkey Guy will include three sport Berkey water bottles and ship everything to you free of charge.
[00:51:28.893 --> 00:51:33.034]  That's right, three sport Berkey water bottles and free shipping.
[00:51:33.214 --> 00:51:34.594]  An $87 value, yours free.
[00:51:34.814 --> 00:51:35.894]  Call the Berkey Guy at 1-877-886-3653.
[00:51:35.914 --> 00:51:36.115]  That's 1-877-886-3653.
[00:51:42.477 --> 00:51:46.009]  Call 3653 or order online at GoBurkey.com.
[00:51:46.190 --> 00:51:48.297]  That's GoBurkey.com today!
[00:51:49.588 --> 00:51:54.432]  The question is, where should the American people draw their line in the sand?
[00:51:54.532 --> 00:51:55.312]  What have we got?
[00:51:55.532 --> 00:51:57.674]  A republic or a monarchy?
[00:51:57.974 --> 00:51:58.735]  A republic.
[00:51:58.995 --> 00:52:01.577]  It's based on a constitution which protects minority rights.
[00:52:01.637 --> 00:52:03.558]  Not democracy, not mob rule.
[00:52:03.899 --> 00:52:05.820]  Two wolves and a sheep voting on what's for dinner.
[00:52:05.920 --> 00:52:07.201]  So they think they own our land?
[00:52:07.621 --> 00:52:08.722]  They think they own our water?
[00:52:08.942 --> 00:52:09.323]  Children?
[00:52:09.543 --> 00:52:10.323]  Our education?
[00:52:10.664 --> 00:52:11.304]  Our money?
[00:52:11.484 --> 00:52:15.147]  We have to define who we are and what we will tolerate.
[00:52:15.507 --> 00:52:19.172]  Somebody's going to ask you what you did during the Patriot Uprising.
[00:52:19.212 --> 00:52:20.133]  You have been warned.
[00:52:20.474 --> 00:52:21.295]  We have the facts.
[00:52:21.495 --> 00:52:22.617]  We have the Constitution.
[00:52:22.657 --> 00:52:23.538]  We have the Bill of Rights.
[00:52:23.578 --> 00:52:24.419]  We have common law.
[00:52:24.459 --> 00:52:26.702]  Knowledge is power, ladies and gentlemen.
[00:52:26.983 --> 00:52:30.748]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:52:30.848 --> 00:52:35.651]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:52:35.811 --> 00:52:37.191]  A new tool in the Info War.
[00:52:37.312 --> 00:52:38.152]  Don't tread on me.
[00:52:38.392 --> 00:52:45.256]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:52:49.198 --> 00:52:50.219]  Global meltdowns.
[00:52:50.399 --> 00:52:51.419]  Massive unemployment.
[00:52:51.619 --> 00:52:52.380]  Endless wars.
[00:52:52.580 --> 00:52:53.880]  A new currency crisis.
[00:52:54.080 --> 00:52:55.921]  Financially and morally bankrupt.
[00:52:56.061 --> 00:52:58.282]  A great and terrible storm is approaching.
[00:52:58.422 --> 00:52:59.883]  So what's the best way to get ready?
[00:52:59.963 --> 00:53:01.764]  To get prepared for hard times ahead?
[00:53:01.984 --> 00:53:03.865]  Introducing Off The Grid News.
[00:53:04.065 --> 00:53:11.408]  A weekly newsletter for independent patriots who want practical advice on how to survive and prosper in an increasingly dangerous world.
[00:53:11.568 --> 00:53:16.811]  It's the best way to get a black belt in emergency preparedness, survival skills, and off-the-grid living.
[00:53:17.111 --> 00:53:19.272]  Off the Grid News is fiercely independent.
[00:53:19.592 --> 00:53:30.418]  All about self-reliance and packed with helpful information on survival gardening, food preparation, alternative energy, herbal medicines, privacy and security, as well as God, gold and guns.
[00:53:30.598 --> 00:53:32.359]  With absolutely no apologies.
[00:53:32.559 --> 00:53:37.042]  And the best part, this $100 a year service is now free of charge for our listeners.
[00:53:37.182 --> 00:53:37.642]  That's right.
[00:53:37.802 --> 00:53:39.483]  By the way, the Pentagon likes to do this.
[00:54:05.117 --> 00:54:06.717]  They did this on Y2K.
[00:54:06.818 --> 00:54:09.198]  ABC News reported that Russia had fired a missile.
[00:54:09.658 --> 00:54:12.379]  And then five minutes later said, oh, it was just a drill, don't worry about it.
[00:54:13.520 --> 00:54:15.140]  To try to get the public to report on it.
[00:54:16.280 --> 00:54:18.121]  But it says, mystery missile launched.
[00:54:19.221 --> 00:54:20.722]  Seen off California coast.
[00:54:20.782 --> 00:54:22.742]  Military mum on nature of big missile.
[00:54:23.202 --> 00:54:24.203]  Rising out of the Pacific.
[00:54:24.243 --> 00:54:26.043]  A possible show of US military might.
[00:54:26.784 --> 00:54:28.144]  And there's a video of it.
[00:54:29.560 --> 00:54:33.982]  And for an hour or so, this really scared people before they came out and were basically mum.
[00:54:34.362 --> 00:54:35.663]  But it's obviously the military.
[00:54:35.683 --> 00:54:40.445]  So interesting report there from CBS News.
[00:54:40.885 --> 00:54:42.666]  Okay, getting into the TSA.
[00:54:44.627 --> 00:54:46.348]  This is really the big issue.
[00:54:47.409 --> 00:54:51.891]  This is out of WCVB-TV, Boston, ABC 5.
[00:54:51.931 --> 00:54:55.993]  Illegals say TSA approved flight training.
[00:54:57.171 --> 00:55:05.958]  And it goes over how the federal government gives illegal aliens clearance to fly without any documentation or to rent aircraft, even large aircraft.
[00:55:07.619 --> 00:55:09.181]  See, this is a joke.
[00:55:09.421 --> 00:55:17.907]  And just like it came out two years ago that Homeland Security would do staged arrest, even when Bush was still in office, of illegal aliens and then go give them green cards and hire them.
[00:55:18.928 --> 00:55:21.130]  So it's all a complete joke.
[00:55:21.570 --> 00:55:23.031]  Again, you are the citizen.
[00:55:23.071 --> 00:55:25.934]  You are seen as the parasite's food.
[00:55:27.358 --> 00:55:30.539]  And so, you can see a video report up there as well.
[00:55:30.559 --> 00:55:32.560]  We've got it linked up on PrisonPlanet.com.
[00:55:33.701 --> 00:55:43.205]  Three Brazilian nationals accused of being in the country illegally while studying to be pilots at the Stowe Flight School said they were cleared by the Federal Transportation Security Administration for flight training.
[00:55:44.085 --> 00:55:44.946]  The TSA.
[00:55:45.906 --> 00:55:51.749]  The men who agreed to talk to News Center 5 under a condition of anonymity said they came to the United States legally but now have expired visas.
[00:55:52.049 --> 00:55:54.410]  They said the TSA never asked them about their immigration status.
[00:55:57.566 --> 00:55:58.627]  And it just goes on from there.
[00:55:58.967 --> 00:56:04.149]  So, you are going to have your wife felt up, but foreigners or any... Oh, you want a big aircraft?
[00:56:04.169 --> 00:56:04.989]  Here, just take it.
[00:56:07.250 --> 00:56:08.311]  It's all made up.
[00:56:08.451 --> 00:56:10.332]  They're not worried about the illegal aliens.
[00:56:11.212 --> 00:56:11.492]  Okay?
[00:56:12.913 --> 00:56:14.274]  They're not worried about terrorism.
[00:56:14.294 --> 00:56:14.954]  They're training you.
[00:56:14.974 --> 00:56:18.155]  They get to put their hands on your wife and children and squeeze.
[00:56:18.175 --> 00:56:18.656]  You got that?
[00:56:21.017 --> 00:56:21.317]  U.S.
[00:56:21.357 --> 00:56:23.918]  tightens restrictions on cargo from Yemen and Somalia.
[00:56:28.188 --> 00:56:32.651]  They are now banning flying with ink cartridges or basically trying to mail them.
[00:56:33.451 --> 00:56:36.653]  Above 16 ounces is added to the new wide list.
[00:56:36.993 --> 00:56:38.014]  This is happening worldwide.
[00:56:38.074 --> 00:56:40.895]  Canada creates new security rules for passengers following bomb scare.
[00:56:43.317 --> 00:56:47.399]  And same thing, printer cartridges, enhanced pat-downs, all of it.
[00:56:51.914 --> 00:56:54.115]  So, this is how they get the job done.
[00:56:54.215 --> 00:57:06.119]  And I was looking at the YouTube video with 270-something thousand views of Michelle, one of my staff, being interviewed last week about how she was fondled in her 20-month-old and 8-year-old worm.
[00:57:07.280 --> 00:57:10.761]  And there was a commenter on there, and I happen to know this is the truth.
[00:57:10.781 --> 00:57:19.044]  He says, I happen to know that what this person's saying is the truth, that police aren't allowed to do this, but these TSA are.
[00:57:20.029 --> 00:57:22.672]  Just like nobody else is allowed to have these radiation x-ray machines.
[00:57:22.692 --> 00:57:23.432]  They are x-rayed.
[00:57:24.373 --> 00:57:25.955]  Without having radiation shielding.
[00:57:25.975 --> 00:57:26.916]  But here they just wave it.
[00:57:28.194 --> 00:57:29.635]  I was a cop for 25 years.
[00:57:29.715 --> 00:57:37.742]  Unless it was an emergency situation, a female officer had to be called to do any frisk of a woman or minor female.
[00:57:38.162 --> 00:57:38.583]  Had to!
[00:57:39.223 --> 00:57:40.484]  And this was for an arrest.
[00:57:40.764 --> 00:57:41.465]  You're being arrested.
[00:57:42.386 --> 00:57:51.853]  Absent a warrant, the policy of the TSA performed by civilian agents who do not have peace officer status is absolutely a violation of the Fourth Amendment rights.
[00:57:52.594 --> 00:57:54.095]  The answer to this outrage is simple.
[00:57:54.115 --> 00:57:54.836]  Do not fly.
[00:57:55.236 --> 00:57:55.777]  Enough people
[00:57:56.752 --> 00:58:01.394]  Need to say no and refuse to fly, the airlines will intercede with Congress and they'll stop this.
[00:58:04.975 --> 00:58:08.056]  And he had a mild expletive at the end I deleted for radio audiences.
[00:58:11.617 --> 00:58:16.799]  So continuing along these lines, we're going to open the phones up.
[00:58:18.647 --> 00:58:20.968]  Again, for victims of the TSA.
[00:58:21.028 --> 00:58:21.889]  People need to hear this.
[00:58:22.229 --> 00:58:23.069]  Men, women, and children.
[00:58:23.089 --> 00:58:23.130]  800-259-9231.
[00:58:23.150 --> 00:58:23.190]  800-259-9231.
[00:58:23.250 --> 00:58:24.690]  Thank you for listening to GCN.
[00:58:24.710 --> 00:58:25.471]  Visit GCNlive.com today.
[00:58:39.534 --> 00:58:41.135]  Hello friends, this is Alex Jones.
[00:58:41.175 --> 00:58:43.978]  You've heard me talk about Calden 5 Star Soaps for years.
[00:58:44.538 --> 00:58:49.482]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:58:49.762 --> 00:58:52.945]  You can buy factory direct, shipped via UPS right to your door.
[00:58:53.205 --> 00:58:55.527]  Check them out on the web at 5starsoap.com.
[00:58:56.167 --> 00:58:57.048]  Or call 800-340-7091.
[00:58:59.711 --> 00:59:00.651]  Take my word for it.
[00:59:00.852 --> 00:59:03.174]  Once you've used pure soap, you won't buy anything else.
[00:59:03.494 --> 00:59:09.720]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:59:10.021 --> 00:59:11.422]  Buy American and stay clean.
[00:59:11.522 --> 00:59:14.705]  As well as support InfoWars, visit 5starsoap.com today.
[00:59:14.825 --> 00:59:15.206]  Or call 1-800-340-7091.
[00:59:15.226 --> 00:59:16.547]  Well, Marty, what do you have to say?
[00:59:19.833 --> 00:59:27.099]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[00:59:27.759 --> 00:59:37.467]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:59:37.807 --> 00:59:38.247]  Thank you.
[00:59:42.371 --> 00:59:44.332]  Waging war on corruption.
[00:59:44.752 --> 00:59:47.535]  Alex Jones on the GCM Radio Network.
[00:59:54.229 --> 00:59:58.410]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:59:59.050 --> 00:59:59.871]  You want answers?
[01:00:00.651 --> 01:00:01.531]  Well, so does he.
[01:00:02.191 --> 01:00:05.852]  He's Alex Jones on the GCN Radio Network.
[01:00:06.373 --> 01:00:10.434]  And now, live from Austin, Texas, Alex Jones.
[01:00:11.624 --> 01:00:15.865]  We've got a chance to reverse the TSA takeover of society.
[01:00:16.885 --> 01:00:19.706]  The federal governments worldwide have created similar organizations.
[01:00:19.726 --> 01:00:24.167]  They're carrying out the exact same squeezing pat-downs, the radiation bathing systems.
[01:00:25.068 --> 01:00:26.288]  There's a backlash in Europe.
[01:00:26.348 --> 01:00:27.548]  Italy and others are pulling them out.
[01:00:27.568 --> 01:00:27.868]  The U.S.
[01:00:27.909 --> 01:00:31.149]  government's offering to pay for the machines with taxpayer money if they'll do it.
[01:00:31.570 --> 01:00:36.431]  Because you see, they've got to force this worldwide, or their system of total control fails.
[01:00:37.811 --> 01:00:40.132]  And I've got more on the TSA.
[01:00:42.008 --> 01:00:46.631]  that I want to go over today.
[01:00:47.412 --> 01:00:51.535]  But I also need to get into the incredible developments on the economic front.
[01:00:51.615 --> 01:00:56.118]  So we're opening the phones up on two specific issues.
[01:00:56.158 --> 01:00:58.420]  You're welcome to call in on these two specific issues.
[01:00:59.261 --> 01:01:07.667]  Your eyewitness reports, I'll try not to interrupt, it's just so amazing to hear the stories of how you've been manhandled, fondled, how you've been screamed at.
[01:01:10.620 --> 01:01:11.301]  Or if you like it.
[01:01:11.321 --> 01:01:14.485]  I mean, whatever your view is on this, if it specifically happened to you.
[01:01:15.025 --> 01:01:23.315]  And secondarily, what's your take on gold at $1,420 plus today?
[01:01:23.335 --> 01:01:24.497]  And that's the last time I looked.
[01:01:24.697 --> 01:01:25.878]  In fact, where's gold right now, guys?
[01:01:25.899 --> 01:01:26.139]  Thanks.
[01:01:26.179 --> 01:01:27.140]  I meant to check it myself.
[01:01:27.180 --> 01:01:27.440]  Sorry.
[01:01:29.471 --> 01:01:33.793]  I want to get your view on that, and I want to get your view on dollar devaluation.
[01:01:33.813 --> 01:01:46.660]  I mean, the announcement that our government is going to devalue the dollar globally and rip off everybody that's saved or invested in T-bills, rip off everybody, drive up the cost of living, drive down the standard of living.
[01:01:46.720 --> 01:01:49.001]  I mean, this is big news, and they're really doing it!
[01:01:50.402 --> 01:01:51.882]  I mean, how do we audit the Federal Reserve?
[01:01:51.902 --> 01:01:52.983]  How do we get rid of these people?
