[00:00:20.234 --> 00:00:20.794]  Welcome back.
[00:36:01.710 --> 00:36:02.070]  Thank you.
[00:36:02.491 --> 00:36:05.373]  Okay, let's go to Matt in Boston.
[00:36:05.433 --> 00:36:06.174]  Matt, you're on the air.
[00:36:06.194 --> 00:36:06.574]  Go ahead.
[00:36:07.154 --> 00:36:08.375]  Hi, how are you doing, Alex Jones?
[00:36:08.576 --> 00:36:08.776]  Good.
[00:36:10.076 --> 00:36:12.699]  I would love to thank you for everything that you're doing.
[00:36:12.719 --> 00:36:14.701]  I feel like you don't get praised enough when you're on the air.
[00:36:15.242 --> 00:36:18.105]  I just feel like, you know, I'm 22 years old.
[00:36:18.165 --> 00:36:19.146]  I'm working in Boston.
[00:36:19.166 --> 00:36:20.507]  I've worked many different jobs.
[00:36:21.148 --> 00:36:29.757]  And I think like now or now, like during these days, these past few days, I've been seeing a lot of people coming to me about what's going on with, you know,
[00:36:30.680 --> 00:36:31.381]  The police state.
[00:36:31.521 --> 00:36:33.922]  People are worried about getting pulled over everywhere.
[00:36:34.163 --> 00:36:42.409]  But according to the news, everyone loves it because, thank God they were running a drill when the bomber hit like they are every time.
[00:36:42.469 --> 00:36:43.790]  Thank God they saved us.
[00:36:43.810 --> 00:36:52.376]  I mean, we've got to give up all our freedoms and pay all our taxes and let the banks take over because if we don't, Al-Qaeda will get us.
[00:36:54.698 --> 00:36:55.558]  Oh yeah, absolutely.
[00:36:55.598 --> 00:36:56.859]  It's just ridiculous.
[00:36:56.919 --> 00:36:57.900]  I really appreciate you
[00:36:58.433 --> 00:37:01.856]  Telling the people the complete truth about whatever is going on.
[00:37:02.376 --> 00:37:11.203]  It's just so disgusting to watch Mr. Obama up on screen basically telling everybody that yeah, you're getting raped of your money and all sorts of things.
[00:37:11.303 --> 00:37:17.908]  It's like I'm looking at my life and what it could be like 20 years down the road and I want to have a private property.
[00:37:17.968 --> 00:37:21.670]  I want to be able to like live my life the way I want to live it.
[00:37:21.690 --> 00:37:23.472]  Basically, you're saying you're a terrorist.
[00:37:24.107 --> 00:37:26.308]  Yeah, that's exactly what I'm saying.
[00:37:26.668 --> 00:37:29.869]  It's absolutely ridiculous, and it bothers me.
[00:37:30.029 --> 00:37:33.210]  Well, I mean, how do we think the communists were going to take America over?
[00:37:33.250 --> 00:37:37.092]  And again, communists that work for the big banks to steal our wealth at the international level.
[00:37:37.532 --> 00:37:39.213]  They were going to stage terror attacks.
[00:37:39.233 --> 00:37:41.794]  They were going to do it in the name of protecting us.
[00:37:41.834 --> 00:37:43.294]  That's how it's always done.
[00:37:43.674 --> 00:37:44.755]  And now it's happening.
[00:37:45.515 --> 00:37:52.578]  Alex, I think the most frustrating thing for people of my age, and I think many people of my age, and even the people that work with you, can say the same thing.
[00:37:53.516 --> 00:38:06.701]  That the people that are about, you know, 50 to 60 years old that had been, you know, you know, listening to the regular media for their entire lives, like including my stepfather and my family, they just, they don't know what the truth is.
[00:38:06.761 --> 00:38:10.162]  They just look at the box and think that everything that comes through it is the truth.
[00:38:10.723 --> 00:38:16.244]  And it's just, it's so aggravating, because when you start talking about the real issues with people, they don't even want to talk about it.
[00:38:16.264 --> 00:38:34.708]  Well see, and TV, TV's all designed like, you know, they're reading off the teleprompter and the info babe's smiling at you, and it's all about how they're going to keep you safe, and we're your friends, and the government loves you, and oh, we hope the Tea Party didn't do the bombing, but don't worry, we've got the army training to take them on!
[00:38:35.268 --> 00:38:39.589]  Anybody that criticizes the loving bankers wants to hurt children!
[00:38:40.149 --> 00:38:42.691]  I mean, it's just such elementary brainwashing.
[00:38:43.712 --> 00:38:45.193]  Oh, it's absolutely ridiculous.
[00:38:45.274 --> 00:38:49.397]  It's like, you know, I went through the public school systems and when I was, you know, about
[00:38:51.466 --> 00:38:51.847]  I don't
[00:39:12.143 --> 00:39:12.704]  Exactly!
[00:39:12.744 --> 00:39:38.305]  Most of school, and I appreciate your call, is about how to behave, how to be obsessed with race, how to, you know, in the name of fighting racism, which is tribalism, it's just obsess on it, you know, to learn about how the government loves you, you know, the textbooks about global warming is going to kill you, and there's too many people, and we're all going to have microchips soon, and world government's good, and the New World Order's good.
[00:39:38.325 --> 00:39:39.726]  I mean, that's in the textbooks!
[00:39:41.721 --> 00:39:49.886]  And no child left behind was the Feds just fully taking over education to accelerate the federalization and the brainwashing.
[00:39:50.246 --> 00:39:51.427]  I appreciate your call, Matt.
[00:39:51.847 --> 00:39:53.588]  Let's talk to Tim in Brazil.
[00:39:53.648 --> 00:39:54.369]  Tim, you're on the air.
[00:39:54.389 --> 00:39:55.910]  Hey, what's up, Alex?
[00:39:56.010 --> 00:39:57.931]  This is Tim Anderson, a professional wrestler.
[00:39:57.951 --> 00:39:59.112]  I just came from the States.
[00:39:59.192 --> 00:40:01.233]  I came back down here for a match.
[00:40:02.554 --> 00:40:02.994]  Oh, man.
[00:40:03.094 --> 00:40:04.055]  Arnold Schwarzenegger, dude.
[00:40:04.115 --> 00:40:08.858]  A lot of people don't know that he still runs the Arnold Classic in Columbus, Ohio every year.
[00:40:10.356 --> 00:40:12.177]  Yeah, the big steroid fest.
[00:40:12.478 --> 00:40:13.618]  Yeah, huge, man.
[00:40:13.658 --> 00:40:16.480]  I mean, it's all over and people just don't know about it.
[00:40:17.021 --> 00:40:20.964]  And on top of that, we're talking about a man that didn't even show up for his own father's funeral.
[00:40:21.004 --> 00:40:37.735]  And then, like you said later, when people for, you know, when he was running for governor, he bought the movie back so that he could take things out of the movie, including him talking about being senseless, no sensitivity towards human feelings, emotions, so that he could win contests.
[00:40:37.755 --> 00:40:39.597]  And his father died and he didn't show up for the funeral.
[00:40:40.856 --> 00:40:41.616]  It's disgusting.
[00:40:41.656 --> 00:40:42.637]  I appreciate your call.
[00:40:42.657 --> 00:40:43.617]  Good to hear from you, Tim.
[00:40:44.078 --> 00:40:45.238]  Pepper in Arizona.
[00:40:45.278 --> 00:40:46.119]  Pepper, you're on the air.
[00:40:46.139 --> 00:40:47.979]  Hi.
[00:40:48.920 --> 00:40:55.063]  Well, I'm in Arizona, and there's a couple of things going on today in Arizona that's really disgusting.
[00:40:55.943 --> 00:41:05.328]  The first thing being that the Reverend Al Sharpton is supposed to be leading a group of protesters from a Phoenix church down to the Capitol again today.
[00:41:05.348 --> 00:41:07.829]  So all the major news media is there.
[00:41:08.767 --> 00:41:11.409]  I'm not sure exactly what time that's all going to come down.
[00:41:11.429 --> 00:41:18.633]  I wonder if the illegals will set fire to restaurants and attack people like they did with torches in Santa Cruz.
[00:41:18.773 --> 00:41:23.136]  Or I wonder if they'll attack police again and then it won't even be on the national news.
[00:41:24.377 --> 00:41:29.140]  Or, you know, continue to smear all their refried beans all over our capital.
[00:41:30.521 --> 00:41:34.624]  And then the other thing is that the Sons team
[00:41:35.859 --> 00:41:41.642]  The owner of the Suns team, Farger, has actually come out against the bill.
[00:41:42.303 --> 00:41:57.752]  Yeah, and he's changing the name of the team to Spanish, to like make it about controlling our border as anti-Hispanic, to create the illusion that we can't have a border, we can't have a country, or we're racist.
[00:41:58.812 --> 00:42:05.036]  Well, not to stop, but that's what's going on tonight, is that they are wearing their Spanish jerseys tonight,
[00:42:05.906 --> 00:42:17.015]  And what we're trying to do with our Tea Party groups is that we're trying to get everybody together, the hope anyway, and go down there with signs that says, hey, we don't have tickets, but we're entitled, let us in.
[00:42:17.035 --> 00:42:18.736]  So, I don't know.
[00:42:18.836 --> 00:42:20.478]  Hey, that, exactly.
[00:42:20.538 --> 00:42:22.399]  You should get box seats for free.
[00:42:23.180 --> 00:42:23.520]  I know.
[00:42:23.680 --> 00:42:26.062]  And if they don't give you free seats, they're racist.
[00:42:27.083 --> 00:42:32.847]  Well, and you know, another thing too is that I have learned that there's a new definition for racist.
[00:42:33.047 --> 00:42:33.768]  According to
[00:42:34.284 --> 00:42:44.738]  People hear that if you're white, you're a racist, if you want secure borders and things like that, if you're Latino and Hispanic and supporting the bill, then you're a sellout.
[00:42:44.858 --> 00:42:48.202]  My daughter-in-law has come from the Dominican Republic.
[00:42:48.222 --> 00:42:52.408]  She's done it legally, has spent thousands of dollars trying to do that.
[00:42:53.351 --> 00:42:57.094]  And people are calling her a sellout because she supports the bill.
[00:42:57.354 --> 00:42:58.115]  A sellout?
[00:42:58.475 --> 00:43:00.957]  Yeah, well, the illegals have sold out to the bankers.
[00:43:01.818 --> 00:43:03.519]  And it's just disgusting.
[00:43:03.559 --> 00:43:04.520]  I appreciate your call.
[00:43:04.560 --> 00:43:05.201]  Great points.
[00:43:06.081 --> 00:43:07.583]  Excellent points, Pepper.
[00:43:07.883 --> 00:43:09.684]  Let's talk to Laura in Texas.
[00:43:09.704 --> 00:43:10.665]  You're on the air, Laura.
[00:43:11.866 --> 00:43:12.547]  Hey, Alex.
[00:43:12.947 --> 00:43:13.187]  Hi.
[00:43:13.788 --> 00:43:16.850]  This is one of the Info Warriors here, calling into your show.
[00:43:17.671 --> 00:43:22.555]  I recently went to a tea party in Dallas.
[00:43:23.437 --> 00:43:27.140]  And, uh, when Mark Davis, that scumbag, was talking.
[00:43:28.661 --> 00:43:32.384]  And, uh, you know, he called all of us truthers cult members.
[00:43:35.146 --> 00:43:37.208]  Dirty, despicable cult members.
[00:43:37.648 --> 00:43:38.429]  Yes, yes.
[00:43:39.009 --> 00:43:41.912]  And Medina says, I agree, I agree, you know.
[00:43:41.972 --> 00:43:44.694]  And you're supposed to say, oh, I love that flip-flop.
[00:43:44.954 --> 00:43:46.655]  Oh, I worship you too.
[00:43:49.264 --> 00:43:50.225]  Yeah, I know.
[00:43:50.425 --> 00:43:55.147]  I've actually ran into her a few times before, you know, at luncheons.
[00:43:56.108 --> 00:43:57.088]  Well, let's get this straight.
[00:43:57.108 --> 00:43:59.429]  I don't think Debra Medina's bad, and I still said vote for her.
[00:43:59.710 --> 00:44:07.734]  But for her to say it's healthy and good, and the towers did fall in a strange way, and all these interviews, and then agree that we're despicable, evil trash.
[00:44:07.974 --> 00:44:09.055]  You know, oh, I agree.
[00:44:09.375 --> 00:44:10.235]  Oh, yes, Mark.
[00:44:10.295 --> 00:44:10.595]  Yes.
[00:44:10.756 --> 00:44:11.296]  Oh, they are.
[00:44:11.316 --> 00:44:13.177]  I mean, you know, that's wrong.
[00:44:13.497 --> 00:44:14.798]  Now, the straw man people,
[00:44:15.598 --> 00:44:24.763]  A few of them, and some people in her campaign actually did this, it was a dirty trick but it failed, you know, too bad for them, to say that I was mad because she wasn't a truther.
[00:44:25.083 --> 00:44:28.325]  When she was in my studio and on the air, I never even brought up 9-11 truth to her.
[00:44:28.725 --> 00:44:29.806]  I never made an issue out of it.
[00:44:29.846 --> 00:44:33.028]  But the straw man was, Alex doesn't like her because she's not a truther.
[00:44:33.428 --> 00:44:34.989]  No, it was the flip-flop.
[00:44:35.229 --> 00:44:44.614]  If Ron Paul suddenly came out and said, I'm against auditing the Fed, I'm pro-war, and did a flip-flop, I would say, man, we got a problem with Ron Paul.
[00:44:46.190 --> 00:44:53.777]  But according to these people, I should just say, oh, I should like Newt Gingrich because he believes global warming is real.
[00:44:54.497 --> 00:44:56.900]  Again, I'm not allowed to have my political views.
[00:44:57.220 --> 00:44:57.660]  Sorry, go ahead.
[00:44:57.981 --> 00:44:58.901]  I know how you feel.
[00:44:59.602 --> 00:45:00.883]  So what did you say to Mark Davis?
[00:45:00.903 --> 00:45:01.284]  You booed him?
[00:45:02.379 --> 00:45:12.863]  Um, we were in the crowd, and we were like, yeah, that guy's right, because this guy was wearing, you know, one of your shirts at foolwars.com, like the shirts that we've bought from your show, several of them.
[00:45:13.423 --> 00:45:16.645]  And he was just, you know, saying, you're a liar, you're a liar, Mark Davis.
[00:45:16.845 --> 00:45:24.688]  And we videotaped some of it, you know, what we could get of it, because we didn't want him to, you know, do anything to him.
[00:45:25.208 --> 00:45:27.009]  But they kicked him out.
[00:45:27.770 --> 00:45:33.027]  And then they proceeded to kick us out because we were handed out freedom to fascism.
[00:45:34.265 --> 00:45:35.366]  Oh yeah, no, no, no.
[00:45:35.406 --> 00:45:46.514]  You don't go to a Republican neocon tea party and hand out a disc calling for an audit of the Fed made by a Jewish guy because criticizing the Federal Reserve is anti-Semitic.
[00:45:46.534 --> 00:45:47.354]  That's the spin.
[00:45:49.176 --> 00:45:59.543]  Again, they make it about that and invoke the race and class stuff, but how dare you try to hand out American freedom to fascism?
[00:45:59.563 --> 00:46:00.724]  That is so evil.
[00:46:01.124 --> 00:46:02.685]  You don't criticize the IRS.
[00:46:02.705 --> 00:46:03.286]  They're good.
[00:46:04.977 --> 00:46:08.818]  The thing is that the guy said, oh, you're not allowed here and everything.
[00:46:08.898 --> 00:46:11.759]  And you know, we were just, you know, out there handing out movies.
[00:46:11.779 --> 00:46:13.800]  We weren't drinking like a bunch of them were, you know?
[00:46:13.820 --> 00:46:14.740]  Well, just remember that.
[00:46:14.800 --> 00:46:17.301]  That's the Tea Party Express, not the real tea party.
[00:46:17.621 --> 00:46:19.221]  And they're having trouble taking it over.
[00:46:19.261 --> 00:46:20.942]  They had some success, but people woke up.
[00:46:21.562 --> 00:46:29.685]  And so just let all those Republicans, they want to lose their bank accounts and pension funds, they want to lose their Bill of Rights, they love naked body scanners, don't worry!
[00:46:30.105 --> 00:46:41.849]  You know, if they're successful, the Republicans will come in and continue everything Obama did, and then the Democrats will put another Democrat in and they'll feel like they're winners, and then it'll just keep going and we'll all be idiot slaves.
[00:46:42.150 --> 00:46:42.930]  So how did this end?
[00:46:43.860 --> 00:46:49.648]  Well, it ended that we handed out 300 DVDs of Freedom to Fascism, even though they kicked us out.
[00:46:49.968 --> 00:46:55.776]  And if you go to our website, educatorsofliberty.com, you'll find that we are very active.
[00:46:56.037 --> 00:46:57.279]  You have done well!
[00:46:59.841 --> 00:47:02.744]  If you suffer from poor sleep, you've gotta try MyPillow!
[00:47:03.044 --> 00:47:06.527]  Introducing the most revolutionary, most comfortable, and coolest pillow ever!
[00:47:06.787 --> 00:47:07.388]  MyPillow!
[00:47:07.648 --> 00:47:09.670]  Imagine your very own custom fit pillow!
[00:47:09.950 --> 00:47:13.634]  MyPillow is the only pillow of its kind on the market that uses a patented fill!
[00:47:13.894 --> 00:47:15.976]  Custom made to your exact individual needs!
[00:47:16.276 --> 00:47:22.021]  MyPillow is 100% made in the USA and has a natural built-in cooling effect that keeps your cervical nerves cool!
[00:47:22.242 --> 00:47:24.684]  And that helps you get the best REM sleep possible!
[00:47:24.964 --> 00:47:29.107]  MyPillow helps alleviate snoring, migraine, sleep apnea and other sleeping disorders.
[00:47:29.328 --> 00:47:36.433]  MyPillow is antimicrobial, non-allergenic, dust mite resistant, machine washable and dryable, comes in many sizes and will not go flat.
[00:47:36.594 --> 00:47:41.057]  And best of all, MyPillow comes with a 10-year warranty and a 60-day money-back guarantee.
[00:47:41.317 --> 00:47:43.299]  So what do you have to lose except poor sleep?
[00:47:43.760 --> 00:47:45.362]  Go to MyPillowShop.com.
[00:47:45.522 --> 00:47:48.686]  Mention coupon code GCN and receive up to $40 off.
[00:47:48.807 --> 00:47:50.429]  That's MyPillowShop.com.
[00:47:50.629 --> 00:47:50.970]  Or call 952-442-6199.
[00:47:50.990 --> 00:47:51.330]  That's 952-442-6199.
[00:47:51.370 --> 00:47:51.671]  MyPillow.
[00:47:51.751 --> 00:47:52.672]  For the rest of your life.
[00:48:00.299 --> 00:48:01.120]  Gold isn't for you?
[00:48:01.320 --> 00:48:06.664]  Ted Anderson, President of Midas Resources, one of the world's premier gold and precious metal investing firms.
[00:48:06.844 --> 00:48:07.264]  I get it.
[00:48:07.405 --> 00:48:16.732]  You wouldn't buy gold if you believed that the government is doing a great job, that the Fed will stop handing out trillions of dollars like bailout candy, that Social Security would be there for you.
[00:48:17.012 --> 00:48:18.173]  That's not what's happening.
[00:48:18.413 --> 00:48:26.658]  You might even pass on gold if the stimulus package wouldn't fuel inflation, or that the dollar wouldn't lose value, or that your retirement would be secure.
[00:48:26.898 --> 00:48:30.140]  If all looks rosy to you, then now is not the time to buy gold.
[00:48:30.280 --> 00:48:34.362]  For the realists, there have never been more sobering reasons to diversify with gold.
[00:48:34.563 --> 00:48:35.543]  Since 2001, the U.S.
[00:48:36.143 --> 00:48:39.385]  dollar index has tanked 30%, while gold has risen 300%.
[00:48:40.106 --> 00:48:43.708]  Right now, savvy investors are adding gold to their portfolios.
[00:48:43.908 --> 00:48:44.628]  You should, too.
[00:48:44.808 --> 00:48:45.769]  Find out what they know.
[00:48:45.969 --> 00:48:49.250]  Call us and I'll send you 10 reasons why gold will do very well, free.
[00:48:49.270 --> 00:48:49.310]  800-686-2237.
[00:48:49.330 --> 00:48:49.630]  800-686-2237.
[00:48:49.650 --> 00:48:49.851]  That's 800-686-2237.
[00:48:59.708 --> 00:49:02.009]  They helped to create a New World Order.
[00:49:02.089 --> 00:49:04.289]  We are part of a New World Order.
[00:49:04.409 --> 00:49:07.190]  A New World Order based upon collective action.
[00:49:07.610 --> 00:49:12.372]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[00:49:12.712 --> 00:49:16.913]  The New World Order really is a tool for addressing a new world of possibilities.
[00:49:17.233 --> 00:49:19.554]  It means all the world under their control.
[00:49:19.574 --> 00:49:22.095]  The United Nations would take over America.
[00:49:22.115 --> 00:49:25.016]  The Trilateral Commission would control the world.
[00:49:25.377 --> 00:49:32.980]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[00:49:33.320 --> 00:49:38.585]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[00:49:38.705 --> 00:49:40.987]  Global governance with the establishment of the G20.
[00:49:41.027 --> 00:49:44.990]  So it's going to be an inner ruling elite and then everyone else.
[00:49:45.250 --> 00:49:46.151]  And I got news for you.
[00:49:46.331 --> 00:49:47.632]  You're everyone else.
[00:49:47.672 --> 00:49:48.673]  Invisible Empire.
[00:49:49.154 --> 00:49:57.180]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[00:49:58.891 --> 00:50:02.754]  Your natural organic herbal formula for heart health is Heart and Body Extract.
[00:50:02.815 --> 00:50:06.578]  My name is Span, and I'm 68 years old, and I live in Vermont.
[00:50:06.997 --> 00:50:11.481]  In the spring of 2003, I started to have problems with my heart.
[00:50:11.741 --> 00:50:13.663]  It felt like my heart was pounding.
[00:50:13.823 --> 00:50:15.144]  Made me feel breathless.
[00:50:15.545 --> 00:50:19.588]  I tried many, many different things to try to get some help for myself.
[00:50:19.988 --> 00:50:21.009]  Nothing did anything.
[00:50:21.049 --> 00:50:25.013]  Heart and Body Extract is very powerful, very effective, and works quickly.
[00:50:25.033 --> 00:50:28.496]  I saw one of Sharon's ads and ordered Heart and Body Extract.
[00:50:29.176 --> 00:50:31.779]  I noticed a difference quickly, within days.
[00:50:32.239 --> 00:50:36.883]  The episodes became less frequent and by a month had completely vanished.
[00:50:37.263 --> 00:50:39.865]  Usually you find a 30-day or 60-day guarantee.
[00:50:40.065 --> 00:50:44.708]  Heart and Body Extract comes with a lifetime 100% ironclad money-back guarantee.
[00:50:44.868 --> 00:50:46.390]  Details at HBextract.com or call 866-295-5305.
[00:50:46.430 --> 00:50:46.750]  Call 866-295-5305.
[00:50:46.770 --> 00:50:48.211]  866-295-5305 for Heart and Body Extract.
[00:51:02.628 --> 00:51:04.989]  We are back live, continuing with your phone calls.
[00:51:05.009 --> 00:51:08.729]  We're going to spend about 10-15 minutes looking at FEMA's shenanigans.
[00:51:10.730 --> 00:51:12.610]  FEMA is its own taxing authority now.
[00:51:12.690 --> 00:51:14.891]  We'll explain how coming up.
[00:51:15.971 --> 00:51:18.611]  But right now, let's go to Mark in Maryland.
[00:51:18.652 --> 00:51:19.332]  You're on the air.
[00:51:19.352 --> 00:51:20.972]  How you doing, sir?
[00:51:21.152 --> 00:51:21.872]  Pretty good, my friend.
[00:51:22.792 --> 00:51:26.533]  I just want to, if it's okay, make a few quick bullet points.
[00:51:26.673 --> 00:51:28.494]  I'll try to be quick because I know you don't have a lot of time.
[00:51:30.509 --> 00:51:36.558]  First thing is I wanted to get your take on Bill Maher because I've used to be a fan but
[00:51:37.159 --> 00:51:39.701]  It seems like now, it seems like he's just a part of it.
[00:51:39.761 --> 00:51:41.603]  I mean, I don't know if he's a part of the media.
[00:51:41.783 --> 00:51:44.665]  Look, he plays the part of a left gatekeeper.
[00:51:45.165 --> 00:51:52.151]  He'll admit vaccines have got a problem because, you know, that's very popular and most Americans know that's the truth now, despite the propaganda.
[00:51:53.132 --> 00:51:54.953]  And he'll lie every time there's a dust storm.
[00:51:54.993 --> 00:51:56.174]  He says it's global warming.
[00:51:56.935 --> 00:51:58.156]  He pushes the police state.
[00:51:58.216 --> 00:52:02.459]  I mean, Bill Maher, Bill Maher's a political operative.
[00:52:05.297 --> 00:52:09.779]  I mean, I don't doubt it, because now when I listen to him, it just really seems like he's helping push the agenda.
[00:52:09.819 --> 00:52:12.120]  Well, that's because Bush is out of power.
[00:52:12.500 --> 00:52:21.364]  When the Democrats are in power, their supporters and hacks and pundits and proxies, they then are the establishment.
[00:52:21.884 --> 00:52:24.205]  And the Republicans are posing as anti-tyranny.
[00:52:24.546 --> 00:52:27.367]  Now, as soon as they change places again, it's a tag team.
[00:52:27.747 --> 00:52:30.808]  It's like a wrestling match between Hulk Hogan and Jesse Ventura.
[00:52:31.108 --> 00:52:32.029]  It's not real.
[00:52:32.709 --> 00:52:34.530]  As Jesse has said, it's not real.
[00:52:34.711 --> 00:52:40.114]  But you tell kids, I mean, I remember being a kid in Dallas and I'd be at a friend's house watching wrestling, and I'd say, look, that's not real.
[00:52:40.494 --> 00:52:42.316]  And they'd say, shut up, Alex, it is real.
[00:52:42.656 --> 00:52:49.921]  And the general public, you just, you know, they're still, Republicans are still, the Republican Party is good, and I like them.
[00:52:50.321 --> 00:52:53.623]  And the Democrats are, Obama's good, and I like them.
[00:52:54.143 --> 00:52:55.464]  And that's why they're robbing us.
[00:52:55.564 --> 00:53:02.109]  People have just got to grow up and get into issues and become constitutionalists, not partisan twits.
[00:53:03.851 --> 00:53:04.432]  I agree, sir.
[00:53:04.513 --> 00:53:06.316]  And two things real quick and I'll let you go.
[00:53:07.593 --> 00:53:08.793]  Well, actually three, real quick.
[00:53:08.873 --> 00:53:15.618]  George Carlin, he was a Bill Morris from the George Carlin camp, and I know George Carlin would probably agree with you on everything, so I don't understand this.
[00:53:15.978 --> 00:53:29.466]  Well, George Carlin, you know, we have an interview with him in Truth Rising about 9-11 Truth, and he said he thinks 9-11's a lie, and I don't agree with George Carlin on God and stuff, but I mean, George Carlin was real and wasn't a political hack.
[00:53:29.727 --> 00:53:34.830]  He said, there's a club and you ain't in it, there's a global elite, they're dumbing you down with the schools,
[00:53:35.310 --> 00:53:41.553]  So, George Carlin was about 90% right, and Bill Maher is about 20% right.
[00:53:41.893 --> 00:53:43.754]  So, two different animals.
[00:53:44.074 --> 00:53:48.397]  Please, let's not compare George Carlin, who I'm a fan of, on most issues.
[00:53:48.537 --> 00:53:52.999]  I really think he was a very talented person, with the other person.
[00:53:54.298 --> 00:53:55.860]  Okay, the last thing real quick.
[00:53:56.120 --> 00:54:08.313]  Dr. Steve Greer, I know you don't like to get involved with the UFO talk because it scares away people, but I've heard Dr. Greer talk about the same stuff you're talking about, about the hidden agenda of the government that we don't know about.
[00:54:08.494 --> 00:54:09.535]  And what about Hawking?
[00:54:09.995 --> 00:54:11.056]  Last statement.
[00:54:11.196 --> 00:54:12.677]  Is that anything to do with Project Bluebeam?
[00:54:29.597 --> 00:54:38.562]  Unless it's interdimensional travel, there's probably so much life out there, if you want my opinion on all this, like Christ said, I have other flocks.
[00:54:38.923 --> 00:54:47.768]  There is so much life out there that we're probably like an amoeba floating along in a stream in the middle of a forest.
[00:54:47.788 --> 00:54:50.489]  They're not particularly focused on the amoeba.
[00:54:51.610 --> 00:54:56.213]  I'm not saying we're not important and we're part of this larger system and we're going to grow into something even more amazing.
[00:54:58.476 --> 00:55:21.133]  I don't mind people that talk about chupacabras and aliens and I mean that's interesting and I think it's okay people thinking and debating and outside the political box that's probably a healthy thing overall and the whole disclosure project and the rest of it I mean the Lord only knows what's going on the army is admittedly training to confiscate our guns in mainstream news and the public
[00:55:21.997 --> 00:55:23.239]  Calls it a conspiracy theory.
[00:55:23.720 --> 00:55:31.355]  So I don't get off into all the other things that are going on and alien technology and things like that because...
[00:55:32.745 --> 00:55:34.586]  Because I can't bonafide prove it.
[00:55:35.027 --> 00:55:39.049]  But I don't slight those that want to research it and look at it.
[00:55:39.550 --> 00:55:40.791]  You know, like Coast to Coast AM.
[00:55:40.811 --> 00:55:44.293]  You know, they have some shows where they cover the Federal Reserve and the New World Order.
[00:55:44.553 --> 00:55:48.816]  They have other shows where they cover, you know, our aliens visiting the planet.
[00:55:49.597 --> 00:55:53.359]  That's number one talk show in the country at night.
[00:55:53.480 --> 00:55:55.481]  Second biggest show in the world after Limbaugh.
[00:55:55.801 --> 00:55:57.522]  Sixteen million listeners conservatively.
[00:55:58.943 --> 00:55:59.364]  And so,
[00:56:00.626 --> 00:56:06.509]  You know, I think it's fine what Coast to Coast is doing, because it's at least getting people to debate and think.
[00:56:07.069 --> 00:56:10.731]  It's not a judgment I'm making that I don't cover those subjects.
[00:56:10.791 --> 00:56:21.076]  It's just that I'm dealing with the healthcare takeover, I'm dealing with the census, I'm dealing with the wars, I'm dealing with the nanotechnology that they're putting into the food and vaccines.
[00:56:21.456 --> 00:56:26.318]  I'm just sticking to what is absolutely immediate, and I know I can do something about it.
[00:56:26.678 --> 00:56:27.179]  And believe me,
[00:56:27.859 --> 00:56:35.261]  If I'm out camping six months from now and a flying saucer lands in front of me and little green men walk off of it, I'm going to be talking about it on air.
[00:56:35.561 --> 00:56:39.763]  But I have not seen, you know, Martians.
[00:56:40.903 --> 00:56:42.744]  And so I don't cover Martians.
[00:56:43.564 --> 00:56:46.505]  But a lot of astronauts say that they have seen UFOs.
[00:56:47.105 --> 00:56:48.345]  And so something's going on.
[00:56:49.826 --> 00:56:50.726]  We're on the march.
[00:56:51.226 --> 00:56:52.807]  The Empire's on the run.
[00:56:53.747 --> 00:56:56.448]  Alex Jones and the GCN Radio Network.
[00:56:59.522 --> 00:57:04.945]  When you're out on the road, the last place you want to be is on the road.
[00:57:06.166 --> 00:57:10.928]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:57:11.308 --> 00:57:18.092]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[00:57:20.033 --> 00:57:22.375]  They sew pride in every stitch.
[00:57:24.115 --> 00:57:26.477]  Guarantee you'll love the way they fit.
[00:57:28.533 --> 00:57:32.395]  They put a Diamond Gusset in the crotch where you need it most.
[00:57:33.116 --> 00:57:36.238]  Blue Diamond Gussets got it.
[00:57:36.958 --> 00:57:37.779]  Others don't.
[00:57:38.179 --> 00:57:40.080]  We turn jeans inside out.
[00:57:40.340 --> 00:57:41.841]  Diamond Gusset Jeans.
[00:57:42.121 --> 00:57:44.683]  Made in the USA with unparalleled quality.
[00:57:45.003 --> 00:57:51.267]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:57:51.627 --> 00:57:53.828]  Order yours at gusset.com.
[00:57:54.349 --> 00:57:56.370]  Diamond Gusset Jeans got it.
[00:57:56.710 --> 00:57:57.571]  Others don't.
[00:58:03.166 --> 00:58:04.086]  Tyranny is here.
[00:58:04.426 --> 00:58:08.048]  The grim future foretold in 1984 has become reality.
[00:58:08.068 --> 00:58:10.568]  It really says that the state is God.
[00:58:10.588 --> 00:58:16.030]  The United States is now recognized globally as one of the most oppressive police states on Earth.
